propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,floor,exterior,hasLift,highlight.groupDescription,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
109217957,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/18/c9/1367778256.webp,94128,21,920000.0,flat,sale,88.0,2,2,calle de Medellín,Madrid,Madrid,Chamberí,es,Trafalgar,40.4376844,-3.7000521,False,https://www.idealista.com/inmueble/109217957/,"Excelente vivienda a estrenar en Trafalgar. Ubicada en la calle Medellín, en pleno barrio de Trafalgar, esta vivienda ofrece la posibilidad de crear el hogar que siempre ha soñado o realizar una inversión con gran potencial en una de las zonas más demandadas de Madrid. Cercano y equidistante caminando al metro Quevedo (línea 2) e Iglesia (Línea 1) con varias líneas de autobús a escasos pasos (3, 37, 149, 61, 16, N23), la comunicación con cualquier punto de la ciudad es excelente. Además, se trata de un barrio completamente consolidado, con todos los servicios a pie de calle: colegios, centros de salud, mercados, tiendas tradicionales, supermercados y una amplia oferta gastronómica y cultural que hace la vida diaria más cómoda y agradable. Se presenta una excelente oportunidad para inversores o compradores con visión de futuro. La calle Medellín destaca por una tranquiliad difícil de conseguir en una urbe como Madrid, eso sí, en pleno corazón de Chamberí. Excelente vivienda de 88m² situada entre Santa Engracia y General Álvarez de Castro. La reforma, realizada con excelente gusto y materiales de gran calidad, ha conseguido aprovechar de forma inteligente los espacios y la luz para conseguir una atmósfera alegre, moderna y acogedora. El inmueble disfruta de un amplio y luminoso salón comedor con techos muy altos, que se abre a una original cocina de diseño equipada con los mejores electrodomésticos. Los dos dormitorios, con armarios empotrados uno de ellos con cuarto de baño en suite, tienen muy buena amplitud. Equipado con calefacción central por gas natural y bomba de frío y calor por conductos. Gracias a su excelente reforma y su demandada ubicación es la propiedad perfecta para tener un pied-à- terre en pleno barrio de Chamberi y también una excelente oportunidad de inversión para rentabilizar vía alquiler. En Grupo Mejocasa nos especializamos en ofrecer el mejor servicio inmobiliario en toda la Comunidad de Madrid. Contamos con cuatro oficinas estratégicamente ubicadas en Chamberí-Centro, Ciudad Lineal-Salamanca, Hortaleza-Las Tablas y Canillejas-Vicálvaro, lo que nos permite tener un amplio conocimiento y alcance en todas las zonas de la ciudad. Gracias a nuestro método de trabajo, brindamos un servicio integral que abarca todos los aspectos necesarios para garantizar una experiencia inmobiliaria satisfactoria. No solo nos especializamos en la compra y venta de propiedades, sino que también brindamos un asesoramiento completo para que nuestros clientes tomen decisiones informadas y seguras. Confía en nosotros para encontrar la vivienda ideal o vender tu propiedad con las mejores condiciones.",False,good,False,10455.0,True,False,True,False,[],False,False,920000.0,€,flat,,"Trafalgar, Madrid",Piso en calle de Medellín,,,1,True,False,,,,,
108320995,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/b6/9c/1354749894.webp,92715,40,2490000.0,flat,sale,214.0,4,4,calle de Rafael Calvo,Madrid,Madrid,Chamberí,es,Almagro,40.4320749,-3.695377,False,https://www.idealista.com/inmueble/108320995/,"Espectacular vivienda exterior en pleno corazón de Chamberí. En una de las calles más emblemáticas y exclusivas de Madrid, se encuentra esta impresionante vivienda exterior que destaca por su amplitud, luminosidad y elegancia.  Ofrece una distribución excepcional: un amplio salón comedor con salida a una generosa terraza exterior, perfecta para disfrutar del aire libre en un entorno urbano privilegiado. La zona de descanso incluye cuatro dormitorios, dos de ellos con baño en suite, además de un baño de cortesía completo y un aseo adicional, lo que garantiza la máxima comodidad para toda la familia. La cocina, completamente equipada con electrodomésticos de alta gama panelados, no solo es funcional sino también estéticamente impecable, con una zona de office ideal para comidas diarias o reuniones informales. La vivienda dispone de acceso de servicio, un amplio montacargas y ascensor con acceso directo a dos plazas de aparcamiento, lo que añade un valor diferencial en la zona. Dispone además de un trastero de 10 metros. La finca cuenta con portero físico y servicio adicional de vigilancia las 24 horas, zonas ajardinadas y una espectacular piscina comunitaria en la azotea, desde donde se disfrutan vistas únicas a los tejados del centro de Madrid. La comunicación es excelente tanto en transporte público como en vehículo privado. A pocos pasos se encuentran las estaciones de metro Rubén Darío (línea 5) e Iglesia (línea 1), así como múltiples líneas de autobús como la 3, 5, 16, 40, 147 y 149, que conectan rápidamente con todos los puntos estratégicos de la ciudad. Para quienes se desplazan en coche, el acceso a la M-30 y principales arterias del centro es rápido y cómodo, lo que convierte a esta propiedad en una opción perfecta para quienes valoran ubicación, calidad y confort en una de las mejores zonas residenciales de Madrid. En Grupo Mejocasa, nos especializamos en ofrecer el mejor servicio inmobiliario en toda la Comunidad de Madrid. Con cuatro oficinas estratégicamente ubicadas en Chamberí-Centro, Ciudad Lineal-Salamanca, Hortaleza-Las Tablas y Canillejas-Vicálvaro, tenemos un amplio conocimiento del mercado y un alcance inigualable en la ciudad. Gracias a nuestro método de trabajo, brindamos un servicio integral que cubre todos los aspectos del proceso inmobiliario, garantizando que nuestros clientes tomen decisiones informadas y seguras. Confía en nosotros para encontrar la vivienda ideal o vender tu propiedad con las mejores condiciones.",True,good,False,11636.0,True,False,True,False,[],False,False,2490000.0,€,flat,,"Almagro, Madrid",Piso en calle de Rafael Calvo,True,True,4,True,True,,,,,
105156934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/30/1d/1344333724.webp,4065,29,1350000.0,flat,sale,81.0,2,3,calle de Claudio Coello,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.425828,-3.6853664,False,https://www.idealista.com/inmueble/105156934/,"Bonito apartamento interior recién reformado ubicado en el corazón de Recoletos, la mejor zona del Barrio de Salamanca.   Se encuentra en la primera planta de un edificio clásico con un portal representativo, servicio de portería en finca y zonas comunes muy bien cuidadas.   Tiene una superficie de 81 m2 actualmente distribuidos en hall de entrada con aseo de cortesía, zona social con salón, comedor y cocina integrada. La zona de descanso cuenta con dos habitaciones, cada una con su baño en suite.  .",True,good,False,16667.0,True,False,True,False,[],False,False,1350000.0,€,flat,,"Recoletos, Madrid",Piso en calle de Claudio Coello,,,1,False,True,,,,,
108216141,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/ff/80/1337388143.webp,MC17-25,47,2500000.0,chalet,sale,800.0,7,5,calle Cedros,Madrid,Majadahonda,Zona Monte el Pilar,es,,40.4474188,-3.8480296,False,https://www.idealista.com/inmueble/108216141/,"Hogares Majadahonda Centro ofrece esta exclusiva propiedad única que redefine el concepto de amplitud, privacidad y confort. Este chalet independiente de 800 m² sobre una parcela de 1.850 m², situado en una de las urbanizaciones más exclusivas de Majadahonda, le ofrece una vida de lujo en un entorno tranquilo, verde y seguro. Uno de los grandes privilegios de vivir en la Urbanización Monte Claro es el acceso exclusivo a su club social privado, reservado únicamente para los vecinos. Este espacio comunitario de alto nivel dispone de varias pistas deportivas, piscina y zonas sociales, ideales para el ocio familiar, eventos y actividades recreativas durante todo el año. Al ingresar a la vivienda, un vestíbulo distribuidor de generosas proporciones da la bienvenida y anticipa la elegancia y versatilidad que define cada rincón de esta magnífica propiedad. Este primer salón destaca por su chimenea tradicional, ideal para recibir con calidez en cualquier época del año. La planta principal se despliega con cuatro salones o comedores, perfectos para diseñar distintos ambientes de convivencia, ocio y recepción, a gusto del nuevo propietario. Uno de estos salones, también equipado con chimenea, conecta directamente con el porche exterior, creando una transición natural entre el interior y el jardín. Este espacio, que también es accesible desde la cocina, cuenta con barbacoa de obra al aire libre, junto a la elegante piscina, convirtiéndose en el lugar perfecto para reuniones y celebraciones en exterior. La cocina, de diseño muy funcional, es el corazón del hogar. Equipada con isla central, vitrocerámica de inducción y fuegos a gas, satisface las necesidades tanto del día a día como de los paladares más exigentes. En esta misma planta, encontramos tres amplios dormitorios, acompañados por un baño con plato de ducha y bañera de hidromasaje que da servicio a esta zona. Además, en un espacio independiente pero aledaño, se encuentra la zona destinada para servicio interno, que incluye una habitación doble y un baño completo —ideal para personal de confianza. El exterior de la vivienda eleva aún más su nivel de exclusividad. Junto a la piscina se ubican la sala de máquinas, los depósitos del pozo de agua, un baño completo con acceso desde el jardín y una exclusiva sauna finlandesa, para disfrutar del bienestar sin salir de casa. En la planta superior, se despliega la zona más privada y señorial de la vivienda: tres dormitorios de gran tamaño, dos de ellos compartiendo un baño completo con plato de ducha e hidromasaje, y un tercer dormitorio en suite, con un amplio baño también con plato de ducha y bañera de hidromasaje. Esta estancia cuenta además con vestidor independiente y acceso privado a una espectacular estancia adicional, perfecta para gimnasio personal, estudio o biblioteca. Este gran salón anexo —accesible solo desde la habitación principal— garantiza máxima privacidad y distinción. Por último, el nivel inferior de la casa alberga un impresionante garaje subterráneo con capacidad para hasta 8 vehículos, ideal para coleccionistas o familias numerosas. Complementan este espacio una bodega climatizada y un cuarto trastero, sumando funcionalidad a esta vivienda sin concesiones. La vivienda cuenta con aires acondicionados por Split en casi todas las estancias, ventanas de doble acristalamiento con rotura de puente térmico, e incontables espacios de almacenaje, aprovechando al máximo cada rincón. Gestionamos la venta de su vivienda encadenando todos los plazos de su compra y venta, contratos y documentación para la escritura pública. Lo asesoramos en la tramitación de su hipoteca. Consúltenos sin ningún compromiso. POSIBILIDAD DE HIPOTECA DE HASTA EL 100% SUJETO A ESTUDIO DE SOLVENCIA PREVIO.",True,good,False,3125.0,True,False,True,False,[],False,False,2500000.0,€,chalet,independantHouse,"Zona Monte el Pilar, Majadahonda",Casa independiente en calle Cedros,True,True,,,,,,,,
108145744,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/65/0c/1335217994.webp,5025,21,1260000.0,flat,sale,105.0,2,2,calle de Lagasca,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4198312,-3.684653,False,https://www.idealista.com/inmueble/108145744/,"Domus Aurea Capital presenta este estupenda vivienda a dos minutos del parque del Retiro. Se trata de un vivienda con reforma integral en muy buen estado, ubicada en una tercera planta a varios patios en un edificio de 1900. Sus 115m² se distribuyen en una amplio salón comedor diferenciado ambas estancias. La cocina es independiente y está completamente amueblado y equipada con electrodomésticos de alta gama. Consta de dos dormitorios y dos baños, el principal en suite.",True,good,False,12000.0,True,False,True,False,[],False,False,1260000.0,€,flat,,"Recoletos, Madrid",Piso en calle de Lagasca,,,3,False,True,,,,,
108519930,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/a7/3a/1351819764.webp,,12,765000.0,flat,sale,85.0,4,2,"calle de Andrés Mellado, 41",Madrid,Madrid,Chamberí,es,Gaztambide,40.4348178,-3.7146133,True,https://www.idealista.com/inmueble/108519930/,"¡Oportunidad única en Gaztambide, Chamberí! Solicita vídeo por privado. Este luminoso piso en la quinta planta exterior es ideal tanto para inversores como para quienes buscan un nuevo hogar. Con 85 m² construidos, cuenta con cuatro amplios dormitorios y dos baños, perfectos para disfrutar de la comodidad y el espacio. La distribución incluye un acogedor salón-cocina que invita a compartir momentos inolvidables. La ubicación es inmejorable, rodeada de tiendas, restaurantes y teatros que hacen de esta zona un lugar vibrante y lleno de vida. Además, el edificio cuenta con portero físico y acceso adaptado para personas con movilidad reducida, garantizando comodidad para todos. La calefacción es de gas natural, y la vivienda se encuentra en buen estado, lista para entrar a vivir. Las visitas comenzarán a partir del 1 de julio con cita previa. No dejes pasar esta oportunidad de adquirir un inmueble en una de las zonas más cotizadas de Madrid. ¡Contáctanos y descubre tu nuevo hogar!",True,good,False,9000.0,True,False,True,False,[],False,False,765000.0,€,flat,,"Gaztambide, Madrid","Piso en calle de Andrés Mellado, 41",,,5,True,True,,,,,
107556073,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/e7/18/1316040780.webp,EAW43.7,43,1315000.0,flat,sale,170.0,2,3,camino Viejo del Cura,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5030041,-3.6230165,False,https://www.idealista.com/inmueble/107556073/,"MO Inmobiliaria presenta este preciso bajo con jardín de 108 metros cuadrados, situado dentro de una urbanización privada en el Encinar de los Reyes, con amplias zonas comunes con jardín, piscina y pista de padel. La vivienda está distribuida a lo largo de 170 metros cuadrados más el jardín privado, y cuenta con cocina totalmente equipada, salón comedor amplio con acceso a un jardín privado, y dos dormitorios con dos baños en suite. Rodeada por amplias zonas verdes, La Moraleja cuenta con la mayor oferta de colegios privados e internacionales del país, junto con una magnífica oferta gastronómica y de ocio, entre los que destacan clubes de tenis y campos de golf. Además de centros médicos y comerciales. La seguridad en la zona es su prioridad, por ello cuenta con sistemas de vigilancia 24h, con una amplia instalación de cámaras, garantizando así un alto nivel de seguridad. Muchas de nuestras propiedades no aparecen en Idealista por expreso deseo de los propietarios por lo que puede consultar nuestra página web para ver todas las viviendas disponibles.",True,good,False,7735.0,True,False,True,False,[],False,False,1315000.0,€,flat,,"Encinar de los Reyes, La Moraleja",Piso en camino Viejo del Cura,True,True,bj,True,True,,,,,
107807968,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/8b/50/1344193687.webp,N02-CG1-14362,138,1198000.0,chalet,sale,342.0,5,4,Zona Monte el Pilar,Madrid,Majadahonda,Zona Monte el Pilar,es,,40.4685268,-3.8631328,False,https://www.idealista.com/inmueble/107807968/,"CHALET ADOSADO 4 PLANTAS CON ASCENSOR Y ESTUDIO DE MUSICA PROFESIONAL. Esta encantadora casa cuenta con amplios espacios interiores llenos de luz natural, creando una atmósfera cálida y acogedora para toda la familia. El diseño interior de la casa combina elementos modernos y funcionales, ofreciendo un ambiente contemporáneo y confortable para disfrutar en el día a día. Accedemos a la casa por un pequeño jardín delantero totalmente cuidado y consolidado. Nos recibe un amplio hall, con un par de armarios gabaneros, que conduce a la cocina que ha sido recientemente reformada y actualizada, moderna, con detalles que le aportan calidez y que además cuenta con suficiente espacio de almacenamiento, ideal para preparar deliciosas comidas y reunirse con seres queridos. El salón- comedor ofrece tres estancias para disfrute de los tuyos. Un espacio de estar familiar; otro espacio más íntimo para disfrutar de la lectura al lado de una chimenea y un tercer espacio donde compartir deliciosas comidas frente a un amplio ventanal del que podemos ir a la parte posterior de la vivienda.  Subimos en ascensor a la segunda! En la segunda planta tenemos la zona de descanso, con 4 dormitorios, 1 de ellos en suite y otro con una agradable terraza, diseñados para brindar confort y tranquilidad, con suficiente espacio para descansar y almacenamiento adecuado para organizar todas tus pertenencias. Los baños están elegantemente decorados y equipados con accesorios modernos, ofreciendo un oasis de relajación y comodidad para mimarte después de un largo día. Subimos en ascensor a la tercera! La tercera planta abuhardillada alberga una zona de trabajo, ocio y disfrute con una amplia terraza que ofrece unas bonitas vistas.  Bajamos en ascensor al apartamento! La planta sótano que era el garaje, se ha habiltado con un apartamento que consta de salón, cocina, baño y dormitorio además de un estudio de música profesional ideal como espacio independiente para algún miembro de la familia, incluso puede ser una fuente de ingresos extra si se alquila.  A la vivienda se le han practicado ampliaciones respecto a las medidas originales. Se ganó espacio en los porches principal y posterior de esta manera se amplió el hall, cocina y salón. Asímismo en la buhardilla se abrió un espacio ciego que había y en la adaptación del garaje a apartamento también se amplió su tamaño. De esta manera pasamos a tener de los 204m2 escriturados destinados a vivienda a tener 285,57 y a esto hay que añadir jardín y entrada: Total superficie privativa: 342,58m2 comprobados.  Por último poner en valor la tranquilidad de la zona a la par de lo bien cominicada que está. Con paradas de autobuses a Madrid, Renfe, a escasos 100 metros. Acceso a A6 y bus VAO en 3km, y la importancia de tener colegios e institutos en la zona además de Centro Comercial y farmacia.  No dejes pasar la oportunidad de tener una casa de y en altura, sin los inconvenientes de las escaleras, el ascensor te hará el día a día cómodo y una casa accesible siempre.",True,good,False,3503.0,True,False,True,False,[],False,False,1198000.0,€,chalet,terracedHouse,"Zona Monte el Pilar, Majadahonda",Chalet adosado,,,,,,,,,,
107825300,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/99/47/1325109072.webp,BS101629,40,1600000.0,flat,sale,203.0,3,3,Barrio Cuzco-Castillejos,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4587554,-3.6929543,False,https://www.idealista.com/inmueble/107825300/,"BOSS INMOBILIARIA vende en exclusiva, espacioso piso en el mismo Paseo de la Castellana muy cerca de la Plaza de Cuzco. Totalmente exterior y reformado hace 6 años, tiene una distribución muy cómoda y práctica, con salón comedor, pequeña terraza, 3 dormitorios principales con dos baños, habitación de servicio con baño y cocina. Desde el Hall se entra a un amplio salón de unos 50 m2 con grandes ventanales hasta el suelo, lo que proporcionan a toda la estancia una gran luminosidad con sol directo. Posee una pequeña terraza exterior. Desde el pasillo se accede a las tres habitaciones principales con dos baños completos. Las habitaciones son muy amplias con armarios empotrados; y la habitación principal, que es muy grande de unos 20 m2, tiene el baño incorporado en suite. La cocina, muy amplia con zona de office para comedor de diario. Tiene acceso a la habitación de servicio con baño. Estas estancias son las únicas que dan a patio, el resto de la vivienda es totalmente exterior.  Portal representativo con acceso para minusválidos y carritos de niños. Portero todos los días de la semana incluidos fines de semana. Cámaras de seguridad conectadas 24 horas Calefacción central con contadores individuales. 250 €/mes de gastos de comunidad. Aire acondicionado en salón y habitación principal y preinstalación en el resto de habitaciones. Doble ventana en el salón. Cortinas Bandalux en todas las estancias. Persianas nuevas y eléctrica en la habitación principal.",True,good,False,7882.0,True,False,True,False,[],False,False,1600000.0,€,flat,,"Cuzco-Castillejos, Madrid",Piso,,,3,True,True,,,,,
108778961,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/35/90/1354872412.webp,W-030KVC,46,2100000.0,chalet,sale,395.0,6,5,Barrio Ciudad Universitaria,Madrid,Madrid,Moncloa,es,Ciudad Universitaria,40.4687351,-3.7261714,False,https://www.idealista.com/inmueble/108778961/,"Moderno chalet adosado de obra nueva en Puerta de Hierro Engel & Völkers Mirasierra - Puerta de Hierro ( ) presenta espacioso chalet adosado de obra nueva en Puerta de Hierro, una de las zonas residenciales más exclusivas del norte de Madrid. Con 395m² construidos sobre una parcela de 270m², esta vivienda destaca por su diseño contemporáneo, amplitud y eficiencia energética, gracias a la Aerotermia, aire acondicionado y paneles solares. La casa se distribuye en cuatro plantas con ascensor y ofrece 6 habitaciones, 4 baños, un aseo, jardín privado, piscina, varias terrazas y garaje cerrado para tres vehículos. En la planta principal encontramos un amplio salón-comedor con grandes ventanales y salida al jardín, cocina independiente con pre instalación para isla y aseo de cortesía. En las plantas superiores se ubican los dormitorios principales, muchos con baño en suite, vestidor y terrazas privadas, incluyendo un espectacular solárium en la suite principal. La planta inferior cuenta con una habitación adicional con baño, zona de lavandería y acceso al garaje. El exterior ofrece una agradable zona ajardinada, piscina con depuradora, espacio para solárium y posibilidad de instalar una barbacoa. Ubicada en un entorno tranquilo pero bien conectado, la propiedad está cerca de transporte público, colegios, supermercados y todos los servicios necesarios. Una excelente oportunidad para vivir o invertir en una de las mejores zonas de Madrid. Puerta de Hierro está situada en el noroeste de Madrid, a tan sólo 10 minutos en autobús de Moncloa y Cuatro Caminos y en menos de media hora de la Puerta del Sol. Zona exclusiva de casas espectaculares rodeadas de vegetación y amplia seguridad. Puerta de Hierro está rodeada de numerosas zonas verdes como es el entorno natural del parque La Dehesa de la Villa, uno de los mayores de Madrid con una extensión de 700.000 m2 que alberga más de 6.000 árboles. En definitiva, un espacio natural transformado e incorporado a la ciudad, que constituye un lugar privilegiado del que directamente se benefician unos 124.600 madrileños. Por otro lado, la urbanización se encuentra próxima al Centro Comercial La Vaguada y al Club Social Puerta de Hierro, el Real Club de Golf Puerta de Hierro y otros equipamientos comerciales y educacionales.",True,good,False,5316.0,True,False,True,False,[],False,False,2100000.0,€,chalet,terracedHouse,"Ciudad Universitaria, Madrid",Chalet adosado,True,True,,,,,,,,
109213750,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/54/86/1367636388.webp,[[137]] E17E,21,450000.0,flat,sale,67.0,2,2,"Cerro del Campo, 31",Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.4055926,-3.550309,True,https://www.idealista.com/obra-nueva/109213750/,"Limea Suites: Tu hogar, donde la calidad se siente Limea Suites es una exclusiva promoción de 94 viviendas distribuidas en dos torres, con una amplia zona común que invita al disfrute y la convivencia. Ofrece viviendas de 2 y 3 dormitorios, incluyendo viviendas en plantas baja con grandes terrazas y espectaculares áticos con solárium y con pérgola para disfrutar del sol, pensadas para adaptarse a tu estilo de vida.  En Limea Suites, cada detalle del equipamiento interior ha sido cuidadosamente seleccionado para ofrecer una experiencia de vida superior. La selección de materiales de alta gama y el diseño funcional de los espacios hacen de cada rincón un lugar acogedor y elegante, pensado para disfrutar desde el primer momento.  Los acabados destacan por su calidad: carpintería de PVC con triple vidrio y doble cámara de aire para un excelente aislamiento térmico y acústico, suelos laminados de gran resistencia que combinan estética y durabilidad, y cocinas completamente equipadas con electrodomésticos de última generación que facilitan el día a día. Además, las viviendas cuentan con conexiones para telecomunicaciones, garantizando comodidad y conectividad.  Estos elementos aseguran un alto nivel de eficiencia energética y aislamiento acústico todo ello, bajo la certificación Passivhaus. El Cañaveral, un barrio que es sinónimo de bienestar El Cañaveral es uno de los barrios más prometedores de Madrid, en pleno crecimiento urbanístico y con modernas promociones que garantizan bienestar y calidad de vida.  La zona cuenta con con varias líneas de autobús (159, E5, 290 y N6) que lo conectan con Metro, Cercanías y el centro de Madrid, y dispone además de una excelente comunicación por carretera gracias a su proximidad a la M-45 y el acceso directo a la R-3, lo que facilita los desplazamientos tanto hacia el centro como hacia el corredor del Henares.  Además, hay previsto un nuevo Parque Central que se va a ejecutar en El Cañaveral, conforme a la modificación de la almendra central, así como de las comunicaciones y accesos de El Cañaveral y la línea prevista del Bus de Tránsito Rápido (BTR) o BuP.  El Cañaveral ofrece una ubicación privilegiada y todos los servicios necesarios para una vida cómoda, con comercios, colegios, zonas verdes y centros de salud. Viviendas Passivhaus en El Cañaveral Sus amplias zonas comunes están diseñadas para el disfrute de toda la familia, con zonas verdes perfectamente integradas que invitan al relax y la recreación. Los más pequeños podrán disfrutar de áreas de juegos infantiles seguras y divertidas, mientras que los adultos se relajan junto a la moderna piscina de cloración salina, que ofrece un agua más saludable y respetuosa con el medio ambiente.  El espacio comunitario polivalente está diseñado para adaptarse a tus momentos más especiales. Contará con una exclusiva zona gourmet, perfecta para celebraciones y reuniones con amigos o familiares, y un gimnasio para que puedas mantenerte en forma sin salir de casa. Todo ello en un ambiente moderno y funcional que fomenta la convivencia y el bienestar. También habrá un aparcamiento para bicis y buzones tipo ""Smart locker"". Además, los núcleos de comunicación del edificio se han ejecutado mediante soluciones industrializadas, lo que garantiza una mayor calidad, eficiencia y confort en el día a día. Disfruta del confort de una vivienda Passivhaus con autoconsumo colectivo por placas solares. El autoconsumo eléctrico que incorporamos reduce la dependencia de fuentes de energía no renovables, que emiten grandes cantidades de CO2 y son perjudiciales para la salud de las personas.",False,,True,6716.0,True,False,False,False,[],False,False,450000.0,€,flat,,"El Cañaveral, Madrid","Piso en Cerro del Campo, 31",True,True,7,True,True,,False,,,
108659871,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/7e/93/1354520235.webp,W-030DFB,33,1550000.0,chalet,sale,274.0,5,4,Barrio Mirasierra,Madrid,Madrid,Fuencarral,es,Mirasierra,40.4849389,-3.7116185,False,https://www.idealista.com/inmueble/108659871/,"Chalet en Mirasierra Engel & Völkers Mirasierra y Puerta de Hierro ( ) les presenta esta opción de chalet con grandes posibilidades y situado muy cerca de metros, colegios y comercios de la zona. El chalet es una vivienda compuesta por tres plantas que componen una distribución funcional y amplia. En la planta principal se ubica el salón comedor que conecta directamente con el jardín de la vivienda con grandes espacios, barbacoa de obra y la opción de construir una piscina privada, la cocina y el aseo de cortesía y alberga también un dormitorio adicional. La segunda planta está compuesta por dos amplios dormitorios, un baño completo y el dormitorio principal con un gran vestidor y baño en suite que además, dispone de una terraza orientada al jardín. Para finalizar, en la planta inferior hay un salón de eventos con acceso directo al jardín, un dormitorio, baño completo y garaje para dos coches. La colonia Mirasierra es una de las zonas exclusivas pioneras en la ciudad de Madrid. Comenzó a construirse a finales de los años 50 como lugar de veraneo para las altas clases de la capital. Décadas después e integrada dentro de la ciudad de Madrid, Mirasierra ha pasado a ser un barrio residencial de referencia por su cercanía al centro, por su tranquilidad, seguridad y estar dotada de todos los servicios disponibles. Formada en su mayoría por chalets unifamiliares, adosados y pareados, es una de las zonas mas verdes de la capital, creando una atmosfera de relax y paz para poder olvidarse del ruido de la ciudad. Dispone de servicios comerciales, de hospitales como Ruber Internacional y la Clinica Cemtro, clubs deportivos, colegios privados y fáciles conexiones de transporte. Sin duda Mirasierra sigue siendo una zona exclusiva integrada en Madrid capital.",True,good,False,5657.0,True,False,True,False,[],False,False,1550000.0,€,chalet,terracedHouse,"Mirasierra, Madrid",Chalet adosado,True,True,,,,,,,,
106171511,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/e3/12/1315438169.webp,W-02RX06,34,1290000.0,penthouse,sale,209.0,3,3,Barrio Mirasierra,Madrid,Madrid,Fuencarral,es,Mirasierra,40.4977681,-3.7112174,False,https://www.idealista.com/inmueble/106171511/,"Vivienda exclusiva totalmente reformada en Mirasierra Engel&Volkers Mirasierra - Puerta de Hierro ( ) les presenta este impresionante ático triplex en una de las mejores fincas de todo Mirasierrra. Se trata de un piso exclusivo de más de 200m² con tres dormitorios. Sin duda es una vivienda única ya que hay pocas propiedades con estas características en la zona. Toda la vivienda ha sido reformada con calidades y detalles de lujo. Puede disfrutar de un gran salón comedor en la primera planta con espacios abiertos y gracias a su magnífica orientación de mañana, la vivienda dispone de una gran luminosidad. Cocina de diseño con zona de office y una cristalera para dar más amplitud, espacio de lavandería en la terraza tendedero y una aseo de cortesía. En la planta primera nos encontramos con dos amplios dormitorios en suite y por último, en la planta superior, la casa dispone de una zona disponible para crear otro dormitorio o bien zona de despacho o de recreo con acceso a la maravillosa terraza con preciosas vistas y totalmente equipada idónea para grandes veladas y reuniones La vivienda se vende con una plaza de garaje y trastero, finca con servicio de conserje y seguridad, parque infantil, amplias zonas verdes, sala comunitaria, pista de pádel y piscina. En definitiva, una vivienda exclusiva, muy bien comunicada con transporte público cercano, prestigiosos colegios, hospitales de referencia y buenos accesos con vehículo privado. La colonia Mirasierra es una de las zonas exclusivas pioneras en la ciudad de Madrid. Comenzó a construirse a finales de los años 50 como lugar de veraneo para las altas clases de la capital. Décadas después e integrada dentro de la ciudad de Madrid, Mirasierra ha pasado a ser un barrio residencial de referencia por su cercanía al centro, por su tranquilidad, seguridad y estar dotada de todos los servicios disponibles. Formada en su mayoría por chalets unifamiliares, adosados y pareados, es una de las zonas mas verdes de la capital, creando una atmosfera de relax y paz para poder olvidarse del ruido de la ciudad. Dispone de servicios comerciales, de hospitales como Ruber Internacional y la Clinica Cemtro, clubs deportivos, colegios privados y fáciles conexiones de transporte. Sin duda Mirasierra sigue siendo una zona exclusiva integrada en Madrid capital.",True,good,False,6172.0,True,False,True,False,[],False,False,1290000.0,€,flat,penthouse,"Mirasierra, Madrid",Ático,True,True,6,True,True,,,,,
