propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,hasLift
105409386,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/2e/16/1253104797.webp,11.1,48,1920000.0,chalet,sale,914.0,5,6,de Atenas s/n,Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,El Pinar- Punta Galea,40.5301485,-3.9117459,True,https://www.idealista.com/obra-nueva/105409386/,"¡EN CONSTRUCCIÓN! ¡NO PIERDA LA OPORTUNIDAD! Disfrute de maravillosos atardeceres en su CASA GEOSOLAR DESENCHUFADA, la casa que usted mismo, de la mano de nuestros técnicos, podrá distribuir y elegir calidades según sus necesidades y gustos. Incluye: - Garaje cubierto - Piscina - 5 dormitorios - Cocina amueblada y electrodomésticos* - Sótano acabado - Suelo porcelánico - Geotermia - Placas solares - Suelo radiante No tarde en llamar si quiere reservar ya una CASA GEOSOLAR DESENCHUFADA en VILLA LICABETO, Las Rozas.",False,newdevelopment,True,False,2101.0,False,False,False,False,[],False,False,1920000.0,€,True,True,chalet,independantHouse,"El Pinar- Punta Galea, Las Rozas de Madrid",Casa independiente en de Atenas s/n,,,
109104325,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/da/c4/1364474990.webp,VI-99980-P16-Pl-ÁTICO-Pta-c-h2-At26,32,385000.0,penthouse,sale,119.0,2,2,"Dr. Marañón, 12",Madrid,Alcalá de Henares,Ensanche,es,,40.4963695,-3.3774738,True,https://www.idealista.com/obra-nueva/109104325/,"Explora nuestra promoción ""Parque del Ensanche III"", la fase final del gran proyecto que REALIA está llevando a cabo en Alcalá de Henares. Viviendas nuevas y espaciosas con acabados de alta calidad. Esta nueva promoción ofrece amplios pisos de 2, 3 y 4 dormitorios con 2 baños y grandes terrazas. Además, incluyen 1 o 2 plazas de garaje y trastero. Descubre también nuestros fantásticos áticos y bajos con terraza. Vive en una de las mejores urbanizaciones de Alcalá de Henares, con control de acceso, amplias zonas comunes con piscina, dos pistas de pádel, 2 locales de usos múltiples, áreas ajardinadas e incluso un innovador Pet Spa y SplashPark. La incorporación del SplashPark garantiza juegos de agua muy divertidos y seguros para los más pequeños, ya que es una superficie sin profundidad. El resultado es una zona de juegos acuáticos con grandes posibilidades lúdicas, donde se cuida el consumo con un sistema de reciclado de agua muy eficiente. Alcalá de Henares, declarada Patrimonio de la Humanidad por la UNESCO, ofrece una amplia oferta de ocio para todos los públicos y todos los servicios necesarios para el día a día. Una opción ideal para vivir. Rellena el formulario y nuestro comercial Mario estará encantado de atenderte.",False,newdevelopment,True,False,3235.0,False,False,False,False,[],False,False,385000.0,€,True,True,flat,penthouse,"Ensanche, Alcalá de Henares","Ático en Dr. Marañón, 12",6,True,True
109215619,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/4c/27/1289638374.webp,AGU507,14,420000.0,flat,sale,113.0,4,2,calle de José de Cadalso,Madrid,Madrid,Latina,es,Águilas,40.3813583,-3.7704359,False,https://www.idealista.com/inmueble/109215619/,"GLOBALPISO LAS AGUILAS vende piso en calle José De Cadalso, Las Águilas, 8ª planta, ascensor, 4 habitaciones, 1 baño y 1 aseo con plato de ducha, terraza con vistas, cocina con tendedero, plaza de garaje al aire libre incluida. calefacción de gas de natural. para entrar a vivir. Junto a Polideportivo de Aluche. Muy buena comunicación en transporte público, Renfe parada Maestra Justa Freire-Polideportivo de Aluche, Metro de Aluche, con paradas de autobús cercanas (Nº 17, 138, 34, N19, 483, 487). Dispone de todos los servicios cercanos centros de salud, supermercados, guarderías y colegios. Con centros comerciales cercanos Sambil, ISLAZUL y Parquesur. Buen acceso a A-5, M-40. *Financiación 100% a través del departamento financiero de Globalpiso. *La obtención de la financiación está sujeta a las condiciones de la entidad financiera y tendrá en cuenta el perfil y solvencia del cliente. ***De acuerdo con el Decreto 515/1989, del 21 de Abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda.",False,good,False,,3717.0,False,False,False,False,[],False,False,420000.0,€,True,True,flat,,"Águilas, Madrid",Piso en calle de José de Cadalso,8,True,True
108495046,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/6b/4d/1346591370.webp,4 4º B,6,497700.0,duplex,sale,89.0,2,1,"calle Francisco Largo Caballero, 26",Madrid,Alcobendas,Norte,es,,40.5537554,-3.650864,True,https://www.idealista.com/obra-nueva/108495046/,"Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva más grande de la zona norte de Madrid, con varios campos de futbol, piscinas, polideportivo, pistas de tenis, pistas multiusos, gimnasio, muy cercano a la estación de cercanías de Renfe Valdelasfuentes y a la estación de metro de Manuel de Falla, lo que hace de su localización la mejor carta de presentación de este proyecto. El conjunto inmobiliario consta de 64 viviendas de 2 y 3 dormitorios, cada una con su trastero anejo, y plaza de garaje incluida en el precio. Las viviendas se distribuyen en 4 portales, con 16 viviendas en cada uno, a razón de 4 viviendas por cada planta, de la primera a la cuarta.  Se está haciendo una profunda rehabilitación en los elementos comunes e instalaciones generales del edificio que incluye, entre otras cosas, una gran actualización en la zona de acceso, portales y descansillos con una imagen más atractiva y actual. De cara a ofrecer unas viviendas muy comerciales a un precio realmente interesante se ha diseñado este proyecto inmobiliario en el que las viviendas se venden en su estado actual, que requiere una reforma interior de las mismas en lo correspondiente a las calidades y acabados.  Para garantizar una mayor economía y un orden en la ejecución de las reformas, reduciendo las molestias al mínimo durante el desarrollo de éstas a los futuros propietarios, se ha considerado indispensable que el futuro comprador contrate la reforma interior de su vivienda con la misma empresa constructora que está ejecutando las obras de las zonas comunes, todo ello sobre un proyecto, presupuesto y plazo de ejecución cerrados y definidos, y con un precio muy ajustado.  Tanto las ventas de las viviendas como la reforma de éstas se van a ir realizando por fases, coincidiendo con cada uno de los portales, de esta forma se pueden realizar los trabajos con más eficacia y se reducen las molestias y plazos de ejecución. Disponemos de piso piloto ya terminado y amueblado para ver como se entregarán las viviendas. Tenemos un acuerdo de financiación con Caixabank. LC26 Alcobendas es una perfecta opción para adquirir una vivienda tanto para uso propio como inversión, ya que existe una gran demanda de este tipo de viviendas en alquiler en esta zona.",False,newdevelopment,True,False,5592.0,True,False,False,False,[],False,False,497700.0,€,True,True,flat,duplex,"Norte, Alcobendas","Dúplex en calle Francisco Largo Caballero, 26",4,True,True
108994850,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/01/d5/1361147736.webp,1ºD ,13,312900.0,flat,sale,87.0,3,2,"calle Asturias, 14",Madrid,Collado Villalba,Villalba Estación,es,,40.6290662,-4.0089542,True,https://www.idealista.com/obra-nueva/108994850/,"Nueva promoción de viviendas. Conjunto Residencial en Collado Villalba, en una localización excepcional, con buena comunicación, a tan sólo 30 minutos de Madrid capital, junto a la estación de Renfe.  Viviendas diseñadas para ofrecer espacios amplios y confortables a la vez que una máxima eficiencia energética.    Edificio de 13 Viviendas en altura, de 2 y 3 dormitorios, plaza de garaje y trastero. Con suelo radiante, para invierno, y refrescante, para el verano. Climatización por aerotermia y ventilación con recuperador de calor, para aportar un mayor confort y calidad del aire en el interior de las viviendas, reduciendo el consumo energético.  A precio de coste, al tratarse de una cooperativa de viviendas.",False,newdevelopment,True,False,3597.0,True,False,False,False,[],False,False,312900.0,€,True,True,flat,,"Villalba Estación, Collado Villalba","Piso en calle Asturias, 14",1,True,True
108994852,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/81/f7/1361147786.webp,2ºA ,13,335000.0,flat,sale,96.0,3,2,"calle Asturias, 14",Madrid,Collado Villalba,Villalba Estación,es,,40.6290662,-4.0089542,True,https://www.idealista.com/obra-nueva/108994852/,"Nueva promoción de viviendas. Conjunto Residencial en Collado Villalba, en una localización excepcional, con buena comunicación, a tan sólo 30 minutos de Madrid capital, junto a la estación de Renfe.  Viviendas diseñadas para ofrecer espacios amplios y confortables a la vez que una máxima eficiencia energética.    Edificio de 13 Viviendas en altura, de 2 y 3 dormitorios, plaza de garaje y trastero. Con suelo radiante, para invierno, y refrescante, para el verano. Climatización por aerotermia y ventilación con recuperador de calor, para aportar un mayor confort y calidad del aire en el interior de las viviendas, reduciendo el consumo energético.  A precio de coste, al tratarse de una cooperativa de viviendas.",False,newdevelopment,True,False,3490.0,True,False,False,False,[],False,False,335000.0,€,True,True,flat,,"Villalba Estación, Collado Villalba","Piso en calle Asturias, 14",2,True,True
101927279,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/d1/a5/1230709161.webp,MZC798,70,583710.0,chalet,sale,174.0,4,3,"calle Arroyo Grande, 93",Madrid,Moralzarzal,Zona Iglesia - Estación,es,,40.6917641,-3.9707054,True,https://www.idealista.com/obra-nueva/101927279/,"¡Bienvenido a tu nuevo hogar en Moralzarzal! Este chalet pareado a estrenar es la casa de tus sueños, con una máxima eficiencia energética certificada con letra A. Con una superficie construida de 173 m2 más 45 m2 de solados en grés klinker en entrada y porche exterior, y una parcela de 301 m2 con entrada de vehículos en hormigón impreso, tendrás espacio de sobra para disfrutar con tu familia y amigos. La distribución en 2 plantas es muy práctica, con la planta inferior que cuenta con un hall de entrada, un dormitorio, un baño completo, un salón de 35 m2 con salida al jardín y una amplia cocina completamente amueblada de 12 m2. En la planta superior encontrarás 3 dormitorios, siendo el principal de 21 m2 tipo suite con terraza, y 2 baños. La calidad de los materiales es alta, con solado porcelánico rectificado en gran formato y puerta de entrada acorazada. La calefacción por aerotermia y suelo radiante-calefactante te aseguran el máximo confort durante todo el año. Las estancias son amplias y extremadamente luminosas, con una ubicación inmejorable en una zona tranquila y residencial rodeada de zonas verdes y escolares (guarderías, colegio Leonardo da Vinci). Además, tendrás los medios de transporte cercanos y estarás a un paso del centro urbano. ¡No dejes pasar esta oportunidad única de tener la casa de tus sueños! Con 174 m² construidos, 4 dormitorios, 3 baños y una parcela de 303 m², esta es la casa perfecta para ti. Clase energética A de consumo de energía y clase de emisiones CO2 A. ¡Ven a visitarla hoy mismo! Las fotografías mostradas son propuestas de decoración.",False,,True,False,3355.0,True,False,False,False,[],False,False,583710.0,€,,,chalet,semidetachedHouse,"Zona Iglesia - Estación, Moralzarzal","Chalet pareado en calle Arroyo Grande, 93",,,
108994758,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/62/00/1361147691.webp,1ºA ,13,332000.0,flat,sale,96.0,3,2,"calle Asturias, 14",Madrid,Collado Villalba,Villalba Estación,es,,40.6290662,-4.0089542,True,https://www.idealista.com/obra-nueva/108994758/,"Nueva promoción de viviendas. Conjunto Residencial en Collado Villalba, en una localización excepcional, con buena comunicación, a tan sólo 30 minutos de Madrid capital, junto a la estación de Renfe.  Viviendas diseñadas para ofrecer espacios amplios y confortables a la vez que una máxima eficiencia energética.    Edificio de 13 Viviendas en altura, de 2 y 3 dormitorios, plaza de garaje y trastero. Con suelo radiante, para invierno, y refrescante, para el verano. Climatización por aerotermia y ventilación con recuperador de calor, para aportar un mayor confort y calidad del aire en el interior de las viviendas, reduciendo el consumo energético.  A precio de coste, al tratarse de una cooperativa de viviendas.",False,newdevelopment,True,False,3458.0,True,False,False,False,[],False,False,332000.0,€,True,True,flat,,"Villalba Estación, Collado Villalba","Piso en calle Asturias, 14",1,True,True
108994111,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/3e/f5/1361123404.webp,W-030VEA,53,640000.0,chalet,sale,324.0,6,4,Becerril de la Sierra,Madrid,Becerril de la Sierra,,es,,40.7020823,-3.996605,False,https://www.idealista.com/inmueble/108994111/,"Precioso unifamiliar con vistas en Becerril de la Sierra Encantadora residencia en Becerril de la Sierra, una joya que se integra a la perfección con el paisaje y sus vistas. Esta propiedad ofrece una experiencia de vida excepcional, donde la comodidad y el lujo se fusionan para crear un hogar incomparable. La propiedad se caracteriza por una atmósfera de serenidad y elegancia. Cada espacio ha sido cuidadosamente diseñado para maximizar la luz natural y ofrecer vistas impresionantes. Los materiales de alta calidad y los acabados impecables reflejan un compromiso con la excelencia. Desde la entrada principal accedemos a un hall muy acogedor y distribución de la misma, en esa planta contamos con un aseo de cortesía, una amplia cocina con despensa y salida a un porche y el jardín y lo completa un luminoso salón comedor con chimenea. Rodea el salón una gran terraza con una vista panorámica impresionante. Subiendo un pequeño tramo de escaleras, tenemos la zona de noche, cuatro habitaciones, una de ellas con baño en suite y otro baño completo que da servicio a las otras estancias. En la actualidad, una de las estancias se utiliza como de despacho. Subiendo otro pequeño tramo de escaleras accedemos a una buhardilla, que al disponer de dos ventanas tipo velux lo convierte en un espacio multifuncional muy acogedor. La planta baja dispone de un amplio garaje con capacidad para dos vehículos y zona de almacenaje, un cuarto de máquinas y lavado y otra habitación con cuarto de baño completo y vestidor. Ya en el exterior, el jardín está totalmente consolidado, con gran variedad de árboles y plantas. La piscina está perfectamente ubicada para recibir sol la mayor parte del día y se completa con una zona de césped. En ese mismo espacio disponemos de un espectacular cenador integrado con las rocas de la parcela, lo que hace de él un lugar donde pasar largos ratos.  Recientemente se han instalado placas solares, lo que hace que el consumo energético se reduzca de manera considerable. Esta residencia en Becerril de la Sierra representa una oportunidad excepcional para aquellos que buscan una propiedad de lujo en un entorno idílico. Su diseño impecable, sus características exclusivas y su ubicación privilegiada la convierten en un hogar verdaderamente excepcional. Descubra un estilo de vida incomparable en Becerril de la Sierra, un enclave privilegiado en la Sierra de Madrid, a tan solo 30 minutos en coche del centro de Madrid. Esta exclusiva propiedad se encuentra en una zona residencial tranquila y segura, ideal para familias que buscan un ambiente sofisticado y cercano a la naturaleza, pero con fácil acceso a la vibrante vida urbana. La zona cuenta con una excelente infraestructura, incluyendo colegios internacionales de prestigio, centros médicos de alta calidad y una amplia gama de servicios, como tiendas gourmet, restaurantes de renombre y boutiques de lujo, todos accesibles en pocos minutos. El transporte público, aunque no tan extenso como en la ciudad, ofrece conexiones regulares con Madrid y poblaciones cercanas. En coche, la autopista A-6 permite un acceso rápido y cómodo a la capital. El aeropuerto Adolfo Suárez Madrid-Barajas se encuentra a aproximadamente 45 minutos en coche, ofreciendo conexiones internacionales sin complicaciones. Para los amantes del ocio, Becerril de la Sierra ofrece un sinfín de posibilidades. Los amantes de la naturaleza podrán disfrutar de extensos bosques, rutas de senderismo y ciclismo, y la belleza incomparable de la Sierra de Guadarrama. A poca distancia se encuentran campos de golf de primer nivel, clubes hípicos y centros deportivos. Además, la rica oferta cultural de Madrid está a su alcance, con museos de renombre mundial, teatros, conciertos y eventos culturales de todo tipo. Una de las características más especiales de esta ubicación es su tranquilidad y la belleza natural que la rodea. Las vistas panorámicas de la sierra, el aire puro y la sensación de.",True,good,False,,1975.0,True,False,True,False,[],False,False,640000.0,€,True,True,chalet,independantHouse,Becerril de la Sierra,Casa independiente,,,
103992958,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/eb/84/1206559466.webp,COOP-826@VT13-BAJO B,9,284500.0,flat,sale,71.0,1,1,"VILLAESCUSA, 62",Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.41962,-3.62887,True,https://www.idealista.com/obra-nueva/103992958/,"LAS ROSAS PLAZA (PERALEDA URBAN, S. COOP. -Fase Villaescusa). ¡LICENCIA DE OBRA CONCEDIDA! Futuro residencial formado por 24 viviendas de 1 y 2 dormitorios en régimen de cooperativa (promueve Peraleda Urban, S. COOP. ) gestionada por Prygesa, (Grupo Pryconsa). LICENCIA DE OBRA CONCEDIDA Dispondrá de piscina, jardines y conserjería. Además, cuentan con 1 o 2 plazas de garaje según vivienda, y trastero incluido en el coste. La urbanización privada estará situada en C/ VILLAESCUSA, 62 Las Rosas, Pueblo Nuevo (Madrid). Suelo en propiedad. • Financiación prevista: hasta el 80% • Entrega estimada: 2028 • Personalización de Espacios con Elección de Acabados. NOTA: A los costes indicados hay que añadir el 10% de IVA.",False,newdevelopment,True,False,4007.0,True,False,False,False,[],False,False,284500.0,€,True,True,flat,,"Pueblo Nuevo, Madrid","Piso en Villaescusa, 62",bj,True,True
