propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,newDevelopmentFinished
104126841,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/b7/c0/1333647246.webp,11,4,141000.0,flat,sale,59.0,True,3,1,calle Cartaya,Madrid,Móstoles,Centro,es,,40.3196837,-3.861672,False,https://www.idealista.com/inmueble/104126841/,"INMUEBLE OCUPADO Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. Fecha de fin de contrato: 11/2027 Este piso se encuentra en Calle Cartaya, 28938, Móstoles, Madrid, en la zona del CENTRO, en la planta 4 de una FINCA SIN ASCENSOR. Es un piso, construido en el año 1974, que tiene 59 m2 de los cuales 50 m2 son útiles y dispone de 3 habitaciones y 1 baño. Ubicado en el centro de Móstoles, cerca de todos los comercios y servicios necesarios. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble. Soluciones a su medida.",False,good,False,False,2390.0,True,False,False,False,[],False,False,141000.0,€,flat,"Centro, Móstoles",Piso en calle Cartaya,FHOG-2432,,,,147500.0,6500.0,4.0,,
108950540,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/11/ed/1359852917.webp,28,1,269900.0,flat,sale,58.0,True,2,1,"calle de Manuel Carmona, 3",Madrid,Madrid,Carabanchel,es,San Isidro,40.3963246,-3.7190565,True,https://www.idealista.com/inmueble/108950540/,"Descubre este encantador piso de reciente reforma ubicado en la zona de Opañel, Madrid. Con una superficie construida de 58 m² y útil de 51 m², esta propiedad ofrece un ambiente moderno y funcional ideal para vivir cómodamente. El inmueble cuenta con dos estupendas habitaciones que brindan versatilidad a los espacios. Disfruta del confort adicional que proporciona el baño reformado y su orientación exterior que permite una excelente iluminación natural durante todo el día. Su ubicación es inmejorable: muy cerca del metro Marqués de Vadillo, lo cual garantiza conexiones rápidas al centro; además está próximo a las áreas recreativas junto al Madrid Río donde podrás disfrutar actividades al aire libre como paseos. Este piso representa una oportunidad única tanto si buscas tu nueva residencia como inversión inmobiliaria.",False,good,False,False,4653.0,True,False,True,False,[],False,False,269900.0,€,flat,"San Isidro, Madrid","Piso en calle de Manuel Carmona, 3",200-CARM-002,,,,,,,,
109011649,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/83/48/1361652135.webp,18,6,360000.0,flat,sale,84.0,True,2,1,Barrio San Fermín,Madrid,Madrid,Usera,es,San Fermín,40.364941,-3.6913664,False,https://www.idealista.com/inmueble/109011649/,"""ESTUPENDA VIVIENDA EN VENTA  Excelente vivienda de dos dormitorios y un baño. Se encuentra en la planta 6 de un edificio residencial. Dispone de ascensor. Situado en San Fermin en el distrito de Usera.  La vivienda se distribuye en dos dormitorios, salón-comedor, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Además cuenta con terraza, garaje, piscina y trastero. Dispone de calefacción.  Se encuentra ubicado en San Fermín, Usera (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es San Fermín-Orcasur y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Glorieta San Martín de la Vega y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 620 metros, la farmacia más cercana se encuentra a 150 metros, el colegio más cercano se encuentra a 240 metros. Además, a menos de 500 metros también puedes encontrar 2 supermercados, un banco.  La zona cuenta con una amplia oferta de entretenimiento con un teatro, un gimnasio, parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia de Toledo, Avenida de Andalucia y la Glorieta de San Martín de la Vega.  Estado de la vivienda: vacante. "".",True,good,False,True,4286.0,True,False,True,False,[],False,False,360000.0,€,flat,"San Fermín, Madrid",Piso,2201/22010039/120,True,True,,,,,,
108470695,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/53/d2/1345884429.webp,1,,3130000.0,chalet,sale,872.0,,7,7,Barrio Club de Golf,Madrid,Las Rozas de Madrid,Club de Golf,es,Club de Golf,40.5436867,-3.901731,False,https://www.idealista.com/inmueble/108470695/,"Por privacidad del propietario, no se muestran fotos de la vivienda. No dude en contactarnos para enviarle más información. GILMAR VENDE: Descubre el lujo y la elegancia en este impresionante chalet independiente ubicado en la exclusiva urbanización El Golf, en Las Rozas, Madrid. Con una superficie construida de 872 m² sobre una parcela de 5.550 m², esta magnífica propiedad ofrece un entorno de privacidad y confort inigualable. La propiedad se distribuye en tres plantas, cada una diseñada para maximizar el confort y la funcionalidad. En el sótano, encontrarás un amplio salón de juegos con proyector y acceso directo a la zona de la piscina, ideal para el entretenimiento. Además, cuenta con un cuarto de calderas equipado con termo eléctrico y acumulador de paneles solares, un despacho y un baño/vestuario. La planta principal, de 484,10 m2 de los 872,48 m2 que tiene la vivienda, se distribuye con un elegante hall de entrada, seguido de un aseo de cortesía y un espacioso salón de 60 m². La cocina, con office de 20 m² y cuarto lavadero con entrada de servicio, está diseñada para satisfacer las necesidades más exigentes. El dormitorio principal, con cuarto de estar con chimenea, vestidor, baño en suite y terraza privada, ofrece un refugio de tranquilidad. Además, dispone de un garaje con capacidad para cuatro coches. En la primera planta, los invitados disfrutarán de una cómoda estancia con salita de estar y baño en suite. Los dos dormitorios juveniles comparten un baño de doble comunicación, mientras que otro dormitorio en suite con vestidor completa esta planta. Una amplia terraza con vistas, accesible desde todos los dormitorios excepto el de invitados, añade un toque adicional de exclusividad. La propiedad cuenta con carpintería interior de madera y exterior oscilobatiente, calefacción por suelo radiante y una espectacular piscina rodeada de un jardín de 5.065 m². El barrio de Las Rozas es conocido por su tranquilidad y calidad de vida, con amplias zonas verdes y una excelente infraestructura. A menos de 10 kilómetros, se encuentra el prestigioso Colegio Logos. Colegio Internacional Sek..., reconocidos por su excelencia educativa. Para tus compras y ocio, el Centro Comercial Heron City, Gran Plaza 2 y Las Rozas Village están a poca distancia, ofreciendo una variedad de tiendas, restaurantes y entretenimiento. En cuanto a transporte público, Las Rozas está bien conectada con Madrid. Las líneas de autobuses 625, 628 y 629 te llevarán cómodamente a la capital, mientras que la estación de cercanías Las Rozas (C-10 y C-7) facilita el acceso rápido a diferentes puntos de la ciudad. Desde 1983, GILMAR se ha dedicado a ayudar a sus clientes a encontrar la casa de sus sueños. Con una trayectoria impecable y un equipo de expertos en el sector inmobiliario, garantizamos un servicio personalizado y de alta calidad. Para más información sobre este exclusivo chalet, por favor contacta con el equipo de Las Rozas en la oficina situada en Avda. Atenas 75 (Centro Comercial Zoco de Monte Rozas). Puedes llamarnos al o enviarnos un correo electrónico a. No olvides facilitarnos la referencia 207384 para que podamos atenderte de manera más eficiente.d paenviar.",False,good,False,,3589.0,False,False,False,False,[],False,False,3130000.0,€,chalet,"Club de Golf, Las Rozas de Madrid",Casa independiente,DH207384,True,True,independantHouse,,,,,
107331246,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/8e/0d/1366463847.webp,46,4,750000.0,penthouse,sale,120.0,True,3,2,"calle del Mesón de Paredes, 56",Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4090488,-3.7037572,True,https://www.idealista.com/inmueble/107331246/,"Lujoso ático totalmente reformando, en urbanización privada ajardinada ( cámaras de seguridad 24/7h ), situado en una de las mejores y más protegidas zonas de Madrid central, con amplia oferta gastronómica y cultural. Ubicado entre las plazas de Tirso de Molina y Lavapiés, a 10 minutos del triángulo cultural Prado - Thyssen-Reina Sofía. Con 3 líneas de metro y 2 de cercanías ( Embajadores y Sol ) además de la estación ferroviaria de alta velocidad de Atocha a 15 minutos ( conexión con todo el país ). La vivienda dispone de una amplia plaza de garaje ( coche grande o 2 pequeños ) con acceso directo en ascensor. Trastero y zonas de almacenaje en la terraza. La casa ofrece una gran oportunidad de negocio al estar diseñada y preparada para poder alquilar como 2 pisos independientes. Costa de 3 dormitorios, 2 baños, con armarios empotrados en todas las habitaciones ventanas con doble cristal antirrobo garantizando la climatización y la seguridad, además de persianas blindadas. El dormitorio principal en suite con más de 30 metros cuadrados. Cocina moderna abierta al salón -comedor. Con sistema domótico para el aire acondicionado triple A+ de bajo consumo y la calefacción individual de gas con caldera modular conectada al sistema domótico. Desde el salón accedemos a la terraza ( orientación este ) que ofrece máxima privacidad, seguridad y tranquilidad estando en el centro de la capital de España.",False,good,False,True,6250.0,True,False,False,False,[],False,False,750000.0,€,flat,"Lavapiés-Embajadores, Madrid","Ático en calle del Mesón de Paredes, 56", Mesón de Paredes ático,True,True,penthouse,,,,,
109145921,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/4b/9e/1365638306.webp,54,,365000.0,chalet,sale,155.0,,3,2,Rosales,Madrid,Campo Real,,es,,40.3397745,-3.3852798,False,https://www.idealista.com/inmueble/109145921/,"Si quieres vivir en plena naturaleza, pero en una urbanización privada con zona comunes tenemos par tí, este fantástico chalet de tres dormitorios en una urbanización con jardín, piscina y parque infantil. Construido en 2009, se distribuye en tres plantas. A través del patio delantero accedemos a la planta principal, donde encontraras un luminoso salón comedor, una cocina con muebles de gran capacidad, un baño con plato de ducha y una habitación de 12 m2, muy cómoda para los que no quieren subir escaleras. Desde el salón y la cocina podemos acceder al patio trasero, con espacio para pasar grandes veladas al aire libre con las comodidades de estar en tu casa. En la primera planta, encontramos dos dormitorios dobles, que destacan por sus grandes armarios y un baño con plato de ducha grande.  Uno de los dormitorios tiene una gran terraza de 25 m2 perfecta para tomar el sol, o si quieres ampliar metros de vivienda, podrás acristala y crear un acogedor salón. En la última planta tenemos la buhardilla, perfecta para crear una sala de juegos, o un rincón especial. Tiene la preinstalación para poder hacer un baño. Puertas en madera de roble con diseño moderno, tarima, ventanas de aluminio con climalit, paredes pintadas en liso, baño y cocina en gres complementan las calidades de la vivienda. Además tienes toda vivienda domotizada, con lo que podrás controlar las luces y termostatos desde tu teléfono o con Alexa. La calefacción y el agua caliente son de instalación individual con Gas Natural Es un chalet perfecto para familias jovenes con niños, por su situación en la urbanización cerrada, que no se pude acceder desde la calle, por su proximidad a todo tipos de servicios y por la tranquilidad de la zona. No dejes escapar esta oportunidad!",True,good,False,,2355.0,True,False,False,False,[],False,False,365000.0,€,chalet,Campo Real,Chalet adosado en Rosales,Rosales,True,True,terracedHouse,,,,,
108688458,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/6e/0e/1352198719.webp,33,1,775000.0,flat,sale,118.0,True,5,1,calle de Martín de los Heros,Madrid,Madrid,Moncloa,es,Argüelles,40.4256818,-3.7121434,False,https://www.idealista.com/inmueble/108688458/,"Agencia inmobiliaria de MADRID zona ARGUELLES - PLAZA ESPAÑA - CONDE DUQUE Oficina Tecnocasa EN VENTA: Vivienda exterior con tres balcones a la calle Martín de los Heros, junto a la Plaza de España, distribuida en 5 dormitorios, cocina independiente y un cuarto de baño. Consta de 118 metros cuadrados, y necesita de una reforma integral. Tiene muchas posibilidades de renovación y reestructuración, ya que prácticamente todos los tabiques se pueden derribar, y los dos muros de carga tienen diversos huecos que permiten modificar la distribución actual. Tiene una zona exterior a la calle (salón y comedor o dormitorio), y otra a un patio de manzana (cocina, cuarto de baño y dormitorios), ambos con muy buena luz natural, teniendo orientación suroeste por la parte exterior y noreste por la interior. Se encuentra en una zona privilegiada, en Argüelles, junto a la Plaza de España, en una calle tranquila donde se encuentra el Paseo de la Fama de Madrid, con los cines Renoir y Golem, cerca de teatros ubicados en Gran Vía, y además está rodeada de pequeños comercios de barrio, grandes superficies comerciales como Corte Inglés, Zara, Centro Comercial Príncipe Pio, y otros. El barrio cuenta con buenas comunicaciones. M30 hacia todas direcciones, Metro en Plaza de España, Príncipe Pio, Ventura Rodríguez, Autobuses urbanos e interurbanos, Cercanías Renfe, etc.",False,renew,False,False,6568.0,True,False,False,False,[],False,False,775000.0,€,flat,"Argüelles, Madrid",Piso en calle de Martín de los Heros,,,,,,,,,
102296742,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/50/28/1150953134.webp,13,bj,156500.0,flat,sale,70.0,True,3,1,calle Matachel,Madrid,Madrid,Villaverde,es,Butarque,40.3532864,-3.6833024,False,https://www.idealista.com/inmueble/102296742/,"***SIN COMISIONES DE AGENCIA INMOBILIARIA*** Oportunidad de inversión: inmueble alquilado. Renta actual: 685.05 €/mes. Fecha de fin de contrato: 05/2027. Imposibilidad de visita interior. ***Las fotografías pueden no corresponderse con el estado actual del inmueble, consúltenos las condiciones especiales de compraventa. *** Este piso no amueblado se encuentra en Calle Matachel, 28021, Madrid, Madrid, situado en el distrito de VILLAVERDE, en la planta 0. Es un piso luminoso que tiene 70 m2 de los cuales 60 m2 son útiles y dispone de 3 habitaciones y 1 baños. Tiene cocina amueblada y incluye buen estado, suelo parquet, ventanas aluminio y armarios empotrados.  Especialistas en venta y alquiler de viviendas Soluciones a su medida Encuentra más en.",False,good,False,False,2236.0,True,False,False,False,[],False,False,156500.0,€,flat,"Butarque, Madrid",Piso en calle Matachel,FHOG-2092,,,,164000.0,7500.0,5.0,,
108827145,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/5b/84/1356280586.webp,16,4,218000.0,flat,sale,85.0,True,2,1,AV VIENA,Madrid,Coslada,Ciudad 70,es,,40.4208031,-3.5441012,False,https://www.idealista.com/inmueble/108827145/,"Agencia inmobiliaria Tecnocasa de COSLADA. Zona CIUDAD 70, LA ESPINILLA, PARQUE BLANCO. EN VENTA:  Descubre esta acogedora vivienda con una ubicación inmejorable en el centro de ciudad 70. La vivienda se encuentra en la avenida de VIENA.  Ideal para quienes buscan un hogar cómodo y bien ubicado. Este piso de 80 m² ofrece un espacio funcional con un gran salón, antiguamente era de tres dormitorios, pero lo dejaron en dos. La propiedad cuenta con un baño completo,   cocina equipada con salida a una pequeña TERRAZA. Cuenta con una GRAN TERRAZA con acceso desde el salón.  Tiene ASCENSOR Y TRASTERO. Construido en 1973, este hogar combina el encanto de su época con las comodidades modernas. La distribución del piso permite aprovechar al máximo cada metro cuadrado, ofreciendo un ambiente cálido y acogedor. Su ubicación en Coslada proporciona fácil acceso a servicios, transporte público y áreas comerciales, haciendo de esta propiedad una opción práctica para el día a día. No pierdas la oportunidad de visitar este piso y descubrir todo lo que tiene para ofrecer. Contáctanos para más información y para agendar una visita.",False,good,False,True,2565.0,False,False,False,False,[],False,False,218000.0,€,flat,"Ciudad 70, Coslada",Piso en Av Viena,,,,,225000.0,7000.0,3.0,,
39673663,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/54/fc/264327507.webp,8,1,2300000.0,flat,sale,215.0,True,3,3,calle de Serrano,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4343349,-3.6842865,False,https://www.idealista.com/inmueble/39673663/,"Reforma a tu gusto esta vivienda de 220 m2 construidos. Ubica en una primera planta exterior, techos altos y varios ambientes de gran amplitud. Espectacular oportunidad para estar ubicado en pleno Barrio de Salamanca junto a la embajada americana. Edificio representativo de ladrillo visto, con un bonito portal de entrada y unas elegantes zonas comunes de madera con la amplia escalera. Dispone además de portero. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,renew,False,True,10698.0,False,False,False,False,[],False,False,2300000.0,€,flat,"Castellana, Madrid",Piso en calle de Serrano,1417,,,,,,,,
109111053,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/b0/0b/1364670613.webp,24,,1630000.0,chalet,sale,353.0,,4,5,CL PLAYA ALTEA,Madrid,Boadilla del Monte,Bonanza,es,,40.4447687,-3.8929756,False,https://www.idealista.com/inmueble/109111053/,"¡Descubre el hogar de tus sueños en Bonanza, Boadilla del Monte! Este impresionante chalet pareado, situado en una parcela de aproximadamente 800 m², ofrece un sinfín de posibilidades para disfrutar de la vida en familia. Con una construcción de 353 m², cada rincón ha sido diseñado para el confort y la elegancia. En la planta baja, un amplio salón comedor se abre al jardín trasero, creando un espacio perfecto para reuniones. La cocina de diseño, equipada con materiales de alta calidad, cuenta con acceso al porche y al jardín delantero, ideal para disfrutar del aire libre. En la primera planta, el dormitorio principal se convierte en un auténtico refugio, con vestidor y baño en suite. Además, hay dos dormitorios dobles secundarios que también cuentan con vestidor y baño en suite, garantizando privacidad y comodidad para todos. Un dormitorio individual ofrece flexibilidad para adaptarse a tus necesidades. Pero eso no es todo: el acceso a un apartamento individual completo desde el jardín exterior, que incluye baño y cocina, añade un valor excepcional a la propiedad. El jardín delantero está meticulosamente cuidado y cuenta con una piscina en la zona exterior, perfecta para los días soleados. También dispone de una zona de aparcamiento para vehículos, asegurando que siempre haya espacio para tus visitas. Esta casa, construida en 2006 y en excelente estado, cuenta con calefacción y aire acondicionado lo que garantiza un confort óptimo durante todo el año. No dejes pasar la oportunidad de vivir en este maravilloso chalet que combina estilo, funcionalidad y ubicación privilegiada. ¡Ven a visitarlo y enamórate!",True,good,False,,4618.0,True,False,True,False,[],False,False,1630000.0,€,chalet,"Bonanza, Boadilla del Monte",Chalet pareado en CL Playa Altea,,True,True,semidetachedHouse,,,,,
105395084,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/ab/8e/1250802736.webp,33,5,950000.0,penthouse,sale,95.0,True,2,2,calle de Fuencarral,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4222015,-3.7000035,False,https://www.idealista.com/inmueble/105395084/,"Inmobiliaria Busco Tú Piso pone a su disposición bonito ático en la calle Fuencarral, pleno centro de Madrid, próximo a Chueca, Gran Vía, con varios metros próximos y líneas de autobús. Zona comercial con todo tipo de servicios: supermercados, restaurantes, cafeterías, tiendas de moda, bancos,.. . Características: - 95 m2 distribuidos en cocina abierta a salón, 2 dormitorios, uno de ellos en alto, 2 baños, uno de ellos en suite y 2 terrazas. - Muy luminoso. Todo exterior. - Amueblado. - Cocina equipada con electrodomésticos de calidad. - Salón con vistas a la terraza. - Tiene dos terrazas, una de ellas con salida desde la cocina y salón con toldo incorporado. - Cuenta con una segunda terraza en la parte alta más pequeña. - 2 dormitorios completos. - 2 baños - Calefacción y aire acondicionado por conductos. - Finca con ascensor.",False,good,False,True,10000.0,True,False,False,False,[],False,False,950000.0,€,flat,"Malasaña-Universidad, Madrid",Ático en calle de Fuencarral,FUEN45-4,,,penthouse,,,,,
108098679,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/8c/f9/1333764890.webp,32,2,380000.0,flat,sale,70.0,True,3,1,"calle de San Leopoldo, 10",Madrid,Madrid,Tetuán,es,Ventilla-Almenara,40.4694048,-3.690468,True,https://www.idealista.com/inmueble/108098679/,"Piso luminoso de 3 dormitorios en Calle San Leopoldo 10 – Almenara-Ventilla, Tetuán (Madrid) Descubre esta oportunidad de vivir o invertir en una de las zonas con mayor proyección de Madrid. Situada en la Calle San Leopoldo 10, esta vivienda de 70,20 m² construidos se encuentra en el barrio de Almenara-Ventilla, dentro del distrito de Tetuán, a tan solo 100 metros del Paseo de la Castellana y 300 metros de Plaza de Castilla. La vivienda destaca por su orientación sur, que le proporciona luminosidad durante todo el día, y se sitúa en una zona tranquila, rodeada de un vecindario consolidado y amable, ideal tanto para familias como para inversores. Cuenta con una distribución práctica y funcional, con: •3 dormitorios bien aprovechados, ideales para descansar, teletrabajar o adaptarlos como espacio polivalente. •Cocina independiente, con espacio para almacenaje y acceso a office- tendedero exterior. •Salón con buena luz natural. •Baño completo. Ubicación inmejorable y comunicaciones excelentes: •A escasos metros de la estación de metro Plaza de Castilla, con conexiones directas a través de las líneas 1, 9 y 10, facilitando el acceso a cualquier punto de la ciudad. •Varias líneas de autobús EMT en la misma zona, incluyendo intercambiador de autobuses de Plaza de Castilla con conexión a toda la Comunidad de Madrid. •Estaciones cercanas de BiciMAD, con una base en la misma Plaza de Castilla, perfectas para moverte de forma sostenible por toda la ciudad. •Acceso rápido a las principales vías de entrada y salida de Madrid como la M-30, A-1 y M-607. Servicios cercanos: •A pocos minutos de centros sanitarios como el Centro de Especialidades José Marvá o el Hospital La Paz. •Amplia oferta educativa: colegios públicos y concertados como el CEIP Ignacio Zuloaga o el Colegio Salesianas Plaza Castilla.",False,good,False,False,5429.0,True,False,False,False,[],False,False,380000.0,€,flat,"Ventilla-Almenara, Madrid","Piso en calle de San Leopoldo, 10",Vivienda San Leopoldo (Madrid),,,,,,,,
109017971,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/a6/bf/1361830928.webp,27,bj,680000.0,flat,sale,75.0,False,3,3,calle de José Ortega y Gasset,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.430655,-3.6742229,False,https://www.idealista.com/inmueble/109017971/,"OPORTUNIDAD EN BARRIO DE SALAMANCA – PISO BAJO CON 3 APARTAMENTOS INDIVIDUALES Se vende piso bajo, distribuido en tres apartamentos independientes, perfecto como inversión para alquiler de larga duración o alquiler de temporada. La reforma es del 2018, actualmente LIBRE DE INQUILINOS  Si no se quiere para invertir puede ser para la familia cada unidad para diferentes miembros. Ofrece la posibilidad de vivir cerca de familiares (padres, hijos, etc. ) con espacios privados y zonas comunes.  Cambio de uso: Se puede revertir la división y volver a tener un único piso. Características destacadas:  Apartamento 1: salón- cocina americana, dormitorio y baño. EXTERIOR  Apartamento 2: salón- cocina americana, dormitorio y baño. EXTERIOR  Apartamento 3: salón- cocina americana, dormitorio y baño y patio de uso y disfrute INTERIOR  •Los Tres apartamentos cuentan con cocina equipada, placa inducción, lavadora, horno microondas, nevera.  •Los tres apartamentos con baño completo, plato de ducha y mampara.  •Los tres apartamentos con armarios empotrados a medida.  •Las habitaciones con cama de 1.35cm en buenas condiciones.  Los tres apartamentos Excelente estado se venden equipados listos para seguir con la actividad de alquiler si fuera el caso. Ubicación privilegiada en el Barrio de Salamanca, rodeado de comercios, restaurantes y con excelente comunicación en transporte público, al lado del metro LISTA (L4 ).",False,good,False,True,9067.0,True,False,False,False,[],False,False,680000.0,€,flat,"Lista, Madrid",Piso en calle de José Ortega y Gasset,,,,,,,,,
109147403,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/08/05/1365685837.webp,27,,380000.0,chalet,sale,95.0,,3,1,calle de El Escorial,Madrid,Las Rozas de Madrid,Rozas Centro,es,El Caño - Maracaibo,40.4965944,-3.8784623,False,https://www.idealista.com/inmueble/109147403/,"Casa baja en venta para actualizar y tener un original chalet en el casco urbano de Las Rozas o utilizar el terreno ideal para inversores y promotores inmobiliarios y construir 2 chalets pareados o 4 pisos con plaza de garaje. Este terreno cuenta con una superficie de 150 m². Su ubicación privilegiada y sus características urbanísticas hacen de este solar una excelente oportunidad. Este solar se encuentra en el casco urbano, una de las zonas más demandadas de Las Rozas, Madrid. Su orientación sur garantiza una excelente iluminación natural durante todo el día, ideal para proyectos residenciales. Además, su edificabilidad permite construir viviendas en altura con un máximo de construcción sobre rasante de mas 10 metros de altura, lo que se traduce en planta baja, primera y bajo cubierta, además de sótano, garaje. Ubicación y entorno Las Rozas de Madrid es una de las localidades más cotizadas en el mercado inmobiliario de la Comunidad de Madrid. Su cercanía a la capital y su excelente calidad de vida hacen que sea una opción preferida por familias y profesionales. La zona cuenta con infraestructuras modernas, transporte público eficiente y múltiples servicios como colegios, centros comerciales y zonas verdes. Según datos de Wikipedia, Las Rozas ha experimentado un notable crecimiento urbanístico en las últimas décadas, consolidándose como una de las áreas residenciales más exclusivas de Madrid. Características del solar •Superficie total: 150 m² •Edificabilidad: a consultar  •Construcción permitida: viviendas en altura o 2 chalet pareados •Número máximo de plantas: baja, primera y bajo cubierta •Orientación: sur •Retranqueo trasero: 4 metros Este solar no es segregable y actualmente cuenta con una casa baja que puede ser rehabilitada. Oportunidad de inversión Invertir en un solar en Las Rozas de Madrid es una apuesta segura. La alta demanda de viviendas en la zona y la posibilidad de construir hasta 4 unidades residenciales convierten a este terreno en una opción rentable para promotores inmobiliarios. Si estás buscando una oportunidad para desarrollar un proyecto residencial en una de las mejores zonas de Madrid, este solar es la opción ideal. Además, puedes consultar más información sobre el mercado inmobiliario en el blog de Inmogil Gestión. Solar en venta en Las Rozas de Madrid con todas las características necesarias para una inversión exitosa. No dejes pasar esta oportunidad de construir viviendas en una ubicación estratégica. INMOGIL no cobra honorarios al comprador, por lo que el precio reflejado es el real.  INMOGIL GESTIÓN, OTRA FORMA DE HACER LAS COSAS!",True,renew,False,,4000.0,True,False,False,False,[],False,False,380000.0,€,chalet,"El Caño - Maracaibo, Las Rozas de Madrid",Chalet adosado en calle de El Escorial,20222,,,terracedHouse,,,,,
108164372,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/42/04/1336884217.webp,65,1,750000.0,flat,sale,132.0,True,3,2,calle de Martín de los Heros,Madrid,Madrid,Moncloa,es,Argüelles,40.4295555,-3.7175121,False,https://www.idealista.com/inmueble/108164372/,"Buscas tu nuevo hogar en Argüelles? Este fantástico Loft (con posibilidad de cambio de uso a vivienda) puede ser tu gran oportunidad para vivir en el corazón de Madrid. Completamente exterior, hace esquina a dos calles tranquilas, lo que unido a sus grandes ventanales hace que tenga luz natural durante todo el día. Tiene una superficie construida de 132 m2. (116 + 16 comunes según catastro). La distribución actual es prácticamente toda diáfana, lo que la convierte en un lienzo en blanco para que puedas personalizar su diseño. Podría quedar fantástica con 3 habitaciones y 2 baños (ver planos). El edificio es moderno, con ascensor y servicio de portería. Tiene garaje en el mismo edificio con acceso desde el portal. Hay plazas disponibles tanto en venta como en alquiler. (150 €/mes) La ubicación, no puede ser mejor, en una de las mejores y más demandadas zonas residenciales de Madrid, junto a uno de los parques más bonitos de Madrid, el Parque del Oeste, con todos los servicios y muy cerca colegios y de las principales universidades, tanto publicas como privadas (Complutense, Juan Carlos I, ICADE, ICAI, CEU, Nebrija). Tiendas, restaurantes, cines y teatros están a solo un paseo sin necesidad de coger el coche. Excelentes comunicaciones, a dos manzanas del Metro Argüelles y múltiples líneas de autobús. A solo unos minutos del Intercambiador de transportes de Moncloa. Rápido acceso a A5 y A6, M30 y M40 Aeropuerto. No dejes que se te escape, contáctame y ven a visitarla, estaré encantada de atenderte y resolver cualquier duda o consulta.   Somos especialistas en Relocation, podemos ayudarte con todos los trámites administrativos para obtener la residencia en España. comunidad 309€.",True,good,False,True,5682.0,True,False,False,False,[],False,False,750000.0,€,flat,"Argüelles, Madrid",Piso en calle de Martín de los Heros,0015-07336,True,False,,,,,150.0,
