propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
109143170,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/54/d6/1365586263.webp,,25,4,239900.0,flat,sale,124.0,True,3,1,calle el Charco,Madrid,Leganés,Centro,es,Casco Antiguo,40.3307155,-3.7679924,False,https://www.idealista.com/inmueble/109143170/,"HOGAR IDEAL INMOBILIARIA vende excelente propiedad en pleno centro urbano de Leganés y a un paso de la estación Cercanías Renfe. El inmueble cuenta con una superficie de 124m2 construidos según datos catastrales y se distribuye de la siguiente manera:  Hall de entrada, cocina amueblada con tendedero, salón-comedor independiente con una bonita terraza, gran pasillo distribuidor, cuarto de baño completo y tres dormitorios.  Vivienda muy bien distribuida, suelos de tarima, puertas de madera macizas, ventanas de aluminio, cocina y baño en buen estado. Vivienda muy bien ubicada con todos los servicios a un paso (Hospital, centro de salud, farmacia, supermercados) y comunicada con autobuses, Cercanias Renfe y metrosur. Llame e infórmese!",False,good,False,False,1935.0,False,False,False,False,[],False,False,239900.0,€,,,,flat,"Casco Antiguo, Leganés",Piso en calle el Charco,,,,,
106409219,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/8a/74/1362146581.webp,CS-15035-0001,30,,349000.0,flat,sale,163.0,,3,2,calle Urquiola,Madrid,San Lorenzo de El Escorial,La Pizarra,es,,40.620941,-4.1131322,False,https://www.idealista.com/inmueble/106409219/,"Dúplex en excelente estado ubicado en la urbanización La Pizarra, en el municipio San Lorenzo de El Escorial de la provincia de Madrid. Tiene una superficie de 159,54 m2 aproximadamente, distribuidos en dos plantas. Consta de salón-comedor, cocina, tres dormitorios y dos baños. Tiene anejos un trastero y plaza de garaje. El inmueble se encuentra perfectamente conservado en zona residencial tranquila. Posee variedad de servicios y comercios disponibles a 1 Km; tales como supermercados, colegios restauración, estación de autobuses, etc. Tiene buena accesibilidad a través de la M-600 y se sitúa a tan solo 45 minutos del centro de la ciudad de Madrid.",False,good,False,True,2141.0,True,False,False,False,[],False,False,349000.0,€,True,True,,flat,"La Pizarra, San Lorenzo de El Escorial",Piso en calle Urquiola,,,,,
108813392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/4b/fa/1355873268.webp,2218,24,,189999.0,flat,sale,60.0,True,3,1,calle de Carracedo,Madrid,Madrid,Latina,es,Campamento,40.3959019,-3.7740484,False,https://www.idealista.com/inmueble/108813392/,"Merino vende piso a reformar en una cuarta planta, ubicado en una tranquila finca de la zona de Colonia Jardín. Disfruta de la cercanía al metro (Línea 10) y la proximidad a la Casa de Campo, el mayor pulmón verde de Madrid.  Características de la vivienda: - 3 habitaciones. - Salón luminoso con acceso a terraza cerrada con posibilidad de integrarla al salón.  - Cocina independiente con ventana.  - Cuarto de baño completo con ventana.  - Todas las estancias son exteriores.  - Orientación sur-oeste con ventanales que aportan estupenda luminosidad.   Ubicación privilegiada: - A 5 minutos a pie de la Línea 10 de Metro. - Excelente acceso a la Casa de Campo. - Zona consolidada con todos los servicios a mano: supermercados, colegios, centro de salud, zonas verdes. - Excelente comunicación por transporte público y carretera (acceso rápido a M-30 y A-5 soterrada). Ideal para: - Familias que buscan un hogar tranquilo y bien comunicado. - Inversores que buscan una oportunidad de negocio en una zona demandada. ¡No pierdas la oportunidad de vivir en una de las zonas más demandadas del suroeste de Madrid! Contacta con nosotros para obtener más información y programar una visita.                                                 MERINO LE OFRECE ESTA FANTASTICA VIVIENDA.",True,good,False,False,3167.0,True,False,False,False,[],False,False,189999.0,€,,,,flat,"Campamento, Madrid",Piso en calle de Carracedo,,,,,
107687511,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/66/75/1319808490.webp,JUA0002,22,3,1295000.0,penthouse,sale,152.0,True,3,2,"calle del Teniente Coronel Noreña, 22",Madrid,Madrid,Arganzuela,es,Legazpi,40.3886336,-3.6937319,True,https://www.idealista.com/inmueble/107687511/,"1. Piso → Ático en Madrid, 152.00 m. de superficie, 3 habitaciones dobles, 2 baños, propiedad En construcción, carpinteria interior de lacado blanco, suelo de gres y tarima flotante, carpinteria exterior de aluminio / climalit. Extras: aire acondicionado, ascensor, baño en suite, bomba frío y calor, calefacción, gimnasio, jardín, luminoso, luz, piscina comunitaria, puerta blindada, riego automático, terraza, autobuses, árboles, centros comerciales, colegios, metro, parques, supermercados, vistas despejadas, garaje incluido  Venta: 1295000 €.",True,good,False,True,8520.0,False,False,False,False,[],False,False,1295000.0,€,True,True,,flat,"Legazpi, Madrid","Ático en calle del Teniente Coronel Noreña, 22",penthouse,,,,
108155187,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/bd/0f/1338191729.webp,901-RUAL,24,2,370000.0,flat,sale,40.0,False,1,1,calle del Maestro Guerrero,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4221763,-3.7103088,False,https://www.idealista.com/inmueble/108155187/,"¿Quieres vivir en uno de los lugares más emblemáticos de Madrid? Este hermoso apartamento en la Plaza de España combina comodidad y ubicación privilegiada. Cuenta con un dormitorio con armario empotrado, un luminoso salón, una práctica cocina y baño completo. Además, incluye una plaza de garaje para tu mayor comodidad. Edificio emblemático con portero físico y ascensor.  Situado en pleno centro, cerca de teatros, restaurantes, parques y con excelente comunicación mediante transporte público. Es la oportunidad perfecta para quienes buscan vivir en el centro de Madrid con todas las comodidades. ¿Te interesa? ¡Contáctame para más información o para concertar una visita! ALQUILE Y VENDA CON TOTAL SEGURIDAD, PROTECCIÓN Y GARANTÍA.",False,good,False,True,9250.0,False,False,False,True,[],False,False,370000.0,€,True,True,,flat,"Malasaña-Universidad, Madrid",Piso en calle del Maestro Guerrero,,,,,
109183031,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/f6/45/48/1366725544.webp,,16,3,300000.0,flat,sale,75.0,True,2,1,Barrio Quintana,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4363209,-3.6460197,False,https://www.idealista.com/inmueble/109183031/,"NO COBRAMOS AL COMPRADOR YÑARRA INMOBILIARIA, ofrece estupenda vivienda de 70 metros totalmente exterior, ubicado en una tercera planta, en pleno barrio de Quintana, dentro del distrito de Ciudad Lineal. Una zona residencial, tranquila y con todos los servicios, ideal tanto para vivir como para invertir. Se distribuye en dos habitaciones, un baño completo, cocina independiente, amplio salón. Muy buen estado. Muy luminoso ya que es exterior y la última planta. Ubicación privilegiada, muy cerca del Centro Cultural La Concepción y del Parque El Calero, a pocos minutos de la Calle Alcalá, con excelentes conexiones de transporte: estaciones de metro Pueblo Nuevo y Quintana a escasos minutos, además de varias líneas de autobús. En la zona encontrarás todos los servicios: comercios de barrio, bares, supermercados, gimnasios y centros educativos. Nos puede llamar ó escribir por WhatsApp al teléfono: seis, cinco, ocho, nueve, cero, cero, tres, siete, cuatro.",False,good,False,False,4000.0,False,False,False,False,[],False,False,300000.0,€,,,,flat,"Quintana, Madrid",Piso,,,,,
108905328,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/2c/62/1360287205.webp,CHA0329,35,,155000.0,chalet,sale,172.0,,4,2,plaza de la Constitución,Madrid,Orusco,,es,,40.2835458,-3.2076238,False,https://www.idealista.com/inmueble/108905328/,"” Está sujeta a la advertencia del art. 207 de la Ley Hipotecaria, hasta el 7 de Enero de 2027, por haberse registrado la casa por primera vez en el Registro de la Propiedad"". Esta advertencia puede limitar la financiación bancaria mediante hipoteca. Esta encantadora casa, ubicada en el corazón del pueblo, está distribuida en dos plantas más una bodega, con un total de 172 metros cuadrados perfectamente aprovechados. Al ingresar, serás recibido por una amplia estancia que combina el salón y una cocina americana. En esta zona, encontrarás un baño de grandes dimensiones con ventana y plato de ducha. Además, cuenta con un termo de 80 litros para el agua caliente y una lavadora ubicada estratégicamente en el hueco de la escalera. La cocina está completamente equipada con electrodomésticos y muebles, y el suelo cerámico facilita su limpieza. Desde el salón de la planta baja, se accede a dos dormitorios luminosos, ambos lo suficientemente espaciosos para camas dobles y equipados con bombas de frío y calor. En la planta alta, se encuentra otro baño completo con plato de ducha y ventana al exterior. También hay un salón adicional con un pequeño balcón que ofrece vistas a la plaza y una bomba de frío y calor. Además, esta planta cuenta con un tercer dormitorio doble con abundante luz natural. El inmueble ha sido restaurado y reacondicionado, cumpliendo con las normativas modernas. Todo el cableado eléctrico y las conducciones de agua han sido renovados para asegurar el cumplimiento de las regulaciones. La remodelación ha conservado la fachada histórica mientras que el interior ofrece todas las comodidades modernas.  En el semisótano, la casa dispone de una cueva con puerta independiente que puede ser utilizada como almacén. El inmueble está listo para ser ocupado y todos los electrodomésticos son nuevos a estrenar. Se vende amueblado. La información que se detalla en este anuncio, se muestra a título informativo, no es contractual ni vinculante y puede contener errores [IW].",True,good,False,,901.0,False,False,False,False,[],False,False,155000.0,€,,,,chalet,Orusco,Chalet adosado en plaza de la Constitución,terracedHouse,,,,
108746106,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/55/25/1353892329.webp,RED-3076V,39,3,310000.0,flat,sale,48.0,False,2,1,calle de San Dimas,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4283996,-3.7060275,False,https://www.idealista.com/inmueble/108746106/,"Redfrin Consulting vende piso en calle San Dimas, ubicado entre la parada de Metro Noviciado y San Bernardo. Ubicación céntrica y proximidad a universidades como la Universidad Complutense y la Universidad Politécnica de Madrid. Zona de alta demanda y alta rentabilidad. La combinación de una ubicación privilegiada y una amplia oferta de servicios y ocio asegura una alta tasa de ocupación. La propiedad es luminosa y bien distribuida, tiene gran potencial con techos altos que dan la sensación de amplitud. Se distribuye en dos dormitorios con amplias ventanas, zona de trabajo, salón /comedor diáfano con ventanas hacia patio de manzana, baño completo con plato de ducha y cocina amueblada y equipada independiente.  Venga a visitarlo y solicite mas información. El anuncio podría contener errores y algunas de las fotos reflejan una idea de decoración. Ambas informaciones no constituyen contrato. Redfrin esta presente en el mercado desde ya 30 años, confía en nuestra empresa inmobiliaria si quieres comprar, vender, alquilar. *Le recordamos que el anuncio no constituye precontrato y podría contener errores.",True,good,False,False,6458.0,False,False,False,False,[],False,False,310000.0,€,,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de San Dimas,,,,,
107838081,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/88/2c/1350391535.webp,BV-4803-2,37,1,570000.0,flat,sale,65.0,True,2,1,El Soto de la Moraleja,Madrid,La Moraleja,El Soto de la Moraleja,es,,40.5220249,-3.6586574,False,https://www.idealista.com/inmueble/107838081/,"Tu nuevo hogar en el norte de Madrid te espera, lleno de luz, tranquilidad y comodidad. Este piso, totalmente reformado para entrar a vivir, cuenta con cerramiento Climalit, ventanas Velux nuevas que llenan de claridad las estancias y paredes lisas que aportan amplitud y un estilo moderno y elegante. Dispone de 2 dormitorios con armarios empotrados y acceso directo a sus propios balcones, además de un armario extra en el pasillo. El salón, igualmente luminoso, también se abre a otro balcón, creando estancias exteriores que aportan vida y frescura a la vivienda. La cocina independiente, práctica y funcional, completa un hogar pensado para el confort. Con solo dos vecinos por planta, la tranquilidad y privacidad están garantizadas. Además, formarás parte de una comunidad privilegiada: solo para la fase 4, con parking privado (plazas disponibles hasta completar aforo, no asignadas por vivienda), pista de pádel, pista de tenis, piscina comunitaria, campo de fútbol, zonas ajardinadas y una completa área infantil. Espacios pensados para vivir plenamente, tanto en familia como con amigos. La ubicación es inmejorable: salida directa a la A-I a pocos minutos, el Centro Comercial Moraleja Green a solo 4 minutos en coche, el Carrefour de Alcobendas muy cercano, paradas de autobús próximas y la cercanía del prestigioso Colegio Suizo de Madrid. Este piso no es solo una vivienda, es una oportunidad para empezar una nueva etapa llena de bienestar y calidad de vida. Ven a conocerlo. Te está esperando. Y lo mejor: el precio es negociable.",False,good,False,False,8769.0,True,False,True,False,[],False,False,570000.0,€,True,True,,flat,"El Soto de la Moraleja, La Moraleja",Piso,,,,,
108976334,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/e4/c6/1360621949.webp,008553,15,,725000.0,chalet,sale,305.0,,4,3,calle de Ernesto Che Guevara,Madrid,Fuenlabrada,Universidad - Hospital,es,,40.2880155,-3.8210259,False,https://www.idealista.com/inmueble/108976334/,"¡MAGNIFICO CHALET DE OBRA NUEVA EN PARCELA DE 257.57 M² EN CALLE ERNESTO CHE GUEVARA ZONA HOSPITAL! GESTION 3 Vende magnifico Chalet de Obra nueva situado en la zona del barrio del Hospital, contando con los mejores servicios, Hospital Universitario, Farmacias, supermercados, Polideportivo, ciudad deportiva del Fuenlabrada club de Futbol, colegios, institutos de enseñanza media, colegios infantiles, metro-sur, parada de autobuses, y excelente comunicación con la M-506, M-407 y M-50. La vivienda se realizará con ladrillo a cara vista, aislante termo acústico de polietileno extruido (EPS) de 80mm, que aportará prestaciones más eficientes, maximizando el grado de confort y ahorro energético. Instalación de Aerotermia para calefacción y refrigeración por suelo radiante. Suelo de Gress porcelánico, pintura lisa, cocina equipada con muebles altos y bajos de gran capacidad, puertas lacadas en blanco, ventanas de PVC o aluminio con rotura de puente térmico oscilobatiente, persianas enrollables de aluminio aislante, con accionamiento motorizado en toda la vivienda, video portero.. . La vivienda se distribuye en cuatro plantas: Planta sótano con espacio para 2 coches Planta Baja con cocina, salón dormitorio, aseo y salida a terraza. Planta primera tres dormitorios y dos cuartos de baño. Planta Bajo Cubierta con salida a una terraza de 17.25 M² ¡ INFORMESE SIN COMPROMISO!",False,good,False,,2377.0,True,False,False,False,[],False,False,725000.0,€,True,True,,chalet,"Universidad - Hospital, Fuenlabrada",Casa independiente en calle de Ernesto Che Guevara,independantHouse,,,,
108878104,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/b3/87/1357715494.webp,,34,bj,340000.0,flat,sale,58.0,True,2,1,"calle de la Virgen del Castañar, 4",Madrid,Madrid,Ciudad Lineal,es,Concepción,40.4369694,-3.6534722,True,https://www.idealista.com/inmueble/108878104/,"Euro House Real Estate vende excelente vivienda de 2 Dormitorios 1 Baño:  Para concertar su visita: llamadas y WhatsApp  6Seis 0Cero 9Nueve 8Ocho 5Cinco 0Cero 5Cinco 5Cinco 8OCho (Iker Senra) 2 Dormitorios  1 baño con plato de ducha  Salón  Cocina independiente  Completamente reformada  M2 58  Año de construcción: 1956 Calefacción de gas individual  Ascensor Gasto de Comunidad: 50,00€/Mes  IBI: 295,00€/Año  Euro House Real Estate tiene el placer de presentar este magnífico en calle virgen del castañar, una de las zonas residenciales más cotizadas y con mayor proyección de Madrid. La vivienda se encuentra en venta. Una inversión segura, estable y con todos los ingredientes para generar un ambiente familiar. El piso está ubicado en una finca cuidada, con todos los servicios, en una calle amplia y muy bien conectada. La calle virgen del Castañar es una zona que destaca por su ambiente familiar y tranquilo, rodeada de comercios tradicionales, supermercados, cafeterías, colegios, parques y centros de salud. Además, cuenta con una comunicación excelente con el resto de la ciudad: varias líneas de metro y autobús a pocos minutos a pie, y fácil acceso a las principales vías de salida de Madrid. Todo esto hace por tanto que familias busquen calidad de vida sin alejarse del centro. La vivienda, en muy buen estado, ha sido cuidada y mantenida, lo que elimina preocupaciones adicionales para el nuevo propietario. No se trata de una inversión especulativa que dependa de reformas futuras o cambios legislativos: aquí hablamos de un inmueble muy atractivo para vivir, ubicado en una zona consolidada y con alta previsión de revalorización gracias a la mejora urbana que se está produciendo en el entorno. Además, la finca es de las más completas de la zona, con ascensor y vecinos de largo recorrido, lo que aporta un plus de tranquilidad y seguridad al entorno. La estabilidad del edificio y del vecindario refuerza aún más el perfil de esta inversión como una apuesta a largo plazo para la tranquilidad de una familia que se quiera establecer en el barrio. A diferencia de otras zonas de Madrid, en la calle virgen del castañar el equilibrio entre seguridad y futuro es una de sus grandes fortalezas. Es ideal tanto para quien busca consolidar una cartera inmobiliaria con activos de calidad, como para aquellos que desean hacer una primera inversión sin riesgos ni complicaciones. Si estás buscando una vivienda en un ambiente familiar y gran potencial de crecimiento, esta puede ser la oportunidad que estabas esperando. Solicita más información y concertamos una visita. Activos así no suelen estar mucho tiempo en el mercado.",False,good,False,True,5862.0,False,False,False,False,[],False,False,340000.0,€,,,,flat,"Concepción, Madrid","Piso en calle de la Virgen del Castañar, 4",,350000.0,10000.0,3.0,
108026636,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/86/2d/1361087874.webp,CHA0307,48,,360000.0,chalet,sale,325.0,,4,6,calle de Don Luis Jerónimo,Madrid,Chinchón,,es,,40.1366657,-3.450395,False,https://www.idealista.com/inmueble/108026636/,"INMOBILIARIA TAGONIA VENDE Chalet independiente reformado de 325 m² 4 habitaciones con armarios empotrados 3 baños Cocina individual Amplio salón comedor Chimenea para calidez y ambiente acogedor Trastero incluido para mayor almacenamiento Jardín privado ideal para disfrutar al aire libre con barbacoa Piscina privada para relajarte en verano Garaje para tu comodidad Agua caliente y calefacción de gasoil para tu confort Para más información, no dudes en contactarnos. [IW].",True,good,False,,1108.0,False,False,False,False,[],False,False,360000.0,€,,,,chalet,Chinchón,Casa independiente en calle de Don Luis Jerónimo,independantHouse,,,,
108155361,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/a4/d5/1335519226.webp,,11,bj,355000.0,flat,sale,56.0,True,1,1,"calle Germán Pérez Carrasco, 64",Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4365918,-3.6426457,True,https://www.idealista.com/inmueble/108155361/,"**Piso en Venta en Ciudad Lineal - Exclusividad y Comodidad a un Paso de la Calle Alcalá** Descubre este espectacular piso de 56 m² construidos, ubicado a escasos metros de la emblemática calle Alcalá. Este residencial exclusivo cuenta con dos edificaciones que comparten una hermosa zona común central, ideal para disfrutar de momentos de esparcimiento. La propiedad, que se encuentra en la planta baja y cuenta con ascensor, ofrece un luminoso salón, una cocina moderna, un acogedor dormitorio y un baño completo, además de un práctico trastero. Imagina vivir rodeado de todas las comodidades: a pocos minutos del Centro Comercial Alcalá Norte y los Multicines, así como de centros docentes y de salud. Este piso es perfecto para quienes buscan un hogar accesible, ya que está adaptado para personas con movilidad reducida. Además, la calefacción individual por gas natural y su calificación energética clase B aseguran un consumo eficiente y responsable. No dejes pasar la oportunidad de adquirir una plaza de garaje por solo 26.000€, lo que añade aún más valor a esta propiedad. Con una orientación sur que garantiza luz natural durante todo el día y unas zonas comunes que incluyen piscina y jardín, este piso es el lugar ideal para crear recuerdos inolvidables.  Aunque se trata de un piso nuevo, es de segunda mano, por lo que no está sujeto a IVA. ¡Contacta ahora y ven a visitarlo!",False,good,False,True,6339.0,True,False,False,False,[],False,False,355000.0,€,,,,flat,"Quintana, Madrid","Piso en calle Germán Pérez Carrasco, 64",,,,,
108639934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/aa/53/1350727119.webp,Vivienda 9,4,,268150.0,duplex,sale,113.0,True,3,2,Loeches,Madrid,Loeches,,es,,40.382735,-3.407961,False,https://www.idealista.com/obra-nueva/108639934/,"Edificio ente medianeras que consta de planta sótano, planta baja, 1ª planta y bajo cubierta. La edificación cuenta con piscina y zonas comunes. Consta de pisos y dúplex, plazas de aparcamiento y trasteros.",False,newdevelopment,True,True,2373.0,True,False,False,False,[],False,False,268150.0,€,True,True,,flat,Loeches,Dúplex,duplex,,,,False
109177462,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/91/a2/1366562298.webp,BF-2359,12,4,2359000.0,flat,sale,188.0,True,3,3,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4284891,-3.6711147,False,https://www.idealista.com/inmueble/109177462/,"Excepcional vivienda en la calle Mártires Concepcionistas, situada en el prestigioso Barrio de Lista, Madrid, está disponible para aquellos que buscan el máximo confort y estilo de vida. Este cuarta planta Exterior en orientación OESTE, cuenta con 188 m² catastrales diseñados para ofrecer lujo y elegancia. La propiedad incluye tres habitaciones y tres baños (en suite) mas aseo de cortesía, con una cocina totalmente equipada. Con aire acondicionado, calefacción central y ascensor, esta vivienda garantiza un estilo de vida cómodo y moderno. Además, cuenta PLAZA DE GARAE y balcón, proporcionando espacios exteriores ideales para relajarse. El Barrio de Lista, en el Distrito de Salamanca, es conocido por su exclusividad y elegancia. Vivir aquí significa estar cerca de lugares emblemáticos como el Parque de María Eva Duarte de Perón, que ofrece un entorno natural para el ocio y la recreación, y el Mercado de la Paz, un destino culinario de renombre. La zona también cuenta con boutiques exclusivas, restaurantes gourmet y cafés de moda, proporcionando una experiencia de vida sofisticada.  La proximidad a importantes centros de transporte y las conexiones con el resto de la ciudad hacen de este barrio una ubicación ideal para quienes buscan comodidad y estilo en el corazón de Madrid.",False,good,False,True,12548.0,True,False,False,False,[],False,False,2359000.0,€,True,True,,flat,"Lista, Madrid",Piso,,,,,
106942353,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/0f/51/1298301374.webp,NP2101251254,30,,1295000.0,chalet,sale,197.0,,4,5,calle de la Azalea,Madrid,La Moraleja,El Soto de la Moraleja,es,,40.5207079,-3.6497269,False,https://www.idealista.com/inmueble/106942353/,"NEO Patrimonial vende chalet en el Soto de la Moraleja, Alcobendas Dispone de 197m² de superficie construida según catastro, 194m² pertenecen a la vivienda y el resto a las zonas comunes. Se distribuye en 4 plantas, en la primera encontramos un amplio salón-comedor muy luminoso gracias al ventanal que da salida a un porche cerrado que a su vez da acceso al jardín, cocina amueblada con zona de office y 1 aseo. En la segunda planta se sitúa la zona de descanso con 3 dormitorios dobles y 2 baños completos, 1 de ellos en suite en el dormitorio principal. En la buhardilla encontramos un amplio dormitorio con almarios a medida, baño completo y salida a una terraza con vistas despejadas. Cuenta también con sótano con luz natural, en el que podemos encontrar 1 cuarto despensa, trastero, zona de lavandería, una amplia zona de estar y baño completo. Se encuentra en perfecto estado de conservación. Carpintería exterior de aluminio, carpintería interior de madera lacada en blanco y suelos de parquet en toda la vivienda excepto en la buhardilla que es moqueta y zonas de agua que son de gres. Calefacción y agua caliente independientes por caldera de Gas Natural, aire acondicionado con bomba de frio y calor, armarios empotrados, terraza, puerta blindada y plaza de garaje. La finca cuenta con zonas comunes y ajardinadas, vigilancia, piscina comunitaria, pista de pádel. Bien ubicado en zona consolidada, rodeado de todos los servicios de ocio y primera necesidad bancos, restauración, supermercados, centros de salud y hospitales además de parques, zonas infantiles y grandes superficies comerciales Bien comunicado a través de diferentes líneas de autobús y a pocos minutos de carreteras principales como M-30, M-40 y A-1. *Impuestos ITP o IVA y gastos, notaría, registro, gestoría etc. no incluidos. NEO Patrimonial le ofrece la posibilidad de hacer cualquier tipo de reforma de esta vivienda al mejor precio.",False,good,False,,6574.0,False,False,False,False,[],False,False,1295000.0,€,True,True,,chalet,"El Soto de la Moraleja, La Moraleja",Chalet adosado en calle de la Azalea,terracedHouse,,,,
108358869,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/82/49/1341742988.webp,,33,,845000.0,chalet,sale,156.0,,3,4,calle Bornos,Madrid,Madrid,Barajas,es,Campo de las Naciones-Corralejos,40.4665492,-3.5911056,False,https://www.idealista.com/inmueble/108358869/,"""TECNOCASA - BARAJAS -CORRALEJOS - MADRID vende Chalet adosado en Calle Bornos. Chalet adosado de 156 m2 construidos, situado en la zona de Corralejos, Coronales Madrid. La vivienda consta de cuatro plantas y jardín delantero y trasero.  El chalet está distribuido en: - 3 Dormitorios de gran tamaño con armarios empotrados, Split, doble ventana climalit en todos los dormitorios, buhardilla de origen para acondicionar en la cuarta planta, sótano con 1 sala diafana actualmente destinada a zona de estar y baño completo con plato de ducha, 2 baños completos en la segunda planta y un aseo ( en la primera planta), gran salón con acceso a jardín trasero y cocina office Distribución por plantas: - Planta baja( sótano ) reformado, distribuido en 1 estancia, baño completo con plato de ducha y ventilación natural. - Primera Planta distribuida en gran salón con acceso a jardín trasero, ventanas climalit, paredes lisas, orientación sur- este, cocina office, aseo con ventilación natural -Segunda Planta distribuida en 3 dormitorios de gran tamaño con armarios empotrados y aire acondicionado, 1 baño completo con plato de ducha y dormitorio principal con varios armarios empotrados y baño en suite con plato de ducha. -Tercera Planta con buhardilla a reformar y terraza. Además cuenta con: - Garaje con 1 plaza y puerta de acceso automática. - Jardín delantero y trasero. - Hueco para construir piscina. - Split en dormitorios. - Termostatos independiente. - Ventanas climalit oscilobatientes. -Placas solares Ubicado en una exclusiva zona residencial del barrio de Coronales, totalmente consolidada y con toda clase de servicios, se encuentra próxima al Centro Comercial Bahía Center (Mercadona, Hipercor, Gimnasio, Farmacia, Centros de Estética y moda, agencia de viajes, etc. ), Colegios y Guarderías y le sitúan en las inmediaciones del Aeropuerto Madrid-Barajas, Parque Ferial y de Ocio Juan Carlos I, Campo de Golf de la Hinojosa y El Capricho, ofrece unas excelentes comunicaciones dado el rápido acceso a las vías M11, N-II, M-40, M-30, R-II y M-50, Aeropuerto de Madrid-Barajas, parque Ferial Juan Carlos I, y a su vez beneficiado por el acceso a los servicios de transporte públicos de Madrid, líneas 5 y 8 de Metro y línea 151 y 166 de autobús. Financiación de hasta el 100% con nuestro departamento financiero, Kiron. Asesoramiento gratuito y sin compromiso, no dude en consultarnos. 30 años en Madrid, ¡Gracias por la confianza"".",False,good,False,,5417.0,False,False,False,False,[],False,False,845000.0,€,True,True,,chalet,"Campo de las Naciones-Corralejos, Madrid",Chalet adosado en calle Bornos,terracedHouse,860000.0,15000.0,2.0,
107711874,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/ee/99/1338095198.webp,2200/22000606/00000066,24,1,350000.0,flat,sale,94.0,True,3,2,"calle Manuel Azaña, 20",Madrid,Rivas-Vaciamadrid,Casco Histórico,es,,40.3407762,-3.5156695,True,https://www.idealista.com/inmueble/107711874/,"Vive en Rivas Vaciamadrid a un precio único. Viviendas de 2 y 3 dormitorios con 2 baños, en edificio con urbanización privada con Piscina y jardines, zona infantil, servicio de conserjería, videovigilancia y ascensor. Además incluye 1 plaza de garaje y trastero. La vivienda tiene una distribución con todas las estancias independientes, destacando la zona social, con comunicación directa entre salón y cocina, aumentando el espacio a compartir y facilitando las reuniones familiares y con amigos. Suelos de gres, puertas de roble, ventanas climalit y cocina amueblada. Edificio situado en zona consolidada con todos los servicios, cercano al instituto de enseñanza Secundaria IES Profesor Julio Pérez, cercano al auditorio Miguel Ríos, así como numerosas zonas verdes, deportivas. Excelente comunicación mediante transporte público con el metro a 5 minutos andando, estación Rivas futura y cerca del centro comercial H2 OCIO y con varias líneas de autobuses cercanas, accesos A-3, R-3, M-50 y M-45. Vivienda actual en zona moderna con todos los servicios, donde podrás compaginar tu vida diaria y familiar en urbanización pensada para la tranquilidad y vida en comunidad. Urbanización privada Piscina Zona infantil plaza de garaje Trastero Servicio de conserjería Visita nuestro piso piloto para ver las posibilidades que ofrece.  Sin comisiones de agencia, venta directa de la propiedad.",False,good,False,True,3723.0,False,False,False,False,[],False,False,350000.0,€,True,True,,flat,"Casco Histórico, Rivas-Vaciamadrid","Piso en calle Manuel Azaña, 20",,,,,
