propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107888734,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/4b/3b/1327379401.webp,PIS0128,30,1,428000.0,flat,sale,112.0,True,3,2,calle de Doña Anita Martinez,Madrid,Getafe,El Rosón - Kelvinator,es,40.3161429,-3.7303032,False,https://www.idealista.com/inmueble/107888734/,"Castizo Inmobiliaria vende este piso en Kelvinator de 112 m2. La vivienda está distribuida en tres amplios dormitorios con armarios empotrados, dos baños, uno de ellos perteneciente al dormitorio principal, un salón con comedor espacioso, la cocina con dos frentes amueblados y el patio. El Inmueble cuenta con calefacción individual a gas natural, tiene toldos en las estancias exteriores, el del salón está motorizado y el motor cambiado hace unos meses. El piso tiene armarios empotrados en el recibidor y en el pasillo, las ventanas son de aluminio con climalit, la carpintería interior y la tarima son de color cerezo. La orientación de las estancias exteriores es sureste. El precio incluye una plaza de garaje. La zona de Kelvinator en Getafe cuenta con una buena red de transporte público que facilita su acceso desde distintos puntos de la ciudad y de la Comunidad de Madrid. Entre las opciones disponibles, se encuentran varias líneas de autobuses interurbanos, como la 441, 442, 448 y 450, que conectan esta área con otras zonas del sur de Madrid. Además, la línea urbana L-4 permite desplazarse fácilmente desde Kelvinator hasta el centro de Getafe y la estación de tren de Cercanías Getafe Centro. También es posible acceder a través de Cercanías Renfe, utilizando las líneas C-4A y C-4B, con parada en la estación de Getafe Centro y Las Margaritas, que se encuentra a unos diez minutos caminando. Los gastos de compra (Impuesto -6% del precio de compra- de Transmisiones Patrimoniales, Notaría, Registro y gestoría) no están incluidos, así como los honorarios de la agencia que sonde 4.000€ IVA incluido. [IW].",False,good,False,True,3821.0,True,False,False,False,[],False,False,428000.0,€,True,True,flat,"El Rosón - Kelvinator, Getafe",Piso en calle de Doña Anita Martinez,,,,,
108374437,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/b8/4a/1342204835.webp,,25,2,450000.0,studio,sale,58.0,True,0,1,"calle de Roma, 21",Madrid,Madrid,Barrio de Salamanca,es,40.4312134,-3.6649333,True,https://www.idealista.com/inmueble/108374437/,"OPORTUNIDAD! Magnifico piso moderno y funcional ubicado dentro de una finca construida en 2007, finca que cuenta con zonas ajardinadas, servicio exclusivo de portería todos los días de la semana, garaje dentro del edificio y trastero. Zona muy bien comunicada tanto por metro como por autobuses. Zona con todos los servicios tanto de primera necesidad como de ocio. Segunda planta. Nos encontramos al entrar con un amplio y acogedor salón dormitorio con cocina completamente integrada en el espacio, completamente equipada y baño. Dentro del salón tenemos la escalera semicircular privada que nos lleva a la estupenda terraza donde disfrutar de un oasis privado. Vivienda que cuetna con calefacción y aire por conductos  Vivienda que cuenta con plaza de garaje y trastero dentro del edificio,  MERECE LA PENA VISITARLO.",False,good,False,True,7759.0,True,False,False,False,[],False,False,450000.0,€,True,True,flat,"Guindalera, Madrid","Estudio en calle de Roma, 21",Guindalera,studio,,,
109004912,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/ab/bf/1361451424.webp,,22,3,226000.0,duplex,sale,56.0,True,2,2,calle de Sierra Gádor,Madrid,Madrid,Villa de Vallecas,es,40.3823127,-3.6235957,False,https://www.idealista.com/inmueble/109004912/,"MI PROYECTO TIENE EL PISO QUE BUSCABAS.! ✨ Se trata de un Dúplex totalmente reformado con encanto en una finca rehabilitada entera en el Casco Histórico de Vallecas El Precio es de 226.000 € y es la última unidad disponible...! Superficie construida: 56 m² Distribución: 1 dormitorio + entreplanta con 2º dormitorio tipo estudio y 2 baños Ubicación: Calle de Sierra Gádor – Madrid (Casco Histórico de Vallecas) Planta: 3ª exterior (sin ascensor) ✨ Descripción ¡Última unidad disponible! Te presentamos este acogedor y funcional dúplex reformado, ubicado en una finca histórica completamente rehabilitada del corazón de Vallecas. El piso tiene una distribución muy bien aprovechada: En la planta baja encontrarás un dormitorio principal, un baño completo, cocina equipada integrada en el salón, y una zona de lavado. En la entreplanta abierta, con techo inclinado y buena iluminación natural, se encuentra un espacio tipo estudio/dormitorio secundario con un segundo baño completo en suite. Superficie total construida: 56 m². Ten en cuenta que la entreplanta tiene techos más bajos, lo que lo hace ideal como dormitorio ocasional, despacho o zona de relax. ✨ Una finca con historia, totalmente renovada El edificio, construido en 1940, ha sido objeto de una reforma integral que respeta su valor arquitectónico: Rehabilitación completa de zonas comunes: escaleras, fachada, portal, instalaciones de agua y luz, contadores nuevos. Vivienda completamente renovada con acabados de calidad y diseño moderno. Calefacción y aire acondicionado por bomba de frío/calor. ✨ Ideal para vivir o invertir Este dúplex es perfecto tanto para particulares como para inversores: Rentabilidad estimada: 6–7% en alquiler tradicional / hasta 10–12% en alquiler temporal. Zona con alta demanda de alquiler por su buena conexión y encanto. ✨ Excelente ubicación y conexiones Metro línea 1 (Villa de Vallecas) a pocos pasos: Atocha en 10 estaciones, Sol en 14. Cercanías Renfe (C2, C7): conecta con Aeropuerto en aprox. 50 min. Líneas de bus (54, 56, 103, 142) y parada de taxis en la puerta. ✨Detalles del inmueble Superficie construida: 56 m² / Útiles: 52 m² (En nota simple sólo figura la Planta baja de 33 M2) 2 dormitorios (uno tipo estudio en entreplanta) 2 baños completos Balcón / Trastero Aire acondicionado Orientación sur 3ª planta exterior sin ascensor Certificado energético: E (Consumo: 275 kWh/m², Emisiones: 47 kg CO2/m²) ✨ ¿Quieres más información o agendar una visita? Contacta con MI PROYECTO por chat o mensaje privado.  Observaciones para visitas El piso es compacto pero está muy bien distribuido. La entreplanta, aunque acogedora, tiene techo inclinado y una altura reducida, por lo que recomendamos tenerlo en cuenta según el uso que se le quiera dar.",True,good,False,False,4036.0,True,False,False,False,[],False,False,226000.0,€,,,flat,"Casco Histórico de Vallecas, Madrid",Dúplex en calle de Sierra Gádor,Casco Histórico de Vallecas,duplex,,,
108724668,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/b3/a1/1353251811.webp,033/2025,93,3,733000.0,flat,sale,138.0,True,3,2,"calle Población de Campos, 17",Madrid,Madrid,Fuencarral,es,40.5037544,-3.671204,True,https://www.idealista.com/inmueble/108724668/,"Home Consulting inmobiliaria, NOSOTROS NO COBRAMOS COMISION AL COMPRADOR!, presenta, este precioso, amplio y luminoso piso en tercera planta con excelentes vistas. La vivienda cuenta con una distribución espaciosa y cómoda. Distribución: 3 dormitorios, uno en suite, salón con gran luminosidad, cocina independiente con amplio office y equipada con electrodomésticos y 2 baños completos. El precio incluye un trastero y dos plazas de garaje. Puerta blindada y aire acondicionado de instalación. Tiene una enorme piscina con jardín para descansar en las mejores tarde de verano, cuenta con un parque infantil y zonas verdes. ¡A esta urbanización no le falta de nada! Teniendo en cuenta que inclusive puede reservarse un espacio para eventos, cumpleaños y reuniones. La urbanización cuenta con conserjería 24 horas y hay un sistema de vigilancia 24 horas distribuido por todo el recinto. Se encuentra muy cerca de la sede de BBVA, Telefónica, Caser, y a pocos minutos del metro, en una zona muy bien comunicada y tranquila. Está rodeado de parques empresariales, lo que hace que sea un sitio tranquilo, donde poder dormir plácidamente por la noche y pasear por el día, gracias a todos los parques y jardines con los que se rodea la urbanización. Los desplazamientos por carretera también son un punto a tener en cuenta para este apartamento. Plaza Castilla se encuentra a tan solo 5 minutos por carretera, con acceso a M-40, N-1 y M-11. El transporte público es rápido por sus líneas de autobuses y metro. Al aeropuerto se llega en pocos minutos. PONGA LA VENTA DE SU VIVIENDA EN LAS MEJORES MANOS. Home Consulting es una consultora inmobiliaria, con más de 25 años de experiencia que nos avalan, pues contamos con profesionales altamente cualificados, expertos en el mercado, ofreciendo servicios ininterrumpidamente, gracias a nuestro saber hacer, duro trabajo, profesionalidad y adaptación a las nuevas tecnologías, en el sector inmobiliario, en los que nos hemos convertido en la inmobiliaria de referencia en la sierra noroeste de Madrid, los resultados nos avalan con crecimiento continuo los últimos 5 años. Este volumen de ventas se debe en gran medida a que acumulamos una cartera de potenciales compradores, lo que permite que muchos de nuestros clientes vendan su casa en tiempo récord. Esto, sumado a nuestro profundo conocimiento del mercado inmobiliario de la sierra y al plan de marketing más ambicioso para que nuestros clientes propietarios puedan destacarse del resto de la oferta disponible, es la base de nuestro éxito.",False,good,False,True,5312.0,True,False,False,False,[],False,False,733000.0,€,True,True,flat,"Las Tablas, Madrid","Piso en calle Población de Campos, 17",Las Tablas,,,,
108711739,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/75/ae/1353261770.webp,,21,5,385000.0,penthouse,sale,99.0,True,3,2,"calle del Teniente Compaired, 9",Madrid,Madrid,Usera,es,40.381806,-3.7082025,True,https://www.idealista.com/inmueble/108711739/,"ÁTICO DÚPLEX EXCLUSIVO. LICENCIA PRIMERA OCUPACIÓN CONCEDIDA.    ¡Descubre tu nuevo hogar, para entrar a vivir mañana mismo, en este espectacular ático dúplex a estrenar en la mejor zona de Usera! Con 90 m² construidos y 67 m² útiles, este impresionante inmueble cuenta con tres luminosos dormitorios y dos baños completamente amueblados, perfectos para disfrutar de la comodidad y el estilo. La cocina, también amueblada, es ideal para los amantes de la gastronomía y se integra perfectamente con el resto de la vivienda. Imagina relajarte en tu terraza de 14 metros, donde podrás deleitarte con las mejores vistas al skyline de Madrid. Este ático, situado en la quinta planta y con orientación Norte-Este, ofrece una excelente iluminación natural a lo largo del día. Además, cuenta con un sistema de climatización por aerotermia, por suelo radiante y refrescante, que garantizan el máximo confort en cualquier época del año.  La propiedad incluye armarios empotrados y un trastero para que nunca te falte espacio de almacenamiento. Ubicado junto a la comisaría de policía y cerca del centro de salud, tendrás todo lo necesario a tu alcance. También es apto para personas con movilidad reducida, lo que lo convierte en una opción inclusiva y accesible. No pierdas la oportunidad de vivir en un lugar donde la modernidad y la comodidad se unen. ¡Ven a visitarlo y enamórate de tu nuevo hogar! ÁTICO DÚPLEZ.",True,good,False,True,3889.0,True,False,False,False,[],False,False,385000.0,€,,,flat,"Pradolongo, Madrid","Ático en calle del Teniente Compaired, 9",Pradolongo,penthouse,,,
109178604,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/12/5c/1366593217.webp,,41,,585000.0,chalet,sale,225.0,,5,3,calle Poseidón s/n,Madrid,Torrejón de Ardoz,Suroeste,es,40.4461139,-3.4728839,True,https://www.idealista.com/inmueble/109178604/,"Gestión De Fincas Pavón presenta Casa Pareada en Venta en Los Fresnos, Torrejón de Ardoz** Descubre este encantador chalet pareado de 225 m² en la tranquila zona de Los Fresnos, ideal para quienes buscan un hogar cómodo y familiar. Con una distribución excepcional en tres plantas, esta vivienda ofrece amplias estancias que se adaptan a todas tus necesidades. En la primera planta, el gran salón-comedor se abre al jardín, creando un espacio perfecto para disfrutar de momentos al aire libre. Además, cuenta con un dormitorio, un baño completo y una cocina luminosa con un gran ventanal que inunda de luz natural el ambiente. La segunda planta destaca por sus suelos de parquet y tres amplios dormitorios con armarios empotrados, junto a un cuarto de baño completo. El dormitorio principal es un auténtico refugio, ya que incluye un baño privado en suite. En la planta baja, encontrarás un espacio versátil que puede ser utilizado como zona de recreo o trabajo, además de contar con acceso para aparcamiento. El chalet se sitúa en una parcela de 400 m², con espacios delantera, trasera y lateral que ofrecen múltiples posibilidades, como la construcción de una piscina o un jardín privado. La ubicación es inmejorable: en una zona tranquila con fácil acceso a carreteras y transporte público hacia Madrid. Además, la oferta de servicios es amplia, incluyendo colegios, parques y áreas comerciales cercanas. ¡No pierdas la oportunidad de hacer de este chalet tu nuevo hogar!",False,good,False,,2600.0,False,False,False,False,[],False,False,585000.0,€,True,True,chalet,"Suroeste, Torrejón de Ardoz",Chalet pareado en calle Poseidón s/n,,semidetachedHouse,,,
108766096,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/c5/45/1354502759.webp,,35,5,154900.0,flat,sale,37.0,False,2,1,calle del Espíritu Santo,Madrid,Madrid,Centro,es,40.4269936,-3.7041915,False,https://www.idealista.com/inmueble/108766096/,"Agencia inmobiliaria de Madrid-Tecnocasa Consulting Estudio Tribunal, vende estupenda vivienda en pleno corazón de Madrid, ubicada en la calle Espíritu Santo. Oportunidad única en pleno Malasaña: acogedora quinta planta sin ascensor, ideal para quienes desean vivir en una de las zonas con más personalidad y vida de Madrid. Rodeada de cultura, comercios con encanto y una oferta gastronómica inigualable, esta vivienda es perfecta tanto como inversión como para disfrutar del estilo de vida más genuino de la capital. La vivienda ofrece dos dormitorios llenos de luz natural, un salón acogedor, una cocina muy luminosa con ventana y un baño cómodo y funcional con plato de ducha. En cuanto a las calidades, la vivienda está equipada con aire acondicionado frío/calor para garantizar confort en todas las estaciones. La entrada se realiza a través de una doble puerta, una principal de madera y otra adicional en el pasillo, lo que proporciona mayor seguridad y privacidad. Además, al estar ubicada en una quinta planta, ofrece tranquilidad y exclusividad dentro del edificio. Esta propiedad se encuentra en una de las zonas más codiciadas de Madrid, un enclave donde la historia se entrelaza armoniosamente con la modernidad cosmopolita de la ciudad. Situada en pleno corazón de Malasaña, próxima a emblemáticas calles como Gran Vía, Fuencarral, San Bernardo y Carranza, esta área destaca por su carácter distintivo y su capacidad para reinventarse sin perder su esencia tradicional. Un entorno ideal para disfrutar de una exquisita oferta gastronómica, descubrir comercios exclusivos o relajarse en sus encantadoras terrazas, disfrutando de la auténtica vida madrileña. Comunicado por las estaciones de TRIBUNAL (L1 y L10), GRAN VÍA (L1 y L5) y CALLAO (L3 y 5), BILBAO (L4 Y L1) SAN BERNARDO (L2 y L4) y con todos los servicios próximos a la vivienda como líneas de autobús, bancos, comercios etc. Una oportunidad exclusiva para vivir en una de las zonas más demandadas y prestigiosas del centro de Madrid.",True,renew,False,False,4186.0,True,False,True,False,[],False,False,154900.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle del Espíritu Santo,Malasaña-Universidad,,,,
107922016,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/22/2f/1328390929.webp,001/023/008058,14,bj,130000.0,flat,sale,37.0,True,1,1,calle de Peña Nueva,Madrid,Madrid,Villa de Vallecas,es,40.3725675,-3.6223489,False,https://www.idealista.com/inmueble/107922016/,"Importante, inmueble con inquilino, sin posibilidad de visitar. En caso de compra con financiación, el porcentaje de concesión hipotecaria podrá oscilar entre un 60% - 65% sobre el precio de compra. Se recomienda consultar previamente a su banco. As Real Estate, departamento de venta del Grupo Alquiler Seguro, te ofrece en exclusiva esta oportunidad de inversión.  Te aseguramos el retorno de tu inversión gracias a la gestión profesional de Alquiler Seguro, garantizándote siempre el cobro de tu renta. Contrato en vigor hasta el 30 de abril de 2029. Rentabilidad bruta anual 5,64 %.  Podrás contar con todo tipo de servicios próximos como centros educativos, supermercados, centro de salud. Su ubicación te ofrece una excelente comunicación tanto por transporte público como privado, con acceso inmediato a la A-3 y M-40. Cuenta con líneas de autobuses EMT (54, 142) y estación más próxima de metro Congosto (Línea 1). La propiedad es exterior, está situada en la planta baja de un edificio de 3 alturas. La finca ha pasado satisfactoriamente la ITE en el año 2024. Tiene una superficie de 37 m2 construidos. Su distribución es de salón de paso, 1 dormitorio con armario empotrado, cocina amueblada y baño completo. Calefacción eléctrica. Suelos de tarima. Tanto si eres inversor como si buscas una vivienda para vivir, no pierdas la oportunidad de visitar el piso.",False,good,False,False,3514.0,False,False,False,False,[],False,False,130000.0,€,,,flat,"Casco Histórico de Vallecas, Madrid",Piso en calle de Peña Nueva,Casco Histórico de Vallecas,,,,
100192470,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/ac/d4/1367335568.webp,151617,71,,565000.0,chalet,sale,332.0,,4,3,"calle Pablo Picasso, 2",Madrid,Fuente el Saz de Jarama,,es,40.6406605,-3.5091703,True,https://www.idealista.com/inmueble/100192470/,"Hermoso Chalet independiente en venta en Fuente del Saz de Jarama, Madrid. Disfruta de la tranquilidad y la serenidad de vivir en un pueblo, con todas las comodidades de una casa contemporánea. Este chalet se encuentra construido en distintos niveles, con una excelente distribución entre las áreas nocturnas y diurnas. Podrás acceder al jardín y a la piscina, así como disfrutar de un área de Pool con barbacoa y un encantador jardín de invierno también con barbacoa.  La casa cuenta con una buhardilla con un ambiente folk y una luminosidad única, gracias a su ventanal abatible en el techo. Además, todos los ambientes dan al exterior y los dormitorios cuentan con dos balcones terraza perimetrales. Esta es una oportunidad única, con gastos de notaría pagados y precio negociable.  El chalet tiene una superficie construida de 332 m² y una superficie útil de 243 m². Cuenta con 4 dormitorios, 3 baños, terraza, balcón, armarios empotrados, trastero y plaza de garaje. Fue construido en el año 1991 y tiene una orientación Norte y Oeste. La parcela tiene un tamaño de 667 m².  ¡No pierdas la oportunidad de vivir en este maravilloso chalet! Este anuncio es informativo y no contractual.",False,good,False,,1702.0,True,False,False,False,[],False,False,565000.0,€,True,True,chalet,Fuente el Saz de Jarama,"Casa independiente en calle Pablo Picasso, 2",,independantHouse,,,
107837727,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/63/a3/1325845214.webp,piso osorio,17,1,275000.0,flat,sale,64.0,True,2,1,calle de Faustino Osorio,Madrid,Madrid,Latina,es,40.4029389,-3.7334669,False,https://www.idealista.com/inmueble/107837727/,"Conoce ESTUCASA Madrid | Inmobiliaria en Puerta de Ángel - PROPIEDAD ALQUILADA DESDE JUNIO 2024 Y POR 5 AÑOS - RENTA MENSUAL DE 1.123€, se actualiza todos los años. ¡Descubre tu nuevo hogar en el corazón de Madrid! Este piso, recientemente reformado y ubicado en una primera planta, ofrece un diseño moderno y funcional que se adapta a todas tus necesidades. Cuenta con dos dormitorios que garantizan funcionalidad y un baño con todas las comodidades. Es un piso muy luminoso con un amplio salón comedor y la cocina, misma que es un sueño para cualquier amante de la gastronomía, equipada con electrodomésticos de primeras marcas y un mobiliario de alta calidad, incluyendo una encimera compacta de cemento que imita a mármol, resistente y antibacteriana. Cuenta con calefacción individual que asegura un ambiente acogedor durante todo el año.  NO HAY GASTOS DE COMUNIDAD.  Ubicado en una zona privilegiada, tendrás a tu alcance colegios, farmacias, supermercados. Se encuentra cerca del emblemático Paseo de Extremadura, Parque Caramuel, Parque de la Ermita y muy próximo a Madrid Rio. Con excelentes conexiones de transporte público como varias líneas de EMT y a 10 min. del Metro Laguna y Lucero, este piso es perfecto para aquellos que buscan comodidad y calidad de vida en la vibrante capital española. ¡No pierdas la oportunidad de visitarlo!",False,good,False,False,4297.0,True,False,False,False,[],False,False,275000.0,€,,,flat,"Los Cármenes, Madrid",Piso en calle de Faustino Osorio,Los Cármenes,,,,
