propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
108854077,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/5d/38/1357061874.webp,VM2507073,25,5,695000.0,flat,sale,71.0,False,2,2,calle de Ibiza,Madrid,Madrid,Retiro,es,Ibiza,40.4195662,-3.6754944,False,https://www.idealista.com/inmueble/108854077/,"PISO REFORMADO Y LUMINOSO EN IBIZA A escasos metros del Parque del Retiro, rodeado de restaurantes, comercios, colegios, hospitales, transportes públicos y todo tipo de servicio, APROPERTIES ofrece a la venta esta maravillosa y preciosa vivienda en una quinta planta interior con muchísima luz y a 5 minutos caminando del Retiro. La vivienda ha sido íntegramente reformada y cuenta con 67m² según catastro más una terraza de 3 m2 que ha sido incorporada. Se compone la zona de noche de 2 dormitorios dobles, uno con baño en suite, y otro cuarto de baño completo. La zona de día muy luminosa, la integra un salón comedor con cocina integrada totalmente equipada con electrodomésticos de alta gama. Dispone de un armario gabanero y otro armario de almacenamiento para utensilios de limpieza. Tiene calefacción central, así como aire acondicionado por conducto. Se ubica en una muy buena finca construida en 1968, cuidadas zoans comunes, con ascensor y servicio de portería. Nos encontramos con una magnífica oportunidad tanto como inversión por su alta rentabilidad, como para vivienda habitual en uno de los enclaves más demandados de Madrid por su cercanía al parque del Retiro.   El barrio de Ibiza destaca por su ambiente vibrante y exclusivo. Se caracteriza por sus calles arboladas, bulevares, proximidad al Parque del Retiro o la Milla de Oro de Madrid. Además, cuenta con una amplia oferta de restaurantes, bares y terrazas donde disfrutar de la gastronomía local. En la zona encontrará colegios, comercios y centros de salud, así como el hospital Gregorio Marañón. Lo que hace que la zona sea un lugar ideal para residir. Muy bien conectado con transporte público, cuenta con varias líneas de autobús, las líneas de metro 2 y 9, con las estaciones de Ibiza y Príncipe de Vergara o la estación de cercanías más próxima de Recoletos. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",False,good,False,True,9789.0,False,False,False,False,[],False,True,695000.0,€,,,flat,"Ibiza, Madrid",Piso en calle de Ibiza,Top+,,,,
108413089,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/06/03/1344167766.webp,6624,33,3,1090000.0,flat,sale,96.0,True,2,2,calle de Diego de León,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.436694,-3.6803806,False,https://www.idealista.com/inmueble/108413089/,"HousinGo presenta este piso exterior de 96 m2 en el barrio de Castellana, en la Calle Diego de León, a escasos metros del Instituto de Empresa IE, la calle de Velázquez y muy próximo a la Embajada de Estados Unidos. Ubicado en la tercera planta de una finca clásica de 1930, el edificio cuenta con ascensor y portero físico que vive en la finca, garantizando la seguridad máxima de todos sus vecinos.  La vivienda cuenta con una reforma integral de hace menos de un año, donde cada rincón ha sido diseñado combinando elegancia y vanguardia. Destacamos su luz natural, sus acabados de lujo y una distribución pensada para disfrutar al máximo cada estancia.  El inmueble dispone de un salón comedor, dividido en dos ambientes, ofreciendo una atmósfera cálida y sofisticada gracias a su chimenea de bioetanol, mueble de TV a medida con iluminación indirecta y dos balcones exteriores que inundan la estancia de luz natural. Los muebles del salón, hechos a medida, combinan a la perfección con la cocina, manteniendo una línea de diseño uniforme y elegante. La cocina abierta es un espacio pensado para disfrutar, con encimera de Dekton, electrodomésticos panelados e integrados, y una práctica zona de bar con vinoteca. Estética y funcionalidad se fusionan en este espacio, que se convierte en el corazón social de la vivienda.  La vivienda está inteligentemente distribuida con una puerta divisoria que separa la zona social de la zona de descanso, garantizando privacidad y tranquilidad. El dormitorio principal dispone de un gran armario empotrado, cabecero con iluminación indirecta y un elegante baño en suite revestido en mármol travertino, que aporta un toque atemporal y natural. El segundo dormitorio, actualmente habilitado como despacho, cuenta con ventana a la calle, armario empotrado y preinstalación eléctrica para cama de matrimonio. Una estancia versátil, ideal tanto para trabajo como para invitados o segunda habitación. El segundo baño, con acabados en microcemento, ofrece un diseño limpio, contemporáneo y funcional, en consonancia con el resto de la vivienda. El piso está climatizado con calefacción central mediante radiadores en todas las estancias, además de un sistema adicional de radiadores eléctricos controlados por Bluetooth, y un avanzado sistema Airzone con aire acondicionado frío/calor independiente en cada habitación. También dispone de un completo sistema domótico Google Home con altavoces integrados en todas las estancias, permitiendo controlar la música, la iluminación y otros dispositivos con la voz. Además, se incluyen TV Samsung The Frame en salón y ambos dormitorios, combinando entretenimiento y decoración. El Barrio de Salamanca es el distrito más selecto de Madrid y uno de los enclaves con mayor calidad de vida en Europa. Concebido a mediados del siglo XIX, sus majestuosas fachadas y amplias avenidas mantienen la elegancia y distinción propias de su época. Este histórico barrio no solo te fascinará por su rica oferta comercial, cultural y de ocio, sino también por su prestigiosa gastronomía. En sus calles se encuentran algunas de las embajadas más relevantes, así como monumentos icónicos como la Plaza de Colón o la Puerta de Alcalá. Además, alberga el renombrado espacio gastronómico Platea y la exclusiva “Milla de Oro” en la calle Serrano, donde se concentran las firmas más prestigiosas a nivel mundial. HousinGo, by David de Gea. Somos una agencia inmobiliaria especializada en la venta y alquiler de activos residenciales en zonas Prime de Madrid. Contamos con tres oficinas de atención al público, una en CALLE AYALA 62, otra en CALLE SERRANO 81, y otra en CALLE VELÁZQUEZ 117, en el Barrio de Salamanca. Por petición de algunos clientes, no publicamos una gran parte de nuestros inmuebles en portales inmobiliarios. Aunque la mayoría de nuestra cartera está en nuestra página web, frecuentemente tenemos.",False,good,False,True,11354.0,True,False,False,False,[],False,True,1090000.0,€,,,flat,"Castellana, Madrid",Piso en calle de Diego de León,Top+,1150000.0,60000.0,5.0,
109146370,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/06/35/1365653014.webp,6811,33,6,1750000.0,penthouse,sale,88.0,True,2,2,calle de Hermosilla,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.426424,-3.6823145,False,https://www.idealista.com/inmueble/109146370/,"HousinGo presenta este exclusivo ático en Recoletos, con vistas únicas. Se encuentra en una de las zonas más deseadas del barrio de Salamanca, junto a la Milla de Oro en la calle Serrano. Su entorno combina la elegancia clásica de la arquitectura madrileña con una oferta inmejorable de comercios, restaurantes, servicios y excelentes conexiones de transporte público. Situado en la 6ª planta de una finca clásica construida en 1930, con servicio de ascensor en todas sus plantas para mayor privacidad y comodidad de sus vecinos. Esta propiedad, destaca por su excelente distribución, luz natural y doble orientación Norte y Sur. Dispone de 2 terrazas: una exterior con vistas a la calle y otra interior orientada a un tranquilo patio de manzana, ideal para crear un oasis privado en pleno corazón urbano. La vivienda cuenta con 2 dormitorios y 2 baños completos, en una disposición funcional y cómoda. La amplia zona social se abre hacia un luminoso patio de manzana con orientación sur, lo que garantiza una excelente entrada de luz natural durante todo el día. En esta área, la vivienda cuenta con una acogedora terraza acristalada, ideal para disfrutar de un espacio adicional en cualquier época del año. La cocina integrada se incorpora de forma armoniosa al salón, creando un ambiente moderno y funcional, mientras que una elegante chimenea de bioetanol aporta un toque cálido y sofisticado al conjunto. El ático se entrega completamente renovado y a estrenar, con materiales de alta calidad y acabados elegantes. Se ha cuidado cada detalle para garantizar un diseño moderno, confortable y luminoso. Además, está equipado con calefacción central y aire acondicionado para asegurar el máximo bienestar durante todo el año. El Barrio de Salamanca es el distrito más selecto de Madrid y uno de los enclaves con mayor calidad de vida en Europa. Concebido a mediados del siglo XIX, sus majestuosas fachadas y amplias avenidas mantienen la elegancia y distinción propias de su época. Este histórico barrio no solo te fascinará por su rica oferta comercial, cultural y de ocio, sino también por su prestigiosa gastronomía. En sus calles se encuentran algunas de las embajadas más relevantes, así como monumentos icónicos como la Plaza de Colón o la Puerta de Alcalá. Además, alberga el renombrado espacio gastronómico Platea y la exclusiva “Milla de Oro” en la calle Serrano, donde se concentran las firmas más prestigiosas a nivel mundial. HousinGo, by David de Gea. Somos una agencia inmobiliaria especializada en la venta y alquiler de activos residenciales en zonas Prime de Madrid. Contamos con tres oficinas de atención al público, una en CALLE AYALA 62, otra en CALLE SERRANO 81, y otra en CALLE VELÁZQUEZ 117, en el Barrio de Salamanca. Por petición de algunos clientes, no publicamos una gran parte de nuestros inmuebles en portales inmobiliarios. Aunque la mayoría de nuestra cartera está en nuestra página web, frecuentemente tenemos nuevas oportunidades de inversión que se comercializan totalmente off-market. Si está interesado en alquilar, vender o comprar, puede contactarnos a través de nuestro teléfono fijo enviarnos un WhatsApp a o visitarnos en una de nuestras oficinas. Disponemos de un servicio de Call Center 24 horas al día, 365 días al año, para poder atenderles de manera ininterrumpida. .",True,good,False,True,19886.0,True,False,False,False,[],False,True,1750000.0,€,,,flat,"Recoletos, Madrid",Ático en calle de Hermosilla,Top+,,,,penthouse
109104090,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/73/0a/1364463840.webp,INM43488,85,8,995000.0,flat,sale,133.0,True,4,3,calle de Mauricio Legendre,Madrid,Madrid,Chamartín,es,Castilla,40.472197,-3.6865222,False,https://www.idealista.com/inmueble/109104090/,"Exclusividad, diseño y vistas se unen en este espectacular piso ubicado en la planta octava de una finca representativa en la zona de Chamartín, subzona Castilla, a escasos metros del Paseo de la Castellana. Una vivienda única, completamente exterior, con orientación privilegiada y vistas despejadas a las Cuatro Torres y la Sierra, que ofrece una experiencia residencial inigualable. La propiedad cuenta con 133 m² construidos según Catastro, completamente reformados con un proyecto de interiorismo de alto nivel, donde cada detalle ha sido cuidado al máximo para ofrecer un equilibrio perfecto entre estética, funcionalidad y confort. El resultado es un hogar elegante, contemporáneo y preparado para entrar a vivir. La distribución es moderna y abierta, diseñada para aprovechar al máximo la luz natural y crear espacios amplios y conectados. El salón, amplio y luminoso, se integra a la perfección con una cocina abierta de líneas limpias y materiales de alta calidad, creando una zona social versátil, ideal tanto para la vida diaria como para recibir invitados. Destaca especialmente una jardinera de obra que actúa como elemento arquitectónico funcional y decorativo, separando con elegancia la zona de televisión del resto del salón. La vivienda dispone de cuatro dormitorios, dos de ellos en suite. Uno de los dormitorios principales cuenta, además, con acceso a una terraza privada con vistas abiertas, perfecta para disfrutar de la luz y el aire libre en cualquier momento del día. Los tres baños completos mantienen la línea estética de la vivienda, con acabados modernos y diseño sobrio y atemporal. Los materiales empleados en la reforma son de primerísima calidad. Destacan los panelados de roble natural que aportan calidez, las vigas de hormigón visto que suman carácter y personalidad, y las puertas ocultas que refuerzan la sensación de continuidad visual en todos los espacios. La combinación de texturas, colores neutros y líneas puras crea una atmósfera sofisticada y acogedora. El edificio donde se encuentra la vivienda es representativo, con portero físico, ascensor y zonas comunes muy cuidadas. Se trata de una finca sólida, con presencia, que refuerza el valor patrimonial de la propiedad. Ubicado en la codiciada subzona de Castilla, en el distrito de Chamartín, este inmueble disfruta de una localización estratégica que combina lo mejor de dos mundos: una zona residencial tranquila, bien comunicada y rodeada de servicios, junto a una de las arterias principales de la ciudad, el Paseo de la Castellana. A pocos minutos a pie se encuentran estaciones de metro y tren, conexiones directas con el aeropuerto y acceso rápido a las principales vías de salida y entrada de Madrid. En el entorno inmediato hay colegios de prestigio, centros deportivos, supermercados, restaurantes, centros de negocios y zonas verdes. Una ubicación consolidada, segura y de alta demanda, ideal tanto para familias como para profesionales o inversores que buscan valor estable y potencial de revalorización. Este piso no es una vivienda más: es una oportunidad excepcional de adquirir un inmueble singular, con una intervención arquitectónica sobresaliente, en una de las zonas más dinámicas y sólidas de Madrid. Una propuesta pensada para quienes valoran el diseño, la calidad constructiva y la ubicación por encima de todo.",False,good,False,True,7481.0,True,False,True,False,[],False,True,995000.0,€,,,flat,"Castilla, Madrid",Piso en calle de Mauricio Legendre,Top+,,,,
108352054,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/b2/e7/1341544150.webp,,36,3,2750000.0,flat,sale,298.0,True,3,4,calle de Alberto Aguilera,Madrid,Madrid,Chamberí,es,Arapiles,40.4295348,-3.7096501,False,https://www.idealista.com/inmueble/108352054/,"PISO DE LUJO EN EL BARRIO DE CHAMBERÍ, MADRID Inmueble de lujo ubicado en el Barrio de Chamberí, en pleno Centro.  Reúne todos los requisitos que definen el lujo: ubicación, privacidad, diseño y seguridad. Situado en la calle Alberto Aguilera con una superficie de 298 m2, en la tercera planta del edificio, destaca por la luminosidad (orientación sur) con todas las estancias con ventilación natural, su gran volumen dada la altura de los techos y los 5 balcones a la calle principal. El diseño interior cuenta con espacios amplios, funcionales e independientes. Con las zonas de día y de noche muy bien diferenciadas.   La zona de día cuenta con una zona de recibo con un gran gabanero, sala de bienvenida, amplio salón-comedor con 3 balcones, aseo de cortesía y una maravillosa cocina con zona de lavandería.  La zona de noche con 3 habitaciones y 3 baños: suite principal que dispone de un importante vestidor y un amplio baño con ventilación natural, suite secundaria con gran armario y baño con ventilación natural y la tercera habitación con amplio armario, a la que da servicio un tercer bonito baño con ventilación natural, ubicado en el distribuidor de las habitaciones.  Todas las habitaciones disponen de armarios empotrados con puertas lacadas en blanco e interior forrado de lino con baldas, barras y cajones. La cocina está totalmente equipada con gran almacenaje en muebles alto y bajos, electrodomésticos de alta gama y una vinoteca de gran tamaño. Cabe destacar la antigüedad de la Finca, clásica con escaleras de madera y ascensor de jaula. Privacidad por el número reducido de vecinos, resaltando que hay dos pisos por planta. Dispone de escalera principal y de servicio para acceder a la vivienda. La finca dispone de servicio de portería. LAS FOTOS SON REALES, NO ES RENDER. SO.",True,good,False,True,9228.0,True,False,False,False,[],False,True,2750000.0,€,,,flat,"Arapiles, Madrid",Piso en calle de Alberto Aguilera,Top+,2900000.0,150000.0,5.0,
107682829,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/f2/48/1319672694.webp,LCM35699,36,5,970000.0,flat,sale,142.0,True,3,1,calle de Concepción Jerónima,Madrid,Madrid,Centro,es,Sol,40.4130234,-3.7060674,False,https://www.idealista.com/inmueble/107682829/,"Ubicada en la emblemática Calle de Concepción Jerónima, en pleno centro de Madrid, esta vivienda exterior en la penúltima planta de una elegante finca señorial destaca por su amplitud, luminosidad y gran potencial de reforma. Su distribución actual, compuesta gran parte por tabiques, permite diseñar los espacios según las necesidades y preferencias del futuro propietario, ofreciendo una flexibilidad única. La vivienda cuenta con una superficie generosa y una distribución que incluye un amplio recibidor, tres habitaciones espaciosas, dos grandes salones, una cocina independiente y un amplio baño con ventana, lo que garantiza una excelente ventilación y entrada de luz natural en todas las estancias.  Además, los techos de 3 metros de altura proporcionan una gran sensación de amplitud y elegancia. Uno de los puntos más destacados de esta vivienda es su orientación sur, que permite disfrutar de una iluminación natural excepcional a lo largo del día. Gracias a sus grandes ventanales en todas las estancias, la vivienda se llena de luz y ofrece unas espectaculares vistas sobre la ciudad. Esta luminosidad, combinada con la distribución diáfana, hace que la propiedad tenga un enorme potencial para convertirse en un hogar sofisticado y acogedor. El edificio en el que se encuentra es una finca señorial con ascensor, lo que añade un toque de distinción y comodidad. Además, la vivienda dispone de calefacción individual por gas natural, garantizando confort y eficiencia energética durante todo el año. Su ubicación es inmejorable, en una de las zonas más emblemáticas de Madrid. A pocos minutos se encuentran lugares icónicos como la Plaza Mayor, el Mercado de San Miguel, la Puerta del Sol y el Barrio de La Latina, donde se puede disfrutar de una amplia oferta gastronómica, cultural y de ocio.  Es una zona vibrante y con historia, perfecta para quienes buscan vivir en el corazón de la ciudad con acceso a todos los servicios y comodidades. En términos de transporte, la vivienda cuenta con excelentes conexiones que facilitan la movilidad por toda la ciudad. Se encuentra a escasos minutos de varias estaciones de metro, como La Latina (Línea 5), Tirso de Molina (Línea 1) y Sol (Líneas 1, 2 y 3, además de conexión con Cercanías Renfe).  Asimismo, dispone de múltiples líneas de autobuses EMT, como la 17, 31, 50 y 65, que conectan con distintos puntos de Madrid.  También cuenta con un fácil acceso a la M-30, lo que facilita el desplazamiento en vehículo privado..",True,renew,False,True,6831.0,True,False,True,False,[],False,True,970000.0,€,,,flat,"Sol, Madrid",Piso en calle de Concepción Jerónima,Top+,,,,
108684614,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/48/58/1352073672.webp,THE ONE,27,10,15000000.0,penthouse,sale,1500.0,True,5,6,Barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4469282,-3.6961842,False,https://www.idealista.com/inmueble/108684614/,"^**^THE ONE^**^ LUJO EXCLUSIVO -ÁTICO DÚPLEX ÚNICO EN MADRID CON MÁS DE 1.500 M² Y TERRAZAS PRIVADAS CON PISCINA ^**^ *** UNA PROPIEDAD COMPLETAMENTE A ESTRENAR! The One, un ático dúplex verdaderamente irrepetible en el corazón de Madrid. Ubicado en un edificio señorial junto al Paseo de la Castellana, esta joya arquitectónica eleva el concepto de exclusividad a su máxima expresión. Con más de 1.500 m² construidos entre vivienda y espacios exteriores, The One es actualmente el único ático de estas características en venta en todo Madrid. El ático cuenta con 600 m² construidos en dos plantas conectadas por escaleras interiores y exteriores: una planta principal de 400 m² y una planta superior de 150 m². Su exterior suma 750 m² de terrazas privadas, con vistas panorámicas que abrazan el skyline madrileño. La terraza principal está equipada con iluminación led perimetral, riego automático, zona de bar y barbacoa, porche cubierto, toldos motorizados, piscina infinity climatizada con nado contracorriente, escaleras romanas, iluminación integrada, vestuarios independientes y un elegante frente acristalado que potencia la sensación de amplitud. En la planta superior, una terraza de casi 300 m² se sitúa entre las más altas de Madrid, ofreciendo vistas despejadas únicas, absoluta privacidad y un entorno ideal tanto para la contemplación como para la celebración de eventos selectos. Todos los dormitorios son en suite, con baño privado y vestidor, bañados por luz natural y acabados con materiales de altísima gama. La cocina destaca por su isla central suspendida de diseño vanguardista, e incluye una completa zona de servicio con lavandería y dormitorio en suite. The One está diseñado para satisfacer los más altos estándares de sostenibilidad y eficiencia energética: aislamiento térmico y acústico, climatización por suelo radiante y refrescante mediante aerotermia y calidades compatibles con certificación Passivhaus. Dispone de dos amplias plazas de garaje contiguas, y acceso directo e independiente a la terraza principal mediante uno de los cinco ascensores del edificio, una rareza que refuerza su carácter excepcional. Situado a escasos metros del eje financiero y empresarial de Madrid, este ático se erige en una de las zonas más prestigiosas de la capital, rodeado de arquitectura clásica, boutiques de lujo, restaurantes de autor y una red de transporte privilegiada. A un paso del complejo AZCA, el Paseo de la Castellana y el Estadio Santiago Bernabéu, The One ofrece una experiencia de vida donde el lujo, la privacidad y el dinamismo urbano conviven en perfecta armonía. La vivienda ha sido concebida como una obra maestra del diseño contemporáneo, ejecutada con estándares técnicos y estéticos excepcionales por un equipo de arquitectos e interioristas de reconocido prestigio. Cada rincón de The One ha sido proyectado para ofrecer una experiencia residencial incomparable: luz natural, volúmenes amplios, acabados de lujo y una integración perfecta entre interior y exterior. The One no es solo una vivienda, es una declaración de intenciones. Para quienes buscan lo extraordinario, lo escaso, lo incomparable. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.",True,good,False,True,10000.0,True,False,False,False,[],False,True,15000000.0,€,True,True,flat,"Nuevos Ministerios-Ríos Rosas, Madrid",Ático,Top+,,,,penthouse
109146369,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/a2/41/1365653026.webp,6813,31,3,1520000.0,flat,sale,83.0,True,2,2,calle de Castelló,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4273805,-3.6803594,False,https://www.idealista.com/inmueble/109146369/,"HousinGo presenta magnífico y luminoso piso con dos encantadores balcones exteriores. La ubicación es inmejorable, cerca de la emblemática Calle Jorge Juan, y a pocos pasos de las prestigiosas calles Goya y Velázquez, en una de las zonas más deseadas y cotizadas de la ciudad. Situado en la 3ª planta de una finca clásica y representativa de 1920, el edificio cuenta con ascensor y te ofrece seguridad y comodidad.  La vivienda goza de un excelente nivel de luz natural, que se amplifica gracias a su orientación exterior y techos altos. El piso está completamente reformado y a estrenar, el diseño resalta el estilo contemporáneo a través de materiales de primera calidad. Se distribuye en pasillo distribuidor que nos conduce a la zona social, amplia y diáfana, su salón comedor con dos balcones y chimenea, la cocina es amplia, cuanta con armarios de gran capacidad, esta equipada con electrodomésticos Bosh de alta gama y vinoteca. La zona de descanso cuenta con dos dormitorios, equipados con armarios empotrados de suelo a techo, 2 baños con plato de ducha, uno de ellos en suite. Equipado con calefacción individual de gas natural  y aire acondicionado por conductos, el inmueble asegura una temperatura confortable en cualquier época del año. Este exclusivo piso combina elegancia, comodidad y una ubicación privilegiada, convirtiéndose en una opción ideal para aquellos que buscan un hogar sofisticado y perfectamente conectado con los servicios y puntos de interés de Madrid. El Barrio de Salamanca es el distrito más selecto de Madrid y uno de los enclaves con mayor calidad de vida en Europa. Concebido a mediados del siglo XIX, sus majestuosas fachadas y amplias avenidas mantienen la elegancia y distinción propias de su época. Este histórico barrio no solo te fascinará por su rica oferta comercial, cultural y de ocio, sino también por su prestigiosa gastronomía. En sus calles se encuentran algunas de las embajadas más relevantes, así como monumentos icónicos como la Plaza de Colón o la Puerta de Alcalá. Además, alberga el renombrado espacio gastronómico Platea y la exclusiva “Milla de Oro” en la calle Serrano, donde se concentran las firmas más prestigiosas a nivel mundial. HousinGo, by David de Gea. Somos una agencia inmobiliaria especializada en la venta y alquiler de activos residenciales en zonas Prime de Madrid. Contamos con tres oficinas de atención al público, una en CALLE AYALA 62, otra en CALLE SERRANO 81, y otra en CALLE VELÁZQUEZ 117, en el Barrio de Salamanca. Por petición de algunos clientes, no publicamos una gran parte de nuestros inmuebles en portales inmobiliarios. Aunque la mayoría de nuestra cartera está en nuestra página web, frecuentemente tenemos nuevas oportunidades de inversión que se comercializan totalmente off-market. Si está interesado en alquilar, vender o comprar, puede contactarnos a través de nuestro teléfono fijo enviarnos un WhatsApp a o visitarnos en una de nuestras oficinas. Disponemos de un servicio de Call Center 24 horas al día, 365 días al año, para poder atenderles de manera ininterrumpida. .",False,good,False,True,18313.0,True,False,False,False,[],False,True,1520000.0,€,,,flat,"Recoletos, Madrid",Piso en calle de Castelló,Top+,,,,
104911185,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/2c/47/1236043595.webp,ch-425789,35,,5800000.0,chalet,sale,848.0,,9,5,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4488204,-3.6874443,False,https://www.idealista.com/inmueble/104911185/,"ÚNICA Inmobiliaria Chamartín ofrece este singular y exclusivo chalet individual con ascensor, en el corazón del barrio del Viso. Los 848 m² se distribuyen:  Planta principal: Hall de entrada, aseo de cortesía, gran salón en varios ambientes con salida al jardín y piscina, comedor independiente, y cocina con office. Primera planta: Cinco dormitorios, dos cuartos de baño completos y dos estupendas terrazas acristaladas. Segunda planta: Tres dormitorios (el principal con vestidor y cuarto de baño completo) y otro baño más para dar servicio al resto.  Tercera planta (bajo cubierta): sala diáfana de estar. Panta sótano: Salas de estar, juegos, gimnasio con sauna y baño completo, dormitorio de servicio con baño, salas de estar, cuarto de calderas, trasteros y garaje para 3 coches.  Además cuenta con piscina, un estupendo patio con barbacoa.  El Viso representa un exclusivo oasis residencial sobre el asfalto de la capital y cuya arteria principal es la calle Serrano. El prestigioso barrio nació de la mano del arquitecto Rafael Bergamín en los años 30 del siglo pasado con vocación social y de segundas residencias. Terrenos que se encontraban en las afueras de la ciudad y sobre los que se experimentó un estilo diferente de construcción. Varios urbanistas de la época que estudiaron en Alemania importaron de este país el nuevo concepto de arquitectura racionalista y de ahí que muchas casas de El Viso imiten a pequeños palacetes. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,good,False,,6840.0,False,False,False,False,[],False,True,5800000.0,€,True,True,chalet,"El Viso, Madrid",Casa independiente,Top+,,,,independantHouse
106388776,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/b9/61/1350709071.webp,V1385MAC,38,4,1390000.0,flat,sale,129.0,True,3,3,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4251266,-3.7107565,False,https://www.idealista.com/inmueble/106388776/,"Piso en venta, reformado integralmente, en una de las zonas mas codiciadas del Madrid clásico por su vida cultural, su ambiente bohemio y su herencia histórica y arquitectónica. La propiedad se ubica en la cuarta planta de un edificio construido en el año 1900, excelentemente conservado, a pocos pasos del palacio de Liria y de plaza España. Reformado en su totalidad cuidando cada detalle y combinando el encanto señorial propio del inmueble con los detalles modernos para hacer de esta vivienda un hogar confortable. El inmueble cuenta con una superficie de 129 m² que se distribuyen en hall de bienvenida con armario gabanero y aseo de cortesía, amplia zona de recibo con cocina incorporada y tres balcones a la calle, que ofrecen gran luminosidad a todo el área social. La zona de descanso esta compuesta por tres dormitorios con cuarto de baño en suite, amplia zona de almacenamiento con armarios de suelo a techo. Dormitorio principal con zona de vestidor independiente y balcón a la calle. La vivienda se entrega totalmente amueblada con muebles de diseño, acabados en madera y una excelente iluminación mediante luces LED. Dispone de calefacción por gas natural, con caldera individual, por radiador, sistema de climatización con aire frio y caliente por conductos La vivienda disfruta de orientación norte para la zona de salón comedor, cocina y dormitorio principal y orientación sur para el resto de dormitorios. Al estar ubicado en la cuarta planta del edificio ambas zonas disfrutan de abundante luz todo el año. Amplitud, luz natural, ubicación en una vivienda a completamente reformada: sin duda nos encontramos ante un inmueble excepcional, que reúne todos los requisitos para hacer del mismo un excelente hogar. La reforma efectuada al piso consiguió un máximo aprovechamiento del espacio útil a fin de que sus habitantes puedan gozar de la privacidad y el mejor confort posibles. La luz en todas sus áreas es un privilegio pues al ser un ático goza de luz natural durante la mayoría de las horas del día. La vivienda en detalle: Las áreas de recibo; salón/comedor y cocina abierta con sus tres balcones a la calle permiten una convivencia insuperable. La cocina cuenta con una gran capacidad de guarda y está totalmente equipada con electrodomésticos de alta gama. En el acceso al piso nos encontraremos con dos armarios (de piso a techo) y el aseo de cortesía, lo que le proporciona a la vivienda de una capacidad de almacenaje y privacidad. Cuenta además con un armario empotrado completo para blancos y artículos de limpieza, así como un espacio para la lavadora/secadora que se incluye en la vivienda. La espaciosa habitación máster tiene un balcón a la calle y cuenta con vestidor y dos juegos de armarios empotrados de piso a techo y baño totalmente equipado. Las otras dos habitaciones son también en suite, con ventilación y luz natural, armarios empotrados de piso a techo. Los baños cuentan con las mejores calidades del mercado. El interiorismo del piso ha estado a cargo de la reconocida arquitecta Lola Martínez de Estudio Basiko y literalmente se entrega llave en mano con el máximo equipamiento posible.",True,good,False,True,10775.0,True,False,False,False,[],False,True,1390000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso,Top+,,,,
