propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,hasLift,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108686678,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/55/af/1355088630.webp,7712a057-1c61-45de-ab23-f07d816a7b05,29,1560000.0,flat,sale,165.0,4,3,calle de Santa Engracia,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4478131,-3.7047071,False,https://www.idealista.com/inmueble/108686678/,"Una vivienda espaciosa y luminosa en el corazón de la ciudad. Esta amplia propiedad ubicada en la prestigiosa calle Santa Engracia, cuenta con una excelente distribución que aprovecha al máximo la luz natural en todas las estancias. La vivienda cuenta con un recibidor acogedor con amplios armarios empotrados, un salón comedor espacioso y luminoso, una cocina amplia y funcional con office, 4 dormitorios amplios y luminosos, uno de ellos en suite con baño privado, y dos baños adicionales más un aseo, todos ellos con ventanas que permiten una excelente ventilación y entrada de luz natural. Además, cuenta con un cuarto de almacenaje dentro de la vivienda y techos altos que proporcionan una sensación de amplitud. Ubicada en un entorno tranquilo y céntrico, esta vivienda es ideal para aquellos que buscan un hogar relajante y acogedor en el corazón de la ciudad. La ubicación es inmejorable, en el corazón de la ciudad, con acceso fácil a comercios, restaurantes, colegios y parques, y excelente comunicación por metro y autobús, para una movilidad sin problemas. Esto la hace ideal para vivir o invertir, con un gran potencial de rentabilidad. Con una ubicación privilegiada y una gran demanda de viviendas, esta propiedad es una oportunidad única para invertir en el mercado inmobiliario, y su potencial de reforma y ampliación la hace ideal para aquellos que buscan un proyecto personalizado. No te pierdas esta oportunidad de vivir o invertir en una de las zonas más demandadas de la ciudad. ¡Contacta con nosotros para más información!",False,good,False,9455.0,False,False,False,False,[],False,False,1560000.0,€,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de Santa Engracia,1,False,True,,,,,,,
108611752,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/3f/95/1353238714.webp,07249,43,275000.0,flat,sale,68.0,2,1,calle de Plus Ultra s/n,Madrid,Madrid,Barajas,es,Timón,40.4719656,-3.5853001,True,https://www.idealista.com/inmueble/108611752/,"Roan les ofrece este encantador piso situado en la primera planta en un edificio residencial sin ascensor. Vivienda muy bien distribuida en salón comedor, 2 dormitorios con armarios empotrados, cocina independiente y 1 baño con plato de ducha.  La luz natural que inunda este ambiente lo convierte en un lugar acogedor y agradable. Ubicado en una zona tranquila y bien comunicada con acceso a diversas comodidades como supermercados, parques y transporte público, lo que facilitará tu día a día.",True,good,False,4044.0,True,False,False,False,[],False,False,275000.0,€,flat,,"Timón, Madrid",Piso en calle de Plus Ultra s/n,1,True,False,,,,,,,
106862077,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/fa/95/fb/1299367226.webp,2ºA,7,535000.0,flat,sale,94.0,3,2,"Emilio Muñoz, 47",Madrid,Madrid,San Blas,es,Simancas,40.4337669,-3.6243142,True,https://www.idealista.com/obra-nueva/106862077/,"Residencial privado compuesto de 48 viviendas de 1, 2 y 3 dormitorios en el histórico barrio de San Blas-Canillejas, uno de los barrios más legendarios de Madrid. A día de hoy se está modernizando y convirtiendo en el Silicon Valley de Madrid debido al proyecto Madbit. San Blas - Madrid es una urbanización privada con piscina, gimnasio, ascensor, garajes, trasteros y viviendas con balcones. Todas las viviendas cuentan con sistema de climatización mediante Aerotermia lo que permite reducir 30% la factura de energía de la vivienda. En San Blas apostamos por la eficiencia energética.",False,,True,5691.0,True,False,False,False,[],False,False,535000.0,€,flat,,"Simancas, Madrid","Piso en Emilio Muñoz, 47",2,True,True,False,True,True,,,,
108688244,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/36/b5/1308990957.webp,P3 7ºA,6,530000.0,flat,sale,118.0,3,2,"camino del Espinillo, 73",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3696574,-3.5869301,True,https://www.idealista.com/obra-nueva/108688244/,"BLOOM:  BLOOM es un exclusivo proyecto residencial de Kronos Homes en Los Berrocales, un nuevo barrio en desarrollo de amplias avenidas, bulevares y zonas verdes, que se sitúa en el sureste de Madrid.  Ubicación:  La parcela linda al este con la Gran Vía del Sureste que conecta el Ensanche de Vallecas con el resto de los sectores del sureste. Al Oeste linda con el Parque Lineal junto al arroyo de la Marañosa, zona verde peatonal por la que se podrá disfrutar en familia en un entorno libre de coches. Las viviendas:  El proyecto básico ha sido diseñado por el estudio de arquitectura de Rafael de la Hoz, arquitecto de reconocido prestigio y autor de obras muy singulares, como lo es: BLOOM.  El estudio de interiorismo de Teresa Sapey + Partners realiza el diseño interior de las zonas comunes, así como colabora en la selección de los materiales del interior de las viviendas.  El proyecto consta de 113 viviendas de 1, 2 y 3 dormitorios en un edificio compuesto por 3 bloques, con diseño moderno y vanguardista. Las viviendas son luminosas, con una distribución optimizada y contando todas con terraza exterior.  La ubicación de la parcela, en la Etapa 1 del desarrollo, permitirá que se puedan entregar las viviendas en el primer trimestre de 2027.  Zonas comunes:  El residencial contará con un completo equipamiento: piscinas de adultos e infantil, gimnasio, sala gourmet, coworking, pet spa, juegos infantiles, cuarto de bicicletas.. . lo que hará que las posibilidades de ocio en el propio edificio sean variadas y para todas las edades.  Horario de oficina de ventas:  De lunes a viernes, desde las 10:00 a 14:00 y 16:00 a 19:00 y sábados de 10:00 a 14:00. Dirección: Camino del Espinillo, 73, 28031, Los Berrocales. Madrid.  Estaremos encantados de recibirte y ampliarte todos los detalles del proyecto.",False,,True,4492.0,True,False,False,False,[],False,False,530000.0,€,flat,,"Los Berrocales, Madrid","Piso en camino del Espinillo, 73",7,True,True,False,True,True,,,,
108921183,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/36/b5/1308990957.webp,P2_2ºA ,6,430500.0,flat,sale,101.0,2,2,"camino del Espinillo, 73",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3696574,-3.5869301,True,https://www.idealista.com/obra-nueva/108921183/,"BLOOM:  BLOOM es un exclusivo proyecto residencial de Kronos Homes en Los Berrocales, un nuevo barrio en desarrollo de amplias avenidas, bulevares y zonas verdes, que se sitúa en el sureste de Madrid.  Ubicación:  La parcela linda al este con la Gran Vía del Sureste que conecta el Ensanche de Vallecas con el resto de los sectores del sureste. Al Oeste linda con el Parque Lineal junto al arroyo de la Marañosa, zona verde peatonal por la que se podrá disfrutar en familia en un entorno libre de coches. Las viviendas:  El proyecto básico ha sido diseñado por el estudio de arquitectura de Rafael de la Hoz, arquitecto de reconocido prestigio y autor de obras muy singulares, como lo es: BLOOM.  El estudio de interiorismo de Teresa Sapey + Partners realiza el diseño interior de las zonas comunes, así como colabora en la selección de los materiales del interior de las viviendas.  El proyecto consta de 113 viviendas de 1, 2 y 3 dormitorios en un edificio compuesto por 3 bloques, con diseño moderno y vanguardista. Las viviendas son luminosas, con una distribución optimizada y contando todas con terraza exterior.  La ubicación de la parcela, en la Etapa 1 del desarrollo, permitirá que se puedan entregar las viviendas en el primer trimestre de 2027.  Zonas comunes:  El residencial contará con un completo equipamiento: piscinas de adultos e infantil, gimnasio, sala gourmet, coworking, pet spa, juegos infantiles, cuarto de bicicletas.. . lo que hará que las posibilidades de ocio en el propio edificio sean variadas y para todas las edades.  Horario de oficina de ventas:  De lunes a viernes, desde las 10:00 a 14:00 y 16:00 a 19:00 y sábados de 10:00 a 14:00. Dirección: Camino del Espinillo, 73, 28031, Los Berrocales. Madrid.  Estaremos encantados de recibirte y ampliarte todos los detalles del proyecto.",False,newdevelopment,True,4262.0,True,False,False,False,[],False,False,430500.0,€,flat,,"Los Berrocales, Madrid","Piso en camino del Espinillo, 73",2,True,True,False,True,True,,,,
107560604,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/89/65/1340630569.webp,BHHS-MAD-0609,16,1709000.0,flat,sale,164.0,3,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4288432,-3.6733018,False,https://www.idealista.com/inmueble/107560604/,"Te presentamos esta exclusiva propiedad de 164 metros cuadrados catastrales, totalmente reformado a estrenar, exterior con buena luz natural, con balcón corrido situado en la quinta planta con ascensor. La vivienda se encuentra perfectamente ubicada, en el barrio de Goya, entre las calles de Claudio Coello y Serrano, dos de las arterias principales de la zona, y a pocos minutos de la plaza de Colón Cerca de las famosas calles de Goya y Velázquez, ejes de la Milla de Oro madrileña, está rodeada de una gran oferta de restauración y ocio. La vivienda se distribuye en hall de entrada que nos guía a la zona de estar con gran salón con salida al balcón corrido, seguido de zona de comedor y cocina abierta con isla completamente equipada con electrodomésticos de gama alta y muebles hechos a medida. Dispone de zona de lavandería independiente. En la zona de descanso encontramos tres habitaciones, dos de ellas con baño en suite y amplios vestidores y grandes ventanales. Dispone de un tercer baño completo que presta servicio de cortesía. La reforma cuenta con calidades muy buenas y es un inmueble perfecto para invertir o vivir en una de las mejores zonas de Madrid. Disponemos de varios inmuebles similares que solo pueden ser anunciados en nuestra web por expreso deseo de sus propietarios. Si desea verlos puede hacerlo pinchando en el enlace ubicado al final del anuncio.",False,good,False,10421.0,True,False,False,False,[],False,False,1709000.0,€,flat,,"Goya, Madrid",Piso,5,True,True,,,,,,,
105455071,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/9e/3d/1286089451.webp,389-C,53,1395000.0,chalet,sale,489.0,5,5,avenida Principal,Madrid,Valdelagua,,es,,40.650962,-3.6101593,False,https://www.idealista.com/inmueble/105455071/,"ABETO COCHES Y CASAS - Magnífica propiedad con inmejorable ubicación muy cercana al control de seguridad de la entrada, así como cercana al club social de la urbanización que cuenta con una estupendas zonas comunes con piscina y amplias zonas deportivas. Con una bonita parcela completamente ajardinada, amplia pradera de césped, piscina privada con cascada, cenador, casita exterior para invitados con salón cocina dormitorio y baño.  La vivienda cuenta con una gran entrada con zona de aparcamiento privado y una fuente central. Cuenta con orientación Sur, lo que aporta mucha luz natural a todas las estancias.  La vivienda dispone de una cómoda distribución y persianas eléctricas. En planta principal un amplio hall de entrada, salón con comedor independiente y salida directa al jardín, amplia cocina con zona office y salida directa al porche, sala de lavandería, aseo de cortesía, dormitorio con su baño en suite y despacho. También tenemos un garaje privado con capacidad para cuatro coches. En planta superior tenemos el espectacular dormitorio principal en suite con sus dos vestidores, una zona de estar, salida directa a la terraza privada y con un gran baño en suite con bañera hidromasaje y ducha. Otras dos habitaciones de gran tamaño que comparten un baño de gran amplitud con bañera y ducha.  En planta baja cuenta con una gran bodega, sala de cine y de juegos, así como un trastero. ABETO COCHES Y CASAS - VEN A VERNOS A NUESTRA OFICINA EN EL CENTRO COMERCIAL DE SANTO DOMINGO -  ref: 389-C.",True,good,False,2853.0,False,False,False,False,[],False,False,1395000.0,€,chalet,independantHouse,Valdelagua,Casa independiente en avenida Principal,,,,,True,True,,,,
105512658,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/3f/23/1254808502.webp,2165b86b-ea86-4186-916f-4cac6eadcc7c,40,1815000.0,chalet,sale,527.0,6,5,calle de Basilio de Prado,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4794734,-3.7285612,False,https://www.idealista.com/inmueble/105512658/,"Descubre esta magnífica casa unifamimiar en Peñagrande, Fuencarral-El Pardo, Madrid. Con 527 m², en una parcela de 1000 m2,  esta vivienda en buen estado ofrece 5 dormitorios y 5 baños, ideal para familias numerosas. Disfruta de comodidades como aire acondicionado, calefacción a gas, armarios empotrados y cocina equipada. Relájate en el amplio jardín, organiza barbacoas en la terraza o disfruta de la vista desde el balcón. Además, cuenta con garaje, trastero y accesibilidad para sillas de ruedas. Esta casa amueblada combina confort y funcionalidad en una ubicación privilegiada. ¡No pierdas la oportunidad de visitarla! Ubicado en el distrito de Fuencarral-El Pardo, Madrid, el barrio de Peñagrande ofrece a sus residentes una combinación ideal de tranquilidad, confort y excelente conectividad. Este barrio es perfecto para aquellos que buscan un entorno residencial apacible con todas las comodidades y ventajas de vivir en una zona bien comunicada de la capital. Peñagrande se caracteriza por sus calles tranquilas y su ambiente acogedor, con una mezcla de edificios residenciales modernos y tradicionales. La cercanía a numerosos parques y zonas verdes, como el Parque de la Vaguada y el Monte del Pardo, proporciona un espacio ideal para disfrutar de actividades al aire libre, paseos y momentos de relajación en medio de la naturaleza. El barrio cuenta con una infraestructura de servicios muy completa. Desde colegios y centros de salud hasta una variada oferta comercial que incluye supermercados, tiendas especializadas y el Centro Comercial La Vaguada, Peñagrande proporciona todo lo necesario para una vida cómoda y práctica. Además, la oferta gastronómica es diversa, con numerosos restaurantes, bares y cafeterías que satisfacen todos los gustos y ofrecen una rica variedad culinaria.",False,good,False,3444.0,False,False,False,False,[],False,False,1815000.0,€,chalet,independantHouse,"Peñagrande, Madrid",Casa independiente en calle de Basilio de Prado,,,,,,,,,,
108426533,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/d2/b3/1133675344.webp,20B,7,298750.0,flat,sale,86.0,3,2,"calle Saiz Romillo, 1",Madrid,Velilla de San Antonio,,es,,40.3668595,-3.4864377,True,https://www.idealista.com/obra-nueva/108426533/,"Lares de Velilla Centro: 39 viviendas exclusivas en una urbanización cerrada en Velilla de San Antonio Promored lanza la comercialización de Lares de Velilla Centro, un nuevo y exclusivo proyecto residencial compuesto por 39 viviendas en una urbanización cerrada situada en la calle Sainz Romillo, 1, en Velilla de San Antonio. Diseñado por el prestigioso estudio GSM Arquitectos SLP, bajo la dirección de Gaspar Sánchez Moro, arquitecto con más de 25 años de trayectoria, este desarrollo ofrece un equilibrio perfecto entre diseño contemporáneo, confort y funcionalidad, cuidando cada detalle para garantizar la máxima calidad de vida. Las viviendas, disponibles en tipologías de 1, 2 y 3 dormitorios, cuentan con plaza de garaje y trastero, y han sido pensadas para optimizar el espacio sin renunciar al estilo ni a la comodidad. Los materiales y acabados de alta gama garantizan espacios duraderos, eficientes y acogedores. Además, la promoción incluye bajos con jardín privado y áticos con amplias terrazas, ideales para quienes desean disfrutar del exterior con total privacidad. Los residentes de Lares de Velilla Centro también disfrutarán de zonas comunes cuidadas, tranquilas y exclusivas, diseñadas para fomentar el bienestar y la convivencia en un entorno seguro y apacible. Este nuevo proyecto no solo destaca por su arquitectura y calidad constructiva, sino también por su excelente ubicación, con acceso a todos los servicios esenciales y una inmejorable conexión con Madrid. Si estás buscando una vivienda que combine elegancia, comodidad y buena comunicación, este es el momento. Descubre tu nuevo hogar con Promored en Velilla de San Antonio.",False,newdevelopment,True,3474.0,True,False,False,False,[],False,False,298750.0,€,flat,,Velilla de San Antonio,"Piso en calle Saiz Romillo, 1",bj,True,True,False,True,True,,,,
108423994,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/90/06/1366088779.webp,RCRIS,45,720000.0,flat,sale,146.0,3,1,"paseo de la Reina Cristina, 5",Madrid,Madrid,Retiro,es,Jerónimos,40.4068292,-3.683712,True,https://www.idealista.com/inmueble/108423994/,"En una zona en auge y con creciente demanda, en la parte baja de Los Jerónimos en Retiro, encontrarás esta vivienda en el Paseo de Reina Cristina. Este espacioso inmueble de 146 m² construidos totales catastrales, con una superficie de vivienda de 130 m² (en escrituras son 148,99 m²), te hará imaginar la casa de tus sueños o tu espacio profesional ideal. Estarás a dos pasos de la estación de Atocha y del parque El Retiro accediendo por la Puerta de Mariano de Cavia. Reformado en 2011 y con la actualización de las instalaciones eléctricas y de fontanería y calefacción, esta vivienda te ofrece todas las garantías para realizar eventualmente los cambios de distribución de espacios que quieras plantearte para dejarla a tu gusto. Paredes lisas, excelente iluminación, suelo de parquet y cerramientos nuevos tipo climalit hacen que esta propiedad se encuentre en muy buen estado de conservación. Se trata de una vivienda a altura de entreplanta (aunque en Catastro consta como primera planta) que en 2011 se adaptó para consulta médica, lo que lo convierte en un espacio versátil. Actualmente, cuenta con 3 despachos/habitaciones exteriores, sala de reuniones, cocina office, baño completo, cuarto de almacén, archivo y recepción. Sus techos de 3,30 metros de altura brindan una increíble sensación de amplitud. La vivienda cuenta con calefacción central con consumo individualizado, aire acondicionado/bomba de calor en todas las habitaciones y cocina, agua caliente por termo eléctrico y suministros de luz y agua dados de alta. Adicionalmente, en la planta -1 encontraremos el trastero asignado a esta propiedad, de unos 4 m2 aproximadamente que te dará un respiro adicional para el almacenamiento. El edificio es accesible a personas con movilidad reducida ya que cuenta con un ascensor para los primeros peldaños que dan acceso al amplio hall, con mostrador en recepción y servicio de conserjería. La zona baja de Los Jerónimos suscita últimamente un gran interés lo cual se viene manifestando en la creciente demanda de los últimos años. El Paseo de Reina Cristina te ofrece una variedad de comercios, servicios, centros educativos y excelentes conexiones de transporte. Y para que no te pierdas ningún detalle, tienes a tu disposición fotografías profesionales, vídeo, tour 360º y planos tanto con la distribución actual como con los muros de carga para que puedas imaginar y planificar tu próxima reforma. Descubre todo lo que esta propiedad tiene para ofrecerte. ¡Llámanos y agenda tu visita!",True,good,False,4932.0,True,False,True,False,[],False,False,720000.0,€,flat,,"Jerónimos, Madrid","Piso en paseo de la Reina Cristina, 5",1,True,True,,,,790000.0,70000.0,9.0,
107894648,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/97/dd/1327570832.webp,leg-4768678,42,1149000.0,flat,sale,256.0,4,4,calle Junta de Castilla y Leon,Madrid,Boadilla del Monte,Valdepastores - Las Encinas,es,,40.4442141,-3.8722388,False,https://www.idealista.com/inmueble/107894648/,"Te presentamos esta magnífica vivienda en planta baja situada en una de las mejores zonas de Boadilla del Monte, donde la privacidad y la tranquilidad son protagonistas indiscutibles. Rodeada de un amplio jardín/terraza que bordea tres de sus fachadas, esta casa ofrece acceso directo al exterior desde todas sus estancias, creando una conexión constante con la naturaleza y proporcionando una luminosidad excepcional. ¡Se permite la posibilidad de hacer piscina privada! Al acceder a la vivienda, un elegante hall con armario gabanero da la bienvenida y conecta con un aseo de cortesía y con un espectacular salón-comedor, amplio y muy luminoso, que se abre a un porche cerrado con Lumon, ideal para disfrutarlo todo el año.  Desde allí, se accede directamente al jardín, perfecto para relajarse, recibir visitas o disfrutar en familia. La cocina, de generosas dimensiones, está perfectamente equipada y cuenta con un espacio independiente para lavandería, pensado para el máximo confort y funcionalidad. La zona privada alberga cuatro amplios dormitorios con armarios empotrados. El dormitorio principal dispone de vestidor y baño en suite. Otro de los dormitorios también cuenta con baño privado, mientras que las dos habitaciones restantes comparten un tercer baño completo, todos con acabados de alta calidad. La vivienda está equipada con un sistema de domótica que controla las persianas motorizadas, la climatización y algunas estancias de luz.  También logra la máxima eficiencia con sistema de geotermia con suelo radiante y refrescante y paneles solares, lo que garantiza una temperatura ideal durante todo el año con un consumo energético mínimo. Ubicada en una urbanización cuidada al detalle, los residentes disfrutan de completas zonas comunes que incluyen un moderno gimnasio, piscina y áreas ajardinadas. La propiedad incluye además dos plazas de garaje para vehículos grandes y un trastero. Una oportunidad única para vivir con el máximo confort, rodeado de naturaleza y a pocos minutos de todos los servicios. Gracias a las empresas del GRUPO LEGEND, aportamos Asesoramiento Fiscal, Financiero y un Arquitecto a su disposición para cualquier consulta o servicio que necesite, todos estos servicios son incluidos sin coste adicional a nuestros clientes. Además, no cobramos honorarios al comprador. Nos adaptamos a las necesidades y horarios de nuestros clientes. Contacta con nosotros para más información y organizar una visita.",True,good,False,4488.0,True,False,False,False,[],False,False,1149000.0,€,flat,,"Valdepastores - Las Encinas, Boadilla del Monte",Piso en calle Junta de Castilla y Leon,bj,True,True,,True,True,1195000.0,46000.0,4.0,
108839811,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/92/7e/1356637192.webp,5394a2ca-20c9-4e6d-a3dc-b9b14c6e08cf,24,950000.0,chalet,sale,242.0,3,3,paseo del Comandante Fortea,Madrid,Madrid,Moncloa,es,Casa de Campo,40.4305317,-3.732531,False,https://www.idealista.com/inmueble/108839811/,"Huspy ofrece sin honorarios para comprador este impresionante chalet recientemente reformado de diseño en Casa de Campo, Moncloa-Aravaca, Madrid. Este chalet se encuentra en una de las zonas residenciales más tranquilas y bien conectadas de Moncloa-Aravaca, a pocos minutos de Casa de Campo y con fácil acceso al centro de Madrid. Ideal para quienes buscan calidad de vida sin renunciar a la cercanía urbana. Con 225 m², ofrece un espacio ideal para la vida familiar.  La vivienda cuenta con tres amplios dormitorios y tres baños modernos. La cocina está completamente equipada, lista para inspirar tus habilidades culinarias. Disfruta de momentos al aire libre en el jardín de la unidad o en su espectacular patio inglés, perfectos para relajarse. Mantén el orden con los prácticos armarios empotrados. La casa dispone de aire acondicionado y calefacción de gas para tu confort durante todo el año. Además, se ofrece amueblada, lista para que te mudes sin preocupaciones. Una oportunidad única para vivir en una zona tranquila y bien conectada con el centro de Madrid.  ¡No dejes pasar esta oportunidad!",False,good,False,3926.0,False,False,False,False,[],False,False,950000.0,€,chalet,independantHouse,"Casa de Campo, Madrid",Casa independiente en paseo del Comandante Fortea,,,,,,,,,,
107891485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/ea/38/1327463254.webp,469-C,125,2190000.0,chalet,sale,507.0,6,6,calle Loira,Madrid,Ciudalcampo,,es,,40.6305488,-3.6038745,False,https://www.idealista.com/inmueble/107891485/,"ABETO COCHES Y CASAS - Magnífica vivienda con una ubicación exclusiva, espectaculares vistas, rodeada de naturaleza, con mucha privacidad y tranquilidad. Completamente reformada, con cómoda distribución, un diseño único y materiales de alta calidad. Muy luminosa, gracias a sus amplios ventanales que permiten disfrutar de las bonitas vistas. Ideal para amantes de la naturaleza y tranquilidad. Climatización por aerotermia con placas fotovoltaicas en cubierta. Dispone de una amplia parcela completamente ajardinada, gran pradera de césped, bonita piscina de orientación sur y zona chillout con fuente de agua. Garaje privado cubierto para dos coches y otra zona de aparcamiento en la zona de abajo para poder entrar directamente a la cocina. La vivienda se divide en dos plantas: la planta superior es la zona social y goza de unas espectaculares vistas panorámicas, cuenta con el hall de entrada que da paso a una bonita sala de estar con chimenea, y a un amplio salón con comedor para 12 comensales, grandes ventanales y otra chimenea, ideal para reuniones familiares o invitados. Para dar servicio a esta planta tenemos una segunda cocina con isla. Desde la cocina y el comedor tenemos salida directa a un impresionante porche donde poder disfrutar de las vistas y la tranquilidad de la naturaleza que rodea la vivienda. En esta misma planta tenemos un aseo de cortesía y acceso a la cubierta transitable con terraza solárium e imponentes vistas. En la planta principal a la que accedemos bajando las escaleras tenemos la zona familiar. La cocina con zona office y gran isla central dispone además de su entrada independiente, despensa y cuarto de lavandería. El dormitorio principal de muy gran tamaño cuenta con un salón privado con chimenea, gran zona de vestidor, cuarto de baño con sauna y desde el dormitorio salida directa al porche del jardín. En esta misma planta tenemos otro dormitorio, ideal para invitados, ya que cuenta con su vestidor, baño en suite y salida al de jardín. Completa esta planta la zona de niños con otros tres dormitorios, dos baños, y comparten un gran salón familiar con zona de juegos y zona de estudio. Desde este salón tenemos salida directa a la piscina de orientación sur. ABETO COCHES Y CASAS - VEN A VERNOS A NUESTRA OFICINA EN EL CENTRO COMERCIAL DE SANTO DOMINGO -  ref: 469-C.",True,good,False,4320.0,False,False,False,False,[],False,False,2190000.0,€,chalet,independantHouse,Ciudalcampo,Casa independiente en calle Loira,,,,,True,True,,,,
108376817,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/71/a3/1342276853.webp,3788,59,875000.0,flat,sale,71.0,2,2,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4326849,-3.6724829,False,https://www.idealista.com/inmueble/108376817/,"Fortuny Madrid Real Estate ofrece en una de las calles más exclusivas del barrio Salamanca, se ubica este espectacular piso completamente reformado con un estilo Japandi-Nórdico, donde la elegancia minimalista se combina con la calidez de los materiales nobles. Con 75 m² útiles, esta vivienda ofrece una distribución moderna y funcional, pensada para aprovechar al máximo la luz natural y generar una sensación de amplitud y armonía. Salón-comedor y cocina integrados en un espacio abierto y luminoso, con tres grandes ventanales que inundan el área social de luz natural. Cocina abierta de diseño, con mobiliario a medida y una elegante isla central, perfecta como barra de desayuno o zona para recibir invitados. Habitación principal con vestidor (walk-in closet) y baño en suite, diseñada para el máximo confort. Segundo dormitorio, ideal como habitación infantil, de invitados o zona de teletrabajo. Dos baños completos, con acabados modernos y funcionales. Portero y ascensor. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,12324.0,True,False,False,False,[],False,False,875000.0,€,flat,,"Lista, Madrid",Piso,3,False,True,,,,,,,
108552905,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/a0/cb/1348268191.webp,FONTARRON,45,369000.0,flat,sale,89.0,3,1,calle de Arroyo de Fontarrón,Madrid,Madrid,Moratalaz,es,Fontarrón,40.404903,-3.6498287,False,https://www.idealista.com/inmueble/108552905/,"Agencia inmobiliaria de MADRID - Zona CAMINO DE LOS VINATEROS - AV. MORATALAZ- CLICKHAUS MORATALAZ. C/CAMINO DE LOS VINATEROS 119. CLICKHAUS VENDE. TIPOLOGÍA L9. CON PLAZA DE GARAJE. CALLE DEL ARROYO FONTARRON. EXTERIOR. ¡DISPONIBLE OPORTUNIDAD DE COMPRA! Inmueble situado en una de las mejores zonas de Moratalaz. Se trata de una CUARTA PLANTA CON ASCENSOR. El inmueble consta de 89 metros de superficie construida que se distribuyen de la siguiente manera: - Cocina totalmente equipada con sala de estar y ventanas al exterior (ORIENTACIÓN SUR). - Amplio salón con unas vistas despejadas y cuarto de almacenaje. - Dormitorio principal con armario empotrado. -Dormitorio mediano muy amplio. - Dormitorio pequeño con ventana al exterior. METRO ARTILLEROS A 10 MINUTO. Autobuses 30,32 a escasos metros, muy cerca de las zonas comerciales de la Lonja, fácil acceso a salidas de M30, M40 y A3. ¡NO DUDE EN CONTACTARNOS PARA PODER VISITAR LA VIVIENDA! DATOS DE INTERÉS: Moratalaz es uno de los mejores distritos, de los 21 que conforman la ciudad de Madrid. Está situado hacia el sudeste de la capital y dividido administrativamente en los barrios de Vinateros, Horcajo, Marroquina, Media Legua, Fontarrón y Pavones. Con el parque del retiro, al oeste, separados por la M-30. Moratalaz es un barrio que brilla, por la tranquilidad, la buena comunicación con el centro, y la multitud de zonas verdes (parque Z, la cuña verde de O’Donnell, Jardín de Dionisio Ridruejo). Agencia inmobiliaria de MADRID - Zona CAMINO DE LOS VINATEROS - C/CAMINO DE LOS VINATEROS 119. VALORACIONES GRATUITAS- TRAMITAMOS HERENCIAS - CERTIFICADOS ENEGÉTICOS.",True,good,False,4146.0,True,False,True,False,[],False,False,369000.0,€,flat,,"Fontarrón, Madrid",Piso en calle de Arroyo de Fontarrón,4,True,True,,True,True,390000.0,21000.0,5.0,
