propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,highlight.groupDescription
98114191,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/5e/8c/1002060829.webp,45,1650000.0,chalet,sale,400.0,5,5,calle Salvia,Madrid,La Moraleja,El Soto de la Moraleja,es,40.5285866,-3.632953,False,https://www.idealista.com/inmueble/98114191/,"DIRECTO CON LA PROPIEDAD, SIN INTERMEDIARIOS.  En venta Casa / Chalet adosado de 390 m2 totalmente reformado. Ubicado cerca de los colegios, esta propiedad destaca por su luminosidad, amplitud y eficiencia energética.   Cuenta una distribución en cuatro plantas que se dividen de la siguiente manera:   La planta principal se compone de tres estancias divididas por una cristalera corredera que facilita la luz natural y aísla de sonido y temperatura. La planta consta de recibidor con aseo de invitados y acceso a la escalera de microcemento con iluminación en huella, salón comedor de 40 m2 con chimenea Panadero y de amplia cocina equipada con electrodomésticos de alta gama y un office. El salón comedor tiene acceso a un jardín de 50 m2 de superficie equipado con césped artificial tope de gama, sistema de iluminación nocturna, zona para barbacoa, toldo y sistema de riego automáticos.   La primera planta consta de un amplio dormitorio principal con 30 m2 de superficie con vestidor de 10 m2 y baño en suite. También se encuentra un amplio segundo dormitorio que se puede dividir en dos y que tiene su propio baño con bañera.   La semi buhardilla consta de cuatro estancias: dos habitaciones equipadas con ventana velux y persiana solar, un amplio cuarto con chimenea que puede utilizarse como un gran salón o como cuarto de juegos y por último un amplio baño.   En la planta sótano se encuentran un garaje con capacidad para un coche grande, un cuarto de servicio con baño en suite, un amplio trastero, una lavandería con cuarto de plancha y una estancia adicional que puede usarse como gimnasio, cuarto de tv, despacho, etc. Toda la planta cuenta con luz natural que entra por un amplio patio inglés.   La propiedad cuenta con aislamiento reforzado en todos los muros y en la semi buhardilla. Todas las habitaciones cuentan con amplios armarios, con splits de aire acondicionado A+++ y con ventanas guardian sun tope de gama con sistema eurofutur. La caldera se ha instalado hace pocos años y cuenta con acumulador de 90litros y etiqueta energética A. La puerta principal es blindada y cuenta con certificación de seguridad.   Por último la propiedad cuenta con un sofisticado sistema de alarma y con PLACAS FOTOVOLTAICAS en el tejado que ayudan a optimizar la factura energética.    La urbanización ofrece zonas comunes como piscina, pista de pádel, cancha de baloncesto y zonas verdes ajardinadas. VIVIENDA EQUIPADA CON CARGADOR PARA VEHICULO ELECTRICO. V2.",False,good,False,4125.0,False,False,False,False,[],False,False,1650000.0,€,True,True,chalet,terracedHouse,"El Soto de la Moraleja, La Moraleja",Chalet adosado en calle Salvia,,,,,,,,,
106916963,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/b9/be/1298817987.webp,52,1890000.0,flat,sale,283.0,3,2,calle de la Bolsa,Madrid,Madrid,Centro,es,40.416013,-3.7048411,False,https://www.idealista.com/inmueble/106916963/,"Carlos Díaz de Torres (A. P. I. ) director de CHAMARTÍN INMOBILIARIA vende esta preciosa vivienda de lujo, exterior, con 6 balcones a la calle, totalmente reformada, con ascensor, a 200 metros de la Plaza Mayor.  En esta vivienda representativa tuvo su taller el famoso pintor Rafael Canogar, uno de los principales representantes del arte abstracto en España. Superinteresante tanto para vivir como para inversión. Construida en la segunda mitad del siglo XIX, está situado junto al Palacio de Santa Cruz, es la zona más antigua del Madrid barroco. Tiene una superficie construida de 283 metros cuadrados, de los que 16 m2 son elementos comunes. Consta de recibidor, gran salón-cocina con chimenea de 78,5 m2, un segundo y espectacular salón de 43 m2 con tres balcones a la calle, una sala-taller de pintura de 20 m2, 3 grandes dormitorios, 2 baños completos; fantástica cocina con despensa. Pequeño patio privado donde poder tener plantas o salir a tomar algo. Precioso suelo que combina madera y piedra. Todas las estancias tienen ventanas con 6 balcones a la calle. La calefacción es de suelo radiante. La altura de los techos es de 3 metros con halógenos. Tiene servicio portero físico y automático. El edificio tiene todo el encanto del Madrid histórico, con puerta del portal de madera, ascensor con cristaleras histórico y preciosa escalera. La zona peatonalizada tiene la posibilidad de disfrutar del Madrid más antiguo y la tranquilidad de las zonas sin coches donde se respira aire sin humos y con olor a chimeneas. La comunicación es inmejorable ya que se encuentra a 3 minutos caminando de la Puerta del Sol con las estaciones combinadas de tren y metro hace que en 6 paradas se esté en el Aeropuerto Madrid-Barajas, además de con cualquier otra zona de la ciudad por autobús o metro, ambos con numerosas líneas. No dude en contactar conmigo si tiene interés en concertar una cita para visitarlo; estaré encantado de mostrárselo.",False,good,False,6678.0,True,False,False,False,[],False,False,1890000.0,€,,,flat,,"Sol, Madrid",Piso en calle de la Bolsa,2,True,Sol,True,,,,,
108719168,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/63/f5/1353088334.webp,19,199500.0,flat,sale,54.0,2,1,calle de Alejandro Sánchez,Madrid,Madrid,Carabanchel,es,40.3886214,-3.7226285,False,https://www.idealista.com/inmueble/108719168/,"PISO DE DOS DORMITORIOS EN DISTRITO DE OPAÑEL - IDEAL PARA INVERSORES! Benimar Inmo vende esta vivienda situada en una primera planta sin ascensor. Actualmente alquilada a inquilinos solventes. Una oportunidad para inversores que buscan inversión segura, con una rentabilidad en la actualidad del 5%.  La vivienda cuenta con dos dormitorios, salón comedor con acceso a una terraza de 20 m2 de uso privativo que cuenta con una pequeña estancia adicional, ideal como trastero o sala de lavado, cocina abierta al salón, amueblada y equipada con electrodomésticos y cuarto de baño con plato de ducha. IBI: 140€ al año / COMUNIDAD: 30€ al mes. Renta mensual inquilinos: 865€ + consumos. PRECIO NO NEGOCIABLE. Calidades y equipamiento: suelos de tarima, pintura lisa, calefacción por gas natural, puertas lacadas en blanco, iluminación LED, puerta de entrada blindada, ITE favorable y en vigor.   Ubicación inmejorable en Carabanchel, con excelente comunicación: a pocos minutos de la estación de metro Opañel (L6), cercanía al intercambiador de Plaza Elíptica y varias líneas de autobús, fácil acceso a M-30, M-40 y A-42. Zona con alta demanda de alquiler y todos los servicios al alcance: comercios, supermercados, farmacias, centros de salud, colegios, y mucho más.",False,good,False,3694.0,False,False,False,False,[],False,False,199500.0,€,,,flat,,"Opañel, Madrid",Piso en calle de Alejandro Sánchez,1,False,Opañel,False,ER159,210000.0,10500.0,5.0,
106069452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/57/fd/1337459632.webp,23,1295000.0,chalet,sale,300.0,4,4,"calle de Álvaro Caballero, 9",Madrid,Madrid,Moncloa,es,40.4728277,-3.8323389,True,https://www.idealista.com/inmueble/106069452/,"Arquiser vende en exclusiva este magnífico chalet unifamiliar independiente, a estrenar. Ofrece un espacio de 300 m² construidos y 260 m² útiles, donde la comodidad y el estilo se unen. Dispone de 4 dormitorios dobles y 3 baños más un aseo. Cada rincón está diseñado para disfrutar de la vida en familia. La orientación sur garantiza una excelente iluminación natural durante todo el día. Relájate en tu jardín privado o refréscate en tu piscina particular de 6x3 m en los cálidos días de verano. Además, cuenta con 3 terrazas amplias que son perfectas para disfrutar de las vistas y del aire libre. La preinstalación de chimenea en el salón añade un toque acogedor, mientras que el suelo radiante frío-calor con aerotermia asegura un confort óptimo durante todo el año. Este chalet no solo es moderno, sino también sostenible, con fachadas ventiladas de piedra caliza, paneles fotovoltaicos en la cubierta y 2 puntos de recarga para vehículos eléctricos. La seguridad está garantizada con puerta blindada y sistema de alarma. Ubicado en una tranquila zona residencial, tendrás acceso cercano a la A6 y al Centro Comercial Sexta Avenida, lo que facilita tus desplazamientos y compras diarias. Contacta con Arquiser. Puedes visitarlo con cita previa.",False,good,False,4317.0,True,False,False,False,[],False,False,1295000.0,€,,,chalet,independantHouse,"El Plantío, Madrid","Casa independiente en calle de Álvaro Caballero, 9",,,El Plantío,,AC9A,,,,
108687580,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/40/3e/1352162688.webp,33,1250000.0,flat,sale,172.0,4,3,avenida de Concha Espina,Madrid,Madrid,Chamartín,es,40.4533793,-3.6860114,False,https://www.idealista.com/inmueble/108687580/,"Junto al Santiago Bernabéu, buenas vistas Finca espléndida en una ubicación de lujo, junto al emblemático Estadio Santiago Bernabéu, portal representativo, ascensor y montacargas, suministros centrales y entrada de servicio. Cuenta con plaza de aparcamiento público junto al portal. A la venta piso familiar de 172 m2 para reformar, actualmente se distribuye en vestíbulo de entrada, gran salón en varios ambientes, tres buenos dormitorios con armarios empotrados, dos baños y zona de servicio con oficio y dormitorio con baño. De distribución muy regular, todas las estancias tienen vistas muy agradables, por la zona del salón y el dormitorio principial se orienta a la calle y por los demás dormitorios y la cocina se orienta a un bonito patio de manzana. Disfruta de una bonita terraza hacia el patio de manzana con una vista muy agradable y muy soleada. Esta vivienda está diseñada de forma que se optimiza el espacio disponible y separaciones de estancias por medio de tabiquería por lo que resulta muy fácil adaptarlo según necesidades. Un piso familiar en ubicación de lujo, luminoso y soleado, todas las estancias tienen buenas vistas, el dormitorio principal está en suite, dispone de un elegante recibidor y un salón espléndido. Muy buena finca. Aparcamiento de residentes. Al final de este anuncio, pinchando en el enlace a nuestra web, puede obtener un PLANO CON COTAS DE LA VIVIENDA.",True,renew,False,7267.0,True,True,False,False,[],False,False,1250000.0,€,True,True,flat,,"El Viso, Madrid",Piso en avenida de Concha Espina,1,True,El Viso,True,566,,,,
107461950,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/f4/12/1313352714.webp,36,540000.0,chalet,sale,196.0,5,4,calle de la Paz,Madrid,Pinto,Parque Europa - Los Pitufos,es,40.2482919,-3.6931997,False,https://www.idealista.com/inmueble/107461950/,"Cuando piensas en mudarte a un chalet de estas dimensiones, es posible que te preocupe el mantenimiento o que haya más espacio del que realmente necesitas.    Este magnífico chalet de cuatro plantas en la codiciada zona de Los Pitufos, en Pinto, no solo te ofrece amplitud, sino también una distribución funcional y acogedora. Con cinco dormitorios, cuatro baños, un amplio salón con chimenea, cocina con office, patio privado, garaje con capacidad hasta cuatro coches y trastero, tendrás todo el espacio que puedas imaginar para adaptarlo a tu estilo de vida. Pero, ¿realmente necesitas tanto espacio? Lejos de ser un inconveniente, este hogar te brinda la libertad de aprovechar cada estancia a tu gusto. Podrás convertir una habitación en despacho para teletrabajar cómodamente, crear una sala de juegos para los más pequeños o incluso disponer de un gimnasio privado. Además, contar con un patio donde disfrutar de comidas al aire libre o simplemente relajarte tras un largo día es un lujo que marca la diferencia. Y cuando recibas visitas, te darás cuenta de que tener espacio extra es una ventaja que no querrás perder. ¿Te preocupa que la casa sea demasiado grande? Pronto descubrirás que es, en realidad, el espacio perfecto para ti y los tuyos. ¿Qué comunicaciones y servicios hay cerca de la casa? La vivienda cuenta con excelentes conexiones de transporte, con varias líneas de autobús cercanas que facilitan el acceso a distintos puntos de la ciudad. Además, la estación de Cercanías Pinto se encuentra a pocos minutos, ofreciendo un rápido enlace con Madrid. Para quienes prefieren el coche, la ubicación permite un fácil acceso a la A-4 y la M-506, facilitando los desplazamientos. La zona también dispone de supermercados, restaurantes y otros servicios esenciales, garantizando comodidad y calidad de vida. ¿Te preocupa la hipoteca? Es cierto que el año pasado se pusieron las cosas más complicadas para la compra de la vivienda, pero este año las entidades bancarias están levantando más la mano en la concesión de hipotecas, concediendo mejores tipos de interés. ¿Necesitas financiación? Te podemos ayudar. Tenemos un equipo financiero que se dedica única y exclusivamente a realizar los números necesarios para ver la viabilidad del préstamo. Si deseáis venir a verlo llámanos ahora, estaremos encantados de resolver cualquier duda que tengáis.",True,good,False,2755.0,True,False,False,False,[],False,False,540000.0,€,True,True,chalet,terracedHouse,"Parque Europa - Los Pitufos, Pinto",Chalet adosado en calle de la Paz,,,,,08_23,,,,
106003211,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/b3/14/1307902406.webp,89,390999.0,chalet,sale,106.0,3,2,Perales del Rio,Madrid,Getafe,Perales del Rio,es,40.3181599,-3.6423908,False,https://www.idealista.com/inmueble/106003211/,"En Getafe, Perales del Río, chalet perfecto para una familia que busca una casa espaciosa y confortable.  Llámanos y prepararemos una visita para que lo compruebes.  Esta propiedad tipo chalet cuenta con 106 metros construidos, ofreciendo un amplio espacio para vivir y disfrutar en un entorno tranquilo y seguro. Ubicada en una zona residencial muy solicitada, esta casa adosada combina la tranquilidad del campo con la comodidad de estar cerca de todos los servicios necesarios. Además, su diseño moderno y elegante la convierte en una opción ideal para aquellos que valoran la belleza y la funcionalidad en el hogar. Se entrega totalmente amueblada y con electrodomésticos.  El interior de la casa está distribuido en tres plantas, todas bien iluminadas y con acceso directo al jardín desde el salón. En la planta baja se encuentra la cocina totalmente equipada, un amplio salón-comedor y un aseo. En la segunda planta, se encuentran los dos dormitorios, todos con armarios empotrados y baño completo.    En la planta superior, o bajo cubierta, hay un amplio ático o buhardilla, perfecto para convertirlo en una zona de juego, estudio, dormitorio o gimnasio. Tiene una amplia terraza acristalada. Totalmente amueblado y con armarios empotrados que hacen a su vez de trasteros.    La ITE del edificio está pasada recientemente.    En el exterior, encontramos un bonito jardín con espacio para relajarse y disfrutar de comidas al aire libre con familiares y amigos. Tiene mobiliario de jardín y barbacoa.    Puertas de Roble, ventanas de aluminio con climalit abatibles, suelos de gres porcelanico imitacion madera, armarios empotrados y vestidos interiormente, pintura en gotelet y estuco en la entrada, cocina amueblada y con electrodomésticos.     No cuenta con plaza de garaje, aunque es zona de fácil aparcamiento. No cuenta con trastero como tal, pero en la Buhardilla tiene muchos armarios o trasteros empotrados que realizan su función.    Tiene piscina comunitaria con zonas ajardinadas.    No pierdas la oportunidad de adquirir esta magnífica propiedad en una de las mejores zonas de Getafe.    ¡Contáctanos hoy mismo para programar una visita! ¡Te encantará esta maravillosa casa adosada en Perales del Río!    Disponemos de financiera propia para hacerte un estudio personalizado. Pregúntanos por tu hipoteca.    IBI: 361€ anuales    Comunidad de propietarios: 40€ trimestrales incluye piscina comunitaria    Honorarios de intermediación inmobiliaria no incluidos en el precio.    Información válida salvo error tipográfico.",True,good,False,3689.0,True,False,True,False,[],False,False,390999.0,€,,,chalet,terracedHouse,"Perales del Rio, Getafe",Chalet adosado,,,,,1086,,,,
97542065,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/4d/ab/1310369866.webp,44,250000.0,duplex,sale,33.0,2,1,"Amparo, 51",Madrid,Madrid,Centro,es,40.4092175,-3.7026425,True,https://www.idealista.com/inmueble/97542065/,"En Soñar Contigo cuidamos hasta el último detalle para la tranquilidad de nuestros inversores garantizando, durante 2 años, el continente y contenido de cada uno de nuestros inmuebles. Además, ofrecemos un servicio de gestión 360 no sólo en el proceso de compra, sino en toda la gestión futura del inmueble, encargándonos por ustedes de suministros, alquileres, asesoría legal, reuniones de la comunidad, licencias y de mantener en perfecto estado su inmueble en el día a día, sin complicaciones ni costes adicionales. Porque la calidad es, para nosotros, innegociable. Presentamos, en exclusiva, este precioso apartamento ubicado en uno de los puntos más cosmopolitas y multiculturales de la ciudad, Lavapiés. En la mítica calle del Amparo, la vivienda está situada a distancia de paseo de todos los atractivos del barrio: el eje cultural de embajadores, con el Teatro Circo Price, el Centro Dramático Nacional y La Tabacalera, así como la efervescente oferta de ocio diurno y nocturno, y de restauración, en una de las zonas de moda en la capital para terracear. La vivienda se encuentra ubicada en la planta baja interior de un edificio tranquilo, que da a un coqueto patio interior. Totalmente reformada y con una gran altura de techos, se entregará completamente equipada y lista para entrar a vivir con textiles de cama y baño, vajilla, electrodomésticos, batería de cocina, Smart TV, plancha, secador, exprimidor, cafetera Nespresso y mobiliario, además de haber sido repintado y puesto a punto.  La vivienda esta distribuida de la siguiente manera:  - Un salón con cocina americana. La cocina esta completamente equipada con electrodomésticos (lavavajillas, lavadora-secadora, microondas, vitrocerámica, nevera, etc).  - Un dormitorio en mezzanine, ubicado en el espacio principal, en altillo y sobre la cocina, con cama de matrimonio. - Un baño completo con plato de ducha. - Un dormitorio principal e independiente con cama de matrimonio. Una oportunidad única para aquellos inversores que quieran acceder en excelentes condiciones de rentabilidad en una zona de alta demanda e interés turístico, que permitirá a los futuros huéspedes disfrutar en una de las zonas más animadas y llenas de cultura, ocio y comercio de la ciudad, de sus preciosas plazas y terrazas, en una vivienda tranquila y silenciosa.",True,good,False,7576.0,False,False,False,False,[],False,False,250000.0,€,,,flat,duplex,"Lavapiés-Embajadores, Madrid","Dúplex en Amparo, 51",bj,False,Lavapiés-Embajadores,False,AMPARO 51,,,,
108100079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/68/c5/1333895018.webp,19,1290000.0,flat,sale,140.0,3,2,"calle de Mateo Inurria, 11",Madrid,Madrid,Chamartín,es,40.4667185,-3.6867289,True,https://www.idealista.com/inmueble/108100079/,"Exclusivo piso en Nueva España, Chamartín, la zona más demandada de Madrid. (Venta por particular - sin comisiones) Descubre este espectacular piso en una de las mejores zonas de la capital y se encuentra total y lujosamente reformado. Cuenta con 140 m² construidos. La vivienda ofrece amplitud, luminosidad y comodidad en un entorno privilegiado. Situado en la alta planta, totalmente exterior, con amplísimos ventanales y unas vistas despejadas vistas a las cuatro torres garantiza luz natural durante todo el día. Todas las ventanas son de climalit y las persianas eléctricas. Dispone de 3 dormitorios y 2 baños y un enorme salón, ideal para familias o quienes buscan espacio adicional para despacho o zona de invitados. La distribución, con multitud de armarios empotrados, aprovechar al máximo su espacio, con espacios abiertos y una gran sensación de amplitud. La cocina independiente es funcional y espaciosa. La vivienda está equipada con calefacción central individualizado y aire acondicionado centralizado. La finca señorial cuenta con dos ascensores y portero físico, aportando seguridad y comodidad a sus residentes. Una oportunidad única de una vivienda lujosa con todas las comodidades y en una ubicación inmejorable. Actualmente alquilado a solvente inquilino, permitiendo la posibilidad de continuar recibiendo notable rentabilidad. ¡ABSTENERSE AGENCIAS!",False,good,False,9214.0,True,False,False,False,[],False,False,1290000.0,€,True,True,flat,,"Castilla, Madrid","Piso en calle de Mateo Inurria, 11",6,True,Castilla,True,Álvaro,,,,
109103662,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/dc/c9/1365222128.webp,35,370000.0,flat,sale,100.0,3,2,Rivas Urbanizaciones,Madrid,Rivas-Vaciamadrid,Rivas Urbanizaciones,es,40.3756688,-3.527738,False,https://www.idealista.com/inmueble/109103662/,"QUIERES VIVIR EN UNA ZONA TRANQUILA Y CERCA DE MADRID? , VEN A VISITAR CON NOSOTROS, TE VA A ENCANTAR! Bastia inmobiliaria pone a la venta esta magnifica vivienda en Rivas, se encuentra en urbanización privada con piscina, parque infantil, pista deportiva, plaza de garaje incluida en el precio y trastero. La vivienda consta de 100 metros cuadrados construidos, de los cuales 90 metros cuadrados son útiles, se resalta la luz solar que tiene, es muy luminoso. Consta de un amplio salón comedor con gran ventanal, gran cocina amueblada con electrodomésticos como. campana extractora, vitrocerámica y horno, además cuenta con terraza tendedero para poner lavadora y secadora e incluso un armario para los productos de limpieza, 3 dormitorios amplios con armarios empotrados, dos baños, uno de ellos con plato de ducha y otro con bañera, armarios empotrados en la entrada. CALIDADES:  Puerta de entrada de seguridad. Puertas de interior pino. Suelos de Gress. Ventanas de climalit. Calefacción individual por gas natural. Aire acondicionado por conductos. FINCA: Portero físico. Piscina. Parque infantil. Pista deportiva. Citibox. Ascensores, con llave para bajar tanto a garajes como trasteros. COMUNICACION: Buena conexión con M50 (próxima apertura con acceso), R3, M45. Colegios, farmacias, supermercados, parques infantiles, y todo lo necesario para el día a día. Si necesitas financiación, nosotros te hacemos el estudio completamente gratuito, y si lo necesitas, te damos las mejores condiciones. TE ESPERAMOS!",False,good,False,3700.0,True,False,False,False,[],False,False,370000.0,€,True,True,flat,,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Piso,5,True,,True,BAS-RIVAS,,,,
