propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
107966910,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/da/04/1329722660.webp,5,,2900000.0,flat,sale,3048.0,,1,1,calle de los Almendros,Madrid,Anchuelo,,es,,40.4675253,-3.2644313,False,https://www.idealista.com/inmueble/107966910/,"Vendemos 35 viviendas en Anchuelo, Madrid. Los inmuebles están situados en una promoción de 51 viviendas, en el centro de la localidad. La posición cuanta con 15 pisos en planta baja (entre 122m² y 83m²), muchos de ellos con patio y 20 dúplex en la primera planta del edificio (entre 60m² y 90m²).    Anchuelo es una localidad que cuenta con todos los servicios (restaurante, centro de salud, supermercados, centro educativo, polideportivo), está situada a 18 minutos (13 km) de Alcalá de Henares y a 50 minutos (50km) de Madrid capital. No disponemos de la posesión física de los inmuebles, por lo que no es posible realizar visita a los inmuebles. La transmisión de la posición se realizaría en esta situación. Consulta nuestras condiciones de financiación hechas a tu medida a través de nuestro intermediario Twinkloo.   Entra en Nolon para ver todos los inmuebles en venta. Visita por videollamada también disponible. Referencia interna: 402827.",False,good,False,,951.0,True,False,False,False,[],False,False,2900000.0,€,flat,,Anchuelo,Piso en calle de los Almendros,402827,True,True,,,,,
107812205,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/17/72/1346639788.webp,19,1,158800.0,flat,sale,103.0,True,4,2,calle Príncipe Don Juan Carlos,Madrid,Alcorcón,Parque Lisboa - La Paz,es,Parque Lisboa - La Paz,40.3523274,-3.8204368,False,https://www.idealista.com/inmueble/107812205/,"¡IMPORTANTE, POR FAVOR LEER ATENTAMENTE! SOLO PARA INVERSORES, YA QUE NO SE PUEDE VIVIR NI OCUPAR LA VIVIENDA HASTA EL FALLECIMIENTO DEL USUFRUCTUARIO. NO ES POSIBLE PEDIR HIPOTECA Se vende la NUDA PROPIEDAD de esta vivienda de 103 m2, valorada aproximadamente en 360.000 euros a cambio de un anticipo de 158.800 € y una renta vitalicia constante de 490 €/mes, es decir, hay que pagar una renta mensual por el mencionado importe, hasta que fallezca la persona que vive en ella (la usufructuaria). La esperanza media de vida estimada actualmente para las mujeres es de unos 84 años aproximadamente. La Usufructuaria (mujer de 77 años), continuará utilizando el inmueble hasta su fallecimiento, por lo que no es posible hacer uso de la misma mientras tanto. Se trata de una vivienda con una fantástica ubicación, exterior con terraza, muy bien comunicado, distribuido en salón, 4 habitaciones, 2 baños y cocina con office.  Opción de garaje. El IBI anual es de 554€. SI ESTÁ PENSANDO EN VENDER O ALQUILAR UNA PROPIEDAD, CUENTE CON LA INMOBILIARIA MEJOR VALORADA DE NUESTRA ZONA: TGG INMOBILIARIA. Los datos de este anuncio son meramente informativos, no vinculantes ni contractuales, y pueden ser susceptibles de contener errores. Se informa al cliente que los gastos de notaría, tasación, registro, gestoría, impuesto de transmisiones, gastos financieros, gastos de gestión u honorarios de intermediación de la agencia, y/o cualquier otro gasto inherente a la compraventa, no están incluidos en el precio publicado y corresponden a la parte compradora.",True,good,False,True,1542.0,True,False,True,False,[],False,False,158800.0,€,flat,,"Parque Lisboa - La Paz, Alcorcón",Piso en calle Príncipe Don Juan Carlos,TGG-2200225,True,True,,,,,
109184646,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/2c/e2/1366775821.webp,21,2,550000.0,duplex,sale,157.0,True,3,2,camino Real,Madrid,Villanueva del Pardillo,Los Llanos - Valle Pardo,es,,40.4999635,-3.9669734,False,https://www.idealista.com/inmueble/109184646/,"***B-HOME VILLANUEVA DE LA CAÑADA OFRECE EXCLSUIVO DUPLEX EN VILLANEUVA DEL PARDILLO*** ✨ Vive la exclusividad en Villanueva del Pardillo ✨ Descubre este fantástico dúplex ubicado en una zona tranquila y agradable, con todo lo que necesitas a un paso: supermercados, restaurantes, farmacias y comercios. � Distribución perfecta para tu comodidad: Primera planta: amplia cocina totalmente equipada, luminoso salón con acceso directo a una acogedora terraza con impresionantes vistas al pueblo, una habitación y un baño completo con bañera. Segunda planta: habitación principal con baño en suite, más una habitación adicional con vistas espectaculares. � Incluye plaza de garaje en una urbanización privada con piscina y jardín, ideal para disfrutar en familia. ✨ Detalles que marcan la diferencia: Ventanas de PVC y Velux con mosquiteros, cortinas y persianas automáticas. Puertas exclusivas marca San Rafael. Suelo de parquet y pintura lisa para un acabado moderno y elegante. Aire acondicionado por split en todas las estancias. Vivienda con varias mejoras: ¡entra a vivir sin preocuparte por reformas! � Una oportunidad única para disfrutar de la tranquilidad, el confort y la exclusividad que te mereces. � ¡No dejes pasar esta ocasión y agenda tu visita hoy mismo!",True,good,False,True,3503.0,False,False,False,False,[],False,False,550000.0,€,flat,duplex,"Los Llanos - Valle Pardo, Villanueva del Pardillo",Dúplex en camino Real,BHJJ242,True,True,,,,,
108833955,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/88/4b/1360192476.webp,43,bj,240000.0,flat,sale,76.0,True,3,1,calle de Illescas,Madrid,Madrid,Latina,es,Aluche,40.3921525,-3.76106,False,https://www.idealista.com/inmueble/108833955/,"¡OPORTUNIDAD ÚNICA EN EL BARRIO RESIDENCIAL DE ALUCHE!  ESTUPENDO PISO BAJO EXTERIOR DE 76 M2, PARA REFORMA INTEGRAL, AMPLIO SALÓN-COMEDOR, COCINA INDEPENDIENTE, 3 DORMITORIOS Y BAÑO, CON SALIDA A UN CUIDADO Y TRANQUILO JARDÍN PRIVADO COMUNITARIO, EN LA MISMA CALLE DE ILLESCAS.  ACCESO EXTERIOR APTO PARA PERSONAS CON MOVILIDAD REDUCIDA. IDEAL PARA REFORMARLA A TU GUSTO, Y CREAR TU NUEVO HOGAR, O COMO INVERSIÓN PARA FLIPPING INMOBILIARIO O ALQUILER. UBICADO EN LA CALLE MÁS COMERCIAL Y REPRESENTATIVA DEL BARRIO.  Además, sólo a unos pasos del PARQUE ALUCHE, 16 hectáreas de PULMÓN VERDE con sus espacios arbolados, zonas de juegos infantiles, instalaciones y equipamientos deportivos, además de una gran avenida con cafeterías, bares, heladerías y restaurantes con terrazas, ideal como PROPUESTA DE OCIO durante todo el año. Su REFORMA INTEGRAL te permitirá crear EL HOGAR DE TUS SUEÑOS, adaptándolo a todas tus necesidades y crear ese espacio del que disfrutar con tu familia. EDIFICIO DE 4 PLANTAS CON ASCENSOR. La vivienda cuenta con 2 ENTRADAS DE ACCESO; la principal en la calle Illescas y otra segunda puerta de entrada por el salón-comedor, junto al FANTÁSTICO y CUIDADO JARDÍN de la colonia. Esta VIVIENDA tiene la PARTICULARIDAD de combinar las VENTAJAS de estar ubicada en la zona más comercial, cerca de tiendas, restaurantes, servicios y acceso a transporte público, al mismo tiempo que cuenta con un GRAN JARDÍN PRIVADO en su interior, que garantiza la PAZ, el silencio y la TRANQUILIDAD absolutos. El EQUILIBRIO PERFECTO entre actividad y descanso. DISTRIBUCIÓN ACTUAL Vestíbulo-hall de acceso a la vivienda, con una superficie de 4 m2.  Amplio y luminoso salón-comedor de 19 m2, con acceso directo al jardín comunitario. Cocina independiente de forma rectangular. 3 dormitorios (2 exteriores y el tercero a patio interior) de 10, 9 y 7 m2, respectivamente. 1 amplio baño de 4 m2. GASTOS Gastos de comunidad, 87 €/mes. IBI anual de sólo 320 €. ¡OPORTUNIDAD! Si estás buscando crear tu vivienda COMPLETAMENTE A MEDIDA Y A TU GUSTO, ¡ésta es tu casa! Ten muy presente que adquirir una vivienda para reformar es aprox. un 30% más barato que adquirir viviendas reformadas o en buen estado. Y la tranquilidad de que la calidad de la obra cumple con todas tus expectativas. UBICACIÓN PRIVILEGIADA Una de las MEJORES UBICACIONES del barrio de Aluche, situado en la zona más comercial, con todos los comercios y servicios a tu alcance; supermercados, centros de salud, farmacias, colegios, gimnasios, cafeterías, bares, restaurantes, etc. Rodeado de naturaleza por su cercanía al Parque Aluche y La Casa de Campo, el principal pulmón de la ciudad de Madrid. COMUNICACIONES Excelentes comunicaciones mediante transporte público, por su privilegiada ubicación.  Sólo a 2 km de la estación de METRO CAMPAMENTO. Diversas líneas de autobuses en la misma puerta del edificio, que conectan con el centro de Madrid. Acceso directo a la autovía A-5 y la autopista M-40. ESTA PUEDE SER TU VIVIENDA PERFECTA, TANTO PARA RESIDIR COMO PARA INVERTIR.  NO ENCONTRARÁS OTRA IGUAL EN ALUCHE. Te ayudamos con la financiación si lo necesitas, sin costes añadidos. NO COBRAMOS HONORARIOS AL COMPRADOR.",True,good,False,True,3158.0,True,True,False,False,[],False,False,240000.0,€,flat,,"Aluche, Madrid",Piso en calle de Illescas,3433-02859,,,,,,,
109122278,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/fb/5c/1364987077.webp,25,1,430000.0,flat,sale,101.0,True,3,2,calle de la Marroquina,Madrid,Madrid,Moratalaz,es,Marroquina,40.4087312,-3.6480422,False,https://www.idealista.com/inmueble/109122278/,"Agencia inmobiliaria de MADRID zona MARROQUINA - VINATEROS - MORATALAZ TECNOCASA VENDE: Estupenda y luminosa PRIMERA PLANTA de tipología L8 en la calle Marroquina. Cuenta con una de las mejores ubicaciones de Moratalaz, junto a las Lonjas, la zona comercial y de restauración del barrio, junto al Mercadona y a escasos tres minutos del Metro Vinateros. Se distribuye en salón, cocina, pasillo distribuidor, tres habitaciones, una de ellas con balcón y dos baños. Cuenta con trastero en la planta -1. Estas son algunas de las características del inmueble: - Es una primera planta muy luminosa con orientación Sur y Este. - Vivienda totalmente exterior. - Se encuentra en buen estado, con cocina y baños reformados recientemente. - Tres amplios dormitorios, dos con armarios empotrados, y uno de ellos con balcón. - Dos cuartos de baño exteriores con ventana, ambos con plato de ducha. - Cocina con zona de office y con dos accesos. - Amplio salón comedor con terraza incorporada. - Calefacción y agua central de gas.  - Suelo de parquet, y en la cocina porcelánico, puertas de madera y ventanas de Climalit. - Edificio con ascensor y portero físico. -Aire acondicionado en salón y en las tres habitaciones. -Trastero de 3m2. La vivienda se encuentra en una ubicación inmejorable, en la calle Marroquina muy próximo al Metro Vinateros, junto al Mercadona y junto a las Lonjas, en pleno centro de Moratalaz, la zona comercial del barrio, por lo que está cerca de todos los servicios, como supermercados (Mercadona, Carrefour, Alcampo, Ahorramás), bancos, comercios, colegios, guarderías e Institutos, biblioteca pública, gimnasio (Dreamfit), parques y jardines. El distrito de Moratalaz es un barrio residencial de los más seguro y pacífico de todo Madrid. Destacado por sus amplias avenidas y los numerosos metros destinados a zonas verdes. Y ubicado entre la M-30 y la M-40 a tan solo 2 3 kilómetros del Retiro. Moratalaz posee facilidad de aparcamiento en el barrio. No tiene zona azul, ni zona verde. El barrio cuenta con plazas de Aparcamiento para Residentes (PLAZAS P. A. R. ), de uso exclusivo para personas empadronadas en el barrio, las cuales pueden ser adquiridas su cesión por un número de años por un importe fijado por el Ayuntamiento. Para más información al respecto diríjase a la Junta de Distrito de Moratalaz. POR TODAS ESTAS RAZONES LAS PERSONAS ELIGEN EL BARRIO DE MORATALAZ Y MÁS CONCRETAMENTE LA ZONA DE MARROQUINA PARA COMPRAR SU VIVIENDA.",False,good,False,True,4257.0,True,False,False,False,[],False,False,430000.0,€,flat,,"Marroquina, Madrid",Piso en calle de la Marroquina,,,,,,,,
109016118,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/ed/81/1361825389.webp,22,2,450000.0,flat,sale,92.0,True,3,1,"GL MARQUES DE VADILLO, 3",Madrid,Madrid,Carabanchel,es,Opañel,40.3969933,-3.7156739,True,https://www.idealista.com/inmueble/109016118/,"¡Oportunidad única en la Glorieta de Marqués de Vadillo con plaza de garaje incluida en el precio y sin comisión para el comprador! Amplia, silenciosa, y muy luminosa vivienda exterior recién reformada con muy buenas calidades, lista para entrar a vivir o para alquilar de inmediato. Tres dormitorios dobles, todos con enormes armarios empotrados perfectamente acondicionados.  Un baño grande nuevo con ducha, y existe la posibilidad de crear un segundo baño en la zona de armarios empotrados. Cocina nueva completamente equipada con electrodomésticos nuevos y zona de comedor. Salón con preciosa librería enorme ventanal, agradables vistas, con mucha luz y silencio. Techos altos, lo cual constituye un verdadero lujo en Madrid y facilita la realización de cualquier reforma pues se puede llevar a cabo bajando el techo. Calefacción individual por gas natural con caldera nueva y aire acondicionado. Puerta de seguridad. Muy buena finca, con excelente y muy cuidado portal, con videoportero y cámara de seguridad en la entrada, cuenta con dos ascensores y acceso adapatado a personas con moviliadad reducida. Se puede acceder al portal mediante rampa o escalera. ITE favorable hasta 2029. Sin derramas.  La plaza de garaje incluida en el precio y situada a tres metros del portal es muy amplia, el acceso es sin escaleras, y cabe un coche grande y hasta dos motos, con acceso muy fácil y sin maniobras. Apertura con mando. La zona es inmejorable y muy segura, perfectamente comunicada a veinte metros de la boca de metro de Marqués de Vadillo, línea 5, a quince minutos del centro, numerosos autobuses a veinte metros, y a la vez tranquilidad absoluta pues en la vivienda no se oye ningún ruido. Todo tipo de comercios y servicios en proximidad, con colegios y centro de salud muy próximo. Justo enfrente del maravillosos parque de Madrid Río y con salida inmediata a la M-30. En resumen, un piso que es una joya por su ubicación, características, estado de reforma y conservación, y también por contar con una excelente plaza de garaje, lo que es muy raro y valioso en la zona. Vea la visita virtual en el enlace de matterport que figura más abajo, y si desea visitar la vivienda estamos a su disposición en el horario que más le convenga, también en fines de semana y festivos.",True,good,False,True,4891.0,True,False,False,False,[],False,False,450000.0,€,flat,,"Opañel, Madrid","Piso en Gl Marques De Vadillo, 3",MV-1,True,True,,,,,
107031339,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/9f/43/1300929182.webp,5,,37000.0,studio,sale,76.0,,0,1,calle de Antonio Pérez Lorente,Madrid,Pelayos de la Presa,,es,,40.3655225,-4.3297477,False,https://www.idealista.com/inmueble/107031339/,"PRODUCTO EN CESION DE REMATE ESPECIAL PARA INVERSORES - SIN FINANCIACIÓN –NO SE PUEDE VISITAR Piso de 59 m2 ubicada en C. Antonio Perez Llorente, en Pelayos de la Presa (Madrid) con un valor actual de mercado de unos 49.000 €. Oportunidad de adquisición por un precio significativamente inferior y obtención de márgenes elevados. RENTABILIDAD GARANTIZADA. No admite crédito hipotecario. Solo para clientes con liquidez.  Precio de venta:   37.000€. Estas operaciones requieren una serie de requisitos detallados a continuación: 1º. - NO permite hipoteca. 2º. - Esta propiedad NO se puede ver ni visitar interiormente. 3º. - NO disponemos de fotos del interior del inmueble. 4ª- NO tenemos información sobre el estado de ocupación del inmueble. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente en el marco del proceso de cesión de remate en el que se encuentra. Al no tratarse de una compraventa directa, el importe publicado ha de ser considerado como una orientación al precio por el cual puede adjudicarse el inmueble Contactanos para mas informacion. Ref Interna 544731.",False,good,False,,487.0,False,False,False,False,[],False,False,37000.0,€,flat,studio,Pelayos de la Presa,Estudio en calle de Antonio Pérez Lorente,544731,,,,,,,
107881618,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/5a/4e/1349441214.webp,32,3,368000.0,flat,sale,45.0,False,1,1,calle de Velarde,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4249699,-3.703547,False,https://www.idealista.com/inmueble/107881618/,"EXCLUSIVO Y LUMINOSO apartamento de DISEÑO en pleno corazón de Malasaña.  En una de las zonas más codiciadas de Madrid, a escasos metros de la Plaza del Dos de Mayo, calle Fuencarral y Tribunal, se encuentra este espectacular apartamento, un oasis de calma y relax, en pleno corazón de Madrid. Totalmente reformado y amueblado con mobiliario de alta gama de Kave Home y Sklum.  Una vivienda única con orientación sur, ubicada en una tercera planta interior muy luminosa y absolutamente silenciosa, ideal para quienes desean disfrutar del bullicioso estilo de vida madrileño sin renunciar a la tranquilidad del hogar. La luz natural inunda cada rincón gracias a su excelente orientación, convirtiéndolo en un refugio acogedor en pleno centro de la ciudad. Un hogar único con una cuidada estética de estilo Wabi Sabi japonés, que combina materiales naturales, acabados nobles y una atmósfera cálida y minimalista, sin descuidar el confort que podrás disfrutar en cada una de sus estancias.  La vivienda cuenta con: Cocina equipada con gran capacidad de almacenaje, encimera de roble macizo, electrodomésticos integrados y salpicadero cerámico de diseño. Baño de diseño con lavamanos KARTELL negro brillo, mármol envejecido hecho a medida, grifería IMEX oro cepillado y mampara fija negra anti manchas. Aire acondicionado, iluminación personalizada en toda la vivienda, suelos cerámicos efecto madera y acabados de alta calidad en cada detalle. Tras la reciente reforma integral, en el salón, se ha dejado a la vista el ladrillo original, constatando la solera de esta edificación.  Ubicado en una de las calles más emblemáticas de Malasaña, rodeado de comercios, restaurantes, cultura y excelente comunicación en transporte público. Una oportunidad única de vivir en un espacio con carácter y estilo, en una de las mejores zonas de Madrid. ¡Listo para entrar a vivir! Solicita tu visita. MAR&GOLF - A. P. E. I. Asociación Profesional de Expertos Inmobiliarios Experto nº 3303  ref: V4641-1.",True,good,False,False,8178.0,True,False,False,False,[],False,False,368000.0,€,flat,,"Malasaña-Universidad, Madrid",Piso en calle de Velarde,V4641-1,,,,,,,
104394926,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/96/68/1252551371.webp,46,,325000.0,chalet,sale,290.0,,8,3,M-610,Madrid,La Cabrera,,es,,40.8546095,-3.6423734,False,https://www.idealista.com/inmueble/104394926/,"BREM GLOBAL INMOBILIARIA PRESENTA AMPLIO Y SINGULAR CHALET A LOS PIES DE LA LADERA DE LA MONTAÑA en La Cabrera. La vivienda construida en 1979 ocupa una superficie de 290m2 sobre una parcela de 1800m2, totalmente vallada y con salida directa al campo, algo totalmente único. La planta principal, a la que se accede desde una doble terraza con parte cubierta, cuenta con un amplio distribuidor, un gran salón muy luminoso, cocina con salida directa a la parcela, 2 habitaciones dobles y una habitación doble con baño completo, además de un baño que da servicio a las otras estancias. La planta garaje cuenta con un estudio independiente para invitados con una pequeña zona de cocina, saloncito, un baño completo y una habitación doble, además de espacio para 2 vehículos. La parcela cuenta con unas vistas privilegiadas y distintas zonas entre sombra y sol, zona de barbacoa y una zona ideal para disfrutar de las vistas que ofrece la vivienda. En el apartado de calidades destacamos: -Ventanas climalit de rotura de puente térmico. -Calefacción de gasoil. -Sondeos de mas de 100m2 para el suministro de agua. -Suelo de gres cerámico y tarima flotante. -Chimenea. La Cabrera es uno de los municipios con mayor demanda de la toda la Comunidad de Madrid por ser un pueblo que mezcla todos los servicios como por ejemplo urgencias 24h, farmacia, veterinario, varios colegios, instituto etc, todo ello adornado con amplios paseos y rutas en un entorno natural privilegiado. Si deseas visitar esta propiedad, donde no te cansaras de valorar la naturaleza, todo ello a exceso metros de una parada de autobús, no lo dudes y…. ¡ LLÁMANOS¡ TE ESPERAMOS!",True,good,False,,1121.0,True,False,True,False,[],False,False,325000.0,€,chalet,independantHouse,La Cabrera,Casa independiente en M-610,104394926,True,True,,,,,
107697153,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/f1/0a/1365386735.webp,44,2,1780000.0,flat,sale,243.0,True,5,3,calle de Chinchilla,Madrid,Madrid,Centro,es,Sol,40.4201348,-3.7049532,False,https://www.idealista.com/inmueble/107697153/,"Exclusiva vivienda en pleno centro de Madrid, a un paso de la Gran Vía Ubicada en la prestigiosa Calle Chinchilla, esta magnífica vivienda de 243 m² se encuentra en una segunda planta de un edificio clásico con ascensor y servicio de portería. Destaca por sus techos de más de 3 metros de altura, que aportan una gran sensación de amplitud, y sus cuatro balcones a la calle, que inundan de luz natural cada estancia. Su ubicación es inmejorable: a escasos metros de la Gran Vía, en una de las zonas más vibrantes y turísticas de Madrid. Disfrute de la cercanía a teatros, restaurantes, tiendas y una excelente conexión de transporte público, todo a la puerta de su hogar. Además, la distribución de la vivienda permite la posibilidad de segregación en dos unidades independientes, ofreciendo una oportunidad única tanto para inversión como para quienes buscan dos viviendas en el corazón de la ciudad. No dude en contactarnos para más información o para concertar una visita.",True,good,False,True,7325.0,True,False,True,False,[],False,False,1780000.0,€,flat,,"Sol, Madrid",Piso en calle de Chinchilla,KWONE250217GGG,,,,,,,
108255675,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/c6/95/1344440960.webp,42,bj,170000.0,flat,sale,70.0,True,2,1,calle de Asturias,Madrid,San Sebastián de los Reyes,Centro Urbano,es,,40.5498925,-3.6294626,False,https://www.idealista.com/inmueble/108255675/,"ASESORA INMOBILIARIA: Daniela Jaramillo 6 2 2 2 6 2 3 1 9 _______________________ NEW HOUSE INMOBILIARIA presenta en exclusiva fantástico local en San Sebastián de los Reyes, Reformada a capricho con materiales de alta calidad. **Es importante tener en cuenta que la escritura de compraventa se realiza como LOCAL. ** El local se distribuye de la siguiente manera (en su interior esta modificado como vivienda pero no tiene cambio de uso): - Hall de entrada amplio que comunica al tendedero, y a un pasillo que da acceso a la habitación principal y cocina. - Amplia cocina completamente amueblada, equipada e independiente con un ventanal dando vistas al salón. - Salón/comedor con ventilador de techo. - Baño completo con plato de ducha y mampara de vidrio. - Dormitorio principal tiene ventanas para iluminación natural, también cuenta con ventilador de techo. - Dormitorio secundario con vestidor y puerta corredera. características adicionales:  *En la comunidad incluye el agua. * Suelo cerámica en toda la vivienda. * Ventanas con rotura de puente térmico para un total aislamiento exterior. * Paredes de gotelé leve. * Puertas macizas lacadas en blanco. * Puerta principal blindada con ojillo digital con cámara. * Gastos de comunidad (37€) al mes incluido agua. * valor de IBI anual 175€. * Reforma integral del local en su interior. * Radiadores eléctricos. * Aire acondicionado en hall de entrada (bomba calor y frio). * tendero interior con secadora. Ubicado en una zona perfectamente comunicada, cerca del Centro Comercial La Viña y cercanías Alcobendas/san Sebastián de los reyes, cuenta con todos los servicios próximos en la zona (supermercados, farmacias, colegios.. . ). ¡MEJOR VISITARLO! Para más información o para concertar una visita, ¡No dudes en contactar con nosotros!",False,good,False,False,2429.0,True,False,False,False,[],False,False,170000.0,€,flat,,"Centro Urbano, San Sebastián de los Reyes",Piso en calle de Asturias,,,,,,,,
108911064,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/46/4e/1358681332.webp,19,-1,225000.0,flat,sale,39.0,False,1,1,paseo de las Delicias,Madrid,Madrid,Arganzuela,es,Delicias,40.399943,-3.6961502,False,https://www.idealista.com/inmueble/108911064/,"Inmobiliarias Encuentro vende en magnífico piso en el castizo barrio de Delicias, Madrid. El inmueble, de 39 m2, cuenta con un espacioso pasillo y cocina semiamueblada y funcional. Tiene un dormitorio doble, amplio y con ventana, lo que aporta luz natural a la estancia. Además posee un baño completo, con plato de ducha. Las calidades de la vivienda son inmejorables. Tiene aire acondicionado con bomba de calor, armarios empotrados y puerta blindada. La finca en la que se encuentra está en perfecto estado de conservación, reformado y dispone de ascensor. Su ubicación es inmejorable, el barrio de Delicias combina el encanto tradicional madrileño con una excelente proyección urbana y cultural. Perfectamente comunicado con el centro de Madrid mediante múltiples líneas de metro, cercanías y autobuses, Delicias es una zona consolidada que ofrece todos los servicios necesarios para una vida cómoda: supermercados, colegios, centros de salud y una amplia oferta gastronómica y comercial. A pocos minutos caminando del Museo del Ferrocarril, Matadero Madrid y el Madrid Río, el barrio goza de una vibrante vida cultural y de amplios espacios verdes ideales para el ocio y el deporte. Su carácter residencial y tranquilo, junto con su cercanía a zonas más céntricas como Atocha y Embajadores, lo convierten en una excelente opción tanto para familias como para inversores. Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: \\""CAMBIA Y DESCANSA\\"". La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones!",False,good,False,False,5769.0,True,False,False,False,[],False,False,225000.0,€,flat,,"Delicias, Madrid",Piso en paseo de las Delicias,IE01-PASEODELICIAS,,,,,,,
108961998,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/2c/4a/1360305352.webp,40,3,785000.0,flat,sale,155.0,True,3,2,paseo de la Chopera,Madrid,Alcobendas,Norte,es,,40.5433393,-3.6582142,False,https://www.idealista.com/inmueble/108961998/,"Vendemos en exclusiva este magnífico piso de 155 mts ubicado en una de las mejores áreas para vivir en Alcobendas. La distribución se compone de salón de buen tamaño muy luminoso gracias a su orientación, espectacular cocina nueva con tendedero, 3 dormitorios de buenas dimensiones la habitacion principal en suite con baño recien reformado, pasillo distribuidor y 2do baño, la vivienda incluye en el precio trastero y dos plazas de garaje que te proporcionarán una gran comodidad a la hora de aparcar.  El salón comedor es amplio con terraza y vistas a la piscina. La cocina independiente incluye tendedero, ideal para mantener el orden y aprovechar el espacio de manera eficiente. Además, la comunidad cuenta con piscina, dos canchas de padel con iluminacion y amplias zonas verdes pensadas para que los más pequeños de la casa disfruten al máximo. La urbanización cuenta con conserjeria y seguridad 24 horas. La ubicación es inmejorable, con fácil acceso a la A-1, M-40, R-2, M-12 y carretera a Barajas. Es sin duda una oportunidad única de inversión en una de las áreas residenciales más demandadas con una alta proyección en las proximidades de Madrid. Este hogar te ofrece la combinación perfecta entre confort, seguridad y una ubicación privilegiada.  Si necesitas financiación consulta nuestras condiciones hipotecarias del Grupo Seneas.",False,good,False,True,5065.0,True,False,False,False,[],False,False,785000.0,€,flat,,"Norte, Alcobendas",Piso en paseo de la Chopera,3489-02966,True,True,,,,,
108895573,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/10/46/1358218466.webp,31,,569000.0,chalet,sale,314.0,,5,3,"calle Abedul, 1",Madrid,Valdemorillo,Pino Alto - Navarredonda,es,,40.4823645,-4.0325915,True,https://www.idealista.com/inmueble/108895573/,"Chalet independiente con 5 dormitorios, piscina salina y una buhardilla de ensueño — ¡Listo para entrar a vivir! ¿Buscas un hogar que lo tenga todo? Este chalet no es solo una casa… es un estilo de vida.  Independiente, amplio y totalmente preparado para disfrutar desde el primer día, esta vivienda te ofrece mucho más que metros cuadrados: te da libertad, intimidad y confort, en cada rincón.  Distribución inteligente para que cada miembro de la familia tenga su espacio: •En la planta baja, dos habitaciones funcionales, perfectas para despacho, invitados o personas mayores. •En el salón, dos zonas polivalentes que pueden transformarse en dormitorios, zonas chill out o biblioteca. •Y arriba… un espacio abierto tipo suite que ocupa toda la planta, con baño privado. Luz natural, amplitud y privacidad total. Ideal para crear tu refugio personal.  Cada ventana ha sido cambiada e incorpora persianas eléctricas: máxima eficiencia, comodidad y seguridad.  La casa cuenta con una caldera mixta (gasoil y eléctrica) para calefacción, y un termo de última generación instalado hace menos de un año, garantizando confort y ahorro durante todo el año.  ¿Piscina? Sí, y no cualquiera: salina, moderna y de bajo mantenimiento, perfecta para cuidarte mientras disfrutas con los tuyos.  Este chalet es para ti si quieres espacio, calidad y un hogar que se adapte a tu ritmo de vida. Porque no es lo mismo buscar una casa… que encontrar el lugar donde empezar tu nueva vida.",False,good,False,,1812.0,True,False,False,False,[],False,False,569000.0,€,chalet,independantHouse,"Pino Alto - Navarredonda, Valdemorillo","Casa independiente en calle Abedul, 1",,True,True,,,,,
