propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
109114960,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/ff/c8/1364775032.webp,37,6,515000.0,flat,sale,96.0,True,3,2,CL TRIBALDOS,Madrid,Madrid,Hortaleza,es,Canillas,40.466564,-3.6398098,False,https://www.idealista.com/inmueble/109114960/,"SP Servicios Inmobiliarios pone a la venta en exclusiva este magnifico inmueble ubicado en pleno corazón de HORTALEZA. La vivienda dispone de GARAJE no vinculado a la vivienda por 20.000 € Nos encontramos en la última planta del inmueble, permitiéndonos tener una luminosidad perfecta. El piso esta distribuido en 96 m2 construidos, en un conjunto de 3 dormitorios, un ASEO, BAÑO, COCINA, SALON y DOS TERRAZAS.  La vivienda ha sido actualizada, incluyendo puertas de roble lacadas en blanco, suelo de tarima, ventanas de aluminio doble, etc. Y actualmente el edificio esta rehabilitando la fachada con SATE (Sistema de Aislamiento Térmico Exterior) que le permitirá tener la mejor eficiencia energética posible al conjunto.  La finca dispone de ASCENSOR. Localizada en la zona de Hortaleza le permite tener una comunicación excelente con líneas urbanas e interurbanas, 112 y 153, Líneas de metro de Madrid, 4 y 8, estación de Mar de Cristal y diversos comercios a su alrededor, zonas verdes, farmacias, bares, centro de salud, colegios, centros culturales…etc. POSIBILIDAD 100 % FINANCIACION consultar condiciones. No dejes pasar la oportunidad de visitar el inmueble, llámanos para poder concertar cita. TU CASA TE ESPERA.",False,good,False,True,5365.0,True,False,False,False,[],False,False,515000.0,€,True,False,20000.0,flat,"Canillas, Madrid",Piso en CL Tribaldos,,,,,
108577897,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/e8/ee/1365039363.webp,33,3,1695000.0,flat,sale,169.0,True,5,3,calle de Jorge Juan,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4248992,-3.6703629,False,https://www.idealista.com/inmueble/108577897/,"Presentamos una oportunidad única en el corazón del codiciado barrio de Goya, dentro del prestigioso distrito de Salamanca, en la Calle Jorge Juan. Un piso familiar amplio y muy luminoso, con un enorme potencial de reforma, ideal tanto como residencia definitiva como inversión patrimonial de alta demanda. Características destacadas: •169 m² construidos / 160 m² escriturados, con excelente distribución actual. •5 dormitorios (incluyendo zona de servicio independiente con acceso propio). •3 baños completos. •Salón principal con acceso directo a terraza acristalada de 8 m² orientada al sur, garantizando luz natural durante todo el día. •Altura de techos de 3 metros, que aporta elegancia, amplitud y grandes posibilidades de redistribución. •Plaza de garaje de coche grande de 31m2 construidos en el mismo edificio, una auténtica ventaja en la zona. •Trastero privado de 7 m², ideal como espacio de almacenaje adicional. •Edificio con portero físico residente, lo que aporta tranquilidad y seguridad. •Acceso adaptado para personas con movilidad reducida. •4 grandes ventanas exteriores + 8 interiores, ofreciendo múltiples posibilidades de reforma y aprovechamiento de la luz. Entorno privilegiado: Ubicación inmejorable en una de las zonas más valoradas de Madrid: •A escasos minutos caminando del emblemático Parque del Retiro y del tranquilo Parque de Fuente del Berro. •Rodeado de una amplia oferta de supermercados, colegios, farmacias y todos los servicios esenciales. •Muy próximo al Corte Inglés de Goya, así como a prestigiosas tiendas, boutiques, restaurantes y cafeterías de alto nivel. •Excelente conexión con transporte público: varias líneas de metro (Goya, O’Donnell, Manuel Becerra) y múltiples líneas de autobús. Una propiedad singular en el distrito más exclusivo de Madrid, que combina: •Un gran potencial de revalorización tras reforma; •Un diseño adaptable a diferentes necesidades familiares o de inversión; •Una ubicación consolidada con gran demanda y alta liquidez inmobiliaria. Ideal para quien busca crear una vivienda a medida en el corazón de Salamanca o para quienes desean invertir en un activo sólido, seguro y con alta proyección de rentabilidad. [IW].",False,renew,False,True,10030.0,True,False,False,False,[],False,False,1695000.0,€,True,True,,flat,"Goya, Madrid",Piso en calle de Jorge Juan,JJ 005,,,,
108923896,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/e9/9e/1359079741.webp,27,2,490000.0,flat,sale,79.0,False,2,2,paseo de las Delicias,Madrid,Madrid,Arganzuela,es,Delicias,40.3986007,-3.6930114,False,https://www.idealista.com/inmueble/108923896/,"**Piso en Venta en el Corazón de la Ciudad - Oportunidad Única** Descubre este amplísimo piso ubicado en una de las zonas más emblemáticas de la ciudad. Este inmueble destaca por su excelente conservación y un portal bonito con portero físico que te brindará seguridad y comodidad. Con 79 m² construidos, la vivienda cuenta con 2 dormitorios, uno de ellos en suite, y dos cuartos de baño completos, perfectos para disfrutar de la privacidad y el confort que mereces. La restauración completa ha sido realizada con acabados y materiales de primera calidad, mejorando también la calificación energética del inmueble. La distribución actualizada se adapta a las nuevas formas de vivir, con suelos de tarima en madera que aportan calidez y rodapiés de gran porte que añaden un toque de elegancia. Las puertas de paso y los frentes de armarios están a juego, creando una armonía visual en cada rincón. Los armarios empotrados están vestidos de arriba abajo con cajoneras, ofreciendo un amplio espacio de almacenamiento. La carpintería exterior de aluminio lacada en blanco y el doble acristalamiento con climalit aseguran un excelente aislamiento térmico y acústico. Además, las ventanas oscilobatientes y motorizadas facilitan la ventilación y el acceso a la luz natural. La calefacción por radiadores de calefacción central y el aire acondicionado instalado en toda la casa garantizan un ambiente agradable durante todo el año. La cocina está equipada con muebles altos y bajos, además de electrodomésticos de primeras marcas. Situado en una primera planta con ascensor y con acceso adaptado para personas con movilidad reducida, es una opción ideal para todos. No pierdas la oportunidad de vivir en un hogar que combina estilo, confort y funcionalidad. ¡Ven a visitarlo y enamórate! Estamos ultimando las fotografías finales del inmueble, siendo las mostradas de otros proyectos similares.",False,good,False,True,6203.0,True,False,False,False,[],False,False,490000.0,€,,,,flat,"Delicias, Madrid",Piso en paseo de las Delicias,del/2d,,,,
108335732,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/59/a9/1254241880.webp,24,en,425000.0,flat,sale,54.0,False,1,1,avenida de Felipe II,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.423645,-3.6748395,False,https://www.idealista.com/inmueble/108335732/,"Domus Aurea Capital presenta este fantástico piso ubicado en el barrio de Salamanca, en la zona de Goya. Este apartamento tiene una superficie construida de aproximadamente 54 m² y se distribuye en un salón, un dormitorio y un baño completamente reformado y amueblado. La cocina está equipada con vitrocerámica, horno, microondas y nevera, ofreciendo todas las comodidades necesarias. Dispone de gas para la caldera de agua caliente y calefacción individual con radiadores, además de un ventilador para refrigeración en los días calurosos. El apartamento está totalmente amueblado y pintado, y todas las puertas, suelos, paredes e iluminación se encuentran en perfecto estado. Está cuidadosamente mantenido y está listo para ser habitado, ofreciendo un ambiente cómodo y acogedor para sus futuros residentes. Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores.",False,good,False,False,7870.0,False,False,False,False,[],False,False,425000.0,€,,,,flat,"Goya, Madrid",Piso en avenida de Felipe II,4427,,,,
108713637,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/db/97/1352914451.webp,25,,665000.0,chalet,sale,330.0,,4,3,avenida Cañada Segoviana,Madrid,Aldea del Fresno,,es,,40.3146122,-4.197679,False,https://www.idealista.com/inmueble/108713637/,"Descubre esta impresionante vivienda, chalet individual de esquina de 330 m² construidos sobre una parcela de 500 m² junto al parque y ubicada en un entorno natural privilegiado a 40 minutos de Madrid. Es una propiedad única, pensada para quienes buscan exclusividad, confort y una excelente rentabilidad como alojamientos turístico.  ideal para quienes buscan un refugio acogedor y con licencia de casa rural, con un estilo rústico que combina elegancia y calidez, este inmueble cuenta con salón principal a doble altura que inunda de luz natural cada rincón. Tiene 4 dormitorios y 3 baños, es perfecto para familias o amigos que desean disfrutar de la tranquilidad del entorno. Cocina con isla independiente de diseño, con todos los electrodomésticos y zona de comedor, siendo el lugar ideal para compartir momentos inolvidables.  El dormitorio principal destaca por su baño en suite, incluye una bañera de hidromasaje y acceso a una terraza privada donde relajarse al aire libre.  Además, el chalet ofrece un dormitorio con cama de matrimonio, otro dormitorio con dos camas y un dormitorio abierto tipo diván, perfecto para los más jóvenes. Calefacción por suelo radiante de gasoil, aire acondicionado con bomba de calor y tiene una instalación fotovoltaica de 12kW. cubre casi la totalidad del consumo energético. El exterior es un verdadero oasis: un porche acogedor rodeado de un jardín con árboles frutales, plantas y flores que invitan a disfrutar del aire libre.  La propiedad también cuenta con una piscina climatizada interior para disfrutar todo el año, sauna finlandesa, baño turco de vapor Hamman y una piscina elevada desmontable.  Actualmente está alquilado todo el año, ofrece una rentabilidad del 6,5%, convirtiéndolo en un Alojamiento Turístico Premium.  ¡Contáctanos para más información!",False,good,False,,2015.0,False,False,False,False,[],False,False,665000.0,€,True,True,,chalet,Aldea del Fresno,Casa independiente en avenida Cañada Segoviana,CR0122,700000.0,35000.0,5.0,independantHouse
108314572,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/a5/fe/1340437129.webp,27,,450000.0,flat,sale,71.0,,2,1,avenida de la Gavia,Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3709661,-3.6121486,False,https://www.idealista.com/inmueble/108314572/,"Ático en venta situado en el Barrio de Vallecas, Madrid. Tiene una superficie aproximada de 71 m² distribuidos en salón-comedor, cocina amueblada, 2 dormitorios con armarios empotrados, 1 baño y amplia terraza. Dispone de zona comunitaria con piscina y jardín. Incluye dos plazas de garaje y un trastero. Se encuentra muy bien comunicado, disponiendo a pocos metros de parada autobús con servicio de las líneas N9-145. Su cercanía a colegios, supermercados, farmacias, centro comercial y parques infantiles, convierten a esta vivienda en una propuesta inteligente a un precio accesible. A 5 minutos caminando de la estación de metro La Gavia y con fácil acceso a la M-45. Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,True,6338.0,True,False,True,False,[],False,False,450000.0,€,True,True,,flat,"Ensanche de Vallecas - La Gavia, Madrid",Piso en avenida de la Gavia,CH-72516-0001,,,,
108357854,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/a0/b7/1349455739.webp,17,bj,329000.0,flat,sale,100.0,True,2,1,calle de Gloria Fuertes,Madrid,Alcobendas,Norte,es,,40.5533962,-3.6479904,False,https://www.idealista.com/inmueble/108357854/,"GLOBALPISO FUENCARRAL vende en exclusiva magnifica vivienda del año 2002, con garaje y trastero situada en una urbanización cerrada del norte de Alcobendas. La vivienda, con una superficie de 100 metros cuadrados, se encuentra en planta baja y está en excelente estado o actualizada. Dispone de dos dormitorios amplios y luminosos, una cocina espaciosa y funcional, y un baño completo. Además, incluye garaje y trastero dentro de la propia finca. La ubicación es inmejorable, ya que trascurren autobuses interurbanos que conectan Alcobendas con Madrid, incluyendo la 151, 152-C, 153, 154, 155, 156, 157, 158, 159 y más. Dispone de Metro: la línea 10 del metro de Madrid tiene parada en Alcobendas y de Cercanías RENFE: La línea C-4a conecta Alcobendas con Madrid. Además, Alcobendas está bien conectada por la A-1 (Autovía del Norte), que facilita el acceso a Madrid y otras localidades cercanas. En las inmediaciones se encuentra el Centro Comercial Moraleja Green, Centro Comercial Plaza Norte 2, parques y zonas de ocio. Esta vivienda es ideal para quienes buscan calidad de vida, comodidad y una excelente ubicación. Para más información o para concertar una visita, se recomienda ponerse en contacto lo antes posible. Contáctanos y agenda tu visita. ¡No dejes pasar esta oportunidad! *Globalpiso nunca solicitará documentación ni dinero sin haber realizado antes una visita a la vivienda. *Ofrecemos financiación del 100% a través de nuestro departamento financiero, H2b Hipotecas. La aprobación de la financiación está sujeta a las condiciones de la entidad financiera y se evaluará el perfil y solvencia del cliente. *De conformidad con el Artículo 6 del RD 515/1989, de 21 de abril, informamos a los clientes que los gastos notariales, registrales, Impuesto de Transmisiones Patrimoniales (I. T. P. ) gastos financieros e intermediación inmobiliaria y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. ""Se cumplen todos los requisitos y derechos referidos en la Ley 12/2023 por el Derecho a la Vivienda"".",False,good,False,True,3290.0,False,True,False,False,[],False,False,329000.0,€,True,True,,flat,"Norte, Alcobendas",Piso en calle de Gloria Fuertes,FUE1670,,,,
109125850,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/c9/b0/1366290425.webp,16,bj,218000.0,flat,sale,55.0,True,1,1,via Carpetana,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3899921,-3.7456801,False,https://www.idealista.com/inmueble/109125850/,"Inmobiliarias Encuentro vende bajo a estrenar en Vista Alegre de 50 m² La vivienda se distribuye en un dormitorio confortable, cocina americana abierta al salón, lo que aporta mayor amplitud y funcionalidad al espacio, un salón luminoso y versátil, y un baño moderno equipado con plato de ducha. En cuanto a calidades, el piso dispone de suelos de tarima de fácil mantenimiento, ventanas de climalit con gran capacidad de aislamiento térmico y acústico, sistema de calefacción y agua caliente mediante electricidad, además de aire acondicionado por splits, lo que asegura un clima agradable en cualquier época del año. La ubicación es uno de sus grandes atractivos: se encuentra a tan solo dos minutos caminando de la estación de metro Carabanchel, facilitando un acceso rápido y directo al centro de Madrid y a otras zonas de la capital. El entorno cuenta con una amplia oferta de servicios y comodidades: supermercados, colegios, farmacias, centros de salud, zonas verdes y deportivas, comercios de proximidad, así como bares y restaurantes que aportan vida al barrio. Además, la zona ofrece excelentes comunicaciones tanto en transporte público como en conexiones viarias principales, lo que convierte a esta vivienda en una opción ideal tanto para vivir como para invertir. Si necesita vender su inmueble para adquirir este u otro inmueble publicado contacte con nosotros disponemos del servicio //""CAMBIA DESCANSA""// la solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. Financiación a tu medida con FINMOO tendrás los mejores tipos de interés y hasta el cien por cien de financiación. Consulta nuestras condiciones  Entra en nuestra web y reserva este piso en tan solo 2 minutos con nuestro servicio ireserva.",False,good,False,False,3964.0,False,False,False,False,[],False,False,218000.0,€,,,,flat,"Vista Alegre, Madrid",Piso en via Carpetana,IE07-VCARPEP,,,,
108410085,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/97/2d/1344096386.webp,18,5,425000.0,penthouse,sale,70.0,True,2,1,calle de Castillejos,Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4558508,-3.7056843,False,https://www.idealista.com/inmueble/108410085/,"Gaventia Real Estate presenta este exclusivo ático para entrar a vivir situado en pleno distrito de Tetuán, a 10 minutos andando de la Dehesa de la Villa. El ático, situado en la última planta de una finca de 5 alturas, cuenta con doble orientación, sur y oeste, proporcionando una gran luminosidad durante todo el día. El edificio cuenta con ascensor y portero físico. La vivienda dispone de salón comedor con cocina integrada, un dormitorio principal con vestidor, dormitorio-estudio, un baño completo y una terraza de 35 metros. TODAS las estancias son exteriores. Destacar que la terraza-ático cuenta con unas vistas despejadas. Dispone de toldos tanto en la parte superior de la terraza como en los laterales para mayor intimidad y protección solar. El inmueble está situado a escasos metros de la calle Francos Rodríguez y Ofelia Nieto, a 7 minutos caminando del Metro Estrecho (línea 1) y el Metro Francos Rodríguez (línea 7) y varias líneas de autobuses EMT. Otras de las zonas a destacar cercanas a la vivienda son el Intercambiador de Plaza Castilla, C. C. La Vaguada Además, tiene una fácil comunicación a carreteras y autopistas (m30, m40, m607 y A6).  La ubicación dispone de una amplia zona comercial, supermercados, colegios, guarderías, entidades bancarias, restauración, farmacias, gimnasios, centros sanitarios y socioculturales, parques (Rodríguez Sahagún y Dehesa de la villa) etc. No dude en contactarnos para más información, estaremos encantados de atenderles. Gaventia Real Estate: Inmobiliaria boutique situada en Madrid, especializada en ofrecer a sus clientes servicios premium para la venta y alquiler de su inmueble.",True,good,False,True,6071.0,True,False,False,False,[],False,False,425000.0,€,,,,flat,"Bellas Vistas, Madrid",Ático en calle de Castillejos,,,,,penthouse
108826667,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/97/e7/1356273613.webp,18,2,750000.0,flat,sale,55.0,False,1,1,calle de Irún,Madrid,Madrid,Moncloa,es,Argüelles,40.4202877,-3.7180802,False,https://www.idealista.com/inmueble/108826667/,"Exclusivo piso en alquiler en Príncipe Pío  Se vende elegante y moderno piso de 55 m² en una de las mejores fincas de la zona de Príncipe Pío. La vivienda está completamente amueblada y lista para entrar a vivir, ideal para quienes buscan confort, estilo y una ubicación privilegiada en el centro de Madrid. Ideal para rentabilizar Características principales: Superficie: 55 m² 1 habitación amplia con closet, baño en suite y acceso a la terraza Salón luminoso con mobiliario de alta calidad Cocina totalmente equipada Baño completo Amueblado con estilo contemporáneo Piscina comunitaria Gimnasio 24 horas Portero físico Ubicado en una finca moderna y exclusiva, este piso ofrece un estilo de vida cómodo, seguro y con todas las comodidades a un paso de Madrid Río, el centro histórico, y perfectamente comunicado con transporte público.",True,good,False,True,13636.0,True,True,False,False,[],False,False,750000.0,€,,,,flat,"Argüelles, Madrid",Piso en calle de Irún,,,,,
