propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
109106531,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/28/83/1364530935.webp,17,1,108000.0,flat,sale,29.0,False,1,1,CL SIERRA DE LA ESTRELLA,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3920889,-3.6675782,False,https://www.idealista.com/inmueble/109106531/,"¡Descubre este encantador estudio en venta!  Situado en el vibrante barrio de San Diego, cerca de Méndez Álvaro, este espacio luminoso de 29 m² ofrece un ambiente acogedor y lleno de posibilidades. Su diseño inteligente incluye un baño completo con bañera y una cocina americana que optimiza el uso del espacio, ideal para disfrutar de momentos agradables en casa. Aunque es un inmueble de segunda mano, se encuentra en buen estado y conserva el encanto de su construcción original de 1920. Además, cuenta con un práctico habitáculo de almacenaje o armario que te permitirá mantener todo en orden. Ubicado en la primera planta.  ¡No dejes pasar la oportunidad de visitarlo y convertirlo en tu refugio personal!",False,good,False,False,3724.0,False,False,False,False,[],False,False,108000.0,€,,,,flat,"San Diego, Madrid",Piso en CL Sierra De La Estrella,AXA-004903901030127306EST,,,,
108438936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/46/ce/1366704056.webp,37,ss,550000.0,flat,sale,84.0,False,2,2,calle del Doctor Esquerdo,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4225066,-3.6704065,False,https://www.idealista.com/inmueble/108438936/,"Propiedad en Goya, en la calle Doctor Esquero, en finca de los años 50 con portero y ascensor. Bien comunicado, junto la calle Goya, al lado de la estación de metro de O’Donnell y Manuel Becerra y junto línea de autobús. Rodeado de restaurantes y comercios, Wizink, hospital Gregorio Marañón, y salida sencilla de Madrid hacia el aeropuerto a través de O’Donnell. Destaca la luminosidad gracias a sus amplios patios de uso privativo. Muy tranquilo, aislado del bullicio de la calle. Se accede a la propiedad a través de un recibidor que da paso a la zona social, salón comedor con cocina integrada, completamente equipada. Armario gabanero amplio. La zona de noche se compone de 2 dormitorios, uno de ellos en suite con vestidor/ walk-in closet. Uno de los patios tiene deck de madera y mobiliario de exterior para disfrutar de las mañanas al sol y el otro tiene una parte cubierta que se emplea como zona de lavandería.  Reformado y amueblado, con interiorismo incluido.",True,good,False,True,6548.0,True,False,False,False,[],False,False,550000.0,€,,,,flat,"Goya, Madrid",Piso en calle del Doctor Esquerdo,,,,,
108375595,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/cc/3b/1344431057.webp,19,1,580000.0,flat,sale,120.0,True,4,2,calle de Alcorisa,Madrid,Madrid,Hortaleza,es,Canillas,40.4640641,-3.6387997,False,https://www.idealista.com/inmueble/108375595/,"Estudio Tecnocasa Nuevo Canillas 2023 S. L. VENDE EN EXCLUSIVA Este piso en C/Alcorisa, construido en el año 1977 por la empresa Leonar. Está situado en la 1º planta del edificio, el cual cuenta con ascensor.  Ofrece una superficie de 120m² distribuidos en una planta. El inmueble cuenta con cuatro amplios dormitorios con armarios empotrados y dos baños completos. La cocina se encuentra completamente equipada. Además, dispone de dos terrazas luminosas con vistas a zonas ajardinadas. Su orientación es noreste/noroeste.   Zona muy tranquila con privacidad de zona peatonal y aparcamientos. Instalación de calefacción de gas natural y aire acondicionado en todas las estancias. Vivienda con mucha luz y buena distribución. Ubicada en una zona privilegiada, esta vivienda está cercana a supermercados, comercios, zonas verdes y parques infantiles. Además, se encuentra a poca distancia del metro Canillas (L4), facilitando el acceso al transporte público. No dude en llamarnos para concertar su cita y visitar el inmueble, en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. FINANCIACIÓN 100%.",True,good,False,True,4833.0,True,False,False,False,[],False,False,580000.0,€,,,,flat,"Canillas, Madrid",Piso en calle de Alcorisa,,,,,
109041486,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/88/d4/1362449556.webp,50,,950000.0,chalet,sale,450.0,,5,5,calle Monte Alto,Madrid,Torrelodones,Los Peñascales,es,El Monte,40.5751962,-3.8848406,False,https://www.idealista.com/inmueble/109041486/,"OIKOS INMOBILIARIA PRESENTA EN EXCLUSIVA ESTE MARAVILLOSO CHALET EN UNA DE LAS MEJORES ZONAS DE TORRELODONES EN LOS PEÑASCALES, CON 5 HABITACIONES, 5 BAÑOS, PISCINA, JARDIN, PLACAS SOLARES Y SUELO RADIANTE.  La vivienda presenta unas prestaciones y calidades muy buenas, con carpinterías exteriores e interiores de calidad muy alta que logran un asilamiento termo-acústico excelente, suelo radiante, placas solares con batería en la nube, muy luminoso, reformado y mantenido con gusto y criterio durante todos estos años.  Nada más entrar nos encontramos un distribuidor espacioso que nos da lugar, por la derecha, al salón. Separado por dos grandes puertas que separan claramente la estancia y nos ofrecen privacidad, contamos con un espacio muy amplio y luminoso donde disponemos de numerosas posibilidades de distribución de nuestro material mobiliario, con salida a una gran terraza que da al jardín y chimenea de obra. Precioso, cómodo y señorial serían tres adjetivos que definen bien a esta estancia.  Por la izquierda, tenemos acceso a una habitación para los invitados, de gran tamaño y con un gran ventanal que la nutre de abundante luz.  Al lado, tenemos el acceso directo a la cocina, una de las joyas de la casa. Cuenta con una salida directa al jardín y un maravilloso ventanal que provoca la sensación de estar en contacto constante con el exterior y nos evita tener que encender ninguna luz durante el día.  Nos encontramos también un aseo de cortesía que nos da servicio a la planta baja.  Subiendo las escaleras llegamos a la planta primera, donde nos encontramos tres habitaciones. La primera de ellas hacia la izquierda, la suite principal con baño integrado y vestidor, con salida a una terraza de tamaño grande. Una habitación maravillosa, muy amplia y luminosa, con su vestidor y un espectacular baño de doble seno con encimera de mármol.  Las otras dos habitaciones y el baño, perfectas de tamaño para tener confort y privacidad en cada una, contando una de ellas con salida directa un maravilloso balcón.  La buhardilla presenta una disposición excelente. Es una estancia a la que podemos dar diferentes usos. Desde una súper habitación con vestidor en suite, un despacho muy grande donde tenemos espacio de sobra para almacenar cosas o una zona recreativa para que los peques de la casa puedan jugar sin molestar.  En el sótano tenemos, a parte de un enorme garaje, un segundo salón perfecto para reuniones con amigos que cuenta con chimenea de obra para invierno y a la vez es una de las zonas más frescas para verano. El resto, despensa, baño, sala de lavadora, trastero y otra habitación para invitados, hace que toda la zona del sótano sea perfecta para poder hacer vida allí también y darle otros usos. Es una vivienda con mucho encanto, mucha vida y perfecta para una familia con hijos de todas las edades. Si desea una visita, no dude en llamarnos. OFRECEMOS FINANCIACION AL 100% CON NUESTRO DEPARTAMENTO FINANCIERO PROPIO.",False,good,False,,2111.0,False,False,False,False,[],False,False,950000.0,€,True,True,,chalet,"El Monte, Torrelodones",Casa independiente en calle Monte Alto,,,,,independantHouse
108554241,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/54/5d/1348299064.webp,47,4,299000.0,flat,sale,95.0,True,2,2,"calle Dodge, 1",Madrid,Madrid,Usera,es,Orcasitas,40.3661247,-3.709592,True,https://www.idealista.com/inmueble/108554241/,"Agencia Negociadora del Alquiler vende magnífica vivienda de 95 m2 (66 m2 útiles) en urbanización privada con portero físico, zonas de jardines, piscina y zona infantil con columpios.  Consta de 2 dormitorios, 2 cuartos de baño (uno en suite), salón comedor, cocina equipada con electrodomésticos y tendedero.  Puerta blindada, suelos de parquet, ventanas de PVC tipo climalit, aire acondicionado, calefacción individual por caldera de gas natural y armarios. Amueblada. Plaza de garaje incluida en el precio. Muy próximo a supermercados, comercios, colegios y farmacias; muy bien comunicado, paradas de autobuses en la misma puerta, a 5 minutos de la estación de cercanías de orcasitas. Importante: El precio de compra de la vivienda no incluye el gasto del Impuesto de Transmisiones Patrimoniales (6%), honorarios de agencia (3% + IVA), ni gastos de notario y registro.",False,good,False,True,3147.0,False,False,False,False,[],False,False,299000.0,€,True,True,,flat,"Orcasitas, Madrid","Piso en calle Dodge, 1",,,,,
109042919,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/25/03/1362494831.webp,19,bj,269000.0,flat,sale,132.0,True,2,2,calle de San Sebastián s/n,Madrid,El Boalo,,es,,40.718164,-3.9192893,True,https://www.idealista.com/inmueble/109042919/,"INMOSIERRA, presenta amplio piso bajo con patio muy agradable, buena orientación, con 132m2, y 97m2 de piso, con amplio salón y dormitorios con acceso al patio, con sistema de pellet con salida a los dormitorios y calefacción eléctrica con una tarifa especial muy económico por tener cargador eléctrico de coche en la plaza de garaje, cocina equipada con salida al patio, 2 dormitorios con a/e, 2wc completos, recién pintado todo el piso suelos de tarima recién acuchillada y gres, equipado con plaza de garaje con cargador eléctrico, trastero, y piscina comunitaria, edificio moderno, casco urbano, todos los servicios cerca. visita en venta 269.000€.",False,good,False,False,2038.0,False,False,False,False,[],False,False,269000.0,€,True,True,,flat,El Boalo,Piso en calle de San Sebastián s/n,,,,,
106792349,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/59/02/1294148795.webp,18,bj,135000.0,flat,sale,80.0,True,3,1,plaza de Nicaragua,Madrid,Fuenlabrada,La Avanzada - La Cueva,es,,40.2956544,-3.7821013,False,https://www.idealista.com/inmueble/106792349/,"¡ Sin comisión al comprador! Airu vende en Exclusiva esta vivienda Alquilada para inversores. La vivienda se encuentra alquilada en 550€ mensuales y el contrato termina en Diciembre del 2029. Vivienda no visitable. ¡Descubre tu nuevo hogar en el corazón del barrio de la Avanzada! Este acogedor piso en planta baja te ofrece 80 m² construidos y 72 m² útiles, distribuidos en 3 dormitorios, un baño, una entrada y un amplio salón comedor que se conecta con una cocina funcional. Construido en 1976, el inmueble se encuentra en buen estado y es perfecto para inversores que buscan una propiedad con contrato vigente.  Su orientación sur garantiza luz natural durante todo el día, y aunque no dispone de calefacción, su ubicación exterior y el acceso facilitan la comodidad. La zona es inmejorable: rodeada de colegios, institutos, transporte público, farmacias, restaurantes y supermercados, además de la cercanía a la estación de Renfe. No dejes pasar esta oportunidad de inversión en un barrio con todos los servicios al alcance de tu mano. ¡Ven a visitarlo y enamórate de sus posibilidades!",True,good,False,False,1688.0,True,False,False,False,[],False,False,135000.0,€,,,,flat,"La Avanzada - La Cueva, Fuenlabrada",Piso en plaza de Nicaragua,,,,,
108009322,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/fa/1e/1331041329.webp,50,,450000.0,chalet,sale,185.0,,5,2,calle Velero,Madrid,Fuente el Saz de Jarama,,es,,40.6389769,-3.504243,False,https://www.idealista.com/inmueble/108009322/,"Aura Hogar vende en EXCLUSIVA fantástico chalet independiente con piscina privada en Fuente el Saz de Jarama. La vivienda consta en planta baja de amplio hall de entrada, salón comedor de 32m2 que conecta con la zona de jardín, cocina independiente, cuatro dormitorios con armarios empotrados y un gran cuarto de baño adaptado para personas de movilidad reducida. En la primera planta nos encontramos con la habitación principal con salida a terraza y un cuarto de baño con plato de ducha. El jardín que rodea la casa es espectacular, con piscina, zona de barbacoa, columpios, ideal para disfrutar con familia y amigos durante todo el año. Adicionalmente dispone de una zona destinada a cochera y un sótano para darle distintos usos, trastero, zona de juegos, zona de bar.. . Ubicada en una zona tranquila y residencial de municipio, con fácil acceso por M-111 y M-107, a pocos minutos del centro del pueblo. Sin comisiones en el precio de venta, ¡solicite su visita con nosotros!",True,renew,False,,2432.0,True,False,False,False,[],False,False,450000.0,€,True,True,,chalet,Fuente el Saz de Jarama,Casa independiente en calle Velero,FUENTE.EL.SAZ,,,,independantHouse
109042848,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/d5/b9/1362491155.webp,43,,995000.0,chalet,sale,629.0,,5,5,avenida del Monte,Madrid,Torrelodones,Los Peñascales,es,El Monte,40.5785481,-3.8919296,False,https://www.idealista.com/inmueble/109042848/,"OIKOS INMOBILIARIA VENDE EN EXCLUSIVA ESTE MARAVILLOSO CHALET INDEPENDIENTE EN EL CORAZÓN DE LOS PEÑASCALES CON 5 DORMITORIOS Y 5 BAÑOS, RODEADO DE NATURALEZA Y UN ENTORNO REPLETO DE TRANQUILIDAD.  Nada más cruzar la puerta principal, nos encontramos con un maravilloso distribuidor que nos lleva a las diferentes zonas de la planta baja.  Por la izquierda tenemos la cocina, cuyo tamaño y forma la hacen perfecta. Cuenta con una gran ventana por donde nos entra mucha luz y por supuesto que nos permite ventilarla de manera eficaz y eficiente, aspecto muy importante al tratarse de una zona húmeda de la vivienda.  Por la derecha una habitación de invitados con baño en suite que da un servicio exclusivo para el que venga a pasar un fin de semana.  De frente, pasamos a una de las joyas de la casa: el salón, comunicado abiertamente con el distribuidor mencionado. Con todo el suelo de mármol, nos recibe una espectacular estancia que unifica toda la planta baja y nos da un motivo por el que enamorarnos de la casa. Forma rectangular, para que podamos ponerlo a nuestro gusto de manera muy sencilla, chimenea de oba y por supuesto cuenta con un ventanal que nos da acceso a una maravillosa terraza de gran tamaño.  Subiendo a la planta primera por una espaciosa escalera con luz natural, llegamos al distribuidor de la planta primera. Por la izquierda, el dormitorio principal de gran tamaño con un maravilloso baño en suite. Iluminación, confort y eficacia para lograr comodidad, es lo que le definen. Esta habitación posee el acceso directo a la buhardilla de la vivienda, un espacio amplio y muy cuidado. El resto, unas maravillosas habitaciones que, a pesar de contar con tres más en esa misma planta, mantienen el tamaño, la luz y la exclusividad de vivir en una casa como esta, dándoles la importancia a nivel arquitectónico que se merecen por su distribución y su disposición. Otra de ellas cuenta con baño en suite también. En conjunto, hacen de la primera planta un lugar idóneo para que se pueda instalar una familia y cada miembro cuente con un espacio y una independencia total.  Bajando a la planta -1, de nuevo por unas escaleras amplias e iluminadas de forma natural que unen las tres plantas, llegamos a lo que es el punto culminante de la casa y que va a lograr que si no te has enamorado aún de la casa, lo hagas en este momento. Una espectacular estancia a doble altura con un encanto rústico, que nos proporciona un lujo que no cualquiera puede tener. Contamos con cocina completamente equipada, una barra maravillosa, horno de leña y extractor de humos. El resto, es superficie diáfana con la que podremos jugar como queramos con nuestro material mobiliario, abriendo un abanico de posibilidades para convertir esta estancia en un lugar de ocio absolutamente precioso. Contamos también con un ventanal que cubre toda la pared, que a la par que nos da acceso al jardín, nutre la estancia de una iluminación natural muy abundante que conjugada con ese ambiente rústico, logra una calidez y un ambiente hogareño inigualable. Por si fuera poco, contamos con una fantástica bodega de ladrillo visto, con arcos de medio punto, que en su conjunto añaden un encanto extra a la vivienda.  Por último, la casa cuenta con un maravilloso y amplio jardín y garaje independiente.  Para verlo en persona no dude en contactar con nosotros y conformar una visita.  FINANCIAMOS HASTA EL 100% DEL VALOR DE LA COMPRA. CONSULTE CON NUESTRO DEPARTAMENTO FINANCIERO PROPIO.",False,good,False,,1582.0,False,False,False,False,[],False,False,995000.0,€,True,True,,chalet,"El Monte, Torrelodones",Casa independiente en avenida del Monte,,,,,independantHouse
107653937,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/64/cf/1318834820.webp,14,,4200000.0,countryHouse,sale,2500.0,,6,2,"calle Alta, 12 -P",Madrid,Valdepiélagos,,es,,40.7782081,-3.4685776,True,https://www.idealista.com/inmueble/107653937/,"INMOBILIARIA TÉCNICA NORTE VENDE FINCA DE 450 HECTAREAS EN VALDEPIÉLAGOS PARA CAZA MENOR Y CULTIVO DE CEREALES (MADRID) COTO DE SAN BENITO 1. SITUACION GEOGRAFICA. - 'Coto de San Benito' es un coto redondo localizado en los términos de Valdepiélagos (Madrid) y Uceda ( Guadalajara). Tiene una extensión de 450 hectáreas, de las que 140 corresponden a monte chaparral. 'Coto de San Benito' tiene aproximadamente 450 hectáreas, más de 4 millones y medio de metros cuadrados de terreno que en su mayoría, más de 310 hectáreas, es utilizado para el cultivo de cereales, leguminosas y oleaginosas. Las otras 140 hectáreas son monte bajo, con catalogación para caza menor. Aproximadamente 75 hectáreas pertenecen al pueblo de Uceda en la provincia de Guadalajara y el resto al pueblo madrileño de Valdepiélagos. - Red eléctrica privada con una línea de más de 2km. desde VALDEPIÉLAGOS. - Antena de telefonía móvil en la zona alta de la finca que garantiza cobertura para teléfonos móviles y aporta ingresos por alquiler. Casa Principal de 216 metros cuadrados, con un porche de 45 metros y zona ajardinada. Es una zona rehabilitada y que conserva el sabor de las antiguas casas de campo, con un gran salón con chimenea, y habitaciones. Dispone a su vez de una zona con barbacoa, jardín y terraza exterior. El patio de zahorra prensada asegura la firmeza del terreno. Almacén de reciente construcción, con una superficie de 525 metros cuadrados en una nave techada, con un porche de 245 metros cuadrados, dedicado a guardar maquinaria agrícola, tractores y remolques. Se emplea también para guardar el grano recogido de los diferentes cultivos. Al lado contrario del porche construido se encuentra el terreno preparado para poder construir uno similar. Nave Bodega y cuadra, de 245 m cuadrados de construcción. En la actualidad se utiliza para guardar los automóviles propiedad de Coto de San Benito S. A. La zona de cuadra es utilizada como taller y almacenaje de herramientas. Nave de Semillas. Nave de 155 m cuadrados. En la actualidad se guardan las semillas que se utilizan para la siembra. Dicha nave consta de los separadores correspondientes para clasificar el grano de los distintos cultivos. Edificio de 200 m cuadrados que alberga 2 casas independientes para vivienda del personal. Este edificio es de reciente construcción. 4. OTROS DATOS DE INTERÉS. - La explotación agrícola cuenta con los derechos de PAC. COTO DE SAN BENITO, tiene una zona colindante con la Urbanización CARAQUIZ del término municipal de UCEDA. Por último destacar que el 50% de la finca se encuentra cerrada. Existe una valla que cubre una parte del perímetro.  ref:1814TN.",False,good,False,,1680.0,True,False,False,False,[],False,False,4200000.0,€,,,,countryHouse,Valdepiélagos,"Masía en calle Alta, 12 -p",1814TN,,,,masia
107189299,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/28/d3/1305651448.webp,31,2,810000.0,flat,sale,127.0,True,2,2,calle de Jesús de Polanco,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4746266,-3.7323587,False,https://www.idealista.com/inmueble/107189299/,"Exclusivo Piso de Lujo en Urbanización Tipo Resort Descubra la elegancia y el confort en este espectacular piso de lujo, ubicado en una de las urbanizaciones más exclusivas, diseñada para ofrecer una experiencia de vida inigualable. Esta obra semi nueva combina diseño moderno, amplios espacios y acabados de primera calidad, creando un ambiente sofisticado y acogedor. La vivienda cuenta con dos amplios dormitorios y dos baños, diseñados con materiales de alta gama y equipados con las mejores comodidades. El salón, de concepto abierto, se integra perfectamente con una cocina moderna y funcional, ideal para quienes disfrutan de la comodidad sin renunciar al estilo. Grandes ventanales permiten la entrada de luz natural, brindando una sensación de amplitud y conexión con el entorno. La calefacción por aerotermia ofrece un beneficio económico y ecosostenible. Ubicado dentro de una urbanización privada tipo resort, este exclusivo piso ofrece una amplia gama de servicios diseñados para el bienestar y el disfrute. Los residentes tienen acceso a un espectacular spa, donde pueden relajarse y desconectar del estrés diario, así como a una piscina de diseño, perfecta para disfrutar del sol y el buen clima. Además, el complejo cuenta con un gimnasio completamente equipado y una elegante sala para eventos, ideal para celebraciones privadas o reuniones sociales. La seguridad es una prioridad en esta urbanización, por lo que dispone de vigilancia las 24 horas, garantizando tranquilidad y privacidad en todo momento. Asimismo, el piso incluye plaza de garaje y trastero, aportando comodidad y espacio adicional de almacenamiento. Ubicado en una zona privilegiada, este inmueble ofrece un entorno exclusivo con fácil acceso a todos los servicios esenciales, restaurantes de alta cocina, centros comerciales y zonas de ocio. Es la opción ideal para quienes buscan calidad de vida, lujo y exclusividad en un mismo lugar. No pierda la oportunidad de vivir en un auténtico oasis de lujo. Contáctenos para más información o para concertar una visita y descubrir en persona todo lo que este espectacular piso tiene para ofrecer.",True,good,False,True,6378.0,True,False,False,False,[],False,False,810000.0,€,True,True,,flat,"Peñagrande, Madrid",Piso en calle de Jesús de Polanco,,,,,
107068658,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/ed/84/1219700002.webp,37,2,1090000.0,flat,sale,100.0,True,2,2,"calle de Hortaleza, 57",Madrid,Madrid,Centro,es,Chueca-Justicia,40.4233184,-3.6989844,True,https://www.idealista.com/inmueble/107068658/,"PROPERTY PLUS VENDE NUEVO A ESTRENAR, precioso apartamento de lujo recién reformado y totalmente equipado en la mejor zona de Chueca - Justicia. Posibilidad de garaje opcional. Se trata de Segundo piso Exterior, Muy luminoso, con 4 balcones a la calle!  Amplio recibidor con acceso a preciosa cocina equipada con menaje completo.  Salón comedor con cristaleras de suelo a techos! Muy luminoso. Dormitorio principal con baño en suite y armarios empotrados vestidos! Dormitorio 2 con baño en suite y armarios, arios empotrados vestidos! Cuarto de lavandería!  Una vivienda de lujo en pleno corazón de Justicia/ Chueca!  IDEAL INVERSION! Contacte con nosotros los 7 días de la semana para concertar una visita sin compromiso!",False,good,False,True,10900.0,False,False,False,False,[],False,False,1090000.0,€,,,,flat,"Chueca-Justicia, Madrid","Piso en calle de Hortaleza, 57",H57 01 DA ,,,,
108500579,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/c8/e5/1006122558.webp,28,4,775000.0,flat,sale,64.0,False,2,3,"calle del Príncipe de Vergara, 60",Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4321296,-3.6791627,True,https://www.idealista.com/inmueble/108500579/,"Property Plus VENDE EXTRAORDINARIO Piso recién reformado, totalmente amueblado y equipado con todo! Inmejorable inversión en finca representativa! INMUEBLE ARRENDADO!  Excelente Oportunidad de Inversión y Rentabilidad!  Ubicado en pleno corazón del Barrio Salamanca, se trata de inmueble de altura 4º Muy Luminoso, de 2 dormitorios con 2 baños en suite + aseo de cortesía, con aire acondicionado por conductos en toda la vivienda y calefacción Gas Natural individual. La vivienda tiene la siguiente distribución:  Amplio recibidor con armario empotrado. Aseo de cortesía. Salón comedor muy luminoso, con cocina abierta totalmente amueblada y equipada con electrodomésticos panelados: lavadora/ secadora, lavavajillas, frigorífico, horno, micro,.. . Dormitorio 1 con baño completo en suite, armario empotrado vestido, cama de matrimonio,.. . Dormitorio 2 con baño completo en suite, armario empotrado vestido, cama de matrimonio, . Contacte con nosotros los 7 días de la semana para concertar una visita sin compromiso!",True,good,False,True,12109.0,False,False,False,False,[],False,False,775000.0,€,,,,flat,"Lista, Madrid","Piso en calle del Príncipe de Vergara, 60",PV60 4 01 DA,,,,
108887040,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/78/eb/1358091977.webp,15,,265000.0,flat,sale,45.0,False,2,1,calle de Leganitos s/n,Madrid,Madrid,Centro,es,Palacio,40.4216067,-3.7100961,True,https://www.idealista.com/inmueble/108887040/,"AOVE HOMES pone a la venta en exclusiva un piso con muchas posibilidades de reforma, situado en una de las zonas más emblemáticas y cotizadas de Madrid: a tan solo unos pasos de Plaza de España y la Gran Vía, rodeado de vida urbana, servicios, comercios, cultura y excelentes conexiones de transporte. La vivienda, aunque interior, destaca por su gran luminosidad gracias a sus amplios ventanales que inundan el espacio de luz natural durante todo el día. Actualmente cuenta con una distribución óptima para un dormitorio doble, pero ofrece la posibilidad de adaptar el espacio e incorporar un segundo dormitorio individual, ideal para quienes buscan un hogar funcional o una inversión con alta rentabilidad. Es una oportunidad perfecta para crear un piso a medida en pleno centro de la ciudad. Si estás interesado en visitarlo o necesitas más información, no dudes en ponerte en contacto con nosotros. ¡Estaremos encantados de ayudarte!",False,renew,False,True,5889.0,True,False,False,False,[],False,False,265000.0,€,,,,flat,"Palacio, Madrid",Piso en calle de Leganitos s/n,,,,,
109164277,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/b8/aa/1366162491.webp,51,3,667260.0,flat,sale,236.0,True,5,3,Valleaguado - La Cañada,Madrid,Coslada,Valleaguado - La Cañada,es,,40.4296123,-3.5412097,False,https://www.idealista.com/inmueble/109164277/,"ESPECTACULAR Y ÚNICO PISO EN VALLEAGUADO, IDEAL PARA UNA GRAN FAMILIA. HABICASA COSLADA VENDE EN EXCLUSIVA esta fantástica y única vivienda en la zona de Valleaguado, descubre tu nuevo hogar ubicado en una de las zonas más solicitadas de Coslada. Piso semi reformado, para entrar a vivir. Situado en una 3ª planta CON ASCENSOR. DISTRIBUCIÓN Y DETALLES: La vivienda cuenta con una superficie de 236 m² construidos en catastro.  Amplio salón comedor totalmente independiente con salida a terraza de 20 m², perfecta para disfrutar de momentos en familia y con amigos.  Gran cocina independiente y totalmente amueblada con electrodoméstico, te permitirá preparar tus recetas preferidas con gran amplitud y facilidad, también cuenta con salida a tendedero cerrado.  5 habitaciones con armarios empotrados. La principal tipo suite, muy amplia y acogedora, disfrutarás de un espacio perfectamente diseñado para tu gran comodidad, y con baño completo con plato de ducha, vestidor y salida a la terraza. Otras 2 habitaciones muy amplias, también con salida a la terraza. Todas exteriores, muy luminosas. 3 baños completos con bañeras y plato de ducha. Tiene calefacción individual por gas natural, aire acondicionado en todas las estancias, suelos de parquet de roble, ventanas de aluminio climalit, puertas de roble y puerta de entrada blindada. UBICACIÓN Y SERVICIOS: Ubicación inmejorable, una de las zonas más céntricas de Coslada, zona residencial con grandes paseos y zonas ajardinadas. Con todo tipo de servicios para compras y ocio, parques, colegios, institutos, centro de salud y hospital, farmacias, bancos, y comunicaciones de transporte público con autobuses a escasos metros, metro La Rambla y buen acceso a M-40, M-45, M-21, A-2 quedando muy cerca del aeropuerto internacional Adolfo Suarez. Todo esto hace que esta vivienda sea ideal, tanto para una gran familia como para quienes buscan comodidad y una buena conexión de transporte. LA VIVIENDA DE TUS SUEÑOS HECHA REALIDAD, LLÁMANOS Y RESERVA TU VISITA. HABICASA COSLADA con más de 30 años de experiencia en el sector inmobiliario y financiero. Nos destacamos por la profesionalidad, transparencia y eficacia. Nuestro equipo de asesores profesionales te acompaña durante todo el proceso para asesorarte y solucionar tus dudas para que el proceso de compra venta de su vivienda sea de la manera más rápida, sencilla y eficaz.",True,good,False,True,2827.0,False,False,False,False,[],False,False,667260.0,€,,,,flat,"Valleaguado - La Cañada, Coslada",Piso,,,,,
109053248,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/4e/5d/1362864430.webp,12,2,199000.0,flat,sale,55.0,True,2,1,avenida de Buenos Aires,Madrid,Madrid,Puente de Vallecas,es,Palomeras Bajas,40.3841192,-3.65401,False,https://www.idealista.com/inmueble/109053248/,"Se vende estupenda vivienda ubicada en la segunda planta de un edificio con ascensor, situada en Avenida Buenos Aires. La propiedad ha sido totalmente reformada a estrenar, ofreciendo un diseño moderno y funcional. Cuenta con 50 metros cuadrados útiles, distribuidos en dos dormitorios, salón comedor, baño y cocina de manera eficiente para aprovechar al máximo el espacio y la luz natural. Ideal tanto para vivir como para invertir. La reforma incluye, suelos, carpintería exterior e interior, cocina equipada y baño moderno. Ubicación inmejorable, con todos los servicios a pie de calle: transporte público, comercios, zonas verdes y colegios.",False,good,False,True,3618.0,False,False,False,False,[],False,False,199000.0,€,,,,flat,"Palomeras Bajas, Madrid",Piso en avenida de Buenos Aires,P-1832,210000.0,11000.0,5.0,
