propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift
109215769,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/b4/c3/1367704173.webp,,34,265000.0,duplex,sale,120.0,3,2,Barrio Zona Estación,Madrid,Las Rozas de Madrid,Rozas Centro,es,40.4950768,-3.8712505,False,https://www.idealista.com/inmueble/109215769/,"InmoNoroeste ofrece en exclusiva dúplex de 3 dormitorios en Las Rozas de Madrid. La venta se enfoca a un perfil inversor, ya que actualmente se encuentra alquilado. La vivienda se encuentra en muy buen estado, es muy luminosa y está distribuida de la siguiente manera: ● En la planta de abajo encontramos un amplio salón al que se accede a través de un cómodo hall, una cocina independiente con todos los electrodomésticos en perfecto estado y acceso a un tendedero de gran utilidad, dos dormitorios con armario empotrado y un baño completo. ● A la planta de arriba se accede a través de una cómoda escalera y encontramos un dormitorio más que cuentan con muy buena iluminación y un baño completo con bañera. Cuenta con plaza de garaje y trastero incluido en el precio de venta. La finca está ubicada en la Zona Estación, con todos los servicios necesarios a un paso (transporte público, supermercados, colegios, farmacias, cafeterías, etc. ). No dejes escapar esta oportunidad de invertir en Las Rozas de Madrid; para más información contacte con nosotros.",False,good,False,,2208.0,False,False,False,False,[],False,False,265000.0,€,True,True,flat,duplex,"Zona Estación, Las Rozas de Madrid",Dúplex,3,True,Zona Estación,True
109100111,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/c1/a5/1364342599.webp,a01Jy00000y2ALmIAM,9,1085000.0,flat,sale,138.0,3,2,"Calle de Catalina Suárez, 7",Madrid,Madrid,Retiro,es,40.4008067,-3.6713953,True,https://www.idealista.com/obra-nueva/109100111/,"ICÓNICO RETIRO – BARRIO DE ADELFAS Junto a Doctor Esquerdo y Ciudad de Barcelona ICÓNICO es nuestro proyecto más novedoso de obra nueva en el distrito de RETIRO. Un proyecto único, dotado de gran diseño arquitectónico con una espectacular estética destaca tanto en sus fachadas interiores y exteriores como en el interior de las viviendas y de sus zonas comunes y amenities. Formado por 42 viviendas de 1, 2 y 3 dormitorios, plazas de garaje y trasteros dispone de unas zonas comunes extraordinariamente cuidadas hasta el máximo detalle, en las que se incluyen piscina, gimnasio equipado y salas coworking y gourmet, también equipadas, junto a dos solárium tapizados de vegetación en las cubiertas del edificio. Los edificios que forman ICÓNICO han sido diseñados por la firma Natureback Design liderado por el arquitecto Iván García Cardenal y su equipo de arquitectura multidisciplinar.  Para el proyecto de interiorismo contamos con el estudio de Alejandra Pombo que nos ha mostrado la sensibilidad que ofrece la promoción, proponiéndonos su enfoque emocional para generar un proyecto de gran calidad y extraordinario diseño, tanto en el desarrollo de las zonas comunes como en su aplicación en el interior de las viviendas. Alejandra nos sugiere una arquitectura orgánica con formas fluidas, paletas neutras y texturas naturales. Aunar los dos estudios, nos ha permitido ofrecer una promoción de vanguardia, mostrando ambientes modernos que generen sensación del espacio y que se muestren acogedores y luminosos El programa de vivienda de ICÓNICO es muy variado, ofreciendo tipologías diferentes de 1, 2 y 3 dormitorios, en plantas bajas y tipo, con o sin terrazas, y fantásticos áticos aterrazados, que se adaptan a la vida de hoy y a las necesidades de cada familia, Los edificios, se han diseñado con extraordinarias calidades en las que el ahorro y la sostenibilidad están muy presentes, buscando siempre la máxima eficiencia en el uso de la energía, utilizando sistemas que ofrezcan mejores rendimientos en calefacción y refrigeración mediante aerotermia de última generación, suelo radiante-refrescante y ventilación mecánica de doble flujo con intercambiador de calor, que permitirán reducir el coste energético de forma notable y obtener una calificación energética A. ICÓNICO te ofrece diseño y equipamiento con todos los servicios disponibles, en una de las mejores zonas de Madrid. Un residencial, enfocado a ofrecerte una alta calidad de vida para hacer tu día a día más cómodo y sencillo.  ICÓNICO está situada en la calle Catalina Suárez, 7, en el barrio de Adelfas a escasos metros de la calle Doctor Esquerdo, Avda. Ciudad de Barcelona y estación metro Pacífico. Un barrio totalmente consolidado a 10 minutos andando de El Retiro en el que no echarás de menos nada. En los próximos días iniciaremos la comercialización. Incorpórate a nuestra lista de interesados y en breve contactaremos contigo para que seas el primero en informarte.",False,,True,False,7862.0,True,False,False,False,[],False,False,1085000.0,€,True,True,flat,,"Adelfas, Madrid","Piso en Calle de Catalina Suárez, 7",1,True,Adelfas,True
105353595,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/69/90/1283201097.webp,Ático A,29,475000.0,penthouse,sale,59.0,2,1,"calle Salvador Allende , 15",Madrid,Alcobendas,Alcobendas Centro,es,40.5377777,-3.6338813,True,https://www.idealista.com/obra-nueva/105353595/,"¡Descubre tu nuevo hogar en Alcobendas! Este espectacular ático de 81 m², ubicado en una urbanización privada, te ofrece la combinación perfecta de comodidad y exclusividad. Con una orientación sur que garantiza luz natural durante todo el día, este inmueble cuenta con 2 dormitorios y 1 baño, ideal para parejas o pequeñas familias. La joya de la corona es su inmensa terraza de 118 metros cuadrados, desde donde podrás disfrutar de unas impresionantes vistas al Parque de la Vega y al Skyline de Madrid. Este ático no solo destaca por sus vistas y espacio exterior, sino también por su excelente conectividad con Madrid, facilitando tus desplazamientos diarios. Equipado con armarios empotrados, trastero y calefacción bomba de frío/calor, cada detalle está pensado para tu confort. Además, incluye una plaza de garaje en el precio, aire acondicionado y se encuentra en una planta 5 con ascensor, garantizando accesibilidad y comodidad. La entrega es inmediata, así que no pierdas la oportunidad de mudarte a este exclusivo ático que combina lujo y funcionalidad. Con su excelente ubicación, vistas inigualables y todas las comodidades que necesitas, este es el hogar que siempre has soñado. ¡Contáctanos para más información y ven a conocer tu futuro hogar!",False,,True,False,8051.0,True,False,False,False,[],False,False,475000.0,€,True,True,flat,penthouse,"Alcobendas Centro, Alcobendas","Ático en calle Salvador Allende , 15",5,True,,True
104904977,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/41/52/1235392636.webp,,19,285000.0,flat,sale,93.0,2,2,"avenida de Madrid, 5",Madrid,El Molar,,es,40.7305149,-3.5826089,True,https://www.idealista.com/obra-nueva/104904977/,"Residencial LA MOLA es una promoción de 68 viviendas, de 2 y 3 dormitorios, con amplias terrazas, bajos con jardín y áticos. Situada en El Molar, Avenida de Madrid 5. Todas las viviendas son exteriores, luminosas y con terrazas. Las zonas comunes contarán con piscina, área de juegos infantiles y zonas ajardinadas. Adicionalmente contarán con trastero y plaza de garaje incluido en el precio. Esta promoción se ubicará junto al próximo BULEVAR QUE SE VA A CONSTRUIR EN LA ANTIGUA CARRETERA A1, destinado a actuar como una gran avenida articuladora de la ciudad, con carril bici, zonas peatonales y de aparcamiento, y con parada de autobús para el transporte de viajeros situada a pie de calle de la misma promoción. Igualmente se instalarán luminarias, vegetación y diverso mobiliario urbano, que supondrá una mejora muy importante en la imagen urbana de El Molar y en la calidad de vida de sus vecinos. Todas las viviendas cuentan, entre otras, con las siguientes características: -Elegante fachada tipo revestimiento continuo monocapa -Aerotermia y suelo radiante -Cocinas amuebladas -Amplias terrazas y zonas comunes El Molar está situado al norte de Madrid en la carretera de Burgos A1, a 39 km desde el centro de Madrid, a 25 minutos en coche desde la Plaza de Castilla y a 15 minutos desde San Sebastián de los Reyes. Bien comunicada con transporte público (existen varias líneas de autobús). Si estás interesado, no dudes en ponerte en contacto con nosotros para más información.",True,,True,False,3065.0,True,False,False,False,[],False,False,285000.0,€,True,True,flat,,El Molar,"Piso en avenida de Madrid, 5",1,True,,True
107795657,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/ee/95/1325620061.webp,RIBERA,19,2650000.0,duplex,sale,196.0,2,3,"de Sta. Catalina, 5",Madrid,Madrid,Centro,es,40.415685,-3.6975851,True,https://www.idealista.com/obra-nueva/107795657/,"Situado en un enclave estratégico a pocos pasos del triángulo del arte, Darya Homes presenta este fantástico proyecto, un verdadero homenaje a la arquitectura clásica del Barrio de las Letras. Santa Catalina 5 será uno de los edificios más sofisticados y apasionantes de la capital, ofreciendo una experiencia de vida incomparable.    Llevaremos a cabo la rehabilitación integral de un edificio original del siglo XIX que albergará 9 exclusivas viviendas de 3 y 4 dormitorios, con una superficie mínima de 200 m². Los propietarios disfrutarán de una vinoteca con salón-librería, una piscina interior, sauna, sala de yoga y gimnasio totalmente equipado. Además, el patio central de la promoción estará lleno de vegetación, proporcionando un espacio de serenidad y con confort en el centro de la ciudad.    Los compradores podrán contar con nuestro servicio de Darya Custom para personalizar su vivienda.",False,newdevelopment,True,False,13520.0,True,False,False,False,[],False,False,2650000.0,€,,,flat,duplex,"Huertas-Cortes, Madrid","Dúplex en de Sta. Catalina, 5",4,True,Huertas-Cortes,True
106166924,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/5a/60/1274533129.webp,2º B (dúplex),30,890000.0,penthouse,sale,145.0,3,3,"pasaje del Sur, 2",Madrid,Pozuelo de Alarcón,Zona Pueblo,es,40.4426398,-3.8131022,True,https://www.idealista.com/obra-nueva/106166924/,"OBRAS INICIADAS. Obra nueva Residencial Pasaje del Sur, pisos de 3 habitaciones, amplios jardines y terrazas, piscina comunitaria. Residencial Pasaje del Sur es un exclusivo edificio de obra nueva que consta de 9 viviendas, con varias tipologías: - Bajos de 3 habitaciones, 2 baños y amplios jardines de uso privativo desde 85 hasta 120 metros cuadrados. - Primeros de 3 habitaciones, 2 baños y amplias terrazas. - Segundo de 3 habitaciones, 2 baños y una terraza de grandes dimensiones. - Áticos (dúplex, en planta segunda y ático) de 3 habitaciones, 2 baños, aseo de cortesía y terrazas con vistas panorámicas. Cada una de las viviendas incluye una plaza de garaje y un trastero, con posibilidad de adquirir una segunda plaza. Las zonas comunes incluyen una sala comunitaria y una piscina exterior. La promoción tiene un cuidado diseño que combina estética, alta calidad de materiales y funcionalidad con domótica integrada, y un sistema constructivo que posibilita un aprovechamiento óptimo del espacio en todas las estancias. La climatización de las viviendas será mediante sistema de aerotermia frío-calor que se distribuye por suelo radiante. Las viviendas cuentan con la máxima certificación energética, siendo “A” en proyecto. El proyecto contempla la ampliación de Pasaje del Sur, que pasará a comunicar la calle Guía con la calle Fuente de la Salud, según prevé el PGOU de Pozuelo de Alarcón. La promoción tiene una localización privilegiada, se ubica en una calle muy tranquila en un entorno totalmente consolidado, a escasos 2 minutos andando del Parque Fuente de la Salud y de Camino de las Huertas. Cuenta con gran oferta de servicios a los que acceder andando, como centros educativos (Kensington School, Liceo Sorolla, Escuelas Pías San Fernando, San José de Cluny), supermercados, tiendas, restaurantes, zonas verdes, centro comercial El Torreón, etc. Las viviendas están muy bien comunicadas, con fácil acceso a la A-6, M-40, M-515 y M-503.",False,newdevelopment,True,False,6138.0,True,False,False,False,[],False,False,890000.0,€,True,True,flat,penthouse,"Zona Pueblo, Pozuelo de Alarcón","Ático en pasaje del Sur, 2",2,True,Zona Pueblo,True
105074458,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/b1/40/1058283768.webp,CH-46,54,910000.0,chalet,sale,248.0,4,4,"calle Cabo de Palos, 1",Madrid,Boadilla del Monte,El Pastel,es,40.4192954,-3.9140246,True,https://www.idealista.com/obra-nueva/105074458/,"Visita chalet piloto En construcción Promoción de 78 viviendas de 4 y 5 dormitorios. Todas incluyen sótano, amplias terrazas y dos plazas de aparcamiento privadas subterráneas con acceso directoa la vivienda. Además, Zimara dispone de piscina infantil y de adultos con carril de nado, área de juegos exterior, aparcamiento exterior de bicicletas, gimnasio y gastroteca con una ludoteca infantil al lado. También tendrás una sala que podrás usar como espacio de coworking para trabajar, como sala de lectura o como despachos.  Igualmente contarás con una pantalla exterior hacia zona de graderío que actúa como cine de verano. En el bajo rasante habrá dos cuartos de bicicletas con bancada para hacer pequeñas reparaciones, uno de los cuartos con zona de lavado. También habrá un cuarto con una lavadora y secadora de tipo profesional para prendas voluminosas (edredones, colchas, etc. ); así como un cuarto de lavado de mascotas. La urbanización dispone de cuidados accesos peatonales y contarás con garita de vigilancia y un circuito de cámaras de videovigilancia. Dirección PUNTO DE VENTA: Avda. Isabel de Farnesio, esq Avda. Nuevo Mundo (Boadilla).",False,newdevelopment,True,False,3669.0,True,False,False,False,[],False,False,910000.0,€,True,True,chalet,terracedHouse,"El Pastel, Boadilla del Monte","Chalet adosado en calle Cabo de Palos, 1",,,,
105074486,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/b1/40/1058283768.webp,CH-64,54,960000.0,chalet,sale,249.0,4,4,"calle Cabo de Palos, 1",Madrid,Boadilla del Monte,El Pastel,es,40.4192954,-3.9140246,True,https://www.idealista.com/obra-nueva/105074486/,"Visita chalet piloto En construcción. Promoción de 78 viviendas de 4 y 5 dormitorios. Todas incluyen sótano, amplias terrazas y dos plazas de aparcamiento privadas subterráneas con acceso directoa la vivienda. Además, Zimara dispone de piscina infantil y de adultos con carril de nado, área de juegos exterior, aparcamiento exterior de bicicletas, gimnasio y gastroteca con una ludoteca infantil al lado. También tendrás una sala que podrás usar como espacio de coworking para trabajar, como sala de lectura o como despachos.  Igualmente contarás con una pantalla exterior hacia zona de graderío que actúa como cine de verano. En el bajo rasante habrá dos cuartos de bicicletas con bancada para hacer pequeñas reparaciones, uno de los cuartos con zona de lavado. También habrá un cuarto con una lavadora y secadora de tipo profesional para prendas voluminosas (edredones, colchas, etc. ); así como un cuarto de lavado de mascotas. La urbanización dispone de cuidados accesos peatonales y contarás con garita de vigilancia y un circuito de cámaras de videovigilancia. Dirección PUNTO DE VENTA: Avda. Isabel de Farnesio, esq Avda. Nuevo Mundo (Boadilla).",False,newdevelopment,True,False,3855.0,True,False,False,False,[],False,False,960000.0,€,True,True,chalet,semidetachedHouse,"El Pastel, Boadilla del Monte","Chalet pareado en calle Cabo de Palos, 1",,,,
106353791,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/fc/bd/1280284677.webp,V16,15,545000.0,chalet,sale,249.0,3,3,calle Benito Pérez Galdós s/n,Madrid,Móstoles,El Soto - Coveta,es,40.3246111,-3.879796,True,https://www.idealista.com/obra-nueva/106353791/,"CASA GEOSOLAR PERSONALIZABLE EN MÓSTOLES   Grupo INDEX pone a tu alcance un nuevo tipo de viviendas de vanguardia no sólo por su diseño totalmente personalizable, sino también por sus sistemas de producción y ahorro energético. Te presentamos el Residencial ATLANTIS ubicado en Móstoles (Madrid), en las calles Benito Pérez Galdós, María Moliner y Camino de Carrasquillas.  Compuesto por 15 viviendas GEOSOLARES PERSONALIZABLES, todas ellas superan los 246 m2 construidos y están situadas en parcelas que oscilan desde los 155m2 hasta los 295m2.   TODAS LAS VIVIENDAS INCLUYEN EN EL PRECIO: •Garaje con elevador para aparcar 2 vehículos o más. •Sótano ampliable. •Cocina amueblada con electrodomésticos. •Caldera de Geotermia, placas fotovoltaicas y suelo radiante. •Amplio catálogo de cambios sin coste.   El interior de la vivienda es personalizable por completo según tus gustos y necesidades. Elige el número de habitaciones, ubicación de la cocina, si quieres garaje para tres coches o más sótano con cuarto de juegos, suelos, puertas, alicatados, pintura, sanitarios, griferías… También tu decoración, porque en el mismo precio incluye el asesoramiento de un interiorista. ¡Tu nueva Casa Geosolar será única y la más ahorradora!   ¿TE INTERESA? Solicita una cita con nosotros y podrás ver nuestras viviendas ya construidas. Llámanos y nos veremos en nuestra oficina comercial. Vas a comprar la vivienda del mañana hoy.   ¡RESERVA YA LA TUYA!",True,newdevelopment,True,False,2189.0,True,False,False,False,[],False,False,545000.0,€,True,True,chalet,terracedHouse,"El Soto - Coveta, Móstoles",Chalet adosado en calle Benito Pérez Galdós s/n,,,,
105074507,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/14/2d/1058283779.webp,CH-55,54,928000.0,chalet,sale,252.0,4,4,"calle Cabo de Palos, 1",Madrid,Boadilla del Monte,El Pastel,es,40.4192954,-3.9140246,True,https://www.idealista.com/obra-nueva/105074507/,"Visita chalet piloto En construcción. Promoción de 78 viviendas de 4 y 5 dormitorios. Todas incluyen sótano, amplias terrazas y dos plazas de aparcamiento privadas subterráneas con acceso directoa la vivienda. Además, Zimara dispone de piscina infantil y de adultos con carril de nado, área de juegos exterior, aparcamiento exterior de bicicletas, gimnasio y gastroteca con una ludoteca infantil al lado. También tendrás una sala que podrás usar como espacio de coworking para trabajar, como sala de lectura o como despachos.  Igualmente contarás con una pantalla exterior hacia zona de graderío que actúa como cine de verano. En el bajo rasante habrá dos cuartos de bicicletas con bancada para hacer pequeñas reparaciones, uno de los cuartos con zona de lavado. También habrá un cuarto con una lavadora y secadora de tipo profesional para prendas voluminosas (edredones, colchas, etc. ); así como un cuarto de lavado de mascotas. La urbanización dispone de cuidados accesos peatonales y contarás con garita de vigilancia y un circuito de cámaras de videovigilancia. Dirección PUNTO DE VENTA: Avda. Isabel de Farnesio, esq Avda. Nuevo Mundo (Boadilla).",False,newdevelopment,True,False,3683.0,True,False,False,False,[],False,False,928000.0,€,True,True,chalet,terracedHouse,"El Pastel, Boadilla del Monte","Chalet adosado en calle Cabo de Palos, 1",,,,
108629825,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/29/63/1283537359.webp,B1 4H,21,422000.0,duplex,sale,84.0,2,2,"calle Albaricoque, 11",Madrid,Madrid,Carabanchel,es,40.3726289,-3.7488666,True,https://www.idealista.com/obra-nueva/108629825/,"FASE 2 YA A LA VENTA Brooklyn es un exclusivo residencial de obra nueva de Kronos Homes en Carabanchel que ofrece 143 viviendas de 1, 2 y 3 dormitorios y estudios ubicadas en un edificio moderno y vanguardista.  Ubicación:  Su emplazamiento en el barrio de Buenavista, en Carabanchel, te permite disfrutar de un entorno consolidado en uno de los barrios con mayor proyección de la capital, cerca de colegios, hospitales, instalaciones deportivas, redes de transporte y a un paso del centro de Madrid.  Las viviendas:  Con obras ya avanzadas, las viviendas han sido diseñadas por el reconocido arquitecto Manuel Clavel, donde ha combinado la arquitectura tradicional madrileña con detalles singulares, aportando personalidad y dinamismo al conjunto. Estas destacan por su luminosidad, su óptima distribución y su calidad de materiales y acabados. Gracias a ello, los interiores se abren a la ciudad a través de ventanales que respetan la estética de balcones típica del entorno y generan unos ambientes acogedores y con carácter propio.  Zonas comunes:  Los residentes tienen acceso exclusivo al espacio comunitario de la azotea, donde se encuentra la piscina con solárium, un gimnasio y un espacio gourmet. Todo con unas vistas privilegiadas del skyline de Madrid. Horario de oficina de ventas:  De lunes a viernes, desde las 10:00 a 14:00 y 16:00 a 19:00 y sábados de 10:00 a 14:00. Dirección: C/ Albaricoque 2, 28044, Madrid  Estaremos encantados de recibirte y ampliarte todos los detalles del proyecto.",False,newdevelopment,True,False,5024.0,True,False,False,False,[],False,False,422000.0,€,True,True,flat,duplex,"Buena Vista, Madrid","Dúplex en calle Albaricoque, 11",4,True,Buena Vista,True
103694696,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/75/9f/1244280214.webp,P1 2ºB,20,506000.0,flat,sale,100.0,3,2,"calle Albaricoque, 11",Madrid,Madrid,Carabanchel,es,40.3726289,-3.7488666,True,https://www.idealista.com/obra-nueva/103694696/,"FASE 2 YA A LA VENTA Brooklyn es un exclusivo residencial de obra nueva de Kronos Homes en Carabanchel que ofrece 143 viviendas de 1, 2 y 3 dormitorios y estudios ubicadas en un edificio moderno y vanguardista.  Ubicación:  Su emplazamiento en el barrio de Buenavista, en Carabanchel, te permite disfrutar de un entorno consolidado en uno de los barrios con mayor proyección de la capital, cerca de colegios, hospitales, instalaciones deportivas, redes de transporte y a un paso del centro de Madrid.  Las viviendas:  Con obras ya avanzadas, las viviendas han sido diseñadas por el reconocido arquitecto Manuel Clavel, donde ha combinado la arquitectura tradicional madrileña con detalles singulares, aportando personalidad y dinamismo al conjunto. Estas destacan por su luminosidad, su óptima distribución y su calidad de materiales y acabados. Gracias a ello, los interiores se abren a la ciudad a través de ventanales que respetan la estética de balcones típica del entorno y generan unos ambientes acogedores y con carácter propio.  Zonas comunes:  Los residentes tienen acceso exclusivo al espacio comunitario de la azotea, donde se encuentra la piscina con solárium, un gimnasio y un espacio gourmet. Todo con unas vistas privilegiadas del skyline de Madrid. Horario de oficina de ventas:  De lunes a viernes, desde las 10:00 a 14:00 y 16:00 a 19:00 y sábados de 10:00 a 14:00. Dirección: C/ Albaricoque 2, 28044, Madrid  Estaremos encantados de recibirte y ampliarte todos los detalles del proyecto.",False,newdevelopment,True,False,5060.0,True,False,False,False,[],False,False,506000.0,€,True,True,flat,,"Buena Vista, Madrid","Piso en calle Albaricoque, 11",2,True,Buena Vista,True
108241534,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/b4/31/1338192270.webp,Bloque 4 -1C,20,308619.0,flat,sale,42.0,1,1," Eras de Móstoles, 11",Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,40.4452713,-4.0026138,True,https://www.idealista.com/obra-nueva/108241534/,"M&M Inmobiliaria comercializa este moderno proyecto de 39 viviendas. Diseño y comodidad en uno de los ayuntamientos con mayor calidad de vida y renta per cápita de España. El proyecto inmobiliario del Edificio Eras 33, en Villanueva de la Cañada, representa una opción inmejorable para aquellas personas que buscan una vivienda de calidad o para los inversores que buscan alternativas rentables y de futuro en el mercado inmobiliario. Porque si algo caracteriza al Edificio Eras 33 es su privilegiada localización en combinación con un proyecto constructivo moderno y funcional. Villanueva de la Cañada es hoy uno de los municipios de la Comunidad de Madrid más atractivos por su calidad de vida y la amplia oferta de servicios con la que cuenta. La estética contemporánea del conjunto se apoya en el diseño sobrio y elegante de las fachadas. Los amplios ventanales de los pisos permiten además el paso de la luz natural a las distintas estancias, lo que refuerza la identidad de cada vivienda. En el interior, el proyecto ha cuidado al extremo el aprovechamiento de los espacios para ofrecer a los futuros propietarios todo lo que esperan: 1 o 2 habitaciones, salón, cocina, baños, espacios de almacenamiento En esta misma línea, en la construcción de las viviendas se aplican altos estándares de calidad, con soluciones sostenibles y ecoeficientes, lo que dotará a cada piso de una calificación energética CLASE A. Por último, el edificio cuenta con una planta para garajes, así como con 400 metros cuadrados de zonas ajardinadas comunitarias al servicio de los vecinos. En definitiva, un proyecto inmobiliario de alto nivel en un ayuntamiento emergente. PRODUCCION DE AGUA CALIENTE Y CALEFACCION La producción de agua caliente sanitaria es mediante sistema de aerotermia de alta eficacia y bajo consumo energético. Distribución de calor por sistema e suelo radiante, con termostatos programables por zonas. Este sistema invisible y limpio facilita el aprovechamiento al máximo de los espacios, proporcionando mayor confort, eficiencia y ahorro energético. También lleva instalado sistema de refrescamiento, de manera que en épocas de más calor, el suelo ayuda a refrescar y regular la temperatura de las estancias. Se incluye la preinstalación para equipos de aire acondicionado para cada vivienda, con la previsión de la maquinaria bajo cubierta. CALIFICACION ENERGETICA La edificación tiene calificación energética CLASE A lo que supone una disminución de las emisiones de CO2 y una reducción significativa de la demanda energética de la edificación (calefacción y agua caliente sanitaria). PERSONALIZA TU VIVIENDA Eras 33 te ofrece la posibilidad de adaptar la vivienda a tus necesidades, mediante paquetes opcionales, totalmente personalizado para mejorar tu confort • Equipamiento de electrodomésticos (placa de inducción, microondas con grill, combi y lavavajillas) • Mampara de ducha • Cerradura electrónica y con acceso remoto • Motorización de persianas • Armario con distribución versátil y personalizada en salón (espacio para ropa, bicicletas, cama supletoria, librería.) • Iluminación • Kit de lavandería en baño (mueble y lavadora-secadora) • Mueble lavabo/espejo.",True,,True,False,7348.0,True,False,False,False,[],False,False,308619.0,€,True,True,flat,,"Villanueva de la Cañada, Villanueva de la Cañada","Piso en Eras de Móstoles, 11",1,True,,True
108776437,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/26/fb/1354800226.webp,147,55,260000.0,chalet,sale,221.0,3,2,Pelayos de la Presa,Madrid,Pelayos de la Presa,,es,40.3645739,-4.3329891,False,https://www.idealista.com/inmueble/108776437/,"PIS PAS Inmobiliaria se complace en presentar esta espectacular vivienda, ideal para disfrutar durante todo el año. Ubicada estratégicamente en el corazón del municipio de Pelayos de la Presa y a un paso del embalse de San Juan, esta casa cuenta con dos plantas bien distribuidas.  En la primera planta encontrarás una acogedora cocina, un amplio salón con chimenea y tres habitaciones equipadas con armarios empotrados; además dispone de un baño completo equipado con ducha. La planta inferior alberga un garaje que puede acomodar hasta dos coches, así como una segunda cocina y aseo adicional.  El exterior es igualmente impresionante: accede al porche donde te espera una magnífica piscina climatizada salina iluminada adecuadamente para las noches veraniegas, junto a una ducha térmica y pérgola que invitan al descanso pleno bajo los rayos del sol o las estrellas nocturnas. Además dispone de barra de bar y barbacoa.  Todas las ventanas están protegidas mediante rejas robustas garantizando mayor seguridad para ti y tu familia. Situado dentro del hermoso valle de Tiétar e integrando servicios esenciales tales como centro médico, farmacia local, y polideportivo entre otros comercios variados, más accesibilidad vehicular y líneas de autobús cercanas hacen que este inmueble sea no solo atractivo sino también práctico. Pis-Pas-Inmobiliaria está inscrita con el N. º 000941/24 en el Registro de Agentes Inmobiliarios (RAIN) de la Comunidad de Madrid.",False,good,False,,1176.0,False,False,True,True,[],False,False,260000.0,€,True,True,chalet,independantHouse,Pelayos de la Presa,Casa independiente,,,,
103709027,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/ce/c9/1203987144.webp,,12,2900000.0,chalet,sale,1679.0,12,14,"calle playa formentor, 39",Madrid,Boadilla del Monte,Valdecabañas,es,40.4437911,-3.8925012,True,https://www.idealista.com/inmueble/103709027/,"Boadilla del Monte (Valdecabañas) A ESTRENAR: Cómoda ubicación dentro de la urbanización. Parcela: 2.205m2 Vivienda: 1.685m2 Este inmueble cuenta con 3 zonas independientes: La Vivienda Principal, La Casa de Invitados y La Oficina, ideal para un comprador que quiera montar su oficina en casa. Jardín, Piscina y capacidad para 10 coches. Todo esto distribuido de la siguiente manera: VIVIENDA PRINCIPAL: En la parte más próxima a la zona del jardín y piscina. Planta 0: Gran sala con Salón en 3 ambientes y el comedor es el 4º ambiente. La gran Cocina con Isla, tiene un comedor de diario y una gran despensa. Aseo de cortesia Cuarto de Lavandería 3 dormitorios con baño incorporado. Dormitorio principal con baño y 2 vestidores Planta -1: Todo esta planta tiene patios ingleses para luz natural y las ventanas son de suelo a techo. Gran sala multiusos 4 dormitorios con 3 baños, son dormitorios que pueden ser de invitados ó de servicio. Zona GYM 2º Sala multiuso VIVIENDA DE INVITADOS: Planta 0: Salón - Comedor Cocina independiente Aseo Despacho Planta 1: Dormitorio Principal con baño y vestidor 2 dormitorios individuales que comparten 1 baño Sala TV Planta -1: Sala multiuosos 2 dormitorios que comparte un baño Despacho OFICINA: Planta 0: Gran sala Gran cocina Baño completo Planta 1: Despacho Cuarto de archivo Baño completo Planta -1: 3 grandes salas Baño completo La vivienda cuenta con materiales de primeras calidades, carpintería exterior de aluminio, carpintería interior de madera lacada, sistema de generación de energía por aerotermia, calefacción por suelo radiante, suelos de gres porcelánico y parquet de madera maciza, cocina completamente equipada, posibilidad de personalización y fecha estimada de finalización de la obra: finales del verano de 2025. En total, esta vivienda cuenta con 12 dormitorios y 14 baños, armarios empotrados, trastero, acceso adaptado a personas con movilidad reducida y plaza de garaje.",False,good,False,,1727.0,True,False,False,True,[],False,False,2900000.0,€,True,True,chalet,independantHouse,"Valdecabañas, Boadilla del Monte","Casa independiente en calle playa formentor, 39",,,,
