propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,hasLift,neighborhood,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107963678,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/7d/20/1350187041.webp,3248-24681,59,630000.0,chalet,sale,260.0,4,4,calle de la Aviación Española,Madrid,Alcalá de Henares,El Pilar - Bripac,es,40.4919047,-3.3547499,False,https://www.idealista.com/inmueble/107963678/,"Poder ver crecer y disfrutar a tus hijos en esta urbanización cerrada, en estos jardines, en esta casa, es una auténtica suerte. Y ya de paso disfrutarla tú tampoco está nada mal. En la planta principal salón con chimenea, cocina y aseo de cortesía. Primera planta con dormitorio y baño en suite, y otros 3 dormitorios y un baño. Buhardilla acondicionada con un montón de opciones, y entradas de tuberías por si quieres hacer un baño adicional en esa planta. Y en él semisótano, garaje, aseo, cuarto despensa y una bodega también con chimenea y barra para pasarlo en grande. Además del jardín delantero con parte acristalada, el jardín trasero, de unos 55m2, tiene ya hecha barbacoa, acceso directo a la urbanización, y espacio suficiente para una parte de mesa y otra de sofás. Ojo que si tienes más metros de jardín acabas teniendo que trabajar un montón para cuidarlo. Suelo de tarima, ventanas con doble acristalamiento, aire acondicionado por splits en salón y 2 dormitorios, calefacción individual por gas, vídeo portero, perfecto estado de instalaciones, estructura y tejado, la casa está para pintura, suelo y a vivir. La urbanización es una maravilla, El Jardín de Alcalá, de las más deseadas, para 48 afortunados, con jardines, parque infantil, piscina para adultos y pequeños, y cancha de tenis. Mas de 4.000 m2 de superficie para gozarlos. Y pagando solo 66€ al mes de comunidad, alucinante. La zona es de las mejores de Alcalá de Henares. A menos de 10 minutos andando está la estación de cercanías, además de los autobuses del entorno. En coche acceso rápido a la A2, lo que te conecta con Madrid rápidamente. Y por último, a escasos 3 minutos andando, el centro comercial Alcalá Magna. Más de 30.000 m2 de oferta comercial y de restauración, Zara, Mango, Mercadona, Primark, Primor, entre otras muchas, no le falta nada. Advertencia: la información contenida en este anuncio tiene fines meramente informativos, su exactitud no está garantizada, aunque una posible inexactitud nunca será por mala fe. El precio no incluye gastos de la compra ni impuestos, excepto los honorarios de la agencia, que son abonados por la parte vendedora. Según el Registro de la Propiedad desde el 2012 solo han salido a la venta 9 chalets en esta urbanización. No es fácil hacerse con uno, no pierdas esta oportunidad y contacta conmigo, que solo se vive una vez.",True,good,False,2423.0,True,True,True,True,[],False,False,630000.0,€,True,True,chalet,terracedHouse,"El Pilar - Bripac, Alcalá de Henares",Chalet adosado en calle de la Aviación Española,Destacado,,,,,,,,
109050969,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/29/1d/1363243689.webp,GF212789,36,720000.0,flat,sale,157.0,3,3,Zona norte,Madrid,Majadahonda,Zona norte,es,40.4757768,-3.8725052,False,https://www.idealista.com/inmueble/109050969/,"Piso en Casco Antiguo de Majadahonda GILMAR VENDE EN EXCLUSIVA ESTA PROPIEDAD: VIVIENDA DUPLEX EN UNA DE LAS MEJORES Y MÁS CÉNTRICAS URBANIZACIONES DE MAJADAHONDA: Elegancia y luz en el corazón de Majadahonda; En pleno Casco Antiguo de Majadahonda, donde la historia y el encanto se mezclan con la vida moderna, se abre la puerta a un hogar único recién reformado con materiales de altas calidades: 157 m² de amplitud, confort y estilo. Desde el primer momento, la vivienda seduce por su salón independiente, un espacio generoso donde cada rincón invita a disfrutar de una charla relajada, una tarde de lectura o una velada con amigos. La terraza de aproximadamente 15 m² es un auténtico refugio urbano: perfecta para desayunar bajo el sol, brindar al atardecer o simplemente contemplar el ritmo pausado del barrio. La cocina, amplia y funcional, combina practicidad y elegancia, ofreciendo espacio suficiente para esos desayunos tranquilos que marcan un buen comienzo del día. Los 3 dormitorios, dos en la planta de abajo y uno en la planta superior cada uno con su propia personalidad, están pensados para descansar y desconectar, mientras que los 3 baños completos que dan servicio a los dormitorios ofrecen diseño y comodidad. En la urbanización, todo está pensado para disfrutar: piscina rodeada de zonas verdes, pista de tenis para los más activos, y portero/conserje que añade seguridad y comodidad. La calefacción de gas natural y el aire acondicionado por conductos garantizan una temperatura perfecta en cualquier estación. Vivir aquí es disfrutar de la comodidad de tener tiendas, restaurantes, colegios y transporte a un paso, sin renunciar a la calma de una zona residencial con carácter y tradición. Este piso no es solo una vivienda, es un lugar para vivir con estilo, comodidad y luz… mucha luz. Si estás interesado en esta vivienda no dudes en ponerte en contacto con nosotros, te atenderemos con mucho gusto, te explicaremos detalladamente toda la información que necesites y si lo deseas podrás visitarlo sin compromiso. Contacte con nosotros para ampliar cualquier información técnica y comercial. Si tiene interés en comprar o vender una propiedad en cualquier lugar de la geografía española, no deje de contactar con GILMAR donde le asesoraremos de las posibilidades comerciales, técnicas y jurídicas de su inmueble. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 41 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir... Disponemos de más de 30 equipos especializados en distintas zonas al servicio de más de 90.000 clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal.",True,good,False,4586.0,True,False,False,False,[],False,False,720000.0,€,,,flat,,"Zona norte, Majadahonda",Piso,Destacado,3,True,True,,,,,
108666998,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/a1/9d/1352396931.webp,,36,2580000.0,penthouse,sale,130.0,2,3,calle de Claudio Coello,Madrid,Madrid,Barrio de Salamanca,es,40.4296619,-3.6854333,False,https://www.idealista.com/inmueble/108666998/,"**Ático de ensueño en la Milla de Oro del Barrio de Salamanca** SE VENDE TOTALMENTE AMUEBLADO NUEVO REFORMADISIMO CON AEROTERMIA Y DOMOTICA DOS DORMITORIOS EN SUITE CON SU BAÑO CADA UNO MAS ASEO DE CORTESIA EN LA ENTRADA Descubre este espectacular ático de 130 m², situado en una finca emblemática de los año 1966, que combina el encanto clásico con un diseño contemporáneo. Ubicado en la sexta planta, este luminoso hogar ofrece vistas pintorescas y una terraza de 10 m² orientada al oeste, perfecta para disfrutar de atardeceres inolvidables. La propiedad cuenta con un amplio salón-comedor, ideal para recibir a familiares y amigos, y una cocina de diseño Valdesing Cucine equipada con electrodomésticos Siemens de alta gama. LUCES LED EN TODA LA VIVIENDA  El ático dispone de dos acogedores dormitorios, uno de ellos con baño en suite, además de un segundo baño independiente y un aseo de cortesía. La reforma integral reciente ha sido realizada con materiales de primera calidad, garantizando acabados de lujo y atención al detalle. Los suelos nivelados amplifican la sensación de continuidad, mientras que las puertas correderas adaptables y la perfilería estrecha aportan un toque moderno. Situado a escasos pasos del Mercado de la Paz y rodeado de boutiques de lujo y restaurantes reconocidos, este ático es perfecto para quienes buscan una vida sofisticada en el corazón de Madrid. Con portero físico, ascensor y trastero en la misma planta, este inmueble ofrece comodidad y exclusividad en un entorno vibrante. No pierdas la oportunidad de vivir en una de las zonas más selectas de la capital, donde la rica oferta comercial, cultural y gastronómica te espera. ¡Ven a visitarlo y déjate enamorar!",False,good,False,19846.0,True,False,True,False,[],False,False,2580000.0,€,,,flat,penthouse,"Recoletos, Madrid",Ático en calle de Claudio Coello,Destacado,6,True,True,Recoletos,,,,
107825611,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/18/d6/1325123440.webp,4603,68,255000.0,duplex,sale,91.0,3,2,calle del Olivar,Madrid,Cobeña,,es,40.5666643,-3.5044844,False,https://www.idealista.com/inmueble/107825611/,"¡DÚPLEX EN VENTA EN ZONA CENTRO! Se vende dúplex en pleno centro de Cobeña, con una ubicación inmejorable y todas las comodidades que buscas, y que os describimos a continuación. : En la planta principal, dos dormitorios, uno de ellos con acceso desde el salón, y otro, con armario empotrado. El salón comedor, muy luminoso debido a sus amplios ventanales recién renovados y que conecta con la cocina americana, que cuenta con muebles altos, bajos y electrodomésticos básicos. El baño, con bañera, dará servicio a las estancias de esta planta. Continuamos a la superior, donde nos espera, el tercer dormitorio, bastante amplio, y un segundo baño, igualmente, provisto de bañera. ¿Queréis visitarlo? Cobeña se encuentra muy bien comunicada con Madrid con varias líneas de autobuses interurbanos. La principal vía de acceso son la A-1 y también la vía de circunvalación M-50. Está situada muy cerca de La Moraleja, Las Tablas, la Ciudad de Telefónica y del BBVA. Es un municipio muy tranquilo junto a un entorno natural único -La Dehesa de Cobeña- y con todos los servicios al alcance de su mano: colegios, parques, polideportivo, servicios médicos y amplia zona de tiendas, comercios y restaurantes….",True,good,False,2802.0,True,False,False,False,[],False,False,255000.0,€,,,flat,duplex,Cobeña,Dúplex en calle del Olivar,Destacado,1,True,False,,,,,
108576512,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/22/f8/1348926437.webp,4652,118,690000.0,chalet,sale,264.0,5,2,vereda de los Sastres,Madrid,Cobeña,,es,40.5763829,-3.5027126,False,https://www.idealista.com/inmueble/108576512/,"¡EXCLUSIVO CHALET PAREADO EN LA MEJOR ZONA DE LA POBLACIÓN! Esta vivienda, cuidadosamente reformada, destaca por su elegancia y funcionalidad, combinando amplios espacios con una distribución pensada para el confort. Con 264 m² construidos distribuidos en cuatro plantas, se asienta sobre una parcela de 314 m² que ofrece un entorno exterior ideal para disfrutar en cualquier época del año: piscina privada, cenador, zonas soladas y ajardinadas con césped artificial, además de un acogedor chill-out con toldo, perfecto para relajarse. La planta principal alberga un amplio hall de entrada que da paso a una cocina office luminosa, accesible también desde el espacioso salón-comedor, el cual cuenta con chimenea y salida directa al porche y al jardín.  En esta planta se encuentra un aseo de cortesía y el acceso a la planta inferior. En la primera planta, tres dormitorios con armarios empotrados, incluyendo la suite principal con baño privado y una fabulosa estancia destinada a vestidor.  Y un segundo baño con plato de ducha para el resto de las habitaciones. La buhardilla ofrece dos dormitorios más. Uno, en la actualidad, utilizado como despacho y gimnasio ¡ideal para teletrabajar o mantenerse en forma sin salir de casa! . La planta baja sorprende con un acogedor salón comedor con barra de bar y zona de vinos, numerosos armarios empotrados, una zona de lavadero independiente y acceso directo al garaje. Una propiedad única, lista para entrar a vivir, que combina buen gusto, amplitud y una ubicación privilegiada. ¿Queréis saber más?  Cobeña se encuentra muy bien comunicada con Madrid con varias líneas de autobuses interurbanos. La principal vía de acceso son la A-1 y también la vía de circunvalación M-50. Está situada muy cerca de La Moraleja, Las Tablas, la Ciudad de Telefónica y del BBVA. Es un municipio muy tranquilo junto a un entorno natural único -La Dehesa de Cobeña- y con todos los servicios al alcance de su mano: colegios, parques, polideportivo, servicios médicos y amplia zona de tiendas, comercios y restaurantes….",True,good,False,2614.0,True,False,False,False,[],False,False,690000.0,€,True,True,chalet,semidetachedHouse,Cobeña,Chalet pareado en vereda de los Sastres,Destacado,,,,,,,,
109216782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/40/03/1367733179.webp,3D - LYRA I,13,384900.0,flat,sale,109.0,3,2,"avenida Mayorazgo, 34",Madrid,Madrid,Villa de Vallecas,es,40.3607392,-3.6167446,True,https://www.idealista.com/obra-nueva/109216782/,"¡Empieza la venta de Residencial Lyra en Valdecarros!  Descubre Residencial Lyra, la primera promoción de renta libre en Valdecarros, el nuevo eje de crecimiento del sureste de Madrid. Ubicada en la Etapa 1 y próximo al Metro La Gavia (L1) en el Ensanche de Vallecas, Centro Comercial La Gavia y las principales vías M-45/M-50. Viviendas de renta libre sin requisitos ni cupos  Residencial Lyra en Valdecarros es una promoción 100% libre, convirtiéndose en una alternativa libre frente a las cooperativas, pensada para quienes buscan calidad, diseño y libertad de elección. Elige tu nuevo hogar en una de las nuevas zonas con más alta demanda de Madrid. 2 edificios diseñados para cada etapa de tu vida  Residencial Lyra está compuesto por dos edificios modernos: Lyra I y Lyra II con viviendas de 2 a 4 dormitorios, todas con plaza de garaje y trastero incluido. ¿Ático, bajo, piso o ático dúplex?  Sé uno de los primeros en elegir la vivienda que más se adapta a tu estilo de vida. Elige entre un bajo con jardín, un amplio ático o ático dúplex con amplias terrazas.  ¡Tu hogar va más allá de tu vivienda!  Disfruta de zonas comunes diseñadas para adaptarse a tu estilo de vida: piscina con depuración salina, gimnasio, biciparking y juegos infantiles. Eficiencia energética y tecnología para tu confort  Residencial Lyra es Calificación energética A en emisiones. Además este proyecto cuenta con aerotermia y paneles fotovoltaicos. Disfruta del confort de contar con suelo radiante-refrescante en tu vivienda, ideal para todas las estaciones del año. Y ¡a tu gusto!  Personaliza tu hogar con el exclusivo Programa de Libre Elección de acabados. Tú decides cómo será tu vivienda. Pide cita y conoce el proyecto  Reserva tu cita para más información. Nuestra oficina de ventas está en Av. del Ensanche de Vallecas, 63, Local 1, Madrid.",False,newdevelopment,True,3531.0,True,False,False,False,[],False,False,384900.0,€,True,True,flat,,"Valdecarros, Madrid","Piso en avenida Mayorazgo, 34",Destacado,2,True,True,Valdecarros,False,,,
109216789,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/aa/2d/1367733180.webp,2D - LYRA I,13,332900.0,flat,sale,96.0,2,2,"avenida Mayorazgo, 34",Madrid,Madrid,Villa de Vallecas,es,40.3607392,-3.6167446,True,https://www.idealista.com/obra-nueva/109216789/,"¡Empieza la venta de Residencial Lyra en Valdecarros!  Descubre Residencial Lyra, la primera promoción de renta libre en Valdecarros, el nuevo eje de crecimiento del sureste de Madrid. Ubicada en la Etapa 1 y próximo al Metro La Gavia (L1) en el Ensanche de Vallecas, Centro Comercial La Gavia y las principales vías M-45/M-50. Viviendas de renta libre sin requisitos ni cupos  Residencial Lyra en Valdecarros es una promoción 100% libre, convirtiéndose en una alternativa libre frente a las cooperativas, pensada para quienes buscan calidad, diseño y libertad de elección. Elige tu nuevo hogar en una de las nuevas zonas con más alta demanda de Madrid. 2 edificios diseñados para cada etapa de tu vida  Residencial Lyra está compuesto por dos edificios modernos: Lyra I y Lyra II con viviendas de 2 a 4 dormitorios, todas con plaza de garaje y trastero incluido. ¿Ático, bajo, piso o ático dúplex?  Sé uno de los primeros en elegir la vivienda que más se adapta a tu estilo de vida. Elige entre un bajo con jardín, un amplio ático o ático dúplex con amplias terrazas.  ¡Tu hogar va más allá de tu vivienda!  Disfruta de zonas comunes diseñadas para adaptarse a tu estilo de vida: piscina con depuración salina, gimnasio, biciparking y juegos infantiles. Eficiencia energética y tecnología para tu confort  Residencial Lyra es Calificación energética A en emisiones. Además este proyecto cuenta con aerotermia y paneles fotovoltaicos. Disfruta del confort de contar con suelo radiante-refrescante en tu vivienda, ideal para todas las estaciones del año. Y ¡a tu gusto!  Personaliza tu hogar con el exclusivo Programa de Libre Elección de acabados. Tú decides cómo será tu vivienda. Pide cita y conoce el proyecto  Reserva tu cita para más información. Nuestra oficina de ventas está en Av. del Ensanche de Vallecas, 63, Local 1, Madrid.",False,newdevelopment,True,3468.0,True,False,False,False,[],False,False,332900.0,€,True,True,flat,,"Valdecarros, Madrid","Piso en avenida Mayorazgo, 34",Destacado,2,True,True,Valdecarros,False,,,
109187358,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/c7/9c/1366860349.webp,,45,459900.0,chalet,sale,286.0,3,3,paseo de los Rosales,Madrid,Collado Mediano,,es,40.6931145,-4.0358261,False,https://www.idealista.com/inmueble/109187358/,"¡INMOBILIARIA HOGARES TIENE EL PLACER DE PRESENTAR EN EXCLUSIVA ESTUPENDO PAREADO EN URBANIZACIÓN PRIVADA DE COLLADO MEDIANO! ✨ Exclusivo chalet pareado con piscina y zonas exteriores para disfrutar en familia  Si buscas un hogar donde cada rincón esté pensado para tu comodidad y el disfrute de los tuyos, este chalet pareado es para ti. La vivienda se distribuye en tres plantas y cuenta con todo lo necesario para vivir con amplitud y confort. Su luminoso salón comedor, con acceso directo a la terraza, invita a reuniones familiares y momentos inolvidables. La cocina, con salida al lateral del jardín, se convierte en el corazón de la casa, práctica y conectada con la vida exterior. Dispone de tres dormitorios, uno de ellos con baño en suite, más dos baños completos y un aseo, diseñados para garantizar el bienestar diario de toda la familia. En el exterior, la parcela rodea la vivienda, creando un entorno único con zona ajardinada, barbacoa y piscina privada, perfecto para relajarse, organizar comidas al aire libre o disfrutar de los días soleados. El sótano, actualmente acondicionado como biblioteca, ofrece un espacio versátil que podrás adaptar a tus necesidades: sala de juegos, despacho, gimnasio o sala de cine. Además, conecta directamente con el garaje y el trastero, aportando comodidad y funcionalidad. Además, su ubicación es inmejorable: situada en una zona muy céntrica del pueblo, con el polideportivo, la estación de Renfe, paradas de autobús y supermercados a escasos minutos, lo que te permitirá disfrutar de la tranquilidad de tu hogar sin renunciar a la comodidad de tener todos los servicios a tu alcance. Un hogar lleno de detalles, pensado para quienes sueñan con disfrutar de la tranquilidad de una vivienda con espacios abiertos sin renunciar a todas las comodidades. � Ven a conocerlo, porque no es solo una casa, es el lugar donde empezarás tu próxima etapa. ¡FINANCIACIÓN AL 100% Y ESTUDIO FINANCIERO GRATUITO SIN COMPROMISO!",True,good,False,1608.0,True,False,True,False,[],False,False,459900.0,€,True,True,chalet,semidetachedHouse,Collado Mediano,Chalet pareado en paseo de los Rosales,Destacado,,,,,,,,
109216791,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/fd/6a/1367733185.webp,ÁTICO - LYRA I,13,673900.0,penthouse,sale,206.0,4,2,"avenida Mayorazgo, 34",Madrid,Madrid,Villa de Vallecas,es,40.3607392,-3.6167446,True,https://www.idealista.com/obra-nueva/109216791/,"¡Empieza la venta de Residencial Lyra en Valdecarros!  Descubre Residencial Lyra, la primera promoción de renta libre en Valdecarros, el nuevo eje de crecimiento del sureste de Madrid. Ubicada en la Etapa 1 y próximo al Metro La Gavia (L1) en el Ensanche de Vallecas, Centro Comercial La Gavia y las principales vías M-45/M-50. Viviendas de renta libre sin requisitos ni cupos  Residencial Lyra en Valdecarros es una promoción 100% libre, convirtiéndose en una alternativa libre frente a las cooperativas, pensada para quienes buscan calidad, diseño y libertad de elección. Elige tu nuevo hogar en una de las nuevas zonas con más alta demanda de Madrid. 2 edificios diseñados para cada etapa de tu vida  Residencial Lyra está compuesto por dos edificios modernos: Lyra I y Lyra II con viviendas de 2 a 4 dormitorios, todas con plaza de garaje y trastero incluido. ¿Ático, bajo, piso o ático dúplex?  Sé uno de los primeros en elegir la vivienda que más se adapta a tu estilo de vida. Elige entre un bajo con jardín, un amplio ático o ático dúplex con amplias terrazas.  ¡Tu hogar va más allá de tu vivienda!  Disfruta de zonas comunes diseñadas para adaptarse a tu estilo de vida: piscina con depuración salina, gimnasio, biciparking y juegos infantiles. Eficiencia energética y tecnología para tu confort  Residencial Lyra es Calificación energética A en emisiones. Además este proyecto cuenta con aerotermia y paneles fotovoltaicos. Disfruta del confort de contar con suelo radiante-refrescante en tu vivienda, ideal para todas las estaciones del año. Y ¡a tu gusto!  Personaliza tu hogar con el exclusivo Programa de Libre Elección de acabados. Tú decides cómo será tu vivienda. Pide cita y conoce el proyecto  Reserva tu cita para más información. Nuestra oficina de ventas está en Av. del Ensanche de Vallecas, 63, Local 1, Madrid.",False,newdevelopment,True,3271.0,True,False,False,False,[],False,False,673900.0,€,True,True,flat,penthouse,"Valdecarros, Madrid","Ático en avenida Mayorazgo, 34",Destacado,6,True,True,Valdecarros,False,,,
108310552,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/27/94/1340319914.webp,3248-24791,30,570000.0,flat,sale,119.0,3,2,paseo de la Alameda de Osuna,Madrid,Madrid,Barajas,es,40.4576467,-3.5868285,False,https://www.idealista.com/inmueble/108310552/,"La Alameda de Osuna es uno de los mejores barrios residenciales de Madrid para vivir. Zonas verdes, tranquilidad, luz, comunicaciones, seguridad, comercios para el día a día, hostelería, y ese ambiente único que conserva la Alameda desde siempre, puedes preguntar a cualquiera que haya crecido en él. Y una vez que tienes la zona clara, este es un gran piso para disfrutar, con 119 mts, construidos y 103 mts de vivienda, en una 6ª planta con vistas al infinito y grandes ventanas por todas partes. Buen recibidor, importante salón con terraza incorporada, cocina independiente con tendedero, dormitorio principal con baño en suite, y dos dormitorios más. Instalaciones, fontanería y electricidad, ventanas y los dos baños están cambiados a principios del 2000. Puedes cambiar los baños si quieres actualizarlos y habría que poner al día carpintería interior, la cocina, y como en todas las casas de segunda mano, suelo y pintura. La finca tiene 2 ascensores y conserje, y una gran zona ajardinada con gran arboleda, bancos y parque infantil, de uso privado compartido con otros 3 bloques, un plus fuera de lo común. Además con la venta se incluye una acción del Club Brezo, a 350 m, y que “reúne todos los elementos necesarios para lograr una perfecta combinación entre actividad física, bienestar, salud y equilibrio personal”. Merece la pena ver su oferta en su página web. A menos de 300 m, el Metro Alameda de Osuna, además de los autobuses que conectan el barrio con el resto de la capital. Por carretera, salida inmediata a la A2, rápido a la M40 y la M30, y a 5 mn en coche del aeropuerto de Barajas.  Advertencia: la información contenida en este anuncio tiene fines meramente informativos, su exactitud no está garantizada, aunque una posible inexactitud nunca será por mala fe. El precio no incluye impuestos ni gastos de compraventa.  SIN HONORARIOS PARA LA PARTE COMPRADORA. Contacta conmigo y te amplio información.",True,renew,False,4790.0,True,False,True,False,[],False,False,570000.0,€,,,flat,,"Alameda de Osuna, Madrid",Piso en paseo de la Alameda de Osuna,Destacado,6,True,True,Alameda de Osuna,,,,
