propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
108318683,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/67/31/1340546428.webp,24,,375000.0,chalet,sale,145.0,,3,1,calle de la Libertad,Madrid,El Álamo,,es,,40.2314184,-3.9806144,False,https://www.idealista.com/inmueble/108318683/,"CAPITAL HOME vende esta OPORTUNIDAD de vender un chalet en planta independiente en una de las mejores zonas de el álamo. Tiene una superficie de 470 m2 de parcela completamente solada. Con puerta automática con acceso para 4 vehículos.  El chalet tiene 145 m2 construidos con una distribución ideal en una misma planta: Salón y cocina de gran tamaño e iluminación. Luego accedemos a la zona de descanso, con tres habitaciones todas con zona para armarios empotrados, dos cuartos de baño completos, con plato de ducha.  La vivienda se encuentra en estado de reforma perfecta para empezar a vivir.  Contamos con departamento financiero que te ayudara a acceder a esta vivienda. Llámanos para concertar una visita.",True,renew,False,,2586.0,False,False,False,False,[],False,False,375000.0,€,True,True,chalet,El Álamo,Casa independiente en calle de la Libertad,Destacado,,,,,independantHouse
109111474,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/74/ac/1364677308.webp,67,2,745000.0,flat,sale,134.0,True,4,3,ronda de Atocha,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4072534,-3.6960122,False,https://www.idealista.com/inmueble/109111474/,"Ubicación privilegiada Magnífica vivienda situada en pleno centro de Madrid, a solo 5 minutos andando de la Estación de Atocha y muy próxima al Museo Reina Sofía, el Teatro Price y el Jardín Botánico. Rodeada de todo tipo de servicios, comercios, restaurantes y con excelente conexión en transporte público. Espacios amplios y luminosos Con 134 m² construidos, este piso ofrece una distribución cómoda y funcional. El salón destaca por su amplitud y luminosidad gracias a sus ventanales, creando un ambiente acogedor y versátil. Desde aquí se accede a una terraza acristalada privada, perfecta para relajarse, leer o disfrutar de una cena en un oasis urbano en pleno centro. Distribución La vivienda cuenta con 4 dormitorios espaciosos, la mayoría con armarios empotrados que optimizan el almacenamiento. Además, dispone de 3 baños completos, modernos y con acabados de calidad, pensados para combinar diseño y confort. Detalles y comodidades Puerta acorazada con cerradura de seguridad. Ascensor moderno y elevador recién instalado para personas con movilidad reducida. Videoportero y portero físico en turno de mañana y tarde. Entorno Ubicada en la prestigiosa Ronda de Atocha, disfrutarás de una localización estratégica con acceso rápido a toda la ciudad y con espacios culturales y zonas verdes a pocos pasos. Financiación a medida Ponemos a tu disposición nuestro departamento financiero FINANZATE (Intermediación Financiera Eurocredit MAD S. L. ), donde recibirás asesoramiento gratuito y sin compromiso. Colaboramos con 16 entidades bancarias y, según tu perfil, podemos gestionar hasta el 100% de la financiación. Tu nuevo hogar te espera Si todavía estás en búsqueda, desde La Casa Agency podemos ayudarte a encontrar la vivienda perfecta y acompañarte en todo el proceso de compra. ¡No dejes pasar esta oportunidad de vivir en un piso amplio, luminoso y con todas las comodidades en una ubicación inmejorable! Nota: Este anuncio es meramente informativo y no tiene carácter vinculante.",True,good,False,True,5560.0,False,False,False,False,[],False,False,745000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en ronda de Atocha,Destacado,LCM38277,,,,
107731261,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/94/1a/1321141684.webp,22,,1950000.0,flat,sale,259.0,True,4,2,paseo de La Habana,Madrid,Madrid,Chamartín,es,El Viso,40.4499006,-3.6867907,False,https://www.idealista.com/inmueble/107731261/,"Piso a reformar en El Viso, en Chamartín. Muy próximo a al Santiago Bernabeu y al Paseo de la Castellana.   Se ubica en la séptima planta de un edificio de mitad del siglo XX. Cuenta con ascensor y portero de lunes a viernes.   Tiene una superficie de 259m2, y ofrece la oportunidad perfecta para reformar. Actualmente cuenta con cuatro dormitorios, el principal con un amplio balcón interior, y dos baños completos, un amplio salón, biblioteca y una bonita terraza exterior.   Además, existe la posibilidad de alquilar una plaza de garaje en el mismo edificio.  .",False,renew,False,True,7529.0,False,False,False,False,[],False,False,1950000.0,€,,,flat,"El Viso, Madrid",Piso en paseo de La Habana,Destacado,5219,,,,
108175380,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/77/da/1359816197.webp,70,,595000.0,chalet,sale,260.0,,5,4,avenida Siete Abanicos,Madrid,Miraflores de la Sierra,,es,,40.8137308,-3.7819562,False,https://www.idealista.com/inmueble/108175380/,"L&R Bienes Raíces vende espectacular chalet independiente en urbanización cerrada en Miraflores de la Sierra. El chalet tiene 260 metros construidos y una espectacular parcela de 1200 metros cuadrados. La distribución del chalet es la siguiente: *Planta calle: amplia cocina completamente equipada y amueblada, aseo y espacioso salón de mas de 25 metros cuadrados con acceso a una enorme y espectacular terraza de unos 60 m2 cuadrados aproximadamente con vistas a la sierra norte de Madrid. *Planta baja: 5 habitaciones, una de ellas habilitada como sala de juegos, muy amplia y espaciosa, y las otras 4 son habitaciones dobles con armarios empotrados. 3 baños completos, 2 de ellos en suite. Todos los baños y habitaciones disponen de ventana al exterior. *Planta superior: amplio garaje/trastero, donde caben 2 vehículos y hay espacio de sobra para almacenaje como se puede comprobar en las fotos. El chalet esta listo para entrar a vivir, ademas se han redistribuido ciertas zonas para un mejor aprovechamiento del espacio. En la zona de la parcela, tenemos las siguientes características: *Barbacoa de Piedra *Cenador *Jardín ecológico con riego de goteo *Toldo eléctrico *Zona enlosada con mesa de Ping Pong *Cancha de Baloncesto. Situado en un enclave privilegiado de la Sierra madrileña, en Miraflores de la Sierra a los pies de la morcuera encontrarás esta, luminosa, tranquila, cómoda vivienda, en donde podrás encontrar la armonía, paz y naturaleza a tan sólo 45 minutos de la capital y escasamente a 1km del centro de Miraflores. Por 595.000 € (aunque el precio es negociable), puede ser tuyo, no dejes escapar esta oportunidad de vivir en la sierra, rodeado de este entorno y a un paso del centro; mi nombre es Francisco, para cualquier consulta, no duden en ponerse en contacto conmigo, mi teléfono es el seis uno seis cinco cinco diez treinta y cuatro, estaré encantado de poder resolver cualquier duda al respecto y de poder agendar una visita contigo al inmueble. Tienes a tu disposición el plano actual de la vivienda y las fotos con todo lujo de detalles. Solo falta encender la barbacoa y poner la carne.. . No te lo pienses mucho, ya que en esta zona no hay muchas viviendas con esta situación y con este entorno. Llámanos y agenda tu visita con nosotros!",False,good,False,,2288.0,True,False,False,False,[],False,False,595000.0,€,True,True,chalet,Miraflores de la Sierra,Casa independiente en avenida Siete Abanicos,Destacado,,,,,independantHouse
107073625,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/4f/4d/1302157849.webp,5,5,4200000.0,flat,sale,410.0,True,4,5,Barrio Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.427866,-3.6930221,False,https://www.idealista.com/inmueble/107073625/,"Olisson Club pone a su disposición este fantástico piso en una 5 planta de un edificio representativo.    La vivienda está en un edificio clásico, de principios de siglo, en una de las mejores calles del barrio de Almagro. La finca tiene una bonita fachada clásica y un portal representativo. Cuenta a su vez con portero físico, ascensor clásico.    El piso se distribuye en 410 y cuenta con 4 dormitorios, 1 despacho y 5 baños. La casa se caracteriza por techos altos, molduras y acabados con toque clásico.  La vivienda se encuentra en buen estado, ideal para entrar a vivir o para reformar a tu gusto.  El barrio de Almagro acoge algunos de los edificios de mayor belleza y representatividad de Madrid. Se trata de un enclave único, un área residencial muy exclusiva de la capital.    Tradicionalmente zona aristocrática, Almagro cuenta con buenos colegios, elegantes embajadas y algunos de los hoteles y restaurantes más reconocidos que se pueden encontrar en la actualidad en la capital. Su ubicación, cerca del centro, de Salamanca y del Paseo de la Castellana, hace de Almagro un barrio muy cómodo para la vida diaria y los desplazamientos tanto en transporte público como en coche, siendo una de las opciones preferidas de los que buscan un barrio tranquilo y cerca de todo. [IW].",False,good,False,True,10244.0,False,False,False,False,[],False,False,4200000.0,€,True,True,flat,"Almagro, Madrid",Piso,Destacado,alm009VM,,,,
104511481,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/4f/1e/1222924594.webp,11,6,1769000.0,penthouse,sale,162.0,True,2,3,calle de Don Ramón de la Cruz,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4295297,-3.6696918,False,https://www.idealista.com/inmueble/104511481/,"Ático de lujo en Salamanca-Goya. Calle Don Ramón de la Cruz. 6ª Planta. Exterior. Terraza de 38m2. Muy luminoso en todas las estancias. Dormitorio Principal en Suite. Amplia zona de recibo. Cocina Independiente. Reforma de diseño con materiales de primeras marcas. Amueblado. Buena Finca y Buen Portal. Muy bien comunicado. Junto a los principales comercios de la zona. Ref-2800.   ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid”.",False,good,False,True,10920.0,True,False,False,False,[],False,False,1769000.0,€,,,flat,"Goya, Madrid",Ático en calle de Don Ramón de la Cruz,Destacado,2800,,,,penthouse
107505187,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/f0/52/1314481912.webp,38,,489900.0,chalet,sale,302.0,,6,4,calle Sevillanos,Madrid,Sevilla la Nueva,,es,,40.3522282,-4.022701,False,https://www.idealista.com/inmueble/107505187/,"¡Descubre tu nuevo hogar en Sevilla la Nueva! Este impresionante chalet independiente, disponible en exclusiva, te ofrece un espacio de ensueño con 302 m² construidos sobre una generosa parcela de 484 m². Perfecto para familias numerosas, cuenta con 6 dormitorios y 4 baños, garantizando comodidad para todos. Disfruta de un amplio salón comedor con estufa de pellet y una gran cocina, ideal para los amantes de la gastronomía. La vivienda, en buen estado, está orientada al sur-oeste, lo que asegura una iluminación natural envidiable durante todo el día. Relájate al aire libre en su terraza o balcón, o disfruta de reuniones inolvidables en el patio con piscina y barbacoa. Además, dispone de un garaje doble y calefacción con bomba de frío/calor para tu confort en cualquier estación. A solo 3 minutos de los servicios esenciales del pueblo, esta casa ofrece la combinación perfecta de tranquilidad y conveniencia. Con armarios empotrados, trastero y una clase energética D, este chalet es la opción ideal para quienes buscan calidad de vida en un entorno privilegiado. ¡No pierdas la oportunidad de hacerla tuya!",False,good,False,,1622.0,False,False,False,False,[],False,False,489900.0,€,True,True,chalet,Sevilla la Nueva,Casa independiente en calle Sevillanos,Destacado,,,,,independantHouse
108081936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/e8/86/1333293918.webp,18,3,5450000.0,flat,sale,329.0,True,3,4,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4179641,-3.6966201,False,https://www.idealista.com/inmueble/108081936/,"La presente propiedad se sitúa en el barrio de las Letras, en el corazón de las riquezas culturales y el espíritu bohemio del centro de Madrid. Este lugar resulta idóneo para aquellos que deseen disfrutar del arte y la cultura, encontrándose a escasa distancia del Museo del Prado y del Museo Thyssen Bornemisza, así como en una zona repleta de teatros y prestigiosas librerías. El inmueble, datado de 1880, su diseño responde al característico estilo ecléctico de la época, presentando influencias de la estética mudéjar en su fachada y utilizando materiales nobles en su interior. A lo largo del siglo XX, esta edificación ha evolucionado de ser una vivienda familiar a transformarse en un hostal y en departamentos de residencia para intelectuales y escritores.   El edificio se encuentra en una finca clásica con portero físico y calle emblemática cerca del Ministerio de los Diputados. Su máxima seguridad es un plus que ninguna propiedad en el centro puede tener. El prestigio de vivir en la mejor zona del centro es único. Rodeado de los hoteles de más prestigio de la capital, a escasos metros de la Embajada de Méjico y de varias sedes diplomáticas, hacen una zona residencial totalmente segura. Entorno ejecutivo y restauración del más alto nivel gastronómico sin olvidar la variedad cultural de la que está rodeada, con los museos más importantes a nivel internacional como el Museo del Prado o el Museo Nacional Thyseen-Bornemisza entre otros y los teatros de los grandes musicales como el Lope de Vega o el teatro Albéniz. Proximidad de zonas verdes como el Parque del Retiro o el Jardín Botánico, facilidades de aparcamiento con el recién inaugurado Gran Parking de Las Cortes y todo tipo de combinaciones con el transporte público de Plaza de Cibeles y Plaza de Neptuno, Gran Vía, Puerta del Sol y estación Puerta de Atocha-Almudena Grandes.   El piso que está en venta mantiene en su reforma la esencia original de su estilo clasicista y elegante acorde con su singular edificio. La altura de sus techos es superior a 3.60 metros en toda la planta, y tiene una renovación integral con máximo detalle dirigida por un prestigioso interiorista especializado en viviendas de estas características. Cada unidad habitacional incluye un trastero individual. Es importante tener en cuenta que los precios pueden variar una vez finalizadas las obras y las reformas. Por lo tanto, esta representa una excelente oportunidad, y es posible negociar el precio actual si decide realizar la compra en este momento. Las obras aún se encuentran en curso, por lo que, si desea realizar alguna modificación, ¡aún tiene la posibilidad de hacerlo!   “ ” “LA HISTORIA ES EL CORAZÓN DE LA VENTA” Mateo Pollard   Vivir en el centro de la ciudad con todo el lujo que ofrece y con la total tranquilidad, es posible.   Contamos con posibilidades de aparcamiento en la zona, tanto en renta como de compra. Puedes ponerte en contacto para consultar la disponibilidad de las visitas. Negociación flexible y con la propiedad. Utande Real Estate es una sociedad de inversión inmobiliaria nacional e internacional. Colaboramos con más de 1.500 agencias inmobiliarias en todo el mundo. Te asesoramos jurídicamente y te ofrecemos la mayor rentabilidad financiero-fiscal. Este anuncio es solo orientativo y no está sujeto a ningún compromiso establecido. Te ayudamos a conseguir tu HIPOTECA hasta un 100% de la financiación. Te ayudamos a REFORMAR tu vivienda y te enviamos presupuesto en 48h. Atendemos también vía WhatsApp.",False,good,False,True,16565.0,True,False,False,False,[],False,False,5450000.0,€,,,flat,"Huertas-Cortes, Madrid",Piso,Destacado,9488 - PATRICIA,,,,
109147548,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/8c/8c/1365688216.webp,46,,590000.0,chalet,sale,240.0,,5,3,calle Becedas,Madrid,Soto del Real,,es,,40.747804,-3.7777157,False,https://www.idealista.com/inmueble/109147548/,"B2V InmobiliariA comercializa en EXCLUSIVA En breve reportaje completo. Enrique Vallinas Lázaro Pablo Batres Vivienda de construcción tradicional en urbanización muy próxima al núcleo urbano. muy tranquila con gran privacidad y fantásticas vistas hacia la sierra de Guadarrama, Cuerda Larga, Pedriza... Su ubicación y cercanía con los servicios la hacen idónea para aquellos que buscamos privacidad sin dejar de lado una buena conectividad. Distribución de la vivienda PLANTA PRINCIPAL - Luminoso salón comedor con chimenea, Contamos con grandes ventanales y salida a porche con acceso a jardín zona de piscina y barbacoa. - cocina equipada.  -1 baño completo -1 habitación amplia. -Garaje: con acceso directo a la vivienda PLANTA SUPERIOR -4 habitación de grandes dimensiones con accesos a dos terrazas una de ellas da a la zona del jardín y piscina y la otra enfocada hacia la sierra del Guadarrama - 2 baños completos El jardín dispone riego automatizado, piscina en perfecto funcionamiento y cenador muy  Calefacción alimentada por gasoil SOTO DEL REAL Población en constante evolución, de cotización en alza con la próxima llegada del tren de cercanías al pueblo, lo que le dotará de mejor comunicación con la capital. Soto del Real, antigua villa Chozas de la Sierra, es un municipio español de la provincia y Comunidad de Madrid. Se sitúa en la cara sur de la sierra de Guadarrama, más concretamente en la zona de esta conocida como Cuerda Larga. El valle más próximo al municipio es la Hoya de San Blas. Se encuentra situada a 46 km por carretera de la ciudad de Madrid y a 11 km de Colmenar Viejo. Soto del Real tiene 6 líneas de autobús, cuatro de ellas teniendo cabecera en el Intercambiador de Plaza de Castilla: - Línea SE720: Colmenar Viejo - Manzanares el Real - Línea 720: Colmenar Viejo (FFCC) - Collado Villalba - Línea 721: Madrid (Plaza de Castilla)-Colmenar Viejo - Línea 724 (afueras del municipio): Madrid (Plaza de Castilla) - Manzanares el Real - El Boalo - Línea 725: Madrid (Plaza de Castilla) - Miraflores - Bustarviejo – Valdemanco - Línea 726: Madrid (Plaza de Castilla) - Guadalix – Navalafuente En Soto del Real hay cuatro guarderías (una pública y tres privadas), dos colegios públicos de educación infantil y primaria, un instituto de educación secundaria. Soto del Real dispone de un instituto público que provee de secundaria y bachiller y un colegio concertado católico, que dispone de infantil, primaria, secundaria, bachiller y formación profesional de grado medio y superior. Para más información o concertar una visita pueden ponerse en contacto. Pablo Batres Enrique Vallinas Lázaro B2V InmobiliariA, servicios inmobiliarios en la sierra de Madrid y alrededores. B2V InmobiliariA tu inmobilia de referencia.",False,renew,False,,2458.0,False,False,False,False,[],False,False,590000.0,€,True,True,chalet,Soto del Real,Casa independiente en calle Becedas,Destacado,,,,,independantHouse
107747015,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/74/ca/1350612788.webp,16,1,240000.0,flat,sale,85.0,True,2,2,avenida de los Planetas,Madrid,Parla,Parla Este,es,,40.2262595,-3.7545557,False,https://www.idealista.com/inmueble/107747015/,"¡Descubre tu nuevo hogar! Este encantador piso en primera planta, ubicado en un edificio moderno construido en 2007, ofrece todo lo que necesitas para disfrutar de una vida cómoda y tranquila. Con  85 m² construidos, el inmueble cuenta con un hall distribuidor que da la bienvenida a un luminoso salón comedor, ideal para compartir momentos inolvidables. La cocina, completamente amueblada, es perfecta para los amantes de la gastronomía. Se vende con muebles. El piso dispone de dos acogedores dormitorios, ambos equipados con armarios empotrados que maximizan el espacio. Además, cuenta con dos baños completos, garantizando la comodidad de toda la familia. La calefacción a gas natural que asegura un ambiente agradable durante todo el año. Disfruta de las zonas ajardinadas y relájate en la piscina comunitaria en los días soleados. Este hogar también incluye un trastero y dos plazas de garaje, lo que añade un valor extra a la propiedad. Con orientación norte y oeste, disfrutarás de luz natural durante todo el día. No dejes pasar la oportunidad de visitar este piso en buen estado y hazlo tuyo. ¡Tu nuevo hogar te espera!",True,good,False,True,2824.0,False,False,False,True,[],False,False,240000.0,€,True,True,flat,"Parla Este, Parla",Piso en avenida de los Planetas,Destacado,,,,,
108293803,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/b1/ac/1339784225.webp,8,bj,68000.0,flat,sale,83.0,True,3,1,Zarzalejo,Madrid,Zarzalejo,,es,,40.5414937,-4.1659993,False,https://www.idealista.com/inmueble/108293803/,"VENDE CON NOSOTROS DESDE SOLO EL 1,9%! ¡CONSEGUIMOS HASTA EL 100 % DE FINANCIACIÓN! ¡Oportunidad en Zarzalejo! PLANTA BAJA para reformar a tu gusto LOCATIVO presenta esta vivienda UBICADA EN LA PLANTA BAJA DE UNA CASA DE PUEBLO, NO DISPONE DE TERRENO, pero es ideal para quienes buscan un proyecto de reforma con gran potencial en el encantador municipio de Zarzalejo. Con 83 m² construidos, la propiedad se distribuye en tres dormitorios, cocina, cuarto de baño y espacio suficiente para adaptarla completamente a tus necesidades. La vivienda necesita una reforma integral, lo que te permitirá diseñar cada rincón a tu gusto y convertirla en el hogar que siempre has imaginado o en una fantástica inversión. Zarzalejo es un pueblo con mucho encanto, rodeado de naturaleza y tranquilidad, perfecto tanto como residencia habitual como para segunda vivienda. ¡Una oportunidad para crear desde cero en un entorno único! Contáctanos y ven a visitarla. CONSULTE NUESTRA PAGINA WEB TENEMOS MAS VIVIENDAS QUE NO ESTAN EN LOS PORTALES. SÍGANOS EN NUESTRAS REDES SOCIALES PARA NO PERDERSE NADA: Instagram: @Locativoinmobiliariamadrid TikTok: @Locativoinmobiliaria AVDA. VILLANUEVA DE LA CAÑADA 35, LOCAL 1 QUIJORNA 28693 TELEFONO:  PARQUE EMPRESARIAL “LA FINCA” PASEO CLUB DEPORTIVO 1, EDIFICIO 4 POZUELO 28223 TELEFONO: [IW].",False,renew,False,False,819.0,False,False,False,False,[],False,False,68000.0,€,,,flat,Zarzalejo,Piso,Destacado,VIVEXZARCEN001-1,,,,
109130529,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/79/61/1365233709.webp,26,4,207000.0,studio,sale,30.0,False,0,1,calle del Águila,Madrid,Madrid,Centro,es,Palacio,40.4102741,-3.7111661,False,https://www.idealista.com/inmueble/109130529/,"ESPECTACULAR OPORTUNIDAD TANTO DE VENTA COMO DE INVERSIÓN En la última planta de una finca con ascensor, en la tranquila y encantadora calle Águila, se encuentra este acogedor estudio de 30 m² que brilla por su extraordinaria luz natural. Sus cinco ventanas rodean la vivienda, inundando de claridad cada espacio y creando una sensación de amplitud y bienestar poco común en pleno centro de Madrid. La distribución es práctica y funcional: una zona de estar luminosa, un baño completo y un área independiente destinada a lavadora y almacenaje, que aporta orden y comodidad al día a día. El piso se encuentra en buen estado, ofreciendo además la posibilidad de actualizarlo y personalizarlo al gusto, convirtiéndolo en un refugio moderno en un entorno histórico.  Vivir en el barrio de Palacio es disfrutar de lo mejor de Madrid: calles llenas de historia, plazas con encanto, una oferta cultural y gastronómica inigualable y, al mismo tiempo, rincones tranquilos donde desconectar. Una combinación perfecta de tradición y vida cosmopolita. Un último piso lleno de luz en una de las zonas más especiales de la ciudad.",False,good,False,True,6900.0,False,False,False,False,[],False,False,207000.0,€,,,flat,"Palacio, Madrid",Estudio en calle del Águila,Destacado,LCM38389,,,,studio
106838544,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/ca/a3/1295477855.webp,14,4,2619000.0,flat,sale,219.0,True,4,4,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4338815,-3.6779687,False,https://www.idealista.com/inmueble/106838544/,"Olisson Club ofrece fantástico piso de diseño exquisito con acabados de lujo y con mucho estilo en la mejor zona del barrio de Salamanca al lado de todos los comercios, colegios públicos y privados, centros comerciales y de ocio y buena comunicación por transporte público. Este piso de 220m2, reformado con los mejores materiales, cuidando hasta el más mínimo detalle, maximizando la bonita luz y consiguiendo una vivienda funcional, tranquila, alegre y acogedora. La zona social cuenta con un gran salón-comedor comunicado con cocina completamente equipada con electrodomésticos de alta gama y una gran isla ideal para que se convierta en el corazón de la casa.  La zona de noche se compone de cuatro amplios dormitorios y cuatro baños completos, el principal cuenta con vestidor con muchos armarios empotrados y su baño en suite, los otros dormitorios también son dobles, ambos con armarios empotrados y baños completos en suite. Los dormitorios por su orientación y dando a un gran patio, cuenta con una fantástica luz y al mismo tiempo mucha tranquilidad.  La vivienda se encuentra en la finca clásica del 1948, en perfecto estado y un portal representativo. Cuenta con ascensor y servicio de consejería. La reforma y el interiorismo de la vivienda se han cuidado hasta el último detalle. El suelo de madera en el salón y dormitorios, los materiales empleados en cocina y baños, el sistema de calefacción por radiadores y el aire acondicionado por conductos, la carpintería exterior e interior, o todo el sistema de iluminación con luces directas e indirectas, son detalles pensados y cuidados por el arquitecto para que la vivienda cuente con todos los lujos y comodidades. El piso esta ubicado en una de las mejores calles de distrito de Salamanca, una zona de uso residencial, especialmente habitada por las élites políticas y económicas del país. En los últimos cincuenta años este carácter residencial convive con otras actividades como la empresarial, la diplomática y, especialmente, la comercial ya que es una de las áreas de moda de lujo más importantes de la capital. Esta zona, tranquila y residencial cuenta con una amplia oferta de ocio, comercio y servicios, y está perfectamente comunicada con distintas líneas de autobuses y próxima a la parada de metro de Lista y Diego de León. También es perfecta para los desplazamientos en coche gracias a su situación cercana al aeropuerto y la entrada a Madrid por la M-30 y la A-2. [IW].",False,good,False,True,11959.0,False,False,False,False,[],False,False,2619000.0,€,,,flat,"Lista, Madrid",Piso,Destacado,lis455IV,,,,
109067992,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/4b/35/1363430343.webp,26,bj,315000.0,flat,sale,85.0,True,3,2,calle Adolfo Marsillach,Madrid,Mejorada del Campo,,es,,40.394629,-3.4930344,False,https://www.idealista.com/inmueble/109067992/,"SM HOMES Gestión Inmobiliaria, presenta en exclusiva, estupenda vivienda con PATIO dentro de una urbanización privada en una de las zonas mas tranquilas de Mejorada del Campo. Su distribución se compone de: Cocina, salón con acceso a patio de 45 m2 aprox, tres habitaciones y dos baños completos. Características: - Plaza de garaje de 12 m2. - Trastero de 15 m2. - Dos baños completos, uno con bañera y otro con plato de ducha. - Suelo de tarima. - Calefacción individual de gas natural. - Salón y habitación con acceso a un amplio patio de 45 m2 aprox con sistema de riego y toldo. - Paredes en liso. - Cocina amplia y espaciosa. - Aire acondicionado frio/calor. - Armarios empotrados en todos los dormitorios. - Piscina comunitaria. - Ubicación en una zona tranquila y familiar, a menos de cinco minutos del Ayuntamiento, paradas de buses, polideportivo, colegios, institutos, lugares de ocio.. . ¡No pierda la oportunidad de venir a verlo, estaremos encantados de ayudarle!",False,good,False,True,3706.0,False,False,True,False,[],False,False,315000.0,€,True,True,flat,Mejorada del Campo,Piso en calle Adolfo Marsillach,Destacado,,,,,
