propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
108467294,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/e0/a6/1345791027.webp,P-6015,56,2,428000.0,flat,sale,107.0,True,3,2,calle de Elfo,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4333435,-3.6536128,False,https://www.idealista.com/inmueble/108467294/,"LINKCASA PASEO EXTREMADURA VENDE un piso de 3 dormitorios en la calle Elfo (barrio de Quintana), a escasos metros de la arteria principal y comercial de la zona como es la calle Alcalá. La vivienda consta de 3 habitaciones (antes 4), un amplio salón-comedor, una cocina espaciosa, baño completo con bañera, aseo, tendedero y terraza descubierta de 4 m². El inmueble es exterior, muy luminoso, se trata de una segunda planta, está para reformar pero cuenta con un gran cantidad de posibilidades de distribución y dispone de calefacción central con contador individual y aire acondicionado. El piso se encuentra a 4 minutos del metro El Carmen (L-5) y de varias líneas de autobuses de la EMT (21, 38, 106, 146, N5 y N7). La finca dispone de ascensor y tiene la ITE favorable (año 2023). La vivienda se encuentra ubicada en una zona muy tranquila y bien comunicada, con todo tipo de servicios y comodidades a su alrededor (supermercados, restaurantes, entidades bancarias, farmacias, colegios, instalaciones deportivas, zonas verdes.. . etc), lo que hace de la compra del inmueble una gran opción. Para más información, visítanos en nuestra web: linkcasa. es. No dejes de visitarlo.",False,renew,False,True,4000.0,True,False,True,True,[],False,False,428000.0,€,flat,"Quintana, Madrid",Piso en calle de Elfo,Destacado,,,,,,,
107104342,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/40/6e/1303098891.webp,rec009VM,29,1,1800000.0,flat,sale,92.0,True,3,2,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4251363,-3.6816151,False,https://www.idealista.com/inmueble/107104342/,"Olisson Club ofrece este magnífico piso en venta con balcones al exterior ubicado en una tranquila calle de Recoletos.  Este acogedor piso de 92m2 se encuentra ubicado en un elegante edificio de fachada clásica, y se compone por 3 dormitorios, 2 baños y salón con cocina americana.  La reforma y el interiorismo de la vivienda se han cuidado hasta el último detalle. Los materiales empleados en cocina y baños, el aislamiento total tanto acústico como térmico forrando paredes, techos y suelo, el sistema de calefacción, la carpintería exterior e interior, o todo el sistema de iluminación son detalles pensados y cuidados por el arquitecto para que la vivienda cuente con todos los lujos y comodidades. Ubicado en una finca clásica con portal amplio en buen estado de conservación y una fantástica escalera con ascensor clásico, cuenta con portero y es apto para personas con movilidad reducida. Situado en uno de los barrios más exclusivos y elegantes de la capital española destacado por su arquitectura señorial, calles arboladas y una atmósfera que combina el lujo con la tradición. Excelente comunicación con diversidad de medios de transporte: líneas de metro, líneas de autobuses, taxis, etc. Vivir en Recoletos es sinónimo de prestigio y comodidad. [IW].",False,good,False,True,19565.0,False,False,False,False,[],False,False,1800000.0,€,flat,"Recoletos, Madrid",Piso,Destacado,,,,,,,
108993858,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/cf/95/1367826507.webp,P-4032,27,bj,149000.0,flat,sale,40.0,True,1,1,calle del Lucero,Madrid,Madrid,Latina,es,Lucero,40.4038727,-3.7486883,False,https://www.idealista.com/inmueble/108993858/,"LINKCASA PASEO EXTREMADURA VENDE un piso de 1 dormitorio en la calle del Lucero (barrio Lucero). La vivienda consta de 1 habitación, salón, cocina equipada y baño con plato de ducha. El inmueble es exterior, luminoso, se trata de una planta baja, está para entrar a vivir y dispone de alarma. El piso se encuentra a 6 minutos del metro y cercanías de Laguna (L-6 y C-5) y a 4 minutos de varias líneas de autobuses de la EMT (31, 39, 55, 138, 158 y N18). La finca tiene la ITE favorable (año 2017). La vivienda se encuentra ubicada en una zona muy tranquila y con buena comunicación, con todo tipo de servicios y comodidades a su alrededor (supermercados, restaurantes, entidades bancarias, farmacias, colegios, instalaciones deportivas, zonas verdes.. . etc), lo que hace de la compra del inmueble una buena oportunidad. Para más información, visítanos en nuestra web: linkcasa. es. No dejes de visitarlo.",False,good,False,False,3725.0,True,False,True,False,[],False,False,149000.0,€,flat,"Lucero, Madrid",Piso en calle del Lucero,Destacado,,,,,,,
108955343,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/6b/6d/1359993244.webp,LCM37720,51,2,537000.0,flat,sale,90.0,True,1,2,calle del Águila,Madrid,Madrid,Centro,es,Palacio,40.4114558,-3.7117983,False,https://www.idealista.com/inmueble/108955343/,"La Casa Agency pone a su disposición este lumioso ático dúplex exterior de 90 m² en una séptima planta en pleno centro de Madrid; la Calle del Águila. La originalidad y la perfecta conservación del edificio, sumado a sus amplios y luminosos balcones, orientados al sur, aportan calidez y unas vistas del colorido típico del centro de Madrid.  La primera planta con hall, salón con balcón, cocina totalmente equipada y balcón y aseo.  En la planta superior se encuentra la habitación principal con techos franceses abuhardillados y un baño completo en suite.  Se garantiza el aislamiento térmico y el confort gracias al aire acondicionado y la calefacción por conducto.  Totalmente lista para entrar a vivir.  ¡Aprovecha esta oportunidad en pleno centro de Madrid! ¡Contáctanos hoy mismo para visitarla!",True,good,False,True,5967.0,True,False,False,False,[],False,False,537000.0,€,flat,"Palacio, Madrid",Piso en calle del Águila,Destacado,567000.0,30000.0,5.0,,,,
108695313,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/c2/ee/1352389866.webp,RP3162025139783,64,7,599900.0,penthouse,sale,180.0,False,3,2,calle Cerro del Campo,Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.4050342,-3.5531624,False,https://www.idealista.com/inmueble/108695313/,"Redpiso El Cañaveral vende espectacular ático en El Cañaveral, ubicado en una promoción entregada en Noviembre de 2024. La vivienda de 155,36 m2 útiles, está prácticamente a estrenar y destaca por su luminosidad, amplitud y sus impresionantes espacios exteriores. Cuenta con 3 dormitorios y 2 baños. El dormitorio principal ha sido modificado para ganar metros cuadrados, eliminando un armario esquinero, lo que le aporta mayor amplitud y luz natural. Desde este dormitorio se accede a una encantadora terraza privada de 8 m². Además, dispone de un elegante baño en suite con plato de ducha y mobiliario de diseño y alta calidad. El baño secundario incluye bañera y da servicio a los otros dos dormitorios. El salón es amplio y muy luminoso, y se integra con una cocina semiabierta completamente amueblada y equipada con horno, vitrocerámica, microondas y campana extractora. Desde el salón y la cocina se accede a la gran joya de la vivienda: una magnífica terraza de 27 m², perfecta para disfrutar al aire libre todo el año. Desde esta terraza principal se accede, mediante una escalera exterior, a otra terraza en la planta superior de 41 m². Esta segunda terraza como espacio solarium incluye un tendedero de 3 m² que puede adaptarse como espacio de almacenaje, zona de lavado o incluso instalar una ducha exterior. La vivienda cuenta con una alta eficiencia energética gracias a su sistema de aerotermia, de frio y calor con termostatos individuales en dormitorios y salón, suelos porcelánicos, carpintería lacada en blanco, armarios con cajoneras de calidad hechas a medida, ventanas oscilobatientes y mosquiteras ya instaladas en todas las ventanas. Se incluyen dos plazas de garaje con preinstalación para cargador de coche eléctrico y un trastero. Ubicado en una urbanización privada con excelentes zonas comunes: Piscina de adultos e infantil, pista deportiva polivalente, parque infantil, gimnasio totalmente equipado, parking para bicicletas, zonas ajardinadas, conserjería durante 8 horas al día y espectacular sala común tipo ""coworking"" con cocina. Una vivienda moderna, eficiente, luminosa y con amplios espacios exteriores, ideal para quienes buscan calidad de vida en una zona con gran proyección y excelentes conexiones. Situada a 2 minutos andando de la parada del autobus que conecta con paradas de cercanias, metro y plaza Manuel Becerra. ¡No dejes pasar esta oportunidad! Contáctanos para más información.",False,good,False,True,3333.0,True,False,False,False,[],False,False,599900.0,€,flat,"El Cañaveral, Madrid",Ático en calle Cerro del Campo,Destacado,619900.0,20000.0,3.0,True,True,penthouse,
108106251,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/5c/24/1334012002.webp,9495 - PATRICIA,27,1,1519000.0,flat,sale,113.0,True,3,3,"calle de Alcántara, 82",Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4330302,-3.6732969,True,https://www.idealista.com/inmueble/108106251/,"¡No te pierdas esta increíble oportunidad en el exclusivo Barrio de Salamanca! Este impresionante piso en la C/ Alcántara ha sido renovado por completo para brindarte el mejor confort y estilo. Ubicado en la primera planta exterior de un edificio con ascensor, destaca por su luminosidad, gracias a sus grandes ventanales y privilegiada terraza. Actualmente en fase final de reforma, la vivienda se entregará tal como aparece en las imágenes, respetando fielmente el diseño proyectado. Con una superficie total de 113 m² y 91 m² útiles, este elegante apartamento cuenta con tres amplias habitaciones, tres baños completos y una plaza de garaje incluida, perfecta para una familia o para quienes necesitan un poco más de espacio. La cocina se encuentra completamente equipada y el apartamento se ofrece amueblado con mobiliario de diseño, listo para su inmediata ocupación. Asimismo, cuenta con aire acondicionado y calefacción a gas, garantizando su confort en cualquier época del año. Además, dispone de un portero físico que proporciona mayor seguridad y comodidad a los residentes. Vivir en el centro de la ciudad con todo el lujo que ofrece y con la total tranquilidad, es posible. La vivienda incluye una plaza de garaje, y además contamos con posibilidades de aparcamiento en la zona, tanto en renta como de compra. Puedes ponerte en contacto para consultar la disponibilidad de las visitas. Negociación flexible y con la propiedad. Utande Real Estate es una sociedad de inversión inmobiliaria nacional e internacional. Colaboramos con más de 1.500 agencias inmobiliarias en todo el mundo. Te asesoramos jurídicamente y te ofrecemos la mayor rentabilidad financiero-fiscal. Este anuncio es solo orientativo y no está sujeto a ningún compromiso establecido. Te ayudamos a conseguir tu HIPOTECA hasta un 100% de la financiación. Te ayudamos a REFORMAR tu vivienda y te enviamos presupuesto en 48h. Atendemos también vía WhatsApp.",True,good,False,True,13442.0,True,False,False,False,[],False,False,1519000.0,€,flat,"Lista, Madrid","Piso en calle de Alcántara, 82",Destacado,,,,True,True,,
108172013,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/9f/e8/1345654166.webp,OM49 - PATRICIA,50,1,1809000.0,flat,sale,129.0,True,3,3,"calle de Juan Bravo, 66",Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4320927,-3.6730991,True,https://www.idealista.com/inmueble/108172013/,"No deje pasar esta extraordinaria oportunidad en el exclusivo Barrio de Salamanca. Este impresionante piso situado en la Calle Juan Bravo ha sido completamente renovado para ofrecer el máximo confort y estilo. La finca cuenta con un hermoso y elegante vestíbulo en la entrada, así como con servicio de portería. Ubicado en la primera planta exterior de un edificio con ascensor, destaca por su luminosidad, gracias a sus amplios ventanales y a su extensa terraza.  Con una superficie total de 129 m² y 108 m² útiles, este elegante apartamento dispone de tres amplias habitaciones y tres baños completos, lo que lo convierte en una opción ideal para familias o para aquellos que requieren un espacio adicional. La cocina está completamente equipada y el apartamento se vende amueblado con muebles de diseño, ¡listo para que te mudes de inmediato! Además, tiene aire acondicionado y calefacción de gas, así que estarás cómodo en cualquier temporada. También incluye una plaza de garaje cubierta en el mismo edificio, todo incluido en el precio. Vivir en el centro de la ciudad con todo el lujo que ofrece y con la total tranquilidad, es posible. Contamos con posibilidades de aparcamiento en la zona, tanto en renta como de compra. Puedes ponerte en contacto para consultar la disponibilidad de las visitas. Negociación flexible y con la propiedad. Utande Real Estate es una sociedad de inversión inmobiliaria nacional e internacional. Colaboramos con más de 1.500 agencias inmobiliarias en todo el mundo. Te asesoramos jurídicamente y te ofrecemos la mayor rentabilidad financiero-fiscal. Este anuncio es solo orientativo y no está sujeto a ningún compromiso establecido. Te ayudamos a conseguir tu HIPOTECA hasta un 100% de la financiación. Te ayudamos a REFORMAR tu vivienda y te enviamos presupuesto en 48h. Atendemos también vía WhatsApp.",True,good,False,True,14023.0,True,False,True,False,[],False,False,1809000.0,€,flat,"Lista, Madrid","Piso en calle de Juan Bravo, 66",Destacado,,,,True,True,,
107184526,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/58/eb/1305498990.webp,SAN ANTONIO,12,bj,180000.0,flat,sale,82.0,True,3,1,"paseo de San Antonio, 1",Madrid,Fuenlabrada,Centro,es,,40.2849547,-3.7942035,True,https://www.idealista.com/inmueble/107184526/,"GARSIERRA. **************************Piso sin ascensor, en planta baja de 82 m² construidos en, salon de 20 m. , cocina independiente amueblada con cuarto lavadero, tres dormitorios y un baño. Excelente ubicación. Al lado del bus. ++++++++++++++++++++ NO COBRAMOS COMISIÓN DE AGENCIA! ===============POSIBILIDAD DE FINANCIACIÓN!",False,good,False,False,2195.0,True,False,False,False,[],False,False,180000.0,€,flat,"Centro, Fuenlabrada","Piso en paseo de San Antonio, 1",Destacado,,,,,,,
109200418,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/b9/21/1367283185.webp,lis491IV,15,2,1439000.0,flat,sale,120.0,True,3,2,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4345218,-3.6783991,False,https://www.idealista.com/inmueble/109200418/,"Olisson Club ofrece este magnífico piso exterior con terraza, completamente reformado a estrenar, ubicado en una de las calles más prestigiosas de la ciudad. Con una superficie de 120 m2 y distribución cuidada, cuenta con tres dormitorios espaciosos y tres baños completos, todos equipados con acabados de alta calidad.  La vivienda se entrega completamente amueblada, con mobiliario seleccionado para complementar el estilo contemporáneo y elegante del inmueble. La zona de día está llena de luz natural gracias a sus grandes ventanales, que además ofrecen vistas despejadas que potencian la sensación de amplitud y tranquilidad. Uno de sus principales atractivos es la terraza privada, un espacio ideal para relajarse, disfrutar del aire libre o compartir momentos con familia y amigos. Su orientación exterior garantiza una iluminación abundante durante todo el día, creando un ambiente cálido y acogedor en cada estancia. Situado en la emblemática calle dentro de barrio de Salamanca, este piso combina la comodidad de vivir en una zona residencial exclusiva con la proximidad a servicios, comercios y excelentes conexiones de transporte. Es una vivienda lista para entrar a vivir, con todos los detalles cuidados para ofrecer la máxima calidad de vida. [IW].",False,good,False,True,11992.0,False,False,False,False,[],False,False,1439000.0,€,flat,"Lista, Madrid",Piso,Destacado,,,,,,,
107284298,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/48/2c/1308453022.webp,ibi134IV,12,4,1679000.0,flat,sale,133.0,True,2,2,Barrio Ibiza,Madrid,Madrid,Retiro,es,Ibiza,40.4193658,-3.6778814,False,https://www.idealista.com/inmueble/107284298/,"Olisson Club presenta esta fantástica vivienda recién reformada por completo a pocos pasos del parque del Retiro.  El piso ubicado en una cuarta planta, es exterior con balcones a la calle, lo que hace que la luz sea el elemento dominante en todas las estancias de la vivienda. Con sus 133 m2 se distribuyen en un amplio y elegante salón y un espacioso comedor comunicado con cocina con isla, totalmente equipada con electrodomésticos de alta gama. La zona privada cuenta con dos dormitorios y dos baños: el dormitorio principal con gran vestidor con armarios empotrados que van de suelo a techo y un baño en suite, el segundo dormitorio es doble con sus armarios empotrados que van de suelo a techo, y también cuenta con su baño completo que a la vez sirve como aseo de invitados. La reforma de la vivienda se han cuidado hasta el último detalle. El suelo de laminado de madera en el salón y dormitorios, los materiales empleados en cocina y baños, el sistema de calefacción por radiadores y el aire acondicionado en todas las estancias, la carpintería exterior e interior, o todo el sistema de iluminación con luces directas e indirectas, son detalles pensados y cuidados por el arquitecto para que la vivienda cuente con todos los lujos y comodidades. La finca, de 1933, se encuentra en muy buen estado con un elegante portal accesible para personas con movilidad reducida, y cuenta con ascensor. Ubicado en la zona de Ibiza, cerca del parque del Retiro. Esta zona, animada y residencial cuenta con una amplia oferta de ocio, comercio y servicios, y está perfectamente comunicada con distintas líneas de autobuses y próxima a la parada de metro de Príncipe de Vergara y Ibiza. También es perfecta para los desplazamientos en coche gracias a su situación cercana al aeropuerto y la entrada a Madrid por la M-30. [IW].",False,good,False,True,12624.0,True,False,False,False,[],False,False,1679000.0,€,flat,"Ibiza, Madrid",Piso,Destacado,,,,,,,
