propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,newDevelopmentFinished,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108376517,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/ca/98/1342345821.webp,50,2,639000.0,flat,sale,95.0,True,3,2,calle de Cartagena,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4380916,-3.670086,False,https://www.idealista.com/inmueble/108376517/,"Fincas Madrid comercializa esta amplia y luminosa vivienda totalmente reformada A ESTRENAR con máximas calidades en Guindalera dentro del prestigioso distrito de Salamanca. Es una segunda planta sin ascensor, con una superficie de 95m2. Cuenta con 3 dormitorios el principal con balcón y baño en suite, otro baño completo, un amplio salón, comedor con 1 balcón, gran ventanal y cocina abierta de diseño, la encimera porcelánica y electrodomésticos. El piso cuenta con aire acondicionado en todos los ambientes y la calefacción es por caldera individual de gas natural. Con una ubicación excelente, que es difícil de mejorar. Estamos en Guindalera, una de las zonas más cotizadas y auténticas del Barrio de Salamanca. A menos de tres minutos caminando de Avenida de América, una de las conexiones clave de Madrid. Es un lugar perfecto para quienes buscan vivir en una zona tranquila, residencial, pero con toda la ciudad a su alcance. Junto a esta vivienda encuentras todo tipo de servicios (parques, colegios, polideportivos, comercios, bibliotecas, centro salud, hospitales, club de tenis. ) Llámanos para concertar una visita.",False,good,False,False,6726.0,True,False,True,False,[],False,False,639000.0,€,,,flat,,"Guindalera, Madrid",Piso en calle de Cartagena,Destacado,90942,,,,,
106510848,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/5c/04/1285048474.webp,44,,649000.0,chalet,sale,334.0,,5,5,avenida de la Paloma,Madrid,Hoyo de Manzanares,,es,,40.6227996,-3.9125717,False,https://www.idealista.com/inmueble/106510848/,"HOGARES TORRELODONES. Agencia inmobiliaria de Torrelodones - Hoyo de Manzanares; Pone a su disposición chalet pareado en VENTA en la hermosa localidad de Hoyo de Manzanares. Con una parcela de 409 m² y una construcción de 344 m² distribuidos en 3 alturas, esta propiedad te ofrece un ESTILO DE VIDA DE LUJO. Cuenta con 5 habitaciones y 5 baños, brindando amplio espacio para toda la familia. Los suelos de parquet y mármol añaden un toque de ELEGANCIA Y DISTINCIÓN a cada rincón. La propiedad es extremadamente LUMINOSA, gracias a sus amplios ventanales que permiten la entrada de luz natural durante todo el día. Disfruta de impresionantes VISTAS a EL PICAZO y a MADRID desde la comodidad de tu hogar. Además, podrás relajarte y disfrutar del aire libre en la amplia terraza y en el jardín privado, perfecto para momentos de tranquilidad. El gran salón y la cocina son espacios ideales para recibir a familiares y amigos, brindando un AMBIENTE ACOGEDOR y CÁLIDO para compartir momentos especiales. Además, podrás aprovechar las comodidades de la urbanización, que incluye una PISCINA donde podrás refrescarte y disfrutar de los días soleados. En cuanto a comunicación, cuenta con todos los servicios próximos, se encuentran: el polideportivo, una guardería, el colegio y un instituto de educación secundaria, red de transporte, supermercados, restaurantes o comercios de primera necesidad, así como el ayuntamiento o el centro de cultura entre otros.  -Hoyo de Manzanares-  Se remonta a la Edad Media, cuando se integró en el Real de Manzanares, un territorio cedido por Alfonso X a la familia Mendoza. La zona fue utilizada como coto de caza por los reyes y también como fuente de materias primas, como piedra para la construcción de Madrid.  El municipio experimentó un crecimiento demográfico significativo a mediados del siglo XX, especialmente con la llegada de la Academia de Ingenieros del Ejército y el aumento de veraneantes.  Hoyo de Manzanares y La Berzosa comparten un pasado ligado a la historia de la Sierra de Guadarrama, con Hoyo destacando por su relevancia como coto de caza, cantera, y centro administrativo, mientras que La Berzosa se desarrolló como una zona residencial de gran importancia en el municipio.  No dejes pasar esta oportunidad de adquirir un chalet pareado en una UBICACIÓN PRIVILEGIADA y con todas las comodidades que mereces. Contáctanos para obtener más información y concertar una visita. ¡Ven y descubre tu nuevo hogar en Hoyo de Manzanares! En HOGARES TORRELODONES queremos facilitarte la compra de tu nuevo hogar, por eso ofrecemos ""FINANCIACIÓN 100%"". No dudes en CONSULTARNOS SIN COMPROMISO, estaremos encantados de brindarte toda la información que necesites.",False,good,False,,1943.0,True,False,True,False,[],False,False,649000.0,€,True,True,chalet,semidetachedHouse,Hoyo de Manzanares,Chalet pareado en avenida de la Paloma,Destacado,,,,,,
109072253,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/f8/99/1363553359.webp,25,3,175000.0,flat,sale,80.0,True,3,1,calle Siete Picos,Madrid,Moraleja de Enmedio,,es,,40.2638134,-3.858878,False,https://www.idealista.com/inmueble/109072253/,"Prolucisa les ofrece piso en venta. Ubicado en el municipio de Moraleja de Enmedio se encuentra este ámplio piso en venta. Con una superficie total de 80 m², se distribuye en dos dormitorios individuales y un dormitorio doble, un baño, cocina con tendedero, comedor y una acogedora terraza. Cuenta con calefacción de gas natural, carpintería exterior de aluminio, carpintería interior de roble y suelos de gres. Su orientación sur le proporciona una luminosidad excepcional, siendo un piso soleado.  Tercera planta sin ascensor. Está situado en una zona tranquila. Rodeada de todo tipo de servicios: supermercados, comercios, colegios, institutos, centros de salud, parques y zonas verdes. En Prolucisa estamos convencidos de que la compra de una propiedad conlleva una decisión muy importante, por lo que estaremos acompañándote hasta el momento de escrituración, haremos todo el trayecto contigo. Proporcionamos asistencia, asesoramiento legal y disponemos de financiero que le ayudará a conseguir la mejor hipoteca. Póngase en contacto para concertar una visita hoy mismo. Prolucisa s. l. Teléfono comercial:  e-mail:.",False,good,False,False,2188.0,True,False,True,False,[],False,False,175000.0,€,,,flat,,Moraleja de Enmedio,Piso en calle Siete Picos,Destacado,020014,,,,,
107890973,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/7c/36/1327929458.webp,35,bj,220000.0,flat,sale,80.0,True,2,1,calle del Espinar,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3824878,-3.7429492,False,https://www.idealista.com/inmueble/107890973/,"¡URGE VENTA! MAGNÍFICA VIVIENDA EN PLANTA BAJA CON PATIO EN VISTA ALEGRE! Antilla Grupo Inmobiliario presenta esta estupenda oportunidad de vivir o invertir en una de las zonas más demandadas de Carabanchel, en el barrio de Vista Alegre. La vivienda, con cambio de uso a vivienda ya realizado y legalizado, cuenta con 68 m² construidos distribuidos en dos amplios dormitorios en dos alturas, un baño completo con plato de ducha, salón luminoso, y cocina independiente con salida a un agradable patio, ideal para disfrutar al aire libre. En cuanto a calidades, la vivienda dispone de suelos de tarima, paredes lisas y ventanas de aluminio con rotura de puente térmico y apertura oscilobatiente, lo que garantiza un excelente aislamiento térmico y acústico. Gracias a la altura interior de la vivienda, se ha aprovechado el espacio creando un práctico trastero en la parte superior, además de contar con un armario empotrado en pasillo que aporta un extra de almacenamiento.  El inmueble se encuentra en buen estado, listo para entrar a vivir, y dispone de calefacción eléctrica y bomba de frío/calor, lo que garantiza confort en todas las épocas del año. ITE FAVORABLE. Excelente ubicación a escasos metros del pleno eje comercial de C/ Oca, C/ Laguna, C/ General Ricardos, Avd. Ntra. Sra. De Fátima, a menos de 5 minutos a pie de las estaciones de metro de Carabanchel y Vista Alegre (línea 5), así como de las líneas de autobús 35, 34, 17 y N17. Además, se encuentra cerca de los accesos a las autopistas M-30 y M-40. También podrás disfrutar de zonas ajardinadas, el Palacio de Vistalegre y el remodelado parque Finca de Vista Alegre. ¡NO PIERDAS ESTA OPORTUNIDAD DE VISITARLO! El PVP no incluye impuestos, gastos notariales, gastos de registro, etc. ¿QUIERES VENDER O ALQUILAR TU PROPIEDAD? CONTACTA CON ANTILLA GRUPO INMOBILIARIO Y TE ASESORAMOS PARA CONSEGUIR EL MEJOR RESULTADO.",False,good,False,True,2750.0,True,False,True,False,[],False,False,220000.0,€,,,flat,,"Vista Alegre, Madrid",Piso en calle del Espinar,Destacado,ANTMAD0827,,,,,
108769644,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/b4/b8/1366959495.webp,20,4,580000.0,flat,sale,75.0,True,2,1,calle de Trujillos,Madrid,Madrid,Centro,es,Sol,40.4187196,-3.7063135,False,https://www.idealista.com/inmueble/108769644/,"Fincas Madrid comercializa este magnifico piso exterior que cuenta con 2dormitorios dobles amplio salón cocina independiente y baño.  El inmueble destaca por su luminosidad gracias a su orientación sureste, lo que permite disfrutar de una gran cantidad de luz natural durante todo el día. Finca rehabilitada y PRÓXIMA INSTALACIÓN DEL ASCENSOR, se están estudiando presupuestos. Situada en en la emblemática zona de Sol, una ubicación privilegiada, la vivienda se encuentra rodeada de todo tipo de comodidades y servicios en la zona. Sol es uno de los barrios más codiciados de Madrid, no solo por su céntrica ubicación, sino por su rica oferta cultural y comercial. A pocos pasos se encuentra la Puerta del Sol, epicentro de la ciudad y punto de encuentro de visitantes y locales. En las inmediaciones, destaca el colegio bilingüe ""San Ildefonso"", ubicado a menos de 10 kilómetros, y el centro comercial ""El Corte Inglés de Preciados"", que ofrece una amplia gama de tiendas y servicios. En términos de transporte público, la estación de metro más cercana es Sol, servida por las líneas 1, 2 y 3, mientras que la estación de cercanías Renfe de Sol conecta con las líneas C3 y C4. Además, diversas líneas de autobuses como la 3, 50 y 51 aseguran una excelente conectividad con el resto de Madrid. El barrio de Sol es un reflejo de la vida madrileña en su máxima expresión. Sus calles peatonales están repletas de tiendas, restaurantes y cafeterías emblemáticas. A pocos minutos se encuentran joyas arquitectónicas como el Palacio Real y la Plaza Mayor, así como teatros y museos que convierten esta ubicación en un epicentro cultural. Vivir en Sol es vivir en el corazón palpitante de una ciudad que nunca deja de sorprender. No dejes pasar la oportunidad de vivir o invertir en este maravilloso piso. ¡Contáctanos para más información y ven a visitarlo!",False,good,False,False,7733.0,True,False,True,False,[],False,False,580000.0,€,,,flat,,"Sol, Madrid",Piso en calle de Trujillos,Destacado,90946,,,,,
107176242,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/0e/3e/1305254996.webp,30,3,950000.0,flat,sale,139.0,False,3,3,calle de Barbieri,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4224418,-3.6993337,False,https://www.idealista.com/inmueble/107176242/,"Se vende espectacular ático tríplex de 130 m² construidos, con orientación sur/este, ubicado en el corazón del barrio de Chueca, a escasos metros del mercado de San Antón. La vivienda, distribuida en tres plantas, ofrece amplitud, independencia y luminosidad, a pesar de ser interior, gracias a su ubicación en la última planta del edificio. Distribución: •Planta principal: Amplio salón con aseo de cortesía y cocina independiente con gran ventanal, que aporta luz natural. •Primera planta: Dormitorio principal en suite con armarios empotrados. •Segunda planta: Dos habitaciones con un baño completo. Existe la posibilidad de ampliar a un cuarto dormitorio. Este tríplex destaca por la independencia entre sus espacios, ya que cuenta con dos escaleras que permiten el acceso por diferentes zonas de la vivienda. El edificio dispone de ascensor con acceso directo a la planta principal de entrada. Además, el precio incluye una amplia plaza de garaje de fácil acceso en el mismo edificio, un valor añadido en esta codiciada zona. Ubicado en uno de los barrios más vibrantes y atractivos de Madrid, este ático ofrece una oportunidad única para quienes desean vivir en el centro, rodeados de una variada oferta de ocio diurno y nocturno, y con una excelente conexión de transporte público, a pocos minutos de varias estaciones de metro y de la Plaza de Chueca. Una vivienda exclusiva para disfrutar de la esencia de Madrid con comodidad y estilo.",False,good,False,True,6835.0,True,False,True,False,[],False,False,950000.0,€,True,True,flat,,"Chueca-Justicia, Madrid",Piso en calle de Barbieri,Destacado,1354,,,,,
108630688,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/3f/e7/1026472866.webp,59,bj,679000.0,duplex,sale,150.0,True,2,2,"calle de Leñeros, 28",Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4540062,-3.7090647,True,https://www.idealista.com/inmueble/108630688/,"NO COBRAMOS COMISIÓN En Iceberg: Te asesoramos en todo el proceso de compra, con servicio de asesoramiento legal propio. Para que la compra de tu vivienda sea una experiencia única y maravillosa que recordarás siempre. Vamos a ir de tu mano en todo momento y vamos a hacerte fácil toda la experiencia. Tu nuevo hogar en Madrid, moderno, luminoso y con gran patio privado Descubre este exclusivo dúplex de obra nueva con solo 4 años de antigüedad, ubicado en una zona residencial tranquila y perfectamente comunicada: Calle Leñeros 28, a tan solo 3 minutos del metro Francos Rodríguez y rodeado de zonas verdes como la Dehesa de la Villa. Una ubicación ideal para quienes buscan comodidad, accesos rápidos al centro de Madrid y calidad de vida. Con una superficie construida de 110,93 m² distribuidos en dos plantas, esta vivienda destaca por su diseño moderno, calidades premium y un espectacular patio de uso privativo de más de 33 m², ideal para disfrutar al aire libre con total privacidad. Dispone de 2 dormitorios dobles con armarios empotrados y 2 baños completos con platos de ducha, uno de ellos en suite. En la planta baja encontrarás un acogedor salón-comedor con cocina abierta totalmente equipada con electrodomésticos de primeras marcas, grandes ventanales que llenan el espacio de luz natural y acceso directo al patio. La planta superior alberga las dos habitaciones y un segundo baño completo, además de un armario adicional en el distribuidor. La vivienda cuenta con suelo radiante en planta baja, aire acondicionado por conductos, carpintería de aluminio con rotura de puente térmico y sistema de cierre automatizado, puertas de madera maciza lacadas en blanco y acabados de alta gama. Incluye plaza de garaje y trastero. Con una comunidad de solo 130 €/mes e IBI anual de 800 €, este piso es perfecto para quienes buscan una vivienda lista para entrar a vivir, sin complicaciones y con estilo. Precio: 679.000 € No dejes pasar esta oportunidad de vivir en una casa única en Madrid. Llámanos para concertar una visita.",False,good,False,True,4527.0,True,False,True,False,[],False,False,679000.0,€,True,True,flat,duplex,"Bellas Vistas, Madrid","Dúplex en calle de Leñeros, 28",Destacado,Leñeros,,,,,
108143980,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/9d/8b/1361814385.webp,16,1,235000.0,flat,sale,52.0,False,1,1,calle Egidillo,Madrid,Galapagar,Casco Antiguo,es,,40.5804097,-4.0053732,False,https://www.idealista.com/inmueble/108143980/,"Jacqueline Álvarez, Servicios Inmobiliarios ✨ Piso nuevo a estrenar en el Casco Antiguo de Galapagar ✨ Precio: 235.000 € | 1 Habitación | 1 Baño | 52 m² Presentamos esta fantástica oportunidad de adquirir un piso de obra nueva ubicado en una de las zonas más demandadas de Galapagar: el Casco Antiguo. Con una superficie de 52 m², esta vivienda destaca por su excelente distribución, su luminosidad natural gracias a su orientación sur, y sus acabados modernos y de alta calidad. �️ Distribución y acabados: 1 amplio dormitorio con armario empotrado 1 baño completo Cocina totalmente equipada con muebles altos y bajos, electrodomésticos incluidos. Suelo cerámico, puertas lacadas en blanco y ventanas climalit con rotura de puente térmico y doble acristalamiento � Confort y eficiencia: Calefacción por aerotermia, una solución moderna, eficiente y ecológica Acceso adaptado para personas con movilidad reducida Puerta blindada y sistema de alarma para mayor seguridad Edificio con ascensor y videoportero Trastero incluido � La vivienda se entrega totalmente amueblada y lista para entrar a vivir. � Gastos de comunidad: solo 45€/mes Una vivienda ideal tanto para vivir como para invertir, en un entorno tranquilo, bien comunicado y con todos los servicios al alcance. JACQUELINE ALVAREZ, SERVICIOS INMOBILIARIOS, cuenta con su Departamento Financiero, quien tiene acuerdos de colaboración con entidades bancarias, con los mejores tipos de interés del mercado, en algunas ocasiones sin vinculaciones como aperturas de cuenta o seguros y pudiendo conseguir la financiación para los clientes hasta el 100% del valor de la vivienda, (según el perfil del cliente). Trabajamos para conseguir tu vivienda y hacer realidad tus sueños.",False,good,False,True,4519.0,True,False,True,False,[],False,False,235000.0,€,,,flat,,"Casco Antiguo, Galapagar",Piso en calle Egidillo,Destacado,S1052,,,,,
108456076,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/ff/3f/1345441906.webp,77,,1450000.0,chalet,sale,300.0,,6,4,calle Barberán,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4800269,-3.7315744,False,https://www.idealista.com/inmueble/108456076/,"¡Espacio, comodidad y estilo en el norte de Madrid! Descubre este acogedor chalet independiente de 260 m² construidos sobre una parcela de 300 m², con ������ ����������. Esta vivienda se encuentra ubicada en una tranquila calle residencial en la zona de Peñagrande – Herrera Oria. Una vivienda perfecta para familias que buscan amplitud, versatilidad y una ubicación bien comunicada. Distribuido en 4 plantas, ofrece estancias luminosas, funcionales y bien aprovechadas: � PLANTA BAJA Salón-comedor con cocina integrada tipo Open Plan, que crea un ambiente moderno y acogedor. Aseo de cortesía. Sala de caldera y termo de almacenamiento. Dormitorio con acceso independiente desde el exterior, ideal como despacho, zona de invitados o vivienda auxiliar. � PRIMERA PLANTA Recibidor con amplio salón y armarios empotrados. Cocina completa con vistas al exterior. Baño completo. � SEGUNDA PLANTA 3 dormitorios con armarios empotrados. 2 baños completos con bañera, una dentro de suite. 2 terrazas amplias para disfrutar del exterior. � TERCERA PLANTA – BUHARDILLA Dos estancias comunicadas con salida a una terraza tipo patio, desde donde se aprecian vistas despejadas. Jardín/patio privado Principales Características: Porche cubierto con barbacoa Calefacción individual por gasóleo (caldera) Aire acondicionado Orientación noroeste 2 plazas de garaje  Buen estado de conservación Una casa completa, funcional y bien situada para quienes desean vivir con amplitud en una zona residencial consolidada, con fácil acceso a servicios, colegios y transporte. � Contáctanos para más información o concertar una visita.",False,good,False,,4833.0,True,False,True,False,[],False,False,1450000.0,€,True,True,chalet,independantHouse,"Peñagrande, Madrid",Casa independiente en calle Barberán,Destacado,Chaletfuentelareina,,,,,
108915657,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/e0/bd/1359012419.webp,25,2,550000.0,flat,sale,50.0,True,1,1,calle de José Abascal,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4383732,-3.6965739,False,https://www.idealista.com/inmueble/108915657/,"K&N ELITE le ofrece joya inmobiliaria en una ubicación privilegiada de Madrid, en la intersección de José Abascal, en el codiciado barrio de Chamberí. Este piso, en buen estado, combina encanto clásico con comodidades modernas, siendo ideal para quienes buscan un hogar con carácter y una excelente conexión con la ciudad. La vivienda cuenta con una habitación acogedora y un baño, un espacio funcional y bien distribuido. Uno de sus grandes atractivos son sus tres balcones, que no solo añaden un toque estético encantador al edificio, sino que también ofrecen la posibilidad de disfrutar del aire libre y de las vistas urbanas desde diferentes puntos de la casa. El edificio dispone de ascensor, facilitando el acceso a la vivienda. La calefacción es individual, permitiéndote controlar tu consumo y mantener la temperatura a tu gusto, y el agua caliente se proporciona por caldera, ofreciendo independencia en la gestión de este servicio. El tipo de suelo es parquet, un material cálido y elegante que aporta confort y un acabado de calidad a todas las estancias. La orientación oeste asegura que el piso reciba una luz natural fantástica durante las tardes, creando ambientes cálidos y acogedores al final del día. Este piso en José Abascal, Chamberí, es perfecto para una persona o una pareja que busque un hogar con encanto, en una zona vibrante y bien comunicada, con la ventaja de tener todas las comodidades necesarias. ¡No dudes en consultarme si deseas más información o quieres visitar esta encantadora propiedad!",True,good,False,True,11000.0,True,False,True,False,[],False,False,550000.0,€,,,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de José Abascal,Destacado,PIS_312,,,,,
108641370,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/9d/2f/1350781990.webp,27,bj,250000.0,flat,sale,70.0,True,2,2,calle de Tarragona,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.3999328,-3.6981759,False,https://www.idealista.com/inmueble/108641370/,"Os presentamos una oportunidad de vivienda EXTERIOR de 70 m² distribuidos en dos plantas. La vivienda ha sido completamente reformada con un diseño cuidado y funcional, ideal para quienes buscan comodidad y estilo en pleno centro de Madrid. La vivienda dispone de dos dormitorios con grandes ventanales y armarios empotrados, dos baños completos en suite, una cocina totalmente equipada con electrodomésticos y una luminosa zona de estar. Además, cuenta con aire acondicionado y bomba de calor, lo que garantiza el máximo confort durante todo el año. Todos los espacios están decorados con mucho gusto, combinando modernidad y calidez. Ubicada en uno de los barrios mejor comunicados de Madrid, en el distrito de Arganzuela.  Esta vivienda se encuentra a tan solo dos minutos a pie de la estación de Atocha, así como de las estaciones de Cercanías, metro de Delicias y Embajadores.  Además, está situada a escasos minutos de servicios clave como el centro de salud Embajadores, a solo dos minutos caminando, y el centro de salud Cáceres, a cinco minutos. A diez minutos se accede fácilmente a diversas líneas de autobús en la Ronda de Atocha. Se trata de una zona en pleno crecimiento, con una excelente oferta comercial, todos los servicios al alcance y una vida de barrio activa y en constante evolución. Esta propiedad es ideal para estudiantes, jóvenes profesionales, alquiler temporal o inversión turística. Gracias a su excelente ubicación, distribución funcional y reforma de calidad, se convierte en una oportunidad única para vivir o invertir en un entorno residencial, familiar y tranquilo, a escasos minutos del centro de Madrid. Sin duda, una vivienda lista para entrar a vivir, que reúne diseño, calidad de vida y una ubicación inmejorable. Una oportunidad que no deberías dejar pasar. Disponemos de las llaves de la propiedad. Puedes ponerte en contacto para consultar la disponibilidad de las visitas. Negociación flexible y con la propiedad. Utande Real Estate es una sociedad de inversión inmobiliaria nacional e internacional. Colaboramos con más de 1.500 agencias inmobiliarias en todo el mundo. Te asesoramos jurídicamente y te ofrecemos la mayor rentabilidad financiero-fiscal. Este anuncio es solo orientativo y no está sujeto a ningún compromiso establecido. Te ayudamos a conseguir tu HIPOTECA hasta un 100% de la financiación. Te ayudamos a REFORMAR tu vivienda y te enviamos presupuesto en 48h. Atendemos también vía WhatsApp.",True,good,False,False,3571.0,True,False,True,False,[],False,False,250000.0,€,,,flat,,"Palos de la Frontera, Madrid",Piso en calle de Tarragona,Destacado,9534 - PEDRO G,,,,,
108572424,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/15/09/1348941020.webp,18,5,475000.0,flat,sale,96.0,True,3,2,"Cerro del Campo, 31",Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.4055926,-3.550309,True,https://www.idealista.com/obra-nueva/108572424/,"Limea Suites: Tu hogar, donde la calidad se siente Limea Suites es una exclusiva promoción de 94 viviendas distribuidas en dos torres, con una amplia zona común que invita al disfrute y la convivencia. Ofrece viviendas de 2 y 3 dormitorios, incluyendo viviendas en plantas baja con grandes terrazas y espectaculares áticos con solárium y con pérgola para disfrutar del sol, pensadas para adaptarse a tu estilo de vida.  En Limea Suites, cada detalle del equipamiento interior ha sido cuidadosamente seleccionado para ofrecer una experiencia de vida superior. La selección de materiales de alta gama y el diseño funcional de los espacios hacen de cada rincón un lugar acogedor y elegante, pensado para disfrutar desde el primer momento.  Los acabados destacan por su calidad: carpintería de PVC con triple vidrio y doble cámara de aire para un excelente aislamiento térmico y acústico, suelos laminados de gran resistencia que combinan estética y durabilidad, y cocinas completamente equipadas con electrodomésticos de última generación que facilitan el día a día. Además, las viviendas cuentan con conexiones para telecomunicaciones, garantizando comodidad y conectividad.  Estos elementos aseguran un alto nivel de eficiencia energética y aislamiento acústico todo ello, bajo la certificación Passivhaus. El Cañaveral, un barrio que es sinónimo de bienestar El Cañaveral es uno de los barrios más prometedores de Madrid, en pleno crecimiento urbanístico y con modernas promociones que garantizan bienestar y calidad de vida.  La zona cuenta con con varias líneas de autobús (159, E5, 290 y N6) que lo conectan con Metro, Cercanías y el centro de Madrid, y dispone además de una excelente comunicación por carretera gracias a su proximidad a la M-45 y el acceso directo a la R-3, lo que facilita los desplazamientos tanto hacia el centro como hacia el corredor del Henares.  Además, hay previsto un nuevo Parque Central que se va a ejecutar en El Cañaveral, conforme a la modificación de la almendra central, así como de las comunicaciones y accesos de El Cañaveral y la línea prevista del Bus de Tránsito Rápido (BTR) o BuP.  El Cañaveral ofrece una ubicación privilegiada y todos los servicios necesarios para una vida cómoda, con comercios, colegios, zonas verdes y centros de salud. Viviendas Passivhaus en El Cañaveral Sus amplias zonas comunes están diseñadas para el disfrute de toda la familia, con zonas verdes perfectamente integradas que invitan al relax y la recreación. Los más pequeños podrán disfrutar de áreas de juegos infantiles seguras y divertidas, mientras que los adultos se relajan junto a la moderna piscina de cloración salina, que ofrece un agua más saludable y respetuosa con el medio ambiente.  El espacio comunitario polivalente está diseñado para adaptarse a tus momentos más especiales. Contará con una exclusiva zona gourmet, perfecta para celebraciones y reuniones con amigos o familiares, y un gimnasio para que puedas mantenerte en forma sin salir de casa. Todo ello en un ambiente moderno y funcional que fomenta la convivencia y el bienestar. También habrá un aparcamiento para bicis y buzones tipo ""Smart locker"". Además, los núcleos de comunicación del edificio se han ejecutado mediante soluciones industrializadas, lo que garantiza una mayor calidad, eficiencia y confort en el día a día. Disfruta del confort de una vivienda Passivhaus con autoconsumo colectivo por placas solares. El autoconsumo eléctrico que incorporamos reduce la dependencia de fuentes de energía no renovables, que emiten grandes cantidades de CO2 y son perjudiciales para la salud de las personas.",True,,True,True,4948.0,True,False,False,False,[],False,False,475000.0,€,True,True,flat,,"El Cañaveral, Madrid","Piso en Cerro del Campo, 31",Destacado,[[137]] e15d,False,,,,
109217577,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/b6/57/1367761407.webp,16,1,155000.0,studio,sale,40.0,False,0,1,Barrio San Diego,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3912551,-3.6715909,False,https://www.idealista.com/inmueble/109217577/,"La Inmobiliaria Internacional CPM gestiona este estupendo y luminoso estudio, de 35 m2 y 2 dormitorios, próximo al metro Nueva Numancia, que consta de los siguientes elementos: Hall de entrada. Una cocina totalmente equipada, con todos los electrodomésticos incluidos. Un amplio salón comedor, muy luminoso. Una habitación amplia y luminosa. Un baño completo.  El estudio dispone de suelo de parquet de madera natural, vídeo portero, puerta blindada, agua caliente y calefacción por caldera individual por bomba de frío/calor.  El edificio es de estilo clásico. Sobre la ubicación del estudio, es inmejorable, ya que se encuentra próximo a la estación de metro Nueva Numancia. Paradas de taxis y diferentes líneas de autobús paran junto al inmueble. El Acceso a la E-5 y A- 3 es muy rápido. Alrededor de la nave se encuentran varios centros comerciales (CC La Gavia, IKEA), colegios (Colegio Santa María de los Pinos), guarderías, parque (Parque La Gavia, Cerro del Tío Pío. Centro Deportivo de Palomeras), farmacias, restaurantes, zonas de ocio e instalaciones deportivas.",True,good,False,False,3875.0,False,False,False,False,[],False,False,155000.0,€,,,flat,studio,"San Diego, Madrid",Estudio,Destacado,08831,,,,,
