propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,status,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
109123700,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/44/8b/1365035088.webp,E2 BAJO E,4,bj,239466.0,flat,sale,109.0,True,2,2,"avenida de Europa, 2",Madrid,Arganda,Centro,es,,40.2994088,-3.4509122,True,https://www.idealista.com/obra-nueva/109123700/,"48 VIVIENDAS DE PROTECCION PUBLICA EN REGIMEN DE COOPERATIVA A PRECIO DE COSTE, en la mejor zona de Arganda, próxima al hospital y al nuevo cuartel de la Guardia Civil, zonas verdes, equipamientos educativos, deportivos y comerciales, y a pocos minutos de la estación de metro de Arganda.  Amplias y luminosas viviendas de 2 y 3 dormitorios con terraza, tendedero, dos plazas de garaje y trastero. Bajos con patio. Aerotermia. Alta calificación energética.",False,True,True,False,2197.0,True,False,False,False,[],False,False,239466.0,€,True,True,flat,"Centro, Arganda","Piso en avenida de Europa, 2",newdevelopment,,,,
107580850,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/c1/6f/1265773973.webp,PR-C-791@TipoI2 ,21,8,347000.0,flat,sale,80.0,True,2,2,"del Tranvia de Arganda, 14",Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3813244,-3.6336729,True,https://www.idealista.com/obra-nueva/107580850/,"Con 1 garaje y 1 trastero. Disfruta de la comodidad y el estilo de vida que ofrecen estas viviendas de 1 a 3 dormitorios, situadas en una urbanización privada. Esta moderna comunidad cuenta con piscina, zonas verdes perfectas para el ocio y la relajación. La urbanización se encuentra cercana al Polideportivo Municipal Palomeras, en un área residencial consolidada que dispone de una amplia gama de servicios esenciales, incluidos servicios sanitarios, educativos, deportivos, comerciales y de entretenimiento. Ubicadas en el corazón de un barrio tranquilo y rodeado de parques y jardines, estas viviendas prometen un ambiente vecinal amistoso y acogedor, ideal para familias y profesionales jóvenes. El área resalta por su ambiente comunitario y sus espacios verdes, ofreciendo un respiro de la vida urbana sin sacrificar la conveniencia. Situado en la zona sur de Madrid, en el dinámico barrio de Vallecas, el complejo está convenientemente localizado cerca de la Avenida de la Albufera y el Parque Lineal Palomeras. A tan solo 15 minutos a pie de las estaciones de Metro y Cercanías, los residentes pueden acceder al centro de Madrid (Atocha) en aproximadamente 10 minutos mediante transporte público, lo que hace que desplazarse por la ciudad sea rápido y sencillo. Excelentes conexiones viales a través de la Avenida de la Albufera y la M-40. Adicionalmente, las opciones de transporte público cercanas incluyen la estación de Metro Sierra de Guadalupe, con una línea directa hacia la Puerta del Sol, y la estación de Cercanías en Vallecas, facilitando así un acceso eficiente a diversos puntos de interés en Madrid. Adquiere tu nuevo hogar en Madrid, en una ubicación privilegiada que combina a la perfección accesibilidad, servicios completos y calidad de vida. CALIFICACIÓN ENERGÉTICA A Entrega de llaves: Enero a marzo 2027.",False,True,True,False,4338.0,True,False,False,False,[],False,False,347000.0,€,True,True,flat,"Palomeras sureste, Madrid","Piso en del Tranvia de Arganda, 14",newdevelopment,,,,
109216309,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/b6/75/39/1367720435.webp,,20,3,240000.0,flat,sale,71.0,True,2,1,CL VALMOJADO,Madrid,Madrid,Latina,es,Aluche,40.3903132,-3.7585507,False,https://www.idealista.com/inmueble/109216309/,"¡Descubre tu nuevo hogar en este encantador piso de 71 m²! Situado en una zona tranquila y rodeada de amplias áreas ajardinadas, este inmueble exterior te ofrece todo lo que necesitas para disfrutar de la vida urbana. Con un amplio salón comedor que se conecta a una espectacular terraza, tendrás el espacio perfecto para relajarte o recibir a amigos y familiares.  El piso cuenta con dos luminosos dormitorios, ideales para descansar después de un largo día. La cocina, equipada con una terraza de tendedero, es el lugar perfecto para dar rienda suelta a tu creatividad culinaria. Aunque la vivienda es de segunda mano y necesita algunas reformas, su potencial es innegable.  Ubicado en una finca con ascensor, este hogar se encuentra en la tercera planta, lo que garantiza vistas agradables y buena ventilación. Además, disfrutarás de la comodidad de tener comercios cercanos, colegios y un excelente acceso a transportes. ¡No dejes pasar la oportunidad de hacer de este piso tu nuevo refugio!",False,False,True,,3380.0,False,False,False,False,[],False,False,240000.0,€,,,flat,"Aluche, Madrid",Piso en CL Valmojado,renew,,,,
109111042,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/2f/45/1307755070.webp,HELIOS,17,7,292747.0,flat,sale,116.0,True,3,2,"Poligono Los Cerros, 357",Madrid,Madrid,Vicálvaro,es,Los Cerros,40.40002,-3.54201,True,https://www.idealista.com/obra-nueva/109111042/,"Helios: 119 viviendas VPPB en régimen de cooperativa Esta vivienda incluye 2 plazas de garaje en el precio Bienvenido a Helios, una nueva promoción de viviendas protegidas de 2 y 3 dormitorios, con grandes terrazas, diseñadas para ofrecerte calidad de vida en un entorno moderno y en plena expansión. Viviendas con una distribución inteligente, espacios amplios y luminosos, y acabados actuales que marcan la diferencia. Disfruta de todas las ventajas de una urbanización privada con zonas ajardinadas, piscina y sala comunitaria. Además, todas las viviendas incluyen plaza de garaje y trastero, para que no tengas que renunciar a nada. Ubicación estratégica: Situado en Los Cerros, uno de los nuevos desarrollos de Madrid con mayor proyección, dentro del distrito de Vicálvaro. Cuenta con excelentes accesos a la M-45, M-50 y R-3, y previsión de conexión con transporte público, lo que garantiza una movilidad cómoda y rápida hacia cualquier punto de la ciudad. Helios es ideal para quienes buscan tranquilidad, modernidad y cercanía al centro. Solicita más información y empieza a construir tu futuro hoy. Oficina de ventas: Avda. de las Suertes nº 32, 28051 Madrid (solo con cita previa).",False,True,True,False,2524.0,True,False,False,False,[],False,False,292747.0,€,True,True,flat,"Los Cerros, Madrid","Piso en Poligono Los Cerros, 357",newdevelopment,,,,
109132708,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/3c/f3/1365303551.webp,Chalet B,60,,539000.0,chalet,sale,211.0,,4,4,"avenida Juan Ferreras, 16",Madrid,Camarma de Esteruelas,,es,,40.5517386,-3.3770019,True,https://www.idealista.com/obra-nueva/109132708/,"3 chalets independientes de obra nueva terminada. Certificación energética A, aerotermia con suelo radiante-refrescante, máximo confort en verano e invierno. Calidades de lujo. Orientación Sur. Todas las estancias, menos una, tienen acceso directo al exterior, jardín o terraza, para un mayor contacto con la naturaleza. Altura especial de techos para una mayor amplitud. El chalet está diseñado y calculado para ser fácilmente ampliable en caso de necesitar más espacio a futuro. Planta baja de 143 m2 y 2,90 m de altura libre, que incluye: 2 dormitorios, uno tipo suite, salón-comedor, cocina, garaje para dos coches. La planta baja da acceso a un jardín de 131 m2 útiles (el chalet 3 dispone de 207 m2). Planta alta de 69 m2, que incluye: 2 dormitorios tipo suite. Las dos habitaciones tienen a acceso a una terraza de 80 m2. Mejor ubicación del pueblo, zona del ensanche más próxima al centro, a 5 minutos de comercios, autobuses, iglesia, centro salud… y muy cerca del paseo fluvial.",False,True,,False,2555.0,True,False,False,False,[],False,False,539000.0,€,True,True,chalet,Camarma de Esteruelas,"Casa independiente en avenida Juan Ferreras, 16",,independantHouse,,,
109123519,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/2b/dd/1305594544.webp,SELENE,25,4,272992.0,flat,sale,117.0,True,3,2,"Poligono UZP0202 los Cerros, 87, 157",Madrid,Madrid,Vicálvaro,es,Los Cerros,40.3997037,-3.5418519,True,https://www.idealista.com/obra-nueva/109123519/,"Tu nuevo hogar en Los Cerros. (Esta vivienda incluye 2 plazas de garaje en el precio y un trastero) Descubre Selene, un proyecto de 213 viviendas de Protección Pública (VPPB) en régimen de cooperativa. Viviendas diseñadas para ofrecerte confort, calidad y un estilo de vida inigualable. Destacan por su distribución optimizada, espacios luminosos y acabados modernos.  •Viviendas de 2 y 3 dormitorios con grandes terrazas.  •Urbanización privada con amplias zonas comunes: Piscina, zonas ajardinadas, sala comunitaria y área de juegos infantiles para disfrutar en familia. •Plaza de garaje y trastero incluidos para mayor comodidad. Ubicación privilegiada y excelentes conexiones: Residencial Selene se encuentra en Los Cerros, un barrio en pleno crecimiento dentro del distrito de Vicálvaro, estratégicamente situado junto a la M-45, M-50 y R-3 y previsión de transporte público para una conexión fluida con toda la ciudad. Es el lugar perfecto para quienes buscan un entorno tranquilo y moderno sin renunciar a la cercanía con el centro de la capital. ¡Infórmate y haz tu sueño realidad!  Punto de venta: Avenida de las Suertes 32, Madrid (CITA PREVIA).",False,True,True,False,2333.0,True,False,False,False,[],False,False,272992.0,€,True,True,flat,"Los Cerros, Madrid","Piso en Poligono Uzp0202 los Cerros, 87, 157",newdevelopment,,,,
109216022,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/dc/e2/1367712103.webp,,30,7,349990.0,flat,sale,53.0,True,1,1,Barrio Rosas,Madrid,Madrid,San Blas,es,Rosas,40.4223927,-3.6037257,False,https://www.idealista.com/inmueble/109216022/,"INMOVELILLA vende en exclusiva esta fantástica vivienda en un edificio bastante singular, situada en una urbanización privada en Las Rosas, uno de los barrios con mayor proyección de Madrid. Vivienda de 1 dormitorio con armario empotrado, salón-cocina independiente con salida a terraza ideal para disfrutar al aire libre, 1 baño completo con ventana. Además, incluye plaza garaje y trastero. Las zonas comunes son de 10; - piscinas para refrescarte en verano, - zonas verdes y áreas infantiles para disfrutar en familia, - portero físico, cuarto de basuras dentro de la finca para no salir de la urbanización. Excelente comunicación con el centro de Madrid, acceso rápido a las principales carreteras M45, M50, R3.. . Metro Las Rosas a 100m (Línea 2) tardas 5 minutos en llegar a la estación de Alsacia (Centro Comercial Las Rosas con Carrefour, tiendas de ropa y cines), 15 minutos a Goya y unos 20 minutos a Sol, también esta cerca del Estadio de Futbol Wanda Metropolitano, las paradas de metro de Estadio Metropolitano y Las Musas a unos 8 minutos caminando (Línea 7 que en 15 minutos estas en Avd. de América, con bastantes línea de autobuses y a 10-15 minutos del Aeropuerto. Una vivienda ideal para quienes buscan calidad de vida, inversión o su primera vivienda. Impuestos y honorarios de la inmobiliaria no incluidos en el precio. Contacta con la Comercial Mª Luz Terrón al teléfono y ella se pondrá en contacto contigo, ven a visitarla, ¡Te va a encantar!",False,False,True,,6604.0,False,False,False,False,[],False,False,349990.0,€,True,True,flat,"Rosas, Madrid",Piso,good,,,,
105352994,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/f9/23/1305148452.webp,2ºB,10,2,270000.0,flat,sale,58.0,True,1,1,"calle de la Cal, 30",Madrid,Madrid,Usera,es,12 de Octubre-Orcasur,40.3808192,-3.6929041,True,https://www.idealista.com/obra-nueva/105352994/,"¡Obra nueva en la calle de la Cal 30, barrio de Almendrales! Te presentamos una oportunidad única para estrenar tu nuevo hogar en una de las zonas más vibrantes y en crecimiento de Madrid. Este nuevo desarrollo ofrece viviendas modernas y funcionales de 1 y 2 dormitorios, con cocina americana, adaptándose a tus preferencias y necesidades. Características de las viviendas: Dormitorio: Espacios diseñados para aprovechar al máximo cada metro cuadrado, proporcionando un ambiente acogedor y práctico. Cocina americana: Disfruta de un concepto abierto que integra la cocina con el salón, ideal para quienes valoran la amplitud y la fluidez en sus espacios. Balcones privados: Un rincón al aire libre para relajarte, tomar un café por la mañana o simplemente contemplar el entorno urbano. Descripción del entorno: El barrio de Almendrales es conocido por su ambiente acogedor y familiar, con una mezcla de tradición y modernidad que lo convierte en un lugar especial para vivir. La calle de la Cal está estratégicamente situada, ofreciendo fácil acceso a una variedad de servicios y comodidades: Servicios Centros Comerciales: A pocos minutos se encuentran varios centros comerciales como Plaza Río 2, que ofrece una amplia variedad de tiendas, restaurantes y opciones de entretenimiento, además de su cercanía a espacios verdes. Supermercados: En sus proximidades, pueden encontrar supermercados como Mercadona a tan solo 3 minutos. Colegios: La oferta educativa en la zona es variada, con colegios tanto públicos como privados (CEIP Nuestra Señora de la Fuencisla o Kids & Us). Accesibilidad y Transporte Transporte Público: La Calle Cal está bien conectada mediante varias líneas de metro y autobuses, facilitando el acceso al centro de Madrid y otras zonas importantes. en transporte público, a través del metro Almendrales y Doce de Octubre y del Cercanías (C-5) a tan solo 10 minutos, como también en transporte privado, con fáciles accesos con el nudo de la M-30, A-4 y A-42. Cercanía al Centro: La ubicación de la calle permite un acceso rápido al centro de Madrid, lo que es ideal para quienes trabajan o estudian en el corazón de la ciudad. Espacios Verdes y Ocio Parques y Zonas Recreativas: La cercanía al Parque de Pradolongo y el Parque del Manzanares proporciona espacios para disfrutar de actividades al aire libre, así como zonas de juego para niños, lo que contribuye a un estilo de vida activo y saludable. Ocio y Restauración: La oferta gastronómica amplia y diversa que enriquece la vida social del barrio. Eficiencia y Ahorro Energético  Cuidar del medio ambiente es responsabilidad de todos. Por eso, tu nueva casa contará con una calificación energética A tanto en consumo de energía como en emisiones gracias a la implementación de fuentes de energía renovables y soluciones constructivas como el sistema por Aerotermia de calefacción y climatización y fachada con acabado de sistema SATE, que garantiza el aislamiento térmico y acústico. En definitiva, este desarrollo no solo te ofrece una vivienda, sino un estilo de vida. Las viviendas están construidas con materiales de alta calidad y un diseño contemporáneo que maximiza el confort. Cada detalle ha sido cuidadosamente pensado para crear espacios luminosos, funcionales y acogedores. La inclusión de balcones privados en todas las unidades añade un valor incalculable, permitiéndote disfrutar de tu propio espacio al aire libre en pleno entorno urbano.",False,True,True,False,4655.0,True,False,False,False,[],False,False,270000.0,€,,,flat,"12 de Octubre-Orcasur, Madrid","Piso en calle de la Cal, 30",,,,,
104164984,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/3d/45/1094358688.webp,COOP-832@V02-3ª Pl.,19,3,225347.0,flat,sale,100.0,True,3,2," Estrella Polar, 601",Madrid,Parla,Parla Este,es,,40.2303799,-3.74966,True,https://www.idealista.com/obra-nueva/104164984/,"Terraza de 6,72 m2 LAS TERRAZAS DE PARLA. Viviendas con Protección Pública de Precio Limitado (VPPL) en COOPERATIVA (promueve: ALAMEDA PLAZA, S. COOP. ), en Parla Este (Madrid). - 162 viviendas de 2 y 3 dormitorios, CON TERRAZA, trastero y plaza de garaje. - Urbanización privada con piscina, jardines, sala comunitaria y locales comerciales. - Situación: SUELO EN PROPIEDAD - Parla Este (Madrid). Parcela O-6, delimitada por la Calle Constelación Andrómeda, Calle Osa Mayor, Calle Estrella Polar y Paseo República Dominicana. - Próxima Licencia de Obra. Calificación Provisional concedida. - Financiación prevista: hasta el 80% - Financia BBVA - Entrega estimada: 2027 (dependiendo del inicio de la obra). - Personalización de Espacios con Elección de Acabados.",False,True,True,False,2253.0,True,False,False,False,[],False,False,225347.0,€,True,True,flat,"Parla Este, Parla","Piso en Estrella Polar, 601",newdevelopment,,,,
109148038,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/e4/b6/1365034729.webp,E3 Bj A,4,bj,220311.0,flat,sale,98.0,True,2,2,"avenida de Europa, 2",Madrid,Arganda,Centro,es,,40.2994088,-3.4509122,True,https://www.idealista.com/obra-nueva/109148038/,"48 VIVIENDAS DE PROTECCION PUBLICA EN REGIMEN DE COOPERATIVA A PRECIO DE COSTE, en la mejor zona de Arganda, próxima al hospital y al nuevo cuartel de la Guardia Civil, zonas verdes, equipamientos educativos, deportivos y comerciales, y a pocos minutos de la estación de metro de Arganda.  Amplias y luminosas viviendas de 2 y 3 dormitorios con terraza, tendedero, dos plazas de garaje y trastero. Bajos con patio. Aerotermia. Alta calificación energética.",False,True,True,False,2248.0,True,False,False,False,[],False,False,220311.0,€,True,True,flat,"Centro, Arganda","Piso en avenida de Europa, 2",newdevelopment,,,,
106267906,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/8d/c4/1277714920.webp,Tipo 4,7,,870000.0,flat,sale,144.0,True,3,3,"avenida Isabel Farnesio, 7",Madrid,Boadilla del Monte,Sector S,es,,40.4095859,-3.8856812,True,https://www.idealista.com/obra-nueva/106267906/,"¡Nueva promoción en Boadilla del Monte, Avenida Isabel de Farnesio! Descubre tu nuevo hogar en una de las zonas más exclusivas de Boadilla del Monte. Esta promoción cuenta con pisos de 2 y 3 habitaciones, diseñados para ofrecer el máximo confort y funcionalidad.  Cada vivienda dispone de 2 a 3 baños completos, ideales para familias o aquellos que buscan mayor espacio y comodidad. Las viviendas están pensadas para aprovechar al máximo la luz natural y cuentan con acabados de alta calidad, cocinas modernas y amplias terrazas donde disfrutar de momentos de tranquilidad. Ubicada en una zona privilegiada, la Avenida Isabel de Farnesio ofrece fácil acceso a servicios, colegios, zonas verdes y transporte público, sin renunciar a la tranquilidad y el bienestar que caracteriza a Boadilla del Monte. Características principales: •Pisos de 2 y 3 habitaciones. •2 o 3 baños completos. •Amplias terrazas. •Excelentes acabados. •Zona tranquila con todos los servicios a mano. No pierdas la oportunidad de vivir en uno de los mejores entornos residenciales de Madrid. ¡Llámanos y agenda tu visita!",False,True,True,False,6042.0,True,False,False,False,[],False,False,870000.0,€,True,True,flat,"Sector S, Boadilla del Monte","Piso en avenida Isabel Farnesio, 7",newdevelopment,,,,
109220436,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/82/a1/1367849137.webp,2585I,52,,899000.0,chalet,sale,270.0,,4,3,Barrio Club de Golf,Madrid,Las Rozas de Madrid,Club de Golf,es,Club de Golf,40.5504641,-3.9032734,False,https://www.idealista.com/inmueble/109220436/,"Se vende chalet adosado muy luminoso en la exclusiva zona de Las Rozas, Club de Golf, ubicada dentro de una urbanización privada con piscina y jardines. La casa se distribuye en tres plantas con 270m2 de vivienda. Cuenta con un amplio salón de 38m2, una cocina amueblada con zona office, zona lavadero/tendedero, cuatro dormitorios (principal en suite), dos baños completos, dos aseos, una sala de juegos o segundo salón con chimenea, un jardín privado de 40m2 con acceso a la piscina comunitaria y dos terrazas exteriores. Se encuentra en excelente estado y dispone de garaje cubierto con capacidad para tres coches, suelos de parquet, portero automático, calefacción de gas natural y doble acristalamiento. Ubicado en una zona residencial muy tranquila y muy bien comunicada con la carretera A-6, estación de tren Las Matas (C3, C8 y C10) a cinco minutos en coche y autobuses hacia Madrid.",True,False,,,3330.0,False,False,False,False,[],False,False,899000.0,€,True,True,chalet,"Club de Golf, Las Rozas de Madrid",Chalet adosado,good,terracedHouse,,,
108710271,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/c3/e8/1352829318.webp,,25,,160000.0,chalet,sale,57.0,,3,1,Rozas de Puerto Real,Madrid,Rozas de Puerto Real,,es,,40.3121587,-4.4728763,False,https://www.idealista.com/inmueble/108710271/,"FINCAS VILLALOBOS vende preciosa parcela con cabaña en la Urbanización ENTREPINOS – Rozas de Puerto Real (Madrid) ¿Buscas un rincón en plena naturaleza, ideal para TELETRABAJAR o pasar tus fines de semana?, esta parcela llana, arbolada y vallada, con una preciosa casa de madera, está ubicada en la consolidada Urbanización Entrepinos, en Rozas de Puerto Real (Madrid). En esta finca encontrarás todo lo necesario para disfrutar de una vida tranquila en un entorno natural privilegiado, tanto como segunda residencia para fines de semana y vacaciones, como una inversión para el futuro. Una ubicación inmejorable Rozas de Puerto Real es una localidad situada al suroeste de la Comunidad de Madrid, muy próxima a la frontera con Ávila y Toledo. Se trata de un entorno rural y natural, de gran valor ecológico, rodeado de montañas, pinares, embalses y rutas para senderismo o bicicleta. La urbanización Entrepinos, como su propio nombre indica, está situada entre pinos y naturaleza, en una zona que combina perfectamente la tranquilidad con buenas conexiones a la ciudad. A tan solo 1 hora de Madrid capital, la parcela se convierte en una excelente opción para quienes desean escapar los fines de semana, vivir temporadas largas o incluso teletrabajar en un ambiente relajado. Características principales de la parcela La finca cuenta con una superficie de 1.095 m². Es completamente llana, lo que facilita el acceso, el aprovechamiento del espacio y futuras construcciones si así se desea. Está vallada perimetralmente, lo que ofrece seguridad y privacidad. En la parcela encontramos una acogedora cabaña de madera de 57 m², construida con gusto y cuidada al detalle. Se trata de una construcción muy funcional y cómoda, ideal para pasar largas estancias o disfrutar de fines de semana alejados del ruido urbano. Además, cuenta con una caseta auxiliar para herramientas de jardín, muy útil para guardar utensilios, bicicletas o material de ocio. También hay varios árboles frutales repartidos por el terreno, que no solo embellecen el paisaje, sino que ofrecen frutos naturales en temporada. Un entorno pensado para disfrutar La Urbanización Entrepinos no solo destaca por su entorno natural, sino también por las instalaciones comunes disponibles para los propietarios, entre las que destacan una piscina comunitaria, zonas deportivas y áreas verdes. Un espacio ideal para disfrutar en familia, especialmente con niños, ya que pueden jugar con libertad y seguridad mientras los adultos descansan o practican deporte. El ambiente de la urbanización es muy agradable, familiar y respetuoso. Muchas de las propiedades están ocupadas durante todo el año, y otras se destinan a segunda residencia, lo que garantiza tranquilidad sin caer en el aislamiento. Ideal como segunda vivienda o como inversión Esta parcela es una opción muy interesante para quienes buscan una segunda residencia cerca de Madrid. Su tamaño, ubicación y características la hacen perfecta tanto para pasar fines de semana como largas temporadas. Además, ofrece muchas posibilidades para futuras ampliaciones, reformas o incluso nueva construcción (según normativa urbanística vigente). Si estás buscando un lugar donde pasar los veranos, teletrabajar en un entorno inspirador o simplemente tener tu propio espacio natural, esta finca puede ser tu pequeño paraíso. También puede ser una excelente oportunidad de inversión: por su atractivo natural, la zona cuenta con demanda creciente de turismo rural, alojamientos vacacionales o retiros de fin de semana. En resumen, esta parcela en la Urbanización Entrepinos de Rozas de Puerto Real representa una combinación difícil de encontrar: naturaleza, tranquilidad, comodidad y cercanía a Madrid. La cabaña de madera ya construida, la superficie completamente utilizable, los árboles frutales, la caseta de herramientas, y las instalaciones comunes de la urbanización (piscina, dep.",False,False,,,2807.0,False,False,True,False,[],False,False,160000.0,€,True,True,chalet,Rozas de Puerto Real,Casa independiente,good,independantHouse,,,
109123701,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/00/78/1365034606.webp,E2 1º A,4,1,241991.0,flat,sale,109.0,True,3,2,"avenida de Europa, 2",Madrid,Arganda,Centro,es,,40.2994088,-3.4509122,True,https://www.idealista.com/obra-nueva/109123701/,"48 VIVIENDAS DE PROTECCION PUBLICA EN REGIMEN DE COOPERATIVA A PRECIO DE COSTE, en la mejor zona de Arganda, próxima al hospital y al nuevo cuartel de la Guardia Civil, zonas verdes, equipamientos educativos, deportivos y comerciales, y a pocos minutos de la estación de metro de Arganda.  Amplias y luminosas viviendas de 2 y 3 dormitorios con terraza, tendedero, dos plazas de garaje y trastero. Bajos con patio. Aerotermia. Alta calificación energética.",False,True,True,False,2220.0,True,False,False,False,[],False,False,241991.0,€,True,True,flat,"Centro, Arganda","Piso en avenida de Europa, 2",newdevelopment,,,,
109148026,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/e4/b6/1365034729.webp,E2 4º A,4,4,235479.0,flat,sale,106.0,True,2,2,"avenida de Europa, 2",Madrid,Arganda,Centro,es,,40.2994088,-3.4509122,True,https://www.idealista.com/obra-nueva/109148026/,"48 VIVIENDAS DE PROTECCION PUBLICA EN REGIMEN DE COOPERATIVA A PRECIO DE COSTE, en la mejor zona de Arganda, próxima al hospital y al nuevo cuartel de la Guardia Civil, zonas verdes, equipamientos educativos, deportivos y comerciales, y a pocos minutos de la estación de metro de Arganda.  Amplias y luminosas viviendas de 2 y 3 dormitorios con terraza, tendedero, dos plazas de garaje y trastero. Bajos con patio. Aerotermia. Alta calificación energética.",False,True,True,False,2222.0,True,False,False,False,[],False,False,235479.0,€,True,True,flat,"Centro, Arganda","Piso en avenida de Europa, 2",newdevelopment,,,,
106268025,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/8d/c4/1277714920.webp,Tipo 8,7,,760000.0,flat,sale,135.0,True,3,2,"avenida Isabel Farnesio, 7",Madrid,Boadilla del Monte,Sector S,es,,40.4095859,-3.8856812,True,https://www.idealista.com/obra-nueva/106268025/,"¡Nueva promoción en Boadilla del Monte, Avenida Isabel de Farnesio! Descubre tu nuevo hogar en una de las zonas más exclusivas de Boadilla del Monte. Esta promoción cuenta con pisos de 2 y 3 habitaciones, diseñados para ofrecer el máximo confort y funcionalidad.  Cada vivienda dispone de 2 a 3 baños completos, ideales para familias o aquellos que buscan mayor espacio y comodidad. Las viviendas están pensadas para aprovechar al máximo la luz natural y cuentan con acabados de alta calidad, cocinas modernas y amplias terrazas donde disfrutar de momentos de tranquilidad. Ubicada en una zona privilegiada, la Avenida Isabel de Farnesio ofrece fácil acceso a servicios, colegios, zonas verdes y transporte público, sin renunciar a la tranquilidad y el bienestar que caracteriza a Boadilla del Monte. Características principales: •Pisos de 2 y 3 habitaciones. •2 o 3 baños completos. •Amplias terrazas. •Excelentes acabados. •Zona tranquila con todos los servicios a mano. No pierdas la oportunidad de vivir en uno de los mejores entornos residenciales de Madrid. ¡Llámanos y agenda tu visita!",False,True,True,False,5630.0,True,False,False,False,[],False,False,760000.0,€,True,True,flat,"Sector S, Boadilla del Monte","Piso en avenida Isabel Farnesio, 7",newdevelopment,,,,
109132634,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/7b/36/1365303306.webp,Chalet A,58,,519000.0,chalet,sale,203.0,,4,4,"avenida Juan Ferreras, 16",Madrid,Camarma de Esteruelas,,es,,40.5517386,-3.3770019,True,https://www.idealista.com/obra-nueva/109132634/,"3 chalets independientes de obra nueva terminada. Certificación energética A, aerotermia con suelo radiante-refrescante, máximo confort en verano e invierno. Calidades de lujo. Orientación Sur. Todas las estancias, menos una, tienen acceso directo al exterior, jardín o terraza, para un mayor contacto con la naturaleza. Altura especial de techos para una mayor amplitud. El chalet está diseñado y calculado para ser fácilmente ampliable en caso de necesitar más espacio a futuro. Planta baja de 143 m2 y 2,90 m de altura libre, que incluye: 2 dormitorios, uno tipo suite, salón-comedor, cocina, garaje para dos coches. La planta baja da acceso a un jardín de 131 m2 útiles (el chalet 3 dispone de 207 m2). Planta alta de 69 m2, que incluye: 2 dormitorios tipo suite. Las dos habitaciones tienen a acceso a una terraza de 80 m2. Mejor ubicación del pueblo, zona del ensanche más próxima al centro, a 5 minutos de comercios, autobuses, iglesia, centro salud… y muy cerca del paseo fluvial.",False,True,,False,2557.0,True,False,False,False,[],False,False,519000.0,€,True,True,chalet,Camarma de Esteruelas,"Casa independiente en avenida Juan Ferreras, 16",,independantHouse,,,
