propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,highlight.groupDescription
107151510,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/50/ff/1304565016.webp,6147,3,2,1900000.0,flat,sale,97.0,True,3,2,calle de Núñez de Balboa,Madrid,Madrid,Barrio de Salamanca,es,40.4285363,-3.6837034,False,https://www.idealista.com/inmueble/107151510/,"Retail vende este espectacular piso exterior que se encuentra en la segunda planta de un edificio con ascensor. La vivienda se encuentra perfectamente reformada y amueblada. La propiedad dispone de una cocina totalmente equipada, así mismo, cuenta con un amplio salón-comedor, ideal para disfrutar de momentos en familia o con amigos, integrado con una cocina independiente totalmente equipada con electrodomésticos de alta gama, además, de dos amplias habitaciones y dos baños y un aseo totalmente completos ofreciendo un espacio ideal para una vida cómoda y elegante. La vivienda está equipada con calefacción individual y aire acondicionado, asegurando el máximo confort en cualquier época del año. Una oportunidad única para vivir en una de las mejores zonas de Madrid, cerca de servicios, comercios y excelente comunicación. Ubicada en el codiciado barrio de Recoletos en pleno distrito de Salamanca, disfrutarás de una zona repleta de tiendas exclusivas, restaurantes gourmet y todos los servicios necesarios para una vida cómoda y sofisticada. Esta es una oportunidad única de vivir en uno de los lugares más selectos de Madrid.",False,good,False,True,19588.0,True,False,False,False,[],False,False,1900000.0,€,flat,"Recoletos, Madrid",Piso en calle de Núñez de Balboa,Recoletos,,,,,,,
107843299,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/d9/f4/1325998040.webp,,27,9,395000.0,flat,sale,55.0,True,1,1,paseo de Europa,Madrid,San Sebastián de los Reyes,Pol. Industrial norte,es,40.5550451,-3.6177661,False,https://www.idealista.com/inmueble/107843299/,"Loft con licencia turística. Alquilado más de 300 días al año y una facturación de 33.000 euros en 2024. La rentabilidad actual supera el 8,5%, con cuenta de resultados demostrable. La propietaria actual lo ha tenido en actividad, con muy buena rentabilidad, durante 9 años y está en venta por motivos profesionales de traslado.  El loft se ubica enfrente de Antena 3 y es una zona con muy alta demanda, tanto en turístico como en alquiler de temporada. Se entrega totalmente equipado y reformado, y se incluye la subrogación al perfil de las plataformas digitales de alquiler de la propietaria, con reseñas muy positivas y solidez, para que el nuevo propietario lo use en su favor y tenga un activo en pleno funcionamiento. En cuanto a las características, se trata de un dúplex, con una pequeña terraza en planta baja, donde también se ubican en salón y la cocina. En la planta superior, encontramos el dormitorio, con armario empotrado y el baño en suite.  Está incluida una plaza de garaje y la urbanización cuenta con piscina, zonas comunes y pista de pádel.",False,good,False,True,7182.0,True,False,False,False,[],False,False,395000.0,€,flat,"Pol. Industrial norte, San Sebastián de los Reyes",Piso en paseo de Europa,,,,,,True,True,
108562733,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/fd/cc/1348536805.webp,,35,2,799000.0,flat,sale,120.0,True,3,2,calle del Caribe,Madrid,Madrid,Ciudad Lineal,es,40.4405815,-3.6568726,False,https://www.idealista.com/inmueble/108562733/,"LLAMAR A THOMAS 6 5 4 0 1 4 4 9 9 Agencia inmobiliaria de Madrid zona NUEVO MUNDO - SAN PASCUAL Tecnocasa OFICINA NUEVO MUNDO - SAN PASCUAL: Estupenda vivienda en una zona excelente, TOTALMENTE REFORMADA. Vivienda de tres dormitorios con armarios empotrados, salón con terraza amplia con vistas a las zonas comunes y orientación sur, cocina-comedor con despensa y dos baños completos (ducha y bañera). Terraza abierta con preciosas vistas hacia el jardín. La vivienda es exterior tanto habitaciones como cocina, salón. La cocina se encuentra amueblada y equipada. El luminoso salón-comedor con estancias totalmente diferenciadas, de orientación Sur. Calefacción individual de Gas Natural, ventanas de climalit, suelos de parqué y edificio con dos ascensores y un monta cargas. Portero físico de lunes a viernes y los fines de semana, gimnasio, sauna, cuarto de bicicletas, salón-local para eventos, fiestas y reuniones comunitarias. Muy bien comunicada con la red de autobuses, metro, parada de taxi, y con acceso en un minuto a las M-30, una de las principales vías de la ciudad.",False,good,False,True,6658.0,True,False,False,False,[],False,False,799000.0,€,flat,"San Pascual, Madrid",Piso en calle del Caribe,San Pascual,,,,,,,
108428370,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/95/94/1344585705.webp,2201/22010039/88,27,3,325000.0,flat,sale,86.0,True,2,2,Barrio San Fermín,Madrid,Madrid,Usera,es,40.3649144,-3.6905724,False,https://www.idealista.com/inmueble/108428370/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de dos dormitorios y dos baños. Se encuentra en la 3ª planta de un edificio residencial y cuenta con trastero. Dispone de ascensor. Situado en San Fermín en el distrito de Usera. La vivienda se distribuye en dos dormitorios y, armarios empotrados, salón-comedor con acceso a jardín, cocina independiente y dos baños. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. Cuenta con tendedero y dispone de calefacción y individual. Dispone de piscina. El edificio cuenta con portero físico. Se encuentra ubicado en San Fermín, Usera (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es San Fermín-Orcasur y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Glorieta San Martín de la Vega y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 620 metros, la farmacia más cercana se encuentra a 150 metros, el colegio más cercano se encuentra a 240 metros. Además, a menos de 500 metros también puedes encontrar supermercados, un banco.  La zona cuenta con una amplia oferta de entretenimiento con un teatro, un gimnasio, parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle.  La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia de Toledo, Avenida de Andalucia y la Glorieta de San Martin de la Vega.  Estado de la vivienda: vacante. "".",True,good,False,True,3779.0,True,False,True,False,[],False,False,325000.0,€,flat,"San Fermín, Madrid",Piso,San Fermín,,,,,True,True,
105606104,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/a3/7b/b7/1241468526.webp,,42,,1790000.0,chalet,sale,459.0,,4,5,avenida del Tomillar,Madrid,Torrelodones,Los Peñascales,es,40.5729366,-3.8946193,False,https://www.idealista.com/inmueble/105606104/,"Espectacular Villa de Diseño vistas impresionantes con calidades de lujo terminada en 2023 *No se cobra comisión de agencia. Este exclusivo villa de 4 dormitorios y 5 baños  La villa destaca por su amplitud y diseño moderno. La integración del salón, comedor y cocina crea un espacio diáfano que facilita la comunicación entre las diferentes áreas, ideal para un estilo de vida social. En su interior, la vivienda ofrece un espacio moderno y luminoso con unos grandes ventanales, con una paleta de tonos neutros junto con materiales funcionales, que brindan una sensación de tranquilidad y amplitud, con una gran terraza se integra armoniosamente, flanqueada por árboles que añaden un toque de naturaleza al entorno. Espectacular Terraza con piscina climatizada tiene 80 m2 aproximadamente  la casa dispone de aerotermia frío y calor por suelo.",False,good,False,,3900.0,True,False,False,False,[],False,False,1790000.0,€,chalet,"El Monte, Torrelodones",Casa independiente en avenida del Tomillar,El Monte,independantHouse,,,,True,True,
108897104,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/64/33/1361429362.webp,IMV - 0073,44,4,1400000.0,flat,sale,230.0,True,5,3,CL NURIA,Madrid,Madrid,Fuencarral,es,40.4974577,-3.7130231,False,https://www.idealista.com/inmueble/108897104/,"""InmoMartin VENDE EN EXCLUSIVA"", este magnífico piso, se encuentra en una 4º planta exterior a zonas comunes. Tiene una superficie de 230 m2 construidos,(según informe catastral) y 199 m2 útiles, (según informe catastral). Se ubica en la mejor calle de la prestigiosa zona de Mirasierra, ideal para aquellos que buscan comodidad y exclusividad. Este inmueble se encuentra en una fantástica urbanización que ofrece una gran variedad de servicios y comodidades para toda la familia. ""INCLUYE EN EL PRECIO DOS PLAZAS DE GARAJE"" Si buscas vivienda en el corazón de Mirasierra para vivir con tu familia, este piso es lo que estas buscando.  Características de la vivienda: - Recibidor: Elegante y acogedor, perfecto para dar la bienvenida a tus invitados. - Salón/Comedor: Amplio y luminoso con excelentes vistas, con chimenea. Tiene varias estancias con espacio suficiente para relajarte y disfrutar de momentos inolvidables. - Sistema de aire acondicionado centralizado por conducto.  - Calefacción individual por gas natural. - Cocina: Totalmente equipada, funcional además cuenta con acceso de servicio. - Lavadero: Espacio independiente para la colada. - 5 Dormitorios dobles: dormitorios confortables con armarios empotrados, (el dormitorio principal con baño en suite con plato de ducha y bañera hidromasaje. - 3 Baños completos. Servicios y zonas comunes de la Finca: - Piscina: Ideal para refrescarte en los días calurosos. - Jardines: Espacios verdes bien cuidados para pasear y relajarte. - Zona Infantil: Área de juegos para los más pequeños. - 2 Pistas de Pádel: Perfecta para los amantes del deporte. - Conserje y Vigilancia 24 Horas: Seguridad y atención garantizadas las 24 horas del día. - Garaje: 2 plaza grande y de fácil acceso. ""Gastos de comunidad"": 430,00€, (aproximadamente). ""IBI"": 1.300,00e, (aproximadamente). Localización: La ubicación es inmejorable, cerca tiene supermercados como Sánchez Romero, Aldi, Unide, Plaza, Mercadona, centros comerciales, farmacias, gimnasios, restaurantes, El Colegio Alemán de Madrid, Escuela infantil Sol Solito, Colegio Mayor Santillana, La Federación de Tenis de Madrid, colegio Mirasol, centros deportivos, Escuela Universitaria de Fisioterapia ONCE, reconocidos Hospital Ruber Internacional y Clínica Cemtro. Comunicación: Esta muy bien conectado con excelente acceso a la M40 y proximidad al metro de Mirasierra, paradas de autobús que van a Callao y a Plaza Castilla, estación de Cercanías Paco de Lucia.  Líneas de autobuses: 134, 170 y N23,(servicio nocturno). Esta es tu oportunidad de vivir en una de las zonas más exclusivas de Madrid, con todas las comodidades y servicios a tu disposición. No dejes pasar esta ocasión única.  Los precios ofertados no comprenden los tributos (Impuesto de Transmisiones Patrimoniales), ni los gastos notariales y registrales relativos a la compraventa, ni la comisión de intermediación que satisface el comprador.  - No dude en visitarlo (trabajamos de Lunes a Domingos y festivos. ) - "" LA INFORMACION AQUI INCLUIDA NO FORMA PARTE DE NINGUNA OFERTA O CONTRATO Y PUEDE ESTAR SUJETA A ERRORES, OMICIONES, CAMBIO DE PRECIO, TEXTO O CUALQUIER OTRA MODIFICACION SIN PREVIO AVISO"".",True,good,False,True,6087.0,True,False,False,False,[],False,False,1400000.0,€,flat,"Mirasierra, Madrid",Piso en CL Nuria,Mirasierra,,,,,True,True,
109162865,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/3f/c0/1366122959.webp,,54,1,685000.0,flat,sale,116.0,True,4,2,calle de Ramón Gómez de la Serna,Madrid,Madrid,Fuencarral,es,40.4847057,-3.7242688,False,https://www.idealista.com/inmueble/109162865/,"Descubre este amplio y luminoso piso de 116 m², ubicado en una agradable urbanización que destaca por sus extensas zonas verdes y su gran piscina comunitaria. Este hogar cuenta con 4 dormitorios de buen tamaño, cada uno equipado con armarios empotrados, lo que ofrece un excelente espacio de almacenamiento. Además, dispone de 2 baños completos, uno de ellos en suite, perfectos para la comodidad de toda la familia. El gran salón acogedor se abre a una terraza cerrada acristalada, ideal para disfrutar de momentos de relax y vistas al exterior. La cocina independiente está completamente equipada. La calefacción por bomba de frío/calor con gas natural garantiza un ambiente agradable durante todo el año. Situado en una zona de alta demanda, este piso ofrece fácil acceso a las líneas 9 y 7 de metro y a la M30, facilitando tus desplazamientos. A pocos pasos encontrarás pequeños comercios, opciones de ocio, centros de salud y parques, lo que lo convierte en un lugar perfecto para vivir. Este inmueble de segunda mano requiere alguna reforma, lo que te brinda la oportunidad de personalizar el espacio a tu gusto. Con un trastero en el sótano y una orientación que aprovecha la luz natural, este piso es una opción ideal para quienes buscan un hogar con potencial. ¡No pierdas la oportunidad de visitarlo!",False,renew,False,True,5905.0,False,False,False,False,[],False,False,685000.0,€,flat,"Peñagrande, Madrid",Piso en calle de Ramón Gómez de la Serna,Peñagrande,,,,,,,
108470326,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/34/b6/1345872489.webp,061325,31,,460000.0,chalet,sale,260.0,,5,3,CL JAIME I EL CONQUISTADOR,Madrid,Parla,Reyes,es,40.2360071,-3.7587647,False,https://www.idealista.com/inmueble/108470326/,"Magnífico chalet con piscina en Parla, ideal para aquellos que buscan un hogar espacioso y lleno de comodidades.  Es importante saber que la vivienda tiene habilitada la zona del porche para que pueda ser disfrutada durante todo el año y sus propietarios la han acondicionado al detalle para satisfacer las necesidades de toda la familia. Sumérgete en la relajante piscina o disfruta en el jardín, ideal para reuniones al aire libre y momentos de esparcimiento. Además, este chalet cuenta con un sótano equipado con un garaje para tres coches, brindándote a si la comodidad y seguridad que necesitas para tu vehículo. Distribución de la vivienda: En la entrada nos encontramos con una terraza antes de subir la escalera, la cual está cubierta por un toldo para poder darle utilidad. La zona del porche también se ha habilitado con un cerramiento acristalado y bomba de frío y calor para los meses de invierno y verano.Este es el sitio preferido de la familia para leer y tomar el sol en las mañas de invierno.   La planta baja consta de un espacioso salón con chimenea, cocina completamente equipada, un cuarto de baño y acceso al jardín con piscina independiente para disfrutar de largas jorndas con amigos y familiares. En la planta primera se encuentran los 3 dormitorios, el principal en suite, además de otro amplio baño que da servicio a las otras dos habitaciones.   La segunda planta está provista por una espectacular buhardilla, diseñada para ser un súper dormitorio con zona de habitación, salón, trastero o cuarto para despacho, y una botina terraza para el disfrute de las increíbles vistas despejadas al campo de futbol. Como no podía faltar, la casa también cuenta con un garaje para tres vehículos y un trastero en el sótano. La zona del sótano tiene una superficie aproximada 150 metros cuadrados, esta distribución ofrece amplitud y funcionalidad para toda la familia. En definitiva este es el hogar perfecto para crear recuerdos inolvidables...   Ubicación del Chalet en Parla: Este encantador chalet está estratégicamente situado frente al campo de fútbol y cerca de la Escuela Parla, lo que lo convierte en un lugar perfecto para disfrutar de la tranquilidad y la comodidad en un entorno familiar. La zona cuenta con excelentes conexiones de transporte público, comercios locales, parques y áreas verdes ideales para pasear y disfrutar al aire libre. Además, al estar cerca de la escuela, es una ubicación conveniente para familias con niños en edad escolar.  No pierdas la oportunidad de adquirir esta vivienda única que combina el confort, la elegancia y la funcionalidad en un solo lugar. ¡Contáctanos para más detalles y agenda una visita hoy mismo!",False,good,False,,1769.0,True,False,False,False,[],False,False,460000.0,€,chalet,"Reyes, Parla",Chalet adosado en CL Jaime I El Conquistador,,terracedHouse,,,,True,True,
109095554,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/a7/63/1364229194.webp,Toja dúplex,24,3,395000.0,duplex,sale,130.0,True,5,3,calle Isla de la Toja,Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,40.6207891,-4.0074204,False,https://www.idealista.com/inmueble/109095554/,"Agencia inmobiliaria de COLLADO VILLALBA - zona PARQUE DE LA CORUÑA vende Este espectacular dúplex reformado es la opción perfecta para quienes buscan comodidad y estilo. Esta propiedad ha sido transformada para ofrecer un espacio moderno y acogedor. Originalmente de 4 dormitorios, ahora cuenta con 3 amplias habitaciones, una de ellas con vestidor, ideal para disfrutar de un ambiente más espacioso. La cocina luminosa, es el lugar perfecto para compartir momentos en familia. El amplio salón, también reformado y con salida a terraza, te permitirá disfrutar de la luz natural y vistas agradables. Además, cuenta con dos cuartos de baño completamente renovados, uno de ellos en suite, garantizando la máxima comodidad. Las zonas comunes son perfectas para toda la familia. Podrás disfrutar de una piscina reformada hace 3 años y una zona infantil donde los más pequeños podrán jugar y divertirse. La propiedad incluye una plaza de garaje, todo en un edificio con ascensor. Ubicado en la tercera planta con orientación sur, este dúplex ofrece luminosidad durante todo el día. No pierdas la oportunidad de vivir en un entorno tranquilo y familiar, ¡este es el hogar que estabas buscando!",False,good,False,True,3038.0,False,False,False,False,[],False,False,395000.0,€,flat,"Parque de la Coruña - Las Suertes, Collado Villalba",Dúplex en calle Isla de la Toja,,duplex,419000.0,24000.0,6.0,True,True,
109151080,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/3e/27/1365797186.webp,2149,87,5,985000.0,penthouse,sale,120.0,True,3,2,calle de la Buganvilla,Madrid,Madrid,Chamartín,es,40.4729437,-3.6757548,False,https://www.idealista.com/inmueble/109151080/,"ATICO CON 20 METROS DE TERRAZA, PISCINA, GARAJE OPCIONAL, 3 HABITACIONES 2 BAÑOS A ESTRENAR, CASTILLA/CHAMARTIN SIN COMISION DE AGENCIA NO PAGUES COMISION POR COMPRAR TU CASA, DIRECTAMENTE CON LA PROPIEDAD. HOOME SOLUCIONES INMOBILIARIAS TE DA LA OPORTUNIDAD DE ESTRENAR UN ATICO en una de los distritos más demandados y populares de Madrid, CHAMARTIN, y mas concretamente el barrio de CASTILLA. Podrás disfrutar de una de las mejores zonas residenciales de Madrid, junto al Paseo de la Castellana, enmarcada entre principales vías de acceso a la Capital como el propio PIO XII, MATEO INURRIA O LA AVENIDA DE BURGOS PISCINA, GARAJE OPCIONAL. Hablamos de una finca en buen estado edificada en 1987, con la ITE favorable. Dispone de una distribución muy funcional, que nos ofrece un hall de entrada, cocina equipada y salón-comedor, 3 dormitorios, uno con el baño en suite y otro baño completo. En cuanto a las comunicaciones, tiene todas las facilidades tanto públicas como privadas: – Metro: Duque de pastrana (L 9) a escasos metros caminando. Linea directa al Aeropuerto ADOLFO SUAREZ MADRID BARAJAS. Numerosas líneas de autobús en las cercanías, – Si prefieres moverte en coche, accedemos directamente a la M-30 bajando por Costa Rica en pocos minutos. El piso se encuentra en proceso de reforma integral. Fecha prevista de entrega ABRIL DE 2025 Las fotografías son meramente orientativas, pertenecen a otro piso ya vendido, reservándose la Promotora la facultad de introducir aquellas modificaciones que, por razones técnicas o jurídicas, sean necesarias o convenientes para la correcta finalización de la reforma o que sean ordenadas por los organismos competentes. EL PLANO SI ES REAL Las imágenes de este anuncio son orientativas y no vinculantes a nivel contractual. No dude en contactar con nuestros asesores y planificar su visita a su futuro hogar. No dude en contactar con nuestros asesores y planificar su visita a su futuro hogar. Si tienes problemas con la financiación o quieres mejores condiciones consulta a nuestro departamento financiero. Consúltenos mediante vía telefónica correo a o a través de nuestro formulario de contacto en hoome. com. es.",True,good,False,True,8208.0,True,False,False,False,[],False,False,985000.0,€,flat,"Castilla, Madrid",Ático en calle de la Buganvilla,Castilla,penthouse,,,,,,
108567235,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/fd/37/1348667190.webp,BOAD020,25,1,550000.0,flat,sale,140.0,True,3,2,ronda CL,Madrid,Boadilla del Monte,Sector S,es,40.4026297,-3.884915,False,https://www.idealista.com/inmueble/108567235/,"**Piso en Venta en Boadilla - ¡Tu nuevo hogar te espera! ** Descubre este precioso piso en Boadilla, un lugar ideal para vivir y disfrutar de la comodidad. Con 140 m² construidos y 120 m² útiles, esta vivienda completamente reformada cuenta con tres amplios dormitorios y dos modernos baños, uno de ellos en suite. La carpintería blanca y los suelos de madera clara aportan un toque elegante y acogedor a cada rincón.  Ubicado en una urbanización cerrada con seguridad 24 horas, podrás relajarte sabiendo que tu hogar está protegido. Además, la propiedad incluye un garaje y un trastero, perfectos para mantener el orden. Disfruta de los días soleados en la piscina o juega al pádel con amigos. La ubicación es inmejorable: con una parada de autobús en la puerta, acceso a un tren eléctrico cercano y todos los servicios a pie de calle, como farmacias, restaurantes y supermercados. La zona está completamente consolidada y cuenta con colegios y un ambulatorio municipal justo enfrente. Este piso es apto para personas con movilidad reducida y dispone de calefacción por bomba de frío/calor, asegurando tu confort durante todo el año. ¡No dejes pasar esta oportunidad! Ven a visitarlo y enamórate de tu nuevo hogar.",True,good,False,True,3929.0,True,False,False,False,[],False,False,550000.0,€,flat,"Sector S, Boadilla del Monte",Piso en ronda CL,,,,,,True,True,
108263928,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/71/41/1338907417.webp,2110/21100022/337,27,1,325000.0,flat,sale,38.0,False,1,1,Barrio Trafalgar,Madrid,Madrid,Chamberí,es,40.4332775,-3.7017036,False,https://www.idealista.com/inmueble/108263928/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de un dormitorio y un baño. Se encuentra en la 1ª planta de un edificio residencial. No dispone de ascensor. Situado en Trafalgar en el distrito de Chamberí. La vivienda se distribuye en un dormitorio y, salón-comedor, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Se encuentra ubicado en Trafalgar, Chamberí. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Iglesia y se encuentra a menos de 5 minutos andando. La parada de autobús más cercana es San Bernardo - Gta. Quevedo y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando. En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 90 metros, el hospital más cercano se encuentra a 500 metros, existen farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar supermercados, bancos, lavanderías, una oficina de correos. La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, cines, teatros, gimnasios, un parque, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien com unicado a través de la Avenida de América, Calle de Jose Abascal y la Glorieta de Quevedo.  Estado de la vivienda: vacante "".",True,good,False,False,8553.0,True,False,True,False,[],False,False,325000.0,€,flat,"Trafalgar, Madrid",Piso,Trafalgar,,,,,,,
107301171,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/1a/77/1308896744.webp,,78,,1750000.0,chalet,sale,600.0,,4,6,calle Moreras,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,40.4414469,-3.8492062,False,https://www.idealista.com/inmueble/107301171/,"Horlux Homes tiene el honor de presentar, EN EXCLUSIVA, este chalet en la prestigiosa urbanización de Monteclaro, una joya arquitectónica que combina modernidad y elegancia en un entorno inigualable. Esta magnífica propiedad, reformada hace apenas 10 años, ofrece 600m² de espacio habitable diseñado para el máximo confort y funcionalidad. Cada uno de sus cuatro dormitorios cuenta con un baño en suite, garantizando privacidad y comodidad para toda la familia. La vivienda está equipada con tecnología avanzada, incluyendo un sistema de suelo radiante con bomba de calor y frío, un aspirador centralizado para mayor comodidad, y persianas automáticas y blindadas que proporcionan seguridad y facilidad de uso. La distribución inteligente de los espacios permite a los futuros propietarios adaptar y personalizar el hogar según sus necesidades y deseos. Ubicada en Monteclaro, esta propiedad goza de una ubicación privilegiada, cercana a una amplia gama de servicios. A pocos minutos se encuentra el Centro Comercial Monteclaro, ofreciendo una variedad de tiendas y opciones gastronómicas. Además, el prestigioso Colegio Everest está a corta distancia, ideal para familias. La urbanización cuenta con su propio club para propietarios, un espacio exclusivo para disfrutar de actividades recreativas y sociales. La proximidad a Majadahonda añade un plus a la oferta de ocio, con numerosos restaurantes y muchos mas servicios. La urbanización de Monteclaro se distingue por ofrecer un entorno seguro y tranquilo, con vigilancia las 24 horas del día, lo que proporciona una gran tranquilidad a sus residentes. Su ubicación estratégica, en una zona que no es de paso, añade un nivel adicional de privacidad y serenidad, permitiendo disfrutar de una vida apacible y sin preocupaciones. El chalet se asienta sobre una parcela de 1,200m², que incluye un hermoso jardín con piscina, perfecto para disfrutar de momentos de relax al aire libre. Un garaje con capacidad para dos coches completa esta oferta, brindando practicidad y seguridad. Esta es una oportunidad única para adquirir una propiedad que no solo es un hogar, sino un estilo de vida. En Horlux Homes, nos comprometemos a ofrecer lo mejor del mercado inmobiliario de lujo, y este chalet es un testimonio de nuestra dedicación a la excelencia y el servicio personalizado. No pierda la oportunidad de hacer suyo este espectacular refugio en Monteclaro. Tenemos más inmuebles sin publicar así que no dude en contactarnos. EX.",False,renew,False,,2917.0,True,False,False,False,[],False,False,1750000.0,€,chalet,"Monteclaro, Pozuelo de Alarcón",Casa independiente en calle Moreras,Monteclaro,independantHouse,,,,True,True,
104787820,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/77/a0/1231585378.webp,,53,,389900.0,chalet,sale,234.0,,4,3,Monte de los Santos,Madrid,Los Santos de la Humosa,,es,40.5222288,-3.2229023,False,https://www.idealista.com/inmueble/104787820/,"TUVALORSEGURO. ES, Agencia inmobiliaria de MADRID vende vivienda unifamiliar en la urbanización Medina Azahara junto a los SANTOS DE HUMOSA. Se trata de un chalet independiente, construido en el año 2006, con una parcela de 1.200 m². La vivienda cuenta con 177 m² en planta y sótano de 55 m². La planta baja se compone de un salón-comedor independiente de 43,29 m² con chimenea de obra, salida al porche y a la zona de la piscina, dormitorio principal de 18 m² con vestidor y cuarto de baño privado con bañera de hidromasaje, 2 dormitorios dobles, despacho, cocina con office, recibidor y dos cuartos de baño de invitados. El chalet cuenta con calefacción de gas natural y aire acondicionado. La propiedad cuenta además con una piscina de 12x5, cancha deportiva propia y jardín. La vivienda se ubica en la urbanización Monte de los Santos - Medina Azahara. Cuenta con vigilancia 24 h. , videovigilancia, canchas deportivas, parques infantiles, zona mirador con vista panorámica de la zona y varias zonas ajardinadas. La vivienda se encuentra a 40 minutos en coche desde Madrid, a 20 minutos de Alcalá de Henares y a 25 minutos de Guadalajara. Para más información, contacte con nosotros sin ningún tipo de compromiso y concierte una cita para conocer el inmueble. El precio de venta no incluye el Impuesto de Transmisiones Patrimoniales gastos notariales, gastos registrales, gastos de gestoría, ni gastos de intermediación que satisface el comprador (4,84%, IVA incluido, sobre el precio de compra).",False,good,False,,1666.0,True,False,False,False,[],False,False,389900.0,€,chalet,Los Santos de la Humosa,Casa independiente en Monte de los Santos,,independantHouse,,,,True,True,
