propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,hasLift,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
106500921,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/bc/5b/1288946883.webp,C501201,42,685000.0,chalet,sale,234.0,5,4,calle Cigüela s/n,Madrid,Villaviciosa de Odón,El Bosque,es,40.385204,-3.9338188,True,https://www.idealista.com/inmueble/106500921/,"Amplio chalet pareado de esquina en urbanización El Bosque con gran parcela de 387m² y zonas comunes con piscina. La vivienda cuenta con 5 dormitorios, 3 baños y 1 aseo distribuidos en 3 plantas de la siguiente manera: Planta calle: El amplio hall de entrada da paso por un lado a un gran salón independiente de 38m² con salida a ras al jardín posterior, totalmente solado. Por otra parte, la cocina amueblada con encimera de granito, comunicada con zona de tendedero. Disponemos de acceso directo al garaje. Completa esta planta un pequeño aseo de cortesía. Planta primera Nos encontramos con 3 dormitorios, el principal con vestidor y baño en-suite, además de salida a una terraza con toma de agua. Los otros dos dormitorios comparten un baño completo con bañera. Planta bajo cubierta En esta zona de la vivienda contamos con un salón de estar con ventana velux y salida de chimenea preparada por si se quisiera instalar. Por otra parte, un espacioso dormitorio con ventana y un baño completo con bañera. NOTA: estas características son meramente informativas. No tienen ningún valor contractual.",True,good,False,2927.0,True,True,False,True,[],False,False,685000.0,€,True,True,chalet,semidetachedHouse,"El Bosque, Villaviciosa de Odón",Chalet pareado en calle Cigüela s/n,Top,,,,,,,,
108839301,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/b8/a2/1356639172.webp,C501260,36,750000.0,chalet,sale,246.0,5,3,avenida del Príncipe de Asturias s/n,Madrid,Villaviciosa de Odón,Centro,es,40.357603,-3.9048597,True,https://www.idealista.com/inmueble/108839301/,"Descubre este estupendo chalet adosado con una excelente situación que combina comodidad y estilo. Con 246 m² construidos, esta casa muy amplia cuenta con un salón comedor de 44 m² que se abre a un acogedor porche y patio con piscina privada, perfecto para disfrutar de momentos al aire libre.  En la planta primera, encontrarás cuatro dormitorios espaciosos, todos equipados con armarios empotrados. El dormitorio principal destaca por su baño en suite y acceso a una terraza compartida y una buhardilla con un dormitorio adicional. Cada rincón de esta vivienda ha sido diseñado para maximizar el confort y la funcionalidad. La planta semisótano incluye un garaje para dos coches y un espacio de bodega que será ideal para tus reuniones familiares. Este chalet ha sido reformado con mejoras en acabados y sistemas de calefacción, garantizando un hogar cálido y acogedor durante todo el año. No pierdas la oportunidad de visitar este maravilloso chalet adosado que puede convertirse en el hogar de tus sueños. ¡Contáctanos y ven a verlo!",True,good,False,3049.0,True,True,False,True,[],False,False,750000.0,€,True,True,chalet,terracedHouse,"Centro, Villaviciosa de Odón",Chalet adosado en avenida del Príncipe de Asturias s/n,Top,,,,,,,,
108048608,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/e5/be/1333872501.webp,C501237,71,1095000.0,chalet,sale,427.0,6,6,calle Valencia s/n,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,40.361006,-3.88144,True,https://www.idealista.com/inmueble/108048608/,"EN FLIMASA NO COBRAMOS AL COMPRADOR. - Exclusivo chalet independiente en parcela de esquina en una de las zonas más demandadas de Villaviciosa de Odón, dentro de la prestigiosa urbanización Campodón, presentamos esta espectacular casa de más de 420 m² construidos sobre una impresionante parcela de esquina de 2.150 m², completamente ajardinada.  Construido en 2003 con materiales de alta calidad, esta vivienda combina amplitud, comodidad y una excepcional zona exterior pensada para disfrutar en familia o con amigos durante todo el año. UN ENTORNO PRIVILEGIADO La parcela, rodeada de vegetación, cuenta con una gran piscina de gresite de 12 x 6 metros, una pista de tenis reglamentaria, cenador con horno de leña y barbacoa, además de un baño exterior para dar servicio a la zona de piscina. Olivos, un magnolio, un gran cedro y un granado aportan sombra, belleza y carácter. Además, la propiedad incluye un apartamento independiente ideal para invitados, personal de servicio o como zona de trabajo, con salón, cocina americana, dormitorio y baño completo. AMPLIA Y FUNCIONAL DISTRIBUCIÓN Planta baja Desde el porche delantero accedemos a un amplio hall de entrada con armario empotrado. El salón principal, de más de 50 m², cuenta con chimenea y salida directa al porche y al jardín, creando un espacio acogedor y luminoso. La cocina, con office anexo, es perfecta para el día a día y tiene salida al porche trasero a través de una zona de plancha. Esta planta también dispone de un dormitorio con baño en suite y un aseo de cortesía. Primera planta La zona de descanso se compone de cuatro amplios dormitorios, tres de ellos con armarios empotrados. El dormitorio principal destaca por su terraza privada con excelentes vistas, baño en suite y dos armarios empotrados. Los otros tres dormitorios, todos de generosas dimensiones, comparten un baño completo. Planta semisótano Un magnífico salón-bodega de más de 75 m² con chimenea y radiadores ofrece un espacio versátil para reuniones, zona de juegos o sala de cine. Además, hay una bodega independiente, un aseo y un garaje cerrado con capacidad para 2-3 coches. CALIDADES Y EXTRAS Ventanas de aluminio con rotura de puente térmico Rejas de seguridad en planta baja Caldera de gas natural Una vivienda pensada para quienes buscan espacio, naturaleza, independencia y calidad de vida a solo unos minutos de Madrid. ¡No dejes pasar esta oportunidad única en Campodón! Nota: Las medidas y enseres reflejados en esta información son meramente informativos. No tienen carácter contractual.",True,good,False,2564.0,True,True,False,True,[],False,False,1095000.0,€,True,True,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente en calle Valencia s/n,Top,,,,,,,,
106790300,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/07/b2/1294714408.webp,C501215,45,790000.0,chalet,sale,261.0,5,4,calle Gran Bretaña s/n,Madrid,Villaviciosa de Odón,Centro,es,40.3629745,-3.912324,True,https://www.idealista.com/inmueble/106790300/,"Precioso chalet pareado con excelente ubicación en zona muy tranquila del Casco Urbano de Villaviciosa de Odón. Amplias estancias y bonito jardín con depósito para recogida de agua y amplia leñera. La vivienda cuenta con 5 dormitorios, 3 baños y 1 aseo distribuidos en 3 plantas de la siguiente manera: Planta calle En esta planta nos encontramos por un lado con un gran salón independiente de 38m² con chimenea de cassette. Por otra parte la amplia cocina de 17m², totalmente reformada con encimera de granito. Finalmente contamos con un aseo de cortesía con ventana que da servicio a esta planta. Planta primera Zona de descanso de la vivienda con un total de 4 amplios dormitorios, todos con espaciosos armarios empotrados. El principal dispone de un baño en-suite, mientras los otros 3 comparten un baño completo reformado con bañera y ventana. Planta semi-sótano Completa la vivienda esta zona en la que nos encontramos con un segundo salón con calefacción y ventana, además de un quinto dormitorio, actualmente utilizado como despacho. También contamos con un baño completo con ducha y ventana, un trastero y el amplio garaje para 2 coches con puertas automáticas. La parcela cuenta con un paso de vehículos solado con baldosa hidráulica, un gran depósito de 1.000 litros para recogida de agua y una amplia leñera. Ubicada en una de las mejores zonas residenciales del Casco Urbano, muy próxima a la avenida principal y comercios y restaurantes de todo tipo. NOTA: estas características son meramente informativas. No tienen ningún valor contractual.",True,good,False,3027.0,True,True,False,True,[],False,False,790000.0,€,True,True,chalet,semidetachedHouse,"Centro, Villaviciosa de Odón",Chalet pareado en calle Gran Bretaña s/n,Top,,,,,,,,
107111134,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/27/82/1330184482.webp,C501225,68,910000.0,chalet,sale,423.0,6,5,calle Cabriel s/n,Madrid,Villaviciosa de Odón,El Bosque,es,40.3923181,-3.9264918,True,https://www.idealista.com/inmueble/107111134/,"En la tranquila y exclusiva Urbanización El Bosque de Villaviciosa de Odón, este chalet independiente combina amplitud, comodidad y un entorno natural privilegiado. Situado sobre una amplia parcela de 1.716 m², el cuidado jardín cuenta con arbolado variado, incluyendo prunos y cedros, además de una piscina de gresite de 10x5 metros rodeada de hormigón impreso, ideal para disfrutar del buen tiempo. Con 423 m² construidos distribuidos en tres plantas, la vivienda ofrece espacios luminosos y bien distribuidos. En la planta baja, destacan el salón principal con chimenea y acceso a un porche que conecta con el jardín, y una amplia cocina equipada con salida a una gran terraza, perfecta para reuniones al aire libre. También dispone de un dormitorio, un despacho, un baño y espacios auxiliares como cuarto de plancha y despensa. La primera planta alberga cuatro dormitorios, entre ellos el principal con baño en suite. Los demás dormitorios son espaciosos y cuentan con armarios empotrados, compartiendo dos baños más. La planta semisótano ofrece dos espacios versátiles que pueden adaptarse como zonas de ocio, gimnasio o sala de juegos, además de contar con un amplio garaje con puerta automática, trastero y cuarto de caldera. Esta vivienda, además de disfrutar de privacidad y tranquilidad, se encuentra a un paso de la zona comercial de El Bosque, con todos los servicios necesarios al alcance. Si buscas un hogar con espacios generosos, un precioso jardín y la comodidad de estar en una ubicación estratégica, esta propiedad es ideal para ti. ¡No dejes de visitarla!",True,good,False,2151.0,True,True,False,True,[],False,False,910000.0,€,True,True,chalet,independantHouse,"El Bosque, Villaviciosa de Odón",Casa independiente en calle Cabriel s/n,Top,,,,,,,,
108563456,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/91/25/1348558582.webp,DR. FLEMING,45,790000.0,chalet,sale,251.0,4,4,calle Doctor Fleming s/n,Madrid,Villaviciosa de Odón,Centro,es,40.3588875,-3.915105,True,https://www.idealista.com/inmueble/108563456/,"HOGARES VILLAVICIOSA DE ODÓN te ofrece en EXCLUSIVA este espectacular chalet pareado. ¡Descubre el hogar de tus sueños! Este chalet pareado, completamente reformado en 2024, ofrece un espacio moderno y acogedor. Con una superficie de 251 m², cada rincón ha sido diseñado para el confort y la funcionalidad.  La planta principal cuenta con un elegante hall de entrada, un baño completo con plato de ducha y una cocina office totalmente equipada que se abre a un amplio y luminoso salón-comedor, ideal para disfrutar de momentos en familia. En la segunda planta, encontrarás tres amplios dormitorios, perfectos para adaptarse a tus necesidades. El dormitorio principal incluye un baño en suite y un vestidor independiente, mientras que los otros dos dormitorios cuentan con armarios empotrados y aire acondicionado, garantizando el máximo confort en cualquier época del año. Además, otro baño completo en esta planta asegura que nunca falte espacio. El exterior es un verdadero oasis: un jardín con piscina equipada con clorador salino y una zona cenador perfecta para disfrutar de las noches de verano. La planta sótano añade valor con una gran habitación con ventana, un cuarto de baño completo y un vestidor. El acceso al garaje es cómodo gracias a las puertas automáticas mecanizadas. Cuenta con una sala de maquinas independiente donde encontraremos la depuradora Ubicado en el centro del municipio, con acceso inmejorable a la carretera M 506 y cerca de colegios, paradas de autobús y zonas comerciales, este chalet es ideal para familias que buscan calidad de vida.    CARACTERIISTIRCAS: - Suelo porcelánico. - Calefacción gas natural con caldera saunier duval. - Aire acondicionado con bomba de frio y calor en todas las estancias. - Piscina con clorador salino. - Carpintería en color blanco - Electrodomésticos panelados.  - Ventanas climalit oscilobatientes - Contraventanas en toda la vivienda. - Sistema de iluminación automática en el jardín. ¡No dejes pasar la oportunidad de visitarlo!",True,good,False,3147.0,True,True,False,True,[],False,False,790000.0,€,True,True,chalet,semidetachedHouse,"Centro, Villaviciosa de Odón",Chalet pareado en calle Doctor Fleming s/n,Top,,,,,,,,
107748845,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/f0/ac/1322156533.webp,Carrion,48,949900.0,chalet,sale,260.0,5,2,"calle Carrión, 13",Madrid,Villaviciosa de Odón,El Bosque,es,40.3816038,-3.9241345,True,https://www.idealista.com/inmueble/107748845/,"Agencia inmobiliaria en Villaviciosa de Odón. HOGARES VILLAVICIOSA DE ODÓN vende en EXCLUSIVA espectacular chalet independiente con 3 HABITACIONES EN PLANTA. Descubre el hogar de tus sueños en El Bosque, una de las urbanizaciones más exclusivas de Villaviciosa de Odón! Este chalet independiente ofrece un estilo de vida inigualable con sus 260 m² construidos, todo lo que necesitas para una vida de confort y tranquilidad. Con una parcela de 1.437 m², disfrutarás de amplios jardines y un extenso espacio exterior ideal para el ocio y el relax. En la planta principal, encontrarás un elegante hall de entrada que da paso a un amplio salón comedor y una cocina reformada con isla, perfecta para los amantes de la gastronomía. Las tres habitaciones en esta planta cuenta con un cuarto de baño con plato de ducha, proporcionando comodidad y privacidad. La planta superior alberga dos espaciosas habitaciones adicionales y un cuarto de baño, ideales para una familia numerosa o para recibir invitados. Además, la casa cuenta con una terraza y un balcón que ofrecen vistas espectaculares del entorno. La ubicación es simplemente perfecta, con acceso rápido a la carretera M 506 y cercanía a colegios, paradas de autobús y zonas comerciales. Disfruta de la tranquilidad de sus jardines y del amplio espacio exterior que rodea la propiedad. No pierdas la oportunidad de vivir en un entorno privilegiado con todas las comodidades a tu alcance Ven a verlo y enamórate!",True,good,False,3653.0,True,True,False,True,[],False,False,949900.0,€,True,True,chalet,independantHouse,"El Bosque, Villaviciosa de Odón","Casa independiente en calle Carrión, 13",Top,,,,,,,,
108532732,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/41/37/1347699306.webp,P20362,46,450000.0,flat,sale,87.0,2,2,calle de Rascafria s/n,Madrid,Villaviciosa de Odón,Centro,es,40.3524371,-3.9083546,True,https://www.idealista.com/inmueble/108532732/,"Piso bajo con jardín en el casco urbano de Villaviciosa de Odón. En FLIMASA NO COBRAMOS AL COMPRADOR.  ¿Buscas una vivienda acogedora, con espacio exterior privado y en una ubicación privilegiada? Este piso bajo con jardín, situado en el corazón de Villaviciosa de Odón, puede ser justo lo que necesitas. Con 87 m² construidos y un jardín privado de 37 m² con césped artificial recién instalado, este hogar ofrece una combinación perfecta entre comodidad interior y disfrute exterior. La vivienda cuenta con dos dormitorios amplios con cuatro armarios empotrados, y dos baños completos, uno de ellos en suite, con acabados en mármol crema marfil y lavabo doble de cristal. El salón independiente, es luminoso y cuenta con salida directa a la terraza y al jardín. La cocina, amueblada y funcional, se completa con un tendedero acristalado y una caldera nueva. Entre otros extras, la vivienda dispone de calefacción individual de gas natural, trastero y plaza de garaje incluida en el precio. Ubicada en una cuidada urbanización privada con piscina, zonas verdes y servicio de portería, disfrutarás de la tranquilidad y seguridad de una comunidad bien mantenida, con todos los servicios del centro urbano a un paso: comercios, colegios, transporte público, zonas deportivas y parques. Una vivienda ideal tanto para familias como para quienes buscan calidad de vida sin renunciar a la cercanía y accesibilidad del casco urbano. Nota: Las medidas y enseres reflejados en esta información son meramente informativos. No tienen carácter contractual.",True,good,False,5172.0,True,True,False,True,[],False,False,450000.0,€,True,True,flat,,"Centro, Villaviciosa de Odón",Piso en calle de Rascafria s/n,Top,bj,True,True,,,,,
107884934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/b0/d8/1327255892.webp,Llobregat,40,680000.0,chalet,sale,221.0,4,2,calle Llobregat s/n,Madrid,Villaviciosa de Odón,El Bosque,es,40.3892402,-3.9245633,True,https://www.idealista.com/inmueble/107884934/,"HOGARES VILLAVICIOSA DE ODÓN te ofrece en EXCLUSIVA este espectacular chalet adosado de esquina. ¡Descubre el hogar de tus sueños en la prestigiosa Urbanización Cumbres De El Bosque! Este impresionante chalet, cuenta con 221m2 distribuido en cuatro plantas y en una de las mejores urbanizaciones de todo Villaviciosa De Odón, con piscina comunitaria, amplios jardines y plaza de garaje. La planta principal te recibe con un hall de entrada que da paso a un espacioso salón-comedor con chimenea y con acceso directo a un jardín privado, ideal para disfrutar de momentos al aire libre. Cocina equipada con office y un aseo de cortesía. En la segunda planta, encontrarás tres habitaciones con armarios empotrados, incluyendo un dormitorio principal con baño en suite y vestidor. Y otro cuarto de baño completo que le da servicio las demás estancias. Buhardilla espaciosa, con techos altos y ventanas que permiten una excelente entrada de luz natural. Este espacio diáfano ofrece múltiples opciones para adaptarlo a tus necesidades: como oficina, gimnasio, habitación o incluso un área de entretenimiento. La planta sótano cuenta con un amplio salón con patio inglés y una amplia habitación con armarios empotrados. La ubicación es inmejorable, cerca de colegios, paradas de autobús, zonas comerciales, de ocio y deportivas. No pierdas la oportunidad de vivir en este magnífico chalet que combina comodidad y una ubicación privilegiada.  ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,good,False,3077.0,True,True,False,True,[],False,False,680000.0,€,True,True,chalet,terracedHouse,"El Bosque, Villaviciosa de Odón",Chalet adosado en calle Llobregat s/n,Top,,,,,,,,
108640694,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/0c/fc/1350762797.webp,san babiles,25,399900.0,flat,sale,87.0,2,2,calle San Babilés s/n,Madrid,Villaviciosa de Odón,Centro,es,40.3519977,-3.9015444,True,https://www.idealista.com/inmueble/108640694/,"Agencia inmobiliaria en Villaviciosa de Odón. HOGARES VILLAVICIOSA DE ODÓN vende en EXCLUSIVA espectacular PISO totalmente reformado, en pleno centro del municipio. ¡Descubre tu nuevo hogar en el corazón de Villaviciosa de Odón! Este magnífico piso de 87 m² construidos, te ofrece una ubicación inmejorable, cerca de comercios, paradas de autobús, colegios y zonas comerciales y de ocio. Este hogar ofrece un amplio y luminoso salón comedor ideal para disfrutar de momentos inolvidables.  La cocina, totalmente reformada y completamente equipada que además cuenta con tendedero.  Dos acogedoras habitaciones y dos cuartos de baño, uno de ellos en suite y vestidor en el. Aire acondicionado por conductos en todas las estancias. Urbanización cerrada con Piscina, zonas ajardinadas, trastero y plaza de garaje con punto de carga eléctrico. Ven a verlo y enamórate de tu nuevo hogar.",True,good,False,4597.0,True,True,False,True,[],False,False,399900.0,€,True,True,flat,,"Centro, Villaviciosa de Odón",Piso en calle San Babilés s/n,Top,1,True,True,,,,,
