propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,externalReference,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
109121885,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/7a/20/1364977973.webp,25,1,186000.0,flat,sale,98.0,True,3,2,Barrio Entrevías,Madrid,Madrid,Puente de Vallecas,es,40.3852829,-3.6730265,False,https://www.idealista.com/inmueble/109121885/,"Piso en Madrid, ideal para familias. La vivienda cuenta con una superficie de 96 m² distribuidos en 3 habitaciones, de las cuales 2 tienen acceso a balcón, salón-comedor con acceso al balcón, cocina equipada con horno, lavavajillas y acceso al lavadero además de 1 aseo y 1 baño completo. La vivienda tiene suelos de parquet que proporcionan al piso de mayor calidez y confort. La finca dispone de ascensor. Cuenta con todos los servicios necesarios a su alrededor, como el Colegio Público Francisco Ruano, supermercados, bancos, farmacias, oficinas de correos, centros deportivos y la estación de tren Asamblea de Madrid-entrevias. Con fácil acceso a Autopista de Circunvalación. “Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogara al contrato de alquiler vigente y a las condiciones indicadas en el contrato de alquiler vigente. “La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ” “This property is rented. Cannot be visited. Not suitable for buyers requiring mortgage financing. The buyer will be subrogated to the current rental contract and to the conditions indicated in the current rental contract. “The information provided concerning the distribution and structure may not conform to reality, since its verification has not been possible. The distribution indicated has been taken in reference to the distribution of assets in the area. [IW].",False,good,False,False,1898.0,True,False,False,False,[],False,False,186000.0,€,,,flat,"Entrevías, Madrid",Piso,,AL2QMADRID27,Entrevías,,,,
108933026,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/56/80/1359334319.webp,36,2,289000.0,flat,sale,54.0,True,2,1,calle Plazuela,Madrid,Las Rozas de Madrid,Rozas Centro,es,40.4915595,-3.8763416,False,https://www.idealista.com/inmueble/108933026/,"GS SERVICIOS INMOBILIARIOS TE OFRECE! Inmueble muy luminoso, totalmente exterior y reformado en segunda planta en calle Plazuela, en el casco histórico de Las Rozas de Madrid. El inmueble está abuhardillado, pero sin problemas para el paso y vida. Además, se ha ahuecado esas zonas para darle mas espacio para enseres, teniendo una casa perfectamente optimizada. La finca es de ladrillo visto y data del año 1991 y se distribuye en 2 plantas más la baja y con 2 vecinos en cada una de ellas.  El inmueble fue recientemente reformado y se distribuye en hall de entrada que da a primer dormitorio y segundo dormitorio (principal) en su lado derecho. Al fondo tenemos un baño completo con plato de ducha e hidromasaje. También cuenta con toallero- radiador. Si vamos por el lado izquierdo del distribuidor, encontraremos un amplio salón-cocina-comedor de 23 metros cuadrados aproximados. En cuanto a calidades cabe destacar el suelo de tarima en perfecto estado, dobles ventanas Climalit, puertas lacadas en blanco. La electricidad y tuberías están totalmente reformadas. Es un piso perfecto para una pareja, pareja con hijo, para teletrabajo. Tiene amplias opciones. Está perfectamente ubicado, teniendo la M-505 pegada, así como diferentes servicios de alimentación y hostelería.",False,good,False,False,5352.0,True,False,False,False,[],False,False,289000.0,€,,,flat,"Casco Antiguo, Las Rozas de Madrid",Piso en calle Plazuela,,2909,Casco Antiguo,299000.0,10000.0,3.0,
109172574,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/9f/f7/1367424292.webp,22,1,375000.0,flat,sale,120.0,True,4,2,calle de Algemesí,Madrid,Madrid,Barajas,es,40.4737302,-3.5832638,False,https://www.idealista.com/inmueble/109172574/,"OFICINA TECNOCASA - BARAJAS - MADRID vende piso en casco histórico de Barajas  La vivienda cuenta con 120 metros distribuidos de un hall recibido amplio, cuenta con cocina totalmente equipada con acceso a la primera terraza, 4 dormitorios, 2 baños y salón con salida a la segunda terraza de la vivienda. Toda la vivienda esta equipada con doble ventana. No dispone de ascensor. Cerca tiene todos los servicios como la parada de metro, restaurantes, farmacias, colegios y el centro de salud. El inmueble se localiza en el casco histórico de Barajas, con muy buenas comunicaciones tales como paradas de Autobús (Líneas 101, 105, 115, 151, 166, 212 y 827) y la parada de metro (Línea 8). Financiación de hasta el 100% con nuestro departamento financiero, Kiron. Asesoramiento gratuito y sin compromiso, no dude en consultarnos.",False,renew,False,False,3125.0,False,False,False,False,[],False,False,375000.0,€,,,flat,"Timón, Madrid",Piso en calle de Algemesí,,,Timón,,,,
107849619,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/61/10/1326166047.webp,26,,430000.0,chalet,sale,231.0,,4,4,"calle Miguel de Cervantes, 43",Madrid,Arroyomolinos,La Cárcaba - El Encinar - Montemolinos,es,40.2638773,-3.9153995,True,https://www.idealista.com/inmueble/107849619/,"Agencia inmobiliaria de Madrid, zona ARROYOMOLINOS. EN VENTA: Descubre este impresionante chalet adosado de dos plantas más bodega, perfecto para disfrutar de la vida en familia.  Con 231 m² construidos y 154 m² útiles, este hogar ofrece un espacio generoso y bien distribuido. La amplia cocina, llena de luz natural y equipada con despensa, se convierte en el corazón del hogar, ideal para preparar deliciosas comidas. El salón, dividido en dos ambientes y con chimenea, proporciona un ambiente acogedor y cálido, además de contar con salida directa al jardín, donde podrás disfrutar de momentos al aire libre. En la primera planta, encontrarás tres amplios dormitorios, siendo el principal un verdadero refugio con su propio baño completo y bañera de hidromasaje, así como un vestidor que añade un toque de lujo. Además, hay un baño de cortesía y dos terrazas que ofrecen vistas agradables y espacios perfectos para relajarse. La bodega es un espacio versátil que incluye un baño completo y puede servir como otro salón, con salida directa al jardín privado, lo que la convierte en un lugar ideal para reuniones familiares o con amigos. Este chalet también cuenta con garaje y acceso a una piscina comunitaria, perfecta para los días calurosos. Con calefacción por bomba de frío/calor y una excelente distribución, este hogar es una oportunidad única en el mercado.  No dejes pasar la ocasión de vivir en un entorno tranquilo y acogedor, donde cada rincón está diseñado para el confort y la felicidad familiar. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,good,False,,1861.0,False,False,False,False,[],False,False,430000.0,€,True,True,chalet,"La Cárcaba - El Encinar - Montemolinos, Arroyomolinos","Chalet adosado en calle Miguel de Cervantes, 43",terracedHouse,Chalet Carcaba,,,,,
108369737,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/50/dc/1342066204.webp,47,7,970000.0,flat,sale,90.0,True,2,2,calle del Conde de Peñalver,Madrid,Madrid,Barrio de Salamanca,es,40.428796,-3.6741613,False,https://www.idealista.com/inmueble/108369737/,"Vivienda de lujo reformada en Calle Conde de Peñalver – Barrio de Salamanca Se ofrece espectacular piso de 90 m² totalmente reformado con calidades de alta gama, ubicado en plena Calle Conde de Peñalver, una de las zonas más exclusivas del Barrio de Salamanca. La vivienda cuenta con una distribución funcional y luminosa: 2 dormitorios amplios, uno de ellos con baño en suite2 baños completosSalón-comedor diáfano con cocina integradaAltos techos y acabados modernos que aportan amplitud y eleganciaGracias a su orientación y diseño, la vivienda disfruta de gran luminosidad durante todo el día. Ideal tanto para vivir como para invertir, por su alta rentabilidad en una de las zonas más demandadas de Madrid. El edificio dispone de ascensor y portero físico. Ubicación inmejorable, rodeada de comercios, restaurantes, servicios y muy bien comunicada por transporte público. Para más información o concertar una visita, no dudes en contactarnos.",True,good,False,True,10778.0,True,False,False,False,[],False,False,970000.0,€,,,flat,"Goya, Madrid",Piso en calle del Conde de Peñalver,,1305,Goya,,,,
108558701,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/86/3d/1348433436.webp,32,bj,375000.0,flat,sale,88.0,True,2,3,"calle de Sambara, 44",Madrid,Madrid,Ciudad Lineal,es,40.4342808,-3.6514998,True,https://www.idealista.com/inmueble/108558701/,"EXCELENTE OPORTUNIDAD DE INVERSIÓN en la zona de QUINTANA INMUEBLE CON LICENCIA DE APARTAMENTO TURISTICO Y ALTA RENTABILIDAD (mas de 30.000 € brutos de ingresos anuales). Este magnifico apartamento, dividido en 3 plantas supone una oportunidad única para adquirir un ACTIVO TURÍSTICO en pleno funcionamiento, en una ubicación estratégica y una ALTA rentabilidad. Se vende completamente equipado, tal y como se ve en los videos y fotografías, cuidado hasta el más mínimo detalle, listo para generar ingresos. El acceso a la vivienda, con entrada independiente, nos muestra un amplio salón-comedor con cocina al fondo y un aseo. Amplios ventanales que hacen que tanto la planta baja como la superior tenga una magnifica luz a cualquier hora.  En su planta superior encontramos una habitación moderna con baño y armarios empotrados. En la planta sótano, tenemos otra estancia, ahora habitación con baño y armarios empotrados, que puede ser también zona de trabajo. En esta planta sótano tenemos un office, con puerta independiente, donde está la lavadora y tendedero portátil. Tiene capacidad para 6 huéspedes pues ambas camas son de matrimonio y el sofá es un amplio sofá-cama, lo que lo hace ideal para familias y viajeros que buscan comodidad y flexibilidad, incluso para estancias largas. El inmueble cuenta con LICENCIA TURÍSTICA y CERTIFICADO DE IDONEIDAD para Vivienda de Uso Turístico (CIVUT).  Tiene aire acondicionado en las tres plantas y persianas automatizadas.  A escasos metros de la conocida y comercial Calle de Alcalá donde se puede encontrar todo tipo de negocio: hostelería, bancos, supermercados, gimnasios etc.. . y a 10 - 15 minutos de agradable paseo de la Plaza de Toros de las Ventas.",True,good,False,True,4261.0,True,False,False,False,[],False,False,375000.0,€,,,flat,"Quintana, Madrid","Piso en calle de Sambara, 44",,,Quintana,,,,
109005644,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/92/1e/1361529049.webp,23,2,240000.0,flat,sale,46.0,True,2,1,calle Prudencio Álvaro,Madrid,Madrid,Ciudad Lineal,es,40.439966,-3.6439607,False,https://www.idealista.com/inmueble/109005644/,"Oportunidad en el Barrio de Quintana. Piso de 2 habitaciones. Se vende acogedor piso de 46 m² construidos, ubicado en el barrio de Quintana, una zona tranquila y bien comunicada de Madrid. La vivienda cuenta con: •2 dormitorios, uno de ellos con armario empotrado. •1 baño completo. •Salón-comedor luminoso. •Cocina independiente, totalmente amueblada y equipada con electrodomésticos. •Suelos de tarima en las estancias principales y gres cerámico en zonas húmedas. •Carpintería exterior de aluminio tipo Climalit, que aporta aislamiento térmico y acústico. •Calefacción y agua caliente por gas natural. Comunicaciones inmejorables: A pocos minutos de las estaciones de metro Ciudad Lineal y Pueblo Nuevo (líneas 5 y 7), y varias líneas de autobús (38, 48, 70, 109, 146 y N5). Zona con todos los servicios: Muy cerca de la conocida calle Alcalá y Arturo Soria, con supermercados, comercios, colegios y todo tipo de servicios. También dispone de un Centro Deportivo en el Barrio de la Concepción y está a escasos minutos del precioso parque La Quinta de Los Molinos, ideal para pasear y disfrutar de la naturaleza. ¡Una excelente oportunidad para vivir o invertir en una de las zonas más consolidadas de Madrid! En Grupo Mejocasa, nos especializamos en ofrecer el mejor servicio inmobiliario en toda la Comunidad de Madrid. Con cuatro oficinas estratégicamente ubicadas en Chamberí-Centro, Ciudad Lineal-Salamanca, Hortaleza-Las Tablas y Canillejas-Vicálvaro, tenemos un amplio conocimiento del mercado y un alcance inigualable en la ciudad. Gracias a nuestro método de trabajo, brindamos un servicio integral que cubre todos los aspectos del proceso inmobiliario, garantizando que nuestros clientes tomen decisiones informadas y seguras. Confía en nosotros para encontrar la vivienda ideal o vender tu propiedad con las mejores condiciones.",False,good,False,False,5217.0,False,False,False,False,[],False,False,240000.0,€,,,flat,"Quintana, Madrid",Piso en calle Prudencio Álvaro,,93833,Quintana,,,,
109147560,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/36/df/1365688549.webp,34,,625000.0,chalet,sale,172.0,,3,3,UR ENCINAR EL,Madrid,El Escorial,Las Zorreras - Monte Encinar,es,40.620923,-4.0414781,False,https://www.idealista.com/inmueble/109147560/,"Inmobiliaria José Luis gestiona en exclusiva la venta de este chalet independiente seminuevo. Características: Parcela de terreno con encinas y pinos completamente vallada en piedra y cuyos muros que lindan al exterior de dos calles cuentan con cerramientos metálicos de gran altura.  Construcción: Edificado en una sola planta, sobre una parcela de más de 1.232 m², está distribuido en un amplio y luminoso salón-comedor con estufa de leña, dos ventanales y puerta con acceso a porche trasero.  Tres dormitorios, dos de ellos con armarios de dos puertas vestidos en su interior con baldas y cajoneras, el tercero y principal con gran vestidor repleto estantes, espejo, cajoneras y cuarto de baño con bañera de hidromasaje. Sensacional cocina con office, amueblada, muy luminosa al contar con 3 ventanas y puerta de acceso acristalada a porche trasero, además de acceso al bajo cubierta de la vivienda a través de una trampilla con escalera retráctil.  Segundo cuarto de baño con plato de ducha y aseo con acceso desde el distribuidor de la entrada. Toda la construcción, carpintería interior, cerramientos exteriores, cerámicas, etc, está realizada con materiales de primeras calidades. Calefacción y agua caliente sanitaria por caldera de gasóleo ubicada en un cuarto anexo a la vivienda. Aunque la urbanización El Encinar pertenece al término municipal de El Escorial, por su ubicación está más próximo a los servicios de Collado Villalba, con acceso cercano a la Nacional VI. Imprescindible cita previa para concertar visita.",False,good,False,,3634.0,True,False,False,False,[],False,False,625000.0,€,,,chalet,"Las Zorreras - Monte Encinar, El Escorial",Casa independiente en Ur Encinar El,independantHouse,383,,,,,
109041993,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/38/ae/1362466089.webp,49,bj,335000.0,flat,sale,139.0,True,4,2,Parque de la Coruña - Las Suertes,Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,40.6227885,-4.0134855,False,https://www.idealista.com/inmueble/109041993/,"ESTE PISO ES ESPECIAL PORQUE:  Es un piso muy amplio y luminoso, distribuido en una sola planta, bastante grande con una ubicación muy buena, con unas zonas comunes como pocas urbanizaciones.    DISTRIBUCCIÓN:  Entrando encontramos un pequeño hall, con dos puertas de acceso, una nos llevaría al salóncomedor y la otra a la cocina. Si entráramos por la cocina nos encontraríamos un office bastante amplio con la cocina alargada y una terraza tendedero muy práctica. Volviendo tenemos una puerta que nos llevaría a un pasillo donde se encuentran las habitaciones, un baño completo que da servicio a las estas y la habitación principal con baño dentro, en suite.  Todas las habitaciones tienen armarios empotrados.  El suelo es de tarima. Y las ventanas son dobles de aluminio.    ES IMPORTANTE SABER QUE:  Es un piso muy céntrico, que forma parte de una urbanización privada que cuenta con:  Piscina comunitaria, zonas verdes y jardines bien cuidados, zona infantil de juegos, pista de tenis, mesas de ping pong, cancha de baloncesto y de fútbol.  También es importante destacar que cuenta con una plaza de garaje.    COMUNICACIONES:  Nada más salir del portal a 50 metros tenemos la parada de autobús con autobuses al centro de salud, estación de Renfe, etc.    COMERCIOS Y SERVICIOS:  Enfrente de la casa encontramos supermercado Ahorramás y DÍA. El centro del pueblo lo tendríamos caminando a 10 minutos.  El centro de salud también estaría cerca.  El hospital de Villalba en coche a 10 minutos.    COLEGIOS E INSTITUTOS:  Caminando a cinco minutos está el colegio público y enfrente el Instituto que también es Escuela oficial de idiomas.",True,good,False,True,2410.0,False,False,False,False,[],False,False,335000.0,€,True,True,flat,"Parque de la Coruña - Las Suertes, Collado Villalba",Piso,,07941,,,,,
108536589,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/62/4a/1350663766.webp,30,5,345000.0,flat,sale,88.0,True,3,2,Barrio Santa Eugenia,Madrid,Madrid,Villa de Vallecas,es,40.3821469,-3.6068993,False,https://www.idealista.com/inmueble/108536589/,"Inmobiliaria Santa Eugenia VOhome Vende Piso de orientación suroeste en el barrio de Santa Eugenia. Se compone de 3 dormitorios con armarios empotrados, salón con acceso a terraza exterior, cocina, tendedero, baño completo con bañera y aseo. Cuenta con aire acondicionado en el salón, calefacción individual y plaza de garaje opcional, no incluida en el precio. Esta vivienda se encuentra Situada en el barrio de Santa Eugenia, el cual fue concebido en sus orígenes como una urbanización privada llamada ciudad residencial Santa Eugenia, de ahí que esté rodeado de infinidad de zonas verdes tanto dentro como en sus alrededores, cuenta con un mínimo de 113 especies de árboles y más de 100 especies de arbustos catalogados, esto ha dado lugar a que se haya aprobado el proyecto JARDÍN BOTÁNICO URBANO. Dotado de guarderías y buenos centros educativos tanto de enseñanza primaria como secundaria y posterior, galerías de alimentación de las de toda la vida, comercios de barrio, centro de salud, etc.. . A escasos 10 minutos en coche encontramos El Centro Comercial ""La Gavia. Allí se pueden encontrar más de 60.000 m2 destinados a comercios y restauración, 10.000 para el supermercado Carrefour, 20.000 para Ikea y más de 5.000 plazas de garaje de aparcamiento gratuito. Por su ubicación tiene una excelente comunicación con paradas de autobuses urbanos: Línea 58 - Puente de Vallecas. Línea 145 - Conde Casal / Ensanche de Vallecas (C. C. La Gavia a 10 min). Línea 63 - Felipe II (Goya). La estación de Renfe Santa Eugenia está situada a 6 minutos caminando de la vivienda (líneas C2, C7 y C8), Atocha y Sol en 15 min y acceso inmediato a la A3. Financiación hasta 100% (según condiciones). Servicio de asesoramiento gratuito. Visítenos sin compromiso. Calle Castrillo de Aza, 14, LOCAL 7, 28031 Madrid Telf. : *En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales / Notaría - Gestoría / Registro / Intermediación inmobiliaria y / o Financiera).",True,good,False,True,3920.0,True,False,True,False,[],False,False,345000.0,€,,,flat,"Santa Eugenia, Madrid",Piso,,1301857,Santa Eugenia,,,,
105500499,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/84/cb/1337205353.webp,69,,7575000.0,chalet,sale,1100.0,,6,5,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,40.5137355,-3.618983,False,https://www.idealista.com/inmueble/105500499/,"Vivienda de autor, localizada en una de las principales arterias de La Moraleja, con entrada por un tranquilo fondo de saco. Se encuentra construida en una parcela de 3200m2 que es única, por disponer de un manantial de agua permanente, disfrutar de construcciones históricas y tener impactantes vistas sobre el campo de golf, con el que linda a lo largo de 150 m lineales. Esa masa verde, de aproximadamente 5 hectáreas, participa como una extensión natural del jardín. La vivienda, proyectada por el prestigioso arquitecto Javier Carvajal, tiene un diseño atemporal y vanguardista. Incluida en distintos libros que recogen las obras arquitectónicas más representativas del siglo XX, esta vivienda ha sido totalmente reformada en 2020 (*). Con una superficie aproximada de 1.200 m2, todas sus estancias son muy luminosas, por estar orientadas a mediodía, siendo sus vistas al campo de golf. La vivienda cuenta con dos salones con ambientes distintos y dos chimeneas, cuarto de estar, comedor interior circular con patio, y sala de cine para 14 personas. La zona de descanso dispone de 4 dormitorios - dos de ellos en suite y de 63 m2 y 58 m2  4 baños, y un apartamento de servicio con 2 dormitorios, totalmente independiente. En el jardín, muy consolidado, existe otro comedor de verano (con horno de leña y barbacoa profesionales), un acogedor chill-out, un aseo/vestuario, una bodega/sala de juegos y un despacho. La piscina, dotada de cascada y jacuzzi de obra, se integra perfectamente con las singulares construcciones antiguas que existen en esta parcela - una gruta y un torreón de vigilancia del siglo XVIII - toda vez que respeta el espíritu de la zona, cuando fue abrevadero de ganado y de reses. A la misma parcela llega por una galería de ladrillo de tejar, un manantial permanente de agua que en su día dio servicio al Palacio de La Moraleja y que ha dado nombre a la calle Camino de la Fuente.  *La reforma llevada a cabo a lo largo de todo el 2020 ha consistido en la ampliación de la vivienda, nueva distribución, sustitución de toda la electricidad, nueva iluminación, interior y decorativa del jardín, punto de recarga de coches eléctricos, nueva carpintería y puertas, nueva fontanería, nuevos cuartos de baño, nueva sala de cine, pintura de todos los paramentos, nuevo chill-out, nueva piscina, nuevo vestuario, nuevos muros y vallados exteriores, nuevo sistema integral de seguridad, etc.  Resumen:  - Gran hall con vistas al golf y aseo para invitados.  - Dos amplios salones a doble altura, con varios ambientes.  - Gran comedor circular.  - Amplia cocina con comedor de diario, cuarto de plancha y zona de lavado.  - Dormitorio principal de 63 m2 con estar, vestidor, baño y terraza.  - Dormitorio de 58 m2, con estar, baño en suite y vistas al golf y la cascada.  - Dos dormitorios con acceso al exterior. Un baño.  - Despacho independiente.  - Sala de cine para 14 personas.  - Apartamento servicio: dos dormitorios y baño.  - Parking cubierto dos coches y descubierto para seis más.  - Cargador coche eléctrico.  - Sistema de seguridad.  - Bodega / barbacoa exterior / zona chill out acristalada.  - Piscina con jacuzzi y cascada.  - Magnífico jardín consolidado.",False,good,False,,6886.0,True,False,False,False,[],False,False,7575000.0,€,True,True,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente,independantHouse,1171,,,,,
109081356,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/0e/b0/1363833551.webp,26,2,455000.0,flat,sale,112.0,True,3,2,calle de Eduardo Marquina,Madrid,Madrid,Carabanchel,es,40.3940525,-3.7110416,False,https://www.idealista.com/inmueble/109081356/,"Precioso piso de 112 metros listo para entrar. Precio negociable. Sin comisión de agencia para el comprador. La vivienda tiene tres dormitorios con armarios empotrados completamente forrados y con cajoneras. Dos cuartos de baños reformados uno con bañera y otro con ducha. Cocina grande con zona para comer. El comedor amplio soleado por la mañana. todos los acabados son de primera calidad. Tiene un pequeño trastero y armario para almacenaje en el pasillo. La calefacción y agua caliente individual de gas. Aire acondicionado en comedor dormitorio principal y pasillo que enfría toda la vivienda. El piso se vende con garaje opcional por 35.000€. El garaje no esta situado en el edificio. Se encuentra en una calle cercana. Marques de Vadillo esta apenas cinco minutos andando. En la calle Antonio López pasan autobuses como el 23 o el n 15 que comunican con Cibeles y Plaza Mayor en apenas 15 minutos. Por la calle Antonio Leyva pasa la línea 116 que le lleva a Embajadores. Están construyendo a 2 minutos andando la estación de metro de Comillas L11. Tiene escuelas infantiles colegios e institutos a pocos metros del portal. El centro de salud al final de la calle. Supermercados como Ahorramas, Supersol y lidl. El centro comercial Madrid Rio 2 esta a 18 minutos andando. También esta muy cercano el parque Madrid Rio que permite rutas andando o en bicicleta por sus casi 24 km de longitud. En esta zona existe un gran número de cafeterías y restaurantes.",False,good,False,True,4063.0,True,False,False,False,[],False,False,455000.0,€,True,False,flat,"Comillas, Madrid",Piso en calle de Eduardo Marquina,,marquina,Comillas,,,,35000.0
109151662,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/fc/d2/25/1366031377.webp,34,,500000.0,chalet,sale,211.0,,4,2,camino de Salomón,Madrid,Fuente el Saz de Jarama,,es,40.6206621,-3.5369778,False,https://www.idealista.com/inmueble/109151662/,"Parcela de clase rústica en el término municipal de Fuente el Saz, con uso agrario de 14.763m2, dentro de esta finca existen varias edificaciones inscritas tanto en el Catastro como en el Registro de la propiedad. Zona muy tranquila, rodeada de naturaleza, cerca del pueblo y de todos los servicios. Muy buena comunicación, cerca de la A1, R2 y M-50, con transporte público con líneas de autobuses directos a Madrid.  Casa principal de planta baja dividida en vestíbulo de entrada, salón-comedor con salida a la terraza, cocina, cuatro habitaciones y dos cuartos de baño completos con una extensión superficial de 106 m2, todo exterior con mucha luz. Otra casa dividida en diferentes habitaciones, con una extensión de 70m2. Cuenta con dos chimeneas de leña a parte de sistema de calefacción eléctrica por radiadores, aire acondicionado por split, tiene pozo para su suministro de agua. Zona de terrazas muy agradable con una gran piscina para su disfrute. Además cuenta con garaje y diferentes zonas de aparcamiento.",False,good,False,,2370.0,False,False,False,False,[],False,False,500000.0,€,True,True,chalet,Fuente el Saz de Jarama,Casa independiente en camino de Salomón,independantHouse,2019445,,,,,
108927332,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/42/21/1359187641.webp,20,2,705000.0,flat,sale,137.0,True,3,3,Barrio Casa de Campo,Madrid,Madrid,Moncloa,es,40.4341414,-3.7326976,False,https://www.idealista.com/inmueble/108927332/,"Lucas Fox presenta este piso PARA REFORMAR con mucho potencial en la prestigiosa avenida de Valladolid, en el cotizado distrito de Moncloa-Aravaca. Se trata de un piso a renovar con un gran potencial de reforma, ideal para personalizar a tu gusto en una de las zonas más verdes y demandadas de Madrid. Por este motivo, es una gran oportunidad de inversión. La propiedad cuenta con una superficie muy bien distribuida, que incluye dos dormitorios exteriores con buena luminosidad, un baño completo y una amplia cocina independiente con espacio para office. Además, dispone de un amplio y luminoso salón comedor con acceso directo a dos terrazas, una de ellas orientada hacia el parque del Oeste, donde tendrás unas vistas despejadas y un entorno natural inigualable. Se sitúa en una urbanización privada con zonas ajardinadas comunes. La finca dispone de ascensor, servicio de portería y un entorno muy cuidado que ofrece tranquilidad y calidad de vida a escasos minutos del centro. Una vivienda con mucho potencial, perfecta tanto como residencia habitual como para inversores, gracias a su ubicación estratégica, excelentes comunicaciones (metro, Cercanías, M-30 y A-6) y proximidad a espacios emblemáticos como Príncipe Pío, el Templo de Debod o la Casa de Campo.  Un alto porcentaje de los inmuebles que tenemos en esta zona solo están publicados en nuestra web. Para ver toda nuestra cartera, visite nuestra web.",False,renew,False,True,5146.0,False,False,False,False,[],False,False,705000.0,€,,,flat,"Casa de Campo, Madrid",Piso,,MAD62142,Casa de Campo,,,,
108904926,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/0b/82/1d/1366147481.webp,12,3,339000.0,flat,sale,80.0,False,3,1,calle Joaquín Martín,Madrid,Madrid,Carabanchel,es,40.3941007,-3.7213003,False,https://www.idealista.com/inmueble/108904926/,"¡Oportunidad única en el distrito de Carabanchel! Este luminoso piso, totalmente amueblado y equipado, se encuentra en Calle Joaquín Martín, en una tercera planta con ascensor, y es ideal tanto como inversión rentable (por su alta demanda en alquiler ) como para quienes buscan una vivienda tranquila y bien comunicada en Madrid. Dispone de tres habitaciones, dos de ellas amplias y una individual, todas con mobiliario funcional y en buen estado. Una de las habitaciones cuenta además con una terraza privada, perfecta para disfrutar del aire libre. El piso es interior pero muy luminoso, con orientación norte-sur que garantiza luz natural a lo largo del día. Está equipado con cocina independiente con todos los electrodomésticos, baño completo, y aire acondicionado, por lo que no necesita reforma para entrar a vivir o alquilarlo de inmediato. Ubicado a tan solo 5 minutos a pie del metro Urgel (Línea 5), ofrece excelentes conexiones con el centro de Madrid (Sol, Gran Vía, Atocha.. . ) en 15-25 minutos. La zona dispone de todos los servicios necesarios: supermercados, farmacias, colegios, zonas verdes y líneas de autobús.",True,good,False,True,4238.0,True,False,False,False,[],False,False,339000.0,€,,,flat,"Opañel, Madrid",Piso en calle Joaquín Martín,,,Opañel,349000.0,10000.0,3.0,
