propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108367536,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/40/93/1341998051.webp,206 B V-12,12,570000.0,chalet,sale,168.0,3,3,"calle Denébola, 204",Madrid,Móstoles,Sur,es,40.3110036,-3.8517175,True,https://www.idealista.com/obra-nueva/108367536/,"¡OBRAS INICIADAS! ¡ENTREGA ANTES DE DICIEMBRE DE 2026!  *Descubre Villa 2 en Móstoles: Tu Nuevo Hogar Exclusivo* Presentamos 17 chalets de obra nueva, distribuidos en dos parcelas, con opción de solárium, ubicados en Móstoles, una de las localidades más atractivas de Madrid. Villa 2 ofrece chalets exclusivos diseñados para maximizar la luz natural, con jardín privado y un amplio solárium que proporciona un espacio adicional versátil y acogedor. Nos centramos en la calidad de cada proyecto, cuidando cada detalle para que disfrutes de un hogar confortable, eficiente y adaptado a las necesidades actuales. *Sostenibilidad y Confort Asegurados* Nuestro compromiso con la sostenibilidad se refleja en soluciones constructivas que reducen las emisiones y el consumo energético. Gracias a una envolvente de edificio optimizada, alto aislamiento térmico, sistema de aerotermia con suelo radiante-refrescante, carpintería exterior de calidad, doble acristalamiento, sistema de ventilación mecánica y placas fotovoltaicas, estas viviendas alcanzan estándares de consumo casi nulo, garantizando el máximo confort. *Diseño de Vanguardia y Personalización* Disfruta de un diseño de vanguardia con acabados de primeras marcas y cocinas amuebladas. Nuestro proyecto es moderno y te permitirá elegir entre diversas opciones sin coste adicional, para que puedas personalizar tu vivienda y hacerla realmente tuya. La entrega de las viviendas está prevista para el cuarto trimestre del año 2026. Si necesitas ayuda para vender tu vivienda de segunda mano, te ofrecemos asesoramiento en la gestión de compraventa. No dejes escapar esta oportunidad única de adquirir uno de estos exclusivos chalets de obra nueva en Villa 2 Móstoles. En Grupo Bafre, te lo ponemos fácil.",False,newdevelopment,True,False,3393.0,True,False,False,False,[],False,False,570000.0,€,True,True,chalet,semidetachedHouse,"Sur, Móstoles","Chalet pareado en calle Denébola, 204",,,,,,,,
108316533,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/e5/e4/1340481839.webp,W-02ZFMK,33,630000.0,chalet,sale,175.0,3,2,Cerceda,Madrid,Cerceda,,es,40.7009959,-3.9439752,False,https://www.idealista.com/inmueble/108316533/,"Chalet individual en una planta en Cerceda Les presentamos esta magnífica vivienda unifamiliar cuidadosamente diseñada para ofrecer una experiencia de habitabilidad cómoda, práctica y acogedora. Su distribución se articula de manera eficiente en una sola planta, facilitando el día a día y promoviendo una fluida conexión entre los distintos espacios. Al acceder a la vivienda, nos recibe un amplio y luminoso vestíbulo de entrada que actúa como distribuidor principal, aportando privacidad a las estancias interiores. Desde aquí se accede directamente a la zona de día, compuesta por una moderna cocina, totalmente equipada, Este espacio de convivencia, disfruta de abundante luz natural gracias a sus grandes ventanales y salida directa al exterior, ideal para disfrutar de comidas al aire libre, reuniones sociales o simplemente relajarse en un entorno tranquilo. La zona de noche está estratégicamente separada para garantizar el descanso. El dormitorio principal, espacioso y luminoso, cuenta con un elegante baño en suite y un práctico vestidor, creando una atmósfera de confort y privacidad. Completan esta zona dos dormitorios mas, perfectos para familiares, invitados o incluso despacho, que comparten un baño completo de uso común, equipado con materiales de calidad. El garaje, completamente integrado en el volumen de la edificación, se ubica en la parte central de la fachada principal y desempeña un papel clave en la organización del conjunto. Desde su interior se accede a la vivienda y consta de puerta de acceso automatica.Frente a la puerta del garaje se ha dispuesto una segunda plaza de aparcamiento exterior, lo que proporciona una solución cómoda y práctica para familias con más de un vehículo. Esta vivienda tiene suelo radiante en toda la casa, aerotermia, paredes lisas, puertas lacadas blancas, armarios empotrados y esta en excelente estado. Exteriores muy bien cuidados con piscina salina. Cerceda es una localidad situada en la vertiente norte de la Comunidad de Madrid, perteneciente al municipio de El Boalo-Cerceda-Mataelpino. Ubicada a una altitud de 900 metros sobre el nivel del mar, se encuentra en plena Sierra de Guadarrama, a aproximadamente 52 kilómetros de la capital. Este enclave ofrece un entorno natural privilegiado, ideal para quienes buscan calidad de vida en un entorno rural con buenas conexiones a Madrid. Situada en el Parque Nacional de la Sierra de Guadarrama y el Parque Regional de la Cuenca Alta del Manzanares, Cerceda ofrece un entorno natural excepcional. Su economía se basa principalmente en el sector servicios, con presencia de actividades ganaderas y de cantería. La combinación de naturaleza, servicios y proximidad a Madrid hace de Cerceda un lugar atractivo para residir.",True,good,False,,3600.0,True,False,True,False,[],False,False,630000.0,€,True,True,chalet,independantHouse,Cerceda,Casa independiente,,,,,,,,
108530385,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/6e/b8/1366883578.webp,25,12,727000.0,chalet,sale,284.0,3,3,"calle Manuel Azaña, 125",Madrid,Rivas-Vaciamadrid,Rivas Futura,es,40.3428884,-3.5160003,True,https://www.idealista.com/obra-nueva/108530385/,"ULTIMA VIVIENDA DISPONIBLE!  Promoción de 45 viviendas unifamiliares, situada en la zona de Rivas Futura, cerca del Auditorio.  La promoción se encuentra en su última fase de ejecución de obras.  Esta vivienda se ha quedado disponible en la promoción, así que aprovecha la ocasión de reservarla. Calificación energética A, muy buenas calidades. Con sótano, y con buhardilla, planta baja y primera, además de amplio jardín y terraza accesible desde cocina y salón. Cocina especial equipada con los mejores materiales y electrodomésticos. Entrega próxima, a finales de este año 2025.  Te podemos atender en persona en la oficina comercial de Rivas, o por videollamada o por teléfono.",False,newdevelopment,True,False,2560.0,True,False,False,False,[],False,False,727000.0,€,True,True,chalet,semidetachedHouse,"Rivas Futura, Rivas-Vaciamadrid","Chalet pareado en calle Manuel Azaña, 125",,,,,,,,
108397792,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/de/c4/1342996683.webp,CM-426407-J,37,1900000.0,flat,sale,270.0,6,3,Barrio Trafalgar,Madrid,Madrid,Chamberí,es,40.4295267,-3.6987591,False,https://www.idealista.com/inmueble/108397792/,"Única inmobiliaria pone a su disposición magnífico piso exterior para reformar en una de las mejores calles del barrio de Trafalgar, pegado casi al barrio de Almagro. El inmueble se ubica en una primera planta exterior con bastante altura y doble orientación norte y oeste ya que hace esquina el edificio. En cuanto a su distribución, se trata de mas de 270 metros cuadrados que actualmente dan cabida a 6 dormitorios y 3 baños, zona de salón comedor y cocina independiente. Destacar sus techos de 3 metros, aire acondicionado por conducto y calefacción central. Con respecto a la finca, de los años 50, dispone de ascensor, portero físico y la ITE favorable. Esta propiedad es una oportunidad excepcional para vivir en una zona apacible de Chamberí, con espacios luminosos y todas las comodidades para disfrutar del hogar. No te pierdas la oportunidad de visitar esta vivienda. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro.",False,good,False,,7037.0,True,False,False,False,[],False,False,1900000.0,€,True,True,flat,,"Trafalgar, Madrid",Piso,1,True,Trafalgar,True,,,,
107674256,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/1d/9e/1320693131.webp,V-2,16,935000.0,chalet,sale,317.0,5,4,"carretera Galapagar, 9",Madrid,Torrelodones,Colonia,es,40.5760409,-3.9571451,True,https://www.idealista.com/obra-nueva/107674256/,"Tu nuevo hogar en Torrelodones – Única vivienda disponible con entrega inmediata  Imagina vivir en un espacio pensado para ti, donde el diseño y la eficiencia se dan la mano, y cada rincón invita a disfrutar del hogar. En la Carretera de Galapagar, 9 (Torrelodones), te espera la única vivienda disponible de esta promoción exclusiva: una casa unifamiliar de obra nueva, ya finalizada y lista para recibirte en abril de 2025.  Ubicada en una de las zonas más privilegiadas del noroeste de Madrid, esta vivienda ofrece un entorno residencial sereno, bien comunicado y con todos los servicios al alcance. Aquí, la vida fluye a otro ritmo.  Un hogar que respira amplitud y luz.  Desde el primer paso en la planta principal, sentirá la armonía entre interior y exterior. El salón-comedor, bañado por la luz natural que entra a través de amplios ventanales, se abre a una terraza perfecta para comidas al aire libre o momentos de relax. La cocina, abierta e integrada, está equipada con electrodomésticos SMEG de alta gama, combinando estilo y funcionalidad. En esta misma planta encontrarás un dormitorio versátil —ideal como despacho, cuarto de juegos o habitación de invitados— y un baño completo.  Privacidad y descanso en la planta superior  La zona de noche se encuentra en la planta primera. El dormitorio principal, con baño en suite, armarios empotrados y una terraza privada con vistas despejadas, se convierte en tu refugio personal. Un segundo dormitorio con baño privado ofrece independencia y comodidad, mientras que los dos dormitorios adicionales —luminosos y versátiles— comparten un baño completo y se adaptan a cualquier necesidad familiar o profesional. Todo con una distribución cuidada que garantiza fluidez y comodidad.  Más espacio para ti, para tus hobbies, para vivir más  La planta sótano te brinda posibilidades infinitas: una zona diáfana para convertir en gimnasio, bodega, cine o lo que imaginas. Además, cuenta con un trastero y lavadero independientes. Desde aquí accedes directamente al jardín, donde te espera una piscina privada climatizada de cloración salina. Un lugar para refrescarte en verano, nadar en invierno o simplemente desconectar.  Un hogar eficiente y sostenible  Este hogar ha sido diseñado con criterios de sostenibilidad que se traducen en bienestar y ahorro:  - Sistema de aerotermia para calefacción, refrigeración y agua caliente. - Suelo radiante y refrescante en todas las estancias. - Paneles solares fotovoltaicos para autoconsumo. - Ventanas con doble acristalamiento y persianas motorizadas para un aislamiento térmico y acústico óptimo.   Torrelodones: calidad de vida a un paso de Madrid.",False,newdevelopment,True,True,2950.0,True,False,False,False,[],False,False,935000.0,€,True,True,chalet,independantHouse,"Colonia, Torrelodones","Casa independiente en carretera Galapagar, 9",,,,,,,,
108367463,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/e0/05/1341998080.webp,206 B V-3,12,560000.0,chalet,sale,138.0,3,3,"calle Denébola, 204",Madrid,Móstoles,Sur,es,40.3110036,-3.8517175,True,https://www.idealista.com/obra-nueva/108367463/,"¡OBRAS INICIADAS! ¡ENTREGA ANTES DE DICIEMBRE DE 2026!  *Descubre Villa 2 en Móstoles: Tu Nuevo Hogar Exclusivo* Presentamos 17 chalets de obra nueva, distribuidos en dos parcelas, con opción de solárium, ubicados en Móstoles, una de las localidades más atractivas de Madrid. Villa 2 ofrece chalets exclusivos diseñados para maximizar la luz natural, con jardín privado y un amplio solárium que proporciona un espacio adicional versátil y acogedor. Nos centramos en la calidad de cada proyecto, cuidando cada detalle para que disfrutes de un hogar confortable, eficiente y adaptado a las necesidades actuales. *Sostenibilidad y Confort Asegurados* Nuestro compromiso con la sostenibilidad se refleja en soluciones constructivas que reducen las emisiones y el consumo energético. Gracias a una envolvente de edificio optimizada, alto aislamiento térmico, sistema de aerotermia con suelo radiante-refrescante, carpintería exterior de calidad, doble acristalamiento, sistema de ventilación mecánica y placas fotovoltaicas, estas viviendas alcanzan estándares de consumo casi nulo, garantizando el máximo confort. *Diseño de Vanguardia y Personalización* Disfruta de un diseño de vanguardia con acabados de primeras marcas y cocinas amuebladas. Nuestro proyecto es moderno y te permitirá elegir entre diversas opciones sin coste adicional, para que puedas personalizar tu vivienda y hacerla realmente tuya. La entrega de las viviendas está prevista para el cuarto trimestre del año 2026. Si necesitas ayuda para vender tu vivienda de segunda mano, te ofrecemos asesoramiento en la gestión de compraventa. No dejes escapar esta oportunidad única de adquirir uno de estos exclusivos chalets de obra nueva en Villa 2 Móstoles. En Grupo Bafre, te lo ponemos fácil.",False,newdevelopment,True,False,4058.0,True,False,False,False,[],False,False,560000.0,€,True,True,chalet,terracedHouse,"Sur, Móstoles","Chalet adosado en calle Denébola, 204",,,,,,,,
108048744,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/d5/02/1332294707.webp,BAJO B,4,277000.0,flat,sale,60.0,1,1,"camino de Perales, 26",Madrid,Madrid,Usera,es,40.3812117,-3.6922337,True,https://www.idealista.com/obra-nueva/108048744/,"Residencial Manzanares Park View El Registro de Demandantes de Vivienda y Suelo de CONCOVI (Confederación de Cooperativas de Vivienda y Rehabilitación de España) presenta el futuro “Residencial Manzanares Park View”. Se trata de una oportunidad única en el distrito de Usera, situada en un entorno estratégico en el sur de Madrid, a orillas del río Manzanares, en un paisaje urbano en plena transformación y desarrollo, rodeado de importantes zonas verdes, destacando entre otros el Parque de Madrid Rio y Pradolongo, que ofrecen amplias zonas de recreo y deporte para sus residentes. Este Residencial, se ubicará en la calle Camino de Perales 26, Madrid y contará con 16 exclusivas viviendas de 1, 2 y 3 dormitorios, bajo con jardín y 2 áticos, en urbanización privada con zona común y piscina. El Residencial cuenta además con 27 plazas de garaje y 16 trasteros, en el sótano del edificio. Según palabras del arquitecto redactor, el “Residencial Manzanares Park View”, nace de la necesidad de crear un espacio que refleje armonía y funcionalidad en cada rincón. Inspirados en la belleza natural y la simplicidad de las formas orgánicas, hemos diseñado un entorno que no solo respeta su contexto, sino que también enriquece la experiencia de sus ocupantes. El concepto arquitectónico se basa en la integración de los elementos naturales y la arquitectura moderna. La estructura se compone de líneas limpias y abiertas, que permiten una conexión fluida entre los espacios interiores y exteriores. La iluminación natural juega un papel fundamental, creando ambientes cálidos y acogedores. Manzanares Park View está inspirado en la serenidad y la majestuosidad de los paisajes naturales, la idea es atraer la calma y la belleza del exterior hacia el interior, generando un refugio que promueva la tranquilidad y el bienestar. Los colores, materiales y texturas han sido cuidadosamente seleccionados para evocar la pureza y la simplicidad de la naturaleza. Además, hemos incorporado elementos que recuerdan la tradición artesanal, creando una fusión entre lo contemporáneo y lo tradicional. En conclusión, nuestro proyecto arquitectónico representa una convergencia única de naturaleza y modernidad, sostenibilidad y funcionalidad. Cada detalle ha sido diseñado para ofrecer una experiencia que sea a la vez estética y práctica, inspirada en la serenidad de la naturaleza y guiada por una profunda conciencia ambiental.",False,newdevelopment,True,False,4617.0,True,False,False,False,[],False,False,277000.0,€,True,True,flat,,"12 de Octubre-Orcasur, Madrid","Piso en camino de Perales, 26",bj,True,12 de Octubre-Orcasur,True,,,,
106633330,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/73/3b/1132090811.webp,ESC 1 1ºA,17,453000.0,flat,sale,89.0,2,1,"calle Vazquez de Mella, 11",Madrid,Madrid,Ciudad Lineal,es,40.4360473,-3.6395842,True,https://www.idealista.com/obra-nueva/106633330/,"Última vivienda disponible Vázquez de Mella es un nuevo proyecto residencial que consta de 14 viviendas distribuidas en BAJOS, PRIMEROS, SEGUNDOS y ÁTICOS, además de contar con los mejores acabados y equipamientos, tanto en sus ZONAS COMUNES AJARDINADAS que incluyen PISCINA, como en el interior de las viviendas. Así, resulta en una combinación exclusiva de piscina y zona ajardinada en el Distrito de CIUDAD LINEAL. El proyecto incluye una gama de viviendas de 1, 2 y 3 habitaciones con superficies construidas totales que oscilan entre los 70 y los 120 Mz, la promoción cuenta con plazas de garaje y trastero, no incluidos en el precio de las viviendas. Se encuentra ubicado en una situación privilegiada de la metrópoli, rodeado de la Plaza de Toros de las Ventas, el cruce de la calle Alcalá con Arturo Soria, el acceso a la M-30 y el Centro Comercial Alcalá Norte. Con un diseño extraordinario y gracias a la presencia de innovadores componentes como los PANELES SOLARES, el sistema de CALEFACCIÓN POR AEROTERMIA y suelo radiante/refrigerante. El aislamiento tanto de la fachada tipo SATE, como de los ventanales con rotura de puente térmico y cristal doble tipo Climalit, hacen del edificio un lugar atractivo visualmente, a la par que eficiente energéticamente, pues el proyecto contará con el CERTIFICADO ENERGÉTICO A.    Cada vivienda cuenta con un trastero incluido en el precio.  Conoce VdM, el nuevo proyecto residencial que perdurará en el tiempo como un ejemplo de innovación y regeneración urbana. Combinación exclusiva de piscina y zona ajardinada al alcance de tu mano.",False,newdevelopment,True,False,5090.0,False,False,False,False,[],False,False,453000.0,€,,,flat,,"Pueblo Nuevo, Madrid","Piso en calle Vazquez de Mella, 11",1,True,Pueblo Nuevo,True,,,,
105274295,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/b4/48/1247127953.webp,cm-426133,24,889000.0,flat,sale,117.0,3,3,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,40.4238948,-3.7043554,False,https://www.idealista.com/inmueble/105274295/,"UNICA Inmobiliaria presenta impresionante piso exterior de 117 m² en el corazón de Malasaña, Madrid. Este magnífico inmueble reformado íntegramente, ofreciendo una luminosidad excepcional y un diseño moderno que maximiza cada uno de sus espacios.  La vivienda se distribuye en espaciosa área de comedor y salón, con cocina abierta completamente equipada, amplio dormitorio en suite con vestidor y acceso a balcón, proporcionando un espacio íntimo y relajante. Dos dormitorios dobles con armarios empotrados; uno de ellos también en suite. Situado en un edificio clásico del emblemático barrio de Malasaña, este piso combina el encanto tradicional con todas las comodidades.  Privilegiada ubicación en una de las zonas más vibrantes de Madrid, el barrio de Malasaña conocido por su ambiente bohemio, sus cafés y bares, tiendas de diseño y una vida cultural rica y diversa, ofreciendo una experiencia autentica en el corazón de la ciudad.  En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,good,False,,7598.0,True,False,False,False,[],False,False,889000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso,2,True,Malasaña-Universidad,True,,,,
109216604,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/30/28/1367732999.webp,PIS0467,3,196000.0,flat,sale,135.0,3,2,Campo Real,Madrid,Campo Real,,es,40.3405814,-3.3802957,False,https://www.idealista.com/inmueble/109216604/,"Piso reformado con garaje y trastero en Campo Real Se vende amplio y luminoso piso de 100 m², ubicado en una tranquila zona de Campo Real, a tan solo unos minutos a pie del centro y rodeado de todos los servicios esenciales: supermercados, colegios, transporte y comercios. Situado en una segunda planta (sin ascensor), el inmueble destaca por su excelente distribución: 3 dormitorios con buena iluminación natural. 2 baños (uno en suite) y el de servicio se utiliza como cuarto de lavandería con opción de volver a instalar la ducha. Cocina independiente con tendedero, amplia y cómoda para el día a día. Salón-comedor espacioso, perfecto para reuniones familiares y momentos de relax. La vivienda cuenta con gas natural, lo que garantiza un mayor confort y eficiencia energética. Construida en 2005, ha sido reformada recientemente, presentando un estado impecable y lista para entrar a vivir. Además, dispone de una plaza de garaje en el mismo edificio y un trastero de gran capacidad, ideales para mayor comodidad y almacenamiento. En resumen, una gran oportunidad para quienes buscan espacio, confort y ubicación privilegiada en Campo Real. [IW].",False,good,False,,1452.0,False,False,False,False,[],False,False,196000.0,€,True,True,flat,,Campo Real,Piso,2,True,,False,,,,
