propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108081383,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/e1/9b/1333247134.webp,PB C,23,385000.0,flat,sale,76.0,2,2,Juan Marichal s/n,Madrid,Alcalá de Henares,La Garena,es,40.4785912,-3.3946399,True,https://www.idealista.com/obra-nueva/108081383/,"“Próximo inicio de obras” PRECOMERCIALIZACION FASE I Y FASE II- Residencial NAO, una magnifica promoción de 136 viviendas de 2 y 3 dormitorios en Ciudad Garena 10 con plaza de garaje, trastero, piscina y amplias zonas comunes. Además de las viviendas tipo, las plantas bajas disponen de una terraza adicional ultimas plantas tipo dúplex con amplias terrazas. A destacar, sus grandes ventanales que aportan luminosidad a sus estancias, así como una distribución del espacio muy cuidada junto con la elección de materiales y acabados hace que Residencial Nao tenga lo necesario para que la conviertas en tu hogar. Además con aerotermia con suelo radiante refrescante para un óptimo confort. Como cada detalle es importante, también podrás elegir entre diferentes acabados, calidades y materiales, así como opciones de mejoras para que puedas personalizar la vivienda a tu estilo. La Garena, un enclave privilegiado donde se combina la calidad de vida de Alcalá de Henares a 20 minutos de Madrid. “Ciudad Garena Diez” se encuentra frente a la estación de cercanías de La Garena y a tan solo a 5 minutos a pie del centro comercial “La Garena”, el Hipercor y el centro de salud. En su entorno se encuentran dos colegios que figuran entre los 100 mejores de España, concretamente el CEIP La Garena en el noveno puesto y el CEIP Antonio Mingote en el puesto 40. Dispone de una amplia oferta de servicios ocio, restaurantes, supermercados y deportes, destacando la ciudad deportiva “El Juncal”, uno de los mayores centros de Alcalá de Henares y el centro de negocios “Garena Plaza”, una zona en auge para nuevas implantaciones comerciales. Conectado al centro histórico mediante el carril bici de la Avenida de Madrid. Comunicación directa a principales vías de comunicación A-2 y R-2 y cuenta con variedad transporte público, urbano e interurbano. Zonas comunes: Ascensor, zona infantil, zona de esparcimiento al aire libre, zonas verdes, piscina de adultos e infantil.",False,newdevelopment,True,False,5066.0,True,False,False,False,[],False,False,385000.0,€,True,True,flat,,"La Garena, Alcalá de Henares",Piso en Juan Marichal s/n,bj,True,,True,,,,
106186007,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/45/34/1275135917.webp,06586,85,1400000.0,chalet,sale,868.0,8,6,Barrio Molino de la Hoz,Madrid,Las Rozas de Madrid,Molino de la Hoz,es,40.5423257,-3.9333504,False,https://www.idealista.com/inmueble/106186007/,"Les invitamos a conocer una de las mejores viviendas de Molino de la Hoz. Un gran chalet clásico de 860 m2 de vivienda, en una gran parcela de 2780 m2 con piscina, con un único vecino (pues el resto del espacio que rodea la parcela es zona verde no edificable), lo que asegura intimidad y confort. DISTRIBUCIÓN; La vivienda, grande en todas sus estancias, se organiza en 3 plantas y una buhardilla, siendo su distribución de la siguiente manera: - Planta baja (acceso principal): cuenta con una superficie útil de 200 m2 + 121 m2 de terraza. Consta de recibidor de entrada, dos salones, uno con chimenea y otro desde donde se accede a una galería utilizada ahora como despacho, dos comedores (uno de diario y otro de gala) con salida a la estupenda terraza donde tenemos unas vistas despejadas de la parcela y tanto de los montes de la urbanización como de la contigua urbanización del Golf. En esta planta también encontramos un aseo, una zona de estar, la cocina con despensa y dormitorio de servicio con baño en suite y el cuarto de calderas. - Planta primera: tiene una superficie útil de 117 m2 + dos terrazas de 9 y 5 m2 y acceso a una buhardillas de 36 m2 de superficie útil. La planta se distribuye fundamentalmente en 4 habitaciones y 3 baños. El dormitorio principal, amplio y luminoso, cuenta con gran vestidor y baño en suite y salida a la terraza de 9 m2. Hay otro dormitorio grande con salida a la terraza de 5 m2 y otros dos dormitorios dobles. Estos tres dormitorios comparten dos baños completos. Existe una gran zona de estar delante del dormitorio principal, desde donde sale una escalera de caracol para acceder a la buhardilla. Este espacio se distribuye en zona de estar y habitación en suite. - Planta semisótano: tiene una superficie útil de 186 m2 + 124 m2 de porches y 46 m2 de aparcamiento exterior techado. En esta planta nos encontramos con una zona de bar, una sala de estar con salida al jardín, una bodega, un garaje cubierto para dos coches, una habitación en suite, salas de almacenaje, de máquinas, instalaciones y taller. ES IMPORTANTE SABER: La planta semisótano es una planta exterior a la parcela dadas las caídas del terreno, lo que convierte la planta en una extensión completamente aprovechable y con luz natural. La calefacción es mediante caldera individual de propano, pero el depósito es comunitario de la urbanización, lo que ahorra costes de mantenimiento, así como de tener que ocuparse de revisiones o rellenados. La vivienda cuenta además con bombas de frío/calor en los dormitorios, despacho y buhardilla y de chimenea en el salón de la planta baja. En el jardín contamos con una gran piscina y de unos baños/vestuarios exteriores para dar servicio al jardín y la piscina. La urbanización cuenta con garita de entrada, seguridad 24h. COMUNICACIONES Y SERVICIOS Dentro de la propia urbanización de Molino de la Hoz, contamos con 2 de los mejores colegios de la comunidad de Madrid, un club social con vistas al lago y con restaurante, piscina de verano, pistas de tenis y pádel, autobús directo a Moncloa que recorre toda la Urbanización, autobús gratuito al centro de Las Rozas y una zona comercial con los principales servicios, panadería, farmacia, papelería, veterinario, centro médico, supermercado, restaurantes y cafetería. Además el acceso en coche es muy sencillo desde Las Rozas o desde la A-6. Si desea más información o realizar una visita, no dude en ponerse en contacto con nosotros.",False,good,False,,1613.0,True,False,False,False,[],False,False,1400000.0,€,True,True,chalet,independantHouse,"Molino de la Hoz, Las Rozas de Madrid",Casa independiente,,,Molino de la Hoz,,1500000.0,100000.0,7.0,
105136166,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/c8/77/1243560105.webp,cm-426060,21,1189000.0,penthouse,sale,164.0,4,4,Barrio Sol,Madrid,Madrid,Centro,es,40.4176107,-3.7008456,False,https://www.idealista.com/inmueble/105136166/,"ÚNICA Inmobiliaria presenta este maravilloso inmueble ubicado en zona Centro de Madrid.  La propiedad está reformada a estrenar, consta de 164 m² que se distribuye en un amplio y espectacular salón-comedor con gran dimensión e increíble luz gracias a sus ventanales con vistas a la calle principal. Cocina con isla, completamente equipada con electrodomésticos de alta gama.  La zona de descanso cuenta con cuatro dormitorios, tres de ellos en suite, todas con armarios empotrados, un cuarto de baño de cortesía y el área de lavado. Destaca la elegante reforma, que ha cuidado cada detalle en las mejores calidades. Descubre la magia de vivir en el encantador barrio de Centro- Sol. Uno de los mejores barrios de Madrid. Cercano a lugares de moda, restaurantes y tiendas exclusivas. Excelente ubicación en enclave que se caracteriza por la diversidad que ofrece su actividad comercial y residencial, así como la disposición de áreas con bonitas callejuelas alejadas del ruidoso tráfico.  Esta zona ofrece una amplia posibilidad en la red de comunicaciones, así como una extensa oferta de cafés y lugares de encuentro. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,good,False,,7250.0,True,False,False,False,[],False,False,1189000.0,€,,,flat,penthouse,"Sol, Madrid",Ático,5,True,Sol,True,,,,
107488759,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/43/05/1366233019.webp,AA184181000,26,515000.0,penthouse,sale,132.0,2,3,Barrio San Isidro,Madrid,Madrid,Carabanchel,es,40.3904989,-3.7310206,False,https://www.idealista.com/inmueble/107488759/,"Presentamos esta exclusiva vivienda de obra nueva (2025), un ático dúplex con una espectacular terraza de 35 m², ideal para disfrutar de reuniones, relax y momentos al aire libre. En la planta principal se encuentra una amplia superficie diáfana que integra cocina, salón-comedor, tendedero, un baño completo y salida directa a la terraza. La planta superior cuenta con 2 dormitorios luminosos y 2 baños, ofreciendo comodidad e independencia para toda la familia. La finca destaca por su diseño moderno y materiales de alta calidad: Fachada cerámica ventilada Piscina comunitaria de agua salina Ventanas de aluminio lacado con cristales climalit y rotura de puente térmico Sistema de aerotermia Aire acondicionado con bomba frío/calor Sistema de alarma Además, el precio incluye una plaza de garaje amplia y un trastero, añadiendo practicidad al confort de esta magnífica vivienda. Una oportunidad única de estrenar hogar en una de las zonas con mayor proyección de Carabanchel.",False,good,False,,3902.0,True,False,False,False,[],False,False,515000.0,€,True,True,flat,penthouse,"San Isidro, Madrid",Ático,3,True,San Isidro,True,,,,
108999090,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/4b/7d/1332294708.webp,3A,4,535000.0,flat,sale,109.0,2,2,"camino de Perales, 26",Madrid,Madrid,Usera,es,40.3812117,-3.6922337,True,https://www.idealista.com/obra-nueva/108999090/,"Residencial Manzanares Park View El Registro de Demandantes de Vivienda y Suelo de CONCOVI (Confederación de Cooperativas de Vivienda y Rehabilitación de España) presenta el futuro “Residencial Manzanares Park View”. Se trata de una oportunidad única en el distrito de Usera, situada en un entorno estratégico en el sur de Madrid, a orillas del río Manzanares, en un paisaje urbano en plena transformación y desarrollo, rodeado de importantes zonas verdes, destacando entre otros el Parque de Madrid Rio y Pradolongo, que ofrecen amplias zonas de recreo y deporte para sus residentes. Este Residencial, se ubicará en la calle Camino de Perales 26, Madrid y contará con 16 exclusivas viviendas de 1, 2 y 3 dormitorios, bajo con jardín y 2 áticos, en urbanización privada con zona común y piscina. El Residencial cuenta además con 27 plazas de garaje y 16 trasteros, en el sótano del edificio. Según palabras del arquitecto redactor, el “Residencial Manzanares Park View”, nace de la necesidad de crear un espacio que refleje armonía y funcionalidad en cada rincón. Inspirados en la belleza natural y la simplicidad de las formas orgánicas, hemos diseñado un entorno que no solo respeta su contexto, sino que también enriquece la experiencia de sus ocupantes. El concepto arquitectónico se basa en la integración de los elementos naturales y la arquitectura moderna. La estructura se compone de líneas limpias y abiertas, que permiten una conexión fluida entre los espacios interiores y exteriores. La iluminación natural juega un papel fundamental, creando ambientes cálidos y acogedores. Manzanares Park View está inspirado en la serenidad y la majestuosidad de los paisajes naturales, la idea es atraer la calma y la belleza del exterior hacia el interior, generando un refugio que promueva la tranquilidad y el bienestar. Los colores, materiales y texturas han sido cuidadosamente seleccionados para evocar la pureza y la simplicidad de la naturaleza. Además, hemos incorporado elementos que recuerdan la tradición artesanal, creando una fusión entre lo contemporáneo y lo tradicional. En conclusión, nuestro proyecto arquitectónico representa una convergencia única de naturaleza y modernidad, sostenibilidad y funcionalidad. Cada detalle ha sido diseñado para ofrecer una experiencia que sea a la vez estética y práctica, inspirada en la serenidad de la naturaleza y guiada por una profunda conciencia ambiental.",False,,True,False,4908.0,True,False,False,False,[],False,False,535000.0,€,True,True,flat,,"12 de Octubre-Orcasur, Madrid","Piso en camino de Perales, 26",3,True,12 de Octubre-Orcasur,True,,,,
109057799,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/00/9d/1363125715.webp,7008-VI-000-000-BAJ-,11,245600.0,flat,sale,82.0,2,2,"calle San Isidro, 12",Madrid,Getafe,Getafe Centro,es,40.3044529,-3.7258526,True,https://www.idealista.com/obra-nueva/109057799/,"Oportunidad de inversión con precios de lanzamiento de promoción. Viviendas de 2 dormitorios modernas, funcionales y eficientes, situadas en el centro de Getafe para un estilo de vida activo y urbano. Trastero incluido en el precio. Personalización de acabados y forma de pago flexible. Excelente ubicación: a menos de 17 min andando de la parada de metro Alonso de Mendoza y de la parada de Getafe Centro con cercanías también, a 270 metros del centro de salud Juan de la Cierva, a 350 m del supermercado más cercano, a 600 metros del Ayuntamiento y a 950 m del polideportivo.",False,newdevelopment,True,False,2995.0,True,False,False,False,[],False,False,245600.0,€,,,flat,,"Getafe Centro, Getafe","Piso en calle San Isidro, 12",bj,True,,True,,,,
108387304,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/e2/bb/1342590453.webp,W-02UOWO,67,2100000.0,chalet,sale,550.0,7,3,Zona Monte el Pilar,Madrid,Majadahonda,Zona Monte el Pilar,es,40.4574343,-3.8610835,False,https://www.idealista.com/inmueble/108387304/,"Exclusivo chalet en Pinar Del Pantío Engel & Völkers presenta este impresionante chalet unifamiliar completamente reformado en 2021, ubicado en la exclusiva zona del Monte del Pilar de Majadahonda. Con un diseño moderno y eficiente, la propiedad cuenta con espacios abiertos, luminosos y acabados de alta gama-  La planta principal ofrece un concepto abierto, donde sus ambientes, salón, comedor y cocina, se combinan en una sola área sin divisiones físicas, creando una atmósfera fluida y moderna, promoviendo la interacción entre los espacios y aprovechando al máximo la luz natural. Una suite con patio inglés y una habitación de servicio con lavandería completan este primer nivel.   La planta superior, alberga la zona de descanso, con cuatro espectaculares suites, destacando la principal con gran vestidor y acogedor salón con chimenea.  El sótano es un espacio multifuncional con gimnasio, sala polivalente y baño completo. Equipado con tecnología de última generación, como aerotermia y placas solares, la casa tiene una calificación energética A. El exterior de la propiedad presenta un espectacular jardín de 1.328m2, con un diseño paisajístico exquisito para integrarse con la naturaleza circundante. La moderna piscina salinizada está acompañada de un una construcción independiente que puede utilizarse como casa de invitados, estudio profesional o zona de ocio, ya que cuenta con una amplia estancia, un baño completo y un magnífico porche. La propiedad se encuentra dentro de una urbanización cerrada con vigilancia 24 horas a cargo de personal especializado y patrullas de seguridad, lo que garantiza la máxima tranquilidad, privacidad y protección para toda la familia. Una oportunidad exclusiva para quienes buscan una vivienda única.",True,good,False,,3818.0,True,False,True,False,[],False,False,2100000.0,€,,,chalet,independantHouse,"Zona Monte el Pilar, Majadahonda",Casa independiente,,,,,,,,
107165022,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/51/97/1327036249.webp,W-02Y24R,49,630000.0,chalet,sale,281.0,5,4,Guadarrama,Madrid,Guadarrama,,es,40.6678433,-4.0964551,False,https://www.idealista.com/inmueble/107165022/,"Magnífico Chalet en Guadarrama ¡Bienvenido a tu nuevo hogar! Engel & Völkers te presenta este magnífico chalet en plena Sierra de Guadarrama, con 281 m² construidos sobre una parcela de 361 m². Su ubicación es inmejorable: muy cerca del centro, pero lo suficientemente alejada del bullicio para disfrutar de la tranquilidad que mereces. La distribución de la casa es amplia y moderna, dividida en tres plantas que ofrecen el máximo confort y funcionalidad. Al acceder a la planta principal, te recibirán un espacioso salón-comedor y una cocina independiente de grandes dimensiones, totalmente equipada y con una práctica despensa. Además, encontrarás una acogedora sala de estar y un baño de cortesía. En la planta superior, descubrirás tres habitaciones amplias y luminosas. La suite principal destaca por su baño en suite, brindándote total comodidad. Las otras dos habitaciones también son generosas en espacio y comparten un baño completo. Cada habitación cuenta con armarios empotrados, asegurando una excelente capacidad de almacenamiento. También se ha incluido una zona de lavandería en esta planta para mayor comodidad. La planta baja es un espacio versátil, ideal para crear una sala de juegos, un gimnasio o cualquier otra idea que se te ocurra. También cuenta con un baño completo y acceso al garaje, que tiene capacidad para dos vehículos. Y no podemos olvidar el amplio jardín, que incluye una piscina privada, barbacoa y un acogedor porche, perfecto para relajarte y disfrutar de momentos especiales al aire libre. La calefacción es de gasóleo, y la casa está convenientemente situada cerca de colegios y escuelas infantiles. ¡No dejes pasar la oportunidad de vivir en este maravilloso chalet! Guadarrama, en plena Sierra de Guadarrama, es un encantador pueblo con un entorno natural único y excelente conexión con Madrid. Ideal para quienes buscan tranquilidad sin renunciar a los servicios urbanos, ofrece colegios, centro de salud, transporte público (tren y autovía) y amplias instalaciones deportivas. Además, cuenta con una rica oferta cultural, restaurantes y comercios locales. Con su arquitectura tradicional, calles empedradas y paisajes impresionantes, Guadarrama es el lugar perfecto para vivir o disfrutar de escapadas al aire libre, combinando calidad de vida, naturaleza y proximidad a la capital.",True,good,False,,2242.0,True,False,True,False,[],False,False,630000.0,€,True,True,chalet,independantHouse,Guadarrama,Casa independiente,,,,,,,,
109186807,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/75/c0/1366843339.webp,ATICO CON EXCELENTES VISTAS,38,580000.0,flat,sale,78.0,3,2,paseo Imperial,Madrid,Madrid,Arganzuela,es,40.4064091,-3.716782,False,https://www.idealista.com/inmueble/109186807/,"activa casa vende excelente ático con vistas espectaculares. La vivienda se compone actualmente de 3 dormitorios, salón, cocina, baño, aseo y despensa. Excelente distribución ya que la vivienda no tiene muros de cargas. Muy buena finca. Suelos de tarima, ventanas exteriores de climalit. Calefacción central. SE INCLUYE CROQUIS CON POSIBLE REFORMA Se encuentra en una zona privilegiada, rodeada de parques como el Parque Madrid - Río, parque Atenas, Parque de la Cornisa, Jardines del Campo del Moro y cercana a casa de Campo, con todo tipo de servicios, Supermercados, sucursales bancarias, Centro de Salud, Centro de Especialidades, Biblioteca Municipal, Polideportivo, Parque de Bomberos, colegios, institutos y Comercio de proximidad hacen de esta zona un barrio muy agradable en el que vivir y por su cercanía al centro histórico de Madrid. Muy bien comunicada en transporte público, cercana a estación de metro Puerta de Toledo así como varias líneas de autobuses. ¡Llama hoy mismo para concertar una visita! . NOTA: Para viviendas en venta, el precio de venta anunciado no incluye IMPUESTO DE TRASMISIONES PATRIMONIALES, NI GASTOS DE NOTARÍA Y REGISTRO. No se incluyen los muebles que aparecen en las fotografías. Este anuncio puede contener errores, se muestra a título informativo y comercial de la información recibida y no tiene responsabilidad contractual.",True,good,False,,7436.0,True,False,False,False,[],False,False,580000.0,€,,,flat,,"Imperial, Madrid",Piso en paseo Imperial,7,True,Imperial,True,590000.0,10000.0,2.0,
108367498,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/0a/16/1341998096.webp,204 A V-5,12,609000.0,chalet,sale,219.0,3,3,"calle Denébola, 204",Madrid,Móstoles,Sur,es,40.3110036,-3.8517175,True,https://www.idealista.com/obra-nueva/108367498/,"¡OBRAS INICIADAS! ¡ENTREGA ANTES DE DICIEMBRE DE 2026!  *Descubre Villa 2 en Móstoles: Tu Nuevo Hogar Exclusivo* Presentamos 17 chalets de obra nueva, distribuidos en dos parcelas, con opción de solárium, ubicados en Móstoles, una de las localidades más atractivas de Madrid. Villa 2 ofrece chalets exclusivos diseñados para maximizar la luz natural, con jardín privado y un amplio solárium que proporciona un espacio adicional versátil y acogedor. Nos centramos en la calidad de cada proyecto, cuidando cada detalle para que disfrutes de un hogar confortable, eficiente y adaptado a las necesidades actuales. *Sostenibilidad y Confort Asegurados* Nuestro compromiso con la sostenibilidad se refleja en soluciones constructivas que reducen las emisiones y el consumo energético. Gracias a una envolvente de edificio optimizada, alto aislamiento térmico, sistema de aerotermia con suelo radiante-refrescante, carpintería exterior de calidad, doble acristalamiento, sistema de ventilación mecánica y placas fotovoltaicas, estas viviendas alcanzan estándares de consumo casi nulo, garantizando el máximo confort. *Diseño de Vanguardia y Personalización* Disfruta de un diseño de vanguardia con acabados de primeras marcas y cocinas amuebladas. Nuestro proyecto es moderno y te permitirá elegir entre diversas opciones sin coste adicional, para que puedas personalizar tu vivienda y hacerla realmente tuya. La entrega de las viviendas está prevista para el cuarto trimestre del año 2026. Si necesitas ayuda para vender tu vivienda de segunda mano, te ofrecemos asesoramiento en la gestión de compraventa. No dejes escapar esta oportunidad única de adquirir uno de estos exclusivos chalets de obra nueva en Villa 2 Móstoles. En Grupo Bafre, te lo ponemos fácil.",False,newdevelopment,True,False,2781.0,True,False,False,False,[],False,False,609000.0,€,True,True,chalet,terracedHouse,"Sur, Móstoles","Chalet adosado en calle Denébola, 204",,,,,,,,
108367459,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/65/be/1341998082.webp,204 A V-3,12,585000.0,chalet,sale,153.0,3,3,"calle Denébola, 204",Madrid,Móstoles,Sur,es,40.3110036,-3.8517175,True,https://www.idealista.com/obra-nueva/108367459/,"¡OBRAS INICIADAS! ¡ENTREGA ANTES DE DICIEMBRE DE 2026!  *Descubre Villa 2 en Móstoles: Tu Nuevo Hogar Exclusivo* Presentamos 17 chalets de obra nueva, distribuidos en dos parcelas, con opción de solárium, ubicados en Móstoles, una de las localidades más atractivas de Madrid. Villa 2 ofrece chalets exclusivos diseñados para maximizar la luz natural, con jardín privado y un amplio solárium que proporciona un espacio adicional versátil y acogedor. Nos centramos en la calidad de cada proyecto, cuidando cada detalle para que disfrutes de un hogar confortable, eficiente y adaptado a las necesidades actuales. *Sostenibilidad y Confort Asegurados* Nuestro compromiso con la sostenibilidad se refleja en soluciones constructivas que reducen las emisiones y el consumo energético. Gracias a una envolvente de edificio optimizada, alto aislamiento térmico, sistema de aerotermia con suelo radiante-refrescante, carpintería exterior de calidad, doble acristalamiento, sistema de ventilación mecánica y placas fotovoltaicas, estas viviendas alcanzan estándares de consumo casi nulo, garantizando el máximo confort. *Diseño de Vanguardia y Personalización* Disfruta de un diseño de vanguardia con acabados de primeras marcas y cocinas amuebladas. Nuestro proyecto es moderno y te permitirá elegir entre diversas opciones sin coste adicional, para que puedas personalizar tu vivienda y hacerla realmente tuya. La entrega de las viviendas está prevista para el cuarto trimestre del año 2026. Si necesitas ayuda para vender tu vivienda de segunda mano, te ofrecemos asesoramiento en la gestión de compraventa. No dejes escapar esta oportunidad única de adquirir uno de estos exclusivos chalets de obra nueva en Villa 2 Móstoles. En Grupo Bafre, te lo ponemos fácil.",False,newdevelopment,True,False,3824.0,True,False,False,False,[],False,False,585000.0,€,True,True,chalet,terracedHouse,"Sur, Móstoles","Chalet adosado en calle Denébola, 204",,,,,,,,
107709169,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/89/d6/1324935999.webp,COOP-826@VT8-5ºC,9,503500.0,flat,sale,111.0,2,1,"VILLAESCUSA, 62",Madrid,Madrid,Ciudad Lineal,es,40.41962,-3.62887,True,https://www.idealista.com/obra-nueva/107709169/,"LAS ROSAS PLAZA (PERALEDA URBAN, S. COOP. -Fase Villaescusa). ¡LICENCIA DE OBRA CONCEDIDA! Futuro residencial formado por 24 viviendas de 1 y 2 dormitorios en régimen de cooperativa (promueve Peraleda Urban, S. COOP. ) gestionada por Prygesa, (Grupo Pryconsa). LICENCIA DE OBRA CONCEDIDA Dispondrá de piscina, jardines y conserjería. Además, cuentan con 1 o 2 plazas de garaje según vivienda, y trastero incluido en el coste. La urbanización privada estará situada en C/ VILLAESCUSA, 62 Las Rosas, Pueblo Nuevo (Madrid). Suelo en propiedad. • Financiación prevista: hasta el 80% • Entrega estimada: 2028 • Personalización de Espacios con Elección de Acabados. NOTA: A los costes indicados hay que añadir el 10% de IVA.",False,newdevelopment,True,False,4536.0,True,False,False,False,[],False,False,503500.0,€,True,True,flat,,"Pueblo Nuevo, Madrid","Piso en Villaescusa, 62",5,True,Pueblo Nuevo,True,,,,
103381549,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/01/be/1187716823.webp,ch-425175-JL,45,2425000.0,flat,sale,470.0,4,5,Barrio El Viso,Madrid,Madrid,Chamartín,es,40.448886,-3.6858605,False,https://www.idealista.com/inmueble/103381549/,"ÚNICA Inmobiliaria Chamartín ofrece esta estupenda vivienda en El Viso, ubicada dentro de una urbanización con jardín y piscina. Consta de hall de entrada, gran salón independiente con salida a la terraza; cocina con office, terraza tendedero y dormitorio de servicio con baño; y la zona de descanso con 5 dormitorios (el principal en suite) y dos cuartos de baño más para dar servicio al resto de la vivienda.  Cuenta con dos plazas de garaje y un trastero en la misma finca.  El Viso representa un exclusivo oasis residencial sobre el asfalto de la capital y cuya arteria principal es la calle Serrano. El prestigioso barrio nació de la mano del arquitecto Rafael Bergamín en los años 30 del siglo pasado con vocación social y de segundas residencias. Terrenos que se encontraban en las afueras de la ciudad y sobre los que se experimentó un estilo diferente de construcción. Varios urbanistas de la época que estudiaron en Alemania importaron de este país el nuevo concepto de arquitectura racionalista y de ahí que muchas casas de El Viso imiten a pequeños palacetes. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,renew,False,,5160.0,True,False,False,False,[],False,False,2425000.0,€,True,True,flat,,"El Viso, Madrid",Piso,1,True,El Viso,True,,,,
109076192,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/1e/60/1345227556.webp,NE01,14,262952.0,flat,sale,91.0,2,1,"calle Provisional Ahijones Cuarenta y Cinco, 35",Madrid,Madrid,Vicálvaro,es,40.3892024,-3.5740277,True,https://www.idealista.com/obra-nueva/109076192/,"¡Tu nuevo hogar en Los Ahijones! Viviendas VPPB de 1, 2 y 3 dormitorios en régimen de cooperativa!  Un proyecto moderno, funcional y sostenible para viviendas de VPPB de 1, 2 y 3 dormitorios, diseñado para maximizar comodidad y calidad de vida, cada unidad incluye dos plazas de garaje y trastero, asegurando la practicidad esencial para tu vida cotidiana. La ubicación estratégica permite un fácil acceso a transporte público, colegios y comercios, lo que convierte a este proyecto en una opción ideal para familias que buscan un entorno seguro y accesible. Cada hogar ha sido diseñado con atención a las distribuciones interiores, asegurando que la luz natural inunde cada espacio. Además, se han incorporado modernas instalaciones y acabados de buena calidad, complementados por amplias y acogedoras terrazas, ideales para disfrutar del aire libre y la convivencia familiar. La sostenibilidad, la funcionalidad y el cuidado por los detalles son importantes para que puedas disfrutar de tu nuevo hogar. Además, el complejo cuenta con amplias áreas verdes, piscina, espacios comunitarios y conserjería que fomentan la convivencia entre los residentes. Ahijones contará con todos los servicios, tanto públicos como privados, necesarios para el día a día. Además, contará con más de 1.000.000 de m2 de zonas verdes y arbolado y se integrará dentro del proyecto municipal de Bosque Metropolitano. En el proyecto, también se incorporan más de 24 kms. de carril bici, que conectan entre sí las zonas verdes y las principales zonas del desarrollo. Un nuevo barrio perfectamente comunicado tanto en transporte público como privado. Acceso directo a la M-45 y la R-3 que enlaza con la A-3, con la A-2. Además, dispone de conexión directa con la Prolongación de O’Donnell que ofrece acceso directo al centro de Madrid. Los Ahijones será el único de los nuevos Sectores del Este que en su primera etapa disponga de una parada de metro de la línea 9 en el propio barrio. De este modo, el intercambiador de RENFE de Vicálvaro se encontrará a una sola parada de Metro y al centro de Madrid se podrá acceder en 15 minutos. También se han proyectado diferentes líneas de autobús y la incorporación de las líneas de Bus de Tránsito Rápido que recorrerán la Gran Vía del Sureste teniendo previstas varias paradas en Los Ahijones. *El coste de la vivienda es aproximado. Toda la documentación expuesta puede sufrir variaciones por razones técnicas, jurídicas, administrativas o por decisión de la cooperativa.",False,newdevelopment,True,False,2890.0,True,False,False,False,[],False,False,262952.0,€,True,True,flat,,"Los Ahijones, Madrid","Piso en calle Provisional Ahijones Cuarenta y Cinco, 35",bj,True,Los Ahijones,True,,,,
