propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,newDevelopmentFinished,highlight.groupDescription
108794245,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/d4/a5/1355319300.webp,5341,21,4,4300000.0,flat,sale,234.0,True,3,2,calle del Almirante,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4221639,-3.6936679,False,https://www.idealista.com/inmueble/108794245/,"Piso en buen estado en Justicia, en el Centro de Madrid. Esquina con el Paseo de Recoletos.   Se ubica en la cuarta planta exterior de un edificio clásico de principios del siglo XX. Cuenta con ascensor y orientación este.   Tiene una superficie de 234 m2, distribuidos en dos salones con dos balcones y un mirador a la calle, una zona de comedor, despacho y cocina independiente con despensa. La zona de noche cuenta con tres dormitorios y dos baños completos.   La vivienda es una joya inmobiliaria, y se encuentra en una ubicación inmejorable.  .",False,good,False,True,18376.0,False,False,False,False,[],False,False,4300000.0,€,flat,"Chueca-Justicia, Madrid",Piso en calle del Almirante,,,,,,,,,
109174491,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/b7/16/1366468172.webp,,22,3,99000.0,studio,sale,17.0,True,0,1,calle Paulina Odiaga,Madrid,Madrid,Carabanchel,es,San Isidro,40.3930601,-3.7242032,False,https://www.idealista.com/inmueble/109174491/,"Local-trastero habilitado como vivienda con certificación catastral de uso residencial. ¡Oportunidad única para inversores, jóvenes emancipados o como ""pied-à-terre"" en Madrid! Se vende local/trastero actualmente habilitado como vivienda, tipo estudio en planta ático, con entrada independiente y orientación sur.  Cuenta con 15 m² útiles perfectamente aprovechados, totalmente reformado con excelentes calidades y detalles pensados para el máximo confort. Uso catastral como vivienda según certificación nº 79.882/98 de la Gerencia Territorial del Catastro de Madrid. Calificación registral como trastero. No obstante, cuenta con antecedentes de uso residencial y ninguna objeción por parte de la comunidad de propietarios. Muy luminoso, con ventanas exteriores y vistas despejadas a la terraza comunitaria. La cocina equipada a medida con encimera de piedra natural y electrodomésticos. Baño con grifería Grohe, inodoro suspendido y ducha moderna. Tarima AC5, aire acondicionado Daikin (frío/calor) y calefacción eléctrica inteligente Farho, controlable por app. Amueblado con cama tipo canapé, sofá compacto, mesa auxiliar, sillas y armarios integrados. Finca renovada, con ITE favorable, sin derramas ni reformas pendientes. En esquina con la calle General Ricardos, excelente comunicación con el centro de Madrid. A solo 190 metros del Metro Urgel (Línea 5) — 3 minutos caminando. Financiación del 60-70% posible bajo condiciones de hipoteca para local. Ideal como primera compra, inversión con alta rentabilidad, despacho profesional o segunda residencia en Madrid. Un espacio singular, con encanto y a un precio imposible de igualar en la zona.",True,good,False,False,5824.0,False,False,False,False,[],False,False,99000.0,€,flat,"San Isidro, Madrid",Estudio en calle Paulina Odiaga,studio,,,,,,,,
108747342,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/a6/e9/1354018944.webp,C360EYM,25,2,1650000.0,flat,sale,262.0,True,5,5,CL ESPOZ Y MINA,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4141867,-3.7035881,False,https://www.idealista.com/inmueble/108747342/,"""CASTELLANA 360 PRESENTA ESTE MAGNIFICO PISO SEGREGABLE Y A REFORMAR EN PLENO CENTRO DE MADRID"". Oportunidad única en el corazón de Madrid: inmueble para reformar con múltiples posibilidades Ubicado en el prestigioso Barrio de las Letras, a tan solo unos pasos de la emblemática Plaza de Santa Ana, este inmueble de 263 m² ofrece un gran potencial para quienes buscan una inversión en el centro de la ciudad. Con un proyecto de reforma ya diseñado, la propiedad permite la creación de dos viviendas independientes: - Vivienda 1: Dos dormitorios y dos baños. - Vivienda 2: Tres dormitorios y tres baños. También existe la posibilidad de conservar la vivienda como un único espacio, obteniendo una espectacular residencia de cinco dormitorios y cinco baños, ideal para quienes buscan amplitud, confort y exclusividad en pleno centro de Madrid. Los techos de más de 3 metros de altura y sus nueve balcones a la calle garantizan una sensación de amplitud y una luminosidad excepcional en todas las estancias. Gracias a su orientación y a estos amplios ventanales, la vivienda está bañado en luz natural, creando un ambiente cálido y acogedor. Además, la finca cuenta con ascensor, asegurando accesibilidad y comodidad. Su ubicación es inmejorable, a pocos minutos de la Puerta del Sol y la Plaza Mayor, dos de los lugares más icónicos y vibrantes de Madrid. Una oportunidad única para diseñar la vivienda de tus sueños o realizar una excelente inversión en una de las zonas más emblemáticas de la capital. FINANCIACION DESDE EL 90% HASTA EL 100% CONSULTANOS SIN COMPROMISO.",False,renew,False,True,6298.0,True,False,False,False,[],False,False,1650000.0,€,flat,"Huertas-Cortes, Madrid",Piso en CL Espoz y Mina,,,,,,,,,
108786608,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/fe/cd/1355095052.webp,,26,bj,419000.0,flat,sale,91.0,True,2,2,paseo Joaquin Ruiz Gimenez,Madrid,Torrelodones,Casco Antiguo,es,,40.5725248,-3.9242276,False,https://www.idealista.com/inmueble/108786608/,"Hogares Torrelodones - Agencia inmobiliaria de Torrelodones y Hoyo de Manzanares; Pone a su disposición, bajo con jardín en urbanización privada con piscina. Equipado con ascensor, amplio trastero y plaza de garaje. Destacar su reciente reforma, además de su excelente ubicación junto a la zona centro de Torrelodones, supermercados, centro comercial, colegios, hospital, policía, transportes públicos, espacios naturales y accesibilidad inmediata autovía A-6. El piso se distribuye en dos plantas: -Planta principal: Hall entrada, aseo, cocina, salón muy luminoso con acceso al jardín. -Planta superior: Compuesta por dos dormitorios y baño completo con ducha. Equipamiento: A/Ac en salón y dormitorio, ventanas climalit y persianas automáticas. Amueblado, plaza de garaje y trastero incluido. Somos especialistas en cambios y traslados de vivienda, si quieres más información de como podemos ayudarte, visítanos en c/ Carlos Picabea Nº6, Torrelodones (Madrid). Realizamos todas las gestiones a su medida: Compra / Venta / Promoción Obra Nueva / Alquiler, de su actual o futuro Hogar. *Aprovecha nuestros servicios FINANCIEROS exclusivos y realiza un estudio personalizado. Gracias a nuestros acuerdos con las principales entidades bancarias, ofrecemos a nuestros clientes, un gran abanico de posibilidades con las mejores soluciones hipotecarias. *  -Torrelodones-  Municipio del noroeste de la Comunidad de Madrid (España), situado a 29 kilómetros de Madrid. Por su localización entre la sierra de Guadarrama y el área metropolitana de la capital, está vinculado a dos comarcas madrileñas: la comarca agrícola de Guadarrama y la corona metropolitana de Madrid. Según datos oficiales de población cuenta con una población de 25 316 habitantes (INE 2024), distribuida en siete núcleos de población. Se encuentra a una altitud media de 845 m sobre el nivel del mar. Limita al norte con Hoyo de Manzanares, al este con Madrid a través del monte de El Pardo, al sur con Las Rozas de Madrid y al oeste con Galapagar. Los habitantes de este municipio se encuentran entre los de mayor renta per cápita de la Comunidad de Madrid. Los servicios, la hostelería y la construcción constituyen sus principales actividades económicas. El pueblo posee un interesante patrimonio artístico y natural y forma parte de dos rutas turísticas de la Comunidad de Madrid.  Una de ellas es la Ruta Imperial, que sigue parcialmente el camino histórico empleado en el siglo XVI por el rey Felipe II en sus desplazamientos desde la ciudad de Madrid hasta el Real Sitio de El Escorial. La otra es la Ruta por los Castillos, Fortalezas y Atalayas, a la que queda vinculada por la atalaya de Torrelodones, una torre-vigía de origen andalusí. En lo que respecta a sus valores ambientales, buena parte de su territorio está protegido a través del parque regional de la Cuenca Alta del Manzanares y del parque regional del Curso Medio del Río Guadarrama y su Entorno. En su término se encuentra el Casino Gran Madrid, inaugurado en 1981 y primero existente en la Comunidad de Madrid, de gran importancia en la economía local del municipio, al ser la primera gran empresa radicada en el mismo.",True,good,False,True,4604.0,False,False,False,False,[],False,False,419000.0,€,flat,"Casco Antiguo, Torrelodones",Piso en paseo Joaquin Ruiz Gimenez,,True,True,,,,,,
107328039,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/52/f1/1309690930.webp,,17,bj,1300000.0,flat,sale,139.0,True,2,2,calle de Montalbán,Madrid,Madrid,Retiro,es,Jerónimos,40.419717,-3.6907752,False,https://www.idealista.com/inmueble/107328039/,"Piso de diseño por un reconocido arquitecto ideal pied-a-terre a pasos del Retiro o inversión para alquilar ya que esta en uno de los barrios más exclusivos de Madrid, Los Jeronimos. La vivienda cuenta con una lamina de agua que actua como una cascada artificial creando un espacio de tranquilidad y paz en el ambiente. El salón tiene un gran sofa para recibir, comedor y cocina abierta en madera de roble. La master es muy amplia con walk in closet y baño en suite, y la 2da habitación cuenta con cama matrimonial y otra individual. Escribenos para visitar este piso único.",False,good,False,True,9353.0,False,False,False,False,[],False,False,1300000.0,€,flat,"Jerónimos, Madrid",Piso en calle de Montalbán,,,,1440000.0,140000.0,10.0,,,
108107574,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/3b/94/1334053185.webp,6558,26,bj,660000.0,flat,sale,129.0,True,3,2,calle del Espejo,Madrid,Madrid,Centro,es,Palacio,40.4167666,-3.7085792,False,https://www.idealista.com/inmueble/108107574/,"HousinGo presenta este estupendo piso que se encuentra en una finca de 1900. está ubicado en una de las zonas más históricas y señoriales de Madrid. A escasos minutos caminando del Palacio Real, el Teatro Real y la Plaza de Oriente, la vivienda goza de una ubicación privilegiada rodeada de monumentos emblemáticos, zonas verdes, y una amplia oferta cultural y gastronómica. Además, cuenta con excelentes conexiones mediante transporte público, con varias paradas de metro y autobús cercanas. La vivienda, de 129 m², se sitúa en una planta baja con altura de entreplanta, lo que le proporciona un nivel de luz natural alto gracias a su orientación exterior y a las vistas despejadas a la calle. Actualmente se distribuye en un amplio salón, cocina independiente, tres dormitorios, un cuarto de baño completo y un aseo de cortesía. Su ubicación lo convierten en una excelente opción tanto como vivienda familiar como para inversores que busquen rentabilidad en pleno centro de Madrid. El inmueble, aunque requiere actualización, destaca por su potencial y luminosidad. Su orientación y los amplios ventanales aseguran luz durante buena parte del día.   Palacio es el nombre que recibe en la ciudad de Madrid el barrio n. º 11, el de mayor extensión de los seis que componen el distrito Centro. 1 Dentro de él se encuentran el Palacio Real, el Teatro Real de Madrid, la antigua morería y las cavas, la plaza de la Villa y parte del Madrid de los Austrias. HousinGo, by David de Gea. Somos una agencia inmobiliaria especializada en la venta y alquiler de activos residenciales en zonas Prime de Madrid. Contamos con tres oficinas de atención al público, una en CALLE AYALA 62, otra en CALLE SERRANO 81, y otra en CALLE VELÁZQUEZ 117, en el Barrio de Salamanca. Por petición de algunos clientes, no publicamos una gran parte de nuestros inmuebles en portales inmobiliarios. Aunque la mayoría de nuestra cartera está en nuestra página web, frecuentemente tenemos nuevas oportunidades de inversión que se comercializan totalmente off-market. Si está interesado en alquilar, vender o comprar, puede contactarnos a través de nuestro teléfono fijo enviarnos un WhatsApp a o visitarnos en una de nuestras oficinas. Disponemos de un servicio de Call Center 24 horas al día, 365 días al año, para poder atenderles de manera ininterrumpida.  .",True,renew,False,False,5116.0,False,False,False,False,[],False,False,660000.0,€,flat,"Palacio, Madrid",Piso en calle del Espejo,,,,,,,,,
105863678,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/f5/00/1325821492.webp,,26,3,2400000.0,flat,sale,181.0,True,3,3,calle del General Díaz Porlier,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4262039,-3.6756319,False,https://www.idealista.com/inmueble/105863678/,"HOUSELY CONSULTING presenta esta espectacular vivienda REFORMADA de 181 m² en un edificio clásico construido en 1910, ubicada en la prestigiosa Calle de General Díaz Porlier, en el emblemático barrio residencial de Salamanca. Situado en el corazón de la ciudad, esta vivienda exterior se encuentra en la 3ta planta derecha y ofrece un equilibrio perfecto entre la elegancia de la arquitectura clásica y las comodidades modernas. A pocos pasos, podrás disfrutar de una variada oferta gastronómica y de ocio. El piso cuenta con un balcón y un mirador que inundan la vivienda de luz natural, creando un ambiente cálido y acogedor. La distribución de la vivienda incluye 3 amplios dormitorios, dos de ellos en suite, garantizando privacidad y confort, mientras que el tercer baño da servicio al resto de la vivienda. Además, la propiedad cuenta con un trastero, proporcionando un valioso espacio de almacenamiento.  Además de sus acabados de lujo, el edificio cuenta con servicio de portero, asegurando un alto nivel de seguridad y comodidad. Esta vivienda está diseñada para ofrecer el máximo confort en cada una de sus estancias. No pierdas la oportunidad de vivir en un lugar que lo tiene todo. Estado de la obra: Finalización en FEBRERO Para más información, no dude en contactar con HOUSELY CONSULTING. Disponemos de muchos más pisos que por discreción de la propiedad no podemos publicar.",False,good,False,True,13260.0,True,False,False,False,[],False,False,2400000.0,€,flat,"Goya, Madrid",Piso en calle del General Díaz Porlier,,True,False,,,,80000.0,,
108881344,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/e7/36/1357854238.webp,,23,1,205625.0,flat,sale,60.0,True,1,1,avenida del Camino de lo Cortao,Madrid,San Sebastián de los Reyes,Pol. Industrial sur,es,,40.551113,-3.6157386,False,https://www.idealista.com/inmueble/108881344/,"CASTELLANA 360 PRESENTA ESTE MAGNIFICO LOFT (OFICINA) DE OBRA NUEVA. VENTA SOLO PARA EMPRESAS O AUTONOMOS OPERACION SUJETA A IVA 21% �️ Estructura y construcción - Fachadas: Con acabado moderno en mortero monocapa y aluminio en galerías. Buen aislamiento térmico-acústico con doble placa tipo Pladur. - Cubiertas: Planas transitables con solado e impermeabilización bicapa; las no transitables llevan grava final. - Estructura: Hormigón armado con forjado de semiviguetas y bovedillas. Cumple normas habituales de solidez. � Tabiquería y carpintería - Interiores: Tabiquería seca con cámaras aislantes. En zonas comunes, se combina ladrillo con paneles tipo Pladur. - Carpintería exterior: Ventanas de aluminio con rotura de puente térmico y vidrios dobles tipo Climalit con tratamiento solar. Persianas térmicas (Exlabesa). - Carpintería interior: Puerta de entrada blindada. Puertas lacadas blancas, interiores de armarios bien equipados. �️ Acabados - Suelo: Tarima sintética tipo madera en oficinas (Kronoswiss), gres porcelánico en baños. - Paredes: Pintura plástica lisa en despachos, cerámica en zonas húmedas. - Techos: Falso techo de escayola, registrables en baños para instalaciones. � Baños y cocina - Sanitarios: Modelos de gama media-alta (Unisan, Arredo), platos de ducha antideslizantes, mamparas de vidrio templado. - Cocina: Mobiliario completo, electrodomésticos Teka (vitro y campana), encimera de laminado de presión alta, bisagras Blum y cajones con freno. �️ Instalaciones - Climatización: Bomba de calor con recuperación de aire; distribuidas por conductos. Buen sistema de confort anual. - Fontanería y ACS: Aislada, con producción de agua caliente por paneles solares más termo individual (120 L). - Electricidad y telecom: Iluminación LED en zonas comunes, videoportero, canalizaciones para datos. Tomas en despachos listas para informática. �️ Zonas comunes y ocio - Urbanización cerrada con acceso controlado y recorridos accesibles. - Incluye: piscina, solárium, gimnasio, zonas ajardinadas, coworking, 2 pistas de pádel, juegos infantiles y espacio para bicicletas. - Garaje: Hormigón pulido, iluminación automática, preinstalación para coches eléctricos, sistema de seguridad y ventilación. ¡FINANCIACION HASTA EL 80% CONSULTANOS SIN COMPROMISO! Operación sujeta a IVA.",False,good,False,True,3427.0,True,False,False,False,[],False,False,205625.0,€,flat,"Pol. Industrial sur, San Sebastián de los Reyes",Piso en avenida del Camino de lo Cortao,,True,True,,,,,,
107462015,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/17/ee/1313362026.webp,CG-64469-0001,20,1,109000.0,flat,sale,30.0,,1,1,calle de las Moreras,Madrid,Aranjuez,Foso-Moreras,es,,40.0356854,-3.5958388,False,https://www.idealista.com/inmueble/107462015/,"Piso de 30 m² en venta, situado en la localidad de Aranjuez, provincia de Madrid. Construido en 1958, este piso dispone de una superficie de 30 m² aproximadamente y se distribuye en salón-comedor con cocina abierta amueblada con armarios altos y bajos, 1 dormitorio y 1 baño. La vivienda se localiza a 4 minutos de la estación del tren, dispone de paradas de autobús a pocos metros con las líneas 1 y 430 y próxima a los accesos viarios N-IV y M-305. La zona dispone de equipamiento variado, centro de salud, supermercado, instituto, teatro, parque, centro deportivo, etc. Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,False,3633.0,False,False,False,False,[],False,False,109000.0,€,flat,"Foso-Moreras, Aranjuez",Piso en calle de las Moreras,,,,,,,,,
106602881,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/6a/21/1288379255.webp,ant00030668391,14,2,126000.0,flat,sale,79.0,True,3,1,calle Lago Tiberíades s/n,Madrid,Parla,La Ermita,es,,40.2364469,-3.7777412,True,https://www.idealista.com/inmueble/106602881/,"Ocupado: oportunidad de inversión Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Descripción Piso en Parla, Madrid, ideal para familias. El inmueble dispone de una superficie de 79 m² construidos distribuidos en tres habitaciones, salón-comedor, cocina y un aseo. Está situado en el centro de Parla, en sus alrededores encontramos la Escuela Infantil El Cuentacuentos, supermercados, bancos, farmacias, oficinas de correos, centros deportivos, varias paradas de autobús y la estación de tren Parla. Cuenta con fácil acceso a Autovía de Toledo.",False,renew,False,False,1595.0,True,False,False,False,[],False,False,126000.0,€,flat,"La Ermita, Parla",Piso en calle Lago Tiberíades s/n,,,,,,,,,
