propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology
107896426,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/13/3d/1327623487.webp,W-02Y0VA,40,bj,760000.0,flat,sale,166.0,True,3,2,Valenoso,Madrid,Boadilla del Monte,Valenoso,es,,40.4134575,-3.9090629,False,https://www.idealista.com/inmueble/107896426/,"Maravilloso Bajo en Valenoso Engel&Völkers, presenta este excepcional bajo que combina funcionalidad y elegancia, ideal para quienes buscan un hogar acogedor. La vivienda cuenta con una doble orientación al sur y al norte, lo que permite disfrutar de abundante luz natural durante todo el día. Al entrar, te recibe un luminoso salón que se abre a un jardín privado, un oasis verde donde puedes relajarte o disfrutar de reuniones al aire libre. Las habitaciones, amplias y confortables, ofrecen vistas al jardín. Cuenta con tres dormitorios y dos baños, destacándose el dormitorio principal por su vestidor y baño en suite. Este último, equipado con un amplio ventanal que ofrece vistas a la zona de descanso, proporciona una sensación de amplitud y luminosidad. El vestidor ha sido diseñado para maximizar el espacio, con cajoneras y baldas, así como un amplia área para colgar ropa, incluyendo camisas, pantalones y prendas de largo. El salón, es amplio y luminoso, se caracteriza por sus dos generosos ventanales que permiten el acceso a los jardines orientados al sur y al norte. El jardín al sur ofrece un acceso directo desde la cocina, creando el entorno perfecto para disfrutar de desayunos y comidas en familia o con amigos. Por otro lado, el jardín al norte se convierte en la zona ideal, para disfrutar de sobremesas y momentos de relajación durante los calurosos meses de verano. La cocina, moderna y bien equipada, se integra perfectamente con el salón a través de una ampliación con isla, creando un espacio abierto y acogedor, permitiendo disfrutar de momentos familiares mientras se aprovecha la luz del sol que entra por las ventanas orientadas al sur. Además, cuenta con una zona de lavandería y despensa, con salida exterior al jardín, lo que añade un nivel adicional de comodidad. Complementando estas áreas, la vivienda incluye una galería versátil que puede ser utilizada como despacho o zona de juegos para los niños, adaptándose a diversas necesidades y gustos. Esta propiedad es, sin duda, un hogar que ofrece un estilo de vida confortable y práctico, no solo es un lugar para vivir, sino un refugio donde cada rincón ha sido pensado para ofrecer bienestar y tranquilidad. Cuenta con una urbanización con piscina, padel, parque infantil, gastrobar y gimnasio, además de trastero y dos plazas de garaje. Ubicada en la prestigiosa zona de Valenoso, en Boadilla del Monte, esta vivienda se beneficia de un entorno residencial tranquilo y familiar, caracterizado por sus amplias zonas verdes y un ambiente apacible que invita a disfrutar de la vida al aire libre. Boadilla del Monte es conocida por su excelente calidad de vida, ofreciendo una combinación perfecta de naturaleza y comodidad urbana. Valenoso destaca por su cercanía a importantes vías de comunicación, lo que facilita el acceso a Madrid y otras localidades cercanas, ideal para quienes buscan un equilibrio entre la vida rural y el dinamismo de la ciudad. La zona cuenta con diversas opciones de servicios, incluyendo colegios de prestigio, centros de salud, comercios y restaurantes, lo que la convierte en un lugar muy atractivo para familias. Además, los residentes de Valenoso pueden disfrutar de múltiples actividades al aire libre, gracias a los parques y áreas recreativas disponibles, perfectos para paseos familiares, deportes y momentos de esparcimiento. La combinación de estos factores hace de esta ubicación un lugar ideal para establecer un hogar, donde la calidad de vida y el bienestar familiar son prioridades. No pierdas la oportunidad de adquirir esta maravillosa vivienda en una de las mejores zonas de Boadilla del Monte. ¡Ven a descubrir el hogar de tus sueños en Valenoso!",True,good,False,True,4578.0,True,True,False,False,[],False,False,760000.0,€,True,True,,flat,"Valenoso, Boadilla del Monte",Piso,Top,
108914012,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/55/8b/1358780468.webp,W-030UAE,28,3,4700000.0,flat,sale,305.0,True,4,5,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4238756,-3.6803608,False,https://www.idealista.com/inmueble/108914012/,"Super Lujo en esquina con siete ventanales en el corazón del barrio de Salamanca. Engel & Völkers presenta esta majestuosa propiedad de 305 m² construidos, completamente reformada con calidades de superlujo, situada en una de las ubicaciones más icónicas y cotizadas de Madrid: la esquina entre las calles Goya y Príncipe de Vergara, en pleno corazón del barrio de Salamanca. Ubicada en un imponente edificio clásico de 1920, cuya fachada protegida por el Ayuntamiento de Madrid representa uno de los ejemplos más elegantes de la arquitectura señorial de la capital, esta propiedad combina a la perfección el encanto de lo histórico con la vanguardia del diseño contemporáneo. El acceso se realiza a través de un portal señorial, con escaleras en piedra natural, que ya anticipan la exclusividad que encontraremos en el interior. La vivienda, orientada en esquina, destaca por su extraordinaria luminosidad gracias a sus siete ventanales exteriores y por una distribución excepcionalmente pensada: cuenta con cuatro dormitorios en suite, cada uno con su propio baño privado, más un baño de cortesía para invitados. Además, dispone de habitación de servicio con baño, lavandería independiente y múltiples espacios de almacenaje. Al entrar, un elegante recibidor nos conduce hacia la zona social: un impresionante salón con cocina integrada donde el diseño y la funcionalidad se fusionan en un ambiente acogedor y sofisticado. La cocina está equipada con electrodomésticos Smeg de alta gama, frigorífico de gran capacidad y una cava de vinos que invita a disfrutar de momentos únicos. Una gran mesa para diez comensales convierte este espacio en el lugar ideal para celebrar. Se han conservado elementos originales como las cristaleras de época, aportando carácter y autenticidad a la reforma. Entre los detalles más exclusivos, encontramos una chimenea decorativa, un futbolín de diseño en cristal y una cuidada colección de obras de arte, todas incluidas en el precio. La propiedad cuenta con las últimas innovaciones tecnológicas: sistema de climatización por aerotermia (frío/calor), iluminación dimable en toda la casa, domótica para el control de luces y un sistema de aspiración centralizada, garantizando máximo confort y eficiencia energética. El corazón elegante y vibrante del Barrio de Salamanca Vivir en Goya es abrazar un estilo de vida donde la distinción, la comodidad y la vitalidad urbana conviven en perfecta armonía. Situado en pleno Barrio de Salamanca, este enclave representa la esencia del Madrid más sofisticado: una zona de gran prestigio histórico que, sin renunciar a su tradición aristocrática, se ha transformado en uno de los epicentros más dinámicos, seguros y codiciados de la capital. A pocos pasos se alza el majestuoso Parque del Retiro, un auténtico pulmón verde  Goya vibra con una oferta gastronómica de autor sin igual: desde reconocidos chefs con estrellas Michelin hasta encantadores bistrós y terrazas donde cada comida se convierte en una experiencia. La zona acoge algunos de los templos gastronómicos más célebres de la ciudad, así como mercados gourmet y vinotecas especializadas que celebran el arte del buen vivir. A ello se suma un universo de tiendas de moda y boutiques de lujo, con las firmas internacionales más exclusivas y diseñadores emergentes conviviendo en armonía. El eje comercial de Goya y sus calles adyacentes como Serrano, Velázquez o Jorge Juan, forman parte de la célebre Milla de Oro, donde comprar es también un acto de elegancia y estilo. Seguridad, servicios y comodidad completan el atractivo de esta zona. Colegios de prestigio, centros de salud, clínicas privadas, gimnasios boutique, supermercados selectos, transporte público excelente y una atmósfera tranquila que combina el ritmo cosmopolita con la calidez de un barrio residencial consolidado. Goya no es solo una dirección. Es una declaración de intenciones. Es vivir Madrid desde s.",True,good,False,False,15410.0,True,True,False,False,[],False,False,4700000.0,€,,,,flat,"Goya, Madrid",Piso,Top,
108828413,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/63/36/1357087567.webp,W-030T2X,43,,1800000.0,chalet,sale,425.0,,5,4,Zona Monte el Pilar,Madrid,Majadahonda,Zona Monte el Pilar,es,,40.4716235,-3.8632785,False,https://www.idealista.com/inmueble/108828413/,"Exclusiva y señorial casa en Interland ENGEL&VÖLKERS comercializa esta señorial casa unifamiliar en la mejor ubicación de la prestigiosa Colonia Interland. Destaca por su gran privacidad, en inmejorable parcela de esquina de 1.247 m2, además de la proximidad tanto al Monte del Pilar como al casco antiguo mediante agradable paseo de pocos minutos. La casa, de unos 425 m2 de construcción tradicional, se dispone en la parte alta de la parcela, accesible mediante diversas escaleras y liberando un magnífico jardín consolidado con arbolado de gran desarrollo y una estupenda piscina privada junto a un agradable cenador de madera.  Se compone de una planta semisótano destinada a garaje, almacén y bodega, una planta principal en la que encontramos un amplio vestíbulo de acceso que conecta por pequeñas escaleras con un despacho, a nivel con un gran salón donde se dan varios ambientes y salida a una zona de terraza, y el comedor que conecta a una renovada y espaciosa cocina. Desde ésta se baja a la zona de servicio con un dormitorio y baño, además de una sala de estar al fondo a nivel de la piscina y con otro baño completo. La planta superior consta de un enorme dormitorio principal con terraza e insuperables vistas a la sierra, un amplio baño, y por último tres dormitorios que comparten otro baño. La colonia Ciudad Jardín Interland es una de las urbanizaciones más consolidadas y prestigiosas de Majadahonda, enmarcada entre el Monte del Pilar y el casco antiguo. Se caracteriza por amplias parcelas con casas señoriales de altas calidades rodeadas de jardines cuidados y abundante arbolado y vegetación. Es un espacio tranquilo y de localización privilegiada a escasos minutos andando del núcleo urbano donde se encuentran zonas comerciales, servicios, centros de salud, colegios, guarderías, zonas verdes y otras dotaciones que confieren al municipio de un alto grado de calidad de vida. Se completa con unas excelentes comunicaciones, tanto por vehículo propio con acceso rápido a la A-6 y a la M-503, así como por transporte público, con la estación del tren de cercanías Renfe y la red de autobuses tanto urbana como interurbana que conecta con Madrid y con otros municipios cercanos. Cuenta además con un servicio de seguridad propio de la urbanización y un suministro de agua independiente por pozos para el riego de jardines. En definitiva, un entorno exclusivo, tranquilo y de calidad, en pleno corazón de Majadahonda, que le permitirá disfrutar de una residencia familiar del más alto confort.",True,good,False,,4235.0,True,True,False,False,[],False,False,1800000.0,€,True,True,,chalet,"Zona Monte el Pilar, Majadahonda",Casa independiente,Top,independantHouse
108616615,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/9b/8e/1350055421.webp,W-030LM0,52,,880000.0,chalet,sale,364.0,,4,3,Castillo - Campodón,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,,40.35919,-3.8767774,False,https://www.idealista.com/inmueble/108616615/,"Precioso Independiente en Villaviciosa de Odón Engel&Völkers presenta esta preciosa casa familiar distribuida en una planta principal con cocina amueblada, dos dormitorios, uno con baño en suite y vestidor, salón comedor en dos alturas con amplios ventanales y salida directa al porche. La planta superior cuenta con dos dormitorios que comparten baño, así como amplia terraza con impresionantes vistas. El sótano alberga un estupendo salón con chimenea, cuarto de instalaciones y acceso al garaje para dos coches. El jardín es el principal valor de esta propiedad, con su fabulosa piscina con vestuarios y baño, y un estupendo cenador. La distancia desde Villaviciosa de Odón a Madrid es de aproximadamente 20 kilómetros, y el trayecto en coche puede tomar entre 20 y 30 minutos, dependiendo del tráfico. La propiedad tiene fácil acceso a la A-5. Hay líneas de autobuses interurbanos que conectan Villaviciosa de Odón con Madrid y localidades cercanas. La zona está dotada, además, de servicios de autobuses que conectan con Estaciones de metro en Madrid y otras áreas. Cercanos, varios colegios privados concertados como Villalkor, privados como el Casvi y colegios públicos que ofrecen educación desde educación infantil hasta secundaria. Cuenta con Centro de Salud, y está a escasos 6 Km. del Hospital Universitario Rey Juan Carlos. La oferta comercial en Villaviciosa de Odón incluye varias cadenas de supermercados. Se pueden encontrar grandes cadenas como Carrefour, Lidl y Mercadona, así como tiendas de proximidad que ofrecen productos frescos y artículos de uso diario.",True,good,False,,2418.0,True,True,False,False,[],False,False,880000.0,€,True,True,,chalet,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente,Top,independantHouse
106359925,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/71/be/1338761360.webp,W-02X7HM,31,,2500000.0,chalet,sale,800.0,,5,5,Ciudalcampo,Madrid,Ciudalcampo,,es,,40.6205613,-3.6064112,False,https://www.idealista.com/inmueble/106359925/,"Magnífico chalet con vistas en Ciudalcampo Engel & Völkers no descubre una residencia excepcional que combina lujo, confort y ubicación privilegiada en una de las zonas más exclusivas de Ciudalcampo: Parcela plana de 2.625m2 plana en esquina situada en altura en la zona central, con vistas despejadas panorámicas a la Sierra, brindando un espacio privado inigualable para disfrutar de la vida al aire libre.  Con 800 m² construidos y 750 m² útiles, la casa está diseñada para satisfacer las más altas expectativas de comodidad y estilo, distribuyéndose en tres plantas que ofrecen amplios y luminosos espacios para cada necesidad. Al cruzar su elegante hall de entrada, serás recibido por un majestuoso salón con comedor que conecta con un comedor independiente y una cocina moderna y completamente renovada. Para momentos más íntimos dispone de un cuarto de estar o despacho, gran habitación invitados con baño en suite y salida directa al jardín, así como de un acogedor porche acristalado: espacios ideales para el descanso o el trabajo en casa.  En la planta superior, encontramos dos dormitorios principales de lujo, con su propio salón privado, vestidor y baño en suite junto a dos amplias habitaciones más que comparten un baño. En esta misma planta encontramos una bonita y luminosa biblioteca. El exterior de esta casa es un auténtico paraíso natural con impresionantes vistas a la Sierra. Un frondoso jardín con árboles consolidados rodea la piscina, que está vallada para mayor seguridad, creando un entorno perfecto para el disfrute familiar. La terraza, concebida como un espacio chill-out, y la zona de barbacoa invitan a relajarse y compartir momentos inolvidables al aire libre. Además, cuenta con una planta sótano con un amplio garaje con capacidad para 5 vehículos y una funcional zona de lavado que añaden un toque práctico a este oasis residencial. Ciudalcampo ofrece una vida en plena naturaleza sin sacrificar la seguridad y los servicios de la ciudad. Situada en el excepcional Parque Regional de la Cuenca Alta del Manzanares, situada en los municipios de San Sebastián de los Reyes y Colmenar Viejo destaca por su entorno privilegiado con vistas impresionantes a la sierra norte de Madrid. Con un cómodo acceso en el Km 28 de la N-1 y cercanía al aeropuerto de Madrid Barajas, IFEMA y a un parque empresarial con múltiples empresas multinacionales, Ciudalcampo combina la comodidad de la vida urbana con la tranquilidad de la naturaleza. Las propiedades independientes en parcelas con una media de 3.200 m2 ofrecen total intimidad, mientras que las urbanizaciones de pisos, chalets adosados e independientes cuentan con amplias zonas verdes y servicios comunes. Destacan el prestigioso Colegio Internacional SEK y el Club Deportivo RACE, que ofrece una amplia gama de instalaciones deportivas y sociales. Además, los residentes pueden disfrutar de 6.5 km de circuito físico para la práctica de deportes al aire libre y 41 km de viales con tráfico limitado, ideales para paseos en plena naturaleza. La seguridad es primordial en Ciudalcampo, con un sistema de cámaras, vallado perimetral y servicio de seguridad 24 horas. Además, el servicio regular de autobuses que comunica con Plaza Castilla y Alcobendas/San Sebastián de los Reyes, junto con una línea de minibuses internos, garantizan una excelente movilidad dentro y fuera de la urbanización. En resumen, Ciudalcampo es una zona residencial en auge, similar a la Moraleja, donde se demanda cada vez más privacidad y seguridad, pero sin renunciar a los servicios y comodidades de la ciudad. Su equilibrio entre desarrollo urbanístico y conservación del medio natural la convierte en una opción muy atractiva para quienes buscan una vida tranquila en plena naturaleza.",True,good,False,,3125.0,True,True,False,False,[],False,False,2500000.0,€,True,True,,chalet,Ciudalcampo,Casa independiente,Top,independantHouse
108666804,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/3b/d7/1351581908.webp,W-0307EP,39,3,600000.0,flat,sale,97.0,True,2,2,Barrio Valdeacederas,Madrid,Madrid,Tetuán,es,Valdeacederas,40.466909,-3.7046584,False,https://www.idealista.com/inmueble/108666804/,"Impecable ático en Valdeacederas Engel & Völkers presenta este hermoso ático en la zona de Valdeacederas, Madrid, donde la comodidad y la seguridad se encuentran en perfecta armonía. Con una superficie total de casi 100 metros cuadrados, esta oportunidad inmobiliaria ofrece un estilo de vida funcional con sus dos baños y un garaje privado que se puede adquirir por separado, garantizando la máxima comodidad en cada rincón. Al entrar, será recibido por un espacio que irradia modernidad y elegancia, acentuado por un impecable suelo de parquet que recorre todo el apartamento. Las ventanas inundan el interior de luz natural, creando una atmósfera acogedora y luminosa. El diseño contemporáneo se complementa con una terraza de 10 metros cuadrados, un rincón perfecto para relajarse y disfrutar de la tranquilidad urbana. Este apartamento se distingue por sus características únicas, como un ascensor que proporciona acceso directo y cómodo a su hogar. La disposición inteligente de los espacios maximiza la funcionalidad y el confort, mientras que el cuidado en cada detalle refleja un compromiso con la calidad y el buen gusto. Descubra un estilo de vida diferente en Madrid, donde este apartamento no solo es un hogar, sino un refugio de elegancia y tranquilidad. No pierda la oportunidad de hacer suyo este espacio que combina a la perfección la modernidad y la funcionalidad en una de las ciudades más emocionantes del mundo. Ubicada en una de las zonas más demandadas de Madrid, la propiedad en Calle del Capitán Blanco Argibay ofrece un estilo de vida inigualable, ideal para aquellos que valoran el confort en un entorno urbano vibrante. Esta área es perfecta para profesionales, familias y amantes de la cultura que buscan una ubicación privilegiada con acceso a todo lo que Madrid tiene para ofrecer. La infraestructura en esta zona es excepcional, con fácil acceso a una red de transporte público eficiente que incluye autobuses y el metro, lo que garantiza una conexión rápida con el centro de la ciudad en tan solo 15 minutos. La proximidad a la estación de tren de Chamartín, a solo 10 minutos en coche, facilita los viajes nacionales e internacionales. Para el ocio, el área ofrece una variedad de actividades que incluyen tiendas, restaurantes y cafés encantadores. El Parque de la Dehesa de la Villa, a menos de 10 minutos, es un refugio verde perfecto para paseos tranquilos o actividades al aire libre. Además, el famoso estadio Santiago Bernabéu está a solo 15 minutos, ideal para los aficionados al fútbol. Este enclave en Madrid destaca por su combinación de tranquilidad y proximidad a la vibrante vida cultural de la ciudad. La cercanía a colegios y hospitales añade un valor incalculable a la calidad de vida. Vivir en Calle del Capitán Blanco Argibay es experimentar un lado diferente de Madrid: una ciudad que combina a la perfección historia, modernidad y un estilo de vida cosmopolita. Esta ubicación ofrece un equilibrio perfecto entre la serenidad residencial y la emoción de la vida urbana, convirtiéndola en una opción irresistible para quienes buscan vivir en el corazón de España.",True,good,False,True,6186.0,True,True,False,False,[],False,False,600000.0,€,True,False,25000.0,flat,"Valdeacederas, Madrid",Piso,Top,
108262600,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/39/5b/1342053939.webp,W-0307EH,31,2,749000.0,flat,sale,137.0,True,3,2,Barrio Sanchinarro,Madrid,Madrid,Hortaleza,es,Sanchinarro,40.5001474,-3.655863,False,https://www.idealista.com/inmueble/108262600/,"Luminoso piso de 3 dormitorios en Sanchinarro Engel & Völkers vende este fantástico piso de 3 dormitorios en el encantador barrio de Sanchinarro. El piso de 107 m2 habitables se encuentra en una 2ª planta con orientación suroeste y noreste. Destaca por sus calidades como el suelo radiante refrigirante con termostatos independientes en cada una de las estancias, ventanas climalit con persianas motorizadas en los dormitorios, baños modernos y paredes lisas. Al entrar en la vivienda a la derecha encontramos un luminoso salón con un gran ventanal con vistas a la Sierra y sin vecinos delante. La cocina con vistas a la urbanización tiene un gran tamaño que permite poner una mesa para comer a diario y tiene una zona independiente donde colocar la zona de lavado. La zona de dormitorios está compuesta con 3 dormitorios, dos de ellos exteriores con armarios empotratos de 3 cuerpos y muy luminosos. Dichos dormitorios comparten un baño de ducha. El dormitorio principal, con vistas a la urbanización, cuanta con baño en suite y una gran pared de armarios (7 cuerpos). La urbanización con portero los 7 días de la semana y 24 horas cuanta con una piscina exterior, jardines alrededor de la misma, gimnasio muy cuidada y una zona de juegos infantiles. El piso consta de una plaza de garaje y trastero. Su ubicación dentro del barrio de Sanchinarro es inmejorable: Rodeado de varios colegios - públicos, como concertados y privados - y zonas verdes y parque infantiles se encuentra a 5 minutos a pie del Corte Inglés y el metro ligero y del centro médico. A la misma distancia se encuentra la calle principal del barrio con sus comercios, restaurantes y bares. Sanchinarro es un barrio joven del Norte de Madrid que colinda con la emblemática urbanización de la Moraleja, el Pau de Valdebebas y el área residencial de Las Tablas. A tan solo 15 minutos del centro de Madrid y a 10 minutos del aeropuerto, Sanchinarro se ha consolidado como una de las zonas de preferencia tanto para familias como para personas que buscan estar conectadas con el centro de la ciudad y la zona empresarial más prestigiosa de la capital, sin renunciar a la tranquilidad y comodidad que proporciona la vida de las urbanizaciones de Sanchinarro.",True,good,False,True,5467.0,True,True,False,False,[],False,False,749000.0,€,True,True,,flat,"Sanchinarro, Madrid",Piso,Top,
108723610,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/f7/7c/1353221411.webp,MAD61325,40,6,1495000.0,flat,sale,147.0,True,3,3,calle de José Abascal,Madrid,Madrid,Chamberí,es,Almagro,40.4379336,-3.6979889,False,https://www.idealista.com/inmueble/108723610/,"Lucas Fox presenta este espectacular piso en la sexta planta, en una de las calles más representativas del señorial barrio de Almagro, en José Abascal. La vivienda se presenta recién reformada con acabados de calidad. Cuenta con tres dormitorios, dos de ellos con baño privado, y un tercer baño completo para invitados. El salón-comedor amplio y luminoso se abre a una terraza soleada, perfecta para desayunos tranquilos o para desconectar al final del día. La cocina se presenta con un diseño funcional totalmente equipada con electrodomésticos Bosch & Balay. El edificio dispone de portero, dos ascensores y está a escasos metros del metro, en una ubicación inmejorable para disfrutar de la vida urbana con tranquilidad y distinción. Póngase en contacto para más información.  Un alto porcentaje de los inmuebles que tenemos en esta zona solo están publicados en nuestra web. Para ver toda nuestra cartera, visite nuestra web.",True,good,False,True,10170.0,True,True,False,False,[],False,False,1495000.0,€,,,,flat,"Almagro, Madrid",Piso en calle de José Abascal,Top,
106469460,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/25/2c/1324903380.webp,2411,39,,3490000.0,chalet,sale,674.0,,6,5,Barrio Conde Orgaz-Piovera,Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4593266,-3.6416112,False,https://www.idealista.com/inmueble/106469460/,"QUARTIERS Expertos Inmobiliarios. Agents Immobiliers Français. Real Estate Services. Quartiers presenta en venta una propiedad única en el Parque Conde de Orgaz, tanto por su ubicación en una de las cotas más altas del Parque como por sus magníficas calidades de construcción.  Este chalet independiente se alza sobre una fantástica parcela ajardinada de más de 1.600 m2, que por su altura goza de unas espectaculares vistas panorámicas. La vivienda fue construida por un prestigioso arquitecto para su uso como vivienda familiar, por lo que cada detalle fue cuidado al máximo, y se eligieron inmejorables materiales (ladrillo de Tejar, tejas cerámicas curva, madera de Iroco en la carpintería exterior, etc). Posteriormente se han modernizado algunas instalaciones (sistema de calefacción por aerotermia, instalación de placas solares, etc).  La vivienda, que tiene tiene una cubierta de grandes paños a dos aguas, destaca sin duda por su arquitectura, desarrollada en medias plantas y adaptada a la pendiente del terreno. El diseño interior juega con las diferentes alturas, creando espacios únicos y luminosos, ya que todas las estancias tienen amplios ventanales desde donde disfrutar las vistas. En la en la zona de recibo encontramos un balcón interior entre el salón y el comedor que comunica ambas estancias, multiplicando la sensación de espacio de toda la zona.  La propiedad dispone además de una zona anexa a la vivienda, un espacio de unos 170 m2, que al tener su propia entrada independiente es perfecto para habilitar un apartamento de invitados o una zona de despacho.  DISTRIBUCIÓN VIVIENDA PLANTA ENTRADA: Hall de entrada, aseo de cortesía, despacho/dormitorio, zona de comedor con cocina office con salida a terraza y bajada a la piscina. PLANTA -1: Gran salón con chimenea con balcón interior (entre el salón y el comedor) y acceso a terraza exterior, dormitorio principal con vestidor y baño PLANTA -2 (NIVEL CALLE): Cuarto de plancha, dormitorio de servicio, baño y despensa. Zona de taller. Zona de almacenaje, Cuarto de instalaciones (aerotermia, bomba de agua y termo). Garaje (2 plazas), patio exterior a nivel de entrada a la vivienda.  PLANTA -3: 2 dormitorios (1 de ellos es doble, muy amplio), con acceso a jardín. 2 baños completos. ESTUDIO INDEPENDIENTE PLANTA ENTRADA: Zona de recibo con kitchenette, salón. PLANTA - 1: Amplia sala polivalente (dormitorio o salón) con baño completo. CALIDADES: Calefacción por aerotermia (instalación nueva de 2023). Placas solares. Pozo, piscina salada con motor nuevo. Dispositivo de carga para vehículos eléctricos. Fachada de ladrillo de Tejar con zonas enfoscadas. Cubiertas de teja cerámica curva tipo árabe. Terrazas y carpintería exterior de madera de Iroco.",True,good,False,,5178.0,True,True,False,True,[],False,False,3490000.0,€,True,True,,chalet,"Conde Orgaz-Piovera, Madrid",Casa independiente,Top,independantHouse
102750021,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/49/15/1165979114.webp,1032,55,,5500000.0,chalet,sale,1150.0,,8,8,Barrio Conde Orgaz-Piovera,Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4596483,-3.6334482,False,https://www.idealista.com/inmueble/102750021/,"QUARTIERS Expertos Inmobiliarios. Agents Inmobiliers Français. Real Estate Services. Quartiers presenta este espectacular chalet de diseño ubicado en la zona alta de Conde de Orgaz. Se trata de un producto único en la zona: un concepto moderno, máximas calidades de construcción y acabados de gran calidad. Ademas de sus estancias interiores, muy amplias y luminosas, cuenta con una impresionante zona exterior, con jardín, un gran porche con zona de estar y comedor de verano, piscina privada, gimnasio, spa, varias terrazas. DISTRIBUCION: PLANTA PRINCIPAL: Hall de entrada, despacho, aseo de cortesía, 2 salones a diferente nivel con salida directa al porche y a la terraza exterior con piscina individual, comedor, cocina con office con zona de servicio con 2 dormitorios y baño. PLANTA PRIMERA: 4 dormitorios, 3 baños. El dormitorio principal tiene unas fantásticas vistas y acceso directo a terraza exterior, vestidor y baño con jacuzzi. Otro de los dormitorios se encuentra en suite con el baño incorporado. Finalmente los dos dormitorios restantes comparten 1 baño. PLANTA SEGUNDA: 2 dormitorios con 2 cuartos de baño. Fantástica zona de estar con acceso a una terraza de 130 m2 y vistas a todo el Parque Conde de Orgaz. PLANTA SEMISOTANO: Zona de servicio. Lavandería. Despensa y cuartos trasteros. Gimnasio con spa y baño turco, con acceso al jardín y piscina exterior. Garaje con capacidad para 6 coches. Además, posee una zona inferior totalmente diáfana preparada para instalar desde una sala de cine, bodega etc. CALIDADES: Calefacción individual gas natural por suelo radiante. A/A. Domótica. Carpinteria exterior SCHUCO con cierre eléctrico. Persianas motorizadas. Placas solares (agua caliente y sanitaria). Suelos de mármol y tarima de teca. ADEMÁS DE ESTA PROPIEDAD, EN QUARTIERSINMOBILIARIA. COM PODRA CONSULTAR OTRAS PROPIEDADES NO PUBLICADAS EN IDEALISTA.",True,good,False,,4783.0,True,True,False,True,[],False,False,5500000.0,€,True,True,,chalet,"Conde Orgaz-Piovera, Madrid",Casa independiente,Top,independantHouse
108729397,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/d6/09/1353411263.webp,VMO2507006,49,,1300000.0,chalet,sale,410.0,,5,4,Barrio El Plantío,Madrid,Madrid,Moncloa,es,El Plantío,40.4682775,-3.8189769,False,https://www.idealista.com/inmueble/108729397/,"VIVIENDA LUMINOSA CON MUCHAS POSIBILIDADES EN ARAVACA Vivienda de 345 m² construidos, ubicada sobre una parcela de 548 m².   Construida en 2013. Actualmente, está destinada a oficina aunque no requeriría mucha obra el volver a adaptarla a vivienda, dados los buenos materiales y distribución de los espacios.   Con muchísimas opciones de distribución, actualmente dispone de planta baja y primera más una buhardilla diáfana muy luminosa con velux en el techo y baño, también a/a. Además, cuenta con una planta sótano con acceso directo desde el exterior para poder también destinarlo a apartamento o zona de visitas o servicio independiente.   El jardín es amplio, en su momento tenía una piscina que actualmente no está, ya que la propiedad la sustituyo por una zona de parking, pero podría volver a ponerse, sin problema.   La orientación de la vivienda es muy buena, tiene muchísima luz, algo muy característico del inmueble. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,,3171.0,True,True,False,False,[],False,False,1300000.0,€,True,True,,chalet,"El Plantío, Madrid",Chalet pareado,Top,semidetachedHouse
