propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,hasLift,neighborhood
103490910,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/b8/60/1191159933.webp,1959,44,197000.0,countryHouse,sale,157.0,3,3,Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios,es,40.2931582,-4.4157198,False,https://www.idealista.com/inmueble/103490910/,"R-1959 4911m2 DE TERRENO RUSTICO CON VIVIENDA URBANA Y POZO. Preciosa finca enclavada en el término municipal de Cadalso de los vidrios a 3 Km del pueblo con preciosas vistas de la sierra y la Peña Muñana. Tiene entrada y fácil acceso desde la carretera y una parada de autobús (Madrid - Cadalso que pasa cada media hora) a 200m de la finca, Disponemos de más de 4.900m2 de terreno para disfrutar de la naturaleza con jardín, huerta y arboles frutales, rodeado de montañas, encinas y un arroyo. Cuenta con una vivienda construida en 1.996 urbana y escriturada de 150m2 útiles distribuidos en 2 plantas de la siguiente manera: Planta baja; 104m2 cuenta con cocina amueblada y chimenea, salón amplio con estufa de leña, 2 baños completos y 3 dormitorios. Planta alta; Loft de 50m2 forrado en madera con entrada independiente, salón y dormitorio en concepto abierto, cocina, baño completo y una espectacular terraza de 70m2 abierta con increíbles vistas. En cuanto a las calidades del inmueble cuenta con ventanas aluminio blanco con cristal climalit, rejas en toda la vivienda, persianas de aluminio, suelos de cerámica en planta baja y tarima flotante en planta alta, calentador de gas, pre-instalación de radiadores en la planta baja, pintura lisa y señal de internet muy buena. La finca es autosuficiente a nivel energetico pues cuenta con placas solares y aerogenerador, baterías y convertidor a 220v. Pozo y depósito de agua de 10.000L. Jardín, más de 1000 metros de huerta y árboles frutales. Características básicas: Finca rústica 2 plantas 157 m² construidos, 150 m² útiles 4 habitaciones 3 baños 2 cocinas Parcela de 4.911 m² 1 Chimenea y 2 estufas de leña Trastero caseta de aperos Orientación norte, sur, este, oeste No espere mas, llame e informese. Demos Juntos El Primer Paso Hacia La Casa De Sus Sueños.",False,good,False,1255.0,False,False,False,False,[],False,False,197000.0,€,True,True,countryHouse,countryHouse,Cadalso de los Vidrios,Finca rústica,Destacado,,,,,
108144336,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/00/89/1335176871.webp,RP1382025137462,22,245000.0,flat,sale,171.0,3,2,Fuentebella-San Felix-El Leguario,Madrid,Parla,es,40.2262877,-3.7687239,False,https://www.idealista.com/inmueble/108144336/,"REDPISO VENDE: Amplia y luminosa vivienda de 171m², perfecta para quienes buscan comodidad y bienestar. El salón es independiente y muy luminoso. La vivienda consta de 3 dormitorios, 2 baños completos, uno con bañera, otro con plato de ducha y mampara. La cocina es funcional y grande. Los acabados incluyen suelos de tarima, calefacción controlada con domótica, aire acondicionado, ventanas con mosquitera climalit oscilobatiente y corredera, aportando calidad y calidez a cada estancia. Cuenta también con dos plazas de garaje y trastero. Rodeada de todos los servicios necesarios: parque infantil, colegios, comercios y transporte público. ¡No pierdas la oportunidad de visitarla! Estaremos encantados de atenderle. Para más información sobre esta y otras propiedades, visite nuestra página web.",False,good,False,1433.0,False,False,False,False,[],False,False,245000.0,€,True,True,flat,,"Fuentebella-San Felix-El Leguario, Parla",Piso,Destacado,4,True,Fuentebella-San Felix-El Leguario,True,
108752283,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/a5/1f/1354084939.webp,RP462025139981,17,299000.0,flat,sale,55.0,2,1,Barrio Pilar,Madrid,Madrid,es,40.4747855,-3.7124595,False,https://www.idealista.com/inmueble/108752283/,"REDPISO PROYECTO INMOBILIARIO PEÑAGRANDE SL, comercializa en venta esta propiedad de 2 DORMITORIOS.  Se trata de una TERCERA planta de 53 m² construidos EN UNA ZONA TRANQUILA CERCA DEL METRO DE PEÑAGRANDE. Distribuida de la siguiente manera, amplio salón con terraza y orientación sur con gran luminosidad, cuarto de baño con plato de ducha y cocina, habitación principal y otra secundaria. EN PERFECTO ESTADO PARA ENTRAR A VIVIR O INVERSIÓN  La finca cuenta con ascensor además de acceso para personas con movilidad reducida.  En cuanto a la zona, es de las más demandadas del distrito. En el entorno podemos encontrar: el centro comercial La Vaguada, parada de metro Peñagrande (línea 7), centro deportivo GoFit y el acceso a la M-30, además de sus numerosas paradas de autobús en la misma puerta de la finca.  El precio de la vivienda NO comprende los gastos de compraventa, impuestos, ni los honorarios de intermediación inmobiliaria que satisface el comprador.  FINANCIAMOS HASTA EL 100% CON NUESTRO DPTO. FINANCIERO DCREDIT! ¡LE ESPERAMOS!  NO DUDES EN CONTACTAR CON NOSOTROS! o visite nuestra página web.",False,good,False,5436.0,False,False,False,False,[],False,False,299000.0,€,,,flat,,"Pilar, Madrid",Piso,Destacado,3,True,Fuencarral,True,Pilar
108846053,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/2c/c1/1356824067.webp,RP052025140273,21,214999.0,flat,sale,97.0,3,1,La Poveda,Madrid,Arganda,es,40.3172181,-3.4825291,False,https://www.idealista.com/inmueble/108846053/,"Redpiso Arganda del Rey pone a la venta piso en Zona Poveda de 85 m2 para entrar a vivir junto al metro. Esta vivienda completamente exterior consta de 3 dormitorios con aire acondicionado, salón independiente con terraza, cocina amueblada y equipada que da salida a tendedero, un baño completo con plato de ducha (mampara de obra y cristal pavés) y ventana al exterior. Puertas de roble, armarios empotrados, suelos de gres, ventanas de aluminio y toldos, calefacción de gas natural en toda la vivienda. Zona muy tranquila con parada de autobús urbano e interurbanos y metro a tan solo 5 minutos. Colegios, centro médico, institutos, parques y jardines en un entorno inmejorable. Redpiso le ofrece la mejor financiación, a través de nuestro departamento financiero DCredit. No deje de visitarlo.",False,good,False,2216.0,False,False,False,False,[],False,False,214999.0,€,,,flat,,"La Poveda, Arganda",Piso,Destacado,2,True,La Poveda,False,
108237492,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/bc/eb/1338067825.webp,05510,17,187500.0,flat,sale,55.0,3,1,Barrio Palomeras Bajas,Madrid,Madrid,es,40.3907806,-3.663391,False,https://www.idealista.com/inmueble/108237492/,"PISO TODO EXTERIOR DE ESQUINA Y MUY SOLEADO, MUY CERCA DEL METRO NUEVA NUMANCIA (5 min a pie). 55 m2, 3 dormitorios, el principal con balcón, 1 baño con ventana y ducha, cocina amueblada muy soleada. Suelo de tarima, ventanas de aluminio, aire acondicionado frío-calor, calefacción eléctrica, puerta blindada. Está muy cuidado y se puede entrar a vivir. Es muy soleado y agradable todo el día. Zona muy bien comunicada, con todos los servicios cerca, colegios, comercios, bus, metro, zonas verdes. Venga a verlo! Le conseguimos la financiación con las mejores condiciones. *Pvp no incluye gastos de notaría, registro ni impuestos.",True,good,False,3409.0,False,False,False,False,[],False,False,187500.0,€,,,flat,,"Palomeras Bajas, Madrid",Piso,Destacado,1,True,Puente de Vallecas,False,Palomeras Bajas
108435474,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/fb/69/1344791165.webp,RP1692025138681,38,440000.0,flat,sale,111.0,4,2,Barrio Valderas - Los Castillos,Madrid,Alcorcón,es,40.3523636,-3.7985895,False,https://www.idealista.com/inmueble/108435474/,"Buscas un hogar amplio, luminoso y en un entorno privilegiado? Este hermoso piso de 111 metros cuadrados te ofrece justo eso y mucho más.  El salón, independiente y espacioso, invita a relajarse o compartir momentos con familia y amigos. Desde aquí, puedes acceder a una pequeña terracita alargada. La cocina, moderna y funcional, cuenta con un tendedero que facilita las tareas diarias y mantiene todo ordenado. El hogar dispone de cuatro dormitorios con aire acondicionado, ideales para adaptarse a tus necesidades, ya sea como habitaciones, oficina o espacio de ocio. El dormitorio principal destaca por su baño en suite, brindando un rincón de privacidad y confort. Ubicado en una urbanización privada, el edificio ofrece la tranquilidad y seguridad que buscas, además de contar con una piscina para refrescarse en los días calurosos y zonas verdes para pasear o jugar. Contando también con dos amplios tendederos comunitarios. Además, el piso incluye un trastero para guardar todo lo que necesites y una plaza de garaje en una urbanización cercana, facilitando tu día a día. Este es el hogar perfecto para quienes desean vivir en un entorno cómodo, seguro y rodeado de servicios. ¡No dudes en contactarnos para descubrirlo en persona y hacer de este piso tu nuevo hogar! Cuenta con todos los servicios, muy cerca de metro Joaquín Vilumbrales (L10), autobuses 514 a Madrid Príncipe Pio, y 520 hacia Móstoles. Financiamos hasta el 100%. Redpiso ""tu hogar, nuestro compromiso"". *El precio no incluye el Impuesto de Transmisiones Patrimoniales (Max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales (según el caso). Ubicación aproximada. ¡No dejes pasar esta oportunidad! Ven a visitarlo y enamórate de tu futuro hogar.  Ubicación aproximada.",False,good,False,3964.0,False,False,False,False,[],False,False,440000.0,€,True,True,flat,,"Valderas - Los Castillos, Alcorcón",Piso,Destacado,3,False,Valderas - Los Castillos,True,Valderas - Los Castillos
108339254,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/de/28/1341185148.webp,RP1442025138380,31,529000.0,flat,sale,109.0,2,2,Barrio El Caño - Maracaibo,Madrid,Las Rozas de Madrid,es,40.4944451,-3.8749251,False,https://www.idealista.com/inmueble/108339254/,"Repiso Las Rozas tiene el placer de presentar en exclusiva este espectacular bajo con jardín, ubicado en una de las mejores zonas del centro de Las Rozas. Una vivienda única por su comodidad, distribución y localización, ideal para quienes buscan calidad de vida sin renunciar a los servicios del entorno urbano. Una bonita y tranquila urbanización con 2 ascensores, garaje con doble acceso y unos gastos de comunidad económicos. El edificio además ofrece portero físico en horario de mañana y de tarde, acceso para personas con movilidad reducida y zonas ajardinadas con piscina. Vivienda de 95m2 Distribución: •Amplio hall de entrada, que da paso a la zona de día. •Cocina independiente, grande, muy luminosa y con acceso a tendedero cubierto. •Dormitorio principal en suite con armarios empotrados y vistas al jardín (luz natural) •Dormitorio secundario también con armarios empotrados. •Baño principal •Salón comedor en dos ambientes, muy amplio y luminoso, con acceso directo al jardín privado. •Dos accesos independientes a la vivienda, aportando privacidad y funcionalidad. Además, incluye una amplia plaza de garaje y trastero de 7,35m2. El jardín privado tiene acceso a la calle de forma directa y próximo al garaje para su comodidad La orientación de la vivienda es NORTE/OESTE Ubicación inmejorable: A tan solo 5 minutos andando de la estación de RENFE, con paradas de autobús próximas, comercios, colegios y todos los servicios necesarios sin necesidad de coche. Extras: •Aire acondicionado •Calefacción individual por gas natural •Comunidad: 167€/mes •IBI: 488€/año ¿Buscas un bajo cómodo, tranquilo, con jardín y calidades excelentes? No dejes pasar esta oportunidad. Llámanos y ven a conocer uno de los mejores bajos de 2 habitaciones en la zona centro de Las Rozas.",False,good,False,4853.0,False,False,False,False,[],False,False,529000.0,€,True,True,flat,,"El Caño - Maracaibo, Las Rozas de Madrid",Piso,Destacado,bj,True,Rozas Centro,False,El Caño - Maracaibo
108449776,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/b3/d3/1345233597.webp,RP1382025138740,28,265000.0,chalet,sale,180.0,4,3,Casarrubuelos,Madrid,Casarrubuelos,es,40.1715251,-3.8307388,False,https://www.idealista.com/inmueble/108449776/,"REDPISO VENDE: Acogedora casa adosada con garaje y trastero de 142m², ideal para quienes valoran la tranquilidad sin renunciar a la comodidad. La propiedad destaca por su patio delantero con barbacoa de obra y patio trasero, creando un espacio para disfrutar del buen tiempo. La distribución consta de 2 plantas más sótano de unos 50m y buhardilla en bruto. Tiene 4 dormitorios, uno de ellos en suite con bañera y otro baño completo, además de un aseo en el patio trasero. La cocina amueblada y funcional, optimizando el espacio dentro de la vivienda. Entre sus cualidades destaca la chimenea en sótano, aportando calidad y calidez a la estancia. Ubicada en una zona rodeada de todos los servicios necesarios: parque infantil, colegios, comercios y transporte público y con buena salida a A-42. ¡No pierdas la oportunidad de visitarla! Estaremos encantados de atenderle. Para más información sobre esta y otras propiedades, visite nuestra página web.",False,good,False,1472.0,False,False,False,False,[],False,False,265000.0,€,True,True,chalet,terracedHouse,Casarrubuelos,Chalet adosado,Destacado,,,,,
108083051,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/db/d4/1334156124.webp,,77,500000.0,chalet,sale,270.0,4,4,Robledo de Chavela,Madrid,Robledo de Chavela,es,40.5239586,-4.2504022,False,https://www.idealista.com/inmueble/108083051/,"Presentamos este impresionante chalet independiente en venta en la tranquila localidad de Robledo de Chavela. Con una ampliación y reforma integral en el 2019, este hogar te ofrece una experiencia única en plena naturaleza. Con una superficie de terreno de 1.700 m², la casa principal tiene 200 m².  Esta casa tiene cuatro dormitorios con armarios empotrados, y tres cuartos baño completos y uno de cortesía muy luminosos siendo dos de ellos en suite. El interior de la vivienda destaca por su luminosidad, gracias a sus grandes ventanales panorámicos con rotura de puente térmico de primera calidad, la calefacción es de propano que garantiza el confort durante todo el día.  Destacamos también que la calefacción y el riego del jardín pueden ser controlados y programados a distancia a través de Wifi.  El salón y el comedor están separados por una elegante chimenea creando así dos ambientes bien diferenciados y desde estas estancias tenemos acceso al jardín, para disfrutar de comidas o barbacoas con la familia y amigos. La cocina cuenta con amplias ventanas que proporcionan mucha luz a la estancia, donde se puede ver y disfrutar las vistas hacia el jardín, está completamente equipada con electrodomésticos de alta gama.  Si necesitas espacio de almacenamiento, este chalet también tiene un gran cuarto de herramientas que mide aproximadamente 10 m². La parcela de 1.700 m² ofrece zonas ajardinadas naturales para disfrutar del entorno. También tiene una casa de invitados amplia, cómoda y luminosa 60 m², tiene hecha la instalación para una posible cocina con un dormitorio y un cuarto de baño que actualmente es un salón de juegos. La zona de barbacoa es muy cómoda y agradable con árboles que proporcionan sombra para esos días mas cálidos.   Robledo ofrece un entorno natural único en la sierra oeste de Madrid, con todos los servicios: Estando la estación de Cercanías Renfe a Madrid a 5 minutos caminando (línea C-3) y autobuses a Moncloa. Colegios e instituto bilingües, centro de salud, restaurantes y supermercados. Muy cerca de San Lorenzo de El Escorial y el Pantano de San Juan. PARA PROPIETARIOS: 1. ¿Necesitas vender para comprar? donpiso puede comprar tu casa entregándote el 10% en 48 horas y el resto ante Notario. 2. ¿Problemas económicos? Te ayudamos entregándote una cantidad pactada cada mes mientras vendemos tu casa. Sin gastos de ningún tipo. 3. ¿Vendes un piso con hipoteca? mientras gestionamos la venta, te adelantamos la cuota mensual. 4. ¿Reformas? al mejor precio y te las financiamos dentro de la hipoteca. 5. ¿La mejor hipoteca? en donpiso la encuentras y con condiciones preferentes. 6. ¿Herencias y divorcios? te ayudamos y coordinamos todo. Infórmate:.",True,good,False,1852.0,False,False,False,False,[],False,False,500000.0,€,,,chalet,independantHouse,Robledo de Chavela,Casa independiente,Destacado,,,,,
108357508,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/64/c5/1341699690.webp,3032,45,657000.0,flat,sale,168.0,4,3,Barrio Horcajo,Madrid,Madrid,es,40.4060889,-3.6303155,False,https://www.idealista.com/inmueble/108357508/,"Vivienda luminosa y amplia en urbanización con piscina y garaje en Doctor García Tapia, Moratalaz. Descubre este fantástico piso semi nuevo, en una de las mejores zonas de Moratalaz, con todo lo que necesitas para vivir con comodidad, tranquilidad y calidad de vida. Situado en la 3ª planta de un edificio de 2001 con ascensor, la vivienda cuenta con 4 dormitorios, 2 baños completos (antes 3), una cocina independiente con zona de lavado, y un salón comedor muy luminoso gracias a su orientación sur, que garantiza luz natural todo el día. Forma parte de una urbanización privada con piscina, pista de pádel, zonas ajardinadas, conserjes y vigilancia 24 horas, ideal para familias. Incluye plaza de garaje en el precio. Una zona residencial muy valorada, con parques, colegios, centros deportivos y comerciales a pocos minutos, y excelente conexión con el centro de Madrid por calle O’Donnell, M30, M40 y A3. Tu nuevo hogar te espera: amplio, funcional, luminoso y rodeado de servicios. Una oportunidad para empezar una nueva etapa llena de ilusión. Ponte en contacto con nosotros para coordinar una visita.",False,good,False,3911.0,False,False,False,False,[],False,False,657000.0,€,True,True,flat,,"Horcajo, Madrid",Piso,Destacado,,True,Moratalaz,True,Horcajo
