propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,neighborhood,floor,exterior,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
102985794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/83/3b/1338758498.webp,17,3800000.0,flat,sale,560.0,10,8,calle del Príncipe,Madrid,Madrid,Centro,es,40.4152081,-3.7016905,False,https://www.idealista.com/inmueble/102985794/,"Primera planta en calle Príncipe, eje Prime de Cortes En una de las calles principales del barrio de las Cortes, entre el Congreso de los Diputados y la Plaza de Canalejas, cercano a los hoteles más exclusivos de la capital y a un paso de la famosa Plaza de Santa Ana, encontramos esta propiedad enclavada en unos de los edificios típicos de la arquitectura madrileña de los años sesenta.  A través de un espectacular portal y subiendo por una majestuosa escalera accedemos a la primera planta compuesta por 4 pisos con un total de 560 metros construidos. En este momento los pisos están conectados entre sí y utilizados como espacio profesional. Se vende la planta entera, con patio de unos 50 metros y uso privativo, con vistas y amplios ventanales a la calle Príncipe. Tiene posibilidades infinitas de reforma, como oficinas o despachos profesionales o como viviendas, volviendo a la división original en las 4 propiedades que están en la planta. De cualquier forma, se trata de una excelente inversión, una ocasión única en unos de los barrios de mayor auge del centro de la capital madrileña. Engel & Völkers ofrece esta fantástica propiedad en la zona prime del Barrio de Cortes, uno de los más populares de Madrid por el encanto de sus calles peatonales y su céntrica localización. Está tan cerca del Corte Inglés de Sol, de la famosa Calle Preciados, del complejo de lujo de Canalejas, o del hotel Four Seasons, como de tiendas artesanas de diseño exclusivo, o del mercado de abastos de Antón Martín.  Se trata de una zona en auge elegida por las grandes cadenas hoteleras. Una de las grandes apuestas se encuentra en el renovado entorno de la plaza de Canalejas. Además del Hotel Four Seasons, JW Marriott abrió su primer hotel en Madrid en el mes de Enero. El grupo Pescaderías Coruñesas establecerá también un complejo hotelero de lujo con cerca de 80 habitaciones. Para ello, rehabilitará tres edificios: el Teatro Reina Victoria, el Edificio Meneses y la Casa Allende, manteniendo la oferta cultural. Además de esta exquisita oferta hotelera, nos encontramos en el Triángulo del Arte, los teatros, museos y cines más importantes de la ciudad como el Prado, el Thyssen o la Filmoteca Nacional. Se encuentra a un paso del parque del Retiro y dispone de perfectas comunicaciones, ya que está cerca de la estación de metro de Sol, por donde pasan las Líneas 1, 2 y 3 así como el tren de cercanías. Desde ahí también se puede acceder fácilmente a la Estación de tren de Atocha, a la de Chamartín o al aeropuerto de Adolfo Suarez.",False,good,False,6786.0,False,False,False,False,[],False,False,3800000.0,€,,,flat,,"Huertas-Cortes, Madrid",Piso en calle del Príncipe,Destacado,W-02TQ6R,Huertas-Cortes,1,True,True,,,,
107847892,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/82/95/1183562087.webp,20,508900.0,flat,sale,119.0,4,2,calle de la Plata s/n,Madrid,Torrejón de Ardoz,Sureste,es,40.4552056,-3.4557032,True,https://www.idealista.com/obra-nueva/107847892/,"LICENCIA DEFINITIVA DE OBRAS CONCEDIDA PISOS DE 2, 3 Y 4 DORMITORIOS CON PISCINA, GIMNASIO Y PARQUE INFANTIL, CON CALIFICACIÓN ENERGÉTICA A Y PERSONALIZACIÓN DE ACABADOS.  Viviendas exclusivas de obra nueva, con amplias terrazas en*  *C/ de la Plata, esquina Calle La Zarza, Torrejón de Ardoz  Atención exclusiva con cita previa ¡Pide cita para más información!  ¡Visualiza tu hogar ideal en Torrejón de Ardoz!  Tu refugio de bienestar y tranquilidad  Imagina que después de un día ajetreado, llegas a tu nuevo hogar en C/ de la Plata y Calle La Zarza, en Torrejón de Ardoz. Abres la puerta de tu piso de 2, 3 o 4 dormitorios y, al instante, te invade una sensación de confort. La amplia terraza te invita a dar un paso hacia el exterior y respirar el aire fresco, mientras el sol se pone sobre la ciudad. Además, tu plaza de garaje y trastero están justo donde los necesitas, sin perder tiempo en búsquedas interminables de aparcamiento.  Vivir rodeado de todo lo que necesitas  Tu hogar no solo es cómodo por dentro, sino que también está ubicado en una zona perfecta, rodeada de zonas verdes y deportivas, ideales para disfrutar de una tarde con los niños o para hacer ejercicio al aire libre. Imagina una tarde de domingo, donde, después de un paseo por el parque cercano, tomas un café en tu terraza mientras los niños juegan en el parque infantil a solo unos pasos de tu puerta. Y si tienes adolescentes, los institutos Isaac Peral y Victoria Kent están a solo unos minutos, lo que facilita su día a día. Además, con varias líneas de autobuses cercanas y accesos directos a la A-2, M-50 y M-45, tu vida en la ciudad está perfectamente conectada.  Disfruta de tus zonas comunes como nunca antes  Al llegar a casa, decides pasar la tarde disfrutando de las zonas comunes. Los niños corren hacia la zona de juegos infantil, mientras tú te diriges al gimnasio para una sesión rápida antes de relajarte en el solarium. Más tarde, te acercas a la piscina para refrescarte, mientras te relajas bajo el sol, sabiendo que todo está a tu alcance sin salir de tu hogar. Imagina este estilo de vida, donde todo lo que necesitas está dentro de la comunidad.  Hogares eficientes, cómodos y personalizados  Cuando llegas a casa, el confort es inmediato. Gracias a su calificación energética A, tu piso se mantiene fresco en verano y cálido en invierno, sin preocuparte por las facturas de energía. Con el sistema de aerotermia y el suelo radiante, cada habitación tiene la temperatura perfecta. Pero lo mejor de todo es que puedes personalizar tu hogar a tu gusto. Imagina elegir los acabados de la cocina y el baño, seleccionando el color de las paredes y el tipo de suelo para crear el ambiente que más te guste.  Cocinas y baños que inspiran  Al entrar en la cocina, todo está pensado para facilitar tu vida. Los electrodomésticos de alta gama y los muebles modernos te permiten preparar tus recetas favoritas sin esfuerzo. Al final del día, te relajas en uno de los baños, disfrutando de un baño caliente rodeado de elegantes revestimientos de gran formato tipo KOBERT-IN, que le dan un toque sofisticado a tu hogar.  Todo al alcance de tu mano  Y si te preocupa la financiación, Kutxabank tiene especialistas listos para ofrecerte opciones adaptadas a tus necesidades. No solo comprarás un piso, sino que harás realidad el hogar que siempre has soñado. Contacta ahora con un gestor de Kutxabank especialista en esta promoción. Vivir en Torrejón de Ardoz es disfrutar de todas las comodidades que te ofrece Madrid, pero con la paz y el espacio que necesitas para tu familia. ¡No dejes pasar esta oportunidad!  Visita nuestra oficina de ventas en Av. De la Circunvalación, 59. 28850. Torrejón de Ardoz. Madrid.",False,,True,4276.0,False,False,False,False,[],False,False,508900.0,€,True,True,flat,,"Sureste, Torrejón de Ardoz",Piso en calle de la Plata s/n,Destacado,1ºI,,1,True,True,,,,False
108692137,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/c0/69/1352292352.webp,62,2190000.0,chalet,sale,550.0,6,5,Barrio Palomas,Madrid,Madrid,Hortaleza,es,40.4494909,-3.6140524,False,https://www.idealista.com/inmueble/108692137/,"Chalet pareado en Palomas Engel & Voelkers presenta en exclusiva magnifica propiedad de quinientos cincuenta metros construidos en una parcela de cuatrocientos cuarenta y seis metros cuadrados. La casa se carecteriza por sus grandes estancias y por la gran cantidad de luz natural. La propiedad cuenta con garaje para dos vehiculos y un Apartamento de cincuenta m2 con entrada independiente totalmente equipado y con posiblidad de alquiler  Jardin con intimidad y mucho encanto rodeado de arboles y vegetación y barbacoa de obra. Planta principal, gran salón de cien metros cuadrados con diferentes espacios con dos salidas al jardin lateral de la casa, cocina comedor de gran tamaño totalmente equipada con electrodomesticos de calidad y espacio comedor con salida al jardin trasero, habitación vestidor y aseo. Planta Primera, Dormitorio principal con gran vestidor y baño doble en suite. Dos Dormitorios más completan la planta y comparten gran baño doble. Planta Buhardilla, planta con mucho encanto por su distribución,por su luz natural, y la construció abuardillada en los dormitorios con ventana Velux en toda la planta. El distribuidor alberga una gran libreria, Dormitorio principal de gran tamaño con salida a la terraza superior de unos veinte metros, Dos Dormitorios más y baño completo. Planta Sótano. planta completa de ciento veintiseis metros cuadrados distribuidos en Zona de Ocio, Bar, Zona de Gimnasio y zona de servicio con Dormitorio de servicio, Baño completo y Zona de Lavado totalmente equipada. Esta planta también tiene salida al jardin trasero. Calefación suelo radiante (excepto en la buhardilla mediante radiadores) AC en la planta Buhardilla  Suelos de Marmol y madera. Armarios empotrados, treinta unidades aprox Luz natural en toda la casa. Detalles de diseño y construción. Se encuentra estratégicamente ubicado en una de las principales zonas de expansión/lujo/prime de Madrid capital. Un emplazamiento residencial de excepción, a escasos metros de las emblemáticas áreas de influencia del aeropuerto e IFEMA. La comunicación es inmejorable, en sus proximidades se pueden encontrar, centros comerciales (Corte Inglés, Hipercor, Arturo Soria Plaza, Plenilunio, etc.), parques (Juan Carlos I, Juan Pablo II, Quinta Molinos, Marqués Suanzes, El Capricho, etc.), clubes deportivos (Centro Deportivo los Prunos AQA, Club de Golf Olivar de la Hinojosa, etc.), colegios (Liceo Francés, San José del Parque -Maristas Colegio Bristol, Santa María de la Hispanidad, Alameda de Osuna, Colegio GAUDEM, Montessori, Dallington School, Nuestra Señora santa María, Nursery School, Patrocinio de María, Santa María de la Hispanidad, Escuela Iraquí de Madrid, Instituto saudí de Madrid, Parque Conde de Orgaz, Ecole Maternelle Française Pomme D'api, Colegio Brains María Lombillo, etc.), parques empresariales (Julián Camarillo, Las Mercedes, Campo de las Naciones, IFEMA, Alameda de Osuna, Barajas, etc.), áreas empresariales (la milla de oro tecnológica madrileña, el llamado Silicon Alley de Madrid, un entorno con más de 200 empresas del sector tecnológico, cuajado de centros de datos y kilómetros de fibra óptica), hospitales (Clínica Universitaria de Navarra), sedes empresariales (VODAFONE, Banco Popular, ABC, EL PAÍS, Registros de la Propiedad de Madrid, Banco de España, CSIF, Telefónica, Liberty Seguros, AENA, Juzgados, Jefatura General de Tráfico, etc.), hoteles (Melia, Hilton, Barceló, Confortel, IBIS) y recintos feriales-IFEMA.",False,good,False,3982.0,False,False,False,False,[],False,False,2190000.0,€,True,True,chalet,semidetachedHouse,"Palomas, Madrid",Chalet pareado,Destacado,W-02WQDI,Palomas,,,,,,,
107613911,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/e1/4a/1341397230.webp,71,540000.0,chalet,sale,250.0,4,3,"calle Berrocosa, 5",Madrid,Soto del Real,,es,40.7628455,-3.7770956,True,https://www.idealista.com/inmueble/107613911/,"B2V InmobiliariA comercializa en EXCLUSIVA Enrique Vallinas Lázaro Pablo Batres Vivienda de construcción tradicional en zona ""Mirador de la Sierra"" en Soto del Real. muy tranquila con gran privacidad y fantásticas vistas hacia la sierra de Guadarrama, Cuerda Larga, Pedriza... Su ubicación y cercanía con los servicios la hacen idónea para aquellos que buscamos privacidad sin dejar de lado una buena conectividad. Distribución de la vivienda PLANTA PRINCIPAL -Encontramos un zaguán acristalado tipo inglés desde el cual nos adentramos en la vivienda, encontramos un distribuidor hacia las distintas alturas de la casa. - Luminoso salón comedor con chimenea y distintos ambientes. Contamos con grandes ventanales y unas vistas increíbles hacia la sierra del Guadarrama y el jardin posterior -Cocina equipada, muy amplia con espacio suficiente para una mesa -1 baño completo con bañera -2 habitaciones amplias. PLANTA SUPERIOR -2 habitaciones, una de ellas de grandes dimensiones, con armarios empotrados, actualmente una de ellas se destina a despacho -Baño completo con plato de ducha -Espectacular terraza de mas de 25m2 con increíbles vistas despejadas hacia la sierra del Guadarrama, cuerda larga. PLANTA BAJA La planta baja tiene una superficie similar a las otras plantas. -Zona de garaje/ cuarto de lavado -Baño con plato de ducha. -Una estancia de grandes dimensiones que actualmente se utiliza como dormitorio -Otra estancia que hace las veces de salón/sala de estar con acceso directo al jardín y chimenea. El jardín dispone con riego automatizado, disponemos de una gran explanada en la parte posterior de la vivienda con muchas posibilidades, perfecta para ubicar una piscina, zona de barbacoa, etc. Contamos con un porche pergolado muy agradable para disfrutar de los días mas calurosos En uno de los laterales de la vivienda tenemos el cuarto de calderas. SOTO DEL REAL Población en constante evolución, de cotización en alza con la próxima llegada del tren de cercanías al pueblo, lo que le dotará de mejor comunicación con la capital. Soto del Real, antigua villa Chozas de la Sierra, es un municipio español de la provincia y Comunidad de Madrid. Se sitúa en la cara sur de la sierra de Guadarrama, más concretamente en la zona de esta conocida como Cuerda Larga. El valle más próximo al municipio es la Hoya de San Blas. Se encuentra situada a 46 km por carretera de la ciudad de Madrid y a 11 km de Colmenar Viejo. Soto del Real tiene 6 líneas de autobús, cuatro de ellas teniendo cabecera en el Intercambiador de Plaza de Castilla: - Línea SE720: Colmenar Viejo - Manzanares el Real - Línea 720: Colmenar Viejo (FFCC) - Collado Villalba - Línea 721: Madrid (Plaza de Castilla)-Colmenar Viejo - Línea 724 (afueras del municipio): Madrid (Plaza de Castilla) - Manzanares el Real - El Boalo - Línea 725: Madrid (Plaza de Castilla) - Miraflores - Bustarviejo – Valdemanco - Línea 726: Madrid (Plaza de Castilla) - Guadalix – Navalafuente En Soto del Real hay cuatro guarderías (una pública y tres privadas), dos colegios públicos de educación infantil y primaria, un instituto de educación secundaria. Soto del Real dispone de un instituto público que provee de secundaria y bachiller y un colegio concertado católico, que dispone de infantil, primaria, secundaria, bachiller y formación profesional de grado medio y superior. Para más información o concertar una visita pueden ponerse en contacto. Pablo Batres Enrique Vallinas Lázaro B2V InmobiliariA, servicios inmobiliarios en la sierra de Madrid y alrededores.",True,good,False,2160.0,True,False,False,False,[],False,False,540000.0,€,True,True,chalet,independantHouse,Soto del Real,"Casa independiente en calle Berrocosa, 5",Destacado,,,,,,,,,
108841925,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/e8/ec/1356708206.webp,34,624000.0,flat,sale,107.0,3,2,calle de Julio Palacios,Madrid,Madrid,Fuencarral,es,40.483835,-3.6937407,False,https://www.idealista.com/inmueble/108841925/,"***Housfy vende piso alquilado en Fuencarral, Madrid***  ***Se vende piso alquilado hasta el 31 de septiembre de 2027 *** El piso fue construido en el año 1986, con vistas a la ciudad, en Madrid. Sus 107 m2 están perfectamente distribuidos, creando un espacio cómodo para el día a día. Características del inmueble: - Funcional piso de 107 m2 en La Paz. (Los metros cuadrados están verificados con la Dirección General de Catastro) - La vivienda dispone de 3 habitaciones y 2 baños, perfecto para una familia. - Acogedor salón amplio y luminoso. - Exterior. - Con plaza de garaje. - Con una efectiva cocina. - Ascensor. - Parquet. - Disfruta de la opción de armario empotrado. - Balcón. - Calefacción para todas las estaciones del año. - Además de un bonito jardín comunitario. - Muy bien comunicado, próximo a paradas de transporte público. Respecto a la ubicación, se sitúa en Madrid. Con todos los servicios que puedas necesitar para facilitar tus días en todo momento. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. El precio de venta no incluye gastos de la compraventa como notaría, registro, impuestos, ni tampoco honorarios agencia. Esta publicación no es vinculante. Consulta siempre la nota simple con Housfy antes de formalizar la compraventa. Sobre nosotros. Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922. Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,5832.0,False,True,False,False,[],False,False,624000.0,€,True,True,flat,,"La Paz, Madrid",Piso en calle de Julio Palacios,Destacado,892411,La Paz,2,True,True,649000.0,25000.0,4.0,
102266282,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/91/b8/1338757345.webp,57,6363000.0,chalet,sale,2500.0,4,7,Valdeolmos-Alalpardo,Madrid,Valdeolmos-Alalpardo,,es,40.6390883,-3.456033,False,https://www.idealista.com/inmueble/102266282/,"Propiedad extraordinaria en Valdeolmos: La Guapísima. Engel & Völkers presenta esta preciosa finca en Valdeolmos-Alalpardo a 30 km Madrid. La superficie total del suelo es de 20.000 m2. Tiene un inmueble construido de 1.200 m2 de los cuales, la mitad está destinado a vivienda con 4 dormitorios grandes, 2 dormitorios en Suite (posibilidad de ubicar varios modelos de negocio) y 600 m2 de restaurante.  Además, la finca dispone de cuadras para 8-10 caballos, tablao flamenco, una magnífica piscina de 25x11 metros, antiguas bodegas subterráneas y una extraordinaria plaza de toros. El restaurante se encuentra perfectamente acondicionado con barra, cocina equipada, comedor y 5 aseos. También dispone de un gran horno de leña y chimenea. Ideal para organizar eventos, hotel, etc. Los municipios de Alalpardo y Valdeolmos se sitúan en el espectacular entorno natural protegido de la cuenca del Jarama y muy cercano a la A-1. Emplazamiento ideal para todos aquellos que deseen vivir en un ambiente tranquilo y quieran disfrutar del deporte al aire libre, de los paseos y de las magníficas vistas al valle y a la sierra de Guadarrama. El municipio cuenta con dos colegios, uno público bilingüe y otro concertado “Colegio ARULA” de gran prestigio y con unas magníficas instalaciones deportivas municipales. Muy cerca del centro del pueblo está el Club de Golf Retamares para los amantes de este deporte. La arquitectura de Alalpardo está muy cuidada y no supera los dos pisos en las edificaciones, el resto del pueblo lo constituyen urbanizaciones de chalets adosados de reciente y bonita construcción así como chalets independientes de gran calidad e inmejorables vistas. Es un pueblo joven donde la media de edad de la población no supera los 40 años. Alalpardo se encuentra perfectamente comunicado con Madrid a través de diversas líneas de autobús, rápido acceso a la A-1 y la M-50. Muy cerca de los desarrollos empresariales de Las Tablas, Ciudad de Telefónica y BBVA La Vela, y a 15 minutos del aeropuerto de Barajas.",False,good,False,2545.0,False,False,False,False,[],False,False,6363000.0,€,True,True,chalet,independantHouse,Valdeolmos-Alalpardo,Casa independiente,Destacado,W-02SZPG,,,,,,,,
107550004,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/15/63/1339941901.webp,29,599800.0,chalet,sale,204.0,3,2,calle Obélix s/n,Madrid,Rivas-Vaciamadrid,Rivas Centro,es,40.3533789,-3.5190684,True,https://www.idealista.com/inmueble/107550004/,"VILSA GRUPO INMOBILIARIO vende chalet en exclusiva en Rivas Vaciamadrid Se vende exclusivo Chalet Pareado en zona de Rivas Futura, sobre una parcela de 258 m² distribuido en tres plantas. Superficie construida de 204m² y 173 m² útiles. Jardín propio de 150 m². Cuenta con 3 dormitorios, 2 baños, 1 aseo, salón comedor, cocina independiente y buhardilla, orientación Este, Sur-Oste, ventilación cruzada y garaje con capacidad para tres coches. DISTRIBUCION: Planta Baja con Espacios Amplios y Luminosos. Al entrar, serás recibido por un amplia entrada que te llevará a una acogedora cocina totalmente equipada con muebles de gran capacidad y un espacio para disfrutar de las comidas en familia. para mayor comodidad disponemos de aseo de cortesía con ventana. El amplio salón comedor de 39,57 m², con chimenea y grandes ventanales permitiendo que la luz natural inunde todo el espacio. Además, las grandes ventanas ofrecen vistas despejadas al jardín, ideal para relajarse o disfrutar de reuniones al aire libre. En la primera planta accedemos a un amplio distribuidor con acceso a tres dormitorios. El dormitorio principal con armarios empotrados y baño en suite con bañera, dos lavabos y ventana. Los otros dos dormitorios dobles también con armarios empotrados con acceso a un balcón francés, segundo baño completo con ventana y plato de ducha. Buhardilla diáfana de (26,50 m, ²) con dos ventanas y con zona cerrada muy amplia para almacenaje. En cuanto a las calidades dispone de carpintería exterior de PVC climalit, carpinterías interiores lacada en blanco, puerta de entrada blindada, calefacción individual de gas natural. Por su situación excepcional, la casa se encuentra en una de las zonas más demandadas de Rivas Vaciamadrid. Excelentes comunicaciones de transporte público a la capital y accesos a la A3, el entorno, de calles tranquilas, goza de amplias zonas verdes y del servicio de supermercados, centros comerciales y de ocio. Además, en sus alrededores se ubican colegios, guarderías e institutos, todo lo cual se conjuga para que sus residentes puedan disfrutar de un estilo de vida privilegiado. * Certificación Energética ""D"" * Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaria, registro, gestoría, tasación, etc. Tenemos departamento financiero para ayudarte si lo necesitas.",False,good,False,2940.0,True,False,False,False,[],False,False,599800.0,€,True,True,chalet,semidetachedHouse,"Rivas Centro, Rivas-Vaciamadrid",Chalet pareado en calle Obélix s/n,Destacado,15394,,,,,,,,
109023186,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/10/ce/1361961841.webp,31,199000.0,flat,sale,40.0,1,1,calle Justa García,Madrid,Madrid,Usera,es,40.380266,-3.710265,False,https://www.idealista.com/inmueble/109023186/,"Housfy vende piso directamente del propietario en Usera, Madrid. Características: - 3º planta exterior con ascensor en finca de 2007. - Fantástico piso de 40 m2 en Pradolongo. (Los metros cuadrados están verificados con la Dirección General de Catastro) - La vivienda es muy luminosa. - Agradable espacio de salón comedor con cocina americana integrada con todo lo necesario para el día a día. - Habitación doble de buen tamaño y baño completo. - Además dispone de armarios empotrados. - Aire acondicionado bomba de calor y frío. -Agua caliente por la comunidad. - Muy bien comunicado, a pocos metros de paradas de transporte público. Sobre la ubicación, si escoges este barrio para vivir tendrás todos los servicios esenciales que necesitarás para tu nueva vida. A escasos metros encontramos: centros educativos, centros de salud, parques, equipamientos deportivos y supermercados, farmacias, entre otros. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,4975.0,True,True,False,False,[],False,False,199000.0,€,,,flat,,"Pradolongo, Madrid",Piso en calle Justa García,Destacado,904754,Pradolongo,3,True,True,,,,
107348166,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/86/62/1322064893.webp,61,870000.0,chalet,sale,420.0,5,3,Cerro Alarcón,Madrid,Valdemorillo,Cerro Alarcón,es,40.4663339,-4.0967932,False,https://www.idealista.com/inmueble/107348166/,"Impresionante chalet en Valdemorillo Engel & Völkers tiene el placer de vender este magnífico chalet en 2 plantas con una impresionante y cuidada parcela de 3200 m2 y unas vistas espectaculares.  Su orientación suroeste hace de esta propiedad una casa alegre y llena de luz donde poder compartir momentos inolvidables con la familia.  Su diseño, tanto exterior como interior, la convierten en una propiedad única, ideal para vivir en un entorno seguro y rodeado de naturaleza. Se trata de un chalet con un bonito diseño arquitectónico con grandes vigas de madera y espacios muy grandes, buscando siempre la luz. Su estilo se deja ver en cada estancia, en cada rincón, en sus grandes ventanales.  Al entrar en la casa nos encontramos con un gran recibidor, con entrada a la derecha al imponente salón en 2 alturas, con chimenea y con bonitos ventanales que dan directos al jardín.  También tenemos la cocina totalmente equipada, con isla, con muebles de gran calidad con salida al porche con vistas al jardín y a la piscina. En esta casa es de destacar la preciosa chimenea que aporta gran calidez a la casa, además de su gusto exquisito.  En la planta baja nos encontramos con 3 grandes habitaciones con sus armarios empotrados y 2 cuartos de baño. El suelo es todo de tarima de gran calidad dándole una gran elegancia a la casa. En la planta de arriba, nos encontramos con una espectacular sala, con grandes sofás mirando a la sierra, con un artesonado que no te dejará indiferente, otra sala de gran tamaño que se puede utilizar como despacho y una amplísima suite principal con baño en suite y vestidor. Dispone de un magnífico garaje con gran capacidad para 2 coches, motos y bicicletas. Este magnífico chalet se encuentra en el término municipal de Valdemorillo, en una de las urbanizaciones con más prestigio de la zona, con seguridad y con un gran crecimiento dada su belleza, el embalse que la rodea y el descanso que supone para el cuerpo la belleza de la naturaleza. Se encuentra muy cerca de El Escorial a 15 minutos, a media hora de Madrid y rodeada de la belleza espectacular de la sierra de Madrid. Se encuentra en Cerro de Alarcón, lo cual le da más comodidades ya que hay restaurante, supermercado y autobuses muy próximos. La vivienda está situada cerca del centro comercial, cuenta con autobuses que llevan directamente a Moncloa, el 641 y 642. Se trata de una urbanización muy bien cuidada, con excepcionales vistas, en la que se respira tranquilidad y relajación. La urbanización dispone de un pequeño supermercado al cual se puede llegar dando un paseo, lo cual es de gran comodidad. Está muy próximo a Villafranca del Castillo, donde se encuentra el prestigioso colegio del SEK. A tan solo 20 minutos de Majadahonda y a 35 minutos de Moncloa. Un entorno inigualable a muy pocos minutos de Madrid.",False,good,False,2071.0,False,False,False,False,[],False,False,870000.0,€,True,True,chalet,independantHouse,"Cerro Alarcón, Valdemorillo",Casa independiente,Destacado,W-02YNK4,,,,,,,,
109076424,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/e6/15/1363693102.webp,59,1490000.0,flat,sale,198.0,5,4,calle de Boix y Morer,Madrid,Madrid,Chamberí,es,40.4408665,-3.7060985,False,https://www.idealista.com/inmueble/109076424/,"Housfy vende piso en Chamberí, Madrid, perfecto para familias o parejas que busquen un lugar cómodo para su día a día. Características: - 2º planta exterior con ascensor directo a la vivienda. La finca es de 1980, a su vez cuenta con otros 3 ascensores y 2 montacargas. - ITE Favorable en febrero de 2022, inspección cada 10 años. Próxima inspección en diciembre de 2031. - Perfecto piso de 198 m2 construidos en Vallehermoso. - Práctico salón - comedor que es un lugar estupendo para descansar tras una jornada de trabajo, creando un precioso y único espacio. - Acceso a terraza de 20mts. - Cocina independiente con acceso a terraza interior. - 5 habitaciones, 3 baños completos y un aseo.  - La Habitación principal con baño en suite. - Puerta de entrada de seguridad blindada y puerta de servicio. - El piso cuenta también con un adecuado trastero. - Disfruta de la opción de armarios empotrados, con un total de 8. - Suelos de parquet. - Ubicado en una calle muy tranquila con excelente comunicación, cercanas a paradas de transporte público. - Calefacción central. - Posibilidad de PLAZA DE GARAJE en la propia finca. A Consultar. - Portero físico. - La ultima reforma de la vivienda ha sido en el año 1998. Sobre la ubicación, si escoges este barrio para vivir tendrás todos los servicios esenciales que necesitarás para tu nueva vida. A escasos metros encontramos: centros educativos, centros de salud, parques, equipamientos deportivos y supermercados, farmacias, teatros, cines entre otros. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,7525.0,True,True,False,False,[],False,False,1490000.0,€,,,flat,,"Vallehermoso, Madrid",Piso en calle de Boix y Morer,Destacado,912401,Vallehermoso,2,True,True,,,,
