propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,neighborhood,highlight.groupDescription
108734505,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/79/e1/1353581341.webp,MOI65.2,25,1,1500000.0,flat,sale,234.0,True,4,3,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,40.5052756,-3.6067822,False,https://www.idealista.com/inmueble/108734505/,"MO Inmobiliaria presenta este precioso Piso situado dentro de una exclusiva urbanización en La Moraleja, con seguridad 24 horas, gimnasio, sala de baile, zona de juegos, amplias zonas comunes con jardín, cuatro piscinas exteriores y una interior, zona coworking y spa. La vivienda cuenta con una distribución en una sola planta con el hall de entrada, aseo de cortesía, cocina totalmente equipada con zona de office y un amplio salón comedor con acceso a una agradable terraza con vistas despejadas a la urbanización. La zona de descanso tiene cuatro dormitorios, dos de ellos con baño en suite y el resto comparten un baño. La vivienda cuenta con sistema de domótica, calefacción por aerotermia gas natural y aire acondicionado por conductos, dos plazas de garaje y un trastero. Rodeada por amplias zonas verdes, La Moraleja cuenta con la mayor oferta de colegios privados e internacionales del país, junto con una magnífica oferta gastronómica y de ocio, entre los que destacan clubes de tenis y campos de golf. Además de centros médicos y comerciales. La seguridad en la zona es su prioridad, por ello cuenta con sistemas de vigilancia 24h, con una amplia instalación de cámaras, garantizando así un alto nivel de seguridad.",True,good,False,True,6410.0,True,False,False,False,[],False,False,1500000.0,€,True,True,flat,"La Moraleja urbanización, La Moraleja",Piso,,,,,,
109149866,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/02/15/1365751573.webp,QUIN1200028,32,bj,450000.0,flat,sale,358.0,True,5,4,calle de San Fidel,Madrid,Madrid,Ciudad Lineal,es,40.4295699,-3.6391892,False,https://www.idealista.com/inmueble/109149866/,"VOhome Quintana, vende piso de dos plantas, ideal para inversores, de 358 m2, totalmente reformado en calle San Fidel, zona de Pueblo Nuevo, distrito de Ciudad Lineal. Piso con techos altos, amplias estancias, muy luminoso, con oritentación oeste, distribuido de la siguiente forma: Primera planta de 130 m2, recibidor, amplio salón junto a cocina independiente acristalada, totalmente amueblada y equipada, dos dormitorios y dos baños completos con plato de ducha. Segunda planta - sótano de 228m2, tres amplios dormitorios, gran sala de estar, espacioso cuarto lavadero, dos baños completos uno con bañera y otro con plato de ducha. Trastero de gran tamaño. Dispone de calefacción individual de gas natural, suelo de tarima, pintura lisa, ventanas climalit y puerta exterior blindada. Excelente ubicación en Pueblo nuevo, zona muy comercial, con todos los servicios cerca, muy buena combinación de transporte, tanto de metro como de autobuses. ""Te financiamos tu vivienda hasta el 100% del valor de compraventa. Tipo de interés fijo: desde 2.29 % Tipo de interés variable: desde Er+0.50 % Para más información, llamar al teléfono gratuito "" Contacto Oficina calle Alcalá 339, Plaza Quintana frente a Docamar Tlno. fijo / móvil /.",False,good,False,False,1257.0,False,False,False,False,[],False,False,450000.0,€,,,flat,"Pueblo Nuevo, Madrid",Piso en calle de San Fidel,,,,,Pueblo Nuevo,
108883827,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/82/eb/1357880011.webp,,22,4,329900.0,flat,sale,48.0,True,1,1,calle de Cartagena,Madrid,Madrid,Barrio de Salamanca,es,40.4359426,-3.6710468,False,https://www.idealista.com/inmueble/108883827/,">>> (PARA VISITAS DIRECTAS) 623/99/32/05<<< PARA VISITAS DIRECTAS LLAME O ESCRIBA AL  Agencia inmobiliaria de MADRID zona VENTAS - GUINDALERA - Oficina Tecnocasa: EN VENTA: Piso en calle Cartagena. Situado en la cuarta planta del edificio y con 48m2, consta de amplio salón comedor con dos balcones a la calle principal. Cocina independiente con pared corredera que permite integrarla o separarla del salón según se desee. Baño con plato de ducha y dormitorio doble con ventana a patio de luces.   Finca sin ascensor. Rodeado de zonas verdes, a 200 metros del intercambiador de Avenida de América (líneas 5, 6, 7 y 9) a 100 metros del metro de Cartagena (línea 7) y a 500 metros de la plaza de Diego de León. Innumerables líneas de autobús. Zona consolidada con todos los servicios que cualquier persona pueda necesitar; supermercados, colegios, médicos, polideportivos, biblioteca etc, y con fácil acceso a la m30, m40 y A2. OPORTUNIDAD, MEJOR VER.",False,good,False,False,6873.0,True,False,False,False,[],False,False,329900.0,€,,,flat,"Guindalera, Madrid",Piso en calle de Cartagena,,,,,Guindalera,
109179545,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/01/1b/1366620684.webp,,29,2,788000.0,duplex,sale,120.0,True,2,2,calle del Pretil de Santisteban,Madrid,Madrid,Centro,es,40.4124046,-3.711724,False,https://www.idealista.com/inmueble/109179545/,"Se vende dúplex exclusivo de 120 m² en la Calle del Pretil de Santisteban (Madrid). Vivienda única en finca histórica construida en 1850 y rehabilitada en 1988, que combina el encanto clásico con las comodidades actuales. La planta baja cuenta con una amplia cocina independiente, un espectacular salón de 35 m² muy luminoso, un espacio adicional perfecto para despacho o zona de trabajo y un baño completo. Al subir por sus elegantes escaleras de madera encontramos la planta superior, donde se ubica un gran dormitorio de 25 m² (antes eran dos habitaciones) con dos amplias ventanas, un baño en suite con bañera, ducha independiente y doble lavabo, así como un espacioso vestidor. El edificio dispone de un portal señorial y un moderno ascensor, manteniendo todo el carácter histórico de la finca. La ubicación es inmejorable, en pleno centro histórico de Madrid, a escasos minutos del mercado de la Cebada, Plaza de Paja, La Latina, la Plaza Mayor y la Puerta del Sol. En la zona se encuentran colegios, bibliotecas, mercados tradicionales, supermercados, panaderías y una variada oferta cultural y gastronómica, además de excelentes conexiones de transporte público. Una vivienda con carácter, amplia y versátil, ideal tanto para vivir como para invertir en una de las zonas más demandadas de la capital.",False,good,False,True,6567.0,False,False,False,False,[],False,False,788000.0,€,,,flat,"Palacio, Madrid",Dúplex en calle del Pretil de Santisteban,duplex,,,,Palacio,
107169930,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/fb/bc/1305069067.webp,558,61,1,1290000.0,flat,sale,224.0,True,4,3,calle del Poeta Joan Maragall,Madrid,Madrid,Tetuán,es,40.4566883,-3.6918541,False,https://www.idealista.com/inmueble/107169930/,"Al final de este anuncio, pinchando en el enlace a nuestra web puede acceder a un PLANO CON COTAS de la vivienda y OPCIONES DE REFORMA DE NUESTRO ARQUITECTO. El Bernabéu es una de las zonas más conocidas internacionalmente de Madrid y de las más demandadas por su ambiente agradable y la amplia oferta comercial, de ocio y de todo tipo de servicios. Enfrente del Estadio Santiago Bernabéu se encuentra esta urbanización con jardines privados y aparcamiento en superficies, los edificios que la conforman cuentan con portero, ascensor, amplios rellanos, entrada de servicio y calefacción central.  A la venta piso de 224 m2, completamente exterior, muy luminoso y de vistas muy agradables, se distribuye en amplio vestíbulo, despacho o estudio de gran tamaño, espectacular salón con bonita terraza orientada hacia el Paseo de la Castellana, 3 buenos dormitorios, 2 baños y zona de servicio compuesta por cocina, habitación de servicio con baño y terraza-tendedero.  Todas las estancias tienen grandes ventanas exteriores y resultan muy luminosas, comunican con la terraza el salón, el despacho y el dormitorio principal. Es un piso de planta muy regular con divisiones a base de tabiquería que permite múltiples distribuciones alternativas, como piso familiar aporta comodidad y amplitud y un bonito espacio para disfrutar al aire libre en su terraza (20 m2) con vistas al jardín. Luminoso, alegre, completamente exterior y con aparcamiento en superficie. b, puede.",True,renew,False,True,5759.0,True,True,False,False,[],False,False,1290000.0,€,True,True,flat,"Cuatro Caminos, Madrid",Piso en calle del Poeta Joan Maragall,,,,,Cuatro Caminos,
107832919,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/c4/d4/1354033133.webp,2201/22010069/7,41,2,635000.0,flat,sale,160.0,True,3,2,Dehesa Vieja-Puente Cultural,Madrid,San Sebastián de los Reyes,Dehesa Vieja-Puente Cultural,es,40.5656306,-3.6118566,False,https://www.idealista.com/inmueble/107832919/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de tres dormitorios y dos baños. Se encuentra en la 2ª planta de un edificio residencia, y cuenta con piscina, garaje y trastero. Dispone de ascensor. La vivienda se distribuye en tres dormitorios, armarios empotrados, salón-comedor con acceso a terraza, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de aire acondicionado. Se encuentra ubicado en San Sebastián De Los Reyes Ciudad. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.  La parada de metro más cercana es Hospital Infanta Sofia. La parada de autobús más cercana es L7, 152C y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, la farmacia más cercana se encuentra a 190 metros. Además, a menos de 500 metros también puedes encontrar un supermercado, bancos. La zona cuenta con una amplia oferta de entretenimiento con gimnasios, parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Norte, Paseo de Europa y la Avenida de Quinones.  Estado de la vivienda: vacante"".",True,good,False,True,3969.0,True,False,True,False,[],False,False,635000.0,€,True,True,flat,"Dehesa Vieja-Puente Cultural, San Sebastián de los Reyes",Piso,,,,,,
108368295,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/51/da/1342019138.webp,2201/22010039/38,27,5,430000.0,flat,sale,67.0,True,1,1,Barrio Legazpi,Madrid,Madrid,Arganzuela,es,40.3890393,-3.6926864,False,https://www.idealista.com/inmueble/108368295/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de un dormitorio y un baño. Se encuentra en la 5ª planta de un edificio residencial. y cuenta con trastero. Dispone de ascensor. Situado en LEGAZPI en el distrito de Arganzuela. La vivienda se distribuye en un dormitorio, armarios empotrados, salón-comedor con acceso a jardín, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno, campana extractora, nevera, microondas, lavavajillas y lavadora. Dispone de aire acondicionado. Dispone de piscina. Se encuentra ubicado en Legazpi, Arganzuela (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Legazpi y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Plaza de Italia y se encuentra a menos de 5 minutos andando. En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, existen 5 farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 3 supermercados, 4 bancos, una comisaría de policía. La zona cuenta con una amplia oferta de entretenimiento con un cine, 2 gimnasios, 16 parques, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados, 3 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Plaza Italia y la Calle de Embajadores.  Estado de la vivienda: vacante"".",True,good,False,True,6418.0,True,False,True,False,[],False,False,430000.0,€,,,flat,"Legazpi, Madrid",Piso,,,,,Legazpi,
109022724,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/0f/07/1364376017.webp,IE12-VPLL,63,3,1285000.0,duplex,sale,341.0,True,6,4,Zona Carretera del Plantío,Madrid,Majadahonda,Zona Carretera del Plantío,es,40.4759175,-3.8664488,False,https://www.idealista.com/inmueble/109022724/,"INMOBILIARIAS ENCUENTRO vende en Exclusiva este Lujoso Ático Dúplex con dos plazas de garaje ubicado en una Urbanización privada Majadahonda. El inmueble de 341 m2 construidos, son dos viviendas unidas, que cuentan con la posibilidad de volver a su estado original y que se compone de 6 habitaciones dobles, 2 salones, 1 comedor, una grandísima cocina independiente y 4 baños completos.  En la planta principal tenemos un magnífico salón, el comedor, la cocina independiente con dos tendederos cubiertos y la zona de descanso que consta de tres amplias habitaciones y dos baños completos con bañera. Dos de las habitaciones y el pasillo disponen de amplios armarios empotrados. En la segunda planta encontramos otro salón con tres ambientes diferenciados y chimenea, tres dormitorios dobles abuhardillados con armarios empotrados, el principal con baño en suite con plato de ducha y otro baño con bañera que da servicio a las dos habitaciones.  Completan la vivienda dos amplias plazas de garaje y un trastero. Entre sus calidades destacan el suelo de parquet, aire acondicionado por conductos, cerramientos con doble ventana de madera y aluminio, calefacción central con contadores individuales, cuatro terrazas, despensa y puerta blindada. CERTIFICACIÓN ENERGÉTICA: Calificación de Consumo: E/ Emisiones: E. La finca es urbanización privada y cerrada, se encuentra en perfecto estado, y cuenta con una comunidad organizada, con ascensor, piscina comunitaria para niños y otra para adultos, zonas verdes, árboles consolidados, barbacoa y cenador, conserje y recogida de basura en la puerta. Todo este oasis de tranquilidad en pleno corazón de Majadahonda, con los servicios necesarios para el día a día al alcance de la mano y perfectamente comunicado tanto por transporte público como privado.  En Inmobiliarias Encuentro le brindamos todo el asesoramiento requerido en el proceso de compraventa tales como financiación, gastos de compraventa, notaría etc y ponemos a su alcance nuestros distintos sistemas adaptados a sus necesidades. Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: ""CAMBIA Y DESCANSA"". La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. ¡Financiación a tu medida! Con Finmo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! Entra en nuestra web y reserva este piso en tan sólo dos minutos con nuestro servicio iReserva.",True,good,False,True,3768.0,True,False,False,False,[],False,False,1285000.0,€,True,True,flat,"Zona Carretera del Plantío, Majadahonda",Dúplex,duplex,,,,,
108491682,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/15/f4/1367854681.webp,ALC-0055,17,4,218000.0,flat,sale,70.0,True,2,1,calle Infantas,Madrid,Alcorcón,Centro,es,40.346724,-3.8311641,False,https://www.idealista.com/inmueble/108491682/,"Centro-Casco Antiguo Grupo Inmobiliario Ares vende en la Calle Infantas, piso de 70 m2 compuesto por 2 dormitorios (antes 3), 1 baño, salón con acceso a terraza abierta y cocina. Baño recién reformado. Cuarta planta con ascensor. Exterior y muy luminoso. Zona muy bien comunicada, rodeada de todos los servicios necesarios. * Anuncio no contractual, puede contener errores* Solicite visita sin compromiso! Grupo Inmobiliario Ares, fue fundada hace más de una década y dirigida por profesionales del sector inmobiliario con más de 20 años de trayectoria. Desde el inicio nos basamos en una única idea: aplicar las mejores técnicas de venta, haciendo suyas los fundamentos de HONRADEZ, INTEGRIDAD y ÉTICA. Nuestra política de mejora diaria esta en conocer y analizar el grado de satisfacción de cada unos de nuestros clientes. Por eso nuestro compromiso personal es garantizarle su tranquilidad en todas las fases de la compraventa. Confíe la compra de su nueva casa a Grupo Inmobiliario Ares, teniendo a su disposición la empresa más profesional y eficaz del sector, según clientes, con un método de trabajo único e innovador. Siendo una de las pocas inmobiliarias que han crecido en estos últimos años, tanto en volumen de empleados contratados como en operaciones realizadas. Bienvenido a casa.. . "". "".",False,good,False,True,3114.0,False,False,False,False,[],False,False,218000.0,€,,,flat,"Zona Renfe, Alcorcón",Piso en calle Infantas,,,,,Zona Renfe,
109171634,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/4b/c9/1366396580.webp,12131,21,1,376000.0,flat,sale,74.0,True,2,1,calle de Sarria,Madrid,Madrid,Fuencarral,es,40.476104,-3.7144437,False,https://www.idealista.com/inmueble/109171634/,"¡Descubre tu nuevo hogar en este espectacular piso de esquina! Con una superficie de 74 m² construidos y 69 m² útiles, este amplio espacio ofrece un sinfín de posibilidades para personalizarlo a tu gusto. Originalmente con 3 dormitorios, ahora cuenta con 2, lo que permite disfrutar de una cocina office ideal para aquellos que aman cocinar y compartir momentos en familia. Ubicado en una zona privilegiada, junto a la estación de metro Peñagrande y con acceso a varias líneas de autobuses, este piso se convierte en una opción perfecta para quienes buscan comodidad y conexión con el resto de la ciudad. Además, estarás cerca de la galería de la calle Sarria, farmacias, comercios, etc. , lo que facilita el día a día. Aunque el piso necesita reforma, su orientación Norte y Este garantiza una excelente luminosidad durante todo el día. Con calefacción de gas natural y ascensor, este inmueble es una oportunidad que no puedes dejar pasar. ¡Ven a visitarlo y comienza a imaginar tu nuevo hogar!",False,renew,False,True,5081.0,False,False,False,False,[],False,False,376000.0,€,,,flat,"Pilar, Madrid",Piso en calle de Sarria,,,,,Pilar,
108522277,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/c9/32/1347489474.webp,4253,30,3,750000.0,flat,sale,90.0,False,3,2,calle del Doctor Castelo,Madrid,Madrid,Retiro,es,40.4200365,-3.6728787,False,https://www.idealista.com/inmueble/108522277/,"¡Descubre tu nuevo hogar en este espectacular piso en venta!  ALTOR ASESORES ofrece a la venta magnífica vivienda en una de las zonas más cotizadas de la capital. Las primeras tres fotografías son imágenes virtuales (renders) que muestran una propuesta de decoración alternativa para el inmueble. La vivienda cuenta con tres amplias habitaciones y dos baños, ideal para familias o para quienes buscan comodidad. La cocina, en excelente estado, está lista para que prepares tus mejores platos. La luminosidad natural inunda cada rincón gracias a su orientación Este-Oeste, creando un ambiente cálido y acogedor durante todo el día. Ubicado en una zona privilegiada, tendrás todos los servicios a tu alcance, desde supermercados hasta transporte público, facilitando tu día a día. Además, el edificio cuenta con ascensor y acceso adaptado para personas con movilidad reducida, garantizando la comodidad de todos sus residentes.  Este piso está listo para entrar a vivir, sin necesidad de reformas. Con calefacción eléctrica y una clase energética D, disfrutarás de un hogar eficiente y confortable.  No dejes pasar esta oportunidad única de vivir en un lugar que lo tiene todo.  ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,good,False,True,8333.0,False,False,False,False,[],False,False,750000.0,€,,,flat,"Ibiza, Madrid",Piso en calle del Doctor Castelo,,,,,Ibiza,
109179306,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/95/c3/1366612083.webp,,25,4,700000.0,flat,sale,90.0,True,3,1,de los Reyes,Madrid,Madrid,Centro,es,40.4247711,-3.7104698,False,https://www.idealista.com/inmueble/109179306/,"GRUPO ICM VENDE EN EXCLUSIVA MAGNIFICA VIVIENDA CON VISTAS DIRECTAMENTE A LA PLAZA DE ESPAÑA. Situado en una cuarta planta de un edificio clásico sin ascensor, este piso de aproximadamente 90 m² ofrece una distribución funcional y mucho carácter.  La vivienda es completamente exterior, con 5 balcones que se asoman directamente a una de las plazas más representativas de la capital, lo que garantiza una luminosidad excepcional durante todo el día, además de vistas abiertas y sin obstáculos. La distribución consta de tres dormitorios, un baño completo con plato de ducha, un salón-comedor con salida a 2 balcones, y una cocina independiente que incluye una práctica despensa.  Toda la vivienda ha sido reformada en el año 2015 manteniendo elementos originales como los techos altos con molduras de escayola, aportando un aire señorial y elegante que enamora desde el primer momento.  Las paredes lisas, el buen estado general del inmueble y la posibilidad de realizar pequeñas actualizaciones estéticas hacen de esta propiedad una excelente opción para entrar a vivir o revalorizar con una mínima inversión. Suelos de parquet. Dobles ventanas en cada balcón. Aire acondicionado en el salón. Calefacción individual de gas natural.  Gasto de comunidad: 100€/mes incluida el agua.  La ubicación no necesita presentación: justo frente al emblemático Hotel RIU y con vistas directas a la Plaza de España. Una oportunidad única para quienes buscan una propiedad con personalidad, luz natural y una localización inmejorable. Junto a Gran Vía, el Templo de Debod, el Palacio Real y rodeado de zonas verdes, espacios culturales, comercios, restaurantes y una comunicación inmejorable mediante metro y autobús.  Es una zona con alta demanda tanto residencial como de inversión, lo que convierte esta vivienda en una elección acertada para quienes valoran el estilo de vida urbano y el potencial de crecimiento de una propiedad bien situada. No se trata de un piso más: es un hogar con alma en una de las zonas más cotizadas de Madrid.",False,good,False,False,7778.0,False,False,False,False,[],False,False,700000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en de los Reyes,,,,,Malasaña-Universidad,
108251009,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/01/34/1358242852.webp,,25,1,270000.0,flat,sale,104.0,True,3,1,calle de Ramón Pérez de Ayala,Madrid,Madrid,Puente de Vallecas,es,40.4015978,-3.6513181,False,https://www.idealista.com/inmueble/108251009/,"FINANCIACIÓN 100% ¡Descubre esta increíble oportunidad de adquirir un piso en venta que espera ser transformado en el hogar de tus sueños!  Este amplio inmueble de 104 m² cuenta con 3 luminosos dormitorios, un acogedor salón y una cocina que ofrece múltiples posibilidades. Situado en la primera planta de un edificio con ascensor, este piso exterior te permitirá disfrutar de la luz natural durante todo el día. Aunque el piso necesita reforma, es el lienzo perfecto para dar rienda suelta a tu creatividad y personalizar cada rincón a tu gusto. Con un precio atractivo y sin comisiones de agencia, es ideal para compradores con pocos ahorros, ya que solo se requieren aproximadamente 27.000 €. No dejes pasar esta oportunidad única en el mercado, donde podrás diseñar el hogar que siempre has deseado.  ¡Contáctanos para más información y ven a verlo! Somo profesionales colegiados y te ayudaremos en todo el proceso de compra.",False,renew,False,True,2596.0,True,False,False,False,[],False,False,270000.0,€,,,flat,"Numancia, Madrid",Piso en calle de Ramón Pérez de Ayala,,,,,Numancia,
109176753,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/36/45/1366538586.webp,,20,4,145000.0,flat,sale,92.0,True,3,1,calle de las Palmas,Madrid,Móstoles,Centro,es,40.3163315,-3.8681327,False,https://www.idealista.com/inmueble/109176753/,"Asesoría Getafe Vende la Nuda Propiedad temporal por 15 años. Fantástica oportunidad para inversores. Este luminoso piso de 92 m², situado en una excelente ubicación, te ofrece la oportunidad de disfrutar de una nuda propiedad con usufructo temporal de 15 años. Con un salón acogedor que da acceso a una encantadora terraza, este espacio se convierte en el lugar ideal para relajarte y disfrutar de las vistas. La vivienda cuenta con tres amplios dormitorios, perfectos para adaptarse a tus necesidades, y una cocina funcional que invita a explorar tu lado culinario. Además, el cuarto de baño está en buen estado. La calefacción por gas natural garantiza un ambiente cálido y confortable durante los meses más fríos. Ubicado en una zona perfectamente consolidada, tendrás a tu alcance todas las comodidades que ofrece la gran ciudad: supermercados, restaurantes y transporte público. El edificio cuenta con ascensor y acceso adaptado para personas con movilidad reducida, lo que añade un plus de comodidad. También incluye un trastero para que puedas almacenar todo lo que necesites. No dejes pasar esta oportunidad única de adquirir un piso en una ubicación inmejorable.",True,good,False,True,1576.0,False,False,False,False,[],False,False,145000.0,€,,,flat,"Centro, Móstoles",Piso en calle de las Palmas,,,,,,
107229515,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/c7/96/1354715221.webp,M800,31,2,430000.0,flat,sale,97.0,True,1,1,calle del Amparo,Madrid,Madrid,Centro,es,40.4103144,-3.7047959,False,https://www.idealista.com/inmueble/107229515/,"iRent Madrid ofrece en exclusiva vivienda, exterior con tres balcones, con muchas posibilidades, a reformar en pleno corazón de Lavapiés, Calle Amparo, junto a Plaza de Nelson Mandela.  La vivienda cuenta con suficientes metros para hacer dos habitaciones con baño en suite, cocina, comedor y salon.  El piso se encuentra a reformar, y actualmente se está arreglando las vigas vistas en las fotografías en el hall recibidor por un problema en la vivienda superior que estará subsanado en estos días. La vivienda cuenta con un muy amplio salón comedor, exterior a Calle Amparo y con dos balcones y mucha luz natural. Cuenta además con una ventana a un amplio patio natural, calefacción por gas natural y con aire acondicionado. Junto al salón comedor encontramos una amplia habitación, exterior, con zona de vestidor. Bajo reforma esta habitación se puede unir al salón comedor y hacer una zona común de más de 40 metros. En la parte posterior de la vivienda encontramos una amplia cocina totalmente equipada y acceso a un amplio baño cuya zona puede ser fácilmente convertible en una segunda habitación con baño propio. El piso se encuentra en una finca cuidada con ascensor, con una derrama actual a negociar, en una segunda planta, con tres balcones a Calle Amparo y junto a Plaza Nelson Mandela y a dos minutos de Metro Lavapiés (Línea 3).",True,renew,False,True,4433.0,True,False,True,False,[],False,False,430000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle del Amparo,,,,,Lavapiés-Embajadores,
108693886,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/45/99/1352346929.webp,DUP0034,23,2,159000.0,duplex,sale,100.0,True,3,2,Perales de Tajuña,Madrid,Perales de Tajuña,,es,40.2365482,-3.3510171,False,https://www.idealista.com/inmueble/108693886/,"INMOBILIARIA TAGONIA vende en EXCLUSIVA para sus clientes un precioso dúplex en la zona más céntrica de Perales de Tajuña. ¡FINANCIACIÓN HASTA EL 100%! La vivienda se encuentra en perfecto estado y susatractivos más destacables son la terraza de 15 metros cuadrados y su gran luminosidad. En la panta 0 encontramos el salón-comedor con dos ventanas muy luminosas. También tenemos la cocina individual con salida a la terraza, un dormitorio y un baño completo con plato de ducha.  En la planta 1, más abuhardillada, se encuentran otros 2 dormitorios y un baño que les da servicio. Perales de Tajuña es un encantador municipio situado en el Valle del río Tajuña, rodeado de un precioso entorno natural y rico en historia. Entre sus principales atractivos destacan: -Iglesia de Santa María del Castillo -Las cuevas excavadas por el hombre, utilizadas antiguamente como viviendas y almacenes -El Risco de las Cuevas, un conjunto arqueológico con restos prehistóricos -Molinos, hornos de cal y yeso, y la antigua fábrica de papel Ideal para disfrutar de un estilo de vida tranquilo, en contacto con la naturaleza, pero bien conectado con Madrid. � Contáctanos sin compromiso. Estaremos encantados de ampliar la información y concertar una visita. ¡No dejes escapar esta oportunidad única de estrenar tu nuevo hogar! [IW].",False,good,False,False,1590.0,False,False,False,False,[],False,False,159000.0,€,,,flat,Perales de Tajuña,Dúplex,duplex,165000.0,6000.0,4.0,,
109174084,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/ca/6a/1366454537.webp,VMF2 - Sevilla (3),88,,435000.0,chalet,sale,235.0,,4,4,calle Sevilla,Madrid,Valdetorres de Jarama,,es,40.7030023,-3.516053,False,https://www.idealista.com/inmueble/109174084/,"Vivienda Madrid vende en exclusiva, chalet independiente en Valdetorres del Jarama, en una zona residelcial muy tranquila con vistas al campo y a la sierra de Madrid. Este chalet tiene una parcela de 500m² y la vivienda tiene 235m² dstribuida en 3 plantas. Planta sótano con garaje para 1 coche, 1 habitación, 1 baño completo y cuarto de caldera con lavadora. Planta principal. : recibidor amplio, salón con chimenea, comedor, aseo, cocina y gran terraza acristalada con vistas a la piscina y a la sierra. Planta primera. : 2 dormitorios, 1 baño completo y habitación principal con vestidor y baño en suite. Tiene una piscina con depuradora salina y de cloro, con cubierta de metacrilato. La vivienda se encuentra muy cercana a todos los servicios del municipio y a 30 minutos de Madrid.",False,good,False,,1851.0,False,False,False,False,[],False,False,435000.0,€,True,True,chalet,Valdetorres de Jarama,Casa independiente en calle Sevilla,independantHouse,,,,,
