propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished
108837630,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/01/15/1356596232.webp,5124,33,4,475000.0,flat,sale,92.0,True,4,2,calle de Francisco Remiro,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4379813,-3.665346,False,https://www.idealista.com/inmueble/108837630/,"¡Oportunidad única en Madrid! Piso luminoso de 4 dormitorios en Francisco Remiro. ¿Buscas un hogar amplio, bien comunicado y lleno de luz? VIVALTA INMOBILIARIA vende en EXCLUSIVA este piso exterior situado en una cuarta planta en la calle Francisco Remiro es justo lo que necesitas. Con 92 m² construidos, esta vivienda destaca por su excelente distribución y su luminosidad natural durante todo el día. La propiedad cuenta con 4 dormitorios, salón, cocina independiente con espacio de almacenamiento, lavadero/tendedero, cuarto de baño completo y un aseo adicional, ideal para familias o quienes buscan un espacio extra para teletrabajo o invitados. Además, dispone de calefacción individual por gas natural, lo que garantiza confort y eficiencia energética durante todo el año. Ubicado en el distrito de Guindalera, junto al barrio de Fuente del Berro, la zona destaca por su ambiente residencial tranquilo y sus numerosos servicios: colegios, centros deportivos, comercios, supermercados y zonas verdes, como el Parque de la Quinta de la Fuente del Berro. La comunicación es excelente: a pocos minutos caminando de las estaciones de metro Parque de las avenidas y Cartagena, varias líneas de autobús, y fácil acceso en coche a la M-30 y principales vías de Madrid. Un lugar ideal para quienes valoran la tranquilidad sin renunciar a la cercanía del centro. ITE FAVORABLE EN: 2024 INFORMACION DEL EDIFICIO: 200 m² de parcela-Construido en 1956-Calidad de construcción sencilla-Edificio de 5 plantas-2 vecinos por planta-7 Viviendas-1 Industria. AVISO LEGAL: Según Real Decreto 515/1989 (de 21 de abril, relativa a la protección de los consumidores en cuanto a la información a suministrar en la compraventa y arrendamiento de viviendas), será puesta a disposición de los potenciales clientes en nuestras oficinas sin compromiso ninguno.  Los honorarios a percibir por la agencia son del 4% (Cuatro por ciento) + 21% I. V. A. a cargo del COMPRADOR o 4.000 € + 21% I. V. A en inmuebles inferiores a 100.000 €.",True,renew,False,False,5163.0,False,False,False,False,[],False,False,475000.0,€,500000.0,25000.0,5.0,flat,"Guindalera, Madrid",Piso en calle de Francisco Remiro,Destacado,,,,
109046337,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/15/f5/1362592621.webp,,29,1,165000.0,duplex,sale,65.0,True,2,1,manuel llorente,Madrid,Miraflores de la Sierra,,es,,40.8096829,-3.7664994,False,https://www.idealista.com/inmueble/109046337/,"¡VENDE EN EXCLUSIVA HOGARES MIRAFLORES DE LA SIERRA ESPECTACULAR DUPLEX! ¡Descubre este encantador dúplex en el corazón de la ciudad! Con 65 m² construidos, este hogar ofrece un espacio acogedor y funcional, ideal para quienes buscan comodidad y estilo. En la planta baja, encontrarás un baño completo y dos luminosas habitaciones que invitan al descanso.  Subiendo a la planta superior, te espera un amplio salón comedor que se conecta con un balcón perfecto para disfrutar del aire fresco y las vistas urbanas. La cocina, también en esta planta, está diseñada para facilitar tus momentos culinarios. Este dúplex, construido en 1970 y en buen estado, cuenta con calefacción eléctrica, lo que añade un toque de confort a tu día a día. ¡No dejes pasar la oportunidad de vivir en este maravilloso espacio! ¡CONSEGUIMOS FINANCIACIÓN DE HASTA 100%, NO DUDES EN CONSULTAR CONDICIONES!",True,good,False,False,2538.0,False,False,False,False,[],False,False,165000.0,€,,,,flat,Miraflores de la Sierra,Dúplex en manuel llorente,Destacado,duplex,,,
107691789,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/0c/14/1322110080.webp,,49,4,1795000.0,flat,sale,321.0,True,4,4,calle de la Princesa,Madrid,Madrid,Chamberí,es,Gaztambide,40.4311254,-3.7177368,False,https://www.idealista.com/inmueble/107691789/,"En el distinguido distrito de Chamberí, junto al intercambiador de Moncloa, se encuentra esta joya arquitectónica con fachada histórica, ubicada en la representativa calle Princesa. Una cuarta planta única dentro de un edificio de 1927 que conserva el carácter señorial de la época, desplegando 321 m² llenos de luz, amplitud y estilo. La vivienda es completamente exterior, con doble orientación a las calles Princesa e Hilarión Eslava. El salón principal, amplio y luminoso, se abre a tres balcones que integran la ciudad en el espacio vital. Un cuarto balcón, situado en el despacho, ofrece también vistas a la calle Princesa y conecta directamente con el salón, favoreciendo una distribución fluida y versátil. Dispone de tres dormitorios de gran tamaño, dos de ellos con baño en suite. La suite principal destaca por su espectacular vestidor de más de 10 m² y un baño diseñado para el bienestar, con jacuzzi, ducha y acabados de calidad superior. Completan la vivienda una zona de lavandería independiente y un trastero, que aportan comodidad y funcionalidad. Una propiedad única, donde la elegancia clásica convive con el confort contemporáneo, en uno de los enclaves más representativos de Madrid.",True,good,False,True,5592.0,True,False,True,False,[],False,False,1795000.0,€,,,,flat,"Gaztambide, Madrid",Piso en calle de la Princesa,Destacado,,,,
108527915,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/28/ff/1347562856.webp,W-02ZZ7N,22,,800000.0,chalet,sale,355.0,,7,4,Castillo - Campodón,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,,40.3655957,-3.885302,False,https://www.idealista.com/inmueble/108527915/,"Fantástico Unifamiliar a reformar en Campodón Engel&Völkers presenta esta espaciosa propiedad con amplias zonas verdes. ¿Buscas una propiedad para reformar a tu gusto? Esta es tu oportunidad.  Ubicada en una amplia parcela de 1340m2, esta casa ofrece una excelente oportunidad para crear la vivienda de tus sueños. Casa muy luminosa, distribuida en dos plantas, la primera cuenta con un amplio recibidor, cocina, cuarto de baño y salón con acceso directo al jardín. En la segunda planta, se ubica la zona de descanso que en la actualidad cuenta con 7 habitaciones y 3 cuartos de baño. La propiedad cuenta con una extensa superficie de jardín y zonas verdes, ideales para quienes valoran el espacio al aire libre. Dispone además de piscina y zona de barbacoa, perfectas para el esparcimiento y la vida social, que aunque requieren renovación, prometen convertirse en el corazón de cualquier reunión familiar o con amigos. Si bien la casa se encuentra en estado original y necesita reformas integrales, su tamaño y distribución ofrecen infinitas posibilidades de rediseño y modernización. La distancia desde Villaviciosa de Odón a Madrid es de aproximadamente 20 kilómetros, y el trayecto en coche puede tomar entre 20 y 30 minutos, dependiendo del tráfico. La propiedad tiene fácil acceso a la A-5. Hay líneas de autobuses interurbanos que conectan Villaviciosa de Odón con Madrid y localidades cercanas. La zona está dotada, además, de servicios de autobuses que conectan con Estaciones de metro en Madrid y otras áreas. Cercanos, varios colegios privados concertados como Villalkor, privados como el Casvi y colegios públicos que ofrecen educación desde educación infantil hasta secundaria. Cuenta con Centro de Salud, y está a escasos 6 Km. del Hospital Universitario Rey Juan Carlos. La oferta comercial en Villaviciosa de Odón incluye varias cadenas de supermercados. Se pueden encontrar grandes cadenas como Carrefour, Lidl y Mercadona, así como tiendas de proximidad que ofrecen productos frescos y artículos de uso diario.",False,renew,False,,2254.0,False,False,False,False,[],False,False,800000.0,€,,,,chalet,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente,Destacado,independantHouse,True,True,
99823935,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/8e/e0/1055924147.webp,,27,,800000.0,chalet,sale,500.0,,8,4,camino VIEJO DEL CASAR,Madrid,Fuente el Saz de Jarama,,es,,40.6376903,-3.5046818,False,https://www.idealista.com/inmueble/99823935/,"PRIMER NIVEL INMOBILIARIA VENDE esta magnífica casa ubicada en terreno rústico de 4.000 metros cuadrados en el término municipal de Fuente el Saz, a 5 minutos del núcleo urbano y 20-30 minutos de Madrid. La vivienda está construida con las más altas calidades, paredes lisas, bloques de termo-arcilla, suelo radiante, ventanas de madera con cristal climalit, suelos de barro cocido a mano, etc. Está distribuida en 2 plantas, la principal se compone de 4 dormitorios, salón, cocina y 2 baños; la primera planta consta de 4 dormitorios y 2 baños. El gran tamaño de la parcela permite tener diversas zonas de jardín, árboles frutales, viñedos, césped, etc. La parcela está totalmente vallada con malla metálica y plantaciones en todo el perímetro. Es una oportunidad ideal para personas que quieran vivir en una zona de tranquilidad en plena naturaleza y muy cerca de Madrid. Existen líneas de autobuses a pocos metros de la vivienda para comunicar con el centro urbano y con Madrid. POSIBILIDAD DE INFORMACIÓN EN INGLÉS, ARABE, RUSO Y UCRANIANO.",True,good,False,,1600.0,False,False,False,False,[],False,False,800000.0,€,,,,chalet,Fuente el Saz de Jarama,Casa independiente en camino Viejo Del Casar,Destacado,independantHouse,True,True,
109023729,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/e2/a3/1365694904.webp,,26,1,285000.0,flat,sale,51.0,True,2,1,calle de Boldano,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4413533,-3.6440041,False,https://www.idealista.com/inmueble/109023729/,"ÉXITO HOMES by Esriv presenta en exclusiva esta elegante vivienda totalmente reformada en la calle Boldano, en pleno barrio de Quintana, dentro del distrito de Ciudad Lineal. Una zona residencial, tranquila y con todos los servicios, ideal tanto para vivir como para invertir. La vivienda consta de 50 m², exterior con excelente luz natural.  Distribuida de forma funcional, cuenta con salón-comedor con cocina integrada, moderna y equipada, 2 dormitorios, 1 baño completo, con acabados contemporáneos. Además, posee piso de tarima, ventanas climalit con rotura de puente térmico, fontanería y electricidad completamente a nuevo, y aire acondicionado con bomba de frío/calor. En la vivienda se está desarrollando una REFORMA INTEGRAL, con materiales de calidad y un diseño actual, listo para entrar a vivir sin necesidad de hacer ninguna mejora. La zona ofrece una gran calidad de vida: está rodeada de comercios, supermercados, colegios, zonas verdes y está excelentemente comunicada por transporte público. A pocos minutos caminando se encuentran las estaciones de metro Pueblo Nuevo y Ciudad Lineal (Líneas 5 y 7), además de varias líneas de autobús que conectan con el centro de Madrid. Una excelente oportunidad para quienes buscan un piso moderno, funcional y bien ubicado en Madrid capital. Contacta con nosotros para agendar tu visita!",True,good,False,True,5588.0,False,False,False,False,[],False,False,285000.0,€,292000.0,7000.0,2.0,flat,"Quintana, Madrid",Piso en calle de Boldano,Destacado,,,,
108801319,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/b0/e9/1355544120.webp,211067,10,,3180000.0,chalet,sale,487.0,,5,5,"calle de La Masó, 93",Madrid,Madrid,Fuencarral,es,Mirasierra,40.4864833,-3.7138805,True,https://www.idealista.com/obra-nueva/108801319/,"GILMAR MIRASIERRA & PUERTA DE HIERRO presenta singular chalet independiente de Obra Nueva en AUTOPROMOCIÓN - LLAVE EN MANO, con características de vanguardia que lo convierten en la elección perfecta para aquellos que buscan la máxima eficiencia energética y el confort de un hogar sostenible. La vivienda cuenta con 487m² sobre una parcela de 960 m² aproximadamente, distribuidos en 3 plantas. Con un total de 5 dormitorios, y 5 baños, es una vivienda versátil y cómoda. La vivienda se desarrolla sobre un patio, garantizando la luminosidad en cada una de sus estancias. Cuenta con un amplio salón comedor con ventanales que dan acceso a un agradable y soleado porche orientado al sur. La cocina incluye isla y zona de comedor de diario, unos agradables distribuidores, aseo de cortesía, y ascensor que une las 3 plantas.  La moderna cocina es un espacio moderno y funcional que se adapta a tus necesidades, para comidas en familia o animadas reuniones con los amigos, incluyendo una agradable isla. 4 Dormitorios y 3 baños (todos en suite) La gran suite principal incluye una gran zona de vestidor con una funcional distribución para maximizar los espacios de almacenaje. La zona de descanso tiene una agradable luz del suroeste. El baño tipo Spa incluye ducha doble y bañera exenta, así como encimera con doble seno y luz natural. Dispone de 3 dormitorios adicionales. Uno en suite y otros 2 dormitorios que comparten un baño, un formato muy cómodo y práctico.  En el sótano tiene una versátil sala de estar de más de 65 m² con luz natural de su amplio patio inglés. Además cuenta con zona de servicio con dormitorio, baño en suite y lavandería. Cuenta también con cuarto de instalaciones y 2 trasteros o bodegas. Con excelentes materiales de construcción y cuidados acabados, incluye calefacción mediante suelo radiante y refrescante por AEROTERMIA en toda la vivienda, haciendo que sea una casa de bajo coste y sostenible. Incluye piscina INFINITY y una cómoda rampa de garaje para 2-3 coches.",False,newdevelopment,True,,6530.0,False,False,False,False,[],False,False,3180000.0,€,,,,chalet,"Mirasierra, Madrid","Casa independiente en calle de La Masó, 93",Destacado,independantHouse,True,True,False
109075957,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/23/85/1363678982.webp,76605,31,,418600.0,chalet,sale,219.0,,4,3,Rinconada,Madrid,Alcalá de Henares,Rinconada,es,,40.4739368,-3.3702755,False,https://www.idealista.com/inmueble/109075957/,"Maravilloso chalet adosado de 4 plantas, 4 habitaciones y 3 baños, en Alcalá de Henares. 219 m2 construidos. 187 m2 útiles. Orientación Oeste. Parcela de 114 m2, solado y con barbacoa. Zona ajardinada. Armarios empotrados, suelo de tarima, ventanas climalit y puertas lacadas. Cocina amueblada. Calefacción con gas natural y aire acondicionado. Dispone de garaje. Amueblado negociable. • Sótano: Garaje para 2 plazas de coche y zona de trastero con ventana a la calle. (54m2 construidos) • Planta Baja: Salón con chimenea, cocina, aseo, jardín y porche en la entrada con espacio para lavadora, abrigos, almacenamiento. La planta baja disponía de 1 habitación al lado del salón, que se unió al salón para ganar mayor amplitud. (59m2 construidos) • Planta Primera: 3 habitaciones, 2 años, 1 en suite, pasillo de acceso y armarios empotrados. (54 m2 construidos) • Buhardilla: Zona de salón y habitación, con armarios empotrados, barras para colgar ropa y estanterías de madera. (51,25m2 construidos) - Ambulatorio, varios colegios e institutos, supermercados, bares, restaurantes, … - Al lado del acceso a la A2 para no perder tiempo a la hora de salir a trabajar a Madrid. - Parada del bus dirección Av. América, línea 229 a unos minutos andando, en la calle ronda fiscal. NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA. Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra venta sea nuestra la vivienda o no. INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio. Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",True,good,False,,1911.0,True,False,False,False,[],False,False,418600.0,€,,,,chalet,"Rinconada, Alcalá de Henares",Chalet adosado,Destacado,terracedHouse,True,True,
109028258,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/63/90/1362115372.webp,6767,10,7,1904600.0,flat,sale,114.0,True,3,2,calle de Ibiza,Madrid,Madrid,Retiro,es,Ibiza,40.4189316,-3.6739035,False,https://www.idealista.com/inmueble/109028258/,"HousinGo presenta exclusivo piso exterior en el barrio de Ibiza, a escasos minutos a pie del Parque de Retiro, la calle O'Donnell y la parada de metro de Ibiza, donde podrás disfrutar de una amplia variedad de tiendas, comercios y restaurantes en tu día a día. Ubicado en la séptima planta de una finca de 1956, con garaje, ascensor y portero físico, garantizando la privacidad y la seguridad máxima de todos sus vecinos. La vivienda se encuentra en proceso integral de reforma, por lo que se están cuidando al máximo todos sus detalles. Sus 114 m2 se distribuirán en un amplio salón-comedor con acceso a una terraza exterior, brindando ventilación y luz natural, junto a una cocina abierta y diáfana que estará equipada con electrodomésticos de alta gama. En la zona de noche nos encontraremos con 3 dormitorios, el principal con baño en suite, todos contarán armarios empotrados, además de un baño completo a parte que dará servicio tanto a las habitaciones como a la zona social.  El inmueble estará climatizado con calefacción individual y aire acondicionado, garantizando confort y una temperatura óptima durante todas las épocas del año. El exclusivo Barrio de Retiro - Ibiza, fue concebido a mediados del siglo XIX, este enclave se ha convertido en uno de los más codiciados de Madrid, gracias a su ambiente tranquilo, seguro y sofisticado. Rodeado de historia y elegancia, junto al emblemático Parque El Retiro, los bulevares de las calles de Ibiza y Alcalde Sainz de Baranda, que ofrecen variedad de bares, terrazas, y una exquisita oferta gastronómica. Además, la zona cuenta con una vibrante escena cultural, con teatros, museos y comercios. HousinGo, by David de Gea.  Somos una agencia inmobiliaria especializada en la venta y alquiler de activos residenciales en zonas Prime de Madrid. Contamos con tres oficinas de atención al público, una en CALLE AYALA 62, otra en CALLE SERRANO 81, y otra en CALLE VELÁZQUEZ 117, en el Barrio de Salamanca.  Por petición de algunos clientes, no publicamos una gran parte de nuestros inmuebles en portales inmobiliarios. Aunque la mayoría de nuestra cartera está en nuestra página web, frecuentemente tenemos nuevas oportunidades de inversión que se comercializan totalmente off-market.  Si está interesado en alquilar, vender o comprar, puede contactarnos a través de nuestro teléfono fijo enviarnos un WhatsApp a o visitarnos en una de nuestras oficinas. Disponemos de un servicio de Call Center 24 horas al día, 365 días al año, para poder atenderles de manera ininterrumpida.",False,good,False,True,16707.0,True,False,False,False,[],False,False,1904600.0,€,,,,flat,"Ibiza, Madrid",Piso en calle de Ibiza,Destacado,,,,
108030401,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/ca/33/1331707743.webp,VO290425,30,en,299900.0,flat,sale,56.0,True,2,1,calle de Ponferrada,Madrid,Madrid,Fuencarral,es,Pilar,40.4754863,-3.7133435,False,https://www.idealista.com/inmueble/108030401/,"VOhome propiedades vende en exclusiva esta vivienda en buen estado de conservación y con una excelente ubicación, a tan solo 400 metros de la boca de Metro Peñagrande y a 5 minutos andando al Centro Comercial La Vaguada. Compuesto por 2 dormitorios, 1 baño, salón-comedor, cocina americana totalmente equipada y a destacar, la altura interior de la vivienda que cuenta con 3,08m.  Además, contaba con un trastero que se a incorporado a la vivienda, ampliando el baño y ganando un armario para mayor almacenaje. Superficie de vivienda, según Nota Simple 56 m2. Según nuestras mediciones, podemos confirmar que dispone de 50,80 m2 útiles y 43,05 m2 construidos, y sin incluir los 3m2 de elementos comunes. Dispone de suelos de tarima en las todas las estancias, suelos de gres en baño y cocina, paredes en liso, puertas de madera nuevas y ventanas climalit con persianas en toda la vivienda. También recalcar que la puerta principal es blindada y que cuenta con tres armarios empotrados, dos de ellos en cada uno de los dormitorios. Cuenta con orientación Norte - oeste, gran ubicación por su proximidad a la Avenida de Betanzos ya que es una de las vertientes principales del barrio. La finca dispone de acceso adaptado para movilidad reducida, ascensor y además de puerta de seguridad para acceder a la finca. En cuanto a gastos de comunidad, tan solo 27,36€ aproximados y de IBI 280€, además como información a destacar, finca con I. T. E. pasada y favorable en 2.020. También cuenta con las líneas de autobús: 42, 49, 126, 128, N22, entre otros. Con muy buena comunicación con la M-30 y M-40. Podemos señalar su proximidad a varios colegios, como el colegio Luis de Góngora, múltiples escuelas infantiles, centros de salud, hospitales como hospitales como el Universitario La Paz y Hospital Carlos La Paz entre otros, bancos: Caixabank, BBVA, Santander, entre otros, supermercados como el Lidl, Carrefour, Mercadona y gran variedad de restaurantes, bares, cafeterías, peluquerías... Otros sitios cercanos son el parque y polideportivo de Agustín Rodríguez Sahagun, parque Cerro Peñabel, entre otros lugares de interés. ""Te financiamos hasta el 100% del valor de compraventa. "" Tipo de interés fijo: desde 1.80 % Tipo de interés variable: desde Er+0.50 % Infórmese sin compromiso comunicándose con nuestro asesor Francisco López – Contamos con todas las medidas de seguridad contra el COVID19. *En el precio de venta no están incluidos los gastos de compra (Impuestos de trasmisiones patrimoniales/Notaría-Gestoría/Registro/Intermediación inmobiliaria y/o financiera)*.",True,good,False,True,5355.0,True,False,False,False,[],False,False,299900.0,€,,,,flat,"Pilar, Madrid",Piso en calle de Ponferrada,Destacado,,,,
