propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,newDevelopmentFinished,floor,exterior,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108551533,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/b0/af/1348221136.webp,,21,359000.0,duplex,sale,70.0,3,3,"calle de Hortaleza, 38",Madrid,Madrid,Centro,es,40.4219701,-3.6997797,True,https://www.idealista.com/inmueble/108551533/,"Bonito apartamento en pleno centro, totalmente exterior con UN BALCON y DOS VENTANAS A LA CALLE, TRES DORMITORIOS y TRES BAÑOS COMPLETOS. Distribuido en dos alturas, debido a sus casi cuatro metros de suelo a techos. * En la planta de abajo de 1,85 cm aproximadamente se encuentra el salón -cocina todo diáfano y muy amplio con balcón a la calle. * En la parte de arriba de 1,80 cm aproximadamente se encuentran tres dormitorios con tres baños completos. EN EL PLANO ADJUNTO PUEDE COMPROBAR LOS METROS ÚTILES EXACTOS DE AMBAS PLANTAS. AMUEBLADO, REFORMADO e INSONORIZADO y listo para vivir o sacar una gran rentabilidad por su inmejorable ubicación y características de unos 3.000 €. Por ejemplo para estudiantes. AIRE ACONDICIONADO Y CALEFACCIÓN POR CONDUCTOS EN TODAS LAS ESTANCIAS. Comunidad 18 €. IBI 198 €. SOY PARTICULAR, no hay gastos de agencia.  SOY PARTICULAR y puedo colaborar también con agencias sin exclusiva y sin encargo de venta, por libre SOLAMENTE y NO doy comisión.",True,good,False,5129.0,True,False,False,False,[],False,False,359000.0,€,,,flat,duplex,"Chueca-Justicia, Madrid","Dúplex en calle de Hortaleza, 38",Chueca-Justicia,,1,True,True,,,
108686585,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/fb/74/1352132233.webp,VT3.7,15,274300.0,flat,sale,114.0,3,2,Parcela A4-C3 s/n,Madrid,Madrid,Villa de Vallecas,es,40.3444375,-3.6116875,True,https://www.idealista.com/obra-nueva/108686585/,"SIRIO Valdecarros – Tu nuevo hogar en el futuro de Madrid  95 viviendas VPPL en régimen de cooperativa, con garaje y trastero incluidos, en uno de los desarrollos urbanísticos más ambiciosos e innovadores de Madrid: Valdecarros. Promovido por SIRIO DESARROLLOS DEL ESTE I S. COOP. MAD. , en la parcela A4-C3.  Un barrio en crecimiento con futuro verde  Valdecarros será uno de los pulmones verdes de Madrid, con más de 700 hectáreas dedicadas a zonas verdes —¡el equivalente a casi 500 campos de fútbol y 6 veces el Parque del Retiro! y más de 125 km de carril bici. Contará con todos los servicios necesarios para vivir cómodamente: colegios, guarderías, centros de salud, hospitales, instalaciones deportivas, grandes parques y zonas comerciales como La Gavia.  Conectividad y movilidad sin complicaciones  Ubicado entre las autovías M-31 y M-45, Valdecarros ofrece acceso rápido a la M-50, A-3 y excelentes conexiones mediante transporte público: autobuses de tránsito rápido al centro de Madrid, Atocha y el aeropuerto.  Espacios comunes y sostenibilidad  El residencial está diseñado para ofrecer calidad de vida, con zonas comunes que incluyen:   Jardines  Área infantil  Sala gourmet comunitaria  Piscina      Además, todas las viviendas están proyectadas con altas prestaciones energéticas, con calificación mínima B y posibilidad de alcanzar calificación A.",False,newdevelopment,True,2406.0,True,False,False,False,[],False,False,274300.0,€,True,True,flat,,"Valdecarros, Madrid",Piso en Parcela A4-c3 s/n,Valdecarros,False,1,True,True,,,
109196123,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/bc/54/1367125857.webp,,19,185000.0,flat,sale,35.0,1,1,calle de Zurita,Madrid,Madrid,Centro,es,40.4091284,-3.7007962,False,https://www.idealista.com/inmueble/109196123/,"**4 LLAVES INMOBILIARIA VENDE EN EXCLUSIVA** Piso Bajo en la calle zurita ideal para inverción, esta en perfecto estado de conservación y se distribuye en habitacion ventilada, salon amplio con ventana al patio, cocina totalmente equipada y funcional y al lado se encuentra el cuarto de baño *ITE FAVORABLE* *LIBRE DE CARGAS* El barrio de Lavapiés en Madrid es conocido por su diversidad cultural y su ambiente bohemio y multicultural. Situado en el centro de la ciudad y el corazón de Madrid. Lavapiés es un barrio tradicionalmente obrero que ha experimentado una transformación en los últimos años, convirtiéndose en un lugar de moda y altamente llamativo por su estilo alternativo para los jóvenes, artistas, turistas y gente con un espíritu vibrante. CUATRO LLAVES es la inmobiliaria de referencia en Madrid, reconocida por ofrecer las mejores opciones en el mercado inmobiliario. Nos especializamos en proporcionar una experiencia de compra y alquiler excepcional, garantizando que nuestros clientes encuentren el piso ideal que se ajuste a sus necesidades y expectativas. CUATRO LLAVES se destaca por su compromiso con la calidad, transparencia y satisfacción del cliente. Contamos con un equipo de profesionales dedicados y conocedores del mercado. Si buscas comprar o vender un piso en Madrid, CUATRO LLAVES es tu mejor elección.",True,good,False,5286.0,True,False,False,False,[],False,False,185000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Zurita,Lavapiés-Embajadores,,en,False,False,,,
108127763,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/c1/cc/1334680465.webp,Tipo 7,5,287914.0,flat,sale,80.0,2,1,Calle de las Guayanas s/n,Madrid,Colmenar Viejo,Centro,es,40.6585623,-3.7711277,True,https://www.idealista.com/obra-nueva/108127763/,"LICENCIA DE OBRAS CONCEDIDA – CONSTRUYE NISMAR (Próximo inicio de obras) 11 viviendas de 1, 2 y 3 dormitorios, con garaje y trastero en un edificio singular con imagen e identidad propia, ubicado en el centro de la localidad C/ Guayanas, a 5 minutos de la plaza del Ayuntamiento. Cuenta con todos los servicios, zona comercial, colegios, parques, restauración, transporte público… La promoción consta de viviendas de 1, 2 y 3 dormitorios. Todas las viviendas disponen de balcón o terraza, plaza de garaje y trastero. Proyecto con calificación energética A. Se trata de un edificio singular en urbanización privada, tres alturas con fachada compuesta por sistema SATE | ETICS en color blanco y ocre tostado. Actualmente nos encontramos en fase de captación de socios para Residencial Dos, S. Coop. Mad. , ya que el proyecto se desarrollará en régimen de cooperativa y será gestionado por Ksanet, gestora con amplia experiencia en la gestión de cooperativas de viviendas. Contamos con que sea de su interés, y le invitamos a formar parte de la misma, además, al ser una cooperativa, tendrá la oportunidad de participar activamente en la toma de decisiones y contribuir al desarrollo de su nuevo hogar. Al adjudicarse la vivienda sobre plano, tiene la ventaja de adherirse al proyecto con una forma de pago más cómoda, pudiendo en la mayoría de los casos, beneficiarse del aumento de su valor a medida que avanza la construcción. Producción de calefacción y refrigeración mediante sistema de Aerotermia con instalación de suelo radiante-refrescante de baja temperatura, repartiendo de manera uniforme calor en invierno y frescor en verano con los más altos niveles de eficiencia y confort. Al no necesitar radiadores, entre otras grandes ventajas, se consigue maximizar el espacio útil en la vivienda. El control de la temperatura se regulará mediante termostato situado en el salón. Gran ahorro económico en la factura energética mensual con el máximo confort. Cocinas equipadas con muebles altos y bajos. Pintura plástica lisa, carpintería interior lacada en blanco. RESIDENCIAL GUAYANAS se convierte en una de las mejores opciones para estrenar vivienda moderna y de calidad en uno de los municipios más valorados por su calidad de vida de la Comunidad de Madrid.",False,newdevelopment,True,3599.0,True,False,False,False,[],False,False,287914.0,€,True,True,flat,,"Centro, Colmenar Viejo",Piso en Calle de las Guayanas s/n,,False,1,True,True,,,
108149491,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/e7/5f/1273826733.webp,2ºC,6,430000.0,duplex,sale,111.0,3,2,"calle SANTA CLARA, 10",Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,40.5954752,-4.1421639,True,https://www.idealista.com/obra-nueva/108149491/,"""Los Jardines de San Lorenzo"" es un nuevo proyecto residencial en un espacio natural privilegiado de la Sierra de Guadarrama.  La promoción contempla la edificación de 8 viviendas con trastero, piscina y 9 plazas de aparcamiento, en régimen de vivienda libre.  Está organizada en un edificio independiente, bajos de cota alta con jardín, primeros en planta y segundos en dúplex en planta y bajo cubierta. Viviendas La tipología de las viviendas son de 3 dormitorios en la totalidad de sus diferentes unidades. Las viviendas contarán con: • Plazas de aparcamiento y trastero, incluidos en el precio • Jardín y piscina comunitarios • Ascensor en todos los niveles • Climatización frío y calor, con sistema de aerotermia y suelo refrescante • Cocinas amuebladas y equipadas con electrodomésticos (horno, microondas, campana,  placa de inducción, lavadora-secadora, lavavajillas y frigorífico) • Carpintería exterior con doble acristalamiento y rotura de puente térmico • Carpintería de interior con puertas macizas y armarios • Acabados interiores de primera calidad Sagelliv con más de 25 años de experiencia, es fiel a su filosofía de trabajo: “Con dedicación, creando hogares” Ponemos a su disposición nuestro equipo de trabajo en nuestras oficinas, siempre con cita previa: • Plaza de la Villa, 14 - 1º Loeches – Madrid. • C/Quiterio López, 5 – 1º D El Escorial – Madrid.",False,newdevelopment,True,3874.0,True,False,False,False,[],False,False,430000.0,€,True,True,flat,duplex,"Abantos - Carmelitas, San Lorenzo de El Escorial","Dúplex en calle Santa Clara, 10",,False,2,True,True,,,
108628475,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/66/c7/1350399161.webp,ADO0025,69,315000.0,chalet,sale,279.0,7,3,"avenida del Paular, 27",Madrid,Rascafría,,es,40.903117,-3.8787001,True,https://www.idealista.com/inmueble/108628475/,"B2V Inmobiliaria comercializa Maribel Jareño ¡Descubre esta magnifica casa en Rascafría! Te presentamos una bonita casa en Pleno Valle del Lozoya Se trata de un edificio que anteriormente fue una pastelería, de ahí que la planta baja esté a día de hoy como local comercial y la plata primera conste de dos viviendas más sus bajo cubiertas. la vivienda dispone de un pequeño pero coqueto jardín en el exterior que da acceso a una de las viviendas superiores y la otra tiene la entrada a través del local comercial. La vivienda con acceso desde el jardín tiene tres dormitorios con balcones a la vía principal y mucha luz, la otra vivienda necesita mayor reforma, pero podrían unificarse ambas. Una de las viviendas con calefacción de gasoil. Gran oportunidad para inversores que quieran montar un negocio, como una casa rural o particulares con deseo de tener una preciosa casa en Rascafría rodeada de restaurantes y todo tipo de servicios. Mejor ver para apreciar el potencial de este inmueble. Rascafría, uno de los pueblos más hermosos del Valle Alto del Jarama. Este lugar es conocido por su impresionante entorno natural, sus paisajes de montaña y su rica historia, lo que lo convierte en el refugio perfecto para quienes buscan tranquilidad y belleza. Si eres amante de la naturaleza, de dar largas caminatas por un entorno increíble y disfrutar de su gastronomía y variedad de servicios, Rascafría es el lugar idóneo para ti. ¡No pierdas la oportunidad de vivir en este magnífico lugar! ¡PRECIO NEGOCIABLE! Para más información o concertar una visita pueden ponerse en contacto. Maribel Jareño. Porque nos tomamos muy en serio nuestro cometido, sólo trabajamos en EXCLUSIVA. Equipamiento Calefacción: Individual Combustible calefacción: Otro Jardín [IW].",True,renew,False,1129.0,True,False,False,False,[],False,False,315000.0,€,,,chalet,terracedHouse,Rascafría,"Chalet adosado en avenida del Paular, 27",,,,,,360000.0,45000.0,13.0
107980889,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/1f/3c/1330125235.webp,08575,30,1190000.0,flat,sale,100.0,2,2,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,40.4331399,-3.6769711,False,https://www.idealista.com/inmueble/107980889/,"La Inmobiliaria Internacional CPM gestiona este exclusivo y luminoso piso, de 100 m2 y 2 dormitorios, próximo al metro Núñez de Balboa, que consta de los siguientes elementos: Hall de entrada. Una cocina totalmente equipada, con todos los electrodomésticos incluidos. Un amplio salón comedor, con grandes ventanales, que lo convierten en muy luminoso. 2 habitaciones con armarios empotrados; una de ellas en suite, con su baño completo incorporado. Un baño completo. El piso, dispone de suelo de parquet de madera natural, puerta blindada, ventanas Climalit, aire acondicionado, video portero, agua caliente y calefacción centralizada. La urbanización ofrece una zona comunitaria cerrada, con un espléndido jardín arbolado y piscina. Estas maravillosas zonas comunes permitirán que sobre todo los pequeños, puedan jugar durante todo el año en la urbanización y los padres puedan quedar tranquilos y disfrutar de estas maravillosas instalaciones para hacer deporte. Para mayor seguridad la urbanización dispone de portero físico y seguridad, las 24 horas. Sobre la ubicación del piso, es inmejorable, ya que se encuentra próximo a la entrada del metro Núñez de Balboa. Paradas de taxis y diferentes líneas de autobús paran enfrente de la vivienda. El Acceso a la M-30 Y M-40 es muy rápido. Alrededor del piso se encuentran varios centros comerciales (El Corte Inglés, Zara) colegios, (colegio Calasancio de Madrid), guarderías, teatro (Teatro Alcalá), museos (museo nacional de Ciencias Naturales), parques (Parque El Retiro) farmacias, hospitales (Hospital Gregorio Marañón) y variedad de restaurantes.",False,good,False,11900.0,True,False,False,False,[],False,False,1190000.0,€,,,flat,,"Lista, Madrid",Piso,Lista,,3,True,True,,,
106144182,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/e7/5f/1273826733.webp,2ºA,6,435000.0,duplex,sale,118.0,3,2,"calle SANTA CLARA, 10",Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,40.5954752,-4.1421639,True,https://www.idealista.com/obra-nueva/106144182/,"""Los Jardines de San Lorenzo"" es un nuevo proyecto residencial en un espacio natural privilegiado de la Sierra de Guadarrama.  La promoción contempla la edificación de 8 viviendas con trastero, piscina y 9 plazas de aparcamiento, en régimen de vivienda libre.  Está organizada en un edificio independiente, bajos de cota alta con jardín, primeros en planta y segundos en dúplex en planta y bajo cubierta. Viviendas La tipología de las viviendas son de 3 dormitorios en la totalidad de sus diferentes unidades. Las viviendas contarán con: • Plazas de aparcamiento y trastero, incluidos en el precio • Jardín y piscina comunitarios • Ascensor en todos los niveles • Climatización frío y calor, con sistema de aerotermia y suelo refrescante • Cocinas amuebladas y equipadas con electrodomésticos (horno, microondas, campana,  placa de inducción, lavadora-secadora, lavavajillas y frigorífico) • Carpintería exterior con doble acristalamiento y rotura de puente térmico • Carpintería de interior con puertas macizas y armarios • Acabados interiores de primera calidad Sagelliv con más de 25 años de experiencia, es fiel a su filosofía de trabajo: “Con dedicación, creando hogares” Ponemos a su disposición nuestro equipo de trabajo en nuestras oficinas, siempre con cita previa: • Plaza de la Villa, 14 - 1º Loeches – Madrid. • C/Quiterio López, 5 – 1º D El Escorial – Madrid.",False,newdevelopment,True,3686.0,True,False,False,False,[],False,False,435000.0,€,True,True,flat,duplex,"Abantos - Carmelitas, San Lorenzo de El Escorial","Dúplex en calle Santa Clara, 10",,False,2,True,True,,,
108127723,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/c1/cc/1334680465.webp,Tipo 5,5,232583.0,flat,sale,63.0,1,1,calle de las Guayanas s/n,Madrid,Colmenar Viejo,Centro,es,40.6585623,-3.7711277,True,https://www.idealista.com/obra-nueva/108127723/,"LICENCIA DE OBRAS CONCEDIDA – CONSTRUYE NISMAR (Próximo inicio de obras) 11 viviendas de 1, 2 y 3 dormitorios, con garaje y trastero en un edificio singular con imagen e identidad propia, ubicado en el centro de la localidad C/ Guayanas, a 5 minutos de la plaza del Ayuntamiento. Cuenta con todos los servicios, zona comercial, colegios, parques, restauración, transporte público… La promoción consta de viviendas de 1, 2 y 3 dormitorios. Todas las viviendas disponen de balcón o terraza, plaza de garaje y trastero. Proyecto con calificación energética A. Se trata de un edificio singular en urbanización privada, tres alturas con fachada compuesta por sistema SATE | ETICS en color blanco y ocre tostado. Actualmente nos encontramos en fase de captación de socios para Residencial Dos, S. Coop. Mad. , ya que el proyecto se desarrollará en régimen de cooperativa y será gestionado por Ksanet, gestora con amplia experiencia en la gestión de cooperativas de viviendas. Contamos con que sea de su interés, y le invitamos a formar parte de la misma, además, al ser una cooperativa, tendrá la oportunidad de participar activamente en la toma de decisiones y contribuir al desarrollo de su nuevo hogar. Al adjudicarse la vivienda sobre plano, tiene la ventaja de adherirse al proyecto con una forma de pago más cómoda, pudiendo en la mayoría de los casos, beneficiarse del aumento de su valor a medida que avanza la construcción. Producción de calefacción y refrigeración mediante sistema de Aerotermia con instalación de suelo radiante-refrescante de baja temperatura, repartiendo de manera uniforme calor en invierno y frescor en verano con los más altos niveles de eficiencia y confort. Al no necesitar radiadores, entre otras grandes ventajas, se consigue maximizar el espacio útil en la vivienda. El control de la temperatura se regulará mediante termostato situado en el salón. Gran ahorro económico en la factura energética mensual con el máximo confort. Cocinas equipadas con muebles altos y bajos. Pintura plástica lisa, carpintería interior lacada en blanco. RESIDENCIAL GUAYANAS se convierte en una de las mejores opciones para estrenar vivienda moderna y de calidad en uno de los municipios más valorados por su calidad de vida de la Comunidad de Madrid.",False,newdevelopment,True,3692.0,True,False,False,False,[],False,False,232583.0,€,True,True,flat,,"Centro, Colmenar Viejo",Piso en calle de las Guayanas s/n,,False,1,True,True,,,
105829768,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/ea/22/1264270249.webp,4 Tipo B,13,316000.0,chalet,sale,129.0,3,3,avenida De Los Rosales s/n,Madrid,Torrelaguna,,es,40.8271222,-3.5428692,True,https://www.idealista.com/obra-nueva/105829768/,"El proyecto Nortelaguna presenta 31 chalets unifamiliares de obra nueva pareados y adosados con dos tipologías, ambas de 3 dormitorios. Las viviendas cuentan con diversas orientaciones y están situadas en parcelas que varían entre los 320 m² y 350 m².  Esta promoción se ofrece, con precio cerrado y en promoción directa, como la mejor opción de obra nueva en Torrelaguna, al no tener que asumir ningún riesgo el comprador de las viviendas.  Ubicada en la Sierra Norte de Madrid, este municipio posee centros de salud, colegios, oferta comercial y excelente gastronomía. Su patrimonio arquitectónico medieval le ha valido la distinción de Monumento Histórico Artístico Nacional.  La calidad de vida se respira en el proyecto de Nortelaguna, donde el valor de su localización se combina con su diseño, concebido para el máximo aprovechamiento funcional y el mejor confort. Las viviendas disponen de unos 120 m2 construidos interiores más terrazas y porches, distribuidos según tipologías; dormitorio en planta baja y dos en planta primera, o los tres dormitorios en planta primera. La cocina abierta al salón-comedor establece continuidad con el porche para acceder con facilidad a los jardines de 170 m2 hasta 212 m2, según parcela, para disfrutar al aire libre con amigos y familia momentos inolvidables.   En este proyecto con buenas calidades destaca de manera especial la climatización con aerotermia por suelo radiante-refrescante. Con este sistema se logra en Nortelaguna mayor eficiencia energética y confort térmico en el interior de las viviendas, lo que permitirá un significativo ahorro en las facturas de calefacción y refrigeración, reduciendo al mismo tiempo las emisiones de CO₂ y el impacto ambiental.    Localización: El proyecto Nortelaguna se encuentra en el municipio de Torrelaguna en la Sierra Norte de Madrid, a 60 km del centro de Madrid por la A-1, a 48 km de la ciudad de Guadalajara, a 32 km de Buitrago de Lozoya y a 28 km de Guadalix. Aunado a sus buenas comunicaciones en coche, Torrelaguna posee líneas de buses suburbanos hacia diversos puntos de la ciudad que le comunican con Metro Madrid.  La ubicación del proyecto Nortelaguna permite acceder con facilidad al variado entorno natural de la Sierra, tanto para disfrutar de paisajes como para la práctica de múltiples deportes en cualquier época del año (senderismo, ciclismo o piragüismo, entre otros), sin renunciar a la vida práctica de tener a un paso de casa opciones de servicios, en un lugar tranquilo e histórico que incluso aún conserva calles empedradas.",False,,True,2450.0,True,False,False,False,[],False,False,316000.0,€,,,chalet,terracedHouse,Torrelaguna,Chalet adosado en avenida De Los Rosales s/n,,False,,,,,,
106144191,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/e7/5f/1273826733.webp,2ºD,6,433000.0,duplex,sale,111.0,3,3,"calle SANTA CLARA, 10",Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,40.5954752,-4.1421639,True,https://www.idealista.com/obra-nueva/106144191/,"""Los Jardines de San Lorenzo"" es un nuevo proyecto residencial en un espacio natural privilegiado de la Sierra de Guadarrama.  La promoción contempla la edificación de 8 viviendas con trastero, piscina y 9 plazas de aparcamiento, en régimen de vivienda libre.  Está organizada en un edificio independiente, bajos de cota alta con jardín, primeros en planta y segundos en dúplex en planta y bajo cubierta. Viviendas La tipología de las viviendas son de 3 dormitorios en la totalidad de sus diferentes unidades. Las viviendas contarán con: • Plazas de aparcamiento y trastero, incluidos en el precio • Jardín y piscina comunitarios • Ascensor en todos los niveles • Climatización frío y calor, con sistema de aerotermia y suelo refrescante • Cocinas amuebladas y equipadas con electrodomésticos (horno, microondas, campana,  placa de inducción, lavadora-secadora, lavavajillas y frigorífico) • Carpintería exterior con doble acristalamiento y rotura de puente térmico • Carpintería de interior con puertas macizas y armarios • Acabados interiores de primera calidad Sagelliv con más de 25 años de experiencia, es fiel a su filosofía de trabajo: “Con dedicación, creando hogares” Ponemos a su disposición nuestro equipo de trabajo en nuestras oficinas, siempre con cita previa: • Plaza de la Villa, 14 - 1º Loeches – Madrid. • C/Quiterio López, 5 – 1º D El Escorial – Madrid.",False,newdevelopment,True,3901.0,True,False,False,False,[],False,False,433000.0,€,True,True,flat,duplex,"Abantos - Carmelitas, San Lorenzo de El Escorial","Dúplex en calle Santa Clara, 10",,False,2,True,True,,,
106830310,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/19/ce/1264270250.webp,8 Tipo A,13,303000.0,chalet,sale,129.0,3,3,avenida De Los Rosales s/n,Madrid,Torrelaguna,,es,40.8271222,-3.5428692,True,https://www.idealista.com/obra-nueva/106830310/,"El proyecto Nortelaguna presenta 31 chalets unifamiliares de obra nueva pareados y adosados con dos tipologías, ambas de 3 dormitorios. Las viviendas cuentan con diversas orientaciones y están situadas en parcelas que varían entre los 320 m² y 350 m².  Esta promoción se ofrece, con precio cerrado y en promoción directa, como la mejor opción de obra nueva en Torrelaguna, al no tener que asumir ningún riesgo el comprador de las viviendas.  Ubicada en la Sierra Norte de Madrid, este municipio posee centros de salud, colegios, oferta comercial y excelente gastronomía. Su patrimonio arquitectónico medieval le ha valido la distinción de Monumento Histórico Artístico Nacional.  La calidad de vida se respira en el proyecto de Nortelaguna, donde el valor de su localización se combina con su diseño, concebido para el máximo aprovechamiento funcional y el mejor confort. Las viviendas disponen de unos 120 m2 construidos interiores más terrazas y porches, distribuidos según tipologías; dormitorio en planta baja y dos en planta primera, o los tres dormitorios en planta primera. La cocina abierta al salón-comedor establece continuidad con el porche para acceder con facilidad a los jardines de 170 m2 hasta 212 m2, según parcela, para disfrutar al aire libre con amigos y familia momentos inolvidables.   En este proyecto con buenas calidades destaca de manera especial la climatización con aerotermia por suelo radiante-refrescante. Con este sistema se logra en Nortelaguna mayor eficiencia energética y confort térmico en el interior de las viviendas, lo que permitirá un significativo ahorro en las facturas de calefacción y refrigeración, reduciendo al mismo tiempo las emisiones de CO₂ y el impacto ambiental.    Localización: El proyecto Nortelaguna se encuentra en el municipio de Torrelaguna en la Sierra Norte de Madrid, a 60 km del centro de Madrid por la A-1, a 48 km de la ciudad de Guadalajara, a 32 km de Buitrago de Lozoya y a 28 km de Guadalix. Aunado a sus buenas comunicaciones en coche, Torrelaguna posee líneas de buses suburbanos hacia diversos puntos de la ciudad que le comunican con Metro Madrid.  La ubicación del proyecto Nortelaguna permite acceder con facilidad al variado entorno natural de la Sierra, tanto para disfrutar de paisajes como para la práctica de múltiples deportes en cualquier época del año (senderismo, ciclismo o piragüismo, entre otros), sin renunciar a la vida práctica de tener a un paso de casa opciones de servicios, en un lugar tranquilo e histórico que incluso aún conserva calles empedradas.",False,,True,2349.0,True,False,False,False,[],False,False,303000.0,€,,,chalet,terracedHouse,Torrelaguna,Chalet adosado en avenida De Los Rosales s/n,,False,,,,,,
108334735,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/a2/9a/1341039245.webp,GU12,21,1670000.0,flat,sale,205.0,4,4,"calle del Doctor Gómez Ulla, 12",Madrid,Madrid,Barrio de Salamanca,es,40.4296537,-3.6677032,True,https://www.idealista.com/inmueble/108334735/,"Directamente de la propiedad, vendemos vivienda ubicada en una elegante finca de 1958, con un portal señorial, ascensor principal, montacargas y portero físico. Disfrutarás de la tranquilidad y seguridad que solo un edificio clásico puede ofrecer. Su privilegiada orientación oeste garantiza luminosidad durante todo el día, creando un ambiente cálido y acogedor en cada estancia. La vivienda, situada en una primera planta exterior, destaca por su amplitud y distribución funcional: cuatro dormitorios espaciosos, tres baños completos (dos en suite), un aseo de cortesía y un espectacular salón-comedor con vistas al parque. La cocina, de diseño contemporáneo y totalmente equipada, está pensada para aprovechar al máximo el espacio y facilitar tu día a día. Vivir aquí significa tenerlo todo a tu alcance: comercios, restaurantes, colegios, centros deportivos y una excelente comunicación con toda la ciudad gracias a su proximidad a la calle Alcalá y la estación de metro Manuel Becerra. Ya sea para tu familia o para trabajar desde casa con comodidad, este piso es la opción perfecta para quienes no se conforman con menos. No dejes pasar esta oportunidad única de estrenar hogar en la mejor zona de Madrid. Contacta ahora y descubre tu nueva vida en el Barrio de Salamanca.",True,good,False,8146.0,True,False,False,False,[],False,False,1670000.0,€,,,flat,,"Guindalera, Madrid","Piso en calle del Doctor Gómez Ulla, 12",Guindalera,,1,True,True,1715000.0,45000.0,3.0
109102570,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/44/c6/1364413768.webp,sv gral. prim,17,449000.0,flat,sale,75.0,3,1,"calle General Prim, 23",Madrid,Madrid,Moncloa,es,40.46343,-3.72333,True,https://www.idealista.com/inmueble/109102570/,"DIRECTOS DE LA PROPIEDAD. NOSOTROS NO TE COBRAMOS COMISION.  Se trata de un piso de 74 m² de 3 dormitorios situado en Madrid. Construido en 1960, este piso dispone de una superficie aproximada de 74 m² y se distribuye en salón-comedor, 3 dormitorios, cocina independiente amueblada con armarios altos y bajos, 1 baño y terraza.  La vivienda está comunicada mediante autobuses próximos con las líneas 126, 127 y 132, a 20 minutos de la estación de tren Madrid-Puerta de Atocha y por carretera, a través del acceso M-30. La zona dispone de equipamiento variado, centro de salud, colegios, cajero automático, polideportivo, parques, etc. [IW].",True,good,False,5987.0,True,False,False,False,[],False,False,449000.0,€,,,flat,,"Ciudad Universitaria, Madrid","Piso en calle General Prim, 23",Ciudad Universitaria,,2,True,False,,,
108898355,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/c0/37/1366709149.webp,PIS_148,18,720000.0,flat,sale,102.0,4,2,calle de Albania,Madrid,Madrid,San Blas,es,40.4298886,-3.600213,False,https://www.idealista.com/inmueble/108898355/,"S15 Real Estate presenta en EXCLUSIVA esta magnífica vivienda de 102m² construidos (según Catastro), ubicada en una de las mejores zonas residenciales de Las Rosas. Una propiedad recién reformada, pensada para quienes buscan un hogar moderno, funcional y rodeado de zonas verdes. La vivienda dispone de 4 amplios dormitorios y 2 baños completos que destacan por su distribución cómoda y gran luminosidad en cada espacio.  ´ En la reforma realizada se cuidó cada detalle, paredes lisas y carpintería interior blanca, que aportan elegancia y amplitud visual, cocina ampliada, con espacio de almacenaje adicional y gran capacidad funcional.  Fantástica terraza acristalada adaptada para su uso en cualquier estación del año. El precio incluye una plaza de garaje, con la opción de adquirir una segunda adicional. Además, cuenta con amplio trastero ideal para almacenaje extra. Urbanización privada con amplias zonas comunes: - Piscina  - Jardines cuidados  - Servicio de conserjería durante 8 horas diarias Gastos:  - Comunidad: 144€/mes (incluye vivienda y garaje) - IBI anual: 782€ (vivienda y garaje) Una vivienda lista para entrar a vivir, en un entorno tranquilo y bien comunicado, rodeado de colegios, servicios y zonas verdes. Una oportunidad única para quienes buscan espacio, calidad y bienestar en una de las áreas más demandadas del este de Madrid.  ref: PIS_148.",False,good,False,7059.0,True,False,False,True,[],False,False,720000.0,€,True,True,flat,,"Rosas, Madrid",Piso en calle de Albania,Rosas,,en,True,True,,,
