propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
107543196,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/4e/85/1315591777.webp,30,5,796000.0,flat,sale,115.0,True,3,2,calle de Ardemans,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4351359,-3.6741084,False,https://www.idealista.com/inmueble/107543196/,"“HIT CONSULTORES VENDE FANTÁSTICA VIVIENDA EN BARRIO SALAMANCA”  ""TRASTERO INCLUIDO EN EL PRECIO""  Se vende vivienda exterior recién reformada de 115m2 construidos, 3 dormitorios, 2 baños, y terraza exterior en la calle Ardemans. El piso está ubicado en la mejor zona del centro de Madrid, en pleno Barrio Salamanca, una zona privilegiada y residencial a pocos minutos del centro de la ciudad.  La vivienda cuenta con una reforma integral y una distribución óptima, que aprovecha el máximo de los espacios, proporcionando una sensación de amplitud y confort. Al tratarse de un piso exterior cuenta con muchísima luz natural. El salón es grande y luminoso, con grandes ventanales que dan acceso a una terraza con vistas al exterior. La cocina esta integrada en el salón y está completamente equipada con electrodomésticos. Respecto a los dormitorios, la vivienda cuenta con 3 dormitorios dobles, con grandes ventanales al exterior. Todos ofreciendo un gran espacio para almacenaje. El edificio cuenta con ascensor y portero, lo que garantiza la tranquilidad y seguridad a los residentes. Además, se encuentra en una ubicación privilegiada, cerca de restaurantes, supermercados y estaciones de autobuses y metro. Características de la vivienda: - Piso de 115m2 - 3 dormitorios - 2 baños - Terraza exterior En definitiva, se trata de una oportunidad única para adquirir una propiedad en una zona privilegiada y tranquila como es el Barrio de Salamanca. ¡Contacta ya con nosotros para coordinar una visita¡.",True,good,False,True,6922.0,True,False,False,False,[],False,False,796000.0,€,flat,"Guindalera, Madrid",Piso en calle de Ardemans,,,,,,,,
108795814,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/1f/46/1355369305.webp,24,2,150000.0,flat,sale,106.0,True,4,2,CL EXTREMADURA,Madrid,Fuenlabrada,Centro,es,,40.27939,-3.7969412,False,https://www.idealista.com/inmueble/108795814/,"OPORTUNIDAD INMUEBLE SIN POSESIÓN, NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. Fantástico apartamento de 106.0 m² en Fuenlabrada es ideal para quienes buscan comodidad y amplitud en una ubicación privilegiada. Con 106.0 m² útiles, esta vivienda ofrece un amplio espacio para personalizar a tu gusto. Ubicado en la PLANTA 2ª, disfrutarás de la tranquilidad y las vistas que ofrece la zona. La zona cuenta con excelentes servicios, incluyendo tiendas, restaurantes y colegios. No pierdas la oportunidad de visitar este inmueble y conocer todas sus posibilidades.",False,good,False,False,1415.0,False,False,False,False,[],False,False,150000.0,€,flat,"Centro, Fuenlabrada",Piso en CL Extremadura,108795814,,,,,,,
108969892,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/e4/9c/1360452263.webp,52,bj,950000.0,flat,sale,95.0,True,1,1,"plaza de Alamillo, 2",Madrid,Madrid,Centro,es,Palacio,40.4135439,-3.7122295,True,https://www.idealista.com/inmueble/108969892/,"Para más viviendas como esta, visita nuestra página web bepremiumrealestate. net. BE Premium Real Estate ofrece en venta piso en el corazón de Madrid, en el barrio de La Latina. La vivienda con techos de mas de cuatro metros de altura, se distribuye en luminoso salón/comedor, cocinaindependiente totalmente equipada con todos los electrodomésticos (nevera, horno, placa vitrocerámica, campana extractora, microondas, lavavajillas, lavadora). La zona de noche cuenta con un dormitorio doble con armarios y salida a una acogedora terraza. La vivienda cuenta con un baño con plato de ducha totalmente equipado. - El inmueble cuenta con calefacción de gas natural y ventanas climalit que confieren un gran aislamiento tanto térmico como acústico. - Finca clásica con portero automático. Ubicación: Situado en pleno centro de Madrid, en el céntrico barrio de La Latina, éste piso te brinda la oportunidad de vivir en uno de los enclaves más céntricos y vibrantes de la capital. A pocos pasos de la Gran Vía, con su oferta inigualable de teatros, tiendas y restaurantes, y a escasos minutos de la Puerta del Sol, epicentro de la vida madrileña, tendrás todo lo que necesitas al alcance de la mano. La zona está rodeada de calles peatonales, llenas de historia y encanto, donde conviven cafeterías, boutiques y algunos de los locales más populares de la ciudad. Además, las conexiones de transporte son inmejorables, con varias estaciones de metro cercanas, permitiendo un acceso fácil y rápido a cualquier rincón de la ciudad. Vivir aquí significa estar rodeado de una comunidad vibrante y cosmopolita, con la tranquilidad de estar en un espacio exclusivo y bien diseñado. REF: EG0708.",False,good,False,False,10000.0,False,False,False,False,[],False,False,950000.0,€,flat,"Palacio, Madrid","Piso en plaza de Alamillo, 2",EG0708.,,,,,,,
108730945,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/72/67/1354609598.webp,39,2,328900.0,studio,sale,38.0,True,0,1,calle de José Picón,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4349104,-3.6722883,False,https://www.idealista.com/inmueble/108730945/,"Una auténtica joya junto al metro Diego de León, en zona de lujo! Te presentamos esta espectacular vivienda en venta, ubicada en el codiciado distrito de Salamanca, una de las zonas más exclusivas y prestigiosas de todo Madrid. Situada justo en la frontera entre los barrios de Lista y Guindalera, esta propiedad se convierte en una oportunidad única tanto para vivir como para invertir. El piso se entrega COMPLETAMENTE REFORMADO A ESTRENAR, con materiales de alta calidad y un diseño contemporáneo, y la reforma ya está incluida en el precio. ¡Solo tienes que entrar y disfrutar! La vivienda ofrece: •Un salón-comedor amplio y luminoso con la habitación integrada, con acceso a un encantador balcón exterior. •Una cocina americana de estilo abierto, funcional y elegante. •Y un baño completo, totalmente renovado con acabados de primera. La ubicación no puede ser mejor: en pleno corazón del barrio Salamanca, rodeado de edificios señoriales, boutiques exclusivas, restaurantes gourmet, y a tan solo unos pasos del metro Diego de León. Una zona residencial de lujo, segura, tranquila y con todos los servicios: colegios, supermercados, zonas verdes y excelente comunicación con el resto de la ciudad. Ideal tanto como hogar personal como para inversión premium con alta rentabilidad. ¡No dejes escapar esta oportunidad única de vivir en una de las zonas más lujosas y demandadas de Madrid!",False,good,False,True,8655.0,False,False,False,False,[],False,False,328900.0,€,flat,"Guindalera, Madrid",Estudio en calle de José Picón,,,,,338990.0,10090.0,3.0,studio
108783842,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/04/ea/1355010855.webp,18,2,100000.0,flat,sale,72.0,True,3,1,CL FRANCISCO PAINO,Madrid,Madrid,Carabanchel,es,Abrantes,40.3826225,-3.7301369,False,https://www.idealista.com/inmueble/108783842/,"OPORTUNIDAD INMUEBLE SIN POSESIÓN, NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. iso de segunda mano, de 72 m2, en planta PLANTA 2ª sin ascensor (MADRID). El edificio es del año 1969 y tiene 22 vecinos distribuidos en 4 plantas. En el barrio de Abrantes entre la Avenida que recibe este nombre y el Camino Viejo de Leganés. Con buena comunicación por Metro (parada Abrantes a 250m) y varios autobuses. Comercio de barrio por la zona, Junto a colegios como el Julián Besteiro y un Centro de Salud Público. Abrantes. Zona con aparcamiento en superficie no regulada por la ORA. Está próximo a la Plaza Elíptica que comunica con la A42 o la M30.",False,renew,False,False,1389.0,False,False,False,False,[],False,False,100000.0,€,flat,"Abrantes, Madrid",Piso en CL Francisco Paino,108783842,,,,,,,
108277262,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/5a/61/1339283609.webp,84,3,1187000.0,flat,sale,131.0,True,3,3,calle de Felipe Campos,Madrid,Madrid,Chamartín,es,El Viso,40.4427723,-3.681363,False,https://www.idealista.com/inmueble/108277262/,"Exclusivo 3 D · 3 B · Balcón · El Viso Vivienda de lujo en finca representativa de El Viso, situada en tercera planta exterior con orientación para disfrutar de la luz natural durante todo el día. Características destacadas: - 130 m² útiles: tres dormitorios amplios, dos con baño en suite, todos con armarios empotrados. - Tres baños completos: dos en suite y el tercero con bañera. - Espacio día diáfano de 40 m²: salón, comedor y cocina abierta con gran isla central, campana de diseño y mobiliario panelado de primera calidad. - Electrodomésticos Franke: más de 110 años de artesanía suiza e ingeniería puntera que combinan calidad, durabilidad y diseño innovador. - Amplio armario de lavadero/limpieza oculto en el pasillo de servicio. - Puertas de suelo a techo y puerta de entrada acorazada para mayor seguridad. - Aire acondicionado por conductos y climatización centralizada. - Vinoteca integrada en la zona de día. - Balcón. - Ascensor directo a la planta: acceso sin barreras y total comodidad. ¿Te interesa? Escríbenos por email para recibir plano, memoria de calidades y fotografías adicionales, o para agendar tu visita.",False,good,False,True,9061.0,True,False,False,False,[],False,False,1187000.0,€,flat,"El Viso, Madrid",Piso en calle de Felipe Campos,,,,,,,,
107915619,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/f5/b6/1328206539.webp,24,2,205000.0,flat,sale,59.0,True,3,1,calle de Ezequiel Solana s/n,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4293301,-3.6438815,True,https://www.idealista.com/inmueble/107915619/,"¡Oportunidad de Inversión! Piso en venta con inquilinos – Rentabilidad inmediata Se vende acogedor piso ubicado en un 2º piso de un edificio tranquilo y bien mantenido. Ideal para inversores que buscan una propiedad con rendimiento inmediato, ya que se vende con inquilinos en activo. La vivienda cuenta con: 3 habitaciones amplias y luminosas 1 baño completo en excelente estado Cocina independiente, totalmente amoblada y equipada, y en perfecto estado Espacios bien distribuidos y buena ventilación natural La propiedad se encuentra en una zona con buena conectividad y servicios cercanos (comercios, transporte, colegios). ¡No dejes pasar esta oportunidad de inversión segura y rentable! Para más información o concertar una visita, no dudes en contactarnos.",False,good,False,False,3475.0,False,False,False,False,[],False,False,205000.0,€,flat,"Pueblo Nuevo, Madrid",Piso en calle de Ezequiel Solana s/n,P-025-019,,,,,,,
108039469,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/d3/e1/1331991022.webp,40,,625000.0,chalet,sale,432.0,,5,4,calle del Fresno,Madrid,Algete,,es,,40.6057736,-3.5480148,False,https://www.idealista.com/inmueble/108039469/,"Chalet Adosado de 432 m² en venta situado en Algete, Madrid. Se trata de una Vivienda unifamiliar independiente de tres alturas sobre rasante, ubicado en la calle Fresno, en el municipio de Algete, en la provincia Madrid. La vivienda tiene una superficie de 432 m² distribuidos en salón-comedor, cocina, 5 dormitorios y 4 baños. Se localiza en una zona consolidada con carácter urbano y residencial, situado a pocos minutos del centro de la población, rodeado por fincas de similares características. Dispone de equipamientos suficientes en el entorno como: médico-sanitario, docente, religioso, comercial, restaurantes. Cuenta con buenas comunicaciones con el resto de la localidad. Buen acceso a través de carreteras principales que rodea al municipio y lo comunican con el resto de la provincia. Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,,1447.0,True,False,False,False,[],False,False,625000.0,€,chalet,Algete,Casa independiente en calle del Fresno,CK-02712-0001,,,,,,,independantHouse
108612652,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/b0/b2/1350835528.webp,18,2,205000.0,flat,sale,52.0,True,2,1,"CL EFIGENIA, 19",Madrid,Madrid,Vicálvaro,es,Ambroz,40.4041919,-3.5996653,True,https://www.idealista.com/inmueble/108612652/,"SIN HONORARIOS DE AGENCIA¡  ¡Gran oportunidad de inversión en Vicálvaro! Este piso de 52 m², situado en una segunda planta sin ascensor, ofrece un lienzo en blanco para aquellos que buscan personalizar su nuevo hogar. Con 2 dormitorios y 1 baño, este inmueble es ideal para parejas o pequeñas familias que deseen vivir cerca de las principales conexiones de transporte.  Ubicado a pocos pasos de la estación de Renfe y con acceso cercano a la línea de metro 9, la ubicación es perfecta para quienes valoran la movilidad. La propiedad, construida en 1965, necesita una reforma completa, lo que te permitirá diseñar el espacio a tu gusto.  No dejes pasar la oportunidad de presentar tu oferta y ganar la puja más alta. ¡Ven a verlo y empieza a imaginar tu nuevo hogar!",True,renew,False,False,3942.0,False,False,False,False,[],False,False,205000.0,€,flat,"Ambroz, Madrid","Piso en CL Efigenia, 19",1755098,,,,,,,
107827969,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/f6/d7/1325314452.webp,27,,165000.0,chalet,sale,793.0,,1,1,calle Dinamarca,Madrid,Colmenar de Oreja,,es,,40.0796324,-3.4468957,False,https://www.idealista.com/inmueble/107827969/,"Chalet Independiente de segunda mano en venta de 176 m² situado en Colmenar de Oreja, Madrid. La vivienda está asentada sobre una parcela con una superficie de 793 m². Está distribuido en varias dependencias. Se encuentra situado en una zona residencial ocupada por mas inmuebles del mismo tipo y tiene alrededor varios servicios locales. Tiene buen acceso rodado por carretera mediante la M-318 y se encuentra próximo de varias paradas de autobús correspondientes a las líneas 415 y 430. Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,,208.0,True,False,False,False,[],False,False,165000.0,€,chalet,Colmenar de Oreja,Casa independiente en calle Dinamarca,CS-02511-0001,,,,,,,independantHouse
108825145,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/41/54/1356220452.webp,17,bj,900000.0,flat,sale,103.0,True,3,3,calle de Lope de Rueda,Madrid,Madrid,Retiro,es,Ibiza,40.4208093,-3.6787824,False,https://www.idealista.com/inmueble/108825145/,"OPORTUNIDAD DE INVERSIÓN  ALTA RENTABILIDAD  A solo 1 minuto del parque el Retiro, descubre la elegancia en este majestuoso piso de 103 m2 ubicado en un emblemático edificio del corazón de Madrid. Disfruta de las maravillosas vistas a la calle Lope de Rueda y la cultura madrileña en el exclusivo Distrito del Retiro. Recientemente reformado con acabados de lujo, esta propiedad combina la historia con el confort moderno. Disfruta de amplios espacios, cocina gourmet, 2 suites, 3 baños y servicios de primera. *Salón-Comedor: Al ingresar al piso, se encuentra un amplio salón que destaca por su luminosidad  *Cocina: totalmente equipada con electrodomésticos de alta gama. Los materiales utilizados son de primera calidad, y el diseño moderno asegura un espacio de trabajo cómodo y estilizado. Amplios armarios proporcionan suficiente espacio de almacenamiento. *Dormitorios: La propiedad cuenta con tres habitaciones y tres baños  *Calefacción y Aire Acondicionado: un sistema de aire acondicionado centralizado, asegurando una temperatura óptima durante todo el año. ¡No pierda la oportunidad de vivir en una de las zonas más exclusivas de Madrid, a 1 minutos del Parque de Retiro y de las fantásticas terrazas de la Calle Ibiza y Dr. Castelo!",True,good,False,True,8738.0,True,False,False,False,[],False,False,900000.0,€,flat,"Ibiza, Madrid",Piso en calle de Lope de Rueda,,,,,,,,
108104429,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/23/45/1333948015.webp,15,3,230000.0,flat,sale,96.0,True,3,2,calle de los Palomares s/n,Madrid,Algete,,es,,40.5976431,-3.5003287,True,https://www.idealista.com/inmueble/108104429/,"Inmobiliaria Garsan Alcobendas pone en venta fantástica vivienda de 96 m² más 2 terrazas en Algete. 28110. Madrid. LA VIVIENDA ACTUALMENTE SE ENCUENTRA ALQUILADA HASTA SEPTIEMBRE DE 2026 CON UN RENTA DE 700€/mes. - DISTRIBUCIÓN: Amplio hall recibidor de 5 m². Cocina de 10 m² totalmente amueblada y con salida a terraza tendedero. Salón comedor de paso de 23 m² con salida a terraza descubierta donde destacar las vistas espectaculares que tiene. 3 dormitorios de 17 m², 12 m² y 9 m², todos ellos con armario empotrado. 2 cuartos de baño completos con bañera y uno de ellos con ventana. - CALIDADES: La vivienda se encuentra para reformar. Puerta de entrada con FAC. Suelos de parqué. Paredes gotelé. Ventanas dobles de aluminio. Calefacción individual por Gas Natural. Electricidad y fontanería de origen. - EDIFICIO: La vivienda se encuentra en una planta tercera con ascensor. Año de construcción 1980. - GASTOS: Comunidad: 85€/mes. I. B. I. : 300€/año. - SITUACIÓN: La vivienda se encuentra en una de las mejores calles de Algete, con todos los servicios a su alrededor, parques infantiles, polideportivos municipales, centro de salud, carrefour express.. . Posibilidad de financiación a tu medida. NO TE QUEDES SIN VERLA!",False,renew,False,True,2396.0,True,False,False,False,[],False,False,230000.0,€,flat,Algete,Piso en calle de los Palomares s/n,Algete,,,,,,,
108884241,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/3d/ff/1357891544.webp,45,,400000.0,chalet,sale,191.0,,3,2,calle de los Veneros,Madrid,Los Molinos,,es,,40.7179309,-4.0839637,False,https://www.idealista.com/inmueble/108884241/,"En pleno corazón de la Sierra de Madrid, en el encantador pueblo de Los Molinos, se encuentra esta acogedora casa adosada que combina el encanto rural con la comodidad de un hogar cuidado al detalle. Rodeada de naturaleza y montañas, esta vivienda es el lugar ideal para conectar con la tranquilidad sin renunciar a la cercanía de Madrid. La entrada ya nos sorprende con un rincón lleno de robles y lilos, una bienvenida que ya deja entrever el carácter especial de esta propiedad. Y se accede a la vivienda por el jardín, que también nos sorprenderá por sus árboles como higueras, prunos y rosales, entre otros… Es como un pequeño oasis. Pasamos al amplio porche, un lugar ideal para comidas y veladas de tarde, y de ahí a la casa que se distribuye en dos plantas principales, más un semisótano con acceso independiente, ideal como apartamento de invitados, espacio de trabajo o zona de ocio. Planta principal: Acogedor salón con chimenea, cálido y luminoso, cocina independiente, baño completo. Planta superior: tres dormitorios con buena orientación y luz natural, segundo baño completo, terraza con vistas despejadas al jardín y al paisaje serrano. Semisótano (entrada independiente desde el exterior): amplio salón con chimenea, perfecto para reuniones o descanso. Cocina auxiliar, cuarto trastero. Acceso a un patio trasero privado. La vivienda cuenta con dos plazas de garaje independientes y a escasos 100 m de la casa. Los Molinos es un pueblo con alma, historia y naturaleza. Un lugar ideal para vivir o desconectar, donde cada estación del año tiene su encanto. Más propiedades en nuestra web: veintidosinmobiliaria. es.",False,good,False,,2094.0,True,True,False,False,[],False,False,400000.0,€,chalet,Los Molinos,Chalet pareado en calle de los Veneros,,True,True,,,,,semidetachedHouse
106539659,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/09/c7/1350887172.webp,66,,285000.0,chalet,sale,250.0,,4,2,"calle Reina María Cristina, 19",Madrid,Santa María de la Alameda,,es,,40.5716148,-4.2663588,True,https://www.idealista.com/inmueble/106539659/,"SANTA MARÍA DE LA ALAMEDA ESTACIÓN: Qué bonita suena esta vivienda, en Santa María de la Alameda ESTACIÓN! Con esas magníficas vistas a la sierra de Guadarrama, es sin duda un lugar realmente especial y maravilloso para vivir.  La distribución en sus dos plantas independientes nos hará sentir la paz y disfrutar de los nuestro cada día en cada sentimiento.  Vamos ahora a describir sus correspondientes plantas: Comentaros que esta casa se divide en dos viviendas, con la opción de, utilizarlas por separado, ya que dispone de puertas independientes y una cocina en cada planta, o bien, unificar como única vivienda, transformado la cocina de la planta superior en otra estancia.  Accedemos al interior de la vivienda en la cual encontraremos un recibidor acristalado donde la luminosidad es sin duda la protagonista como ya veremos en toda la casa. El recibidor nos distribuye la entrada a la planta baja y las escaleras con balaustre de forja que nos da acceso para subir a la planta superior.  En la planta baja un gran salón, la cocina, baño completo y un dormitorio siempre imprescindible en planta baja. También dispondrás en esta planta de un amplio garaje y zona de lavandería.  Subimos a la planta superior y nos recibe la naturaleza, la claridad y el sol en un impresionante mirador acristalado donde el paisaje es un lienzo para observar sus maravillosas vistas desde estos ventanales. En esa planta tendremos, tres dormitorios, amplio salón, baño espacioso completo con ducha y como habíamos comentado anteriormente, una cocina. Ahora nos vamos a conocer el exterior de lo que serán sin duda momentos inolvidables.  En una gran finca con barbacoa y dos porches exteriores, suena perfecto para disfrutar de reuniones al aire libre con un amplio jardín donde podrás recuperar la antigua piscina con arboles y todo lo que se te ocurra.  Veamos ahora las calidades de esta casa: Totalmente aislada para los días fríos y calurosos con muros totalmente reforzados. Ventanas de Climalit doble acristalamiento. Instalación eléctrica en planta baja nueva. Calefacción de gasoil. Radiadores en planta baja de aluminio y en planta alta de hierro fundido. Una de las mejores zonas a las afueras de Madrid, a doce minutos de el Escorial,con transporte público rodado o en tren para que te permita llevar la vida diaria de trabajo, escolar o desplazamiento diario. Sin duda esta casa, te invita a transformarla en lo que será tu hogar, donde desde cualquier punto de ella, te encontraras en bosques de la sierra disfrutando de las vistas y el sol a través de sus cristales o en tu jardín en todas las estaciones del año y disfrutar de la naturaleza y la tranquilidad.  Si necesitas más información o ayuda sobre esta vivienda, ¡estaré encantado de ayudarte!",False,good,False,,1140.0,False,False,False,False,[],False,False,285000.0,€,chalet,Santa María de la Alameda,"Casa independiente en calle Reina María Cristina, 19",24SGG018,True,True,,,,,independantHouse
107447083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/f5/fb/1312885992.webp,12,2,1129000.0,flat,sale,100.0,True,2,2,calle de Palafox,Madrid,Madrid,Chamberí,es,Trafalgar,40.4300831,-3.7022628,False,https://www.idealista.com/inmueble/107447083/,"Magnífica vivienda junto a la Glorieta de Bilbao. 2ª Planta. Exterior. Terracita. Muy Luminosa. Dormitorio Principal en Suite. Reforma de diseño a estrenar con materiales de primeras marcas. Amueblada. Buena Finca y Buen Portal. Muy bien comunicada. Junto a los principales comercios de la zona. Ref-2959. ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid”.",False,good,False,True,11290.0,True,False,False,False,[],False,False,1129000.0,€,flat,"Trafalgar, Madrid",Piso en calle de Palafox,2959,,,,,,,
104699707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/b7/79/1228952616.webp,34,,1060000.0,chalet,sale,414.0,,4,3,"calle San Luis de Potosí, 10",Madrid,Torrelodones,El Gasco,es,,40.564409,-3.947418,True,https://www.idealista.com/inmueble/104699707/,"Chalet independiente en dos plantas de estilo rústico con una superficie de 414 m² construidos en parcela de 2.450 m², ubicado en la urbanización El Gasco, en un privilegiado emplazamiento lindando con el Parque Regional del Curso Medio del Guadarrama. Amplio jardín perfectamente consolidado con gran variedad de vegetación autóctona y piscina de gran tamaño, con depuración salina. Goza de una total privacidad y buenas vistas. La distribución de la planta principal gira alrededor de un amplio hall abierto al salón comedor con acceso al jardín por varios frentes del mismo. Aseo de cortesía, amplia cocina con salida al jardín, con comedor de diario, zona de trabajo y acceso a cuarto de lavado y plancha. Dispone de cuatro dormitorios, dos de ellos en suite, con amplios armarios y baños completos. En planta sótano se ubica una amplia bodega, sala con sauna, ducha nórdica, almacén y sala de caldera. Tiene una casita de piedra independiente perfectamente integrada en el entorno, con un salón con chimenea y aseo. Zona de barbacoa con horno de leña. Garaje para dos coches con amplia zona de parking. Vivienda con unos criterios de calidad muy superiores a los estándares más exigentes. Aislamiento térmico en todas las fachadas. Carpintería exterior en PVC Krommerling con tonalidad en blanco; e interior en madera rústica maciza molduradas con cuarterones. Suelos de barro de Toledo en todas las estancias. Pintura lisa en tonos claros. Vivienda muy luminosa con techos altos y espacios diáfanos. Calefacción y agua caliente con caldera de pellets con silo de almacenaje y distribución por suelo radiante. Jardín con amplia pradera de césped, riego automático, aljibe con recogida de aguas y amplia zona dedicada a huerto. Mejoras realizadas en 2018: Aire acondicionado en dormitorio principal. Ventiladores de techo en resto de dormitorios. Termostatos nuevos en todas las estancias. Iluminación de led tanto en la vivienda como en el jardín. Alarma con detectores de apertura en todas las puertas de acceso…. Vivienda con un encanto especial.",False,good,False,,2560.0,False,False,False,False,[],False,False,1060000.0,€,chalet,"El Gasco, Torrelodones","Casa independiente en calle San Luis de Potosí, 10",MG252,True,True,,,,,independantHouse
108290671,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/08/24/1339683499.webp,49,,1190000.0,chalet,sale,537.0,,5,5,calle Duero,Madrid,Villaviciosa de Odón,El Bosque,es,,40.3995397,-3.9249398,False,https://www.idealista.com/inmueble/108290671/,"Conar pone a la venta Exclusivo chalet independiente reformado con parcela de 2.035 m² en El Bosque, Villaviciosa de Odón Descubre esta espectacular vivienda unifamiliar ubicada en una de las zonas más exclusivas y tranquilas de Villaviciosa de Odón, en la urbanización El Bosque, muy próxima a Boadilla del Monte. Una casa funcional, acogedora y lista para entrar a vivir, ideal para quienes buscan privacidad, espacio y calidad de vida. Con una parcela privada de más de 2.000 m² rodeada de zonas verdes y arboledas, esta propiedad ofrece 537 m² construidos distribuidos en tres cómodas plantas: Planta principal Al entrar, nos recibe un elegante hall distribuidor que da paso a un amplio salón-comedor con chimenea de aproximadamente 50 m², con salida directa a un porche con vistas despejadas a la piscina y al jardín. La cocina, totalmente reformada, cuenta con zona office y acceso independiente. En esta planta también encontramos tres dormitorios, un baño completo, un aseo de cortesía y un cuarto de lavado, todo pensado para una vida diaria cómoda y funcional. Primera planta La zona de descanso se completa con dos amplios dormitorios tipo suite, ambos con baño privado. El dormitorio principal dispone además de un elegante vestidor y acceso a una bonita terraza con vistas privilegiadas a la parcela y la piscina. Planta sótano Un espacio perfecto para el ocio y el bienestar. Dispone de una gran bodega acondicionada para celebraciones, un baño completo, gimnasio, zona de spa con jacuzzi y sauna, además de una habitación de servicio, zona de almacenaje y garaje con capacidad para tres vehículos. Otros detalles de interés •Vivienda completamente reformada hace dos años (baños, cocina, instalaciones) •Piscina privada rodeada de jardín consolidado •Acabados de calidad y espacios amplios y luminosos •Chimenea  •Zona residencial con vigilancia, muy bien comunicada con servicios, colegios y accesos principales.",True,good,False,,2216.0,True,False,False,False,[],False,False,1190000.0,€,chalet,"El Bosque, Villaviciosa de Odón",Casa independiente en calle Duero,,True,True,,,,,independantHouse
