propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
109064209,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/4e/f7/1363317124.webp,18,3,850000.0,flat,sale,60.0,True,1,1,calle de Núñez de Balboa,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.425022,-3.6831407,False,https://www.idealista.com/inmueble/109064209/,"Apartamento de diseño en Núñez de Balboa – 1 dormitorio exterior y luminoso � Precio: 850.000 € Exclusivo apartamento en Núñez de Balboa, en pleno corazón del barrio de Salamanca. Una vivienda reformada con un estilo moderno y elegante, pensada para quienes buscan confort, luminosidad y una ubicación privilegiada en Madrid. Distribución: 1 dormitorio amplio 1 baño completo de diseño Salón-comedor exterior muy luminoso Cocina integrada de estilo moderno Características: Vivienda exterior con grandes ventanales Reforma integral con acabados de primera calidad Suelos de madera natural Espacios amplios, diáfanos y luminosos Edificio representativo en una de las calles más exclusivas de la capital Ubicación: Situado en Núñez de Balboa, en el barrio de Salamanca, uno de los más prestigiosos y demandados de Madrid. Rodeado de comercios, restaurantes, boutiques, zonas verdes y perfectamente comunicado por metro y autobús. Un apartamento único para quienes desean disfrutar de la elegancia, exclusividad y vida cosmopolita del barrio de Salamanca. Exclusividad y sofisticación en cada detalle. Descubre las propiedades más exclusivas de Madrid con un servicio a la altura de tus expectativas.",False,good,False,False,14167.0,False,False,False,False,[],False,False,850000.0,€,flat,"Recoletos, Madrid",Piso en calle de Núñez de Balboa,2829,,,,,,,
108261351,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/e0/c2/1338820445.webp,19,2,85000.0,flat,sale,75.0,True,3,1,calle de Jerónimo del Moral,Madrid,Ciempozuelos,San Benito - Soledad - Hispanidad,es,,40.1658031,-3.6226046,False,https://www.idealista.com/inmueble/108261351/,"Oportunidad inmueble sin posesión, no se puede visitar. Propio para inversores o vecinos que conozcan el inmueble. Disponemos de una amplia cartera de inmuebles sin posesión en madrid y en toda españa. Propio, pequeño y gran inversor. Madrid es un municipio y una ciudad de españa. La localidad, con categoría histórica de villa, es la capital del estado y de la comunidad de madrid. En su término municipal, el más poblado de españa, su población es de 3 416 771 habitantes (ine 2024), constituyéndose como la segunda ciudad más poblada de la unión europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,good,False,True,1133.0,False,False,False,False,[],False,False,85000.0,€,flat,"San Benito - Soledad - Hispanidad, Ciempozuelos",Piso en calle de Jerónimo del Moral,LIRE-05279,,,,,,,
108555608,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/86/29/1349178454.webp,43,3,750000.0,flat,sale,82.0,False,2,1,calle de Jorge Juan,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.422765,-3.6718766,False,https://www.idealista.com/inmueble/108555608/,"EA HOUSING le ofrece este piso de gran diseño, en una de las zonas más cotizadas y deseadas de la ciudad, en pleno corazón del Barrio Salamanca. Posee un amplio salón con cocina integrada, un dormitorio con grandes armarios y un baño completo, todo ello recién reformado. Con una distribución diáfana y abierta de estilo loft (en origen eran 2/3 dormitorios), es un espacio listo para entrar a vivir y disfrutar de sus características, ideal tanto para usuarios finales como para inversores que buscan rentabilidad y plusvalía. La zona está perfectamente conectada con transporte público, facilitando el acceso a cualquier punto de la ciudad. A solo unos minutos a pie de la estación de metro Goya (líneas 2 y 4), tendrás fácil acceso a la red de metro de Madrid, mientras que las paradas de autobús cercanas hacen que moverse por la ciudad sea aún más cómodo. También estarás a unos pasos de El Corte Inglés de Goya, una de las tiendas más emblemáticas de la ciudad. Aunque el piso mantiene una estructura de loft, cuenta con un dormitorio independiente que ofrece la privacidad y comodidad necesarias para un descanso reparador. Además, dispone de un baño completo recién renovado, con acabados de calidad creando un espacio de diseño moderno y funcional. Este magnifico piso cuenta con una cocina tipo office, una opción perfecta para quienes disfrutan de un espacio de cocina integrado pero independiente, que permite disfrutar de comidas rápidas o informales sin sacrificar comodidad. Este diseño permite mantener el flujo del espacio abierto mientras sigue ofreciendo funcionalidad en la cocina. Equipada con electrodomésticos modernos y de alta gama. El salón-comedor, amplio y acogedor, invita a relajarse y compartir momentos en un entorno tranquilo y elegante. La vivienda se encuentra lista para entrar a vivir, con acabados de calidad y una reforma cuidada al detalle que combina estilo contemporáneo y calidez. El edificio de sólida construcción, cuenta con un encargado que asegura el buen funcionamiento y mantenimiento del mismo, lo que añade un extra de seguridad y comodidad para los residentes. Dispone de ascensor estilo antiguo lo que otorga carácter y personalidad. Situado en la exclusiva Calle Jorge Juan, este loft está rodeado de tiendas de lujo, restaurantes de alta gama, galerías de arte y todos los servicios necesarios para disfrutar de una vida cómoda y sofisticada. Además, la zona está perfectamente conectada con transporte público, facilitando el acceso a cualquier punto de la ciudad. A solo unos minutos a pie de la estación de metro Goya (líneas 2 y 4), tendrás fácil acceso a la red de metro de Madrid, mientras que las paradas de autobús cercanas hacen que moverse por la ciudad sea aún más cómodo. También estarás a unos pasos de El Corte Inglés de Goya, una de las tiendas más emblemáticas de la ciudad. Este piso no solo es una excelente inversión en términos de ubicación y diseño, sino que también ofrece la oportunidad de vivir en una de las mejores zonas de Madrid, personalizando cada detalle a tu medida y disfrutando de un espacio único y exclusivo. ¡Contáctanos para más información y concertar una visita en tu nuevo hogar!",True,good,False,True,9146.0,True,False,False,False,[],False,False,750000.0,€,flat,"Goya, Madrid",Piso en calle de Jorge Juan,CH003,,,,,,,
108379563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/55/e3/1342365701.webp,10,1,575000.0,flat,sale,74.0,False,1,2,calle del Cardenal Cisneros,Madrid,Madrid,Chamberí,es,Trafalgar,40.430025,-3.7002096,False,https://www.idealista.com/inmueble/108379563/,"El Viso Inmobiliaria ofrece magnífico piso/apartamento de unos 75 m2c. (65 en vivienda) con la siguiente distribución:  Pequeño hall, amplio salón-comedor en 2 ambientes, cocina independiente amueblada y equipada, un amplio dormitorio en suite con baño completo, tiene otro baño con ducha y un despacho, actualmente utilizado como vestidor, que podría ser un segundo dormitorio de invitados. Piso reformado, con muy buenas calidades dispone de calefacción individual, ventanas climalit, suelos de microcemento, amplios armarios empotrados.  Se podría plantear el alquiler con opción a compra y venderlo con el mobiliario (en buen estado).  Ideal inversionistas, pudiendo sacar una rentabilidad del 4%. Edificio muy bien ubicado en el Distrito de Chamberí, en el barrio de Trafalgar, zona céntrica de Madrid y una de las más exclusivas, con todo tipo de servicios y dotaciones y una amplia variedad de opciones de ocio.  Perfectamente comunicada mediante transporte público, con varias paradas de metro y bus cercanas y con fácil acceso a Paseo de la Castellana. La información aquí detallada puede estar sujeta a errores u omisiones involuntarias. Alquiler y venta en las zonas más exclusivas de Madrid.",False,good,False,True,7770.0,False,False,False,False,[],False,False,575000.0,€,flat,"Trafalgar, Madrid",Piso en calle del Cardenal Cisneros,105729/EV,,,,,,,
108998680,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/15/87/1361270063.webp,32,1,230349.0,duplex,sale,149.0,True,3,3,calle Alamillo,Madrid,Perales de Tajuña,,es,,40.2367347,-3.3537785,False,https://www.idealista.com/inmueble/108998680/,"A tan solo 36 km de Madrid, en el corazón de Perales de Tajuña, te presentamos este fantástico dúplex con 136 m² construidos y una terraza privada de 13 m². Una vivienda espaciosa, luminosa y equipada con excelentes calidades.  � Distribución: -Tres dormitorios -Amplio salón comedor -Cocina independiente y totalmente equipada (muebles, vitrocerámica, campana, horno y microondas) -Terraza ideal para disfrutar del aire libre ✨ Calidades y acabados: -Suelos de cocina y baños en gres porcelánico de primera calidad -Carpintería interior: puertas y armarios lacados en blanco -Armarios empotrados con puertas correderas y/o abatibles -Ventanas de aluminio verde con doble acristalamiento Climalit 4/10/4 -Persianas térmicas -Alicatados de alta calidad en baños y cocina -Pintura lisa al temple en paredes y techos -Detalles con techos de madera vista -Grifería monomando (Roca o similar) -Sanitarios Roca Victoria o equivalente -Climatización por bomba de frío/calor -Caldera eléctrica para agua caliente � Ubicación inmejorable: -Situado en el centro urbano de Perales de Tajuña, en el hermoso valle del río Tajuña. Este municipio combina la tranquilidad de un entorno natural con un valioso patrimonio histórico y cultural: -Iglesia de Santa María del Castillo -Cuevas excavadas por el hombre utilizadas como viviendas y almacenes agropecuarios -El Risco de las Cuevas, un singular conjunto arqueológico con 47 cavidades prehistóricas -Molinos, hornos de cal y yeso, y una antigua fábrica de papel en las inmediaciones ¡No dejes pasar esta oportunidad de vivir a un paso de Madrid en un entorno natural único y con historia! � Contáctanos sin compromiso. Estaremos encantados de darte más información o concertar una visita. [IW].",False,good,False,False,1546.0,False,False,False,False,[],False,False,230349.0,€,flat,Perales de Tajuña,Dúplex en calle Alamillo,DUP0037,,,,,,,duplex
107260577,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/86/fd/1307940372.webp,44,3,865000.0,duplex,sale,280.0,True,6,4,Barrio Yucatán- Las Cornisas,Madrid,Las Rozas de Madrid,Yucatán- Las Cornisas,es,Yucatán- Las Cornisas,40.4818369,-3.857718,False,https://www.idealista.com/inmueble/107260577/,"Espectacular piso dúplex abuhardillado. Con un total de 280 m², se distribuye de la siguiente manera: DISFRUTARAS DE UN AMBIENTE SERENO SIN RUIDO NI ACCESO VISUAL AL TRAFICO  - Planta Baja: Grandísimo salón comedor, cuenta con una chimenea, perfecta para crear un ambiente cálido. Amplia cocina independiente, con un práctico office y zona de lavadero. 2 habitaciones y un cuarto de baño. - Planta Superior: La planta de arriba, abuhardillada, y alberga 4 dormitorios dobles. De estos dormitorios, 3 cuentan con baño en suite, diseñados con acabados modernos y funcionales. Este piso también incluye: - Piscina:  - Calefacción central - Aire acondicionado por conducto - Garaje doble: Espacio suficiente para dos vehículos. - Trastero:.",False,good,False,True,3089.0,True,False,False,False,[],False,False,865000.0,€,flat,"Yucatán- Las Cornisas, Las Rozas de Madrid",Dúplex,AR02993,True,True,,,,,duplex
109019068,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/5b/40/1363815501.webp,23,,179000.0,chalet,sale,164.0,,3,1,CL DE LA SIERRA ALBARRACIN,Madrid,Carabaña,,es,,40.2631826,-3.2358718,False,https://www.idealista.com/inmueble/109019068/,"¡Descubre el hogar de tus sueños en Carabaña!  Esta vivienda unifamiliar independiente, situada en una tranquila zona rústica, ofrece un sinfín de posibilidades para aquellos que buscan un proyecto personal.  Con 164 m² construidos y una parcela de 550 m², esta casa es ideal para reformar y adaptarla a tus gustos y necesidades.  Imagina disfrutar de la paz y la belleza del entorno natural mientras estás a menos de 30 minutos en coche del centro de Arganda del Rey. La propiedad cuenta con 3 dormitorios, un baño y una bodega, además de una zona de garaje. Aunque necesita una reforma, cada rincón de esta casa tiene el potencial de convertirse en el espacio perfecto para crear recuerdos inolvidables.  ¡No dejes pasar esta oportunidad única!",False,renew,False,,1091.0,False,False,False,False,[],False,False,179000.0,€,chalet,Carabaña,Casa independiente en CL De La Sierra Albarracin,OKU-89012603CAR,True,True,,,,,independantHouse
108797277,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/01/a5/1355419465.webp,19,bj,160000.0,flat,sale,61.0,True,2,1,CL SIERRA PICOS DE EUROPA,Madrid,Alcorcón,Centro,es,Zona Centro Joven,40.3469592,-3.8214223,False,https://www.idealista.com/inmueble/108797277/,"OPORTUNIDAD INMUEBLE SIN POSESIÓN, NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, su población es de 3 416 771 habitantes (INE 2024), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,True,2623.0,False,False,False,False,[],False,False,160000.0,€,flat,"Zona Centro Joven, Alcorcón",Piso en CL Sierra Picos De Europa,108797277,,,,,,,
108383571,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/2d/08/1342486391.webp,47,1,1290000.0,flat,sale,128.0,True,2,3,calle de San Bernardo,Madrid,Madrid,Chamberí,es,Trafalgar,40.4318991,-3.7064809,False,https://www.idealista.com/inmueble/108383571/,"¡Descubre el lujo y la comodidad en el corazón de Madrid! URBAN DESIGN HUB VENDE Este espectacular piso de diseño, en un edificio emblemático con espacios comunes renovados. Se encuentra en el corazón de Malasaña, centro cultural, de diseño y ocio de Madrid. Exterior, totalmente reformado a estrenar para ofrecer una experiencia de vida única en una de las mejores calles arboladas y amplias del lugar. Este inmueble de 128 m2 es una opción perfecta para quienes buscan un hogar en una ubicación privilegiada. Ubicado en la primera planta cuenta con ascensor apto para personas con movilidad reducida.  La recepción incluye un amplio salón, comedor, cocina americana, un aseo de cortesía y un práctico laundry. Los dos balcones con un mirador junto a un amplio patio inundan de luz todos los ambientes, creando un espacio acogedor y radiante. El piso dispone de 2 master suites con amplios baños y vestidores integrados, además de armarios vestidos y a medida que aprovechan al máximo el espacio. Las puertas interiores y contraventanas originales han sido restauradas, y las ventanas de madera maciza exteriores se han reemplazado por nuevas, de alta tecnología, con doble cristal Silent que garantizan un ambiente tranquilo y silencioso en todo momento.  Suelos de Porcelanosa de gran formato y de madera natural en los dormitorios. Los baños de Porcelanosa cuentan con lavabos a medida, y la cocina de diseño de Linea 3 está equipada con electrodomésticos panelados de alta gama Bosch. El aire acondicionado frío-calor por conductos es regulable en cada habitación, y la calefacción individual por caldera dual de gas natural con radiadores de diseño asegura el máximo confort durante todo el año. Plaza de garaje opcional € 40.000 -.  No pierdas la oportunidad de vivir en este exclusivo piso que combina historia, diseño y funcionalidad en pleno centro de Madrid.  /SIN COMISIONES DE VENTA/.",True,good,False,True,10078.0,True,False,False,False,[],False,False,1290000.0,€,flat,"Trafalgar, Madrid",Piso en calle de San Bernardo,,,,,,,,
108786608,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/fe/cd/1355095052.webp,26,bj,419000.0,flat,sale,91.0,True,2,2,paseo Joaquin Ruiz Gimenez,Madrid,Torrelodones,Casco Antiguo,es,,40.5725248,-3.9242276,False,https://www.idealista.com/inmueble/108786608/,"Hogares Torrelodones - Agencia inmobiliaria de Torrelodones y Hoyo de Manzanares; Pone a su disposición, bajo con jardín en urbanización privada con piscina. Equipado con ascensor, amplio trastero y plaza de garaje. Destacar su reciente reforma, además de su excelente ubicación junto a la zona centro de Torrelodones, supermercados, centro comercial, colegios, hospital, policía, transportes públicos, espacios naturales y accesibilidad inmediata autovía A-6. El piso se distribuye en dos plantas: -Planta principal: Hall entrada, aseo, cocina, salón muy luminoso con acceso al jardín. -Planta superior: Compuesta por dos dormitorios y baño completo con ducha. Equipamiento: A/Ac en salón y dormitorio, ventanas climalit y persianas automáticas. Amueblado, plaza de garaje y trastero incluido. Somos especialistas en cambios y traslados de vivienda, si quieres más información de como podemos ayudarte, visítanos en c/ Carlos Picabea Nº6, Torrelodones (Madrid). Realizamos todas las gestiones a su medida: Compra / Venta / Promoción Obra Nueva / Alquiler, de su actual o futuro Hogar. *Aprovecha nuestros servicios FINANCIEROS exclusivos y realiza un estudio personalizado. Gracias a nuestros acuerdos con las principales entidades bancarias, ofrecemos a nuestros clientes, un gran abanico de posibilidades con las mejores soluciones hipotecarias. *  -Torrelodones-  Municipio del noroeste de la Comunidad de Madrid (España), situado a 29 kilómetros de Madrid. Por su localización entre la sierra de Guadarrama y el área metropolitana de la capital, está vinculado a dos comarcas madrileñas: la comarca agrícola de Guadarrama y la corona metropolitana de Madrid. Según datos oficiales de población cuenta con una población de 25 316 habitantes (INE 2024), distribuida en siete núcleos de población. Se encuentra a una altitud media de 845 m sobre el nivel del mar. Limita al norte con Hoyo de Manzanares, al este con Madrid a través del monte de El Pardo, al sur con Las Rozas de Madrid y al oeste con Galapagar. Los habitantes de este municipio se encuentran entre los de mayor renta per cápita de la Comunidad de Madrid. Los servicios, la hostelería y la construcción constituyen sus principales actividades económicas. El pueblo posee un interesante patrimonio artístico y natural y forma parte de dos rutas turísticas de la Comunidad de Madrid.  Una de ellas es la Ruta Imperial, que sigue parcialmente el camino histórico empleado en el siglo XVI por el rey Felipe II en sus desplazamientos desde la ciudad de Madrid hasta el Real Sitio de El Escorial. La otra es la Ruta por los Castillos, Fortalezas y Atalayas, a la que queda vinculada por la atalaya de Torrelodones, una torre-vigía de origen andalusí. En lo que respecta a sus valores ambientales, buena parte de su territorio está protegido a través del parque regional de la Cuenca Alta del Manzanares y del parque regional del Curso Medio del Río Guadarrama y su Entorno. En su término se encuentra el Casino Gran Madrid, inaugurado en 1981 y primero existente en la Comunidad de Madrid, de gran importancia en la economía local del municipio, al ser la primera gran empresa radicada en el mismo.",True,good,False,True,4604.0,False,False,False,False,[],False,False,419000.0,€,flat,"Casco Antiguo, Torrelodones",Piso en paseo Joaquin Ruiz Gimenez,,True,True,,,,,
108643671,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/7e/be/1352206172.webp,81,,1800000.0,chalet,sale,472.0,,5,4,calle del Mar Egeo,Madrid,Majadahonda,Zona Monte el Pilar,es,,40.4725042,-3.8640455,False,https://www.idealista.com/inmueble/108643671/,"Descubre esta magnífica casa independiente ubicada en la exclusiva zona de Majadahonda, en Monte el Pilar. Construida en 1974, esta propiedad de 1267 metros cuadrados combina el encanto de lo clásico con las comodidades modernas. Con cinco dormitorios y cinco baños, ofrece espacio y confort para toda la familia. La vivienda se encuentra en un excelente estado y cuenta con una cuidada distribución que maximiza la luminosidad y la sensación de amplitud.  Entre sus características destacadas se incluyen aire acondicionado, calefacción de gasoil, sistema de alarma y una cocina completamente amueblada y equipada. Disfruta de momentos al aire libre en su amplio jardín, ideal para reuniones y barbacoas, o relájate en el porche. La propiedad también dispone de una piscina para refrescarse en los días soleados y una plaza de aparcamiento para dos o más vehículos. Situada en una zona céntrica y exterior, esta casa ofrece un estilo de vida cómodo y exclusivo en un entorno tranquilo y bien comunicado. No pierdas la oportunidad de hacer de esta propiedad tu nuevo hogar. Disponemos de videollamada para enseñar el inmuebles con un tour virtual, ver los planos, enseñar la zona con street view y google maps. Pisos en Madrid |Chalet en Madrid|Pisos en Castellón |Chalet en Castellón |Creando Valor | BM Inversiones |Boutique Inmobiliaria.",True,good,False,,3814.0,True,False,True,False,[],False,False,1800000.0,€,chalet,"Zona Monte el Pilar, Majadahonda",Casa independiente en calle del Mar Egeo,,True,True,,,,,independantHouse
108976415,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/a3/cc/1360624338.webp,45,2,180000.0,flat,sale,70.0,,3,2,calle León Felipe,Madrid,Fuenlabrada,Loranca,es,,40.2935107,-3.8393351,False,https://www.idealista.com/inmueble/108976415/,"Piso con garaje de 3 dormitorios en Fuenlabrada, Madrid. Situado en el barrio Loranca, en la urbanización Nuevo Versalles con todos los servicios, esta luminosa vivienda de segunda mano y 70 m² ofrece muy buena conexión tanto por transporte público (autobús línea 4, 493, 527, metro línea 12), como privado y fácil acceso a las carreteras M-407, M-506, R-5 y M-50. Su cercanía a colegios, organismos públicos, parques, centros deportivos, supermercados, cafeterías, centro de salud, farmacias y la Universidad Rey Juan Carlos a 4 kilómetros, la convierten en una propuesta inteligente a un precio accesible. En una opción para construir un hogar y entrar a vivir de inmediato. La vivienda se encuentra en la segunda planta de un edificio construido en el año 2000. Tiene una superficie de 70 m² distribuidos en salón-comedor, 3 dormitorios con armarios empotrados, cocina con lavadero y 2 dormitorios. La cocina está equipada con muebles altos y bajos. Esta vivienda ofrece plaza de garaje de 11 m² en el mismo edificio. El garaje comunitario cuenta con portón de apertura a distancia, acceso con ascensor a las plantas superiores y fácil maniobrabilidad. Por todo ello, esta vivienda en Fuenlabrada representa una oportunidad para entrar a vivir con su familia. Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,True,2571.0,True,False,False,False,[],False,False,180000.0,€,flat,"Loranca, Fuenlabrada",Piso en calle León Felipe,CH-36177-0001,True,True,,,,,
106085677,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/78/a9/1337457327.webp,63,,435000.0,chalet,sale,196.0,,4,3,calle Río Tajuña,Madrid,Valdemorillo,Cerro Alarcón,es,,40.4618236,-4.0834728,False,https://www.idealista.com/inmueble/106085677/,"¡Bienvenidos al hogar de tus sueños en la Urbanización Cerro de Alarcón I de Valdemorillo!  Descubre este impresionante chalet independiente, ubicado en una de las zonas más tranquilas de Valdemorillo.  Con una amplia parcela de 990 m², totalmente llana, disfrutarás de amplios jardines y una magnífica piscina, creando el espacio ideal para la vida al aire libre y momentos inolvidables con familiares y amigos. La sólida construcción de 196 m² se distribuye en dos plantas, optimizando cada rincón para ofrecerte la máxima comodidad. Al entrar, te recibe una encantadora terraza, perfecta para relajarte y disfrutar del entorno. En la primera planta, encontrarás un acogedor salón-comedor con salida a una amplia terraza que conecta directamente con la piscina. La funcional cocina es perfecta para tus creaciones culinarias. Esta planta también alberga tres luminosos dormitorios y dos baños completos. En la planta inferior, te sorprenderá un espacioso salón-comedor, ideal para reuniones familiares o con amigos. Además, contarás con un dormitorio fresco, el refugio perfecto durante los calurosos meses de verano, y un baño completo. Desde aquí, tendrás acceso directo a la piscina y al jardín facilitando tus actividades diarias. No dejes pasar esta oportunidad única en el mercado inmobiliario. Tu nuevo hogar te espera. Contáctanos para más detalles y ven a descubrirlo.",True,good,False,,2219.0,False,False,False,False,[],False,False,435000.0,€,chalet,"Cerro Alarcón, Valdemorillo",Casa independiente en calle Río Tajuña,3486-05514,,,,,,,independantHouse
105228881,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/d5/3f/1245831084.webp,16,4,3750000.0,flat,sale,243.0,True,3,4,calle de Claudio Coello,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4245923,-3.6862457,False,https://www.idealista.com/inmueble/105228881/,"Belton Real Estate presenta magnífico piso ubicado en una finca de principios de siglo junto a la Puerta de Alcalá. El inmueble tiene muchas posibilidades de reforma debido a su buena distribución. Piso muy luminoso, con estancias independientes, salón en dos ambientes, aire acondicionado, tres dormitorios con baño, armarios empotrados, puerta y zona de servicio. Sin duda, el distrito selecto por excelencia de Madrid. Pasear por las calles del barrio de Salamanca es contemplar los edificios más elegantes y codiciados de la capital: construcciones históricas de portales señoriales e interiores amplios y altos. Concebido en las últimas décadas del siglo XIX por D. José de Salamanca y Mayol, Marqués de Salamanca, este ensanche de la ciudad conserva intacto su aire aristocrático, que podemos ver en palacetes como el de la Embajada de Italia, por ejemplo. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,renew,False,True,15432.0,False,False,False,False,[],False,False,3750000.0,€,flat,"Recoletos, Madrid",Piso en calle de Claudio Coello,cc20,,,,,,,
107854323,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/5c/22/1326361845.webp,10,3,670000.0,flat,sale,165.0,True,3,1,"calle de San Bernardino, 8",Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4251341,-3.71008,True,https://www.idealista.com/inmueble/107854323/,"**Inversores, Piso en Venta en el Corazón de Madrid - ¡Una Oportunidad Única! ** ¡Piso alquilado hasta el 31 de diciembre de 2035! renta actual de 449€ mensuales. Espectacular piso en venta, ubicado en pleno centro de Madrid. Este inmueble hace esquina a dos calles, lo que garantiza una luminosidad excepcional y vistas inigualables. A tan solo tres minutos a pie de la emblemática Plaza de España, la Plaza de los Cubos, y el famoso Templo de Debod, tendrás todo lo que necesitas a tu alcance.  Debido al estado de arrendamiento del inmueble, no se pueden realizar visitas al mismo. Sin embargo, es una buena oportunidad de inversión a un precio muy atractivo en una de las zonas más turísticas de Madrid. Contacta con nosotros para darte toda la información detallada. ¡No pierdas esta oportunidad! AVANT REAL ESTATE es una consultora inmobiliaria de reconocido prestigio en el sector, formada por un equipo de profesionales con más de veinte años de experiencia. No dude en consultar como podemos ayudarle a gestionar su patrimonio.",False,renew,False,False,4061.0,True,False,False,False,[],False,False,670000.0,€,flat,"Malasaña-Universidad, Madrid","Piso en calle de San Bernardino, 8",CER_16_9,,,,,,,
