propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
109200624,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/50/6c/1367293028.webp,18,2,3210000.0,flat,sale,172.0,True,3,3,calle de José Ortega y Gasset,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.428676,-3.6856988,False,https://www.idealista.com/inmueble/109200624/,"En la emblemática calle José Ortega y Gasset, epicentro indiscutible de la Milla de Oro madrileña, se presenta esta propiedad única, actualmente en proceso de reforma integral (fotos orientativas), que combina lujo, ubicación privilegiada y una oportunidad excepcional de estrenar una vivienda de alto nivel en una de las direcciones más deseadas de Madrid. Ubicada en una segunda planta exterior de una finca representativa, cuidada al detalle, con portero físico y pocos vecinos, esta vivienda ofrece una experiencia residencial a la altura de los estándares más exigentes. Sus amplios ventanales, la altura de techos y la orientación garantizan una luminosidad natural constante en todos los ambientes. El proyecto de reforma contempla un amplio salón-comedor orientado al exterior, con acceso directo a una terraza abierta que ofrece vistas despejadas a una de las calles más icónicas del barrio de Salamanca. La cocina, semi integrada en el área social, ha sido diseñada para permitir su fácil independencia en caso de preferirla cerrada, manteniendo así una estética moderna y flexible, con equipamiento de alta gama. La distribución incluye tres dormitorios amplios, todos con armarios empotrados y tres baños completos diseñados con materiales nobles y líneas contemporáneas. La separación entre zona de día y zona de descanso ha sido cuidadosamente planificada para aportar confort, intimidad y funcionalidad. Además, la propiedad contará con un cuarto de lavado independiente y espacios de almacenaje optimizados. Uno de los grandes valores añadidos es la plaza de garaje incluida en la finca, un auténtico privilegio en esta localización. La presencia de portero físico y la tranquilidad de la finca, con pocos vecinos, refuerzan el nivel de privacidad y seguridad de esta vivienda. Situada en el corazón de la Milla de Oro, rodeada de boutiques de lujo, restauración de primer nivel, embajadas, colegios internacionales y centros de negocios, esta propiedad no solo representa una excelente inversión patrimonial, sino también una forma de vida sofisticada y urbana. Con terraza, con garaje, con vistas y con la posibilidad de personalizar los últimos detalles de una obra que ya está en marcha.",False,good,False,True,18663.0,True,False,False,False,[],False,False,3210000.0,€,True,True,flat,"Castellana, Madrid",Piso en calle de José Ortega y Gasset,,,,,,,
109185351,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/3a/54/1366796411.webp,23,,1250000.0,chalet,sale,132.0,,3,2,Barrio Fuentelarreina,Madrid,Madrid,Fuencarral,es,Fuentelarreina,40.4807207,-3.7401267,False,https://www.idealista.com/inmueble/109185351/,"Maravillosa casa unifamiliar en la privilegiada zona residencial de Fuentelarreina. Con una superficie construida de 132 m² sobre una parcela de 300 m². Distribuido en dos plantas, esta vivienda ofrece un espacio ideal para disfrutar de la vida en familia. En la planta baja, te recibe un amplio recibidor que da paso a un luminoso salón, una cocina funcional, un baño completo y un dormitorio. En la planta alta, encontrarás un distribuidor que conecta con dos dormitorios adicionales y otro baño completo, todos equipados con armarios empotrados para maximizar el espacio. Amplio espacio de almacenaje en los 2 recibidores, tanto en planta baja como en la alta. La parcela de 300 m² incluye un encantador jardín delantero con un porche cubierto de 40 m², perfecto para disfrutar de las tardes al aire libre. Además, cuenta con una zona acristalada que funciona como ""jardín de invierno"", ideal para relajarse o leer un buen libro. En el jardín posterior, hay una zona de barbacoa independiente, perfecta para reuniones familiares y con amigos. ¡Imagina las posibilidades de instalar una piscina y convertir este espacio en tu oasis personal! Este hogar se encuentra libre de gastos de comunidad y está rodeado de servicios esenciales: un ambulatorio médico a menos de 20 metros, una zona comercial a solo dos calles y supermercados cercanos. inmensidad de parques, centros deportivos como el campo de golf de la RFEG, centros deportivos como Arroyo fresno, club fundación ADR, escuelas de fútbol tanto masculino como femenino como Masriver y Fuentelarreina, también podemos encontrar un carril bici alejado de las grandes avenidas de la zona. La cercanía a colegios públicos y privados de prestigio, así como a parques y centros deportivos, hacen de esta ubicación una opción inmejorable para familias. Además, la comunicación es excelente con dos líneas de autobús (EMT) y una línea de Metro, facilitando el acceso a las principales vías como la M-30 y M-40. No dejes pasar la oportunidad de vivir en esta encantadora casa en Fuentelarreina, donde cada rincón está pensado para ofrecer confort y calidad de vida. ¡Contáctanos para más información y ven a visitarla!",True,good,False,,9470.0,True,False,False,False,[],False,False,1250000.0,€,,,chalet,"Fuentelarreina, Madrid",Chalet adosado,FUENTELARREINA,terracedHouse,,,,,
108407907,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/9a/ed/966468647.webp,13,,436000.0,flat,sale,109.0,True,3,2,calle Parcela C6 Los Molinos s/n,Madrid,Getafe,Los Molinos,es,,40.3179911,-3.700932,True,https://www.idealista.com/obra-nueva/108407907/,"¡LAS OBRAS ESTAN EMPEZADAS! Te presentamos un proyecto, en régimen de cooperativa de renta libre. Un edificio de 5 alturas en urbanización privada con locales comerciales y viviendas de 2 y 3 dormitorios con 1 o 2 plazas de garaje con trastero incluido. Hemos pensado en las nuevas necesidades que puedes tener, por eso todas las viviendas cuentan con terraza para que siempre tengas un espacio dentro de casa para estar al aire libre. El sistema de calefacción es por suelo radiante y refrescante consiguiendo así un mayor confort y elegancia en las estancias. La cocina está amueblada y equipada con placa de inducción y horno para que solo tengas que entrar a vivir. Diverso Getafe cuenta con zonas comunes que se han proyectado para que grandes y pequeños puedas disfrutarlas por eso incluyen zonas ajardinadas, área infantil y piscina exterior de adultos y niños. Y por supuesto, pensando en el futuro y tu economía, Diverso Getafe cuenta con etiqueta energética A. ¿Conoces Los Molinos? Nos gusta porque es un barrio nuevo residencial, pero con todos los servicios necesarios cerca para que tu día a día sea tranquilo y a la vez cómodo. Encontrarás al alcance de la mano, supermercados, colegios, parques… Además, los accesos por carretera son rápidos y muy cerca está la parada de RENFE El Casar. Reserva tu cita en nuestra página y ven a conocer tu nueva casa. *Al tratarse de viviendas en régimen de cooperativa, los precios publicados son orientativos y pueden variar.",False,newdevelopment,True,True,4000.0,True,False,False,False,[],False,False,436000.0,€,True,True,flat,"Los Molinos, Getafe",Piso en calle Parcela C6 Los Molinos s/n,VT3.1.7 ,,False,,,,
108635230,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/ac/b0/1350590296.webp,5,2,667000.0,flat,sale,101.0,,3,2,avenida Nuestra Señora del Retamar s/n sn,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.5030971,-3.8876448,True,https://www.idealista.com/obra-nueva/108635230/,"AQ Querae es una exclusiva promoción de obra nueva en Las Rozas, Madrid.  Diseñada para quienes buscan una vida rodeada de naturaleza sin renunciar a las a todas las comodidades y a la conexión con la vibrante ciudad. Además, refleja el equilibrio perfecto entre exclusividad, confort y sostenibilidad.  El proyecto se compone de 108 viviendas de 2, 3 y 4 dormitorios, todas ellas con amplias terrazas, plazas de garaje y trastero. Zonas comunes inmejorables Cuenta con piscina de adultos e infantil, zonas ajardinadas y áreas de juegos infantiles, gimnasio equipado, sala coworking y gastroteca, destacando el cine al aire libre para disfrutar las noches de verano. Un entorno inigualable AQ Querae se ubica en la avenida de Retamar, frente al Carrefour Market de Las Rozas. Vivir aquí es disfrutar de la tranquilidad de un entorno natural con excelentes conexiones con el centro de Madrid a través de la A-6 y la M-50, así como de una completa red de transporte público. Comprometidos con la sostenibilidad Todas las viviendas de AQ Querae están equipadas con sistemas de aerotermia, suelo radiante – refrescante, ventanas con rotura de puente térmico y acristalamiento tipo climalit o similar garantizando la máxima eficiencia energética. Además, todos los edificios cuentan con paneles fotovoltaicos.",False,,True,True,6604.0,True,False,False,False,[],False,False,667000.0,€,,,flat,"Montecillo, Las Rozas de Madrid",Piso en avenida Nuestra Señora del Retamar s/n sn,a0Ncm000002sx5dEAA,,False,,,,
108002770,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/50/aa/966468459.webp,13,,431000.0,flat,sale,103.0,True,3,2,calle Parcela C6 Los Molinos s/n,Madrid,Getafe,Los Molinos,es,,40.3179911,-3.700932,True,https://www.idealista.com/obra-nueva/108002770/,"¡LAS OBRAS ESTAN EMPEZADAS! Te presentamos un proyecto, en régimen de cooperativa de renta libre. Un edificio de 5 alturas en urbanización privada con locales comerciales y viviendas de 2 y 3 dormitorios con 1 o 2 plazas de garaje con trastero incluido. Hemos pensado en las nuevas necesidades que puedes tener, por eso todas las viviendas cuentan con terraza para que siempre tengas un espacio dentro de casa para estar al aire libre. El sistema de calefacción es por suelo radiante y refrescante consiguiendo así un mayor confort y elegancia en las estancias. La cocina está amueblada y equipada con placa de inducción y horno para que solo tengas que entrar a vivir. Diverso Getafe cuenta con zonas comunes que se han proyectado para que grandes y pequeños puedas disfrutarlas por eso incluyen zonas ajardinadas, área infantil y piscina exterior de adultos y niños. Y por supuesto, pensando en el futuro y tu economía, Diverso Getafe cuenta con etiqueta energética A. ¿Conoces Los Molinos? Nos gusta porque es un barrio nuevo residencial, pero con todos los servicios necesarios cerca para que tu día a día sea tranquilo y a la vez cómodo. Encontrarás al alcance de la mano, supermercados, colegios, parques… Además, los accesos por carretera son rápidos y muy cerca está la parada de RENFE El Casar. Reserva tu cita en nuestra página y ven a conocer tu nueva casa. *Al tratarse de viviendas en régimen de cooperativa, los precios publicados son orientativos y pueden variar.",False,newdevelopment,True,True,4184.0,True,False,False,False,[],False,False,431000.0,€,True,True,flat,"Los Molinos, Getafe",Piso en calle Parcela C6 Los Molinos s/n,VT3.2.2,,False,,,,
107698725,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/c9/68/1353210119.webp,62,6,3400000.0,penthouse,sale,170.0,True,3,3,"calle de Núñez de Balboa, 8",Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4225894,-3.6827915,True,https://www.idealista.com/inmueble/107698725/,"¿Buscas un ático de lujo en Madrid que combine elegancia, amplitud y ubicación privilegiada? Esta propiedad ubicada en la emblemática calle Núñez de Balboa, en pleno barrio de Salamanca, es una oportunidad única para vivir en lo más alto de una de las zonas más exclusivas de la capital. Con 170 m² construidos y una espectacular terraza de 22 m² con vistas despejadas, este ático ofrece un estilo de vida sofisticado y cómodo, ideal tanto para residencia habitual como para inversión inmobiliaria. � Características destacadas del ático Terraza y mirador: Espacio exterior privado con vistas abiertas, perfecto para disfrutar de atardeceres y momentos al aire libre. Amplio salón-comedor: Distribuido en dos estancias, ideal para reuniones, cenas o momentos de relax con familia y amigos. 3 dormitorios: Dos de ellos en suite, ofreciendo máxima comodidad y privacidad. 3 baños completos: Con plato de ducha y acabados de lujo. Cocina integrada: Moderna y funcional, equipada con electrodomésticos de alta gama. Suelos de madera natural: Elegancia, confort y calidez en cada espacio. Climatización integral: Calefacción individual por gas y aire acondicionado por conductos. Edificio histórico: Construido en 1922, con ascensor clásico, conserje y acceso adaptado. Orientación oeste: Luz natural garantizada durante todo el día. � Ubicación inmejorable Situado en una de las calles más cotizadas del distrito de Salamanca, este ático te coloca a solo unos pasos de la Milla de Oro, rodeado de tiendas de lujo, galerías de arte, restaurantes gourmet y todos los servicios esenciales. Además, cuenta con excelente conexión mediante transporte público y rápida salida hacia el aeropuerto. La presente publicación tiene carácter meramente informativo, orientativo y no vinculante, por lo que no supone información contractual alguna, siendo su uso estrictamente comercial. Este anuncio puede contener errores, se muestra a título informativo de la información recibida, sin ser responsable la inmobiliaria de dichos errores.",True,good,False,True,20000.0,True,False,True,False,[],False,False,3400000.0,€,,,flat,"Recoletos, Madrid","Ático en calle de Núñez de Balboa, 8",Atico_Madrid_Prime,penthouse,,,,,
108059840,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/6b/40/1332614738.webp,20,1,190000.0,flat,sale,85.0,True,3,1,Nuevo Aranjuez-Ciudad de las Artes,Madrid,Aranjuez,Nuevo Aranjuez-Ciudad de las Artes,es,,40.0297436,-3.591679,False,https://www.idealista.com/inmueble/108059840/,"ARANGESTION INMOBILIARIA PONE A LA VENTA EN EXCLUSIVA  ¡Descubre tu nuevo hogar en el corazón de Aranjuez! Este magnífico piso de 84 m², recientemente reformado, te ofrece un espacio moderno y acogedor. Con tres amplios  dormitorios, es perfecto para familias o para quienes buscan espacio adicional. El baño cuenta con una elegante ducha, y el salón, de grandes dimensiones, te invita a relajarte con acceso directo a una terraza donde disfrutar del aire libre. Los suelos de tarima añaden un toque cálido y elegante, mientras que la calefacción de gas natural y la bomba de frío/calor garantizan el confort durante todo el año. Además, las luces de bajo consumo contribuyen a un hogar más sostenible. La finca dispone de ascensor y rampa de acceso, haciendo que sea apta para personas con movilidad reducida. Situado en una de las mejores zonas de Aranjuez, estarás rodeado de todos los servicios necesarios: colegios, supermercados, centro médico y una vibrante zona de vida social. No pierdas la oportunidad de vivir en un entorno privilegiado con todas las comodidades al alcance de tu mano. ¡Ven a visitarlo y enamórate de este encantador piso! NO DUDE EN CONCERTAR UNA VISITA. DISPONEMOS DE DEPARTAMENTO FINANCIERO QUE LE AYUDARA A BUSCAR  LA HIPOTECA A SU MEDIDA. S. E. O. U.",False,good,False,True,2235.0,True,False,False,False,[],False,False,190000.0,€,,,flat,"Nuevo Aranjuez-Ciudad de las Artes, Aranjuez",Piso,,,,195000.0,5000.0,3.0,
108372351,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/31/8e/1342146032.webp,48,,424900.0,flat,sale,165.0,True,3,2,"calle Barbados, 11",Madrid,Alcalá de Henares,Las Sedas - El Olivar,es,,40.5051623,-3.3839915,True,https://www.idealista.com/inmueble/108372351/,"¿Quiere disfrutar de una vivienda con una terraza de 40 m²? Le ofrecemos este estupendo piso de esquina de 124 m² construidos con una espectacular terraza de 40 m², en urbanización privada con piscina y garaje, en la zona residencial el Olivar, en Alcalá de Henares. La vivienda que es totalmente exterior se distribuye en, recibidor con armarios empotrados, cocina amueblada con terraza tendedero, amplio salón muy luminoso con salida a dos terrazas, a una espectacular terraza de 40 m² de esquina, que cuenta con amplia pérgola con toldo para poder disfrutar del aire libre todas las estaciones del año y otra terraza cubierta. Cuenta con tres amplias habitaciones con armarios empotrados y dos baños. La habitación principal es tipo suite. La vivienda es muy luminosa y soleada, con vistas despejadas desde todas las estancias y cuenta con primeras calidades, ventanas de pvc oscilobatientes, suelo de tarima, puertas blancas lacadas, paredes lisas, armarios empotrados, aire acondicionado en salón y habitaciones, calefacción individual con gas natural. Incluye una amplia plaza de garaje. En urbanización privada con zonas verdes, zona infantil, piscina con césped, pista de pádel, salón para eventos, ascensor, acceso adaptado a personas con movilidad reducida y conserje. Situado en el Olivar, una zona residencial tranquila, frente a la nueva zona en expansión las Sedas, al lado el Colegio San Gabriel, instalaciones deportivas, a 10 minutos en coche del centro de Alcala de Henares y con parada de autobús al lado y con rápida salida a la NII y M100. ¡Disfrute de una vivienda única, con una espectacular terraza, en una de las mejores zonas residenciales de Alcalá de Henares! Contacte con nosotros para mas información y concertar visita.",False,good,False,True,2575.0,True,True,False,False,[],False,False,424900.0,€,,,flat,"Las Sedas - El Olivar, Alcalá de Henares","Piso en calle Barbados, 11",C0026-01751,,,,,,
108721245,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/fd/ff/1353152296.webp,11,2,260976.0,flat,sale,72.0,True,1,1,"calle Carlos Heredero, 12",Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3813705,-3.7326199,True,https://www.idealista.com/obra-nueva/108721245/,"Casa Condesa – Obra nueva con carácter en Carabanchel, Madrid Casa Condesa es un exclusivo conjunto residencial de obra nueva ubicado en el vibrante barrio de Carabanchel, al suroeste de Madrid. Con solo 5 viviendas modernas y luminosas, representa una propuesta única en una zona con historia, carácter y fuerte identidad vecinal. Una inversión con visión en un barrio en transformación Carabanchel es uno de los barrios con mayor proyección de Madrid. Su cercanía al centro, la llegada de nuevos residentes jóvenes, y el auge de propuestas culturales y gastronómicas lo posicionan como una zona en proceso de renovación urbana, ideal para invertir antes de que se consolide su gentrificación. Casa Condesa: diseño contemporáneo y funcionalidad A tan solo 15 minutos del centro, Casa Condesa ofrece viviendas amplias y funcionales, ideales para profesionales, parejas o familias pequeñas. El edificio, distribuido en tres plantas, combina una arquitectura moderna con materiales de alta calidad para ofrecer confort, eficiencia y estilo. Obra nueva: un bien escaso en Madrid En un mercado donde predominan los pisos reformados, Casa Condesa destaca como una rara oportunidad de acceder a obra nueva con calidades superiores. Es una opción ideal tanto para vivir como para quienes buscan una inversión sólida en una zona en plena evolución. Viviendas inteligentes con tecnología integrada •Domótica avanzada: controla la climatización, luces y persianas desde el móvil •Sistema Google Nest integrado para máxima eficiencia •Conectividad total: Wi-Fi mesh Google Nest instalado •Infraestructura lista para fibra óptica •Preparado para Google Home •Ahorro energético y confort desde el primer día Una vida urbana con alma de barrio Casa Condesa está rodeada de comercios, colegios, restaurantes y una escena artística emergente que revitaliza cada rincón del vecindario.",False,newdevelopment,True,True,3625.0,False,False,False,False,[],False,False,260976.0,€,True,False,flat,"Puerta Bonita, Madrid","Piso en calle Carlos Heredero, 12",,,False,,,,30000.0
109112827,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/3a/46/1364716456.webp,61,2,499000.0,flat,sale,140.0,True,3,2,calle San Vicente,Madrid,Getafe,Getafe Centro,es,,40.3084563,-3.7246388,False,https://www.idealista.com/inmueble/109112827/,"Magnífico piso de 3 habitaciones y 2 baños, en Getafe. 140 m2 construidos. 130 m2 útiles. Orientación Norte. Armarios empotrados, suelo de parquet, ventanas climalit y puertas lacadas. Amueblado negociable. Calefacción con gas natural y aire acondicionado. Dispone de una plaza de garaje OPCIONAL (16.000€) exterior, de concesión. Ascensor. NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA. Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra venta sea nuestra la vivienda o no. INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio. Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",True,good,False,True,3564.0,True,False,False,False,[],False,False,499000.0,€,,,flat,"Getafe Centro, Getafe",Piso en calle San Vicente,76447,,,,,,
