propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108475337,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/13/b5/1346077337.webp,Bajo B,16,bj,325000.0,flat,sale,71.0,True,1,1,"Calle de Pinos Baja, 64",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4694766,-3.7016559,True,https://www.idealista.com/obra-nueva/108475337/,"¡Descubre tu nuevo hogar en este exclusivo conjunto residencial de solo 7 viviendas! Este moderno piso de 74 m² construidos (51 m² útiles) se encuentra en una ubicación privilegiada, ideal para quienes buscan comodidad y estilo. Con 2 dormitorios y 2 baños, este espacio está diseñado para maximizar la luz natural gracias a su distribución abierta y cuidada orientación.  Disfruta de momentos inolvidables en la amplia terraza privada, perfecta para relajarte o compartir con amigos. La cocina americana se integra perfectamente con el salón-comedor, creando un ambiente acogedor y práctico. Cada rincón de este hogar ha sido construido con materiales de primera calidad, garantizando elegancia y durabilidad. Además, cuenta con tecnologías orientadas a la eficiencia energética, lo que significa un ahorro considerable en tus facturas y una menor huella ambiental. Con armarios empotrados, calefacción por aerotermia suelo radiante de frío/calor y aire acondicionado, este piso está listo para entrar a vivir. No dejes pasar esta oportunidad de inversión excepcional en un entorno que combina modernidad y confort. ¡Ven a verlo y enamórate de tu nuevo hogar!",False,newdevelopment,True,True,False,4577.0,True,False,False,False,[],False,False,325000.0,€,flat,"Valdeacederas, Madrid","Piso en Calle de Pinos Baja, 64",,,,,,,
109212445,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/2a/75/1367607781.webp,,30,en,1090000.0,flat,sale,88.0,True,2,3,calle de Alcántara,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4311949,-3.6744661,False,https://www.idealista.com/inmueble/109212445/,"¡Descubre este espectacular piso en venta que combina elegancia y confort en una ubicación inmejorable! Este inmueble, reformado con las mejores calidades, cuenta con 88 m² construidos y 81 m² útiles, 3.5 metros de techos distribuidos en dos amplias habitaciones matrimoniales, cada una con su propio baño en suite, garantizando privacidad y comodidad. Además, dispone de un aseo de cortesía en el área social, ideal para recibir a tus invitados. La reforma ha sido realizada por un equipo profesional, cuidando cada detalle para que al entrar te enamores del ambiente acogedor y moderno. La eficiencia energética está asegurada gracias al sistema de aerotermia, que proporciona calefacción por suelo radiante en invierno y refrescamiento en verano. ¡Olvídate de los problemas de agua caliente, ya que este sistema también se encarga de ello! Este piso también ofrece armarios empotrados para maximizar el espacio de almacenamiento y un trastero adicional. Situado en una entreplanta exterior con ascensor y orientación oeste, disfrutarás de luz natural durante todo el día. mediante el sistema de aerotermia tendrás el control total del clima en tu hogar. No dejes pasar la oportunidad de vivir en este excelente piso que combina estilo, confort y eficiencia. ¡Ven a verlo y déjate sorprender!",True,good,False,True,,12386.0,True,False,False,False,[],False,False,1090000.0,€,flat,"Lista, Madrid",Piso en calle de Alcántara,,,,,,,
108956976,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/63/5f/1360037016.webp,W-0462Z7,27,,690000.0,duplex,sale,69.0,True,2,2,calle de Granada,Madrid,Madrid,Retiro,es,Pacífico,40.4039184,-3.6784824,False,https://www.idealista.com/inmueble/108956976/,"Ático dúplex con terraza y plaza de garaje, muy luminoso cerca del Retiro Engel & Völkers presenta en exclusiva esta única oportunidad de inversión o vivienda propia en una de las zonas más cotizadas de la ciudad. Se trata de un ático dúplex que cuenta con plaza de garaje en finca y acceso adaptado para personas con movilidad reducida. Con una superficie construida de 69 m², este acogedor ático dúplex exterior totalmente inundado de luz natural cuenta con dos habitaciones y dos baños. Distribuido en dos plantas con doble altura, reformado con altas calidades hace un año, diseñado para disfrutar del sol y el confort durante todo el día. Situado en la zona alta del barrio de Pacífico, equilibra vibración urbana con silencio residencial, y conecta directamente con el parque del Retiro y el corazón de Madrid sin renunciar a serenidad y estilo. Cuenta con plaza de garaje en finca. Edificio con ascensor y acceso a silla de ruedas. La calefacción es por A/C y radiador eléctrico.  Una propiedad única en la zona con encanto en una ubicación privilegiada y con todas las comodidades de una finca moderna. Hablar del barrio de Pacífico es hablar de ubicación privilegiada dentro de Madrid que pertenece al distrito del Retiro. Una zona residencial y familiar, que aúna historia, cultura y vida tranquila y que cuenta con todos los servicios y comodidades necesarios para disfrutar de una calidad de vida inmejorable. Instalaciones deportivas, zonas verdes, centros educativos de prestigio, y una efervescente oferta cultural y de ocio, junto con una inmejorable red de transporte y comunicaciones que lo conectan no solo con el resto de Madrid, sino con todo el país gracias a su proximidad a la estación de Atocha, resulta una elección ideal para vivir o invertir.",True,good,False,True,,10000.0,True,False,True,False,[],False,False,690000.0,€,flat,"Pacífico, Madrid",Dúplex en calle de Granada,True,True,duplex,,,,
108780871,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/ae/d1/1354929322.webp,1767145,39,,310000.0,chalet,sale,319.0,,4,5,calle Gerona,Madrid,Colmenar de Oreja,,es,,40.0848695,-3.4865372,False,https://www.idealista.com/inmueble/108780871/,"GESTIÓNPISO les ofrece en exclusiva esta fantástica propiedad, parcela de 1.100m²  con una vivienda de 300m²  aprox., la vivienda se esta distribuida den 2 plantas: PLANTA BAJA. Entrando a la vivienda nos encontramos con un gran salón de 60m² aprox, dividido en dos ambientes, a la derecha del recibidor  encontramos un aseo, acceso a la cocina que cuenta con una superficie de 22m² aprox mas despensa de 3m², cuarto de planchado y lavado de unos 12m² saliendo de la cocina encontramos un pasillo distribuidor que nos lleva a los 4 dormitorios, uno de ellos, el principal,  con baño completo en suite con media bañera y plato de ducha y vestidor  y en el pasillo otro baño completo con plato de ducha para dar servicio a los otros 3 dormitorios, todos los dormitorios son amplios, el cuarto dormitorio se destina a ser un vestidor mas, volviendo al salón por el pasillo distribuidor encontramos la puerta de acceso a la planta primera. PLANTA PRIMERA: En la planta primera encontramos un espacio abohardillado que se divide en 3 estancias principales sala de juegos-despacho que ocupa mas de la mitad de los metros de esta gran bohardilla, un gran baño de 20m²aprox con bañera de hidromasaje y plato de ducha  y un gimnasio, en todo el perímetro de esta gran bohardilla se han levantado tabiques de pladur dejando la parte mas baja de la zona abohardillada como si fuesen pequeños cuartos para almacenaje o salas de juego para los mas pequeños de la casa En la zona del despacho y sala de juegos también hay acceso a una gran terraza solariúm con unas maravillosas vistas de toda la comarca  Saliendo al exterior de la vivienda encontramos una gran parcela en la que hay una zona ajardinada en la parte delantera de la vivienda, una zona lateral para poder hacer un huerto en este lateral de la vivienda hay un baño completo para dar servicio al patio sin tener que acceder a la vivienda, por el otro lateral de la vivienda hay una zona de acceso de vehículos  hacia el garaje techado que se encuentra en la zona trasera de la parcela, donde además también esta situada la zona de ocio donde se ha habilitado una construcción de un cuarto de unos 18m² donde se ubica el honro de leña  y la barbacoa además de una cocina exterior con todas las comodidades y servicios todo esto destinado a pasar grandes momentos en familia.   Aunque la parcela no cuenta con piscina de obra hay metros de sobra para poder hacer una tanto en la parte trasera de la parcela como en la parte delantera    La vivienda esta construida con materiales de primera calidad, mármol en suelos, cerámicos, así como la carpintería exterior e interior, sin obviar los acabados de  pintura    No dude en  concertar una visita a esta fantástica propiedad y en solicitar mas información sin compromiso    S.E.U.O       .",False,good,False,,,972.0,False,False,True,False,[],False,False,310000.0,€,chalet,Colmenar de Oreja,Casa independiente en calle Gerona,True,True,independantHouse,,,,
109214942,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/d6/6b/1367693166.webp,,41,bj,210000.0,flat,sale,84.0,True,2,1,plaza del Cristo,Madrid,Fuente el Saz de Jarama,,es,,40.6366195,-3.512916,False,https://www.idealista.com/inmueble/109214942/,"Piso en planta baja en el centro de Fuente el Saz – ¡Listo para entrar a vivir! Descubre este acogedor piso de planta baja con 84 m² construidos, ubicado en pleno centro de Fuente el Saz del Jarama, rodeado de todos los servicios y comodidades del municipio. La vivienda se distribuye en: Luminoso salón-comedor, ideal para disfrutar en familia. Cocina independiente con despensa, práctica y funcional. 2 amplias habitaciones, perfectas como dormitorio principal y habitación auxiliar. 1 baño completo en muy buen estado. Se encuentra bien conservada y lista para entrar a vivir, con la ventaja de estar en una ubicación céntrica, cerca de supermercados, colegios, transporte público y zonas de ocio.  Ideal tanto como vivienda habitual como para inversión gracias a la gran demanda de alquiler en la zona. A parte de la vivienda se vende garaje con superficie de 60 m2, que se puede convertir en un hermoso patio. Actualmente tiene capacidad para tres vehículos, pero una de las plazas esta alquilada.  Llámanos sin compromiso y te informaremos de todas la posibilidades.",False,good,False,False,,2500.0,False,False,False,False,[],False,False,210000.0,€,flat,Fuente el Saz de Jarama,Piso en plaza del Cristo,True,False,,30000.0,,,
109053445,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/cc/b4/1362883381.webp,M20764V,30,4,759000.0,flat,sale,70.0,True,2,2,calle del Barco,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4248485,-3.7030745,False,https://www.idealista.com/inmueble/109053445/,"Ubicada en una de las zonas más dinámicas de Madrid, esta vivienda reformada ofrece 70 m² construidos diseñados para optimizar cada espacio y garantizar comodidad. Situada en la cuarta planta de un edificio con ascensor, destaca por su distribución funcional y su ambiente acogedor. Con dos dormitorios y dos baños, es una opción ideal tanto para vivir como para inversión. La vivienda se entrega amueblada y con cocina equipada, lista para entrar a disfrutar sin necesidad de reformas adicionales. El diseño interior combina elegancia y practicidad, con materiales de calidad que aportan un estilo moderno y atemporal. La cocina, completamente equipada, se integra perfectamente en el espacio, ofreciendo un entorno práctico para el día a día. Los dos baños han sido reformados con acabados contemporáneos, asegurando confort y funcionalidad. Gracias a su altura, la vivienda recibe abundante luz natural, creando un ambiente cálido y luminoso en todas sus estancias. Malasaña es un barrio icónico que fusiona tradición y modernidad. Sus calles vibrantes están repletas de cafés con encanto, restaurantes innovadores, boutiques independientes y espacios culturales. Además, su excelente conexión con transporte público permite un acceso rápido a cualquier punto de la ciudad, convirtiéndolo en una ubicación privilegiada para quienes buscan un estilo de vida urbano y dinámico. Invertir en esta propiedad es apostar por calidad de vida y un gran potencial de revalorización en una de las zonas más solicitadas de Madrid. En Walter Haus, estamos a tu disposición para brindarte más información y acompañarte en cada paso del proceso de compra. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",False,good,False,True,,10843.0,True,False,False,False,[],False,False,759000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle del Barco,,,,,,,
107806323,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/e8/ef/1324317018.webp,W-02Z1CT,34,8,1170000.0,penthouse,sale,115.0,True,3,2,calle del Alcalde Sainz de Baranda,Madrid,Madrid,Retiro,es,Ibiza,40.4154784,-3.6697446,False,https://www.idealista.com/inmueble/107806323/,"Ático con ampliable terraza al sur en Retiro Magnífico y espacioso ático de más de 115 m² habitables, con terraza ampliable, 3 dormitorios y 2 baños. Muchas opciones de decoración y redistribución para tener un coqueto ático moderno, abierto y con bastante luz natural durante todo el día. Cuenta con un diseño funcional y un pasillo distribuidor que separa la zona de noche con la zona social sin perder ni amplitud ni elegancia. Su bonita terraza cuenta con un acceso acristalado que procura bastante luminosidad a su doble salón-comedor con techos de 3 metros creando así un ambiente cálido y acogedor.  El dormitorio principal cuenta con bonitos armarios empotrados y un exclusivo baño en suite de obra. El segundo tiene también armarios empotrados y un espacio escritorio.  Hay espacio para sacar una tercera habitación grande ya que dispone de más de 60m2 orientados al sur entre la terraza, el salón, el comedor y la cocina. La terraza con vistas despejadas al sur de Madrid puede ser ampliada fácilmente. La cocina reformada y de marca, optimizada con armarios empotrados, fusiona estilo y practicidad y tiene suficiente espacio para independizarla del salón.  El edificio cuenta con ascensor y servicio de portería, un portal renovado garantizando comodidad y seguridad. En definitiva, una verdadera oportunidad única en la zona disponible por este precio. Pregúntanos más, no cobramos honorarios al comprador. El barrio de Ibiza en el distrito de Retiro es un barrio residencial, con todas las comodidades de tenerlo todo a un paso, y sobre todo agradable para vivir, con una situación privilegiada muy cerca de la zona comercial de Goya, la Plaza Felipe II, la Puerta de Alcalá y el Museo del Prado. El barrio alterna edificios residenciales con agradables zonas verdes. Cuenta también con una amplia dotación de comercios, restaurantes, cafeterías, lo que convierte a la zona en una de las más animadas de la capital, supermercados, colegios, instalaciones deportivas y centros de salud, así como el Hospital Universitario Gregorio Marañón. Las comunicaciones y medios de transporte son excelentes, tanto por líneas de Metro como autobuses. Es una de las zonas de Madrid mejor comunicadas al disponer de varias estaciones de metro como las de Ibiza, Retiro y Sainz de Baranda y así misma salida directa a la M-30.",True,good,False,True,,10174.0,True,False,True,False,[],False,False,1170000.0,€,flat,"Ibiza, Madrid",Ático en calle del Alcalde Sainz de Baranda,,,penthouse,,,,
108013318,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/80/57/1331269252.webp,,54,,1075000.0,chalet,sale,366.0,,5,4,avenida de la Armada Española,Madrid,Boadilla del Monte,Cortijo Sur,es,,40.4275303,-3.9204422,False,https://www.idealista.com/inmueble/108013318/,"AGENCIA INMOBILIARIA HOGARES BOADILLA DEL MONTE pone a su disposición magnífico chalet adosado con piscina en una de las urbanizaciones más exclusivas de Boadilla del Monte. Una vivienda espectacular, pensada para disfrutar en familia, con espacios amplios, mucha luz natural y todas las comodidades que puedas imaginar. La planta principal te recibe con un elegante hall que da paso a una habitación en planta, amplia y luminosa, ideal como dormitorio de invitados, despacho o zona de juegos, con acceso directo al jardín delantero. En esta misma planta encontramos un baño completo con plato de ducha, una cocina espaciosa con zona de office y gran capacidad de almacenaje, con doble acceso desde el hall y desde el salón, lo que la hace especialmente cómoda tanto para el día a día como para recibir visitas. El salón comedor es simplemente impresionante: amplio, luminoso y con una gran pared de ventanales que conectan con el jardín trasero, donde podrás disfrutar de una piscina privada rodeada de zonas verdes. En la planta superior se encuentran tres habitaciones secundarias, todas con armarios empotrados de pared completa, vestidos y muy espaciosos. Una de ellas cuenta con baño en suite y acceso a una terraza. La habitación principal es un verdadero refugio: dispone de baño completo en suite, zona de vestidor y otra terraza privada que aporta aún más luz y tranquilidad. En el sótano, la vivienda ofrece una gran sala polivalente, actualmente utilizada como zona de cine y estar, perfecta para momentos de ocio o como espacio de trabajo. También en esta planta se ubica la zona de lavandería con almacenaje y un práctico patio inglés que aporta luz natural al espacio. Desde aquí se accede directamente al garaje, con capacidad para tres coches y preinstalación para punto de carga eléctrica. El confort está garantizado gracias al suelo radiante en todas las plantas, un avanzado sistema de domótica y un sistema de geotermia que proporciona alta eficiencia energética. Todo ello en una ubicación privilegiada, muy cerca del centro de Boadilla, de los colegios St. Michael’s y Mirabal Infantil, así como del club deportivo Parque Boadilla. La urbanización, compuesta por más de 300 viviendas, ofrece un entorno tranquilo y familiar, con seguridad 24h, cámaras de vigilancia y acceso controlado. Su doble orientación permite una gran entrada de luz durante todo el día. Además, cuenta con un completo centro social que incluye restaurante, gimnasio, peluquería, zona de estudio, baños, pista de running y amplias zonas comunes, además de plazas de estacionamiento para invitados. Una vivienda exclusiva, lista para entrar a vivir, en una de las zonas más deseadas de Boadilla del Monte.",False,good,False,,,2937.0,True,False,False,False,[],False,False,1075000.0,€,chalet,"Cortijo Sur, Boadilla del Monte",Chalet adosado en avenida de la Armada Española,True,True,terracedHouse,,,,
109165463,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/bd/48/1348414261.webp,P4 - Ático D Tipo 6,12,,189731.0,penthouse,sale,73.0,True,2,2,"del Fresno, 141",Madrid,Loeches,,es,,40.3889091,-3.425813,True,https://www.idealista.com/obra-nueva/109165463/,"TU PRIMERA VIVIENDA ASEQUIBLE ESTÁ MÁS CERCA DE LO QUE IMAGINAS VIVIENDAS VPPB DE 1, 2 Y 3 DORMITORIOS CON TERRAZA LICENCIA DE OBRA SOLICITADA JUNIO 2025 Descubre VÍVE Loeches, una promoción de 113 viviendas protegidas (VPPB) en régimen de cooperativa de 1, 2 y 3 dormitorios, con viviendas en planta baja con un amplio jardín, viviendas en planta tipo y áticos con magníficas terrazas.  Todas las viviendas disponen de terraza, trastero y una o dos plazas garaje en función de la tipología incluido en el precio de venta. Viviendas asequibles y eficientes donde se ha cuidado al máximo cada detalle para ofrecer un hogar cómodo y moderno, adaptado a tus necesidades y estilo de vida.  El proyecto contará con Alta Calificación energética, por lo que disfrutarás de un hogar confortable, ahorrando en tus facturas de calefacción y contribuyendo al cuidado del medio ambiente. VÍVE Loeches dispondrá de unas magníficas zonas comunes, un lugar perfecto para coleccionar momentos inolvidables gracias a sus zonas verdes y piscina para refrescarte en los días más calurosos.  Loeches: vive en un entorno tranquilo, cerca de Madrid Situado al este de Madrid, Loeches es un municipio con un encanto, rodeado de naturaleza y con una calidad de vida inmejorable. A solo 35 minutos en coche del centro de Madrid, ofrece un ambiente sereno, con todos los servicios necesarios y excelentes conexiones por carretera (M-206, R-3 y A-2) y transporte público (línea 284 con conexión en Avenida de América). Gracias a su ubicación estratégica, Loeches está rodeado de municipios como San Fernando de Henares, Alcalá de Henares, Torrejón de Ardoz, Rivas Vaciamadrid y Arganda del Rey, lo que amplía aún más la oferta de servicios, comercios y actividades. Es el lugar perfecto para quienes buscan su primera vivienda asequible en un entorno tranquilo, sin renunciar a la comodidad y la cercanía a la ciudad. Solicita una visita con nuestro comercial y descubre todos los detalles de este proyecto de vivienda asequible.  Estás a un paso de conocer tu próximo hogar asequible.",False,newdevelopment,True,True,False,2599.0,True,False,False,False,[],False,False,189731.0,€,flat,Loeches,"Ático en del Fresno, 141",True,True,penthouse,,,,
108256158,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/34/93/1325814017.webp,V2,105,,1490000.0,chalet,sale,400.0,,5,4," Valetin Robledo, 21",Madrid,Pozuelo de Alarcón,Zona norte,es,Zona norte,40.4498995,-3.8131638,True,https://www.idealista.com/obra-nueva/108256158/,"¡Chalets de Obra Nueva en Calle Valentín Robledo! Gran oportunidad de adquirir un espectacular chalet de obra nueva. Esta vivienda, distribuida en 4 plantas, ha sido diseñada para ofrecerle el máximo confort, luminosidad y funcionalidad, convirtiéndose en el hogar perfecto para su familia. Distribución del Chalet: Planta Sótano: -Cuarto de baño completo con ducha. -Zona de lavandería y maquinas. -Amplio espacio tipo chill-out, ideal para disfrutar de momentos de ocio o de relax. -Habitación de servicio. Planta Baja: -Salón de paso amplio y luminoso, ideal para disfrutar en familia, con vista y salida al exterior. -Cocina americana totalmente amueblada y equipada, con cerramiento de vidrio que la separa del salón, creando un ambiente moderno y abierto. -Despacho, perfecto para teletrabajar o como espacio de estudio. -Cuarto de baño completo con ducha, diseñado para la comodidad diaria. -Jardín con piscina muy luminoso. -Garaje exterior para dos coches. Segunda Planta: -Dos habitaciones individuales, perfectas para niños o como habitaciones de invitados, con armarios empotrados. -Cuarto de baño completo, con plato de ducha. -Habitación principal en suite, con baño privado y salida a una bonita y soleada terraza. Última Planta: -Un amplio espacio de ocio, ideal para utilizar como sala de juegos, zona de entretenimiento, oficina o habitación, con acceso a dos amplias terrazas, muy luminosas y perfectas para disfrutar del aire libre. Este chalet, con una distribución pensada al detalle, ofrece un diseño contemporáneo, un alto nivel de confort y una ubicación inmejorable en Pozuelo de Alarcón, cerca de todos los servicios, colegios de prestigio como el San Luis de los franceses, y zonas comerciales como el Centro Comercial Pozuelo. Disfruta de parques y espacios verdes como El Parque de las Cárcavas, ideales para actividades al aire libre. Con un acceso inmejorable a Madrid gracias a su cercania a la estación y la M-40, vivir aquí es disfrutar de la calidad de vida que siempre has soñado. ¡No deje pasar esta oportunidad única, solicite más información y agende su visita!.",True,newdevelopment,True,,False,3725.0,True,False,False,False,[],False,False,1490000.0,€,chalet,"Zona norte, Pozuelo de Alarcón","Chalet adosado en Valetin Robledo, 21",True,True,terracedHouse,,,,
