propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107719227,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/3c/6d/1348901100.webp,0096-01013,27,,120000.0,flat,sale,37.0,True,1,1,"avenida de la Costa de Madrid, 254",Madrid,San Martín de Valdeiglesias,,es,,40.3897401,-4.3684379,True,https://www.idealista.com/inmueble/107719227/,"301 Apartamento turístico completamente reformado y muy original, situado junto al emblemático Pantano de San Juan, o embalse de Madrid donde está permitido el baño y las actividades náuticas. Esta vivienda combina comodidad, originalidad, naturaleza y una RENTABILIDAD EXCEPCIONAL, debido a la gestión turística, ya en funcionamiento, del mismo. El apartamento, de 37 m2 muy bien aprovechados y con preciosas vistas a la montaña y al pantano de San Juan, está decorado especificamente tipo ""westerm"" convirtiendose en un sitio muy atractivo sobre todo de familias debido a su peculiaridad y excelente ubicación  Ideal para gestión ( ya en funcionamiento), con capacidad para 4 personas, dispone de salón con sofá cama, cocina, baño independiente y habitación con cama doble y cama adicional. Es de destacar el amplio ventanal con vistas, ideal para disfrutar tanto del tiempo soleado como de un día de lluvia. Este apartamento, forma parte de un conjunto de cuatro apartamentos en la misma ubicación que actualmente está gestionado con una alta rentabilidad y con posibilidad de incremento mediante intensificación de estrategias de marketing y gestión. Su alta rentabilidad y su ubicación hacen de este apartamento bien de forma individual o incluido dentro del lote de cuatro apartamentos una inmejorable posibilidad de inversión Con alta rentabilidad y en un sitio inmejorable, este apartamento bien de forma individual o incluido dentro del lote de cuatro apartamentos es una inmejorable posibilidad de inversión.",True,good,False,False,,3243.0,False,False,False,False,[],False,False,120000.0,€,flat,San Martín de Valdeiglesias,"Piso en avenida de la Costa de Madrid, 254",,,,,,,
108264485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/0d/e9/1325813894.webp,v4,93,,1525000.0,chalet,sale,400.0,,6,4," Valetin Robledo, 21",Madrid,Pozuelo de Alarcón,Zona norte,es,Zona norte,40.4498995,-3.8131638,True,https://www.idealista.com/obra-nueva/108264485/,"¡Chalets de Obra Nueva en Calle Valentín Robledo! Gran oportunidad de adquirir un espectacular chalet de obra nueva. Esta vivienda, distribuida en 4 plantas, ha sido diseñada para ofrecerle el máximo confort, luminosidad y funcionalidad, convirtiéndose en el hogar perfecto para su familia. Distribución del Chalet: Planta Sótano: -Cuarto de baño completo con ducha. -Zona de lavandería y maquinas. -Amplio espacio tipo chill-out, ideal para disfrutar de momentos de ocio o de relax. -Habitación de servicio. Planta Baja: -Salón de paso amplio y luminoso, ideal para disfrutar en familia, con vista y salida al exterior. -Cocina americana totalmente amueblada y equipada, con cerramiento de vidrio que la separa del salón, creando un ambiente moderno y abierto. -Despacho, perfecto para teletrabajar o como espacio de estudio. -Cuarto de baño completo con ducha, diseñado para la comodidad diaria. -Jardín con piscina muy luminoso. -Garaje exterior para dos coches. Segunda Planta: -Dos habitaciones individuales, perfectas para niños o como habitaciones de invitados, con armarios empotrados. -Cuarto de baño completo, con plato de ducha. -Habitación principal en suite, con baño privado y salida a una bonita y soleada terraza. Última Planta: -Un amplio espacio de ocio, ideal para utilizar como sala de juegos, zona de entretenimiento, oficina o habitación, con acceso a dos amplias terrazas, muy luminosas y perfectas para disfrutar del aire libre. Este chalet, con una distribución pensada al detalle, ofrece un diseño contemporáneo, un alto nivel de confort y una ubicación inmejorable en Pozuelo de Alarcón, cerca de todos los servicios, colegios de prestigio como el San Luis de los franceses, y zonas comerciales como el Centro Comercial Pozuelo. Disfruta de parques y espacios verdes como El Parque de las Cárcavas, ideales para actividades al aire libre. Con un acceso inmejorable a Madrid gracias a su cercania a la estación y la M-40, vivir aquí es disfrutar de la calidad de vida que siempre has soñado. ¡No deje pasar esta oportunidad única, solicite más información y agende su visita!.",True,newdevelopment,True,,False,3813.0,True,False,False,False,[],False,False,1525000.0,€,chalet,"Zona norte, Pozuelo de Alarcón","Chalet pareado en Valetin Robledo, 21",True,True,semidetachedHouse,,,,
107491788,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/df/50/1314231918.webp,ONM2411005,23,,2500000.0,penthouse,sale,213.0,True,3,3,Barrio Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4239652,-3.6643265,False,https://www.idealista.com/obra-nueva/107491788/,"El exclusivo bloque de 10 viviendas de lujo en Jorge Juan 171, en pleno centro de Madrid. Este proyecto ofrece 2 áticos con impresionantes vistas y amplias terrazas, 2 bajos con jardín privado y 6 elegantes apartamentos con balcones. - Viviendas con Calefaccion y refrigeracion por Geotermia - Cocinas completamente equipadas con electrodomésticos y muebles de alta gama. - Planta superior con piscina y solárium como parte de sus zonas comunes. - Cada vivienda tiene incluido en el precio 2 plazas de Garaje y un Trastero. Vive la excelencia en un entorno privilegiado, rodeado de todas las comodidades y con acabados de vivienda de primera calidad. ¿Te imaginas vivir aquí? Fuente del Berro es muy similar a la Urbanización “La Finca”, aunque con una ubicación más céntrica en pleno corazón de Madrid. Su ubicación no puede ser más perfecta, se encuentra en plena Barrio de Salamanca, entre la Calle Goya y la Calle de Doctor Esquerdo y es la zona elegida como residencia de muchos políticos y artistas. Es un barrio residencial, tranquilo y seguro, con zonas ajardinadas ideales para familias con niños.",False,newdevelopment,True,True,False,11737.0,True,False,False,False,[],False,False,2500000.0,€,flat,"Fuente del Berro, Madrid",Ático,True,True,penthouse,,,,
109153222,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/14/c5/1365860873.webp,M11790V,35,5,985000.0,flat,sale,131.0,True,3,2,calle de Cavanilles,Madrid,Madrid,Retiro,es,Pacífico,40.4052529,-3.6721632,False,https://www.idealista.com/inmueble/109153222/,"Esta vivienda, con una superficie construida de 131 metros cuadrados, se presenta como una oportunidad única para quienes buscan un hogar en el corazón de Pacífico. Situada en una de las principales arterias de la zona, en un edificio bien cuidado y con un portal representativo, adaptado para personas con movilidad reducida y con servicio de portería, este piso exterior ha sido completamente reformado. Su diseño aprovecha al máximo la luz natural que entra a raudales, creando un ambiente cálido y acogedor en cada rincón. La distribución se ha pensado para ofrecer la máxima funcionalidad y confort. El interior de la propiedad se ha diseñado con meticulosidad para ofrecer un estilo de vida moderno y funcional. El hall de entrada, con sus prácticos armarios empotrados, conduce a un amplio salón que se conecta directamente a una terraza, desde donde se pueden apreciar vistas despejadas de la calle ancha y arbolada. La cocina, con un diseño de isla, está integrada en el salón, creando un espacio social ideal para compartir. Completamente equipada con electrodomésticos de alta gama, es un deleite para los amantes de la cocina. El piso cuenta con dos dormitorios en suite, uno de ellos con bañera, además de un tercer dormitorio adicional. Los suelos de madera aportan calidez, mientras que la calefacción central y el aire acondicionado garantizan el confort durante todo el año. El edificio cuenta con aparcamiento para residentes y, aunque esta vivienda no incluye una plaza, existe la posibilidad de adquirir una en la misma finca, garantizando así una solución cómoda y segura para tu vehículo. La ubicación de esta propiedad es inmejorable. El barrio de Pacífico se distingue por su ambiente residencial y su cercanía a algunos de los puntos más emblemáticos de Madrid. A solo unos minutos a pie, se encuentra el icónico Parque del Retiro, un pulmón verde de la ciudad perfecto para pasear y desconectar. La zona cuenta con una completa red de transporte público, lo que facilita el acceso al centro de la ciudad, además de una gran variedad de tiendas, restaurantes y servicios que cubren todas las necesidades diarias. Su proximidad a importantes vías de comunicación asegura una excelente conectividad. Adquirir este piso representa una inversión inteligente en calidad de vida y un futuro prometedor. Su reciente reforma garantiza un hogar listo para entrar a vivir, sin necesidad de obras adicionales. La luminosidad y amplitud de sus espacios, combinadas con la funcionalidad de su distribución, lo convierten en el lugar perfecto para familias o personas que valoran el confort y el bienestar. En Walter Haus, estamos comprometidos con ayudarte a encontrar la propiedad de tus sueños. No dudes en contactarnos para organizar una visita y ver por ti mismo todo lo que esta propiedad puede ofrecerte.",False,good,False,True,,7519.0,True,False,False,False,[],False,False,985000.0,€,flat,"Pacífico, Madrid",Piso en calle de Cavanilles,,,,,,,
109003895,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/ac/19/1361421102.webp,8d7793b2-fd6a-4b75-b4a3-5dc9753b9d00,45,7,970000.0,flat,sale,90.0,False,2,2,calle del Conde de Peñalver,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4278311,-3.6737676,False,https://www.idealista.com/inmueble/109003895/,"Ubicada en la representativa calle Conde de Peñalver, en pleno Barrio de Salamanca, esta elegante vivienda interior destaca por su luminosidad, su altura privilegiada y una cuidada reforma integral de altas calidades. Con 90 m² construidos (85 m² útiles), la propiedad se encuentra en una séptima planta, lo que le permite disfrutar de una abundante luz natural y de un ambiente silencioso y privado, ideal para quienes buscan tranquilidad sin renunciar a la mejor ubicación. Cuenta con dos habitaciones y dos baños completos, incluyendo una suite principal con baño incorporado. El salón-comedor conecta con un balcón que aporta ventilación y luminosidad al espacio principal, complementado por una distribución moderna y funcional. La finca dispone de ascensor y servicio de portería, lo que garantiza comodidad y seguridad en el día a día. Su localización en una de las calles más deseadas del barrio ofrece una excelente conexión con transporte público, así como proximidad a tiendas, restaurantes, y todo tipo de servicios.",False,good,False,True,,10778.0,True,False,False,False,[],False,False,970000.0,€,flat,"Goya, Madrid",Piso en calle del Conde de Peñalver,,,,,,,
108643991,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/68/a5/1361085731.webp,e3f302e4-c782-4800-9f39-3473978f9c45,120,4,3790000.0,flat,sale,250.0,True,4,5,calle de Núñez de Balboa,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4330935,-3.6811661,False,https://www.idealista.com/inmueble/108643991/,"Espectacular piso en Salamanca-edificio clásico ubicado en la exclusiva calle Núñez de Balboa, recién reformado con un estilo clásico, donde se definen los conceptos de lujo y comodidad. Amueblado con un exquisito gusto, 4 habitaciones en suite -todas con baño privado con sistema de inodoros japones y amplios closets, garantizando no solo privacidad, sino comodidad y confort. La habitación principal cuenta con terraza con vista hacia un jardín vertical y la cuarta habitación cuenta con una cama abatible empotrada. Adicionalmente y para aumentar la comodidad y el lujo, el piso cuenta con un aseo para visitantes o de cortesía y una práctica lavandería independiente con pila o lavadero separado de las maquinas lavadora y secadora con mueble para guardar artículos de aseo y limpieza, lo que complementa el diseño funcional y elegante de este piso. La cocina es elegante y abierta con luz natural directa, equipada con una moderna isla y todos los electrodomésticos incluida vinera de última generación la nevera panelada y una espectacular estufa a gas para que se convierta esta cocina en el corazón del hogar, perfecta para los amantes de la gastronomía. Desde la entrada, se abre un gran salón de recibo que deriva hacia el comedor abierto y muy amplio, una gran sala y una sala adicional de televisión con mueble empotrado y muy elegante de televisión. Contando además lo anterior con una zona de bar también empotrada. Todo para crear un ambiente cálido y sofisticado ideal para recibir a familiares y amigos y disfrutar de momentos únicos. En este inmueble se combinó el lujo y la funcionabilidad a la perfección. No pierda la oportunidad de vivir en uno de los barrios más cotizados de Madrid, donde el estilo de vida sofisticado y la ubicación inmejorable se encuentran en armonía con el estilo y la elegancia. Características adicionales -Cámaras de vigilancia y seguridad. -Puertas de entrada y de servicio con mirillas de monitoreo digital y sistemas de cerraduras de seguridad inteligentes. -Alarma digital. -Sistema de aires acondicionados y de calefacción independientes por cada área. -Sistema tradicional de radiadores por áreas actualizado. -Planta 4ta exterior con ascensor independiente de servicio. -Calentador o termo de agua independiente exclusivo para el piso. -Cornisas clásicas en el 100% del las áreas. -Techos altos. (285 cms aprox) -Cortinas -Portal clásico y elegante -Portero todos los días -Trastero amplio en planta baja. -233 metros cuadrados. -4 dormitorios cada uno con su baño  -1 aseo de cortesía Situado en un edificio clásico con conserje y ascensor, este piso combina elegancia y funcionalidad en una ubicación inmejorable. No pierdas la oportunidad de vivir en uno de los barrios más prestigiosos de Madrid. ¡Contáctanos para más detalles!",False,good,False,True,,15160.0,True,False,False,False,[],False,False,3790000.0,€,flat,"Castellana, Madrid",Piso en calle de Núñez de Balboa,,,,,,,
107881964,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/fa/ff/1340292058.webp,RCTYF0028,70,4,2290000.0,flat,sale,154.0,True,3,2,calle de Lagasca,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4266134,-3.6856446,False,https://www.idealista.com/inmueble/107881964/,"Exclusiva Vivienda de Lujo en Recoletos con Reforma a Estrenar y Encanto Clásico Descubre esta joya arquitectónica en pleno Recoletos, una de las zonas más emblemáticas de Madrid, a un paso del Parque del Retiro. Esta espectacular vivienda, reformada a estrenar, combina a la perfección la elegancia de lo clásico con el diseño contemporáneo más exclusivo. Desde el primer momento, sus molduras originales, techos altos y chimenea decorativa te envuelven en una atmósfera de distinción. El amplio salón-comedor, con balcones exteriores que inundan el espacio de luz, se convierte en el corazón social de la casa. La cocina de autor, completamente equipada, ofrece estilo y funcionalidad en cada detalle. En la planta principal, encontramos dos dormitorios de ensueño, uno de ellos con vestidor y baño en suite, además de un baño adicional y una cómoda zona de lavandería. A través de una elegante escalera de caracol, accedemos a una espectacular suite privada, con vestidor y baño propio, ideal como refugio personal de lujo. Situada en un edificio señorial y con acabados de primer nivel, esta vivienda representa una oportunidad única para quienes buscan vivir con estilo, sofisticación y confort en una de las direcciones más codiciadas de Madrid. ¡Un hogar que enamora a primera vista!",False,good,False,True,,14870.0,False,False,True,False,[],False,False,2290000.0,€,flat,"Recoletos, Madrid",Piso en calle de Lagasca,,,,,,,
109219074,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/4a/07/1367809400.webp,,4,en,1000000.0,flat,sale,125.0,True,2,1,calle del General Díaz Porlier,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4301478,-3.6778401,False,https://www.idealista.com/inmueble/109219074/,"¡Descubre esta increíble oportunidad en el corazón del barrio Salamanca! Este piso, actualmente diseñado como oficina, se puede convertir fácilmente en un acogedor hogar. Con una superficie de 125 m² construidos y 112 m² útiles, cuenta con dos amplios dormitorios y un baño, ideal para disfrutar de la comodidad y el espacio que siempre has deseado.  Ubicado estratégicamente cerca de la M30 y a pocos pasos de la parada de metro Goya, tendrás acceso rápido a todo Madrid. Además, podrás relajarte en la piscina comunitaria después de un largo día. La propiedad incluye dos plazas de garaje, lo que es un gran plus en esta zona tan demandada.  Este inmueble de segunda mano se encuentra en buen estado y cuenta con ascensor, lo que facilita el acceso. No dejes pasar la oportunidad de vivir en una de las mejores ubicaciones de la ciudad. ¡Ven a visitarlo y enamórate de tu futuro hogar!",False,good,False,True,,8000.0,True,False,False,False,[],False,False,1000000.0,€,flat,"Lista, Madrid",Piso en calle del General Díaz Porlier,True,True,,,,,
109003290,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/8d/74/1361399217.webp,da6acffd-6422-4457-af06-05d2893c69a3,55,3,875000.0,flat,sale,81.0,False,2,2,calle de Juan Bravo,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4312166,-3.6741773,False,https://www.idealista.com/inmueble/109003290/,"Elegancia y serenidad en el corazón del Barrio de Salamanca Ubicada en la prestigiosa calle Juan Bravo, en una de las zonas más codiciadas de Madrid, esta vivienda de 81 m² construidos (75 m² útiles) ha sido completamente reformada con un exquisito estilo Japandi-Nórdico, combinando la calidez natural del diseño escandinavo con la armonía minimalista japonesa. Situada en una tercera planta interior, la propiedad goza de una excelente luz natural gracias a sus tres grandes ventanales que bañan el amplio salón-comedor de planta abierta. Este espacio está articulado con una elegante isla central, que delimita con sutileza la zona de cocina sin perder la fluidez del conjunto. Dispone de dos habitaciones, incluyendo una suite principal con vestidor y baño privado, diseñada para ofrecer confort y funcionalidad. La vivienda se entrega a estrenar, con acabados de alta calidad y materiales cuidadosamente seleccionados. La finca cuenta con ascensor y portero, se encuentra en un entorno privilegiado, rodeada de servicios, boutiques, restauración de primer nivel y excelentes conexiones de transporte.",False,good,False,True,,10802.0,True,False,False,False,[],False,False,875000.0,€,flat,"Lista, Madrid",Piso en calle de Juan Bravo,,,,,,,
108475335,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/df/3c/1346077448.webp,1º B,16,1,410000.0,flat,sale,74.0,True,2,2,"Calle de Pinos Baja, 64",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4694766,-3.7016559,True,https://www.idealista.com/obra-nueva/108475335/,"P¡Descubre tu nuevo hogar en este exclusivo conjunto residencial de solo 7 viviendas! Este moderno piso de 74 m² construidos (51 m² útiles) se encuentra en una ubicación privilegiada, ideal para quienes buscan comodidad y estilo. Con 2 dormitorios y 2 baños, este espacio está diseñado para maximizar la luz natural gracias a su distribución abierta y cuidada orientación.  Disfruta de momentos inolvidables en la amplia terraza privada, perfecta para relajarte o compartir con amigos. La cocina americana se integra perfectamente con el salón-comedor, creando un ambiente acogedor y práctico. Cada rincón de este hogar ha sido construido con materiales de primera calidad, garantizando elegancia y durabilidad. Además, cuenta con tecnologías orientadas a la eficiencia energética, lo que significa un ahorro considerable en tus facturas y una menor huella ambiental. Con armarios empotrados, calefacción por aerotermia suelo radiante de frío/calor y aire acondicionado, este piso está listo para entrar a vivir. No dejes pasar esta oportunidad de inversión excepcional en un entorno que combina modernidad y confort. ¡Ven a verlo y enamórate de tu nuevo hogar!",False,newdevelopment,True,True,False,5541.0,True,False,False,False,[],False,False,410000.0,€,flat,"Valdeacederas, Madrid","Piso en Calle de Pinos Baja, 64",,,,,,,
109185657,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/fe/de/2e/1273665335.webp,,34,bj,180000.0,flat,sale,32.0,True,1,1,calle de Melchor Cano,Madrid,Madrid,Moncloa,es,Casa de Campo,40.4281874,-3.7343418,False,https://www.idealista.com/inmueble/109185657/,"Exclusivo apartamento reformado en Moncloa-Aravaca, junto a la Casa de Campo Presentamos en exclusiva este luminoso apartamento situado en la calle Melchor Cano, en pleno distrito de Moncloa-Aravaca, una de las zonas residenciales más prestigiosas y demandadas de Madrid. La propiedad, recientemente reformada con calidades de primer nivel, combina confort, funcionalidad y elegancia. Sus estancias destacan por la gran luminosidad natural, gracias a su magnífica orientación y a las amplias ventanas de climalit, que aportan aislamiento térmico y acústico. El apartamento dispone de aire acondicionado y calefacción individual por gas natural, asegurando el máximo confort durante todo el año. El inmueble se ubica en un recinto cerrado y seguro, rodeado de zonas verdes y a escasos metros de la Casa de Campo, un entorno natural único que permite disfrutar de tranquilidad y privacidad, con la comodidad de contar con una amplia oferta de comercios, colegios, restaurantes y servicios de primer nivel en los alrededores. La conexión con el centro de Madrid es inmejorable, tanto en transporte público como por carretera. Como valor añadido, esta propiedad constituye una inversión estratégica, ya que actualmente se encuentra alquilada, generando una atractiva rentabilidad de 800 €/mes. Una oportunidad excepcional para quienes buscan combinar la seguridad de un activo inmobiliario con ingresos inmediatos y sostenibles. En definitiva, un apartamento exclusivo que aúna ubicación privilegiada, confort y rentabilidad, en uno de los entornos más cotizados de la capital.",False,good,False,False,,5625.0,False,False,False,False,[],False,False,180000.0,€,flat,"Casa de Campo, Madrid",Piso en calle de Melchor Cano,,,,,,,
108475367,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/b1/29/1346077379.webp,1º A,16,1,415000.0,flat,sale,74.0,True,2,2,"Calle de Pinos Baja, 64",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4694766,-3.7016559,True,https://www.idealista.com/obra-nueva/108475367/,"Promoción Arroyo – Viviendas que combinan diseño, eficiencia y confort La nueva promoción Arroyo presenta un conjunto exclusivo de 7 viviendas de obra nueva, concebidas con una distribución cuidadosamente estudiada para adaptarse a diferentes estilos de vida. El proyecto ofrece viviendas de 1 y 2 dormitorios, ideales para singles, parejas o pequeñas familias, además de un espectacular ático de 2 dormitorios y dos baños, la joya de la promoción, que destaca por sus amplios espacios interiores y una generosa terraza privada. Cada vivienda ha sido diseñada con un enfoque moderno y funcional, apostando por la sostenibilidad y la eficiencia energética. Gracias a la incorporación de energías renovables aerotermia, estas viviendas no solo reducen el impacto ambiental, sino que también aseguran un notable ahorro en consumo energético, optimizando al máximo la luz natural y el aprovechamiento del espacio. Los interiores se caracterizan por su diseño abierto y versátil, con zonas de salón-comedor integradas a cocinas tipo americana, promoviendo un estilo de vida actual, práctico y confortable. Los acabados de alta calidad —en suelos, revestimientos, carpintería y pintura— aportan elegancia, además de una gran resistencia y durabilidad. Arroyo es mucho más que un conjunto de viviendas: es una propuesta de calidad de vida. Viviendas acogedoras, eficientes y listas para entrar a vivir, perfectas tanto como residencia habitual como inversión inteligente.",False,newdevelopment,True,True,False,5608.0,True,False,False,False,[],False,False,415000.0,€,flat,"Valdeacederas, Madrid","Piso en Calle de Pinos Baja, 64",,,,,,,
109165457,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/bd/48/1348414261.webp,P2 - Ático A Tipo 8,12,,201716.0,penthouse,sale,80.0,True,2,2,"del Fresno, 141",Madrid,Loeches,,es,,40.3889091,-3.425813,True,https://www.idealista.com/obra-nueva/109165457/,"TU PRIMERA VIVIENDA ASEQUIBLE ESTÁ MÁS CERCA DE LO QUE IMAGINAS VIVIENDAS VPPB DE 1, 2 Y 3 DORMITORIOS CON TERRAZA LICENCIA DE OBRA SOLICITADA JUNIO 2025 Descubre VÍVE Loeches, una promoción de 113 viviendas protegidas (VPPB) en régimen de cooperativa de 1, 2 y 3 dormitorios, con viviendas en planta baja con un amplio jardín, viviendas en planta tipo y áticos con magníficas terrazas.  Todas las viviendas disponen de terraza, trastero y una o dos plazas garaje en función de la tipología incluido en el precio de venta. Viviendas asequibles y eficientes donde se ha cuidado al máximo cada detalle para ofrecer un hogar cómodo y moderno, adaptado a tus necesidades y estilo de vida.  El proyecto contará con Alta Calificación energética, por lo que disfrutarás de un hogar confortable, ahorrando en tus facturas de calefacción y contribuyendo al cuidado del medio ambiente. VÍVE Loeches dispondrá de unas magníficas zonas comunes, un lugar perfecto para coleccionar momentos inolvidables gracias a sus zonas verdes y piscina para refrescarte en los días más calurosos.  Loeches: vive en un entorno tranquilo, cerca de Madrid Situado al este de Madrid, Loeches es un municipio con un encanto, rodeado de naturaleza y con una calidad de vida inmejorable. A solo 35 minutos en coche del centro de Madrid, ofrece un ambiente sereno, con todos los servicios necesarios y excelentes conexiones por carretera (M-206, R-3 y A-2) y transporte público (línea 284 con conexión en Avenida de América). Gracias a su ubicación estratégica, Loeches está rodeado de municipios como San Fernando de Henares, Alcalá de Henares, Torrejón de Ardoz, Rivas Vaciamadrid y Arganda del Rey, lo que amplía aún más la oferta de servicios, comercios y actividades. Es el lugar perfecto para quienes buscan su primera vivienda asequible en un entorno tranquilo, sin renunciar a la comodidad y la cercanía a la ciudad. Solicita una visita con nuestro comercial y descubre todos los detalles de este proyecto de vivienda asequible.  Estás a un paso de conocer tu próximo hogar asequible.",False,newdevelopment,True,True,False,2521.0,True,False,False,False,[],False,False,201716.0,€,flat,Loeches,"Ático en del Fresno, 141",True,True,penthouse,,,,
108475371,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/b1/29/1346077379.webp,2º B,16,2,425000.0,flat,sale,74.0,True,2,2,"Calle de Pinos Baja, 64",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4694766,-3.7016559,True,https://www.idealista.com/obra-nueva/108475371/,"¡Descubre tu nuevo hogar en este exclusivo conjunto residencial de solo 7 viviendas! Este moderno piso de 74 m² construidos (51 m² útiles) se encuentra en una ubicación privilegiada, ideal para quienes buscan comodidad y estilo. Con 2 dormitorios y 2 baños, este espacio está diseñado para maximizar la luz natural gracias a su distribución abierta y cuidada orientación.  Disfruta de momentos inolvidables en la amplia terraza privada, perfecta para relajarte o compartir con amigos. La cocina americana se integra perfectamente con el salón-comedor, creando un ambiente acogedor y práctico. Cada rincón de este hogar ha sido construido con materiales de primera calidad, garantizando elegancia y durabilidad. Además, cuenta con tecnologías orientadas a la eficiencia energética, lo que significa un ahorro considerable en tus facturas y una menor huella ambiental. Con armarios empotrados, calefacción por aerotermia suelo radiante de frío/calor y aire acondicionado, este piso está listo para entrar a vivir. No dejes pasar esta oportunidad de inversión excepcional en un entorno que combina modernidad y confort. ¡Ven a verlo y enamórate de tu nuevo hogar!",False,newdevelopment,True,True,False,5743.0,True,False,False,False,[],False,False,425000.0,€,flat,"Valdeacederas, Madrid","Piso en Calle de Pinos Baja, 64",,,,,,,
109115736,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/0d/a4/1366448596.webp,b78285bf-09ae-422f-b84e-7f1ad38a57af,38,2,340000.0,flat,sale,73.0,True,3,1,calle San Herculano,Madrid,Madrid,San Blas,es,Canillejas,40.4426071,-3.6100554,False,https://www.idealista.com/inmueble/109115736/,"Oportunidad única para vivir o invertir cerca del Metropolitano Presentamos esta magnífica vivienda de 3 dormitorios, amplio salón-comedor y cocina independiente, ubicada en pleno barrio de Canillejas, una zona consolidada, familiar y con una excelente proyección de futuro gracias a su cercanía al Estadio Cívitas Metropolitano, una de las sedes principales del próximo Mundial de Fútbol.  Ideal para familias: Educación: Colegios y guarderías a pocos minutos a pie (CEIP La Alameda, Guardería Extremadura). Comodidad diaria: Supermercados (Día, Carrefour, Hipercor), farmacias y comercios de proximidad en el entorno inmediato. Conexiones rápidas: Metro Canillejas (Línea 5) y Torre Arias a menos de 10 minutos caminando. Líneas de autobús 28, 48, 140 y N5 muy próximas. Bienestar y ocio: El Parque Quinta de Torre Arias y el Parque El Capricho se encuentran a pocos minutos, ofreciendo zonas verdes ideales para pasear en familia. Servicios cercanos: Centro de Salud Canillejas, instalaciones deportivas y biblioteca pública. En definitiva, un entorno seguro, bien comunicado y con todo lo necesario para disfrutar de la vida en familia.  Atractivo para inversores: Ubicación estratégica: A escasos minutos del Cívitas Metropolitano, que recibirá miles de visitantes durante el Mundial, lo que incrementará la demanda de alojamiento. Rentabilidad asegurada: Zona con gran interés en alquiler de corta y larga estancia, tanto por trabajadores que buscan cercanía al aeropuerto Adolfo Suárez – Barajas como por aficionados y turistas deportivos. Conexión internacional: A 10 minutos en coche del aeropuerto y con accesos rápidos a la M-40, A-2 y M-21. Valor en alza: El desarrollo urbanístico y la proyección internacional de la zona garantizan una revalorización sostenida en los próximos años. Esta vivienda representa dos oportunidades en una: Para familias, un hogar cómodo, bien comunicado y rodeado de servicios. Para inversores, una inversión segura y estratégica con alta proyección por el Mundial de Fútbol y la cercanía al aeropuerto y a zonas empresariales. No deje pasar esta oportunidad en una de las zonas con mayor crecimiento y potencial de Madrid. Reserva tu visita SIN COMISIÓN AL COMPRADOR.",True,good,False,False,,4658.0,True,True,False,False,[],False,False,340000.0,€,flat,"Canillejas, Madrid",Piso en calle San Herculano,,,,,,,
