propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
108712095,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/e5/75/1352882916.webp,LCM37674,42,3,210000.0,flat,sale,59.0,True,3,1,calle San Basilio,Madrid,Madrid,Usera,es,Pradolongo,40.3822324,-3.7085479,False,https://www.idealista.com/inmueble/108712095/,"¡OPORTUNIDAD PARA INVERSORES O PARA DISEÑAR TU NUEVO HOGAR A MEDIDA! Ponemos a la venta esta vivienda ubicada en la calle San Basilio, una zona tranquila y bien comunicada de Madrid. La vivienda cuenta con 59 m² construidos y se distribuye actualmente en tres dormitorios, un baño, salón, cocina independiente y una terraza que aporta un espacio exterior muy valorado. Se trata de una tercera planta exterior que destaca por su luminosidad natural, gracias a su orientación y altura. El edificio no dispone de ascensor. La vivienda se encuentra para reformar, lo que ofrece una excelente oportunidad para redistribuir los espacios y actualizarla completamente al gusto del comprador. Es una opción ideal tanto para quienes buscan una primera vivienda asequible para personalizar, como para inversores que deseen reformar y revalorizar el inmueble para alquiler o venta. La zona cuenta con todo tipo de servicios a pocos minutos: supermercados, centros educativos, transporte público, zonas verdes, centros de salud y una excelente conexión con las principales vías de acceso a la ciudad. No dejes pasar esta oportunidad de adquirir una vivienda con gran potencial en una ubicación con demanda constante. ¡Llámanos y ven a visitarla!",True,renew,False,False,3559.0,True,True,False,False,[],False,False,210000.0,€,230000.0,20000.0,9.0,flat,"Pradolongo, Madrid",Piso en calle San Basilio,Destacado,,,,
108902307,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/76/39/1358418858.webp,POLVORANCA MANU ,20,3,190000.0,flat,sale,50.0,False,1,1,callejón Ordóñez,Madrid,Leganés,Centro,es,Casco Antiguo,40.330088,-3.766807,False,https://www.idealista.com/inmueble/108902307/,"HOGARES LEGANÉS pone a la venta en exclusiva este precioso piso totalmente reformado en una de las mejores zonas de Leganés Centro. Te presentamos esta fantástica vivienda de 50 m² construidos, ubicada en una tercera planta sin ascensor, completamente reformada con estilo moderno y funcional. Originalmente de dos dormitorios, la distribución se ha optimizado para crear un amplio dormitorio principal y un vestidor independiente ademas de contar con un espacio idoneo como zona de estudio, ideal para quienes buscan espacio y comodidad. La vivienda cuenta con un salón luminoso, una cocina equipada, y un baño moderno con plato de ducha. Dispone de aire acondicionado y calefacción individual, lo que garantiza el confort durante todo el año, tanto en verano como en invierno. La reforma incluye suelos, paredes, fontanería, electricidad y ventanas, por lo que está lista para entrar a vivir sin necesidad de hacer ningún tipo de obra. Ubicada en Leganés Centro, con todos los servicios a pie de calle: supermercados, colegios, zonas verdes, centros de salud, y una excelente comunicación mediante metro y RENFE, a solo unos minutos andando. ¡ Una oportunidad perfecta! Benefíciese de nuestro método de trabajo. Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública. Consúltenos sin compromiso. POSIBILIDAD DE HIPOTECAS 100% ESTUDIO DE FINANCIACIÓN GRATUITO CONSÚLTENOS Y CONCIERTE SU VISITA.",False,good,False,False,3800.0,True,True,False,False,[],False,False,190000.0,€,197000.0,7000.0,4.0,flat,"Casco Antiguo, Leganés",Piso en callejón Ordóñez,Destacado,,,,
108851243,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/8d/50/1359978302.webp,G-2134,92,,573000.0,chalet,sale,216.0,,3,3,Loranca,Madrid,Fuenlabrada,Loranca,es,,40.298868,-3.8431666,False,https://www.idealista.com/inmueble/108851243/,"LINKCASA VENDE CHALET EN FUENLABRADA. Comienza tu nueva vida en este espectacular chalet adosado en una de las mejores zonas de Fuenlabrada (Loranca). Chalet adosado, en buen estado de conservación. Con una superficie construida de la propiedad según catastro de 216 m², esta vivienda está distribuida en tres plantas más jardín. La urbanización tiene piscina comunitaria. En la primera planta (planta baja) nos encontramos con el hall que da paso a la cocina, que tiene un buen tamaño con zona de comedor. La cocina se queda amueblada. Desde la cocina pasamos a un gran patio donde se puede hacer mucha vida, sobre todo en verano. En esta misma planta encontramos un aseo de dos piezas. Al final de esta planta encontramos el salón comedor de buen tamaño que da paso al patio más grande de la vivienda. La casa al ser de esquina tiene más terreno que el resto de viviendas de la zona. En la primera planta tenemos tres habitaciones y dos baños completos. La vivienda cuenta con un elevador (ascensor). La habitación de matrimonio tiene baño en suite y una gran terraza que es toda la cubierta del garaje. En esta misma planta encontramos otro baño completo que da servicio al resto de habitaciones que se encuentran en esta planta. Las otras dos habitaciones son de tamaño individual y las dos tiene acceso a una terraza.  En la segunda planta y última tenemos la zona abuhardillada, un gran espacio diáfano que tiene múltiples opciones de uso, desde hacer dos habitaciones con sus baños, una zona de juegos o un gran estudio de trabajo. Esta estancia da paso a una terraza.  Los suelos son de gres y tenemos calefacción de gas natural y radiadores en todas las estancias. Todas las ventanas son de climalit para así obtener el mayor ahorro energético posible. Este chalet es lo que estabas esperando, es lo que merecen tú y tu familia, idóneo, tranquilo y cómodo. Para más información, llámanos o visítanos en nuestra web: 买卖二手房认准马德里恋家房产 资深的二手房产团队 专业的贷款部门 中西合并的企业文化 欢迎大家联系我们 我们为您量身打造一个方案帮您实现您筑家的梦 添加我们的微信号: linkcasa 关注更多房源.",False,good,False,,2653.0,True,False,True,False,[],False,False,573000.0,€,598000.0,25000.0,4.0,chalet,"Loranca, Fuenlabrada",Chalet adosado,Destacado,True,True,terracedHouse,
109073606,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/1f/ef/1365052977.webp,,22,5,790000.0,flat,sale,90.0,True,3,2,calle de Puenteareas,Madrid,Madrid,Chamartín,es,Prosperidad,40.4428416,-3.6690133,False,https://www.idealista.com/inmueble/109073606/,"Exclusiva vivienda con terraza  Presentamos esta luminosa y amplia vivienda situada en la quinta planta de un edificio representativo en la calle Ponteareas, una ubicación estratégica de Madrid que combina tranquilidad y excelentes comunicaciones. Con una distribución funcional y espacios bien aprovechados, la propiedad ofrece: 3 dormitorios amplios 2 baños completos Cocina independiente totalmente equipada Zona de lavandería Terraza privada, perfecta para disfrutar del aire libre y momentos de relax La altura y orientación de la vivienda permiten disfrutar de abundante luz natural durante todo el día, aportando calidez y confort a cada estancia. Detalles y características Terraza con espacio para zona chill-out o comedor exterior Cocina independiente con gran capacidad de almacenamiento Distribución cómoda y práctica, ideal para familias o como inversión Edificio en buen estado de conservación Ubicación privilegiada La calle Ponteareas destaca por su ambiente residencial, rodeado de comercios, colegios, restaurantes y zonas verdes. Además, cuenta con excelentes conexiones de transporte público y rápido acceso a las principales vías de la ciudad. Una propiedad única para quienes buscan amplitud, funcionalidad y el lujo de una terraza privada en Madrid.",True,good,False,True,8778.0,True,False,False,False,[],False,False,790000.0,€,800000.0,10000.0,1.0,flat,"Prosperidad, Madrid",Piso en calle de Puenteareas,Destacado,,,,
108952783,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/d9/74/1359919157.webp,08597,25,2,729000.0,flat,sale,100.0,True,4,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4260323,-3.7138874,False,https://www.idealista.com/inmueble/108952783/,"¡Oportunidad única para inversores! Presentamos este encantador piso dividido en dos apartamentos independientes, ideal para maximizar tu rentabilidad. Ubicado en una zona privilegiada, a pocos pasos de la calle Princesa y la emblemática Plaza de España, este inmueble combina historia y modernidad en un edificio de 1900. Con 100 m² construidos y 89 m² útiles; cada apartamento cuenta con dos dormitorios, un baño, una cocina abierta y un salón comedor acogedor. La única diferencia es que un apartamento ofrece vistas a el exterior y el otro apartamento a un patio interior.  El piso amueblado, dispone de suelo de tarima, puerta blindada, ventanas de aluminio, puerta blindada, aire acondicionado, agua caliente y calefacción por caldera individual de gas natural. El edificio es de estilo clásico, cuenta con ascensor.  Los pisos están muy bien comunicados, encontrándose, próximo al metro Ventura Rodríguez y al Palacio de Liria. Paradas de taxis y diferentes líneas de autobús paran enfrente a la vivienda. El Acceso a la M-30 Y M-40 es muy rápido. Alrededor del piso se encuentran varios centros comerciales (El Corte Inglés, Plaza de los Cubos, Fnac, Zara, Decathlon Princesa), colegios, (CEIP Pi I Margall, Colegio Madres Concepcionistas Prince), guarderías, parques (Templo de Debod, Rosaleda del Parque Oeste) farmacias, hospitales (hospital universitario HM Madrid), museos (Museo Cerralbo), teatros y variedad de restaurantes.",True,good,False,True,7290.0,False,False,False,False,[],False,False,729000.0,€,769000.0,40000.0,5.0,flat,"Malasaña-Universidad, Madrid",Piso,Destacado,,,,
108198909,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/75/af/1336881280.webp,,43,6,1990000.0,penthouse,sale,300.0,True,4,4,calle de Oruro,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4573264,-3.6788398,False,https://www.idealista.com/inmueble/108198909/,"ATICO/DUPLEX CON PISCINA EN HISPANOAMERICA! . Se vende fantástico duplex en zona privilegiada y residencial de Hispanoamérica próximo, al paseo de la Habana y zona Viso.  La vivienda se distribuye en tres plantas, con una distribución funcional y espacios diáfanos: -En la planta principal nos encontramos un amplio salón comedor con grandes ventanales lo que le aporta luz natural todo el día.  - Cocina office de diseño moderno, totalmente acondicionada con electrodomésticos de alta gama.  - En la zona de descanso nos encontramos tres amplios dormitorios, con sus respectivos armarios empotrados. El dormitorio principal con baño en suite y otro cuarto de baño completo que da servicio a los otros dos.  -En la planta primera nos encontramos un maravilloso salón con proyector de cine que da salida a una bonita terraza con cerramiento de Lumon, con pantalla de cine, barra de bar y zona de descanso, así como un dormitorio con baño en suite y un aseo de cortesía. -En la segunda planta nos encontramos con una gran terraza de uso privativo de 40 metros con dos casetas de madera. Los acabados de la vivienda son de primera calidad, con suelos de tarima de cerezo y puertas de madera.  Cuenta con un sistema de luces (Lutron) el cual permite regular y crear diferentes ambientes proporcionando un hogar muy acogedor, y dispone de un sistema de sonido cableado Bosé, de alta gama.  Aire acondicionado frío / calor por conductos. Las zonas comunes incluyen piscina y pista de pádel.  Cuenta con plaza de garaje de acceso directo, en alquiler por 150€. Gastos de comunidad 130 € La finca cuenta con ascensores y conserje. Muy bien situada, al lado de toda clase de servicios, líneas de autobuses y de metro, colegios, hospitales, supermercados, restaurantes y tiendas varias.  NO DEJE DE VISITAR ESTA FANTASTICA VIVIENDA! El barrio Hispanoamérica, ubicado en el distrito de Chamartín en Madrid, es conocido por su combinación de tranquilidad y vida urbana vibrante. Este barrio ofrece un entorno sereno ideal para familias y profesionales, con amplias zonas verdes y calles tranquilas.  Hispanoamérica es un barrio del distrito de Chamartín, situado en la zona noreste de la ciudad de Madrid. Sus límites son al norte la avenida de Alberto Alcocer y avenida de Costa Rica, al sur con la avenida de Concha Espina; al oeste con el paseo de la Castellana y al este con la avenida de la Paz (M-30).",False,good,False,True,6633.0,True,False,False,False,[],False,False,1990000.0,€,2095000.0,105000.0,5.0,flat,"Bernabéu-Hispanoamérica, Madrid",Ático en calle de Oruro,Destacado,True,False,penthouse,150.0
108901325,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/5d/8d/1358387487.webp,,82,,1640000.0,chalet,sale,816.0,,5,5,Barrio Club de Golf,Madrid,Las Rozas de Madrid,Club de Golf,es,Club de Golf,40.5510313,-3.9026324,False,https://www.idealista.com/inmueble/108901325/,"^**^CHALET INDEPENDIENTE DE LUJO EN CLUB DE GOLF, LAS ROZAS — VIVIENDA ÚNICA EN ENTORNO EXCLUSIVO^**^ Presentamos esta exclusiva vivienda unifamiliar en una de las urbanizaciones más prestigiosas y demandadas de la zona noroeste de Madrid: el Club de Golf de Las Rozas. Una localización privilegiada que combina seguridad, privacidad y un entorno natural inigualable, con zonas verdes, vistas despejadas y acceso directo a servicios de primer nivel. A tan solo 20 minutos del centro de Madrid y con excelentes comunicaciones, esta zona ofrece colegios internacionales, centros comerciales, restauración selecta y una oferta deportiva de élite. Con una superficie construida de 679 m² sobre una impresionante parcela ajardinada de 2.622 m², esta propiedad representa el equilibrio perfecto entre lujo, diseño y confort. Reformada para crear espacios amplios, modernos y funcionales, cada rincón ha sido pensado para quienes valoran la elegancia sin renunciar a la comodidad. La planta principal acoge un gran vestíbulo distribuidor que marca el carácter señorial de la casa. Desde aquí se accede a una estancia vestidor, ideal como zona de bienvenida o galería. La cocina, completamente equipada y con una espectacular isla en forma de U, se abre a un amplio comedor formal y conecta directamente con una preciosa terraza acristalada, integrada como una estancia más en la vivienda. Este espacio fluye con naturalidad hacia el salón principal —con doble ambiente y chimenea— y hacia un acogedor cuarto de estar también con chimenea y salida directa a otra terraza privada. Además, la cocina cuenta con una gran despensa, cuarto de lavado y comedor informal, completando una planta pensada para el día a día y la vida social. En esta misma planta se encuentran los dos garajes cerrados, el cuarto de calderas y un trastero. En la planta baja, un espacio diáfano y luminoso con ventanales al jardín se ofrece como salón de verano o zona de ocio, con la preinstalación para un baño completo. También se ubican aquí dos dormitorios (uno de ellos muy amplio, ideal para gimnasio, sala de juegos o suite de invitados), un baño completo y un aseo. La planta superior alberga el espectacular dormitorio principal con gran vestidor, un baño en suite digno de un hotel de lujo y salida a una terraza privada. Completan esta planta un segundo dormitorio en suite con armarios empotrados y terraza, y un tercer dormitorio de diseño exclusivo, distribuido en dos alturas, con zona de estar y juegos y terraza privada. En conjunto, esta vivienda destaca no solo por sus calidades, su distribución y su tamaño, sino por ofrecer un estilo de vida de alto nivel en una de las mejores zonas residenciales de Madrid. Es, sin duda, una propiedad única, sofisticada y muy especial, difícil de encontrar en el mercado actual. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.",True,good,False,,2010.0,True,True,False,False,[],False,False,1640000.0,€,,,,chalet,"Club de Golf, Las Rozas de Madrid",Casa independiente,Destacado,True,True,independantHouse,
108352759,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/63/a9/1344829005.webp,MG,44,2,2500000.0,flat,sale,248.0,True,5,3,"calle Mayor, 88",Madrid,Madrid,Centro,es,Palacio,40.4151972,-3.7132364,True,https://www.idealista.com/inmueble/108352759/,"QUALITY INMOBILIARIOS KEYS INMOBILIARIOS Retiro, Madrid, comercializa esta joya única con 9 balcones situada en el corazón del Madrid de los Austrias. Ubicada en un edificio clásico de 1900 muy exclusivo del señorial barrio de Palacio donde se puede ofrecer una combinación perfecta de elegancia clásica y comodidad moderna. Se permite su segregación por estatutos, con posibilidad de hacer hasta 3 pisos.  Con una superficie de 248 metros cuadrados, su amplio recibidor es una anticipo de los espacios diáfanos que encontraremos más adelante. En la actualidad, la zona pública de día, con aproximadamente 100 metros cuadrados, permite la creación de diferentes ambientes, y acoge la zona de comedor, la biblioteca con zona de trabajo y doble área de estar. Con suelos de tarima de roble, techos de más de 3 metros de altura y con sus 9 grandes balcones con ventanales de una sola hoja que reflejan la luz natural que entra a través ellos, crea una atmósfera de amplitud y serenidad. Incluye una gran cocina independiente con zona de office y zona de lavandería. Cuenta con un amplio dormitorio principal con grandes vestidores, además de varias estancias. Dispone igualmente de una gran zona de almacenamiento abuhardillado en cubierta. Este apartamento se distingue por sus 9 balcones orientados al sur y al este, que invitan a disfrutar de los días soleados y de una vista abierta hacia un entorno histórico y privilegiado que lo rodea. Esta propiedad es una oportunidad exclusiva para quienes buscan una residencia con clase donde combine historia, estilo y comodidad en pleno centro histórico de Madrid, dando todos sus balcones a edificios protegidos, históricos y únicos. En definitiva nos permitirá disfrutar de algunas de las principales opciones culturales de la ciudad, como las que ofrece la Galería de las Colecciones Reales, el Teatro Real, además de la Catedral de la Almudena o el Palacio Real. Por tanto, una ubicación única para disfrutar del epicentro cultural y social del Madrid histórico. En Quality Keys Inmobiliarios llevamos desde el 2006 dedicados al sector inmobiliario, estos años son nuestro AVAL PARA EL ÉXITO FINAL, que no es otro que su satisfacción basada en una gran fortaleza profesional para solucionar sus necesidades de una manera individualizada. Somos una BOUTIQUE INMOBILIARIA que siempre está al servicio del cliente, acompañándolos desde la búsqueda y venta del inmueble hasta la finalización de la operación. La información detallada anteriormente se muestra a título informativo ya que no es contractual ni vinculante pudiendo contener errores. Para más viviendas visite nuestra página web. ¡Agenda tu visita ahora y comienza una nueva etapa en esta vivienda donde te ofrece vivir la historia sin salir de casa!.",True,renew,False,True,10081.0,True,False,False,False,[],False,False,2500000.0,€,,,,flat,"Palacio, Madrid","Piso en calle Mayor, 88",Destacado,,,,
108842488,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/34/45/1357759538.webp,GH212499,9,3,1950000.0,flat,sale,264.0,True,6,3,calle de Hortaleza,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4209387,-3.6996529,False,https://www.idealista.com/inmueble/108842488/,"GILMAR Consulting Inmobiliario presenta una oportunidad única para inversores: un pack de dos propiedades contiguas, ubicadas en un edificio clásico de 1900 en el vibrante barrio de Chueca, a escasos metros de la Gran Vía. Con una superficie total construida de 264m², estas viviendas ofrecen infinitas posibilidades de transformación y rentabilidad en pleno corazón de Madrid. Ambas propiedades, actualmente para reformar, están ubicadas en una finca con fachada de ladrillo, ascensor y elementos arquitectónicos originales como balcones con barandillas de hierro forjado y columnas de hierro fundido. El conjunto cuenta con 4 balcones a la calle, orientación este que garantiza una excelente entrada de luz natural, y más de diez ventanas a patios interiores, lo que permite una ventilación cruzada óptima. La primera de las viviendas, de 137 m², dispone de tres amplios dormitorios, dos baños, calefacción individual por gas natural y tres balcones exteriores con vistas al dinámico entorno de Chueca. Está ubicada en un edificio clásico de 1900 y orientada al este, lo que garantiza una luminosidad excepcional durante todo el día. Incluye una plaza de garaje situada en la cercana Plaza de Pedro Zerolo, a solo dos minutos caminando, con concesión hasta 2049. A escasos pasos del Mercado de San Antón y de la Gran Vía, esta propiedad combina el encanto del centro histórico con un gran potencial de reforma personalizada. La segunda vivienda, de 264 m², ocupa una planta completa y actualmente se presenta como un espacio casi completamente diáfano, ideal para adaptarse a cualquier tipo de distribución. Su amplio salón, con cuatro balcones a la calle y techos de 3,20 metros de altura, conserva cuatro columnas originales de hierro fundido que refuerzan la sensación de amplitud y el carácter arquitectónico de la época. La zona interior, abierta a patios, resulta perfecta para ubicar dormitorios gracias a su excelente ventilación y tranquilidad. Las infraestructuras existentes (acometidas y bajantes) permiten instalar zonas húmedas en distintos puntos de la vivienda, ofreciendo total flexibilidad en la reforma. Además, incluye dos plazas de garaje en aparcamiento de residentes, también en régimen de concesión hasta 2049. Ambas viviendas tienen referencias catastrales independientes, lo que permite unirlas o segregarlas según la necesidad. Los estatutos de la comunidad permiten su uso como vivienda, oficina, despacho profesional o incluso una combinación de estos. Esto abre la puerta a múltiples posibilidades: desde un gran proyecto residencial dividido en 4 a 6 apartamentos, hasta un espacio corporativo con carácter en una de las zonas más cotizadas de la ciudad. Este conjunto es una oportunidad extraordinaria para crear valor en un entorno con altísima demanda, rodeado de cultura, comercio, restauración y con excelente conexión por transporte público. Una propuesta única para quienes buscan invertir en el centro de Madrid con libertad total de diseño y uso.",False,renew,False,True,7386.0,False,False,False,False,[],False,False,1950000.0,€,,,,flat,"Chueca-Justicia, Madrid",Piso en calle de Hortaleza,Destacado,True,True,,
109159163,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/4b/00/1366012465.webp,RETAMA,18,2,260000.0,duplex,sale,82.0,True,3,2,calle Retama,Madrid,San Lorenzo de El Escorial,Zaburdón - Monte Escorial,es,,40.6029357,-4.1306297,False,https://www.idealista.com/inmueble/109159163/,"GARSIERRA. Espacioso piso en San Lorenzo de El Escorial, Madrid, perfecto para parejas. La vivienda cuenta con una superficie de 81 m² construidos distribuidos en tres habitaciones, salón-comedor, cocina y dos aseos. Está situado en el centro de San Lorenzo de El Escorial cerca de Royal Site of San Lorenzo de El Escorial y Frailes Garden, en sus alrededores encontramos la Escuela de Educación Infantil Trébol, supermercados, bancos, farmacias, oficinas de correos y varias paradas de autobús. Cuenta con fácil acceso a C. las Pozas.",False,good,False,False,3171.0,False,False,False,False,[],False,False,260000.0,€,,,,flat,"Zaburdón - Monte Escorial, San Lorenzo de El Escorial",Dúplex en calle Retama,Destacado,True,True,duplex,
