propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108692288,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/f4/cd/1353884628.webp,36,10,3600000.0,flat,sale,240.0,True,3,4,"calle de O'Donnell, 6",Madrid,Madrid,Retiro,es,Ibiza,40.4215593,-3.6793681,True,https://www.idealista.com/inmueble/108692288/,"Vivir con vistas al Retiro: una experiencia única en Madrid Conoce este imponente piso en la planta 10 de la emblemática Torre de Valencia, un edificio que ya es parte del arte y la memoria arquitectónica de la ciudad. Diseñada por Javier Carvajal, esta obra maestra del brutalismo español destaca por su geometría monumental y su carácter sobrio, convirtiéndose en un hito del skyline madrileño. En esta torre icónica, una pieza de arte en sí misma, presentamos una vivienda completamente reformada que transmite el arte de vivir bien. 240 m² en altura, con una de las vistas más privilegiadas de Madrid: el Parque del Retiro en primer plano y el perfil urbano de la ciudad desplegado en el horizonte. Vivir aquí no es solo habitar un espacio; es conectar con la luz, la arquitectura y la energía de una ciudad que envuelve. Su nueva distribución, fluida y abierta, permite habitar cada rincón con naturalidad, elegancia y equilibrio. La cocina abierta invita a compartir; el salón, amplio y luminoso, se convierte en el corazón social del espacio. Cuenta con tres dormitorios dobles, todos generosos en metros, luz y personalidad. La suite principal, con vestidor y bañera integrada, ofrece un refugio íntimo de calma y sofisticación. La vivienda incorpora también un cuarto de lavandería independiente y un aseo de cortesía para invitados, que completan la experiencia con funcionalidad sin renunciar al diseño. Este no es solo un piso con vistas iniguables al Retiro, Es una forma de habitar el arte, desde las alturas de Madrid.",False,good,False,True,15000.0,True,False,False,False,[],False,False,3600000.0,€,flat,"Ibiza, Madrid","Piso en calle de O'Donnell, 6",,,,,,,,
107748520,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/64/bd/1322144379.webp,81,,935000.0,chalet,sale,270.0,,5,3,avenida de Doña Laura García Noblejas y Brunet,Madrid,Villaviciosa de Odón,Centro,es,,40.3636441,-3.9104037,False,https://www.idealista.com/inmueble/107748520/,"Bastia inmobiliaria pone a la venta este magnifico chalet pareado de esquina listo para entrar a vivir, totalmente exterior y con mucha luz natural, la vivienda dispone de, jardín en forma de U, jacuzzi, garaje y trastero privado, la vivienda esta situada en una zona residencial privilegiada rodeada de zonas verdes. La vivienda consta de 4 dormitorios (antes 5), 2 baños completos y un aseo, cocina amueblada y equipada con electrodomésticos, gran salón comedor, acceso a la terraza desde la cocina y salón, distribuidos en tres plantas, en la primera planta encontramos un dormitorio, a día de hoy es un despacho, hall de entrada, cocina independiente, aseo y gran salón comedor, en la segunda planta encontramos dormitorio principal baño completo en suite y otro dormitorio (actualmente un vestidor). Planta semi sótano encontramos un trastero muy preparado con ventanas al exterior independiente y el garaje con capacidad de 4 coches, quedando espacio para motos u otros enseres también con ventanas al exterior. CALIDADES: Puerta de entrada de seguridad. Porche delantero con rampa hacia el garaje. Ventanas aluminio Climalit imitación madera oscilobatientes. Calefacción individual de gas natural, con radiadores en todas las estancias. Aire acondicionado por conductos en toda la casa. Suelos de Gress y tarima de Bermeo. Armarios empotrados. Puertas interiores lacadas blanco. COMUNICACION Y ALREDEDORES: Colegios y universidad. Centros de salud, supermercados, farmacias, restauración, zonas verdes. Acceso directo a la M501, a pocos minutos encontramos la Ciudad Financiera Del Santander y la Universidad Europea De Madrid. VEN A VERLO, NOSOTROS TE LO ENSEÑAMOS, Y SI NECESITAS FINANCIACION, TE OFRECEMOS LAS MEJORES CONDICIONES SIN COMPROMISO.",True,good,False,,3463.0,True,False,False,False,[],False,False,935000.0,€,chalet,"Centro, Villaviciosa de Odón",Chalet pareado en avenida de Doña Laura García Noblejas y Brunet,BAS-VILLA,True,True,semidetachedHouse,,,,
109203080,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/5e/e8/1367367939.webp,54,bj,295000.0,flat,sale,86.0,True,2,2,Brezo,Madrid,Valdemoro,Brezo,es,,40.1937591,-3.6837339,False,https://www.idealista.com/inmueble/109203080/,"FM GESTIONA pone a la VENTA este fantástico piso en Valdemoro, en la zona de ""Brezo-Hospital"". Esta vivienda se encuentra en una finca del año 2022, en una planta baja planta. Se distribuye en, entrada, salón independiente con acceso a patio exterior con salida directa a la urbanización, cocina independiente, dos dormitorios dobles y dos baños completos (uno de ellos en suite). Cuenta con una gran eficiencia energética ya que tanto la calefacción como el aire acondicionado funcionan mediante aerotermia en suelo radiante refrescante. La vivienda está prácticamente a estrenar. Se encuentra dentro de una urbanización privada con piscina, zona infantil y gimnasio. Cuenta con UNA PLAZA DE GARAJE y UN TRASTERO.  En el precio publicado no van incluidos los gastos habituales derivados de la escrituración de la vivienda (impuestos, gastos de notaría, registro, tasación, etc. ). Tampoco van incluidos los honorarios de intermediación que son de 1.500 € + IVA (1.815 € IVA incluido) e incluyen tanto la gestión inmobiliaria como la tramitación del préstamo hipotecario.",False,good,False,True,3430.0,True,False,False,False,[],False,False,295000.0,€,flat,"Brezo, Valdemoro",Piso,BRGM,True,True,,,,,
106396189,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/da/fa/1281604239.webp,31,,409900.0,chalet,sale,203.0,,5,2,calle del Faisan,Madrid,Leganés,Centro,es,Vírgenes,40.326309,-3.7730236,False,https://www.idealista.com/inmueble/106396189/,"¡Descubre el potencial de esta casa independiente en venta! Situada en una parcela de 175 m², esta propiedad de 203 m² construidos te ofrece un sinfín de posibilidades. Con dos plantas bien distribuidas, en la primera encontrarás un acogedor salón, una cocina funcional, dos habitaciones y un baño completo. La segunda planta, anteriormente otra vivienda, cuenta con su propia cocina, salón, dos dormitorios adicionales, un baño y una cocina extra que se puede transformar en una habitación más. Esta casa es perfecta para aquellos que buscan un proyecto de reforma y personalización. Construida en 1965, conserva el encanto de las casas de época y ofrece calefacción a gas natural. Además, disfruta de la comodidad de un patio con corralas, ideal para disfrutar del aire libre, y un cuarto trastero para almacenamiento adicional. Con orientación norte-sur, la luz natural baña cada rincón de esta vivienda. No pierdas la oportunidad de convertir esta propiedad en la casa de tus sueños o en una excelente inversión. Su ubicación y características la hacen ideal para construir o reformar a tu gusto. ¡Ven a visitarla y descubre todo lo que tiene para ofrecer!",False,renew,False,,2019.0,True,False,False,False,[],False,False,409900.0,€,chalet,"Vírgenes, Leganés",Casa independiente en calle del Faisan,Faisanes Leganes ,,,independantHouse,,,,
109105958,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/a3/d2/1366608287.webp,35,1,259800.0,flat,sale,89.0,True,3,1,"calle de La Alcarria, 92",Madrid,Leganés,Zarzaquemada,es,Zarzaquemada,40.328899,-3.7547157,True,https://www.idealista.com/inmueble/109105958/,"¡Descubre tu nuevo hogar en Leganés! Este espectacular piso de 89 m² construidos es ideal para quienes buscan comodidad y estilo. Al entrar, te recibe un amplio salón comedor que cuenta con una terraza cerrada, perfecta para disfrutar de momentos de relax. La cocina, espaciosa y totalmente equipada, se integra con otra terraza, brindando luminosidad y funcionalidad. Con tres dormitorios y un cuarto de baño completo con ducha, este piso es perfecto para familias o para quienes desean tener espacio adicional. Las instalaciones son impecables: electricidad y fontanería renovadas, ventanas de aluminio que garantizan un buen aislamiento y aire acondicionado en todas las estancias, asegurando confort en cualquier época del año. El suelo de gres añade un toque moderno y fácil de mantener. Además, la finca cuenta con ascensor y un trastero de aproximadamente 12 m², ideal para almacenar lo que necesites. La comunidad ofrece jardines que invitan a disfrutar del aire libre y el coste mensual es de solo 70 euros. Si necesitas parking, hay una plaza de garaje disponible por 18.000 € adicionales, a pocos pasos del inmueble. Este piso es una gran oportunidad en una ubicación envidiable. ¡No dejes pasar la ocasión de visitarlo y enamorarte de tu nuevo hogar! Consulta nuestras condiciones de financiación sin coste añadido.",False,good,False,True,2919.0,True,False,False,False,[],False,False,259800.0,€,flat,"Zarzaquemada, Leganés","Piso en calle de La Alcarria, 92",VIL79,True,False,,18000.0,,,
107653047,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/d7/e8/1318811402.webp,44,,2300000.0,chalet,sale,1280.0,,14,6,calle Arlanza,Madrid,Ciudalcampo,,es,,40.6227136,-3.6097113,False,https://www.idealista.com/inmueble/107653047/,"Te presentamos una villa independiente única, construida con materiales de primera calidad y un diseño exclusivo. Su fachada de mampostería de pizarra, extraída de cinco canteras diferentes, la convierte en una obra arquitectónica singular e inigualable. Características principales:  Superficie construida: 1.280 m²  Parcela: 5.890 m² con impresionantes vistas a la sierra  Jardines diseñados al detalle, con riego programado computarizado por aspersión y goteo  Piscina amplia y pista de pádel reglamentaria  Calefacción por suelo radiante  Suelos de mármol y tarima maciza de roble  Baños de mármol y electrodomésticos Miele  Carpintería de aluminio alemana Junkers Distribución excepcional: La villa ha sido concebida para una gran familia, con espacios bien definidos y la posibilidad de unirlos según las necesidades. Se accede a la finca a través de un jardín balinés y una zona zen, que crean un ambiente de serenidad y exclusividad. � Planta principal: Majestuoso hall de entrada Gran salón con techos altos, dividido en dos ambientes, con chimenea central y un ventanal de suelo a techo que enmarca las espectaculares vistas a la sierra Acceso directo desde el salón a porches, jardines y piscina Comedor principal con una impresionante mesa de grandes dimensiones Cocina de diseño Miele, con acceso directo al jardín Varias salas de estar y salones privados � Zona de descanso: 14 habitaciones, cinco de ellas en suite con baño y vestidor (posibilidad de reconfiguración para ampliar o reducir dormitorios) Seis chimeneas que añaden calidez y encanto � Espacios de ocio y bienestar: Despacho privado Gimnasio, sauna y jacuzzi Sala de cine y billar Galería de tiro � Zonas de servicio y almacenamiento: Despensa, lavandería, cuarto de calderas, almacén y trasteros Cuarto de servicio con baño completo Garaje con capacidad para siete vehículos y tres plazas cubiertas adicionales Un refugio de paz en un entorno privilegiado Esta villa es ideal para los amantes de la naturaleza que buscan privacidad y exclusividad. Un lugar perfecto para disfrutar cada día de las puestas de sol sobre las montañas, en una de las mejores urbanizaciones de Madrid: Ciudalcampo. Servicios y ubicación: � Seguridad privada 24h � Centro comercial, colegios internacionales, club de golf, hípica, gimnasio, club de tenis, piscinas y restaurante � Ubicación estratégica en el Parque Regional de la Cuenca Alta del Manzanares � Rápido acceso por la A-1 (Km 28), a pocos minutos del aeropuerto Madrid-Barajas, IFEMA y zonas empresariales � Cercanía al Hospital Infanta Sofía, uno de los mejores de la zona norte Si buscas una propiedad exclusiva, con todas las comodidades y rodeada de naturaleza, esta es la casa de tus sueños. ¡Contáctanos para más información y concertar una visita!",True,good,False,,1797.0,True,False,False,False,[],False,False,2300000.0,€,chalet,Ciudalcampo,Casa independiente en calle Arlanza,JU0003,True,True,independantHouse,,,,
109151162,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/64/0a/1365929412.webp,62,,120000.0,countryHouse,sale,340.0,,4,1,"calle de En Medio, 36",Madrid,Perales de Tajuña,,es,,40.2350827,-3.3530274,True,https://www.idealista.com/inmueble/109151162/,"CASA XXL A PRECIO DE PISO — solo 353 €/m² a 25 min de Madrid La vivienda da a 2 calles y se puede entrar por dos lados distintos. DISTRIBUCIÓN La misma se compone de una CASA DE 3 PLANTAS, siendo la última una luminosa buhardilla de gran altura, tamaño y luminosidad.  Desde la planta baja accedemos a un pequeño PATIO que nos da paso por un lado a la cueva, que posee un pequeño aseo y por la parte derecha a un enorme ALMACÉN. El estado de esta parte requiere de una reforma mayor al de la casa. A este espacio se le podrían dar un sinfín de usos:  - Sala de estudio - Despacho - Almacén - Gimnasio - Biblioteca: espacio inmenso para crearte una biblioteca fantástica - Sala de cine - Sala de reuniones - Sala de juegos: te puedes poner un futbolín, billar, dardos, etc - Bodega - Cuarto de invitados si se necesita (hay que tener en cuenta que dispone de aseo con ducha) - Taller si eres manitas (ya que el ruido no molestará a los vecinos) - Espacio de lavandería y zona de secado Desde el almacén y a través de unas escaleras llegamos al PORCHE CON PATIO. En el mismo hay un pequeño gallinero. El porche da acceso a través de unas escaleras a la calle de atrás. La acometida de agua es nueva. Dispone de suministro eléctrico. IDEAS DE USO PARA LA CASA Gran vivienda para una sola familia. Comprarla entre 2 familias o grupos al 50% y hacer 2 apartamentos para cada uno. Hacer una espléndida casa rural: el municipio de Perales es precioso y muy cercano a Madrid. Además tiene bastante movimiento en festivos y fines de semana con lo cual es un negocio bastante viable.  TRANSPORTES Y CONEXIONES Perales dispone de buses frecuentes durante todo el día que van a Atocha y Conde Casal A3/Carretera de Valencia: el hecho de estar junto a la autovía hace de Perales un punto estratégico. En unos 10 minutos llegamos a Arganda del Rey y en 25 a Madrid Radial 3: Si tenemos prisa y queremos llegar rápido a casa, debes de saber que la R3 termina en Perales. Es de pago pero es ideal para cuando queramos llegar en unos pocos minutos a casa. EL MUNICIPIO DE PERALES DE TAJUÑA Perales es un municipio de unos 3000 habitantes próximo a Arganda del Rey. Aquí encontrarás la combinación perfecta entre calidad de vida, tranquilidad y todos los servicios que necesitas en tu día a día: Servicios y comodidades del municipio - Educación: colegio público, Casa de Niños, Escuela Municipal de Música y Escuela de - Adultos. - Salud: centro de salud con urgencias, farmacia y profesionales especializados. - Cultura y ocio: biblioteca, Centro Cultural San Blas, actividades para todas las edades y una agenda festiva muy completa. - Deporte y bienestar: polideportivo, piscina municipal, parques infantiles y la Vía Verde del Tajuña para pasear o montar en bici. - Comercio y vida diaria: supermercados, pequeñas tiendas, ferreterías, bancos, cajeros y numerosos bares y restaurantes. - Seguridad: presencia de Guardia Civil y Policía Local. - Entorno natural y patrimonio: El pueblo ofrece rutas de senderismo y miradores, como el Mirador de las Lágrimas de San Pedro, junto a un espectacular paisaje de vegas y colinas. Además, conserva lugares con historia como la iglesia de Nuestra Señora del Castillo y restos del antiguo castillo medieval. OPORTUNIDAD IRREPETIBLE Lo que realmente diferencia a esta casa es su precio por metro cuadrado: - Tu casa: 120.000 € / 340 m² = 353 €/m² - Madrid capital: 5.718 €/m² - Arganda del Rey: 2.255 €/m² - Móstoles / Leganés: 2.300–2.400 €/m² - Perales de Tajuña (media): 1.200–1.300 €/m² Comprar aquí cuesta entre 3 y 16 veces menos por metro cuadrado que en el resto de la Comunidad de Madrid. Una reforma aumenta inmediatamente su valor de mercado,  asegurando plusvalía y rentabilidad. Un inmueble con historia, espacio, versatilidad y ubicación estratégica. Una inversión segura con visión de futuro.",True,renew,False,,353.0,True,False,False,False,[],False,False,120000.0,€,countryHouse,Perales de Tajuña,"Casa de pueblo en calle de En Medio, 36",Perales - Casa XXL,,,casaDePueblo,,,,
108293330,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/fb/59/1339770676.webp,24,,360000.0,chalet,sale,685.0,,5,3,Meco,Madrid,Meco,,es,,40.5531185,-3.3269246,False,https://www.idealista.com/inmueble/108293330/,"GPF-19148 ¡Oportunidad en Meco! Propiedad de 685 m2 con Proyecto para 2 viviendas. Se vende excelente propiedad en Meco de 685 metros cuadrados, con proyecto que permite la construcción de dos viviendas con planta baja (aprox. 185 m² ) y plata 1ª (aprox. 101 m²) PRIMERA VIVIENDA, distribuida en: Planta Baja: patio de aprox. 29 m², salón-comedor de aprox. 26,55 m², recibidor, aseo, cocina de parox. 11 m². Primera planta: con distribuidor, 2 amplios dormitorios y baño. SEGUNDA VIVIENDA, distribuida en: Planta Baja: patio de aprox. 51 m², salón-comedor de aprox. 29 m², baño, aseo, recibidor, cocina de aprox. 15 m² y un dormitorio de aprox. 17 m². Primera Planta: con distribuidor, baño y 2 amplios dormitorios. Ubicación tranquila, ideal para quienes buscan calidad de vida a pocos minutos de madrid ¡Gran potencial tanto para vivienda como para inversión! Para más información o visitas, no dudes en contactarnos. Sobre nosotros: GEPPCO es una Inmobiliaria que ofrece, tanto al propietario como al comprador, todos los servicios necesarios para que pueda convertir su sueño en una realidad y para ellos en todo el proceso contarás con asesoramiento y gestión de alto nivel con una amplia experiencia de más de 25 años y todo un equipo multidisciplinar en el sector financiero, inmobiliario y jurídico. GPF-19148.",False,renew,False,,526.0,True,False,False,False,[],False,False,360000.0,€,chalet,Meco,Casa independiente,GPF-19148,,,independantHouse,,,,
107988438,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/65/6b/1361259315.webp,28,4,400000.0,flat,sale,50.0,True,2,1,calle de Silva,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4218454,-3.7073172,False,https://www.idealista.com/inmueble/107988438/,"ALTOR ASESORES OFRECE:  ✨ ¡Vive en el corazón de Madrid en un piso con encanto y todo lo que necesitas! Ubicación inmejorable, en la calle Silva: céntrico, bien comunicado y rodeado de vida. Ideal para quienes buscan comodidad, estilo y practicidad en un mismo espacio. Las primeras imágenes que se muestran son renders. Este acogedor piso de 50 m² construidos se encuentra en buen estado y listo para entrar a vivir. Cuenta con 2 habitaciones, 1 baño completo y se sitúa en una finca con ascensor, lo que garantiza accesibilidad y confort. Es perfecto tanto para vivir como para invertir, gracias a su ubicación privilegiada a pocos pasos de la Gran Vía, con todos los servicios, comercios y transporte público al alcance de tu mano. La calle Silva es una zona vibrante y con carácter, donde lo clásico y lo moderno conviven en armonía. Vivir aquí significa disfrutar de la cultura, la gastronomía y el dinamismo de una de las áreas más deseadas de la ciudad. La vivienda cuenta con un historial de alquiler turístico, temporal y corporativo.",False,good,False,True,8000.0,False,False,False,False,[],False,False,400000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle de Silva,4200,True,False,,45000.0,410000.0,10000.0,2.0
108694585,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/89/a0/1352371848.webp,21,2,260000.0,studio,sale,39.0,False,0,1,"calle de Gravina, 21",Madrid,Madrid,Centro,es,Chueca-Justicia,40.4227955,-3.6964029,True,https://www.idealista.com/inmueble/108694585/,"Luminoso estudio reformado en el corazón de Chueca. Ubicado en la emblemática calle Gravina, a tan solo unos pasos de la Plaza de Chueca, este encantador estudio en segunda planta con ascensor te ofrece una excelente oportunidad tanto para inversores como para quienes buscan un hogar en uno de los barrios más vibrantes y cotizados de Madrid. El inmueble destaca por su inmejorable ubicación, rodeado de una amplia oferta gastronómica, comercial y cultural. El estudio ha sido recientemente reformado y cuenta con una distribución óptima, destacando su cocina totalmente equipada y un práctico armario empotrado. Además, la vivienda cuenta con un espacio independiente, integrado de manera armoniosa en la zona de estar, destinado a la colada, con lavadora y espacio para tender la ropa, lo que añade funcionalidad sin restar amplitud ni estilo al ambiente general. Su principal característica es la luminosidad, gracias a sus tres amplios ventanales en la zona de estar, que permiten la entrada de abundante luz natural durante todo el día. Además, el baño también cuenta con una ventana, garantizando ventilación natural y un ambiente fresco. Vivir en este estudio significa disfrutar de la comodidad y el dinamismo de Chueca, con todos los servicios a tu alcance y una conexión inmejorable con el resto de la ciudad. ¡No pierdas la oportunidad de visitarlo!",True,good,False,True,6667.0,True,True,False,False,[],False,False,260000.0,€,flat,"Chueca-Justicia, Madrid","Estudio en calle de Gravina, 21",,,,studio,,,,
