propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108701123,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/eb/86/1352562092.webp,30,3,1395000.0,flat,sale,166.0,True,3,4,"avenida del General Perón, 24",Madrid,Madrid,Tetuán,es,Cuatro Caminos,40.4520476,-3.6956529,True,https://www.idealista.com/inmueble/108701123/,"Luz, amplitud y equilibrio en el corazón de General Perón, al lado del Bernabeu En la vibrante Avenida de General Perón, donde la ciudad se transforma y crece, esta vivienda de 166 m², situada en una tercera planta, ofrece el equilibrio perfecto entre dinamismo urbano y serenidad residencial en Madrid. Su estructura invita a imaginar un hogar con espacios bien proporcionados y bañados por luz natural. Un lienzo ideal para proyectar una distribución de 3 dormitorios, 3 baños y un aseo de cortesía, acompañados de una terraza exterior que amplía la experiencia del espacio y aporta ritmo al día a día. Ubicada en una finca representativa con portero físico, esta propiedad combina elegancia clásica con la versatilidad de un proyecto a medida. La vivienda se encuentra próxima a centros educativos, áreas comerciales y al distrito financiero, lo cual la convierte en una opción muy atractiva tanto para familias como para perfiles inversores. A menos de cinco minutos andando de la calle Orense y el parque General Peron  Este piso no es solo una oportunidad inmobiliaria: es la base para construir un hogar con identidad, armonía y estilo, en una de las zonas con mayor proyección de Madrid. Las imágenes corresponden a una reforma ya finalizada, con calidades y acabados equivalentes a los del piso en venta.",False,good,False,True,8404.0,True,False,False,False,[],False,False,1395000.0,€,flat,"Cuatro Caminos, Madrid","Piso en avenida del General Perón, 24",,,,,,,
108777148,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/e6/b4/1354817662.webp,15,14,260000.0,flat,sale,69.0,True,1,1,"avenida de la Constitución, 85",Madrid,Coslada,El Barral Ferial,es,,40.4273273,-3.554531,True,https://www.idealista.com/inmueble/108777148/,"GARANTY HOME vende piso en una de las mejores zonas de Coslada, con 69 m² construidos y una distribución práctica y funcional. Ideal como vivienda habitual o como inversión. La vivienda cuenta con salón luminoso con cocina americana integrada, un dormitorio acogedor, baño completo y pasillo con armario empotrado de dos puertas. Incluye plaza de garaje y trastero, ambos incluidos en el precio. El edificio dispone de 4 ascensores, amplio hall de entrada con luz natural, piscina climatizada de uso durante todo el año y sala de gimnasio equipada. En cuanto a los acabados: suelos de gres en el baño, tarima en el resto de la vivienda, grandes ventanales en el salón, ventiladores de techo y calefacción individual con apoyo de placas solares. Máxima seguridad gracias a la conserjería 24 horas y sistema de videovigilancia. Ubicación privilegiada, rodeado de todos los servicios esenciales: parques infantiles, tren, metro, colegios, supermercados, farmacias, taxis y autobuses a pocos minutos caminando. Las fotografías publicadas pueden no coincidir con la propiedad ofertada y no son vinculantes. Consulta condiciones y agenda tu visita con Garanty Home Coslada. REFERENCIA: MA06251.",False,good,False,True,3768.0,True,False,False,False,[],False,False,260000.0,€,flat,"El Barral Ferial, Coslada","Piso en avenida de la Constitución, 85",MA06251,True,True,,,,
109200864,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/34/65/1367296791.webp,46,,295000.0,chalet,sale,231.0,,5,2,calle Perú,Madrid,San Martín de Valdeiglesias,,es,,40.3717953,-4.4040901,False,https://www.idealista.com/inmueble/109200864/,"¿Buscas un chalet en venta en San Martín de Valdeiglesias que combine comodidad, espacio y naturaleza? Esta vivienda de dos plantas es ideal para familias, segunda residencia o como inversión para alquiler turístico y a tan solo 68 km de Madrid. En la planta principal, te esperan tres habitaciones, un baño completo y una cocina comedor luminosa con vistas y acceso directo al jardín, perfecta para desayunos al aire libre. Salón con chimenea, ideal para reunir a la familia y crear recuerdos acogedores. La planta baja alberga una vivienda independiente con dos habitaciones, salón, cocina y baño completo — perfecta para familias multigeneracionales, teletrabajo, invitados o alquiler. En el exterior, disfruta de una piscina privada, un auténtico lujo para tus veranos en esta preciosa zona rodeada de naturaleza y aire limpio. ¿Y por qué San Martín de Valdeiglesias? •Un entorno natural protegido, ideal para disfrutar de aves como el águila imperial o el buitre leonado, y destinos como el pantano de San Juan con su playa de Bandera Azul  •Rutas vinícolas, bodegas con catas y cultura enológica local. •Historia y patrimonio: el espectacular Castillo de la Coracera y un casco antiguo con encanto. •Perfecta combinación de tranquilidad, naturaleza y accesibilidad desde Madrid — “un paraíso cerca de Madrid”. Todo ello en una parcela rodeada de naturaleza, dentro de una de las zonas más valoradas de la Sierra Oeste de Madrid. No dejes pasar la oportunidad de vivir en uno de los lugares más demandados de la Comunidad de Madrid, llámanos para concertar una visita.",False,good,False,,1277.0,False,False,False,False,[],False,False,295000.0,€,chalet,San Martín de Valdeiglesias,Casa independiente en calle Perú,MT00059,True,True,independantHouse,,,
107748520,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/64/bd/1322144379.webp,81,,935000.0,chalet,sale,270.0,,5,3,avenida de Doña Laura García Noblejas y Brunet,Madrid,Villaviciosa de Odón,Centro,es,,40.3636441,-3.9104037,False,https://www.idealista.com/inmueble/107748520/,"Bastia inmobiliaria pone a la venta este magnifico chalet pareado de esquina listo para entrar a vivir, totalmente exterior y con mucha luz natural, la vivienda dispone de, jardín en forma de U, jacuzzi, garaje y trastero privado, la vivienda esta situada en una zona residencial privilegiada rodeada de zonas verdes. La vivienda consta de 4 dormitorios (antes 5), 2 baños completos y un aseo, cocina amueblada y equipada con electrodomésticos, gran salón comedor, acceso a la terraza desde la cocina y salón, distribuidos en tres plantas, en la primera planta encontramos un dormitorio, a día de hoy es un despacho, hall de entrada, cocina independiente, aseo y gran salón comedor, en la segunda planta encontramos dormitorio principal baño completo en suite y otro dormitorio (actualmente un vestidor). Planta semi sótano encontramos un trastero muy preparado con ventanas al exterior independiente y el garaje con capacidad de 4 coches, quedando espacio para motos u otros enseres también con ventanas al exterior. CALIDADES: Puerta de entrada de seguridad. Porche delantero con rampa hacia el garaje. Ventanas aluminio Climalit imitación madera oscilobatientes. Calefacción individual de gas natural, con radiadores en todas las estancias. Aire acondicionado por conductos en toda la casa. Suelos de Gress y tarima de Bermeo. Armarios empotrados. Puertas interiores lacadas blanco. COMUNICACION Y ALREDEDORES: Colegios y universidad. Centros de salud, supermercados, farmacias, restauración, zonas verdes. Acceso directo a la M501, a pocos minutos encontramos la Ciudad Financiera Del Santander y la Universidad Europea De Madrid. VEN A VERLO, NOSOTROS TE LO ENSEÑAMOS, Y SI NECESITAS FINANCIACION, TE OFRECEMOS LAS MEJORES CONDICIONES SIN COMPROMISO.",True,good,False,,3463.0,True,False,False,False,[],False,False,935000.0,€,chalet,"Centro, Villaviciosa de Odón",Chalet pareado en avenida de Doña Laura García Noblejas y Brunet,BAS-VILLA,True,True,semidetachedHouse,,,
107709558,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/6c/d3/1320475795.webp,26,,175000.0,chalet,sale,110.0,,3,2,calle del Torrontero,Madrid,Cervera de Buitrago,,es,,40.9231059,-3.5292143,False,https://www.idealista.com/inmueble/107709558/,"DELANAORIVERA te ofrece tu refugio ideal en el Embalse de El Atazar. Si buscas un oasis de tranquilidad en plena naturaleza, esta casa es para ti. Situada en un enclave privilegiado con vistas espectaculares al embalse, esta vivienda combina confort, privacidad y un entorno inigualable. Ubicación única, rodeada de montañas y agua cristalina, perfecta para desconectar del bullicio de la ciudad, la vivienda con más de 120 años completamente reformada con un diseño acogedor, amplios ventanales, un salón comedor con chimenea, una cocina equipada y habitaciones luminosas, cuenta con una amplia terraza y un acceso a rutas de senderismo, deportes acuáticos y naturaleza en estado puro. Ideal para amantes de la naturaleza, perfecto para escapadas de fin de semana o para vivir todo el año rodeado de paz y aire puro. Además podrás aprovecharlo como negocio, posee la licencia de vivienda de uso turístico de la Comunidad de Madrid.    Somos una agencia inmobiliaria con un servicio 360º, en el que poder confiar y atender tu demanda desde el inicio ya sea por una compra, una venta o un alquiler, sin perder el tiempo. Estamos para hacértelo más fácil. También disponemos de un equipo de profesionales para las reformas, tanto para inversores, como para acondicionar la entrada de un hogar o simplemente vender en menos tiempo y a mayor valor. Contamos con un servicio de hipotecas con posibilidad de financiación del 100% para que sea más sencilla la compra y un servicio de alarmas con los mejores en seguridad, para que puedas estar seguro. Ofrecemos un servicio de mudanzas y guardamuebles con vehículos equipados para llevar su mercancía segura y protegida. Trabajamos para empresas o particulares, desmontaje y montaje de los muebles, así como, el embalaje de muebles. Disponemos de un servicio de fabricación de casas modulares, con el mismo, hacemos un estudio en todas nuestras parcelas para poder llevar acabo la construcción de cualquiera de los modelos disponibles. Contacte con nosotros y buscaremos la mejor opción para usted. Presupuesto sin compromiso. Si deseas ver inmuebles similares pincha en nuestro logo o visita nuestra web o redes sociales, Instagram, tiktok….",True,good,False,,1591.0,True,False,False,False,[],False,False,175000.0,€,chalet,Cervera de Buitrago,Chalet adosado en calle del Torrontero,,,,terracedHouse,,,
108633145,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/e5/d0/1350539517.webp,25,,300000.0,chalet,sale,139.0,,2,2,Las Zorreras - Monte Encinar,Madrid,El Escorial,Las Zorreras - Monte Encinar,es,,40.6134348,-4.054222,False,https://www.idealista.com/inmueble/108633145/,"¡Oportunidad única! Se vende en concepto de NUDA PROPIEDAD espectacular parcela de 806 m² con 2 construciones, en la prestigiosa urbanización Las Suertes de El Escorial. Esta propiedad destaca por su privilegiada ubicación, rodeada de naturaleza y tranquilidad, y por sus impresionantes vistas panorámicas al pantano de Valmayor y la Sierra. Construcción principal: 76 m² distribuidos en un porche acristalado con vistas inmejorables, amplio salón-comedor, cocina totalmente equipada, baño con plato de ducha y un espacioso dormitorio, todo exterior y muy luminoso. Segunda Construcción: 63m² distribuidos en dormitorio, baño completo y cocina, también con vistas a la sierra y al pantano, ideal para invitados o como apartamento independiente. El exterior de la finca ofrece una gran piscina, zona de barbacoa perfecta para reuniones familiares y jardines, todo ello en una parcela distribuida en dos alturas para aprovechar al máximo el entorno y las vistas. Ventajas de vivir en Las Suertes de El Escorial: ●Urbanización consolidada, tranquila y segura, rodeada de naturaleza. ●Excelente comunicación: parada de autobús cercana y fácil acceso a la estación de tren de Las Zorreras con conexión directa a Madrid. ●Próxima a supermercados, comercios, colegios y todos los servicios necesarios para el día a día. ●Ideal para quienes buscan calidad de vida, tranquilidad y contacto con la naturaleza, sin renunciar a la comodidad de tener todos los servicios a mano. Condiciones Económicas: - Pago único de 300.000 €. Gastos del Inmueble: A cargo del propietario: - IBI - Seguro del continente del inmueble.  A cargo del usufructuario: - Tasas municipales de residuos. - Recibos de suministros. - Seguro de contenido del inmueble. No pierda la oportunidad de invertir en una propiedad exclusiva en una de las mejores zonas residenciales de El Escorial. ¡Contacte para más información y visitas!",False,good,False,,2158.0,True,False,False,False,[],False,False,300000.0,€,chalet,"Las Zorreras - Monte Encinar, El Escorial",Casa independiente,3303-03175,,,independantHouse,,,
107297917,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/e0/88/1333799084.webp,19,,780000.0,chalet,sale,480.0,,5,4,calle Ignacio Zuloaga,Madrid,Villalbilla,,es,,40.4471178,-3.3521216,False,https://www.idealista.com/inmueble/107297917/,"**Chalet Independiente a Estrenar en Venta - Un Oasis de Lujo y Comodidad** Descubre este impresionante chalet individual de 480 m², ubicado en una parcela de 1.500 m² que te ofrece un espacio inigualable para disfrutar de la vida. Con una distribución en dos plantas, la planta baja cuenta con un acogedor porche de entrada, un aseo de cortesía y un dormitorio tipo suite que garantiza privacidad y confort. El amplio salón-comedor de 60 m² es el lugar perfecto para compartir momentos inolvidables con familia y amigos, mientras que la cocina en concepto semiabierto te permitirá disfrutar de la compañía mientras cocinas. Subiendo a la planta primera, encontrarás el elegante dormitorio principal, que incluye un vestidor luminoso y un baño completo equipado con bañera de hidromasaje, ducha y lavabo de dos senos. Además, este dormitorio tiene acceso a una fabulosa terraza con vistas impresionantes. Tres dormitorios adicionales, todos con armarios empotrados, ofrecen espacio suficiente para toda la familia, y dos de ellos cuentan con salida a otra terraza. Un segundo baño completo en esta planta asegura comodidad para todos. El semisótano alberga la maquinaria de la vivienda y un local que puede ser utilizado como garaje. La casa está equipada con un avanzado sistema de domótica y calefacción y aire acondicionado por aerotermia, garantizando eficiencia y confort en todo momento.  No solo disfrutarás de la casa principal, sino que también hay una casa de invitados independiente y equipada, que incluye un amplio dormitorio, acogedor salón, cocina abierta y baño completo. Los exuberantes jardines que rodean la propiedad crean un ambiente de paz absoluta, ideal para relajarse y desconectar del bullicio diario. Esta propiedad se encuentra en una ubicación privilegiada y exclusiva, perfecta para quienes buscan lujo y tranquilidad. *Las obras de reformas estarán terminadas aproximadamente antes del 30 de diciembre de 2025. Las fotos publicadas son un ejemplo de como quedará cuando esté terminada su obra y algunas de como va avanzando la misma. *Este precio no incluye gastos notariales, registrales ni de impuesto de transmisiones. *ALCALÁ SERCOMCASA NO COBRA HONORARIOS AL COMPRADOR. ¡No pierdas la oportunidad de hacer de este chalet tu nuevo hogar!",True,good,False,,1625.0,True,False,False,True,[],False,False,780000.0,€,chalet,Villalbilla,Casa independiente en calle Ignacio Zuloaga,SER0216,True,True,independantHouse,,,
104246335,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/30/90/1288504707.webp,75,,1825000.0,chalet,sale,288.0,,4,3,Barrio Ciudad Jardín,Madrid,Madrid,Chamartín,es,Ciudad Jardín,40.4531422,-3.6693377,False,https://www.idealista.com/inmueble/104246335/,"Fantástico chalet con tres terrazas (55 m2, 35 m2 y 19 m2) y garaje. Vivienda para reformar, con muchas posibilidades para transformarla en una maravillosa vivienda de lujo.  Situada en una calle muy tranquila, al lado de todo tipo de comercios y en la mejor zona de Ciudad Jardín.  Parcela de 205 m2, y vivienda de 288 m2 construidos. El chalet tiene 3 plantas. La planta baja de 96 m2, consta de salón, amplia zona de trabajo con despacho, dormitorio y cuarto de baño con zona de almacenaje. Se podría hacer diáfana ya que tiene sólo dos pilares. La primera planta de unos 50 m2, tenemos el salón, un cuarto de estar y la cocina. Desde esta planta accedemos a dos de las terrazas (una de unos 35 m2 y otra de unos 19 m2) y a la piscina cubierta.  La segunda planta también tiene unos 50 m2 y en ésta planta está la zona de descanso con 3 dormitorios, el principal con baño en suite y los otros dos dormitorios que comparten un baño. Desde esta planta tenemos acceso a una gran terraza de unos 55 m2. El chalet también tiene garaje y jardín. Calefacción de gas natural, chimenea, y aire acondicionado. ¡Mejor ver! Para solicitar visita póngase en contacto con Patricia. Tfno: 609/11/25/88. Puede ver más inmuebles en nuestra web emphasisplus. com  Ciudad Jardín es una zona muy tranquila y exclusiva. Cerca de supermercados, restaurantes, bares, colegios, iglesias, universidades, comercios, polideportivos. Bien comunicada tanto por transporte público (metro y autobús) como de fácil acceso a la M-30ompleto.",True,renew,False,,6337.0,True,True,False,True,[],False,False,1825000.0,€,chalet,"Ciudad Jardín, Madrid",Chalet pareado,,True,True,semidetachedHouse,,,
106773723,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/01/9c/1293765235.webp,108,,975000.0,chalet,sale,340.0,,4,3,calle Guadiana,Madrid,Villaviciosa de Odón,El Bosque,es,,40.3847838,-3.9406064,False,https://www.idealista.com/inmueble/106773723/,"INMODON VENTE IMPRESIONANTE CHALET ¡Descubre el hogar de tus sueños en la exclusiva urbanización El Bosque! Esta impresionante casa independiente, situada en una parcela de 2.091 m², ofrece un espacio de vida excepcional con 340 m² construidos distribuidos en dos plantas más un sótano. En la planta baja, encontrarás un amplio salón, una cocina moderna, un comedor acogedor y un dormitorio con baño privado. La planta alta alberga dos dormitorios con terraza, un baño espacioso y un dormitorio principal tipo suite con vestidor y baño completo. El sótano es perfecto para los amantes del motor, con capacidad para tres coches, además de contar con un cuarto de caldera y trastero. La parcela es un oasis de tranquilidad con una piscina refrescante, un cenador ideal para reuniones familiares y una zona de juegos para los más pequeños. La ubicación es inmejorable, cerca de prestigiosos colegios, restaurantes y la Universidad Europea de Madrid. Además, cuenta con supermercados como La Despensa o Lidl a pocos minutos. DISTRIBUCION: Planta baja tiene: recibidor amplio, 1 dormitorio con baño, salón amplio con chimenea y terraza y dos alturas con zona de comedor con salida a un impresionante porche, cocina con office y electrodomésticos y salida a al poche y cenador, despacho o cuarto multiuso. Planta alta: distribuidor con armario, 2 dormitorios con terraza y armarios empotrados, 1 baño muy amplio, dormitorio principal tipo suite con zona de vestidor y baño.  Planta sótano: garaje con capacidad para 3 coches, con 2 puertas automáticas, cuarto de caldera de calefacción que es de gasóleo. Zona de trastero.  La localidad combina a la perfección patrimonio cultural y naturaleza, ofreciendo una calidad de vida inigualable. Con excelente conexión a Madrid a través de la M-40 y M-50, esta propiedad es ideal para quienes buscan tranquilidad sin renunciar a la comodidad de la ciudad. No pierdas la oportunidad de visitar esta joya inmobiliaria que está en buen estado y cuenta con calefacción por bomba de frío/calor, orientación sur y clase energética E. ¡Ven y enamórate de tu nuevo hogar!",True,good,False,,2868.0,True,False,False,False,[],False,False,975000.0,€,chalet,"El Bosque, Villaviciosa de Odón",Casa independiente en calle Guadiana,venmafreind,True,True,independantHouse,,,
108908125,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/17/c3/1358584981.webp,23,bj,179000.0,studio,sale,30.0,True,0,1,"calle de Florencio García, 6",Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4380706,-3.6402578,True,https://www.idealista.com/inmueble/108908125/,"GRAN OPORTUNIDAD DE VIVIENDA, recién REFORMADO A PIE DE CALLE TIENE LA DECLARACIÓN RESPONSABLE - RESIDENCIAL  ""FANTÁSTICO ESTUDIO EN VENTA, EXTERIOR con muchísima luz"". El inmueble esta ubicado en BARRIO DE QUINTANA, a tres minutos del metro de Ciudad Lineal. El piso esta cercano a paradas de autobús como el 48, 38, 113, 146, entre otros; y a escaso minutos de la calle Alcalá y del Centro Comercial Alcalá Norte. El inmueble está rodeado de supermercados y parques. Zona totalmente residencial. EN UNO DE LOS MEJORES BARRIOS DE MADRID, CONECTADO CON TODAS LAS ZONAS. TOTALMENTE EXTERIOR con muchísima luz Tiene 33m2, distribuidos en: - Dos plantas: cocina, baño y un trastero arriba con posibilidad de hacerlo habitable  El inmueble se encuentra bien ubicado y libre de cargas InmoCasPer siempre a tu disposición, cuenta con nosotros para cualquier tema relacionado con inmobiliaria, ITE, cambio de domiciliación de servicios, valoraciones totalmente gratuitas, reformas y todo lo que necesites. "" Precio 179.000€ Características básicas: 33m2 construidos 29m2 útiles 1 baño  Segunda mano/Buen estado Cocina con electrodomésticos A pie de calle  Certificación energética: En trámite Ubicación.",True,good,False,False,5967.0,True,False,False,False,[],False,False,179000.0,€,flat,"Quintana, Madrid","Estudio en calle de Florencio García, 6",,,,studio,,,
