propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,neighborhood,hasLift,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108251028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/10/be/1338548533.webp,28,349900.0,chalet,sale,174.0,4,3,calle de Prudencio Melo,Madrid,Chapineria,es,40.3790817,-4.2090747,False,https://www.idealista.com/inmueble/108251028/,"""CAPITAL HOME VENDE ESPECTACULAR CHALET PAREADO"" Este encantador chalet pareado te ofrece la oportunidad perfecta para desconectar y disfrutar de la vida en plena naturaleza. Situado a solo 30 minutos de Madrid, esta vivienda combina comodidad y estilo en un entorno idílico. Con 174 m² construidos distribuidos en varias plantas, garantizan el máximo confort durante todo el año. La cocina, con ventana al patio, ofrece una gran luminosidad, espacio para office, mientras que el acogedor y luminoso salón se convierte en el lugar perfecto para relajarse.  El chalet cuenta con cuatro amplias habitaciones equipadas, dos baños completos, uno de ellos en suit, y un aseo. Dispone también de una zona abuhardillada con terraza. En el exterior, encontramos un patio muy agradable, que dispone de una pérgola de madera y nos hace disfrutar de esta estancia todo el año. Construido en el año 2004, el chalet se encuentra en un estado excelente y listo para entrar a vivir. Esta casa es ideal como segunda residencia para aquellos que buscan un refugio tranquilo sin renunciar a las comodidades modernas. Excelente comunicación con Brunete a menos de 10 minutos y con Madrid Capital a 25 minutos. Estufa de pellet y casette de leña. Ventanas PVC doble acristalamiento/Climalit. Muro de piedra de 70cm. DEPARTAMENTO FINANCIERO PROPIO. NO DUDES EN CONSULTARNOS PARA AGENDAR UNA VISITA.",False,good,False,2011.0,False,False,False,False,[],False,False,349900.0,€,True,True,chalet,semidetachedHouse,Chapineria,Chalet pareado en calle de Prudencio Melo,Destacado,,,,,,,,,
103427642,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/25/d5/1189192345.webp,12,1339000.0,flat,sale,134.0,2,2,calle de Juan Bravo,Madrid,Madrid,es,40.4309329,-3.6717316,False,https://www.idealista.com/inmueble/103427642/,"Infocasa Consulting pone a la venta: Acogedora vivienda exterior, luminosa, completamente reformada y amueblada con balconadas al exterior en una de las zonas más demandadas de Madrid.  Inmueble totalmente reformado por el estudio de arquitectura Arctempus. Situado en la tercera planta. Cuenta con balcones que dan vistas a la propia calle Juan Bravo lo que le proporciona una gran luminosidad. Consta de 2 habitaciones de gran tamaño con 2 baños en suite, más un aseo de cortesía. Se entrega totalmente amueblado con muebles de diseño hechos a medida, muebles de las mejores calidades, acabados en madera y una excelente iluminación mediante luces LED. Este inmueble cuenta con domótica que permite controlar el inmueble desde cualquier lugar. No dude en llamarnos para concertar visita, estaremos encantados de atenderles. - Les esperamos.",False,good,False,9993.0,True,False,False,False,[],False,False,1339000.0,€,,,flat,,"Lista, Madrid",Piso en calle de Juan Bravo,Destacado,3,True,Barrio de Salamanca,Lista,True,,,,
108982193,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/c1/21/1360813202.webp,15,222000.0,flat,sale,72.0,3,1,Barrio Palomeras sureste,Madrid,Madrid,es,40.3820397,-3.6498837,False,https://www.idealista.com/inmueble/108982193/,"Inmobiliaria Kronox vende en exclusiva esta excelente vivienda en el barrio de Palomeras.  Se trata de un inmueble de 72 m² construidos y 62 m² útiles, distribuido en 3 dormitorios, salón, cocina independiente, baño y terraza.  Entre sus cualidades, la vivienda cuenta con calefacción individual por gas natural, aire acondicionado en el salón (frío/calor), ventanas con climalit y una amplia terraza. Se encuentra en una zona consolidada con todo tipo de servicios como son centro de salud, supermercados, bancos, colegios, comercios, farmacias, parques y zonas verdes donde poder pasear y relajarse. La vivienda se encuentra muy bien comunicada en transporte publico, a tan solo 10 minutos andando del cercanías Renfe (a tan solo dos paradas de Atocha). Muy cerca de la vivienda tenemos la parada de autobús de las líneas 10, 57, 310,144, y N11, y a escasos minutos andando del metro de Miguel Hernández  (línea 1). Por transporte privado bien comunicada a través de la M-40. En el precio de venta no están incluidos los gastos de compra (Impuesto de transmisiones patrimoniales / notaría - gestoría / registro/ intermediación inmobiliaria y/o financiera) La vivienda ideal para su familia. No pierda esta gran oportunidad.. . Solicite una cita con nuestro departamento comercial, uno de nuestros asesores estarán encantados de mostrarle sin compromiso el que puede convertirse en su NUEVO HOGAR, y recuerde si necesita financiación, en Inmobiliaria Kronox podemos darle la solución con nuestro departamento financiero.             Tu Inmobiliaria de Barrio en Vicálvaro y Moratalaz.",False,good,False,3083.0,True,False,False,False,[],False,False,222000.0,€,,,flat,,"Palomeras sureste, Madrid",Piso,Destacado,,True,Puente de Vallecas,Palomeras sureste,True,21719,,,
108778928,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/28/56/1354870440.webp,35,510000.0,flat,sale,80.0,1,1,calle de la Cava Baja,Madrid,Madrid,es,40.413016,-3.7086146,False,https://www.idealista.com/inmueble/108778928/,"PISO EN VENTA EN LA CAVA BAJA EXENTO DE IBI E ITE FAVORABLE La vivienda se encuentra en excelente estado, cuenta con una superficie de 80 metros cuadrados distribuidos de forma funcional y cómoda. Se encuentra en una finca con ascensor, en perfecto estado de conservación, y con la Inspección Técnica de Edificios (ITE) favorable, lo que garantiza la calidad estructural del edificio. El piso dispone de un amplio salón diáfano muy luminoso, con dos balcones exteriores que permiten una excelente entrada de luz natural durante todo el día. La vivienda cuenta con un dormitorio independiente que también dispone de su propio balcón, creando un espacio privado y soleado. El baño es completo y está en muy buen estado. La cocina es independiente, equipada y bien aprovechada, ideal tanto para uso diario como para quienes disfrutan cocinando. Entre las comodidades que ofrece esta propiedad se incluye aire acondicionado, lo que garantiza confort tanto en verano como en invierno. La finca está exenta del pago del IBI, lo que supone un ahorro importante en los gastos anuales de mantenimiento. Además, existe la posibilidad de adquirir una plaza de garaje, una ventaja muy valorada en esta zona tan céntrica de Madrid. Oportunidad única para vivir o invertir en una de las zonas con más encanto del centro histórico de Madrid. Una vivienda con personalidad, lista para entrar a vivir y rodeada de todos los servicios, restaurantes, y transportes que ofrece el barrio de palacio.",False,good,False,6375.0,False,False,False,False,[],False,False,510000.0,€,,,flat,,"Palacio, Madrid",Piso en calle de la Cava Baja,Destacado,1,True,Centro,Palacio,True,LCM37702,,,
109055533,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/0e/04/1362959888.webp,32,645000.0,flat,sale,96.0,2,2,calle del Plomo,Madrid,Madrid,es,40.3895244,-3.687888,False,https://www.idealista.com/inmueble/109055533/,"La Casa Agency vende vivienda ubicada en la calle Plomo, una de las zonas más demandadas de Arganzuela, gracias a su excelente comunicación, tranquilidad y la calidad de sus servicios. Inmueble con 96 m² construidos y se distribuye de forma práctica y cómoda para aprovechar al máximo cada espacio. Dispone de un luminoso salón-comedor, cocina independiente, dos dormitorios y dos baños completos, ofreciendo todo lo necesario para disfrutar de una vida confortable. Incluye un trastero dentro del precio, un espacio extra muy valorado para guardar todo aquello que no necesitamos a diario, lo que añade comodidad y orden a la vivienda. Uno de los mayores atractivos de esta propiedad es la urbanización en la que se encuentra, que ofrece unas instalaciones pensadas para disfrutar sin salir de casa. Los residentes disponen de una piscina comunitaria, ideal para los meses de verano, un gimnasio totalmente equipado, jardines cuidados que aportan un entorno agradable y un servicio de portero físico las 24 horas, que garantiza tranquilidad y seguridad en todo momento. La ubicación es otro de sus puntos fuertes. Situada en una zona moderna y en constante revalorización, la vivienda cuenta con todos los servicios al alcance de la mano: supermercados, centros educativos, restaurantes, zonas de ocio y amplias áreas verdes donde pasear o practicar deporte. Además, las comunicaciones son excelentes, con varias líneas de autobús y metro a pocos minutos, así como un rápido acceso a la M-30, lo que facilita la conexión con cualquier punto de la ciudad. Se trata de una vivienda que combina espacio, calidad y servicios en un entorno residencial privilegiado, perfecta tanto para familias como para parejas que buscan un hogar en el que instalarse sin renunciar a la comodidad de tenerlo todo cerca. El precio de venta es de 645.000€. Una oportunidad única para vivir en una de las mejores zonas de Arganzuela.",False,good,False,6719.0,False,False,False,False,[],False,False,645000.0,€,,,flat,,"Legazpi, Madrid",Piso en calle del Plomo,Destacado,2,True,Arganzuela,Legazpi,True,LCM38291,,,
104242946,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/da/a4/1214200534.webp,44,950000.0,chalet,sale,590.0,6,4,Las Marías,Madrid,Torrelodones,es,40.5711625,-3.9455104,False,https://www.idealista.com/inmueble/104242946/,"Chalet independiente de 590 m2 en parcela de 1.550 m2 en la prestigiosa urbanización Las Marías, en Torrelodones. La vivienda se divide en 3 plantas pero se puede hacer vida en la planta baja, ya que la misma consta de 3 dormitorios más otro de servicio. En total, la planta baja consta de 4 dormitorios, 2 baños completos, cocina con vitro y despensa y un amplio salón de 60 m2 con chimenea y salida al porche y al jardín. En la planta superior se encuentras otros 2 dormitorios y un baño completo. El dormitorio principal con salita de estar y terraza. Además hay una zona abierta en el hall, para colocar si se quiere un despacho.  En la planta semisótano hay un salón de 38 m2 con Cocinita, chimenea, baño con ducha, antiguo garaje para trastero y salida a la parcela.  Tiene un bonito jardín con piscina y vistas al Parque Natural. Cercano a la zona comercial de la Colonia y a Renfe.",False,renew,False,1610.0,False,False,False,True,[],False,False,950000.0,€,True,True,chalet,independantHouse,"Las Marías, Torrelodones",Casa independiente,Destacado,,,Las Marías,,,1337,,,
108543862,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/69/b2/1348038418.webp,44,459900.0,chalet,sale,309.0,4,3,calle Cerros,Madrid,Cubas de la Sagra,es,40.1951888,-3.8479159,False,https://www.idealista.com/inmueble/108543862/,"'Agencia inmobiliaria de Torrejón de la Calzada - zona Torrejón de la Calzada, Cubas de la Sagra y Torrejón de Velasco vende ESPECTACULAR Chalet pareado de 309 m2 con piscina y amplio patio. Habitación y baño completo en PLANTA BAJA.  -Planta Calle Cocina independiente amueblada y acceso desde el hall y el salón. Salón amplio y luminoso con salida directa al porche trasero y la zona exterior. En esta planta también contamos con un dormitorio con armario empotrado y baño completo, ideal para invitados o personas con movilidad reducida. -Primera Planta Dispone de tres dormitorios amplios y luminosos, todos con armarios empotrados. El dormitorio principal cuenta con baño en suite y vestidor. Además, la planta incluye otro baño completo adicional. La distribución es práctica y cómoda. -Planta Sótano El sótano ofrece un garaje privado para dos coches con acceso directo a la vivienda. También dispone de trastero y un amplio espacio multiusos acondicionado como salón/bodega, ideal para reuniones o almacenaje. -Exterior La vivienda cuenta con una amplia parcela de 368 m² con jardín y zona solada de imitación madera, de fácil mantenimiento. Destaca la bonita piscina privada, perfecta para disfrutar en familia. La parcela permite crear zonas diferenciadas para ocio, descanso y comidas al aire libre. • Piscina privada • Garaje con acceso directo a la vivienda • Salón/bodega adicional • Dormitorio en planta baja con baño completo • Vivienda en perfecto estado • Zonas exteriores amplias y funcionales Cubas de la Sagra cuenta con todos los servicios tales como bancos, centro de salud, restaurantes, colegios e institutos, etc. Además se encuentra a escasos 5km del hospital infanta cristina y con acceso inmediato a carreteras de largo recorrido como la a-42. También dispone de servicio de taxi y autobús interurbano. '.",False,good,False,1488.0,False,False,False,False,[],False,False,459900.0,€,True,True,chalet,semidetachedHouse,Cubas de la Sagra,Chalet pareado en calle Cerros,Destacado,,,,,,,,,
108537739,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/08/bc/1347842054.webp,32,290000.0,flat,sale,90.0,3,2,calle de la Doctora,Madrid,Navalcarnero,es,40.2912834,-4.0151841,False,https://www.idealista.com/inmueble/108537739/,"¡Descubre este luminoso y reformado piso de 90 metros cuadrados que te ofrece comodidad y estilo en un entorno céntrico! Con tres dormitorios amplios y dos baños completos, esta vivienda es perfecta para familias o quienes buscan espacio y funcionalidad. La propiedad cuenta con aire acondicionado y calefacción eléctrica de sistema individual, garantizando un ambiente agradable en cualquier estación del año. La cocina está completamente amueblada, ideal para mayor comodidad. Sus ventanas de aluminio con doble acristalamiento Climalit y sus suelos de gres aportan eficiencia energética y un acabado moderno. La puerta blindada, las puertas interiores lacadas en blanco y la pintura lisa aportan seguridad y un toque de elegancia. Además, podrás disfrutar de una terraza con césped artificial y soleada, perfecta para momentos de relax o reuniones con amigos. La vivienda se encuentra dispone de placas solares lo que supone en enorme ahorro energético, se entrega no amueblada, y en un estado óptimo y listo para entrar a vivir, este piso combina funcionalidad y confort en una ubicación privilegiada. Descubre nuestras ofertas en.",False,good,False,3222.0,False,False,False,False,[],False,False,290000.0,€,,,flat,,"Centro, Navalcarnero",Piso en calle de la Doctora,Destacado,1,True,Centro,,False,NAV4769,,,
108618987,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/37/23/1350121662.webp,11,310000.0,flat,sale,39.0,1,1,Barrio Malasaña-Universidad,Madrid,Madrid,es,40.423663,-3.7073252,False,https://www.idealista.com/inmueble/108618987/,"se vende bonito Apartamento totalmente reformado y en una segunda planta interior pero con luz natural ya que da a un patio abierto, salón con amplio ventanal, al igual que el dormitorio, la cocina amueblada y equipada, cuarto de baño también con ventana exterior, el apartamento con techos altos de 4 metros, ofrece un ambiente moderno y acogedor, con un sistema de climatización por bomba de frío/calor. , excelente ubicación en pleno centro de Madrid a 6 minutos de la Plaza de España y a 2 minutos de la estación de metro.",False,good,False,7949.0,False,False,False,False,[],False,False,310000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso,Destacado,2,False,Centro,Malasaña-Universidad,False,A-173,,,
108517966,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/3b/05/1348263315.webp,25,229000.0,flat,sale,71.0,3,1,Barrio Casco Antiguo,Madrid,Leganés,es,40.3308743,-3.7646091,False,https://www.idealista.com/inmueble/108517966/,"Exclusivas Romero comercializa vivienda en Leganés Centro.  El inmueble cuenta con una superficie de 70m2 y se distribuye de la siguiente manera: Hall de entrada, cocina independiente, office- comedor, salón con acceso a terraza, pasillo distribuidor, cuarto de baño y tres dormitorios. Vivienda exterior, muy luminosa, orientación sur. Vivienda muy bien ubicada con todos los servicios a un paso (Centro de salud, farmacias, supermercados, etc…) y comunicada con autobuses, Cercanías Renfe y metrosur. Llame e infórmese!",False,good,False,3225.0,True,False,False,False,[],False,False,229000.0,€,,,flat,,"Casco Antiguo, Leganés",Piso,Destacado,1,True,Centro,Casco Antiguo,True,L134-25,,,
