propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
108750782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/c4/5c/1354036818.webp,108750782,19,4,118000.0,flat,sale,57.0,True,2,1,calle de Villajoyosa,Madrid,Madrid,Villaverde,es,Los Rosales,40.3551185,-3.6930857,False,https://www.idealista.com/inmueble/108750782/,"INMUEBLE OKUPADO, NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. PROPIO, PEQUEÑO Y GRAN INVERSOR. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, su población es de 3 416 771 habitantes (INE 2024), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,True,2070.0,True,False,False,False,[],False,False,118000.0,€,flat,"Los Rosales, Madrid",Piso en calle de Villajoyosa,,,,,,,,
108278036,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/cf/2f/1348369773.webp,PIS0012,26,3,260000.0,flat,sale,60.0,True,2,2,calle de López Grass,Madrid,Madrid,Puente de Vallecas,es,Numancia,40.397204,-3.6566367,False,https://www.idealista.com/inmueble/108278036/,"Madrid House vende magnífico piso exterior totalmente reformado en mayo de 2025 sito en Numancia (Madrid) Vivienda luminosa y lista para entrar a vivir, situada en una zona muy tranquila, rodeada de parques y zonas verdes, ideal para disfrutar de calidad de vida en Madrid. Características destacadas: Piso todo exterior, con ventanas en todas las estancias 2 dormitorios con armarios empotrados totalmente vestidos Salón acogedor y funcional Cocina equipada con electrodomésticos modernos 1 baño completo con plato de ducha con acabados de calidad Aire acondicionado en salón y dormitorios Puerta principal acorazada para mayor seguridad Ventanas de PVC oscilobatientes con persianas eléctricas Preinstalación de toldos eléctricos Paredes lisas y acabados modernos Suelo porcelánico de alta resistencia Paredes y techos completamente insonorizados  Ubicación: Situado en el barrio de Numancia, distrito Puente de Vallecas. Zona residencial muy tranquila, con excelentes conexiones en transporte público (metro y autobuses), y cercana a todo tipo de servicios: colegios, supermercados, centros de salud y zonas verdes. Una oportunidad ideal para quienes buscan una vivienda confortable, moderna y bien comunicada. También perfecta como inversión.  Contáctanos para más información, para concertar una visita y para más detalle de este inmueble puedes visitarlo en nuestra página web. [IW].",True,good,False,True,4333.0,True,False,False,False,[],False,False,260000.0,€,flat,"Numancia, Madrid",Piso en calle de López Grass,265000.0,5000.0,2.0,,,,,
108688058,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/b7/37/1348645429.webp,CH7,13,,995000.0,chalet,sale,235.0,,4,3,"paseo Pascual Saorin, 4",Madrid,Torrelodones,Las Marías,es,,40.5749766,-3.9368837,True,https://www.idealista.com/obra-nueva/108688058/,"OBRAS INICIADAS Kronos Homes presenta ONIX, un vanguardista proyecto diseñado por Clavel Arquitectos en la finca Las Marías, Torrelodones. 29 viviendas unifamiliares de 4 y 5 dormitorios se encuentran inmersas e integradas en la naturaleza. Gracias a sus jardines independientes de más de 400 m² con piscina privada y a su espectacular entorno, este exclusivo residencial permite disfrutar de la riqueza medioambiental de la Sierra de Madrid, con todos los servicios de la capital a menos de 30 minutos El diseño singular que caracteriza al conjunto se traslada también al interior de las viviendas, donde encontramos salones con una altura libre de 6 metros y grandes ventanales que difuminan las fronteras entre exterior e interior. Asimismo, a través de una cuidada distribución, los arquitectos han creado una disposición de espacios que favorece el uso de las zonas más sociales, al tiempo que preserva la intimidad de las zonas más privadas. Un compromiso entre estética y funcionalidad que también comprende el aprovechamiento de la luz natural, optimizado por una estudiada orientación que permite disfrutar de la naturaleza como telón de fondo de cada estancia. El interiorismo de Onix va de la mano de la reconocida diseñadora Teresa Sapey, que ha optado por una gama cromática, delicada y neutra, donde cada pieza complementa la arquitectura para crear un hogar cálido y confortable. Y, de puertas hacia afuera, nos encontramos con un paisajismo diseñado por Hipólito Bettencourt, basado en una cuidada selección de especies autóctonas para respetar el ecosistema original sin necesidad de alterar el equilibrio natural del entorno.  Las imágenes y representaciones gráficas de los proyectos mostradas son meramente ilustrativas y pueden no corresponder exactamente con la realidad. El mobiliario y los elementos decorativos mostrados son únicamente decorativos y tienen como propósito ayudar a visualizar el espacio. Para información detallada, por favor contacte con nuestro equipo de ventas.",True,newdevelopment,True,,4234.0,True,False,False,False,[],False,False,995000.0,€,chalet,"Las Marías, Torrelodones","Chalet adosado en paseo Pascual Saorin, 4",,,,False,True,True,terracedHouse,
108994867,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/62/00/1361147691.webp,AT C,12,,327500.0,penthouse,sale,90.0,True,3,2,"calle Asturias, 14",Madrid,Collado Villalba,Villalba Estación,es,,40.6290662,-4.0089542,True,https://www.idealista.com/obra-nueva/108994867/,"Nueva promoción de viviendas. Conjunto Residencial en Collado Villalba, en una localización excepcional, con buena comunicación, a tan sólo 30 minutos de Madrid capital, junto a la estación de Renfe.  Viviendas diseñadas para ofrecer espacios amplios y confortables a la vez que una máxima eficiencia energética.    Edificio de 13 Viviendas en altura, de 2 y 3 dormitorios, plaza de garaje y trastero. Con suelo radiante, para invierno, y refrescante, para el verano. Climatización por aerotermia y ventilación con recuperador de calor, para aportar un mayor confort y calidad del aire en el interior de las viviendas, reduciendo el consumo energético.  A precio de coste, al tratarse de una cooperativa de viviendas.",False,newdevelopment,True,True,3639.0,True,False,False,False,[],False,False,327500.0,€,flat,"Villalba Estación, Collado Villalba","Ático en calle Asturias, 14",,,,False,True,True,penthouse,
108509502,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/d6/1a/1353509591.webp,29,20,,962500.0,chalet,sale,289.0,,4,3,"paseo Pascual Saorin, 4",Madrid,Torrelodones,Las Marías,es,,40.5749766,-3.9368837,True,https://www.idealista.com/obra-nueva/108509502/,"Kronos Homes presenta KREST, diseñada por el prestigioso estudio de arquitectura MORPH ESTUDIO y con el añadido de la calidad de KRONOS HOMES, y de la mano de Adriana Nicolau como interiorista del proyecto. Ubicado en La Finca de Las Marías de Torrelodones, en un entorno natural único, a los pies de la sierra de Guadarrama y a tan solo 30 minutos del Centro de Madrid. Cerca de colegios internacionales, centros deportivos y comerciales y con conexión directa a la A6. Una urbanización cerrada formada exclusivamente por 31 viviendas unifamiliares de vanguardia con diferentes tipologías. Entre las zonas comunes cabe destacar su magnífico Proyecto de Paisajismo y una gran piscina exterior para adultos e infantil completamente integrada en el entorno. Cada una de las viviendas es auténtica en su diseño, adaptándose al terreno de forma natural, y cada una dispone de varias opciones de configuración interior según sus necesidades familiares y de teletrabajo. Krest es más que un conjunto residencial, es una forma de vida privilegiada.",True,newdevelopment,True,,3330.0,True,False,False,False,[],False,False,962500.0,€,chalet,"Las Marías, Torrelodones","Chalet pareado en paseo Pascual Saorin, 4",,,,False,True,True,semidetachedHouse,
108966563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/64/01/1360398428.webp,SNLUIS,22,2,239900.0,studio,sale,45.0,True,0,1,calle San Luis,Madrid,Majadahonda,Casco Antiguo,es,,40.4704536,-3.8781231,False,https://www.idealista.com/inmueble/108966563/,"HOGARES MAJADAHONDA VENDE EN EXCLUSIVA ESTUDIO EN PERFECTO ESTADO EN UNA DE LAS MEJORES ZONAS RESIDENCIALES DE MAJADAHONDA. La vivienda se distribuye de la siguiente manera: Hall de bienvenida en el que da paso a la estancia con gran luminosidad, cocina totalmente equipada con tendedero.  Por ultimo encontramos un cuarto de baño completo con plato de ducha y zona de lavado. La vivienda tiene suelo de tarima, puertas y armarios de las mejores calidades aire acondicionado con bomba de frio y de calor. ¡ No dude en venir a visitarlo! ¡ POSIBILIDAD DE HIPOTECA AL 100%!",True,good,False,True,5331.0,True,False,False,False,[],False,False,239900.0,€,flat,"Casco Antiguo, Majadahonda",Estudio en calle San Luis,,,,,,,studio,
106743437,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/b9/a3/1292662861.webp,W-02Y0RX,33,,2100000.0,flat,sale,209.0,True,3,3,Barrio Ibiza,Madrid,Madrid,Retiro,es,Ibiza,40.4212378,-3.6792789,False,https://www.idealista.com/inmueble/106743437/,"Una joya en frente del Retiro Esta exclusiva vivienda ofrece una combinación perfecta de comodidad y estilo, ideal tanto para quienes buscan un hogar como para inversores que desean aprovechar su potencial de rentabilidad. Con 207 m² construidos, de los cuales 185 m² son útiles, la propiedad se presenta totalmente actualizada con materiales de alta calidad. La distribución incluye tres amplios dormitorios, siendo dos de ellos en suite, lo que garantiza privacidad y confort. El espléndido salón, que ofrece magníficas vistas al Parque del Retiro, se convierte en el corazón de la casa, ideal para disfrutar de momentos en familia o con amigos. Además, cuenta con un baño de cortesía y un comedor independiente, perfecto para cenas formales. La cocina, totalmente amueblada y equipada, es un espacio funcional y moderno que satisface las necesidades de cualquier amante de la gastronomía. Asimismo, la vivienda cuenta con aire acondicionado individual en todas las habitaciones, asegurando un ambiente agradable durante todo el año. Sin duda, esta propiedad representa una magnífica oportunidad para quienes quieren vivir con unas de las mejores vistas de Madrid, gracias a su ubicación privilegiada y su atractivo diseño, lo que también, se traduce en muy buenas rentabilidades. ¡No dejes pasar la ocasión de conocerla! El barrio de Ibiza en el distrito de Retiro es un barrio residencial tranquilo, con todas las comodidades de tener todo a un paso, y muy agradable para vivir, con una situación privilegiada pegado al barrio de Salamanca y la calle Goya, la Plaza Felipe II a un paso de la Puerta de Alcalá o el Museo del Prado. El barrio alterna edificios residenciales con agradables zonas verdes, entre las que destaca el Parque del Retiro (un pulmón vegetal con espacios para la recreación) a escasos metros de este piso. Cuenta también con una amplia dotación de comercios, tabernas, restaurantes y cafeterías, supermercados, colegios, instalaciones deportivas y centros de salud, así como el Hospital Universitario Gregorio Marañón, lo que convierte a la zona en una de las más demandadas de la capital. El Parque del Buen Retiro es el auténtico protagonista de este barrio de Madrid cuyos orígenes datan de la época de los Reyes Católicos, a finales del siglo XV y principios de XVI. Las comunicaciones y medios de transporte en el barrio de Ibiza son excelentes, tanto por líneas de metro como autobuses. Es una de las zonas de Madrid mejor comunicadas al disponer de varias estaciones de metro como las de Ibiza, Sainz de Baranda, Goya, Retiro y Príncipe de Vergara, teniendo también salida directa a la M-30.",False,good,False,True,10048.0,True,False,False,False,[],False,False,2100000.0,€,flat,"Ibiza, Madrid",Piso,,,,,,,,
109210482,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/2b/a2/1367571858.webp,LA POVEDA,50,en,295000.0,flat,sale,106.0,True,3,2,calle Monte Alto,Madrid,Arganda,La Poveda,es,,40.3134612,-3.4811314,False,https://www.idealista.com/inmueble/109210482/,"GRUPO HOGARES CON ALMA, comercializa en exclusiva esta fantástica vivienda totalmente exterior, con una gran terraza y con accesibilidad ideal para personas mayores sin ningún obstáculo ni escalones.    Edificación construida en al año 2008 siendo una de las más actuales en la zona ubicada en el corazón del barrio LA POVEDA en Arganda. Este inmueble ofrece un gran potencial único en la zona por su gran demanda, ideal para aquellos que buscan comodidad, tranquilidad y sin ningún tipo de altura en toda la casa. Características principales: Vivienda con doble orientación lo que permite disfrutar de ambas, orientación Sur en la zona de descanso con todos los dormitorios teniendo una iluminación sublime y zona de salón, cocina y terraza con orientación norte teniendo una agradable climatización. Gran salón comedor muy amplio, luminoso y con acceso a la terraza, ideal para disfrutar de grandes momentos inigualables al aire libre.  Cocina amplia y espaciosa con una coqueta zona de lavado para completar las necesidades de este espacio haciendolo muy practico y cómodo. Dormitorios: la vivienda cuenta con tres dormitorios ideales para una familia, dormitorio principal con baño en suite, gran plato de ducha con cabina de hidromasaje para disfrute de un gran momento de relax y completandolo con la zona de vestidor. Dispone de dos dormitorios más, ambos con armarios empotrados y segundo cuarto de baño que les da servicio el cual también dispone de gran plato de ducha y cabina de hidromasaje. Detalles adicionales de la vivienda: Dispone de pre-instalación de aire acondicionado en toda la vivienda por conducto. Suelo porcelanico color gris. Calefacción individual de gas natural. Carpinteria interior lacado de color blanco. Carpinteria exterior color oscuro con ventanas tipo climalit. Puerta de acceso blindada. La vivienda cuenta con un amplio trastero incluido en el precio. POSIBILIDAD en el caso de interés por parte del comprador de poder adquirir hasta dos plazas de garaje contiguas dentro de la misma urbanización por 15.000€ cada una, en el caso de necesitar las dos, el precio de ambas seria negociable. Urbanización tranquila y familiar con acceso reducido para personas que lo necesiten, también disponen de cuarto comunitario para guardar bicicletas de uso vecinal. ¡NO PIERDAN LA OPORTUNIDAD DE VISITAR Y ADQUIRIR ESTA PROPIEDAD ÚNICA EN ""LA POVEDA"" ESTAREMOS ENCANTADOS DE ATENDERLES. *el precio de venta no incluye honorarios del comprador por la intermediación inmobiliaria, impuesto de transmisión patrimonial (ITP), gastos notariales y/o registrales (según el caso)*.",False,good,False,True,2783.0,False,False,False,False,[],False,False,295000.0,€,flat,"La Poveda, Arganda",Piso en calle Monte Alto,,,,,True,False,,15000.0
108994853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/7f/49/1361147771.webp,AT B,12,,324500.0,penthouse,sale,89.0,True,3,2,"calle Asturias, 14",Madrid,Collado Villalba,Villalba Estación,es,,40.6290662,-4.0089542,True,https://www.idealista.com/obra-nueva/108994853/,"Nueva promoción de viviendas. Conjunto Residencial en Collado Villalba, en una localización excepcional, con buena comunicación, a tan sólo 30 minutos de Madrid capital, junto a la estación de Renfe.  Viviendas diseñadas para ofrecer espacios amplios y confortables a la vez que una máxima eficiencia energética.    Edificio de 13 Viviendas en altura, de 2 y 3 dormitorios, plaza de garaje y trastero. Con suelo radiante, para invierno, y refrescante, para el verano. Climatización por aerotermia y ventilación con recuperador de calor, para aportar un mayor confort y calidad del aire en el interior de las viviendas, reduciendo el consumo energético.  A precio de coste, al tratarse de una cooperativa de viviendas.",False,newdevelopment,True,True,3646.0,True,False,False,False,[],False,False,324500.0,€,flat,"Villalba Estación, Collado Villalba","Ático en calle Asturias, 14",,,,False,True,True,penthouse,
108367889,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/15/0f/1281629847.webp,ATICO A,10,,585000.0,penthouse,sale,98.0,True,1,1,"calle Francisco Salas, 25",Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4527287,-3.7054102,True,https://www.idealista.com/obra-nueva/108367889/,"DOS ÚLTIMAS VIVIENDAS A LA VENTA. LICIENCIA DE OBRAS CONCEDIDA, INICIO DE OBRAS JULIO 2025.  Situado en uno de los mejores barrios de Madrid, Bellas Vistas, en el distrito de Tetuan, nace Residencial Francisco Salas, 25, una exclusiva promoción de viviendas de lujo, que te ofrece una oportunidad única para vivir en un entorno moderno y sostenible, en pleno centro neurálgico de Madrid. Residencial Francisco Salas 25, linda al norte con Francos Rodríguez, al sur con la Avenida de Reina Victoria, al Oeste con la calle Pablo Iglesias, y al este con la calle de Bravo Murillo. Residencial Francisco Salas 25, es una promoción de obra nueva que consta de nueve viviendas, con diferentes tipologías, que busca satisfacer las necesidades de cada perfil de cliente; viviendas, bajos con patio, y magníficos áticos, de 1 y 2 dormitorios con 1 y 2 baños. Todas ellas con trastero incluido y posibilidad de plaza de garaje. Una zona ajardinada y una piscina, ponen el broche a una propuesta de vivienda exclusiva en una zona privilegiada de Madrid. El Proyecto cumple con los más exigentes estándares de calidad para unas viviendas modernas y sostenibles, implantando un sistema de aerotermia individual [con control sectorizado por estancias] para obtención de energía calorífica, frigorífica y agua caliente sanitaria, a través de suelo radiante y refrescante, lo que nos permite calentar la vivienda en los meses fríos, y refrigerarla en los meses calurosos, a la vez que conseguimos un importante ahorro energético y una clase A tanto en consumo como en emisiones de CO2. No pierdas la oportunidad de formar parte de esta comunidad exclusiva, y disfruta de una calidad de vida inigualable. ¡Contáctanos para más información! Entrega primer trimestre de 2027.",False,newdevelopment,True,True,5969.0,True,False,False,False,[],False,False,585000.0,€,flat,"Bellas Vistas, Madrid","Ático en calle Francisco Salas, 25",,,,False,True,False,penthouse,36000.0
