propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108216236,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/d1/2d/1358958397.webp,TIPO 5 - 6ª,8,6,358650.0,flat,sale,81.0,True,2,2,"Calle Maricara, 13",Madrid,Madrid,Villaverde,es,Butarque,40.3391902,-3.6789711,True,https://www.idealista.com/obra-nueva/108216236/,"Mirador de Villaverde es un proyecto único de 27 viviendas en PROMOCION DIRECTA.  PRECIO CERRADO, NO COOPERATIVA Cuenta con LICENCIA DE OBRAS.  Se trata de un conjunto residencial de diseño elegante y moderno formado por 27 viviendas de 2 DORMITORIOS y 2 baños, con PLAZA DE GARAJE y TRASTERO incluidos en el precio.  CERCANIA AL CENTRO DE MADRID: a tan sólo 20 minutos de la estación de Atocha en transporte público y a 15 minutos de la Plaza de Legazpi. Mirador de Villaverde ofrece ESPACIOS COMUNES ÚNICOS diseñados para el disfrute, un oasis que invita a la tranquilidad en el que disfrutarán de:  -Piscina. -Sala comunitaria. -Zona independiente para el estacionamiento de bicicletas. -Distintos ambientes en las zonas ajardinadas. -Videoportero y dos ascensores con acceso a todas las plantas -La iluminación de las zonas comunes estará dotada de sensores de presencia que garantizarán un consumo eficiente. -Preinstalación de recarga de coches eléctricos en las plazas de garaje. Las viviendas contarán con ALTA EFICIENCIA ENERGÉTICA gracias al aislamiento de la envolvente del edificio y al innovador y eficiente sistema de climatización y agua caliente mediante AEROTERMIA INDIVIDUAL.  La promoción se encuentra en una ubicación inmejorable en la zona nueva de Butarque, un barrio joven en plena expansión en el que disfrutar de un entorno natural ideal para el paseo y el deporte al aire libre, con todo tipo de servicios a su alcance (colegios, comercios, centro de salud, parques, etc. ).  El barrio de Butarque cuenta con fantásticas conexiones por carretera y transporte público con el centro de Madrid. Mirador de Villaverde además está sito junto a varias paradas de autobús, a tan sólo 10 minutos de la estación de cercanías de la línea C3 y próxima a las principales carreteras que conectan el barrio de Butaque con Madrid Centro (M40, M30 y A4).",False,newdevelopment,True,True,False,4428.0,True,False,False,False,[],False,False,358650.0,€,True,True,flat,"Butarque, Madrid","Piso en Calle Maricara, 13",,,,,
108445721,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/9a/40/1345100493.webp,2110/21100022/241,27,1,208000.0,flat,sale,42.0,True,2,1,Barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.407495,-3.7071884,False,https://www.idealista.com/inmueble/108445721/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 1 de un edificio residencial.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Lavapies - Embajadores, Centro. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Embajadores y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es El Rastro y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el hospital más cercano se encuentra a 730 metros, existen 3 farmacias a menos de 300 metros, existen 5 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 9 supermercados, 14 bancos, 5 lavanderías, una oficina de correos, 2 comisarías de policía.  La zona cuenta con una amplia oferta de entretenimiento con 2 bibliotecas, 2 cines, 4 teatros, 4 gimnasios, 6 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Ronda de Toledo y la Paseo de las Acacias. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 18/11/2031 Renta mensual actual: 885€ Rentabilidad estimada: 5.1% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,,4952.0,True,False,True,False,[],False,False,208000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso,,,,,
108801833,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/b6/06/1355556147.webp,3D,6,3,459000.0,flat,sale,195.0,True,3,2,"calle Girasoles, 67",Madrid,Fuenlabrada,Universidad - Hospital,es,,40.2923704,-3.8261068,True,https://www.idealista.com/obra-nueva/108801833/,"Promoción formada por viviendas de 3 dormitorios, áticos dúplex con grandes terrazas, bajos con terraza y piscina. Las viviendas están diseñadas para ofrecer la máxima calidad de vida, y aprovechar al máximo la luz natural, cuenta con acabados de alta calidad, cocinas modernas e incluyen un trastero y una plaza de garaje.  Ubicación privilegiada en la ampliación de Fuenlabrada, en la zona de nueva construcción denominada Barrio del Vivero. Cuenta con buena conexión con transporte público, zonas verdes, supermercados, colegios y todos los servicios que se puedan necesitar para la vida diaria, ofreciendo una calidad de vida que nada hace recordar a los centros urbanos. Una excelente oportunidad de vivir en Fuenlabrada.",False,newdevelopment,True,True,False,2354.0,True,False,False,False,[],False,False,459000.0,€,True,True,flat,"Universidad - Hospital, Fuenlabrada","Piso en calle Girasoles, 67",,,,,
108922921,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/ca/56/1359044561.webp,2110/21100022/423,27,1,627000.0,flat,sale,131.0,True,3,2,Barrio Gaztambide,Madrid,Madrid,Chamberí,es,Gaztambide,40.4295794,-3.7138498,False,https://www.idealista.com/inmueble/108922921/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 2 baños. Se encuentra en la planta 1 de un edificio residencial y cuenta con terraza.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción individual.  Se encuentra ubicado en Gaztambide, Chamberi. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es San Bernardo y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Santa Cruz Marcenado y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 730 metros, el hospital más cercano se encuentra a 480 metros, existen 10 farmacias a menos de 300 metros, existen 4 universidades a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 9 supermercados, 25 bancos, 3 oficinas de correos.  La zona cuenta con una amplia oferta de entretenimiento con 6 bibliotecas, un cine, 2 teatros, 3 gimnasios, 5 parques, un centro cultural, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Calle de Alberto Aguilera y la Calle de San Bernardo. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 07/09/2028 Renta mensual actual: 1.620€ Rentabilidad estimada: 3.1% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,False,,4786.0,True,False,True,False,[],False,False,627000.0,€,,,flat,"Gaztambide, Madrid",Piso,,,,,
108446149,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/28/f2/1345115141.webp,2201/22010028/2,28,2,222500.0,flat,sale,95.0,True,3,1,Fuenlabrada II - El Molino,Madrid,Fuenlabrada,Fuenlabrada II - El Molino,es,,40.280528,-3.8055625,False,https://www.idealista.com/inmueble/108446149/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 2 de un edificio residencial y cuenta con ascensor.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Universidad - Hospital, Suroeste de Fuenlabrada. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Parque Europa y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Portuga l- Turquia y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 460 metros, existen 3 farmacias a menos de 300 metros, existen 4 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 4 supermercados, 11 bancos.  La zona cuenta con una amplia oferta de entretenimiento con 15 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la M-407, Calle de Portugal y la Calle de Francia. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 07/03/2028 Renta mensual actual: 954€ Rentabilidad estimada: 5.1% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,True,,2342.0,True,False,True,False,[],False,False,222500.0,€,,,flat,"Fuenlabrada II - El Molino, Fuenlabrada",Piso,,,,,
109131018,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/bb/2a/1367130516.webp,Vivienda 3,8,bj,539000.0,duplex,sale,86.0,True,2,2,"Calle AGUSTIN DURAN, 4",Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4352986,-3.6718033,True,https://www.idealista.com/obra-nueva/109131018/,"VIVIENDAS DUPLEX DE DOS DORMITORIOS Y DOS BAÑOS EN EL BARRIO DE SALAMANCA Viviendas desde 85 m2 en venta, con dos dormitorios y dos baños a estrenar. Ubicados en la calle Agustín Durán 4, en Guindalera en el barrio de Salmanca en Madrid.  Descubre esta espectacular promoción de dúplex con un diseño moderno y vanguardista donde se prioriza la máxima calidad, cocinas completamente amuebladas y equipadas con electrodomésticos de última generación, aislamientos acústicos y térmicos y tarimas vinílicas hidrófugas en color roble, armarios empotrados y aire acondicionado. Materiales de alta calidad que garantizan durabilidad y confort. Disfruta de un hogar diseñado a tu medida, que destaca por su extraordinaria ubicación y con entrega inmediata.",False,newdevelopment,True,True,False,6267.0,False,False,False,False,[],False,False,539000.0,€,,,flat,"Guindalera, Madrid","Dúplex en Calle Agustin Duran, 4",duplex,,,,
108816346,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/f9/3c/1367828524.webp,26_25,29,1,215000.0,flat,sale,88.0,True,3,1,calle Carmen Bordiú,Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3413416,-3.7122026,False,https://www.idealista.com/inmueble/108816346/,"Vivienda Exterior para entrar a vivir de 88m2, sita en calle Carmen Bordiú a escasos metros del intercambiador de Villaverde Alto, con paradas de Renfe Cercanías y line 3 de metro. La vivienda que es exterior dispone de una distribución completamente independiente, se ubica en la primera planta del edificio, el inmueble cuenta con un hall de entrada y su puerta de acceso es acorazada, salón independiente con acceso a una terraza exterior, un pasillo que actúa como distribuidor de los 3 dormitorios con los que cuenta y dos de ellos tiene armarios empotrados, cocina amueblada y equipada y el baño es completo con bañera. Respecto a calidades, la vivienda cuenta con ventanas de climalit blancas, paredes de gotelé, puertas de madera, suelos de tarima, aire acondicionado y calefacción individual. Rodeado de todos los servicios: transporte público (metro, autobuses y cercanías), comercios, colegios y zonas verdes. Ideal para entrar a vivir.",False,good,False,False,,2443.0,True,False,False,False,[],False,False,215000.0,€,,,flat,"Villaverde Alto, Madrid",Piso en calle Carmen Bordiú,,230000.0,15000.0,7.0,
106960817,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/4a/a2/1298791772.webp,3426,11,1,1354900.0,flat,sale,119.0,True,2,2,calle de Jorge Juan,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4218038,-3.6741282,False,https://www.idealista.com/inmueble/106960817/,"Este espectacular piso exterior se encuentra en la segunda planta de un edificio con ascensor, construido en 1957.  Actualmente en obras, brinda una excelente oportunidad para personalizar cada detalle de acuerdo a tus preferencias. La propiedad dispone de dos amplias habitaciones y dos baños completos, ofreciendo un espacio ideal para una vida cómoda y elegante. La cocina está completamente equipada y amueblada, lista para inspirar tus mejores recetas, y cuenta además con un práctico cuarto de lavado.  La vivienda está equipada con calefacción de gas particular y aire acondicionado, asegurando el máximo confort en cualquier época del año.  Aunque no dispone de balcón, patio, terraza ni piscina, su diseño interior y ubicación compensan con creces estas ausencias. Ubicada en el codiciado barrio de Goya, disfrutarás de una zona repleta de tiendas exclusivas, restaurantes gourmet y todos los servicios necesarios para una vida cómoda y sofisticada. Esta es una oportunidad única de vivir en uno de los lugares más selectos de Madrid.",False,good,False,True,,11386.0,True,False,False,False,[],False,False,1354900.0,€,,,flat,"Goya, Madrid",Piso en calle de Jorge Juan,,,,,
108639444,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/16/79/1350724230.webp,2201/22010031/2,30,4,236500.0,flat,sale,82.0,True,3,1,San Isidro,Madrid,Getafe,San Isidro,es,,40.3038419,-3.728507,False,https://www.idealista.com/inmueble/108639444/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 4 de un edificio residencial.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Centro - San Isidro, Sureste de Getafe. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Getafe Centro y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana se encuentra a menos de 5 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 450 metros, la farmacia más cercana se encuentra a 150 metros. Además, a menos de 500 metros también puedes encontrar un banco, 2 oficinas de correos.  La zona cuenta con una amplia oferta de entretenimiento con 8 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia de Toledo y la Avenida de la Libertad. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 18/05/2030 Renta mensual actual: 939€ Rentabilidad estimada: 4.8% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,,2884.0,True,False,True,False,[],False,False,236500.0,€,,,flat,"San Isidro, Getafe",Piso,,,,,
109201708,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/85/86/1367322027.webp,TRV2327,27,3,299000.0,flat,sale,99.0,True,3,2,avenida de Pablo Neruda,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.3941641,-3.6396145,False,https://www.idealista.com/inmueble/109201708/,"Descubre este encantador piso en la misma Avenida de Pablo Neruda, Madrid. Con una superficie total de 99 m² y útil de 88 m², esta propiedad combina comodidad y funcionalidad a un precio atractivo de �299,000 €�. Cuenta con tres amplias habitaciones; dos son dobles �️�️ y una sencilla �, perfectas para familias o como espacio adicional. Además, dispone de dos baños completos que garantizan privacidad ��. La luminosidad es uno de sus grandes atractivos gracias a las ventanas climalit que permiten la entrada abundante luz natural �✨. Este hogar se encuentra en buen estado general e incluye agradables características adicionales: disfruta del aire libre desde tu propia terraza ☀️� mientras contemplas vistas despejadas sobre los alrededores ⛰️�. La ubicación es inmejorable: muy cerca hay acceso al metro � (5 minutos andando L1) y autobuses � (54,142, 144, N10) que facilitan el desplazamiento por toda la ciudad; por carretera � disponemos de las incorporaciones a algunas carreteras más importantes A3, M30, M40. A tan solo unos pasos encontrarás colegios �� y zonas infantiles donde tus hijos podrán jugar seguros �♂️�♀️ entre árboles �� No pierdas esta oportunidad única para adquirir un hogar bien equipado en una excelente localización.",False,good,False,True,,3020.0,True,False,True,False,[],False,False,299000.0,€,,,flat,"Portazgo, Madrid",Piso en avenida de Pablo Neruda,,,,,
