propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished
108937349,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/38/c3/1359434310.webp,VM2501011,25,390000.0,flat,sale,99.0,False,2,1,paseo de la Dirección,Madrid,Madrid,Tetuán,es,Berruguete,40.4583576,-3.7112237,False,https://www.idealista.com/inmueble/108937349/,"LOFT DUPLEX A ESTRENAR CON TERRAZA  Estupendo loft dúplex a estrenar.   El concepto de loft lo hemos heredado en todo el mundo desde Nueva York y su famoso barrio Tribeca o Soho, estos espacios fueron adaptados para oficinas y viviendas por los artistas que necesitaban grandes espacios para crear a precios más económicos. Se trata de un loft de dos plantas de 136,30 m² total incluidos de terraza de 26,06 m² y de comunes 18,13 m². Se accede por una urbanización cerrada que cuenta con 8 viviendas. En la planta baja encontramos un salón-comedor de unos 30 m² con techos a doble altura, cocina independiente, un cuarto de baño completo y una estupenda habitación con salida directa a una terraza privada de unos 8 m². En la planta superior encontramos un despacho con salida a una fantástica terraza privada de 26,06 m² Existen tres características que determinan la definición de un loft: Espacios abiertos, Techos altos y grandes ventanales, Elementos urbanos. Cuenta con aerotermia que hace muy confortable y cálida la vida así como los materiales utilizados de primera calidad La ventaja de vivir con zonas comunes cerradas con cámaras de seguridad, acceso para carga y descarga. Tetuán, un barrio vibrante y en auge, muy bien comunicado con el resto de la ciudad. Además, cuenta con parques y zonas verdes donde los residentes pueden disfrutar del aire libre y relajarse como la Dehesa de la Villa, uno de los mayores parques de la Ciudad de Madrid. Es un barrio que se está rejuveneciendo y revalorizando día a día con nuevas promociones y gracias al Proyecto Madrid Nuevo Norte.   ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,False,3939.0,True,False,False,False,[],False,False,390000.0,€,flat,"Berruguete, Madrid",Piso en paseo de la Dirección,Top,,,,,
107780564,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/dc/23/1323577149.webp,BFU-V1852,32,260000.0,flat,sale,87.0,True,1,1,avenida del Ensanche de Vallecas,Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3628655,-3.5942533,False,https://www.idealista.com/inmueble/107780564/,"CONTACTAR CON LA EXTENSIÓN Nº 1 Precioso apartamento en venta en la plena avenida Ensanche de Vallecas.  La vivienda se localiza en la planta 4 del edificio, que dispone de ascensor, data del año 2007. La finca dispone de PLAZA DE GARAJE junto al ascensor. ZONAS COMUNES (como piscinas en azotea, zonas de solárium, zonas verdes), CONSERJE y videovigilancia.  La vivienda se encuentra REFORMADA, exterior en esquina, impresionante vista a la misma Avenida y a la rotonda.  La vivienda dispone de: - Salón amplio con un mirador cómodo y luminoso - 1 Dormitorio independiente con buen tamaño - Polivalente altillo con barandilla  - 1 baño amueblado de alta calidad,  Otras características: El inmueble destaca por su luminosidad, espacios de almacenaje, AA frío/calor, . Sobre la zona La zona cuenta con todo tipo de servicios. Se encuentra a 3 minutos a pie del metro L1 (Valdecarros) y está comunicada por varias líneas de autobús (142, N9). Además, hay supermercados y los centros comerciales Vallecas Plaza y La Gavia muy cerca, así como colegios y centros de cultura y ocio.   (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,True,2989.0,True,False,False,False,[],False,False,260000.0,€,flat,"Ensanche de Vallecas - La Gavia, Madrid",Piso en avenida del Ensanche de Vallecas,Top,4,True,True,,
94792685,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/a6/ec/898153119.webp,CDC1728,40,1600000.0,chalet,sale,575.0,,5,6,calle del Ciervo,Madrid,Ciudalcampo,,es,,40.6156465,-3.6110129,False,https://www.idealista.com/inmueble/94792685/,"HOUSE AND HOUSE (912779625) EMPRESA ESPECIALIZADA EN VIVIENDAS DE LUJO VENDE, Preciosa vivienda en la exclusiva urbanización de Ciudalcampo. De estilo clásico con buena distribución y espacios muy amplios y luminosos. Tiene un bonito jardín consolidado y piscina. La vivienda se distribuye: PLANTA PRINCIPAL: Amplio hall de entrada, gran salón comedor con diferentes ambientes y salida directa al porche, jardín y piscina. cocina también muy amplia con zona de office, zona e servicio con baño completo, aseo de invitados. En esta misma planta tenemos dos dormitorios más con baño en suite y salida directa al jardín y piscina. PLANTA PRIMERA: Encontramos dos grandes dormitorios con baño en suite. Uno de ellos ( puede ser el principal) cuenta con un salón que puede reconvertirse en vestidor, gran despacho. etc. PLANTA BAJA: Garaje cerrado para cinco coches, zona de lavandería, despacho y cuarto de instalaciones. La vivienda esta en perfecto estado de conservación, ha sido renovada en el 2020. Esta muy bien ubicada dentro de la urbanización en una zona tranquila y con mucha intimidad.  El jardín es muy cómodo por que toda la zona de piscina es totalmente plana y tiene una gran explanada de césped. MEJOR VER! HOUSE AND HOUSE es una empresa dedicada en exclusiva a esta zona con más de 16 años de experiencia aquí. No dudes en consultarnos cualquier duda que puedas tener, estamos seguros que podemos resolverla y ayudarte a encontrar tu hogar.  La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, dispone de seguridad privada las 24h del día, como servicios comunes dentro de la urbanización cabe destacar: El club social del RACE, con un campo de golf de 18 hoyos, hípica, piscina, tenis, padel, futbol, gimnasio etc... Además de dos edificios sociales uno de adultos y uno de niños, con zona de ocio, piscina de bolas y unos grandes jardines con columpios y mesas de picnic ideales para celebrar fiestas infantiles. Colegio privado bilingüe SEK, en la urbanización de enfrente (Santo Domingo) hay un colegio público bilingüe con primaria y secundaria y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe. La urbanización tiene una línea de autobús que van a Plaza de Castilla y hacen paradas intermedias en el metro de San Sebastián de los Reyes, junto al Hospital Publico Infanta Sofía. Ciudalcampo dispone además de una línea de minibuses internos que recorren toda la urbanización. A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,,2783.0,False,False,False,False,[],False,False,1600000.0,€,chalet,Ciudalcampo,Casa independiente en calle del Ciervo,Top,,True,True,independantHouse,
108886471,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/74/96/1357954273.webp,CDC1948,70,1900000.0,chalet,sale,538.0,,7,5,calle del Naranjo de Bulnes,Madrid,Ciudalcampo,,es,,40.6248892,-3.6117645,False,https://www.idealista.com/inmueble/108886471/,"HOUSE AND HOUSE VENDE.- Fantástica vivienda en la exclusiva urbanización de Ciudalcampo. Arquitectura moderna, con todos los espacios muy amplios y grandes ventanales. Parcela plana con jardín y piscina consolidados.  Se distribuye en dos plantas: PLANTA PRINCIPAL: Hall de entrada y espectacular salón a doble altura, con amplios ventanales de suelo a techo y salida directa al jardín, Despacho o biblioteca, Cocina amplia y luminosa, conectada con zona de office mediante puertas correderas ( La cocina esta sin muebles),Aseo de cortesía, Zona de lavandería y despensa, Área de servicio independiente, compuesta por dormitorio con baño en suite y acceso privado. PLANTA PRIMERA: 6 dormitorios, 4 vestidores y 4 baños. El Dormitorio principal en con vistas espectaculares a la sierra y al jardín y piscina, con vestidor y baño en suite con ducha y bañera. de los otros 5 dormitorios tenemos uno con baño en suite y los otros cuatro comparten los dos otros dos baños de esta planta. La vivienda cuenta con un precioso porche que comunica el salón con el jardín y la piscina, terrazas, piscina, garaje cerrado para dos coches. Climatización por suelo radiante, aire acondicionado, placas fotovoltaicas, aspiración centralizada. Reformada recientemente. HOUSE AND HOUSE.- EMPRESA ESPECIALIZADA EN LAS URBANIZACIONES DE SANTO DOMINGO, CIUDALCAMPO, FUENTE DEL FRESNO Y VALDEALGUA DESDE HACE MÁS DE 16 AÑOS. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, dispone de seguridad privada las 24h del día, como servicios comunes dentro de la urbanización cabe destacar: El club social del RACE, con un campo de golf de 18 hoyos, hípica, piscina, tenis, padel, futbol, gimnasio etc... Además de dos edificios sociales uno de adultos y uno de niños, con zona de ocio, piscina de bolas y unos grandes jardines con columpios y mesas de picnic ideales para celebrar fiestas infantiles. Colegio privado bilingüe SEK, en la urbanización de enfrente (Santo Domingo) hay un colegio público bilingüe con primaria y secundaria y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe. La urbanización tiene una línea de autobús que van a Plaza de Castilla y hacen paradas intermedias en el metro de San Sebastián de los Reyes, junto al Hospital Publico Infanta Sofía. Ciudalcampo dispone además de una línea de minibuses internos que recorren toda la urbanización. A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,,3532.0,False,False,False,False,[],False,False,1900000.0,€,chalet,Ciudalcampo,Casa independiente en calle del Naranjo de Bulnes,Top,,True,True,independantHouse,
33025023,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/89/3d/1350704279.webp,V5583I,29,1350000.0,flat,sale,235.0,True,5,5,calle de Luis Martinez Feduchi,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5012858,-3.6427879,False,https://www.idealista.com/inmueble/33025023/,"Venta. Piso. El Encinar. Promora vende piso de 235 metros cuadrados construidos con amplia terraza y tendedero. Cuatro dormitorios con tres baños y dormitorio de servicio con el suyo propio. Doss plazas de garaje incluidos en el precio. Orientación sur. Piso en El Encinar de los Reyes de 235 metros cuadrados con amplia terraza de 12 metros cuadrados.  Su distribución es la que sigue: hall de entrada, aseo de invitados, amplio salón comedor de 36 metros cuadrados con acceso a terraza, cocina, dormitorio de servicio con baño junto a la cocina y alejado del resto de dormitorios. Terminan de conformar la distribución cuatro dormitorios principales con tres baños (dos de ellos incorporados). Dos plazas de garaje. Aire acondicionado. Calefacción de gas natural por radiadores. Zonas comunes piscina, gimnasio, pádel y seguridad  El Encinar es una lujosa urbanización a 11.8 kilómetros de Madrid. Limita al norte con La Moraleja y tiene su origen en la base aérea de Torrejón de Ardoz, aquí fue donde los militares norteamericanos y sus familias vivieron durante 34 años en un contexto netamente americano. Sin embargo, en 1992 pasó a manos españolas y es entonces cuando se empieza a concebir tal como la conocemos hoy.  En El Encinar encontramos viviendas de varias tipologías diferentes: pisos, áticos, pisos bajos con jardín, pareados, adosados y casas individuales, en su mayoría dentro de recintos cerrados, vigilados y con agradables zonas comunes que incluyen jardines, piscinas y dotaciones deportivas. El concepto resulta muy similar al Soto, aunque sus construcciones son mucho más recientes.  Como dato demográfico, decir que está habitado mayoritariamente por familias jóvenes con hijos y como apunte administrativo, señalar que una parte de El Encinar pertenece al término municipal de Alcobendas (código postal 28109) y otra al término municipal de Hortaleza (código postal 28055). Puedes ver más inmuebles en nuestra página web.",False,good,False,True,5745.0,False,False,False,False,[],False,False,1350000.0,€,flat,"Encinar de los Reyes, La Moraleja",Piso en calle de Luis Martinez Feduchi,Top,1,True,True,,
107111354,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/3f/6e/1303305998.webp,VM2501037,27,2300000.0,flat,sale,183.0,True,2,3,calle de Manuel Fernández y González,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4155286,-3.698083,False,https://www.idealista.com/inmueble/107111354/,"PISO A ESTRENAR MUY LUMINOSO CON BALCONES  Aproperties presenta piso exterior a estrenar de 183 m2 según catastro en finca clásica, en el Barrio de las Letras, a dos pasos del Museo Thyssen Bornemisza.   La vivienda se encuentra en pleno PROCESO DE REFORMA integral, realizándose por un prestigioso estudio de arquitectura.   El resultado va a ser un verdadero capricho de vivienda, con techos altos de más de 3 metros, 7 balcones a la calle, luminoso, terminaciones y calidades de nivel muy alto, con un gran protagonismo de la madera y la piedra natural...   Desde el recibidor accedemos al amplio salón compuesto por diferentes ambientes. De ahí a la cocina, con una zona principal, otra auxiliar y zona de lavandería, así como un aseo de cortesía. La zona de noche está compuesta por 2 amplios dormitorios dobles con baños en suite y vestidor.   Nos encontramos ante un lujo de vivienda, tanto como inversión como para vivienda principal, situada en una de las zonas con más arte y demandadas de Madrid, el barrio de Huertas - Cortes, conocido como el Barrio de las Letras.   Las imágenes del anuncio son rénders fieles al resultado final. Se vende amueblado. ¿Te imaginas vivir aquí?    Contacte con nosotros para ver más inmuebles similares.",False,good,False,True,12568.0,True,False,False,False,[],False,False,2300000.0,€,flat,"Huertas-Cortes, Madrid",Piso en calle de Manuel Fernández y González,Top,2,,,,
108504520,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/ac/6e/1346869348.webp,W-030EFP,27,1100000.0,flat,sale,136.0,True,3,2,calle de Olid,Madrid,Madrid,Chamberí,es,Trafalgar,40.4319042,-3.7041632,False,https://www.idealista.com/inmueble/108504520/,"Magnífica propiedad junto a la Plaza de Olavide Ubicada en el vibrante corazón de Madrid, junto a la Plaza de Olavide, esta propiedad de 136 metros cuadrados acaba de ser reformada y lista para vivir. Dispone de tres amplios dormitorios y dos baños, uno de ellos en suite, amplia cocina independiente y espacioso y luminoso salón con dos amplios ventanales en orientación sur. A pesar de su ubicación céntrica, ofrece tranquilidad y privacidad.  La finca de 1950, dispone de ascensor y se encuentra en perfecto estado con la ITE/IEE favorables. Con una restauración que respeta su historia mientras mira hacia el futuro, este inmueble representa una oportunidad única para quienes buscan lo mejor de la vida urbana en una de las ciudades más emocionantes del mundo. No pierda la oportunidad de hacer suyo este refugio de lujo y estilo. Esta propiedad está situada en uno de los barrios más castizos y vivos de Madrid, en la popular Plaza de Olavide (finalizadas las obras de modernización y peatonalización) y junto a la calle Fuencarral, famosa por su ambiente con mucha vida y zonas comerciales. Hay una completa red de transportes públicos de bus Nº 3, 16, 21, 37, 3; y las estaciones de metro Bilbao, Quevedo, Iglesia y San Bernardo.  La zona tiene un rápido acceso a la autovía A6 y una excelente oferta de comercio, restauración y ocio.  En el entorno hay centros educativos en todos los niveles de enseñanza reglada y cerca se encuentran las instalaciones de parque deportivo del Canal Isabel II con campo de prácticas de golf, pádel y fútbol y otras actividades deportivas.",False,good,False,True,8088.0,False,False,False,True,[],False,False,1100000.0,€,flat,"Trafalgar, Madrid",Piso en calle de Olid,Top,3,,,,
108170456,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/a5/99/1335963645.webp,10008512,29,414000.0,flat,sale,42.0,False,2,1,calle de Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4230785,-3.6684094,False,https://www.idealista.com/inmueble/108170456/,"Piso reformado con gran luz natural en finca señorial junto al WiZink Center Inversión segura en pleno corazón de Madrid Vivienda2 tiene el placer de presentar una vivienda que lo tiene todo: ubicación privilegiada, finca con encanto, gran amplitud, mucha luz natural y, lo mejor de todo, totalmente reformada y lista para entrar a vivir sin necesidad de hacer ningún tipo de obra. Ideal para inversores que quieran obtener una alta rentabilidad desde el primer día. Ubicada en plena calle Goya, a escasos metros del WiZink Center y del eje de Doctor Esquerdo, esta vivienda se encuentra en una finca señorial que conserva la elegancia de los edificios clásicos del barrio de Salamanca. El portal y las zonas comunes reflejan el cuidado y la solidez de un edificio bien mantenido, lo que da aún más valor al conjunto. El piso, con una distribución muy bien aprovechada que sorprende por su amplitud, cuenta con dos dormitorios, un salón independiente, cocina equipada y baño con doble ventana, todo ello reformado con gusto, materiales actuales y un estilo neutro y atemporal. No tendrás que preocuparte de reformas ni arreglos: está listo para entrar a vivir o para alquilar de inmediato. Una de las características más destacadas de la vivienda es su luminosidad. Todas las estancias, incluido el baño, disponen de grandes ventanales que llenan el espacio de luz natural durante todo el día. El confort está garantizado durante todo el año gracias a la calefacción central y el aire acondicionado instalado. En cuanto a la ubicación, es sencillamente inmejorable. Se encuentra a muy pocos pasos de la Plaza de Felipe II, donde encontrarás una de las principales redes de autobuses urbanos de Madrid, con conexiones a prácticamente cualquier punto de la ciudad. Además, tienes dos estaciones de metro muy próximas: Goya y O'Donnell, ambas a menos de cinco minutos caminando, lo que garantiza una comunicación fluida tanto con el centro como con otras zonas clave de Madrid. El entorno es otro de los grandes atractivos: tiendas de todo tipo, supermercados, El Corte Inglés, zonas verdes, hospitales, colegios, restaurantes, centros de salud y todo tipo de servicios al alcance de la mano. Además, estás a un agradable paseo del Parque del Retiro, ideal para disfrutar del aire libre sin salir del centro. Este piso es ideal para quien desea tener un producto unico y producto de inversión segura en una de las zonas más cotizadas y vivas de Madrid sin renunciar a la tranquilidad que proporciona una finca de calidad. También representa una excelente oportunidad de inversión, tanto en alquiler tradicional como en modalidad temporal, gracias a la constante demanda del entorno. Un piso reformado, luminoso, bien comunicado y con todo el encanto del Madrid más clásico y funcional. No pierdas la oportunidad de visitarlo. ¡Te encantará!",False,good,False,True,9857.0,True,False,True,True,[],False,False,414000.0,€,flat,"Goya, Madrid",Piso en calle de Goya,Top,-1,,,,
109189550,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/93/a1/1366931281.webp,Venta-BueSuc4h,36,699900.0,flat,sale,95.0,False,4,1,calle del Buen Suceso,Madrid,Madrid,Moncloa,es,Argüelles,40.4278817,-3.7215426,False,https://www.idealista.com/inmueble/109189550/,"Servicheck Inmobiliaria VENDE este encantador piso situado en el vibrante barrio de Argüelles. Este luminoso apartamento, ubicado en la tercera planta de un edificio con conserje y ascensor, ofrece comodidad y estilo en una de las zonas más deseables de la ciudad. Se vende actualmente alquilado con una excelente rentabilidad y el corriente de pagos (2100€) Al ingresar al piso se puede apreciar una generosa cantidad de luz natural, creando un ambiente acogedor y relajante. vivienda completamente reformada y a estrenar. con suelos de tarima, paredes lisas, ventanas climalit de gran calidad y asilamiento. La vivienda dispone de 4 habitaciones 3 de buen tamaño y una pequeña, ideal para despacho o vestidor. La cocina moderna está completamente EQUIPADA CON TODOS LOS ELECTRODOMESTICOS NUEVOS A ESTRENAR y cuenta con suficiente espacio de almacenamiento y buen tamaño El baño, completamente reformado con plato de ducha. Este inmueble se encuentra en la elegante zona de Argüelles, a tan sólo unos pasos de las zonas verdes del Templo de Debod y el Parque del Oeste y a diez minutos andando de Plaza de España, uno de los centros neurálgicos de la ciudad. La oferta de ocio y restauración de este barrio es tremendamente amplia, abarcando opciones para todos los gustos y edades. Cuenta además con todos los servicios necesarios (colegios de primer nivel, hospitales) Se encuentra perfectamente conectado mediante transporte público, con las paradas de metro de Ventura Rodríguez y Argüelles a menos de 10 minutos andando y las líneas 001,62, 2, 44 y Circular en las inmediaciones. La conexión con las principales carreteras de Madrid es casi inmediata desde Moncloa Este encantador piso es el lugar perfecto para aquellos que buscan una vida cómoda y conveniente en el corazón de Argüelles. No pierdas la oportunidad de hacer de este maravilloso apartamento tu próximo hogar. Mejor ver, Preguntar por Lucas Margara 657_919_733 (también se atiende por WhatsApp).",True,good,False,True,7367.0,True,False,True,True,[],False,False,699900.0,€,flat,"Argüelles, Madrid",Piso en calle del Buen Suceso,Top,3,,,,
108981067,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/92/7f/1360776056.webp,BFU-V1940,24,220000.0,flat,sale,60.0,True,1,1,calle de Madridejos,Madrid,Madrid,Usera,es,Pradolongo,40.3835394,-3.71142,False,https://www.idealista.com/inmueble/108981067/,"CONTACTAR CON EXTENSIÓN Nº1 Tu nuevo hogar te espera en el corazón de Pradolongo, Usera  Si estás buscando un lugar tranquilo para comenzar una nueva etapa, este piso exterior y muy luminoso puede ser justo lo que necesitas. Ubicado en la entreplanta de un edificio con pocos vecinos, en el centro del barrio de Pradolongo, combina comodidad, ubicación y un entorno ideal para el día a día. Con 60 metros construidos, el piso actualmente cuenta con 1 amplia habitación con posibilidad de crear una segunda, ideal para una pareja con niño o quien necesite un despacho en casa.  Dispone de un salón independiente perfecto para relajarte y compartir momentos en familia, y una cocina amueblada lista para que la personalices a tu gusto. Aunque el piso necesita una actualización, es precisamente eso lo que te da la oportunidad de reformarlo a tu estilo y convertirlo en tu hogar soñado. Gracias a su orientación exterior, disfrutarás de luz natural durante todo el día, y como valor añadido cuenta con un trastero individual de 1,5 m² para tus objetos personales, además de una piscina comunitaria exclusiva para solo 9 vecinos, un auténtico lujo para los días de verano. Excelente conexión con el transporte público: a solo 9 minutos caminando del metro Usera y a 5 minutos de varias líneas de autobús (247, 47, 6). Además, estarás rodeado de todos los servicios esenciales a solo 5 minutos: supermercados (Día, Hiperusera, Ahorramás), farmacias, restaurantes, cafeterías, bazares y más. Ideal tanto para vivir como para invertir en una zona consolidada y con vida de barrio, donde disfrutarás de tranquilidad sin renunciar a las comodidades de la ciudad. OTRAS CARACTERÍSTICAS: -AÑO DE COSTRUCCIÓN: 2005 -IBI: 187€ ANUAL -ITE FAVORABLE ¡PEDIR UNA CITA AHORA y ven a conocer esta oportunidad y dale forma a tu próximo hogar!  ()   (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,True,3667.0,True,True,False,False,[],False,False,220000.0,€,flat,"Pradolongo, Madrid",Piso en calle de Madridejos,Top,en,,,,
