propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108464788,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/e2/03/1345717984.webp,MAD85999188,27,6,1550000.0,flat,sale,99.0,True,2,2,calle de Narváez,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4206341,-3.6777237,False,https://www.idealista.com/inmueble/108464788/,"En venta oportunidad única a 250 metros del Retiro Este exclusivo piso se encuentra en una de las zonas más prestigiosas de Madrid, a tan solo 250 metros del emblemático Parque del Retiro. Situado en una sexta planta de un edificio señorial, la vivienda destaca por su luminosidad, su orientación completamente exterior y una agradable terraza que permite disfrutar del aire libre con vistas despejadas. Cuenta con cinco amplios ventanales a la calle, que inundan el espacio de luz natural y ofrecen una conexión directa con el entorno urbano. Recién reformado con materiales de alta gama y acabados de diseño, este piso de 100 m² combina elegancia y funcionalidad. La reforma ha respetado los techos originales de 3 metros de altura, aportando una gran sensación de amplitud y sofisticación en todos sus espacios. La cocina, equipada con electrodomésticos Balay integrados, se presenta como un espacio moderno y práctico, perfectamente integrado en el ambiente general de la vivienda. La distribución se compone de dos amplios dormitorios, ambos con baño en suite, ofreciendo máxima comodidad e intimidad. Cada estancia ha sido cuidadosamente diseñada y amueblada con piezas de alta calidad, en un estilo contemporáneo y coherente con el diseño del piso. La vivienda se vende completamente amueblada, lista para entrar a vivir sin necesidad de inversión adicional. Una oportunidad única para disfrutar de una vida de lujo en una de las mejores ubicaciones de la ciudad, en un piso con terraza, totalmente exterior, con cinco ventanales a la calle y equipado hasta el último detalle.",False,good,False,True,15657.0,False,False,False,False,[],False,False,1550000.0,€,flat,,"Goya, Madrid",Piso en calle de Narváez,Destacado,,,,,,
108371912,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/c7/e6/1342132877.webp,RP062025138264,14,1,237000.0,flat,sale,59.0,True,3,1,calle de la Guancha,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4292815,-3.6347974,False,https://www.idealista.com/inmueble/108371912/,"Grupo Inmobiliario Redpiso Ascao, Vende PROPIEDAD CON INQUILINO en la C/ Guancha de 59 m², 1ª planta CON ASCENSOR, consta de 3 dormitorios, salón con cocina americana y baño, Calefacción eléctrica, Muy luminoso con ventanas al exterior en todas sus dependencias. PARA ENTRAR A VIVIR. Muy Buena ubicación a 100 metros del metro de García Noblejas (línea 7 ), Líneas de autobuses que recorren y se comunican con la Avenida de la Institución Libre de Enseñanza, (Hermanos Garcia Noblejas)). Zona muy consolidada con todos los servicios, cuenta con comercios, farmacia, colegio supermercados, junto al piso se encuentra un parque con jardines y el Colegio Domigo Savio. ¡Inmejorable zona! Llámenos sin compromiso y coordinamos su visita. ¡No dudes en aprovechar esta oportunidad!",False,good,False,True,4017.0,True,False,False,False,[],False,False,237000.0,€,flat,,"Pueblo Nuevo, Madrid",Piso en calle de la Guancha,Destacado,,,,,,
109074894,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/9a/8a/1363645871.webp,LCM38262,83,2,315000.0,flat,sale,54.0,True,2,1,calle del Plátano,Madrid,Madrid,Tetuán,es,Valdeacederas,40.468388,-3.6983412,False,https://www.idealista.com/inmueble/109074894/,"En la tranquila y bien comunicada Calle Plátano te espera este encantador piso exterior, reformado en 2017 y listo para entrar a vivir. Con 54 m² construidos, se sitúa en una segunda planta sin ascensor y cuenta con una agradable orientación suroeste, lo que garantiza una excelente luminosidad durante todo el día y un ambiente cálido y acogedor en cada estancia. La vivienda se distribuye en dos dormitorios de buen tamaño, un baño completo y una cómoda zona de estar que conecta con la cocina, ofreciendo un espacio práctico y funcional para el día a día. La reforma realizada aporta un estilo actual, con materiales y acabados que facilitan el mantenimiento y permiten disfrutar de la casa desde el primer momento, sin necesidad de inversión adicional. El entorno ofrece todo lo que se necesita para una vida cómoda: supermercados, comercios de proximidad, farmacias, centros educativos y zonas verdes ideales para pasear o practicar deporte al aire libre. Además, la zona cuenta con una variada oferta de bares, cafeterías y restaurantes, perfectos para disfrutar de la vida de barrio sin renunciar a la cercanía del centro de Madrid. En cuanto a comunicaciones, la ubicación es inmejorable. La vivienda se encuentra a pocos minutos de paradas de autobús y estaciones de metro que conectan de forma directa con las principales zonas de la ciudad. Para quienes se desplazan en vehículo propio, el acceso rápido a la M-30, la A-3 y otras vías principales facilita la movilidad hacia cualquier punto de Madrid o sus alrededores. En definitiva, un piso que combina comodidad, luminosidad y excelente ubicación, perfecto tanto para quienes buscan su primera vivienda como para quienes desean invertir en una zona con alta demanda. Una oportunidad que merece la pena visitar para apreciar todo su potencial.",False,good,False,False,5833.0,False,False,False,False,[],False,False,315000.0,€,flat,,"Valdeacederas, Madrid",Piso en calle del Plátano,Destacado,,,,,,
108993713,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/d9/a5/1361110523.webp,RP1482025140715,38,2,780000.0,flat,sale,177.0,True,5,2,calle de la Batalla del Salado,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4055022,-3.6961177,False,https://www.idealista.com/inmueble/108993713/,"Redpiso Servicios Inmobiliarios zona Atocha, ofrece en exclusiva magnifico piso en 2º planta exterior de 177m² con inmejorables vistas totalmente despejadas. Ubicado en la Calle Batalla del Salado. La vivienda se distribuye en un espacioso recibidor con un armario empotrado, que comunica a la izquierda con un amplio salón – comedor de 35m² con dos grandes ventanales que dan salida a la terraza. Encontramos a través del pasillo la cocina con office independiente. A continuación llegamos a los 5 dormitorios, de los cuales tres son dobles, siendo uno de ellos el dormitorio principal de unos de 18 m² con armario empotrado. Cuenta también con dos baños completos, uno con plato de ducha y otro con bañera. Con excelente luz natural gracias a su doble orientación este – oeste. Contamos con suelos de madera de espiga, carpintería interior de madera y carpintería exterior de aluminio. Calefacción central, con repartidores de coste y agua caliente central incluida en la comunidad. Ubicada en una tranquila finca con portero físico, construida en el año 1960, cuya comunidad la mantiene en perfecto estado de conservación. ITE pasada favorablemente en el año 2021. Comunidad de 230€/mes e IBI aproximado de 800€/año. Ubicado en el distrito de Arganzuela, este inmueble que está a pocos metros de la Estación Madrid- Puerta de Atocha. Destaca su proximidad al centro y a zonas culturales como El Museo Reina Sofía y Museo del Prado, que hacen de su ubicación un lugar perfecto para disfrutar de actividades culturales y de ocio, sin prescindir de áreas de recreo y esparcimiento como el Parque del Retiro y Madrid Rio. Su situación le confiere un atractivo único y especial. La zona cuenta con una completísima oferta de servicios; comercios, colegios, restaurantes, zonas verdes, centro de salud etc. Dispone de buena conexión por transporte público, cuenta con varias paradas de metro alrededor; Embajadores (L3 y L5) y Acacias (L5), paradas de autobús con conexión con las líneas 27, C1, C2 19 y 45, a escasos metros. La zona es de fácil acceso, a través de la A-3 y M-30.",False,renew,False,True,4407.0,False,False,False,False,[],False,False,780000.0,€,flat,,"Palos de la Frontera, Madrid",Piso en calle de la Batalla del Salado,Destacado,,,,,,
108521238,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/c7/5f/1347379340.webp,DOMI16-A,29,3,179999.0,flat,sale,80.0,True,1,1,calle Cristina Sánchez,Madrid,Parla,Calle Pinto-San Roque,es,,40.2353492,-3.7681804,False,https://www.idealista.com/inmueble/108521238/,"Agencia inmobiliaria de PARLA - Oficina Parla Reyes - Centro - La Laguna - Oficina Tecnocasa VENDE PISO SEMINUEVO CON TERRAZA Y PLAZA DE GARAJE, situado en una de las zonas más exclusivas del centro de la localidad, cercano al centro de salud 'Isabel II' y del cercanías (Renfe) y tranvía de Parla. Inmueble SEMINUEVO con TERRAZA y PLAZA DE GARAJE + Situado en una 3ª planta con ASCENSOR + Estado: Para entrar a vivir + Todas las estancias son independientes + Amplio salón con paso a la terraza + Terraza abierta + Cocina totalmente equipada + Dormitorio con armario empotrado + Baño completo con bañera + Suelos de tarima y gres + Ventanas de aluminio blanco + Calefacción de gas natural en toda la vivienda + Comunidad: 94€ Aprox. + Recién pintado + A menos de 5 minutos de la Renfe andando El piso se caracteriza por su exclusividad, su buena distribución y excelente ubicación. ZONA CENTRO El piso en venta se ubica en una de la zonas más exclusivas de la localidad, cerca del cercanías-RENFE y el tranvía de Parla. Rodeada de una amplia variedad de comercios, tales como galerías de alimentación, restauración y textil. También está cercano al centro de salud, farmacias, biblioteca municipal “Gloria Fuertes” bancos y cajeros, colegios, institutos, y grandes zonas verdes con parques infantiles. TECNOCASA, red inmobiliaria líder en el sector con más de 30 años de experiencia, presente en más de 11 países, 850 oficinas a nivel nacional y con 350 oficinas en la Comunidad de Madrid. Contamos con la colaboración del departamento de financiación de KÍRON, su experto intermediario que le asesorará gratuitamente sin ningún compromiso. Nuestros servicios: - Hipoteca “primera vivienda”. - Hipoteca “cambio de vivienda”. - Hipoteca 100%. Disponemos de las mejores viviendas del mercado. NO DUDE EN VISITARNOS.",False,good,False,True,2250.0,False,False,False,False,[],False,False,179999.0,€,flat,,"Calle Pinto-San Roque, Parla",Piso en calle Cristina Sánchez,Destacado,True,True,,,,
108976286,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/69/e1/1360718613.webp,Chalet539K,24,,539000.0,chalet,sale,250.0,,5,3,calle de Andujar,Madrid,Alcalá de Henares,Val,es,,40.4889307,-3.3439517,False,https://www.idealista.com/inmueble/108976286/,"AGENCIA INMOBILIARIA DE ALCALÁ DE HENARES BARRIO JUAN DE AUSTRIA - EL VAL: EN VENTA EXCELENTE CHALET ADOSADO CON 5 DORMITORIOS Y PATIO TRASERO: Descubre el hogar de tus sueños en el tranquilo barrio del Val de Alcalá de Henares. Este impresionante chalet adosado cuenta con una superficie útil de 180 m², distribuidos en 5 amplios dormitorios y 3 baños, perfectos para una familia que busca comodidad y espacio. La propiedad incluye un sótano de 70 m², ideal para convertir en bodega o sala de juegos, y un garaje para coche, todo incluido en el precio. Al entrar, te recibe un acogedor porche que da acceso a un luminoso hall. El salón-comedor, con más de 45 m² y una encantadora chimenea, es el lugar perfecto para disfrutar de momentos en familia. La cocina, amplia y equipada con office, ofrece un espacio funcional para tus recetas favoritas. En la planta baja también se encuentra un aseo, ideal para visitas. En la planta primera, el dormitorio principal destaca por su armario empotrado y una terraza cerrada que brinda un espacio privado y acogedor. Además, hay tres dormitorios dobles con armarios empotrados y un baño completo actualizado con plato de ducha. El exterior no se queda atrás: un amplio patio trasero te permitirá disfrutar del aire libre y organizar reuniones familiares. La ubicación es inmejorable, rodeada de servicios como paradas de autobús, supermercados, colegios e institutos, todo a poca distancia. No dejes pasar la oportunidad de vivir en este maravilloso chalet adosado que combina confort, espacio y una ubicación privilegiada. ¡Contáctanos para más información y ven a visitarlo! Y RECUERDE QUE LE PODEMOS CONSEGUIR HASTA EL 100% DE FINANCIACIÓN CON NUESTRO DEPARTAMENTO FINANCIERO KIRON.",False,good,False,,2156.0,False,False,False,False,[],False,False,539000.0,€,chalet,terracedHouse,"Val, Alcalá de Henares",Chalet adosado en calle de Andujar,Destacado,True,True,,,,
109179839,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/9f/85/1366628716.webp,RP502025141336,15,1,216000.0,flat,sale,67.0,False,3,1,calle de Puentelarra,Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3803458,-3.6083984,False,https://www.idealista.com/inmueble/109179839/,"VIVIENDA POTENCIAL PARA INVERSORES! ¡Esta es tu oportunidad! Ponemos a la venta una vivienda con inquilino solvente y contrato en vigor, lo que te garantiza una rentabilidad e ingresos pasivos desde el momento de la adquisición. La vivienda se encuentra en perfecto estado y cuenta con un amplio salón, cocina equipada con electrodomésticos nuevos, 3 dormitorios con armarios empotrados, 1 baño completo con plato de ducha, y el edificio tiene ascensor. La ubicación es perfecta ya que puedes encontrar todo tipo de comercios, supermercados, cafeterías y colegios. Con muy buenas comunicaciones, metro cercano, estación La Gavia (línea 1), y líneas de autobús 145, 63 y 58, además de la estación de rende de Santa Eugenia Beneficios al comprar la vivienda: Rentabilidad inmediata: Olvídate de buscar inquilinos, desde el primer momento contarás con el pago del alquiler y seguro de alquiler. Gestión simplificada: Ya tienes un contrato de arrendamiento vigente y con inquilinos de buen perfil económico. Potencial de revalorización: Santa Eugenia es un barrio en constante crecimiento y con una ubicación privilegiada, por lo que las propiedades se revalorizan con el tiempo. Esta propiedad es ideal para inversores que buscan: - Un activo que genere ingresos pasivos de forma segura. - Minimizar los riesgos al invertir. - Una inversión llave en mano con un rendimiento atractivo. No dejes pasar esta oportunidad. ¡Contáctanos hoy mismo para recibir más información y concertar una visita!",False,good,False,True,3224.0,False,False,False,False,[],False,False,216000.0,€,flat,,"Santa Eugenia, Madrid",Piso en calle de Puentelarra,Destacado,,,,,,
108653887,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/90/60/1351186641.webp,PR99559463,14,bj,624000.0,flat,sale,72.0,True,3,1,Barrio Ibiza,Madrid,Madrid,Retiro,es,Ibiza,40.4185367,-3.6788108,False,https://www.idealista.com/inmueble/108653887/,"Presentamos este fantástico piso en el Barrio de Salamanca, a pasos del Retiro Se ofrece en venta este magnífico piso de 72 m², situado en la prestigiosa calle López de Rueda, en el codiciado barrio de Salamanca, a escasos metros del Parque del Retiro y de la estación de metro Ibiza. Una ubicación inmejorable, ideal para quienes buscan vivir en una de las zonas más emblemáticas y exclusivas de Madrid. Ubicado en la planta baja de un edificio representativo, con una elegante fachada clásica y portero físico, este inmueble ofrece un gran potencial de reforma para convertirlo en la vivienda de tus sueños o una excelente inversión. La vivienda se distribuye en tres habitaciones (una doble y dos individuales), baño completo, cocina independiente con acceso a un amplio patio de uso y disfrute exclusivo, y techos altos que aportan sensación de amplitud y luminosidad. Ideal para quienes desean personalizar su hogar en una ubicación privilegiada, rodeada de comercios, restaurantes, zonas verdes y todos los servicios. No dejes pasar esta oportunidad única de vivir junto al Retiro y en pleno corazón del barrio de Salamanca.",False,good,False,True,8667.0,False,False,False,False,[],False,False,624000.0,€,flat,,"Ibiza, Madrid",Piso,Destacado,,,,,,
108398584,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/e4/43/7a/782091588.webp,,23,4,159000.0,flat,sale,54.0,True,2,1,"calle Marianistas, 15",Madrid,Madrid,Carabanchel,es,Buena Vista,40.3689627,-3.7595387,True,https://www.idealista.com/inmueble/108398584/,"¡Descubre este acogedor piso exterior de 54 m², ideal para quienes buscan un hogar funcional y luminoso! Con un salón que inunda de luz natural cada rincón, este espacio se convierte en el lugar perfecto para relajarse o recibir a amigos. La cocina, completamente equipada con vitrocerámica, horno y nevera, hará las delicias de los amantes de la gastronomía. Este inmueble cuenta con dos dormitorios bien distribuidos, perfectos para descansar después de un largo día. El baño moderno añade un toque de elegancia y confort. Los suelos de parqué y la pintura gotelé aportan calidez al ambiente, mientras que el aire acondicionado garantiza un clima agradable durante todo el año. Ubicado en una zona consolidada, tendrás acceso a una variedad de servicios, como supermercados, tiendas y restaurantes, a solo unos pasos. Además, la cercanía al transporte público, con la estación de metro Carabanchel Alto y varias líneas de autobús, facilita tus desplazamientos diarios. Este piso está actualmente arrendado hasta agosto de 2027, con una renta mensual de 661,88 €, lo que lo convierte en una excelente opción para inversores. Además, cuenta con un seguro de protección de pagos que ofrece tranquilidad en caso de impago. ¡No pierdas la oportunidad de adquirir este inmueble en rentabilidad! Ven a visitarlo, no te arrepentirás.",False,good,False,False,2944.0,False,False,False,False,[],False,False,159000.0,€,flat,,"Buena Vista, Madrid","Piso en calle Marianistas, 15",Destacado,,,,,,
109005151,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/c9/37/1361458755.webp,,40,5,800000.0,flat,sale,147.0,True,4,3,calle del Pez Volador,Madrid,Madrid,Retiro,es,Estrella,40.4122792,-3.6619157,False,https://www.idealista.com/inmueble/109005151/,"Times Inmobiliaria vende este piso de 142m2 construidos y 132m2 útiles. - Situada en la 5* planta. - Cuenta con un salón comedor muy luminoso con una terraza con vista despejada. - Una amplia cocina.  - 4 dormitorios con armarios empotrados. - 3 Baños completos. - Habitación de servicio cuenta con una amplia terraza cerrada con vistas al parque. La ubicación de la vivienda es magnífica, gran interés comercial y cultural, ya que en su entorno podemos encontrar colegios, parques, locales de restauración y de ocio y todos los servicios necesarios. Muy bien comunicada por autobús, metro, fácil acceso a la A-3 Y M-30. En Times Inmobiliaria trabajamos para ofrecer a nuestros clientes los mejores inmuebles. Nos dedicamos a la intermediación en la compra, venta, venta de la nuda propiedad, alquiler y en conseguir la mejor financiación. Para más información contacta con nosotros sin ningún tipo de compromiso y concierta una cita.",False,good,False,True,5442.0,False,False,False,False,[],False,False,800000.0,€,flat,,"Estrella, Madrid",Piso en calle del Pez Volador,Destacado,True,False,10000.0,,,
107646384,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/76/08/1318627659.webp,MLH-343,20,5,2400000.0,flat,sale,186.0,True,3,2,calle de Fernández de la Hoz,Madrid,Madrid,Chamberí,es,Almagro,40.4368076,-3.6958472,False,https://www.idealista.com/inmueble/107646384/,"¡Descubre este piso a reformar en el corazón de Almagro!  Este exclusivo piso de 186 m² te ofrece la oportunidad única de reformarlo completamente a tu gusto, transformándolo en el hogar de tus sueños.  Situado en la última quinta, disfrutarás de una tranquilidad excepcional. Con 3 amplios dormitorios y 2 baños, uno de ellos con baño en suite, y un salón-comedor que se abre a una terraza privada, este espacio es ideal para disfrutar de momentos inolvidables. La cocina independiente y el sistema de calefacción independiente garantizan comodidad durante todo el año. Además, contarás con una plaza de garaje y la comodidad de un ascensor.  La ubicación es inmejorable: rodeado de edificios señoriales, embajadas y espacios culturales, tendrás a tu disposición una amplia oferta de restaurantes exclusivos, tiendas boutique y servicios de primera clase. La excelente comunicación con estaciones de metro y líneas de autobuses te permitirá moverte por la ciudad con facilidad. No pierdas la oportunidad de vivir en uno de los barrios más prestigiosos de Madrid. ¡Ven a visitarlo y enamórate!",False,renew,False,True,12903.0,False,False,False,False,[],False,False,2400000.0,€,flat,,"Almagro, Madrid",Piso en calle de Fernández de la Hoz,Destacado,True,True,,,,
109057763,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/1b/f4/1363122000.webp,LCM38291,32,2,645000.0,flat,sale,96.0,True,2,2,calle del Plomo,Madrid,Madrid,Arganzuela,es,Legazpi,40.3920708,-3.6906483,False,https://www.idealista.com/inmueble/109057763/,"¡Descubre tu nuevo hogar en el barrio de los Metales! Ponemos a la venta esta fantástica vivienda ubicada en la calle Plomo, una de las zonas más demandadas de Arganzuela, gracias a su excelente comunicación, tranquilidad y la calidad de sus servicios. La vivienda cuenta con 96 m² construidos y se distribuye de forma práctica y cómoda para aprovechar al máximo cada espacio. Dispone de un luminoso salón-comedor, cocina independiente, dos dormitorios y dos baños completos, ofreciendo todo lo necesario para disfrutar de una vida confortable. El piso incluye un trastero dentro del precio, un espacio extra muy valorado para guardar todo aquello que no necesitamos a diario, lo que añade comodidad y orden a la vivienda. Uno de los mayores atractivos de esta propiedad es la urbanización en la que se encuentra, que ofrece unas instalaciones pensadas para disfrutar sin salir de casa. Los residentes disponen de una piscina comunitaria, ideal para los meses de verano, un gimnasio totalmente equipado, jardines cuidados que aportan un entorno agradable y un servicio de portero físico las 24 horas, que garantiza tranquilidad y seguridad en todo momento. La ubicación es otro de sus puntos fuertes. Situada en una zona moderna y en constante revalorización, la vivienda cuenta con todos los servicios al alcance de la mano: supermercados, centros educativos, restaurantes, zonas de ocio y amplias áreas verdes donde pasear o practicar deporte. Además, las comunicaciones son excelentes, con varias líneas de autobús y metro a pocos minutos, así como un rápido acceso a la M-30, lo que facilita la conexión con cualquier punto de la ciudad. Se trata de una vivienda que combina espacio, calidad y servicios en un entorno residencial privilegiado, perfecta tanto para familias como para parejas que buscan un hogar en el que instalarse sin renunciar a la comodidad de tenerlo todo cerca. El precio de venta es de 645.000€. Una oportunidad única para vivir en una de las mejores zonas de Arganzuela.",False,good,False,True,6719.0,False,False,False,False,[],False,False,645000.0,€,flat,,"Legazpi, Madrid",Piso en calle del Plomo,Destacado,,,,,,
108665314,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/dc/c9/1351537483.webp,SIM12253071,22,st,210000.0,duplex,sale,100.0,True,2,2,calle Serracines,Madrid,Camarma de Esteruelas,,es,,40.5495144,-3.3804721,False,https://www.idealista.com/inmueble/108665314/,"Dúplex en Venta en Camarma de Esteruelas, Madrid VOhome propiedades Simancas/Julián Camarillo/Salvador vende estupendo dúplex en primera planta con ascensor, en Camarma de Esteruelas. Se distribuye en:  Primera planta: pasillo recibidor, amplio salón con acceso a 2 terrazas, aseo, cocina completamente equipada e independiente con terraza lavadero. Segunda planta: dos dormitorios, baño completo.  El dúplex está completamente amueblado.  El inmueble destaca por su excelente ubicación en el centro de Camarma y por su ambiente de tranquilidad por estas ubicada en zonas verdes. A solo 30 minutos del centro de Madrid. Esta ubicado en plena zona comercial del pueblo.  Cuenta con todos los servicios: supermercados, comercios, cafeterías, ayuntamiento y zonas verdes y todas las comodidades al alcance de la mano. Excelente comunicación con el transporte público, la parada de autobús se encuentra a tan solo 50 metros de la vivienda. Oficina Julián Camarillo Calle Alcalá 443, Madrid. Teléfonos: 91 133 619/  No dudes en llamarnos para coordinar una visita a esta maravillosa vivienda. Estamos seguros de que te encantará. *En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales / Notaría-Gestoría / Registro / intermediación inmobiliaria y/o Financiera).",False,good,False,True,2100.0,False,False,False,False,[],False,False,210000.0,€,flat,duplex,Camarma de Esteruelas,Dúplex en calle Serracines,Destacado,,,,,,
108631815,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/d0/2e/1361814829.webp,,48,,1950000.0,chalet,sale,228.0,,4,3,calle de Aizgorri,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.421375,-3.6671492,False,https://www.idealista.com/inmueble/108631815/,"De Rojas servicios inmobiliarios tiene a su disposición inmueble ubicado en el barrio de Salamanca-Fuente El Berro. Casa independiente de 4 plantas con gran potencial en ubicación privilegiada Se vende casa o chalet independiente de 228 m² construidos (200 m² útiles), distribuida en cuatro plantas sobre una parcela de 140 m². Una vivienda con gran versatilidad, perfecta para familias o como proyecto de reforma con múltiples posibilidades. Distribución por plantas: Planta principal: Al acceder a la vivienda, encontramos un amplio hall de entrada que conecta con los espacios principales de esta planta. A mano derecha, una habitación multifuncional que puede utilizarse como dormitorio, despacho o sala de estar. Seguido, un acogedor salón que comunica con otro salón adicional, ideal como zona de descanso o comedor. También dispone de un aseo de cortesía. Planta baja: Bajando por las escaleras se accede a una cocina con dos ventanas al patio, lo que garantiza buena luz y ventilación. Esta planta también cuenta con un dormitorio adicional, un aseo y un práctico cuarto despensa perfecto para almacenamiento o lavandería. Segunda planta: Aquí se ubican dos dormitorios amplios, ambos equipados con aire acondicionado. Un pequeño hall con dos grandes ventanales aporta mucha luminosidad y puede funcionar como zona de lectura o descanso. En esta planta también hay un baño completo independiente y un gran armario empotrado en el pasillo con gran capacidad de almacenaje. Planta superior (altillo/buhardilla): La vivienda se completa con un altillo de grandes dimensiones, que puede destinarse a buhardilla, estudio, sala de juegos o dormitorio adicional, según las necesidades. Detalles a destacar: Todas las estancias cuentan con ventanas, lo que proporciona excelente luz natural y ventilación en toda la vivienda. Aire acondicionado en dos de los dormitorios. Gran capacidad de almacenaje Dos patios en planta baja con mucha luz. Ideal para personalizar y reformar según tus gustos. No dude en concertar una cita con nosotros. EN UNOS DÌAS SUBIREMOS REPORTAJE FOTOGRÁFICO.",True,renew,False,,8553.0,False,False,True,False,[],False,False,1950000.0,€,chalet,independantHouse,"Fuente del Berro, Madrid",Casa independiente en calle de Aizgorri,Destacado,True,True,,,,
106731676,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/c8/8c/1292300000.webp,RP1712024132764,38,1,279900.0,duplex,sale,114.0,True,3,3,calle de Castilla y León,Madrid,Arroyomolinos,Zona el Caño,es,,40.2733256,-3.920461,False,https://www.idealista.com/inmueble/106731676/,"¡GRAN OPORTUNIDAD! REDPISO ARROYOMOLINOS vende fantástico dúplex de 3 dormitorios en zona El Caño, SIN ASCENSOR, cercano a todo tipo de servicios, comercios, supermercados, colegios y transporte público. El piso se encuentra ubicado en urbanización privada, con trastero y plaza de garaje. La vivienda se distribuye en dos alturas de la siguiente manera: EN LA PLANTA BAJA, por la cual se accede, nos encontramos con el salón, la cocina y un aseo. EN LA PLANTA SUPERIOR tenemos 3 dormitorios y 2 baños, uno de ellos en suite en el dormitorio principal, el cual cuenta también con una TERRAZA CERRADA. Aire acondicionado en todas las estancias. ¡VEN A VISITARNOS, TE RECIBIREMOS ENCANTADO! Financiación ofrecida por nuestro departamento financiero Dcredit. Según el Real Decreto de 218/2005 de 11 de octubre, los precios ofertados no comprenden los tributos (Impuestos de Transmisiones Patrimoniales), ni los gastos notariales y registrales relativos a la compra-venta, ni la comisión de intermediación que satisface el comprador.",False,good,False,False,2455.0,False,False,False,False,[],False,False,279900.0,€,flat,duplex,"Zona el Caño, Arroyomolinos",Dúplex en calle de Castilla y León,Destacado,True,True,,,,
108724525,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/7c/96/1353248718.webp,,27,9,185000.0,flat,sale,66.0,True,3,1,calle Orquídea,Madrid,Alcalá de Henares,Reyes Católicos,es,,40.4752475,-3.3750842,False,https://www.idealista.com/inmueble/108724525/,"Agencia inmobiliaria TECNOCASA de ALCALÁ DE HENARES - PUERTA DE MADRID - REYES CATOLICOS, vende piso alquilado de 3 dormitorios, con ASCENSOR en CALLE ORQUÍDEA. El piso es totalmente exterior con una superficie construida de 66 m².  Se compone de 3 dormitorios, amplio salón muy luminoso, baño completo y cocina equipada con muebles altos y bajos. La vivienda cuenta con calefacción central y ventanas climalit. La vivienda destaca por estar rodeada de numerosos servicios alrededor: bancos, farmacias, supermercados, colegios, autobuses urbanos de diferentes línea, etc.  A 15 minutos andando de la Plaza Cervantes. No dudes en venir a verla porque puede ser lo que estás buscando. Además te recordamos que te llevamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON.",False,good,False,True,2803.0,False,False,False,False,[],False,False,185000.0,€,flat,,"Reyes Católicos, Alcalá de Henares",Piso en calle Orquídea,Destacado,,,,,,
