propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
109210860,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/18/d3/1367571889.webp,,9,,760000.0,chalet,sale,300.0,,4,3,calle Miño,Madrid,Villaviciosa de Odón,El Bosque,es,,40.3985357,-3.9124645,False,https://www.idealista.com/inmueble/109210860/,"URB. EL BOSQUE SE VENDE CHALET INDEPENDIENTE DE 330 METROS EN PARCELA DE 1.000 METROS. Planta principal; Salón independiente con acceso a porche, cocina independiente amueblada y garage para 2 coches. Planta primera: 3 dormitorios el dormitorio principal suite con baño completo, 1 baño completo para dar servicio a los otros dormitorios y gran salón independiente. Planta baja: Salón bodega con acceso al jardín, 1 habitación y 1 baño completo Puertas de roble, armarios en roble, suelos de marmol, ventanas de aluminio blanco climalit, calefacción individual. Parcela con preciosas vistas ajardinada y arbolada.. . Próximamente mas fotografías..",False,good,False,,,2533.0,False,False,False,False,[],False,False,760000.0,€,True,True,chalet,"El Bosque, Villaviciosa de Odón",Casa independiente en calle Miño,,,,,independantHouse
107762375,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/88/26/1323045495.webp,BAJO A CON JARDÍN,20,bj,331000.0,flat,sale,86.0,True,1,1,"Germán Perez Carrasco, 42",Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4358765,-3.6440599,True,https://www.idealista.com/obra-nueva/107762375/,"Boss Inmobiliaria comercializa el proyecto Germán Pérez Carrasco, 42 consta de 5 viviendas de 1 dormitorio, áticos con amplias terrazas y vivienda en planta baja con jardín privado. Situado en el Barrio de Pueblo Nuevo-Quintana, el proyecto Germán Pérez Carrasco 42 se ubica en la calle de nombre homónimo, uno de los barrios más emblemáticos de Madrid, cercano a la calle Alcalá, zona de gran ámbito comercial. A escasos metros de estación de metro, varias líneas de bus y con unas excelentes comunicaciones por carretera cercana a la M-30 y M-40 hacen que esta promoción un auténtico privilegio en cuanto a su situación. Las soluciones adoptadas en la construcción buscan conseguir unos niveles óptimos en cuanto a eficiencia energética y de confort, lo que redundará en un menor consumo y por tanto menor gasto económico, un comportamiento del edificio más respetuoso con el medio ambiente, así como una mejora de la habitabilidad de las viviendas. Además, su doble orientación y el uso de luminarias led en cocinas, baños, distribuidores y terrazas aseguran una eficiencia energética óptima y un ambiente lleno de luz natural y confort. Los salones con amplios ventanales permiten potenciar la iluminación natural de la vivienda además de reducir las necesidades de refrigeración de la misma. La climatización por aerotermia, energía limpia que genera un claro ahorro energético y económico así como un mayor respeto por el medio ambiente, es a través de suelo radiente/refrescante por agua, hace que el sistema trabaje a menor temperatura que los sistemas tradicionales y permite un reparto más homogéneo y racional del calor/frío. Además, favorece la mejor calidad del aire por mantener un nivel de humedad adecuado evitando producir sequedad en el ambiente o la proliferación de ácaros, al disminuir las corrientes de aire que favorecen la aparición de polvo. Todo esto redunda en un claro aumento del confort interior de las viviendas. Las cocinas se entregarán amuebladas con muebles altos y bajos. Incluirá: Placa de inducción, horno, grupo filtrante para extracción y fregadero con grifería de acero inoxidable. Ubicación única, diseño excepcional, confort y eficiencia se unen en este proyecto. Germán Pérez Carrasco, 42 no es solo un lugar para vivir, para invertir en tu futuro y crear tu nuevo hogar, es una oportunidad única para ser parte de una comunidad vibrante y disfrutar de un estilo de vida moderno en el corazón de una de las ciudades más dinámicas de Europa.",False,newdevelopment,True,True,False,3849.0,True,False,False,False,[],False,False,331000.0,€,,,flat,"Quintana, Madrid","Piso en Germán Perez Carrasco, 42",,,,,
109051465,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/72/b4/1362795014.webp,1º A,12,1,480000.0,flat,sale,77.0,True,2,1,"calle Oudird, 9",Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4542326,-3.7066505,True,https://www.idealista.com/obra-nueva/109051465/,"Exclusiva promoción de 9 viviendas en Tetuán – Bellas Vistas En este contexto nace una promoción exclusiva en Bellas Vistas, Tetuán, una de las zonas con mayor proyección de la ciudad. Un enclave urbano que combina tradición y modernidad, perfectamente conectado con el centro y rodeado de servicios.  Una promoción única de 9 exclusivas viviendas de 2 dormitorios, todas con plaza de garaje y espacio para bicicletas, y la comodidad añadida de dos baños completos. Las viviendas cuentan con acabados de lujo y la más avanzada tecnología en climatización: aerotermia con suelo radiante, que ofrece calor en invierno y frescor en verano, con la máxima eficiencia energética.  Tu cocina, completamente amueblada y equipada con electrodomésticos de primeras marcas (frigorífico, lavadora, lavavajillas, horno y placa de inducción), lista para estrenar desde el primer día.  Disfruta de un entorno diseñado para tu bienestar, con zonas ajardinadas y piscina donde relajarte sin salir de casa. Si todavía buscas más privacidad y exclusividad, te invitamos a descubrir nuestros áticos dúplex con piscina privada y garaje incluido. Estás en un espacio moderno, confortable y sostenible, en el corazón de un barrio vibrante y en plena transformación. Bien sea para vivir, o como inversión; Residencial Oudrid, 9, significa apostar por un inmueble de calidad en una ciudad en pleno crecimiento, donde la demanda residencial se mantiene sólida y el valor patrimonial sigue en ascenso. Vive el futuro de Madrid, hoy.",False,newdevelopment,True,True,False,6234.0,True,False,False,False,[],False,False,480000.0,€,True,False,flat,"Bellas Vistas, Madrid","Piso en calle Oudird, 9",20000.0,,,,
107170447,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/48/23/1305537323.webp,P4 1º B,29,1,377736.0,flat,sale,139.0,True,3,2,"Galapagar, 30",Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,,40.6237685,-4.0073562,True,https://www.idealista.com/obra-nueva/107170447/,"Nueva Promoción de Viviendas LOS ALTOS DE VILLALBA.  Oportunidad única en una Zona de Alto Potencial, Calle Gabriel García Márquez esquina Avda. de Galapagar, Collado Villalba. Edificio Residencial de 54 viviendas todas con 1 o 2 terrazas, de 1, 2 y 3 dormitorios, con una o dos plazas de garaje y trastero incluido.  Los diferentes tamaños de las viviendas que van desde los 56m² hasta los 166m² construidos se ajustan a cada tipo de familia. Cada vivienda cuenta con una o dos terrazas. El conjunto de edificios formarán una urbanización privada proporcionando una total tranquilidad tanto a ti como a tu familia y contará con piscina, sala multifuncional. Una de las zonas más demandadas de Villalba, al lado de la estación de Renfe, facilita una conexión rápida y directa con el centro de la ciudad, la solución perfecta para quienes buscan comodidad y facilidad en sus desplazamientos diarios. Bien comunicado, ideal para disfrutar con la familia o como inversión.  La zona dispone de una variada oferta de servicios, incluyendo colegios, áreas de ocio y comercios, todo en un ambiente tranquilo y de fácil acceso. Además, destacamos la eficiencia energética del proyecto y los criterios de seguridad y accesibilidad que hemos seguido a la hora de diseñarlo. La promoción de viviendas está sujeta a la obtención de las licencias y autorizaciones necesarias por parte de las administraciones competentes, por lo tanto, las imágenes, planos y descripciones pueden estar sujetas a cambios necesarios. Mobiliario, decoración y electrodomésticos no incluidos.",False,newdevelopment,True,True,False,2718.0,True,False,False,False,[],False,False,377736.0,€,True,True,flat,"Parque de la Coruña - Las Suertes, Collado Villalba","Piso en Galapagar, 30",,,,,
109217465,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/47/36/1367758186.webp,,19,2,415000.0,flat,sale,128.0,True,4,3,Getafe Centro,Madrid,Getafe,Getafe Centro,es,,40.3054255,-3.7253727,False,https://www.idealista.com/inmueble/109217465/,"Ruiz y Valdés Inmobiliaria VENDE DÚPLEX de CUATRO DORMITORIOS y TRES BAÑOS en Plaza del Pilar, en el centro de Getafe.  Se trata de una vivienda de casi 130 metros cuadrados de superficie que se divide en dos plantas. En la primera está el salón-comedor independiente con terraza, la cocina equipada con terraza integrada, un aseo y un gran armario empotrado en el pasillo distribuidor. En la segunda planta se encuentran los cuatro dormitorios (dos de ellos con terraza particular) y dos baños completos con plato de ducha (uno de ellos en suite y con columna de hidromasaje).  El inmueble, del año 1990, dispone de calefacción de gas natural, aire acondicionado, suelos de parquet, puertas interiores macizas, armarios empotrados a medida, escalera revestida en madera y puerta de entrada blindada.  El bloque es tranquilo, con pocos vecinos y las zonas comunes están totalmente renovadas, con acabados en mármol.  En Ruiz y Valdés Inmobiliaria NO COBRAMOS COMISIONES al comprador. El precio de venta es el precio final que pagará el comprador a no ser que se negocie una rebaja con la parte vendedora. No cobramos por hacer ofertas sobre el precio de venta. Lo que nos interesa es que ambas partes queden satisfechas con la operación.",False,good,False,False,,3242.0,False,False,False,False,[],False,False,415000.0,€,,,flat,"Getafe Centro, Getafe",Piso,,,,,
108170345,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/e0/a2/1335957730.webp,Planta 3ºD,29,3,1191960.0,flat,sale,205.0,True,3,3,"calle Fuente Marcela, 15",Madrid,Majadahonda,Zona Monte el Pilar,es,,40.4711852,-3.8544599,True,https://www.idealista.com/obra-nueva/108170345/,"UN PROYECTO ÚNICO EN UN ENTORNO PRIVILEGIADO Exclusiva combinación de lujo y naturaleza. Situado al noroeste de Madrid en el término municipal de Majadahonda, a escasos 10 minutos del centro de la capital. El Monte del Pilar, sin duda, es la mejor zona residencial de Majadahonda, rodeada por un pulmón verde de masa forestal de Bosque Mediterráneo de más de 800 Hectáreas en la que conviven jabalíes, zorros, ginetas, ardillas, erizos, conejos y dónde podrás disfrutar al máximo la naturaleza de esta privilegiada zona de Madrid. ¡UN VERDADERO LUJO A TU ALCANCE! EL ENTORNO Un lugar incomparable, El monte del Pilar, sin duda la mejor zona residencial de Majadahonda, rodeada por un pulmón verde de masa forestal de Bosque Mediterráneo de más de 800 Hectáreas, a un paso de los mejores colegios privados internacionales y concertados de Madrid, Hospital Puerta de Hierro, farmacia, restaurantes, supermercados, iglesia, gasolinera, centros comerciales, club de tenis, a tan solo 5’ andando de la estación de cercanías de Majadahonda, con acceso directo a la A6, M50 y M503 EL PROYECTO EL PROTAGONISTA, LA NATURALEZA. Un solo bloque de 14 exclusivas viviendas de diseño minimalista de fachada asimétrica, situado sobre una parcela de 2.000 m2 con espectaculares vistas a la sierra de Madrid y al Monte del Pilar El compromiso de “RESIDENCIAL LAS TERRAZAS” y del estudio A-CERO Joaquín Torres & Rafael Llamazares con el medioambiente y con el bajo consumo de recursos ha marcado el proyecto en su totalidad. Cabe destacar las excelentes soluciones de cerramientos exteriores que minimizan las pérdidas energéticas, la generación centralizada de calor y frío mediante Aerotermia y placas solares o la reutilización de aguas grises para el riego de jardines, junto con una certificación tipo A de consumo energético. Zonas comunes pensadas para el máximo disfrute, piscina comunitaria, zonas ajardinadas, Gimnasio, zona de juegos infantil, etc VIVIENDAS Exclusivos bajos con amplio jardín y piscina privada, pisos intermedios y áticos – dúplex con amplias terrazas y las más altas calidades. Todas las viviendas estarán dotadas de instalación domótica, suelo radiante en invierno y refrescante en verano, trastero, plazas de aparcamiento, pre-instalación carga de vehículos eléctricos. Plazas de garaje y trasteros en plantas sótano.",False,newdevelopment,True,True,False,5814.0,True,False,False,False,[],False,False,1191960.0,€,True,True,flat,"Zona Monte el Pilar, Majadahonda","Piso en calle Fuente Marcela, 15",,,,,
108717409,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/d5/09/1353033310.webp,p2-1ºA,30,1,381381.0,flat,sale,121.0,True,3,2,"Galapagar, 30",Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,,40.6237203,-4.0073316,True,https://www.idealista.com/obra-nueva/108717409/,"Nueva Promoción de Viviendas LOS ALTOS DE VILLALBA.  Oportunidad única en una Zona de Alto Potencial, Calle Gabriel García Márquez esquina Avda. de Galapagar, Collado Villalba. Edificio Residencial de 54 viviendas todas con 1 o 2 terrazas, de 1, 2 y 3 dormitorios, con una o dos plazas de garaje y trastero incluido.  Los diferentes tamaños de las viviendas que van desde los 56m² hasta los 166m² construidos se ajustan a cada tipo de familia. Cada vivienda cuenta con una o dos terrazas. El conjunto de edificios formarán una urbanización privada proporcionando una total tranquilidad tanto a ti como a tu familia y contará con piscina, sala multifuncional. Una de las zonas más demandadas de Villalba, al lado de la estación de Renfe, facilita una conexión rápida y directa con el centro de la ciudad, la solución perfecta para quienes buscan comodidad y facilidad en sus desplazamientos diarios. Bien comunicado, ideal para disfrutar con la familia o como inversión.  La zona dispone de una variada oferta de servicios, incluyendo colegios, áreas de ocio y comercios, todo en un ambiente tranquilo y de fácil acceso. Además, destacamos la eficiencia energética del proyecto y los criterios de seguridad y accesibilidad que hemos seguido a la hora de diseñarlo. La promoción de viviendas está sujeta a la obtención de las licencias y autorizaciones necesarias por parte de las administraciones competentes, por lo tanto, las imágenes, planos y descripciones pueden estar sujetas a cambios necesarios. Mobiliario, decoración y electrodomésticos no incluidos.",False,,True,True,False,3152.0,True,False,False,False,[],False,False,381381.0,€,True,True,flat,"Parque de la Coruña - Las Suertes, Collado Villalba","Piso en Galapagar, 30",,,,,
107228557,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/f6/af/1308906136.webp,MAD55570,22,5,1150000.0,flat,sale,108.0,True,2,1,glorieta de Ruiz Giménez,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4284308,-3.7069602,False,https://www.idealista.com/inmueble/107228557/,"Lucas Fox presenta este magnífico ático situado en un edificio clásico con encanto, en el barrio de Trafalgar en Madrid.  La vivienda ofrece una amplia terraza privada con vistas increíbles de la ciudad, ideal para disfrutar de atardeceres inolvidables. Consta de dos dormitorios, un salón, una cocina independiente y un baño completo.  El piso se ofrece con una reforma funcional y moderna, en la que se han mantenido elementos originales, como las vigas vistas de madera en algunas zonas.  Se trata de una opción ideal tanto como residencia, como para inversión. Póngase en contacto para más información.",False,renew,False,False,,10648.0,True,False,False,True,[],False,False,1150000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en glorieta de Ruiz Giménez,,,,,
109217678,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/34/b0/1175662945.webp,,12,2,1300000.0,flat,sale,98.0,True,2,1,calle Reina,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4216873,-3.6992365,False,https://www.idealista.com/inmueble/109217678/,"**Piso en Venta en el Corazón de la Ciudad** ¡Descubre este espectacular piso de 90 m², ideal para quienes buscan comodidad y estilo! Con 2 amplios dormitorios, este hogar ofrece un salón comedor luminoso y acogedor, perfecto para disfrutar de momentos inolvidables. La cocina, totalmente reformada y equipada con electrodomésticos de última generación, es un sueño para los amantes de la gastronomía. La habitación principal cuenta con espacio suficiente para una cama de 2x2 y armarios empotrados que maximizan el espacio. El baño, moderno y funcional, está equipado con ducha, brindando un toque de elegancia. Además, el suelo de tarima y la carpintería interior en blanco aportan un ambiente cálido y contemporáneo. Disfruta de la luz natural que entra por los tres balcones que dan a la calle Reina, creando un espacio tranquilo y agradable. La ubicación es inmejorable, a solo 2 minutos de la Gran Vía y Chueca, con fácil acceso a autobuses y metro. Este piso es todo exterior, lo que garantiza una ventilación óptima y vistas encantadoras. Con calefacción por bomba de frío/calor y ventanas climalit, estarás cómodo durante todo el año. No dejes pasar la oportunidad de vivir en un lugar donde cada rincón ha sido diseñado para ofrecerte la mejor calidad de vida. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,good,False,True,,13265.0,False,False,False,False,[],False,False,1300000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso en calle Reina,,1350000.0,50000.0,4.0,
109211847,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/d5/fb/1367589141.webp,borr,41,1,499000.0,flat,sale,75.0,False,2,2,calle de Andrés Borrego,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4225345,-3.7078215,False,https://www.idealista.com/inmueble/109211847/,"¡Descubre este espectacular piso recién reformado en pleno casco histórico de Madrid! Ubicado a escasos metros de la emblemática Gran Vía, este hogar es una joya que combina modernidad y encanto. Con 75 m² construidos, cuenta con un gran salón que se divide en dos espacios diferenciados, perfecto para disfrutar de momentos en familia o recibir amigos. La cocina independiente está totalmente equipada y lista para que des rienda suelta a tu creatividad culinaria. Este piso ofrece dos dormitorios dobles, cada uno con ventana y armarios empotrados, ideales para el descanso y la privacidad. Además, dispone de dos baños completos que aportan comodidad y funcionalidad. La vivienda, amueblada con primeras calidades, está lista para entrar a vivir, lo que la convierte en una oportunidad única para quienes buscan un hogar en el corazón de Madrid. La calefacción por bomba de frío/calor y el aire acondicionado garantizan un ambiente agradable durante todo el año. Situado en la primera planta de un edificio con ascensor, este piso tiene una orientación sur-este que permite disfrutar de luz natural durante todo el día. No dejes pasar la oportunidad de visitarlo; ¡te encantará!",False,good,False,False,,6653.0,False,False,False,False,[],False,False,499000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de Andrés Borrego,,519000.0,20000.0,4.0,
108662670,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/94/32/1351938547.webp,A+B,15,,8965000.0,chalet,sale,466.0,,5,6,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4450009,-3.6838724,False,https://www.idealista.com/obra-nueva/108662670/,"Tres viviendas únicas con jardín, terrazas y piscina privada, donde el diseño contemporáneo se encuentra con la exclusividad. Firmado por el arquitecto Rafael Robledo, este proyecto residencial de obra nueva se sitúa en el corazón de El Viso, próximo a la Fuente de los Delfines, una de las zonas más exclusivas y tranquilas de Madrid, donde la privacidad y el diseño contemporáneo se integran con el entorno residencial más consolidado de la capital. El conjunto está formado por solo tres viviendas singulares, concebidas como un ejercicio de lujo discreto y sofisticación funcional. Con interiores diseñados por Pablo Sepúlveda, los espacios destacan por su estética serena y cálida, con materiales nobles como maderas de alta gama y piedra natural, que aportan armonía, textura y elegancia a cada estancia. La luz natural es protagonista gracias a los grandes ventanales que conectan el interior con amplios espacios exteriores de uso totalmente privado: jardines, terrazas y piscinas que prolongan la vida del hogar hacia el aire libre. Las viviendas, con superficies entre 258 y 573 m², ofrecen amplias zonas sociales, cocinas equipadas con opción abierta o cerrada, dormitorios en suite con vestidores y estancias versátiles adaptables a biblioteca, sala de estar o espacio de trabajo. Con una superficie construida de 466 m², este chalet se distribuye en tres plantas y ofrece más de 150 m² de espacios exteriores entre jardín, terrazas y piscina privada. Dispone de cuatro dormitorios en suite, dos de ellos con zona de vestidor, amplias zonas de estar, biblioteca, comedor, cocina equipada y zona de servicio. La propiedad incluye cuatro plazas de garaje con acceso directo y dos trasteros, y representa una opción exclusiva para quienes buscan amplitud, privacidad y representatividad en una de las mejores ubicaciones de Madrid. Una propuesta única que interpreta el lujo con discreción, diseño y equilibrio, para quienes buscan vivir El Viso desde la autenticidad y la excelencia.",False,newdevelopment,True,,False,19238.0,True,False,False,False,[],False,False,8965000.0,€,True,True,chalet,"El Viso, Madrid",Casa independiente,,,,,independantHouse
108530738,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/75/06/1347642944.webp,,31,,1350000.0,chalet,sale,286.0,,5,5,"CL HERMANOS SAN ROMAN, 1",Madrid,Pozuelo de Alarcón,Zona norte,es,Zona norte,40.4494921,-3.8072255,True,https://www.idealista.com/inmueble/108530738/,"Savills presenta esta magnífica vivienda pareada con un diseño moderno distribuido en cuatro plantas con estancias amplias y funcionales.  La planta principal alberga un amplio hall de entrada con armario gabanero, un espacioso salón-comedor, una cocina, zona de lavandería, un aseo de cortesía y un amplio jardín de 112m².  En la planta primera nos encontramos con tres dormitorios en suite y una zona intermedia que comunica con las tres estancias. La buhardilla ofrece un espacio versátil ideal como salón adicional, una terraza y un dormitorio en suite.  El sótano, iluminado mediante un patio inglés cuenta con gran espacio polivalente, cuarto de instalaciones y un dormitorio en suite. Las calidades han sido cuidadosamente seleccionadas, destacando por su elegancia y excelente acabado.  La vivienda cuenta con calificación energética A, sistema de climatización por suelo radiante y refrescante mediante aerotermia, y carpintería exterior con rotura de puente térmico.  Cuenta con dos plazas de garaje exteriores y una piscina comunitaria. Una oportunidad única de estrenar su nuevo hogar en una de las zonas más exclusivas del noroeste de Madrid. Entrega inmediata.",False,good,False,,,4720.0,True,False,False,False,[],False,False,1350000.0,€,True,True,chalet,"Zona norte, Pozuelo de Alarcón","Chalet pareado en CL Hermanos San Roman, 1",,,,,semidetachedHouse
109152655,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/cb/76/1365846199.webp,W-046C1O,12,4,915000.0,flat,sale,60.0,True,1,1,calle de Ayala,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.426426,-3.6808881,False,https://www.idealista.com/inmueble/109152655/,"Exclusivo apartamento reformado a estrenar en el corazón de Recoletos. Ubicado en una de las zonas más prestigiosas de Madrid, este luminoso apartamento de un dormitorio ofrece una combinación perfecta de confort, diseño y ubicación. Totalmente reformado para estrenar, destaca por su cuidada distribución y acabados de alta calidad. La vivienda cuenta con un amplio dormitorio en suite, que incluye un elegante baño, un vestidor independiente y una cómoda zona de trabajo, ideal para quienes buscan funcionalidad sin renunciar al estilo. La zona social se compone de un salón-comedor muy luminoso con cocina integrada de diseño moderno, equipada con electrodomésticos de última generación. Desde el salón se accede a una pequeña y acogedora terraza, perfecta para disfrutar del aire libre en plena ciudad. El edificio, en buen estado de conservación, dispone de portero físico y ofrece la posibilidad de adquirir plaza de garaje en la misma finca, lo que añade un valor añadido a la propiedad. Situado en el exclusivo barrio de Recoletos, en el distrito de Salamanca, este apartamento es ideal tanto como residencia habitual como inversión de alto perfil, gracias a su inmejorable ubicación, rodeado de servicios, boutiques de lujo, restaurantes y excelentes conexiones de transporte. La zona ofrece una amplia oferta cultural, gastronómica y comercial: desde museos y galerías de arte hasta boutiques de lujo, restaurantes de alta cocina y cafés históricos. Además, cuenta con excelentes conexiones de transporte público y todos los servicios necesarios a pie de calle. Este enclave privilegiado combina lo mejor de la vida urbana con la tranquilidad de un entorno residencial de alto nivel, ideal tanto para residencias permanentes como para inversiones exclusivas.",False,good,False,True,,15250.0,True,False,False,False,[],False,False,915000.0,€,,,flat,"Recoletos, Madrid",Piso en calle de Ayala,,,,,
105097868,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/f1/b3/1057714768.webp,CH-2,24,,1152000.0,chalet,sale,277.0,,4,5,Isabel de Valois s/n,Madrid,Boadilla del Monte,Sector S,es,,40.4097277,-3.8833319,True,https://www.idealista.com/obra-nueva/105097868/,"En construcción Urbanización privada con 18 exclusivas viviendas unifamiliares de 4 dormitorios ampliables a 5, con grandes terrazas y opción de piscinas particulares en sus excelentes jardines privativos. Doble orientación de los espacios exteriores y de las estancias principales. También cuenta con dos plazas de aparcamiento. Todas las viviendas ofrecen un cuarto de lavado o planchado con iluminación natural. La urbanización dispone de cuidados accesos peatonales desde la zona común a cada vivienda integrados con su arquitectura y, para que disfrutes de total seguridad, en Maranta también contarás con garita de vigilancia y videocámaras en el acceso a la zona comunitaria desde la calle. La promoción dispone asimismo de buzones inteligentes en las que recoger tus pedidos online. Se sitúa en el sector Siglo XXI, área residencial a menos de 10 minutos andando al centro histórico de la ciudad. Además, la comunicación con la red de transporte público es muy cómoda. Dirección PUNTO DE VENTA: Avda. Isabel de Farnesio, esq Avda. Nuevo Mundo (Boadilla).",False,newdevelopment,True,,False,4159.0,True,False,False,False,[],False,False,1152000.0,€,True,True,chalet,"Sector S, Boadilla del Monte",Chalet adosado en Isabel de Valois s/n,,,,,terracedHouse
109219060,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/f0/c3/1367809272.webp,,31,2,445000.0,flat,sale,104.0,True,2,2,Barrio El Cañaveral,Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.4007727,-3.5479754,False,https://www.idealista.com/inmueble/109219060/,"¡Oportunidad única! Vivienda a estrenar en impecable estado, nunca habitada, lista para entrar a vivir. Presentamos esta preciosa vivienda de 104 m² construidos y 81 m² útiles según catastro, ubicada en una excelente zona con orientación suroeste, lo que garantiza una magnífica entrada de luz natural durante todo el día. La propiedad cuenta con 2 amplias habitaciones, ambas con armarios empotrados, además de otros dos armarios extra en el hall y dormitorio principal, lo que aporta un gran espacio de almacenamiento. Dispone de 2 baños completos, uno de ellos en suite, perfectamente equipados. La cocina es una auténtica joya, completamente amueblada y equipada con mobiliario de gran calidad, cuenta con dos accesos, uno desde el hall y otro desde el comedor, lo que aporta una gran comodidad y fluidez en la circulación. Desde la cocina se accede a una acogedora terracita, perfecta para disfrutar del aire libre. Entre sus calidades destacan: Suelos de tarima, Paredes lisas, Puertas de madera lacadas en blanco, Ventanas de gran formato con rotura de puente térmico y doble acristalamiento, que ofrecen aislamiento y luminosidad excepcionales. Aire acondicionado frío/calor por conductos en toda la vivienda. Tendedero cubierto para mayor comodidad. El edificio cuenta con ascensor, trastero, plaza de garaje incluida en el precio, piscina comunitaria, amplias zonas verdes, conserje, puerta de seguridad y una sala social para reuniones y eventos. Una oportunidad única para vivir con todo el confort, eficiencia y estilo en una de las zonas más demandadas de Madrid, ideal para toda clase de familias… y especialmente pensada para aquellas que buscan un hogar cómodo, moderno y con espacios para disfrutar juntos cada día. Autobuses cercanos, conectados con el centro de Madrid en pocos minutos, 159, N6, 290 (COSLADA -PLENILUNIO) E5 (EL CAÑAVERAL, GOYA, MANUEL BECERRA) En transporte privado gran variedad de alternativas en pocos minutos M45, M50, R3 con salida directa al centro de Madrid a M30, M40, N2 Aeropuerto, etc. Si necesitas financiación consúltanos, posibilidad del 100% previo estudio financiero...",False,good,False,True,,4279.0,False,False,False,False,[],False,False,445000.0,€,True,True,flat,"El Cañaveral, Madrid",Piso,,,,,
105338347,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/48/f4/1249108474.webp,BHHS-MAD-0264,25,1,819000.0,flat,sale,76.0,False,2,2,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4275097,-3.6791402,False,https://www.idealista.com/inmueble/105338347/,"Sí buscas un Pied-à-Terre en el exclusivo barrio Recoletos-Salamanca, tenemos a tu disposición esta bonita vivienda interior, dispone de 76 metros cuadrados catastrales. El inmueble se encuentra situado en de un edificio señorial, ubicado junto a una de las calles más emblemáticas, famosas conocidas del Barrio Salamanca, sin lugar a dudas en un enclave privilegiado y exclusivo. La vivienda se compone de dos dormitorios y dos baños. Dispone de plaza de garaje incluida en el precio fuera de la finca. Cuenta con servicio de portería. El piso se encuentra en una primera planta interior con buena luz gracias a que da a un patio amplio, no dispone de ascensor, ya que se ha construido en la parte posterior del edificio accediendo por una escalera que solo da acceso a la vivienda. Se compone de zona de estar con amplio salón comedor con dos ventanas a patio, seguido de cocina abierta totalmente equipada con electrodomésticos de gama alta. La zona de descanso está compuesta por dos dormitorios uno de ellos en suite con grandes armarios empotrados y vestidores. Es una oportunidad para vivir o invertir en una de las zonas mas valorizadas de la capital.  La vivienda se entrega totalmente amueblada y equipada. NOTA ADICIONAL. Disponemos de varios inmuebles similares en esta zona que solo pueden estar anunciados en nuestra web por expreso deseo de sus propietarios. Si desean verlos pueden hacerlo pinchando en el enlace adicional ubicado al final del anuncio.",True,good,False,False,,10776.0,True,False,False,False,[],False,False,819000.0,€,,,flat,"Recoletos, Madrid",Piso,,,,,
