propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108528009,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/85/66/1347563665.webp,RP542025139062,18,1,170000.0,flat,sale,81.0,True,2,2,Barrio Valdebernardo - Valderrivas,Madrid,Madrid,Vicálvaro,es,Valdebernardo - Valderrivas,40.3958758,-3.6055631,False,https://www.idealista.com/inmueble/108528009/,"¡Oportunidad de inversión! Venta de NUDA PROPIEDAD en Valderrivas, Madrid Se pone a la venta la nuda propiedad de una excelente vivienda de 63m² útiles, situada en una de las zonas residenciales más demandadas de Valderrivas (Vicálvaro), Madrid. Ideal para inversores que buscan asegurar su capital en un activo inmobiliario de alta calidad y con proyección. Valor actual del inmueble: 340.000 € En una primera planta con orientación suroeste. Ditribuida en: 2 dormitorios espaciosos, 2 baños, uno de ellos con ventana y plato de ducha, cocina independiente con tendedero. Suelos de parquet. Aire acondicionado en salón y dormitorio principal. Calefacción individual de gas natural. Trastero incluido en el precio. Ubicada en urbanización cerrada con: Piscina comunitaria, pista polideportiva y conserje 24 horas. Zonas ajardinadas y ambiente familiar La vivienda se encuentra en excelente estado de conservación. Se transmite únicamente la nuda propiedad, manteniendo el actual propietario el usufructo vitalicio del inmueble. Ubicación privilegiada, con todos los servicios a mano: transporte público, supermercados, centros educativos y zonas verdes. Una inversión segura, en una zona en constante revalorización. Para más información o concertar una visita informativa, contáctanos sin compromiso. No dejes pasar esta oportunidad de adquirir una propiedad valorada en 340.000 € a un precio muy atractivo. EN EL PRECIO NO ESTÁN INCLUIDOS LA GESTIÓN INMOBILIARIA QUE ASCIENDE AL 4% MAS IVA.  NI LOS GASTOS DE NOTARIO REGISTRO E IMPUESTOS NO INCLUIDOS EN EL PRECIO.",False,good,False,True,2099.0,False,False,False,False,[],False,False,170000.0,€,flat,"Valdebernardo - Valderrivas, Madrid",Piso,Destacado,,,
108710023,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/62/8d/1352825820.webp,RP962025139848,16,2,1650000.0,flat,sale,147.0,True,3,4,calle de Fernán González,Madrid,Madrid,Retiro,es,Ibiza,40.4169699,-3.6736311,False,https://www.idealista.com/inmueble/108710023/,"INMOBILIARIA REDPISO VENDE PISO REFORMADO EN BARRIO RETIRO Se trata de un piso en la segunda planta exterior y totalmente reformado con buena luminosidad de 147 m2 construidos. Cuenta con un dormitorio principal vestidor y baño, dos habitaciones con baños incluido, además del aseo de cortesía. Este piso cuenta con una lavandería y tiene un amplio salón- comedor y una cocina americana creando un espacio unificado, más amplio, luminoso y social. Dando esa funcionalidad y modernidad donde se convierte en un área donde la familia o los invitados pueden reunirse mientras cocina o come.  Con Sistema Airzone de aire acondicionado por conductos que proporciona confort térmico y una mejor calidad del aire, permitiendo mantener una temperatura estable. Su gran atractivo es el Parque del Retiro, que aporta un espacio verde único en la ciudad para actividades al aire libre. Está situado a 7min andando de El Retiro. Esta zona está en auge debido a la subida de precios que está teniendo Barrio de Salamanca. Los bulevares del barrio de Retiro en Madrid son uno de los atractivos más encantadores de esta área, reflejando la elegancia y la serenidad que caracteriza a este entorno. Oportunidad ideal para disfrutar de uno de los mejores barrios de Madrid. Contáctanos para más información o para programar una visita.",False,good,False,True,11224.0,False,False,True,False,[],False,False,1650000.0,€,flat,"Ibiza, Madrid",Piso en calle de Fernán González,Destacado,,,
103490910,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/b8/60/1191159933.webp,1959,44,,197000.0,countryHouse,sale,157.0,,3,3,Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios,,es,,40.2931582,-4.4157198,False,https://www.idealista.com/inmueble/103490910/,"R-1959 4911m2 DE TERRENO RUSTICO CON VIVIENDA URBANA Y POZO. Preciosa finca enclavada en el término municipal de Cadalso de los vidrios a 3 Km del pueblo con preciosas vistas de la sierra y la Peña Muñana. Tiene entrada y fácil acceso desde la carretera y una parada de autobús (Madrid - Cadalso que pasa cada media hora) a 200m de la finca, Disponemos de más de 4.900m2 de terreno para disfrutar de la naturaleza con jardín, huerta y arboles frutales, rodeado de montañas, encinas y un arroyo. Cuenta con una vivienda construida en 1.996 urbana y escriturada de 150m2 útiles distribuidos en 2 plantas de la siguiente manera: Planta baja; 104m2 cuenta con cocina amueblada y chimenea, salón amplio con estufa de leña, 2 baños completos y 3 dormitorios. Planta alta; Loft de 50m2 forrado en madera con entrada independiente, salón y dormitorio en concepto abierto, cocina, baño completo y una espectacular terraza de 70m2 abierta con increíbles vistas. En cuanto a las calidades del inmueble cuenta con ventanas aluminio blanco con cristal climalit, rejas en toda la vivienda, persianas de aluminio, suelos de cerámica en planta baja y tarima flotante en planta alta, calentador de gas, pre-instalación de radiadores en la planta baja, pintura lisa y señal de internet muy buena. La finca es autosuficiente a nivel energetico pues cuenta con placas solares y aerogenerador, baterías y convertidor a 220v. Pozo y depósito de agua de 10.000L. Jardín, más de 1000 metros de huerta y árboles frutales. Características básicas: Finca rústica 2 plantas 157 m² construidos, 150 m² útiles 4 habitaciones 3 baños 2 cocinas Parcela de 4.911 m² 1 Chimenea y 2 estufas de leña Trastero caseta de aperos Orientación norte, sur, este, oeste No espere mas, llame e informese. Demos Juntos El Primer Paso Hacia La Casa De Sus Sueños.",False,good,False,,1255.0,False,False,False,False,[],False,False,197000.0,€,countryHouse,Cadalso de los Vidrios,Finca rústica,Destacado,True,True,countryHouse
108404579,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/70/90/1343508089.webp,RP2742025137926,30,1,274000.0,flat,sale,103.0,True,3,2,Barrio Prado de Santo Domingo,Madrid,Alcorcón,Prado de Santo Domingo,es,Prado de Santo Domingo,40.3294852,-3.8276571,False,https://www.idealista.com/inmueble/108404579/,"¡ REDPISO ENSANCHE SUR VENDE VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA (VPPB) COMPUESTA POR 3 DORMITORIOS, 2 BAÑOS COMPLETOS, AMPLIO SALÓN, COCINA CON TENDEDERO, PLAZA DE GARAJE y TRASTERO EN URBANIZACIÓN PRIVADA CON SERVICIO DE CONSERJERÍA! ¡FECHA DE ESCRITURACIÓN MAYO DE 2026! Exclusiva vivienda en ENSANCHE SUR en primera planta, con distribución en esquina y doble orientación (SURESTE), lo que garantiza una gran luminosidad a todas las estancias y favoreciendo así la ventilación cruzada. Está compuesta por 3 dormitorios, 2 baños completos salón, cocina con espacio para office y tendedero, plaza de garaje y trastero. La vivienda ofrece unas magníficas calidades interiores, destacando sus estancias completamente cuadradas para favorecer la distribución del mobiliario. En cuanto a la carpintería exterior, destacar que todas las ventanas son Climalit con rotura de doble puente térmico.  ¡ LA VIVIENDA CUENTA CON PLAZA DE GARAJE y TRASTERO INCLUIDO EN EL PRECIO!  Urbanización privada con servicio de conserjería, zonas verdes e infantiles, cuenta con una ubicación excelente dentro de ENSANCHE SUR, cercana a todos los servicios necesarios para hacer de tu nueva vivienda una experiencia magnífica. Cuenta con guarderías, colegios desde Infantil a Bachillerato, líneas de autobús urbano (L2), e interurbano (511) hacia Madrid – Cuatro Vientos, además de salida directa a M-50, supermercados como Alcampo, Mercadona, Lidl y servicios de restauración como Burger King, McDonald’s … ¡ FINANCIACIÓN HASTA EL 100%! No dudes en contactar con nosotros para concertar una visita ¡ MEJOR VER ! “Redpiso, tu hogar nuestro compromiso” * El precio no incluye el Impuesto de Transmisiones Patrimoniales (max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales (según el caso).",False,good,False,True,2660.0,False,False,False,False,[],False,False,274000.0,€,flat,"Prado de Santo Domingo, Alcorcón",Piso,Destacado,True,True,
108404107,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/11/f7/1352741442.webp,MAD186-25,20,4,257000.0,flat,sale,65.0,True,3,1,Barrio Fontarrón,Madrid,Madrid,Moratalaz,es,Fontarrón,40.4000785,-3.643048,False,https://www.idealista.com/inmueble/108404107/,"Exclusivas Romero comercializa en Exclusiva vivienda en Moratalaz.  El inmueble cuenta con una superficie de 60m2 y se distribuye de la siguiente manera: Hall de entrada, cocina amueblada, salón-comedor de, pasillo distribuidor, cuarto de baño y tres dormitorios. Vivienda exterior, con ascensor, fachada rehabilitada, muy luminosa, orientación norte y sur, suelos de tarima, ventanas de aluminio y aire acondicionado. Vivienda muy bien ubicada con todos los servicios a un paso (Centro de salud, farmacias, supermercados, etc…) y comunicada con autobuses, Cercanías Renfe y metro. Llame e infórmese!",False,good,False,True,3954.0,False,False,False,False,[],False,False,257000.0,€,flat,"Fontarrón, Madrid",Piso,Destacado,,,
106284078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/5d/80/1278183805.webp,,22,bj,199000.0,flat,sale,100.0,True,2,1,Los Arroyos,Madrid,San Sebastián de los Reyes,Los Arroyos,es,,40.5559649,-3.6417094,False,https://www.idealista.com/inmueble/106284078/,"Redpiso comercializa en forma exclusiva, local acondicionado para Loft y estudio de sonido con licencia de estudio de grabación, totalmente insonorizado con materiales de alta calidad, se vende sin equipos. Consta de 5 estancias distribuidas de la siguiente manera, sala de estar o comedor en la entrada con estufa de pellets y aire acondicionado bomba de calor una habitación acondicionada como dormitorio, cocina semi equipada, baño con plato de ducha, y una sala muy amplia en este caso estudio de grabación, cuenta con dos escaparates o ventanas a la calle, suelo de tarima y porcelana, paredes lisas con un gran espesor para su insonorización. Muy buena ubicación, metro más cercano Baunatal, zonas verdes, zona muy tranquila.",False,good,False,True,1990.0,False,False,False,False,[],False,False,199000.0,€,flat,"Los Arroyos, San Sebastián de los Reyes",Piso,Destacado,,,
97185248,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/84/9d/969280096.webp,RP119202297293,19,2,299900.0,flat,sale,64.0,True,3,1,Casco Antiguo,Madrid,Boadilla del Monte,Casco Antiguo,es,,40.4041662,-3.8786936,False,https://www.idealista.com/inmueble/97185248/,"REDPISO BOADILLA vende en exclusiva, fantástica vivienda en segunda Planta en Pleno centro del casco antiguo de Boadilla. SE INCLUYEN ALGUNAS FOTOGRAFIAS NO CONTRACTUALES CON EL ESTADO ACTUAL DE LA VIVIENDA, 64 m2 construidos, 3 dormitorios, 1 baño, terraza incorporada al salón, cocina con office y salón comedor. Doble acristalamiento en habitaciones y salón, aire acondicionado, calefacción y agua caliente individual. 60€ de comunidad incluida el agua. Buenas comunicaciones. Excelente Ubicación.",False,good,False,False,4686.0,False,False,False,False,[],False,False,299900.0,€,flat,"Casco Antiguo, Boadilla del Monte",Piso,Destacado,,,
108981761,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/99/be/1360800825.webp,RP382025140727,20,3,170000.0,flat,sale,65.0,False,3,1,Noroeste,Madrid,Torrejón de Ardoz,Noroeste,es,,40.4620683,-3.4862911,False,https://www.idealista.com/inmueble/108981761/,"OPORTUNIDAD! vivienda Alquilada Redpiso vende, vivienda de 65 m2, compuesta de 3 dormitorios, salón, cocina y baño. Cerca a todos los servicios de primera necesidad, colegios, supermercados, bancos, parada de buses. , a pasos caminando a cercanías Renfe, Ayuntamientos y Plaza Mayor. Mejor Ver¡ Financiación hasta el 100% por nuestro Departamento Financiero DCredit, asesoramientos gratuitos, pasa e infórmate sin compromiso. Puedes ver todos nuestros inmuebles en nuestra página web de redpiso. es. Para más información llamar a Mónica.",False,good,False,False,2615.0,False,False,False,False,[],False,False,170000.0,€,flat,"Noroeste, Torrejón de Ardoz",Piso,Destacado,,,
107635128,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/8d/5e/1318310547.webp,RP1382025135782,20,1,189900.0,flat,sale,92.0,True,3,1,Fuentebella-San Felix-El Leguario,Madrid,Parla,Fuentebella-San Felix-El Leguario,es,,40.2321004,-3.7738476,False,https://www.idealista.com/inmueble/107635128/,"REDPISO VENDE: Amplia y luminosa vivienda de 92m² con terraza, perfecta para quienes buscan comodidad y bienestar. La vivienda consta de un salón luminoso, con 3 dormitorios, 1 baño completo con plato de ducha y mampara. La cocina es funcional y amueblada. Los acabados incluyen suelos de tarima, puertas de madera, ventanas climalit abatibles, aire acondicionado y calefacción, aportando calidad y calidez a cada estancia. Rodeada de todos los servicios necesarios: parque infantil, colegios, comercios y transporte público. ¡No pierdas la oportunidad de visitarla! Estaremos encantados de atenderle. Para más información sobre esta y otras propiedades, visite nuestra página web.",False,good,False,True,2064.0,False,False,False,False,[],False,False,189900.0,€,flat,"Fuentebella-San Felix-El Leguario, Parla",Piso,Destacado,,,
108339254,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/de/28/1341185148.webp,RP1442025138380,31,bj,529000.0,flat,sale,109.0,True,2,2,Barrio El Caño - Maracaibo,Madrid,Las Rozas de Madrid,Rozas Centro,es,El Caño - Maracaibo,40.4944451,-3.8749251,False,https://www.idealista.com/inmueble/108339254/,"Repiso Las Rozas tiene el placer de presentar en exclusiva este espectacular bajo con jardín, ubicado en una de las mejores zonas del centro de Las Rozas. Una vivienda única por su comodidad, distribución y localización, ideal para quienes buscan calidad de vida sin renunciar a los servicios del entorno urbano. Una bonita y tranquila urbanización con 2 ascensores, garaje con doble acceso y unos gastos de comunidad económicos. El edificio además ofrece portero físico en horario de mañana y de tarde, acceso para personas con movilidad reducida y zonas ajardinadas con piscina. Vivienda de 95m2 Distribución: •Amplio hall de entrada, que da paso a la zona de día. •Cocina independiente, grande, muy luminosa y con acceso a tendedero cubierto. •Dormitorio principal en suite con armarios empotrados y vistas al jardín (luz natural) •Dormitorio secundario también con armarios empotrados. •Baño principal •Salón comedor en dos ambientes, muy amplio y luminoso, con acceso directo al jardín privado. •Dos accesos independientes a la vivienda, aportando privacidad y funcionalidad. Además, incluye una amplia plaza de garaje y trastero de 7,35m2. El jardín privado tiene acceso a la calle de forma directa y próximo al garaje para su comodidad La orientación de la vivienda es NORTE/OESTE Ubicación inmejorable: A tan solo 5 minutos andando de la estación de RENFE, con paradas de autobús próximas, comercios, colegios y todos los servicios necesarios sin necesidad de coche. Extras: •Aire acondicionado •Calefacción individual por gas natural •Comunidad: 167€/mes •IBI: 488€/año ¿Buscas un bajo cómodo, tranquilo, con jardín y calidades excelentes? No dejes pasar esta oportunidad. Llámanos y ven a conocer uno de los mejores bajos de 2 habitaciones en la zona centro de Las Rozas.",False,good,False,False,4853.0,False,False,False,False,[],False,False,529000.0,€,flat,"El Caño - Maracaibo, Las Rozas de Madrid",Piso,Destacado,True,True,
