propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,hasLift,neighborhood,newDevelopmentFinished
107613172,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/3a/c5/1333710577.webp,10008459,29,1245000.0,flat,sale,88.0,3,2,calle de Hermosilla,Madrid,Madrid,Barrio de Salamanca,es,40.4271273,-3.681323,False,https://www.idealista.com/inmueble/107613172/,"VIVIENDA2 lanza en exclusiva este magnífico piso en la calle Hermosilla, en el codiciado barrio de Recoletos, la mejor zona del distrito de Salamanca. Situado en una finca señorial, con conserje, este hogar se encuentra en una tranquila y arbolada calle, ofreciendo un oasis de paz en el corazón de la ciudad. El luminoso salón y la cocina, separados por elegantes cristaleras, crean un ambiente acogedor ideal para disfrutar y compartir momentos especiales. El dormitorio principal destaca por su baño en suite y vestidor, además de contar con dos balcones que ofrecen vistas a la encantadora calle Hermosilla. Y armarios empotrados en el resto de dormitorios. Este piso, completamente reformado con las mejores calidades, es una oportunidad única para vivir con estilo y confort. La reforma de lujo la ha diseñado el prestigioso estudio de interiorismo CODE-STUDIO y se han empleado los mejores materiales: - Cocina de la prestigiosa marca SANTOS diseñada por DOCRYS STUDIO, completamente equipada y con electrodomésticos panelados de primeras marcas. - Calefacción centralizada con radiadores y toalleros de la marca italiana SCIROCCO. - Aire acondicionado frío/calor por conductos, MITSUBISHI. - Ventanas de la marca TORINCO, de madera de pino de Flandes con el sistema ACUSTORR 50 DB que generan el mayor aislamiento del mercado. - Persianas motorizadas. - Aislamiento total tanto acústico como térmico forrando paredes, techos y suelo con el mejor aislamiento del mercado. - Iluminación: ARKOS LIGHT y lámparas: OLEBYFM. - Suelo de madera natural. - Cerámica de los baños de PORCELANOSA. - Muebles de baños diseñados a medida y personalizados por MUEBLES DELGADO. - Todas las manillas de la casa de la marca FORMANI. - Sofás, mesa de centro, mesa y sillas de comedor de MIDO DECORACIÓN. - Mueble de televisión de TREKU. - Televisiones SONY en salón y dormitorio principal, la del salón de 75 pulgadas. Barrio de Recoletos en Madrid. Descripción: El barrio de Recoletos es uno de los distritos más exclusivos y céntricos de Madrid, situado en el distrito de Salamanca. Esta zona se caracteriza por sus amplias avenidas, elegantes edificios de época, y una atmósfera de tranquilidad y lujo. Es conocida por su arquitectura clásica, la presencia de parques y jardines, y su cercanía a algunas de las principales arterias comerciales y culturales de la ciudad. Recoletos está delimitado por algunas de las zonas más emblemáticas de Madrid, como el Parque del Retiro, la Gran Vía, y la Plaza de Cibeles. En este barrio, el ambiente es sofisticado y cosmopolita, lo que lo convierte en un lugar ideal tanto para residir como para visitar. Además, es muy popular entre los turistas debido a su proximidad a museos, tiendas de lujo, y restaurantes de alta gama. Zonas de interés en Recoletos y alrededores: 1. Parque del Retiro:   Situado a poca distancia, el Parque del Retiro es uno de los pulmones verdes de la ciudad y un lugar emblemático para pasear, hacer deportes o disfrutar de actividades al aire libre. En su interior, se pueden encontrar el Palacio de Cristal y el Estanque Grande. 2. Museo del Prado:   El Museo del Prado es uno de los museos más importantes del mundo y está ubicado cerca de Recoletos. Alberga una impresionante colección de arte europeo, con obras de artistas como Velázquez, Goya, El Bosco y Rubens. 3. Museo Thyssen-Bornemisza:   Este museo se encuentra en el Paseo del Prado y ofrece una colección privada con obras de gran valor histórico y artístico, desde el Renacimiento hasta el arte moderno. 4. Museo Reina Sofía:   Ubicado en el cercano barrio de Atocha, este museo alberga la famosa obra *Guernica* de Picasso y colecciones de arte contemporáneo. 5. Plaza de Cibeles:  Uno de los símbolos de Madrid, la Plaza de Cibeles es famosa por su fuente monum...",False,good,False,14148.0,True,False,False,False,[],False,False,1245000.0,€,,,,,,flat,,"Recoletos, Madrid",Piso en calle de Hermosilla,Destacado,1,True,True,Recoletos,
108242936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/17/ef/1338237259.webp,,20,399900.0,flat,sale,145.0,3,2,avenida de Colmenar Viejo,Madrid,Tres Cantos,Primera Fase - Nuevo Tres Cantos,es,40.6079622,-3.7155342,False,https://www.idealista.com/inmueble/108242936/,"""Grupo Hogares"" vende en exclusiva esta magnífica vivienda ubicada en una de las mejores zonas de Tres Cantos, en la Avenida de Colmenar Viejo de la Primera Fase. Una oportunidad única para diseñar la casa de tus sueños. Este espacioso piso de tres amplios dormitorios con armarios empotrados y dos baños completos te ofrece una distribución lógica y equilibrada. Cuenta con una cómoda cocina y un amplio salón independiente con acceso a una estupenda terraza, ideal para disfrutar de momentos de relax. La vivienda es completamente exterior y muy luminosa, sin obstáculos arquitectónicos que impidan la entrada de luz natural. Sus formas geométricas sobrias facilitan el amueblado, ofreciéndote un lienzo en blanco para personalizar cada rincón a tu estilo. Además, el inmueble incluye una plaza de garaje y un trastero, añadiendo comodidad y espacio extra a tu día a día. La Primera Fase de Tres Cantos es una de las zonas más activas y demandadas de la ciudad. Su ubicación es estratégica, con una rápida incorporación a la carretera M-607 y todos los servicios necesarios en las proximidades: líneas de autobús, farmacias, centros deportivos, centros educativos, parques públicos y supermercados. En Grupo Hogares, entendemos la importancia de la financiación. Nuestro departamento financiero ""FinanHogar"" puede conseguirte hasta el 100% de financiación. ¡No dudes en preguntar para realizar un estudio financiero sin compromiso! Además, para que puedas visualizar el potencial de esta vivienda, desde Grupo Hogares te facilitaremos presupuestos orientativos de reforma, ayudándote a planificar y hacer realidad la casa de tus sueños. ¡No pierdas la oportunidad de visitar esta exclusiva vivienda y transformarla en tu hogar ideal!",True,renew,False,2758.0,True,True,False,False,[],False,False,399900.0,€,,,,True,True,flat,,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Piso en avenida de Colmenar Viejo,Destacado,1,True,True,,
108239461,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/78/7a/1338116374.webp,VENTA-COMA,21,299000.0,flat,sale,58.0,1,1,travesía Comadre,Madrid,Madrid,Centro,es,40.4114383,-3.7046626,False,https://www.idealista.com/inmueble/108239461/,"Si buscas un hogar cómodo y bien ubicado este acogedor piso es perfecto para ti. Ubicado en una espectacular zona con ascensor en la finca, ofrece un ambiente tranquilo y funcional, ideal para profesionales, expatriados o estudiantes que necesiten un espacio práctico y bien comunicado. Al ser interior, garantiza mayor tranquilidad y privacidad, proporcionando un refugio acogedor en plena ciudad. Su distribución está pensada para aprovechar al máximo cada rincón, creando un ambiente cálido y confortable. ¡Contáctanos para más información y visitas! ANGELA.",False,good,False,5155.0,True,False,True,False,[],False,False,299000.0,€,319000.0,20000.0,6.0,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en travesía Comadre,Destacado,2,False,True,Lavapiés-Embajadores,
108764476,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/33/06/1355524950.webp,1ºB,8,247500.0,flat,sale,55.0,1,1,"calle Divina Pastora, 31",Madrid,Madrid,Fuencarral,es,40.4944854,-3.6911494,True,https://www.idealista.com/obra-nueva/108764476/,"En PR Promociones, nos dedicamos a la promoción de obra nueva con un compromiso claro: ofrecer viviendas de calidad, con diseño contemporáneo y una visión sostenible del futuro. Creamos espacios que combinan confort, eficiencia energética y materiales de última generación, sin perder de vista la estética y la funcionalidad. Nuestro objetivo es simple: construir hogares que se adapten a tu vida de hoy, y a la de mañana. “No se trata solo de construir casas, sino de crear lugares donde apetezca quedarse. — Eduardo Souto de Moura.",False,newdevelopment,True,4500.0,True,False,False,False,[],False,False,247500.0,€,,,,,,flat,,"Tres Olivos - Valverde, Madrid","Piso en calle Divina Pastora, 31",Destacado,1,True,True,Tres Olivos - Valverde,False
107861833,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/1e/c9/1366233186.webp,WGI00896,20,210000.0,flat,sale,61.0,1,1,plaza Mariana Pineda,Madrid,Madrid,Puente de Vallecas,es,40.3933338,-3.6579994,False,https://www.idealista.com/inmueble/107861833/,"WGI INMOBILIARIA VENDE acogedor piso REFORMADO en una de las MEJORES ZONAS de Vallecas. La vivienda cuenta con 64 m2 y está dotada de una habitación con ARMARIO EMPOTRADO, BAÑO COMPLETO y SALÓN-COCINA amplio. La finca está situada en una de las mejores zonas de Vallecas, a pocos metros del metro Portazgo, del Alcampo de Vallecas, y del centro de Salud Buenos Aires. La vivienda se encuentra dotada de las MEJORES CALIDADES. Cuenta con ventanas de ALUMINIO CON ROTURA DE PUENTE TÉRMICO OSCILOBATIENTES, que ofrecen un excelente AISLAMIENTO TÉRMICO y ACÚSTICO. El suelo es cerámico, las paredes lisas y cuenta con calefacción individual de Gas. La Cocina AMERICANA, abierta al salón, aporta mayor amplitud a la estancia. Se vende con muebles. Además el salón cuenta con GRAN ESPACIO DE ALMACENAJE (altillo y armario empotrado) y es MUY LUMINOSO, debido a los amplios ventanales y la ALTURA (altura de 2ª por el lado contrario a la puerta de entrada). La habitación, DOBLE, cuenta con ARMARIO incorporado de almacenaje. Tiene espacio para cama de matrimonio y está habilitada para incluir cómoda o sinfonier. El baño, COMPLETAMENTE REFORMADO, dispone de plato de ducha completo. DESTACAMOS LA propiedad por su excelente conexión con el centro de Madrid y la cantidad de servicios cercanos. TRANSPORTE: La vivienda goza de excelentes conexiones. A menos de 5 minutos a pie de la parada de Portazgo y Buenos Aires (L1), lo que implica que en transporte público, se encuentra a menos de 20 minutos de SOL, además de autobuses que conectan con toda la ciudad. También tiene una rápida salida a la M-23. COMERCIOS Y SERVICIOS: Se encuentra a menos de 5 minutos del Alcampo de Vallecas, del Centro Comercial Albufera Plaza y del Mercado de Numancia. Además tiene el Centro de Salud Buenos Aires a 7 minutos andando. Y se encuentra al lado de la Avenida de la Albufera, donde hay todo tipo de comercios minoristas y servicios necesarios. También se encuentra a pocos metros del Parque Azorín y del Parque del Cerro Pío. ¡UNA VIVIENDA QUE TE SORPRENDERÁ EN PERSONA! Si estás interesado en ver esta vivienda, contacta con nosotros y pondremos a tu disposición nuestro equipo de especialistas en el sector inmobiliario, así como nuestro DEPARTAMENTO FINANCIERO para obtener la hipoteca. También te ofreceremos asesoría legal y fiscal en la operación.",True,good,False,3443.0,True,False,False,False,[],False,False,210000.0,€,216000.0,6000.0,3.0,,,flat,,"Numancia, Madrid",Piso en plaza Mariana Pineda,Destacado,bj,True,False,Numancia,
109004640,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/88/07/1361526638.webp,AVAN-09,20,219000.0,flat,sale,80.0,3,1,calle de Leganés,Madrid,Fuenlabrada,La Avanzada - La Cueva,es,40.2909146,-3.7920819,False,https://www.idealista.com/inmueble/109004640/,"ESPECTACULAR PISO REFORMADO CON ASCENSOR Y CON FINANCIACIÓN HASTA EL 100%! La agencia inmobiliaria HOGARES FUENLABRADA VENDE en EXCLUSIVA piso exterior de 80m compuesto por 3 amplios dormitorios, salón independiente muy luminoso con terraza acristalada, 1 baño completo con bañera, cocina independiente totalmente equipada! La vivienda dispone de suelos de tarima, puertas de roble, ventanas de aluminio y cocina reformada en el año 2024! Ubicado en edificio que dispone de ascensor; próximo a todos los servicios: colegios, supermercados, zonas verdes y deportivas, centro de salud y a escasos minutos de Renfe La Serna! VISÍTALO SIN COMPROMISO, TE CONSEGUIMOS LA MEJOR HIPOTECA DEL MERCADO!",True,good,False,2738.0,True,False,False,False,[],False,False,219000.0,€,225000.0,6000.0,3.0,,,flat,,"La Avanzada - La Cueva, Fuenlabrada",Piso en calle de Leganés,Destacado,3,True,True,,
107182266,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/38/26/1305430506.webp,10008403,32,199900.0,studio,sale,27.0,0,1,calle de Asura,Madrid,Madrid,Hortaleza,es,40.4551046,-3.6516723,False,https://www.idealista.com/inmueble/107182266/,"Vivienda2 presenta en exclusiva una suite en la calle Asura, en una residencia diseñada SOLO PARA PERSONAS CON MOVILIDAD REDUCIDA Y/O DISCAPACIDAD de al menos 33% o familiar directo. En Vivienda2 estamos encantados de ofrecerles esta oportunidad única, pensada para garantizar el bienestar y la autonomía de personas con al menos un 33% de discapacidad. Se trata de una suite en una residencia concertada con la Comunidad de Madrid, creada para asegurar la estabilidad y el futuro de sus residentes, evitando traslados de centro en centro y proporcionando una atención integral y permanente. La suite cuenta con 24 m2 útiles y 27 m2 construidos, distribuidos de manera funcional. Dispone de un baño individual adaptado y una soleada terraza que aporta luminosidad y confort. Existe la posibilidad de habilitar dos camas, según las necesidades del residente. La residencia ofrece una amplia gama de servicios diseñados para la comodidad y el bienestar de sus habitantes, con atención 24 horas, comedor, lavandería, limpieza, asistencia para dependientes, salón de actividades y un completo programa de ocio similar al de un centro de día. Para acceder a estos servicios es necesaria una solicitud y aprobación de residencia a la Comunidad de Madrid.   El edificio, construido en 2006 por familias comprometidas con el futuro de sus hijos con discapacidad, cuenta con domótica e instalaciones completamente adaptadas. La ubicación es inmejorable, a solo un minuto andando de la estación de metro Arturo Soria, con todos los servicios y accesos necesarios en las inmediaciones. La venta incluye tanto la suite como la cuota parte del edificio, inscrita en el Registro de la Propiedad. En caso de solicitar el concierto con la Comunidad de Madrid, los gastos de mantenimiento son mínimos. No deje pasar esta oportunidad única. Para más información o para concertar una visita, contacte con Vivienda2 en el o a través de nuestro formulario de contacto. ¡Estamos encantados de atenderle!",False,good,False,7404.0,True,False,False,False,[],False,False,199900.0,€,,,,,,flat,studio,"Conde Orgaz-Piovera, Madrid",Estudio en calle de Asura,Destacado,2,True,True,Conde Orgaz-Piovera,
105850902,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/dc/1e/1277122807.webp,ID 7,4,359600.0,flat,sale,100.0,3,2,"Alfredo Aleix, 15",Madrid,Madrid,Carabanchel,es,40.3683803,-3.7557511,True,https://www.idealista.com/obra-nueva/105850902/,"Pronto se levantará una nueva joya arquitectónica en esta vibrante comunidad. Este residencial de 9 viviendas en régimen de cooperativa libre está diseñado para ofrecerte el máximo confort y calidad de vida. Con opciones de 1 y 3 dormitorios, cada espacio ha sido meticulosamente planificado para adaptarse a tus necesidades y preferencias. ¿Buscas un lugar para disfrutar del cielo de Madrid? ¡El ático con su amplia terraza te ofrece vistas panorámicas que te dejarán sin aliento! Imagina tus momentos más especiales bajo el sol o las estrellas, compartiendo risas y creando recuerdos inolvidables con tus seres queridos.",True,newdevelopment,True,3596.0,True,False,False,False,[],False,False,359600.0,€,,,,,,flat,,"Buena Vista, Madrid","Piso en Alfredo Aleix, 15",Destacado,3,True,True,Buena Vista,False
108914892,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/6b/94/833974669.webp,3248-24971,31,350000.0,flat,sale,75.0,2,1,calle de Boston,Madrid,Madrid,Barrio de Salamanca,es,40.438471,-3.6653908,False,https://www.idealista.com/inmueble/108914892/,"Ideal inversores:  Dos estancias sin ventana, 1 baño, 1 sala grande con ventanas a la calle, cocina grande con ventana a la calle, lavadora, frígorífico, lavavajillas y recibidor.  Catastralmente el uso es distinto a vivienda. Completamente renovado en 2020. Listo para entrar a vivir. Muy fresco en verano y caliente en invierno. Zona muy tranquila. Portero fisico en la finca. Aire acondicionado frío/calor.",False,good,False,4667.0,True,False,False,False,[],False,False,350000.0,€,,,,,,flat,,"Guindalera, Madrid",Piso en calle de Boston,Destacado,ss,True,True,Guindalera,
108358941,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/13/9d/1344110667.webp,,23,400000.0,chalet,sale,180.0,4,3,calle Misioneras Hijas del Calvario,Madrid,Colmenar Viejo,El Olivar - La Magdalena,es,40.6546566,-3.7637747,False,https://www.idealista.com/inmueble/108358941/,"VENTA EN EXCLUSIVA CON HOGARES COLMENAR VIEJO ¡Descubre tu nuevo hogar! Esta espectacular casa adosada es perfecta para quienes buscan comodidad y estilo. Con cuatro amplios dormitorios y tres baños, cada rincón de esta vivienda ha sido diseñado pensando en tu bienestar. Disfruta de un acogedor salón con aire acondicionado y una buhardilla ideal para relajarte. Además, cuenta con un práctico tendedero, un trastero y un lavadero que facilitarán tu día a día. La plaza de garaje te permitirá olvidarte de las preocupaciones de aparcamiento, mientras que la calefacción individual de gas natural y los paneles solares garantizan eficiencia energética. Todas las estancias están equipadas con conexión a internet, haciendo de esta casa un lugar perfecto tanto para trabajar como para disfrutar del hogar. Con una orientación completa, podrás disfrutar de luz natural durante todo el día. ¡No dejes pasar esta oportunidad única de conseguir una vivienda lista para entrar a vivir! . La vivienda cuenta con excelente comunicación mediante transporte público y acceso a las carreteras M-607 y M-40, facilitando los desplazamientos. HIPOTECAS 100%.",True,good,False,2222.0,True,True,False,False,[],False,False,400000.0,€,,,,True,True,chalet,terracedHouse,"El Olivar - La Magdalena, Colmenar Viejo",Chalet adosado en calle Misioneras Hijas del Calvario,Destacado,,,,,
107829413,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/87/4e/1325575197.webp,cas559EO,20,3300000.0,flat,sale,309.0,6,4,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,40.4338501,-3.678098,False,https://www.idealista.com/inmueble/107829413/,"Olisson Club presenta este magnífico piso a reformar en edificio moderno con amplia terraza de 15m2 al exterior, con amplios ventanales luminosos, y vistas despejadas en Barrio de Salamanca. El piso de 309 m2, con unos techos de 3 metros, en una tercera planta, exterior a reformar, distribuidos actualmente de la siguiente forma: amplio hall de entrada que conecta con cuatro salones, amplia cocina, zona de noche con seis habitaciones y cuatro baños. Son dos fincas registrales, por lo que se podrían hacer dos viviendas. Esta vivienda esta diseñada para quienes buscan luminosidad y espacio. Ubicado en una finca clásica del año 1966 con un amplio portal elegante y moderno, cuenta con portero, y tres plazas de garaje.  Situado en Barrio Salamanca zona Castellana, que destaca por espectaculares fincas con portales y fachadas de arquitectura clásica. Tradicionalmente zona residencial, Salamanca ha ido incorporando otras actividades como la comercial, ya que es una de las zonas más exclusivas de Madrid. Cerca del parque de Retiro y del centro de la ciudad y fácil acceso y salida de Madrid. [IW].",True,renew,False,10680.0,True,False,False,False,[],False,False,3300000.0,€,,,,True,True,flat,,"Castellana, Madrid",Piso,Destacado,3,True,True,Castellana,
108778616,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/a1/e2/1354861969.webp,,52,849900.0,chalet,sale,383.0,3,3,calle de Valencia,Madrid,Arroyomolinos,Urbanización Mediterráneo,es,40.2656962,-3.9095299,False,https://www.idealista.com/inmueble/108778616/,"CAPITAL HOME ARROYOMOLINOS VENDE EN EXCLUSIVA MAGNÍFICO CHALET INDEPENDIENTE EN UNA DE LAS MEJORES ZONAS DE ARROYOMOLINOS. Construido en 2017, destaca por su diseño moderno, su eficiencia energética y por ofrecer un alto nivel de confort en cada detalle. La vivienda cuenta con un sistema de aerotermia y suelo radiante en todas las estancias, con control individual de temperatura por habitación, lo que garantiza una climatización eficiente y personalizada durante todo el año. Además, dispone de 14 placas solares, lo que convierte esta casa en una opción sostenible y preparada para el futuro. La vivienda se distribuye de la siguiente forma: En la entrada principal encontramos un amplio patio delantero con césped artificial, una piscina privada de agua salada perfecta para disfrutar del verano, un cenador techado ideal para comidas al aire libre, y una práctica ducha solar. La vivienda también dispone de un garaje techado con capacidad para uno o dos vehículos, equipado con cargador para coches eléctricos. La planta principal de la casa ofrece un salón-comedor muy luminoso, con aire acondicionado y salida directa al patio. La cocina, de estilo moderno, es especialmente amplia y cuenta con zona de office, perfecta para el día a día. También en esta planta se encuentra un baño completo con plato de ducha. En la planta superior se ubica el dormitorio principal, que dispone de su propio baño en suite con plato de ducha y acceso a una terraza privada. Completan esta planta dos dormitorios secundarios, ambos con aire acondicionado, y un tercer baño completo. Desde un acceso tipo trampilla frente al baño se puede subir al solárium, donde se encuentran instaladas las placas solares. El sótano ha sido completamente reformado y se divide en tres zonas amplias y polivalentes, perfectas para crear un despacho, sala de juegos, gimnasio o zona de almacenamiento. Cuenta también con grandes armarios empotrados y un tragaluz en el suelo del patio trasero que proporciona iluminación natural y conexión visual con esta planta. Las ventanas son Climalit con rotura de puente térmico y las paredes son lisas, lo que refuerza la estética moderna y limpia de la vivienda. Cada espacio ha sido diseñado para ofrecer el máximo confort, eficiencia y funcionalidad. Una casa ideal para quienes buscan una vivienda de calidad, sostenible, y lista para entrar a vivir, en un entorno tranquilo y con todas las comodidades. La vivienda se entrega con: Mesa de la cocina (mármol) Lavavajillas (Miele) Lavadora (Miele) Nevera Televisión curva del salón ¡Contáctenos para más información y para concertar una visita! 100% DE FINANCIACIÓN!",False,good,False,2219.0,True,True,False,False,[],False,False,849900.0,€,900000.0,50100.0,6.0,,,chalet,independantHouse,"Urbanización Mediterráneo, Arroyomolinos",Casa independiente en calle de Valencia,Destacado,,,,,
107785181,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/69/8f/1323972713.webp,,30,649900.0,chalet,sale,325.0,5,4,calle de Clara Campoamor,Madrid,Colmenar Viejo,Santa Teresa,es,40.6614936,-3.7811982,False,https://www.idealista.com/inmueble/107785181/,"VENTA EN EXCLUSIVA CON HOGARES COLMENAR VIEJO. ¡Descubre tu nuevo hogar! ESTE IMPRESIONANTE CHALET ADOSADO de 325 m² es el lugar perfecto para disfrutar de la vida en familia, en la mejor zona de Colmenar viejo, ofreciendo tranquilidad, zona rodeada de parques.  Con tres plantas bien distribuidas, cuenta con un aseo de cortesía, una impresionante cocina 16m, un verdadero sueño para los amantes de la gastronomía, está equipada con todo lo necesario para inspirar tus mejores recetas. un amplio salón que se conecta directamente a un gran jardín, ideal para disfrutar de momentos al aire libre. La propiedad dispone de cinco habitaciones muy amplias, todas ellas con armarios empotrados perfectas para descansar y recargar energías. Además, cuenta con tres baños completos, uno de ellos en suite, para mayor comodidad. En la planta sótano encontrarás un cuarto de juegos, ideal para que los más pequeños se diviertan, una habitación independiente, un baño completo en la planta baja, un ideal espacio para usarlo en forma de trastero, así como un cuarto de lavandería que facilitará las tareas del hogar.  Garaje con 45m, capacidad para dos coches, añade un plus de funcionalidad a esta maravillosa vivienda, tendrás espacio de sobra para organizar tus pertenencias. No dejes pasar la oportunidad de vivir en este chalet que combina comodidad y estilo en cada rincón. ¡Ven a visitarlo y enamórate! En el exterior, podrás disfrutar de amplias zonas comunitarias que incluyen una piscina para adultos y otra piscina para niños para perfectas para disfrutar en momentos de verano. La vivienda cuenta con excelente comunicación mediante transporte público y acceso a las carreteras M-607 y M-40, facilitando los desplazamientos. HIPOTECAS 100%.",True,good,False,2000.0,True,True,False,False,[],False,False,649900.0,€,,,,True,True,chalet,terracedHouse,"Santa Teresa, Colmenar Viejo",Chalet adosado en calle de Clara Campoamor,Destacado,,,,,
107993299,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/6b/fb/1330525771.webp,E2 3ºA,14,360000.0,penthouse,sale,106.0,2,1,"PIQUEÑAS, 7",Madrid,Madrid,Carabanchel,es,40.3677689,-3.7591247,True,https://www.idealista.com/obra-nueva/107993299/,"VENTA DIRECTA PROMOTORA fundada en 1973. OBRAS EMPEZADAS. Estrena vivienda en Madrid. 29 viviendas de obra nueva en un entorno consolidado con todos los servicios y comunicaciones: hospitales, centros de salud, colegios, supermercados, centros deportivos, centros comerciales, etc. Cercano a las estaciones de Metro de La Peseta y Carabanchel Alto. Piscina y sala para coworking. Pisos de 2 y 3 dormitorios con trastero incluido en el precio. Plaza de garaje opcional. Bajos de 2 y 3 dormitorios con amplios jardines. Áticos de 2 dormitorios. Las viviendas contarán con las mejores calidades y diseño. Leds, Inducción, encimeras de piedra, Roca, Porcelanosa, Saloni, Simon bicolor, calefacción y refrigeración por sistema de aerotermia centralizado y suelo radiante-refrescante con preinstalación de aire acondicionado, tarima flotante color roble o gris, muebles de cocina en alto brillo con mecanismos con freno, pintura lisa, puertas lacadas en blanco, alicatados y solados de calidad y diseño.",False,newdevelopment,True,3396.0,True,False,False,False,[],False,False,360000.0,€,,,,,,flat,penthouse,"Buena Vista, Madrid","Ático en Piqueñas, 7",Destacado,3,True,True,Buena Vista,False
