propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,floor,exterior,neighborhood,hasLift
108156657,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/e7/14/1367127140.webp,31beb4f2-2bc7-41ed-b389-6a6f6ba76a85,30,255000.0,flat,sale,50.0,1,1,calle de Embajadores,Madrid,Madrid,Centro,es,40.4072784,-3.7029496,False,https://www.idealista.com/inmueble/108156657/,"Acogedor y encantador piso de 50 m² en Lavapiés, Centro de Madrid. Perfecto para quienes buscan una vivienda funcional y bien ubicada, cuenta con 1 dormitorio con armario empotrado y 1 baño en buen estado. La cocina está completamente equipada y además ofrece un patio de uso privativo de 6 m2. Esta propiedad es una excelente opción para quienes desean vivir en el corazón de la ciudad, rodeados de cultura y vida urbana y a su vez, también es una oportunidad única de inversión en una zona con alta demanda de alquiler. Su potencial de revalorización es significativo, gracias a la creciente demanda y el atractivo del barrio. La presencia de un portero añade un nivel adicional de seguridad y comodidad, haciendo de esta propiedad una opción ideal tanto para uso personal como para inversión a largo plazo. La excelente conectividad con el resto de la ciudad, gracias a su cercanía a importantes vías de transporte público, hace de esta ubicación un punto estratégico para quienes buscan comodidad y accesibilidad. ¡No dejes de visitar esta exclusiva vivienda! Contáctanos para poder agendar tu visita.",True,good,False,5100.0,False,True,False,False,[],False,False,255000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Embajadores,Top,,,,bj,False,Lavapiés-Embajadores,True
108619962,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/8a/b8/1352007271.webp,7ebf4f31-9929-47ae-804f-73ecc376fe6f,61,1350000.0,flat,sale,119.0,3,2,calle del Doctor Castelo,Madrid,Madrid,Retiro,es,40.4202797,-3.6749649,False,https://www.idealista.com/inmueble/108619962/,"Descubre este encantador piso recientemente reformado en el corazón de Ibiza, Retiro, Madrid Con 119 m², ofrece un espacio ideal para la vida urbana. Cuenta con tres dormitorios amplios y dos baños modernos. La cocina está totalmente equipada, lista para tus mejores recetas.  Disfruta del confort de la calefacción central y el aire acondicionado en cualquier estación. El piso incluye armarios empotrados y una terraza perfecta para disfrutar del aire libre.  Situado en un edificio clásico con ascensor y accesibilidad para sillas de ruedas, garantiza comodidad para todos. Además, dispone de servicio de conserjería para mayor tranquilidad. Este piso es una joya para quienes buscan un hogar acogedor y funcional en una ubicación privilegiada.  La ubicación privilegiada está a pocos pasos del Parque del Retiro, uno de los pulmones verdes más emblemáticos de la ciudad. La zona destaca por su ambiente residencial y elegante, con una excelente oferta de restaurantes, bares, tiendas gourmet, y servicios, además de contar con muy buenas conexiones de transporte público. Ideal para quienes buscan vivir en una de las zonas más deseadas y con más encanto de Madrid. ¡No pierdas la oportunidad de vivir en una de las zonas más deseadas de Madrid!",True,good,False,11345.0,False,True,False,False,[],False,False,1350000.0,€,,,flat,,"Ibiza, Madrid",Piso en calle del Doctor Castelo,Top,,,,1,True,Ibiza,True
108680061,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/fd/8d/1352612875.webp,392f2758-f3c8-4097-a57e-54c34b5dc65a,52,5190000.0,flat,sale,307.0,4,4,calle de José Ortega y Gasset,Madrid,Madrid,Barrio de Salamanca,es,40.4298875,-3.68353,False,https://www.idealista.com/inmueble/108680061/,"Descubre este impresionante piso a estrenar en Castellana, en el barrio de Salamanca, Madrid, con una superficie de 307 m². Ideal para familias que valoran una ubicación privilegiada, a escasos metros de las tiendas más exclusivas de la ciudad, con todas las comodidades a su alcance.  Este hogar de diseño moderno y construcción en plano ofrece 4 amplios dormitorios y 4 baños, ideal para familias que buscan comodidad y estilo. La casa ha sido completamente reformada, lista para entrara vivir.  La propiedad se destaca por su terraza amplia y techada, perfecta para aprovecharla en cualquier momento del día. Cuenta con cuatro habitaciones, cuatro baños completos y un aseo de cortesía. Además, cuenta con una zona de servicio con entrada independiente. La suite principal ofrece una gran capacidad de almacenamiento gracias a sus armarios empotrados, y la propiedad incluye también un trastero en la finca. El salón cuenta con chimenea, y todas las estancias tienen acceso a alguna de las terrazas, lo que proporciona abundante luz natural y ventilación.  La propiedad está equipada con aire acondicionado vía ductos y calefacción central para tu confort durante todo el año. El edificio dispone de ascensor y servicio de conserjería, añadiendo conveniencia a tu día a día. También cuenta con 1 plaza de garaje. El edificio fue diseñado por el reconocido arquitecto José Antonio Coderch de Sentmenat y se caracteriza por una distribución interior que evita cruces entre estancias, así como por la mayoría de sus habitaciones exteriores. No pierdas la oportunidad de vivir en una de las zonas más codiciadas de Madrid. ¡Contáctanos para más información!",True,good,False,16906.0,False,False,False,False,[],False,False,5190000.0,€,True,True,flat,,"Castellana, Madrid",Piso en calle de José Ortega y Gasset,Top,,,,3,True,Castellana,True
107473372,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/42/12/1313834675.webp,DS-P33070,38,975000.0,flat,sale,158.0,4,3,calle de Pedro Rico,Madrid,Madrid,Fuencarral,es,40.4856393,-3.694924,False,https://www.idealista.com/inmueble/107473372/,"DIZA Consultores presenta vivienda característica en una sofisticada urbanización privada de lujo, que ofrece piscina para adultos y niños, así como vigilancia las 24 horas, ubicada en una de las más selectas zonas del norte de Madrid, con excepcionales acabados y calidades. La vivienda, completamente exterior, se caracteriza por su abundante luz natural y tranquilidad, gracias a su entorno vegetal y su orientación sur-este. Se sitúa a solo cinco minutos a caminando de las emblemáticas Cinco Torres. Además, la propiedad ofrece estancias amplias y bien distribuidas, compuesta por cuatro dormitorios, de los cuales dos son en suite, tres cuartos de baño y una cocina con office.  La vivienda cuenta con una amplia plaza de garaje con capacidad para dos coches ( uno de ellos pequeño). Además la urbanización dispone de 2 saunas, además de las zonas ajardinadas y sus piscinas. Ubicada en la codiciada zona residencial de Fuencarral - La Paz - Parque Norte. La ubicación se distingue por ser una zona urbana y muy tranquila, donde predominan las urbanizaciones cerradas que ofrecen diversos amenities. Es, además, un entorno ideal para familias con niños. La localidad está rodeada de abundante vegetación, incluyendo los jardines de las propias urbanizaciones, así como un magnífico y cuidado parque conocido como “Parque Norte”, además de varios parques y zonas verdes de distintos tamaños en los alrededores. La comunicación es excelente, con una amplia red de autobuses que conecta con el resto de la ciudad, así como acceso directo al intercambiador de Plaza Castilla y Moncloa. Las líneas 9 y 10 de Metro están a escasa distancia. Además, el acceso a la M-30, M-40, Carretera de Colmenar y la de Burgos, así como al Nudo de Manoteras y el Paseo de la Castellana, facilita la movilidad, convirtiendo esta zona en un lugar muy cómodo para vivir. Estaremos encantados de atenderle. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,good,False,6171.0,False,False,False,False,[],False,False,975000.0,€,True,True,flat,,"La Paz, Madrid",Piso en calle de Pedro Rico,Top,,,,5,True,La Paz,True
108784181,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/bc/5e/1355016431.webp,10939a69-695b-49a5-a4d8-55ee9150f777,24,375000.0,penthouse,sale,95.0,3,2,calle de las Cuevas de Altamira,Madrid,Madrid,Carabanchel,es,40.3631815,-3.7586511,False,https://www.idealista.com/inmueble/108784181/,"Descubre este encantador ático de 95 m² ubicado en el barrio de Buenavista, en Carabanchel, una zona tranquila y bien comunicada de Madrid. La vivienda, en buen estado de conservación, ofrece un espacio cómodo y funcional, ideal para familias o para quienes buscan amplitud y confort. El ático cuenta con tres dormitorios con armarios empotrados, dos baños completos, una cocina totalmente equipada y un luminoso salón perfecto para compartir momentos en familia. Disfruta del aire libre en su amplia terraza privada, ideal para relajarse o comer al exterior, además de un balcón con agradables vistas despejadas. Entre sus comodidades destacan el aire acondicionado, la calefacción por gas y la accesibilidad total para personas con movilidad reducida. La vivienda incluye trastero y opción de plaza de aparcamiento, añadiendo funcionalidad y espacio adicional. El edificio dispone de ascensor y un jardín comunitario donde disfrutar del entorno natural sin salir de casa. Una excelente oportunidad para quienes buscan un hogar completo, con todas las comodidades y una localización equilibrada entre tranquilidad y buena conexión con el centro. ¡Contáctanos para más información o para agendar tu visita!",False,good,False,3947.0,False,False,False,False,[],False,False,375000.0,€,True,True,flat,penthouse,"Pau de Carabanchel, Madrid",Ático en calle de las Cuevas de Altamira,Top,,,,4,True,Pau de Carabanchel,True
108907248,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/16/30/1358558233.webp,NAVARRA,25,430000.0,flat,sale,114.0,2,1,calle de Navarra,Madrid,Alcobendas,Alcobendas Centro,es,40.5383811,-3.637408,False,https://www.idealista.com/inmueble/108907248/,"HOGARES ALCOBENDAS VENDE EN EXCLUSIVA fantástico piso en planta en una de las mejores zonas del municipio y próximo a todo tipo de servicios, colegios, zonas verdes, parques infantiles, paradas de autobús, estación de Renfe, parada de metro, supermercados, etc. CONSTRUCCIÓN DE 2014 La VIVIENDA se distribuye de la siguiente manera: Encontramos nada más entrar un hall recibidor muy espacioso con armario empotrado de cortesía con acceso a salón-comedor de buen tamaño.  Cocina completamente amueblada en la que contamos con un espacio para lavandería. Dispone de dos dormitorios espaciosos con armarios empotrados, muy luminosos perfecto para familias, invitados o home office y un dormitorio principal con un armario a medida para maximizar el espacio de almacenamiento de la habitación. Dispone de un baño equipado con ducha para dar servicio a los dormitorios que funcionaría también como aseo de cortesía para visitas. En la URBANIZACION encontramos grandes zonas para el disfrute con un parque infantil. La vivienda cuenta con aire acondicionado por conducto en toda la vivienda, suelo radiante cocina con office, y grandes ventanas para una buena iluminación La vivienda dispone de plaza de garaje y trastero incluidos en el precio. Uno de los puntos a destacar de la vivienda es su localización, cercana a parqués infantiles para el disfrute de los mas pequeños de la casa. y con fácil comunicación al centro de Alcobendas así como paradas de autobuses como línea 2, 10, 11, 157, 151, 153, 827 NO PIERDAS LA OPORTUNIDAD, Y VEN A VER LA VIVIENDA SIN COMPROMISO. ¡FINANCIACIÓN 100%!",False,good,False,3772.0,True,False,False,False,[],False,False,430000.0,€,True,True,flat,,"Alcobendas Centro, Alcobendas",Piso en calle de Navarra,Top,,,,1,True,,True
106220635,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/74/4e/1276303127.webp,BHHS-MAD-0370,14,1329000.0,flat,sale,135.0,2,2,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,40.4356297,-3.6807475,False,https://www.idealista.com/inmueble/106220635/,"Comercializamos la venta de esta magnífica vivienda de lujo, exterior con una superficie de 135 metros cuadrados catastrales reformado a estrenar, ubicado en una finca construida en 1.966 ubicada en la zona más cotizada y exclusiva del barrio de Salamanca-Castellana en una de las calles más emblemáticas de la ciudad.  Ubicado en la primera planta de un edificio moderno y representativo, la vivienda cuenta con grandes ventajas que hacen que sea una opción muy atractiva ya sea como vivienda familiar o inversión no solo por su excelente ubicación y la calidad de la reforma, sino por su situación muy cerca del museo Lázaro Galdeano, el IE Business School y el intercambiador de la Avenida de América que asegura unas excelentes conexiones de transporte. Esta extraordinaria vivienda se encuentra distribuida en una zona de recibo compuesta por un hall de entrada por el que accedemos a un gran salón con dos ambientes y junto a la zona dedicada a comedor tenemos una cocina abierta completamente amueblada y equipada con electrodomésticos de gama alta, el salón está dotado grandes ventanales a la calle orientados al oeste que proporcionan una magnífica iluminación natural. Un amplio cuarto de lavado completa la zona. En la zona de descanso tenemos dos amplios dormitorios también exteriores, el dormitorio principal es una gran suite con baño y un gran vestidor. El otro dormitorio también exterior tiene un buen tamaño y un amplio vestidor. Un baño completo da servicio a este dormitorio y sirve también como baño de invitados. Cabe destacar la calidad de la reforma efectuada en la que se han empleado los mejores materiales con aire acondicionado frio calor. Calefacción individual, persianas electrificadas y un gran aislamiento térmico y acústico, destacando también la generosa entrada de luz con la que cuenta este piso, no solo por su orientación oeste, también por la altura de su planta y sus grandes ventanales. La vivienda se vende amueblada y decorada por un prestigioso estudio de interiorismo.",False,good,False,9844.0,True,False,False,False,[],False,False,1329000.0,€,,,flat,,"Castellana, Madrid",Piso,Top,,,,1,True,Castellana,True
108493522,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/e0/3c/1346560191.webp,c2c3d6f9-b19e-4cd6-b0a8-913ba63329f5,25,675000.0,flat,sale,73.0,1,1,calle de Raimundo Fernández Villaverde,Madrid,Madrid,Chamberí,es,40.4449785,-3.6985283,False,https://www.idealista.com/inmueble/108493522/,"Descubre este encantador piso de 73 m² situado en la calle Raimundo Fdez Villaverde, próximo a AZCA y al Corte inglés de Castellana. Con una distribución práctica y acogedora, la vivienda cuenta con un amplio dormitorio con terraza cubierta y un baño completo, ideal para quienes buscan comodidad en una zona céntrica de Madrid. La cocina, bien equipada, independiente del salón para ofrecer un espacio funcional y agradable, perfecto para el día a día. El piso está en buen estado y listo para entrar a vivir. Edificio reconstruido completamente en 1998, con su estructura sólida y bien cuidada ofrece tranquilidad y seguridad. Vive rodeado de todos los servicios, comercios y una excelente red de transporte.",True,good,False,9247.0,False,False,False,False,[],False,False,675000.0,€,,,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de Raimundo Fernández Villaverde,Top,,,,5,False,Nuevos Ministerios-Ríos Rosas,True
108896700,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/c6/d1/1358251127.webp,CM-426623-J,22,485000.0,flat,sale,57.0,2,1,calle de Ilustración,Madrid,Madrid,Moncloa,es,40.4198382,-3.7179929,False,https://www.idealista.com/inmueble/108896700/,"UNICA ofrece EN EXCLUSIVA, este magnífico y luminoso piso totalmente reformado en la zona de Arguelles, en el tercer piso de un edificio con ascensor. Con una superficie total de 57 m², este inmueble destaca por su exclusiva reforma con funcional y con estilo. Distribuida en 2 dormitorios Y 1 baño completo, aire acondicionado y calefacción de gas natural asegurando el confort durante todo el año. La cocina cuenta con un gran diseño moderno y funcional, el salón da a una grandiosa vista despejada, por lo cual cuenta con una maravillosa luz totalmente natural. Además la finca cuenta con adaptación para personas con discapacidad. La orientación noroeste garantiza la entrada de luz natural durante gran parte del día. Ubicado en el corazón de una zona residencial tranquila y bien comunicada, este piso ofrece una localización inmejorable. A pocos pasos de las líneas de metro 3, 6 y 10, y con la estación de Príncipe Pío. A tan solo 10 minutos de la Gran Vía, Plaza España y el centro de Madrid, rodeado de zonas verdes este piso ofrece la posibilidad de vivir en un entorno cómodo y seguro. ¡No dejes pasar esta oportunidad única de adquirir tu nueva vivienda en una de las zonas más demandadas de Madrid!",False,good,False,8509.0,False,False,False,False,[],False,False,485000.0,€,,,flat,,"Argüelles, Madrid",Piso en calle de Ilustración,Top,,,,2,False,Argüelles,True
108640408,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/a3/97/1350753704.webp,EC209545,26,335000.0,flat,sale,84.0,3,1,AV PADRE PIQUER,Madrid,Madrid,Latina,es,40.3876916,-3.7629272,False,https://www.idealista.com/inmueble/108640408/,"En el corazón de Aluche, una de las zonas más consolidadas y vivas del distrito de Latina en Madrid, se encuentra este piso de 84 m², una excelente oportunidad para reformar y transformar en un hogar moderno con gran potencial de rentabilidad. La vivienda cuenta con tres dormitorios, un baño y una orientación suroeste que garantiza una luminosidad excepcional. Su distribución y características como el suelo de parquet, el portero automático y el ascensor, hacen de este inmueble una base perfecta para una reforma que maximice su valor. El edificio, construido en 1980, goza de una ubicación estratégica en un barrio que combina tranquilidad y dinamismo. Aluche es conocido por su ambiente familiar y su amplia oferta de servicios. En cuanto a las opciones de ocio y compras, el Centro Comercial Plaza Aluche está a pocos metros, ofreciendo una gran diversidad de tiendas, restaurantes y servicios. La conexión con el transporte público es otro punto fuerte de esta propiedad. Las estaciones de metro más cercanas son Aluche (línea 5) y Empalme (línea 5), ambas a poca distancia. Además, la estación de cercanías Aluche (líneas C5) pone Madrid al alcance en cuestión de minutos. Para quienes prefieren el autobús, las líneas 31, 121 y 138 tienen paradas cercanas, facilitando el acceso a otros puntos de la ciudad. Aluche es un barrio lleno de vida, con parques como el de Aluche y áreas verdes que invitan al paseo y al deporte al aire libre. La zona cuenta también con una amplia oferta de bares, restaurantes y comercios locales que reflejan el espíritu acogedor de su comunidad. Es un lugar donde se mezcla la tradición con la modernidad, haciendo de este piso una inversión ideal tanto para vivir como para alquilar. Desde 1983, GILMAR se ha dedicado a ayudar a sus clientes a encontrar la casa de sus sueños, combinando experiencia y profesionalidad para ofrecer un servicio inmobiliario de excelencia. Si estás interesado en este inmueble, no dudes en contactar con nuestro equipo de Madrid Río. Puedes visitarnos en nuestra oficina ubicada en el Paseo de Extremadura 1, llamarnos al teléfono o escribirnos al correo electrónico. Por favor, facilita la referencia 209545 para obtener más información y concertar una visita.",True,good,False,3988.0,False,False,False,False,[],False,False,335000.0,€,,,flat,,"Aluche, Madrid",Piso en Av Padre Piquer,Top,,,,2,True,Aluche,True
108469455,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/57/3a/1345848948.webp,BHHS-MAD-0749,13,2409000.0,flat,sale,200.0,3,3,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,40.4297042,-3.6780592,False,https://www.idealista.com/inmueble/108469455/,"Si buscas una vivienda luminosa en la mejor zona de Lista, te proponemos conocer esta exclusiva propiedad reformada y amueblada con dos terrazas exteriores a estrenar de 200 metros cuadrados catastrales, situado en un emplazamiento inmejorable en una de las calles principales del señorial barrio de Salamanca, muy cerca de la Plaza del Marqués de Salamanca La propiedad se encuentra ubicada en la segunda planta exterior de un edificio moderno y representativo edificado en el año 1.958.  Esta exclusiva vivienda se encuentra ubicada en la zona más comercial del barrio de Salamanca-lista, con todo tipo de comunicaciones y rodeado de museos, zonas de ocio, centros comerciales y todo tipo de servicios, todo ello hace de esta propiedad una oportunidad única de vivir o invertir en la zona más privilegiada y exclusiva de Madrid.  La vivienda se distribuye en una zona de estar compuesta por amplio salón-comedor con salida a una amplia terraza dispone de muy buena luz gracias a la altura de la vivienda, seguida de amplia cocina abierta con isla completamente amueblada y equipada con electrodomésticos de primera firma. Con zona de lavandería independiente. La zona de descanso la componen tres dormitorios dos de ellos en suite y zona de vestidor, una de ellas es exterior con salida a una amplia terraza, todos con amplios ventanales. Dispone de un tercer baño completo que presta servicio a las otras estancias. Cabe mencionar la calidad de la reforma hecha por un importante grupo de arquitectura.  La vivienda se vende amueblada y decorada por un prestigioso estudio de interiorismo. Disponemos de varios inmuebles con características similares que no pueden ser publicados, para más información visita.",False,good,False,12045.0,True,False,False,False,[],False,False,2409000.0,€,,,flat,,"Lista, Madrid",Piso,Top,,,,4,True,Lista,True
107667069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/55/e0/1320620182.webp,084c90fc-3436-4df7-bb83-b00782017c58,72,1600000.0,flat,sale,246.0,5,5,calle de Toledo,Madrid,Madrid,Centro,es,40.4142977,-3.7076247,False,https://www.idealista.com/inmueble/107667069/,"¡Oportunidad única para inversores! Descubre este exclusivo inmueble de 246 m² en el encantador Barrio de La Latina, una de las zonas con mayor demanda de Madrid. Esta propiedad está dividida en cinco viviendas independientes, cada una con su propia cocina, baño completo, salón y dormitorio, ofreciendo una distribución óptima para alquiler o inversión. Uno de los espacios cuenta con terraza privada, ideal para disfrutar del aire libre. Todas las unidades son exteriores con balcón, lo que proporciona gran luminosidad, y están equipadas con bomba de frío y calor para garantizar confort en cualquier época del año. Además, cada una tiene su propia puerta de acceso, sin zonas comunes, lo que aporta privacidad y comodidad a los inquilinos. Ubicado en la última planta de un edificio clásico, el inmueble dispone de ascensor y servicio de portería física, lo que añade un valor adicional a esta inversión. Situado en La Latina, Madrid, este inmueble se encuentra en un entorno histórico y vibrante, conocido por su rica oferta cultural y gastronómica. A pocos pasos de emblemáticos lugares como El Rastro, la Plaza Mayor y el Mercado de la Cebada, garantiza un flujo constante de visitantes y residentes. Además, cuenta con excelentes conexiones de transporte, con acceso a varias líneas de metro y autobuses, facilitando la movilidad por toda la ciudad. Una oportunidad excepcional en una de las zonas más atractivas de la capital. � ¡Contáctanos y agenda tu visita!",True,good,False,6504.0,False,True,False,False,[],False,False,1600000.0,€,,,flat,,"Palacio, Madrid",Piso en calle de Toledo,Top,,,,5,True,Palacio,True
107695616,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/77/11/1320056342.webp,W-02XT4S,20,693000.0,flat,sale,110.0,3,2,paseo de Santa María de la Cabeza,Madrid,Madrid,Arganzuela,es,40.4063671,-3.6920519,False,https://www.idealista.com/inmueble/107695616/,"Vivienda exterior con terraza junto al Museo Reina Sofia Engel & Völkers comercializa este magnífico piso en una de las principales arterias del barrio de Atocha, a pocos metros del Museo Nacional Centro de Arte Reina Sofia.  Se trata de una propiedad muy luminosa que ocupa la octava planta exterior de un edificio del año 1987 con portero físico y ascensor. El inmueble, de 110 m2 según catastro, cuenta con 3 dormitorios, 2 baños uno de ellos en suite, además de un salón comedor con terraza al exterior y una amplia cocina con tendedero. Una propiedad única al lado del Paseo del Arte y de la Estación de Atocha, que da acogida a los intereses de propietarios o inversores más exigentes. El barrio de Atocha es una de las mejores opciones que existen en Madrid. Esta zona es una de las principales áreas de la capital española, con una ubicación céntrica cerca de los principales sitios de interés, como el Paseo del Arte y el parque del Retiro. Es el lugar perfecto para aquellos que quieren estar cerca de todo, mientras disfrutan de la tranquilidad de un barrio.  El transporte público es excelente. Está conectado al resto de la ciudad con el Metro y con numerosas líneas de autobús y se encuentra a escasos metros de distancia de la Estación de Atocha, que conecta Madrid con el resto de España y es considerada la estación con más tráfico de pasajeros del país, así como una de las principales de Europa. Atocha es un lugar con un ambiente único. Hay una gran variedad de restaurantes, bares y pubs, todos con encanto local. Pasear por la calle es una experiencia única. Hay muchas tiendas, galerías y museos para explorar.  Es una excelente opción para aquellos que quieren disfrutar de la vida de Madrid. Esta zona ofrece una ubicación privilegiada, una vida vibrante perfecta para tu nuevo hogar.",True,good,False,6300.0,False,False,True,False,[],False,False,693000.0,€,,,flat,,"Palos de la Frontera, Madrid",Piso en paseo de Santa María de la Cabeza,Top,,,,8,True,Palos de la Frontera,True
107786139,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/c1/61/1323694569.webp,DS-P66028,19,840000.0,flat,sale,109.0,4,2,calle de la Luna,Madrid,Madrid,Centro,es,40.4204653,-3.7055836,False,https://www.idealista.com/inmueble/107786139/,"DIZA Consultores les presenta piso en edificio clásico con 6 balcones a la calle, en una de las calles más representativas de Malasaña. En la segunda planta de un edificio con fachada clásica construido a finales del siglo XIX, se encuentra este luminoso piso, de 109 metros cuadrados. El piso consta de salón amplio con un buen balcón, comedor y una cocina semi integrada totalmente equipada. La zona de noche se compone de cuatro amplios dormitorios de tamaño doble todos ellos exteriores con balcón, el principal con 2 balcones. La ubicación de la propiedad es inmejorable, se encuentra en la mejor zona de Malasaña, muy cerca de la mejor zona de tiendas de moda y galerías de arte de Madrid. El Barrio Malasaña es una de las zonas más cosmopolitas y chic de Madrid. Gracias a la amplia oferta cultural y comercial, junto a las cuidadas fachadas de sus edificios, recuerda a sus vecinos a la sensación de estar en un barrio parisino. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,7706.0,False,False,False,False,[],False,False,840000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle de la Luna,Top,,,,2,True,Malasaña-Universidad,False
108321387,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/0c/f5/1340630867.webp,BHHS-MAD-0723,11,1539000.0,flat,sale,109.0,3,2,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,40.4356989,-3.6832463,False,https://www.idealista.com/inmueble/108321387/,"Les ofrecemos esta preciosa vivienda en venta completamente reformada a estrenar, interior a patio grande de manzana de 109 metros cuadrados, ubicada en la primera planta de una finca señorial de 1.947 con fachada representativa y portal señorial. Ubicada en la zona más cotizada del barrio de Salamanca – Castellana, en la señorial calle de Velázquez. Ubicado en la tercera planta de un edificio señorial con fachada protegida. Esta vivienda cuenta con grandes ventajas que hacen de este piso de lujo una opción muy atractiva, no solo por su excelente ubicación y características sino por su marcado carácter señorial con techos altos. La vivienda cuenta con gran balcón corrido con tres salidas. Esta vivienda totalmente reformada, se encuentra distribuida en zona de estar con amplio salón exterior con salida a un amplio balcón, zona de comedor y cocina americana totalmente equipada con electrodomésticos de gama alta, y muebles hechos a medida. En la zona de descanso encontramos tres dormitorios uno de ellos en suite y con amplios vestidores. Todos los dormitorios disponen de ventanas con vistas a un patio de luces cuidado y luminoso. Se entrega totalmente equipado listo para entrar a vivir. Cabe resaltar la reforma y diseño del piso han sido hechos cuidando cada detalle. Es sin duda un inmueble ideal para vivir o invertir en una de las zonas con más demanda de Madrid.  Disponemos de varios inmuebles similares que solo pueden ser anunciados en nuestra web por expreso deseo de sus propietarios. Si desea verlos puede hacerlo pinchando en el enlace ubicado al final del anuncio.",False,good,False,14119.0,True,False,False,False,[],False,False,1539000.0,€,,,flat,,"Castellana, Madrid",Piso,Top,,,,3,False,Castellana,True
108491950,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/28/f5/1346508189.webp,8bd8d9f1-4a68-4478-a8fe-5d1ad9e20a22,24,880000.0,flat,sale,84.0,3,2,calle de José Ortega y Gasset,Madrid,Madrid,Barrio de Salamanca,es,40.4283656,-3.6742344,False,https://www.idealista.com/inmueble/108491950/,"Descubre este elegante piso reformado, ubicado en el exclusivo barrio de Lista, en pleno distrito de Salamanca.  Con 84 m² perfectamente distribuidos, este hogar combina estilo, funcionalidad y confort en cada rincón. Cuenta con tres dormitorios, un baño y un aseo modernos. La cocina, totalmente equipada, está lista para inspirar tus mejores recetas. Disfruta de aire acondicionado en verano y calefacción eléctrica en invierno. Los cuartos tienen armarios empotrados que optimizan el espacio y el mobiliario. Ubicado en una finca clásica con un bellísimo portal con ascensor y portero físico, este piso combina el encanto de la arquitectura tradicional con las comodidades del presente. Todo esto, en una de las zonas más cotizadas de Madrid: rodeado de tiendas, restaurantes, servicios y una excelente conexión de transporte. ¡Contáctanos y ven a visitarlo!",False,good,False,10476.0,False,False,False,False,[],False,False,880000.0,€,,,flat,,"Lista, Madrid",Piso en calle de José Ortega y Gasset,Top,,,,1,False,Lista,True
