propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,newDevelopmentFinished
100460134,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/e9/6c/1087363716.webp,425329,53,2,1470000.0,flat,sale,169.0,True,3,4,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4344451,-3.6777924,False,https://www.idealista.com/inmueble/100460134/,"ÚNICA Inmobiliaria presenta espectacular vivienda de lujo con magnifica luz en el Barrio de Salamanca- Lista. Vivienda de 169 m² con una exquisita reforma integral ubicada en la segunda planta de un edificio clásico.  Al entrar nos encontramos con un hall muy amplio que da paso al fantástico salón con excepcional luminosidad, con dos balcones, cocina equipada con una preciosa isla que divide las dos estancias. Zona de descanso compuesta por tres dormitorios dobles en suite con armarios empotrados y aseo de cortesía.  El edificio cuenta con portero físico y ascensor. Este distinguido barrio residencial se ha convertido en una de las más  importantes zonas comerciales de la ciudad y uno de los barrios de mayor nivel de vida de Europa, con la mejor zona de compras de lujo de Madrid, famosos restaurantes, colegios y hospitales. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,True,8698.0,True,True,False,False,[],False,False,1470000.0,€,flat,"Lista, Madrid",Piso,,,,,,,,
108233051,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/77/ec/1339435921.webp,JM 205381,40,3,865000.0,duplex,sale,289.0,True,6,4,Barrio Yucatán- Las Cornisas,Madrid,Las Rozas de Madrid,Yucatán- Las Cornisas,es,Yucatán- Las Cornisas,40.4803718,-3.8580178,False,https://www.idealista.com/inmueble/108233051/,"Gilmar de Majadahonda pone a su disposición esta una vivienda de ensueño en una de las zonas más exclusivas y tranquilas de Madrid. Se trata de un impresionante piso dúplex en **Las Rozas**, con una superficie construida de 289 m², es la opción perfecta para ti. Ubicado en una comunidad que combina elegancia, privacidad y confort, este inmueble se encuentra en una zona ideal para disfrutar de una calidad de vida excepcional. El dúplex se distribuye en dos plantas. En la planta baja, destaca un grandísimo salón comedor de 40 m² aproximados, ideal para reuniones familiares y crear un ambiente cálido y acogedor. La amplia cocina independiente, equipada con office y zona de lavadero, se adapta perfectamente a las necesidades cotidianas. Además, esta planta cuenta con dos habitaciones y un cuarto de baño completo, ofreciendo comodidad y funcionalidad. En la planta superior, abuhardillada, se encuentran cuatro dormitorios dobles, tres de ellos con baño en suite, diseñados con acabados modernos y funcionales. Este espacio garantiza privacidad y confort para toda la familia. La vivienda también cuenta con armarios empotrados, trastero, jardín, piscina y garaje, además de ser exterior y muy luminosa. La calidad de los materiales y acabados, como el suelo de tarima y el portal bien cuidado, refuerzan la sensación de exclusividad. **Las Rozas** es una de las zonas más demandadas del noroeste de Madrid, caracterizada por su excelente conexión con la capital a través de la **A-6** y su cercanía a la naturaleza. Esta ubicación ofrece una gran cantidad de servicios y comodidades. Entre los colegios cercanos, destaca el prestigioso **Colegio Europeo de Madrid**, a menos de 10 kilómetros. En cuanto a las opciones de ocio y compras, el **Centro Comercial Las Rozas Village** es un referente en la zona, ideal para disfrutar de tiendas exclusivas y restaurantes. Las líneas de autobuses más cercanas incluyen la **625**, **628** y **629**, que conectan eficientemente con otros puntos del municipio y Madrid capital. Además, la estación de cercanías **Las Rozas (C-10 y C-7)** se encuentra a pocos minutos, facilitando el transporte público. Esta zona combina tranquilidad y exclusividad con una oferta completa de servicios, como restaurantes, gimnasios, parques y amplias áreas verdes, lo que la convierte en un lugar perfecto para familias y profesionales que buscan un estilo de vida sofisticado y cómodo. Desde 1983, **GILMAR** ha sido líder en el sector inmobiliario, ayudando a sus clientes a encontrar la casa de sus sueños con profesionalidad, dedicación y experiencia. Si deseas más información sobre este inmueble, por favor, contacta con nuestro equipo de la oficina de Las Rozas, ubicada en **Avda. Atenas 75 (Centro Comercial Zoco de Monte Rozas)**. Llámanos al ** ** o escríbenos a ****, indicando la referencia **205381**. ¡Estamos aquí para ayudarte!",True,good,False,True,2993.0,True,True,False,False,[],False,False,865000.0,€,flat,"Yucatán- Las Cornisas, Las Rozas de Madrid",Dúplex,True,True,duplex,,,,,
107598462,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/c3/51/1317195158.webp,CM-426552,31,2,1050000.0,flat,sale,151.0,True,3,2,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.421592,-3.6985015,False,https://www.idealista.com/inmueble/107598462/,"ÚNICA INMOBILIARIA pone a su disposición magnífico piso exterior con 2 balcones a la calle en el prestigioso barrio Madrileño de Justicia. El inmueble se ubica en una segunda planta exterior con orientación oeste por lo que tiene bastante luz natural, especialmente en las horas de la tarde.  La propiedad se encuentra en buen estado y si se desea actualizar cuenta con una distribución favorable que permite varias posibilidades en cuanto a sus muros de carga. Consta de mas de 150 metros cuadrados de superficie construida que se distribuyen en 3 habitaciones y dos baños, uno de ellos en suite. Cocina independiente, comedor y un gran salón independiente desde el que se accede a los dos balcones que dan a la calle. La parte de los dormitorios es luminosa ya que reciben luz de un patio interior. Techos altos, calefacción individual y aire acondicionado. Con respecto a la finca, de principios de siglo XX y en perfecto estado de conservación, cuenta con la ITE favorable y ascensor. Pocos gastos de comunidad y de IBI. Ubicado en una de las calles más representativas de Justicia, por su cercanía al centro financiero y a los mejores comercios de la zona, rodeado de una amplia oferta de ocio y restauración, con todos los servicios al alcance, zonas de negocios y zonas verdes. Perfectamente comunicado por distintas líneas de metro y autobús. El barrio de Justicia desde hace años, uno de los barrios de moda del centro de la capital, se ha convertido en la médula espinal del ocio madrileño. Como otras muchas zonas céntricas de Madrid. Algunos cronistas improvisados han llegado a compararlo con el Camden Town de Londres, el East Village de Nueva York, el Barrio Alto de Lisboa, la Baixa do Porto o el Kreuzberg en Berlín. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,True,6954.0,True,True,False,False,[],False,False,1050000.0,€,flat,"Chueca-Justicia, Madrid",Piso,,,,,,,,
103629328,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/2c/1a/1198306779.webp,mt177736,42,7,1650000.0,penthouse,sale,200.0,True,3,3,Barrio Guindalera,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4330308,-3.66175,False,https://www.idealista.com/inmueble/103629328/,"Gilmar Consulting Inmobiliario tiene el placer de presentar este espectacular ático ubicado en la exclusiva zona de Guindalera, en el distrito de Salamanca en Madrid. Esta vivienda en altura está lista para entrar a vivir y ofrece una experiencia de lujo y comodidad incomparable. Con una superficie total de 200 metros cuadrados, de los cuales 146 metros corresponden a la vivienda y 63 metros a una gran terraza con magníficas vistas, este ático es un verdadero oasis en la ciudad. El diseño interior es elegante y moderno, con amplios espacios y una distribución inteligente que maximiza la luz natural en todas las áreas. El ático cuenta con una cocina independiente totalmente equipada, un espacioso salón, tres dormitorios y tres baños completos, uno de ellos en suite. La joya de la corona es, sin duda, la impresionante terraza de 63 metros cuadrados, donde podrás disfrutar de momentos inolvidables al aire libre con familiares y amigos. El precio de venta incluye un trastero de 5 metros cuadrados y acceso a las amplias zonas comunes, que incluyen una piscina y un gimnasio. Además, la finca fue construida en 2002 con altas calidades y cuenta con servicio de conserjería. El barrio de Guindalera es una zona residencial tranquila y exclusiva, que ofrece una excelente calidad de vida. Está rodeado de servicios y comodidades, como restaurantes, tiendas y supermercados. Además, cuenta con una excelente conexión de transporte público. A menos de 10 kilómetros encontrarás el prestigioso colegio [nombre del colegio], que ofrece una educación de calidad para los más pequeños. En cuanto a las opciones de ocio y compras, el centro comercial [nombre del centro comercial] se encuentra a poca distancia, donde podrás disfrutar de una amplia variedad de tiendas, restaurantes y cines. En cuanto a las conexiones de transporte, las estaciones de metro más cercanas son Nuevos Ministerios y Méndez Álvaro, a las que puedes acceder a través de la línea 6. Además, la estación de Recoletos también está cerca, a la que puedes llegar a través de la línea 4. El barrio también está bien comunicado por varias líneas de autobuses. En resumen, este ático en Guindalera es una oportunidad única para aquellos que buscan una vida de lujo y comodidad en una de las zonas más exclusivas de Madrid. No pierdas la oportunidad de visitarlo y experimentar el estilo de vida que te ofrece. Gilmar Consulting Inmobiliario es una compañía líder en el sector inmobiliario, con más de 35 años de experiencia ayudando a sus clientes a encontrar la casa de sus sueños. Nuestro equipo de expertos está comprometido en brindar un servicio personalizado y de calidad, asegurando la satisfacción de nuestros clientes en cada transacción. Si deseas obtener más información sobre este ático en Guindalera, por favor, no dudes en ponerte en contacto con nuestro equipo en la oficina de Gilmar Consulting Inmobiliario en la Avenida América, llamando al o enviando un correo electrónico a. Recuerda facilitarnos la referencia del inmueble (177736) para poder brindarte una atención más personalizada. Estaremos encantados de ayudarte en todo lo que necesites.",True,good,False,True,8250.0,True,True,False,False,[],False,False,1650000.0,€,flat,"Guindalera, Madrid",Ático,,,penthouse,,,,,
87358652,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/5c/60/846875161.webp,V197Q32,27,,3100000.0,chalet,sale,750.0,,4,5,calle Serramagna,Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4566453,-3.6321117,False,https://www.idealista.com/inmueble/87358652/,"MAISON de QUALITÉ Agence Immobilière Française présente LES PLUS BELLES MAISONS DE MADRID. ORIENTACIÓN PERFECTA en Parque Conde de Orgaz. Su perfecta orientación, la dotan de luz y color durante todo el día en todas las estaciones del año. DISTRIBUCIÓN DE LA VIVIENDA PLANTA PRINCIPAL. Hall de entrada, aseo de cortesía, salón-comedor (100 m2), cocina/office completamente equipada (23 m2), sala de estar (15 m2), porche acristalado, gran jardín privado y piscina. PLANTA PRIMERA. Gran distribuidor, dormitorio principal en suite (138,79 m2) con bañera, ducha y jacuzzi, vestidor y balcón. Un despacho (26 m2). Un dormitorio en suite (38 m2) con bañera, ducha y vestidor.  PLANTA SEGUNDA. Un dormitorio en suite (36 m2). PLANTA SÓTANO. Dormitorio de servicio (27 m2) con baño, gran bodega, gimnasio, zona de lavandería, y garaje cerrado para 2 coches y otros 3 en rampa. ELEMENTOS EXCLUSIVOS. Calefacción individual gas natural. Aire acondicionado. Piscina individual. Gran jardín privado. Garaje cerrado para 2 coches grandes y en rampa otros 3. Gran bodega. Gimnasio. Alarma. PROXIMIDADES. Arturo Soria Plaza 2,1 km. Hipercor Campo de las Naciones 1,4 km. Gimnasio Holmes Place 1,2 km. Hospital Nuestra Señora de América 2,1 km. Clínica Universitaria de Navarra 1,8 km. Colegio San José del Parque 1,3 km. Liceo Francés de Madrid 1,3 km. Farmacia 400m. MAISON de QUALITÉ agence immobilière française, selecciona las mejores y exclusivas viviendas de Madrid, Arturo Soria Prime y Parque Conde de Orgaz ofreciéndole la mejor calidad de servicio en la Compra-Venta y alquiler de viviendas. Aportamos un gran valor con la máxima seriedad y servicio a nuestros clientes. PINCHE EN NUESTRO LOGO PARA VER MÁS VIVIENDAS. MAISON de QUALITÉ agence immobilière française, sélectionne les meilleures propriétés dans les zones exclusives de Madrid offrant la meilleure qualité de service dans la vente, achat ou location de logements. VENTA 3.100. 000€ REF. V197Q32 Pareado Parque Conde de Orgaz  4 dormitorios 5 baños 750 m2 construidos 900 m2 de parcela Año construcción 1989 Plantas +3-1 Orientación sur.",True,good,False,,4133.0,True,True,True,False,[],False,False,3100000.0,€,chalet,"Conde Orgaz-Piovera, Madrid",Chalet pareado en calle Serramagna,True,True,semidetachedHouse,,,,,
107632707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/c9/19/1318224347.webp,MAD57986,43,8,2190000.0,flat,sale,187.0,True,3,4,Barrio Argüelles,Madrid,Madrid,Moncloa,es,Argüelles,40.4224104,-3.7142622,False,https://www.idealista.com/inmueble/107632707/,"Lucas Fox Madrid presenta este exclusivo piso de 187 m² totales, completamente reformado y a estrenar con excelentes calidades. Además, incluye una plaza de garaje y un trastero. La vivienda se ubica en una planta alta de un edificio con ascensor en una de las mejores zonas de Madrid, en Argüelles. Esta espectacular vivienda cuenta con una increíble terraza tipo ático de más de 30 m², perfecta para disfrutar de la luz natural y las vistas. Al acceder a la vivienda, nos encontramos con un amplio y luminoso espacio diáfano que integra el salón-comedor con una moderna cocina americana de diseño, equipada con electrodomésticos de alta gama. La zona de noche dispone de tres amplios dormitorios, todos con baños privados. Además, la vivienda cuenta con un aseo de cortesía y una práctica zona de lavandería. El dormitorio principal destaca por su amplitud y luminosidad, con cuatro grandes ventanales que llenan la estancia de luz. Los acabados de lujo, la tecnología domótica, el aire acondicionado y la calefacción en todas las estancias garantizan un máximo confort. Se entrega completamente amueblada y lista para entrar a vivir. La vivienda está en proceso de reforma y las infografías corresponden a un proyecto similar. No dude en contactarnos para más información o para organizar una visita.",True,good,False,True,11711.0,True,True,False,True,[],False,False,2190000.0,€,flat,"Argüelles, Madrid",Piso,True,True,,,,,,
102294274,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/0a/e6/1159092576.webp,CA180063,71,,1200000.0,chalet,sale,500.0,,5,5,calle Trilla,Madrid,Galapagar,La Navata,es,,40.5893198,-3.9986123,False,https://www.idealista.com/inmueble/102294274/,"Gilmar vende chalet Independiente en Galapagar de 1.228 m2 en parcela de 29.540 m2, en el inmueble prima el disfrute de la naturaleza por su amplitud de terreno y su proximidad a senderos para largos paseos por el campo, Se encuentra repartido en 2 plantas. Cuenta con 5 dormitorios,5 baños, se encuentra vallada completamente, su orientación es Oeste La vivienda principal cuenta con 333m2 su distribución es la siguiente: PLANTA BAJA (270m2):  - Distribuidor de entrada - Un amplio saló-comedor con grandes ventanales - Cocina independiente - Dormitorio + baños servicio.  - 2 Habitaciones con despacho y un baño completo en cada una de ellas  PRIMERA PLANTA. Consta de 63 m2 donde nos encontramos:  - Un amplio salón con diversas posibilidades de uso  - 2 dormitorios.  - Un baño completo  - Gran terraza con bonitas vistas.  La parcela de 29.540 m2 cuenta con zona de descanso en un amplio porche en la entrada principal, una piscina y pista de tenis y al tener gran amplitud tiene gran variedad de uso, se puede disfrutar de la naturaleza donde contamos con más de 1000 pinos y del sol en temporadas cálidas, barbacoa exterior de obra, porche exterior para aparcar el coche.  Cuenta con una bodega independiente construida con todo lujo de detalle, especialmente diseñada y equipada para un almacenamiento y conservación de vinos de manera óptima, área controlada cuidadosamente en términos de temperatura, humedad y otros factores para asegurar que los vinos se mantengan en las mejores condiciones posibles durante su envejecimiento.  Por otra parte cuenta con una ristra entera de 546 m2 donde nos encontramos la casa del guardes en medio (75m2) y en los laterales tenemos naves que sirven para almacenamiento o diversas posibles de uso. En cuanto a las instalaciones, la vivienda cuenta con caldera de gas con depósito ( sistema a cambiar por antigüedad ), para el agua se cuentan con 3 pozos de los se puede pasar agua del uno al otro, el jardín tiene riego automatizado por aspersores.  Si tu opción de vida es la naturaleza pero cerca de Madrid, ven a ver esta vivienda sin ningún compromiso! Disponemos de más de 37 oficinas en Madrid, Marbella, Estepona, Puerto Banús, Sevilla, Cádiz, Jerez e islas Canarias. Nuestra sede central está ubicada en la calle Goya, 47. Durante más de 36 años hemos demostrado nuestra profesionalidad y atención exquisita. Gilmar cuenta con más de 1.000 viviendas y locales en alquiler, 5.000 viviendas en venta, pisos de segunda mano, pisos nuevos, chalets, villas, primera línea de playa, fincas rústicas… Visita nuestra web y encuentra la mejor inversión inmobiliaria de la mano de los mejores profesionales del sector inmobiliario. Llámanos y te ayudaremos a encontrar la casa de tus sueños. Las mejores opciones de inversión para rentabilizar tu dinero."".",True,good,False,,2400.0,True,True,False,False,[],False,False,1200000.0,€,chalet,"La Navata, Galapagar",Casa independiente en calle Trilla,True,True,independantHouse,,,,,
105789551,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/fd/31/1263799895.webp,RG 200872,37,,1450000.0,chalet,sale,487.0,,4,4,calle del Barco de Ávila,Madrid,Soto del Real,,es,,40.748441,-3.7813555,False,https://www.idealista.com/inmueble/105789551/,"Este impresionante chalet independiente se encuentra en Soto Del Real, Madrid.  Cuenta con 487m2 de construcción catastral, de los cuales 402 m2 son de vivienda en una parcela de 987m2. Esta magnífica propiedad se distribuye en 2 plantas y cuenta con todas las comodidades que puedas desear. En la planta de semisótano, encontrará un garaje con espacio para un vehículo, así como una sala de máquinas para la piscina, un cuarto de limpieza y un baño completo con ducha. También en esta planta encontramos un amplio salón con cocina americana y dos despensas.  Por otro lado, en la primera planta encontrará cuatro dormitorios, un salón/comedor con chimenea, tres baños completos y una cocina independiente con office. Además, cuenta con dos escaleras que conectan esta planta con la planta baja y dos salidas al exterior, tanto desde la cocina como desde el hall de entrada. En el exterior de este chalet independiente y en su parcela de 987ms, encontraremos una piscina con el cerramiento instalado recientemente, climatizada y sistema tanto de cloro como de sal. También encontramos una zona cubierta de barbacoa y cenador, dónde disfrutar con la familia. Por último, recalcar que esta vivienda consta de un pozo de 129m el cual abastece de agua a la vivienda, la piscina y el jardín En cuanto a las características de este municipio, Soto Del Real es una zona tranquila y residencial, ideal para aquellos que buscan un entorno apacible y seguro para vivir. Además, esta ubicación cuenta con excelentes servicios y comodidades a su alrededor.  En cuanto a las opciones de transporte, este municipio cuenta con varias líneas de autobuses cercanas a la geolocalización de esta propiedad el y 726 Esta propiedad es una oportunidad única para aquellos que buscan un chalet independiente en una ubicación privilegiada. No pierdas la oportunidad de hacer de esta casa tu hogar. Si deseas más información sobre esta propiedad, por favor, facilítanos la referencia 200872. Nuestro equipo estará encantado de ayudarte en todo lo que necesites. Gilmar es una compañía especializada en el sector inmobiliario que lleva desde 1983 ayudando a sus clientes a encontrar la casa de sus sueños. Con una amplia experiencia y un equipo de profesionales altamente cualificados, en Gilmar nos enorgullece ofrecer un servicio excepcional y personalizado a cada uno de nuestros clientes. Si estás buscando comprar o vender una propiedad, no dudes en contactar con nosotros. Estaremos encantados de ayudarte en todo el proceso. Para más información, no dudes en ponerte en contacto con nuestro equipo de Gilmar en Villalba. Estamos ubicados en C/ Rincón de las Heras 3, en el Centro Comercial Los Valles. También puedes llamarnos al o enviarnos un correo electrónico a. Estaremos encantados de atenderte y ofrecerte toda la información que necesites sobre esta propiedad y otras opciones disponibles. Recuerda facilitarnos la referencia 200872 para agilizar el proceso.",True,good,False,,2977.0,True,True,False,False,[],False,False,1450000.0,€,chalet,Soto del Real,Casa independiente en calle del Barco de Ávila,True,True,independantHouse,,,,,
108610992,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/48/fa/1349895582.webp,02,19,6,395000.0,penthouse,sale,53.0,False,1,1,"calle de Abtao, 44",Madrid,Madrid,Retiro,es,Pacífico,40.4061061,-3.674164,True,https://www.idealista.com/inmueble/108610992/,"Mavericks Inmobiliaria comercializa con carácter de exclusiva este ático en la calle Abtao. Se trata de una sexta planta que da a un enorme patio de manzana, donde usted podrá de una luz inmensa y del privilegio de tener un ático en la zona de Retiro.  El apartamento está compuesto por un salón-comedor con acceso a la terraza, una práctica cocina totalmente equipada, una habitación y un baño completo.  La urbanización dispone de portero físico y de piscina, jardín y amplias zonas comunes.  Si tiene cualquier duda, no dude volver a ponerse en contacto con nosotros.",True,good,False,True,7453.0,True,True,False,False,[],False,False,395000.0,€,flat,"Pacífico, Madrid","Ático en calle de Abtao, 44",,,penthouse,429000.0,34000.0,8.0,,
99974836,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/1e/55/1063606428.webp,3984,68,4,5000000.0,flat,sale,400.0,True,5,5,calle de Velázquez,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4290468,-3.6852231,False,https://www.idealista.com/inmueble/99974836/,"Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, vende fabulosa vivienda recién reformada a estrenar, en una cuarta planta exterior, enclavado en un edificio singular del arquitecto Gutiérrez Soto, ubicado en una de las avenidas más carismáticas del Barrio de Salamanca, en el epicentro de la ""Milla de Oro"", en la intersección de la calle Velázquez con la calle José Ortega y Gasset. Destacamos su gran exterioridad por contar con una distribución en esquina, con tres orientaciones, proporcionando gran luminosidad en todas las estancias.  La vivienda cuenta con unos 400m² aproximadamente con una magnífica distribución: nos recibe a la vivienda un gran hall de acceso, con un aseo de cortesía, y un gran despacho (que podría ser un dormitorio de familia). De frente encontramos el maravilloso salón-comedor de gran tamaño orientado a la calle. Unido a una sala de estar o un dormitorio de familia con baño en suite. A continuación, se ubica la excelente cocina, en isla, totalmente equipada con todos los electrodomésticos Gaggenau, área de lavandería, dormitorio, baño y acceso de servicio.  Finalmente y totalmente independizado del resto de la vivienda, se ubica la impresionante suite principal con espacioso baño y vestidor. Otro dormitorio con baño y posibilidad de hacer otro dormitorio. Dispone además de una plaza de garaje en el mismo edificio, en el garaje dispone además de un recinto para chofer, guardaespaldas o personal de seguridad. Trastero, servicios centrales y servicios de portería los siete días de la semana con vivienda en la propia finca. La finca cuenta una zona de juegos de la comunidad, en la parte lateral y trasera del edificio. La vivienda se ha rehabilitado con los mejores materiales del mercado.",True,good,False,True,12500.0,True,True,False,False,[],False,False,5000000.0,€,flat,"Recoletos, Madrid",Piso en calle de Velázquez,True,True,,,,,,
