propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,externalReference,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108033206,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/71/9c/1331810515.webp,14,299000.0,flat,sale,65.0,2,1,"paseo de la Dirección, 95",Madrid,Madrid,es,40.4604056,-3.7061848,True,https://www.idealista.com/inmueble/108033206/,"VIVIENDA EXTERIOR! Consta de dos habitaciones, una de ellas exterior y la otra a patio interior, salón-comedor muy amplio y luminoso, cocina totalmente equipada con electrodomésticos casi a estrenar y cuarto de baño completo. Ubicado en la zona norte de Madrid, apenas a 15 min. andando de plaza de castilla, con muy buena comunicación tanto en autobuses en Marqués de Viana como en Ofelia nieto, metros muy cercanos ( Estrecho, tetuán y francos rodriguez). SOLICITANOS UNA VISITA LO ANTES POSIBLE! EN GINMO INMOBILIARIA ENCONTRAMOS TU VIVIENDA IDEAL!",False,good,False,4600.0,False,False,False,False,[],False,False,299000.0,€,,,flat,,"Berruguete, Madrid","Piso en paseo de la Dirección, 95",3,True,Tetuán,Berruguete,False,,,,,,
108979841,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/75/a6/1360739878.webp,34,214900.0,flat,sale,56.0,2,1,Pryconsa,Madrid,Alcalá de Henares,es,40.4886445,-3.3620954,False,https://www.idealista.com/inmueble/108979841/,"Está en Alcalá de Henares, en una finca que ya ha hecho los deberes: reformada, con dos ascensores y una rampa que hace que todo el mundo entre y salga con comodidad. Nada de barreras. Nada de problemas. La vivienda era de tres dormitorios, pero ahora son dos.  Y eso tiene sentido: la cocina es mucho más amplia, y los espacios se sienten más cómodos. Aquí se ha priorizado lo que realmente se usa. Nada está de más. Tiene un amplio salón ideal para compartir en familia. El baño completo y con plato de ducha. La terraza está abierta y tiene acceso desde la cocina y desde el dormitorio principal. Es un rincón con luz natural que aporta vida a toda la casa, y te da un desahogo que se agradece. Las ventanas son Climalit en blanco, lo que te garantiza buen aislamiento y estética neutra que va con todo.  Hay aire acondicionado en el salón y también en el dormitorio principal, así que el confort no depende de la época del año. El suelo combina gres en las zonas comunes con tarima en los dormitorios.  Y sí, tiene calefacción de gas natural, así que no dependes de sistemas eléctricos caros e ineficientes. Tiene doble orientación, lo que significa que no se encierra el aire ni la luz. La casa se ventila bien, y eso se nota. Ubicada en un barrio funcional, con todo a mano, y bien comunicado. Es de esas ubicaciones donde puedes vivir sin darle demasiadas vueltas a las cosas. Si estás buscando un piso práctico, cómodo, con mejoras hechas y sin necesidad de meterte en obras… éste puede ser el tuyo. Y si quieres comprobarlo por ti mismo, sólo tienes que venir a verlo. NOTA: este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual.",False,good,False,3838.0,True,False,True,False,[],False,False,214900.0,€,,,flat,,"Pryconsa, Alcalá de Henares",Piso,9,True,Pryconsa,,True,PIS_825,,,,,
109104086,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/3e/3b/1364463616.webp,21,2309000.0,flat,sale,123.0,3,3,calle de Goya,Madrid,Madrid,es,40.4242695,-3.6830487,False,https://www.idealista.com/inmueble/109104086/,"BARRIO SALAMANCA/ RECOLETOS   Maravilloso inmueble con  123 m² construidos y 101 m² útiles, este inmueble destaca por su diseño funcional y acogedor. Cuenta con 3 habitaciones perfectamente distribuidas, ideales para esos momentos de descanso o trabajo en casa, además de 3 baños, lo que garantiza comodidad y privacidad para todos los miembros de la familia o tus invitados. La cocina amueblada, el piso se encuentra amueblado y equipado con aire acondicionado, asegurando una temperatura agradable durante todo el año. La calefacción central te proporcionará el calor necesario en esos días más fríos, mientras que el servicio de conserjería añade un extra de comodidad y seguridad a tu día a día. Situado en el corazón del exclusivo Barrio de Salamanca, te rodearás de una de las zonas más vibrantes y elegantes de la capital. Tendrás a tu alcance una amplia oferta de tiendas de lujo, restaurantes gourmet, cafeterías con encanto y espacios verdes, como el Parque de El Retiro, donde podrás dar esos paseos revitalizantes. La comunicación es excepcional, con varias líneas de metro y autobuses que te conectan con cualquier punto de la ciudad en pocos minutos. Este inmueble es más que un lugar para vivir; es un estilo de vida que te ofrece la comodidad de la modernidad en un entorno clásico y lleno de historia. Un lugar donde la elegancia y la funcionalidad van de la mano, invitándote a disfrutar de cada rincón. No dejes pasar esta oportunidad única de adquirir un espacio en una de las zonas más deseadas de Madrid. Si estás buscando un piso que combine confort, ubicación y estilo, este es tu momento. Ven a visitarlo y descubre todo lo que puede ofrecerte. En el precio están excluidos el impuesto sobre transmisiones patrimoniales y los gastos sobre notaria y registro de la propiedad.",False,good,False,18772.0,False,False,False,False,[],False,False,2309000.0,€,,,flat,,"Recoletos, Madrid",Piso en calle de Goya,1,True,Barrio de Salamanca,Recoletos,True,16012,,,,,
108639909,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/51/98/1350727210.webp,4,278876.0,flat,sale,160.0,2,2,Loeches,Madrid,Loeches,es,40.3837976,-3.4088809,False,https://www.idealista.com/obra-nueva/108639909/,"Edificio ente medianeras que consta de planta sótano, planta baja, 1ª planta y bajo cubierta. La edificación cuenta con piscina y zonas comunes. Consta de pisos y dúplex, plazas de aparcamiento y trasteros.",False,newdevelopment,True,1743.0,True,False,False,False,[],False,False,278876.0,€,True,True,flat,,Loeches,Piso,,True,,,True,Vivienda 5,False,,,,
100688537,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/8b/26/1095789902.webp,10,2850000.0,flat,sale,214.0,3,4,Barrio Recoletos,Madrid,Madrid,es,40.4209014,-3.6845115,False,https://www.idealista.com/inmueble/100688537/,"Fortuny Real Estate ofrece en venta maravilloso ático de 214m2 de superficie, situado en la 6ta planta exterior de una finca situada en una de las zonas más exclusivas y demandadas de Madrid, el barrio de Salamanca, en Recoletos Se trata de una propiedad con excelente ubicación, mucha luz natural, amplio salón comedor con acceso a terraza de gran tamaño y agradables vistas. Cocina estilo americano completamente amueblada y equipada con electrodomésticos de alta gama. Aseo de cortesía. La zona de descanso esta conformada por 3 dormitorios y 3 cuartos de baño. El dormitorio principal en suite con vestidor. La finca dispone de plaza de garaje grande en el mismo edifico Además cuenta con una plaza de garaje para coche grande de acceso directo y actualmente, se vende otra plaza de garaje en el propio edificio. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,13318.0,False,False,False,False,[],False,False,2850000.0,€,True,True,flat,,"Recoletos, Madrid",Piso,6,True,Barrio de Salamanca,Recoletos,True,Pj240,,,,,
106313155,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/b2/5a/1279082525.webp,7,2150000.0,penthouse,sale,240.0,2,3,calle de los Madrazo,Madrid,Madrid,es,40.4160328,-3.6981309,False,https://www.idealista.com/inmueble/106313155/,"Belton presenta magnífico ático completamente exterior con reforma de lujo situado en una maravillosa finca de principios de siglo situado en una de las zonas más emblematicas de Madrid, junto al congreso de los diputados. La vivienda exterior, de techos altos de madera y vistas despejadas, se distribuye de la siguiente manera: la zona de día cuenta con un salón-comedor muy luminoso, gracias a su gran ventanal, a través del cual accedemos a la magnífica terraza. Cocina independiente totalmente equipada y un baño completo con ducha e inodoro independientes. La zona de noche se divide en dos amplios dormitorios, el dormitorio principal cuenta con una gran cantidad de armarios empotrados y techos de madera de color natural con vigas vistas, el otro dormitorio también de gran tamaño dispone de vestidor.  Todas las estancias tienen ventilación y luz natural. La vivienda cuenta con ascensor, calefacción por gas natural y aire acondicionado. Se vende totalmente equipada, lista para entrar a vivir. Este fantástico ático con terraza es una oportunidad única en el centro histórico de Madrid, interesante tanto para inversiones como para particulares. Adentrarse en el Barrio de las Letras es sumergirse en la historia viva del Siglo de Oro Español. Muy cerca de las pinacotecas más importantes del mundo, el llamado Triángulo Del Arte, la zona de Las Cortes, famosa por la intensa actividad literaria que se desarrolló en los siglos XVI y XVII, ofrece una amplia oferta cultural, una completa gama de comercios y una exquisita gastronomía nacional e internacional. Es el barrio simbólico donde se funde tradición y vanguardia, teniendo una ubicación privilegiada, a escasos minutos del nuevo complejo de lujo Canalejas, cerca del Paseo del Prado, la plaza de Neptuno y el Real Jardín Botánico. El inmueble está rodeado de galerías de arte, filmotecas, anticuarios y una diversa oferta de cafeterías y restaurantes, que hacen de ""El Barrio de Las Letras"" sin duda uno de los barrios más especiales del centro de Madrid. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,8958.0,False,False,False,False,[],False,False,2150000.0,€,,,flat,penthouse,"Huertas-Cortes, Madrid",Ático en calle de los Madrazo,6,True,Centro,Huertas-Cortes,True,FG2,,,,,
108639934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/aa/53/1350727119.webp,4,268150.0,duplex,sale,113.0,3,2,Loeches,Madrid,Loeches,es,40.382735,-3.407961,False,https://www.idealista.com/obra-nueva/108639934/,"Edificio ente medianeras que consta de planta sótano, planta baja, 1ª planta y bajo cubierta. La edificación cuenta con piscina y zonas comunes. Consta de pisos y dúplex, plazas de aparcamiento y trasteros.",False,newdevelopment,True,2373.0,True,False,False,False,[],False,False,268150.0,€,True,True,flat,duplex,Loeches,Dúplex,,True,,,True,Vivienda 9,False,,,,
108782808,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/8c/16/1355028544.webp,12,3850000.0,chalet,sale,850.0,6,7,"paseo del Río, 4",Madrid,Pozuelo de Alarcón,es,40.421858,-3.8061027,True,https://www.idealista.com/inmueble/108782808/,"ClubHome360 vende esta maravillosa vivienda independiente en unas de las mejores urbanizaciones de La Finca con los sistemas mas avanzados en seguridad. La vivienda se encuentra en perfecto estado de conservación. "" NO SE MUESTRAN FOTOS POR EXPRESA PETICION DEL PROPIETARIO"" La vivienda se distribuye entreplantas, de la siguiente manera: Planta Baja: Hall de entrada que accede a un cuarto de estar y a aseo de cortesía y la zona de cocina.  Planta Entre planta -Primera: Espectacular salón y comedor y acceso a un gran porche que que da salida al maravilloso jardín con piscina.  En la planta superior 5 dormitorios en suite. En la planta sótano: Dormitorio de servicio con su propio cuarto de baño, zona de plancha y un sala polivalente y acceso a garaje para 4 coches.",False,good,False,4529.0,True,False,False,False,[],False,False,3850000.0,€,True,True,chalet,terracedHouse,"La Finca, Pozuelo de Alarcón","Chalet adosado en paseo del Río, 4",,,Zona Prado de Somosaguas - La Finca,La Finca,,,,,,,
108316294,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/ea/99/1340476977.webp,23,422000.0,flat,sale,94.0,3,2,Barrio Arcos,Madrid,Madrid,es,40.4237116,-3.6163718,False,https://www.idealista.com/inmueble/108316294/,"'TECNOCASA 'ESTUDIO SAN BLAS 2018 S. L. ' Vende inmueble de 94 m2 construidos en la ZONA ARCOS de SAN BLAS.  Piso reformado a estrenar con acabados de lujo y tecnología de última generación. Se vende espectacular vivienda totalmente reformada, con materiales de alta calidad y una distribución funcional que combina diseño, confort y eficiencia energética. Distribución y espacios •Instalaciones completamente nuevas y conforme al plano •Recibidor con armario empotrado de abrigo, mesa decorativa y cajón •2 baños completos con muebles con cajones y lavabos de resina mate •Inodoros suspendidos y platos de ducha con mampara •Armarios empotrados blancos con puertas abatibles, maletero, cajoneras y barra   de colgar •Cocina moderna equipada con electrodomésticos panelados de primeras marcas •Terraza abierta ideal para disfrutar del exterior Calidades y equipamiento •Suelo radiante y refrescante por aerotermia •Termostatos individuales en cada estancia •Ventanas de alta gama: rotura de puente térmico, hoja oculta, bisagras ocultas, apertura oscilobatiente, cristales Climalit térmicos •Persianas motorizadas con interruptor general en la entrada •Suelos de gres imitación madera •Paredes lisas y rodapiés de madera •Puertas interiores en blanco •Puerta de entrada blindada •Instalación eléctrica y fontanería completamente nueva Detalles adicionales •Vivienda luminosa, moderna y lista para entrar a vivir •Acabados premium en todas las estancias •Ideal para quienes buscan confort, eficiencia energética y diseño contemporáneo. Se realizara obligatoriamente un estudio financiero antes de visitar la vivienda Le buscamos la hipoteca hasta el 100%. Los profesionales Kìron, gracias a un profundo conocimiento del mercado bancario, le ayudan a encontrar la solución hipotecaria que mejor se adapte a sus preferencias. '. '.",False,good,False,4489.0,False,False,False,False,[],False,False,422000.0,€,,,flat,,"Arcos, Madrid",Piso,8,True,San Blas,Arcos,True,,,430000.0,8000.0,2.0,
108961424,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/ed/29/1360180029.webp,27,199000.0,chalet,sale,101.0,4,1,San Martín de la Vega,Madrid,San Martín de la Vega,es,40.2127654,-3.570249,False,https://www.idealista.com/inmueble/108961424/,"¡Descubre tu nuevo hogar en la encantadora localidad de San Martín de la Vega! Esta acogedora casa unifamiliar cuenta con 4 amplios dormitorios, un baño en planta baja y un aseo, todo distribuido en una superficie construida de 101 m². Ideal para familias que buscan espacio y confort, la vivienda se completa con una cocina individual que te permitirá disfrutar de momentos gastronómicos únicos. Construida en 1971, esta propiedad combina el encanto clásico con las posibilidades de modernización que tú desees. Además, dispone de un exclusivo patio privado, perfecto para disfrutar de agradables veladas al aire libre o para que los más pequeños jueguen con seguridad. Calefacción y agua caliente con caldera de gas. La ubicación es inmejorable, brindando comodidad y acceso a servicios esenciales en zona tranquila y residencial cercana a gimnasio, colegios, comercios etc.. . Es una oportunidad perfecta para quienes buscan un hogar donde crear recuerdos inolvidables. ¡No dejes pasar la oportunidad de visitarla y enamorarte de sus posibilidades! [IW].",False,good,False,1970.0,False,False,False,False,[],False,False,199000.0,€,,,chalet,independantHouse,San Martín de la Vega,Casa independiente,,,,,,1862,,,,,
107869551,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/5f/e5/1340670394.webp,32,1590000.0,flat,sale,246.0,4,3,calle del Acuerdo,Madrid,Madrid,es,40.4270972,-3.7074535,False,https://www.idealista.com/inmueble/107869551/,"SERVIFINCAS Arganzuela pone a su disposición esta exclusiva vivienda de 246 metros cuadrados según catastro en el prestigioso Edificio PRINCESA, a tan solo unos pasos de la histórica Calle Alberto Aguilera. ¡Bienvenidos al corazón de Madrid! Imagina disfrutar de 3 amplias terrazas, donde el sol y las vistas se combinan para ofrecerle el refugio perfecto. Este hogar cuenta con 3 baños, 3 habitaciones dobles diseñadas para su confort, y una habitación de servicio, todas equipadas con armarios empotrados, lo que asegura un espacio ordenado y práctico. La cocina es un auténtico sueño para los amantes de la gastronomía, con acceso a una terraza privada y a la terraza comunitaria, lo que ofrece una experiencia única de luz y ventilación.  Además, dispondrá de una amplia plaza de garaje en el sótano 2, asegurando su comodidad y seguridad. El Edificio PRINCESA es una construcción representativa que le ofrece varios accesos tanto por la Calle del Acuerdo como por la Calle Santa Cruz del Marcenado, lo que proporciona una conectividad excepcional. Este es mucho más que un lugar para vivir: es un estilo de vida único. ¡No deje pasar la oportunidad de hacer suyo este extraordinario espacio!",False,renew,False,6463.0,False,False,False,False,[],False,False,1590000.0,€,True,True,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Acuerdo,1,True,Centro,Malasaña-Universidad,True,241V1369,,1650000.0,60000.0,4.0,
108634419,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/f5/b0/1361055217.webp,60,700000.0,chalet,sale,249.0,5,4,Los Molinos,Madrid,Los Molinos,es,40.7204375,-4.082125,False,https://www.idealista.com/inmueble/108634419/,"CAVALIER VENDE. Precioso y excepcional chalet unifamiliar de estilo Alpino de 249m2 con 5 dormitorios y 4 baños, construido en sillería de granito y tejado de pizarra a principios del siglo XX sobre una preciosa y luminosa parcela de 923m2 con soleada piscina independiente. COMPLETAMENTE REFORMADO EN 2025, con la mejores calidades y moderno diseño, se ha transformado en una residencia de autor, adaptada a un estilo de vida moderno y contemporáneo.  Un hogar que combina la belleza de una construcción clásica de principios del siglo XX con la distribución vanguardista de 2025. Este chalet es una oportunidad única para quienes deseen disfrutar de calidad de vida en una casa diseñada y reformada con los más altos estándares de calidad y confort, convirtiéndola en su hogar. Se encuentra situada entre Los Molinos y Cercedilla, sobre una soleada parcela de 923m2 ubicada en una de las zonas más atractivas de la Sierra de Guadarrama, conocida por su impresionante paisajismo, su entorno natural y su cercanía a la A6. La nueva distribución de la vivienda nos permite disfrutar en planta principal de un agradable salón comedor dotado de luminosos ventanales con vistas hacia el gran jardín y de un cómodo dormitorio en suite con baño completo y amplios armarios empotrados. En la planta principal disponemos también de una moderna cocina abierta hacia el salón, donde compartir agradables momentos con amigos y familiares. En primera planta disponemos de tres dormitorios con armarios empotrados, siendo uno de los dormitorios en suite con baño completo y amplio vestidor, y un baño independiente. En planta sobre rasante disponemos de un cómodo apartamento completamente independiente de 40m2. Cada detalle ha sido diseñado para ofrecer confort y comodidad, disponiendo de preinstalación de domótica, puertas blindadas, persianas motorizadas, singulares suelos hidráulicos, carpinterías exteriores en aluminio con rotura de puente térmico, cristales Climalit, climatización frio y calor mediante suelo radiante sectorizado con termostatos digitales independientes, caldera de aerotermia Viessmann, y sistema de alarma, lo que garantiza una vida tranquila y exclusiva. Naturaleza y arquitectura se entrelazan dando lugar a un hogar que se percibe como un generoso jardín, donde la vegetación junto con el sol, son los protagonistas indiscutibles.  Su ubicación garantiza una excelente comunicación con Madrid, con la parada de autobús directo a Madrid a escasos metros y a cinco minutos de las estaciones de Cercanías Renfe de Los Molinos y Cercedilla. No deje pasar esta oportunidad irrepetible.",False,good,False,2811.0,True,False,False,False,[],False,False,700000.0,€,True,True,chalet,independantHouse,Los Molinos,Casa independiente,,,,,,1159,,,,,
109155402,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/99/2e/1365924678.webp,14,1845000.0,flat,sale,198.0,3,4,calle del Barco,Madrid,Madrid,es,40.4207519,-3.702191,False,https://www.idealista.com/inmueble/109155402/,"ML91398-NG Property Partners tiene el placer de presentar un magnífico piso de 198m2, completamente reformado con calidades premium y un diseño interior cuidado al detalle. Goza de una ubicación inigualable, situado en una segunda planta exterior con orientación hacia el oeste, en el reconocido barrio de Universidad, en el distrito Centro. La propiedad representa una pieza única, tanto para quienes buscan una residencia exclusiva como para inversores que valoran la alta rentabilidad en ubicaciones prime.  La vivienda ofrece una distribución excepcional, techos de 3 metros de altura, y excelente entrada de luz natural durante gran parte del día, realzando aún más la amplitud y luminosidad de los espacios. El piso ofrece un salón-comedor, bañado por luz natural gracias a sus cuatro balcones exteriores, integrado con una elegante cocina de diseño totalmente equipada, creando un ambiente ideal para el confort y la vida social. Asimismo, dispone de tres amplios dormitorios en suite, cada uno con su propio baño privado, además de un aseo de cortesía.  Situada en una finca señorial, cuenta con numerosas comodidades, entre las que destacan el ascensor, el aire acondicionado, y el sistema de climatización por conductos con tecnología Airzone que permite controlar la temperatura de forma personalizada en cada estancia. Además, conserva el encanto de los elementos arquitectónicos originales, fusionándose con una estética contemporánea y sofisticada, destacando los suelos de madera natural que aportan calidez y distinción,  No dudes en contactarnos para agendar tu visita. Property Partners, simplifica tu cambio.  CARACTERÍSTICAS: - Superficie total construida: 198 m2 - Superficie vivienda: 179 m2 - 3 habitaciones  - 3 baños - Aseo - 4 balcones ESPECIFICACIONES: - Aire acondicionado - Armarios empotrados - Ascensor  - Construido en 1900 - Exterior - Orientación: Oeste - Finca clásica - Reformado  Sobre el barrio: El barrio de Universidad, conocido popularmente como Malasaña, en el distrito Centro, destaca por su carácter propio y vanguardista. Es una de las zonas más atractivas de Madrid, cada uno de sus rincones ofrece nuevas propuestas de ocio y cultura, contando con boutiques de moda independientes, oferta culinaria única, vida nocturna vibrante, museos, y galerías de arte. Además, está muy bien conectado, en sus proximidades dispone de numerosas estaciones de autobús y las líneas de metro: L1, L2, L3, L4, L5, y L10.",True,good,False,9318.0,True,False,False,False,[],False,False,1845000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Barco,2,True,Centro,Malasaña-Universidad,True,78957,,,,,
101748135,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/fb/b3/1132454737.webp,8,2590000.0,penthouse,sale,200.0,3,3,calle de Recoletos,Madrid,Madrid,es,40.4230208,-3.6898254,False,https://www.idealista.com/inmueble/101748135/,"Belton Real Estate ofrece maravilloso ático en la calle Recoletos, junto al parque del Retiro situado en una finca impresionante de principios de siglo. La orientación sur de la propiedad asegura que se recibe una gran cantidad de luz natural a lo largo del día, lo que crea un ambiente cálido y acogedor. El ático cuenta con dos dormitorios principales, cada uno con su propio baño en suite. Además, hay una habitación de buen tamaño con su propio baño separado, lo que brinda comodidad y privacidad para cualquier invitado o para el personal de servicio. Todas las habitaciones de la propiedad son amplias y están bien diseñadas. El salón principal es uno de los puntos destacados de la propiedad con vistas impresionantes de la ciudad. El espacio es lo suficientemente grande como para acomodar una amplia sala de estar, una zona de comedor separada y una cocina moderna y totalmente equipada. El diseño de concepto abierto crea una sensación de amplitud en toda la propiedad. La finca también cuenta con un portero que vive en la propia finca, lo que brinda una mayor sensación de seguridad y comodidad. Con todo esto, el ático es una propiedad ideal para alguien que busca una casa moderna y lujosa en una ubicación privilegiada en la ciudad. En resumen, este ático con terraza en venta en el barrio de Salamanca es una oportunidad única para aquellos que buscan un hogar exclusivo, moderno y sofisticado en una de las mejores zonas de Madrid. Con una ubicación inmejorable, acabados de lujo y una terraza impresionante, este ático ofrece una experiencia de vida inigualable en la ciudad. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,renew,False,12950.0,False,False,False,False,[],False,False,2590000.0,€,,,flat,penthouse,"Recoletos, Madrid",Ático en calle de Recoletos,7,True,Barrio de Salamanca,Recoletos,True,rec94,,,,,
107851029,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/05/b2/1326211264.webp,44,2950000.0,flat,sale,335.0,4,5,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,es,40.4550977,-3.6902104,False,https://www.idealista.com/inmueble/107851029/,"En un edificio representativo se encuentra este piso de autor, listo para entrar a vivir. Una casa donde la decoración invita a disfrutar de todos sus rincones, cada elección ha sido pensada cuidando al máximo el detalle.  Sus propietarios actuales han llevado a cabo un proyecto impecable de arquitectura y diseño, de la mano de uno de los más prestigiosos arquitectos: Borja Puras.  Perfecta ejecución de un trabajo que ha conseguido sacar el máximo partido a toda la casa, y poner en valor todos sus inigualables atributos en uno de los formatos más deseados: gran zona de recibo de más de 80 m² con gran hall de entrada y baño de cortesía, tres dormitorios principales muy grandes con cuarto de baño en suite, gran cocina con comedor de diario, terraza-lavandería, y zona de servicio de nuevo en suite. La calefacción es central con contadores individuales y el aire acondicionado va por conductos regulables Muy buen finca ubicada en un chaflán con historia de una de las calles icónicas de Madrid, donde querrás quedarte a vivir para siempre. Incluye una plaza de garaje en el edificio disponible años alternos, y otra plaza en parking de residentes. Existe la posibilidad de alquilar plaza en el edificio los años alternos. Como ocurre con muchos otros barrios de Madrid, Hispanoamérica, en su origen, era una zona rural de los alrededores de la almendra central de la capital. Con la expansión de la ciudad, este lugar también pasó a urbanizarse. En sus primeros años, formaba parte del municipio de Chamartín de la Rosa (actuales Chamartín, Tetuán y la parte norte de Ciudad Lineal), hasta 1948, cuando dicho municipio desapareció. Así, con el paso de los años, Hispanoamérica se convirtió en un barrio de clase media-alta. De hecho, según un estudio publico en La Razón el distrito de Chamartín es el que cuenta con el nivel socioeconómico más alto de toda la capital. Además, como curiosidad, cabe destacar que, a pesar de su nombre, es el barrio de todo el distrito de Chamartín que menos vecinos inmigrantes tiene, tan solo un 8,1 % de su población son extranjeros.",False,good,False,8806.0,True,False,False,False,[],False,False,2950000.0,€,True,True,flat,,"Bernabéu-Hispanoamérica, Madrid",Piso,2,True,Chamartín,Bernabéu-Hispanoamérica,True,castellana2950,,,,,
108694185,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/c0/71/1352358150.webp,13,518000.0,flat,sale,51.0,1,1,calle de Tomás López,Madrid,Madrid,es,40.4255618,-3.6700724,False,https://www.idealista.com/inmueble/108694185/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. ¿Te imaginas disfrutando de tu hogar en propiedad en una excelente ubicación en Madrid? ¡Testa Homes lo hace realidad! *La vivienda y fotos publicadas corresponden a una vivienda tipo, para más información consulte a su gestor comercial. Este piso exterior de 51 m² destaca por su diseño moderno, luminoso y funcional. Dispone de 1 amplio dormitorio con armarios empotrados, 1 baño con acabados premium y una cocina independiente completamente amueblada y equipada con electrodomésticos de alta gama, además de zona de lavandería. El salón-comedor cuenta con grandes ventanales que aportan una magnífica luz natural, creando un ambiente cálido y acogedor. Incluye plaza de garaje y trastero en el precio, con opción a adquirir una segunda plaza de aparcamiento. Se aceptan mascotas. Cuenta con calefacción individual por gas natural, aire acondicionado por conductos y cerramientos tipo Climalit, que garantizan confort todo el año. Además incluye parking y tratero en el precio. Ubicación inmejorable en el Barrio de Salamanca, cerca de la calle Francisco Silvela y la M-30. A pocos minutos a pie del parque Fuente del Berro, El Retiro y el WiZink Center. Excelente comunicación mediante metro (Manuel Becerra y Goya) y varias líneas de autobuses. Una vivienda ideal para quienes buscan comodidad, seguridad y calidad de vida en una de las zonas más emblemáticas de Madrid. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas. Consulte condiciones y disponibilidad. *Imágenes orientativas sin carácter vinculante. **Las imágenes corresponden a un apartamento tipo. **Viviendas sujetas a disponibilidad y viviendas no amueblada. En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles. También, si lo necesitas, te asesoramos y hacemos realidad la reforma de tu casa para que la disfrutes cómo si fuera nueva. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,10157.0,False,False,False,False,[],False,False,518000.0,€,True,True,flat,,"Goya, Madrid",Piso en calle de Tomás López,1,True,Barrio de Salamanca,Goya,True,10524,,,,,
