propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108321757,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/f5/0d/1340639059.webp,Bajo B,14,330000.0,flat,sale,75.0,2,1,"calle Duquesa de Tamames, 3",Madrid,Madrid,Carabanchel,es,40.3730729,-3.7497012,True,https://www.idealista.com/obra-nueva/108321757/,"Te proponemos una vivienda funcional, actual y eficiente, adaptada a las tecnologías y necesidades que la sociedad demanda.  Una vivienda amplia, cómoda y respetuosa con el medioambiente.  La promoción la forman 14 viviendas dotadas de las más altas calidades de construcción y cuidadosos detalles en los acabados interiores. Dando una gran importancia a la luz y el espacio, todas las estancias tienen amplias ventanas para aprovechar al máximo la luz solar sin renunciar a la eficiencia energética, gracias a la calidad de los materiales empleados. Tamames 3, se distribuye en 4 plantas con 3 viviendas por planta y 2 en la planta baja, plazas de garajes en las plantas -1 y -2 y con piscina en la zonas comunes. Viviendas de 1, 2 y 3 dormitorios.",False,newdevelopment,True,False,4400.0,True,False,False,False,[],False,False,330000.0,€,,,flat,,"Buena Vista, Madrid","Piso en calle Duquesa de Tamames, 3",bj,True,Buena Vista,True,,,
107920913,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/4a/1d/1328411889.webp,2º1,9,395000.0,duplex,sale,91.0,2,2,"avenida de felipe II, 2",Madrid,El Escorial,Jardín de los Reyes - Parque Real,es,40.5905353,-4.1333703,True,https://www.idealista.com/obra-nueva/107920913/,"AS Real Estate, departamento de venta del Grupo Alquiler Seguro, promociona la venta de las últimas viviendas disponibles en Conjunto Residencial El Álamo en El Escorial (Madrid). Este conjunto residencial de lujo situado en una zona inmejorable, con excelentes vistas a la Sierra de Guadarrama te ofrece una oportunidad única de vivir rodeado de naturaleza y armonía cerca de Madrid. Residencial El Álamo está ubicado en una zona privilegiada de El Escorial, a 200 metros de la estación de Cercanías Renfe, con parada de autobús a 5 metros y acceso inmediato a la autovía A6 dirección Madrid y La Coruña. Todo el Residencial está rodeado de amplias zonas comunes ajardinadas, dos piscinas una infantil y otra de adultos para disfrutar de los veranos de la sierra de Madrid. En el edificio, todas las viviendas cuentan con plaza de garaje y trastero situados subterráneamente, contando con ascensor en esta misma planta desde el cual se podrá acceder directamente a las viviendas o salir al exterior. VIVIENDAS DISPONIBLES (precios desde 375.000 € hasta 420.000 €): PLANTA BAJA: Los apartamentos en planta baja disponen de parcela privativa, 2 habitaciones, aseo completo con ducha, baño completo, salón comedor amplio, cocina completamente equipada con electrodomésticos, amplia plaza de garaje y trastero. Bajo 83,03 m2 construidos61,12 m2 parcela privativa. Bajo 79,45 m2 construidos59,90 m2 parcela privativa SEGUNDA PLANTA: Apartamentos ubicados en la segunda planta y bajo cubierta. Apartamentos dúplex de 2 y 3 habitaciones, aseo completo con ducha, baño completo, amplio salón comedor, cocina completamente equipada con electrodomésticos, amplia plaza de garaje y trastero. Segunda 90,63 m2 construidos Segunda 89,40 m2 construidos Segunda 93,10 m2 construidos Segunda 89,47 m2 construidos Todas las viviendas cuentan con sistema de climatización aerotérmico formado por una unidad exterior situada en la cubierta del edificio, y un acumulador en el interior de agua caliente en cada vivienda. La instalación de climatización interior de cada una de las viviendas es mediante suelo radiante refrescante. Cada vivienda dispondrá de un termostato programador en el salón para la regulación de temperatura incorporando modo refrigeración y calefacción. Si buscas un espacio para convertirlo en tu refugio personal en una ubicación inmejorable, esta es tu oportunidad. Contacta con nosotros para conocer más detalles y concertar una visita.",False,newdevelopment,True,False,4341.0,True,False,False,False,[],False,False,395000.0,€,True,True,flat,duplex,"Jardín de los Reyes - Parque Real, El Escorial","Dúplex en avenida de felipe II, 2",2,True,,True,,,
108977517,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/e9/c0/1360655938.webp,VT1.2A,22,455000.0,chalet,sale,162.0,4,3,"avenida Miraflores de la sierra, 2",Madrid,Miraflores de la Sierra,,es,40.7644944,-3.7481052,True,https://www.idealista.com/obra-nueva/108977517/,"¡Ya está aquí la segunda fase de La Finca de los Pinarejos! Ante el rotundo éxito de la primera fase de chalets adosados ¡Lanzamos la segunda! Con 20 nuevos chalets de 2 plantas, que van desde los 195 m2 hasta los 256 m2 de parcela, 4 dormitorios, 3 baños, 2 plazas de garaje y piscina comunitaria ¡En uno de los entornos más bonitos de la Sierra Norte de Madrid! La Finca de los Pinarejos es un proyecto pensado para quienes buscan naturaleza y calidad de vida, sin renunciar a las buenas conexiones con la ciudad. La primera fase está compuesta por 58 viviendas y tiene un diseño moderno y práctico que se adapta a tu día a día. Por otro lado, los chalets aislados, con 800 m2 de parcela, están distribuidos en una sola planta, lo cual es una gran ventaja si prefieres evitar escaleras sin renunciar al espacio. Cuentan con 4 dormitorios, 3 baños, 2 plazas de garaje techadas, amplio jardín y opción de añadir piscina.  Además, todas las viviendas incluyen cocina con isla, terrazas interiores para disfrutar del jardín y sistema de aerotermia y suelo radiante, así como la opción de añadir placas solares y sistema para coche eléctrico entre otras mejoras para que disfrutes de confort y eficiencia desde el primer día. La promoción está situada en la urbanización ""Los Pinarejos"" a solo 28 minutos de Madrid, a doce minutos de Colmenar Viejo y dos minutos de Soto del Real, dentro del término municipal de Miraflores de la Sierra. Tiene una parada de bus en la puerta de la urbanización, con transporte hacia Plaza Castilla (32 min.) o hacia Colmenar Viejo, Soto, Manzanares, etc. Se ubica cerca de: Urgencias, Colegio concertado Del Pilar y Colegio público Chozas de la Sierra, todo en Soto del Real. También encontrarás el Supermercado Dia, cafés, restaurantes, pizzerías, polideportivos. Y, por si fuera poco, a 12 minutos, en Colmenar Viejo, tendrás un Alcampo, Lidl, Aldi, Mercadona, el Centro Comercial El Ventanal donde tienes, a su vez, H&M, Mango, Sfera, Sprinter, Cortefiel, Springfield, Leroy Merlin, Mc Donalds, KFC, Foster, Vips, entre otros. Adicionalmente, ya se encuentra en construcción la Estación Soto-Sur del Renfe, programada para entrega en 2026.  Si buscas tranquilidad, espacio y buena calidad de vida, cerca a todo ¡Esta es tu oportunidad! ¡Reserva tu chalet con sólo 3.000 euros y bloquea el precio!  Encuéntranos en el C.C El Ventanal (frente a H&M). Agenda una visita sin compromiso por teléfono y podemos acompañarte a conocer la urbanización, cualquier día de la semana (incluyendo sábados y domingos). No cobramos honorarios al comprador.",False,newdevelopment,True,False,2809.0,True,False,False,False,[],False,False,455000.0,€,True,True,chalet,terracedHouse,Miraflores de la Sierra,"Chalet adosado en avenida Miraflores de la sierra, 2",,,,,,,
109204129,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/90/12/1367395389.webp,EG6476,41,229900.0,flat,sale,96.0,3,2,Reyes Católicos,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4701151,-3.375547,False,https://www.idealista.com/inmueble/109204129/,"Alcalá inmobiliaria presenta piso para entrar a vivir con 96 metros construidos, ascensor, amplio recibidor 3 dormitorios, 2 baños, salón comedor amplia cocina amueblada con electrodomésticos( placa, horno y campana) situado en zona de los gorriones de Alcalá de henares  Cuenta con zona despejada y amplia zona de aparcamiento gratuito  Suelos de gres. Puertas lacadas en blanco, aire acondicionado, 2 armarios empotrados  calefacción y agua caliente central, ventanas de aluminio,   Destaca por su excelente situación a un paso de la carretera salida A2, varias líneas de autobús interurbanas y a Madrid (Avda. de America) y estación de cercanías No cobramos comisión al comprador. Nos encargamos de toda la gestión de la compra. Y además ponemos a tu disposición nuestro departamento de hipotecas totalmente gratuito para buscarte las mejores condiciones del mercado. ¿Quieres saber cuánto se te quedaría la letra al mes? ¿Quieres saber qué impuestos conlleva una compra-venta? Llámanos sin compromiso y programaremos una visita. Los metros de la vivienda están contrastados según catastro/registro. Los muebles que aparecen en la vivienda no son vinculantes y pueden No estar incluidos. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.   En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,,2395.0,False,False,False,False,[],False,False,229900.0,€,,,flat,,"Reyes Católicos, Alcalá de Henares",Piso,5,True,,True,,,
108977516,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/ef/99/1360658501.webp,VT1.4A,22,535000.0,chalet,sale,179.0,4,3,"avenida Miraflores de la sierra, 2",Madrid,Miraflores de la Sierra,,es,40.7644944,-3.7481052,True,https://www.idealista.com/obra-nueva/108977516/,"¡Ya está aquí la segunda fase de La Finca de los Pinarejos! Ante el rotundo éxito de la primera fase de chalets adosados ¡Lanzamos la segunda! Con 20 nuevos chalets de 2 plantas, que van desde los 195 m2 hasta los 256 m2 de parcela, 4 dormitorios, 3 baños, 2 plazas de garaje y piscina comunitaria ¡En uno de los entornos más bonitos de la Sierra Norte de Madrid! La Finca de los Pinarejos es un proyecto pensado para quienes buscan naturaleza y calidad de vida, sin renunciar a las buenas conexiones con la ciudad. La primera fase está compuesta por 58 viviendas y tiene un diseño moderno y práctico que se adapta a tu día a día. Por otro lado, los chalets aislados, con 800 m2 de parcela, están distribuidos en una sola planta, lo cual es una gran ventaja si prefieres evitar escaleras sin renunciar al espacio. Cuentan con 4 dormitorios, 3 baños, 2 plazas de garaje techadas, amplio jardín y opción de añadir piscina.  Además, todas las viviendas incluyen cocina con isla, terrazas interiores para disfrutar del jardín y sistema de aerotermia y suelo radiante, así como la opción de añadir placas solares y sistema para coche eléctrico entre otras mejoras para que disfrutes de confort y eficiencia desde el primer día. La promoción está situada en la urbanización ""Los Pinarejos"" a solo 28 minutos de Madrid, a doce minutos de Colmenar Viejo y dos minutos de Soto del Real, dentro del término municipal de Miraflores de la Sierra. Tiene una parada de bus en la puerta de la urbanización, con transporte hacia Plaza Castilla (32 min.) o hacia Colmenar Viejo, Soto, Manzanares, etc. Se ubica cerca de: Urgencias, Colegio concertado Del Pilar y Colegio público Chozas de la Sierra, todo en Soto del Real. También encontrarás el Supermercado Dia, cafés, restaurantes, pizzerías, polideportivos. Y, por si fuera poco, a 12 minutos, en Colmenar Viejo, tendrás un Alcampo, Lidl, Aldi, Mercadona, el Centro Comercial El Ventanal donde tienes, a su vez, H&M, Mango, Sfera, Sprinter, Cortefiel, Springfield, Leroy Merlin, Mc Donalds, KFC, Foster, Vips, entre otros. Adicionalmente, ya se encuentra en construcción la Estación Soto-Sur del Renfe, programada para entrega en 2026.  Si buscas tranquilidad, espacio y buena calidad de vida, cerca a todo ¡Esta es tu oportunidad! ¡Reserva tu chalet con sólo 3.000 euros y bloquea el precio!  Encuéntranos en el C.C El Ventanal (frente a H&M). Agenda una visita sin compromiso por teléfono y podemos acompañarte a conocer la urbanización, cualquier día de la semana (incluyendo sábados y domingos). No cobramos honorarios al comprador.",False,newdevelopment,True,False,2989.0,True,False,False,False,[],False,False,535000.0,€,True,True,chalet,terracedHouse,Miraflores de la Sierra,"Chalet adosado en avenida Miraflores de la sierra, 2",,,,,,,
108972865,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/49/17/1301294226.webp,1 A 1 BJ D,32,845000.0,flat,sale,200.0,4,3,"via de Servicio A6, salida 24 s/n",Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,40.5454388,-3.8945255,True,https://www.idealista.com/obra-nueva/108972865/,"Oficina de Atención Comercial en Calle Camilo José Cela, 16. Puede visitarnos mediante cita previa o hacer una videoconferencia para recibir atención personalizada. Uno de los proyectos más esperados del noroeste de Madrid, El Quintanar The Residences es una propuesta residencial única dividida en tres extraordinarias fases — La Retorna, Las Dovelas y El Lindal — que respiran calidad y bienestar en todos los sentidos. Seguridad, accesibilidad, confort y cuidado de las personas, unidos a logros auténticos en ocupación sostenible.  El Quintanar The Residences cuenta con la calidad de los proyectos de Levitt y tanto el diseño como el concepto están firmados por el prestigioso estudio Lamela referente internacional de la arquitectura contemporánea. Y todo ello con el exigente sello Breeam, que certifica la sostenibilidad real en todos los aspectos desde la eficiencia en el manejo de todos los recursos y suministros energéticos al cuidado y la integración de las personas y el entorno. Viviendas de 1 a 5 dormitorios que se abren a generosas terrazas, donde la luz, el entorno y unas vistas extraordinarias son el hilo conductor desde cualquier punto. El Quintanar The Residences cuenta con magníficas zonas de disfrute común según cada una de sus fases: áreas ajardinadas y de paseo, piscina desbordante de adultos e infantil, gimnasio al aire libre, pádel, tenis, pista de running, zona de juegos infantiles y huertos urbanos. Además de espacios interiores de ocio diferenciadores, como gastrobar, club social, sala audiovisual y sala infantil, espacios especialmente diseñados para coworking y estudio, gimnasio interior equipado, sala de yoga y área de spa. El Quintanar “The Residences” plantea su concepto urbanizador desde el absoluto respeto al entorno natural en el que se encuentra. Así, las edificaciones se organizan de forma de peine para integrar a la perfección el bosque del Lazarejo en la propia urbanización y conseguir, además, una orientación óptima de los edificios. El Quintanar es un proyecto único en Madrid, una emblemática parcela de más de 300.000 m2 situada en Las Rozas. Consta de tres conceptos: “The Residences”, un conjunto residencial que aúna la excelencia y valores de la marca Levitt con la vanguardia e innovación de un ambicioso concepto; “PlazA6”, donde el emblemático edificio Kodak, recuperado, se pone en valor como punto neurálgico que articula todo el complejo, su vida social y sus conexiones con el entorno; y Campus, 40.000 m2 de edificios para distintos usos: espacios de coliving, coworking, hotelero y oficinas.",False,newdevelopment,True,False,4225.0,True,False,False,False,[],False,False,845000.0,€,True,True,flat,,"El Pinar- Punta Galea, Las Rozas de Madrid","Piso en via de Servicio A6, salida 24 s/n",bj,True,El Pinar- Punta Galea,True,,,
109214581,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/04/c2/1367672182.webp,,15,236000.0,flat,sale,69.0,2,1,CL QUINCE DE AGOSTO,Madrid,Madrid,Usera,es,40.3866779,-3.7091378,False,https://www.idealista.com/inmueble/109214581/,"¡Descubre tu nuevo hogar en el encantador barrio de Moscardó! Este piso en venta, ubicado en una segunda planta de un edificio residencial sin ascensor, es la oportunidad perfecta para quienes buscan un espacio acogedor y bien comunicado en Madrid. Con 69 m² construidos y una distribución inteligente, la vivienda cuenta con 2 dormitorios (anteriormente 3), un amplio salón de 20 m² ideal para disfrutar de momentos en familia o con amigos, un baño completo y una cocina independiente que invita a experimentar la gastronomía. La ubicación es inmejorable: a solo unos minutos a pie de supermercados, colegios, farmacias y parques. Además, podrás disfrutar de una variada oferta de locales comerciales y de restauración que hacen de esta zona un lugar ideal para vivir. La excelente conexión de transporte, con varias líneas de autobús y metro cercanas (Plaza Elíptica a 5 minutos), te permitirá acceder rápidamente al centro y a los alrededores de Madrid. Este piso, construido en 1959 y en buen estado, cuenta con calefacción, ventanas climalit y armarios empotrados que optimizan el espacio. La orientación norte-oeste garantiza una buena iluminación natural durante el día. No pierdas la oportunidad de visitar este inmueble que combina comodidad, ubicación y potencial. ¡Ven a verlo y enamórate de tu futuro hogar!",False,good,False,,3420.0,False,False,False,False,[],False,False,236000.0,€,,,flat,,"Moscardó, Madrid",Piso en CL Quince De Agosto,2,True,Moscardó,False,,,
108973048,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/91/36/1301294208.webp,1 D 3 2 C,32,731000.0,flat,sale,160.0,4,3,"via de Servicio A6, salida 24 s/n",Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,40.5454388,-3.8945255,True,https://www.idealista.com/obra-nueva/108973048/,"Oficina de Atención Comercial en Calle Camilo José Cela, 16. Puede visitarnos mediante cita previa o hacer una videoconferencia para recibir atención personalizada. Uno de los proyectos más esperados del noroeste de Madrid, El Quintanar The Residences es una propuesta residencial única dividida en tres extraordinarias fases — La Retorna, Las Dovelas y El Lindal — que respiran calidad y bienestar en todos los sentidos. Seguridad, accesibilidad, confort y cuidado de las personas, unidos a logros auténticos en ocupación sostenible.  El Quintanar The Residences cuenta con la calidad de los proyectos de Levitt y tanto el diseño como el concepto están firmados por el prestigioso estudio Lamela referente internacional de la arquitectura contemporánea. Y todo ello con el exigente sello Breeam, que certifica la sostenibilidad real en todos los aspectos desde la eficiencia en el manejo de todos los recursos y suministros energéticos al cuidado y la integración de las personas y el entorno. Viviendas de 1 a 5 dormitorios que se abren a generosas terrazas, donde la luz, el entorno y unas vistas extraordinarias son el hilo conductor desde cualquier punto. El Quintanar The Residences cuenta con magníficas zonas de disfrute común según cada una de sus fases: áreas ajardinadas y de paseo, piscina desbordante de adultos e infantil, gimnasio al aire libre, pádel, tenis, pista de running, zona de juegos infantiles y huertos urbanos. Además de espacios interiores de ocio diferenciadores, como gastrobar, club social, sala audiovisual y sala infantil, espacios especialmente diseñados para coworking y estudio, gimnasio interior equipado, sala de yoga y área de spa. El Quintanar “The Residences” plantea su concepto urbanizador desde el absoluto respeto al entorno natural en el que se encuentra. Así, las edificaciones se organizan de forma de peine para integrar a la perfección el bosque del Lazarejo en la propia urbanización y conseguir, además, una orientación óptima de los edificios. El Quintanar es un proyecto único en Madrid, una emblemática parcela de más de 300.000 m2 situada en Las Rozas. Consta de tres conceptos: “The Residences”, un conjunto residencial que aúna la excelencia y valores de la marca Levitt con la vanguardia e innovación de un ambicioso concepto; “PlazA6”, donde el emblemático edificio Kodak, recuperado, se pone en valor como punto neurálgico que articula todo el complejo, su vida social y sus conexiones con el entorno; y Campus, 40.000 m2 de edificios para distintos usos: espacios de coliving, coworking, hotelero y oficinas.",False,newdevelopment,True,False,4569.0,True,False,False,False,[],False,False,731000.0,€,True,True,flat,,"El Pinar- Punta Galea, Las Rozas de Madrid","Piso en via de Servicio A6, salida 24 s/n",2,True,El Pinar- Punta Galea,True,,,
108321750,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/bd/21/1340639084.webp,Bajo A,14,238000.0,flat,sale,58.0,1,1,"calle Duquesa de Tamames, 3",Madrid,Madrid,Carabanchel,es,40.3730729,-3.7497012,True,https://www.idealista.com/obra-nueva/108321750/,"Te proponemos una vivienda funcional, actual y eficiente, adaptada a las tecnologías y necesidades que la sociedad demanda.  Una vivienda amplia, cómoda y respetuosa con el medioambiente.  La promoción la forman 14 viviendas dotadas de las más altas calidades de construcción y cuidadosos detalles en los acabados interiores. Dando una gran importancia a la luz y el espacio, todas las estancias tienen amplias ventanas para aprovechar al máximo la luz solar sin renunciar a la eficiencia energética, gracias a la calidad de los materiales empleados. Tamames 3, se distribuye en 4 plantas con 3 viviendas por planta y 2 en la planta baja, plazas de garajes en las plantas -1 y -2 y con piscina en la zonas comunes. Viviendas de 1, 2 y 3 dormitorios.",False,newdevelopment,True,False,4103.0,True,False,False,False,[],False,False,238000.0,€,,,flat,,"Buena Vista, Madrid","Piso en calle Duquesa de Tamames, 3",bj,True,Buena Vista,True,,,
107091570,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/09/42/1272177843.webp,V2,14,379000.0,flat,sale,74.0,2,1,"calle Cometa, 7",Madrid,Madrid,Barajas,es,40.4737885,-3.5763638,True,https://www.idealista.com/obra-nueva/107091570/,"CONTACTAR CON LA EXTENSIÓN NÚMERO 3.  ¡ÚLTIMA VIVIENDA DISPONIBLE!  Promoción de 11 viviendas, trasteros y garajes en pleno centro histórico de Barajas, con multitud de servicios y conexiones con el centro de Madrid, dotado con las mejores calidades y con posibilidad de personalización. Transportes Cercanos A pocos metros de Plaza Mayor Barajas (con parada autobús conexión directa con terminales aeropuerto e intercambiador de Canillejas), y junto a la boca de metro Barajas (línea 8 directa a Nuevos Ministerios).  Información Relevante Instalación de las últimas tecnologías en ahorro energético, empleando los sistemas de producción de energía más eficientes, como es el caso de la aerotermia y el suelo radiante-refrescante, consiguiendo calificación energética A. Control individualizado de consumo a través de contadores de caudal y de energía, y termostatos individuales con control mediante App. Empleo de los mejores materiales especificados para la solución constructiva concreta, como es el caso de los materiales con mejor resistencia térmica en los aislamientos, los más durables en los revestimientos, como es el caso de porcelánicos en suelos en acabado premium, o la mejor calidad en espesores en los perfiles de carpinterías de aluminio. Zonas comunes ajardinadas con un alto nivel de factor verde, complementado con espacio para estacionamiento de bicicletas. Acercamiento del producto al cliente, que puede personalizar su vivienda eligiendo acabados sin coste adicional o haciendo uso de los paquetes Premium, todo ello dentro de las opciones que ponemos a su disposición.",False,,True,False,5122.0,True,False,False,False,[],False,False,379000.0,€,,,flat,,"Casco Histórico de Barajas, Madrid","Piso en calle Cometa, 7",bj,True,Casco Histórico de Barajas,True,,,
109159219,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/bf/7d/1366765699.webp,07972,17,139000.0,flat,sale,28.0,1,1,Barrio Buena Vista,Madrid,Madrid,Carabanchel,es,40.3684091,-3.7614064,False,https://www.idealista.com/inmueble/109159219/,"ESPECIAL por su acogedor espacio de uso y situación en calles tranquilas del barrio. Vivienda totalmente reconstruida en el año 2005. Se encuentra para entrar a vivir. Situado en la calle Rufino Rejón en Carabanchel Alto junto a Cuatro Vientos y la Avenida de la Peseta. Interesante rentabilidad para quien busque una pequeña inversión - muy bajos costes de mantenimiento. Salón con cocina integrada totalmente equipada. Baño con plato de ducha. Y dormitorio con armarios empotrados. Tiene aire acondicionado, radiadores eléctricos y termo para el agua caliente. Barrio muy consolidado de Madrid Capital donde dispone de supermercados, gimnasios, farmacias, cafeterías y pequeños comercios tradicionales a un paseo. Bien comunicado, metro (La Peseta o Carabanchel Alto) y líneas de autobuses, lo que permite desplazarse fácilmente a cualquier punto de la ciudad.  Rápido acceso a la M-40 y a la A-5. Además, la zona cuenta con parques cercanos, centros culturales. Una vivienda muy económica lista para entrar a vivir, combina la tranquilidad de un entorno residencial con la comodidad de tener todo a mano. Gastos de comunidad: 40€ IBI: 106€.",False,good,False,,4964.0,True,False,False,False,[],False,False,139000.0,€,,,flat,,"Buena Vista, Madrid",Piso,bj,True,Buena Vista,False,,,
89234767,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/15/dc/1244965835.webp,13103,55,4200000.0,chalet,sale,700.0,6,6,calle Guecho,Madrid,Madrid,Moncloa,es,40.4734893,-3.822464,False,https://www.idealista.com/inmueble/89234767/,"Beatriz Mateo - Sagasta GV | LA FLORIDA comercializa el siguiente inmueble en primera línea de EL PARDO: UNA VIVIENDA COTTAGE ESTILO INGLÉS EN LA FLORIDA: En una situación privilegiada dentro de La Florida se encuentra una esta peculiar vivienda, en un entorno silencioso posee una gran privacidad y la máxima seguridad con vigilancia 24 horas. Linda con El Pardo en 50 metros y fue diseñada por el arquitecto Eugenio Aguinaga. Un extenso y cuidado jardín rodea la casa, en el que encontramos el pabellón de la piscina con una sala de estar a las orillas de ésta donde disfrutar del maravilloso entorno. Distribuida en dos plantas con un agradable porche que ilumina la planta baja. DISTRIBUCIÓN: Planta Baja: Hall de entrada con aseo de cortesía. Salón panelado de madera dividido en dos ambientes con acceso a porche. Dormitorio principal con sala de estar, vestidor y baño incorporados. Comedor. Cocina. Office. Despensa. Sala de plancha. Dormitorio de servicio con baño incorporado. Trastero. Garaje para tres coches. Planta Primera: Sala de estar. Cuatro cuartos de dormir comparten dos cuartos de baño. CONSTRUCCIONES EXTERIORES / CALIDADES Y SERVICIOS: Pabellón de la piscina con salón y cuarto de baño. Piscina. Riego por aspersión. Construcción antisísmica. Puertas de recibo de caoba. Esta información no tiene carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios.",False,good,False,,6000.0,False,False,False,False,[],False,False,4200000.0,€,,,chalet,independantHouse,"El Plantío, Madrid",Casa independiente en calle Guecho,,,El Plantío,,,,
108252928,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/11/aa/1338545674.webp,AR209929 ,24,620000.0,flat,sale,73.0,2,2,calle de Santa Ana,Madrid,Madrid,Centro,es,40.4090748,-3.7066427,False,https://www.idealista.com/inmueble/108252928/,"Exclusivo piso reformado en el corazón de La Latina con patio privado de uso exclusivo Te presentamos una joya inmobiliaria en el icónico barrio de La Latina, en pleno distrito Centro de Madrid. Este piso de 73 m², completamente reformado, combina diseño contemporáneo, acabados de alta calidad y una ubicación privilegiada. Con un precio de 640.000€, esta vivienda es un sueño hecho realidad para quienes buscan vivir en uno de los barrios más emblemáticos de la capital. El inmueble cuenta con dos amplios dormitorios y dos baños, perfectos para garantizar el máximo confort. Su luminosidad es excepcional, gracias a su orientación óptima y a un diseño que prioriza la entrada de luz natural. Además, dispone de un patio de 50 m² de uso y disfrute exclusivo, un espacio único en el centro de la ciudad donde podrás relajarte, disfrutar de cenas al aire libre o crear tu propio oasis urbano. El suelo de tarima, la puerta blindada y la climatización con aire acondicionado son solo algunos de los detalles que hacen de esta propiedad una opción inigualable. El edificio, construido en 1970, dispone de ascensor y un portal en excelente estado. Aunque el piso no incluye garaje, la zona cuenta con múltiples opciones de aparcamiento público y privado. La Latina es una de las zonas más vibrantes y codiciadas de Madrid. Su oferta cultural, gastronómica y de ocio es inigualable. A pocos pasos del piso, encontrarás el famoso Mercado de la Cebada, la Plaza de la Paja y la emblemática Calle Cava Baja, epicentro de la vida nocturna y culinaria madrileña. Además, estarás cerca de puntos históricos como la Basílica de San Francisco el Grande y el Viaducto de Segovia. En cuanto a educación, el prestigioso Colegio La Salle La Paloma - Fundación Lara está a pocos minutos, ofreciendo opciones académicas de alta calidad. Para tus compras, el Centro Comercial Madrid Rio se encuentra cercano, con una amplia variedad de tiendas y servicios. La ubicación es simplemente inmejorable. La estación de metro más cercana es La Latina (Línea 5), a escasos minutos andando. Asimismo, la estación de cercanías de Embajadores (líneas C5 y C10) está a menos de 2 kilómetros. Si prefieres el autobús, cuentas con varias líneas en las inmediaciones, como las 17, 18 y 35, que conectan rápidamente con otros puntos de la ciudad. En GILMAR llevamos desde 1983 ayudando a nuestros clientes a encontrar la casa de sus sueños. Nuestra experiencia y dedicación nos han convertido en líderes del sector inmobiliario, ofreciendo un servicio integral y personalizado en cada etapa de la compra, venta o alquiler de propiedades. Para más información sobre este exclusivo inmueble, por favor, contacta con nuestro equipo de la oficina de Embajadores en el teléfono o envía un correo electrónico a. No olvides facilitarnos la referencia 209929 para que podamos atenderte de forma más rápida y eficaz. ¡Estamos aquí para ayudarte a hacer realidad tus sueños!",False,good,False,,8493.0,False,False,False,False,[],False,False,620000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Santa Ana,bj,False,Lavapiés-Embajadores,True,640000.0,20000.0,3.0
