propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
109112966,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/d4/a0/1364723215.webp,07386,13,bj,143000.0,flat,sale,59.0,True,2,1,calle de Covadonga,Madrid,Leganés,Centro,es,Vírgenes,40.3252137,-3.7708794,False,https://www.idealista.com/inmueble/109112966/,"Este encantador piso de 59 m² se encuentra situado en una tranquila zona residencial del sur de Leganés. Con un diseño funcional y agradable, la propiedad cuenta con dos habitaciones bien iluminadas que ofrecen comodidad y espacio suficiente para el descanso familiar. El salón-comedor destaca por su acceso a una terraza privada ideal para disfrutar al aire libre o relajarse después de un largo día. La cocina está completamente amueblada y equipada, lista para preparar deliciosas comidas. Además, dispone de un baño completo con plato de ducha moderno que proporciona practicidad diaria. El inmueble presenta acabados confortables como suelos de parquet y armarios empotrados que optimizan el almacenamiento sin sacrificar estilo ni elegancia. Ubicado estratégicamente cerca de comercios variados, instalaciones deportivas locales e importantes servicios comunitarios como centros educativos; también ofrece fácil conexión a través del transporte público gracias a las paradas cercanas. Teniendo presente la fecha fin del contrato estipulada hasta febrero del año 2027. , esta es una excelente oportunidad tanto si buscas tu nuevo hogar como inversión inmobiliaria.",False,good,False,False,2424.0,True,False,False,False,[],False,False,143000.0,€,flat,"Vírgenes, Leganés",Piso en calle de Covadonga,,,,,,,,
108839296,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/ea/71/1356619478.webp,C0026-02428,32,bj,228000.0,flat,sale,70.0,True,2,2,"calle Robles, 14",Madrid,Anchuelo,,es,,40.4628583,-3.2683962,True,https://www.idealista.com/inmueble/108839296/,"� Dúplex con encanto en Anchuelo – 2 dormitorios, garaje y aire acondicionado ¿Buscas un hogar tranquilo, moderno y listo para entrar a vivir? Este dúplex en Anchuelo lo tiene todo para que empieces tu nueva etapa con comodidad y estilo. Situado en una zona residencial con excelente acceso a Alcalá de Henares y la A-2, este dúplex se distribuye en dos plantas muy bien aprovechadas: � 2 dormitorios luminosos, perfectos para descanso o teletrabajo � 2 baños completos, uno en cada planta, pensados para tu comodidad � Salón comedor amplio y acogedor, con aire acondicionado � Cocina independiente, funcional y con buena capacidad de almacenaje � Plaza de garaje incluida, con enchufe para coche eléctrico Además, la vivienda cuenta con aire acondicionado, suelos en buen estado, ventanas climalit y mucha luz natural. Una opción ideal para quienes buscan un entorno tranquilo sin renunciar a la cercanía de servicios, naturaleza y comunicación con Madrid. � Anchuelo es un municipio bien conectado, rodeado de naturaleza y con la calma que buscas para tu día a día. No dejes pasar esta oportunidad. � ¡Contáctanos y ven a verlo!",False,good,False,False,3257.0,True,True,False,False,[],False,False,228000.0,€,flat,Anchuelo,"Piso en calle Robles, 14",,,,,,,,
107650155,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/e6/81/1318983946.webp,Barb7 01 DA,28,4,799990.0,penthouse,sale,115.0,False,1,2,"calle de Barbieri, 7",Madrid,Madrid,Centro,es,Chueca-Justicia,40.4210266,-3.6983083,True,https://www.idealista.com/inmueble/107650155/,"PROPERTY PLUS VENDE Precioso Atico de 75 m2 + 40 de Terraza con extraordinarias posibilidades de reforma! Un verdadero lujo en pleno centro de Madrid. Actualmente distribuido en 1 dormitorio con baño en suite Salón comedor, cocina y Aseo de cortesía!  Ubicado en preciosa finca con ascensor, en pleno centro de Chueca/ Justicia, se trata de un Atico interior con acceso a extraordinaria terraza privada de 40 metros, con muchas posibilidades de reforma!  Rodeado de todo tipo de servicios, junto al Mercado de San Anton, inmejorable ubicación con posibilidad de preciosa reforma! Mejor Ver! Contacte con nosotros los 7 días de la semana para concertar una visita al inmueble sin compromiso.",False,renew,False,True,6956.0,True,False,False,False,[],False,False,799990.0,€,flat,"Chueca-Justicia, Madrid","Ático en calle de Barbieri, 7",penthouse,,,,,,,
109200660,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/7a/de/1367288990.webp,,32,en,525000.0,flat,sale,80.0,True,2,2,calle de Cicerón,Madrid,Madrid,Tetuán,es,Cuatro Caminos,40.4488925,-3.700662,False,https://www.idealista.com/inmueble/109200660/,"Luminoso piso en Tetuan– Calle Cicerón, Madrid Entreplanta exterior de 80 m², con orientación oeste en salón-cocina y este en dormitorios, que garantiza luz natural todo el día. Dispone de 2 amplios dormitorios y 2 baños completos (uno en suite con ducha y otro con bañera). El salón-comedor con cocina integrada es espacioso y funcional, ideal para disfrutar en familia. Incluye plaza de garaje en la misma finca con acceso directo. Edificio con ascensor y excelentes calidades. Ubicación estratégica en Tetúan, a un paso de Cuatro Caminos y Nuevos Ministerios, con metro, cercanías y autobuses a escasos minutos. Entorno con oferta gastronómica, cultural y todos los servicios a pie de calle. Una oportunidad para vivir con confort, luz y conectividad en una de las zonas más dinámicas de Madrid. Contáctanos hoy mismo para más información o para agendar una visita y descubrir tu próximo hogar en Madrid.",True,good,False,True,6563.0,True,False,False,False,[],False,False,525000.0,€,flat,"Cuatro Caminos, Madrid",Piso en calle de Cicerón,,,True,True,,,,
107251009,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/71/c0/1312970218.webp,MC11 01 DA,41,5,1195000.0,flat,sale,115.0,True,2,3,"calle de Manuel Cortina, 11",Madrid,Madrid,Chamberí,es,Trafalgar,40.4309263,-3.6975687,True,https://www.idealista.com/inmueble/107251009/,"PROPERTY PLUS Extraordinario inmueble recién reformado a ESTRENAR, en pleno corazón de Chamberí. Se trata de 5º piso exterior, orientación sur, SUPER LUMINOSO, que cuenta con la siguiente distribución:  Amplio recibidor, con acceso a salón- comedor con acceso a terraza y cocina abierta totalmente amueblada y equipada con electrodomésticos panelados y amplia isla central. 2 dormitorios con armarios empotrados vestidos, con baño en suite cada uno de ellos, + aseo de cortesía y cuarto de lavado.. . todo con extraordinarias calidades y diseño. Inmejorable oportunidad de vivir en el corazón de Chamberí en finca representativa con conserje y ascensor. Contacte con nosotros los 7 días de la semana para concertar una visita sin compromiso.",False,good,False,True,10391.0,True,False,False,False,[],False,False,1195000.0,€,flat,"Trafalgar, Madrid","Piso en calle de Manuel Cortina, 11",,,,,,,,
107434164,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/c6/da/1330533201.webp,C0026-02346,39,3,390000.0,flat,sale,140.0,True,4,2,"calle de Sigüenza, 2",Madrid,Alcalá de Henares,Val,es,,40.4872869,-3.3496889,True,https://www.idealista.com/inmueble/107434164/,"¡Gran oportunidad! Piso amplio y luminoso en Calle Sigüenza. Si buscas un hogar espacioso, bien ubicado y con todas las comodidades, este piso es para ti. ✨ Características principales: � 4 habitaciones, una tipo suite. � 2 baños, uno con bañera y otro con plato de ducha. � Terrazas en una habitación y en el salón. �️ Cocina amplia con terraza y despensa. � Calefacción de gas natural para mayor confort. � Edificio con ascensor y acceso adaptado mediante elevador. � Incluye plaza de garaje. � Ubicado en una excelente zona, con todos los servicios al alcance. ¡No dejes pasar esta oportunidad! Contacta para más información o visita. �.",False,good,False,True,2786.0,True,True,False,False,[],False,False,390000.0,€,flat,"Val, Alcalá de Henares","Piso en calle de Sigüenza, 2",,,,,,,,
108932094,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/a7/d5/1359314024.webp,,53,,570000.0,chalet,sale,190.0,,4,3,calle C La Pedriza,Madrid,Cerceda,,es,,40.7055232,-3.9317242,False,https://www.idealista.com/inmueble/108932094/,"POSIBILIDAD DE FINANCIACION AL 100% DE SU PRÉSTAMO HIPOTECARIO. La agencia inmobiliaria en Moralzarzal - Tecnocasa Estudio Moralzarzal SLU te ofrece en una de las zonas más tranquilas y naturales de El Boalo, Cerceda; dentro de la urbanización Montes Claros, se encuentra esta magnífica vivienda unifamiliar completamente reformada, que combina amplitud, luz, privacidad y unas vistas espectaculares a la Sierra de Guadarrama. La casa, con 190m² construidos sobre una amplia parcela de 1.870 m², ha sido reformada de forma prácticamente integral entre 2005 y 2010: ventanas de PVC con doble acristalamiento y rotura de puente térmico, nueva instalación eléctrica y de fontanería, suelos, puertas, redistribución de espacios y una cuidada renovación estética que le da un aire rústico y actualizado al mismo tiempo. Además, cuenta con calefacción por radiadores alimentados por caldera de gasoil con un depósito de 700 L y chimenea en el salón, lo que garantiza confort durante todo el año. Antes de entrar, un encantador porche exterior con toldos eléctricos anticipa el carácter acogedor de la casa. Al ingresar, se accede directamente a un salón comedor amplio y muy luminoso, dividido en zona de estar y zona de comedor, con acceso directo a la cocina: cómoda, amplia, en forma de “U” y con salida lateral al jardín. Desde el salón, encontramos un pasillo que ubica un aseo de cortesía y el impresionante dormitorio principal: espacioso, con gran vestidor integrado y baño en suite con plato de ducha moderno, separado con privacidad para el inodoro y bidet. Al mismo tiempo, desde la escalera central de la vivienda, mediante una pequeña bajada conectamos con la planta semisótano, donde se ubica el garaje con puerta automática, el cuarto de calderas y una zona de almacén y/o despensa. En la planta alta se encuentran dos dormitorios dobles con armarios empotrados y revestidos, un baño completo con plato de ducha y un tercer dormitorio, algo más pequeño, abuhardillado y con almacenaje bajo cubierta, ideal como despacho, zona de juegos o habitación adicional. En el exterior, el terreno se encuentra completamente ajardinado, con árboles consolidados y rincones pensados para el descanso, un amplio cenador con toldos preparado para ser utilizado en cualquier época del año. Destaca la piscina privada de agua salada, equipada con paneles solares que permiten controlar la temperatura y utilizarla gran parte del año. También hay una zona de barbacoa cerrada y un cuarto adicional para herramientas o mantenimiento del terreno. Completando las comodidades, bajo la vivienda hay una muy amplia bodega que ocupa toda la superficie de la vivienda, separada en dos secciones; dando un gran espacio de almacenaje y permitiendo descomprimir el resto de la casa. La urbanización donde está ubicada la vivienda se encuentra en un enclave privilegiado para quienes buscan tranquilidad sin renunciar a los servicios. A tan solo unos minutos se accede a la M-607, que conecta cómodamente con Madrid capital. Además, la zona dispone de paradas de autobús interurbanas con líneas frecuentes (como la y 876), que enlazan con el intercambiador de Moncloa y de Plaza de Castilla, así como con los principales pueblos de la sierra. En los alrededores hay supermercados, colegios, centro médico, restaurantes y acceso directo a rutas de senderismo y naturaleza. Una propiedad ideal tanto como primera residencia como para quienes desean un refugio permanente en plena naturaleza, pero con excelentes conexiones. Una casa lista para entrar a vivir, que lo tiene todo: amplitud, calidad, privacidad, entorno y ubicación.",True,good,False,,3000.0,True,False,False,False,[],False,False,570000.0,€,chalet,Cerceda,Casa independiente en calle C La Pedriza,independantHouse,,True,True,625000.0,55000.0,9.0,
109018758,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/e8/58/1361844803.webp,,36,2,270000.0,flat,sale,122.0,True,3,2,"PS NAVEGANTE, 2",Madrid,Arganda,El Mirador - Grillero,es,,40.2940436,-3.4314782,True,https://www.idealista.com/inmueble/109018758/,"VOLPINI REAL ESTATE pone a su disposición, magnífico piso en venta, con 100 metros útiles, 122 metros construidos, esta vivienda ofrece un amplio hall de entrada que da la bienvenida a un luminoso salón. La cocina, completamente equipada, cuenta con acceso a una pequeña terraza para cuarto de lavado y caldera para mayor funcionalidad. Este piso cuenta con tres dormitorios, uno de ellos tipo suite, ideal para disfrutar de privacidad y confort. Los dos baños están diseñados para satisfacer todas tus necesidades. La luz natural inunda cada rincón, creando un ambiente acogedor y cálido. También incluye una plaza de parking y un trastero amplísimo, brindando espacio adicional para el almacenamiento. Ubicado en una zona muy bien comunicada, tendrás todos los servicios a tu alcance, como colegios, supermercados y transporte público. La vivienda, en buen estado y construida en 2004, se encuentra en la segunda planta con ascensor y tiene orientación sur-este, lo que garantiza sol durante gran parte del día. No dejes pasar la oportunidad de vivir en este hogar que lo tiene todo. ¡Contáctanos para más información y ven a verlo!",True,good,False,True,2213.0,False,False,False,False,[],False,False,270000.0,€,flat,"El Mirador - Grillero, Arganda","Piso en Ps Navegante, 2",,,True,True,285000.0,15000.0,5.0,
98467775,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/da/a7/1322089968.webp,C0026-01811,32,,650000.0,chalet,sale,876.0,,6,4,"plaza Mayor, 6",Madrid,Villalbilla,,es,,40.4321832,-3.2986342,True,https://www.idealista.com/inmueble/98467775/,"Casona en el pueblo de Villalbilla, Madrid. De arquitectura tradicional y fiel a su espíritu original y ubicado en la plaza Mayor del pueblo.  La vivienda es independiente en todo su perímetro y dispone de una superficie de 720 m2 construidos y 876 m2 de terreno, que se distribuye en dos plantas. La planta baja dispone de 293 metros cuadrados, albergando diferentes estancias como vivienda, gran patio, almacén, leñero.. . La planta superior de 281 metros cuadrados dispone del resto de estancias.  Debido a su excelente situación y características sería ideal para vivienda señorial o instalación de hostelería y alojamiento. ¡Aprovecha esta oportunidad única, mejor visitarla!",False,renew,False,,742.0,True,False,False,False,[],False,False,650000.0,€,chalet,Villalbilla,"Casa independiente en plaza Mayor, 6",independantHouse,,,,,,,
108239085,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/24/fe/1338110771.webp,LEG-91104286,57,,3650000.0,chalet,sale,714.0,,6,7,Monte Alina s/n,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,Montealina,40.4212848,-3.8414209,True,https://www.idealista.com/inmueble/108239085/,"Presentamos este exclusivo chalet independiente ubicado en la prestigiosa urbanización Monte Alina, Pozuelo de Alarcón.  Este espectacular chalet de 714 m² sobre una impresionante parcela de 2.098 m² es sinónimo de elegancia, confort y privacidad. Cada detalle ha sido pensado para garantizar un hogar sofisticado y funcional. La vivienda ha sido construida con materiales de gran calidad, asegurando durabilidad, confort y una estética elegante en cada rincón. Con una distribución impecable en tres plantas, cada rincón de esta residencia ha sido diseñado para ofrecer la máxima calidad de vida en un entorno privilegiado.  La vivienda nos recibe con un imponente gran hall distribuidor, que marca el carácter señorial de la casa y conduce a las principales estancias. El amplio salón, dividido en dos ambientes, destaca por su luminosidad y amplitud, proporcionando acceso directo a un refinado despacho y a un porche cubierto, perfecto para disfrutar del aire libre con vistas al exuberante jardín. Desde el salón también se accede al comedor independiente, creando una armoniosa conexión entre los espacios sociales de la vivienda.  La cocina, con un diseño moderno y funcional, cuenta con zona de office, salida independiente al jardín y una práctica despensa, ideal para el almacenamiento. Un baño de cortesía completa esta planta, asegurando comodidad para los residentes y sus invitados.  La segunda planta alberga la zona de descanso, con cinco dormitorios y 4 cuartos de baño, donde cada uno ha sido concebido para garantizar privacidad y bienestar. Tres de los dormitorios cuentan con baño en suite, proporcionando un ambiente exclusivo y cómodo. Los otros dos dormitorios comparten un baño, manteniendo un diseño funcional para toda la familia. El dormitorio principal destaca por su amplitud, e incorpora un elegante vestidor, un baño en suite, además de una terraza privada, ideal para disfrutar de momentos de tranquilidad con vistas privilegiadas.  El sótano ofrece diversas áreas diseñadas para el ocio y el día a día en el que encontramos una bodega privada, perfecta para los amantes del buen vino. Sala de juegos, proporcionando entretenimiento en casa. Lavandería y aseo, aportando practicidad y comodidad. Cuarto de instalaciones optimizando el funcionamiento de la vivienda. Garaje con capacidad para varios vehículos, asegurando espacio y seguridad y un dormitorio de servicio con baño en suite, ideal para personal de apoyo o invitados.  El exterior de esta magnífica residencia cuenta con una cuidada zona ajardinada consolidada, con una diversidad de árboles y plantas que aportan frescura y privacidad. La finca incluye una gran piscina, perfecta para los meses de verano, una exclusiva zona de cenador para barbacoas, ideal para reuniones familiares y sociales, además de una pista de pádel, ofreciendo un plus de entretenimiento y actividad deportiva sin salir de casa.  Monte Alina es una de las urbanizaciones más consolidadas y valoradas del noroeste de Madrid. Destaca por su seguridad 24 horas, con control de acceso, asegurando máxima tranquilidad para sus residentes. Además, ofrece extensas zonas verdes, parques infantiles y pistas comunitarias de tenis y pádel, creando un entorno residencial privilegiado, rodeado de naturaleza y perfectamente conectado con la capital.  Este chalet representa una oportunidad única para quienes buscan un hogar distinguido, rodeado de naturaleza, tranquilidad no dudes en contactar con nosotros para organizar una visita. Gracias a las empresas del GRUPO LEGEND, aportamos Asesoramiento Fiscal, Financiero y un Arquitecto a su disposición para cualquier consulta. Todo incluido sin coste adicional a nuestros clientes. NO COBRAMOS HONORARIOS AL COMPRADOR. ** La información que se detalla en este anuncio se muestra a título informativo y no es contractual ni vinculante **.",True,good,False,,5112.0,True,False,False,False,[],False,False,3650000.0,€,chalet,"Montealina, Pozuelo de Alarcón",Casa independiente en Monte Alina s/n,independantHouse,,True,True,,,,
108545708,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/0b/81/1348086180.webp,C0026-02416,54,,500000.0,chalet,sale,287.0,,5,3,"calle Gabriela Mistral, 1",Madrid,Alcalá de Henares,Ensanche,es,,40.5000524,-3.3681231,True,https://www.idealista.com/inmueble/108545708/,"Espectacular chalet de esquina en una de las mejores zonas de Alcalá de Henares, el Ensanche.  En urbanización privada con piscina, nos encontramos esta vivienda de tres plantas (167m2 en total), sótano en bruto ( 60m2), distribuido en 5 habitaciones 2 baños y 1 aseo, jardín de más de 100m2 en la actualidad con piscina portátil, una vivienda única con características y posibilidades difíciles de encontrar en la zona.  Planta sótano en bruto, diáfana aproximadamente de unos 60m2. La planta baja se distribuye en salón, aseo cocina y garaje.  Jardin de esquina de 103m2, césped artificial, piscina portátil, zona de plantas con riego automático y todo tipo de detalles.  Planta primera, consta de tres habitaciones y dos baños, uno de los baños en habitación principal. Planta segunda, abuhardillada, con dos habitaciones, un baño y una terraza. En la zona podemos encontrar todo tipo de servicios muy próximos, supermercados, colegios, escuelas infantiles, restaurantes, transporte público, centros de salud.  No lo dudé y contacté con nosotros.",False,good,False,,1742.0,True,True,False,False,[],False,False,500000.0,€,chalet,"Ensanche, Alcalá de Henares","Casa independiente en calle Gabriela Mistral, 1",independantHouse,,,,,,,
109044486,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/f5/42/1365260284.webp,NARVAEZ2,36,6,1150000.0,flat,sale,125.0,False,4,2,calle de Narváez,Madrid,Madrid,Retiro,es,Ibiza,40.4173661,-3.676074,False,https://www.idealista.com/inmueble/109044486/,"RE/MAX Fidelity presenta este magnífico piso en venta en Retiro zona Ibiza, a solo dos manzanas del Parque del Retiro.  Perfecto para quienes buscan luz, altura y silencio en el corazón de la ciudad. �️Características destacadas 116 m² registrales, techos altos y luminosidad excepcional, gracias a sus grandes ventanales oscilobatientes, que aportan vistas despejadas al patio de manzana. Muy silencioso, libre de ruidos exteriores. Edificio de 1964 con ITE favorable, conserje y videoportero. Equipado con dos ascensores y montacargas. Gran entrada aportando calidad a la vivienda. Comodidad garantizada con aire acondicionado en salón y dormitorio principal además de calefacción central por gas natural. Distribución y estado: 3 dormitorios dobles más otro sencillo, muy luminosos, todos con ventanas. Salón‑comedor amplio con doble orientación (mañana), ideal para disfrutar de luz natural. 2 baños reformados recientemente, ambos con plato de ducha. Cocina amueblada y completamente equipada. Incluye tendero cerrado, actualmente convertido en Office. �Ubicación inmejorable Situado en una de las zonas más exclusivas y tranquilas de Madrid, en el distrito de Retiro. Destaca por su calidad de vida. Se encuentra apenas a un paso del Parque del Retiro y muy cerca de restaurantes de primer nivel, colegios y servicios de alto nivel. Excelente comunicación mediante autobús, metro, cercanía a la M‑30 y acceso al aeropuerto. ✨ Por qué te encantará vivir aquí Espacios amplios y bien distribuidos, ideales para familia o teletrabajo. Ambientes luminosos y cuidado estético, que transmiten serenidad y confort. Vivienda lista para entrar a vivir, con buenos acabados y funcionales. Una inversión excelente en un área con demanda creciente y gran revalorización.  Información adicional que orienta: Año de construcción: 1964. Certificación energética disponible. Detalles opcionales completados: calefacción central por gas natural, aire acondicionado, portero, videoportero, montacargas. Agenda tu visita Si estás buscando un piso de excelente calidad, en una zona premium y con todas las comodidades, no dejes pasar esta oportunidad. Contacta ya con Francisco Ibáñez, agente asociado de RE/MAX Fidelity para agendar tu visita.",False,good,False,True,9200.0,True,False,False,False,[],False,False,1150000.0,€,flat,"Ibiza, Madrid",Piso en calle de Narváez,,,,,,,,
108015028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/21/0b/1331253026.webp,C0026-02390,33,3,189500.0,flat,sale,80.0,True,3,1,"avenida Reyes Católicos, 48",Madrid,Alcalá de Henares,Reyes Católicos,es,,40.4737667,-3.3786904,True,https://www.idealista.com/inmueble/108015028/,"Oportunidad en Alcalá de Henares.  Se vende piso acogedor de 3 habitaciones y 1 baño, con una bonita y luminosa terraza, una zona con todos los servicios a mano y excelente conexión con el resto de la ciudad.    La vivienda se sitúa en una tercera planta, el edificio no dispone de ascensor.  Se encuentra rodeada de comercios, transporte público, colegios, centro de salud y otros servicios esenciales. Es ideal tanto para vivir como para invertir. No lo dude y contacte con nosotros.",False,good,False,False,2369.0,True,True,False,False,[],False,False,189500.0,€,flat,"Reyes Católicos, Alcalá de Henares","Piso en avenida Reyes Católicos, 48",,,,,,,,
107098347,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/dc/13/1302916608.webp,VM2501029,64,1,3900000.0,flat,sale,539.0,True,6,5,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4538011,-3.6905805,False,https://www.idealista.com/inmueble/107098347/,"PISO EXTERIOR CON REFORMA DE LUJO Excepcional vivienda exterior con reforma de lujo. La vivienda ha sido reformada por un prestigioso estudio de arquitectura junto con los propietarios con una especial atención al detalle y altas calidades; se caracteriza por la luminosidad y amplitud de todas sus estancias, ya que dispone de 8 huecos a una estupenda plaza arbolada con un total de 539 m² según catastro incluida la terraza. Al piso se accede por un magnífico hall distribuidor, con aseo para visitas, que delimita perfectamente la zona de día de la zona más privada. En la parte social encontramos dos amplios salones con chimenea a doble cara y un fantástico comedor, todo ello exterior y que comunica con una fantástica terraza de 90 m² distribuida con sofás, comedor externo, barbacoa y toldos móviles que dan mucha privacidad. El comedor tiene acceso directo a la amplia cocina separada por una cristalera, está equipada con todos los electrodomésticos de alta gama, frigoríficos dobles y una estupenda isla con espacio para comedor de día; además dispone de una despensa y lavandería independiente con zona de plancha. En la zona privada, con un total de 6 habitaciones y 4 cuartos de baño, distribuidos de la siguiente manera; encontramos en primer lugar una habitación que hace las funciones de salón privado o despacho y que comunica directamente con la espléndida habitación principal que dispone de cuarto de baño en suite exterior con bañera y ducha y vestidor. A continuación, 3 habitaciones más, una de ellas en suite y un tercer baño completo que da servicio a las otras dos habitaciones, así como un vestidor común. La zona de servicio cuenta con habitación en suite y entrada independiente. Además, cuenta con una plaza de garaje doble en finca con acceso directo desde el piso y una segunda plaza de garaje al lado de la vivienda en el PAR del Ayuntamiento. Y un trastero de 20 m². El sistema de climatización, con aire acondicionado por conductos de frío y calor, asegura el bienestar durante todo el año, mientras que los suelos de tarima de alta densidad y los cerramientos de última tecnología, fabricados en Alemania por Teknal, ofrecen un aislamiento perfecto, garantizando una excelente eficiencia energética y un ambiente silencioso. Además, el piso está equipado con un sistema de domótica avanzada que permite controlar cada espacio independiente, como las persianas eléctricas, la climatización y la seguridad, brindando un confort absoluto con solo pulsar un botón. El cuidado edificio dispone de portero físico garantiza la seguridad y privacidad de los residentes. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,7236.0,False,False,False,False,[],False,False,3900000.0,€,flat,"Bernabéu-Hispanoamérica, Madrid",Piso,,,True,True,,,,
108829605,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/42/a8/1356357423.webp,5160,20,1,2309000.0,flat,sale,132.0,True,3,3,calle de Goya,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4261104,-3.6814608,False,https://www.idealista.com/inmueble/108829605/,"Domus Aurea Capital presenta  este magnífico piso reformado y amueblado a estrenar con las mejores calidades, en la mejor zona del Barrio de Goya. La vivienda se encuentra en la primera planta de un edificio clásico de 1900. Cuenta con una superficie de 132m², y el inmueble se distribuye de manera funcional y moderna, destacando por su luminosidad y vistas al vibrante centro de la ciudad. En la zona social, encontramos un gran espacio abierto con salón, comedor y cocina de diseño. La cocina está equipada con todo lo necesario para hacer de esta una estancia muy práctica y funcional.    La zona de descanso cuenta con tres amplios dormitorios y tres baños, dos de ellos en suite.  Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",False,good,False,False,17492.0,True,False,False,False,[],False,False,2309000.0,€,flat,"Recoletos, Madrid",Piso en calle de Goya,,,,,,,,
104302353,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/c5/b3/1216064313.webp,8b7a770a-a6fe-4f77-be45-b37b85e56b8d,15,bj,760000.0,flat,sale,82.0,True,2,2,calle de Jorge Juan,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4227472,-3.6735955,False,https://www.idealista.com/inmueble/104302353/,"Encantador apartamento de 82m² en Goya, Salamanca, Madrid. Esta propiedad de 2 dormitorios y 2 baños se encuentra en un edificio clásico construido en 1910. Aunque necesita una ligera restauración, ofrece un gran potencial. Disfrute de las comodidades de aire acondicionado, calefacción a gas y acceso para personas con movilidad reducida. Con vistas al exterior, este apartamento brinda una sensación de amplitud y luminosidad. El edificio cuenta con un encantador patio interior, portero, intercomunicador, ascensor y acceso para sillas de ruedas. Además, cuenta con certificado energético D. No pierda la oportunidad de convertir este apartamento en su hogar ideal en una de las zonas más prestigiosas de Madrid. ¡Llame ahora para programar una visita!",False,good,False,True,9268.0,False,False,False,False,[],False,False,760000.0,€,flat,"Goya, Madrid",Piso en calle de Jorge Juan,,,,,,,,
