propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,status,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,highlight.groupDescription
108915651,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/c2/15/1367159475.webp,a01Jy00000jvuWeIAI,15,3,780500.0,flat,sale,108.0,True,2,2,"Fernández Caro, 7",Madrid,Madrid,Ciudad Lineal,es,Concepción,40.4424991,-3.6474042,True,https://www.idealista.com/obra-nueva/108915651/,"DESCUBRE EN MOSAIK, LA COMPOSICIÓN PERFECTA 22 VIVIENDAS EXCLUSIVAS DE OBRA NUEVA CON TERRAZA DE 2 Y 3 DORMITORIOS (PLAZAS DE GARAJE Y LOCKERS INCLUIDOS EN EL PRECIO)   MOSAIK es un proyecto innovador y vanguardista, donde prima diseño y funcionalidad, que se ubica en la calle Fernández Caro, 7, a pocos metros de la calle Arturo Soria, una de las principales arterias de Madrid. El complejo residencial dispone de unos espacios comunes para hacer tu día a día más agradable: piscina, solárium panorámico, gimnasio y zona de coworking. Las viviendas están perfectamente orientadas, con amplios ventanales que garantizan una alta luminosidad, dotadas de una cuidada selección de materiales, y cocinas totalmente equipadas con elegante diseño y excelentes calidades. Además, cuentan con un innovador sistema de climatización por aerotermia y geotermia, suelo radiante y suelo refrescante, ventilación mecánica de doble flujo con intercambiador de calor, elementos que nos proporcionarán el máximo confort y eficiencia energética. MOSAIK te ofrece diseño y equipamiento con todos los servicios disponibles, en una de las mejores zonas de Madrid. Un residencial, enfocado a ofrecerte una alta calidad de vida para hacer tu día a día más cómodo y sencillo.  Para ampliar la información, puedes concertar una visita a nuestras oficinas centrales en la calle Alcalá 96, 5º-Dcha. frente a El Corte Inglés de Goya.",False,True,True,False,7227.0,True,False,False,False,[],False,False,780500.0,€,True,True,flat,,"Concepción, Madrid","Piso en Fernández Caro, 7",,,,,
87697763,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/d3/0f/1169464628.webp,1974,48,,1275000.0,chalet,sale,433.0,,6,5,Barrio El Cantizal,Madrid,Las Rozas de Madrid,El Cantizal,es,El Cantizal,40.5340838,-3.9247875,False,https://www.idealista.com/inmueble/87697763/,"ACTUALMENTE ALQUILADO. SIN HONORARIOS PARA EL COMPRADOR.  PARA AMPLIAR INFORMACION EN NUESTRAS OFICINAS CON CITA PREVIA. Magnífico chalet independiente Levitt, modelo Cádiz, en la urbanización privada y vigilada Alto Lazarejo. Vivienda de 357 m2, porches y terrazas 66 m2 y parcela de 568 m2. 3 plantas.  Planta principal hall distribuidor, gran cocina con office y salida directa al jardín, salón de 52 m2 con doble orientación amplio, luminoso y con varios ambientes, chimenea y salida a porche cubierto, salita de estar o despacho y aseo de cortesía.  Planta alta dormitorio principal con vestidor, baño completo en suite con bañera hidromasaje y acceso a gran terraza. Esta planta cuenta con 3 dormitorios más y dos baños completos, uno de los dormitorios con baño en suite. Zona semisótano con luz natural. Gran garaje para 4 plazas, cuarto de calderas, zona de lavandería y plancha, dormitorio de servicio y baño completo con plato de ducha. Bonita parcela de 568 m2 totalmente consolidada con gran porche cubierto, toldo y piscina individual (recientemente renovada), jardín muy cuidado con riego automático y programado. Persianas automáticas. Fibra óptica. Armarios empotrados en todos los dormitorios y pasillos. Aire acondicionado por conducto independiente en cada estancia y gas natural por suelo radiante con control de temperatura independiente en cada estancia. Urbanización privada con vigilancia 24h. Zonas comunes deportivas con pistas de tenis y pádel en entorno único y privilegiado en plena naturaleza con espectaculares vistas. Inmejorable ubicación y excelentes comunicaciones a todo tipo de servicios. Parada de autobús en la puerta.  Excelentes calidades en sus materiales. Impecable y muy luminoso. Zona residencial y muy tranquila.",False,False,,,2945.0,True,False,True,False,[],False,False,1275000.0,€,True,True,chalet,independantHouse,"El Cantizal, Las Rozas de Madrid",Casa independiente,good,,,,
108270623,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/5a/78/1339507727.webp,ANTMAD0835,30,2,320000.0,flat,sale,105.0,True,4,2,Barrio Vista Alegre,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3850969,-3.7423977,False,https://www.idealista.com/inmueble/108270623/,"¡AMPLIA VIVIENDA EXTERIOR CON 4 DORMITORIOS, 4 TERRAZAS Y EXCELENTE UBICACIÓN EN VISTA ALEGRE! Antilla Grupo Inmobiliario presenta esta fantástica vivienda en totalmente exterior, muy luminosa, con orientación este y oeste, lo que le proporciona ventilación cruzada y luz natural durante todo el día. La vivienda de 105 m² se distribuye en cuatro dormitorios, un salón independiente, y cuenta con cuatro terrazas ideales para distintos usos. Dispone de una amplia cocina amueblada con office, y baño completo con ventilación natural. Además, incluye un aseo de dos piezas. Entre sus calidades destacan: suelos de parquet de espiga, paredes de gotelé, un armario empotrado y cuatro maleteros aprovechando el doble techo en varias estancias gracias a su gran altura, puerta de entrada blindada y calefacción individual por gas natural. La vivienda se encuentra en buen estado, con una distribución muy funcional y espacios amplios. Ubicación inmejorable, a solo 3 minutos de la estación de metro de Carabanchel (Línea 5) y con paradas de autobús en la puerta (líneas 35 y 17). En la zona encontrarás todo tipo de servicios: supermercados, farmacias, colegios, bancos y a solo cinco minutos del Hospital Gómez Ulla y del las zonas ajardinadas del Palacio de Vista Alegre. ¡Una opción perfecta para familias que buscan amplitud, luz y una ubicación conectada con todo! El PVP no incluye impuestos, gastos notariales, gastos de registro, etc. ¿QUIERES VENDER O ALQUILAR TU PROPIEDAD? Contacta con Antilla Grupo Inmobiliario y te ayudamos con todo el proceso.",False,False,False,,3048.0,True,False,True,False,[],False,False,320000.0,€,,,flat,,"Vista Alegre, Madrid",Piso,renew,,,,
108371902,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/2a/8c/1342132936.webp,m6471,122,,456000.0,chalet,sale,215.0,,5,3,Mejorada del Campo,Madrid,Mejorada del Campo,,es,,40.3927418,-3.4877684,False,https://www.idealista.com/inmueble/108371902/,"**Chalet Independiente en Venta - Mejorada del Campo, España** Descubre este espectacular chalet independiente de 215 m², distribuido en tres plantas que ofrecen un espacio ideal para disfrutar en familia. La amplia cocina, completamente equipada y amueblada, es perfecta para los amantes de la gastronomía. El salón, de generosas dimensiones, cuenta con aire acondicionado y tres ventanales que inundan el ambiente de luz natural, creando un espacio acogedor y luminoso. En planta baja también nos encontramos con un baño completo con ducha y con una habitación que tiene salida directa al patio trasero. En la primera planta, encontrarás cuatro habitaciones dobles, todas con balcones y doble ventanal de madera, asegurando comodidad y tranquilidad. Además, hay tres armarios empotrados y dos baños completos, uno de ellos en suite con bañera, que aportan funcionalidad y estilo a tu hogar. La buhardilla diáfana y luminosa ofrece vistas espectaculares, convirtiéndose en el lugar perfecto para relajarse o trabajar desde casa. Este chalet cuenta con calefacción de gas natural y tres aparatos de aire acondicionado con bomba de calor, garantizando un clima agradable en cualquier época del año. El suelo porcelánico y la iluminación LED en techos añaden un toque moderno y elegante a cada rincón. Ubicado al lado de la emblemática catedral de Mejorada, el espacio es cerrado y muy tranquilo, ya que se encuentra rodeado de arboleda y solo por dos casas más. La cercanía a paradas de autobús, comercios, guarderías y parques hace que la ubicación sea inmejorable. Además, el acceso a las vías R-3, M-50 y M-45 es fácil y rápido. Con un vado permanente y espacio para cuatro coches, este chalet es ideal para quienes buscan comodidad y funcionalidad. No dejes pasar la oportunidad de vivir en este maravilloso hogar. ¡Ven a visitarlo!",False,False,,,2121.0,True,False,True,False,[],False,False,456000.0,€,True,True,chalet,independantHouse,Mejorada del Campo,Casa independiente,good,,,,
108495189,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/41/9f/1346634732.webp,90943,13,bj,149000.0,flat,sale,12.0,False,1,1,calle del Marqués de Santa Ana,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4257273,-3.7053665,False,https://www.idealista.com/inmueble/108495189/,"Fincas Madrid pone a la venta esta ¡MAGNÍFICA OPORTUNIDAD DE INVERSIÓN! este apartamento estudio totalmente reformado en el barrio de Malasaña uno de los barrios más emblemáticos y dinámicos de Madrid, conocido por su vibrante vida cultural, su amplia oferta gastronómica y su ambiente bohemio. La zona se encuentra perfectamente comunicada por transporte público con toda la ciudad gracias a las líneas de metro (estaciones cercanas como Callao, Tribunal o Noviciado) y varias líneas de autobuses. Con unos gastos de comunidad de 8€ y de IBI 25€ Es sin duda una vivienda ideal para vivir o invertir en una de las zonas más demandadas para vivir en la capital.",False,False,True,,12417.0,True,False,True,False,[],False,False,149000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Marqués de Santa Ana,good,,,,
108305604,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/0c/09/1348135896.webp,ST598,41,,410000.0,chalet,sale,146.0,,4,3,Serracines,Madrid,Serracines,,es,,40.6241619,-3.3977068,False,https://www.idealista.com/inmueble/108305604/,"MICASA GESTIÓN INMOBILIARIA VENDE Chalet independiente de 146m2 en Serracines con jardín.  ¡Descubre tu nuevo hogar en Serracines! Este encantadora vivienda se erige en una tranquila zona residencial, ideal para disfrutar de la paz y la comodidad. Con un diseño funcional y acogedor, la planta baja cuenta con un amplio salón-comedor que se integra perfectamente con la cocina abierta, creando un espacio perfecto para compartir momentos inolvidables. Además, hay dos dormitorios, con armarios empotrados y el principal con baño en suite.  Subiendo a la planta superior, encontrarás dos dormitorios dobles abuhardillados, cada uno con su propio vestidor, ofreciendo un toque de elegancia y confort. Un baño completo en esta planta asegura que todos tengan su espacio.  Los grandes ventanales inundan de luz natural cada rincón y están equipados con mosquiteras y rejas para mayor seguridad. El exterior no se queda atrás. Un hermoso jardín solado, adornado con higueras y amplias zonas de sombra, es el lugar perfecto para relajarse o disfrutar de comidas al aire libre. Además, hay espacio suficiente para construir una piscina.  Con garaje privado para un vehículo, trastero y una ubicación estratégica cerca de centros de salud, colegios y zonas verdes, este chalet es una opción inmejorable para quien busca calidad de vida y conexión con la naturaleza. ¡No dejes pasar esta oportunidad y ven a verlo! MICASA GESTIÓN INMOBILIARIA ofrece tanto al propietario como al comprador todos los servicios necesarios para que la compra de su vivienda sea un éxito contando en todo momento con el asesoramiento y gestión necesaria a nivel inmobiliario y financiero. ¿Tienes que vender tu vivienda para comprar esta? Llámanos y te damos una valoración gratuita. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.",False,False,,,2808.0,True,False,True,False,[],False,False,410000.0,€,True,True,chalet,independantHouse,Serracines,Casa independiente,good,,,,
109202075,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/86/6b/1367366170.webp,MR-080925,30,,550000.0,chalet,sale,261.0,,3,3,calle del Ortigal,Madrid,Manzanares el Real,,es,,40.7327693,-3.8709165,False,https://www.idealista.com/inmueble/109202075/,"**Casa en Venta en Manzanares El Real: Tu Refugio en la Sierra** Descubre este encantador chalet pareado unifamiliar en Manzanares El Real, a los pies de la majestuosa sierra. Con 261 m² construidos y 212 m² útiles, esta vivienda es ideal para disfrutar de la tranquilidad y la naturaleza sin renunciar a las comodidades modernas. El amplio salón invita a momentos de convivencia, mientras que la cocina equipada con electrodomésticos facilita la vida diaria. Además, cuenta con un aseo de cortesía para mayor comodidad. La habitación principal es un auténtico oasis, con baño en suite y vestidor, perfecto para relajarse tras un largo día. En la segunda planta, encontrarás dos acogedoras habitaciones con armarios empotrados y un baño adicional, ideal para familias. La joya de la casa es la espectacular terraza de 50 m², donde podrás disfrutar de impresionantes vistas a la montaña y momentos inolvidables al aire libre. Este chalet también incluye dos plazas amplias de garaje con instalación de cargador, dos trasteros para el almacenamiento y acceso a un jardín comunitario, piscina y pista de pádel. No solo es un hogar, sino un estilo de vida. Con una orientación Este-Oeste, disfrutarás de luz natural durante todo el día. Además, no se cobra comisión al comprador. ¡No dejes pasar esta oportunidad única!",True,False,,,2107.0,False,False,False,False,[],False,False,550000.0,€,True,True,chalet,semidetachedHouse,Manzanares el Real,Chalet pareado en calle del Ortigal,good,,,,
109172452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/8f/54/1366408708.webp,,22,7,299000.0,flat,sale,95.0,True,4,1,Fuenlabrada II - El Molino,Madrid,Fuenlabrada,Fuenlabrada II - El Molino,es,,40.2899749,-3.8066556,False,https://www.idealista.com/inmueble/109172452/,"Su Espacio Inmobiliaria presenta en venta espectacular vivienda totalmente reformada a capricho.  Situada en la séptima planta. El edificio cuenta con la fachada rehabilitada recientemente y con la ITE pasada y aprobada. En perfecto estado, reformado muy recientemente con calidades excelentes y aprovechando cada centímetro, la vivienda está preparada para que hagas tus maletas y empieces a disfrutar de tu nuevo y acogedor hogar.  Está distribuido en amplia cocina amueblada con tendedero integrado, salón comedor muy luminoso con parte de terraza incorporada y acceso a terraza abierta con toldo, cuatro dormitorios con armarios hechos a medida y baño completo con plato de ducha. Todas las estancias cuentan con bomba de aire frío/calor. Los suelos, iguales en toda la casa, son de madera laminada, puertas lacadas en blanco, pintura lisa, ventanas oscilobatientes de Climalit y calefacción individual de gas natural. Forma parte de una urbanización con piscina, zonas verdes, pistas de tenis y club social. Posibilidad de adquirir o alquilar plazas de garaje en las inmediaciones. Situada en zona residencial tranquila pero con todas las comunicaciones y servicios a un paso. SIN COMISIONES PARA EL COMPRADOR.  LLÁMANOS PARA MÁS INFORMACIÓN.",False,False,True,,3147.0,False,False,True,False,[],False,False,299000.0,€,,,flat,,"Fuenlabrada II - El Molino, Fuenlabrada",Piso,good,,,,
108001711,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/e6/58/1330796356.webp,4.4,23,4,800000.0,flat,sale,59.0,False,1,2,"Calle General Pardiñas, 83",Madrid,Madrid,Barrio de Salamanca,es,Lista,40.435153,-3.678093,True,https://www.idealista.com/obra-nueva/108001711/,"GENERAL PARDIÑAS 83 es un nuevo proyecto que prioriza el lujo y la exclusividad, y que ha sido creado para quienes buscan la máxima calidad, confort y distinción en cada detalle.  Situado en el corazón del Barrio de Salamanca, la zona más exclusiva de Madrid, redefine el concepto de vivienda de lujo con su diseño sofisticado.  Con una arquitectura vanguardista y materiales de la más alta gama, GENERAL PARDIÑAS 83 ofrece un entorno único donde la privacidad y el diseño se fusionan para crear un espacio incomparable.  El edificio original ha sido rehabilitado para albergar 16 viviendas de uno y dos dormitorios, y lofts, además de un completo gimnasio y zona de coworking, el espacio ideal donde trabajar con todas las comodidades, sin necesidad de desplazarte. GENERAL PARDIÑAS 83 se encuentra en el triángulo que forman las calles Francisco Silvela, Diego de León y Príncipe de Vergara. Una zona inmejorable donde contarás con excelentes conexiones en transporte público y fácil acceso a las principales arterias de la capital. La vida en GENERAL PARDIÑAS 83 te permitirá estar junto a todo lo que quieres sin renunciar a la tranquilidad y exclusividad de una zona extraordinaria. Disfruta de un hogar diseñado a tu medida, que destaca por su extraordinaria ubicación y que ha sido construido con materiales de la mejor calidad. Deja que tu hogar hable de ti.  GENERAL PARDIÑAS 83 alberga exclusivos lofts y viviendas de uno y dos dormitorios, diferentes distribuciones que se amoldan a distintas formas de vivir. Sorpréndete con su cuidado interiorismo y la exquisita atención que se ha puesto en cada detalle. Piezas seleccionadas con mimo, pensadas para hacer tu vida más cómoda y agradable.  No dejes pasar esta oportunidad única y descubre unas viviendas excepcionales.",False,True,True,False,13559.0,True,False,False,False,[],False,False,800000.0,€,,,flat,,"Lista, Madrid","Piso en Calle General Pardiñas, 83",,,,,
108152275,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/bf/47/1361328049.webp,701,47,6,2580000.0,flat,sale,130.0,True,2,3,calle de Claudio Coello,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4269925,-3.6850493,False,https://www.idealista.com/inmueble/108152275/,"Nik Inversión y Gestión, ofrece en venta este ESPECTACULAR piso exterior completamente reformado de LUJO y amueblado con vistas a la prestigiosa calle de Claudio Coello, en el distrito de Salamanca. La vivienda consta de 120 metros y se distribuye en un amplio salón comedor que cuenta con una gran vinoteca y mueble bar, con gran ventanal que da paso a la maravillosa terraza completamente amueblada con unas vistas exteriores espectaculares, cocina americana muy amplia con materiales de primera calidad y encimera de exclusivo diseño italiano, 2 dormitorios dobles con armarios empotrados que incluyen iluminación interna para más comodidad y dos baños completos; uno de ellos en suite con plato de ducha enrasado, el otro, completo con bañera, ambos diseñados con materiales de primera calidad pensados en su durabilidad y resistencia, entrada recibidor con amplios armarios de madera de diseño curvo y un aseo de invitados que cuenta con zona de lavandería. La climatización se basa en suelo radiante - refrescante mediante sistema de Aerotermia y con posibilidad de control por estancias independientes o bien,  en toda la vivienda por igual. Sistema de domótica en toda la vivienda; persianas, iluminación temperatura del hogar, electrodomésticos. La finca se encuentra en perfecto estado de conservación con ITE FAVORABLE 2021, consta de portero fisico de lunes a domingo, con unos gastos de comunidad de 155€ mensuales. El piso actualmente se encuentra libre y disponible para visitas. No pierda la oportunidad de visitar este increíble piso actualmente reformado integralmente, se encuentra a estrenar. Con todos los servicios necesarios a pie de calle, supermercados, transporte, comercios, hospitales, etc. Para una información, más detallada y/o visitas no dude en contactar con Nik Inversión y Gestión. Estaremos encantados de atenderle y asesorarle en todo lo necesario.",True,False,True,,19846.0,True,False,True,False,[],False,False,2580000.0,€,,,flat,,"Recoletos, Madrid",Piso en calle de Claudio Coello,good,,,,
109216054,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/ed/d4/1367712869.webp,5152,34,2,324000.0,flat,sale,78.0,True,1,1,calle Canencia de la Sierra,Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3664888,-3.6193482,False,https://www.idealista.com/inmueble/109216054/,"-ENSANCHE VALLECAS/LA GAVIA- ORIENTACION SURESTE Amplio apartamento de 1 dormitorio, con parking y trastero. Se distribuye en hall de entrada con armario empotrado, cocina independiente con tendedero, salón comedor, cuarto de baño en suite con bañera de hidromasaje y dormitorio principal con armario empotrado vestido. Cocina amueblada con muebles altos y bajos, equipada con todos los electrodomésticos. Instalación completa de aire acondicionado, calefacción y agua caliente mediante gas natural. Acabados con solado de tarima flotante en hall, salón y dormitorio, gres en cuarto de baño y cocina. Acceso a la vivienda con puerta principal blindada y video portero. Se incluye plaza de garaje y trastero. Vivienda con todas las dependencias exteriores a la calle de acceso La urbanización es privada con acceso controlado por conserjería y dispone de piscina comunitaria, parque infantil, gimnasio y zonas ajardinadas. Situada en el ensanche de Vallecas, zona residencial de reciente creación, diseñada con amplias avenidas, zonas verdes y parques. Cercana al metro de La Gavia (Línea 1) y comunicada con autobuses urbanos e interurbanos. Cuenta con todo tipo de servicios en las proximidades: Centro de Salud Ensanche de Vallecas, Supermercados Aldi y Mercadona, farmacias, oficinas bancarias, bares y restaurantes. Colegio público bilingüe Agustín Rodríguez Sahagún y Escuela Infantil Rayuela.",False,False,True,,4154.0,False,False,False,False,[],False,False,324000.0,€,True,True,flat,,"Ensanche de Vallecas - La Gavia, Madrid",Piso en calle Canencia de la Sierra,good,,,,
108735355,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/3f/44/1353606180.webp,RH51-25,38,,710000.0,chalet,sale,260.0,,6,4,calle Esquilo,Madrid,Las Rozas de Madrid,Monte Rozas,es,Monte Rozas,40.5170947,-3.9204664,False,https://www.idealista.com/inmueble/108735355/,"HOGARES LAS ROZAS HERON VENDE EN EXCLUSIVA Exclusivo Chalet Adosado en Urbanización Privada en Monte Rozas – 260 m² Construidos Descubre este magnífico chalet adosado de 260 m² construidos (246 m² útiles), ubicado en una de las urbanizaciones privadas más completas y demandadas de Monte Rozas. Una vivienda ideal para familias que buscan amplitud, comodidad y calidad de vida, rodeados de zonas verdes y con excelentes servicios comunitarios. � Distribución funcional y espacios bien aprovechados: � Planta Baja: •Garaje con capacidad para 2 coches y puerta automática •Bodega con ventana exterior •Espacio bajo escalera aprovechado •Acogedora salita con chimenea •Habitación con baño en suite y armario empotrado � Planta Principal: •Amplio salón luminoso •Cocina independiente con despensa •Aseo de cortesía •Terraza y jardín privado, ideal para disfrutar al aire libre � Planta Primera: •Dormitorio principal en suite con armario empotrado •Segundo dormitorio con armario empotrado •Tercer dormitorio con armario y salida directa a terraza •Baño completo que da servicio a las habitaciones secundarias � Buhardilla: •Espaciosa sala diáfana con suelo de corcho •Toma de agua y Velux en el techo que aporta gran luminosidad •Dos maleteros laterales que maximizan el almacenamiento � Urbanización privada con excelentes servicios comunitarios: •2 piscinas •Pista de tenis •Pista multifunción •Zonas verdes muy cuidadas ℹ️ Otros datos de interés: •Comunidad: 57 €/mes •IBI anual: 934 € Una oportunidad única para vivir en un entorno tranquilo, familiar y bien comunicado. ¡No dejes pasar esta vivienda que lo tiene todo! ¡NO PIERDAS LA OPORTUNIDAD DE VISITARLO! FINANCIACIÓN HASTA EL 100%, CONSULTE CONDICIONES.",False,False,,,2731.0,False,False,True,False,[],False,False,710000.0,€,True,True,chalet,terracedHouse,"Monte Rozas, Las Rozas de Madrid",Chalet adosado en calle Esquilo,good,,,,
109164942,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/0c/e3/1366180348.webp,P3 - 2ºD,29,2,205682.0,flat,sale,74.0,True,1,1,"Galapagar, 30",Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,,40.6237203,-4.0073316,True,https://www.idealista.com/obra-nueva/109164942/,"Nueva Promoción de Viviendas LOS ALTOS DE VILLALBA.  Oportunidad única en una Zona de Alto Potencial, Calle Gabriel García Márquez esquina Avda. de Galapagar, Collado Villalba. Edificio Residencial de 54 viviendas todas con 1 o 2 terrazas, de 1, 2 y 3 dormitorios, con una o dos plazas de garaje y trastero incluido.  Los diferentes tamaños de las viviendas que van desde los 56m² hasta los 166m² construidos se ajustan a cada tipo de familia. Cada vivienda cuenta con una o dos terrazas. El conjunto de edificios formarán una urbanización privada proporcionando una total tranquilidad tanto a ti como a tu familia y contará con piscina, sala multifuncional. Una de las zonas más demandadas de Villalba, al lado de la estación de Renfe, facilita una conexión rápida y directa con el centro de la ciudad, la solución perfecta para quienes buscan comodidad y facilidad en sus desplazamientos diarios. Bien comunicado, ideal para disfrutar con la familia o como inversión.  La zona dispone de una variada oferta de servicios, incluyendo colegios, áreas de ocio y comercios, todo en un ambiente tranquilo y de fácil acceso. Además, destacamos la eficiencia energética del proyecto y los criterios de seguridad y accesibilidad que hemos seguido a la hora de diseñarlo. La promoción de viviendas está sujeta a la obtención de las licencias y autorizaciones necesarias por parte de las administraciones competentes, por lo tanto, las imágenes, planos y descripciones pueden estar sujetas a cambios necesarios. Mobiliario, decoración y electrodomésticos no incluidos.",False,True,True,False,2779.0,True,False,False,False,[],False,False,205682.0,€,True,True,flat,,"Parque de la Coruña - Las Suertes, Collado Villalba","Piso en Galapagar, 30",newdevelopment,,,,
108701165,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/78/dc/1352562809.webp,DÚP_840,27,,312000.0,duplex,sale,95.0,True,3,2,Centro,Madrid,Navalcarnero,Centro,es,,40.2858971,-4.0112313,False,https://www.idealista.com/inmueble/108701165/,"DÚPLEX de 95 m² con plaza de garaje (11 m²), situado en pleno Casco Histórico de Navalcarnero. Ubicado en una urbanización privada con un agradable patio central comunitario. Distribución: Planta baja: con amplio salón con balcones, cocina amueblada con electrodomésticos, salida a balcón y baño completo. Planta alta abuhardillada: tres dormitorios, 2 con armarios empotrados vestidos y baño completo. Calidades: suelos de madera y gres, paredes de pintura lisa, carpintería interior en roble, ventanas de aluminio con doble acristalamiento, aire acondicionado y calefacción por gas natural. Construido en 2005, esta vivienda combina comodidad, luminosidad y una excelente ubicación.  ref: DÚP_840.",False,False,False,,3284.0,True,False,True,False,[],False,False,312000.0,€,True,True,flat,duplex,"Centro, Navalcarnero",Dúplex,good,,,,
109164884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/bf/92/1366179100.webp,P2 - BajoB,29,bj,388836.0,flat,sale,166.0,True,3,2,"Galapagar, 30",Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,,40.6237203,-4.0073316,True,https://www.idealista.com/obra-nueva/109164884/,"Nueva Promoción de Viviendas LOS ALTOS DE VILLALBA.  Oportunidad única en una Zona de Alto Potencial, Calle Gabriel García Márquez esquina Avda. de Galapagar, Collado Villalba. Edificio Residencial de 54 viviendas todas con 1 o 2 terrazas, de 1, 2 y 3 dormitorios, con una o dos plazas de garaje y trastero incluido.  Los diferentes tamaños de las viviendas que van desde los 56m² hasta los 166m² construidos se ajustan a cada tipo de familia. Cada vivienda cuenta con una o dos terrazas. El conjunto de edificios formarán una urbanización privada proporcionando una total tranquilidad tanto a ti como a tu familia y contará con piscina, sala multifuncional. Una de las zonas más demandadas de Villalba, al lado de la estación de Renfe, facilita una conexión rápida y directa con el centro de la ciudad, la solución perfecta para quienes buscan comodidad y facilidad en sus desplazamientos diarios. Bien comunicado, ideal para disfrutar con la familia o como inversión.  La zona dispone de una variada oferta de servicios, incluyendo colegios, áreas de ocio y comercios, todo en un ambiente tranquilo y de fácil acceso. Además, destacamos la eficiencia energética del proyecto y los criterios de seguridad y accesibilidad que hemos seguido a la hora de diseñarlo. La promoción de viviendas está sujeta a la obtención de las licencias y autorizaciones necesarias por parte de las administraciones competentes, por lo tanto, las imágenes, planos y descripciones pueden estar sujetas a cambios necesarios. Mobiliario, decoración y electrodomésticos no incluidos.",False,True,True,False,2342.0,True,False,False,False,[],False,False,388836.0,€,,,flat,,"Parque de la Coruña - Las Suertes, Collado Villalba","Piso en Galapagar, 30",newdevelopment,,,,
