propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,district,neighborhood,detailedType.subTypology,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108970979,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/5c/36/1360460343.webp,53,1,134000.0,flat,sale,45.0,True,1,1,"calle de la Feria, 14",Madrid,Bustarviejo,es,40.8597531,-3.7113419,True,https://www.idealista.com/inmueble/108970979/,"B2VInmobiliariA vende en exclusiva piso exterior en perfecto estado, para entrar a vivir. Próximo a la casa de la cultura, las antiguas escuelas. Para más información contactar con Pablo Batres Piso muy luminoso y silencioso próximo al caso urbano Primera Planta sin ascensor Un dormitorio con armario empotrado con baño incorporado, bañera Concepto abierto de cocina y salón BUSTARVIEJO Se encuentra a unos 60 km de Madrid. Situado en la Sierra Norte de la Comunidad de Madrid. Como llegar desde Madrid por Colmenar Viejo hasta Miraflores de la Sierra, y luego tomando la carretera M-610 directamente a Bustarviejo. O bien subiendo por la A1 hasta Venturada y Cabanillas de la Sierra, donde se toma la carretera M-631 con final en nuestra Villa. El servicio público de autobuses nos conecta con el intercambiador de la Plaza de Castilla a través de la línea 725 y una frecuencia de horarios muy amplia todos los días de la semana. Bustarviejo se encuentra en las estribaciones de la Sierra de la Cabrera, a 1.222 metros de altitud. A los pies del Mondalindo (1.833 m) con rutas de senderismo o a caballo también se puede disfrutar de un paseo por el pueblo de origen medieval y muestras de la arquitectura tradicional serrana. La Naturaleza es uno de los principales atractivos que Bustarviejo. Una Naturaleza que aún conserva las huellas de los usos tradicionales que la fueron modelando durante siglos. Déjate sorprender por Bustarviejo. Sigue leyendo para enamorarte de las maravillas de este precioso pueblo serrano. SERVICIOS en Bustarviejo y alrededores - Ayuntamiento de Bustarviejo - Iglesia de la purísima concepción - Colegio Público Montelindo - Piscina Municipal, abre los meses de verano - Escuela de adultos (CEPA) - Centro de Salud - Policía Local - Complejo Deportivo Prado Redondo - Punto Limpio - Servicios Sociales - Biblioteca Municipal JORGE MARTÍNEZ REVERTE - Bustarjoven situado en la Sala B de la Biblioteca Municipal. Plaza de Segovia, 1 - Campo de futbol EL PINAREJO - Casa de Niños, Carretera de Valdemanco - Cementerio Municipal - Antiguas Escuelas Precio 140.000 € 3.111 eur/m2 50 €/mes de gastos de comunidad Características básicas 45 m² construidos 1 dormitorio 1 baño Balcón Segunda mano/Buen estado Armarios empotrados Trastero Año de construcción: 2004 Sur, Este Plaza de garaje incluida en el precio Certificación energética Consumo: E Edificio Planta 1, Exterior Sin ascensor Equipamiento Calefacción: Centralizada Combustible calefacción: Gasoil.",True,good,False,False,2978.0,False,False,False,False,[],False,False,134000.0,€,True,True,flat,Bustarviejo,"Piso en calle de la Feria, 14",Destacado,,,,,,,
108452779,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/a7/1d/1345329366.webp,42,1,1150000.0,flat,sale,125.0,False,3,2,calle del Alcalde Sainz de Baranda,Madrid,Madrid,es,40.4167694,-3.6734353,False,https://www.idealista.com/inmueble/108452779/,"Exclusiva vivienda de lujo en El Retiro, Madrid. ABSTENERSE INMOBILIARIAS – GESTIÓN DIRECTA CON PROPIEDAD. Ubicado en una imponente finca señorial del codiciado barrio de El Retiro, este piso ha sido meticulosamente renovado para ofrecer una experiencia de vida inigualable. Con una combinación impecable de diseño de vanguardia y acabados de alta gama, representa la esencia del lujo discreto en una de las zonas más emblemáticas de la capital. Detalles que marcan la diferencia Superficie construida: 125 m². -Puerta blindada. Aislamiento premium: Ventanas de aluminio con rotura de puente térmico – máximo confort térmico y acústico todo el año. Almacenaje de lujo: Armarios empotrados a medida, con iluminación interior y acabados textiles de alta calidad. Climatización Daikin: Sistema por conductos con bomba de calor/frío – eficiencia, confort y discreción. Calefacción eficiente: Caldera individual de gas natural, bajo consumo y alto rendimiento. Cocina totalmente equipada con electrodomésticos de alta gama, pensada para quienes disfrutan del diseño y la funcionalidad. Baños de diseño exclusivo: Radiadores toalleros, mamparas de cristal y porcelánico de gran formato.  Tarima AC5 de máxima resistencia y calidez estética.  Confort y seguridad Portero físico diario – Atención personalizada y vigilancia continua en una finca clásica con encanto y presencia. Una ubicación inmejorable Vivir junto al Parque de El Retiro es disfrutar de la mejor versión de Madrid: cultura, naturaleza, gastronomía y exclusividad, todo a pasos de tu hogar. La finca, representativa del Madrid más elegante, aporta el carácter y la solidez que solo los edificios con historia pueden ofrecer.",True,good,False,True,9200.0,True,False,False,False,[],False,False,1150000.0,€,,,flat,"Ibiza, Madrid",Piso en calle del Alcalde Sainz de Baranda,Destacado,Retiro,Ibiza,,,,,
108695925,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/84/d8/1352412742.webp,47,,679900.0,chalet,sale,642.0,,7,5,carril de Venus,Madrid,Sevilla la Nueva,es,40.3488432,-4.0541214,False,https://www.idealista.com/inmueble/108695925/,"**CAPITAL HOME VENDE Chalet Independiente en Los Cortijos** Descubre el hogar de tus sueños en la exclusiva zona de Los Cortijos. Este impresionante chalet independiente de 642 m² construidos y una parcela de 2.985 m² ofrece un espacio ideal para disfrutar de la vida en familia. Al entrar, te recibe un gran hall con un acogedor patio de luces, que da paso a un luminoso salón-comedor con grandes ventanales, perfecto para disfrutar de las vistas y la luz natural. Desde aquí, accedes a una amplia terraza orientada al oeste, donde podrás relajarte mientras contemplas la belleza de la dehesa. La cocina, completamente equipada y con una práctica península, es el lugar ideal para los amantes de la gastronomía. Con seis habitaciones muy amplias, cada miembro de la familia encontrará su propio espacio. La habitación principal destaca por su doble baño en suite y un generoso vestidor, brindando un toque de lujo y comodidad. Además, cuenta con un despacho conectado al ala este de la vivienda, ideal para trabajar desde casa. Este chalet también incluye dos garajes independientes, cada uno con capacidad para dos coches y dos motos, así como zonas de trastero y taller en la planta inferior. Con un total de cinco baños, la comodidad está garantizada para todos. La calefacción de gasoil y el suelo radiante aseguran un ambiente cálido en invierno. No pierdas la oportunidad de vivir en un lugar que combina lujo, comodidad y una ubicación privilegiada. ¡Ven a visitarlo y enamórate!",False,good,False,,1059.0,False,False,False,False,[],False,False,679900.0,€,True,True,chalet,Sevilla la Nueva,Casa independiente en carril de Venus,Destacado,,,independantHouse,,,,
107287391,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/2c/21/1308531819.webp,59,,2600000.0,chalet,sale,1386.0,,9,10,Abantos - Carmelitas,Madrid,San Lorenzo de El Escorial,es,40.5850228,-4.1645345,False,https://www.idealista.com/inmueble/107287391/,"ESTATE ONE ofrece fantástica casa independiente en zona residencial muy cercana al Monasterio de El Escorial. Está distribuida en 3 plantas. El acceso es por la planta central donde se encuentra un magnífico hall de entrada, un gran salón, un comedor, dos habitaciones en suite y un despacho. Todas estas habitaciones dando a estupenda terraza con preciosas vistas. En esta misma planta se encuentra la cocina, cuarto de lavado, aseo de invitados y de servicio y el ascensor. En la planta alta encontramos una increíble biblioteca de 125m2, 2 habitaciones en suite, un baño completo y un gran vestidor con estudio de 40m2. La planta baja ha sido recientemente reformada en su totalidad. Al bajar la escalera nos encontramos con un gran vestíbulo donde hay una mesa de billar. En esta planta y con acceso a la piscina se ha diseñado un segundo salón/comedor con cocina integrada, cuatro habitaciones en suite, un gran trastero climatizado y con puerta acorazada, una zona de lavandería y gimnasio. Magnífico garaje y trastero con espacio para 7 coches. Aire acondicionado en toda la casa, calefacción por radiadores con termostatos por zonas, gas propano, cámaras de seguridad, puertas blindadas en varias de las habitaciones. Jardín de diseño con diferentes alturas y zonas de estar.",False,good,False,,1876.0,False,False,False,False,[],False,False,2600000.0,€,True,True,chalet,"Abantos - Carmelitas, San Lorenzo de El Escorial",Casa independiente,Destacado,Abantos - Carmelitas,,independantHouse,EOR43547,,,
109045905,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/3c/b5/1362580759.webp,19,1,1350000.0,flat,sale,210.0,True,4,2,Corredera Baja de San Pablo,Madrid,Madrid,es,40.4209172,-3.7059483,False,https://www.idealista.com/inmueble/109045905/,"Housfy vende piso Luminoso, amplio y con terraza privada en Centro, Madrid.  ***Este anuncio contiene imágenes ilustrativas, con el objetivo de mostrar el potencial de la propiedad*** Vivienda única de estilo clásico con techos altos, ventanales amplios y espacios generosos. Cuenta con terraza privada, varias estancias versátiles y mucha luz natural. Ubicado en una finca señorial en una de las zonas más vibrantes de Madrid. Detalles del inmueble: - 1º planta exterior con ascensor en finca de 1946. - Perfecto piso de 210 m2 en Malasaña-Universidad. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Gran hall recibidor. - Coqueto salón- comedor que es un lugar perfecto para descansar tras una jornada de trabajo, creando un precioso y único espacio. - Con una conveniente cocina con todo lo necesario. - Amplia terraza de 20 mts. - Actualmente distribuido en 4 habitaciones de buen tamaño y 2 baños completos. - Aire acondicionado y calefacción para todas las estaciones del año. - Disfruta de la opción de armarios empotrados. - Amplias posibilidades de reforma. Sobre la ubicación, si escoges este barrio para vivir tendrás todos los servicios esenciales que necesitarás para tu nueva vida. A escasos metros encontramos: centros educativos, centros de salud, parques, equipamientos deportivos y supermercados, farmacias, entre otros. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,True,6429.0,False,True,False,False,[],False,False,1350000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en Corredera Baja de San Pablo,Destacado,Centro,Malasaña-Universidad,,889448,,,
108784451,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/e3/a2/1355023401.webp,25,3,2600000.0,flat,sale,154.0,True,2,2,calle de Covarrubias,Madrid,Madrid,es,40.4289347,-3.6958855,False,https://www.idealista.com/inmueble/108784451/,"Piso reformado en Trafalgar, en Chamberí. Muy próximo a las calles de Sagasta y Santa Engracia.   Se ubica en la tercera planta de un edificio de mitad del siglo XX. Cuenta con ascensor y servicio de portería.   Tiene una superficie de 154 m2, distribuidos en una amplia zona social con salón, comedor y cocina integrada, completamente equipada con una isla central con placas de inducción invisibles. Es muy luminosa, gracias a sus cuatro balcones a la calle.   La zona privada consta de dos dormitorios. El dormitorio principal cuenta con baño en suite, un amplio vestidor, chimenea de bioetanol y un gran mirador exterior que lo inunda de luz natural. El dormitorio secundario cuenta con un balcón a la calle, por lo que también es muy luminoso, y un baño completo independiente.   La vivienda ha sido recientemente reformada y se entrega amueblada, lista para entrar a vivir.  .",False,good,False,True,16883.0,False,False,False,False,[],False,False,2600000.0,€,,,flat,"Trafalgar, Madrid",Piso en calle de Covarrubias,Destacado,Chamberí,Trafalgar,,5614,,,
107517690,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/18/c9/1314816367.webp,34,4,1500000.0,penthouse,sale,156.0,True,3,3,calle de Atocha,Madrid,Madrid,es,40.4143373,-3.7044037,False,https://www.idealista.com/inmueble/107517690/,"Domus Aurea Capital presenta este fantástico ático dúplex en pleno centro de Madrid, junto a la plaza Mayor. Se trata de la cuarta y última planta de un edificio de obra nueva de 2018 con 156m². Abajo, encontramos tres dormitorios dobles, dos de ellos con el baño en suite. Accedemos a la zona social subiendo las escaleras interiores del dúplex y encontramos las zonas de comedor y zona de estar, que da acceso a la terraza, de unos 12m², desde donde podemos disfrutar de bonitas vistas. Al otro lado, encontramos la cocina, abierta y amplia, con gran luminosidad. Además cuenta con un aseo de cortesía y zona de lavado independiente. Domus Aurea Capital es una boutique inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores.",True,good,False,True,9615.0,False,False,False,False,[],False,False,1500000.0,€,,,flat,"Huertas-Cortes, Madrid",Ático en calle de Atocha,Destacado,Centro,Huertas-Cortes,penthouse,4877,,,
108267023,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/c8/78/1352991994.webp,11,,156000.0,flat,sale,52.0,True,1,1,calle Río San Pedro,Madrid,Madrid,es,40.3892302,-3.6529947,False,https://www.idealista.com/inmueble/108267023/,"¡Oportunidad en Portazgo! Luminoso piso exterior ideal para vivir o invertir. Alquilado hasta noviembre. Te presentamos esta acogedora vivienda de 45 m² construidos, ubicada en una zona tranquila y bien comunicada de Portazgo, Madrid. Situado en una finca de 4 plantas, este piso todo exterior destaca por su gran luminosidad natural, gracias a sus ventanales con doble acristalamiento que ofrecen un excelente aislamiento térmico y acústico. Su distribución actual incluye un amplio salón, cocina independiente, 1 baño completo y 1 dormitorio (antes 2, con posibilidad de recuperar la segunda habitación según tus necesidades). Los suelos de gres aportan un estilo práctico y duradero al conjunto. La ubicación es inmejorable: a solo 400 metros del metro Buenos Aires y con múltiples paradas de autobús a escasos pasos, como la de Buenos Aires-Palomeras (a 150 m). Además, contarás con todos los servicios a tu alcance: supermercados, centro de salud, farmacias, colegios e institutos. Un piso versátil con gran potencial tanto para vivir como para alquilar. ¡Ven a verlo y descubre tu próximo hogar en Madrid! En precio no están incluidos gastos de gestión, ni de compraventa (ITP, Notaria, Registro, etc). Si desea ampliar información o concertar una visita no dude en ponerse en contacto con nosotros.",False,good,False,False,3000.0,True,False,False,False,[],False,False,156000.0,€,,,flat,"Portazgo, Madrid",Piso en calle Río San Pedro,Destacado,Puente de Vallecas,Portazgo,,3348,,,
108966534,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/58/55/1360313236.webp,24,en,239900.0,flat,sale,62.0,True,3,1,calle de Adra,Madrid,Madrid,es,40.3917484,-3.6501741,False,https://www.idealista.com/inmueble/108966534/,"HF&HOUSE ofrece en exclusiva piso de 3 dormitorios con terraza en Alto del Arenal. Planta baja con altura de un primero.  Con 62 m² de superficie construida su distribución es la siguiente: hall recibidor, amplio y luminoso salón-comedor de paso con aire acondicionado, cocina totalmente amueblada con salida a terraza-tendedero, 3 dormitorios, 1 baño completo con plato de ducha y ventana de ventilación. Entre sus calidades podemos destacar; ventanas de climalit correderas, suelo de tarima, pintura gotelé, carpintería de puertas interiores en blanco, agua caliente y calefacción por gas natural individual con radiadores distribuidos en todas las estancias. Rodeado de todos los servicios esenciales, a escasa distancia se encuentran supermercados, centros educativos, zonas verdes, centros de salud (Rafael Alberti) y todo tipo de comercios de barrio. A tan solo 400 metros de la estación de metro Alto del Arenal y 450 metros de la estación de Buenos Aires (línea 1) y con rápido acceso a la M-40, M-30 y A-3.  Gastos comunitarios: 45 Gastos IBI:  Te invitamos a visitarnos en HF&HOUSE donde nuestros expertos te acompañarán en todo el proceso y te ayudarán a encontrar el hogar que siempre has soñado. Contamos con asesores inmobiliarios y del departamento financiero HOME & CREDIT, quienes te informarán sobre los gastos adicionales y te ofrecerán las mejores opciones de financiación. Nos encargamos de todo para que la adquisición de tu vivienda sea lo más sencilla y cómoda posible. Además, ofrecemos VALORACIONES GRATUITAS y sin compromiso. ¡Llama para consultarnos, te informamos sin compromiso!",True,good,False,False,3869.0,False,False,False,False,[],False,False,239900.0,€,,,flat,"Portazgo, Madrid",Piso en calle de Adra,Destacado,Puente de Vallecas,Portazgo,,1053,,,
109131877,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/e9/0f/1365277811.webp,42,,440000.0,chalet,sale,242.0,,6,3,Torrejón de la Calzada,Madrid,Torrejón de la Calzada,es,40.1996823,-3.8015278,False,https://www.idealista.com/inmueble/109131877/,"SI! CASA INMOBILIARIA - 买房、卖房、找欧乘房产！ DESCRIPCIÓN DE LA PROPIEDAD: Chalet pareado en Torrejón de la Calzada con 242 m² construidos distribuidos en 4 plantas: -Planta sótano: Destaca por su gran amplitud, con una parte destinada a garaje y el resto con múltiples posibilidades según las necesidades del propietario. -Planta principal: Salón comedor muy luminoso, cocina amueblada y equipada con materiales de primeras calidades, baño completo y porche acristalado con acceso tanto desde el salón como desde la entrada principal, ideal para disfrutarlo en cualquier época del año. -Primera planta: Tres dormitorios, un baño con plato de ducha y acceso a una terraza exterior desde esta misma planta. -Segunda planta (buhardilla): Dos dormitorios adicionales y un baño completo, ofreciendo aún más espacio y versatilidad. CARACTERÍSTICAS DESTACADAS: Ventanas climalit cambiadas recientemente, aire acondicionado en todas las plantas, calefacción individual, armarios empotrados, pintura lisa, escalera más ancha de lo habitual que aporta mayor comodidad, todos los baños con ventana, y además cuenta con la preinstalación de chimenea, ya que anteriormente tuvo una y se conserva el tiro, lo que permite reinstalarla si se desea. UBICACIÓN: Situado en una de las calles más céntricas de Torrejón de la Calzada, en una zona residencial tranquila, cercana a supermercados, comercios, cafeterías, transporte público y todo tipo de servicios. Una ubicación cómoda y práctica, ideal para quienes buscan espacio y calidad de vida. SERVICIOS EXCLUSIVOS DE SI! CASA: En SI! CASA INMOBILIARIA, nos comprometemos a ofrecerte un servicio personalizado y completo: Buscamos las mejores opciones que se adapten a tus necesidades. Evaluamos tu situación financiera y te asesoramos en las mejores soluciones. Nos encargamos de todos los trámites relacionados con la financiación. Te guiamos y asistimos en cada paso del proceso de adquisición de tu futura casa. MÁS INFORMACIÓN Y CONTACTO: Visita nuestra oficina en Parla, Calle Real 2 o llámanos al  COMERCIAL ENCARGADA: Feiyan – TEL:.",False,good,False,,1818.0,True,False,False,False,[],False,False,440000.0,€,True,True,chalet,Torrejón de la Calzada,Chalet pareado,Destacado,,,semidetachedHouse,GPT470,,,
