propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
108394722,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/8e/bc/1357098451.webp,BAJO A,23,bj,328000.0,flat,sale,95.0,True,2,3,"calle Comandante Fontanes, 52",Madrid,Madrid,Carabanchel,es,San Isidro,40.3950385,-3.7260673,True,https://www.idealista.com/obra-nueva/108394722/,"Te presentamos la tercera promoción de viviendas en Urgel, en la zona de General Ricardos - Oporto, en Madrid. Con un total de 12 pisos de 2 y 3 dormitorios, incluyendo un bajo con jardín y áticos con terrazas, Urgel III es mucho más que un complejo residencial: es un estilo de vida excepcional diseñado para superar tus sueños y expectativas. Ya tienes tu promoción de obra nueva en el Barrio de San Isidro, del distrito madrileño de Carabanchel. Este proyecto se va a desarrollar en régimen de cooperativa de vivienda libre. Excelentes calidades para dotar a tu casa del máximo confort. Muy cercana al Parque de San Isidro. Fácil comunicación y a dos pasos del metro de Urgel.",False,newdevelopment,True,True,False,3453.0,True,False,False,False,[],False,False,328000.0,€,flat,"San Isidro, Madrid","Piso en calle Comandante Fontanes, 52",,,,
107250770,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/f3/08/1307569431.webp,9ee7f8f0-fb4b-4e6c-b6a1-98e6c6115d86,63,,1200000.0,chalet,sale,350.0,,5,5,calle Cacabelos,Madrid,Madrid,Hortaleza,es,Valdebebas - Valdefuentes,40.4813928,-3.6334534,False,https://www.idealista.com/inmueble/107250770/,"Descubre esta espectacular vivienda de 350 m² ofrece un espacio acogedor y funcional, ideal para familias. Dispone de 5 amplios dormitorios y 5 baños, garantizando comodidad y privacidad para todos los miembros del hogar. La casa está diseñada para ofrecer el máximo confort con aire acondicionado, calefacción de Gas Natural, y armarios empotrados en todas las habitaciones. Sus amplios espacios exteriores incluyen un balcón, una terraza y un jardín privado, perfectos para disfrutar de momentos de tranquilidad o reuniones al aire libre. Además, cuenta con una piscina y una zona de barbacoa, ideales para el entretenimiento. Pensando en la comodidad de sus residentes, la vivienda es accesible para personas con movilidad reducida. También dispone de un garaje y un trastero, proporcionando espacio adicional para almacenamiento. El Barrio de Valdebebas - Valdefuentes uno de los más prestigiosos y lujosos de Madrid con una estupenda localización próxima al centro urbano y a todos los servicios, por lo que es perfecto para disfrutar de la tranquilidad sin renunciar a la cercanía de una gran ciudad. Este entorno privilegiado es sede de múltiples embajadas y algunos de los mejores centros educativos nacionales e internacionales tanto privados como públicos con una amplia oferta (Colegio Arturo Soria, Liceo Francés [Lycee Francais], Centro Bilingüe Concertado Nuestra Señora del Buen Consejo, Colegio San José del Parque (Maristas), Colegio Ramón y Cajal, Colegio Nuestra Señora de Santa María, Colegio Parque Conde Orgaz, International School of Madrid, Escuela de negocios ESIC, Colegio Stella Maris, Colegio Mater Inmaculada, Colegio Brains, etc.). La cobertura hospitalaria es un factor añadido de la zona (Nuestra Señora de América, la Clínica Belén, Hospital Ramón y Cajal, Hospital de la Paz y la M.D Anderson). En sus inmediaciones encontramos el recinto Ferial IFEMA, el Centro Comercial Arturo Soria Plaza, Palacio de Hielo, Hipercor, Corte Inglés, y Centro Comercial Gran Vía de Hortaleza. Además disponemos de centros deportivos como Club de natación, Club de tenis Chamartín, Clubs de golf como el “Golf Olivar de la Hinojosa” y preciosos parques de los cuales destacamos Juan Carlos I y Juan Pablo II. La cercanía al metro Arturo Soria-Línea 4 y a diversas líneas de autobús como 9, 11, 70, 122 o N3 nos garantizan un rápido acceso al centro. La incorporación a las autovías M30, M40, M11 y NII es inmediata. La proximidad al Aeropuerto Internacional Adolfo Suarez Madrid Barajas y a la Estación de Chamartín es un valor añadido.",True,good,False,,,3429.0,True,True,False,False,[],False,False,1200000.0,€,chalet,"Valdebebas - Valdefuentes, Madrid",Casa independiente en calle Cacabelos,True,True,independantHouse,
108119167,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/9c/15/1334411763.webp,2ºB,19,2,249000.0,flat,sale,70.0,True,2,1,"calle Gonzalez Soto, 21",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.4004395,-3.6630289,True,https://www.idealista.com/obra-nueva/108119167/,"Descubre Vallecas III: Modernidad, Luz y Exclusividad en Puente de Vallecas. En DMARCHEE, expertos en promoción inmobiliaria y gestión de cooperativas, presentamos Vallecas III, un proyecto único en el corazón del barrio de Numancia, distrito Puente de Vallecas, Madrid. Este desarrollo destaca por su diseño contemporáneo, orientación privilegiada y su compromiso con la calidad de vida de sus residentes. El Proyecto Vallecas III está diseñado para quienes valoran la exclusividad y la funcionalidad en un entorno urbano. El edificio, orientado al sur, ofrece una excelente iluminación natural y vistas despejadas. Consta de: •7 viviendas de 2 dormitorios, diseñadas con distribución eficiente, ideales para parejas o familias. •2 espectaculares áticos de 2 y 3 dormitorios, que destacan por sus amplias terrazas y vistas privilegiadas, pensados para quienes buscan algo más que un hogar. •14 plazas de garaje, garantizando comodidad y seguridad para los residentes. Los acabados modernos y los materiales de alta calidad convierten cada vivienda en un espacio funcional, elegante y acogedor. La Zona: Numancia y Puente de Vallecas Situado en una zona de gran dinamismo y transformación, Vallecas III se beneficia de una ubicación estratégica con excelentes conexiones al centro de Madrid y a la M-30. El barrio cuenta con una amplia oferta de servicios: colegios, centros de salud, comercios y parques recientemente renovados. Numancia es un área que combina tradición y modernidad, con proyectos urbanos que han mejorado su calidad de vida, haciendo de este barrio una apuesta segura para el presente y el futuro. Ventajas de Vivir en Vallecas III •Orientación sur y espacios luminosos, maximizando el confort y la eficiencia energética. •Viviendas exclusivas en un edificio boutique que garantiza privacidad y tranquilidad. •Zona en constante crecimiento, ideal para quienes buscan un entorno con proyección y un valor añadido a su inversión. •Excelente conectividad con transporte público (metro y autobuses) y vías principales, para moverse fácilmente por la ciudad. En Vallecas III no solo encontrarás un hogar, sino una forma de vida que combina calidad, comodidad y un entorno en plena evolución. ¡Ven y descubre el lugar donde empieza tu nueva vida! Para más información, no dudes en contactarnos.  En DMARCHEE estamos comprometidos en ayudarte a construir tu futuro.",False,newdevelopment,True,True,False,3557.0,True,False,False,False,[],False,False,249000.0,€,flat,"Numancia, Madrid","Piso en calle Gonzalez Soto, 21",True,True,,
108971855,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/d7/48/1360483464.webp,M11772V,49,2,2380000.0,flat,sale,206.0,True,3,3,avenida de Felipe II,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4257229,-3.6746889,False,https://www.idealista.com/inmueble/108971855/,"Este exquisito piso exterior, completamente reformado y situado en el codiciado barrio de Goya, representa una oportunidad única para quienes buscan una residencia de alto standing. Con una superficie construida de 206 metros cuadrados, el inmueble ha sido meticulosamente diseñado para maximizar el espacio y la luz natural. Su distribución interna incluye tres amplias habitaciones y tres baños, ofreciendo una perfecta combinación de privacidad y funcionalidad para toda la familia. Los detalles de la reforma han sido cuidadosamente seleccionados para garantizar una experiencia de vida moderna y lujosa. El corazón de la vivienda es un amplio salón, que se fusiona de manera armoniosa con una cocina integrada en un concepto de espacio abierto, creando un ambiente perfecto para el entretenimiento y la vida cotidiana. La propiedad también cuenta con un práctico lavadero en una terraza interior y, lo que es un gran valor añadido en la zona, una plaza de garaje en la misma finca, garantizando comodidad y seguridad. Ubicado en el prestigioso barrio de Goya, este piso goza de una localización privilegiada. Sus residentes disfrutarán de un entorno vibrante, rodeado de las boutiques más elegantes, restaurantes de alta cocina y una oferta cultural y de ocio inigualable. La excelente red de transporte público y la cercanía a zonas verdes como el Parque del Retiro elevan la calidad de vida, combinando la tranquilidad de un barrio residencial con la energía de una de las zonas más céntricas y deseadas de la ciudad. Adquirir esta propiedad no es solo comprar una vivienda, sino invertir en un estilo de vida superior. Su moderna reforma y su envidiable ubicación ofrecen un equilibrio ideal entre lujo y practicidad. Es la oportunidad de residir en un espacio de diseño que satisface las más altas expectativas de confort y exclusividad. En Walter Haus, estamos seguros de que esta vivienda cumplirá con todas sus expectativas. Contáctenos para programar una visita.",False,good,False,True,,11553.0,True,False,False,False,[],False,False,2380000.0,€,flat,"Goya, Madrid",Piso en avenida de Felipe II,,,,
108630906,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/5c/bf/1350462590.webp,2C,21,2,170000.0,flat,sale,57.0,True,1,1,"calle Mejorana, 16",Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.3847111,-3.6724531,True,https://www.idealista.com/obra-nueva/108630906/,"Descubre Balcones de Entrevías: Modernidad y Calidad en Entrevías. En DMARCHEE, expertos en promoción inmobiliaria y gestión de cooperativas, presentamos Balcones de Entrevías, un proyecto único en el corazón del barrio de Entrevías, distrito Puente de Vallecas, Madrid. Este desarrollo destaca por su diseño contemporáneo, orientación privilegiada y su compromiso con la calidad de vida de sus residentes. El Proyecto Balcones de Entrevías está diseñado para quienes valoran la exclusividad y la funcionalidad en un entorno urbano. El edificio, orientado al este, ofrece una excelente iluminación natural y vistas despejadas. Consta de: •13 viviendas, de las cuales 3 son de 1 dormitorio, y 10 de 2 dormitorios, todas con trastero incluido, diseñadas con distribución eficiente. •2 espectaculares áticos de 2 dormitorios, que destacan por sus amplias terrazas y vistas privilegiadas, pensados para quienes buscan algo más que un hogar. Los acabados modernos y los materiales de alta calidad convierten cada vivienda en un espacio funcional, elegante y acogedor. La Zona: Entrevias y Puente de Vallecas. Situado en una zona de gran dinamismo y transformación, Balcones de Entrevías se beneficia de una ubicación estratégica con excelentes conexiones al centro de Madrid, a la M-30 y a la A 4. El barrio cuenta con una amplia oferta de servicios: colegios, centros de salud, comercios y parques recientemente renovados. Entrevías es un área que combina tradición y modernidad, con proyectos urbanos que han mejorado su calidad de vida, haciendo de este barrio una apuesta segura para el presente y el futuro. Para más información, no dudes en contactarnos. En DMARCHEE estamos comprometidos en ayudarte a construir tu futuro.",False,newdevelopment,True,True,False,2982.0,True,False,False,False,[],False,False,170000.0,€,flat,"Entrevías, Madrid","Piso en calle Mejorana, 16",,,,
108799467,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/be/6a/1356725186.webp,ceeb227c-1ce0-49cc-824c-741dcc390716,59,,595000.0,chalet,sale,257.0,,4,3,calle Vicente Aleixandre,Madrid,Moralzarzal,Zona Colegios,es,,40.6765537,-3.9753627,False,https://www.idealista.com/inmueble/108799467/,"Exclusivo chalet pareado en esquina con jardín y piscina privada – listo para entrar a vivir Se vende precioso chalet pareado de esquina, ubicado en una tranquila y demandada zona residencial, ideal para familias que buscan confort, amplitud y cercanía a todos los servicios. La vivienda, muy luminosa y en excelente estado de conservación, destaca por su bonito porche de entrada, un práctico garaje cubierto con gran capacidad de almacenaje, y un amplio jardín trasero con piscina privada y porche cubierto, perfecto para disfrutar todo el año. En la planta principal encontramos una cocina totalmente reformada, con un diseño moderno y funcional. El salón-comedor es amplio, acogedor y conecta directamente con el jardín, lo que crea un ambiente perfecto tanto para el día a día como para reuniones familiares o con amigos. Además, cuenta con un aseo de cortesía en esta misma planta. La primera planta alberga cuatro dormitorios muy espaciosos, todos con armarios empotrados y excelente luz natural. El dormitorio principal incluye vestidor y baño en suite. También hay un segundo baño completo que da servicio al resto de habitaciones. En la planta superior se encuentra una amplia estancia con chimenea y preinstalación para un cuarto de baño, iluminada por cuatro ventanas Velux, ideal como zona de ocio, despacho o sala de estar adicional. La ubicación es inmejorable: rodeado de comercios, colegios, zonas verdes y con excelente comunicación gracias al transporte público (líneas de autobús frecuentes a Moncloa y Plaza Castilla) y fácil acceso a la A-6. A tan solo 15 minutos del Hospital Universitario de Collado Villalba. Una vivienda pensada para quienes valoran el espacio, la privacidad y el entorno, sin renunciar a la comodidad de tener todo a mano. Ideal como residencia principal o como segunda vivienda para desconectar del ritmo de la ciudad.",True,good,False,,,2315.0,True,True,False,False,[],False,False,595000.0,€,chalet,"Zona Colegios, Moralzarzal",Chalet pareado en calle Vicente Aleixandre,True,True,semidetachedHouse,
108504768,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/5d/97/1346878859.webp,P2 1B,24,1,272734.0,flat,sale,99.0,True,3,2,"Poligono UZP0202 los Cerros, 342",Madrid,Madrid,Vicálvaro,es,Los Cerros,40.40734,-3.53571,True,https://www.idealista.com/obra-nueva/108504768/,"TALIAS: ÚLTIMAS VIVIENDAS VPPB Si buscas una vivienda protegida en Madrid que combine calidad, diseño y sostenibilidad, Talias es tu oportunidad. Tras el éxito de Menfis y Nosia, Aurora Homes presenta la tercera cooperativa en el innovador desarrollo de Los Cerros (fase 1), con 107 viviendas VPPB de 2 y 3 dormitorios. Un Proyecto Exclusivo y Renovado En Talias hemos cuidado cada detalle para ofrecerte un hogar moderno y funcional: •Diseño Exterior y Distribución: Todas las viviendas son exteriores, lo que garantiza la entrada de luz natural y conexión con el entorno. Cada unidad dispone de una amplia terraza, garaje y trastero, pensados para maximizar tu comodidad. •Zonas Comunes de Calidad: Talias cuenta con espacios comunitarios cuidadosamente diseñados, que incluyen piscina, zonas ajardinadas y un parque infantil. Estas áreas se han diseñado para optimizar la convivencia y el bienestar, aportando un toque fresco y contemporáneo. Acabados y Personalización: Los acabados de la vivienda son de gran calidad y ofrecen varias opciones de personalización que responden a las últimas tendencias en diseño interior. Estas mejoras no solo aportan modernidad, sino también una mayor eficiencia energética y un compromiso reforzado con la sostenibilidad. Como en todas las promociones que diseñamos y gestionamos, en Talias nos comprometemos con la eficiencia y el respeto al medio ambiente. La vivienda protegida VPPB se beneficia de soluciones de aislamiento térmico y acústico, sistemas de eficiencia energética y tecnologías sostenibles, garantizando un hogar confortable y responsable. Descubre Talias y forma parte de una comunidad en crecimiento en el nuevo barrio verde del sureste de Madrid. Con Aurora Homes, tu nueva vivienda protegida es el paso hacia un futuro de calidad y bienestar. Oficina de ventas en El Cañaveral CON CITA PREVIA: C/Cerro del Monte, 5 (entrada por Avda. Blas de Lezo). 28052 – Madrid. Horario de atención: de martes a sábado de 10 a 14h y de 15 a 19h.",False,newdevelopment,True,True,False,2755.0,True,False,False,False,[],False,False,272734.0,€,flat,"Los Cerros, Madrid","Piso en Poligono Uzp0202 los Cerros, 342",True,True,,
107626420,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/60/0e/1294237101.webp,M20783V,39,1,620000.0,flat,sale,78.0,False,2,2,Ilustración,Madrid,Madrid,Centro,es,Sol,40.4158779,-3.7041714,False,https://www.idealista.com/inmueble/107626420/,"Ubicado en un entorno señorial, este apartamento ofrece una experiencia de vida única. Con una distribución cuidadosamente pensada, dispone de dos habitaciones, una de ellas con baño en suite, y un segundo baño completo. La sala-comedor, con acceso a un encantador balcón, combina estilo y comodidad, mientras que la cocina amplia y totalmente equipada está diseñada para satisfacer las necesidades más exigentes. La calidad de los acabados y la funcionalidad de los espacios convierten a esta vivienda en una opción ideal para quienes buscan un entorno sofisticado y práctico. Los interiores han sido optimizados para proporcionar confort, sin renunciar al diseño y la elegancia. A tan solo 10 minutos de Plaza España y con fácil acceso al transporte público, este apartamento disfruta de una ubicación estratégica que combina tranquilidad y proximidad a los puntos más emblemáticos de la ciudad. Su entorno ofrece una amplia oferta cultural, gastronómica y de servicios exclusivos. Disponible a partir del 01/01/2025, esta propiedad representa una oportunidad excepcional para invertir en calidad de vida. En Walter Haus estaremos encantados de atenderle para ampliar información y organizar una visita. ¡Contáctenos! Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",False,good,False,True,,7949.0,True,False,False,False,[],False,False,620000.0,€,flat,"Sol, Madrid",Piso en Ilustración,,,,
108119173,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/34/c0/1334411762.webp,Àtico B,19,3,296000.0,penthouse,sale,67.0,True,2,2,"calle Gonzalez Soto, 21",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.4004395,-3.6630289,True,https://www.idealista.com/obra-nueva/108119173/,"Descubre Vallecas III: Modernidad, Luz y Exclusividad en Puente de Vallecas. En DMARCHEE, expertos en promoción inmobiliaria y gestión de cooperativas, presentamos Vallecas III, un proyecto único en el corazón del barrio de Numancia, distrito Puente de Vallecas, Madrid. Este desarrollo destaca por su diseño contemporáneo, orientación privilegiada y su compromiso con la calidad de vida de sus residentes. El Proyecto Vallecas III está diseñado para quienes valoran la exclusividad y la funcionalidad en un entorno urbano. El edificio, orientado al sur, ofrece una excelente iluminación natural y vistas despejadas. Consta de: •7 viviendas de 2 dormitorios, diseñadas con distribución eficiente, ideales para parejas o familias. •2 espectaculares áticos de 2 y 3 dormitorios, que destacan por sus amplias terrazas y vistas privilegiadas, pensados para quienes buscan algo más que un hogar. •14 plazas de garaje, garantizando comodidad y seguridad para los residentes. Los acabados modernos y los materiales de alta calidad convierten cada vivienda en un espacio funcional, elegante y acogedor. La Zona: Numancia y Puente de Vallecas Situado en una zona de gran dinamismo y transformación, Vallecas III se beneficia de una ubicación estratégica con excelentes conexiones al centro de Madrid y a la M-30. El barrio cuenta con una amplia oferta de servicios: colegios, centros de salud, comercios y parques recientemente renovados. Numancia es un área que combina tradición y modernidad, con proyectos urbanos que han mejorado su calidad de vida, haciendo de este barrio una apuesta segura para el presente y el futuro. Ventajas de Vivir en Vallecas III •Orientación sur y espacios luminosos, maximizando el confort y la eficiencia energética. •Viviendas exclusivas en un edificio boutique que garantiza privacidad y tranquilidad. •Zona en constante crecimiento, ideal para quienes buscan un entorno con proyección y un valor añadido a su inversión. •Excelente conectividad con transporte público (metro y autobuses) y vías principales, para moverse fácilmente por la ciudad. En Vallecas III no solo encontrarás un hogar, sino una forma de vida que combina calidad, comodidad y un entorno en plena evolución. ¡Ven y descubre el lugar donde empieza tu nueva vida! Para más información, no dudes en contactarnos.  En DMARCHEE estamos comprometidos en ayudarte a construir tu futuro.",False,newdevelopment,True,True,False,4418.0,True,False,False,False,[],False,False,296000.0,€,flat,"Numancia, Madrid","Ático en calle Gonzalez Soto, 21",True,True,penthouse,
108576788,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/ca/a5/1348934552.webp,74c7c347-8aa4-4361-ab03-35d4025562a6,30,6,4200000.0,flat,sale,328.0,True,4,4,calle Velázquez,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4302447,-3.6827219,False,https://www.idealista.com/inmueble/108576788/,"En plena calle Velázquez, entre Ortega y Gasset y Padilla, se encuentra este magnífico piso de 328 m2, de los cuales 250 m2 son de vivienda.  La vivienda cuenta con dos plazas de garaje en finca, trastero y zona ajardinada, con acceso exclusivo para los residentes del edificio. Ubicada en una sexta planta, la distribución actual es la siguiente: dos grandes salones con enormes ventanales y comedor independiente. Tres dormitorios, todos con su baño en suite y armarios empotrados. Cocina, con entrada independiente, dormitorio y baño de servicio. El portal del edificio ha sido recientemente renovado con acabados en mármol y madera. Dispone de dos ascensores principales y una entrada de servicio independiente con montacargas. Ubicado en una de las zonas más exclusivas del Barrio de Salamanca, este enclave ofrece elegancia clásica y ambiente residencial de alto nivel. Rodeado de boutiques, galerías y restaurantes de prestigio. Excelente conexión con transporte público y servicios premium.",False,good,False,True,,12805.0,True,False,False,False,[],False,False,4200000.0,€,flat,"Castellana, Madrid",Piso en calle Velázquez,True,True,,
