propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
108630868,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/53/10/1350462604.webp,1B,21,1,196000.0,flat,sale,68.0,True,2,1,"calle Mejorana, 16",Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.3847111,-3.6724531,True,https://www.idealista.com/obra-nueva/108630868/,"Descubre Balcones de Entrevías: Modernidad y Calidad en Entrevías. En DMARCHEE, expertos en promoción inmobiliaria y gestión de cooperativas, presentamos Balcones de Entrevías, un proyecto único en el corazón del barrio de Entrevías, distrito Puente de Vallecas, Madrid. Este desarrollo destaca por su diseño contemporáneo, orientación privilegiada y su compromiso con la calidad de vida de sus residentes. El Proyecto Balcones de Entrevías está diseñado para quienes valoran la exclusividad y la funcionalidad en un entorno urbano. El edificio, orientado al este, ofrece una excelente iluminación natural y vistas despejadas. Consta de: •13 viviendas, de las cuales 3 son de 1 dormitorio, y 10 de 2 dormitorios, todas con trastero incluido, diseñadas con distribución eficiente. •2 espectaculares áticos de 2 dormitorios, que destacan por sus amplias terrazas y vistas privilegiadas, pensados para quienes buscan algo más que un hogar. Los acabados modernos y los materiales de alta calidad convierten cada vivienda en un espacio funcional, elegante y acogedor. La Zona: Entrevias y Puente de Vallecas. Situado en una zona de gran dinamismo y transformación, Balcones de Entrevías se beneficia de una ubicación estratégica con excelentes conexiones al centro de Madrid, a la M-30 y a la A 4. El barrio cuenta con una amplia oferta de servicios: colegios, centros de salud, comercios y parques recientemente renovados. Entrevías es un área que combina tradición y modernidad, con proyectos urbanos que han mejorado su calidad de vida, haciendo de este barrio una apuesta segura para el presente y el futuro. Para más información, no dudes en contactarnos. En DMARCHEE estamos comprometidos en ayudarte a construir tu futuro.",False,newdevelopment,True,True,False,2882.0,True,False,False,False,[],False,False,196000.0,€,flat,"Entrevías, Madrid","Piso en calle Mejorana, 16",,,,
107625771,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/66/41/1294173021.webp,M20780V,23,5,1150000.0,penthouse,sale,81.0,True,2,1,glorieta de Ruiz Giménez,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4281748,-3.7069376,False,https://www.idealista.com/inmueble/107625771/,"Este sofisticado apartamento combina diseño funcional y comodidad en cada detalle. Con una distribución inteligente, ofrece una amplia terraza que permite disfrutar de vistas inmejorables. Dispone de una habitación doble, una habitación individual, un baño completo y una sala-comedor amplia y confortable, equipada con sofá cama. La cocina, completamente equipada, añade practicidad y estilo al espacio. Este inmueble ha sido diseñado pensando en la comodidad y el bienestar de sus futuros residentes. Cada rincón refleja cuidado y calidad, desde los acabados hasta la disposición de los espacios, ideales tanto para residir como para estancias temporales. Ubicado estratégicamente, cuenta con fácil acceso al transporte público, lo que lo convierte en una excelente opción para quienes valoran la conectividad y la comodidad urbana. Su localización asegura cercanía a servicios, comercios y zonas de ocio, todo en un entorno tranquilo y exclusivo. Adquirir esta propiedad significa invertir en un estilo de vida práctico y distinguido. En Walter Haus estamos listos para resolver sus dudas y programar una visita. ¡Contáctenos! Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",False,good,False,True,,14198.0,True,False,False,False,[],False,False,1150000.0,€,flat,"Malasaña-Universidad, Madrid",Ático en glorieta de Ruiz Giménez,,,penthouse,
107323636,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/54/73/1309657472.webp,422db139-f762-4859-8fe1-6a7e37fb79b3,52,,1600000.0,chalet,sale,422.0,,11,11,avenida del Cardenal Herrera Oria,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4770835,-3.7297616,False,https://www.idealista.com/inmueble/107323636/,"Huspy presenta esta increíble oportunidad de inversión: espectacular chalet para Co-living en Avenida del Cardenal Herrera Oria. Con un total de 442 metros cuadrados, esta propiedad está dividida en 11 espaciosos estudios completamente independientes y equipados, con cocina, baño, lavadora y todo lo necesario para comenzar a obtener rentabilidad. Consultar para más información. Peñagrande: Modernidad y Conexión en Fuencarral-El Pardo Peñagrande, situado en el distrito de Fuencarral-El Pardo, es un barrio residencial que destaca por su combinación de tradición y modernidad, y por su excelente conectividad con el resto de Madrid. Con una amplia oferta de servicios, zonas verdes y comercios, este enclave se presenta como una opción ideal tanto para familias como para jóvenes profesionales que buscan calidad de vida en un entorno urbano tranquilo y dinámico. El barrio goza de una red de transporte eficiente, que incluye varias líneas de metro y autobuses, facilitando el acceso al centro de la ciudad y a otras áreas clave. La oferta inmobiliaria es diversa, abarcando desde pisos en edificios tradicionales reformados hasta modernas viviendas en urbanizaciones, adaptándose a diferentes necesidades y estilos de vida. Vivir en Peñagrande significa disfrutar de un ambiente acogedor y bien equipado, donde la comodidad y la conectividad se combinan para ofrecer un estilo de vida pleno en uno de los barrios con mayor proyección del distrito de Fuencarral-El Pardo.",False,good,False,,,3791.0,False,False,False,False,[],False,False,1600000.0,€,chalet,"Peñagrande, Madrid",Chalet pareado en avenida del Cardenal Herrera Oria,,,semidetachedHouse,
108630886,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/a3/60/1350463272.webp,1A,21,1,189000.0,flat,sale,66.0,True,2,1,"calle Mejorana, 16",Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.3847111,-3.6724531,True,https://www.idealista.com/obra-nueva/108630886/,"Descubre Balcones de Entrevías: Modernidad y Calidad en Entrevías. En DMARCHEE, expertos en promoción inmobiliaria y gestión de cooperativas, presentamos Balcones de Entrevías, un proyecto único en el corazón del barrio de Entrevías, distrito Puente de Vallecas, Madrid. Este desarrollo destaca por su diseño contemporáneo, orientación privilegiada y su compromiso con la calidad de vida de sus residentes. El Proyecto Balcones de Entrevías está diseñado para quienes valoran la exclusividad y la funcionalidad en un entorno urbano. El edificio, orientado al este, ofrece una excelente iluminación natural y vistas despejadas. Consta de: •13 viviendas, de las cuales 3 son de 1 dormitorio, y 10 de 2 dormitorios, todas con trastero incluido, diseñadas con distribución eficiente. •2 espectaculares áticos de 2 dormitorios, que destacan por sus amplias terrazas y vistas privilegiadas, pensados para quienes buscan algo más que un hogar. Los acabados modernos y los materiales de alta calidad convierten cada vivienda en un espacio funcional, elegante y acogedor. La Zona: Entrevias y Puente de Vallecas. Situado en una zona de gran dinamismo y transformación, Balcones de Entrevías se beneficia de una ubicación estratégica con excelentes conexiones al centro de Madrid, a la M-30 y a la A 4. El barrio cuenta con una amplia oferta de servicios: colegios, centros de salud, comercios y parques recientemente renovados. Entrevías es un área que combina tradición y modernidad, con proyectos urbanos que han mejorado su calidad de vida, haciendo de este barrio una apuesta segura para el presente y el futuro. Para más información, no dudes en contactarnos. En DMARCHEE estamos comprometidos en ayudarte a construir tu futuro.",False,newdevelopment,True,True,False,2864.0,True,False,False,False,[],False,False,189000.0,€,flat,"Entrevías, Madrid","Piso en calle Mejorana, 16",,,,
105118470,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/9d/31/1242299036.webp,Castellana,10,13,3250000.0,flat,sale,340.0,True,5,4,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4377463,-3.691928,False,https://www.idealista.com/inmueble/105118470/,"Soberbio piso en un enclave ÚNICO, con fantásticas vistas de Madrid. Ubicado en una de las mejores zonas y más cotizadas de Madrid (Serrano, Velázquez, Pº de la Castellana, Barrio de Salamanca…). Edificio moderno de prestigioso arquitecto, de gran calidad constructiva y exclusivas zonas comunes. , con seguridad 24 horas. Superficie catastral: +-340m². Zona noble distribuida en: Hall de entrada, 2 salones y comedor independiente.  Distribución: 4 Dormitorios + Dormitorio de servicio. Dormitorio principal con baño en suite.  Piso a actualizar en buen estado de conservación, con grandes posibilidades de redistribución. 13ª Planta, muchísima luz. Completamente exterior. Portero. Seguridad 24 horas en el edificio y en el garaje. 3 Plazas de Garaje. 1 Trastero.",False,renew,False,True,,9559.0,True,False,True,False,[],False,False,3250000.0,€,flat,"El Viso, Madrid",Piso,True,True,,
107802929,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/fe/dc/1341134936.webp,64b047a8-8c32-4d6d-8ded-adf40de3ec7c,31,bj,390000.0,flat,sale,144.0,True,1,1,paseo de la Dirección,Madrid,Madrid,Tetuán,es,Berruguete,40.4591892,-3.7109609,False,https://www.idealista.com/inmueble/107802929/,"Moderno loft dúplex de obra nueva con terraza privada. Descubre este exclusivo loft en Berruguete, Tetuán, Madrid, con 144 m² de espacio diseñado para ofrecer confort y funcionalidad. Actualmente en fase de proyecto, esta propiedad brinda la oportunidad de personalizar cada detalle según tus necesidades. La distribución incluye un amplio dormitorio y un baño completo, con acabados modernos y una disposición óptima del espacio. La cocina totalmente equipada se integra armoniosamente en el diseño, mientras que los armarios empotrados aportan organización y estilo. La vivienda cuenta con una terraza privada, perfecta para disfrutar del aire libre en un entorno tranquilo. Para mayor comodidad, dispone de aire acondicionado y calefacción eléctrica, asegurando un ambiente agradable en cualquier estación del año. También ofrece un práctico cuarto de almacenamiento y está adaptado para garantizar accesibilidad a personas con movilidad reducida. Ubicado en Berruguete, dentro del distrito de Tetuán, este dúplex se encuentra en una zona vibrante de Madrid con una excelente oferta de comercios, servicios y transporte público. Su proximidad a zonas clave de la ciudad lo convierte en una opción ideal para quienes buscan un hogar moderno en un entorno urbano bien comunicado. PRECIO SIN IVA DE 21%.",False,good,False,False,,2708.0,True,False,False,False,[],False,False,390000.0,€,flat,"Berruguete, Madrid",Piso en paseo de la Dirección,,,,
108119177,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/86/fd/1334411825.webp,2ºC,19,2,241000.0,flat,sale,68.0,True,2,1,"calle Gonzalez Soto, 21",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.4004395,-3.6630289,True,https://www.idealista.com/obra-nueva/108119177/,"Descubre Vallecas III: Modernidad, Luz y Exclusividad en Puente de Vallecas. En DMARCHEE, expertos en promoción inmobiliaria y gestión de cooperativas, presentamos Vallecas III, un proyecto único en el corazón del barrio de Numancia, distrito Puente de Vallecas, Madrid. Este desarrollo destaca por su diseño contemporáneo, orientación privilegiada y su compromiso con la calidad de vida de sus residentes. El Proyecto Vallecas III está diseñado para quienes valoran la exclusividad y la funcionalidad en un entorno urbano. El edificio, orientado al sur, ofrece una excelente iluminación natural y vistas despejadas. Consta de: •7 viviendas de 2 dormitorios, diseñadas con distribución eficiente, ideales para parejas o familias. •2 espectaculares áticos de 2 y 3 dormitorios, que destacan por sus amplias terrazas y vistas privilegiadas, pensados para quienes buscan algo más que un hogar. •14 plazas de garaje, garantizando comodidad y seguridad para los residentes. Los acabados modernos y los materiales de alta calidad convierten cada vivienda en un espacio funcional, elegante y acogedor. La Zona: Numancia y Puente de Vallecas Situado en una zona de gran dinamismo y transformación, Vallecas III se beneficia de una ubicación estratégica con excelentes conexiones al centro de Madrid y a la M-30. El barrio cuenta con una amplia oferta de servicios: colegios, centros de salud, comercios y parques recientemente renovados. Numancia es un área que combina tradición y modernidad, con proyectos urbanos que han mejorado su calidad de vida, haciendo de este barrio una apuesta segura para el presente y el futuro. Ventajas de Vivir en Vallecas III •Orientación sur y espacios luminosos, maximizando el confort y la eficiencia energética. •Viviendas exclusivas en un edificio boutique que garantiza privacidad y tranquilidad. •Zona en constante crecimiento, ideal para quienes buscan un entorno con proyección y un valor añadido a su inversión. •Excelente conectividad con transporte público (metro y autobuses) y vías principales, para moverse fácilmente por la ciudad. En Vallecas III no solo encontrarás un hogar, sino una forma de vida que combina calidad, comodidad y un entorno en plena evolución. ¡Ven y descubre el lugar donde empieza tu nueva vida! Para más información, no dudes en contactarnos.  En DMARCHEE estamos comprometidos en ayudarte a construir tu futuro.",False,newdevelopment,True,True,False,3544.0,True,False,False,False,[],False,False,241000.0,€,flat,"Numancia, Madrid","Piso en calle Gonzalez Soto, 21",True,True,,
108119059,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/d9/43/1334411764.webp,1ºB,19,1,239000.0,flat,sale,70.0,True,2,1,"calle Gonzalez Soto, 21",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.4004395,-3.6630289,True,https://www.idealista.com/obra-nueva/108119059/,"Descubre Vallecas III: Modernidad, Luz y Exclusividad en Puente de Vallecas. En DMARCHEE, expertos en promoción inmobiliaria y gestión de cooperativas, presentamos Vallecas III, un proyecto único en el corazón del barrio de Numancia, distrito Puente de Vallecas, Madrid. Este desarrollo destaca por su diseño contemporáneo, orientación privilegiada y su compromiso con la calidad de vida de sus residentes. El Proyecto Vallecas III está diseñado para quienes valoran la exclusividad y la funcionalidad en un entorno urbano. El edificio, orientado al sur, ofrece una excelente iluminación natural y vistas despejadas. Consta de: •7 viviendas de 2 dormitorios, diseñadas con distribución eficiente, ideales para parejas o familias. •2 espectaculares áticos de 2 y 3 dormitorios, que destacan por sus amplias terrazas y vistas privilegiadas, pensados para quienes buscan algo más que un hogar. •14 plazas de garaje, garantizando comodidad y seguridad para los residentes. Los acabados modernos y los materiales de alta calidad convierten cada vivienda en un espacio funcional, elegante y acogedor. La Zona: Numancia y Puente de Vallecas Situado en una zona de gran dinamismo y transformación, Vallecas III se beneficia de una ubicación estratégica con excelentes conexiones al centro de Madrid y a la M-30. El barrio cuenta con una amplia oferta de servicios: colegios, centros de salud, comercios y parques recientemente renovados. Numancia es un área que combina tradición y modernidad, con proyectos urbanos que han mejorado su calidad de vida, haciendo de este barrio una apuesta segura para el presente y el futuro. Ventajas de Vivir en Vallecas III •Orientación sur y espacios luminosos, maximizando el confort y la eficiencia energética. •Viviendas exclusivas en un edificio boutique que garantiza privacidad y tranquilidad. •Zona en constante crecimiento, ideal para quienes buscan un entorno con proyección y un valor añadido a su inversión. •Excelente conectividad con transporte público (metro y autobuses) y vías principales, para moverse fácilmente por la ciudad. En Vallecas III no solo encontrarás un hogar, sino una forma de vida que combina calidad, comodidad y un entorno en plena evolución. ¡Ven y descubre el lugar donde empieza tu nueva vida! Para más información, no dudes en contactarnos.  En DMARCHEE estamos comprometidos en ayudarte a construir tu futuro.",False,newdevelopment,True,True,False,3414.0,True,False,False,False,[],False,False,239000.0,€,flat,"Numancia, Madrid","Piso en calle Gonzalez Soto, 21",True,True,,
108119096,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/2e/f8/1334411829.webp,1ºC,19,1,231000.0,flat,sale,68.0,True,2,1,"calle Gonzalez Soto, 21",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.4004395,-3.6630289,True,https://www.idealista.com/obra-nueva/108119096/,"Descubre Vallecas III: Modernidad, Luz y Exclusividad en Puente de Vallecas. En DMARCHEE, expertos en promoción inmobiliaria y gestión de cooperativas, presentamos Vallecas III, un proyecto único en el corazón del barrio de Numancia, distrito Puente de Vallecas, Madrid. Este desarrollo destaca por su diseño contemporáneo, orientación privilegiada y su compromiso con la calidad de vida de sus residentes. El Proyecto Vallecas III está diseñado para quienes valoran la exclusividad y la funcionalidad en un entorno urbano. El edificio, orientado al sur, ofrece una excelente iluminación natural y vistas despejadas. Consta de: •7 viviendas de 2 dormitorios, diseñadas con distribución eficiente, ideales para parejas o familias. •2 espectaculares áticos de 2 y 3 dormitorios, que destacan por sus amplias terrazas y vistas privilegiadas, pensados para quienes buscan algo más que un hogar. •14 plazas de garaje, garantizando comodidad y seguridad para los residentes. Los acabados modernos y los materiales de alta calidad convierten cada vivienda en un espacio funcional, elegante y acogedor. La Zona: Numancia y Puente de Vallecas Situado en una zona de gran dinamismo y transformación, Vallecas III se beneficia de una ubicación estratégica con excelentes conexiones al centro de Madrid y a la M-30. El barrio cuenta con una amplia oferta de servicios: colegios, centros de salud, comercios y parques recientemente renovados. Numancia es un área que combina tradición y modernidad, con proyectos urbanos que han mejorado su calidad de vida, haciendo de este barrio una apuesta segura para el presente y el futuro. Ventajas de Vivir en Vallecas III •Orientación sur y espacios luminosos, maximizando el confort y la eficiencia energética. •Viviendas exclusivas en un edificio boutique que garantiza privacidad y tranquilidad. •Zona en constante crecimiento, ideal para quienes buscan un entorno con proyección y un valor añadido a su inversión. •Excelente conectividad con transporte público (metro y autobuses) y vías principales, para moverse fácilmente por la ciudad. En Vallecas III no solo encontrarás un hogar, sino una forma de vida que combina calidad, comodidad y un entorno en plena evolución. ¡Ven y descubre el lugar donde empieza tu nueva vida! Para más información, no dudes en contactarnos.  En DMARCHEE estamos comprometidos en ayudarte a construir tu futuro.",False,newdevelopment,True,True,False,3397.0,True,False,False,False,[],False,False,231000.0,€,flat,"Numancia, Madrid","Piso en calle Gonzalez Soto, 21",True,True,,
108462583,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/ac/12/1349322991.webp,13383d74-bc58-4701-83fa-c7fa503169c5,35,7,4500000.0,flat,sale,426.0,True,7,4,calle de José Abascal,Madrid,Madrid,Chamberí,es,Almagro,40.4387504,-3.695936,False,https://www.idealista.com/inmueble/108462583/,"Amplia y luminosa vivienda de 426 m² situada en una finca señorial en una de las zonas más emblemáticas de Chamberí. Consta de 7 dormitorios y 4 baños, distribuidos en una generosa superficie ideal para adaptarla a las necesidades de familias numerosas o para quienes buscan una propiedad con grandes posibilidades de reforma. El interior destaca por su gran potencial para personalizar cada espacio, así como por la excelente entrada de luz natural y sus estupendas vistas de Madrid. Además, la propiedad es accesible para personas con movilidad reducida, lo que la convierte en una opción cómoda y funcional para todos los perfiles. Entre sus características interiores, cuenta con armarios empotrados, trastero, y un balcón privado perfecto para disfrutar del aire libre en pleno centro urbano. La vivienda incluye también la opción de plaza de aparcamiento, un valor añadido en esta zona de la ciudad. Características del edificio y zonas comunes La propiedad se encuentra en un edificio clásico con ascensor y servicio de portería, lo que garantiza seguridad y comodidad en el día a día. El portal y las zonas comunes conservan el encanto de la arquitectura tradicional, combinando elegancia y funcionalidad. Ubicación Ubicada en el exclusivo barrio de Almagro, dentro del distrito de Chamberí, esta vivienda se sitúa en una de las zonas más codiciadas de Madrid. Rodeada de embajadas, galerías de arte, colegios internacionales, restaurantes y boutiques, ofrece un entorno residencial de alto nivel con excelentes conexiones de transporte público. Una ubicación privilegiada que combina historia, cultura y calidad de vida.",False,renew,False,True,,10563.0,True,False,False,False,[],False,False,4500000.0,€,flat,"Almagro, Madrid",Piso en calle de José Abascal,True,True,,
109178936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/41/e1/1366600436.webp,cba98e1f-da85-45d1-a1b7-2b75a20c47e4,24,,330000.0,chalet,sale,120.0,,3,2,calle Navegación,Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3516579,-3.7187767,False,https://www.idealista.com/inmueble/109178936/,"Descubre este encantador adosado en Villaverde Alto, Casco Histórico de Villaverde.  Con 120 m², esta casa de tres dormitorios y dos baños se encuentra en buen estado. La propiedad ofrece confort y funcionalidad con aire acondicionado y cocina equipada.  Además, cuenta con un espacio de estacionamiento para tu comodidad diaria.  Disfruta de momentos al aire libre en tu jardín privado, un oasis personal en medio de la ciudad.  La casa tiene una certificación energética D, asegurando un equilibrio entre eficiencia y sostenibilidad.  El Casco Histórico de Villaverde Alto, en el distrito de Villaverde (Madrid), es una zona con ambiente tradicional y vida de barrio, donde conviven viviendas históricas con nuevas promociones residenciales. Cuenta con plazas, comercios locales y servicios de proximidad, además de buena conexión en transporte público gracias a metro, cercanías y varias líneas de autobús. Es un área tranquila y en transformación, con carácter propio y cercanía tanto a zonas verdes como a los ejes principales de la ciudad. No pierdas la oportunidad de vivir en un entorno histórico con todas las comodidades modernas.",False,good,False,,,2750.0,False,False,False,False,[],False,False,330000.0,€,chalet,"Villaverde Alto, Madrid",Chalet pareado en calle Navegación,True,True,semidetachedHouse,
108845301,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/8e/cf/1356800778.webp,W-030OX4,27,3,650000.0,flat,sale,58.0,True,2,1,calle de Ferrer del Río,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4337102,-3.6738401,False,https://www.idealista.com/inmueble/108845301/,"Luminosa vivienda situada en Ferrer del Río, una de las calles más tranquilas del barrio de Guindalera. Engel & Völkers presenta esta luminosa vivienda situada en una de las calles más tranquilas del barrio de Guindalera, en el distrito de Salamanca. Con 58 m² construidos, la propiedad se distribuye en dos dormitorios, un baño completo, y un acogedor salón-comedor. La cocina, completamente equipada, se encuentra separada, pero con un acceso muy fluido al área de comedor, lo que permite, si se desea, una fácil integración de ambos espacios. La vivienda goza de orientación sur, lo que garantiza una excelente entrada de luz natural durante gran parte del día. Se sitúa en una finca bien conservada, con portero físico y sin barreras arquitectónicas, lo que aporta comodidad y accesibilidad. Una opción ideal tanto para quienes buscan su primera vivienda en una zona residencial consolidada, como para inversores que desean una propiedad con alta demanda de alquiler, gracias a su ubicación y características. Este barrio con encanto, más conocido como La Guindalera, en el barrio Salamanca, enamora a todo aquel que se muda a sus calles por ser un barrio tranquilo, con encanto, personalidad y la magia de sus calles por su influencia cultural y vanguardista. Es una zona ideal en cuanto a comunicaciones con el resto de Madrid por el fácil acceso a la M-30 y a la A-2, y por la amplia dotación de transporte público que conecta con todo el centro de la capital. Encontrarás en la zona las líneas 2, 5, 7 del Metro de Madrid y múltiples líneas de autobuses. Está a escasos metros de la zona de ventas, calle Alcalá y Plaza Manuel Becerra, por lo que cuenta con una amplia gama comercial, oferta de ocio y cultura. La zona dispone de una gran oferta educativa de colegios concertados, colegios privados, guarderías y escuelas infantiles, así como comercios y supermercados. La zona ofrece diferentes opciones de parking público y privado por lo que el coche no será un problema. En la zona hay centros de salud, farmacias y tendrás muy cerca el Hospital de La princesa y Quirón.",True,good,False,False,,11207.0,True,False,True,False,[],False,False,650000.0,€,flat,"Guindalera, Madrid",Piso en calle de Ferrer del Río,,,,
108012439,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/f6/66/1331158964.webp,2º A,17,2,207000.0,flat,sale,68.0,True,2,1,"calle Vicente Carballal, 14",Madrid,Madrid,Villaverde,es,Butarque,40.353224,-3.6818186,True,https://www.idealista.com/obra-nueva/108012439/,"""Descubre Tu Nuevo Hogar en Villaverde Bajo: Modernidad, Accesibilidad y Conexión. Presentamos Villaba Homes, un proyecto residencial innovador en régimen de cooperativa en una zona en constante transformación, Villaverde Bajo. Este desarrollo ofrece viviendas modernas y funcionales, diseñadas para quienes buscan un hogar de calidad en una ubicación estratégica de Madrid. El Proyecto Villaba Homes destaca por sus espacios personalizables y acabados modernos. Cada vivienda combina diseño, estética y funcionalidad para adaptarse a tus necesidades, ofreciendo un entorno cómodo y de alta calidad. Características de las Viviendas: • Espacios de 2 y 3 dormitorios: Ideales para quienes desean comodidad y versatilidad en un entorno moderno y bien distribuido. • Áreas de estar abiertas: Espacios luminosos que conectan interior y exterior, diseñados para brindar una atmósfera acogedora. • Posibilidad de Trastero y Garaje para las primeras solicitudes. • Diseño contemporáneo y funcional: Materiales de calidad que destacan en cada espacio. La Zona: Villaverde Bajo, Conectividad y Transformación Villaba Homes está ubicado en un área bien comunicada, ideal para quienes valoran la accesibilidad y la cercanía a servicios. Villaverde Bajo está en constante desarrollo, con una mejora continua de su infraestructura y un aumento en servicios comerciales y recreativos. Ventajas de Vivir en Villaba Homes: • Acceso a servicios y colegios cercanos: Una ubicación conveniente para familias. • Zona en crecimiento: Villaverde Bajo es una apuesta segura para el futuro, con desarrollo constante y excelentes conexiones. • Conectividad con el centro de Madrid: Con acceso fácil a transporte público y vías principales, Villaba Homes ofrece cercanía y conexión con toda la ciudad. Un Estilo de Vida Ideal Villaba Homes no es solo una vivienda; es una inversión en calidad de vida. Cada espacio está diseñado para ofrecerte un ambiente de paz y comodidad, ideal para construir el hogar que siempre has deseado con tu familia. "".",False,newdevelopment,True,True,False,3044.0,True,False,False,False,[],False,False,207000.0,€,flat,"Butarque, Madrid","Piso en calle Vicente Carballal, 14",,,,
108012390,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/e6/be/1331158927.webp,1ºA,17,1,200000.0,flat,sale,66.0,True,2,1,"calle Vicente Carballal, 14",Madrid,Madrid,Villaverde,es,Butarque,40.353224,-3.6818186,True,https://www.idealista.com/obra-nueva/108012390/,"""Descubre Tu Nuevo Hogar en Villaverde Bajo: Modernidad, Accesibilidad y Conexión. Presentamos Villaba Homes, un proyecto residencial innovador en régimen de cooperativa en una zona en constante transformación, Villaverde Bajo. Este desarrollo ofrece viviendas modernas y funcionales, diseñadas para quienes buscan un hogar de calidad en una ubicación estratégica de Madrid. El Proyecto Villaba Homes destaca por sus espacios personalizables y acabados modernos. Cada vivienda combina diseño, estética y funcionalidad para adaptarse a tus necesidades, ofreciendo un entorno cómodo y de alta calidad. Características de las Viviendas: • Espacios de 2 y 3 dormitorios: Ideales para quienes desean comodidad y versatilidad en un entorno moderno y bien distribuido. • Áreas de estar abiertas: Espacios luminosos que conectan interior y exterior, diseñados para brindar una atmósfera acogedora. • Posibilidad de Trastero y Garaje para las primeras solicitudes. • Diseño contemporáneo y funcional: Materiales de calidad que destacan en cada espacio. La Zona: Villaverde Bajo, Conectividad y Transformación Villaba Homes está ubicado en un área bien comunicada, ideal para quienes valoran la accesibilidad y la cercanía a servicios. Villaverde Bajo está en constante desarrollo, con una mejora continua de su infraestructura y un aumento en servicios comerciales y recreativos. Ventajas de Vivir en Villaba Homes: • Acceso a servicios y colegios cercanos: Una ubicación conveniente para familias. • Zona en crecimiento: Villaverde Bajo es una apuesta segura para el futuro, con desarrollo constante y excelentes conexiones. • Conectividad con el centro de Madrid: Con acceso fácil a transporte público y vías principales, Villaba Homes ofrece cercanía y conexión con toda la ciudad. Un Estilo de Vida Ideal Villaba Homes no es solo una vivienda; es una inversión en calidad de vida. Cada espacio está diseñado para ofrecerte un ambiente de paz y comodidad, ideal para construir el hogar que siempre has deseado con tu familia. "".",False,newdevelopment,True,True,False,3030.0,True,False,False,False,[],False,False,200000.0,€,flat,"Butarque, Madrid","Piso en calle Vicente Carballal, 14",,,,
