propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108286649,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/a1/74/1339578321.webp,Pinto,100,bj,575000.0,flat,sale,228.0,True,4,2,calle Tomás Bretón,Madrid,Pinto,Teneria i - Teneria Ii,es,40.2557887,-3.6975505,False,https://www.idealista.com/inmueble/108286649/,"PELULOSAN Servicios Inmobiliarios vende esta estupenda vivienda en La Tenería II Pinto con PATIO de 80 metros cuadrados y ZONAS COMUNITARIAS compuesta por Zona Ajardinada, Piscina para adulto e infantil, Dos Pistas de Paddel, Zona Infantil, Sala para Junta de vecinos, Gimnasio, Conserje La vivienda está compuesta por hall de entrada, salón independiente de unos 25 metros cuadrados, cocina amplia equipada con acceso a PATIO PRIVATIVO de 80 metros cuadrados En el Patio se encuentra un Despacho cerrado Acristalado y Zona exterior con cerramiento de cortina de cristal, ambas estancias con aire acondicionado por conducto y acceso directo a Zonas Comunes.  Dispone de cuatro habitaciones, tres de ellos son individuales y uno doble con vestidor, dos cuartos de baño, uno de ellos en suite y una sala destinada a zona de lavado.  La vivienda se vende con DOS PLAZAS DE GARAJE ( con cargador eléctrico) Y TRASTERO. Acceso al Garaje desde el Ascensor.  Calefacción centralizada por suelos radiantes, termostatos individualizados en todas las habitaciones, aire acondicionado por conducto con conexión wifi, Toldos automáticos en el PATIO, Armarios empotrados en todas las habitaciones La Comunidad dispone de Placas Solares y las plazas de Garaje disponen de Cargador Eléctrico.  Para más información no dude en contactar con nosotros. Posibilidad de financiación. Estudio Totalmente gratuito y sin compromiso.",True,good,False,True,2522.0,False,False,True,False,[],False,False,575000.0,€,True,True,flat,"Teneria i - Teneria Ii, Pinto",Piso en calle Tomás Bretón,Destacado,,,,,,
107024678,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/28/fe/1300725479.webp,,20,2,1050000.0,duplex,sale,150.0,False,2,2,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,40.4324645,-3.687083,False,https://www.idealista.com/inmueble/107024678/,"Fantástico torreón de tres plantas + azotea terraza ideal de 30m, reformado a estrenar y amueblado por reconocida interiorista, con diseño vanguardista de gran calidad, ubicado en el patio de manzana de un precioso edificio clásico con buen portal y portero, en la calle Claudio Coello, área Salamanca-Castellana. Distribuido en 3 plantas + azotea de 30m2 cada una: -Planta baja, con salón-comedor con cocina integrada. -Planta semisótano, con suite de invitados, con espacio para cama doble y cuarto de baño con ducha. -Planta primera con gran vestidor y cuarto de baño con ducha y bañera. Planta segunda-altillo con dormitorio principal. -Planta cubierta con terraza con zona de estar y comedor. Todas las plantas se comunican por ascensor y escalera, salvo la terraza, que se accede a través de escalera. Toda la vivienda es luminosa gracias a sus amplios ventanales y orientación Sur y Oeste principalmente. Vistas a patio de manzana, ajardinado en parte. Ideal para solteros o parejas jóvenes como vivienda principal o para inversores, dada la alta demanda de alquiler en la zona. El precio incluye el mobiliario.",False,good,False,True,7000.0,True,False,False,False,[],False,False,1050000.0,€,,,flat,"Castellana, Madrid",Dúplex,Destacado,Castellana,duplex,,,,
108965752,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/e0/13/1360291205.webp,,24,,275000.0,chalet,sale,151.0,,3,2,Valdetorres de Jarama,Madrid,Valdetorres de Jarama,,es,40.6978536,-3.5168174,False,https://www.idealista.com/inmueble/108965752/,"ICS INMOBILIARIA les presenta EN EXCLUSIVA este magnifico ADOSADO de 151 m2 construidos PARA ENTRAR A VIVIR en VALDETORRES DE JARAMA  ¡Descubre tu nuevo hogar en Valdetorres de Jarama! Esta impresionante casa adosada de 151 m² construidos es el refugio perfecto para disfrutar de la vida en familia. Con tres alturas bien distribuidas,  - En la primera planta te recibe con un hall a mano izquierda una cocina impecable, equipada con muebles altos y bajos, ideal para los amantes de la gastronomía. El salón-comedor es espacioso y luminoso, perfecto para relajarte o recibir a amigos. Además, cuenta con aire acondicionado y acceso a un encantador patio de 30 m², donde podrás disfrutar de momentos al aire libre y un baño completo con plato de ducha. - En la segunda planta, encontrarás tres amplios dormitorios, todos con armarios empotrados que ofrecen un excelente espacio de almacenamiento. Un baño completo con bañera completa esta planta, garantizando comodidad para toda la familia. - En la buhardilla de 40 m² es un espacio diáfano que se adapta a tus necesidades: puede ser un dormitorio adicional, una sala de juegos o un área de trabajo, todo ello con aire acondicionado para tu confort. La casa cuenta con ventanas de aluminio Climalit correderas y puertas laminadas en roble, que aportan modernidad y calidez. La calefacción eléctrica asegura un ambiente acogedor durante todo el año. Su ubicación es inmejorable, con servicios básicos a la vuelta de la esquina: supermercados, colegio, polideportivo, bares y restaurantes, así como un centro de salud con urgencias. Con acceso rápido a la M-111 y la línea de autobús nº 197 hacia Madrid, esta casa es ideal para quienes buscan un equilibrio entre tranquilidad y conexión con la ciudad.  ¡No dejes pasar esta oportunidad y ven a visitarla!",False,good,False,,1821.0,False,False,False,False,[],False,False,275000.0,€,,,chalet,Valdetorres de Jarama,Chalet adosado,Destacado,,terracedHouse,,,,
109191438,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/99/07/1366990290.webp,Juan Peñalver,6,3,294000.0,penthouse,sale,122.0,True,3,2,CL JUAN PEÑALVER,Madrid,Madrid,Villaverde,es,40.3453764,-3.7155456,False,https://www.idealista.com/inmueble/109191438/,"Ático de 122 m² construidos, que se vende alquilado y al corriente de pago. Contrato de alquiler hasta julio de 2026.  Con ascensor. Ático en Villaverde Alto, a 8 minutos caminando de la estación de Metro Línea 3 Villaverde Alto. La vivienda está en la planta tercera y última y cuenta con una amplia terraza, distribuidos en varias habitaciones, salón-comedor, cocina, 1 baño y terraza muy amplia.  Cuenta con todos los servicios necesarios a su alrededor, como supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos. Autobuses 22, 79 y N14 Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad.",True,good,False,True,2410.0,False,False,False,False,[],False,False,294000.0,€,,,flat,"Villaverde Alto, Madrid",Ático en CL Juan Peñalver,Destacado,Villaverde Alto,penthouse,,,,
108916070,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/f4/ec/1358838941.webp,CAMYVENTLEGANES,22,1,369000.0,flat,sale,104.0,True,4,2,Barrio El Carrascal,Madrid,Leganés,El Carrascal,es,40.3402282,-3.7390361,False,https://www.idealista.com/inmueble/108916070/,"Si quieres vivir en una de las mejores zonas de Leganés, al lado del Parque de las Moreras y a cuatro minutos caminando del metro, con todos los servicios a pie de calle y muy bien comunicado con las principales carreteras, éste es tu próximo hogar. Un amplio piso de cuatro habitaciones y dos baños reformados con mucha luz natural (doble orientación y ventilación cruzada) y una distribución práctica y funcional. Su hall nos recibe y da paso a un salón con cocina integrada, te imaginas las largas sobremesas con familia y amigos? Al final del salón hay una habitación ahora unida al mismo pero muy fácil de tabicar y convertir en la cuarta estancia de la casa. Los otros tres dormitorios son muy luminosos, el dormitorio principal cuenta con baño en suite y zona de vestidor independiente. Los otros dos dormitorios comparten un baño completo con plato de ducha. La finca es muy tranquila, tiene amplios jardines y zona de aparcamiento al aire libre pero con barrera para los vecinos. Disponible ya, llámanos para organizar visita, te va a encantar! CAMYHOME. Compartimos ilusiones. Creamos hogares.",False,good,False,True,3548.0,True,True,False,False,[],False,False,369000.0,€,True,True,flat,"El Carrascal, Leganés",Piso,Destacado,El Carrascal,,,,,
108295139,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/c5/07/1339839305.webp,,71,1,248700.0,flat,sale,75.0,True,3,1,"Colonia Occidente, 9",Madrid,Madrid,San Blas,es,40.4442709,-3.5957903,True,https://www.idealista.com/inmueble/108295139/,"¡ SEÑALIZADO! INMOTORREJON A. DE PASCUAL VENDE EN EXCLUSIVA VIVIENDA EN EL BARRIO DE REJAS - PEGASO DE MADRID. La vivienda se distribuye en: 3 dormitorios, 1 baño completo, salón con terraza acristalada y cocina con terraza acristalada. El inmueble es un 1º SIN ASCENSOR. El estado de la vivienda es PARA ACTUALIZAR. Como características más reseñables cabe destacar: - Puerta de entrada blindada. - Puertas interiores de contrachapado. - Suelos de plaqueta. - Ventanas correderas de aluminio con cristal simple. - Terraza de salón y cocina acristaladas. - Orientación suroeste. - Vivienda totalmente exterior y de esquina. - Instalación eléctrica cambiada. - Agua caliente por termo eléctrico (termo nuevo recién puesto). - Acometida de gas natural hecha en el edificio y preparada para instalar en el interior de la vivienda si así se desea. - Fontanería en buen estado. - 1º SIN ASCENSOR.",False,good,False,False,3316.0,False,False,False,False,[],False,False,248700.0,€,,,flat,"Rejas, Madrid","Piso en Colonia Occidente, 9",Destacado,Rejas,,,,,
108558258,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/30/c2/1348421927.webp,SPV22416,18,2,257500.0,flat,sale,90.0,True,4,2,San José - Buenos Aires,Madrid,Pinto,San José - Buenos Aires,es,40.2361418,-3.6980497,False,https://www.idealista.com/inmueble/108558258/,"ALIA INMOBILIARIA VENDE. Vivienda de 4 dormitorios, FINCA CON ASCENSOR, 90 m2, cocina amueblada, suelos en gres, carpintería interior en sapelli, exteriores en aluminio, aire acondicionado bomba de calor en salón, calefacción central, baño completo con plato de ducha y aseo, armarios empotrados, TERRAZA y TRASTERO. Próximo a RENFE, comercios, zonas infantiles, deportivas, parques, paradas de autobús. Excelente situación. SIN COMISIONES PARA EL COMPRADOR. ESTUDIO ECONÓMICO Y GESTIÓN DE PRÉSTAMO GRATUITO. ASESORAMIENTO JURÍDICO, FISCAL Y FINANCIERO SIN COSTE.",True,good,False,True,2861.0,True,True,False,False,[],False,False,257500.0,€,,,flat,"San José - Buenos Aires, Pinto",Piso,Destacado,,,,,,
109004493,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/02/28/1361438134.webp,,31,,269000.0,chalet,sale,236.0,,4,2,calle de Aranjuez,Madrid,Colmenar de Oreja,,es,40.0784717,-3.4946995,False,https://www.idealista.com/inmueble/109004493/,"TECNOCASA VENDE ¡Descubre tu nuevo hogar en Urtajo, Colmenar de Oreja!  Esta impresionante casa INDEPENDIENTE de 236 m² construidos se sitúa en una amplia parcela de 966 m², ideal para disfrutar de la tranquilidad y el espacio que siempre has deseado. Con 4 HABITACIONES amplias y luminosas, cada rincón está diseñado para ofrecer comodidad y bienestar. Los armarios empotrados brindan un excelente almacenamiento, mientras que los 2 BAÑOS garantizan funcionalidad para toda la familia. Imagina pasar tus días en un gran patio que puede convertirse en el JARDIN de tus sueños o en un área de juegos para los más pequeños. Además, cuenta con una refrescante PISCINA que hará de tus veranos una experiencia inolvidable. Construida en 2004, esta propiedad se encuentra en muy buen estado y está equipada con CALEFACCIÓN por gas natural, asegurando un ambiente cálido y acogedor durante todo el año. La ubicación privilegiada te permite disfrutar de la paz del entorno rural sin renunciar a la cercanía de servicios y comodidades. Con plaza de garaje DOBLE y dos almacenes, tendrás todo el espacio que necesitas para tus pertenencias. No dejes pasar esta oportunidad única de adquirir una casa que combina confort, estilo y un entorno natural excepcional. ¡Ven a visitarla y enamórate de tu futuro hogar!",False,good,False,,1140.0,False,False,False,False,[],False,False,269000.0,€,True,True,chalet,Colmenar de Oreja,Casa independiente en calle de Aranjuez,Destacado,,independantHouse,,,,
108878947,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/13/9a/1357740634.webp,,39,3,1599000.0,flat,sale,187.0,True,3,4,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,40.4239358,-3.7005118,False,https://www.idealista.com/inmueble/108878947/,"Precioso piso de obra nueva con piscina en calle Fuencarral Fantástico piso en edificio de obra nueva de 2019, ubicado en la calle Fuencarral, zona Malasaña-Universidad, con espectaculares vistas 360 al skyline de Madrid. Edificio con piscina en la azotea, y zonas chill out, cuenta con portera y trastero. Posibilidad de comprar o alquilar garaje en las cercanías. Destaca por la luminosidad en todas sus estancias, y calidad de materiales en toda la vivienda. Distribuido en: Buen salón-comedor con cocina integrada con isla, totalmente equipada con electrodomésticos de primeras marcas, con 2 grandes ventanales a calle con preciosas vistas. Aseo de invitados. 3 amplios dormitorios en suite, los 3 con grandes ventanales a patios interiores luminosos en perfecto estado. Pasillo distribuidor de la entrada con 3 ventanales a patio. Calefacción y aire acondicionado por geotermia. Ibi: 1.100€/año. Gastos de Comunidad: 390€/mes. Posibilidad de comprar amueblado.",False,good,False,True,8551.0,True,False,False,False,[],False,False,1599000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso,Destacado,Chueca-Justicia,,,,,
108046318,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/2c/f5/1332220938.webp,26533,46,,229000.0,chalet,sale,132.0,,3,1,calle Algodor,Madrid,Colmenar de Oreja,,es,40.0757362,-3.5054134,False,https://www.idealista.com/inmueble/108046318/,"Chalet independiente con piscina, jardín y placas solares en urbanización Balcón del Tajo (Colmenar de Oreja) ¿Buscas tranquilidad, naturaleza y una vivienda con todas las comodidades? Este encantador chalet independiente en la urbanización Balcón del Tajo Oeste te ofrece todo eso.. . ¡y mucho más! La vivienda se asienta sobre una amplia parcela de 798 m², con una superficie construida total de 151 m², distribuidos en: Planta baja de 111 m² con salón con chimenea, cocina, 3 dormitorios y 1 baño completo. Planta semisótano de 19 m² destinada a un luminoso porche con vistas al jardín. Almacén adicional de 4 m² y una piscina de 17 m² ideal para disfrutar del verano. La parcela cuenta con una espectacular zona ajardinada, con chopos, álamos blancos, fuentes, y un pozo propio de 8 metros de profundidad. Todo el exterior está solado con piedra típica de Colmenar de Oreja. Equipamiento destacado: Chimenea en el salón para los días de invierno Aire acondicionado 8 placas solares que suministran electricidad a toda la vivienda, reduciendo el gasto energético Privacidad absoluta y un entorno donde solo se oye el canto de los pájaros. La urbanización cuenta con seguridad 24 horas, y se encuentra a solo 13 minutos de Aranjuez, con excelente conexión con la A-4 (Madrid - Córdoba) y línea de autobús cercana. Un lugar ideal para quienes buscan una vivienda para disfrutar todo el año o como segunda residencia rodeada de paz, naturaleza y confort [IW].",True,good,False,,1735.0,False,False,False,False,[],False,False,229000.0,€,,,chalet,Colmenar de Oreja,Casa independiente en calle Algodor,Destacado,,independantHouse,,,,
