propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108489703,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/c5/b0/1346437609.webp,CASant00030687112,3,272000.0,chalet,sale,72.0,3,1,CL HOGAR DE BELEN,Madrid,Madrid,es,40.4308976,-3.6279708,False,https://www.idealista.com/inmueble/108489703/,"ALQUILADO: oportunidad de inversión Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. Fecha de fin de contrato: 03/2026 Descripción Casa en Madrid, idóneo para familias. El inmueble consta de 72 m² construidos distribuidos en tres habitaciones, salón-comedor, cocina. Cuenta con todos los servicios necesarios a su alrededor, como la Clínica Universitaria Odontológica Universidad Alfonso X el Sabio, supermercados, bancos, bibliotecas, farmacias, oficinas de correos y la estación de metro Simancas. Cuenta con fácil acceso a M-40.",False,good,False,3778.0,False,False,False,False,[],False,False,272000.0,€,chalet,terracedHouse,"Simancas, Madrid",Chalet adosado en CL Hogar De Belen,Destacado,,,San Blas,Simancas,,,,284500.0,12500.0,4.0,
109155866,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/90/e4/1367753085.webp,,4,359000.0,flat,sale,50.0,2,2,calle de Botoneras s/n,Madrid,Madrid,es,40.4149889,-3.7067383,True,https://www.idealista.com/inmueble/109155866/,"Vivienda con Encanto en Edificio Histórico – Plaza Mayor Descubre esta joya única en pleno corazón de Madrid: una vivienda singular ubicada en un edificio histórico en la emblemática Plaza Mayor, libre de IBI y con una reforma integral de diseño, lista para entrar a vivir. Con una superficie de 50 m², esta propiedad combina a la perfección historia y modernidad. Dispone de un amplio dormitorio principal, un baño completo y un versátil espacio en altillo que puede funcionar como segundo dormitorio, despacho o zona de lectura. Totalmente exterior, la vivienda se inunda de luz natural durante todo el día, ofreciendo unas vistas privilegiadas del vibrante centro de la ciudad. Cada rincón ha sido cuidadosamente diseñado, respetando el carácter original del inmueble e incorporando acabados contemporáneos de alta calidad. Se entrega completamente amueblada, lo que la convierte en una opción ideal tanto para vivir como para invertir y comenzar a rentabilizar desde el primer día. Situada en una de las localizaciones más codiciadas de Madrid, la propiedad goza de acceso inmediato a una amplia oferta cultural, gastronómica y comercial, además de excelentes conexiones con el transporte público. Una oportunidad irrepetible en uno de los enclaves más icónicos de la capital.",False,good,False,7180.0,False,False,False,False,[],False,False,359000.0,€,flat,,"Sol, Madrid",Piso en calle de Botoneras s/n,Destacado,5,True,Centro,Sol,False,,,,,,
108791093,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/b4/a5/1355220893.webp,EMB-59,13,170000.0,studio,sale,15.0,0,1,calle de Canarias,Madrid,Madrid,es,40.4027614,-3.6939054,False,https://www.idealista.com/inmueble/108791093/,"NEGOHOME MADRID, ofrece estudio en una cuarta planta con ascensor, de unos 15 metros construidos según catastro, en la calle Canarias, a cuatro minutos de la estación del metro Palo de la Frontera (línea 3) a dos minutos de la cercanía Renfe Delicias (C-10) y a diez minutos caminando a la estación de Atocha. El estudio consta con cocina amueblada y equipada, baño con bañera y ventana que da un patio interior y la otra a un patio de manzana.  Ventilación cruzada. Tiene Aire acondicionado y calefacción central. IBI 80€ al año. Tiene suelo de tarimas flotante, paredes lisas y ventanas de aluminio. Tiene portero físico. La zona está rodeada de colegios, centros de salud, zonas verdes, mercados, bancos, tiendas, bares y restaurantes para deleite de visitantes y residentes. Para más información o visitarlo no dude en contactar con nuestro departamento comercial NEGOHOME MADRID GESTIÓN INMOBILIARIA.",False,renew,False,11333.0,False,False,False,False,[],False,False,170000.0,€,flat,studio,"Palos de la Frontera, Madrid",Estudio en calle de Canarias,Destacado,4,False,Arganzuela,Palos de la Frontera,True,,,,,,
107713456,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/a4/ce/1320589902.webp,IDE1280198,106,1250000.0,chalet,sale,325.0,6,5,Cortijo Sur,Madrid,Boadilla del Monte,es,40.4227353,-3.919634,False,https://www.idealista.com/inmueble/107713456/,"Chalet independiente en venta en el Cortijo Sur, Boadilla del Monte, Madrid.  Exclusiva y extraordinaria casa independiente de 325m² del año 2018 con un diseño exclusivo, calidades y confort con estilo único y sobre una parcela de 325 metros perfectamente consolidada. Esta impresionante casa de tres plantas se ubica en una de las zonas con más nuevas de Boadiila del Monte, rodeada de un entorno natural y único dentro de urbanización con zonas comunes.  Esta vivienda de lujo ofrece una alta calidad de vida y garantiza tranquilidad, La planta principal se distribuye en: Hall recibidor, baño completo con ducha, amplia cocina americana con bonita isla y zona office y con cristalera que permite una visión amplia del salón y zona de jardín. El salón se distribuye en zona de estar y zona de comedor con salida a porche cubierto, jardín y piscina.    En la primera se encuentra la zona de descanso, con tres dormitorios completos, el principal con baño en suite y vestidor. Otro baño completo que da servicio las restantes habitaciones.  La planta sótano consta de un amplio y diáfano espacio actualmente zona de estar tipo cine-bar, un dormitorio de servicio en suite, baño completo, otro dormitorio y trastero. La zona exterior tiene porche cubierto, zona de jardín con piscina salina, con salida a la urbanización   Esta casa independiente se construyó pensando en la importancia de la entrada de luz natural en todos sus ambientes, por lo que se puede disfrutar de una gran luminosidad en el interior. Cuenta con suelo radiante de gas natural y aire acondicionado por conducto. ,  Cuenta con garaje privado para dos coches. Urbanización con piscina.  Ubicación: Esta propiedad goza de parques, zona de senderismo, y apertura de un nuevo centro comercial. Cercano a colegios concertados y privados.  No pierdas la oportunidad de adquirir este chalet único, perfecto para disfrutar del estilo de vida que siempre has soñado.",False,good,False,3846.0,False,False,False,False,[],False,False,1250000.0,€,chalet,independantHouse,"Cortijo Sur, Boadilla del Monte",Casa independiente,Destacado,,,Cortijo Sur,,,,,,,,
106977331,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/73/32/1299289165.webp,cc224,37,238000.0,chalet,sale,160.0,4,3,Carabaña,Madrid,Carabaña,es,40.2508796,-3.2382477,False,https://www.idealista.com/inmueble/106977331/,"DP2020 vende fabuloso chalet adosado de esquina, situado en la localidad madrileña de Carabaña, con unas vistas espectaculares y rodeado de naturaleza. La vivienda esta distribuida en dos plantas. La planta baja cuenta con amplio y luminoso salón comedor, cocina independiente, aseo y un dormitorio. Tanto el salón como la cocina tienen acceso a una bonita terraza. La primera planta se distribuye en tres dormitorios y dos baños, de lo cuales uno en suites. El inmueble cuenta con un amplio sótano con posibilidad de adecuarlo a su gusto como sala de juegos, bodega, zona de ocio etc. Dispone de garaje privado. La calefacción y agua caliente es mediante caldera de gas propano, las ventanas son de aluminio con climalit, para un mejor aislamiento, . Dispone de armarios empotrados en todos los los dormitorios. Al tratarse de un chalet en esquina cuenta con parcela para disfrutar del aire libre Ubicado en una zona tranquila con excelentes medios de transporte y todos los servicios necesarios a tu alcance. ¡Ven a descubrir tu nuevo hogar! No pierdas la oportunidad de vivir en un entorno natural y bien comunicado. Infórmate y visita sin compromiso! DP2020 la inmobiliaria de las familias exigentes, tu inmobiliaria de confianza!",False,good,False,1488.0,False,False,False,False,[],False,False,238000.0,€,chalet,terracedHouse,Carabaña,Chalet adosado,Destacado,,,,,,True,True,,,,
107861521,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/3b/10/1344708953.webp,00012,26,444800.0,duplex,sale,72.0,2,2,Alcobendas Centro,Madrid,Alcobendas,es,40.5385483,-3.6353063,False,https://www.idealista.com/inmueble/107861521/,"INHOUSE INMOBILIARIA vende en Exclusiva vivienda tipo Ático Dúplex con terraza de 45 m2 en edificio Seminuevo, con piscina comunitaria. La vivienda además dispone de plaza de garaje y trastero de 5,5 m2. Está compuesta por dos dormitorios, un baño completo y un aseo, espectacular cocina tipo americana de primera calidad, dobles ventanas de aluminio climalit con mosquiteras, persiana salón motorizada, suelo de tarima AC7, carpintería de madera lacada en blanco, medianería con vecino y dormitorio principal completamente insonorizados, calefacción y ACS comunitaria de paneles solares con consumo individual y Aire Acondicionado en toda la casa. La terraza tiene una zona solarium con césped artificial de una sola pieza, sin juntas y la zona cubierta con cerramiento de aluminio tipo cortina cristal. Puedes Contactar con nosotros en el para concertar una visita.",False,good,False,6178.0,False,False,False,False,[],False,False,444800.0,€,flat,duplex,"Alcobendas Centro, Alcobendas",Dúplex,Destacado,2,True,Alcobendas Centro,,True,True,True,,,,
108035702,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/da/c6/1331874108.webp,,18,1050000.0,flat,sale,90.0,2,2,Barrio El Viso,Madrid,Madrid,es,40.450256,-3.68317,False,https://www.idealista.com/inmueble/108035702/,"EL VISO! . Se vende fantástico piso, completamente reformado de diseño, con calidades de alta gama en edificio pequeño de dos alturas, del emblemático barrio de El Viso.  Se compone de: - Amplio salón comedor, con dos balcones a la calle y ventana. - 2 dormitorios, el principal en suite con amplio vestidor. - dos baños  - cocina de diseño, totalmente acondicionada, con electrodomésticos de alta gama.  Edificio con un bonito y cuidado patio interior. Está ubicado en una de las mejores zonas de el Viso, rodeado de casas muy importantes y representativas. Muy cerca de calle Serrano, Paseo de la Habana y del IE. Cerca de toda clase de servicios, colegios, hospitales, supermercados, tiendas varias, restaurante, etc.  Techos altos Altas calidades de construcción. El Viso es un barrio del distrito de Chamartín, situado en la zona noreste de la ciudad de Madrid. Se compone de casas unifamiliares de dos pisos, muchas de las cuales fueron habitadas por intelectuales de la época.  Representa un rectángulo casi perfecto limitado por el Paseo de la Castellana, la Avenida de Concha Espina, la Calle del Príncipe de Vergara y la Calle de María de Molina. La renta per cápita de El Viso lo ha convertido en el barrio más rico de España y por tanto el más pudiente de la capital, superando al distrito de Salamanca. NO DEJE DE VISITAR ESTA FANTASTICA VIVIENDA!",False,good,False,11667.0,False,False,False,False,[],False,False,1050000.0,€,flat,,"El Viso, Madrid",Piso,Destacado,2,True,Chamartín,El Viso,False,,,,,,
109101484,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/b9/56/1364382029.webp,,23,161000.0,flat,sale,75.0,3,2,Reyes Católicos,Madrid,Alcalá de Henares,es,40.4770453,-3.3759461,False,https://www.idealista.com/inmueble/109101484/,"TECNOCASA agencia inmobiliaria de ALCALÁ DE HENARES - zona PUERTA DE MADRID - REYES CATÓLICOS, vende piso alquilado de 3 dormitorios con ASCENSOR en Avenida Reyes Católicos. El piso es exterior y cuenta con una superficie construida de unos 75 m2 aprox. Se compone de 3 dormitorios, amplio salón luminoso, baño completo + aseo y cocina completamente equipada con muebles altos y bajos. Dispone de calefacción central de gas natural. No dude en venir a verla porque puede ser lo que está buscando. Además le recordamos que le ayudamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON. Infórmese en nuestra oficina. MEJOR VERLO.",False,good,False,2147.0,False,False,False,False,[],False,False,161000.0,€,flat,,"Reyes Católicos, Alcalá de Henares",Piso,Destacado,1,True,Reyes Católicos,,True,,,,,,
102762813,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/27/0f/1166473548.webp,02472,14,995000.0,flat,sale,91.0,2,2,Barrio Lista,Madrid,Madrid,es,40.4307736,-3.6721295,False,https://www.idealista.com/inmueble/102762813/,"Infocasa Consulting pone a la venta: Acogedora vivienda exterior, luminosa, con reforma integral en una de las zonas más demandadas de Madrid ( Salamanca-Lista)  Barrio Salamanca, espacio tradicionalmente habitado por los élites políticas y económicas del país, convive con otras actividades como la empresarial, la diplomática y, especialmente la comercial, ya que es una de las áreas de moda de lujo más importantes de la capital. Aquí se localiza la ""Milla de Oro"", exclusiva área comercial donde están concentradas las tiendas de las marcas de lujo más prestigiosas: Chanel, Dior, Prada, Tiffany. No faltan las galerías de arte y los espacios dedicados a la cultura como la Fundación March o el Museo Lázaro Galdiano, sin olvidar la cercanía al Parque del Retiro, el gran pulmón verde del centro de Madrid.  Reforma integral realizada por el estudio de arquitectura Arctempus. Situado en la primera planta. Consta de 2 habitaciones y 2 baños, uno de ellos en suite. Se entrega totalmente equipado y amueblado con muebles de diseño hechos a medida, acabados en madera y una excelente iluminación mediante luces LED. No dude en llamarnos para concertar visita, estaremos encantados de atenderles. Les esperamos. -.",False,good,False,10934.0,True,False,False,False,[],False,False,995000.0,€,flat,,"Lista, Madrid",Piso,Destacado,1,True,Barrio de Salamanca,Lista,True,,,,,,
109002599,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/b5/45/1361371623.webp,1032,8,310000.0,flat,sale,35.0,2,1,calle de Narváez,Madrid,Madrid,es,40.4192225,-3.6769851,False,https://www.idealista.com/inmueble/109002599/,"Descubre este encantador piso en la zona de Ibiza, en el distrito de Retiro, una oportunidad única para crear tu hogar ideal en una ubicación privilegiada. Construido en 1930, este inmueble de 35 metros cuadrados ofrece un espacio funcional y lleno de potencial. Cuenta con dos dormitorios y un baño, perfectos para una pareja o una pequeña familia.  El piso se encuentra a reformar, permitiéndote diseñar cada rincón a tu gusto. Su orientación sur garantiza una excelente iluminación natural durante todo el día. Entre sus características destaca un patio interior que aporta luminosidad y un ambiente acogedor, además de un acceso adaptado para personas con movilidad reducida. La estructura de hormigón y las ventanas de madera aseguran una buena insonorización y durabilidad. Disfruta de la comodidad de un conserje y vigilancia 24 horas que brindan seguridad y tranquilidad. La propiedad cuenta con puertas de seguridad, suelo de gres y acabados en pintura gotelé y lisa, que ofrecen un toque clásico y versátil. La pintura interior en interior y la estructura sólida hacen de este piso una opción segura y con gran potencial para convertirlo en tu hogar soñado en el centro de Madrid. Cuando el detalle realmente importa.",True,renew,False,8857.0,False,False,False,False,[],False,False,310000.0,€,flat,,"Ibiza, Madrid",Piso en calle de Narváez,Destacado,2,False,Retiro,Ibiza,True,,,,,,
108345464,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/d2/c2/1341357401.webp,IDE1160529,65,4000000.0,chalet,sale,670.0,6,8,Las Lomas,Madrid,Boadilla del Monte,es,40.4287231,-3.8949892,False,https://www.idealista.com/inmueble/108345464/,"Chalet Independiente en venta en Las Lomas, Boadilla del Monte, Madrid VOhome Propiedades ofrece en exclusiva chalet independiente de ensueño con espectaculares vistas. Exclusiva y extraordinaria casa independiente de 690 m² con un diseño exclusivo, calidades y confort con estilo único y moderno en medio de un entorno de naturaleza viva sobre una parcela de casi 3000 m2 perfectamente consolidada. Esta impresionante casa de dos plantas se ubica en una de las zonas con más prestigio de Boadilla, urbanización Las Lomas. Esta vivienda de lujo ofrece una alta calidad de vida y garantiza tranquilidad y privacidad para sus residentes por su entorno exclusivo con vistas espectaculares. Es ideal para una familia que quiera disfrutar de amplias estancias, luminosidad, un espectacular espacio exterior con pista de pádel y futbol e impresionante zona de gimnasio.  Al entrar un amplio hall recibidor con aseo de cortesía. Desde el mismo, pasamos al salón que tiene cuatro ambientes que comparten el mismo espacio jugando con barreras físicas y visuales para independizar los ambientes y dotarlos de personalidad propia; una zona de estar junto a la zona de comedor, un acogedor espacio de juegos y una espectacular sala de cine.  Estos espacios únicos pueden ser personalizados por cada propietario para adaptarse a su estilo de vida y requisitos individuales. Maravillosa cocina office ideal para pasar tiempo en familia, además cuenta con amplia zona de lavadero. Desde la cocina accedemos a una terraza semicubierta con espacio multiusos que nos permite disfrutar de esta estancia durante casi todo el año. La zona de descanso se encuentra en la primera planta y cuenta con 5 amplios y cómodos dormitorios 4 de ellos en suite. Un baño completo que da servicio a la restante habitación. Destacamos del principal que cuenta con doble vestidor de gran amplitud, ideal para los amantes de la ropa.   Garaje con espacio suficiente para 4 coches. Apartamento exterior con cocina y baño. Esta casa independiente se construyó pensando en la importancia de la entrada de luz natural en todos sus ambientes, por lo que se puede disfrutar de una gran luminosidad en el interior. Desde varios puntos de la vivienda se accede a la zona exterior. Piscina salina, zona de solárium, una estupenda pista de futbol, además de espectacular pista de padel y zona de gimnasio con aseo. IDEAL PARA LOS AMANTES DEL DEPORTE. Y para los amantes de la barbacoa, una preciosa zona acristalada ideal para hacer uso durante todo el año. Cuenta de calefacción de gas natural por suelo y aire acondicionado por Split, por conductos y suelo refrescante en la planta primera. Destacamos que dispone de 48 placas solares que permiten un alto consumo y estabilidad con un bajo coste.    La zona posee buena conexión por la M-50, M-40, M-501 y M-503. Incluso también, por transporte público. La urbanización Las Lomas cuenta con seguridad 24hs. También posee extensas zonas verdes con circuito de aparatos biosaludables y una web de la comunidad de propietarios. Tiene numerosos colegios a minutos de distancia como el Trinity College, Virgen de Europa, ST.Michael School, Mirabal entre otros, así como también farmacia, bares, restaurantes, instalaciones deportivas, gimnasio David Lloyd a 3 minutos en coches y dos centros comerciales. No deje de consultar sobre este chalet independiente en Boadilla del Monte. ¡Le encantará! Contacte con nosotros para concertar una visita o solicitar más información. ¡No pierda la oportunidad! En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales, Notaría-Gestoría, Registro, y/o financiera). Puede contactar llamando a nuestra oficina en el  VOhome propiedades es tu inmobiliaria de confianza. En esta vivienda te la financiamos hasta el 100% del valor de compraventa según tu perfil.",False,good,False,5970.0,False,False,False,False,[],False,False,4000000.0,€,chalet,independantHouse,"Las Lomas, Boadilla del Monte",Casa independiente,Destacado,,,Las Lomas,,,True,True,,,,
84123065,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/9f/46/632647290.webp,7901,48,1800000.0,penthouse,sale,220.0,3,3,Barrio Guindalera,Madrid,Madrid,es,40.4334255,-3.6605297,False,https://www.idealista.com/inmueble/84123065/,"Excelente ático exterior situado en la mejor zona del distrito Salamanca-Guindalera, vivienda reformada con amplia terraza y garaje de acceso directo. El edificio dispone de piscina y gimnasio. Piso muy luminoso con amplias estancias para entrar a vivir en zona dotada de todo tipo de servicios. Exclusive World Home by inmomar intermediación, es una empresa joven y con experiencia, caracterizada principalmente por su transparencia, respeto, por un servicio personalizado, atento y exclusivo, con la finalidad de que nuestros clientes, compradores y vendedores, tengan un punto de encuentro donde puedan ver realizadas sus aspiraciones con las máximas garantías. Inmomar intermediación, es una inmobiliaria especializada principalmente en los distritos de salamanca, retiro, chamberí y chamartín, con un objetivo claro, seguir mejorando en la calidad de nuestros servicios.",False,good,False,8182.0,False,False,False,False,[],False,False,1800000.0,€,flat,penthouse,"Guindalera, Madrid",Ático,Destacado,7,True,Barrio de Salamanca,Guindalera,True,True,True,,,,
108617246,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/5a/90/1350071300.webp,IDE2190627,31,721000.0,chalet,sale,184.0,2,2,Villanueva de la Cañada,Madrid,Villanueva de la Cañada,es,40.4528647,-4.0028783,False,https://www.idealista.com/inmueble/108617246/,"VOhome propiedades ofrece sensacional chalet independiente de una sola planta en buen estado de conservación de 2 habitaciones y 2 baños completos, ubicado en un entorno privilegiado de Villanueva de la Cañada, con todas las comodidades y servicios a mano. El chalet se distribuye en un impresionante porche acristalado con grandes ventanales, que da paso al salón-comedor dividido en dos ambientes y que cuenta con chimenea tipo cassette. Lo completan un amplio recibidor con varios cuerpos de armarios empotrados, cocina independiente con office totalmente equipada, cuarto de lavandería y zona de descanso compuesta de dos dormitorios y dos baños completos, el principal en suite y con vestidor.  La zona exterior destaca por una magnífica piscina independiente, solárium de césped artificial, caseta de madera con aseo de cortesía y despacho, cenador, además de jardín de césped natural con riego automático, árboles frutales y área de aparcamiento con marquesina para 3 vehículos bajo techo con cancela de acceso motorizada.",False,good,False,3918.0,False,False,False,False,[],False,False,721000.0,€,chalet,independantHouse,"Villanueva de la Cañada, Villanueva de la Cañada",Casa independiente,Destacado,,,Villanueva de la Cañada,,,True,True,,,,
107719362,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/49/ec/1320786607.webp,DO12,27,160000.0,duplex,sale,105.0,2,2,Orusco,Madrid,Orusco,es,40.2852992,-3.2067613,False,https://www.idealista.com/inmueble/107719362/,"DP2020 vende hermoso dúplex en la tranquila localidad de Orusco, ideal para quienes buscan un hogar cómodo y eficiente cerca de Madrid. El inmueble se distribuye en dos plantas. La planta baja cuenta con un amplio salón, cocina independiente, un dormitorio, un baño completo y dos terrazas para disfrutar del aire libre. En la planta superior encontramos una habitación, un baño y una terraza con fantásticas vistas. El inmueble está equipado con placas solares, lo que garantiza el suministro de toda la electricidad de la casa de forma sostenible y económica.  Disfruta de un entorno natural, energía limpia y un hogar acogedor en una de las mejores zonas de la localidad. Con todos los servicios de primera necesidad al alcance, supermercado, colegio, farmacia etc. Infórmate y visita sin compromiso! DP2020 la inmobiliaria de las familias exigentes, tu inmobiliaria de confianza!",False,good,False,1524.0,False,False,False,False,[],False,False,160000.0,€,flat,duplex,Orusco,Dúplex,Destacado,2,True,,,False,,,,,,
108448466,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/e3/5f/1356155160.webp,,23,345000.0,flat,sale,60.0,2,1,Barrio Berruguete,Madrid,Madrid,es,40.4586208,-3.70538,False,https://www.idealista.com/inmueble/108448466/,"¡Tu nuevo hogar te está esperando! Luminoso, reformado y listo para entrar a vivir Descubre este precioso piso totalmente reformado, exterior y bañado por luz natural en cada rincón, gracias a sus amplias ventanas en todas las estancias. Cuenta con dos cómodas habitaciones con armarios empotrados, un baño moderno con plato de ducha, cuya ventana da a un encantador patio interior que aporta tranquilidad y ventilación natural. ideal para relajarte, al que se accede directamente desde la cocina. Ubicado en una zona residencial tranquila, pero perfectamente conectada: a pocos minutos andando de las estaciones de metro Estrecho y Francos Rodríguez, y a tan solo 15 minutos andando del pulmón verde de Madrid, la Dehesa de la Villa. Un entorno natural único con zonas ajardinadas, ideal para pasear, hacer deporte o disfrutar en familia. Perfectamente comunicado con centros educativos de prestigio como el IES Virgen de la Paloma, CES Don Bosco, Colegio Escuelas Santísimo Sacramento y Salesianos Estrecho, además de estar muy próximo a la Ciudad Universitaria. Y para los amantes del deporte, a un paso del Polideportivo Municipal Playa Victoria, con múltiples instalaciones para todas las edades. Llama y concierta tu visita.",False,good,False,5750.0,False,False,False,False,[],False,False,345000.0,€,flat,,"Berruguete, Madrid",Piso,Destacado,bj,True,Tetuán,Berruguete,True,,,,,,
108433870,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/a8/b8/1344740028.webp,IDE1030626,29,470000.0,flat,sale,108.0,3,2,Barrio Parque oeste - Fuente Cisneros,Madrid,Alcorcón,es,40.3484052,-3.8433353,False,https://www.idealista.com/inmueble/108433870/,"VOhome propiedades ofrece este maravilloso piso de 3 habitaciones en urbanización privada con piscina, con una ubicación ideal, próximo a todo tipo de servicios. La vivienda se distribuye en hall recibidor, amplio salón-comedor y cocina independiente con tendedero. La zona de descanso se compone de 3 dormitorios y 2 baños completos, uno de ellos en suite. Plaza de garaje y trastero incluidos en el precio. Urbanización privada que cuenta con servicio de conserjería, videovigilancia, piscina comunitaria y pista de pádel. Gastos: • Comunidad 141€ • IBI 650€ Nosotros: En VOhome, queremos que se sienta como en casa. Con más de 10 años de experiencia en el sector y un equipo de más de 150 profesionales, hacemos que la compra de su inmueble sea más fácil. Para ello, contamos con diferentes servicios, propios y externalizados, como son: • Departamento financiero que le asesora completamente gratis en la obtención de su hipoteca, buscando siempre las mejores condiciones. • Departamento de Arquitectura, Jurídico y Gestión de mudanzas y guardamuebles. • Departamento de reformas y decoración, para ayudarle a convertir su inmueble en el hogar ideal. Contacte con nosotros para concertar una visita o solicitar más información. ¡No pierda la oportunidad! En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales, Notaría-Gestoría, Registro, y/o financiera).",False,good,False,4352.0,False,False,False,False,[],False,False,470000.0,€,flat,,"Parque oeste - Fuente Cisneros, Alcorcón",Piso,Destacado,3,True,Parque oeste - Fuente Cisneros,Parque oeste - Fuente Cisneros,True,True,True,,,,
108608936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/ca/6d/1349853434.webp,,11,350000.0,flat,sale,67.0,1,1,"CL RIO, 6",Madrid,Madrid,es,40.4226272,-3.7111698,True,https://www.idealista.com/inmueble/108608936/,"Encanto Reformado en el Corazón de Palacio. Ubicado en una calle tranquila a tan solo 50 metros de Plaza de España, este piso reformado combina la calidez de una vivienda cuidada con la potencia de una ubicación inmejorable. Se encuentra en la Calle del Río, en pleno barrio de Palacio, rodeado de historia, arte y todos los servicios de la ciudad. Reformado hace apenas cuatro años, el inmueble está listo para entrar a vivir. La distribución es funcional y versátil: cuenta con dos habitaciones, un baño completo con ventilación natural, cocina equipada y un espacio de vida acogedor. Su orientación hacia un amplio patio interior le confiere tranquilidad y buena luz natural durante gran parte del día. El edificio, con ITE favorable, tiene prevista la instalación de ascensor en septiembre de este mismo año, lo cual aumentará su valor y comodidad en el corto plazo. Perfecto tanto como residencia habitual como para inversión sólida, este piso es una excelente oportunidad para quienes buscan vivir el centro de Madrid con estilo, confort y proyección. ✨ Detalles destacados: Reforma reciente (4 años) Entorno silencioso y luminoso Edificio clásico con ascensor en proceso ITE pasada favorablemente A un paso del metro, buses, teatros, comercios, jardines y vida cultural Un hogar con alma en el centro de Madrid. Déjate sorprender.",True,good,False,5224.0,False,False,False,False,[],False,False,350000.0,€,flat,,"Palacio, Madrid","Piso en CL Rio, 6",Destacado,3,False,Centro,Palacio,False,,,359000.0,9000.0,3.0,
102885874,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/1d/97/1170650844.webp,Malasaña-Universidad,14,919000.0,flat,sale,112.0,3,3,Barrio Malasaña-Universidad,Madrid,Madrid,es,40.426834,-3.7061794,False,https://www.idealista.com/inmueble/102885874/,"Infocasa Consulting pone a la venta: Acogedora vivienda exterior con balconada, reforma integral y completamente amueblada. Lista para entrar a vivir, o rentabilizar su inversión, en una de las zonas más demandadas de Madrid. El inmueble ha sido renovado por el estudio de Arquitectura Arctempus. Cuenta con tres habitaciones, dos de ellas con baño en suite y una cocina equipada con electrodomésticos de alta gama y tercer cuarto de baño. Se entrega completamente amueblada.  No dude en contactar con nosotros para concertar visita, estaremos encantados de atenderles. - Les esperamos. -.",False,good,False,8205.0,True,False,False,False,[],False,False,919000.0,€,flat,,"Malasaña-Universidad, Madrid",Piso,Destacado,1,True,Centro,Malasaña-Universidad,True,,,,,,
