propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,district,status,detailedType.subTypology,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
109218277,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/e4/f5/1367787250.webp,,1,3,230000.0,flat,sale,62.0,True,3,1,calle de Pinos Baja,Madrid,Madrid,es,40.469225,-3.704569,False,https://www.idealista.com/inmueble/109218277/,"Piso en Venta en Madrid ¡Vivienda Totalmente Reformada! - ¡OPORTUNIDAD DE INVERSION! Piso situado en la tercera planta del edificio, exterior muy luminoso. Distribuidos en salon, tres amplias habitaciones, baño y cocina. Se vende alquilado en 1.149€. Los inquilinos son solventes y no tienen ningún impago La zona es ideal tanto para vivir como para alquilar y tener una gran rentabilidad. El edificio no cuenta con ascensor. El piso se encuentra a 10 minutos del Valdeacederas. Todo tipo de servicios y comercios cercanos.",False,False,False,,3710.0,False,False,False,False,[],False,False,230000.0,€,,,flat,"Valdeacederas, Madrid",Piso en calle de Pinos Baja,Tetuán,good,,Valdeacederas,,,
105356014,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/83/02/1249620706.webp,2ºA,11,2,207900.0,flat,sale,60.0,True,1,1," Genil, 6",Madrid,Pinto,es,40.2404004,-3.6988888,True,https://www.idealista.com/obra-nueva/105356014/,"Últimas viviendas de 1 dormitorio en el centro de Pinto – Obra nueva edificio con ascensor. Promueve Oyrsa y comercializa Metroútil.  Ya solo quedan disponibles las últimas viviendas de 1 dormitorio en este exclusivo edificio de obra nueva en pleno centro de Pinto, Madrid, junto al Ayuntamiento, entre la Plaza de la Constitución y la Avenida de España. Disfruta de una ubicación privilegiada con conexión directa a Madrid, a solo 5 minutos de la estación de Cercanías y rodeado de todos los servicios: colegios, parques, comercios y centro de salud. Viviendas con calidades excepcionales: Ascensor Suelo laminado AC5 Baños con porcelánico de diseño Puertas lacadas en blanco y armario empotrado Ventanas PVC DVH con aislamiento térmico y acústico Aerotermia con suelo radiante para calefacción y refrigeración Iluminación LED de bajo consumo Zonas comunes con videovigilancia Precio cerrado, sin sorpresas. Ideal como primera vivienda o inversión. Entrega últmo trimestre 2026 � Llama hoy mismo y reserva tu piso antes de que se agoten.",True,True,True,False,3465.0,True,False,False,False,[],False,False,207900.0,€,,,flat,"Centro - Ayuntamiento, Pinto","Piso en Genil, 6",Centro - Ayuntamiento,newdevelopment,,,,,
108779931,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/b1/11/1354904562.webp,V-3,7,,511800.0,chalet,sale,287.0,,4,3,"calle Aries, 23",Madrid,Móstoles,es,40.3083977,-3.8506154,True,https://www.idealista.com/obra-nueva/108779931/,"Nueva promoción exclusiva en el Pau - 4 de Móstoles. JJhomes inversiones presenta una espectacular promoción de obra nueva iniciadas en régimen de cooperativa compuesta por 12 chalets únicos de 3 y 4 dormitorios adosados y 250 metros con aerotermia y suelo radiante diseñados para ofrecer el máximo confort, espacio y calidad de vida.   características destacadas:  - chalets de 3 y 4 dormitorios.  - amplias parcelas privadas con jardín.  - diseño moderno y funcional- primeras calidades en todos los acabados. - espacios luminosos y perfectamente distribuidos. - posibilidad de personalización.  ubicados en un entorno tranquilo, bien comunicado y rodeado de naturaleza, servicios, colegios públicos y privados, transporte público, acceso a vías principales y zonas comerciales. Entrega prevista próximamente! no pierdas la oportunidad de vivir en un chalet a estrenar en una de las mejores zonas del sur de Madrid!  solicita más información sin compromiso.  Posibilidad de financiación con el banco subrogado de la promotora.",False,True,,False,1783.0,True,False,False,False,[],False,False,511800.0,€,True,True,chalet,"Sur, Móstoles","Chalet pareado en calle Aries, 23",Sur,newdevelopment,semidetachedHouse,,,,
105356015,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/a9/35/1249620627.webp,3ºB,11,3,199500.0,flat,sale,60.0,True,1,1," Genil, 6",Madrid,Pinto,es,40.2404004,-3.6988888,True,https://www.idealista.com/obra-nueva/105356015/,"Últimas viviendas de 1 dormitorio en el centro de Pinto – Obra nueva edificio con ascensor. Promueve Oyrsa y comercializa Metroútil.  Ya solo quedan disponibles las últimas viviendas de 1 dormitorio en este exclusivo edificio de obra nueva en pleno centro de Pinto, Madrid, junto al Ayuntamiento, entre la Plaza de la Constitución y la Avenida de España. Disfruta de una ubicación privilegiada con conexión directa a Madrid, a solo 5 minutos de la estación de Cercanías y rodeado de todos los servicios: colegios, parques, comercios y centro de salud. Viviendas con calidades excepcionales: Ascensor Suelo laminado AC5 Baños con porcelánico de diseño Puertas lacadas en blanco y armario empotrado Ventanas PVC DVH con aislamiento térmico y acústico Aerotermia con suelo radiante para calefacción y refrigeración Iluminación LED de bajo consumo Zonas comunes con videovigilancia Precio cerrado, sin sorpresas. Ideal como primera vivienda o inversión. Entrega últmo trimestre 2026 � Llama hoy mismo y reserva tu piso antes de que se agoten.",True,True,True,False,3325.0,True,False,False,False,[],False,False,199500.0,€,,,flat,"Centro - Ayuntamiento, Pinto","Piso en Genil, 6",Centro - Ayuntamiento,newdevelopment,,,,,
108882542,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/e8/99/1357844438.webp,,13,1,283000.0,flat,sale,80.0,True,1,1,"calle de los Depósitos, 13",Madrid,Getafe,es,40.3132282,-3.725844,True,https://www.idealista.com/obra-nueva/108882542/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,True,True,False,3538.0,True,False,False,False,[],False,False,283000.0,€,True,True,flat,"Universidad, Getafe","Piso en calle de los Depósitos, 13",Universidad,newdevelopment,,,,,
109212250,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/3a/c2/1367600471.webp,,4,en,170000.0,flat,sale,35.0,True,1,1,avenida del Puente Cultural,Madrid,San Sebastián de los Reyes,es,40.5704635,-3.6095113,False,https://www.idealista.com/inmueble/109212250/,"MJM PROPERTY VENDE LOFT A ESTRENAR EN SAN SEBASTIÁN DE LOS REYES Ubicación: Dehesa Vieja - Puente Cultural | Una de las mejores zonas del norte de Madrid.  Presentamos una oportunidad única para adquirir este exclusivo loft de nueva construcción en San Sebastián de los Reyes. Diseñados con estilo moderno, materiales de alta calidad y excelente distribución, estos espacios ofrecen confort, funcionalidad y una excelente ubicación. Distribuido en 35 m2, salón comedor con cocina integrada con electrodomésticos de excelente calidad, dormitorio independiente, baño. Características básicas: Armarios empotrados Orientación sur Edificio Bajo exterior Con ascensor Equipamiento Aire acondicionado Ubicación: En una comunidad tranquila, rodeada de naturaleza y con excelentes servicios alrededor: Centro Deportivo Norte Real (gimnasio, spa, piscina) Restaurantes, supermercados, colegios y hospitales A pocos minutos del Centro Comercial Alegra y del Hospital Infanta Sofía Comunicaciones: Acceso directo a la A1 Parada de autobuses con conexión directa a Plaza de Castilla a 5 minutos caminando Estación de Metro Infanta Sofía a 15 minutos caminando Ideal tanto como residencia como para inversión, con una rentabilidad estimada superior al 7%. Gestionamos tu hipoteca consiguiendo hasta el 85% precio venta. Gastos y Honorarios de la inmobiliaria  No incluido en el precio. Para más información o para concertar una visita, ¡No dudes en contactar con nosotros!",False,False,True,,4857.0,True,False,False,False,[],False,False,170000.0,€,,,flat,"Dehesa Vieja-Puente Cultural, San Sebastián de los Reyes",Piso en avenida del Puente Cultural,Dehesa Vieja-Puente Cultural,good,,,,,
108779961,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/a1/2c/1354904827.webp,V-2,7,,486800.0,chalet,sale,296.0,,3,3,"calle Aries, 23",Madrid,Móstoles,es,40.3083977,-3.8506154,True,https://www.idealista.com/obra-nueva/108779961/,"Nueva promoción exclusiva en el Pau - 4 de Móstoles. JJhomes inversiones presenta una espectacular promoción de obra nueva iniciadas en régimen de cooperativa compuesta por 12 chalets únicos de 3 y 4 dormitorios adosados y 250 metros con aerotermia y suelo radiante diseñados para ofrecer el máximo confort, espacio y calidad de vida.   características destacadas:  - chalets de 3 y 4 dormitorios.  - amplias parcelas privadas con jardín.  - diseño moderno y funcional- primeras calidades en todos los acabados. - espacios luminosos y perfectamente distribuidos. - posibilidad de personalización.  ubicados en un entorno tranquilo, bien comunicado y rodeado de naturaleza, servicios, colegios públicos y privados, transporte público, acceso a vías principales y zonas comerciales. Entrega prevista próximamente! no pierdas la oportunidad de vivir en un chalet a estrenar en una de las mejores zonas del sur de Madrid!  solicita más información sin compromiso.  Posibilidad de financiación con el banco subrogado de la promotora.",False,True,,False,1645.0,True,False,False,False,[],False,False,486800.0,€,True,True,chalet,"Sur, Móstoles","Chalet pareado en calle Aries, 23",Sur,newdevelopment,semidetachedHouse,,,,
108779967,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/2f/3e/1354904711.webp,V-14,7,,539800.0,chalet,sale,348.0,,3,3,"calle Aries, 23",Madrid,Móstoles,es,40.3083977,-3.8506154,True,https://www.idealista.com/obra-nueva/108779967/,"Nueva promoción exclusiva en el Pau - 4 de Móstoles. JJhomes inversiones presenta una espectacular promoción de obra nueva iniciadas en régimen de cooperativa compuesta por 12 chalets únicos de 3 y 4 dormitorios adosados y 250 metros con aerotermia y suelo radiante diseñados para ofrecer el máximo confort, espacio y calidad de vida.   características destacadas:  - chalets de 3 y 4 dormitorios.  - amplias parcelas privadas con jardín.  - diseño moderno y funcional- primeras calidades en todos los acabados. - espacios luminosos y perfectamente distribuidos. - posibilidad de personalización.  ubicados en un entorno tranquilo, bien comunicado y rodeado de naturaleza, servicios, colegios públicos y privados, transporte público, acceso a vías principales y zonas comerciales. Entrega prevista próximamente! no pierdas la oportunidad de vivir en un chalet a estrenar en una de las mejores zonas del sur de Madrid!  solicita más información sin compromiso.  Posibilidad de financiación con el banco subrogado de la promotora.",False,True,,False,1551.0,True,False,False,False,[],False,False,539800.0,€,True,True,chalet,"Sur, Móstoles","Chalet pareado en calle Aries, 23",Sur,newdevelopment,semidetachedHouse,,,,
108564868,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/ef/13/1348596350.webp,T16,7,2,282409.0,flat,sale,131.0,True,3,2,"avenida de San Isidro, 2",Madrid,Navalcarnero,es,40.295346,-3.9944543,True,https://www.idealista.com/obra-nueva/108564868/,"En el Barrio San Isidro, Navalcarnero, presentamos un nuevo proyecto de 128 viviendas protegidas (VPPL), ideal para quienes buscan calidad y confort en un entorno privilegiado. Todas las viviendas cuentan con 3 y 4 dormitorios, diseñadas para ofrecer el máximo aprovechamiento del espacio. Este exclusivo residencial incluye zonas comunes con una amplia oferta de entretenimiento para toda la familia, que incluye una piscina para adultos y otra para niños, además de un área de juegos infantiles.  Tipos de viviendas: - Planta baja: con jardines privados que superan los 260 m². - Viviendas en altura: con terrazas de más de 50 m². - Áticos dúplex: con impresionantes terrazas que superan los 140 m². Cada vivienda incluye trastero y 1 o 2 plazas de garaje, brindando comodidad y espacio adicional. El diseño del proyecto destaca por su arquitectura atractiva y elegante, con una distribución moderna y funcional, ideal para disfrutar en familia. Este desarrollo se sitúa en una parcela de más de 15,000 m², pensada para ofrecer a sus residentes un entorno de vida tranquilo, rodeado de naturaleza y con todas las comodidades. ¡Un lugar perfecto para vivir!",True,True,True,False,2156.0,True,False,False,False,[],False,False,282409.0,€,True,True,flat,"La Dehesa - El Pinar, Navalcarnero","Piso en avenida de San Isidro, 2",La Dehesa - El Pinar,newdevelopment,,,,,
108882546,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/cd/1c/1357844435.webp,,13,bj,295000.0,flat,sale,70.0,True,2,1,"calle de los Depósitos, 13",Madrid,Getafe,es,40.3132282,-3.725844,True,https://www.idealista.com/obra-nueva/108882546/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,True,True,False,4214.0,True,False,False,False,[],False,False,295000.0,€,True,True,flat,"Universidad, Getafe","Piso en calle de los Depósitos, 13",Universidad,newdevelopment,,,,,
108882550,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/d5/48/1357844418.webp,,13,1,360000.0,flat,sale,95.0,True,2,1,"calle de los Depósitos, 13",Madrid,Getafe,es,40.3132282,-3.725844,True,https://www.idealista.com/obra-nueva/108882550/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,True,True,False,3789.0,True,False,False,False,[],False,False,360000.0,€,True,True,flat,"Universidad, Getafe","Piso en calle de los Depósitos, 13",Universidad,newdevelopment,,,,,
108887848,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/cd/1c/1357844435.webp,,13,3,338000.0,flat,sale,79.0,True,2,1,"calle de los Depósitos, 13",Madrid,Getafe,es,40.313265,-3.7258576,True,https://www.idealista.com/obra-nueva/108887848/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,True,True,False,4278.0,True,False,False,False,[],False,False,338000.0,€,True,True,flat,"Universidad, Getafe","Piso en calle de los Depósitos, 13",Universidad,,,,,,
109069445,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/19/ca/1364088772.webp,bf5d5a4b-ba5a-4d48-9f63-8eb4586ea036,30,1,199000.0,flat,sale,131.0,True,2,2,calle de los Baños,Madrid,Torres de la Alameda,es,40.4079984,-3.3668284,False,https://www.idealista.com/inmueble/109069445/,"No sé cobra comision al comprador. Dúplex con garaje y trastero en Torres de la Alameda Se vende amplio y luminoso dúplex en una de las mejores zonas de Torres de la Alameda, ideal para quienes buscan comodidad, espacio y tranquilidad a tan solo unos minutos de Madrid. La vivienda se distribuye en dos plantas: -Planta baja: cocina reformada con tendedero, aseo de cortesía y salón comedor muy luminoso con aire acondicionado. -Primera planta: dos dormitorios (uno de ellos con aire acondicionado) y un baño completo. Además, la vivienda incluye: -Trastero privado, perfecto para almacenaje. -Plaza de garaje incluida en el precio. -Suministro de gas natural en la finca. La ubicación es inmejorable, con transporte público directo: autobuses a Madrid (Línea 232) y a Alcalá de Henares (Línea 261), además de todos los servicios cerca: colegios, comercios, zonas verdes y centro de salud. Una oportunidad única de disfrutar de un hogar cómodo, moderno y bien comunicado en Torres de la Alameda. ¡Llámanos y ven a visitarlo!",False,False,False,,1519.0,False,False,False,False,[],False,False,199000.0,€,True,True,flat,Torres de la Alameda,Piso en calle de los Baños,,good,,,,,
105356011,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/7b/83/1249620705.webp,1ºA,11,1,196500.0,flat,sale,61.0,True,1,1," Genil, 6",Madrid,Pinto,es,40.2404004,-3.6988888,True,https://www.idealista.com/obra-nueva/105356011/,"Últimas viviendas de 1 dormitorio en el centro de Pinto – Obra nueva edificio con ascensor. Promueve Oyrsa y comercializa Metroútil.  Ya solo quedan disponibles las últimas viviendas de 1 dormitorio en este exclusivo edificio de obra nueva en pleno centro de Pinto, Madrid, junto al Ayuntamiento, entre la Plaza de la Constitución y la Avenida de España. Disfruta de una ubicación privilegiada con conexión directa a Madrid, a solo 5 minutos de la estación de Cercanías y rodeado de todos los servicios: colegios, parques, comercios y centro de salud. Viviendas con calidades excepcionales: Ascensor Suelo laminado AC5 Baños con porcelánico de diseño Puertas lacadas en blanco y armario empotrado Ventanas PVC DVH con aislamiento térmico y acústico Aerotermia con suelo radiante para calefacción y refrigeración Iluminación LED de bajo consumo Zonas comunes con videovigilancia Precio cerrado, sin sorpresas. Ideal como primera vivienda o inversión. Entrega últmo trimestre 2026 � Llama hoy mismo y reserva tu piso antes de que se agoten.",True,True,True,False,3221.0,True,False,False,False,[],False,False,196500.0,€,,,flat,"Centro - Ayuntamiento, Pinto","Piso en Genil, 6",Centro - Ayuntamiento,newdevelopment,,,,,
109176902,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/d0/23/1366545639.webp,6818,42,2,1070000.0,flat,sale,105.0,True,2,2,calle de Fernán González,Madrid,Madrid,es,40.4235056,-3.6738404,False,https://www.idealista.com/inmueble/109176902/,"HousinGo presenta vivienda exterior en Goya, una de las zonas más demandadas de Madrid, a pocos minutos del Movistar Arena y la estación de metro de Goya, rodeado de una excelente oferta comercial, cultural y gastronómica. Ubicada en la 2ª planta de una finca moderna de 1996 con servicio de ascensor y portería. Incluye plaza de parking.  Sus 105 m2, cuentan con una reforma reciente y se distribuyen en pasillo distribuidor con práctico armario gabanero, que nos conduce a todos las estancias. La zona social es independiente y diáfana con dos grandes ventanales exteriores que llena de luz natural y calidez la estancia; la cocina también independiente está amueblada y equipada con electrodomésticos, de esta, se accede a la zona de lavandería y tendedero interior. La zona de descanso, la forman dos dormitorios dobles, con armarios empotrados y ventanales exteriores, 2 baños completos con plato de ducha, uno de ellos en suite. Los pavimentos son porcelánicos, mármol y tarima de parquet. La vivienda está climatizada con Caldera de condensación Bosch GC4300iW 24/30 C 23, por Gas Natural, y Aire acondicionado por conductos Daikin RZQSG71L3V1B, 6.800 frig/h El Barrio de Salamanca es el distrito más selecto de Madrid y uno de los enclaves con mayor calidad de vida en Europa. Concebido a mediados del siglo XIX, sus majestuosas fachadas y amplias avenidas mantienen la elegancia y distinción propias de su época. Este histórico barrio no solo te fascinará por su rica oferta comercial, cultural y de ocio, sino también por su prestigiosa gastronomía. En sus calles se encuentran algunas de las embajadas más relevantes, así como monumentos icónicos como la Plaza de Colón o la Puerta de Alcalá. Además, alberga el renombrado espacio gastronómico Platea y la exclusiva “Milla de Oro” en la calle Serrano, donde se concentran las firmas más prestigiosas a nivel mundial. HousinGo, by David de Gea. Somos una agencia inmobiliaria especializada en la venta y alquiler de activos residenciales en zonas Prime de Madrid. Contamos con tres oficinas de atención al público, una en CALLE AYALA 62, otra en CALLE SERRANO 81, y otra en CALLE VELÁZQUEZ 117, en el Barrio de Salamanca. Por petición de algunos clientes, no publicamos una gran parte de nuestros inmuebles en portales inmobiliarios. Aunque la mayoría de nuestra cartera está en nuestra página web, frecuentemente tenemos nuevas oportunidades de inversión que se comercializan totalmente off-market. Si está interesado en alquilar, vender o comprar, puede contactarnos a través de nuestro teléfono fijo enviarnos un WhatsApp a o visitarnos en una de nuestras oficinas. Disponemos de un servicio de Call Center 24 horas al día, 365 días al año, para poder atenderles de manera ininterrumpida. .",False,False,True,,10190.0,True,False,False,False,[],False,False,1070000.0,€,True,True,flat,"Goya, Madrid",Piso en calle de Fernán González,Barrio de Salamanca,good,,Goya,,,
109211028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/6b/de/1367574648.webp,San Raimundo,52,en,750000.0,flat,sale,126.0,True,6,2,CL SAN RAIMUNDO,Madrid,Madrid,es,40.4511807,-3.7056063,False,https://www.idealista.com/inmueble/109211028/,"CALMA INMUEBLES les presenta este piso de lujo para alquiler por habitaciones de ensueño en pleno Barrio de Tetúan pero al lado del Barrio de Cahmberí que te aportará una rentabilidad superior al 4,50% neto anual con calidades de lujo para inversores conservadores. El espacio ofrece una superficie de 126 m2 construidos, aprovechando al máximo detalle su distribución. La zona de noche se compone de 6 amplias y acogedoras habitaciones de uso individual. Las habitaciones se alquilan en el entorno de los 700€ más gastos siendo una excelente inversión para un inversor conservador. Las zonas comunes están distribuidas con una cocina, con un diseño vanguardista y totalmente equipada además de por dos completos baños con ducha y muy funcionales. Gracias a su estratégica orientación y ubicación en el edificio, disfrutarás de una abundante iluminación natural en todas las áreas. Todas las habitaciones se entregan totalmente amuebladas con muebles de primer nivel, así como nevera individual, armario empotrado con luz y aire acondicionado en cada habitación. Ubicación inmejorable: Cuatro Caminos es uno de los ejes más dinámicos de Tetúan/Chamberí, con demanda constante de estudiantes y profesionales. El piso está rodeado de universidades como ICADE, CEU San Pablo, Nebrija, Minas y Comillas, hospitales de referencia como Fundación Jiménez Díaz, Hospital Clínico San Carlos y Hospital Universitario Central de la Cruz Roja, así como el centro financiero AZCA y algunos de los mejores restaurantes y espacios de ocio de la capital. Inviertes en un piso realizado con las mejores calidades del mercado garantizando una buena inversión. Trabajamos con marcas como Roca, Parador, Cortizo, Bticino, Mitsubishi.   Ofrecemos garantía postventa única en el sector y te entregaremos tu inversión con planos “as built” como si de obra nueva se tratase. En CALMA. es creamos hogares únicos e inversiones rentables.",True,False,True,,5952.0,False,False,False,False,[],False,False,750000.0,€,,,flat,"Bellas Vistas, Madrid",Piso en CL San Raimundo,Tetuán,good,,Bellas Vistas,,,
108882583,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/e8/99/1357844438.webp,,13,3,360000.0,flat,sale,87.0,True,1,1,"calle de los Depósitos, 13",Madrid,Getafe,es,40.3132282,-3.725844,True,https://www.idealista.com/obra-nueva/108882583/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,True,True,False,4138.0,True,False,False,False,[],False,False,360000.0,€,True,True,flat,"Universidad, Getafe","Piso en calle de los Depósitos, 13",Universidad,newdevelopment,,,,,
