propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
106586079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/2c/ac/1290771723.webp,V1391MAC,35,bj,2600000.0,duplex,sale,373.0,True,4,3,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4512245,-3.6812582,False,https://www.idealista.com/inmueble/106586079/,"John Taylor pone a la venta esta vivienda excepcional por su singularidad. Se trata de un dúplex de 373m² construidos con zonas comunes, 292m² de vivienda y un jardín de uso privativo de 222m² que hará de su disfrute un privilegio.  Distribuido en dos plantas, la planta de entrada tiene altura de entreplanta y con 155m² de vivienda se compone de un amplio salón con salida a una confortable sala de estar bajo un cerramiento acristalado en la terraza, un dormitorio principal con baño en suite y vestidor, dos dormitorios y un baño que comparten ambos dormitorios. Unas cómodas escaleras nos llevan a la planta baja de 137m² útiles que se distribuyen en distribuidor, con amplios armarios empotrados, desde el que acedemos aun estupenda cocina con zona de office, zona de servicio compuesta de dormitorio, baño y lavandería, por otro lado, tenemos una estupenda sala de estar o de juegos y un amplio comedor, que junto a un aseo de cortesía completan la planta. Mas allá de la amplitud de la vivienda, la joya de esta propiedad es su gran jardín de aproximadamente 210m² que rodea todo el piso y que nos hará sentir como si viviéramos en un chalet. Este jardín es de uso privativo de la vivienda, así como lo es también una zona para aparcamiento en superficie donde tienen cabida dos coches y desde el que se puede acceder al piso directamente sin pasar por el portal del edifico. La vivienda tiene orientación sur-este-norte y prácticamente toda ella da al jardín propio, por lo que es muy privada y silenciosa, también destacar que la planta baja está a nivel del jardín y no es sótano, por lo que las ventanas son grandes y están por encima del terreno, lo que le da también a esta planta una elevada luminosidad. La propiedad se encuentra en el distrito de Chamartín, barrio de Hispanoamérica, junto a zonas verdes como el Parque de Berlín, colegios, comercios y todo tipo de servicios, así como transporte público.",False,renew,False,True,6971.0,True,False,False,False,[],False,False,2600000.0,€,True,True,flat,"Bernabéu-Hispanoamérica, Madrid",Dúplex,duplex,,,,
109072406,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/14/1e/1363557470.webp,,20,4,300000.0,flat,sale,46.0,True,2,1,Barrio Concepción,Madrid,Madrid,Ciudad Lineal,es,Concepción,40.4317958,-3.6544534,False,https://www.idealista.com/inmueble/109072406/,"¡GRAN OPORTUNIDAD DE COMPRA! PISO DE 46m2 EXTERIOR  Agencia inmobiliaria de MADRID - zona EL CARMEN - CALLE ALCALA - ALCALDE LÓPEZ CASERO - JOSÉ VILLENA - AVENIDA DAROCA. CLICKHAUS. **PROXIMAMENTE PLANO** CLICKHAUS VENDE estupenda VIVIENDA en la zona de El Carmen con todos los servicios cerca. Se trata de una planta CUARTA, A REFORMAR, 2 DORMITORIOS, 1 DESPACHO, 1 CUARTO de BAÑO, COCINA y SALÓN. La FINCA cuenta con ASCENSOR. La vivienda cuenta con las siguientes características EXCEPCIONALES: - Exterior - Luminosa - Finca en gran estado de conservación - Ascensor El barrio de Ventas se caracteriza por su ambiente residencial y consolidado, con edificaciones que combinan construcciones modernas con otras más tradicionales. Es una de las zonas mejor comunicadas del distrito de Ciudad Lineal, con accesos por carretera (M-30, A-2) y por vías principales como la calle Alcalá, Alcalde López Casero y Avenida Daroca. Cuenta con una amplia oferta de comercios, incluyendo supermercados, farmacias, centros médicos, restaurantes y pequeños negocios de barrio. Las líneas de metro que dan servicio a este barrio son la línea 5, con la estación de El Carmen, y a pocos metros también la 2 y la 5, con la estación de Ventas, y líneas de autobús que permiten una conexión rápida con zonas clave como Manuel Becerra, el barrio de Salamanca y el parque de las Avenidas. ¡GRAN OPORTUNIDAD, MEJOR VER!  SARAI NAVA 6-9-6-2-0-9-4-6-5.",False,renew,False,True,6522.0,True,False,False,False,[],False,False,300000.0,€,,,flat,"Concepción, Madrid",Piso,,,,,
108537249,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/ac/00/1347827061.webp,FRRE-00413,19,2,93500.0,flat,sale,56.0,True,2,1,CL TEJEDORES,Madrid,Madrid,San Blas,es,Amposta,40.4298649,-3.6179821,False,https://www.idealista.com/inmueble/108537249/,"Oportunidad inmueble sin posesión, no se puede visitar. Propio para inversores o vecinos que conozcan el inmueble. Disponemos de una amplia cartera de inmuebles sin posesión en madrid y en toda españa. Propio, pequeño y gran inversor. Madrid es un municipio y una ciudad de españa. La localidad, con categoría histórica de villa, es la capital del estado y de la comunidad de madrid. En su término municipal, el más poblado de españa, su población es de 3 416 771 habitantes (ine 2024), constituyéndose como la segunda ciudad más poblada de la unión europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,False,1670.0,False,False,False,False,[],False,False,93500.0,€,,,flat,"Amposta, Madrid",Piso en CL Tejedores,,,,,
83454202,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/9a/fb/618324845.webp,8008,14,4,2390000.0,flat,sale,160.0,True,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4299521,-3.6845676,False,https://www.idealista.com/inmueble/83454202/,"Espectacular inmueble en el exclusivo barrio de Recoletos junto al Parque del Retiro. Se trata de una vivienda recién reformada de diseño con las mejores calidades del mercado, una maravillosa combinación del estilo clásico junto a un estilo moderno. Se distribuye en un salón comedor con tres grandes ventanas a la calle, cocina totalmente equipada con electrodomésticos de alta gama, dos dormitorios amplios, el principal cuenta con cuarto de baño en suite y vestidor.  La vivienda se entrega totalmente reformada y amueblada, pudiendo utilizarse como domicilio particular o para su explotación en alquiler temporal o turístico. Destacar una memoria de calidades excelente en la que podemos encontrar maderas nobles, techos altos con molduras, domótica.. . Sin duda un hogar especial en una ubicación privilegiada. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,14938.0,False,False,False,False,[],False,False,2390000.0,€,True,False,flat,"Recoletos, Madrid",Piso,,40000.0,,,
103340602,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/18/61/1187097927.webp,67084,22,6,12500000.0,flat,sale,570.0,True,5,6,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4330929,-3.6858846,False,https://www.idealista.com/inmueble/103340602/,"Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, vende impresionante vivienda en uno de los edificios de obra nueva más emblemáticos del Barrio de Salamanca. Edificio Lagasca 99 La vivienda con orientación oeste (sol de tarde) se distribuye en hall, zona social con salón comedor y sala de estar, cocina, lavandería y cuarto y baño de servicio, aseo de cortesía y zona de noche con un gran dormitorio principal con su cuarto de baño en suite y walking-closet y otros 3 dormitorios, uno con su cuarto de baño en suite y los otros dos compartiendo un cuarto de baño. En el precio de venta se incluyen 2 plazas de garaje en la propia finca y un trastero. El edificio cuenta con amenities, como piscina de nado cubierta, gimnasio, British club, roof-garden con piscina exterior y maravillosa terraza con pérgolas que se puede reservar para eventos privados. Servicio concierge y seguridad 24 horas. Oportunidad única de adquirir una vivienda singular en uno de los edificios más tops de Madrid, proyectado por el prestigioso arquitecto Rafael de La-Hoz. El barrio de Salamanca es una de las zonas residenciales y comerciales más apreciadas de Madrid, y con mayor nivel de vida de toda Europa. El barrio toma su nombre de José de Salamanca y Mayol, el Marqués de Salamanca, que promovió y dirigió su construcción a mediados del siglo XIX, llevada a cabo durante el reinado de Isabel II. Se forjó para las clases aristocráticas y burguesas, con grandes avenidas en distribución regular en forma de damero con calles perpendiculares, en torno a las que se articulan tiendas y comercios de lujo, y grandiosos palacetes, en uno de los cuales vivió el escritor sevillano Gustavo Adolfo Bécquer. En la actualidad, hablamos de una zona dinámica y segura, de grandes aceras, con una interesante vida, gracias a que es el epicentro de las tiendas lujo de la capital, conocida también por la “Milla de Oro”, donde tienen su sede las firmas más prestigiosas del mundo. También concentra un elevado número de Embajadas en edificios decimonónicos con gran valor arquitectónico. Y encontramos los establecimientos de hostelería más cosmopolitas de la capital, como el famoso “Platea Madrid” que es el centro de ocio gastronómico más grande de Europa. La cercanía al Parque del Retiro, le proporciona la etiqueta, de ser unos de los mejores barrios para vivir de Madrid. Álvora Capital Properties con más de 20 años de experiencia cuenta con un grupo de profesionales altamente cualificados con una amplia vocación de servicio, dedicados a asesorar a nuestros clientes en la gestión de inmuebles situados en las mejores zonas de Madrid. Visite nuestra web corporativa contamos con un gran porcentaje de inmuebles no publicados en los portales inmobiliarios.",False,good,False,True,21930.0,False,False,False,False,[],False,False,12500000.0,€,True,True,flat,"Castellana, Madrid",Piso,,,,,
108720764,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/2e/b8/1353135457.webp,,44,bj,445000.0,flat,sale,126.0,True,2,2,calle de Nanclares de Oca,Madrid,Madrid,San Blas,es,Rejas,40.4445958,-3.5742626,False,https://www.idealista.com/inmueble/108720764/,"Piso planta baja de 100 m2 más terraza-jardín de 26 m2 con gran garaje de acceso directo por ascensor a planta, el piso da al interior de la urbanización ( no a la calle), la cual tiene vigilancia 24h con cámaras de seguridad, piscina con cesped, parque infantil y zona para juegos.  Consta de salón con acceso directo a la terraza jardín, dos habitaciones, 2 baños ( uno en suite), cocina, tendedero, puerta de seguridad y alarma. El piso esta dentro de una urbanización de buenas calidades de construcción, techos altos, maleteros en pasillo, grandes armarios empotrados y dispone de aire acondicionado por splits. Esta en la mejor zona de las Mercedes- Rejas, junto a Leroy Merlin, Makro, Plenilunio ( Mercadona, Media Markt, cines,... ) transporte publico casi en la puerta y muy bien comunicado por carreteras A-2, M-22 y M-40. Zona residencial con parques en la zona, guarderias,.. . No dude en contactarnos para más información.",True,good,False,True,3532.0,True,True,False,False,[],False,False,445000.0,€,True,True,flat,"Rejas, Madrid",Piso en calle de Nanclares de Oca,,,,,
108668336,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/4e/18/1351633731.webp,,19,5,280000.0,flat,sale,81.0,True,2,2,CL ALERCE,Madrid,Madrid,Usera,es,12 de Octubre-Orcasur,40.3653512,-3.693589,False,https://www.idealista.com/inmueble/108668336/,"¡Descubre tu nuevo hogar en el barrio de SAN FERMIN Madrid! Este encantador piso de 75 m² útiles se encuentra en una urbanización tranquila y segura, ideal para disfrutar de la vida en la ciudad. Con dos amplios dormitorios y dos baños, este espacio está diseñado para ofrecer comodidad y funcionalidad. La distribución cuadrada permite aprovechar al máximo cada rincón, mientras que la orientación oeste garantiza abundante luz natural durante todo el día. Ubicado junto a la boca de metro San Fermín, tendrás acceso inmediato a una excelente comunicación con el resto de la ciudad. Además, la zona cuenta con todos los servicios y equipamientos necesarios para facilitar tu día a día. La cocina, equipada con un pequeño balcón, es perfecta para disfrutar de momentos agradables mientras cocinas. El edificio cuenta con doble ascensor y una plaza de garaje incluida en el precio de venta. Los gastos de comunidad son inferiores a 70€ y gastos de IBI anual de 300 Euros aprox, lo que hace que este piso sea una opción muy atractiva. No dejes pasar la oportunidad de visitar este inmueble en buen estado, construido en 2001. ¡Tu nuevo hogar te espera!",False,good,False,True,3457.0,False,False,False,False,[],False,False,280000.0,€,True,True,flat,"12 de Octubre-Orcasur, Madrid",Piso en CL Alerce,,,305000.0,25000.0,8.0
109175981,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/fc/5e/1366520715.webp,,50,,2200000.0,chalet,sale,330.0,,5,4,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5021015,-3.6377904,False,https://www.idealista.com/inmueble/109175981/,"CO Property os presenta este fantástico chalet pareado dentro de urbanización privada con piscina adulto e infantil, parque, club social, zonas verdes y seguridad 24h. Distribución:   Según accedemos a la vivienda se encuentra un hall recibidor y un aseo de cortesía. De frente se encuentra un gran salón comedor muy amplio con cocina completamente amueblada. Desde el salón salimos al porche con jardín perfectamente cuidado. Subiendo las escaleras se encuentra la zona de descanso, que cuenta con 3 dormitorios, el principal en suite con vestidor y los otros dos comparten un baño. Uno de los dormitorios cuenta con salida a una coqueta terraza. La buhardilla cuenta con una habitación con un baño completo y salida a la terraza. La planta baja o semisótano cuenta con una habitación a la que se le puede dar varios usos, un patio ingles y garaje para 3 coches.",False,good,False,,6667.0,False,False,False,False,[],False,False,2200000.0,€,True,True,chalet,"Encinar de los Reyes, La Moraleja",Chalet pareado,semidetachedHouse,,,,
108549221,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/06/cc/1365739168.webp,13129,39,3,3900000.0,flat,sale,300.0,True,5,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4219315,-3.6830893,False,https://www.idealista.com/inmueble/108549221/,"Álvora Capital Properties, estudio de arquitectura y consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les ofrece esta vivienda ubicada en una de las calles más codiciadas de Madrid destaca por su agradable terraza acristalada y su magnífica distribución. Esta fantástica propiedad para reformar combina amplitud, luminosidad y una distribución equilibrada. Situada en una tercera planta exterior con orientación norte, la zona de día dispone de un amplio salón y comedor dividido en dos estancias y conectados a la terraza cubierta. La cocina amplia y muy bien aprovechada incluye zona de office y se encuentra totalmente equipada. La zona de noche cuenta con cinco dormitorios y tres baños completos. Cuenta con doble acceso, principal y de servicio. Actualmente cuenta con zona de servicio completa. La vivienda se encuentra en buen estado, aunque ofrece una excelente oportunidad de reforma para adaptarla a las necesidades y preferencias de su futuro propietario.  Entre sus características destacan los suelos de parquet y armarios empotrados de gran capacidad.  El precio incluye trastero y plaza de garaje de acceso directo en el mismo edificio. El edificio dispone de servicio de portería, acceso adaptado, dos ascensores y un montacargas, garantizando comodidad y facilidad en el día a día. El edificio ofrece servicio de portería, acceso adaptado, dos ascensores y un montacargas, garantizando comodidad y facilidad en el día a día.",False,good,False,True,13000.0,False,False,False,False,[],False,False,3900000.0,€,True,True,flat,"Recoletos, Madrid",Piso,,,,,
107576936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/92/f2/1316691399.webp,M-147,17,,270000.0,chalet,sale,88.0,,2,2,"calle de la Virgen de los Dolores, 28",Madrid,Móstoles,Coimbra - Guadarrama,es,,40.3149213,-3.9375707,True,https://www.idealista.com/inmueble/107576936/,"� Viviendas pareadas sostenibles en autopromoción – Móstoles En Pasa a tu Casa inmobiliaria ofrecemos dos parcelas de 252 m² en la Urbanización Parque de Guadarrama (Móstoles), con proyecto de vivienda pareada totalmente personalizable. Disfruta de un entorno natural único a pocos minutos de Madrid, con diseño moderno, eficiencia energética clase A y jardín privado. Dos opciones de vivienda: � 1 planta: 88 m² construidos, 2 hab. , 2 baños. Desde 270.000 €. Precios sin impuestos � 2 plantas: 126 m² construidos, 4 hab. , 3 baños. Desde 325.000 €. Precios sin impuestos Incluye: ✔ Proyecto de obra y entrega llave en mano ✔ Aislamiento avanzado, aerotermia por conductos y paneles solares ✔ Acabados y distribución a tu medida ✔ Vallado frontal, cimentación de losa unos 100m2 y terreno acondicionado Ubicación: A pocos pasos del Parque Natural ""El Soto"" y la Vía Verde Móstoles-Almorox, ideal para actividades al aire libre. ¿Por qué elegir esta vivienda? Trato directo y personalizado Alta eficiencia energética y ahorro a largo plazo Inversión segura en zona en crecimiento Una oportunidad para construir tu hogar sostenible y a tu medida, sin renunciar a la comodidad de estar cerca de Madrid.",False,good,False,,3068.0,True,False,False,False,[],False,False,270000.0,€,,,chalet,"Coimbra - Guadarrama, Móstoles","Chalet pareado en calle de la Virgen de los Dolores, 28",semidetachedHouse,,,,
108882823,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/90/f9/1357853262.webp,1703,47,,1565000.0,chalet,sale,389.0,,5,8,Santo Domingo,Madrid,Santo Domingo,,es,,40.6255576,-3.579766,False,https://www.idealista.com/inmueble/108882823/,"Gentile Home RE/MAX presenta esta extraordinaria vivienda unifamiliar situada en una de las urbanizaciones privadas más consolidadas y cotizadas del norte de Madrid. Se trata de una propiedad completamente actualizada en 2019, que combina diseño contemporáneo, eficiencia energética y confort absoluto en cada rincón. Distribuida en tres plantas, la vivienda ofrece espacios generosos y bien conectados. En la planta principal encontramos un amplio salón-comedor con chimenea y techos a doble altura, grandes ventanales que inundan el espacio de luz natural, una cocina de diseño con isla central, electrodomésticos Smeg, nevera Gaggenau y zona office acristalada abierta al jardín —con posibilidad de ampliación en 88 metros cuadrados adicionales—, despacho, aseo de cortesía y un dormitorio en suite con vestidor y baño completo con ducha y bañera. La planta superior alberga dos grandes dormitorios en suite, cada uno con su propio vestidor y baño privado, además de una sala de estar ideal como zona de lectura o biblioteca, abierta al salón principal. La planta inferior cuenta con un segundo salón con acceso independiente —perfecto como zona de juegos, sala de ocio o incluso vivienda independiente—, otros dos dormitorios en suite, cuarto de lavandería, sala de armarios, despensa y sala de máquinas. La parcela, totalmente llana y ajardinada, ofrece un entorno de privacidad y bienestar. Dispone de piscina climatizada orientada al sur con cobertura eléctrica automatizada controlada a través de una aplicación, sauna seca para cuatro personas, zona de barbacoa con horno de pizza y cenador cubierto, baño exterior, garaje cerrado, cargador para coche eléctrico y toldo automático en la zona de piscina, también activado desde una aplicación. Las persianas automáticas y el sistema de alarma completan el equipamiento de seguridad y confort. El sistema de climatización por aerotermia con suelo radiante y refrescante, junto con las placas solares y la carpintería de alta gama, aseguran un excelente aislamiento térmico y eficiencia energética. Vivir en esta zona es disfrutar de tranquilidad, seguridad y una excelente calidad de vida, a solo cinco minutos a pie del centro comercial de la urbanización, que cuenta con centro médico, tiendas, restaurantes, supermercado, ferretería, frutería, clínica veterinaria. Además, la zona ofrece fácil conexión con Madrid, transporte público, amplias zonas verdes y una excelente oferta educativa: muy cerca se encuentran el colegio internacional SEK y el colegio Trinity, y dentro de la propia urbanización hay un colegio público, lo que la convierte en una opción ideal para familias. Para más información o concertar una visita, contáctanos.",False,good,False,,4023.0,True,False,False,False,[],False,False,1565000.0,€,True,True,chalet,Santo Domingo,Casa independiente,independantHouse,,,,
109191495,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/99/1b/1366987613.webp,,27,bj,375000.0,flat,sale,84.0,True,3,2,calle de la Cabeza,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4114981,-3.7041147,False,https://www.idealista.com/inmueble/109191495/,"¡Universo Homes vende magnífica oportunidad! Situado en la histórica y vibrante calle Cabeza, en pleno corazón del distrito Centro de Madrid, este magnífico piso de 3 dormitorios y 2 baños representa una excelente oportunidad tanto para quienes buscan una residencia principal como para inversores. La vivienda se caracteriza por sus espacios amplios y bien distribuidos. Cuenta con aire acondicionado y sistema de climatización por bomba de calor, garantizando el confort durante todo el año. Se entrega completamente amueblada y equipada, lista para entrar a vivir, tal como se aprecia en las imágenes. La ubicación es privilegiada: a escasos minutos caminando de la Plaza Mayor, el mercado de San Miguel, y rodeada de una oferta cultural, gastronómica y comercial inigualable. El entorno, cercano a la Plaza de Tirso de Molina y al barrio de La Latina, permite disfrutar de la auténtica vida madrileña con sus mercados, terrazas y rincones llenos de historia. Las comunicaciones son excelentes, con las estaciones de metro Tirso de Molina (L1) y La Latina (L5) muy próximas, además de múltiples líneas de autobús que conectan con toda la ciudad. Una vivienda con carácter, lista para entrar a vivir y situada en una de las zonas con mayor demanda de Madrid. Visite sin compromiso. Solicite más información y/o cita previa en el teléfono o al correo electrónico. En Universo Homes podemos resolver todas tus dudas y te ayudamos a encontrar financiación. Realizamos todo tipo de trámites: inscripciones, herencias, cancelaciones hipotecarias, CEE. Universo Homes, somos tu agencia de confianza, con un equipo joven y dinámico. ¡Nos encontramos en la calle Mayor nº4!",False,good,False,False,4464.0,False,False,False,False,[],False,False,375000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de la Cabeza,,,,,
108798819,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/e7/0d/1355470077.webp,FB18,53,1,2100000.0,flat,sale,233.0,True,4,4,Barrio Jerónimos,Madrid,Madrid,Retiro,es,Jerónimos,40.4062922,-3.6877197,False,https://www.idealista.com/inmueble/108798819/,"Belton Real Estate ofrece piso reformado en la zona de Los Jerónimos, junto al Parque del Retiro. Características principales: Superficie construida: 233m2 Distribución: 4 dormitorios | 3 baños completos | 1 aseo de cortesía La vivienda destaca por su distribución funcional y luminosa. La zona de día se compone de un espacioso salón-comedor de planta abierta, con grandes ventanales que ofrecen vistas despejadas a un jardín, aportando tranquilidad y luz natural durante todo el día, además, la vivienda dispone de un aseo de cortesía junto a la entrada principal, ideal para invitados. La cocina, totalmente equipada con electrodomésticos de alta gama y una isla central. La lavandería es un espacio independiente. La zona de descanso está compuesta por cuatro dormitorios amplios, todos con armarios empotrados. Dos de ellos disfrutan de baño en suite, mientras que el tercero comparte un baño completo situado en el pasillo. Otras características destacadas: Vistas a jardín, muy tranquilo y bien cuidado. Plaza de garaje incluida en el precio, de fácil acceso y gran tamaño. Trastero en la misma finca, perfecto para almacenaje adicional. Gimnasio comunitario totalmente equipado Servicio de portería y seguridad. Ubicado en una de las zonas más codiciadas y exclusivas de Madrid, este magnífico piso en el barrio de Los Jerónimos ofrece una combinación inigualable de elegancia clásica, comodidad contemporánea y calidad de vida excepcional. A escasos metros del emblemático Parque del Retiro.",False,good,False,True,9013.0,False,False,False,False,[],False,False,2100000.0,€,True,True,flat,"Jerónimos, Madrid",Piso,,,,,
108569300,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/cd/13/1348725283.webp,SOW405,34,,1450000.0,chalet,sale,250.0,,4,5,El Soto de la Moraleja,Madrid,La Moraleja,El Soto de la Moraleja,es,,40.525306,-3.6335429,False,https://www.idealista.com/inmueble/108569300/,"MO Inmobiliaria presenta este exclusivo Chalet adosado reformado recientemente, y situado a escasos metros de los principales colegios nacionales e internacionales, en El Soto de la Moraleja. La vivienda cuenta con 250 m² construidos y distribuida en tres plantas más sótano, completamente reformado para ofrecer el máximo confort y funcionalidad. Se encuentra en una de las zonas más demandadas, ideal para familias que buscan tranquilidad sin renunciar a los servicios. La vivienda cuenta con cuatro habitaciones y cinco baños, todos ellos distribuidos de manera inteligente para aprovechar al máximo cada espacio. En la planta principal se ubica un amplio salón con chimenea, ideal para crear un ambiente cálido y acogedor, además de una moderna cocina y acceso directo al jardín, el cual fue reformado íntegramente en 2023, ofreciendo una zona exterior perfecta para disfrutar al aire libre. En la primera planta es la principal zona de descanso, que en su origen contaba con tres dormitorios, pero al realizar la reforma se han habilitado dos amplios dormitorios con baño en suite, todos con armarios empotrados y excelente luminosidad gracias a su orientación sureste.  En la buhardilla es un dormitorio adicional con baño completo, perfecto como una zona independiente, despacho o sala de juegos. El sótano ofrece un gran valor añadido, con un dormitorio amplio, aseo, cuarto de lavandería y trastero, lo que permite múltiples usos y gran capacidad de almacenaje.  La calefacción individual por gas natural garantiza confort térmico durante todo el año. La urbanización cuenta con zonas comunes, jardín, piscina y parque infantil, una vivienda lista para entrar a vivir, reformada con gusto y con todos los espacios necesarios para adaptarse a la vida moderna.",False,good,False,,5800.0,True,False,False,False,[],False,False,1450000.0,€,True,True,chalet,"El Soto de la Moraleja, La Moraleja",Chalet adosado,terracedHouse,,,,
108614474,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/f8/ec/1349991660.webp,1070-VRVergara,20,4,1100000.0,flat,sale,135.0,True,3,1,calle del Príncipe de Vergara,Madrid,Madrid,Chamartín,es,Ciudad Jardín,40.4433163,-3.6765154,False,https://www.idealista.com/inmueble/108614474/,"Apartamento en Chamartín, con 135 m² construidos, 118 m² útiles, 3 dormitorios, 1 baños, 1 aseos, 1 garaje/s, buen estado, exterior, planta 4, 1 terraza(s), cocina independiente, trastero, ascensor, orientación sureste, 1975, portero, 9 plantas del edificio. Estupendo piso de 118 m2 útiles, El piso esta compuesto por tres dormitorios de los cuales el dormitorio principal con orientación este. Un salón-comedor con orientación sur con acceso a una grande terraza en L, un baño y un aseo grande que se puede convertir fácilmente en segundo baño y cocina office grande en la vivienda. Los suelos son de parqué salvo en la cocina. Calefacción central y aire acondicionado. La vivienda tiene el atractivo de los años 70 cuya agradable sensación se hace sentir apenas entrar en la vivienda, por lo tanto una reforma de la cocina y de los baños son suficientes. Para los amantes de un estilo más moderno la distribución y las grandes dimensiones del piso nos sugiere muchas opciones de reforma. La finca dispone de portero físico y varios ascensores. Garaje en cesión incluido. La vivienda situada en la calle Príncipe de Vergara cual situada en el distrito de Chamartín, en donde sientan diversos estilos arquitectónicos, desde el neoclasicismo hasta el modernismo. con edificios de estilo que hacen del barrio un lugar agradable para pasear.  La calle está bien conectada con el resto de la ciudad gracias a varias estaciones de metro, como Cruz del Rayo línea 9 y la línea 4, líneas de autobús 29 y 52 a un paso. Puntos de interés cercanos: Auditorio Nacional de Música sede de la Orquesta Nacional de España. Hospital Universitario San Francisco de Asis, intercambiador de avenida de América. Estadio Bernabéu y Paseo de la Castellana.  La información, o cualquier de los datos de este anuncio pueden sufrir modificaciones/actualizaciones por mandato de la propiedad o por exigencias comerciales.",False,good,False,True,8148.0,True,True,False,False,[],False,False,1100000.0,€,True,True,flat,"Ciudad Jardín, Madrid",Piso en calle del Príncipe de Vergara,,,,,
108521992,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/83/c5/1347401574.webp,,13,4,1589000.0,flat,sale,134.0,False,3,2,"calle del Conde de Peñalver, 92",Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4339375,-3.6746911,True,https://www.idealista.com/inmueble/108521992/,"¡Descubre tu nuevo hogar en el corazón del barrio de Salamanca! Este bonito y acogedor piso, en proceso de reforma, diseño moderno, elegante y acogedor, con una superficie construida de 134 m² y 106 m² útil. es, 14m de terraza. En el diseño y la reforma se ha pensado principalmente en dotarlo de la mayor comodidad y funcionalidad. El piso cuenta con un amplio y bonito salón comedor con cocina americana, completamente equipada con electrodomésticos de ultima generación. Desde estas estancias se puede acceder a una preciosa terraza de 14metros, que se abren a un luminoso patio de manzana, donde disfrutarás de la tranquilidad y del sol de la mañana gracias a su orientación este.  La propiedad cuenta con tres dormitorios, el principal con baño en suite y vestidor. Así mismo, hay un segundo dormitorio doble y un tercer dormitorio individual, con otro baño completo. Aire acondicionado, calefacción central, suelos porcelánicos de alta calidad y techos altos de 3 metros que aportan una sensación de amplitud. Ubicado en una de las zonas más comerciales del barrio, tendrás acceso a todos los servicios necesarios: colegios, hospitales, líneas de metro y autobuses, supermercados y comercios. El edificio cuenta con portero físico, dos ascensores y gastos de comunidad razonables que incluyen calefacción central y agua caliente.  Alta demanda de alquiler gracias a su ubicación, servicios y conexiones de transporte. Ideal para rentabilidad a medio y largo plazo en un distrito muy demandado. Las imágenes-renders, son orientativos y pueden variar.",False,good,False,True,11858.0,True,False,False,False,[],False,False,1589000.0,€,,,flat,"Lista, Madrid","Piso en calle del Conde de Peñalver, 92",,,,,
