propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107615275,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/f5/1c/1317682498.webp,AR02992,21,5,1709000.0,flat,sale,164.0,True,3,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4254007,-3.6742985,False,https://www.idealista.com/inmueble/107615275/,"Ubicada en el prestigioso barrio de Salamanca - Goya, esta propiedad en obra ofrece un diseño moderno y funcional con una excelente distribución de espacios. Con 164 metros catastrales y 132 metros construidos, destaca por su amplitud y luminosidad. La vivienda cuenta con tres habitaciones, tres baños, balcón y un amplio salón con cocina equipada, proporcionando un entorno cómodo y sofisticado. Además, dispone de calefacción comunitaria y aire acondicionado, asegurando confort en cualquier época del año. La inclusión de un cuarto de lavado añade practicidad al hogar, mientras que su ubicación privilegiada en una de las zonas más demandadas de Madrid la convierte en una excelente oportunidad de inversión. Características: Piso Planta 5ºº Exterior Superficie construida: 164 m2, Superficie útil: 132 m2 3 Dormitorios, 2 Baños en suite, un baño adiccional. Cocina equipada integrada en el comedor y un cuarto de lavandería aparte Terraza de 7 m2 Calefacción comunitaria Aire acondicionado Año construcción: 1964 Portero físico Estado de conservación: Reformado Amueblado  Edificio de 6 plantas, 2 vecinos por planta Portero situación: EXTERIOR P. V. P: 1709000.",False,good,False,True,10421.0,True,False,False,False,[],False,False,1709000.0,€,True,True,flat,"Goya, Madrid",Piso,,,,,
92121575,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/49/02/831497734.webp,ay1132,13,6,2250000.0,flat,sale,171.0,True,4,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4273656,-3.6796551,False,https://www.idealista.com/inmueble/92121575/,"Fortuny Real Estate presenta espectacular inmueble recién reformado ubicado en un edifico clásico de principios de siglo con portal señorial.  Desde el hall de entrada pasamos a una zona de salón comedor, muy luminosa gracias a dos ventanas y balcón a la calle. Tras el salón, tenemos una cocina con zona de office, totalmente equipada con electrodomésticos de alta gama. Un distribuidor nos da acceso a la zona de noche, compuesta por un dormitorio principal con un agradable balcón al patio interior ajardinado y luminoso con baño en suite, y dos dormitorios más que comparten un baño, uno de los dormitorios es exterior. Además cuenta con dormitorio y cuarto de baño de servicio / despacho o habitación adicional. Tiene techos altos con molduras, suelo de pino melis, radiadores de la época y vidrieras emplomadas. Gracias a la gran calidad y estilo de la reforma realizada esta propiedad es el hogar perfecto: luz, amplios espacios y ubicación privilegiada junto al parque del Retiro. Posibilidad de adquirir una plaza de garaje a escasos metros de la finca. Tiene trastero. Portero físico. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,13158.0,False,False,False,False,[],False,False,2250000.0,€,True,False,flat,"Goya, Madrid",Piso,,40000.0,,,
109192106,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/93/19/1367003406.webp,,33,,1200000.0,chalet,sale,330.0,,4,4,Viñas Viejas,Madrid,Boadilla del Monte,Viñas Viejas,es,,40.4145988,-3.896829,False,https://www.idealista.com/inmueble/109192106/,"*** POSIBILIDAD DE FINANCIAR EL 100 % DE SU CRÉDITO HIPOTECARIO ***  Descubre tu nuevo hogar en Boadilla del Monte, un espléndido chalet pareado que lo tiene todo. Disfruta de la paz y la seguridad de una de las zonas más demandadas, sin renunciar a la cercanía de las mejores zonas comerciales, colegios de prestigio y opciones de ocio. Este chalet destaca por su excelente distribución: - En la planta principal, un luminoso salón, un dormitorio y un baño, ideal para quienes buscan comodidad. - En la primera planta, el espacio se maximiza con tres dormitorios, . El principal con su propio baño en suite, ofrece un rincón privado de relax, mientras que otro baño atiende a los dos dormitorios restantes. - Una buhardilla diáfana en la segunda planta te da la libertad de crear el espacio que siempre soñaste. - El sótano, funcional y completo, alberga la cocina, un práctico lavadero, un aseo, un trastero y el garaje. No dejes pasar este oportunidad de vivir en un entorno de ensueño.",False,good,False,,3636.0,False,False,False,False,[],False,False,1200000.0,€,True,True,chalet,"Viñas Viejas, Boadilla del Monte",Chalet pareado,semidetachedHouse,,,,
108843955,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/10/f1/1356761977.webp,,54,,935000.0,chalet,sale,270.0,,5,3,LUXEMBURGO,Madrid,Villaviciosa de Odón,Centro,es,,40.3639065,-3.9143426,False,https://www.idealista.com/inmueble/108843955/,"¡Te presentamos esta fantástica propiedad en Villaviciosa de Odón! Chalet pareado en excelente estado, ubicado en una de las zonas más demandadas de Villaviciosa de Odón. La vivienda se distribuye en tres plantas y cuenta con 270 m² construidos sobre una parcela de 300 m². Planta principal: Amplio recibidor. Cocina totalmente equipada con electrodomésticos incluidos. Aseo de cortesía. Espacioso salón-comedor con salida directa a la terraza, donde se encuentra un jacuzzi (incluido en la propiedad). Gran despacho con vistas a la entrada de la vivienda, ideal para teletrabajo. Primera planta: 3 dormitorios con armarios empotrados. La habitación principal dispone de un gran vestidor y baño en suite. Baño completo con plato de ducha que da servicio a las otras dos habitaciones. Originalmente la vivienda contaba con 4 dormitorios; actualmente uno se ha incorporado al dormitorio principal como vestidor, pero se puede volver fácilmente a su distribución original. Planta sótano: Amplio garaje con capacidad para dos coches, bicicletas o motos, y espacio adicional de trastero. Habitación adicional junto al garaje, ideal como trastero, sala de juegos o habitación de invitados. Características destacadas: Suelos de madera. Carpintería de aluminio oscilobatiente con doble acristalamiento y rotura de puente térmico. Calefacción por gas natural. Aire acondicionado centralizado. Año de construcción: 2009. Jardín con césped artificial y lateral con piedra y vegetación consolidada. Iluminación en patio trasero y lateral. Sin gastos de comunidad. Todos los electrodomésticos y el jacuzzi están incluidos en la venta. Ubicación: A pocos minutos del centro urbano, de la Universidad Europea de Madrid, y de prestigiosos colegios como Casvi y Agora Madrid International School. Muy cerca también de la Ciudad Financiera de Boadilla del Monte, con excelentes conexiones por carretera y transporte público. Villaviciosa de Odón se ha convertido en uno de los destinos favoritos para familias e inversores gracias a su entorno seguro, su amplia oferta comercial, y su cercanía con Madrid (a tan solo 30 minutos del centro). No dejes pasar la oportunidad de conocer este fabuloso chalet. ¡Contáctanos para concertar tu visita!",False,good,False,,3463.0,True,False,False,False,[],False,False,935000.0,€,True,True,chalet,"Centro, Villaviciosa de Odón",Chalet pareado en Luxemburgo,semidetachedHouse,,,,
108766813,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/e7/c1/1354536802.webp,FP-Z3SA,21,2,200000.0,flat,sale,49.0,True,1,1,Barrio Tres Olivos - Valverde,Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.4948543,-3.6896433,False,https://www.idealista.com/inmueble/108766813/,"¡RESERVADO!  Inmobiliaria en Fuencarral Pueblo y Tres Olivos – Tecnocasa Estudio Fuencarral Pueblo S. L. (Registro de Agentes Profesionales Inmobiliarios – RAIN Nº 1074/25). Vende vivienda ubicada en Fuencarral Pueblo de 1 dormitorio, 1 baño, cocina, salón y terraza amplia abierta. Para entrar a vivir, orientación sur. Segunda planta sin ascensor. Cuenta con aire acondicionado de frio/calor en salón. La vivienda se encuentra a escasos metros del ámbito de actuación del Proyecto Madrid Nuevo Norte, una de las mayores transformaciones urbanísticas de Europa. Este proyecto contempla nuevas zonas residenciales, empresariales y amplias áreas verdes, además de la modernización de infraestructuras y transporte. Vivir junto a este desarrollo no solo garantiza un entorno moderno y revitalizado en el futuro cercano, sino que representa una inversión estratégica con gran potencial de revalorización a medio y largo plazo. Está muy bien comunicada, con Metro Línea 10 – Estaciones Montecarmelo y Fuencarral a 7 minutos a pie. Autobuses EMT: Líneas: 66, 137, 154, SE704, SB830, T61, N24. Estaciones cercanas: Fuencarral (líneas C4A y C4B) y Ramón y Cajal (líneas C7 y C8). Cerca de centros comerciales como La Vaguada o Sanchinarro.",False,good,False,False,4082.0,True,False,False,False,[],False,False,200000.0,€,,,flat,"Tres Olivos - Valverde, Madrid",Piso,,,,,
106879833,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/10/7a/1346655374.webp,W-02Y3U3,17,1,724000.0,flat,sale,80.0,True,2,2,Barrio Peñagrande,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4728106,-3.7360276,False,https://www.idealista.com/inmueble/106879833/,"Luminoso piso de obra nueva Engel & Völkers Mirasierra- Puerta de Hierro ( ) les presenta un luminoso piso con orientación este. En una urbanización de nueva construcción, encontramos esta vivienda con vistas a Puerta de Hierro, todas las comodidades, tanto interiores como exteriores. La propiedad consta de salón con grandes ventanales y cocina abierta. Dos dormitorios uno de ellos en suite y dos baños. Domotica instalada para el control de la vivienda con absoluta comodidad y eficacia. Ventanas de gran tamaño para el aprovechamiento total de la luz. Sistema de Aerotermia para calefacción con suelo radiante y refrescante. Aire acondicionado en toda la vivienda En el aspecto exterior, la vivienda se encuentra ubicada en una urbanización privada con servicios tales como piscina, espacio gourmet, área de gimnasio, pista de pádel y servicio de conserjería y mantenimiento 12 horas. La vivienda se completa con 1 plazas de garaje y trastero. Una vivienda para que los residentes gocen de la experiencia del lujo y la tranquilidad, en un entorno envidiable. Puerta de Hierro - Fuentelarreina está situada en el noroeste de Madrid, a tan sólo 10 minutos en autobús de Moncloa y Cuatro Caminos y en menos de media hora de la Puerta del Sol. Zona exclusiva de casas espectaculares rodeadas de vegetación y amplia seguridad. Puerta de Hierro está rodeada de numerosas zonas verdes como es el entorno natural del parque La Dehesa de la Villa, uno de los mayores de Madrid con una extensión de 700.000 m2 que alberga más de 6.000 árboles. En definitiva, un espacio natural transformado e incorporado a la ciudad, que constituye un lugar privilegiado del que directamente se benefician unos 124.600 madrileños. Por otro lado, la urbanización se encuentra próxima al Centro Comercial La Vaguada y al Club Social Puerta de Hierro, el Real Club de Golf Puerta de Hierro y otros equipamientos comerciales y educacionales.",False,good,False,True,9050.0,False,False,False,True,[],False,False,724000.0,€,True,True,flat,"Peñagrande, Madrid",Piso,,,,,
104395009,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/09/8f/1315408036.webp,W-02RXNK,50,,2200000.0,chalet,sale,510.0,,5,5,Barrio Ciudad Universitaria,Madrid,Madrid,Moncloa,es,Ciudad Universitaria,40.4739652,-3.7498577,False,https://www.idealista.com/inmueble/104395009/,"Encantadora casa con gran parcela en Fuentelarreina Engel&Völkers Mirasierra-Puerta de Hierro ( ) les presenta este encantador chalet situado en la zona de Fuentelarreina. Una vivienda inigualable, debido al buen aprovechamiento de la parcela en la que está situada y a su distribución práctica, para todo tipo de compradores y perfecta para la vida en familia. La vivienda se distribuye en dos plantas y dispone de una tercera que tiene uso de almacén, bodega y zona de servicio. La planta principal está compuesta por un gran salón orientado al sur de 100 metros, con gran espacio dos chimeneas y grandes ventanales y además conecta con el jardín trasero hacia el suroeste. Una cocina con espacio de office, y baño de servicio completan la planta. Cabe destacar que desde toda la planta se pueden contemplar, a través de las ventanas, unas maravillosas vistas al jardín. En la segunda planta, se ubican los 4 dormitorios, todos en suite y con espacio para dos camas, zona de estudio y lectura. El dormitorio principal con baño completo, vestidor y terraza orientada al este, desde donde podrá contemplar unos espectaculares amaneceres. Toda la parcela rodeada de exuberante vegetación que provoca un espacio privado y tranquilo para disfrutar de la misma durante todo el año. Puerta de Hierro - Fuentelarreina está situada en el noroeste de Madrid, a tan sólo 10 minutos en autobús de Moncloa y Cuatro Caminos y en menos de media hora de la Puerta del Sol. Zona exclusiva de casas espectaculares rodeadas de vegetación y amplia seguridad. Puerta de Hierro está rodeada de numerosas zonas verdes como es el entorno natural del parque La Dehesa de la Villa, uno de los mayores de Madrid con una extensión de 700.000 m2 que alberga más de 6.000 árboles. En definitiva, un espacio natural transformado e incorporado a la ciudad, que constituye un lugar privilegiado del que directamente se benefician unos 124.600 madrileños. Por otro lado, la urbanización se encuentra próxima al Centro Comercial La Vaguada y al Club Social Puerta de Hierro, el Real Club de Golf Puerta de Hierro y otros equipamientos comerciales y educacionales.",False,good,False,,4314.0,False,False,False,True,[],False,False,2200000.0,€,True,True,chalet,"Ciudad Universitaria, Madrid",Casa independiente,independantHouse,,,,
107986865,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/cb/e0/1330314255.webp,,46,,369000.0,chalet,sale,320.0,,4,3,calle Saramago s/n,Madrid,Fresnedillas de la Oliva,,es,,40.4882436,-4.1657496,True,https://www.idealista.com/inmueble/107986865/,"**FINANCIAMOS EL 100% DEL VALOR DE ESTE INMUEBLE**  **MEJORAMOS LAS CONDICIONES DE TU CREDITO HIPOTECARIO** Este hermoso chalet pareado se encuentra en una ubicación privilegiada en Fresnedillas de la Oliva, ofreciendo un espacio amplio y cómodo para toda la familia. La vivienda se distribuye en dos grandes plantas, cada una diseñada para maximizar la funcionalidad y el confort. En la planta baja, al entrar, te recibe un amplio hall de entrada que da paso a un luminoso y espacioso salón, perfecto para reuniones y momentos de relax. La vivienda cuenta con un baño completo en esta planta, así como una cocina totalmente equipada, que se conecta con un gran comedor, ideal para disfrutar de comidas en familia o con amigos. La distribución abierta y moderna crea un ambiente acogedor y funcional. En la planta superior, encontrarás un gran pasillo distribuidor que conecta tres amplios dormitorios, todos con buena iluminación natural. El dormitorio principal destaca por su gran luminosidad y por contar con un estupendo vestidor, proporcionando un espacio adicional para organizarse con comodidad. Además, hay dos baños completos en esta planta, facilitando la vida diaria de todos los residentes. En el exterior, la zona de la vivienda ofrece un amplio espacio para disfrutar al aire libre. Cuenta con una barbacoa, perfecta para celebrar reuniones y disfrutar de comidas al aire libre, además de mucho espacio adicional para actividades, juegos o simplemente relajarse en un entorno tranquilo y privado. Este chalet combina comodidad, amplitud y un entorno agradable, haciendo de él una opción ideal para quienes buscan un hogar acogedor en Fresnedillas de la Oliva.",True,good,False,,1153.0,False,False,False,False,[],False,False,369000.0,€,True,True,chalet,Fresnedillas de la Oliva,Chalet pareado en calle Saramago s/n,semidetachedHouse,,,,
105863678,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/f5/00/1325821492.webp,,26,3,2400000.0,flat,sale,181.0,True,3,3,calle del General Díaz Porlier,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4262039,-3.6756319,False,https://www.idealista.com/inmueble/105863678/,"HOUSELY CONSULTING presenta esta espectacular vivienda REFORMADA de 181 m² en un edificio clásico construido en 1910, ubicada en la prestigiosa Calle de General Díaz Porlier, en el emblemático barrio residencial de Salamanca. Situado en el corazón de la ciudad, esta vivienda exterior se encuentra en la 3ta planta derecha y ofrece un equilibrio perfecto entre la elegancia de la arquitectura clásica y las comodidades modernas. A pocos pasos, podrás disfrutar de una variada oferta gastronómica y de ocio. El piso cuenta con un balcón y un mirador que inundan la vivienda de luz natural, creando un ambiente cálido y acogedor. La distribución de la vivienda incluye 3 amplios dormitorios, dos de ellos en suite, garantizando privacidad y confort, mientras que el tercer baño da servicio al resto de la vivienda. Además, la propiedad cuenta con un trastero, proporcionando un valioso espacio de almacenamiento.  Además de sus acabados de lujo, el edificio cuenta con servicio de portero, asegurando un alto nivel de seguridad y comodidad. Esta vivienda está diseñada para ofrecer el máximo confort en cada una de sus estancias. No pierdas la oportunidad de vivir en un lugar que lo tiene todo. Estado de la obra: Finalización en FEBRERO Para más información, no dude en contactar con HOUSELY CONSULTING. Disponemos de muchos más pisos que por discreción de la propiedad no podemos publicar.",False,good,False,True,13260.0,True,False,False,False,[],False,False,2400000.0,€,True,False,flat,"Goya, Madrid",Piso en calle del General Díaz Porlier,,80000.0,,,
106602881,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/6a/21/1288379255.webp,ant00030668391,14,2,126000.0,flat,sale,79.0,True,3,1,calle Lago Tiberíades s/n,Madrid,Parla,La Ermita,es,,40.2364469,-3.7777412,True,https://www.idealista.com/inmueble/106602881/,"Ocupado: oportunidad de inversión Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Descripción Piso en Parla, Madrid, ideal para familias. El inmueble dispone de una superficie de 79 m² construidos distribuidos en tres habitaciones, salón-comedor, cocina y un aseo. Está situado en el centro de Parla, en sus alrededores encontramos la Escuela Infantil El Cuentacuentos, supermercados, bancos, farmacias, oficinas de correos, centros deportivos, varias paradas de autobús y la estación de tren Parla. Cuenta con fácil acceso a Autovía de Toledo.",False,renew,False,False,1595.0,True,False,False,False,[],False,False,126000.0,€,,,flat,"La Ermita, Parla",Piso en calle Lago Tiberíades s/n,,,,,
109042365,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/b8/42/1362477058.webp,O 11501-V,63,,749000.0,chalet,sale,340.0,,6,4,Guadarrama,Madrid,Guadarrama,,es,,40.6594853,-4.0556925,False,https://www.idealista.com/inmueble/109042365/,"HOUSE AND CREDIT - VENDE - GUADARRAMA - LAS CABEZUELAS Exclusivo Chalet individual en parcela de 1.400 m2. La vivienda consta de 3 plantas y está distribuida en las siguientes estancias;  Por el acceso principal, amplio porche, hall de entrada y pasillo distribuidor, salón (60 m2), amplia cocina con acceso a porche trasero, orientado al jardín y a la piscina, 5 dormitorios, 1 en la planta baja, todos amplios, el principal de 27 m2 con vestidor y baño en suite, 2 amplias terrazas (22 m2 y 27 m2) a las que se accede desde los dormitorios, 4 baños, 2º salón en planta sótano (30 m2) y garaje de unos 75 m2 con cabida para 3 coches.  La superficie total construida de la vivienda es de unos 340 m2 + 75 m2 de garaje cerrado. Superficie ocupada por la planta, 200 m2. En la parte exterior, por la entrada de vehículos, parking techado para 3-4 coches, zona ajardinada con césped natural y sistema de riego automático, piscina (11 x 6) y zona de barbacoa.  La vivienda fue construida en 1997 (28 años) y está en muy buenas condiciones de conservación, equipada con amplias ventanas oscilobatientes, de aluminio, con rotura de puente térmico, suelos de gres en la planta baja y parquet en la planta primera, calefacción mediante depósito de gasoil, apoyado por chimenea cassette y placas solares, armarios empotrados en dormitorios y en distribuidores de ambas plantas. Vivienda muy luminosa. Calificación energética, consumo (B) y emisiones (C).  Se encuentra ubicada en la zona de la Cabezuelas, termino municipal de Guadarrama, entre los municipios de Collado Villalba, Guadarrama y Alpedrete. Solicite información sin compromiso.",False,good,False,,2203.0,True,False,False,False,[],False,False,749000.0,€,True,True,chalet,Guadarrama,Casa independiente,independantHouse,,,,
109059622,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/2a/cb/1363179161.webp,IE07-mercedesdomingo,17,2,229000.0,flat,sale,48.0,True,2,1,calle Mercedes Domingo,Madrid,Madrid,Carabanchel,es,Opañel,40.3854848,-3.7198936,False,https://www.idealista.com/inmueble/109059622/,"Inmobiliarias Encuentro vende en exclusiva en el barrio de Opañel piso en muy buen estado, ubicado en una segunda planta exterior. La vivienda cuenta con una superficie de 48 m² perfectamente aprovechados, ofreciendo una distribución cómoda y funcional. Se compone de una habitación doble luminosa y acogedora, además de un dormitorio individual ideal como cuarto auxiliar, despacho o vestidor. Dispone de un cuarto de baño completo, equipado con plato de ducha y mampara, renovado con materiales de calidad para aportar confort y estilo moderno. El salón es espacioso y agradable, con salida directa a una terraza que proporciona un desahogo extra y un espacio perfecto para disfrutar al aire libre. La cocina independiente ofrece practicidad y organización, con capacidad de almacenamiento y un diseño pensado para el día a día. Entre las calidades de la vivienda destacan el suelo de parquet, que aporta calidez a todas las estancias, y las ventanas de climalit, que aseguran un buen aislamiento térmico y acústico, mejorando el confort del hogar. En cuanto a comunicaciones, el piso está situado en una zona con excelente conexión de transporte público, contando con la estación de metro Opañel (Línea 6) a pocos minutos, además de varias líneas de autobús que enlazan rápidamente con el centro y otros barrios de Madrid. La ubicación es inmejorable: un entorno tranquilo y residencial, con todo tipo de servicios cercanos como supermercados, colegios, farmacias, centros deportivos y zonas verdes, lo que convierte a esta vivienda en una opción ideal para quienes buscan comodidad y calidad de vida sin renunciar a estar bien comunicado. Si necesita vender su inmueble para adquirir este u otro inmueble publicado contacte con nosotros disponemos del servicio //""CAMBIA DESCANSA""// la solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. Financiación a tu medida con FINMOO tendrás los mejores tipos de interés y hasta el cien por cien de financiación. Consulta nuestras condiciones  Entra en nuestra web y reserva este piso en tan solo 2 minutos con nuestro servicio ireserva. *Imágenes renderizadas por un programa de diseño*.",True,good,False,False,4771.0,False,False,True,False,[],False,False,229000.0,€,,,flat,"Opañel, Madrid",Piso en calle Mercedes Domingo,,,,,
108643671,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/7e/be/1352206172.webp,,81,,1800000.0,chalet,sale,472.0,,5,4,calle del Mar Egeo,Madrid,Majadahonda,Zona Monte el Pilar,es,,40.4725042,-3.8640455,False,https://www.idealista.com/inmueble/108643671/,"Descubre esta magnífica casa independiente ubicada en la exclusiva zona de Majadahonda, en Monte el Pilar. Construida en 1974, esta propiedad de 1267 metros cuadrados combina el encanto de lo clásico con las comodidades modernas. Con cinco dormitorios y cinco baños, ofrece espacio y confort para toda la familia. La vivienda se encuentra en un excelente estado y cuenta con una cuidada distribución que maximiza la luminosidad y la sensación de amplitud.  Entre sus características destacadas se incluyen aire acondicionado, calefacción de gasoil, sistema de alarma y una cocina completamente amueblada y equipada. Disfruta de momentos al aire libre en su amplio jardín, ideal para reuniones y barbacoas, o relájate en el porche. La propiedad también dispone de una piscina para refrescarse en los días soleados y una plaza de aparcamiento para dos o más vehículos. Situada en una zona céntrica y exterior, esta casa ofrece un estilo de vida cómodo y exclusivo en un entorno tranquilo y bien comunicado. No pierdas la oportunidad de hacer de esta propiedad tu nuevo hogar. Disponemos de videollamada para enseñar el inmuebles con un tour virtual, ver los planos, enseñar la zona con street view y google maps. Pisos en Madrid |Chalet en Madrid|Pisos en Castellón |Chalet en Castellón |Creando Valor | BM Inversiones |Boutique Inmobiliaria.",True,good,False,,3814.0,True,False,True,False,[],False,False,1800000.0,€,True,True,chalet,"Zona Monte el Pilar, Majadahonda",Casa independiente en calle del Mar Egeo,independantHouse,,,,
106186663,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/47/e3/1275159005.webp,FAR05,12,6,3395000.0,flat,sale,247.0,True,3,4,calle de Lagasca,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4242613,-3.6861167,False,https://www.idealista.com/inmueble/106186663/,"Belton Real Estate ofrece esta exclusiva vivienda en una de las zonas más representativas a escasos metros del Retiro. La vivienda se encuentra recién reformada con excelentes calidades, ubicada un edificio de porte clásico de principios de siglo que goza de gran luminosidad y vistas privilegiadas. Sus 247 metros cuadrados se distribuyen en: - Zona de día: hall amplio, salón con amplios ventanales a la calle con vistas inmejorables, lo que le da al piso una extraordinaria luminosidad, comedor, cocina independiente totalmente equipada con electrodomésticos de alta gama y un aseo de cortesía. - Zona de noche: cuenta con 3 amplios dormitorios en suite bien equipados de armarios.  El principal tiene un amplio vestidor con un bonito diseño. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando. Sin duda, el distrito selecto por excelencia de Madrid. Pasear por las calles del barrio de Salamanca es contemplar los edificios más elegantes y codiciados de la capital: construcciones históricas de portales señoriales e interiores amplios y altos. Concebido en las últimas décadas del siglo XIX por D. José de Salamanca y Mayol, Marqués de Salamanca, este ensanche de la ciudad conserva intacto su aire aristocrático, que podemos ver en palacetes como el de la Embajada de Italia, por ejemplo.",False,good,False,True,13745.0,False,False,False,False,[],False,False,3395000.0,€,True,False,flat,"Recoletos, Madrid",Piso en calle de Lagasca,,50000.0,,,
108913974,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/c9/74/1367133088.webp,1254,31,2,249000.0,flat,sale,45.0,False,1,1,Barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4087106,-3.7086081,False,https://www.idealista.com/inmueble/108913974/,"Ari Home te ofrece en exclusiva este maravilloso inmueble en el corazón mas castizo de Madrid, edifico histórico tipo corrala. Oportunidad para bohemios que les encanta la esencia de la capital, OPORTUNIDAD INVERSORES A POCOS METROS DE LA UNIVERSIDAD DE PUERTA DE TOLEDO, Oportunidad para primera vivienda. El piso tiene una ubicación inmejorable a pocos minutos del metro de Puerta de Toledo. La vivienda tiene la siguiente distribución: - Acceso a la vivienda desde la corrala. - Salón comedor con ventana. - Cocina amueblada y equipada.   - Dormitorio principal espacioso con ventana de aluminio climalit y vestidor. - Baño completo con ventilación y plato de ducha. El piso tiene una reforma integral directo para entrar a vivir, ventanas de climalit, paredes lisa, tuberias y electricidad actualizados, suelos de tarima, pintura lisa, etc. Su distribucion tiene totalmente aprovechados los espacios. El céntico barrio de La Latina es de los más viejos y carismáticos de Madrid y colinda con otras zonas de gran interés turístico como Austrias, Sol-Gran Vía, Lavapiés y Madrid Río. Sus calles, de origen medieval, tienen en su mayoría trazados, irregulares, estrechos y sinuosos que dan a parar a plazas. La puerta de Toledo era una de las puertas de acceso a la ciudad de Madrid. [1] Existieron con anterioridad otras tres puertas denominadas de Toledo en las cercanías, la actual data del primer tercio del siglo xix y fue diseñada por el arquitecto español Antonio Aguado, que se encuentra ubicada en la mitad de la Glorieta de la Puerta de Toledo haciendo de rotonda. Fue erigida a modo de arco triunfal en honor del rey Fernando VII como conmemoración de la guerra de la independencia española tras la ocupación francesa. La universidad Carlos III de Puerta de Toledo esta situada en octava posición a nivel nacional en el THE Young University Rankings 2024. Entre las 10 mejores instituciones españolas y en el puesto 119 entre las universidades europeas según el nuevo QS Europe University Rankings 2025. Si quieres que organicemos una visita personalizada, no dudes en contactarnos.",False,good,False,False,5533.0,True,False,False,False,[],False,False,249000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso,,,260000.0,11000.0,4.0
109148677,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/bf/d9/1365719429.webp,FHOG-3081,28,2,261000.0,flat,sale,106.0,True,4,2,avenida de Nuevo Versalles,Madrid,Fuenlabrada,Loranca,es,,40.2985774,-3.8293703,False,https://www.idealista.com/inmueble/109148677/,"Inmueble Alquilado: oportunidad de inversión - SIN POSIBILIDAD DE VISITAR Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. Fecha de fin de contrato: 11/2029 Amplio piso en Fuenlabrada, Madrid, perfecto para familias. La vivienda consta de 105 m² construidos distribuidos en cuatro habitaciones, salón-comedor, cocina y dos aseos. Localizado en el centro de Fuenlabrada, en sus alrededores encontramos la Escuela Infantil Gallipatos, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos y la estación de metro Loranca. Cuenta con fácil acceso a M-407.",True,good,False,True,2462.0,False,False,False,False,[],False,False,261000.0,€,,,flat,"Loranca, Fuenlabrada",Piso en avenida de Nuevo Versalles,,,,,
