propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
105779887,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/b4/d4/1262758878.webp,PF116668,27,,5300000.0,chalet,sale,795.0,,6,7,Barrio Nueva España,Madrid,Madrid,Chamartín,es,Nueva España,40.462967,-3.6705244,False,https://www.idealista.com/inmueble/105779887/,"En el exclusivo y elegante barrio de Nueva España, en Chamartín, se encuentra este impresionante chalet independiente. Construido en 2000, esta lujosa propiedad cuenta con todas las comodidades y acabados de alta calidad que se esperan de una casa de este nivel. Con una superficie construida de 796 metros cuadrados, esta espaciosa casa ofrece un total de 6 dormitorios principales, cada uno de ellos con su propio baño privado. Además, cuenta con un amplio salón, y un elegante comedor perfecto para recibir a sus invitados. Cuenta también con una cocina totalmente equipada con los últimos electrodomésticos. El suelo de tarima le da un toque de elegancia y calidez a toda la propiedad. Uno de los puntos destacados de esta casa es su impresionante jardín, donde podrás disfrutar de momentos de tranquilidad y relajación. Además, cuenta con una piscina privada, perfecta para refrescarte en los calurosos días de verano. También dispone de una casa de guardeses o invitados con acceso directo desde la calle, ideal para aquellos que buscan privacidad adicional en un espacio independiente. La casa cuenta con ascensor que une cómodamente todas las plantas de la casa, incluido el bajo cubierta. Importante mencionar su amplio garaje, con capacidad para hasta 6 vehículos de gran tamaño. En cuanto a la ubicación, este chalet se encuentra cerca de algunos de los colegios mas prestigiosos de España. A pocos minutos del Paseo de la Castellana y con fácil acceso a M30, por lo que sus comunicaciones son fantásticas. En resumen, este chalet independiente en Nueva España es una oportunidad única para aquellos que buscan una vida de lujo y comodidad en una de las zonas más exclusivas de Madrid. No pierdas la oportunidad de vivir en este oasis dentro de Madrid. GILMAR es una reconocida empresa inmobiliaria con una larga trayectoria en el mercado. Desde 1983, hemos estado ayudando a nuestros clientes a encontrar la casa de sus sueños. Nuestro equipo de profesionales altamente capacitados y comprometidos se dedica a brindar un servicio excepcional y personalizado a cada uno de nuestros clientes. Si estás interesado en obtener más información sobre esta propiedad, no dudes en contactarnos. Puedes visitarnos en nuestra oficina ubicada en Paseo de la Castellana, 164, o llamarnos al También puedes enviarnos un correo electrónico a. Recuerda mencionar la referencia del inmueble (116668) para que podamos proporcionarte la información que necesitas. Estamos ansiosos por ayudarte a encontrar tu hogar ideal. GILMAR CUENTA CON UNA AMPLIA CARTERA DE PROPIEDADES QUE POR PETICIÓN EXPRESA DE LOS PROPIETARIOS NO ESTAN PUBLICADOS.  PARA MÁS INFORMACIÓN SOBRE ESTA Y OTRAS PROPIEDADES POR FAVOR CONTÁCTENOS.",True,good,False,,,6667.0,True,False,False,True,[],False,False,5300000.0,€,chalet,"Nueva España, Madrid",Casa independiente,Top,True,True,,,,,independantHouse
107491787,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/4a/c9/1314231987.webp,ONM2411005,23,,2700000.0,penthouse,sale,244.0,True,3,3,Barrio Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4239652,-3.6643265,False,https://www.idealista.com/obra-nueva/107491787/,"El exclusivo bloque de 10 viviendas de lujo en Jorge Juan 171, en pleno centro de Madrid. Este proyecto ofrece 2 áticos con impresionantes vistas y amplias terrazas, 2 bajos con jardín privado y 6 elegantes apartamentos con balcones. - Viviendas con Calefaccion y refrigeracion por Geotermia - Cocinas completamente equipadas con electrodomésticos y muebles de alta gama. - Planta superior con piscina y solárium como parte de sus zonas comunes. - Cada vivienda tiene incluido en el precio 2 plazas de Garaje y un Trastero. Vive la excelencia en un entorno privilegiado, rodeado de todas las comodidades y con acabados de vivienda de primera calidad. ¿Te imaginas vivir aquí? Fuente del Berro es muy similar a la Urbanización “La Finca”, aunque con una ubicación más céntrica en pleno corazón de Madrid. Su ubicación no puede ser más perfecta, se encuentra en plena Barrio de Salamanca, entre la Calle Goya y la Calle de Doctor Esquerdo y es la zona elegida como residencia de muchos políticos y artistas. Es un barrio residencial, tranquilo y seguro, con zonas ajardinadas ideales para familias con niños.",False,newdevelopment,True,True,False,11066.0,True,False,False,False,[],False,False,2700000.0,€,flat,"Fuente del Berro, Madrid",Ático,Top,True,True,,,,,penthouse
107847783,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/32/cb/1326102257.webp,P1 ÁTICO A,9,4,599500.0,flat,sale,96.0,True,2,2,"de Pedro Díez, 7",Madrid,Madrid,Carabanchel,es,San Isidro,40.3909072,-3.7299457,True,https://www.idealista.com/obra-nueva/107847783/,"¡ÚLTIMOS 2 ÁTICOS DISPONIBLES! San Isidro Río está ubicado en la Avenida de Pedro Díez 7, junto a Madrid Río, un entorno que combina naturaleza, cultura y acceso privilegiado a la ciudad a través de la M30 y General Ricardos. En esta promoción, encontrarás viviendas de 1, 2 y 3 dormitorios, con cocina amueblada ideales para adaptarse a tus necesidades.  Entrega de llaves: Primer trimestre de 2027 Disfruta de unas completas zonas comunes: - Piscina solárium. - Gimnasio totalmente equipado. - Local social de uso comunitario. - Parking de bicicletas. - Buzones inteligentes.  - Zonas verdes. Viviendas sostenibles y eficientes: - Calificación energética A. - Aerotermia. - Suelo radiante refrescante. - Cubierta vegetal en parte del edificio. - Energía fotovoltaica.",False,,True,True,False,6245.0,True,False,False,False,[],False,False,599500.0,€,flat,"San Isidro, Madrid","Piso en de Pedro Díez, 7",Top,True,True,,,,,
107784622,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/90/70/1323652539.webp,W-02ZGFZ,27,3,1650000.0,flat,sale,183.0,True,3,3,calle de Santa Engracia,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4373528,-3.69993,False,https://www.idealista.com/inmueble/107784622/,"Luminoso piso de diseño en Chamberí Engel & Völkers presenta esta luminosa vivienda de diseño en la zona de Chamberí. Se trata de una propiedad fresca y acogedora con cuidados detalles de muy alta calidad diseñados especialmente para cada estancia. La orientación es sur-este aportando así una maravillosa iluminación en un espacio único donde se integran las distintas zonas comunes y a la vez, diferenciadas: despacho, salón, comedor, cocina, aseo de cortesía y sala audiovisual. En cuanto a los dormitorios encontramos dos zonas, por un lado, el dormitorio principal provisto de baño en suite y múltiples armarios de gran capacidad de almacenaje. Completan la distribución otros dos dormitorios que comparten un baño, también con armarios en cada habitación.  La finca es de 1940 con ascensor y portero, piso con reforma integral de 2018 con materiales de alta calidad. La zona de día tiene suelo de microcemento, continuo sin cortes. Los baños tienen suelos y paredes de microcemento con tratamiento hidrófugo. La zona de noche tiene tarima maciza de Iroko. Todo el techo incluye aislamiento acústico. Las puertas son de suelo a techo. Las ventanas de toda la casa son oscilobatientes con vidrio acústico con cámara y tratamiento térmico. Las persianas de la zona de día y el dormitorio y baño principales son motorizadas. La calefacción es central, con contadores independientes, cada radiador está regulado por sistema de domótica, por lo que la temperatura de cada zona se regula. La domótica de la vivienda puede ser controlada desde los pulsadores en las paredes, web o dispositivos de control por voz. Cuenta con sensores de humo, fuego y fuga de agua. Se encuentra ubicada en uno de los puntos más emblemáticos de la ciudad, la hacen definitivamente una vivienda para los más exigentes. Situado en el distrito de Chamberí, en el norte de Madrid, el barrio de Ríos Rosas limita al norte con la calle de Raimundo Fernández Villaverde, al este con el paseo de la Castellana, al sur con la calle de José Abascal y al oeste con la calle de Bravo Murillo. La zona cuenta con edificios residenciales, institucionales y administrativos. El barrio toma el nombre de la calle de Ríos Rosas, que actúa como eje horizontal de la zona desde la calle de Bravo Murillo hasta la plaza de San Juan de la Cruz, situada junto al concurrido paseo de la Castellana. Hay una muy buena comunicación de autobuses y metro (Cuatro Caminos, Nuevos Ministerios, Ríos Rosas, Canal, Alonso Cano y Gregorio Marañón) y cercanías (Nuevos Ministerios).",False,good,False,True,,9016.0,True,False,False,False,[],False,False,1650000.0,€,flat,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de Santa Engracia,Top,,,,,,,
108307060,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/49/cc/1358002674.webp,W-0309BK,27,5,2100000.0,flat,sale,138.0,True,2,2,calle de Hermosilla,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.42508,-3.6860195,False,https://www.idealista.com/inmueble/108307060/,"Excelente propiedad con garaje en Recoletos Engel & Völkers, inmobiliaria de lujo, comercializa esta fantástica vivienda totalmente reformada con calidades magníficas. Ubicada en Recoletos, la zona más exclusiva del Barrio de Salamanca, la propiedad cuenta con un fantástico y luminoso salón exterior. La vivienda cuenta con dos dormitorios y dos baños, uno de ellos en suite y magnífica cocina completamente equipada con todos electrodomésticos. La reforma está realizada con cuidados detalles. La casa tiene aire acondicionado en todas las estancias y cuenta con una amplia plaza de garaje, con acceso directo desde la escalera de servicio, incluida en el precio de venta. La finca tiene portero, ascensor y montacargas. El distrito de Salamanca, es uno de los 21 distritos que forman el municipio de Madrid. Mandado a construir por el malagueño José de Salamanca y Mayol, marqués de Salamanca, a finales del siglo XIX, se trata de un exclusivo barrio en el que conviven las firmas más lujosas del país con impresionantes palacetes, edificios de ensueño, embajadas y todo tipo de servicios destinados tradicionalmente a hacer las delicias de la aristocracia y personalidades más destacadas de todos los rincones del mundo. Sus calles albergan las últimas tendencias de moda de más alto nivel en impresionantes boutiques en las que se dan cita las firmas más exclusivas: Loewe, Prada, Valentino, Miu Miu y Cartier, entre otras, se encuentran ubicadas en las cuidadas avenidas de la denominada Milla de Oro. Esta exclusiva pasarela de moda es también un lugar idóneo para el disfrute de los paladares más exquisitos. Aquí encontramos los locales más destacados de la ciudad, en los que se brinda la posibilidad de degustar las recetas de los chefs más destacados de nuestro país. El lujo y el glamour de la restauración llevado a su extremo más puro conviven en esta zona con locales de comida tradicional, lugares en los que poder disfrutar de las más exquisitas tapas de Madrid. Destaca también los comercios de alimentación en los que contemplar y adquirir todo tipo de productos de categoría extra, es el caso del Mercado de la Paz o la exclusiva frutería Vázquez de la calle Ayala. Un lujo para todos los sentidos.",True,good,False,True,,15217.0,True,False,True,False,[],False,False,2100000.0,€,flat,"Recoletos, Madrid",Piso en calle de Hermosilla,Top,True,True,,,,,
105501261,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/21/f6/1316354498.webp,W-02WELV,46,2,1395000.0,flat,sale,221.0,True,4,4,Plazuela de San Ginés,Madrid,Madrid,Centro,es,Sol,40.4176975,-3.7052688,False,https://www.idealista.com/inmueble/105501261/,"Espectacular inmueble dividido en 2 apartamentos Engel & Völkers tiene el placer de comercializar este maravilloso apartamento en el corazón de Madrid, en la fantástica zona prime de Palacio, rodeado de los principales puntos históricos y culturales de la capital.  Un espectacular inmueble del año 1900 que sus 221 m 2 están divididos en dos espectaculares apartamentos independientes,totalmente reformados con calidades y materiales de lujo,amplios espacios e iluminación mediante luz LED. Al entrar en la vivienda nos encontramos con un hall de entrada que distribuye los dos apartamentos:  Apartamento A, exterior, con una perfecta distribución,con 3 amplios ventanales lo que nos transmite una luminosidad y atmósfera única. El salón comedor amplio,decorado en tonos cálidos,con materiales de primera calidad,combinando lo moderno con lo antiguo gracias a su columna de madera original,separada del mismo pero abierta nos encontramos con la amplia cocina, moderna decorada con electrodomésticos de última generación.  El área de descanso está formado por dos amplios dormitorios con dos baños,diseñados y decorados con materiales de alta gama,luces Led,armarios empotrados, el principal con un amplio vestidor y baño en suite, todos exteriores.  Apartamento B, interior, cálido y funcional, perfectamente distribuido gracias a su recibidor y largo pasillo, que nos comunica con todas las estancias. El salón comedor amplio,con 2 ventanas,aseo independiente, semi integrado con la cocina, decorada igualmente con materiales y electrodomésticos de última generación. Los dos dormitorios,amplios, íntimos con grandes armarios empotrados y baños en suite. Exclusividad, lujo y distinción para disfrutar de este maravilloso inmueble. El barrio de Palacio se encuentra en una ubicación excepcional,en pleno centro de Madrid,rodeado de los edificios más emblemáticos de la capital,como el Palacio Real,la Catedral de la almudena, La real basílica de San francisco el grande,El Teatro real, y por supuesto la famosa y emblemática Puerta del sol, junto con su famosa Plaza Mayor, la oferta cultural es asimismo inigualable,con teatros, exposiciones,galerías de arte. Calles llenas de historia para pasear y deleitarse con lo mejor de la gastronomía nacional e internacional, con dos de sus mercados más característicos,el de San Miguel y el de la Cebada. Unido a una amplía red de transportes,hacen de este distrito un lujo para poder vivir y disfrutar de la vibrante vida que ofrece la capital.",False,good,False,True,,6312.0,True,False,False,False,[],False,False,1395000.0,€,flat,"Sol, Madrid",Piso en Plazuela de San Ginés,Top,,,,,,,
109149864,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/62/69/1365753091.webp,CLK00/4978,27,2,1130000.0,flat,sale,135.0,True,3,2,calle Arcipreste de Hita,Madrid,Madrid,Chamberí,es,Gaztambide,40.4323379,-3.7189791,False,https://www.idealista.com/inmueble/109149864/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Gaztambide, en Madrid. La vivienda está ubicada en la 2 planta exterior con ascensor. Dispone de una superficie total de 135 m², distribuidos en salón y comedor, cocina abierta, 3 dormitorios y 2 baños. Además, cuenta con ascensor, cocina amueblada, armarios empotrados, aire acondicionado, portero y accesibilidad para personas con movilidad reducida. Situado en el barrio de Gaztambide, en la Calle Arcipreste de Hita, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como El Corte Inglés Princesa, el Hospital Universitario Fundación Jiménez Díaz, el Intercambiador de Moncloa, el Mercado de Vallehermoso y el Parque del Oeste. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Moncloa (L3 y L6). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,8370.0,True,False,False,False,[],False,False,1130000.0,€,flat,"Gaztambide, Madrid",Piso en calle Arcipreste de Hita,Top,,,,,,,
108594594,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/bd/30/1349446414.webp,W-030L7H,26,4,1079000.0,flat,sale,88.0,True,2,2,calle de Lope de Rueda,Madrid,Madrid,Retiro,es,Ibiza,40.4207451,-3.6756509,False,https://www.idealista.com/inmueble/108594594/,"Piso alto en reforma top a pasos del Retiro Actualmente en obra, el piso en planta alta se entrega reformado y amueblado de lujo con mucha luz natural del día. Diseño señorial, moderno y elegante, con un pequeño balcón. Consta de 88 m, distribuidos en salón-comedor, 2 grandes dormitorios, 2 baños y cocina de gama alta, totalmente equipada. Bonito portal e inmejorable ubicación a pasos del Parque del Buen Retiro y de Goya. Desde su cuarta planta, nos recibe un amplio recibidor y pasillo distribuidor que nos lleva primero a la zona de salón cocina luego a los 2 dormitorios, el principal con un gran baño en-suite. La cocina viene totalmente equipada con muebles y electrodomésticos de alta gama.  Extraordinario barrio residencial a 3 minutos del Retiro con todos los servicios hace de esta propiedad una verdadera oportunidad para disfrutar plenamente y en todos los sentidos del barrio de Ibiza y de Madrid. Se entrega amueblado y listo para entrar. Llámanos para más detalles.  No se cobra comisión al comprador. El barrio de Ibiza en el distrito de Retiro es un barrio residencial agradable, con todas las comodidades de tenerlo todo a un paso, muy cerca del Parque del Retiro, de la zona comercial de Goya, la Plaza Felipe II, la Puerta de Alcalá y el Museo del Prado. El barrio alterna edificios residenciales con agradables zonas verdes, entre las que destaca el Parque del Retiro (un pulmón vegetal con espacios para la recreación) a escasos metros de este piso. Cuenta también con una amplia dotación de comercios, restaurantes, cafeterías, lo que convierte a la zona en una de las más animadas de la capital. Supermercados, colegios, instalaciones deportivas y centros de salud, así como el Hospital Universitario Gregorio Marañón vienen a completar esta oferta de servicios. El Parque del Buen Retiro, pulmón verde de Madrid es el auténtico protagonista de este barrio. Las comunicaciones y medios de transporte son excelentes, tanto por líneas de metro como autobuses. Es una de las zonas de Madrid mejor comunicadas al disponer de varias estaciones de metro como las de Ibiza, Retiro y Sainz de Baranda y así misma salida directa a la M-30 y al aeropuerto de Madrid.",False,good,False,True,,12261.0,True,False,False,False,[],False,False,1079000.0,€,flat,"Ibiza, Madrid",Piso en calle de Lope de Rueda,Top,,,,,,,
108686911,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/b1/f6/1365752360.webp,CLK00/5055,25,8,1525000.0,penthouse,sale,159.0,True,3,2,calle de Gaztambide,Madrid,Madrid,Chamberí,es,Gaztambide,40.4332018,-3.7170086,False,https://www.idealista.com/inmueble/108686911/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este ático ubicado en el barrio de Gaztambide, en Madrid. La vivienda está ubicada en la 8 planta exterior con ascensor. Dispone de una superficie total de 159 m², distribuidos en salón y comedor, cocina independiente equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados y aire acondicionado. Situado en el barrio de Gaztambide, en la Calle Gaztambide, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como El Corte Inglés Princesa, el Hospital Universitario Fundación Jiménez Díaz, el Mercado de Vallehermoso, el Parque del Oeste y del Intercambiador de Moncloa. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Argüelles (L3 y L4). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,9591.0,True,False,False,False,[],False,False,1525000.0,€,flat,"Gaztambide, Madrid",Ático en calle de Gaztambide,Top,,,,,,,penthouse
107675297,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/9e/84/1357074381.webp,W-02Z4KU,22,1,828000.0,flat,sale,95.0,True,3,2,calle del Alcalde Sainz de Baranda,Madrid,Madrid,Retiro,es,Ibiza,40.4169038,-3.6702186,False,https://www.idealista.com/inmueble/107675297/,"Exclusivo piso reformado y amueblado a pasos del Retiro Sofisticado piso de 95 m2 a pasos del Retiro, se vende totalmente renovado y amueblado con un diseño que privilegia funcionalidad y confort.  Al entrar, encontramos un ambiente cuidadosamente decorado que nos lleva primero al salón, donde la cocina integrada, moderna y completamente equipada, se convierte en el corazón del hogar. Sus 90 m2 habitables se distribuyen en 3 habitaciones amplias y luminosas, además de dos baños, uno de ellos en suite en la habitación principal, que promete momentos de relajación y privacidad. Los suelos de parquet añaden calidez y sofisticación, mientras que el diseño interior cuidadosamente amueblado garantiza un ambiente acogedor y estilizado.  Calefacción descentralizada, puerta de seguridad además de la presencia de un conserje elevan la seguridad de esta propiedad. En fin, un extraordinario piso para disfrutar de la vida del barrio de Ibiza y de sus 2 vibrantes bulevares.  Se vende amueblado y a estrenar todo. Pregúntanos más sobre este piso. No cobramos al comprador. Ubicada en el prestigioso barrio de Ibiza, ya sinónimo de exclusividad, conocido por sus elegantes avenidas arboladas, boutiques de diseñadores de renombre y una selección de restaurantes gourmet que deleitan incluso a los paladares más exigentes. La infraestructura en esta área es inmejorable. La estación de metro más cercana está a solo 5 minutos a pie, proporcionando un acceso rápido y conveniente a toda la ciudad. En coche, el Aeropuerto se encuentra a solo 20 minutos, facilitando los viajes internacionales. Además, la proximidad al Parque del Retiro, a menos de 10 minutos caminando, ofrece un refugio verde ideal para actividades al aire libre, como paseos relajantes o sesiones de jogging matutinas. El entorno cultural es igualmente impresionante, con el Museo del Prado y el Museo Reina Sofía a corta distancia en coche o transporte público, ofreciendo un banquete de arte e historia.  En resumen, esta ubicación no solo proporciona un hogar, sino un estilo de vida exclusivo en uno de los barrios más codiciados de Madrid.",False,good,False,True,,8716.0,True,False,False,False,[],False,False,828000.0,€,flat,"Ibiza, Madrid",Piso en calle del Alcalde Sainz de Baranda,Top,,,,,,,
108854664,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/0f/b8/1357083215.webp,W-030VSR,31,2,680000.0,flat,sale,87.0,True,2,2,calle Andrés Torrejón,Madrid,Madrid,Retiro,es,Pacífico,40.4038894,-3.6810067,False,https://www.idealista.com/inmueble/108854664/,"Elegancia y confort en el corazón de Madrid En el encantador y tranquilo barrio de Pacífico, en pleno corazón de Madrid, se encuentra esta magnífica vivienda exterior, totalmente reformada a estrenar y amueblada con un gusto exquisito. Lista para entrar a vivir, esta propiedad representa una oportunidad única tanto para residencia habitual como para inversión segura en una de las zonas con mayor proyección del distrito Retiro. Ubicada en una segunda planta con ascensor, la vivienda destaca por su diseño moderno, sus acabados de alta gama y una distribución perfectamente pensada para ofrecer el máximo confort. El salón-comedor, amplio y luminoso, recibe abundante luz natural gracias a su orientación exterior, creando un ambiente acogedor y elegante. La cocina, abierta e integrada en el espacio, ha sido equipada con electrodomésticos de última generación y presenta un diseño actual con materiales y acabados premium. Dispone de dos dormitorios dobles decorados con calidez y funcionalidad, ideales para el descanso, y dos baños completos realizados con materiales de primera calidad y un estilo contemporáneo que aporta sofisticación a la vivienda. Cada rincón ha sido optimizado para ofrecer comodidad y estilo, y se entrega completamente amueblada, con mobiliario de diseño y una reforma integral reciente que incluye suelos, iluminación, carpintería y climatización. El aire acondicionado está presente en todas las estancias, asegurando confort en cualquier época del año. La ubicación es otro de sus grandes atractivos. A pasos del Parque del Retiro, esta vivienda se encuentra en una zona residencial tranquila, muy bien conectada y rodeada de todos los servicios necesarios: supermercados, colegios, farmacias, bancos, restaurantes y transporte público a pie de calle.  Una vivienda con alma propia, diseñada para disfrutar desde el primer momento, en una de las zonas más codiciadas de Madrid. Ven a visitarla y descubre por ti mismo el lugar donde querrás empezar tu próxima etapa: tu nuevo hogar en el corazón de Madrid. El barrio de Pacífico, en el distrito de Retiro, es una de las zonas más atractivas y demandadas de Madrid. Su ubicación estratégica combina tranquilidad y comodidad con una excelente conexión al centro de la ciudad. Entorno privilegiado: a pocos minutos del emblemático Parque del Retiro, un lugar ideal para pasear, practicar deporte o simplemente relajarte al aire libre. Conexión inmejorable: la proximidad a la estación de Atocha te conecta con el resto de la ciudad, así como con destinos nacionales e internacionales. Además, cuentas con varias líneas de metro, autobuses y acceso rápido a las principales vías de la capital. Servicios y comodidades: supermercados, mercados tradicionales, farmacias, colegios, centros médicos y una amplia oferta de restaurantes y cafeterías, todo al alcance de la mano. Cultura y ocio: vive rodeado de iconos culturales como el Museo del Prado, el Reina Sofía y el CaixaForum, todos a corta distancia. Pacífico es perfecto para quienes buscan un barrio con encanto, lleno de vida, pero sin renunciar a la tranquilidad y la comodidad. ¡Un lugar donde cada día será especial!",False,good,False,True,,7816.0,True,False,False,False,[],False,False,680000.0,€,flat,"Pacífico, Madrid",Piso en calle Andrés Torrejón,Top,,,,,,,
108146231,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/7b/fa/1335232556.webp,W-02ZTKI,26,2,1325000.0,flat,sale,117.0,True,3,2,calle de Máiquez,Madrid,Madrid,Retiro,es,Ibiza,40.4157404,-3.6717148,False,https://www.idealista.com/inmueble/108146231/,"Piso alto todo exterior con reforma lujo a estrenar Ubicado a escasos minutos del Parque del Retiro, este espectacular piso de 117 m² (95 m² habitables) ha sido reformado con un exquisito diseño contemporáneo que combina confort y estilo en cada detalle. Cuenta con 3 amplios dormitorios, todos con grandes armarios empotrados, y 2 baños completos, uno de ellos en suite. Todos los dormitorios son exteriores y se accede a ellos a través de un pasillo distribuidor que delimita la zona de descanso  La zona social es especialmente luminosa gracias a su orientación sur y un gran ventanal que da a la calle, inundando el salón-comedor de luz natural durante todo el día. El espacio se complementa con una cocina separada de electrodomésticos integrados de alta gama, ideal tanto para el día a día como para recibir invitados. La vivienda incluye además aire acondicionado por conductos, calefacción individual, persianas motorizadas y acabados en madera natural de roble. Situado en una segunda planta alta, ofrece tranquilidad y vistas despejadas. Se entrega totalmente amueblado y equipado. El piso está en obras actualmente y las fotos corresponden a otra propiedad similar. ¡Una oportunidad única en una de las zonas más codiciadas de Madrid! Sin comisión para el comprador. Contáctanos para más información. El barrio de Ibiza, en el distrito de Retiro, es una de las zonas residenciales más atractivas de Madrid. Su ubicación privilegiada permite disfrutar de un entorno tranquilo con todas las comodidades a un paso. A pocos minutos se encuentran la zona comercial de Goya, la Puerta de Alcalá y el Museo del Prado. Combina edificios residenciales con amplias zonas verdes y una variada oferta de comercios, restaurantes y cafeterías, además de supermercados, colegios y centros de salud, incluyendo el Hospital Gregorio Marañón. Con excelentes conexiones, dispone de metro (Ibiza, Retiro y Sainz de Baranda), varias líneas de autobús y acceso directo a la M-30, facilitando la movilidad.",False,good,False,True,,11325.0,True,False,False,False,[],False,False,1325000.0,€,flat,"Ibiza, Madrid",Piso en calle de Máiquez,Top,,,,,,,
109091847,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/e7/42/1364113266.webp,M11787V,30,4,1275000.0,flat,sale,96.0,True,2,2,calle de Maldonado,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4347537,-3.6777991,False,https://www.idealista.com/inmueble/109091847/,"Este elegante piso, completamente reformado y a estrenar, se encuentra en una cuarta planta exterior de una moderna finca de 1953, equipada con portero y ascensor. Con una superficie de 103 m², la vivienda ha sido diseñada para maximizar el espacio y la luz natural, creando un ambiente sofisticado y acogedor. La distribución abierta del salón comedor, que se integra perfectamente con la cocina, ofrece un espacio ideal para el esparcimiento y la vida social. Los detalles de la reforma han sido cuidadosamente seleccionados para proporcionar el máximo confort y funcionalidad. La cocina, de diseño vanguardista, está equipada con electrodomésticos de alta gama, mientras que los dos baños, modernos y minimalistas, cuentan con acabados de primera calidad. La vivienda dispone de dos dormitorios luminosos, que ofrecen un refugio tranquilo del bullicio de la ciudad. El piso se entrega completamente amueblado y decorado, con un mobiliario de líneas limpias y contemporáneas, lo que permite una mudanza inmediata y sin complicaciones. La propiedad está estratégicamente situada en el corazón del barrio de Lista, dentro del prestigioso distrito de Salamanca. Esta zona es conocida por su vibrante vida cultural, su amplia oferta de boutiques de lujo, galerías de arte y restaurantes de alta cocina. La proximidad a la calle Goya, una de las principales arterias comerciales de la capital, y a puntos de interés como el WiZink Center y el Parque del Retiro, hace de esta ubicación una de las más codiciadas de Madrid. La excelente conexión con el transporte público, con varias líneas de metro y autobús en las cercanías, asegura una movilidad fácil y rápida por toda la ciudad. Adquirir esta propiedad representa una oportunidad excepcional para quienes buscan un estilo de vida elevado en una de las zonas más exclusivas de Madrid. Es una inversión segura tanto para residencia principal como para quienes buscan una propiedad con alto potencial de revalorización en un mercado inmobiliario estable. En Walter Haus, estamos comprometidos en ofrecer inmuebles de la más alta calidad y este piso es un claro ejemplo de nuestro catálogo. Le invitamos a contactarnos para descubrir su próximo hogar y experimentar el servicio inigualable que nos distingue.",False,good,False,True,,13281.0,True,False,False,False,[],False,False,1275000.0,€,flat,"Lista, Madrid",Piso en calle de Maldonado,Top,,,,,,,
