propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
107852846,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/48/b6/1326264819.webp,BHHS-MAD-0643,42,2,3450000.0,flat,sale,438.0,True,4,3,Barrio Sol,Madrid,Madrid,Centro,es,Sol,40.4175349,-3.7054352,False,https://www.idealista.com/inmueble/107852846/,"Te presentamos esta exclusiva y singular vivienda de 438 metros cuadrados catastrales, que cuenta con cuatro amplios dormitorios y tres baños, completamente reformada y lista para estrenar. Situada en la segunda planta alta de una elegante finca clásica, esta propiedad se encuentra en una de las calles más emblemáticas y turísticas del barrio de Sol, a solo unos pasos de la Gran Vía y de la Plaza Mayor, ofreciendo una ubicación inmejorable en el corazón de Madrid. Además, cuenta con servicio de portería y opción a plaza de garaje. Este inmueble está ubicado en una de las zonas más codiciadas y demandadas de la ciudad, con fácil acceso a una amplia oferta cultural, comercial y de ocio. La excelente conectividad de la zona con el transporte público garantiza comodidad y accesibilidad, convirtiendo esta vivienda en una opción ideal tanto para residir como para invertir en uno de los enclaves más exclusivos de la capital. Al ingresar, serás recibido por un elegante recibidor con armario gabanero, que te conducirá a un acogedor salón de recibo y a una amplia zona de estar. El gran salón, iluminado por tres hermosos balcones, ofrece un ambiente luminoso y acogedor. La propiedad cuenta con dos generosos salones, uno de los cuales incluye un office independiente con bodega, perfecto para disfrutar de momentos especiales. La zona de descanso está compuesta por tres amplios dormitorios, uno de ellos exterior con mirador y chimenea, todos con balcones que dan a un patio de luces, lo que garantiza luminosidad y tranquilidad. Dos de los dormitorios cuentan con baño en suite, mientras que todos disponen de armarios empotrados, maximizando el aprovechamiento del espacio. Un tercer baño completo, de diseño moderno, está destinado al uso de cortesía. Esta vivienda ha sido diseñada por un reconocido estudio de arquitectura, que ha cuidado cada detalle en cuanto a acabados e iluminación. La cocina, independiente y espaciosa, incluye una zona de lavandería y salida de servicio, ideal para mayor comodidad. El edificio ha sido completamente rehabilitado y cuenta con ascensor, manteniendo su carácter y encanto original. Esta propiedad representa una oportunidad única para vivir o invertir en una de las zonas más exclusivas de Madrid. Además, disponemos de varios inmuebles similares en la misma área, que solo están disponibles en nuestra web por expreso deseo de sus propietarios. Si deseas conocer más, puedes hacerlo a través del enlace adicional al final de este anuncio. ¡No pierdas la oportunidad de vivir en el corazón de Madrid!",True,good,False,True,7877.0,True,True,False,False,[],False,False,3450000.0,€,flat,"Sol, Madrid",Piso,Top,,,,
108526317,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/f8/71/1366970625.webp,,68,,1395000.0,chalet,sale,381.0,,6,3,Barrio Somosaguas,Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.4067531,-3.7797292,False,https://www.idealista.com/inmueble/108526317/,"GILMAR presenta en exclusiva este fantástico chalé pareado de esquina, en urbanización privada en Somosaguas, Pozuelo de Alarcón, formado por solo cuatro viviendas que comparten un entorno cuidado, tranquilo y con excelente ubicación junto a la Casa de Campo. La vivienda cuenta con certificación energética B, un indicador directo de una construcción de alta calidad, con un excelente aislamiento térmico y unas instalaciones eficientes que garantizan un gran confort durante todo el año y un consumo muy contenido. Una calificación poco habitual en viviendas existentes que refleja el cuidado en su diseño y ejecución. *Las imágenes refinadas con la IA de Gilmar consisten en propuestas de mobiliario y decorativas alternativas, o sutiles actualizaciones como pulido de mármol* Se encuentra en perfecto estado, lista para entrar a vivir, y ofrece una distribución cómoda y funcional: Planta baja Hall de entrada con armario gabanero y aseo de cortesía Amplio salón-comedor de 36 m², con chimenea y acceso directo a un porche acristalado en altura y al jardín Cocina espaciosa de 19 m², con zona office y salida directa al exterior Primera planta Generoso distribuidor Tres dormitorios dobles, de 11 m², 13 y 14 m², respectivamente todos con armarios empotrados de gran capacidad (cuatro hojas por habitación) Master suite de 23 m², compuesta por zona de descanso, con vestidor doble (ocho hojas de armario) y baño privado Baño exterior completo con ducha para el resto de dormitorios Buhardilla Espacio diáfano polivalente de 40 m², actualmente utilizado como sala de estar Dormitorio de invitados de 14 m², con ventana tipo velux y armarios empotrados Despacho independiente de 20 m², con split frío/calor Posibilidad de dejar toda la planta diáfana o de incorporar un baño completo (instalaciones previstas) Acceso a trastero bajo cubierta de 70 m², con aislamiento térmico de lana de roca y acceso mediante escalera plegable. Semisótano Distribuidor Garaje privado de 49 m², con capacidad para cuatro vehículos grandes (recién pintado) Sala polivalente de 16 m², con posibilidad de habilitar como lavandería o dormitorio de servicio Aseo (con posibilidad de reconvertir en baño completo) Espacio de taller con opción de bodega o despensa Jardín privado Porche acristalado en altura con toldos automáticos Zona solada bajo pérgola Piscina de cloración salina con iluminación nocturna Construcción independiente para cocina exterior Perímetro revestido en piedra natural, con jardineras Ubicación Situado en la zona de Somosaguas, una de las más valoradas de Pozuelo de Alarcón, con entorno residencial consolidado, próximo a espacios naturales como la Casa de Campo y con excelente conexión por carretera. En las inmediaciones se encuentran centros comerciales, colegios internacionales, zonas deportivas y todos los servicios necesarios para el día a día, a escasos minutos de Madrid capital. Además, a escasos metros del chalé se encuentra un centro de salud de acceso muy cómodo, al que se puede ir andando, y está a punto de finalizarse un hospital privado Blue Healthcare.",True,good,False,,3661.0,True,True,False,False,[],False,False,1395000.0,€,chalet,"Somosaguas, Pozuelo de Alarcón",Chalet pareado,Top,True,True,semidetachedHouse,
108730511,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/7b/12/1353447971.webp,BFU-V1926,28,5,343000.0,flat,sale,137.0,True,3,2,calle del Simca,Madrid,Madrid,Usera,es,Orcasitas,40.3672318,-3.7055127,False,https://www.idealista.com/inmueble/108730511/,"CONTACTAR CON EXTENSIÓN Nº1 Esta excepcional vivienda en perfecto estado de conservación, destaca por sus acabados de alta calidad. Se encuentra en una quinta planta, gran luminosidad en todas sus estancias. Tiene 91 m² de vivienda y se distribuye en: -Amplio salón con hall de entrada armario empotrado. (AIRE ACONDIOCNADO) -Cocina independiente amueblada. -Tres dormitorios individuales con armarios empotrados. -Dos cuarto de baño completo uno con plato de ducha y el otro con bañera. Detalles Adicionales: - Garaje y trasteros incluidos en el precio. - Ascensor. La ubicación es inmejorable, en una zona consolidada con todos los servicios. Proximidad de colegios, centros comerciales, zonas deportivas, supermercados, comercio tradicional, zonas de ocio, parques. etc. Con acceso cercano a M-30, M-40 y A-42. Autobuses en la misma calle y estación de Cercanías de Orcasitas (C-5) a escasos metros. (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,True,2504.0,True,True,False,False,[],False,False,343000.0,€,flat,"Orcasitas, Madrid",Piso en calle del Simca,Top,True,True,,
108497504,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/5b/46/1347394292.webp,ip211145,32,2,800000.0,flat,sale,109.0,True,2,2,Barrio Adelfas,Madrid,Madrid,Retiro,es,Adelfas,40.4043468,-3.6685665,False,https://www.idealista.com/inmueble/108497504/,"En el prestigioso barrio de Adelfas, dentro del distrito de Retiro en Madrid, se encuentra este magnífico piso de 109 m², un espacio diseñado para combinar comodidad, estilo y funcionalidad. Construido en 2014, este inmueble cuenta con 2 dormitorios, 2 baños completos y un salón independiente que destaca por su luminosidad gracias a su orientación noreste. La cocina está completamente equipada y el piso incluye una plaza de garaje, una comodidad invaluable en esta zona. Entre las características destacadas de esta propiedad se encuentra su sistema de calefacción individual por gas natural, aire acondicionado, suelos de parquet y puerta blindada, que garantizan confort y seguridad.  La finca, construida por la reconocida promotora Vía Célere, ofrece servicios de lujo que la convierten en una auténtica joya residencial. Entre sus instalaciones encontramos seguridad 24 horas, piscina climatizada que se convierte en descubierta en los meses de verano, gimnasio completamente equipado, sala de cine, dos pistas de pádel, sala gourmet con terraza para eventos sociales, sala de juegos, sala y parque infantil. Estas características hacen de esta propiedad una opción inigualable para quienes buscan comodidad y exclusividad. Desde su privilegiada ubicación, esta vivienda combina la tranquilidad con la proximidad al Parque del Retiro y el dinamismo del centro de Madrid. Es perfecta tanto para disfrutar de una vida cómoda como para quienes buscan una inversión con potencial de rentabilidad en uno de los barrios más cotizados de la capital. En cuanto a transporte, la ubicación es inmejorable tanto por metro ( Línea 6), tren (Atocha), varias líneas de autobuses y fácil acceso a las principales carreteras. Desde 1983, GILMAR se ha destacado como líder en el sector inmobiliario, ayudando a miles de clientes a encontrar la casa de sus sueños. Con un equipo de expertos y un enfoque personalizado, ofrecemos un servicio integral que abarca compra, venta, alquiler y asesoramiento en inversiones inmobiliarias. Para más información sobre este inmueble, por favor, facilita la referencia 211145 al equipo de nuestra oficina de Jerónimos - Retiro, ubicada en Avda. del Mediterráneo, 44. Puedes contactarnos al teléfono o escribirnos a. ¡Estaremos encantados de ayudarte!",True,good,False,True,7339.0,True,True,False,False,[],False,False,800000.0,€,flat,"Adelfas, Madrid",Piso,Top,True,True,,
108878777,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/82/8b/1358141602.webp,GF 211758,26,3,480000.0,flat,sale,85.0,True,2,1,Casco Antiguo,Madrid,Majadahonda,Casco Antiguo,es,,40.4751138,-3.869173,False,https://www.idealista.com/inmueble/108878777/,"GILMAR presenta en exclusiva esta magnífica vivienda ubicada en el corazón de Majadahonda, en una zona residencial y tranquila, que combina la comodidad de tener todos los servicios al alcance —comercios, transporte público, centros educativos y amplias zonas verdes— con la tranquilidad de un entorno privilegiado. La propiedad se distribuye en dos amplios dormitorios, un baño completo, cocina independiente y salón independiente, ofreciendo una distribución práctica y confortable para el día a día. Destaca por su gran luminosidad, su ambiente acogedor y su reforma integral reciente, que incorpora materiales de calidad y un diseño actual. Además, cuenta con aire acondicionado con bomba de calor, lo que garantiza confort térmico durante todo el año. Los propietarios tienen en alquiler una plaza de garaje en el mismo edificio, la cual podría continuar alquilada con los nuevos propietarios. Una excelente oportunidad para quienes buscan una vivienda lista para entrar a vivir, con una ubicación inmejorable y en una de las zonas más demandadas del noroeste de Madrid.",True,good,False,True,5647.0,True,True,False,False,[],False,False,480000.0,€,flat,"Casco Antiguo, Majadahonda",Piso,Top,,,,
106570139,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/e1/52/1289060165.webp,BHHS-MAD-0442,41,5,3000000.0,flat,sale,191.0,True,2,2,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4299901,-3.6873715,False,https://www.idealista.com/inmueble/106570139/,"Espléndida propiedad en una de las calles más elegantes de la capital española, en un edificio único por ubicación y seguridad, con servicio de portería. Dicha calle es en particular famosa por su selección en tiendas de lujo y decoración.  La vivienda ha sido decorada con buen gusto y distinción, con un estilo contemporáneo. En zona social disponemos de un gran salón, orientado a la fachada principal del edificio por el que accedemos a la terraza, lo que nos da una luz natural fantástica.  El comedor en un espacio abierto, pero independiente del salón, nos da un espacio para reuniones y comidas adicional. La cocina es independiente y esta equipada con los electrodomésticos de alta gama.  Dispone de dos dormitorios grandes con su baño en suite y amplios armarios. Luminoso y elegante y con una fantástica ubicación en el barrio más deseable de Madrid, la propiedad es un hogar en pleno corazón del Barrio de Salamanca. Posibilidad de plaza de garaje.  El área circundante tiene algunos de los restaurantes más famosos, bares y cafés de Madrid, la Plaza de Colón y el Parque de El Retiro son dos ubicaciones cercanas a la vivienda.",True,good,False,True,15707.0,True,True,True,False,[],False,False,3000000.0,€,flat,"Castellana, Madrid",Piso,Top,,,,
104179776,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/af/35/1326625502.webp,W-02UWHL,29,5,2800000.0,flat,sale,265.0,True,4,5,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4194561,-3.699315,False,https://www.idealista.com/inmueble/104179776/,"Propiedad de lujo junto a Hotel Four Seasons Engel & Völkers inmobiliaria de lujo, tiene el placer de presentarle esta vivienda a estrenar, óptima para residencia y también para inversión y alquiler. La vivienda está recién reformada y amueblada en altas calidades y diseñada al más puro estilo vanguardista, con una estética depurada buscando a la vez aprovechar el espacio sin perder un ápice de estilo. El edificio data de 1901 conservando todo el encanto de la época y se encuentra en una de las calles más demandadas del barrio de Las Cortes, junto al complejo de lujo Canalejas, al lado del Hotel Four Seasons y en el centro de la “nueva milla de oro hotelera”. Se localiza en la planta quinta, con grandes ventanales en el salón con orientación a la calle y amplias ventanas en el resto de las estancias que le otorgan luz natural todo el día. La vivienda se compone de un gran salón con cocina integrada, cuatro dormitorios dobles (todos con baño en suite y dos de ellos, además con vestidor), cuatro baños completos y un aseo de cortesía. La reforma de la vivienda, además del exquisito proyecto de arquitectura de la misma, le otorga el privilegio de ser tranquila y silenciosa, al haber previsto un óptimo sistema de aislamiento en toda la propiedad. Todo un lujo en el centro del Madrid histórico y en pleno barrio de Las Cortes y en el centro de la “nueva milla de oro hotelera”, una de las zonas más activas del Madrid cultural y rodeado de los principales museos, El Prado, Thyssen-Bornemisza y Reina Sofía y del nuevo epicentro del lujo de Madrid como el Centro Canalejas, Hotel Four Seasons y el JW Marriott Hotel. Sin duda una gran oportunidad de vivir en una espectacular y lujosa vivienda en el corazón de Madrid. Ubicado en el barrio de Las Cortes, su nombre oficial se debe a que dentro de este barrio se encuentra el Congreso de los Diputados, cámara baja de las Cortes Generales de España. Una de las zonas de visita obligada a Madrid para disfrutar el ambiente que ofrece la ciudad. En la zona se ubican los museos del Prado y Thyssen-Bornemisza y en sus inmediaciones se halla el Centro de Arte Reina Sofía, promocionados turísticamente bajo la denominación de Paseo o Triángulo del Arte. Está rodeado de zonas verdes como el Jardín Botánico, y muy próximo al parque del Retiro, lo que lo hace perfecto para quienes quieren vivir en el centro de Madrid pero sin dejar de lado el contacto con la naturaleza. También se encuentra en el nuevo área del lujo del Centro Canalejas, Four Seasons y el JW Marriott Hotel. Es el barrio simbólico donde se funde tradición y vanguardia, el foco cultural de la ciudad. El nivel de infraestructuras y servicios en la zona es excelente. Está muy bien comunicada por metro y autobús. Posee una amplia dotación de pequeños locales de moda: restaurantes, bares, cafés, librerías, tiendas, galerías de arte y talleres coworking. También cines, teatros y salas de espectáculos se pueden encontrar por la zona.",True,good,False,True,10566.0,True,True,False,False,[],False,False,2800000.0,€,flat,"Huertas-Cortes, Madrid",Piso,Top,,,,
108317628,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/05/91/1340514774.webp,W-02YV46,21,4,895000.0,flat,sale,112.0,True,1,2,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4142974,-3.6949701,False,https://www.idealista.com/inmueble/108317628/,"Exclusivo Apartamento a estrenar con reforma de lujo, balcón y plaza de garaje Bienvenido a este exclusivo apartamento en el corazón de Madrid, una joya arquitectónica de 112 metros cuadrados con un balcón-mirador y plaza de garaje que redefine el lujo urbano.  La vivienda se encuentra situada en la cuarta planta de un edificio representativo de finales del siglo XIX, fue diseñada por Enrique María Repullés, el mismo arquitecto que diseñó la Bolsa de Madrid al puro estilo parisino. En el año 2007, se llevó a cabo una reforma integral en el edificio, conservando los detalles que lo hacen único como la fachada y el portal, pero contando con todos los beneficios de un edificio de obra nueva.  Además la finca está dotada de aparcamiento subterráneo, ascensores, portal señorial y portero, en definitiva, dotada de todas las comodidades que rara vez se encuentran en el centro de Madrid.   El nuevo propietario tendrá el lujo de estrenar está fantástica vivienda, la cual ha sido reformada en 2025 con calidades exquisitas.  Cada rincón de esta residencia ha sido diseñado meticulosamente para ofrecer amplitud y luminosidad. La distribución abierta maximiza el uso del espacio, creando una atmósfera acogedora y contemporánea, ideal para el entretenimiento y la relajación. La cocina de Gunni & Trentino se encuentra totalmente equipada, bodeguero incluido, y cuenta con una espaciosa isla acabado mármol. La vivienda también dispone de cuarto para la lavandería independiente. Este apartamento de un dormitorio cuenta con vestidor y baño en suite, ofreciendo un entorno de vida inigualable para quienes buscan la combinación perfecta de modernidad y comodidad. Entre sus características más destacadas se encuentra un balcón-mirador estilo clásico con forja de hierro, proporcionando un rincón privado con vistas serenas, y la plaza de garaje situada en el mismo en el parking subterráneo del propio edificio, garantizando la seguridad y comodidad de sus residentes.   El sistema de calefacción central de gas con contadores individuales asegura un ambiente cálido y confortable durante todo el invierno, contando con aire acondicionado por conductos para el verano. Si esto no fuera suficiente, la vivienda ha sido aislada acústicamente y cuanta con preinstalación de domótica. Esta propiedad es sin duda una oportunidad única para experimentar el estilo de vida lujoso de Madrid. Con su diseño moderno y ubicación privilegiada, ofrece una experiencia de vida excepcional que no querrá perderse. Ubicado en el corazón de Madrid, esta propiedad se encuentra en la zona premium del prestigioso barrio de Cortes, una zona que exuda historia y sofisticación. Este enclave es conocido por su atmósfera bohemia y su proximidad a las arterias culturales más importantes de la ciudad. A solo pasos del Paseo del Prado, este barrio ofrece un acceso inigualable a los museos de renombre mundial como el Museo del Prado, el Reina Sofía y el Thyssen-Bornemisza, convirtiéndolo en un paraíso para los amantes del arte. La infraestructura del área es excepcional, con una red de transporte eficiente que incluye la estación de metro Antón Martín a solo 5 minutos a pie, facilitando el acceso a toda la ciudad. Además, la proximidad a la estación de Atocha, a unos 10 minutos caminando, ofrece conexiones de alta velocidad a otras ciudades europeas, haciendo de esta ubicación un punto neurálgico para el viajero internacional. El barrio ofrece una gran variedad de actividades de ocio y entretenimiento. Desde los elegantes cafés y restaurantes gourmet hasta las boutiques de moda, cada esquina de Cortes está impregnada de estilo y sofisticación. Los parques cercanos, como el Parque del Retiro, ofrecen un respiro verde en medio de la vibrante vida urbana. No solo ofrece una dirección envidiable, sino que también promete un estilo de vida de lujo en el epicentro cultural de Madrid. Esta ubicación es un testimonio del equi.",True,good,False,True,7991.0,True,True,False,False,[],False,False,895000.0,€,flat,"Huertas-Cortes, Madrid",Piso,Top,True,True,,
108758539,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/aa/6a/1354248516.webp,W-02VTGC,36,2,1300000.0,flat,sale,118.0,True,2,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4231405,-3.7073394,False,https://www.idealista.com/inmueble/108758539/,"Exclusivo Oasis Urbano con Piscina Privada en Gran Vía, Madrid Engel & Völkers ofrece moderna vivienda de dos dormitorios en pleno corazón de Madrid. Ubicada en un edificio con servicios de alto nivel, entre los que destacan una piscina en la azotea con vistas panorámicas, gimnasio totalmente equipado y un exclusivo rooftop chill-out, ideal para relajarse o socializar en el corazón de la ciudad. Descubre esta luminosa y acogedora vivienda ubicada en la segunda planta de uno de los edificios más representativos de la Gran Vía madrileña. Con una superficie bien distribuida, la propiedad cuenta con 2 amplios dormitorios, 2 baños completos, y un espacioso salón-comedor con vistas a Gran Vía y cocina. Ideal para quienes buscan comodidad y estilo en una de las zonas más vibrantes de la ciudad. El edificio entero ha sido reformado con materiales de calidad, conservando detalles clásicos originales de la fachada y combinándolos con un diseño contemporáneo. Gracias a su orientación sur y altura, disfruta de una excelente entrada de luz natural durante todo el día. En el Rooftop podrás disfrutar de vistas 360º mientras te refrescas en la piscina, haces deporte en el gimnasio o simplemente relajarte en el área dispuesta con mesas y sillas para más comodidad. Situada en un entorno inmejorable, rodeada de teatros, comercios, restaurantes y con excelente comunicación por transporte público, es una oportunidad única tanto como residencia habitual, segunda vivienda o inversión. Ubicada en el corazón palpitante de Madrid, en la majestuosa Gran Vía, esta propiedad de lujo ofrece una experiencia de vida excepcional, perfecta para aquellos que buscan una combinación de sofisticación urbana y comodidad. La Gran Vía es un paraíso para el comprador exigente que valora la proximidad a las mejores ofertas culturales y comerciales de la ciudad. Aquí, el bullicio de la vida madrileña se entrelaza con la serenidad de un refugio privado, ideal para profesionales de alto nivel y amantes del arte. La infraestructura en esta zona es inigualable, con una red de transporte público que conecta de manera eficiente con cada rincón de la ciudad. La estación de metro más cercana está a solo unos minutos a pie, ofreciendo un acceso rápido y fácil a las principales atracciones de Madrid. Para los viajes internacionales, el Aeropuerto Adolfo Suárez Madrid-Barajas se encuentra a solo 25 minutos en coche. La Gran Vía es un epicentro de actividades de ocio. Desde teatros históricos y cines emblemáticos hasta boutiques de lujo y restaurantes de alta cocina, cada día presenta una nueva aventura. Disfrute de una obra en el Teatro Lope de Vega o explore las tiendas exclusivas que adornan esta famosa avenida. Un rasgo especial de esta ubicación es su proximidad a lugares icónicos como el Palacio Real y el Parque del Retiro, perfectos para paseos tranquilos o picnics bajo el sol. Además, el vibrante barrio de Malasaña, conocido por su vida nocturna y su cultura alternativa, está a un corto paseo. En resumen, esta propiedad en la Gran Vía no es solo un hogar, sino una invitación a vivir el estilo de vida madrileño en su máxima expresión. Aquí, la elegancia y la conveniencia se unen para crear un entorno de vida sin igual, donde cada día es una oportunidad para descubrir lo extraordinario.",True,good,False,True,11017.0,True,True,False,False,[],False,False,1300000.0,€,flat,"Malasaña-Universidad, Madrid",Piso,Top,True,True,,
106375091,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/9a/30/1365660071.webp,W-02XFMP,39,2,1990000.0,flat,sale,231.0,True,3,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4221812,-3.7017862,False,https://www.idealista.com/inmueble/106375091/,"Exclusivo piso Reformado con tres balcones en Fuencarral Engel & Völkers presenta una espectacular vivienda de lujo en pleno corazón de Madrid, lista para entrar a vivir y entregada totalmente amueblada. Situada en la prestigiosa calle Fuencarral, a escasos pasos de la Gran Vía —el “Broadway madrileño”—, esta propiedad combina el encanto clásico de un edificio de principios del siglo XX con una reforma integral de alto nivel que realza la esencia de la vida moderna en la capital. Con una superficie de 231 m², la vivienda destaca por su amplitud, luminosidad y elegancia. Sus tres balcones a la calle Fuencarral, uno de ellos con mirador, otorgan un carácter único y un ambiente vibrante propio de una de las zonas más dinámicas de la ciudad. La distribución ha sido cuidadosamente diseñada para ofrecer comodidad y estilo: Gran salón con dos ambientes diferenciados y comedor independiente, ideal para el relax y la vida social. Despacho versátil, perfecto para el teletrabajo o como sala de lectura. Cocina independiente con isla central, totalmente equipada con electrodomésticos Bosch de última generación. Dormitorio principal en suite con vestidor, hall privado y un amplio baño que se convierte en un verdadero refugio de confort. Dos dormitorios dobles adicionales de generosas dimensiones. Segundo baño completo de diseño. Calidades y detalles de lujo: Reforma excepcional con materiales de primera calidad y un interiorismo estudiado al detalle. Climatización por conductos con sistema Airzone de frío/calor. Armarios y mobiliario a medida en todas las estancias. Mecanismos eléctricos Bticino. Edificio clásico con ascensor acristalado que aporta un toque distintivo. Esta exclusiva vivienda ha sido concebida para quienes buscan un hogar sofisticado, con personalidad propia, en una de las localizaciones más codiciadas de Madrid. Un espacio que combina historia, diseño y confort en perfecta armonía. Vivir entre Gran Vía y la calle Fuencarral significa disfrutar del epicentro cultural, comercial y social de Madrid. La Gran Vía, conocida como el “Broadway madrileño”, ofrece una amplia oferta de teatros, cines, musicales y restaurantes de prestigio, convirtiéndose en uno de los escenarios más dinámicos y cosmopolitas de Europa. Por su parte, la calle Fuencarral, peatonal en gran parte de su recorrido, es uno de los ejes comerciales más exclusivos de la ciudad, con boutiques de diseño, marcas internacionales y espacios gastronómicos de tendencia. Todo ello en un entorno vibrante que combina edificios históricos con la modernidad de una capital europea en constante evolución. Su excelente conexión con el resto de la ciudad, junto con la amplia oferta cultural, gastronómica y de ocio, hacen de esta ubicación un lugar privilegiado para quienes buscan vivir el Madrid más auténtico, con estilo y sofisticación.  ¡No lo dude y venga a visitarla con nosotros!",True,good,False,True,8615.0,True,True,False,False,[],False,False,1990000.0,€,flat,"Malasaña-Universidad, Madrid",Piso,Top,,,,
