propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,newDevelopmentFinished
105528916,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/42/e4/1255111570.webp,DS-P33037,58,2,7900000.0,flat,sale,473.0,True,4,4,calle de José Ortega y Gasset,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4296185,-3.6877981,False,https://www.idealista.com/inmueble/105528916/,"DIZA Consultores les presenta gran piso reformado de lujo, en la mejor calle del Barrio Salamanca. En la segunda planta de un edificio representativo, construido a mediados del siglo XX, se encuentra este piso de diseño, de 473 metros cuadrados. Se trata de un piso donde se han cuidado todos los detalles, convirtiéndolo en un trofeo en la mejor zona de Madrid. Su amplia zona social, posee varias estancias donde poder recibir, con un luminoso salón, despacho, un imponente recibidor y un comedor con capacidad para quince comensales. Se trata de una espectacular zona de recibo, muy versátil inundada de luz en todo momento gracias a sus grandes ventanales. La zona de descanso se compone de tres amplios dormitorios, todos ellos con vestidor y baño en suite. La suite principal se trata de una majestuosa habitación con baño doble y vestidor tipo boutique.  La cocina es de diseño a medida con mucho espacio de almacenamiento. Junto a esta se encuentra la zona de lavandería y el dormitorio de servicio con baño en suite. La vivienda posee todo lo necesario, para sentirse cómodo en todo momento: calefacción central por radiadores de hierro rehabilitados, aire acondicionado por conductos, iluminación indirecta y ventanas con aislamiento térmico y acústico. La finca es señorial y dispone de portero físico y un amplio trastero. El Barrio Salamanca se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla… Convertimos Sueños en Hogares.",True,good,False,True,16702.0,True,False,False,True,[],False,False,7900000.0,€,,,,True,True,,flat,,"Castellana, Madrid",Piso en calle de José Ortega y Gasset,Top,
108953028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/44/dd/1360055339.webp,Bispo,24,1,529900.0,flat,sale,164.0,True,3,2,camino Bispo,Madrid,Villaviciosa de Odón,Centro,es,,40.3614125,-3.9140029,False,https://www.idealista.com/inmueble/108953028/,"HOGARES VILLAVICIOSA DE ODÓN vende en EXCLUSIVA espectacular PISO, con urbanización privada, piscina, zonas ajardinadas y acceso para personas de movilidad reducida. Se encuentra ubicado en pleno centro de Villaviciosa de Odón, con acceso inmejorable a la carretera M 506, cerca de colegios, parada de autobús, zonas comerciales, de ocio y deportivas. - La vivienda consta de 110m2 útiles, trastero de 10m2 y dos plazas de garaje incluidas en el precio. - Amplio hall de entrada con cómodo acceso a un amplio y luminoso salón comedor, equipado con aire acondicionado. - Disponemos de tres luminosas habitaciones con armarios empotrados, dos cuartos de baño, uno de ellos en suite. - Cocina totalmente reformada y equipada, con terraza para lavado y tendido. - Urbanización privada con jardín comunitario y piscina. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,good,False,True,3231.0,True,True,False,True,[],False,False,529900.0,€,,,,True,True,,flat,,"Centro, Villaviciosa de Odón",Piso en camino Bispo,Top,
108937561,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/6f/a8/1359439864.webp,Segura,50,,1199900.0,chalet,sale,447.0,,7,4,calle Segura,Madrid,Villaviciosa de Odón,El Bosque,es,,40.3938571,-3.918958,False,https://www.idealista.com/inmueble/108937561/,"HOGARES VILLAVICIOSA DE ODÓN vende en EXCLUSIVA espectacular chalet independiente con 3 HABITACIONES EN PLANTA. Descubre el hogar de tus sueños en El Bosque, ¡una de las urbanizaciones más exclusivas de Villaviciosa de Odón! Este chalet independiente ofrece un estilo de vida inigualable con sus 447 m² construidos, todo lo que necesitas para una vida de confort y tranquilidad. Con una parcela de 1347 m², disfrutarás de amplios jardines y un extenso espacio exterior ideal para el ocio y el relax. En la planta principal, encontrarás un elegante hall de entrada que da paso a un amplio salón comedor, equipado con aire acondicionado y una cocina con salida a una terraza acristalada exterior. Las tres habitaciones en esta planta cuentan con 2 cuartos de baño completos, uno de ellos en suite con la principal.  La planta superior cuenta con un amplio salón con aire acondicionado, dos habitaciones adicionales y un cuarto de baño completo La planta sótano, cuenta con un amplísimo garaje con capacidad para 4 vehículos, un cuarto multifuncional, un cuarto de baño completo y dos dormitorios. Zona exterior, piscina de 50m2, jardín con riego automático, iluminación exterior, zona de huerto y cenador acristalado de 14m2. No pierdas la oportunidad de vivir en un entorno privilegiado con todas las comodidades a tu alcance. Ven a verlo y enamórate!",True,good,False,,2684.0,True,True,False,True,[],False,False,1199900.0,€,,,,True,True,,chalet,independantHouse,"El Bosque, Villaviciosa de Odón",Casa independiente en calle Segura,Top,
107423796,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/56/88/1350709129.webp,V1421MAC,20,2,860000.0,flat,sale,126.0,True,2,2,Barrio Quintana,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4401145,-3.6361827,False,https://www.idealista.com/inmueble/107423796/,"John Taylor pone en venta este estupendo piso de 2 dormitorios y 2 baños de 126m² construidos, ubicado en un edificio de nueva construcción del año 2020 en la zona de Arturo Soria. La vivienda destaca por su diseño contemporáneo, sus calidades de alta gama y su eficiencia energética gracias a su sistema de aerotermia y la preinstalación de domótica. Desde el recibidor accedemos a un amplio y luminoso salón-comedor con grandes ventanales, que aportan una excelente entrada de luz natural. La vivienda cuenta con una cocina semi-abierta, totalmente equipada con electrodomésticos de última generación, y un espacio de lavadero. La zona de descanso se distribuye en un espacioso dormitorio principal con baño en suite y un segundo dormitorio con armarios empotrados, acompañado de un segundo baño completo. Toda la vivienda cuenta con persianas y toldos motorizados, aportando comodidad y funcionalidad. El edificio dispone de excelentes zonas comunes, con un amplio jardín y piscina, ideales para disfrutar del aire libre. Además, la vivienda incluye dos plazas de garaje, una de ellas doble y equipada con cargador para vehículos eléctricos. La zona donde se ubica junto a la calle Arturo Soria es una zona tranquila, a pocos pasos de transporte público, comercios y prestigiosos colegios como el Colegio Brains.",False,good,False,True,6825.0,True,False,True,False,[],False,False,860000.0,€,,,,True,True,,flat,,"Quintana, Madrid",Piso,Top,
101887347,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/ee/c6/1197394157.webp,5º izquierda,40,5,5350000.0,flat,sale,402.0,True,3,4,"calle General Oraá, 9",Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4365118,-3.6869471,True,https://www.idealista.com/obra-nueva/101887347/,"General Oráa 9 es uno de los edificios más emblemáticos de Madrid, conocido como Casa-Palacio del Conde de Cedillo, donde vivió el escritor Ramón María del Valle-Inclán. Ubicado en el Barrio de Salamanca y cerca del Paseo de la Castellana, este edificio de 1923 ha sido completamente renovado en su interior respetando su imponente fachada tradicional protegida, asegurando su esencia solemne y clásica al estilo de los antiguos palacios toledanos.  Te recibirá un gran hall de entrada, con seguridad las 24 horas, desde donde podrás apreciar su magnífica escalera doble que da acceso a las 6 plantas mas ático y cubierta, que componen ese singular inmueble: 12 lujosos pisos con vistas y un diseño interior sobresaliente. Cada uno de ellos cuenta con varias plazas de aparcamiento robotizadas además de trastero. En las zonas comunes de la planta baja, descubrirás un gimnasio sofisticado y luminoso, una deliciosa piscina climatizada y una sala de reuniones para el uso de la comunidad, todo ello con un moderno y acogedor diseño de interiores proyecto de Totón Sánchez. Instalaciones de última generación pensadas tanto para el relax como para el entrenamiento, con toda la privacidad y la comodidad que puedas imaginar.  General Oráa 9 destaca por la seguridad que ofrece, ya que los ascensores conducen directamente al hall de entrada de las viviendas, proporcionando una seguridad y una privacidad inigualables.  Las viviendas en General Oráa cuentan con una exquisita selección de materiales de alto nivel y una geometría de espacios muy estudiada, por lo que son un oasis de luz y tranquilidad. Sus balcones y su altura de techos combinados con un diseño de interiores espectacular de la mano de Totón Sánchez, le proporcionan ese plus que siempre habías imaginado. Las cocinas, amuebladas con las mejores gamas de Moldulnova y Santos, están equipadas con los electrodomésticos casi profesionales de la reconocida marca alemana Gaggenau, toda una garantía de calidad, funcionalidad y belleza.  Entra en la historia, vive en General Oraá, 9, a un paso de la Milla de Oro y los mejores restaurantes de la capital.  *Las imágenes son imágenes de referencia, ya que debido a la morfología del edificio, siendo este un antiguo palacete, las alturas de cada planta pueden variar. *.",False,newdevelopment,True,True,13308.0,False,False,False,False,[],False,False,5350000.0,€,,,,True,True,,flat,,"Castellana, Madrid","Piso en calle General Oraá, 9",Top,True
109177438,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/6c/93/1366559493.webp,VM2506057,40,,1290000.0,chalet,sale,431.0,,6,3,calle de la Constancia,Madrid,Madrid,Chamartín,es,Prosperidad,40.4406479,-3.672697,False,https://www.idealista.com/inmueble/109177438/,"LOCAL A REFORMAR CON DOS PLAZAS DE GARAJE EN PROSPERIDAD  ¡OPORTUNIDAD IRREPETIBLE EN PROSPERIDAD! TU FUTURA INVERSIÓN ESTÁ AQUÍ  Si buscas una inversión con potencial ilimitado, en una ubicación estratégica y con un valor añadido incuestionable… ¡Este tríplex a reformar es para ti! Situado en pleno corazón del barrio de Prosperidad, a escasos pasos de la Avenida de América, se ofrece esta impresionante propiedad de 431 m² construidos según catastro con trámite de CAMBIO DE USO en marcha para convertirlo en una o varias viviendas independientes. Ideal para convertir en dos residenciales, coliving, o apartamentos para rentabilidad. Distribución perfecta para múltiples proyectos: Planta baja (149 m²) con gran visibilidad y acceso directo desde la calle. Primera planta (179 m²) con entrada desde el interior del edificio y del propio inmueble. Sótano (72 m²) ideal como sala multifuncional, trastero, zona técnica o almacén. Fachada de 22 metros totalmente exterior: ¡LUZ NATURAL a raudales! Extras que marcan la diferencia: ✔ 2 plazas de garaje en el propio edificio ✔ Entrada doble: por planta calle y por portal ✔ Sin comisión de agencia ✔ Excelente conexión: Metro Cartagena y Prosperidad, autobuses, comercios, colegios, restaurantes y zonas verdes como el Parque de Berlín y el Auditorio Nacional.  Edificio construido en 1977, orientación oeste y una distribución que permite jugar con espacios y conceptos para adaptarlos a cualquier proyecto residencial o empresarial. Tanto si eres inversor, promotor, arquitecto o simplemente buscas un espacio amplio y lleno de posibilidades para vivir o generar ingresos.. . ¡NO DEJES PASAR ESTA JOYA URBANA! Ven a verlo y descubre en persona todo lo que puede llegar a ser. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",False,renew,False,,2993.0,True,False,False,False,[],False,False,1290000.0,€,,,,True,True,,chalet,,"Prosperidad, Madrid",Chalet en calle de la Constancia,Top,
106322397,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/2c/92/1347037130.webp,V2351MA,53,,2600000.0,chalet,sale,297.0,,5,6,Barrio Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4239648,-3.6630739,False,https://www.idealista.com/inmueble/106322397/,"John Taylor presenta este fabuloso chalet completamente reformado y a estrenar. Está ubicado en la única colonia de chalets del barrio de Salamanca, que destaca por su tranquilidad y exclusividad. Una oportunidad de vivir con todas las comodidades del barrio y en una casa con dos áreas exteriores. La reforma ha incluido creación de dos niveles adicionales: el sótano, inteligentemente iluminado con patios ingleses, y la buhardilla, que también goza de estupenda luz natural gracias a los velux del techo. Además se ha instalado un cómodo y práctico ascensor. La vivienda ofrece la siguiente distribución: - Planta sótano: dormitorio con vestidor, cuarto de baño en suite, trastero, sala de TV o zona bar, aseo y cuarto de lavado. - Planta baja: salón con dos ambientes y salida al jardín trasero, comedor independiente y cocina con despensa dando al patio delantero - Planta alta: dos dormitorios dobles, ambos con amplio vestidor y cuarto de baño en suite - Buhardilla con dos dormitorios y dos cuartos de baño completos La propiedad cuenta con sistema de aerotermia, aire acondicionado por conductos y caldera de gas.  Una excelente oportunidad de vivir en esta exclusiva colonia de tranquilos chalets, con un precioso parque a escasos metros y con todos los servicios al alcance de la mano.",False,good,False,,8754.0,True,False,True,False,[],False,False,2600000.0,€,,,,,,,chalet,terracedHouse,"Fuente del Berro, Madrid",Chalet adosado,Top,
107747936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/ae/8f/1365298053.webp,P1 2D,19,2,410900.0,flat,sale,83.0,True,2,2,vereda de la Cebolla s/n,Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.3997161,-3.5467341,True,https://www.idealista.com/obra-nueva/107747936/,"¡EN CONSTRUCCIÓN! PISOS CON AMPLIAS TERRAZAS  Elige el hogar que más se adapta a tus necesidades en Residencial Toscana ¡85% de la promoción ya vendida y las obras ya están en marcha!  Todavía estás a tiempo de elegir la vivienda que mejor encaja contigo:  ¿Buscas algo funcional y acogedor? Tenemos pisos de 2 dormitorios ideales para empezar.  ¿Necesitas espacio para crecer? Elige entre opciones de 3 o 4 dormitorio s, perfectas para familias.  ¿Te encanta disfrutar del aire libre? Opta por un bajo con terraza o un ático con dos terrazas para vivir el exterior como nunca.  ¿Quieres más comodidad? Elige tu piso con o sin vestidor, según tus necesidades.  ¿Tienes coche? Dispones de viviendas con una o dos plazas de garaje incluida s.  Todo esto en El Cañaveral-Vicálvaro, una zona ya consolidadadel sureste de Madrid, con excelente proyección y calidad de vida. Y lo mejor: ¡Residencial Toscana ya está en construcción!  Tu piso a un paso del Parque Central en El Cañaveral  Ubicado en Calle Vereda de la Cebolla con Calle Ferenc Puskas, en El Cañaveral, una de las zonas más consolidadas del sureste de Madrid. A solo un paso del futuro Parque Central, disfrutarás de un entorno natural con fácil acceso a servicios y conexión directa con Madrid.  Viviendas eficientes y personalizables  Tu nuevo hogar contará con calificación energética A, aerotermia y paneles fotovoltaicos, lo que se traduce en ahorro y eficiencia energética. El sistema de suelo radiante-refrescante te proporcionará confort todo el año. Además, gracias al Programa de Libre Elección, podrás personalizar acabados y materiales para que cada rincón refleje tu estilo. Descubre todas las opciones disponibles para diseñar tu vivienda con nuestro Configurador de calidades. Espacios pensados para tu bienestar  Imagina tardes en familia: los niños en la zona infantil, tú relajándote junto a la piscina con depuración salina e iluminación nocturna, o disfrutando de un paseo por las zonas verdes. ¿Te gusta mantenerte activo? Dispones de gimnasio equipado y sala polivalente para tus actividades, reuniones o celebraciones. Todo sin salir de casa.  Tecnología al servicio de tu comodidad  Residencial Toscana incorpora soluciones inteligentes: preinstalación para recarga de vehículos eléctricos, parking para bicicletas, taquillas electrónicas y sistemas domóticos para controlar iluminación, temperatura y mucho más. Vive el futuro hoy.  Recorre tu futura vivienda sin moverte de casa  ¿Quieres conocer cómo será tu nuevo hogar antes de que esté terminado? En Residencial Toscana puedes hacerlo gracias a nuestro tour virtual interactivo. Explora el interior y las zonas comunes del residencial desde cualquier dispositivo. Una forma cómoda y realista de descubrir este proyecto, antes de tomar la decisión.  Ven a conocer tu nuevo hogar  Visítanos en nuestra oficina de ventas en Calle Ilusión esquina Avenida Miguel Delibes, en El Cañaveral, Vicálvaro. Descubre cómo Residencial Toscana combina diseño, sostenibilidad y calidad de vida en un entorno único.  ¡No dejes pasar esta oportunidad! Tu hogar ideal aún está disponible.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",True,newdevelopment,True,True,4951.0,True,False,False,False,[],False,False,410900.0,€,,,,True,True,,flat,,"El Cañaveral, Madrid",Piso en vereda de la Cebolla s/n,Top,False
107747899,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/36/72/1365298062.webp,P3 5B ,19,5,511900.0,flat,sale,115.0,True,3,2,vereda de la Cebolla s/n,Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.3997161,-3.5467341,True,https://www.idealista.com/obra-nueva/107747899/,"¡EN CONSTRUCCIÓN! PISOS CON AMPLIAS TERRAZAS  Elige el hogar que más se adapta a tus necesidades en Residencial Toscana ¡85% de la promoción ya vendida y las obras ya están en marcha!  Todavía estás a tiempo de elegir la vivienda que mejor encaja contigo:  ¿Buscas algo funcional y acogedor? Tenemos pisos de 2 dormitorios ideales para empezar.  ¿Necesitas espacio para crecer? Elige entre opciones de 3 o 4 dormitorio s, perfectas para familias.  ¿Te encanta disfrutar del aire libre? Opta por un bajo con terraza o un ático con dos terrazas para vivir el exterior como nunca.  ¿Quieres más comodidad? Elige tu piso con o sin vestidor, según tus necesidades.  ¿Tienes coche? Dispones de viviendas con una o dos plazas de garaje incluida s.  Todo esto en El Cañaveral-Vicálvaro, una zona ya consolidadadel sureste de Madrid, con excelente proyección y calidad de vida. Y lo mejor: ¡Residencial Toscana ya está en construcción!  Tu piso a un paso del Parque Central en El Cañaveral  Ubicado en Calle Vereda de la Cebolla con Calle Ferenc Puskas, en El Cañaveral, una de las zonas más consolidadas del sureste de Madrid. A solo un paso del futuro Parque Central, disfrutarás de un entorno natural con fácil acceso a servicios y conexión directa con Madrid.  Viviendas eficientes y personalizables  Tu nuevo hogar contará con calificación energética A, aerotermia y paneles fotovoltaicos, lo que se traduce en ahorro y eficiencia energética. El sistema de suelo radiante-refrescante te proporcionará confort todo el año. Además, gracias al Programa de Libre Elección, podrás personalizar acabados y materiales para que cada rincón refleje tu estilo. Descubre todas las opciones disponibles para diseñar tu vivienda con nuestro Configurador de calidades. Espacios pensados para tu bienestar  Imagina tardes en familia: los niños en la zona infantil, tú relajándote junto a la piscina con depuración salina e iluminación nocturna, o disfrutando de un paseo por las zonas verdes. ¿Te gusta mantenerte activo? Dispones de gimnasio equipado y sala polivalente para tus actividades, reuniones o celebraciones. Todo sin salir de casa.  Tecnología al servicio de tu comodidad  Residencial Toscana incorpora soluciones inteligentes: preinstalación para recarga de vehículos eléctricos, parking para bicicletas, taquillas electrónicas y sistemas domóticos para controlar iluminación, temperatura y mucho más. Vive el futuro hoy.  Recorre tu futura vivienda sin moverte de casa  ¿Quieres conocer cómo será tu nuevo hogar antes de que esté terminado? En Residencial Toscana puedes hacerlo gracias a nuestro tour virtual interactivo. Explora el interior y las zonas comunes del residencial desde cualquier dispositivo. Una forma cómoda y realista de descubrir este proyecto, antes de tomar la decisión.  Ven a conocer tu nuevo hogar  Visítanos en nuestra oficina de ventas en Calle Ilusión esquina Avenida Miguel Delibes, en El Cañaveral, Vicálvaro. Descubre cómo Residencial Toscana combina diseño, sostenibilidad y calidad de vida en un entorno único.  ¡No dejes pasar esta oportunidad! Tu hogar ideal aún está disponible.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",True,newdevelopment,True,True,4451.0,True,False,False,False,[],False,False,511900.0,€,,,,True,True,,flat,,"El Cañaveral, Madrid",Piso en vereda de la Cebolla s/n,Top,False
108458836,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/11/68/1345536114.webp,a01Jy00000jvuWeIAI,15,5,1055500.0,flat,sale,135.0,True,3,3,"Fernández Caro, 7",Madrid,Madrid,Ciudad Lineal,es,Concepción,40.4424991,-3.6474042,True,https://www.idealista.com/obra-nueva/108458836/,"DESCUBRE EN MOSAIK, LA COMPOSICIÓN PERFECTA 22 VIVIENDAS EXCLUSIVAS DE OBRA NUEVA CON TERRAZA DE 2 Y 3 DORMITORIOS (PLAZAS DE GARAJE Y LOCKERS INCLUIDOS EN EL PRECIO)   MOSAIK es un proyecto innovador y vanguardista, donde prima diseño y funcionalidad, que se ubica en la calle Fernández Caro, 7, a pocos metros de la calle Arturo Soria, una de las principales arterias de Madrid. El complejo residencial dispone de unos espacios comunes para hacer tu día a día más agradable: piscina, solárium panorámico, gimnasio y zona de coworking. Las viviendas están perfectamente orientadas, con amplios ventanales que garantizan una alta luminosidad, dotadas de una cuidada selección de materiales, y cocinas totalmente equipadas con elegante diseño y excelentes calidades. Además, cuentan con un innovador sistema de climatización por aerotermia y geotermia, suelo radiante y suelo refrescante, ventilación mecánica de doble flujo con intercambiador de calor, elementos que nos proporcionarán el máximo confort y eficiencia energética. MOSAIK te ofrece diseño y equipamiento con todos los servicios disponibles, en una de las mejores zonas de Madrid. Un residencial, enfocado a ofrecerte una alta calidad de vida para hacer tu día a día más cómodo y sencillo.  Para ampliar la información, puedes concertar una visita a nuestras oficinas centrales en la calle Alcalá 96, 5º-Dcha. frente a El Corte Inglés de Goya.",False,,True,True,7819.0,True,False,False,False,[],False,False,1055500.0,€,,,,True,True,,flat,,"Concepción, Madrid","Piso en Fernández Caro, 7",Top,False
105205946,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/51/0a/1341375914.webp,V1456MPA,37,,2295000.0,chalet,sale,1457.0,,5,6,Zona Monte el Pilar,Madrid,Majadahonda,Zona Monte el Pilar,es,,40.4696821,-3.863321,False,https://www.idealista.com/inmueble/105205946/,"Este impresionante chalet de 1.400 m² de parcela se sitúa en Monte del Pilar, una de las zonas más prestigiosas de Majadahonda. Se destaca por su diseño único, que prioriza grandes ventanales y el uso de materiales de alta calidad en suelos, ventanales y puertas de madera maciza. La fachada moderna y elegante de la casa se integra perfectamente con el entorno natural, logrando un equilibrio ideal entre naturaleza y modernidad. En la planta principal, un magnífico hall ofrece una distribución abierta que conecta tanto las áreas privadas como las comunes de la casa. El amplio y acogedor salón está diseñado para ser un espacio multifuncional, ideal tanto para relajarse como para recibir visitas. El comedor, elegantemente decorado, tiene suficiente espacio para grandes reuniones familiares o cenas formales. La cocina es uno de los puntos más destacados de la casa. Con una isla central que sirve como espacio de trabajo adicional y lugar para reuniones informales, la cocina está equipada con electrodomésticos de última generación y muebles de diseño. El office, contiguo a la cocina, cuenta con grandes ventanales que permiten una abundante entrada de luz natural y ofrece acceso directo al jardín y al jardín japonés, creando un ambiente sereno y relajante. En la planta superior se encuentran las habitaciones, cada una con su propio baño en suite, garantizando la máxima privacidad y comodidad. La suite principal incluye un amplio vestidor y un baño de lujo con acabados en mármol y una bañera de hidromasaje. Las habitaciones secundarias son igualmente espaciosas y están diseñadas con el mismo nivel de detalle y calidad. El sótano de la vivienda alberga instalaciones adicionales que añaden valor a la propiedad. Aquí se encuentra una sala de juegos, ideal para niños y adolescentes, un gimnasio totalmente equipado y una bodega climatizada para los amantes del vino. Además, el garaje tiene capacidad para varios vehículos y cuenta con un sistema de seguridad avanzado. El exterior de la casa es igualmente impresionante. El jardín, perfectamente cuidado, incluye una piscina y varias áreas de descanso. El jardín japonés, con su diseño minimalista y elementos naturales, ofrece un espacio de meditación y tranquilidad. En resumen, esta casa unifamiliar en Majadahonda no solo ofrece un diseño exclusivo y materiales de alta calidad, sino también una ubicación privilegiada cerca del centro y del Monte del Pilar. Es el hogar perfecto para quienes buscan un lugar de lujo, comodidad y tranquilidad. La combinación de espacios interiores y exteriores bien pensados y la atención al detalle en cada rincón de la propiedad la convierten en una residencia ideal para disfrutar de una vida de alto nivel en un entorno privilegiado.",False,good,False,,1575.0,True,False,True,False,[],False,False,2295000.0,€,,,,,,,chalet,independantHouse,"Zona Monte el Pilar, Majadahonda",Casa independiente,Top,
108227939,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/24/84/1365298100.webp,P2 7A ,19,7,682900.0,flat,sale,183.0,True,4,2,vereda de la Cebolla s/n,Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.3997161,-3.5467341,True,https://www.idealista.com/obra-nueva/108227939/,"¡EN CONSTRUCCIÓN! PISOS CON AMPLIAS TERRAZAS  Elige el hogar que más se adapta a tus necesidades en Residencial Toscana ¡85% de la promoción ya vendida y las obras ya están en marcha!  Todavía estás a tiempo de elegir la vivienda que mejor encaja contigo:  ¿Buscas algo funcional y acogedor? Tenemos pisos de 2 dormitorios ideales para empezar.  ¿Necesitas espacio para crecer? Elige entre opciones de 3 o 4 dormitorio s, perfectas para familias.  ¿Te encanta disfrutar del aire libre? Opta por un bajo con terraza o un ático con dos terrazas para vivir el exterior como nunca.  ¿Quieres más comodidad? Elige tu piso con o sin vestidor, según tus necesidades.  ¿Tienes coche? Dispones de viviendas con una o dos plazas de garaje incluida s.  Todo esto en El Cañaveral-Vicálvaro, una zona ya consolidadadel sureste de Madrid, con excelente proyección y calidad de vida. Y lo mejor: ¡Residencial Toscana ya está en construcción!  Tu piso a un paso del Parque Central en El Cañaveral  Ubicado en Calle Vereda de la Cebolla con Calle Ferenc Puskas, en El Cañaveral, una de las zonas más consolidadas del sureste de Madrid. A solo un paso del futuro Parque Central, disfrutarás de un entorno natural con fácil acceso a servicios y conexión directa con Madrid.  Viviendas eficientes y personalizables  Tu nuevo hogar contará con calificación energética A, aerotermia y paneles fotovoltaicos, lo que se traduce en ahorro y eficiencia energética. El sistema de suelo radiante-refrescante te proporcionará confort todo el año. Además, gracias al Programa de Libre Elección, podrás personalizar acabados y materiales para que cada rincón refleje tu estilo. Descubre todas las opciones disponibles para diseñar tu vivienda con nuestro Configurador de calidades. Espacios pensados para tu bienestar  Imagina tardes en familia: los niños en la zona infantil, tú relajándote junto a la piscina con depuración salina e iluminación nocturna, o disfrutando de un paseo por las zonas verdes. ¿Te gusta mantenerte activo? Dispones de gimnasio equipado y sala polivalente para tus actividades, reuniones o celebraciones. Todo sin salir de casa.  Tecnología al servicio de tu comodidad  Residencial Toscana incorpora soluciones inteligentes: preinstalación para recarga de vehículos eléctricos, parking para bicicletas, taquillas electrónicas y sistemas domóticos para controlar iluminación, temperatura y mucho más. Vive el futuro hoy.  Recorre tu futura vivienda sin moverte de casa  ¿Quieres conocer cómo será tu nuevo hogar antes de que esté terminado? En Residencial Toscana puedes hacerlo gracias a nuestro tour virtual interactivo. Explora el interior y las zonas comunes del residencial desde cualquier dispositivo. Una forma cómoda y realista de descubrir este proyecto, antes de tomar la decisión.  Ven a conocer tu nuevo hogar  Visítanos en nuestra oficina de ventas en Calle Ilusión esquina Avenida Miguel Delibes, en El Cañaveral, Vicálvaro. Descubre cómo Residencial Toscana combina diseño, sostenibilidad y calidad de vida en un entorno único.  ¡No dejes pasar esta oportunidad! Tu hogar ideal aún está disponible.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",True,newdevelopment,True,True,3732.0,True,False,False,False,[],False,False,682900.0,€,,,,True,True,,flat,,"El Cañaveral, Madrid",Piso en vereda de la Cebolla s/n,Top,False
