propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,newDevelopmentFinished
109054336,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/d2/b3/1362911022.webp,020013,29,1,330000.0,flat,sale,110.0,True,3,2,Centro,Madrid,Fuenlabrada,Centro,es,,40.2796826,-3.7925589,False,https://www.idealista.com/inmueble/109054336/,"INMOBILIARIA PROLUCISA VENDE PISO EN FUENLABRADA UBICADO EN ZONA CENTRO. LA VIVIENDA ESTA EN IMPECABLE ESTADO, LISTA PARA ENTRAR A VIVIR. Dispone de dos plazas de garaje en el mismo edificio Piso en primera planta con ascensor y rampa para sillas de ruedas. Superficie total 119,27m² Dispone de dos plazas de garaje en el mismo edificio.  La vivienda se compone de: salón comedor independiente cocina completamente amueblada y con tendedero tres dormitorios con armarios empotrados de gran capacidad dormitorio principal con suite, bañera con mampara de cristal segundo baño con plato de ducha y mampara para darle servicio a dos grandes dormitorios, ambos con armarios empotrados de gran capacidad Aire acondicionado por conductos en toda la vivienda, calefacción individual de gas natural, puertas de roble, ventanas de aluminio, doble acristalamiento de climalit, suelos de tarima flotante, gres en baños y cocina Rodeada de todo tipo de servicios: supermercados, comercios, colegios, institutos, centros de salud y parques como el Parque del Olivar y el Parque de la Fuente. Fácil acceso a la M-506. En Prolucisa estamos convencidos de que la compra de una propiedad conlleva una decisión muy importante, por lo que estaremos acompañándote hasta el momento de escrituración, haremos todo el trayecto contigo. Proporcionamos asistencia, asesoramiento legal y disponemos de financiero que le ayudará a conseguir la mejor hipoteca. Póngase en contacto para concertar una visita hoy mismo. Prolucisa s. l. Teléfono comercial:  e-mail:.",False,good,False,True,3000.0,True,False,True,False,[],False,False,330000.0,€,,,,True,True,,flat,,"Centro, Fuenlabrada",Piso,Top,
107763961,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/dd/17/1323094626.webp,121-00495,68,,5300000.0,chalet,sale,795.0,,6,7,Barrio Nueva España,Madrid,Madrid,Chamartín,es,Nueva España,40.4619259,-3.6727823,False,https://www.idealista.com/inmueble/107763961/,"Majestuoso chalet independiente en Nueva España: exclusividad, sofisticación y confort Enclavado en el distinguido barrio de Nueva España, este imponente chalet independiente representa el equilibrio perfecto entre lujo, privacidad y confort. Con una superficie construida de 800 m² sobre una parcela de casi 600 m², esta residencia ha sido diseñada para satisfacer las más altas exigencias de exclusividad y bienestar. Cada uno de sus seis dormitorios cuenta con baño en suite y salita de estar privada, proporcionando un nivel de privacidad y comodidad excepcional. Sus amplias estancias incluyen dos elegantes salones y una espaciosa sala de estar, concebidos para el disfrute y la recepción de invitados con la máxima distinción. En el exterior, el jardín exquisitamente cuidado alberga una magnífica piscina privada y un porche acristalado, ofreciendo un refugio de serenidad en pleno corazón de la ciudad. Además, la propiedad dispone de una exclusiva casa de invitados, ideal para alojar con total independencia a familiares o personal de servicio. La residencia se distribuye en cinco plantas, todas comunicadas por un ascensor interno, reflejando una concepción arquitectónica que prioriza la comodidad y la funcionalidad. Distribución por plantas •Planta calle: Amplio recibidor, elegante salón-comedor, acogedora sala de estar, cocina con salida a un encantador patio y baño de cortesía. •Sótano: Garaje con capacidad para seis coches, baño, despensa, salón bodega y cuarto de lavandería. •Primera planta: Hall, un dormitorio con baño en suite y el dormitorio principal, que dispone de un amplio vestidor, baño en suite y sala de estar privada. Terraza. •Segunda planta: Dormitorio con vestidor, baño en suite y salita de estar, además de otros dos dormitorios que comparten un baño y una terraza. •Tercera planta abuhardillada: Un exclusivo dormitorio con vestidor, baño en suite, sala de estar y una espectacular terraza de 40 m² con vistas privilegiadas. Ubicación privilegiada en el corazón de Nueva España Situado en una de las zonas más prestigiosas y codiciadas de Madrid, Nueva España destaca por su elegancia, seguridad y excelente calidad de vida. Rodeado de embajadas, colegios internacionales, exclusivos clubes deportivos y zonas verdes, este enclave ofrece una combinación única de tranquilidad y acceso inmediato a los principales ejes de la capital. Su cercanía al Paseo de la Castellana, así como sus excelentes conexiones con la M-30 y la A-1, permiten disfrutar de un entorno exclusivo sin renunciar a la comodidad de una ubicación estratégica. Una propiedad única para quienes buscan lo excepcional. Contáctenos para más información y descubra su próximo hogar.",False,good,False,,6667.0,True,False,True,False,[],False,False,5300000.0,€,,,,True,True,,chalet,independantHouse,"Nueva España, Madrid",Casa independiente,Top,
107801819,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/69/30/1324182575.webp,DS-P66027,22,3,850000.0,flat,sale,105.0,True,3,2,calle del General Pardiñas,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4381894,-3.6777743,False,https://www.idealista.com/inmueble/107801819/,"DIZA Consultores les presenta esta maravillosa vivienda exterior, reformada y amueblada con materiales de primera línea, en el Barrio de Salamanca a un paso del Instituto de Empresa Cuenta con ciento cinco metros cuadrados distribuidos en tres dormitorios, dos cuartos de baño, cocina independiente y salón. El salón está amueblado con sofá cama, chimenea eléctrica y mesa de té. Dispone de tres dormitorios, dos de ellos muy amplios con cama doble, armarios empotrados y ventanas exteriores, el tercer dormitorio es individual está completamente amueblado y vestido. La cocina se encuentra amueblada y equipada con los mejores electrodomésticos del mercado, vitrocerámica, lavadora, refrigerador, lavavajillas, microondas y horno. Además, dispone de un office con capacidad para 4 personas. Adicionalmente tenemos dos cuartos de baño completos con plato de ducha y mucho espacio. La fachada de la finca acaba de ser rehabilitada y en la actualidad están restaurando el interior del edificio mejorando la accesibilidad en el portal eliminando el peldaño exterior, instalando una plataforma elevadora, sustituyendo la puerta de acceso de la planta baja por una corredera de apertura automática, cambio de la iluminación, empotramiento de los buzones e incorporación de espejos.  El Barrio Salamanca se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,8095.0,True,False,False,True,[],False,False,850000.0,€,,,,,,,flat,,"Lista, Madrid",Piso en calle del General Pardiñas,Top,
106387165,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/67/cc/1366224488.webp,M11468V,29,5,3850000.0,duplex,sale,273.0,True,6,4,"calle de Alcalá, 145",Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4244496,-3.6770645,True,https://www.idealista.com/inmueble/106387165/,"Te presentamos en EXCLUSIVA una propiedad única en la última planta de una finca regia con una ubicación excepcional La Casa de las Bolas, también conocida como la Casa de los Picos, es un edificio singular ubicado en el barrio Salamanca, en Madrid. Su nombre proviene de la peculiar fachada adornada con bolardos o “bolas” de piedra que sobresalen, una característica que le confiere un aspecto distintivo y llamativo en comparación con el estilo arquitectónico de los edificios circundantes. Este diseño tan peculiar responde a una mezcla de influencias históricas y artísticas, que han dado lugar a una estructura única en su tipo y objeto de curiosidad para quienes visitan la zona. Construida a principios del siglo XX, la Casa de las Bolas fue proyectada por el arquitecto Julio Martínez Zapata, conocido por su enfoque modernista y su capacidad para integrar elementos innovadores y decorativos en sus obras. El edificio cuenta con varios pisos, y su fachada se adorna con una serie de bolas de piedra que recorren todo su exterior de forma ordenada, generando un efecto visual impresionante.  Además de su fachada única, la Casa de las Bolas cuenta con una estructura y distribución interior típica de los edificios de principios del siglo XX en Madrid, con techos altos, ventanas grandes y una distribución amplia. Sin embargo, la particularidad de su diseño externo hace que sea un punto de interés para fotógrafos, arquitectos y turistas que buscan edificios históricos y curiosos en la capital española. Hoy en día, la Casa de las Bolas es un símbolo del barrio Salamanca y un ejemplo destacado de la arquitectura singular que puede encontrarse en Madrid, recordándonos la rica historia arquitectónica y la creatividad de los diseños urbanos que han dado forma a esta ciudad. Actualmente se encuentra en estado de reforma. Terminada a finales de 2025 Esta singular y única vivienda cuenta con 14 balcones a calle, además de su magnifica orientación sur-este, oeste, te brinda, al tratarse de una esquina y con altura, una luminosidad inigualable, desde donde podrás ver el sky-line de Madrid desde una situación inmejorable. A escasos metros del parque del Retiro, el pulmón verde de la ciudad.  No dejes pasar esta oportunidad de inversión en una de las zonas más cotizadas. ¡Contáctanos para más información y para agendar una visita! Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",False,good,False,True,14103.0,True,False,False,True,[],False,False,3850000.0,€,,,,,,,flat,duplex,"Goya, Madrid","Dúplex en calle de Alcalá, 145",Top,
107024148,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/fb/2a/1300710199.webp,DS-P66024,18,5,2000000.0,flat,sale,160.0,True,4,3,calle de María de Molina,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4393115,-3.6854881,False,https://www.idealista.com/inmueble/107024148/,"DIZA Consultores les presenta este espectacular piso con vistas despejadas y mucha luz en la zona de Castellana, Compuesto de cuatro dormitorios y tres baños, dos de ellos en suite, el dormitorio principal de muy buen tamaño.  La zona social de compone de un amplio salón comedor con dos grandes huecos a la calle, cocina integrada, amueblada y totalmente equipada.  se estima el final de la reforma en junio 2025. El Barrio Salamanca se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,12500.0,True,False,False,True,[],False,False,2000000.0,€,,,,,,,flat,,"Castellana, Madrid",Piso en calle de María de Molina,Top,
105575804,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/78/ea/1261621546.webp,ch142,68,,1100000.0,chalet,sale,430.0,,6,8,Castillo - Campodón,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,,40.3676186,-3.8860699,False,https://www.idealista.com/inmueble/105575804/,"No cobramos honorarios al comprador! Chalet independiente de lujo a estrenar en Urbanización Campodon, Villaviciosa de Odón ¡Descubre tu nuevo hogar de ensueño en la exclusiva Urbanización Campodon de Villaviciosa de Odón! Este increíble chalet de lujo ha sido completamente reformado de punta a punta, ofreciendo un estilo de vida excepcional. Con una superficie construida de más de 400 m2, este impresionante chalet cuenta con: - 6 amplias habitaciones con baño propio -Un total de 8 modernos cuartos de baño - 2 espaciosos salones - 2 grandes porches con vistas al jardín - Garaje para varios coches - Piscina privada - Jardín de más de 1.100 m2 Equipado con aire acondicionado en el salón y preinstalación en todas las estancias, así como placas solares para una mayor eficiencia energética, este chalet de lujo ofrece un máximo confort y comodidad. Ubicado en la exclusiva Urbanización Campodon, disfrutarás de total privacidad y tranquilidad, sin renunciar a las mejores comunicaciones y servicios. ¡No dejes escapar esta oportunidad única de vivir en un hogar de lujo a estrenar en Villaviciosa de Odón! Contacta con nosotros para concertar una visita personalizada.",False,good,False,,2558.0,True,False,True,False,[],False,False,1100000.0,€,,,,,,,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente,Top,
109160536,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/f9/83/1366239320.webp,V7244I,23,1,1450000.0,flat,sale,239.0,True,4,4,calle de la Cuesta del Cerro,Madrid,La Moraleja,El Soto de la Moraleja,es,,40.5261367,-3.634137,False,https://www.idealista.com/inmueble/109160536/,"Venta. Piso. El Soto. Promora ofrece en venta piso exterior de 239 metros cuadrados aproximados en una primera planta y orientación sur, dentro de urbanización cerrada con extensas zonas verdes que incluyen piscina y zona infantil. Su ubicación es inmejorable, a poca distancia a pie de los principales colegios de la Moraleja, transporte público y zonas comerciales. Tres dormitorios con dos baños, un aseo y completa zona para el servicio. Exclusiva vivienda en urbanización privada con zonas verdes y piscinas Esta luminosa y amplia propiedad ofrece una distribución excepcional que combina comodidad, funcionalidad y elegancia. Al acceder, nos recibe un hall de entrada que da paso a un espacioso salón comedor con chimenea, acompañado de una acogedora sala de estar con grandes ventanales que inundan el espacio de luz natural. La cocina, completamente equipada, cuenta con tendedero y una zona de servicio independiente que incluye dormitorio y baño para el servicio.  En la zona de descanso encontramos tres dormitorios, dos baños completos, y un dormitorio principal con baño en suite. Toda la vivienda dispone de numerosos armarios empotrados que ofrecen gran capacidad de almacenaje. Entre sus prestaciones destacan la calefacción central con contadores individuales, aire acondicionado, dos plazas de garaje (una interior y otra exterior), y un trastero. La urbanización en la que se ubica la vivienda ofrece un entorno privilegiado con extensas zonas ajardinadas y dos piscinas, ideales para disfrutar en familia o relajarse al aire libre. Colindante con la zona noroeste de La Moraleja, El Soto está compuesto por urbanizaciones de pisos, áticos, pisos bajos con jardín, adosados y pareados de muy diferentes tipologías; todas con zonas comunes ajardinadas que incluyen, en la mayoría de los casos, seguridad activa, piscinas y áreas deportivas.  Tanto El Soto,El Encinar y La Moraleja, suponen un entorno ideal para aquellas familias que quieren todo tipo de comodidades en un ambiente más “campestre”y sosegado que el centro de la ciudad pero a un paso de esta (12 km). A efectos urbanísticos se podría decir que La Moraleja y El Soto tienen la misma edad, ambos empezaron a desarrollarse en la segunda mitad de los años 60 y ambos consiguieron su auge a mediados de los 80, cuando se consolidan como excelentes espacios residenciales. Su código postal es el 28109. Desde El Soto se accede con mucha comodidad a los principales viales de nuestra ciudad como la A-1 (Madrid-Burgos), M-40 etc… Puedes ver más inmuebles en nuestra página web.",False,renew,False,True,6067.0,False,False,False,False,[],False,False,1450000.0,€,,,,True,True,,flat,,"El Soto de la Moraleja, La Moraleja",Piso en calle de la Cuesta del Cerro,Top,
96758947,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/3b/a4/1253160479.webp,MOV01398,55,,13000000.0,chalet,sale,2200.0,,7,8,calle del Camino del Sur,Madrid,La Moraleja,La Moraleja urbanización,es,,40.5133643,-3.6418102,False,https://www.idealista.com/inmueble/96758947/,"Les presentamos EN EXCLUSIVA este magnífico chalet independiente A ESTRENAR de 2200 m2 construidos, que se encuentra situado sobre una parcela de hectárea en la zona sur de La Moraleja.  Por su excelente localización goza de mucha privacidad y tranquilidad. Es de nueva construcción en los que se han incorporado materiales de gran calidad. Sus residentes podrán disfrutar de un chalet con grandes y luminosas estancias entre las que destacamos su gran zona de recibo con un gran hall recibidor con dos alturas y una cubierta acristalada, un salón principal con tres zonas diferenciadas y un estupendo comedor.  En la primera planta está la zona más privada de la casa donde encontramos los amplios dormitorios que se distribuyen alrededor del luminoso hall central. Destacamos sus estupendas zonas de ocio y deportes como su piscina interior climatizada y sauna, sala de cine, baño completo bodega etc. También dispone de zona de servicio con dos dormitorios. Cuenta con techos de más de 3 metros de altura. Todo ello con un entorno natural inigualable, rincones de ensueño, pista deportiva y piscina exterior. DESALAS. Ref: MOV01398. MUCHAS DE NUESTRAS PROPIEDADES NO APARECEN EN IDEALISTA. CONSULTE EN NUESTRA PÁGINA WEB DE “De Salas”, PARA VER MÁS VIVIENDAS EN EXCLUSIVA. DISTRIBUCIÓN PLANTA BAJA - Hall principal (53 m2) - 2 Aseos y 2 gabaneros - Hall posterior (48 m2) - Gran salón con tres estancias de (37 m2, 116 m2 y 45 m2) - Comedor (86 m2) - Cocina (62 m2) - 1 Dormitorio biblioteca - 1 Baño - Garaje: (6 plazas 120 m2) - Porche (42 m2) - Piscina exterior y pozo - Pista de pádel PRIMERA PLANTA - Hall distribuidor o biblioteca (102 m2) - 5 Dormitorios todos con baño en suite (1 Dormitorio principal de 100 m2 con 2 baños en suite y vestidor 23 m2) (1 Dormitorio de 44 m2 en suite y vestidor de 13 m2), (1 Dormitorio 42 m2 en suite con sala de estar), (1 Dormitorio de 21 m2), (1 Dormitorio 22 m2). - 5 Baños - 2 Cuartos de ropa blanca - Sala multiusos (58 m2) - 2 Despachos (16 m2) y (15 m2) - Comedor (27 m2) - Cocina (8 m2) - Cuarto de seguridad (5 m2) SÓTANO - Hall (34 m2) - Sala de cine (61 m2) - Bodega (6 m2) - Spa con sauna (259 m2) Piscina interior climatizada y sauna, baño spa (5 m2) - Aseo de invitados - Despensa (14 m2)y cuarto de lavandería (32 m2) - 2 Dormitorios de servicio y baño - Taller (40 m2) - Calefacción de gas natural y aire acondicionado - Pozo  - Alarma.",True,good,False,,5909.0,True,False,False,False,[],False,False,13000000.0,€,,,,True,True,,chalet,independantHouse,"La Moraleja urbanización, La Moraleja",Casa independiente en calle del Camino del Sur,Top,
109171669,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/41/1d/1367697348.webp,V7238I,34,1,1175000.0,flat,sale,160.0,True,3,3,avenida de Rafael Nadal,Madrid,La Moraleja,Arroyo de la Vega,es,,40.5387059,-3.6148827,False,https://www.idealista.com/inmueble/109171669/,"Venta / alquiler. Piso. Arroyo de la Vega. Promora ofrece en venta / alquiler fabuloso piso a estrenar en Avenida Rafael Nadal. La vivienda se encuentra localizada dentro de una de las urbanizaciones más prestigiosas y demandas de la zona de Arroyo de la Vega. La urbanización tiene zonas comunes con piscina de cloración salina con iluminación nocturna, gimnasio, sala de multiusos, pista de pádel y vigilancia 24h con cámaras y garita de control. Tres dormitorios con tres baños.   Piso muy luminoso a estrenar, tiene una superficie construida de 160m² aproximados, destaca por sus excelentes calidades y su distribución es la siguiente: hall de entrada, aseo de visitas, salón comedor con grandes ventanales, la cocina completamente equipada con electrodomésticos de alta gama y zona de tendedero. En la zona de los dormitorios encontramos tres dormitorios con dos baños, el dormitorio principal con baño incorporado en suite.  La vivienda ha sido diseñada para ofrecer el máximo confort durante todo el año: suelo radiante en invierno, sistema de refrigeración por tuberías en verano y climatización por conductos con rejillas orientables. Cuenta además con persianas eléctricas, ventanas con doble acristalamiento, aislamiento térmico-acústico y un avanzado sistema de domótica centralizada, accesible desde dispositivos móviles. Dos plazas de garaje.  Trastero.  Constituye el nexo físico entre La Moraleja y El Soto con el casco urbano de Alcobendas. El Arroyo de la Vega fue creado en su momento para evitar la segregación que La Moraleja pedía y que la ley no contempla al estar unidos los municipios. Extendido a ambos márgenes de la A-1, en El Arroyo de La Vega conviven en armonía los edificios de oficinas con las viviendas en altura -áticos, bajos con jardín y pisos-. Todas las urbanizaciones de esta zona gozan de buenas zonas comunes con piscina y zonas deportivas. Un precioso y ya consolidado parque botánico, el metro de La Moraleja y el Centro de ocio y restauración Herón-Diversia terminan de conformar una ubicación excepcional dotada de todos los servicios y excelentes comunicaciones. El Arroyo de La Vega está especialmente indicado para familias jóvenes con niños pequeños. Su código postal es el 28100. Puedes ver más inmuebles en nuestra página web.",False,good,False,True,7344.0,False,False,False,False,[],False,False,1175000.0,€,,,,True,True,,flat,,"Arroyo de la Vega, La Moraleja",Piso en avenida de Rafael Nadal,Top,
108695467,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/74/b8/1352393269.webp,VM2507023,25,bj,635000.0,flat,sale,75.0,False,3,2,calle del Corazón de María,Madrid,Madrid,Chamartín,es,Prosperidad,40.4407961,-3.6705501,False,https://www.idealista.com/inmueble/108695467/,"EXPECTACULAR VIVIENDA REFORMADA DE TRES HABITACIONES EN CORAZON DE MARIA VIVIENDA REFORMADA, ESTILO Y COMODIDAD EN UNA UBICACIÓN PRIVILEGIADA APROPERTIES REAL ESTATE, tiene el gusto de presentarles un piso que lo tiene todo. Puro confort en Chamartín: reformado y con alma urbana.   En el corazón del vibrante barrio de Prosperidad, dentro del prestigioso distrito de Chamartín, te espera esta joya inmobiliaria que redefine el concepto de vivir bien en Madrid.   Piso reformado con materiales de alta calidad cuidada al detalle. Ubicado en un edificio representativo de 1972 en perfecto estado de conservación, con portal señorial y servicio de conserjería, este hogar combina el encanto de lo clásico con las comodidades del diseño moderno.  Amplio hall de entrada con cocina abierta, equipada con electrodomésticos de primeras marcas (vitrocerámica, horno, campana, combi, lavadora... ).  Salón-comedor desahogado y versátil, ideal para compartir momentos en familia o con amigos.  Sus tres dormitorios son dobles, todos con armarios empotrados completamente vestidos.  Dos baños, uno de ellos en suite tipo boutique, con azulejos que marcan tendencia.  Suelos de madera natural de roble que aportan calidez, en los baños se opto por porcelánicos de diseño que añade un toque sofisticado.  Calefacción central y aire acondicionado en el salón por split.  Ventilación natural en todas las estancias (excepto baños)- ¿Buscas una casa lista para entrar a vivir, con estilo, calidad y en una ubicación inmejorable? ¡Esta es tu oportunidad! Reformado con gusto. Ubicado con acierto, y pensado para vivirlo. A escasos minutos del metro Cartagena (L7) y del intercambiador de Avenida de América (L4, 6, 7 y 9). Rodeado de zonas verdes, colegios, centros deportivos, supermercados, bibliotecas y con excelente acceso a M30, M40 y A2. Este piso es mucho más que una vivienda: es tu próximo hogar.. . Ven a verlo y enamórate. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",False,good,False,True,8467.0,True,False,False,False,[],False,False,635000.0,€,,,,,,,flat,,"Prosperidad, Madrid",Piso en calle del Corazón de María,Top,
105910789,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/01/e5/1317782175.webp,AD - 346,42,,850000.0,chalet,sale,170.0,,4,2,Barrio Canillas,Madrid,Madrid,Hortaleza,es,Canillas,40.4657136,-3.6517392,False,https://www.idealista.com/inmueble/105910789/,"DIRECTING International Properties vende maravilloso chalet con parcela de 200 m², ideal para reformar y adaptarlo a tus necesidades. Ubicado en una zona tranquila y con mucho potencial, este chalet ofrece una gran oportunidad de renovación. En la planta baja, la vivienda cuenta con calefacción, cocina y agua caliente a gas butano, además de acumuladores eléctricos. Los suelos de corcho y baldosas, reformados en 1991, aportan carácter y estilo a la vivienda con una plaza de garaje incluida. Actualmente la casa son DOS viviendas, totalmente independientes y cada una de ellas cuenta con salón, cocina, aseo, y dos dormitorios. Ideal como inversión. En la planta alta, la calefacción es eléctrica, al igual que el sistema de agua caliente, lo que garantiza un ambiente confortable durante todo el año. ¡No pierdas la oportunidad de hacer de este chalet tu hogar soñado! La parcela de 200 m² ofrece mucho espacio para disfrutar de un jardín o zona exterior, convirtiéndolo en un lugar perfecto para la familia. Ven a descubrirlo y empieza a imaginar tu nueva vida en este chalet con un gran potencial. Inmobiliaria Directing ofrece a sus clientes nacionales y extranjeros, una amplia cartera de inmuebles (casas, pisos apartamentos, áticos, dúplex, chalets, lofts.. . ) situadas en las mejores zonas residenciales y más exclusivas de Madrid (barrio Salamanca, Retiro, Chamartín, Chamberí, Moncloa, Centro, Arturo Soria etc…). Si desea comprar, vender o alquilar una propiedad en Madrid, Inmobiliaria Directing Real Estate ofrece una amplia gama de servicios de intermediación y alta profesionalidad. ¿Quiere VENDER su casa? Valoración GRATUITA Viviendas Exclusivas en Madrid Encuentra más en http. //directing. es.",False,renew,False,,5000.0,True,False,True,False,[],False,False,850000.0,€,,,,True,True,,chalet,independantHouse,"Canillas, Madrid",Casa independiente,Top,
107176901,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/c9/b7/1316770688.webp,W-02YC2D,26,2,3000000.0,flat,sale,429.0,True,5,4,calle de Covarrubias,Madrid,Madrid,Chamberí,es,Trafalgar,40.4285373,-3.6983754,False,https://www.idealista.com/inmueble/107176901/,"Espectacular propiedad con garajes junto a la plaza de Chamberí Engel & Völkers se complace en presentar esta espectacular propiedad para reformar o actualizar, de 429 metros cuadrados construidos, situada entre las Plazas de Chamberí y de Alonso Martínez. Esta exclusiva y amplísima vivienda, está ubicada en una representativa finca de finales de los años 50, que conserva y mantiene muchos elementos originales como su gran escalera, un mural original del reputado artista Cesar Manrique, así como diversos elementos de iluminación muy característicos en las zonas comunes.  La vivienda, con cerca de veinte metros de fachada, dos grandes ventanales y dos terrazas al exterior, se distribuye amplio hall de entrada con chimenea que da acceso a la zona exterior con tres espaciosos salones con dos terrazas en orientación este y a un gran dormitorio principal con dos vestidores y baño en suite dividido en dos ambientes. La zona interior consta de cuatro dormitorios más, tres de ellos con baño en suite, y amplia cocina con puerta y zona de servicio. La propiedad está situada en la zona de Trafalgar frontera con el prestigioso barrio de Almagro, entre Alonso Martínez y la Plaza de Chamberí. Trafalgar es un barrio con mucha historia en una ubicación privilegiada que está delimitado por las calles Santa Engracia al este, Bravo Murillo al oeste, José Abascal al norte y Carranza y Sagasta al sur. Este tradicional entorno ofrece la tranquilidad de un residencial barrio completamente consolidado, con la cercanía de zonas con la mayor y más dinámica de las actividades comerciales. A tan solo 5 minutos de la Plaza de Olavide, la Plaza de Chamberí o la calle de Fuencarral, con sus zonas de ocio en las que se desarrollan diversas actividades culturales, y de ocio contrasta con la calle donde se ubica el inmueble, que dispone de una privilegiada tranquilidad, un remanso de paz dentro de la ajetreada actividad del centro de Madrid.",False,good,False,True,6993.0,True,False,False,True,[],False,False,3000000.0,€,,,,True,False,100000.0,flat,,"Trafalgar, Madrid",Piso en calle de Covarrubias,Top,
