propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
108980598,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/94/7b/1360761979.webp,a01Jy00000unYy1IAE,10,2,291000.0,flat,sale,85.0,True,3,2,"calle de Amadeo I, 1",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.4038332,-3.6576815,True,https://www.idealista.com/obra-nueva/108980598/,"NO DEJES PASAR ESTA OPORTUNIDAD DE INVERSIÓN  BIENVENIDO A AMADEO I BIENVENIDO A MADRID Nuestro residencial Amadeo I representa una oportunidad única reservada para aquellos clientes que buscan realizar una gran inversión. Se trata de la única promoción de vivienda de obra nueva que se desarrolla en el Ámbito.  Vivir en Amadeo I, es vivir en Madrid, frente al barrio de Moratalaz, en un lugar consolidado del distrito Puente de Vallecas con todo lo que necesitas para el día a día. Su ubicación estratégica, te ofrece la oportunidad de tener todos los servicios esenciales a tu alcance y estar situado a escasos 5 minutos en coche tanto de la Glorieta del Conde Casal o del parque El Retiro como del Centro Comercial de La Gavia.  A la vez, dispones de inmejorables comunicaciones en transporte público, con conexiones con Madrid centro, barrio de Moratalaz y con el resto de Vallecas, y en coche, conectada directamente con la A3, M-30 y M-40.  Amadeo I te ofrece un singular conjunto residencial de 65 viviendas, todas con terraza privada, con viviendas de 1, 2 y 3 dormitorios, en una urbanización con tipología de manzana cerrada y patio comunitario interior, que dispone de piscina comunitaria, solárium y espacios ajardinados y de esparcimiento, sala multiusos, aparcamiento para bicicletas, 1 o 2 plazas de garaje y trastero incluidos. Gran parte de las viviendas disponen de inmejorables vistas a Madrid o hacia las zonas comunes, Nuestra nueva promoción de viviendas libres asequibles en Madrid ha sido concebida, no solo como un gran proyecto residencial excelentemente situado pensado para ti. sino también como una apuesta segura en un mercado inmobiliario en continuo crecimiento donde la demanda es altísima y la oferta muy escasa.  Amadeo I se va a gestionar en régimen de cooperativa. La compra del suelo, con importes muy favorables para la cooperativa, ofrece a sus socios una verdadera oportunidad para obtener costes de adjudicación por debajo del mercado, debido a los condicionantes de la adjudicación que realizará el Ayuntamiento de Madrid en esta parcela. CONCIERTA UNA VISITA EN NUESTRAS OFICINAS CENTRALES EN MADRID, calle Alcalá 96, 5º-Dcha, frente a El Corte Inglés de Goya.",False,newdevelopment,True,True,False,3424.0,True,False,False,False,[],False,False,291000.0,€,True,True,flat,"Numancia, Madrid","Piso en calle de Amadeo I, 1",,,,
109184501,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/ae/30/1366766669.webp,,19,6,2705000.0,flat,sale,305.0,True,4,4,plaza de Manuel Becerra,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4275423,-3.6687359,False,https://www.idealista.com/inmueble/109184501/,"LUZ, ESPACIO Y POSIBILIDADES Una joya por descubrir en una de las zonas más exclusivas de Madrid ¿Buscas un lugar para crear el hogar con el que siempre has soñado? Esta sexta planta exterior en La Plaza Manuel Becerra te lo pone fácil. Con una estructura que invita a imaginar y disfrutar, esta vivienda de 4 dormitorios y 4 baños es una oportunidad única para encontrar un espacio a tu medida, con amplitud, luz natural y una distribución ideal. Gran salón para compartir, vivir y disfrutar con Cocina integrada, las posibilidades son infinitas. Todo ello en un entorno privilegiado: calles tranquilas, elegancia residencial y la cercanía de los servicios más exclusivos de la capital. El lujo no siempre está en lo acabado. A veces está en lo que puedes llegar a construir. Descubre este espacio único y dale forma a tu próximo capítulo. Contáctanos y empieza a soñar. AVISO LEGAL: Recordamos a nuestros Señores clientes que la información facilitada no constituye una auténtica oferta vinculante ni contractual. Este anuncio publicitario es provisional, y las fotografías y datos en él incluidos están sujetos a posibles modificaciones, consecuencia de exigencias comerciales, jurídicas, técnicas o por mandato expreso de la propiedad. La información aquí contenida procura reflejar una orientación sobre los inmuebles a la fecha de su publicación. La totalidad del contenido que aparece tiene carácter meramente informativo y aproximado, no teniendo, en modo alguno, carácter contractual. Tanto los datos, como las imágenes y planos pueden estar sujetos a cambios, por lo que le invitamos a que, si precisa una información más exacta y detallada, contacte con nosotros y le atenderemos a la mayor brevedad posible. Los contenidos tienen únicamente finalidad informativa y bajo ninguna circunstancia deben usarse ni considerarse como oferta de venta o financiación, solicitud de una oferta de compra o financiación, ni recomendación para realizar cualquier otra transacción, salvo que así se indique expresamente. La información y documentación a ofrecer de acuerdo con lo dispuesto en el Real Decreto 515/1989 (de 21 de abril, relativa a la protección de los consumidores en cuanto a la información a suministrar en la compraventa y arrendamiento de viviendas), será puesta a disposición de los potenciales compradores en las respectivas delegaciones territoriales gestoras del inmueble. "".",False,good,False,True,,8869.0,True,False,False,False,[],False,False,2705000.0,€,,,flat,"Goya, Madrid",Piso en plaza de Manuel Becerra,2875000.0,170000.0,6.0,
109128931,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/15/a1/1365181048.webp,Portal 2 4ºA,4,4,360000.0,flat,sale,116.0,True,2,2,"avenida de la Constitución, 33",Madrid,Torrejón de Ardoz,Noroeste,es,,40.456246,-3.4782505,True,https://www.idealista.com/obra-nueva/109128931/,"Descubre una nueva forma de vivir en el centro de Torrejón de Ardoz, cerca de todo lo que necesitas.  Residencial Los Arcos, es una promoción de obra nueva que cuenta con 39 viviendas exclusivas de uno, dos y tres dormitorios, con terraza, plaza de garaje y trastero, con las últimas novedades y calidades en construcción de vivienda residencial. Todas las viviendas cuentan con aerotermia, suelo radiante, cocina amueblada, y calificación energética A. Situada a pocos metros de la Estación de Renfe y Terminal de autobuses, se encuentra rodeada de todo tipo de servicios, colegios, supermercados, parques, centros sanitarios y zonas de ocio y a tan solo veinte minutos de Madrid. Viviendas que promueve y construye Comillas Inmobiliaria, una empresa dedicada a crear hogares desde 1985. Plazo previsto de entrega en otoño de 2027.",False,,True,True,False,3103.0,True,False,False,False,[],False,False,360000.0,€,True,True,flat,"Noroeste, Torrejón de Ardoz","Piso en avenida de la Constitución, 33",,,,
108798197,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/12/e3/1362719393.webp,T4-BAJA,15,bj,199070.0,flat,sale,59.0,True,2,2,"calle Eras Altas, 2",Madrid,El Álamo,,es,,40.2300164,-3.993096,True,https://www.idealista.com/obra-nueva/108798197/,"Residencial El Álamo, pisos de 2 y 3 dormitorios, en Comercialización en El Álamo - ¡Tu nuevo hogar te espera!  Descubre esta obra nueva en el corazón de El Álamo, a solo 30 minutos de Madrid. Estas viviendas cuenta con 2 y 3 luminosos dormitorios y 2 baños completos equipados con sanitarios de alta gama. La distribución es perfecta para disfrutar de cada rincón, con armarios empotrados que ofrecen un amplio espacio de almacenamiento.  El piso incluye una plaza de garaje y acceso a zonas comunes que cuentan con una refrescante piscina, ideal para relajarte en los días soleados. La climatización por aerotermia garantiza un ambiente confortable durante todo el año. Además, la carpintería exterior de PVC y el sistema de aislamiento térmico aseguran un hogar eficiente y acogedor. Ubicado en una excelente zona, este inmueble ofrece la posibilidad de personalización para que puedas adaptarlo a tu estilo. Las zonas comunes están diseñadas para el disfrute familiar, rodeadas de vegetación y espacios abiertos. No pierdas la oportunidad de vivir en un entorno natural, ideal para familias. ¡Contáctanos y agenda tu visita!",False,,True,True,False,3374.0,True,False,False,False,[],False,False,199070.0,€,True,True,flat,El Álamo,"Piso en calle Eras Altas, 2",,,,
109104497,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/6f/f9/1364475107.webp,VI-99980-P17-Pl-BAJA-Pta-a-h3-B13,32,bj,435000.0,flat,sale,151.0,True,3,2,"Dr. Marañón, 12",Madrid,Alcalá de Henares,Ensanche,es,,40.4963782,-3.3773757,True,https://www.idealista.com/obra-nueva/109104497/,"Explora nuestra promoción ""Parque del Ensanche III"", la fase final del gran proyecto que REALIA está llevando a cabo en Alcalá de Henares. Viviendas nuevas y espaciosas con acabados de alta calidad. Esta nueva promoción ofrece amplios pisos de 2, 3 y 4 dormitorios con 2 baños y grandes terrazas. Además, incluyen 1 o 2 plazas de garaje y trastero. Descubre también nuestros fantásticos áticos y bajos con terraza. Vive en una de las mejores urbanizaciones de Alcalá de Henares, con control de acceso, amplias zonas comunes con piscina, dos pistas de pádel, 2 locales de usos múltiples, áreas ajardinadas e incluso un innovador Pet Spa y SplashPark. La incorporación del SplashPark garantiza juegos de agua muy divertidos y seguros para los más pequeños, ya que es una superficie sin profundidad. El resultado es una zona de juegos acuáticos con grandes posibilidades lúdicas, donde se cuida el consumo con un sistema de reciclado de agua muy eficiente. Alcalá de Henares, declarada Patrimonio de la Humanidad por la UNESCO, ofrece una amplia oferta de ocio para todos los públicos y todos los servicios necesarios para el día a día. Una opción ideal para vivir. Rellena el formulario y nuestro comercial Mario estará encantado de atenderte.",False,newdevelopment,True,True,False,2881.0,False,False,False,False,[],False,False,435000.0,€,True,True,flat,"Ensanche, Alcalá de Henares","Piso en Dr. Marañón, 12",,,,
109051493,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/8a/0d/1364099007.webp,W-030JDN,31,12,840000.0,flat,sale,143.0,True,2,1,Barrio San Pascual,Madrid,Madrid,Ciudad Lineal,es,San Pascual,40.44399,-3.6566464,False,https://www.idealista.com/inmueble/109051493/,"Exclusivo piso con terrazas, piscina y zonas deportivas en el corazón de Ciudad Lineal. Engel & Völkers presenta esta propiedad en el corazón de Ciudad Lineal. Vivienda de 143 metros construidos con 106 metros útiles, con luz natural y vistas abiertas. Destaca por su amplitud y una distribución pensada para el confort y la exclusividad. Dispone de un amplio salón-comedor con salida a terrazas en diferentes orientaciones, dos dormitorios espaciosos, un baño de gran tamaño (antes dos) y varias terrazas panorámicas que aportan versatilidad y disfrute en el día a día. La urbanización ofrece piscina, gimnasio, pista de tenis, zonas ajardinadas y espacios de recreo. Todo ello en una ubicación privilegiada en Ciudad Lineal, con colegios, comercios, supermercados, transporte público y excelentes comunicaciones con el resto de Madrid. Las magnificas vistas y sus orientaciones, nos ofrecen y regalan una impresionante visión al skyline de Madrid, aprovechando al máximo la luz natural, creando una atmósfera cálida e iluminada en cada rincón, es una característica del inmueble y se remarca: es totalmente exterior.  Un piso único que combina espacio, luz, servicios y calidad de vida en una de las zonas más demandadas de la capital. Descubra un estilo de vida incomparable en una ubicación privilegiada de Madrid. Esta residencia excepcional se encuentra en una zona que atrae a individuos y familias que valoran la sofisticación, la tranquilidad y la proximidad a los principales puntos de interés de la ciudad. La clientela ideal aprecia la discreción, la comodidad y el acceso a una amplia gama de servicios de alta calidad. Disfrute de un fácil acceso a una red de transporte público eficiente, con paradas de autobús y metro a poca distancia, permitiendo desplazamientos rápidos y cómodos al centro de Madrid en aproximadamente poco mas de 30 minutos. El Aeropuerto Adolfo Suárez Madrid-Barajas se encuentra a una distancia de 12 minutos en coche, ofreciendo una conectividad global sin igual. Para los amantes del ocio, la ubicación ofrece un sinfín de posibilidades. Los amantes del arte y la cultura podrán disfrutar de los museos y galerías de arte del centro de Madrid, accesibles en 12 minutos en coche/taxi. Para los aficionados a las compras, las exclusivas tiendas de Centro Comercial Arturo Soria Plaza, ofrecen una experiencia de compra inigualable. Una de las características especiales de esta ubicación es su ambiente residencial tranquilo y seguro, combinado con la proximidad a la vibrante vida urbana de Madrid. La seguridad de la zona es una prioridad, con medidas de vigilancia y control que garantizan la tranquilidad de los residentes. El Distrito de Ciudad Lineal, esta ubicado en la zona nor-este de Madrid. Le atraviesa la conocida calle de Arturo Soria. Barrio con una excelente ubicación con accesos directos tanto a la M-30, la A-2 y al centro de Madrid entrando por el barrio de Salamanca. Rápido acceso al aeropuerto tanto en coche a 7 km ( 8/15 minutos) como en trasporte público. Zona residencial y verde, de ambiente tranquilo con un nivel de seguridad muy alto, de rentas medio-altas, amplia oferta de colegios nacionales e internacionales y excelentemente bien comunicado. Transportes Metro Concepción + Autobuses 11, 21, 53, 70, 114,N4,N3, 122, 146 + 200 ( aeropuerto).",False,good,False,True,,5874.0,True,False,True,False,[],False,False,840000.0,€,True,True,flat,"San Pascual, Madrid",Piso,,,,
108494757,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/fc/dc/1346591645.webp,3 4º C,6,4,461700.0,duplex,sale,100.0,True,3,2,"calle Francisco Largo Caballero, 26",Madrid,Alcobendas,Norte,es,,40.5537554,-3.650864,True,https://www.idealista.com/obra-nueva/108494757/,"Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva más grande de la zona norte de Madrid, con varios campos de futbol, piscinas, polideportivo, pistas de tenis, pistas multiusos, gimnasio, muy cercano a la estación de cercanías de Renfe Valdelasfuentes y a la estación de metro de Manuel de Falla, lo que hace de su localización la mejor carta de presentación de este proyecto. El conjunto inmobiliario consta de 64 viviendas de 2 y 3 dormitorios, cada una con su trastero anejo, y plaza de garaje incluida en el precio. Las viviendas se distribuyen en 4 portales, con 16 viviendas en cada uno, a razón de 4 viviendas por cada planta, de la primera a la cuarta.  Se está haciendo una profunda rehabilitación en los elementos comunes e instalaciones generales del edificio que incluye, entre otras cosas, una gran actualización en la zona de acceso, portales y descansillos con una imagen más atractiva y actual. De cara a ofrecer unas viviendas muy comerciales a un precio realmente interesante se ha diseñado este proyecto inmobiliario en el que las viviendas se venden en su estado actual, que requiere una reforma interior de las mismas en lo correspondiente a las calidades y acabados.  Para garantizar una mayor economía y un orden en la ejecución de las reformas, reduciendo las molestias al mínimo durante el desarrollo de éstas a los futuros propietarios, se ha considerado indispensable que el futuro comprador contrate la reforma interior de su vivienda con la misma empresa constructora que está ejecutando las obras de las zonas comunes, todo ello sobre un proyecto, presupuesto y plazo de ejecución cerrados y definidos, y con un precio muy ajustado.  Tanto las ventas de las viviendas como la reforma de éstas se van a ir realizando por fases, coincidiendo con cada uno de los portales, de esta forma se pueden realizar los trabajos con más eficacia y se reducen las molestias y plazos de ejecución. Disponemos de piso piloto ya terminado y amueblado para ver como se entregarán las viviendas. Tenemos un acuerdo de financiación con Caixabank. LC26 Alcobendas es una perfecta opción para adquirir una vivienda tanto para uso propio como inversión, ya que existe una gran demanda de este tipo de viviendas en alquiler en esta zona.",False,newdevelopment,True,True,False,4617.0,True,False,False,False,[],False,False,461700.0,€,True,True,flat,"Norte, Alcobendas","Dúplex en calle Francisco Largo Caballero, 26",,,,duplex
109078092,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/00/9d/1363740551.webp,W-04696U,56,,1200000.0,chalet,sale,397.0,,4,3,Parquelagos - Puente Nuevo,Madrid,Galapagar,Parquelagos - Puente Nuevo,es,,40.5917365,-3.9637563,False,https://www.idealista.com/inmueble/109078092/,"Chalet independiente en Parquelagos Ubicado en una de las zonas más tranquilas y naturales de Parquelagos, este chalet independiente con 397 metros cuadrados de superficie construida y 166 metros cuadrados de parcela, según catastro, ofrece un entorno privilegiado con impresionantes vistas a la sierra, ideal para quienes buscan paz y naturaleza sin renunciar a la comodidad. La vivienda cuenta con cuatro dormitorios amplios, perfectos para familias o quienes necesiten espacio adicional para despacho o invitados. Dispone de tres baños completos, un luminoso salón principal, una cocina independiente completamente equipada y una acogedora sala de estar, ideal para momentos de relax o como zona de juegos/lectura. Además, el inmueble está equipado con una planta solar térmica y fotovoltaica, lo que mejora la eficiencia energética y reduce considerablemente el consumo eléctrico, aportando sostenibilidad y ahorro. El exterior ofrece amplias posibilidades de jardín, terraza, piscina y aseo con ducha en el exterior dando servicio a esta zona, todo en un entorno natural incomparable. Además cuenta con un bungalow totalmente equipado con baño, coqueta cocina y salón/dormitorio.  Una oportunidad única para disfrutar de la vida en la sierra con todas las comodidades. Ubicada en una de las áreas más tranquilas y consolidadas de Parquelagos, esta zona se caracteriza por su entorno residencial exclusivo, rodeado de naturaleza, con parcelas amplias, vistas despejadas y un ambiente familiar y silencioso durante todo el año. El enclave ofrece una combinación perfecta entre naturaleza y accesibilidad, con caminos arbolados, vistas directas a la sierra y una integración plena en el Parque Regional de la Cuenca Alta del Manzanares. Es ideal para quienes buscan calidad de vida, aire puro y tranquilidad sin renunciar a la cercanía de servicios, colegios y vías rápidas hacia Madrid.",True,good,False,,,3023.0,True,False,True,False,[],False,False,1200000.0,€,True,True,chalet,"Parquelagos - Puente Nuevo, Galapagar",Casa independiente,,,,independantHouse
108428981,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/eb/b6/1344596449.webp,2ªE,14,2,890000.0,flat,sale,102.0,True,2,2,"calle del Marqués de Ahumada, 5",Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4364522,-3.6691461,True,https://www.idealista.com/obra-nueva/108428981/,"Marques de Ahumada 5, un proyecto especial situado en el distrito de Salamanca, barrio de Guindalera 28 viviendas exclusivas que te regalan la posibilidad de vivir en Madrid en su versión mas autentica y sofisticada, sin renunciar al confort y a la intimidad de un hogar diseñado solo para ti. Viviendas de 1 y 2 dormitorios en planta y 2 y 3 dormitorios en planta atico con espectaculares terrazas. El proyecto combina la elegancia de la arquitectura clásica con la vitalidad de la escena cultural contemporánea. Cada inmuebles está pensado y dotado de las mejores calidades para que el cliente sienta el confort y calidad de los mejores proyectos: armarios empotrados vestidos, suelo radiante refrescante, cocinas amuebladas y equipadas con electrodomésticos, ademas de garaje y trastero Disfruta de un residencial con excelentes zonas comunes: terraza chill out, area de coworking, gimnasio, piscina, solárium, sauna y baño turco Vivir en Marques de Ahumada 5, significa disfrutar de una ubicación privilegiada en el corazón de Madrid, con acceso a todos los servicios, transportes, tiendas, restaurantes,.. . Ademas, la ubicación y riqueza histórica del barrio añaden un encanto único a la experiencia de vivir en esta zona.",False,newdevelopment,True,True,False,8725.0,True,False,False,False,[],False,False,890000.0,€,True,True,flat,"Guindalera, Madrid","Piso en calle del Marqués de Ahumada, 5",,,,
108367888,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/9e/02/1281629852.webp,BAJO A,10,bj,465000.0,flat,sale,100.0,True,1,1,"calle Francisco Salas, 25",Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4527287,-3.7054102,True,https://www.idealista.com/obra-nueva/108367888/,"DOS ÚLTIMAS VIVIENDAS A LA VENTA. LICIENCIA DE OBRAS CONCEDIDA, INICIO DE OBRAS JULIO 2025.  Situado en uno de los mejores barrios de Madrid, Bellas Vistas, en el distrito de Tetuan, nace Residencial Francisco Salas, 25, una exclusiva promoción de viviendas de lujo, que te ofrece una oportunidad única para vivir en un entorno moderno y sostenible, en pleno centro neurálgico de Madrid. Residencial Francisco Salas 25, linda al norte con Francos Rodríguez, al sur con la Avenida de Reina Victoria, al Oeste con la calle Pablo Iglesias, y al este con la calle de Bravo Murillo. Residencial Francisco Salas 25, es una promoción de obra nueva que consta de nueve viviendas, con diferentes tipologías, que busca satisfacer las necesidades de cada perfil de cliente; viviendas, bajos con patio, y magníficos áticos, de 1 y 2 dormitorios con 1 y 2 baños. Todas ellas con trastero incluido y posibilidad de plaza de garaje. Una zona ajardinada y una piscina, ponen el broche a una propuesta de vivienda exclusiva en una zona privilegiada de Madrid. El Proyecto cumple con los más exigentes estándares de calidad para unas viviendas modernas y sostenibles, implantando un sistema de aerotermia individual [con control sectorizado por estancias] para obtención de energía calorífica, frigorífica y agua caliente sanitaria, a través de suelo radiante y refrescante, lo que nos permite calentar la vivienda en los meses fríos, y refrigerarla en los meses calurosos, a la vez que conseguimos un importante ahorro energético y una clase A tanto en consumo como en emisiones de CO2. No pierdas la oportunidad de formar parte de esta comunidad exclusiva, y disfruta de una calidad de vida inigualable. ¡Contáctanos para más información! Entrega primer trimestre de 2027.",False,newdevelopment,True,True,False,4650.0,True,False,False,False,[],False,False,465000.0,€,True,True,flat,"Bellas Vistas, Madrid","Piso en calle Francisco Salas, 25",,,,
